,BK
2004-08-25,24356600000
2004-08-26,24364320000
2004-08-27,24256240000
2004-08-30,24171320000
2004-08-31,24387480000
2004-09-01,24302560000
2004-09-02,24549600000
2004-09-03,24449240000
2004-09-07,24758040000
2004-09-08,24626800000
2004-09-09,24480120000
2004-09-10,24534160000
2004-09-13,24541880000
2004-09-14,24395200000
2004-09-15,24179040000
2004-09-16,24302560000
2004-09-17,24541880000
2004-09-20,24387480000
2004-09-21,24503280000
2004-09-22,24649960000
2004-09-23,24472400000
2004-09-24,24565040000
2004-09-27,23932000000
2004-09-28,23924280000
2004-09-29,24140440000
2004-09-30,23870240000
2004-10-01,24232530000
2004-10-04,24355890000
2004-10-05,24571770000
2004-10-06,25219410000
2004-10-07,25111470000
2004-10-08,25026660000
2004-10-11,25150019999
2004-10-12,25165440000
2004-10-13,24995820000
2004-10-14,24710549999
2004-10-15,25288799999
2004-10-18,25412160000
2004-10-19,25126890000
2004-10-20,25597200000
2004-10-21,25820790000
2004-10-22,25365900000
2004-10-25,25335060000
2004-10-26,26067510000
2004-10-27,26476140000
2004-10-28,26437590000
2004-10-29,26522400000
2004-11-01,26483850000
2004-11-02,26699730000
2004-11-03,26977290000
2004-11-04,27463019999
2004-11-05,27717450000
2004-11-08,27563250000
2004-11-09,26753700000
2004-11-10,26884769999
2004-11-11,27177750000
2004-11-12,27285690000
2004-11-15,27116070000
2004-11-16,26761410000
2004-11-17,26861640000
2004-11-18,27008130000
2004-11-19,26460720000
2004-11-22,26530109999
2004-11-23,26684310000
2004-11-24,26892480000
2004-11-26,26907900000
2004-11-29,26961870000
2004-11-30,26892480000
2004-12-01,27131490000
2004-12-02,26923320000
2004-12-03,27046680000
2004-12-06,27000420000
2004-12-07,26969579999
2004-12-08,27116070000
2004-12-09,26938740000
2004-12-10,26938740000
2004-12-13,27000420000
2004-12-14,26954160000
2004-12-15,27162329999
2004-12-16,26969579999
2004-12-17,27108359999
2004-12-20,26923320000
2004-12-21,27208590000
2004-12-22,27540120000
2004-12-23,27586380000
2004-12-27,27254850000
2004-12-28,27439890000
2004-12-29,27301109999
2004-12-30,27262560000
2004-12-31,27308820000
2005-01-03,27054390000
2005-01-04,26638049999
2005-01-05,26684310000
2005-01-06,27208590000
2005-01-07,27224010000
2005-01-10,27008130000
2005-01-11,26907900000
2005-01-12,26838510000
2005-01-13,26506980000
2005-01-14,26560950000
2005-01-18,26915609999
2005-01-19,25743690000
2005-01-20,25126890000
2005-01-21,25211700000
2005-01-24,25026660000
2005-01-25,24918720000
2005-01-26,24186270000
2005-01-27,23924130000
2005-01-28,24116880000
2005-01-31,24278790000
2005-02-01,24232530000
2005-02-02,24070620000
2005-02-03,24101460000
2005-02-04,24579480000
2005-02-07,24772230000
2005-02-08,25042079999
2005-02-09,24880170000
2005-02-10,24926430000
2005-02-11,24949560000
2005-02-14,25018950000
2005-02-15,25142310000
2005-02-16,24841620000
2005-02-17,24309630000
2005-02-18,24540930000
2005-02-22,24062910000
2005-02-23,24186270000
2005-02-24,24402150000
2005-02-25,24833910000
2005-02-28,24718260000
2005-03-01,24880170000
2005-03-02,24903299999
2005-03-03,24849329999
2005-03-04,25504680000
2005-03-07,25466130000
2005-03-08,25257960000
2005-03-09,24833910000
2005-03-10,25049790000
2005-03-11,24679710000
2005-03-14,25088340000
2005-03-15,24695130000
2005-03-16,24602610000
2005-03-17,24448410000
2005-03-18,24833910000
2005-03-21,24456120000
2005-03-22,24024360000
2005-03-23,23924130000
2005-03-24,23700540000
2005-03-28,23661990000
2005-03-29,23484660000
2005-03-30,23723670000
2005-03-31,23739090000
2005-04-01,23424300000
2005-04-04,23477850000
2005-04-05,23477850000
2005-04-06,23715000000
2005-04-07,23898600000
2005-04-08,23730300000
2005-04-11,23852700000
2005-04-12,23929200000
2005-04-13,23462550000
2005-04-14,23125950000
2005-04-15,22781700000
2005-04-18,22804650000
2005-04-19,23202450000
2005-04-20,22299750000
2005-04-21,22452750000
2005-04-22,22108500000
2005-04-25,22207950000
2005-04-26,22093200000
2005-04-27,22445100000
2005-04-28,22093200000
2005-04-29,22651650000
2005-05-02,22728150000
2005-05-03,22644000000
2005-05-04,23171850000
2005-05-05,23148900000
2005-05-06,22705200000
2005-05-09,22743450000
2005-05-10,22628700000
2005-05-11,22751100000
2005-05-12,22422150000
2005-05-13,22582800000
2005-05-16,23164200000
2005-05-17,23386050000
2005-05-18,23730300000
2005-05-19,23730300000
2005-05-20,23539050000
2005-05-23,23462550000
2005-05-24,23393700000
2005-05-25,23294250000
2005-05-26,23439600000
2005-05-27,23516100000
2005-05-31,23370750000
2005-06-01,23653800000
2005-06-02,23592600000
2005-06-03,23386050000
2005-06-06,23523750000
2005-06-07,23516100000
2005-06-08,23592600000
2005-06-09,23508450000
2005-06-10,23523750000
2005-06-13,23454900000
2005-06-14,23539050000
2005-06-15,23554350000
2005-06-16,23646150000
2005-06-17,23906250000
2005-06-20,23760900000
2005-06-21,23745600000
2005-06-22,23982750000
2005-06-23,23600250000
2005-06-24,23562000000
2005-06-27,23370750000
2005-06-28,23936850000
2005-06-29,23776200000
2005-06-30,23332500000
2005-07-01,23393140000
2005-07-05,23461630000
2005-07-06,23142010000
2005-07-07,23142010000
2005-07-08,23233330000
2005-07-11,23400750000
2005-07-12,23492070000
2005-07-13,23644270000
2005-07-14,23667100000
2005-07-15,23925840000
2005-07-18,23857350000
2005-07-19,23986720000
2005-07-20,25204319999
2005-07-21,25135830000
2005-07-22,25105390000
2005-07-25,25036900000
2005-07-26,25143440000
2005-07-27,25135830000
2005-07-28,25097779999
2005-07-29,24823819999
2005-08-01,24740110000
2005-08-02,24930360000
2005-08-03,24877090000
2005-08-04,24610740000
2005-08-05,24504200000
2005-08-08,24595520000
2005-08-09,24580299999
2005-08-10,24603130000
2005-08-11,24732500000
2005-08-12,24488980000
2005-08-15,24717279999
2005-08-16,24542250000
2005-08-17,24854259999
2005-08-18,24762940000
2005-08-19,25006460000
2005-08-22,25128220000
2005-08-23,24983630000
2005-08-24,24755330000
2005-08-25,24762940000
2005-08-26,24587910000
2005-08-29,24664009999
2005-08-30,24473759999
2005-08-31,24656400000
2005-09-01,24778160000
2005-09-02,24968410000
2005-09-06,25074950000
2005-09-07,24915140000
2005-09-08,24664009999
2005-09-09,24732500000
2005-09-12,24732500000
2005-09-13,24374830000
2005-09-14,24154140000
2005-09-15,24024770000
2005-09-16,24618350000
2005-09-19,24253070000
2005-09-20,24093260000
2005-09-21,23537730000
2005-09-22,23705150000
2005-09-23,23971500000
2005-09-26,23636660000
2005-09-27,23895400000
2005-09-28,23301820000
2005-09-29,23621440000
2005-09-30,23720370000
2005-10-03,23699280000
2005-10-04,23493000000
2005-10-05,23485360000
2005-10-06,23630520000
2005-10-07,23523560000
2005-10-10,23370760000
2005-10-11,23416600000
2005-10-12,23347840000
2005-10-13,23653440000
2005-10-14,24104200000
2005-10-17,23966680000
2005-10-18,23897920000
2005-10-19,24088920000
2005-10-20,24119480000
2005-10-21,24333400000
2005-10-24,24700120000
2005-10-25,24623719999
2005-10-26,24822360000
2005-10-27,24585520000
2005-10-28,25051560000
2005-10-31,25334239999
2005-11-01,25227280000
2005-11-02,25509960000
2005-11-03,25196719999
2005-11-04,25303679999
2005-11-07,25601640000
2005-11-08,25639840000
2005-11-09,25769719999
2005-11-10,26312160000
2005-11-11,26411480000
2005-11-14,26273960000
2005-11-15,26075320000
2005-11-16,26060040000
2005-11-17,26128800000
2005-11-18,26228120000
2005-11-21,26220480000
2005-11-22,26434400000
2005-11-23,26594840000
2005-11-25,26640679999
2005-11-28,26633040000
2005-11-29,26686520000
2005-11-30,26235760000
2005-12-01,26617760000
2005-12-02,26617760000
2005-12-05,26403840000
2005-12-06,26396199999
2005-12-07,25968360000
2005-12-08,25869040000
2005-12-09,26121160000
2005-12-12,26082960000
2005-12-13,26327440000
2005-12-14,26273960000
2005-12-15,25937800000
2005-12-16,25922520000
2005-12-19,25723880000
2005-12-20,25708600000
2005-12-21,26197560000
2005-12-22,26243400000
2005-12-23,26289239999
2005-12-27,25960719999
2005-12-28,25899600000
2005-12-29,25899600000
2005-12-30,25792640000
2006-01-03,26322305460
2006-01-04,26452160130
2006-01-05,26582014799
2006-01-06,26925747750
2006-01-09,27078517950
2006-01-10,27032686890
2006-01-11,27315311760
2006-01-12,27070879440
2006-01-13,26986855830
2006-01-17,26666038409
2006-01-18,26169535260
2006-01-19,25688309130
2006-01-20,25482069360
2006-01-23,25336937670
2006-01-24,25420961280
2006-01-25,25535538930
2006-01-26,25703586150
2006-01-27,25573731479
2006-01-30,25650116580
2006-01-31,25757055720
2006-02-01,25802886780
2006-02-02,25993849530
2006-02-03,26108427180
2006-02-06,26093150159
2006-02-07,26100788670
2006-02-08,26314666950
2006-02-09,26284112909
2006-02-10,26666038409
2006-02-13,26979217320
2006-02-14,27116710500
2006-02-15,27414612390
2006-02-16,27689598750
2006-02-17,28002777659
2006-02-21,27781260869
2006-02-22,28239571470
2006-02-23,27926392560
2006-02-24,27850007460
2006-02-27,28025693190
2006-02-28,27720152790
2006-03-01,27972223619
2006-03-02,28124993820
2006-03-03,27834730440
2006-03-06,27697237260
2006-03-07,27727791299
2006-03-08,27903477030
2006-03-09,27483358979
2006-03-10,27765983850
2006-03-13,28163186369
2006-03-14,28331233590
2006-03-15,28216655940
2006-03-16,28086801270
2006-03-17,28758990150
2006-03-20,28484003790
2006-03-21,28338872100
2006-03-22,28361787630
2006-03-23,28293041040
2006-03-24,28338872100
2006-03-27,28140270840
2006-03-28,27758345340
2006-03-29,27865284479
2006-03-30,29079807570
2006-03-31,29179108200
2006-04-03,28728000000
2006-04-04,28607040000
2006-04-05,29136240000
2006-04-06,29174040000
2006-04-07,29514240000
2006-04-10,28077840000
2006-04-11,27798120000
2006-04-12,28040040000
2006-04-13,28130760000
2006-04-17,27851040000
2006-04-18,28607040000
2006-04-19,28531440000
2006-04-20,27919080000
2006-04-21,27420120000
2006-04-24,27231120000
2006-04-25,27268920000
2006-04-26,27609120000
2006-04-27,27911520000
2006-04-28,28168560000
2006-05-01,27972000000
2006-05-02,27813240000
2006-05-03,27994680000
2006-05-04,28402920000
2006-05-05,28206360000
2006-05-08,28274400000
2006-05-09,28251719999
2006-05-10,27903959999
2006-05-11,27442799999
2006-05-12,27306719999
2006-05-15,27231120000
2006-05-16,27004320000
2006-05-17,26588520000
2006-05-18,26361719999
2006-05-19,26543160000
2006-05-22,26573400000
2006-05-23,26316360000
2006-05-24,26195400000
2006-05-25,26497799999
2006-05-26,26603640000
2006-05-30,26452440000
2006-05-31,26626320000
2006-06-01,26868240000
2006-06-02,26785080000
2006-06-05,26218080000
2006-06-06,26218080000
2006-06-07,26255879999
2006-06-08,26255879999
2006-06-09,25961040000
2006-06-12,25394040000
2006-06-13,24970680000
2006-06-14,25076520000
2006-06-15,25704000000
2006-06-16,25477200000
2006-06-19,25318440000
2006-06-20,25552799999
2006-06-21,25726680000
2006-06-22,25711560000
2006-06-23,25560360000
2006-06-26,25598160000
2006-06-27,25371360000
2006-06-28,25318440000
2006-06-29,25809840000
2006-06-30,25802280000
2006-07-03,24831041880
2006-07-05,24588300240
2006-07-06,24588300240
2006-07-07,24338419140
2006-07-10,24466929420
2006-07-11,24502626720
2006-07-12,24474068880
2006-07-13,23867214780
2006-07-14,23802959640
2006-07-17,24102816960
2006-07-18,24088538040
2006-07-19,25787729520
2006-07-20,25487872200
2006-07-21,25223712180
2006-07-24,25509290579
2006-07-25,25652079780
2006-07-26,25537848420
2006-07-27,25323664620
2006-07-28,25616382480
2006-07-31,25430756520
2006-08-01,25237991100
2006-08-02,25423617060
2006-08-03,25537848420
2006-08-04,25559266799
2006-08-07,25766311140
2006-08-08,25523569500
2006-08-09,25180875420
2006-08-10,25345083000
2006-08-11,25473593280
2006-08-14,25537848420
2006-08-15,25951937100
2006-08-16,26080447380
2006-08-17,26051889540
2006-08-18,25901960880
2006-08-21,25830566280
2006-08-22,25866263579
2006-08-23,25802008440
2006-08-24,25459314359
2006-08-25,25287967320
2006-08-28,25694916540
2006-08-29,25780590060
2006-08-30,25730613840
2006-08-31,25537848420
2006-09-01,25673498160
2006-09-05,25759171680
2006-09-06,25666358700
2006-09-07,25487872200
2006-09-08,25623521940
2006-09-11,25730613840
2006-09-12,25873403040
2006-09-13,26258933880
2006-09-14,26294631180
2006-09-15,26565930660
2006-09-18,26544512280
2006-09-19,26487396600
2006-09-20,26623046340
2006-09-21,26508814980
2006-09-22,26344607400
2006-09-25,26587349040
2006-09-26,26658743640
2006-09-27,26994298260
2006-09-28,26908624740
2006-09-29,26680162020
2006-10-02,27889879550
2006-10-03,28115100650
2006-10-04,28377858599
2006-10-05,28535513370
2006-10-06,28212696460
2006-10-09,28377858599
2006-10-10,28370351230
2006-10-11,28385365970
2006-10-12,28355336490
2006-10-13,28152637500
2006-10-16,28017504840
2006-10-17,27807298480
2006-10-18,27702195300
2006-10-19,26958965669
2006-10-20,26718729830
2006-10-23,26793803530
2006-10-24,26966473040
2006-10-25,27311812060
2006-10-26,27537033160
2006-10-27,27341841540
2006-10-30,27386885759
2006-10-31,27349348910
2006-11-01,26943950930
2006-11-02,26958965669
2006-11-03,26996502520
2006-11-06,27416915240
2006-11-07,27649643710
2006-11-08,27514511050
2006-11-09,27612106860
2006-11-10,27769761630
2006-11-13,27769761630
2006-11-14,27927416400
2006-11-15,28070056430
2006-11-16,28460439669
2006-11-17,28535513370
2006-11-20,28738212360
2006-11-21,28445424930
2006-11-22,28558035480
2006-11-24,28482961780
2006-11-27,28107593280
2006-11-28,28220203830
2006-11-29,28400380710
2006-11-30,28280262790
2006-12-01,28235218570
2006-12-04,31628549810
2006-12-05,31538461370
2006-12-06,31440865560
2006-12-07,31268196050
2006-12-08,31155585500
2006-12-11,31170600240
2006-12-12,31193122349
2006-12-13,31238166570
2006-12-14,31350777120
2006-12-15,31470895040
2006-12-18,31508431890
2006-12-19,31538461370
2006-12-20,31530954000
2006-12-21,31478402410
2006-12-22,31313240270
2006-12-26,31568490849
2006-12-27,31771189840
2006-12-28,31763682470
2006-12-29,31328255009
2007-01-03,29875884290
2007-01-04,29811971059
2007-01-05,29669941660
2007-01-08,29790666650
2007-01-09,29662840190
2007-01-10,29819072530
2007-01-11,30110232800
2007-01-12,30358784250
2007-01-16,30458204830
2007-01-17,30294871019
2007-01-18,30813278330
2007-01-19,30877191559
2007-01-22,30692553340
2007-01-23,30543422470
2007-01-24,30770669510
2007-01-25,30515016590
2007-01-26,30358784250
2007-01-29,30046319570
2007-01-30,30067623980
2007-01-31,30117334269
2007-02-01,30238059260
2007-02-02,30685451870
2007-02-05,31076032720
2007-02-06,31317482700
2007-02-07,31331685640
2007-02-08,31296178290
2007-02-09,31274873880
2007-02-12,31679657670
2007-02-13,31970817940
2007-02-14,32290384090
2007-02-15,32595747300
2007-02-16,32496326720
2007-02-20,32510529660
2007-02-21,32162557630
2007-02-22,32183862040
2007-02-23,31999223820
2007-02-26,31807484130
2007-02-27,30586031290
2007-02-28,30578929820
2007-03-01,30465306300
2007-03-02,29961101930
2007-03-05,29499506380
2007-03-06,29932696050
2007-03-07,29513709320
2007-03-08,29634434309
2007-03-09,29520810790
2007-03-12,29577622550
2007-03-13,28682837330
2007-03-14,28973997599
2007-03-15,29321969630
2007-03-16,29371679920
2007-03-19,29705449010
2007-03-20,30060522510
2007-03-21,31019220960
2007-03-22,30649944519
2007-03-23,30713857750
2007-03-26,30820379800
2007-03-27,30557625410
2007-03-28,30301972490
2007-03-29,30529219530
2007-03-30,30522118059
2007-04-02,30400005890
2007-04-03,30676821260
2007-04-04,30641332110
2007-04-05,30698114750
2007-04-09,30811680029
2007-04-10,30818777860
2007-04-11,30492277680
2007-04-12,30470984190
2007-04-13,30627136450
2007-04-16,31287234640
2007-04-17,31273038980
2007-04-18,31180767190
2007-04-19,30903951820
2007-04-20,31223354170
2007-04-23,30847169180
2007-04-24,30549060320
2007-04-25,30769093050
2007-04-26,30719408240
2007-04-27,30698114750
2007-04-30,30449690700
2007-05-01,30392908060
2007-05-02,30754897390
2007-05-03,30982027950
2007-05-04,31045908420
2007-05-07,31145278040
2007-05-08,30925245310
2007-05-09,31038810589
2007-05-10,30683919089
2007-05-11,30946538800
2007-05-14,30641332110
2007-05-15,30641332110
2007-05-16,31003321440
2007-05-17,30655527770
2007-05-18,30314831930
2007-05-21,30172875330
2007-05-22,30314831930
2007-05-23,30229657970
2007-05-24,29974136089
2007-05-25,29881864300
2007-05-29,29867668640
2007-05-30,30407103720
2007-05-31,30513571170
2007-06-01,30428397210
2007-06-04,30307734100
2007-06-05,29995429580
2007-06-06,29619244589
2007-06-07,28937852910
2007-06-08,29803788170
2007-06-11,30151581839
2007-06-12,29853472980
2007-06-13,31202060680
2007-06-14,31322723790
2007-06-15,31698908779
2007-06-18,31620832649
2007-06-19,31635028310
2007-06-20,30982027950
2007-06-21,31109788890
2007-06-22,30527766830
2007-06-25,30428397210
2007-06-26,30577451640
2007-06-27,31088495399
2007-06-28,31528560860
2007-06-29,31173669360
2007-07-02,49788551250
2007-07-03,49844809500
2007-07-05,50126100750
2007-07-06,50857458000
2007-07-09,50722438200
2007-07-10,49833557850
2007-07-11,50069842500
2007-07-12,51600066900
2007-07-13,51915113100
2007-07-16,51600066900
2007-07-17,52567708800
2007-07-18,51903861450
2007-07-19,50857458000
2007-07-20,50249868899
2007-07-23,50171107350
2007-07-24,48303333450
2007-07-25,48989684100
2007-07-26,48157062000
2007-07-27,47661989400
2007-07-30,48719644500
2007-07-31,47875770750
2007-08-01,47211923400
2007-08-02,47752002600
2007-08-03,45737957250
2007-08-06,48798406050
2007-08-07,50013584250
2007-08-08,50598670050
2007-08-09,48877167600
2007-08-10,47628234450
2007-08-13,47211923400
2007-08-14,45287891250
2007-08-15,44770315350
2007-08-16,46964387100
2007-08-17,48877167600
2007-08-20,47898274050
2007-08-21,47639486100
2007-08-22,47268181650
2007-08-23,47088155250
2007-08-24,47391949800
2007-08-27,47166916800
2007-08-28,44669050500
2007-08-29,44984096700
2007-08-30,44770315350
2007-08-31,45490420950
2007-09-04,46469314500
2007-09-05,45681699000
2007-09-06,45242884650
2007-09-07,44691553800
2007-09-10,44466520800
2007-09-11,45524175900
2007-09-12,46131765000
2007-09-13,47909525700
2007-09-14,47875770750
2007-09-17,47763254250
2007-09-18,49833557850
2007-09-19,50351133750
2007-09-20,49000935750
2007-09-21,49417246800
2007-09-24,48843412649
2007-09-25,48269578500
2007-09-26,48877167600
2007-09-27,49811054550
2007-09-28,49664783100
2007-10-01,50963200400
2007-10-02,50883800800
2007-10-03,50362032000
2007-10-04,50146518800
2007-10-05,50804401200
2007-10-08,50951857600
2007-10-09,51076628400
2007-10-10,50974543200
2007-10-11,50974543200
2007-10-12,51791224799
2007-10-15,50169204400
2007-10-16,50305318000
2007-10-17,49862948800
2007-10-18,51972709600
2007-10-19,51711825200
2007-10-22,52426421600
2007-10-23,53844271600
2007-10-24,53186389200
2007-10-25,54343354799
2007-10-26,54785724000
2007-10-29,54434097200
2007-10-30,54422754400
2007-10-31,55409578000
2007-11-01,53299817200
2007-11-02,53538016000
2007-11-05,53787557600
2007-11-06,54763038400
2007-11-07,51915995600
2007-11-08,52176880000
2007-11-09,50861115200
2007-11-12,52369707600
2007-11-13,53640101200
2007-11-14,53186389200
2007-11-15,51870624400
2007-11-16,53072961200
2007-11-19,52449107200
2007-11-20,52063452000
2007-11-21,50543516800
2007-11-23,51507654799
2007-11-26,49760863600
2007-11-27,51235427600
2007-11-28,53969042400
2007-11-29,53674129600
2007-11-30,54400068800
2007-12-03,54297983600
2007-12-04,54286640800
2007-12-05,54729010000
2007-12-06,56158202800
2007-12-07,55534348800
2007-12-10,56373716000
2007-12-11,53923671200
2007-12-12,55023922800
2007-12-13,55341521200
2007-12-14,54570210800
2007-12-17,53617415600
2007-12-18,54592896400
2007-12-19,55194064799
2007-12-20,55477634799
2007-12-21,55783890400
2007-12-24,56509829600
2007-12-26,56407744400
2007-12-27,55126008000
2007-12-28,55012580000
2007-12-31,55307492800
2008-01-02,53458616400
2008-01-03,55772547600
2008-01-04,54615582000
2008-01-07,55364206800
2008-01-08,53311160000
2008-01-09,54207241200
2008-01-10,53912328400
2008-01-11,52744020000
2008-01-14,53458616400
2008-01-15,51042600000
2008-01-16,51144685200
2008-01-17,50781715600
2008-01-18,49624750000
2008-01-22,51099314000
2008-01-23,52437764400
2008-01-24,51711825200
2008-01-25,49772206400
2008-01-28,51609740000
2008-01-29,51133342400
2008-01-30,51269456000
2008-01-31,52766705600
2008-02-01,54150527200
2008-02-04,53027590000
2008-02-05,50815744000
2008-02-06,51156028000
2008-02-07,52392393200
2008-02-08,52381050400
2008-02-11,52449107200
2008-02-12,53072961200
2008-02-13,53674129600
2008-02-14,52029423600
2008-02-15,52471792800
2008-02-19,50929172000
2008-02-20,51972709600
2008-02-21,51496312000
2008-02-22,52290308000
2008-02-25,52823419600
2008-02-26,52857448000
2008-02-27,52936847600
2008-02-28,52369707600
2008-02-29,49760863600
2008-03-03,50101147600
2008-03-04,50248604000
2008-03-05,50396060400
2008-03-06,49193723600
2008-03-07,49454608000
2008-03-10,47991386800
2008-03-11,52176880000
2008-03-12,51530340400
2008-03-13,51484969200
2008-03-14,48774040000
2008-03-17,45167029600
2008-03-18,50872458000
2008-03-19,49046267200
2008-03-20,52619249200
2008-03-24,49942348400
2008-03-25,50305318000
2008-03-26,48456441600
2008-03-27,47537674799
2008-03-28,46834421200
2008-03-31,47369934690
2008-04-01,50094301890
2008-04-02,47676426000
2008-04-03,48141838729
2008-04-04,46178024040
2008-04-07,49231585610
2008-04-08,48788875940
2008-04-09,49231585610
2008-04-10,49106718780
2008-04-11,48436978510
2008-04-14,47767238240
2008-04-15,48493736160
2008-04-16,49946732000
2008-04-17,48879688180
2008-04-18,48096432610
2008-04-21,47018037260
2008-04-22,46121266390
2008-04-23,46779655130
2008-04-24,49311046320
2008-04-25,50366738610
2008-04-28,50412144729
2008-04-29,50082950360
2008-04-30,49413210090
2008-05-01,51229454890
2008-05-02,51433782430
2008-05-05,51479188550
2008-05-06,51831085979
2008-05-07,50366738610
2008-05-08,49640240690
2008-05-09,48902391240
2008-05-12,50253223310
2008-05-13,49583483040
2008-05-14,50911612050
2008-05-15,51876492100
2008-05-16,51706219150
2008-05-19,51342970190
2008-05-20,50264574840
2008-05-21,49413210090
2008-05-22,50117004950
2008-05-23,49447264680
2008-05-27,49958083530
2008-05-28,49924028940
2008-05-29,50661878390
2008-05-30,50548363090
2008-06-02,48414275450
2008-06-03,47937511190
2008-06-04,47052091850
2008-06-05,48709415229
2008-06-06,46711545950
2008-06-09,46632085240
2008-06-10,46949928080
2008-06-11,45723962840
2008-06-12,45996399560
2008-06-13,47301825510
2008-06-16,47562910700
2008-06-17,46098563330
2008-06-18,45599096010
2008-06-19,46246133220
2008-06-20,46007751090
2008-06-23,45519635300
2008-06-24,46268836280
2008-06-25,46552624530
2008-06-26,44656919020
2008-06-27,43850960390
2008-06-30,43256524350
2008-07-01,44045501400
2008-07-02,41735742500
2008-07-03,42364637250
2008-07-07,40798117600
2008-07-08,42570457350
2008-07-09,40603731950
2008-07-10,41312667850
2008-07-11,40775248699
2008-07-14,39380245800
2008-07-15,38980040050
2008-07-16,43679599000
2008-07-17,40500821900
2008-07-18,41118282200
2008-07-21,39597500350
2008-07-22,42067341550
2008-07-23,41198323350
2008-07-24,40283567350
2008-07-25,40089181700
2008-07-28,37779422800
2008-07-29,40489387449
2008-07-30,41221192250
2008-07-31,40592297500
2008-08-01,40603731950
2008-08-04,40523690800
2008-08-05,43645295650
2008-08-06,43702467900
2008-08-07,41141151100
2008-08-08,42822015250
2008-08-11,44045501400
2008-08-12,41964431500
2008-08-13,41061109949
2008-08-14,41792914750
2008-08-15,42456112850
2008-08-18,40855289850
2008-08-19,39849058250
2008-08-20,40409346300
2008-08-21,39140122350
2008-08-22,39323073550
2008-08-25,38671309900
2008-08-26,38682744350
2008-08-27,38785654400
2008-08-28,40466518550
2008-08-29,39574631450
2008-09-02,39826189350
2008-09-03,40683773100
2008-09-04,39643238150
2008-09-05,41552791300
2008-09-08,45486242100
2008-09-09,43382303300
2008-09-10,44022632500
2008-09-11,45520545450
2008-09-12,45680627750
2008-09-15,41804349200
2008-09-16,43153614300
2008-09-17,37848029500
2008-09-18,36098558650
2008-09-19,40820986500
2008-09-22,36910404600
2008-09-23,36372985450
2008-09-24,37196265850
2008-09-25,40523690800
2008-09-26,41598529100
2008-09-29,30301292500
2008-09-30,37298854620
2008-10-01,38535280739
2008-10-02,35089315350
2008-10-03,34093305420
2008-10-06,30796169100
2008-10-07,25942051740
2008-10-08,27991313550
2008-10-09,26537368020
2008-10-10,30338233500
2008-10-13,35123660520
2008-10-14,39794603640
2008-10-15,33486540750
2008-10-16,35581596120
2008-10-17,34127650590
2008-10-20,36005186550
2008-10-21,36176912400
2008-10-22,32295908190
2008-10-23,33864337619
2008-10-24,31837972590
2008-10-27,30338233500
2008-10-28,36405880200
2008-10-29,34654276530
2008-10-30,36085325280
2008-10-31,37768238610
2008-11-03,37596512760
2008-11-04,39405358380
2008-11-05,35604492900
2008-11-06,34242134490
2008-11-07,34459653900
2008-11-10,34505447460
2008-11-11,33933027960
2008-11-12,33417850410
2008-11-13,37665203100
2008-11-14,34619931360
2008-11-17,31311346650
2008-11-18,32788188960
2008-11-19,29067462210
2008-11-20,27888278040
2008-11-21,29582639760
2008-11-24,36921057750
2008-11-25,34058960250
2008-11-26,34299376440
2008-11-28,34585586190
2008-12-01,29594088150
2008-12-02,31070930460
2008-12-03,33875786010
2008-12-04,32673705060
2008-12-05,34482550680
2008-12-08,35203799250
2008-12-09,31631901570
2008-12-10,32868327690
2008-12-11,30899204610
2008-12-12,29777262390
2008-12-15,30109265700
2008-12-16,33246124560
2008-12-17,32055492000
2008-12-18,30177956040
2008-12-19,30086368920
2008-12-22,29571191369
2008-12-23,29914643070
2008-12-24,30155059260
2008-12-26,30074920530
2008-12-29,29708572050
2008-12-30,31460175720
2008-12-31,32468163099
2009-01-02,32685916400
2009-01-05,31780521100
2009-01-06,31734678300
2009-01-07,30691754600
2009-01-08,30233326600
2009-01-09,29327931300
2009-01-12,28709053500
2009-01-13,28949728200
2009-01-14,26795116600
2009-01-15,26669048900
2009-01-16,26313767200
2009-01-20,21775330000
2009-01-21,26359610000
2009-01-22,25305225599
2009-01-23,27368151600
2009-01-26,27322308800
2009-01-27,28296468300
2009-01-28,32158724200
2009-01-29,29683213000
2009-01-30,29499841800
2009-02-02,31150182600
2009-02-03,31115800500
2009-02-04,31505464300
2009-02-05,31505464300
2009-02-06,32559848700
2009-02-09,32387938200
2009-02-10,29751977200
2009-02-11,31688835500
2009-02-12,30863665100
2009-02-13,28949728200
2009-02-17,26508599100
2009-02-18,27138937600
2009-02-19,26749273800
2009-02-20,26164778099
2009-02-23,24846797600
2009-02-24,27929725900
2009-02-25,27265005300
2009-02-26,26691970300
2009-02-27,25408371900
2009-03-02,24514437300
2009-03-03,25454214700
2009-03-04,25179157900
2009-03-05,22520275500
2009-03-06,20915777500
2009-03-09,20652181400
2009-03-10,23563199200
2009-03-11,25820957100
2009-03-12,28262086200
2009-03-13,27127476900
2009-03-16,25969946200
2009-03-17,28136018500
2009-03-18,32238949100
2009-03-19,28812199800
2009-03-20,27276466000
2009-03-23,31780521100
2009-03-24,30141641000
2009-03-25,31746139000
2009-03-26,32273331200
2009-03-27,32124342100
2009-03-30,29706134400
2009-03-31,33083038250
2009-04-01,33246989590
2009-04-02,33270411210
2009-04-03,33961349000
2009-04-06,32977640960
2009-04-07,31982222110
2009-04-08,32403811270
2009-04-09,34722551650
2009-04-13,37978156830
