,EA
2023-03-07,30726360000
2023-03-08,30764720000
2023-03-09,30266040000
2023-03-10,29918060000
2023-03-13,30159180000
2023-03-14,30545520000
2023-03-15,30518120000
2023-03-16,31107220000
2023-03-17,31057900000
2023-03-20,31104480000
2023-03-21,31493560000
2023-03-22,31005840000
2023-03-23,31794960000
2023-03-24,32614220000
2023-03-27,32507360000
2023-03-28,32337480000
2023-03-29,32658060000
2023-03-30,32633400000
2023-03-31,32762400000
2023-04-03,33007200000
2023-04-04,34065280000
2023-04-05,34312800000
2023-04-06,34043520000
2023-04-10,34168640000
2023-04-11,34184960000
2023-04-12,34307360000
2023-04-13,34892160000
2023-04-14,34780640000
2023-04-17,34837760000
2023-04-18,35098880000
2023-04-19,34864960000
2023-04-20,35033600000
2023-04-21,35117920000
2023-04-24,35218560000
2023-04-25,35224000000
2023-04-26,34032640000
2023-04-27,34410720000
2023-04-28,34620160000
2023-05-01,34658240000
2023-05-02,34315520000
2023-05-03,34019040000
2023-05-04,33730720000
2023-05-05,34114240000
2023-05-08,34206720000
2023-05-09,34111520000
2023-05-10,33929280000
2023-05-11,34087040000
2023-05-12,34127840000
2023-05-15,33956480000
2023-05-16,34032640000
2023-05-17,33978240000
2023-05-18,34329120000
2023-05-19,34179520000
2023-05-22,34032640000
2023-05-23,34078880000
2023-05-24,34108800000
2023-05-25,34108800000
2023-05-26,34489600000
2023-05-30,34402560000
2023-05-31,34816000000
2023-06-01,34731680000
2023-06-02,34726240000
2023-06-05,34549440000
2023-06-06,34582080000
2023-06-07,34337280000
2023-06-08,34573920000
2023-06-09,34255680000
2023-06-12,34206720000
2023-06-13,34631040000
2023-06-14,34788800000
2023-06-15,35085280000
2023-06-16,34995520000
2023-06-20,34383520000
2023-06-21,33883040000
2023-06-22,34122400000
2023-06-23,34068000000
2023-06-26,34454240000
2023-06-27,35735360000
2023-06-28,35539520000
2023-06-29,35482400000
2023-06-30,35148700000
2023-07-03,35465770000
2023-07-05,35200190000
2023-07-06,35419700000
2023-07-07,35013200000
2023-07-10,35376340000
2023-07-11,37216430000
2023-07-12,36712370000
2023-07-13,37048410000
2023-07-14,37219140000
2023-07-17,37465750000
2023-07-18,37633770000
2023-07-19,37083640000
2023-07-20,37162230000
2023-07-21,37143260000
2023-07-24,37332960000
2023-07-25,37823470000
2023-07-26,37622930000
2023-07-27,37265210000
2023-07-28,37357350000
2023-07-31,36950850000
2023-08-01,36888520000
2023-08-02,34230010000
2023-08-03,33557930000
2023-08-04,33221890000
2023-08-07,33617550000
2023-08-08,33227310000
2023-08-09,33040320000
2023-08-10,33135170000
2023-08-11,33116200000
2023-08-14,33270670000
2023-08-15,32904820000
2023-08-16,32704280000
2023-08-17,32183960000
2023-08-18,32075560000
2023-08-21,32140600000
2023-08-22,32392630000
2023-08-23,32877720000
2023-08-24,32495610000
2023-08-25,32435990000
2023-08-28,32660920000
2023-08-29,32780160000
2023-08-30,32669050000
2023-08-31,32514580000
2023-09-01,32666340000
2023-09-05,32926500000
2023-09-06,32763900000
2023-09-07,32774740000
2023-09-08,32994250000
2023-09-11,33205630000
2023-09-12,32904820000
2023-09-13,32975280000
2023-09-14,33343840000
2023-09-15,32644660000
2023-09-18,32682600000
2023-09-19,32791000000
2023-09-20,32641950000
2023-09-21,32194800000
2023-09-22,32249000000
2023-09-25,32441410000
2023-09-26,32075560000
2023-09-27,31969870000
2023-09-28,32297780000
2023-09-29,32628400000
2023-10-02,32320350000
2023-10-03,32158950000
2023-10-04,32473680000
2023-10-05,32492510000
2023-10-06,33076240000
2023-10-09,33514710000
2023-10-10,34453520000
2023-10-11,34886610000
2023-10-12,35392330000
2023-10-13,35317010000
2023-10-16,35276660000
2023-10-17,35247070000
2023-10-18,35039940000
2023-10-19,34493870000
2023-10-20,34281360000
2023-10-23,33985460000
2023-10-24,34340540000
2023-10-25,33818680000
2023-10-26,33259160000
2023-10-27,32987470000
2023-10-30,32632390000
2023-10-31,33299510000
2023-11-01,33296820000
2023-11-02,34507320000
2023-11-03,34859710000
2023-11-06,34773630000
2023-11-07,34897370000
2023-11-08,35169060000
2023-11-09,35319700000
2023-11-10,35717820000
2023-11-13,35690920000
2023-11-14,36164360000
2023-11-15,36161670000
2023-11-16,35884600000
2023-11-17,35965300000
2023-11-20,36436050000
2023-11-21,36600140000
2023-11-22,36616280000
2023-11-24,36745400000
2023-11-27,36885280000
2023-11-28,36686220000
2023-11-29,36936390000
2023-11-30,37124690000
2023-12-01,37057440000
2023-12-04,37073580000
2023-12-05,36965980000
2023-12-06,36890660000
2023-12-07,36462950000
2023-12-08,36890660000
2023-12-11,37272640000
2023-12-12,37748770000
2023-12-13,38292150000
2023-12-14,37888650000
2023-12-15,37345270000
2023-12-18,37146210000
2023-12-19,37269950000
2023-12-20,36742710000
2023-12-21,37089720000
2023-12-22,37033230000
2023-12-26,36931010000
2023-12-27,36774990000
2023-12-28,36788440000
2023-12-29,36801890000
2024-01-02,36524820000
2024-01-03,36505990000
2024-01-04,36575930000
2024-01-05,36479090000
2024-01-08,36707740000
2024-01-09,37046680000
2024-01-10,37022470000
2024-01-11,37052060000
2024-01-12,37100480000
2024-01-16,36893350000
2024-01-17,36750780000
2024-01-18,37130070000
2024-01-19,37046680000
2024-01-22,37006330000
2024-01-23,37436730000
2024-01-24,37084340000
2024-01-25,37374860000
2024-01-26,37503980000
2024-01-29,37278020000
2024-01-30,37000950000
2024-01-31,37009020000
2024-02-01,37100480000
2024-02-02,36756160000
2024-02-05,36298860000
2024-02-06,36384940000
2024-02-07,36785750000
2024-02-08,37350650000
2024-02-09,37824090000
2024-02-12,37000950000
2024-02-13,37391000000
2024-02-14,38488520000
2024-02-15,38749450000
2024-02-16,38273320000
2024-02-20,37939760000
2024-02-21,37974730000
2024-02-22,38606880000
2024-02-23,38356710000
2024-02-26,38354020000
2024-02-27,37525500000
2024-02-28,37681520000
2024-02-29,37520120000
2024-03-01,37872510000
2024-03-04,37339890000
2024-03-05,36659320000
2024-03-06,36454880000
2024-03-07,36422600000
2024-03-08,36355350000
2024-03-11,36780370000
2024-03-12,36589380000
2024-03-13,36842240000
2024-03-14,36323070000
2024-03-15,36118630000
2024-03-18,35637120000
2024-03-19,35766240000
2024-03-20,35594080000
2024-03-21,35637120000
2024-03-22,35427300000
2024-03-25,35109880000
2024-03-26,35212100000
2024-03-27,35473030000
2024-03-28,35688230000
2024-04-01,35868460000
2024-04-02,35548350000
2024-04-03,35647880000
2024-04-04,34851640000
2024-04-05,35048010000
2024-04-08,34970000000
2024-04-09,35155610000
2024-04-10,34781700000
2024-04-11,34749420000
2024-04-12,34402410000
2024-04-15,34176450000
2024-04-16,34041950000
2024-04-17,33977390000
2024-04-18,33794470000
2024-04-19,34235630000
2024-04-22,34195280000
2024-04-23,34200660000
2024-04-24,34469660000
2024-04-25,34246390000
2024-04-26,34405100000
2024-04-29,34405100000
2024-04-30,34114580000
2024-05-01,34480420000
2024-05-02,34566500000
2024-05-03,34851640000
2024-05-06,34859520000
2024-05-07,34774080000
2024-05-08,33439080000
2024-05-09,33941040000
2024-05-10,33946380000
2024-05-13,33796860000
2024-05-14,33799530000
2024-05-15,34074540000
2024-05-16,34485720000
2024-05-17,34109250000
2024-05-20,34256100000
2024-05-21,34402950000
2024-05-22,36082380000
2024-05-23,35884800000
2024-05-24,36061020000
2024-05-28,35257350000
2024-05-29,35235990000
2024-05-30,35038410000
2024-05-31,35478960000
2024-06-03,35508330000
2024-06-04,36445500000
2024-06-05,36835320000
2024-06-06,36685800000
2024-06-07,36530940000
2024-06-10,36368070000
2024-06-11,36496230000
2024-06-12,36213210000
2024-06-13,36277290000
2024-06-14,36306660000
2024-06-17,36720510000
2024-06-18,36880710000
2024-06-20,36805950000
2024-06-21,37129020000
2024-06-24,37708410000
2024-06-25,37548210000
2024-06-26,37532190000
2024-06-27,37251840000
2024-06-28,37201110000
2024-07-01,36664440000
2024-07-02,37080960000
2024-07-03,37024890000
2024-07-05,36915420000
2024-07-08,37286550000
2024-07-09,37534860000
2024-07-10,38472030000
2024-07-11,38795100000
2024-07-12,38896560000
2024-07-15,38715000000
2024-07-16,39160890000
2024-07-17,39249000000
2024-07-18,39120840000
2024-07-19,37433400000
2024-07-22,38247750000
2024-07-23,37911330000
2024-07-24,37695060000
2024-07-25,37860600000
2024-07-26,38763060000
2024-07-29,39328100000
2024-07-30,39665920000
2024-07-31,40150040000
2024-08-01,39474400000
2024-08-02,39588780000
2024-08-05,38703000000
2024-08-06,38764180000
2024-08-07,38413060000
2024-08-08,39107320000
2024-08-09,38995600000
