,EA
2004-08-25,15818033520
2004-08-26,15799788960
2004-08-27,15596058040
2004-08-30,15398408640
2004-08-31,15136903280
2004-09-01,14838908800
2004-09-02,14987906040
2004-09-03,14671667000
2004-09-07,14626055600
2004-09-08,14534832800
2004-09-09,14586525720
2004-09-10,14863234880
2004-09-13,14823705000
2004-09-14,14504425200
2004-09-15,14440569240
2004-09-16,14650381680
2004-09-17,14671667000
2004-09-20,14717278400
2004-09-21,14720319159
2004-09-22,14328061120
2004-09-23,14078718800
2004-09-24,14051351960
2004-09-27,13990536760
2004-09-28,13881069400
2004-09-29,14252042120
2004-09-30,14072940000
2004-10-01,14210640000
2004-10-04,13717980000
2004-10-05,13870980000
2004-10-06,14363640000
2004-10-07,13959720000
2004-10-08,13641480000
2004-10-11,13714920000
2004-10-12,13944420000
2004-10-13,13877100000
2004-10-14,13818959999
2004-10-15,13901580000
2004-10-18,14235120000
2004-10-19,14277959999
2004-10-20,13705740000
2004-10-21,13555800000
2004-10-22,13549680000
2004-10-25,13464000000
2004-10-26,13727160000
2004-10-27,14100480000
2004-10-28,13907700000
2004-10-29,13745520000
2004-11-01,13950540000
2004-11-02,14057640000
2004-11-03,14623740000
2004-11-04,14801220000
2004-11-05,14651280000
2004-11-08,14504400000
2004-11-09,14372820000
2004-11-10,14596200000
2004-11-11,14645160000
2004-11-12,14562540000
2004-11-15,15079680000
2004-11-16,14798160000
2004-11-17,14917500000
2004-11-18,15269400000
2004-11-19,15039900000
2004-11-22,14929740000
2004-11-23,14825700000
2004-11-24,14746140000
2004-11-26,14614560000
2004-11-29,14675760000
2004-11-30,14963400000
2004-12-01,15208200000
2004-12-02,15416280000
2004-12-03,16156800000
2004-12-06,16364879999
2004-12-07,15936480000
2004-12-08,15985440000
2004-12-09,16052760000
2004-12-10,16582140000
2004-12-13,17616420000
2004-12-14,18546660000
2004-12-15,18191700000
2004-12-16,18099900000
2004-12-17,18249840000
2004-12-20,18341640000
2004-12-21,18757800000
2004-12-22,18883260000
2004-12-23,19112760000
2004-12-27,18929160000
2004-12-28,19225980000
2004-12-29,19412640000
2004-12-30,19250460000
2004-12-31,18997440000
2005-01-03,18751040000
2005-01-04,18215120000
2005-01-05,18390680000
2005-01-06,17990280000
2005-01-07,18153520000
2005-01-10,18282880000
2005-01-11,18430720000
2005-01-12,18199720000
2005-01-13,17953320000
2005-01-14,18430720000
2005-01-18,18729480000
2005-01-19,18553920000
2005-01-20,18264400000
2005-01-21,17944080000
2005-01-24,17762360000
2005-01-25,17722320000
2005-01-26,19354720000
2005-01-27,19397840000
2005-01-28,19068280000
2005-01-31,19816720000
2005-02-01,20038480000
2005-02-02,20192480000
2005-02-03,20020000000
2005-02-04,20980960000
2005-02-07,20746880000
2005-02-08,20204800000
2005-02-09,19573400000
2005-02-10,19283880000
2005-02-11,19471760000
2005-02-14,19477920000
2005-02-15,19761280000
2005-02-16,19983040000
2005-02-17,19591880000
2005-02-18,19724320000
2005-02-22,19819800000
2005-02-23,19573400000
2005-02-24,19887559999
2005-02-25,20013840000
2005-02-28,19862920000
2005-03-01,19995360000
2005-03-02,20469679999
2005-03-03,20223280000
2005-03-04,20867000000
2005-03-07,21255080000
2005-03-08,21131880000
2005-03-09,21393679999
2005-03-10,21094920000
2005-03-11,20845440000
2005-03-14,20956320000
2005-03-15,20682200000
2005-03-16,20306440000
2005-03-17,20592880000
2005-03-18,20552840000
2005-03-21,20435800000
2005-03-22,16986200000
2005-03-23,16955400000
2005-03-24,16992360000
2005-03-28,16638160000
2005-03-29,16145360000
2005-03-30,16518040000
2005-03-31,15948240000
2005-04-01,15991360000
2005-04-04,16237760000
2005-04-05,16296279999
2005-04-06,16243920000
2005-04-07,16126880000
2005-04-08,15726480000
2005-04-11,15470839999
2005-04-12,15532440000
2005-04-13,15289120000
2005-04-14,15258320000
2005-04-15,15477000000
2005-04-18,15544760000
2005-04-19,15627920000
2005-04-20,15227520000
2005-04-21,15775760000
2005-04-22,15587880000
2005-04-25,16277800000
2005-04-26,16265480000
2005-04-27,16228520000
2005-04-28,16225440000
2005-04-29,16444120000
2005-05-02,16154600000
2005-05-03,16293200000
2005-05-04,15230600000
2005-05-05,15366120000
2005-05-06,15698760000
2005-05-09,16025240000
2005-05-10,16019080000
2005-05-11,16465680000
2005-05-12,16148440000
2005-05-13,16120720000
2005-05-16,16173080000
2005-05-17,16665880000
2005-05-18,16678200000
2005-05-19,16887640000
2005-05-20,16736720000
2005-05-23,16505720000
2005-05-24,16265480000
2005-05-25,16043720000
2005-05-26,15942080000
2005-05-27,16031400000
2005-05-31,16182320000
2005-06-01,16665880000
2005-06-02,16487240000
2005-06-03,16314760000
2005-06-06,16336320000
2005-06-07,16099160000
2005-06-08,16145360000
2005-06-09,16459520000
2005-06-10,16478000000
2005-06-13,17864000000
2005-06-14,17845520000
2005-06-15,18190480000
2005-06-16,17740800000
2005-06-17,17734640000
2005-06-20,18233600000
2005-06-21,18162760000
2005-06-22,17922520000
2005-06-23,17750040000
2005-06-24,17842440000
2005-06-27,17602200000
2005-06-28,17734640000
2005-06-29,17472840000
2005-06-30,17096220000
2005-07-01,16975420000
2005-07-05,17461640000
2005-07-06,17144540000
2005-07-07,17561300000
2005-07-08,17491840000
2005-07-11,17585460000
2005-07-12,18319320000
2005-07-13,18135100000
2005-07-14,18216640000
2005-07-15,17352920000
2005-07-18,17452580000
2005-07-19,18594140000
2005-07-20,18582060000
2005-07-21,18192480000
2005-07-22,18379720000
2005-07-25,18693800000
2005-07-26,17818000000
2005-07-27,17775720000
2005-07-28,17651900000
2005-07-29,17395200000
2005-08-01,17703240000
2005-08-02,17929740000
2005-08-03,17969000000
2005-08-04,17784780000
2005-08-05,17818000000
2005-08-08,17630760000
2005-08-09,17805920000
2005-08-10,17842160000
2005-08-11,17914640000
2005-08-12,18083760000
2005-08-15,18334420000
2005-08-16,18153220000
2005-08-17,18280060000
2005-08-18,18032420000
2005-08-19,17987120000
2005-08-22,17830080000
2005-08-23,17748540000
2005-08-24,17582440000
2005-08-25,17503920000
2005-08-26,17537140000
2005-08-29,17603580000
2005-08-30,17035819999
2005-08-31,17298560000
2005-09-01,17497880000
2005-09-02,17340840000
2005-09-06,16954280000
2005-09-07,17078100000
2005-09-08,17168700000
2005-09-09,16948240000
2005-09-12,17845180000
2005-09-13,18690780000
2005-09-14,18382740000
2005-09-15,18180400000
2005-09-16,18298180000
2005-09-19,18267980000
2005-09-20,18379720000
2005-09-21,17654920000
2005-09-22,17685120000
2005-09-23,17576400000
2005-09-26,17371040000
2005-09-27,17525060000
2005-09-28,17337820000
2005-09-29,17600560000
2005-09-30,17123890000
2005-10-03,16928240000
2005-10-04,16542960000
2005-10-05,16419550000
2005-10-06,15977080000
2005-10-07,15883770000
2005-10-10,15456350000
2005-10-11,15910860000
2005-10-12,15486450000
2005-10-13,15772400000
2005-10-14,16272060000
2005-10-17,16118550000
2005-10-18,16007180000
2005-10-19,16278080000
2005-10-20,16344300000
2005-10-21,16485770000
2005-10-24,17373720000
2005-10-25,17093790000
2005-10-26,16717540000
2005-10-27,16609180000
2005-10-28,17072720000
2005-10-31,17120880000
2005-11-01,16792790000
2005-11-02,18129230000
2005-11-03,18044950000
2005-11-04,18038930000
2005-11-07,18038930000
2005-11-08,17873380000
2005-11-09,17969700000
2005-11-10,18198460000
2005-11-11,17882410000
2005-11-14,17786090000
2005-11-15,17464020000
2005-11-16,17292450000
2005-11-17,17930570000
2005-11-18,17572380000
2005-11-21,17674720000
2005-11-22,18029900000
2005-11-23,17765020000
2005-11-25,17798130000
2005-11-28,17488100000
2005-11-29,16958340000
2005-11-30,16964360000
2005-12-01,17277400000
2005-12-02,17105830000
2005-12-05,16931250000
2005-12-06,17108840000
2005-12-07,17033590000
2005-12-08,16780750000
2005-12-09,16597140000
2005-12-12,16573060000
2005-12-13,16597140000
2005-12-14,16157680000
2005-12-15,16049320000
2005-12-16,16079420000
2005-12-19,15727250000
2005-12-20,15986110000
2005-12-21,16091460000
2005-12-22,16181760000
2005-12-23,16064370000
2005-12-27,15790460000
2005-12-28,15814540000
2005-12-29,15781430000
2005-12-30,15745310000
2006-01-03,16215360000
2006-01-04,16595360000
2006-01-05,16975360000
2006-01-06,17194240000
2006-01-09,17060480000
2006-01-10,16993600000
2006-01-11,17689760000
2006-01-12,17379680000
2006-01-13,17385760000
2006-01-17,17084800000
2006-01-18,17324960000
2006-01-19,17160800000
2006-01-20,16695680000
2006-01-23,16671360000
2006-01-24,16884160000
2006-01-25,16701760000
2006-01-26,17294560000
2006-01-27,17270240000
2006-01-30,17130400000
2006-01-31,16592320000
2006-02-01,16647040000
2006-02-02,16288320000
2006-02-03,16154560000
2006-02-06,16482880000
2006-02-07,16412960000
2006-02-08,16519360000
2006-02-09,16118080000
2006-02-10,16379520000
2006-02-13,16479840000
2006-02-14,16148480000
2006-02-15,16051200000
2006-02-16,15914400000
2006-02-17,15811040000
2006-02-21,15519200000
2006-02-22,15634720000
2006-02-23,15513120000
2006-02-24,15744160000
2006-02-27,16118080000
2006-02-28,15798880000
2006-03-01,15817120000
2006-03-02,16014720000
2006-03-03,15871840000
2006-03-06,15546560000
2006-03-07,15610400000
2006-03-08,15604320000
2006-03-09,15458400000
2006-03-10,15394560000
2006-03-13,15707680000
2006-03-14,16093760000
2006-03-15,16552800000
2006-03-16,16115040000
2006-03-17,15984320000
2006-03-20,16011680000
2006-03-21,16330880000
2006-03-22,16090720000
2006-03-23,15953920000
2006-03-24,15984320000
2006-03-27,15896160000
2006-03-28,15844480000
2006-03-29,15990400000
2006-03-30,16473760000
2006-03-31,16744320000
2006-04-03,16833060000
2006-04-04,16808580000
2006-04-05,16692300000
2006-04-06,16918740000
2006-04-07,17028900000
2006-04-10,16799400000
2006-04-11,16652520000
2006-04-12,16946280000
2006-04-13,16848360000
2006-04-17,16643340000
2006-04-18,17139060000
2006-04-19,17258400000
2006-04-20,17423640000
2006-04-21,17059500000
2006-04-24,16793280000
2006-04-25,16790220000
2006-04-26,16906500000
2006-04-27,17533800000
2006-04-28,17380800000
2006-05-01,16799400000
2006-05-02,16689240000
2006-05-03,16677000000
2006-05-04,14856300000
2006-05-05,14642100000
2006-05-08,14501340000
2006-05-09,14550300000
2006-05-10,14681879999
2006-05-11,14137200000
2006-05-12,13757760000
2006-05-15,13665959999
2006-05-16,13231440000
2006-05-17,12907080000
2006-05-18,12919320000
2006-05-19,13011120000
2006-05-22,13121280000
2006-05-23,13063140000
2006-05-24,13464000000
2006-05-25,13525200000
2006-05-26,13540500000
2006-05-30,12965220000
2006-05-31,12873420000
2006-06-01,12812220000
2006-06-02,12977459999
2006-06-05,12601080000
2006-06-06,12509280000
2006-06-07,12625560000
2006-06-08,12968280000
2006-06-09,13081500000
2006-06-12,12980520000
2006-06-13,13011120000
2006-06-14,12579660000
2006-06-15,12839760000
2006-06-16,12943800000
2006-06-19,12610260000
2006-06-20,12671459999
2006-06-21,12839760000
2006-06-22,12552120000
2006-06-23,12607200000
2006-06-26,12674520000
2006-06-27,12637800000
2006-06-28,12662280000
2006-06-29,13301820000
2006-06-30,13213280000
2006-07-03,13333010000
2006-07-05,13142670000
2006-07-06,12857160000
2006-07-07,12906280000
2006-07-10,12992240000
2006-07-11,12903210000
2006-07-12,13078200000
2006-07-13,13360640000
2006-07-14,13910170000
2006-07-17,13861050000
2006-07-18,13811930000
2006-07-19,14112790000
2006-07-20,13827280000
2006-07-21,13796580000
2006-07-24,14036040000
2006-07-25,14699160000
2006-07-26,14674600000
2006-07-27,14379880000
2006-07-28,14373740000
2006-07-31,14462770000
2006-08-01,14281640000
2006-08-02,15386840000
2006-08-03,15221060000
2006-08-04,14910990000
2006-08-07,14628550000
2006-08-08,14616270000
2006-08-09,14895640000
2006-08-10,14883359999
2006-08-11,15313160000
2006-08-14,15018440000
2006-08-15,15601740000
2006-08-16,15853480000
2006-08-17,15838130000
2006-08-18,15746030000
2006-08-21,15346930000
2006-08-22,15558760000
2006-08-23,15254830000
2006-08-24,15089050000
2006-08-25,15135100000
2006-08-28,15337720000
2006-08-29,15248690000
2006-08-30,15564900000
2006-08-31,15666210000
2006-09-01,15730680000
2006-09-05,15927160000
2006-09-06,15724540000
2006-09-07,15614020000
2006-09-08,16120570000
2006-09-11,16040750000
2006-09-12,16716150000
2006-09-13,16660890000
2006-09-14,16390730000
2006-09-15,16645540000
2006-09-18,16519670000
2006-09-19,16670100000
2006-09-20,17195070000
2006-09-21,17210420000
2006-09-22,17474440000
2006-09-25,17575750000
2006-09-26,17541980000
2006-09-27,17342430000
2006-09-28,17139810000
2006-09-29,17142880000
2006-10-02,16593300000
2006-10-03,16630380000
2006-10-04,17010450000
2006-10-05,16936290000
2006-10-06,16859040000
2006-10-09,16602569999
2006-10-10,16964100000
2006-10-11,16846680000
2006-10-12,17279280000
2006-10-13,17613000000
2006-10-16,17337990000
2006-10-17,17251470000
2006-10-18,17461590000
2006-10-19,17254560000
2006-10-20,17313270000
2006-10-23,17254560000
2006-10-24,17013540000
2006-10-25,16781790000
2006-10-26,16908480000
2006-10-27,16843590000
2006-10-30,16599480000
2006-10-31,16343010000
2006-11-01,16302840000
2006-11-02,16377000000
2006-11-03,18305160000
2006-11-06,18308250000
2006-11-07,18085770000
2006-11-08,17965260000
2006-11-09,17897280000
2006-11-10,18070320000
2006-11-13,18042510000
2006-11-14,18067230000
2006-11-15,18125940000
2006-11-16,18095040000
2006-11-17,18122850000
2006-11-20,18073410000
2006-11-21,18051780000
2006-11-22,18221730000
2006-11-24,18051780000
2006-11-27,17569740000
2006-11-28,17677890000
2006-11-29,17541930000
2006-11-30,17270010000
2006-12-01,17066069999
2006-12-04,17368890000
2006-12-05,17103150000
2006-12-06,16723080000
2006-12-07,16670550000
2006-12-08,16377000000
2006-12-11,16145250000
2006-12-12,16003110000
2006-12-13,16259580000
2006-12-14,16522230000
2006-12-15,16639650000
2006-12-18,16318290000
2006-12-19,16271939999
2006-12-20,15876420000
2006-12-21,16006200000
2006-12-22,15777540000
2006-12-26,15796080000
2006-12-27,15706470000
2006-12-28,15657030000
2006-12-29,15561240000
2007-01-03,15774450000
2007-01-04,16584030000
2007-01-05,16398630000
2007-01-08,16339920000
2007-01-09,16284300000
2007-01-10,16587120000
2007-01-11,16213230000
2007-01-12,15993840000
2007-01-16,15749730000
2007-01-17,15289319999
2007-01-18,15480900000
2007-01-19,15555060000
2007-01-22,15286230000
2007-01-23,15375840000
2007-01-24,15555060000
2007-01-25,15097740000
2007-01-26,14899980000
2007-01-29,15122460000
2007-01-30,15236790000
2007-01-31,15450000000
2007-02-01,15616860000
2007-02-02,15799170000
2007-02-05,15462360000
2007-02-06,15483990000
2007-02-07,15483990000
2007-02-08,15459270000
2007-02-09,15289319999
2007-02-12,15360390000
2007-02-13,15425280000
2007-02-14,15598319999
2007-02-15,15483990000
2007-02-16,15453090000
2007-02-20,16006200000
2007-02-21,16237950000
2007-02-22,16389360000
2007-02-23,16435710000
2007-02-26,16055640000
2007-02-27,15647760000
2007-02-28,15579780000
2007-03-01,15391290000
2007-03-02,15171900000
2007-03-05,15125550000
2007-03-06,15338760000
2007-03-07,15505620000
2007-03-08,15548880000
2007-03-09,15706470000
2007-03-12,15755910000
2007-03-13,15310950000
2007-03-14,15521069999
2007-03-15,15446910000
2007-03-16,15116280000
2007-03-19,15134819999
2007-03-20,15242970000
2007-03-21,15653939999
2007-03-22,15530340000
2007-03-23,15490170000
2007-03-26,15555060000
2007-03-27,15854790000
2007-03-28,16003110000
2007-03-29,15848610000
2007-03-30,15561240000
2007-04-02,15960520000
2007-04-03,15994730000
2007-04-04,16044490000
2007-04-05,16153340000
2007-04-09,16016500000
2007-04-10,16467450000
2007-04-11,16504770000
2007-04-12,16523430000
2007-04-13,16619840000
2007-04-16,16766009999
2007-04-17,16905960000
2007-04-18,16874860000
2007-04-19,16128460000
2007-04-20,16112910000
2007-04-23,16193770000
2007-04-24,16243529999
2007-04-25,16318170000
2007-04-26,16280850000
2007-04-27,16168890000
2007-04-30,15677509999
2007-05-01,15534450000
2007-05-02,15979180000
2007-05-03,15941860000
2007-05-04,16063150000
2007-05-07,15976070000
2007-05-08,16464340000
2007-05-09,15752150000
2007-05-10,15518900000
2007-05-11,15571770000
2007-05-14,15478470000
2007-05-15,15145700000
2007-05-16,15282540000
2007-05-17,15055509999
2007-05-18,15108380000
2007-05-21,15304310000
2007-05-22,15223450000
2007-05-23,14993310000
2007-05-24,14498820000
2007-05-25,14887570000
2007-05-29,15067950000
2007-05-30,15341630000
2007-05-31,15198570000
2007-06-01,15064840000
2007-06-04,15397610000
2007-06-05,15581100000
2007-06-06,15618420000
2007-06-07,15067950000
2007-06-08,15279430000
2007-06-11,15198570000
2007-06-12,14875130000
2007-06-13,15266990000
2007-06-14,15257660000
2007-06-15,15702390000
2007-06-18,15459810000
2007-06-19,15232779999
2007-06-20,14931110000
2007-06-21,14928000000
2007-06-22,15105270000
2007-06-25,14760060000
2007-06-26,14784940000
2007-06-27,14844029999
2007-06-28,14803600000
2007-06-29,14716520000
2007-07-02,15077210000
2007-07-03,15255620000
2007-07-05,15931700000
2007-07-06,15931700000
2007-07-09,15759550000
2007-07-10,15474720000
2007-07-11,15524800000
2007-07-12,15286920000
2007-07-13,15102250000
2007-07-16,15052170000
2007-07-17,15484110000
2007-07-18,15668780000
2007-07-19,16282260000
2007-07-20,16235310000
2007-07-23,16229050000
2007-07-24,15944220000
2007-07-25,16169579999
2007-07-26,15853450000
2007-07-27,15596790000
2007-07-30,15527930000
2007-07-31,15224320000
2007-08-01,15055300000
2007-08-02,16138280000
2007-08-03,15662520000
2007-08-06,16538920000
2007-08-07,16958340000
2007-08-08,16964600000
2007-08-09,16955210000
2007-08-10,16676640000
2007-08-13,16263480000
2007-08-14,16135150000
2007-08-15,15662520000
2007-08-16,15900400000
2007-08-17,16423110000
2007-08-20,16222790000
2007-08-21,16263480000
2007-08-22,16225920000
2007-08-23,16491970000
2007-08-24,16448150000
2007-08-27,16451280000
2007-08-28,16119500000
2007-08-29,16388680000
2007-08-30,16642210000
2007-08-31,16570220000
2007-09-04,16861310000
2007-09-05,16545180000
2007-09-06,16679770000
2007-09-07,16075680000
2007-09-10,16229050000
2007-09-11,16933300000
2007-09-12,16686030000
2007-09-13,16936430000
2007-09-14,17139880000
2007-09-17,16817489999
2007-09-18,17440360000
2007-09-19,17390280000
2007-09-20,17659460000
2007-09-21,17509220000
2007-09-24,17230650000
2007-09-25,17236910000
2007-09-26,17424710000
2007-09-27,17606250000
2007-09-28,17524870000
2007-10-01,18339300000
2007-10-02,18380250000
2007-10-03,18459000000
2007-10-04,18399150000
2007-10-05,18572400000
2007-10-08,18430650000
2007-10-09,18881100000
2007-10-10,18871650000
2007-10-11,18487350000
2007-10-12,19341000000
2007-10-15,18997650000
2007-10-16,18783450000
2007-10-17,18884250000
2007-10-18,18733050000
2007-10-19,18150300000
2007-10-22,18336150000
2007-10-23,18125100000
2007-10-24,18033750000
2007-10-25,17907750000
2007-10-26,18295200000
2007-10-29,18036900000
2007-10-30,18585000000
2007-10-31,19252800000
2007-11-01,18503100000
2007-11-02,19044900000
2007-11-05,18509400000
2007-11-06,18436950000
2007-11-07,18270000000
2007-11-08,17999100000
2007-11-09,17554950000
2007-11-12,17325000000
2007-11-13,18074700000
2007-11-14,17501400000
2007-11-15,17731350000
2007-11-16,17819550000
2007-11-19,17561250000
2007-11-20,17325000000
2007-11-21,16950150000
2007-11-23,17101350000
2007-11-26,16940700000
2007-11-27,17356500000
2007-11-28,18046350000
2007-11-29,17901450000
2007-11-30,17699850000
2007-12-03,17365950000
2007-12-04,17142300000
2007-12-05,17233650000
2007-12-06,17192700000
2007-12-07,17025750000
2007-12-10,17558100000
2007-12-11,17532900000
2007-12-12,17617950000
2007-12-13,18058950000
2007-12-14,18295200000
2007-12-17,17904600000
2007-12-18,17999100000
2007-12-19,18446400000
2007-12-20,18654300000
2007-12-21,18562950000
2007-12-24,18707850000
2007-12-26,18906300000
2007-12-27,18484200000
2007-12-28,18446400000
2007-12-31,18515970000
2008-01-02,17992920000
2008-01-03,17796380000
2008-01-04,17279670000
2008-01-07,17127510000
2008-01-08,16959500000
2008-01-09,16880250000
2008-01-10,17029240000
2008-01-11,16756620000
2008-01-14,16902440000
2008-01-15,16315990000
2008-01-16,15837320000
2008-01-17,16040200000
2008-01-18,15666140000
2008-01-22,15688330000
2008-01-23,15238190000
2008-01-24,15678820000
2008-01-25,14968740000
2008-01-28,14642230000
2008-01-29,14445690000
2008-01-30,14971909999
2008-01-31,15016290000
2008-02-01,15412540000
2008-02-04,14740500000
2008-02-05,14394969999
2008-02-06,14077969999
2008-02-07,14195260000
2008-02-08,14128690000
2008-02-11,14692950000
2008-02-12,15485450000
2008-02-13,15491790000
2008-02-14,15352310000
2008-02-15,15444240000
2008-02-19,15501300000
2008-02-20,15691500000
2008-02-21,15517150000
2008-02-22,15767580000
2008-02-25,14943380000
2008-02-26,15193810000
2008-02-27,15013120000
2008-02-28,14971909999
2008-02-29,14990930000
2008-03-03,15127240000
2008-03-04,14914850000
2008-03-05,15067010000
2008-03-06,14829260000
2008-03-07,14680270000
2008-03-10,14163560000
2008-03-11,14937040000
2008-03-12,14971909999
2008-03-13,14981420000
2008-03-14,14870469999
2008-03-17,14537620000
2008-03-18,14889490000
2008-03-19,14857790000
2008-03-20,15361820000
2008-03-24,15751730000
2008-03-25,15907060000
2008-03-26,15678820000
2008-03-27,15263550000
2008-03-28,15640780000
2008-03-31,15874560000
2008-04-01,16513740000
2008-04-02,16370639999
2008-04-03,16170300000
2008-04-04,16516920000
2008-04-07,16631400000
2008-04-08,16675920000
2008-04-09,16221180000
2008-04-10,16329300000
2008-04-11,15966780000
2008-04-14,16004940000
2008-04-15,16179840000
2008-04-16,16542360000
2008-04-17,16364280000
2008-04-18,16539180000
2008-04-21,16555080000
2008-04-22,16510560000
2008-04-23,16475580000
2008-04-24,16373820000
2008-04-25,16386540000
2008-04-28,16481940000
2008-04-29,16434240000
2008-04-30,16367460000
2008-05-01,16914420000
2008-05-02,16908060000
2008-05-05,16564620000
2008-05-06,16593240000
2008-05-07,16570980000
2008-05-08,16720440000
2008-05-09,16729980000
2008-05-12,17257860000
2008-05-13,17353260000
2008-05-14,16784040000
2008-05-15,16383360000
2008-05-16,15772800000
2008-05-19,15400740000
2008-05-20,15597900000
2008-05-21,15566100000
2008-05-22,15470700000
2008-05-23,15372120000
2008-05-27,15795060000
2008-05-28,15607440000
2008-05-29,15915900000
2008-05-30,15963600000
2008-06-02,15591540000
2008-06-03,15445260000
2008-06-04,15559740000
2008-06-05,15753720000
2008-06-06,15120900000
2008-06-09,14923740000
2008-06-10,14678879999
2008-06-11,14650260000
2008-06-12,14624820000
2008-06-13,14942820000
2008-06-16,14965080000
2008-06-17,14869680000
2008-06-18,14933280000
2008-06-19,15403920000
2008-06-20,14926920000
2008-06-23,14640720000
2008-06-24,14672520000
2008-06-25,14573940000
2008-06-26,14116020000
2008-06-27,13972920000
2008-06-30,14173170000
2008-07-01,14488980000
2008-07-02,13914780000
2008-07-03,14029619999
2008-07-07,14157220000
2008-07-08,14776080000
2008-07-09,14185930000
2008-07-10,14402850000
2008-07-11,14067900000
2008-07-14,14144460000
2008-07-15,14214640000
2008-07-16,14674000000
2008-07-17,15267340000
2008-07-18,15458740000
2008-07-21,15359850000
2008-07-22,15353470000
2008-07-23,15653330000
2008-07-24,15063180000
2008-07-25,15225869999
2008-07-28,14689950000
2008-07-29,15120600000
2008-07-30,14128510000
2008-07-31,13774420000
2008-08-01,13685100000
2008-08-04,13334200000
2008-08-05,13981770000
2008-08-06,14508119999
2008-08-07,14667619999
2008-08-08,14881350000
2008-08-11,15158880000
2008-08-12,15493830000
2008-08-13,15458740000
2008-08-14,15503400000
2008-08-15,15388560000
2008-08-18,15235440000
2008-08-19,14811170000
2008-08-20,15012140000
2008-08-21,14973860000
2008-08-22,15232250000
2008-08-25,14935580000
2008-08-26,15069560000
2008-08-27,15324760000
2008-08-28,15592720000
2008-08-29,15570390000
2008-09-02,15621430000
2008-09-03,15187590000
2008-09-04,14674000000
2008-09-05,14827119999
2008-09-08,14654860000
2008-09-09,14102990000
2008-09-10,14546400000
2008-09-11,14533640000
2008-09-12,14351810000
2008-09-15,13812700000
2008-09-16,13704240000
2008-09-17,13091760000
2008-09-18,13969010000
2008-09-19,13850980000
2008-09-22,13015200000
2008-09-23,12779140000
2008-09-24,12587740000
2008-09-25,12514369999
2008-09-26,12641970000
2008-09-29,11484000000
2008-09-30,11873790000
2008-10-01,11225370000
2008-10-02,10904370000
2008-10-03,10490280000
2008-10-06,9890010000
2008-10-07,9344310000
2008-10-08,9305790000
2008-10-09,8923800000
2008-10-10,8984790000
2008-10-13,10037670000
2008-10-14,9511230000
2008-10-15,8516130000
2008-10-16,8824290000
2008-10-17,9562590000
2008-10-20,9986310000
2008-10-21,9045780000
2008-10-22,8583539999
2008-10-23,8599590000
2008-10-24,7951170000
2008-10-27,7318800000
2008-10-28,8545020000
2008-10-29,9000840000
2008-10-30,8901330000
2008-10-31,7312380000
2008-11-03,7440780000
2008-11-04,7511400000
2008-11-05,7180770000
2008-11-06,7129410000
2008-11-07,7562760000
2008-11-10,7360530000
2008-11-11,7537080000
2008-11-12,6660750000
2008-11-13,7132620000
2008-11-14,6561240000
2008-11-17,6195300000
2008-11-18,5922450000
2008-11-19,5492310000
2008-11-20,5566140000
2008-11-21,6057270000
2008-11-24,6558030000
2008-11-25,6009120000
2008-11-26,6423210000
2008-11-28,6118260000
2008-12-01,5704170000
2008-12-02,6108630000
2008-12-03,6127890000
2008-12-04,6018750000
2008-12-05,6413580000
2008-12-08,7020270000
2008-12-09,6211350000
2008-12-10,5457000000
2008-12-11,5460210000
2008-12-12,5460210000
2008-12-15,5232300000
2008-12-16,5155260000
2008-12-17,5527620000
2008-12-18,5379960000
2008-12-19,5582190000
2008-12-22,5257980000
2008-12-23,5087850000
2008-12-24,5071800000
2008-12-26,4917720000
2008-12-29,4853520000
2008-12-30,4924140000
2008-12-31,5180920000
2009-01-02,5633120000
2009-01-05,5394100000
2009-01-06,5994880000
2009-01-07,5736480000
2009-01-08,6088550000
2009-01-09,5746170000
2009-01-12,5655730000
2009-01-13,5558830000
2009-01-14,5384410000
2009-01-15,5571750000
2009-01-16,5662190000
2009-01-20,5371490000
2009-01-21,5671880000
2009-01-22,5329500000
2009-01-23,5474850000
2009-01-26,5271360000
2009-01-27,5326269999
2009-01-28,5452240000
2009-01-29,5229370000
2009-01-30,4987120000
2009-02-02,4799780000
2009-02-03,5006500000
2009-02-04,5578210000
2009-02-05,6040100000
2009-02-06,6246820000
2009-02-09,6001339999
2009-02-10,5439320000
2009-02-11,5500690000
2009-02-12,5474850000
2009-02-13,5468390000
2009-02-17,5313350000
2009-02-18,5339190000
2009-02-19,5229370000
2009-02-20,5290740000
2009-02-23,5174460000
2009-02-24,5529760000
2009-02-25,5410250000
2009-02-26,5209990000
2009-02-27,5268130000
2009-03-02,4954820000
2009-03-03,4819160000
2009-03-04,5145390000
2009-03-05,4938670000
2009-03-06,4945130000
2009-03-09,5071100000
2009-03-10,5403790000
2009-03-11,5655730000
2009-03-12,5814000000
2009-03-13,5736480000
2009-03-16,5591130000
2009-03-17,5936740000
2009-03-18,6069170000
2009-03-19,6117620000
2009-03-20,5885060000
2009-03-23,6346950000
2009-03-24,6185450000
2009-03-25,6133769999
2009-03-26,6298500000
2009-03-27,6036870000
2009-03-30,5872140000
2009-03-31,5875370000
2009-04-01,5939970000
2009-04-02,6282350000
2009-04-03,6686100000
2009-04-06,6359870000
2009-04-07,6191910000
2009-04-08,6337260000
2009-04-09,6359870000
2009-04-13,6272660000
