,SNPS
2013-11-26,5637274940
2013-11-27,5663466160
2013-11-29,5643437580
2013-12-02,5614165040
2013-12-03,5649600220
2013-12-04,5623409000
2013-12-05,5763609059
2013-12-06,5845264040
2013-12-09,5815991500
2013-12-10,5871455260
2013-12-11,5848345360
2013-12-12,5865292620
2013-12-13,5876077240
2013-12-16,5925378360
2013-12-17,5979301460
2013-12-18,6073281720
2013-12-19,6030143240
2013-12-20,6105635580
2013-12-23,6162640000
2013-12-24,6171883960
2013-12-26,6159558679
2013-12-27,6188831220
2013-12-30,6255079600
2013-12-31,6250457620
2014-01-02,6227347720
2014-01-03,6258160920
2014-01-06,6201156500
2014-01-07,6215022440
2014-01-08,6282811480
2014-01-09,6307462040
2014-01-10,6336734580
2014-01-13,6261242240
2014-01-14,6322868640
2014-01-15,6344437880
2014-01-16,6309002700
2014-01-17,6330571940
2014-01-21,6404523620
2014-01-22,6362925800
2014-01-23,6310543360
2014-01-24,6179587260
2014-01-27,6085607000
2014-01-28,6142611420
2014-01-29,6161099340
2014-01-30,6242754320
2014-01-31,6161239920
2014-02-03,5935564800
2014-02-04,6045310920
2014-02-05,6025216559
2014-02-06,6043765200
2014-02-07,6147328440
2014-02-10,6175151400
2014-02-11,6274077480
2014-02-12,6277168920
2014-02-13,6352909200
2014-02-14,6334360559
2014-02-18,6312720480
2014-02-19,6300354720
2014-02-20,6159694200
2014-02-21,6244708800
2014-02-24,6224614440
2014-02-25,6178242840
2014-02-26,6175151400
2014-02-27,6182880000
2014-02-28,6244708800
2014-03-03,6158148480
2014-03-04,6272531760
2014-03-05,6255528840
2014-03-06,6257074559
2014-03-07,6244708800
2014-03-10,6253983120
2014-03-11,6181334280
2014-03-12,6167422800
2014-03-13,6121051200
2014-03-14,6104048280
2014-03-17,6144237000
2014-03-18,6240071640
2014-03-19,6247800240
2014-03-20,6270986040
2014-03-21,6199882920
2014-03-24,6087045360
2014-03-25,6026762280
2014-03-26,5866007400
2014-03-27,5927836200
2014-03-28,5901558960
2014-03-31,5937110519
2014-04-01,5966479200
2014-04-02,5981936400
2014-04-03,5972662080
2014-04-04,5866007400
2014-04-07,5802632880
2014-04-08,5805724320
2014-04-09,5864461680
2014-04-10,5717618280
2014-04-11,5623329360
2014-04-14,5652698040
2014-04-15,5661972360
2014-04-16,5731529760
2014-04-17,5799541440
2014-04-21,5808815760
2014-04-22,5879918880
2014-04-23,5855187360
2014-04-24,5853641640
2014-04-25,5767081320
2014-04-28,5682066720
2014-04-29,5717618280
2014-04-30,5838398280
2014-05-01,5833742460
2014-05-02,5832190520
2014-05-05,5812015300
2014-05-06,5717346960
2014-05-07,5790288140
2014-05-08,5780976500
2014-05-09,5835294400
2014-05-12,5940826320
2014-05-13,5919099160
2014-05-14,5903579760
2014-05-15,5878748720
2014-05-16,5861677380
2014-05-19,5915995280
2014-05-20,5928410800
2014-05-21,5973417060
2014-05-22,6038598539
2014-05-23,6066533460
2014-05-27,6092916440
2014-05-28,6060325700
2014-05-29,6013767500
2014-05-30,5973417060
2014-06-02,5981176760
2014-06-03,5953241840
2014-06-04,5903579760
2014-06-05,5902027820
2014-06-06,6069637340
2014-06-09,6061877640
2014-06-10,6086708680
2014-06-11,6080500920
2014-06-12,6029286900
2014-06-13,6058773760
2014-06-16,6037062119
2014-06-17,6078948980
2014-06-18,6033942720
2014-06-19,6004455860
2014-06-20,5999800039
2014-06-23,6047910180
2014-06-24,6019975260
2014-06-25,6035494660
2014-06-26,6020751230
2014-06-27,6047910180
2014-06-30,6024631080
2014-07-01,6071189280
2014-07-02,6032390780
2014-07-03,6043254360
2014-07-07,6057221820
2014-07-08,6038598539
2014-07-09,6010663619
2014-07-10,6018423320
2014-07-11,5999800039
2014-07-14,6077397039
2014-07-15,6109987780
2014-07-16,6085156740
2014-07-17,6063429580
2014-07-18,6092916440
2014-07-21,6043254360
2014-07-22,6065757490
2014-07-23,6030838840
2014-07-24,6057221820
2014-07-25,6051014060
2014-07-28,6047910180
2014-07-29,5999800039
2014-07-30,6018423320
2014-07-31,5906661450
2014-08-01,5912916850
2014-08-04,5934810750
2014-08-05,5931683050
2014-08-06,5947321550
2014-08-07,5926991500
2014-08-08,5972343150
2014-08-11,6014567100
2014-08-12,6017694799
2014-08-13,6059918750
2014-08-14,6077121100
2014-08-15,6064610300
2014-08-18,6102142700
2014-08-19,6114653500
2014-08-20,6145930500
2014-08-21,6529073750
2014-08-22,6363305650
2014-08-25,6355486400
2014-08-26,6396146500
2014-08-27,6394582650
2014-08-28,6372688750
2014-08-29,6396146500
2014-09-02,6378944150
2014-09-03,6468083600
2014-09-04,6466519750
2014-09-05,6481376325
2014-09-08,6458700500
2014-09-09,6415694625
2014-09-10,6489977500
2014-09-11,6486849799
2014-09-12,6435242750
2014-09-15,6382071850
2014-09-16,6386763400
2014-09-17,6350012924
2014-09-18,6418040400
2014-09-19,6389891100
2014-09-22,6324209400
2014-09-23,6236633800
2014-09-24,6321081700
2014-09-25,6252272299
2014-09-26,6260091550
2014-09-29,6245234975
2014-09-30,6207702575
2014-10-01,6180335200
2014-10-02,6169388250
2014-10-03,6196755625
2014-10-06,6213176049
2014-10-07,6137329325
2014-10-08,6274166200
2014-10-09,6119345050
2014-10-10,5830032800
2014-10-13,5855054400
2014-10-14,5834724350
2014-10-15,5865219425
2014-10-16,5836288200
2014-10-17,5916044550
2014-10-20,5958268500
2014-10-21,6084158425
2014-10-22,6048971800
2014-10-23,6178771350
2014-10-24,6244453050
2014-10-27,6231942250
2014-10-28,6328900950
2014-10-29,6349231000
2014-10-30,6375816450
2014-10-31,6329688839
2014-11-03,6357491279
2014-11-04,6376026240
2014-11-05,6371392500
2014-11-06,6423908220
2014-11-07,6467156460
2014-11-10,6486463710
2014-11-11,6488780580
2014-11-12,6508087830
2014-11-13,6487236000
2014-11-14,6494958900
2014-11-17,6456344400
2014-11-18,6499592640
2014-11-19,6474879360
2014-11-20,6506543250
2014-11-21,6562920420
2014-11-24,6616980720
2014-11-25,6671041020
2014-11-26,6670268730
2014-11-28,6701932620
2014-12-01,6637832550
2014-12-02,6661773540
2014-12-03,6641694000
2014-12-04,6896549700
2014-12-05,6887282220
2014-12-08,6755992920
2014-12-09,6760626660
2014-12-10,6671041020
2014-12-11,6726645900
2014-12-12,6553652940
2014-12-15,6535117980
2014-12-16,6499592640
2014-12-17,6637060260
2014-12-18,6814686960
2014-12-19,6788429100
2014-12-22,6799241160
2014-12-23,6793062839
2014-12-24,6794607420
2014-12-26,6789973680
2014-12-29,6808508640
2014-12-30,6769894140
2014-12-31,6714289260
2015-01-02,6657139800
2015-01-05,6570643320
2015-01-06,6511949279
2015-01-07,6519672180
2015-01-08,6620069880
2015-01-09,6630881940
2015-01-12,6564465000
2015-01-13,6549019200
2015-01-14,6522761339
2015-01-15,6445532339
2015-01-16,6550563779
2015-01-20,6513493860
2015-01-21,6553652940
2015-01-22,6667951860
2015-01-23,6722012160
2015-01-26,6799241160
2015-01-27,6748270020
2015-01-28,6697298880
2015-01-29,6755992920
2015-01-30,6640149420
2015-02-02,6673502850
2015-02-03,6832653300
2015-02-04,6824927550
2015-02-05,6814884074
2015-02-06,6778573050
2015-02-09,6752305500
2015-02-10,6818746950
2015-02-11,6860466000
2015-02-12,6933088050
2015-02-13,6937723500
2015-02-17,6913001100
2015-02-18,6977897399
2015-02-19,7189582950
2015-02-20,7254479250
2015-02-23,7233619725
2015-02-24,7271475900
2015-02-25,7291562850
2015-02-26,7218940800
2015-02-27,7171041149
2015-03-02,7249843800
2015-03-03,7183402350
2015-03-04,7146318750
2015-03-05,7155589650
2015-03-06,7098419100
2015-03-09,7101509400
2015-03-10,6967081350
2015-03-11,7005710100
2015-03-12,7050519450
2015-03-13,7062880650
2015-03-16,7164860550
2015-03-17,7116960900
2015-03-18,7188037800
2015-03-19,7226666550
2015-03-20,7282291950
2015-03-23,7218940800
2015-03-24,7175676600
2015-03-25,7059790350
2015-03-26,7047429150
2015-03-27,7075241850
2015-03-30,7172586300
2015-03-31,7157134800
2015-04-01,7157134800
2015-04-02,7178766900
2015-04-06,7242118050
2015-04-07,7263750150
2015-04-08,7351823700
2015-04-09,7362639750
2015-04-10,7385817000
2015-04-13,7334827050
2015-04-14,7325556149
2015-04-15,7325556149
2015-04-16,7316285250
2015-04-17,7181857199
2015-04-20,7262205000
2015-04-21,7307014350
2015-04-22,7345643100
2015-04-23,7410539400
2015-04-24,7356459150
2015-04-27,7308559500
2015-04-28,7356459150
2015-04-29,7339462500
2015-04-30,7291387040
2015-05-01,7324048970
2015-05-04,7345823589
2015-05-05,7250948460
2015-05-06,7282055060
2015-05-07,7328714960
2015-05-08,7462473339
2015-05-11,7502911920
2015-05-12,7446920040
2015-05-13,7501356589
2015-05-14,7577567760
2015-05-15,7560459130
2015-05-18,7614895680
2015-05-19,7621117000
2015-05-20,7658444920
2015-05-21,7745543400
2015-05-22,7675553550
2015-05-26,7596231720
2015-05-27,7776650000
2015-05-28,7750209390
2015-05-29,7759541370
2015-06-01,7764207360
2015-06-02,7801535279
2015-06-03,7890189089
2015-06-04,7826420560
2015-06-05,7891744420
2015-06-08,7757986040
2015-06-09,7695772839
2015-06-10,7809311930
2015-06-11,7865303810
2015-06-12,7818643910
2015-06-15,7736211420
2015-06-16,7778205330
2015-06-17,7787537310
2015-06-18,7826420560
2015-06-19,7799979950
2015-06-22,7869969800
2015-06-23,7837307870
2015-06-24,7815533250
2015-06-25,7848195180
2015-06-26,7813977920
2015-06-29,7761096700
2015-06-30,7877746450
2015-07-01,7813977920
2015-07-02,7764207360
2015-07-06,7725324110
2015-07-07,7733100760
2015-07-08,7728434770
2015-07-09,7826420560
2015-07-10,7835752540
2015-07-13,7887078430
2015-07-14,7943070310
2015-07-15,7955512950
2015-07-16,7899521070
2015-07-17,7880857110
2015-07-20,7910408380
2015-07-21,7820199240
2015-07-22,7869969800
2015-07-23,7843529190
2015-07-24,7785981980
2015-07-27,7656889589
2015-07-28,7813977920
2015-07-29,7882412440
2015-07-30,7916629700
2015-07-31,7896570480
2015-08-03,7856186760
2015-08-04,7916762340
2015-08-05,8014615200
2015-08-06,7932294540
2015-08-07,7949379960
2015-08-10,8037913500
2015-08-11,7943167080
2015-08-12,7958699280
2015-08-13,7981997580
2015-08-14,8020828080
2015-08-17,8096935860
2015-08-18,8073637559
2015-08-19,8123340600
2015-08-20,7548649200
2015-08-21,7380901440
2015-08-24,7098215400
2015-08-25,6986383559
2015-08-26,7255090620
2015-08-27,7290814680
2015-08-28,7315666200
2015-08-31,7289261460
2015-09-01,7088896080
2015-09-02,7192961820
2015-09-03,7321879080
2015-09-04,7238005200
2015-09-08,7463222100
2015-09-09,7334304840
2015-09-10,7393327200
2015-09-11,7436817360
2015-09-14,7405752960
2015-09-15,7463222100
2015-09-16,7475647860
2015-09-17,7438370580
2015-09-18,7351390260
2015-09-21,7411965840
2015-09-22,7379348220
2015-09-23,7388667540
2015-09-24,7304793660
2015-09-25,7269069600
2015-09-28,7183642500
2015-09-29,7138599120
2015-09-30,7172769960
2015-10-01,7206940800
2015-10-02,7287708240
2015-10-05,7385561100
2015-10-06,7385561100
2015-10-07,7405752960
2015-10-08,7424391600
2015-10-09,7461668880
2015-10-12,7470988200
2015-10-13,7393327200
2015-10-14,7387114320
2015-10-15,7460115660
2015-10-16,7522244460
2015-10-19,7517584800
2015-10-20,7483413960
2015-10-21,7403423130
2015-10-22,7685332559
2015-10-23,7722609840
2015-10-26,7749014580
2015-10-27,7668247140
2015-10-28,7856186760
2015-10-29,7767653220
2015-10-30,7762993559
2015-11-02,7712646560
2015-11-03,7727943360
2015-11-04,7807486720
2015-11-05,7776893120
2015-11-06,7882441040
2015-11-09,7830431920
2015-11-10,7862555200
2015-11-11,7876322320
2015-11-12,7819724160
2015-11-13,7734062080
2015-11-16,7812075760
2015-11-17,7897737840
2015-11-18,7971162480
2015-11-19,8033879360
2015-11-20,7377646639
2015-11-23,7571916000
2015-11-24,7574975360
2015-11-25,7616276720
2015-11-27,7720294960
2015-11-30,7660637440
2015-12-01,7723354320
2015-12-02,7652989040
2015-12-03,7123719760
2015-12-04,7246094160
2015-12-07,7074770000
2015-12-08,7048765440
2015-12-09,6941687840
2015-12-10,6960044000
2015-12-11,6878970960
2015-12-14,6949336240
2015-12-15,6918742639
2015-12-16,6993696960
2015-12-17,6917212960
2015-12-18,6848377360
2015-12-21,6842258639
2015-12-22,6935569120
2015-12-23,7018171840
2015-12-24,7001345360
2015-12-28,7061002879
2015-12-29,7105363600
2015-12-30,7057943520
2015-12-31,6976870480
2016-01-04,6871322560
2016-01-05,6878970960
2016-01-06,6778012080
2016-01-07,6620455040
2016-01-08,6478194800
2016-01-11,6438423120
2016-01-12,6427715360
2016-01-13,6199793040
2016-01-14,6309930000
2016-01-15,6265569280
2016-01-19,6224267920
2016-01-20,6262509920
2016-01-21,6224267920
2016-01-22,6378765600
2016-01-25,6290044160
2016-01-26,6391003040
2016-01-27,6349701680
2016-01-28,6364998480
2016-01-29,6562327200
2016-02-01,6482805000
2016-02-02,6432562500
2016-02-03,6475192500
2016-02-04,6525435000
2016-02-05,6342734999
2016-02-08,6290970000
2016-02-09,6236160000
2016-02-10,6298582500
2016-02-11,6294015000
2016-02-12,6382320000
2016-02-16,6540660000
2016-02-17,6639622500
2016-02-18,6699000000
2016-02-19,6772080000
2016-02-22,6808620000
2016-02-23,6714225000
2016-02-24,6732495000
2016-02-25,6782737500
2016-02-26,6881700000
2016-02-29,6813187500
2016-03-01,6985230000
2016-03-02,6986752500
2016-03-03,6983707500
2016-03-04,7036995000
2016-03-07,7023292500
2016-03-08,6947167500
2016-03-09,6970005000
2016-03-10,6930420000
2016-03-11,7033950000
2016-03-14,7035472500
2016-03-15,7065922499
2016-03-16,7123777500
2016-03-17,7178587500
2016-03-18,7274505000
2016-03-21,7247100000
2016-03-22,7298865000
2016-03-23,7242532500
2016-03-24,7288207500
2016-03-28,7259280000
2016-03-29,7349107500
2016-03-30,7327792500
2016-03-31,7374990000
2016-04-01,7502880000
2016-04-04,7449592500
2016-04-05,7371945000
2016-04-06,7394782500
2016-04-07,7329315000
2016-04-08,7344540000
2016-04-11,7288207500
2016-04-12,7280595000
2016-04-13,7346062500
2016-04-14,7323225000
2016-04-15,7365855000
2016-04-18,7438935000
2016-04-19,7496790000
2016-04-20,7396305000
2016-04-21,7476997500
2016-04-22,7467862500
2016-04-25,7435890000
2016-04-26,7382602500
2016-04-27,7400872500
2016-04-28,7347585000
2016-04-29,7234920000
2016-05-02,7358906920
2016-05-03,7302974390
2016-05-04,7227389890
2016-05-05,7172969050
2016-05-06,7234948340
2016-05-09,7254600310
2016-05-10,7357395230
2016-05-11,7286345800
2016-05-12,7327161430
2016-05-13,7242506789
2016-05-16,7348325090
2016-05-17,7222854820
2016-05-18,7310532840
2016-05-19,7367977060
2016-05-20,7546356480
2016-05-23,7528216200
2016-05-24,7736829420
2016-05-25,7750434630
2016-05-26,7761016460
2016-05-27,7822995750
2016-05-31,7810902230
2016-06-01,7857764620
2016-06-02,7921255600
2016-06-03,7865323070
2016-06-06,7931837430
2016-06-07,7975676440
2016-06-08,8078471360
2016-06-09,8024050520
2016-06-10,7936372500
2016-06-13,7881951660
2016-06-14,7886486730
2016-06-15,7940907570
2016-06-16,7939395880
2016-06-17,7930325740
2016-06-20,8030097280
2016-06-21,8025562210
2016-06-22,8033120660
2016-06-23,8152544170
2016-06-24,7872881520
2016-06-27,7759504770
2016-06-28,7877416590
2016-06-29,8011957000
2016-06-30,8175219520
2016-07-01,8128357130
2016-07-05,8096611640
2016-07-06,8123822060
2016-07-07,8135915580
2016-07-08,8200918250
2016-07-11,8264409230
2016-07-12,8300689789
2016-07-13,8294643030
2016-07-14,8282549510
2016-07-15,8226616980
2016-07-18,8209988390
2016-07-19,8250804020
2016-07-20,8296154720
2016-07-21,8231152050
2016-07-22,8285572890
2016-07-25,8256850780
2016-07-26,8188824730
2016-07-27,8167661070
2016-07-28,8209988390
2016-07-29,8187313039
2016-08-01,8274198550
2016-08-02,8210492530
2016-08-03,8245379160
2016-08-04,8293917080
2016-08-05,8366723959
2016-08-08,8362173530
2016-08-09,8416778690
2016-08-10,8456215750
2016-08-11,8475934280
2016-08-12,8454698940
2016-08-15,8503236860
2016-08-16,8472900660
2016-08-17,8477451090
2016-08-18,8873338500
2016-08-19,8886989790
2016-08-22,8876372120
2016-08-23,8938561330
2016-08-24,8890023410
2016-08-25,8909741940
2016-08-26,8970414340
2016-08-29,8993166490
2016-08-30,8961313480
2016-08-31,8993166490
2016-09-01,8970414340
2016-09-02,9050805270
2016-09-06,9070523800
2016-09-07,9090242330
2016-09-08,9056872510
2016-09-09,8846035920
2016-09-12,8962830290
2016-09-13,8786880330
2016-09-14,8755027320
2016-09-15,8858170400
2016-09-16,8797498000
2016-09-19,8877888930
2016-09-20,8849069540
2016-09-21,8946145380
2016-09-22,9049288460
2016-09-23,9006817780
2016-09-26,8976481580
2016-09-27,9043221220
2016-09-28,9087208710
2016-09-29,8961313480
2016-09-30,9002267350
2016-10-03,8935527710
2016-10-04,8917325990
2016-10-05,9047771650
2016-10-06,9075074230
2016-10-07,8988616060
2016-10-10,9185801360
2016-10-11,9035637170
2016-10-12,9064456560
2016-10-13,9021985880
2016-10-14,9062939750
2016-10-17,9062939750
2016-10-18,9043221220
2016-10-19,9064456560
2016-10-20,8977998390
2016-10-21,8968897530
2016-10-24,9017435450
2016-10-25,8890023410
2016-10-26,8882439360
2016-10-27,8847552730
2016-10-28,8853619970
2016-10-31,8942880420
2016-11-01,8790590600
2016-11-02,8734801260
2016-11-03,8705398770
2016-11-04,8692582300
2016-11-07,8900661460
2016-11-08,8929310040
2016-11-09,8899153640
2016-11-10,8840348660
2016-11-11,8991130660
2016-11-14,9019779240
2016-11-15,9057474740
2016-11-16,9163022140
2016-11-17,9271585180
2016-11-18,9214288020
2016-11-21,9244444420
2016-11-22,9242936600
2016-11-23,9209764560
2016-11-25,9282139920
2016-11-28,9242936600
2016-11-29,9223334940
2016-11-30,9119295360
2016-12-01,8570448880
2016-12-02,8611160020
2016-12-05,8657902440
2016-12-06,8745356000
2016-12-07,8884075440
2016-12-08,8942880420
2016-12-09,8881059800
2016-12-12,9034857440
2016-12-13,9089138960
2016-12-14,9040888720
2016-12-15,9102709340
2016-12-16,9063506020
2016-12-19,9102709340
2016-12-20,9110248440
2016-12-21,9061998200
2016-12-22,8957958620
2016-12-23,9010732320
2016-12-27,9024302700
2016-12-28,8929310040
2016-12-29,8959466440
2016-12-30,8875028520
2017-01-03,8951927340
2017-01-04,8982083740
2017-01-05,9015255780
2017-01-06,9046920000
2017-01-09,9058982560
2017-01-10,9150959580
2017-01-11,9184131620
2017-01-12,9179608160
2017-01-13,9248967880
2017-01-17,9158498680
2017-01-18,9161514320
2017-01-19,9184131620
2017-01-20,9163022140
2017-01-23,9172069060
2017-01-24,9410304620
2017-01-25,9451015760
2017-01-26,9378640400
2017-01-27,9423875000
2017-01-30,9441968840
2017-01-31,9457649760
2017-02-01,9417046080
2017-02-02,9651645120
2017-02-03,9759921600
2017-02-06,9800525280
2017-02-07,9805036800
2017-02-08,9743379360
2017-02-09,9841128960
2017-02-10,9818571360
2017-02-13,9922336320
2017-02-14,9901282560
2017-02-15,9964443840
2017-02-16,10626133440
2017-02-17,10603575840
2017-02-21,10674256320
2017-02-22,10716363840
2017-02-23,10710348480
2017-02-24,10836671040
2017-02-27,10866747840
2017-02-28,10743432960
2017-03-01,10863740160
2017-03-02,10678767840
2017-03-03,10681775520
2017-03-06,10639668000
2017-03-07,10689294720
2017-03-08,10729898400
2017-03-09,10735913760
2017-03-10,10802082720
2017-03-13,10841182560
2017-03-14,10641171840
2017-03-15,10564476000
2017-03-16,10641171840
2017-03-17,10698317760
2017-03-20,10755463680
2017-03-21,10618614240
2017-03-22,10687790879
2017-03-23,10710348480
2017-03-24,10699821600
2017-03-27,10731402240
2017-03-28,10821632640
2017-03-29,10865244000
2017-03-30,10859228640
2017-03-31,10847197920
2017-04-03,10857724800
2017-04-04,10824640320
2017-04-05,10744936800
2017-04-06,10728394560
2017-04-07,10746440640
2017-04-10,10728394560
2017-04-11,10743432960
2017-04-12,10672752480
2017-04-13,10666737120
2017-04-17,10696813920
2017-04-18,10791555840
2017-04-19,10862236320
2017-04-20,10911863040
2017-04-21,10917878400
2017-04-24,11105858400
2017-04-25,11029162560
2017-04-26,11015628000
2017-04-27,11077285440
2017-04-28,11083300800
2017-05-01,11106823160
2017-05-02,11078282500
2017-05-03,11088797479
2017-05-04,11115836000
2017-05-05,11157895920
2017-05-08,11085793200
2017-05-09,11133861680
2017-05-10,11196951560
2017-05-11,11189440860
2017-05-12,11178925880
2017-05-15,11260041440
2017-05-16,11284075680
2017-05-17,11024956530
2017-05-18,10654679020
2017-05-19,10663691860
2017-05-22,10852961500
2017-05-23,10905536400
2017-05-24,10970128420
2017-05-25,11045235420
2017-05-26,11171415180
2017-05-30,11220985800
2017-05-31,11246522180
2017-06-01,11255535020
2017-06-02,11389225479
2017-06-05,11380212640
2017-06-06,11387723340
2017-06-07,11426778979
2017-06-08,11434289680
2017-06-09,11255535020
2017-06-12,11099312460
2017-06-13,11214977240
2017-06-14,11166908760
2017-06-15,11118840280
2017-06-16,11082788920
2017-06-19,11222487940
2017-06-20,11207466540
2017-06-21,11213475100
2017-06-22,11204462260
2017-06-23,11169913040
2017-06-26,11193947280
2017-06-27,11063261100
2017-06-28,11154891640
2017-06-29,10961115580
2017-06-30,10955107020
2017-07-03,10833433680
2017-07-05,10926566360
2017-07-06,10895021420
2017-07-07,10988154100
2017-07-10,11040729000
2017-07-11,11046737560
2017-07-12,11290084240
2017-07-13,11249526460
2017-07-14,11306607780
2017-07-17,11362186960
2017-07-18,11365191240
2017-07-19,11477851740
2017-07-20,11389225479
2017-07-21,11402744740
2017-07-24,11467336760
2017-07-25,11476349600
2017-07-26,11519911660
2017-07-27,11470341040
2017-07-28,11480856020
2017-07-31,11464886820
2017-08-01,11494832978
2017-08-02,11385529499
2017-08-03,11394513347
2017-08-04,11470876051
2017-08-07,11551730679
2017-08-08,11502319518
2017-08-09,11506811442
2017-08-10,11327134490
2017-08-11,11419967582
2017-08-14,11571195683
2017-08-15,11713439936
2017-08-16,11842208418
2017-08-17,11493335670
2017-08-18,11562211835
2017-08-21,11671515314
2017-08-22,11804775720
2017-08-23,11758359174
2017-08-24,11761353790
2017-08-25,11752369942
2017-08-28,11797289180
2017-08-29,11798786488
2017-08-30,11918571122
2017-08-31,12041350373
2017-09-01,12039853065
2017-09-05,11979960747
2017-09-06,11978463440
2017-09-07,11947019973
2017-09-08,11909587275
2017-09-11,11918571122
2017-09-12,11914079199
2017-09-13,11843705726
2017-09-14,12009906906
2017-09-15,11948517281
2017-09-18,12042847680
2017-09-19,12150653851
2017-09-20,12083274995
2017-09-21,11987447287
2017-09-22,12032366525
2017-09-25,11891619580
2017-09-26,11851192265
2017-09-27,11953009205
2017-09-28,11960495744
2017-09-29,12057820760
2017-10-02,12155145775
2017-10-03,12168621547
2017-10-04,12261454638
2017-10-05,12288406181
2017-10-06,12349795806
2017-10-09,12384233889
2017-10-10,12379741965
2017-10-11,12406693507
2017-10-12,12688187398
2017-10-13,12668722395
2017-10-16,12587867767
2017-10-17,12535461989
2017-10-18,12454607361
2017-10-19,12484553520
2017-10-20,12625300465
2017-10-23,12619311234
2017-10-24,12692679322
2017-10-25,12830431652
2017-10-26,12998130140
2017-10-27,13055027841
2017-10-30,12915778204
2017-10-31,12929635320
2017-11-01,12869858920
2017-11-02,12993894950
2017-11-03,12989411720
2017-11-06,13034244020
2017-11-07,12987917310
2017-11-08,13011827869
2017-11-09,12986422900
2017-11-10,13043210480
2017-11-13,13123908619
2017-11-14,13114942160
2017-11-15,13095514830
2017-11-16,13306226640
2017-11-17,13204606760
2017-11-20,13285304900
2017-11-21,13357036580
2017-11-22,13351058940
2017-11-24,13472106150
2017-11-27,13334620430
2017-11-28,13419801800
2017-11-29,12966995570
2017-11-30,13506477580
2017-12-01,13497511119
2017-12-04,13108964520
2017-12-05,13052176940
2017-12-06,13247944650
2017-12-07,13499005530
2017-12-08,13525904910
2017-12-11,13383935960
2017-12-12,13088042780
2017-12-13,13188168250
2017-12-14,13147819180
2017-12-15,13129886260
2017-12-18,13138852720
2017-12-19,13206101170
2017-12-20,13016311100
2017-12-21,12923657680
2017-12-22,12825026619
2017-12-26,12754789350
2017-12-27,12808588110
2017-12-28,12799621650
2017-12-29,12738350840
2018-01-02,12856409230
2018-01-03,13010333460
2018-01-04,13134369490
2018-01-05,13289788130
2018-01-08,13413824160
2018-01-09,13403363290
2018-01-10,13351058940
2018-01-11,13406352110
2018-01-12,13504983170
2018-01-16,13340598070
2018-01-17,13596142180
2018-01-18,13669368270
2018-01-19,13839731010
2018-01-22,13892035360
2018-01-23,13954800580
2018-01-24,13874102440
2018-01-25,13735122310
2018-01-26,13892035360
2018-01-29,13640974480
2018-01-30,13646952119
2018-01-31,13802038740
2018-02-01,13618726920
2018-02-02,13436905440
2018-02-05,13058359080
2018-02-06,13033023300
2018-02-07,12794568900
2018-02-08,12313189080
2018-02-09,12569527560
2018-02-12,12717071220
2018-02-13,12742407000
2018-02-14,12909325080
2018-02-15,13253593620
2018-02-16,13274458379
2018-02-20,13377291840
2018-02-21,13183547640
2018-02-22,12575488920
2018-02-23,12703658160
2018-02-26,12737935980
2018-02-27,12658947960
2018-02-28,12618708780
2018-03-01,12597844020
2018-03-02,12782646180
2018-03-05,12825866040
2018-03-06,12855672840
2018-03-07,12927209160
2018-03-08,13210373760
2018-03-09,13372820820
2018-03-12,13277439060
2018-03-13,13186528320
2018-03-14,13088165879
2018-03-15,13089656220
2018-03-16,13134366420
2018-03-19,12907834740
2018-03-20,12922738140
2018-03-21,12904854060
2018-03-22,12638083200
2018-03-23,12274440240
2018-03-26,12551643480
2018-03-27,12353428260
2018-03-28,12265498200
2018-03-29,12405590160
2018-04-02,12037476180
2018-04-03,12167135760
2018-04-04,12331073160
2018-04-05,12363860640
2018-04-06,12129877260
2018-04-09,12183529500
2018-04-10,12314679420
2018-04-11,12393667440
2018-04-12,12590392320
2018-04-13,12492029879
2018-04-16,12590392320
2018-04-17,12846730800
2018-04-18,12770723460
2018-04-19,12539720760
2018-04-20,12371312340
2018-04-23,12310208400
2018-04-24,12524817360
2018-04-25,12480107160
2018-04-26,12728993940
2018-04-27,12696206460
2018-04-30,12697379900
2018-05-01,12780534299
2018-05-02,12771624900
2018-05-03,12842900100
2018-05-04,13025542800
2018-05-07,13215610000
2018-05-08,13223034500
2018-05-09,13487346700
2018-05-10,13540803100
2018-05-11,13515559800
2018-05-14,13347766100
2018-05-15,13165123400
2018-05-16,13208185500
2018-05-17,13200761000
2018-05-18,13252732500
2018-05-21,13279460700
2018-05-22,13255702300
2018-05-23,13413101700
2018-05-24,13150274400
2018-05-25,13114636799
2018-05-29,13034452200
2018-05-30,12992875000
2018-05-31,13077514299
2018-06-01,13283915400
2018-06-04,13316583200
2018-06-05,13408647000
2018-06-06,13576440700
2018-06-07,13381918800
2018-06-08,13439829900
2018-06-11,13451709100
2018-06-12,13481407100
2018-06-13,13433890300
2018-06-14,13493286300
2018-06-15,13448739299
2018-06-18,13435375200
2018-06-19,13245308000
2018-06-20,13410131900
2018-06-21,13249762700
2018-06-22,13084938800
2018-06-25,12847354800
2018-06-26,12831020900
2018-06-27,12557799299
2018-06-28,12620165100
2018-06-29,12706289299
2018-07-02,12829536000
2018-07-03,12810232300
2018-07-05,12943873300
2018-07-06,13093848200
2018-07-09,13139880100
2018-07-10,13214125100
2018-07-11,13243823100
2018-07-12,13583865200
2018-07-13,13573470900
2018-07-16,13585350100
