,SNPS
2004-08-24,2337296940
2004-08-25,2391616590
2004-08-26,2422656390
2004-08-27,2456800170
2004-08-30,2463008130
2004-08-31,2476976040
2004-09-01,2452144200
2004-09-02,2498703900
2004-09-03,2483184000
2004-09-07,2498703900
2004-09-08,2512671810
2004-09-09,2554575540
2004-09-10,2615103150
2004-09-13,2611999169
2004-09-14,2625967080
2004-09-15,2576303400
2004-09-16,2619759120
2004-09-17,2639934990
2004-09-20,2594927280
2004-09-21,2585615340
2004-09-22,2515775790
2004-09-23,2480080020
2004-09-24,2422656390
2004-09-27,2416448430
2004-09-28,2414896440
2004-09-29,2425760370
2004-09-30,2445936240
2004-10-01,2570095440
2004-10-04,2574751410
2004-10-05,2532847680
2004-10-06,2611999169
2004-10-07,2587167330
2004-10-08,2494047930
2004-10-11,2523535740
2004-10-12,2512671810
2004-10-13,2518879770
2004-10-14,2492495940
2004-10-15,2483184000
2004-10-18,2511119820
2004-10-19,2469216090
2004-10-20,2492495940
2004-10-21,2565439470
2004-10-22,2439728280
2004-10-25,2436624300
2004-10-26,2461456140
2004-10-27,2514223800
2004-10-28,2506463850
2004-10-29,2520431759
2004-11-01,2408529400
2004-11-02,2415832400
2004-11-03,2447965600
2004-11-04,2469874600
2004-11-05,2493244200
2004-11-08,2480098800
2004-11-09,2424596000
2004-11-10,2440662600
2004-11-11,2449426200
2004-11-12,2488862400
2004-11-15,2496165400
2004-11-16,2506389600
2004-11-17,2575037800
2004-11-18,2608631600
2004-11-19,2547286400
2004-11-22,2589643800
2004-11-23,2592565000
2004-11-24,2683122200
2004-11-26,2646607200
2004-11-29,2653910200
2004-11-30,2575037800
2004-12-01,2722558400
2004-12-02,2712334200
2004-12-03,2700649400
2004-12-06,2665595000
2004-12-07,2602789200
2004-12-08,2607171000
2004-12-09,2580880200
2004-12-10,2567734799
2004-12-13,2662673800
2004-12-14,2725479600
2004-12-15,2732782600
2004-12-16,2669976800
2004-12-17,2709413000
2004-12-20,2684582800
2004-12-21,2737164400
2004-12-22,2707952400
2004-12-23,2709413000
2004-12-27,2770758200
2004-12-28,2817497400
2004-12-29,2829182200
2004-12-30,2823339799
2004-12-31,2855473000
2005-01-03,2835024600
2005-01-04,2713794799
2005-01-05,2639304200
2005-01-06,2614474000
2005-01-07,2626158800
2005-01-10,2636383000
2005-01-11,2610092200
2005-01-12,2586722600
2005-01-13,2556050000
2005-01-14,2560431800
2005-01-18,2585262000
2005-01-19,2503468400
2005-01-20,2503468400
2005-01-21,2481559400
2005-01-24,2452347400
2005-01-25,2472795800
2005-01-26,2513692600
2005-01-27,2510771400
2005-01-28,2500547200
2005-01-31,2461617000
2005-02-01,2478993120
2005-02-02,2471753070
2005-02-03,2445688890
2005-02-04,2552841630
2005-02-07,2564425710
2005-02-08,2534017500
2005-02-09,2461617000
2005-02-10,2499265260
2005-02-11,2629586160
2005-02-14,2668682430
2005-02-15,2703434670
2005-02-16,2722258800
2005-02-17,2680266510
2005-02-18,2671578450
2005-02-22,2619450090
2005-02-23,2659994370
2005-02-24,2633930190
2005-02-25,2635378200
2005-02-28,2620898100
2005-03-01,2652754320
2005-03-02,2642618250
2005-03-03,2565873720
2005-03-04,2618002079
2005-03-07,2662890390
2005-03-08,2636826210
2005-03-09,2636826210
2005-03-10,2609314020
2005-03-11,2599177950
2005-03-14,2635378200
2005-03-15,2631034170
2005-03-16,2632482180
2005-03-17,2632482180
2005-03-18,2619450090
2005-03-21,2623794120
2005-03-22,2613658050
2005-03-23,2610762030
2005-03-24,2603521980
2005-03-28,2623794120
2005-03-29,2628138150
2005-03-30,2651306310
2005-03-31,2620898100
2005-04-01,2620898100
2005-04-04,2609314020
2005-04-05,2489129190
2005-04-06,2489129190
2005-04-07,2536913520
2005-04-08,2486233170
2005-04-11,2502161280
2005-04-12,2487681180
2005-04-13,2494921230
2005-04-14,2439896850
2005-04-15,2450032920
2005-04-18,2415280680
2005-04-19,2448584910
2005-04-20,2413832670
2005-04-21,2467409040
2005-04-22,2457272970
2005-04-25,2476097100
2005-04-26,2406592620
2005-04-27,2447136900
2005-04-28,2393560530
2005-04-29,2380528440
2005-05-02,2400522700
2005-05-03,2429288700
2005-05-04,2460931300
2005-05-05,2426412100
2005-05-06,2436480200
2005-05-09,2422097200
2005-05-10,2422097200
2005-05-11,2485382400
2005-05-12,2423535500
2005-05-13,2459493000
2005-05-16,2473876000
2005-05-17,2489697300
2005-05-18,2586063400
2005-05-19,2593254900
2005-05-20,2580310200
2005-05-23,2564488899
2005-05-24,2578871900
2005-05-25,2571680400
2005-05-26,2643595400
2005-05-27,2607637900
2005-05-31,2599008100
2005-06-01,2629212400
2005-06-02,2656540100
2005-06-03,2575995300
2005-06-06,2610514500
2005-06-07,2600446399
2005-06-08,2626335800
2005-06-09,2636403899
2005-06-10,2636403899
2005-06-13,2670923100
2005-06-14,2678114600
2005-06-15,2660855000
2005-06-16,2704004000
2005-06-17,2508395200
2005-06-20,2515586700
2005-06-21,2505518600
2005-06-22,2489697300
2005-06-23,2468122800
2005-06-24,2416344000
2005-06-27,2389016300
2005-06-28,2416344000
2005-06-29,2427850400
2005-06-30,2397646100
2005-07-01,2394769500
2005-07-05,2416344000
2005-07-06,2407714200
2005-07-07,2423535500
2005-07-08,2517025000
2005-07-11,2531408000
2005-07-12,2578871900
2005-07-13,2574557000
2005-07-14,2601884700
2005-07-15,2577433600
2005-07-18,2606199600
2005-07-19,2590378300
2005-07-20,2636403899
2005-07-21,2611952800
2005-07-22,2578871900
2005-07-25,2581748500
2005-07-26,2563050600
2005-07-27,2597569800
2005-07-28,2622020900
2005-07-29,2662293300
2005-08-01,2691059300
2005-08-02,2695374200
2005-08-03,2613391100
2005-08-04,2574557000
2005-08-05,2522778200
2005-08-08,2501203700
2005-08-09,2481067500
2005-08-10,2462369600
2005-08-11,2482505800
2005-08-12,2486820700
2005-08-15,2472437700
2005-08-16,2443671700
2005-08-17,2442233400
2005-08-18,2657978400
2005-08-19,2662293300
2005-08-22,2679552900
2005-08-23,2657978400
2005-08-24,2678114600
2005-08-25,2689621000
2005-08-26,2691059300
2005-08-29,2709757200
2005-08-30,2689621000
2005-08-31,2732770000
2005-09-01,2698250800
2005-09-02,2699689100
2005-09-06,2735646600
2005-09-07,2716948700
2005-09-08,2719825300
2005-09-09,2735646600
2005-09-12,2689621000
2005-09-13,2670923100
2005-09-14,2686744400
2005-09-15,2675238000
2005-09-16,2678114600
2005-09-19,2624897500
2005-09-20,2645033700
2005-09-21,2655101800
2005-09-22,2672361399
2005-09-23,2640718800
2005-09-26,2691059300
2005-09-27,2682429500
2005-09-28,2676676300
2005-09-29,2706880600
2005-09-30,2718387000
2005-10-03,2732770000
2005-10-04,2758659400
2005-10-05,2689621000
2005-10-06,2662293300
2005-10-07,2652225200
2005-10-10,2653663500
2005-10-11,2680991200
2005-10-12,2670923100
2005-10-13,2689621000
2005-10-14,2708318899
2005-10-17,2705442300
2005-10-18,2656540100
2005-10-19,2693935900
2005-10-20,2645033700
2005-10-21,2663731600
2005-10-24,2709757200
2005-10-25,2692497600
2005-10-26,2708318899
2005-10-27,2643595400
2005-10-28,2679552900
2005-10-31,2747541550
2005-11-01,2714194080
2005-11-02,2705494740
2005-11-03,2698245290
2005-11-04,2686646170
2005-11-07,2673597160
2005-11-08,2679396720
2005-11-09,2688096060
2005-11-10,2693895619
2005-11-11,2721443530
2005-11-14,2753341110
2005-11-15,2796837810
2005-11-16,2895430330
2005-11-17,2901229890
2005-11-18,2870782200
2005-11-21,2893980440
2005-11-22,2908479340
2005-11-23,2895430330
2005-11-25,2862082860
2005-11-28,2808436930
2005-11-29,2786688580
2005-11-30,2837043259
2005-12-01,2959225490
2005-12-02,3059267900
2005-12-05,3011421530
2005-12-06,3005621970
2005-12-07,2999822410
2005-12-08,2956325710
2005-12-09,2991123070
2005-12-12,2982423730
2005-12-13,3011421530
2005-12-14,3012871420
2005-12-15,3015771200
2005-12-16,3015771200
2005-12-19,2959225490
2005-12-20,2949076260
2005-12-21,2976624170
2005-12-22,2989673180
2005-12-23,2994022850
2005-12-27,2965025050
2005-12-28,2954875820
2005-12-29,2933127470
2005-12-30,2908479340
2006-01-03,2966474940
2006-01-04,3023020650
2006-01-05,2979523950
2006-01-06,2988223290
2006-01-09,3041869220
2006-01-10,3041869220
2006-01-11,3094065260
2006-01-12,3141911630
2006-01-13,3102764600
2006-01-17,3066517350
2006-01-18,3044769000
2006-01-19,3053468340
2006-01-20,2978074060
2006-01-23,3018670980
2006-01-24,3047668780
2006-01-25,2999822410
2006-01-26,3139011850
2006-01-27,3165109869
2006-01-30,3228905030
2006-01-31,3169512720
2006-02-01,3291361920
2006-02-02,3269859120
2006-02-03,3208217760
2006-02-06,3185281440
2006-02-07,3150876960
2006-02-08,3169512720
2006-02-09,3180980880
2006-02-10,3186714960
2006-02-13,3149443440
2006-02-14,3175246800
2006-02-15,3185281440
2006-02-16,3272726159
2006-02-17,3258390960
2006-02-21,3231154080
2006-02-22,3231154080
2006-02-23,3189582000
2006-02-24,3182414400
2006-02-27,3170946240
2006-02-28,3135108240
2006-03-01,3152310480
2006-03-02,3223986480
2006-03-03,3168079200
2006-03-06,3179547360
2006-03-07,3158044560
2006-03-08,3153744000
2006-03-09,3136541760
2006-03-10,3139408800
2006-03-13,3150876960
2006-03-14,3195316080
2006-03-15,3259824480
2006-03-16,3188148480
2006-03-17,3169512720
2006-03-20,3188148480
2006-03-21,3158044560
2006-03-22,3140842320
2006-03-23,3074900400
2006-03-24,3070599840
2006-03-27,3066299280
2006-03-28,3070599840
2006-03-29,3140842320
2006-03-30,3143709360
2006-03-31,3203917200
2006-04-03,3166645680
2006-04-04,3123640080
2006-04-05,3155177520
2006-04-06,3133674720
2006-04-07,3102137280
2006-04-10,3060565200
2006-04-11,3067732800
2006-04-12,3063432240
2006-04-13,3076333920
2006-04-17,3016126080
2006-04-18,3067732800
2006-04-19,3116472480
2006-04-20,3135108240
2006-04-21,3150876960
2006-04-24,3140842320
2006-04-25,3115038960
2006-04-26,3102137280
2006-04-27,3116472480
2006-04-28,3129374159
2006-05-01,3104477640
2006-05-02,3113029920
2006-05-03,3087373080
2006-05-04,3118731440
2006-05-05,3121582200
2006-05-08,3087373080
2006-05-09,3065992380
2006-05-10,3013253320
2006-05-11,2970491920
2006-05-12,2944835080
2006-05-15,2919178240
2006-05-16,2909200580
2006-05-17,2913476720
2006-05-18,2957663500
2006-05-19,2939133560
2006-05-22,2907775200
2006-05-23,2879267600
2006-05-24,2916327480
2006-05-25,2926305140
2006-05-26,2949111220
2006-05-30,2897797539
2006-05-31,2912051340
2006-06-01,2840782340
2006-06-02,2829379300
2006-06-05,2795170180
2006-06-06,2822252400
2006-06-07,2816550880
2006-06-08,2750983400
2006-06-09,2745281880
2006-06-12,2752408780
2006-06-13,2675438260
2006-06-14,2705371240
2006-06-15,2722475800
2006-06-16,2719625039
2006-06-19,2699669720
2006-06-20,2666885980
2006-06-21,2678289020
2006-06-22,2632676860
2006-06-23,2682565160
2006-06-26,2679714400
2006-06-27,2646930660
2006-06-28,2639803760
2006-06-29,2709647380
2006-06-30,2675438260
2006-07-03,2739580360
2006-07-05,2683990539
2006-07-06,2693968200
2006-07-07,2649781420
2006-07-10,2592766220
2006-07-11,2616997680
2006-07-12,2597042360
2006-07-13,2548579440
2006-07-14,2540027160
2006-07-17,2515795700
2006-07-18,2485862720
2006-07-19,2510094180
2006-07-20,2475885060
2006-07-21,2448802840
2006-07-24,2460205880
2006-07-25,2477310440
2006-07-26,2504392660
2006-07-27,2501541900
2006-07-28,2534325640
2006-07-31,2551430200
2006-08-01,2498691140
2006-08-02,2550004820
2006-08-03,2564258620
2006-08-04,2545728680
2006-08-07,2525773360
2006-08-08,2500116520
2006-08-09,2507243420
2006-08-10,2538601780
2006-08-11,2515795700
2006-08-14,2551430200
2006-08-15,2599893120
2006-08-16,2651206800
2006-08-17,2581363180
2006-08-18,2568534760
2006-08-21,2572810900
2006-08-22,2565684000
2006-08-23,2634102240
2006-08-24,2642654520
2006-08-25,2629826100
2006-08-28,2669736740
2006-08-29,2712498140
2006-08-30,2706796620
2006-08-31,2702520480
2006-09-01,2665460600
2006-09-05,2693968200
2006-09-06,2638378380
2006-09-07,2619848440
2006-09-08,2681139780
2006-09-11,2689692060
2006-09-12,2749558020
2006-09-13,2756684920
2006-09-14,2795170180
2006-09-15,2775214860
2006-09-18,2768087960
2006-09-19,2762386440
2006-09-20,2822252400
2006-09-21,2795170180
2006-09-22,2800871700
2006-09-25,2822252400
2006-09-26,2842207720
2006-09-27,2850760000
2006-09-28,2832230060
2006-09-29,2810849360
2006-10-02,2779491000
2006-10-03,2765237200
2006-10-04,2827953920
2006-10-05,2850760000
2006-10-06,2846483860
2006-10-09,2872140700
2006-10-10,2874991460
2006-10-11,2873566080
2006-10-12,2939133560
2006-10-13,3036059400
2006-10-16,3044611680
2006-10-17,3134410620
2006-10-18,3162918220
2006-10-19,3178597400
2006-10-20,3181448160
2006-10-23,3207105000
2006-10-24,3168619740
2006-10-25,3178597400
2006-10-26,3201403480
2006-10-27,3181448160
2006-10-30,3218508039
2006-10-31,3213797720
2006-11-01,3160972080
2006-11-02,3209514560
2006-11-03,3185243320
2006-11-06,3203803680
2006-11-07,3203803680
2006-11-08,3178104720
2006-11-09,3200948240
2006-11-10,3248063000
2006-11-13,3255201600
2006-11-14,3283756000
2006-11-15,3285183720
2006-11-16,3280900560
2006-11-17,3252346160
2006-11-20,3282328280
2006-11-21,3278045120
2006-11-22,3249490720
2006-11-24,3223791759
2006-11-27,3169538400
2006-11-28,3158116640
2006-11-29,3318021280
2006-11-30,3647824600
2006-12-01,3636402840
2006-12-04,3710644280
2006-12-05,3724921480
2006-12-06,3736343240
2006-12-07,3742054120
2006-12-08,3752048160
2006-12-11,3804873800
2006-12-12,3784885720
2006-12-13,3832000480
2006-12-14,3816295560
2006-12-15,3812012400
2006-12-18,3746337280
2006-12-19,3787741160
2006-12-20,3834855920
2006-12-21,3817723280
2006-12-22,3780602560
2006-12-26,3810584680
2006-12-27,3820578720
2006-12-28,3794879759
2006-12-29,3816295560
2007-01-03,3782030280
2007-01-04,3840566800
2007-01-05,3789168880
2007-01-08,3824861880
2007-01-09,3802018360
2007-01-10,3841994520
2007-01-11,3847705400
2007-01-12,3850560840
2007-01-16,3874832080
2007-01-17,3919091400
2007-01-18,3790596600
2007-01-19,3767753080
2007-01-22,3749192720
2007-01-23,3732060080
2007-01-24,3819151000
2007-01-25,3784885720
2007-01-26,3760614480
2007-01-29,3739198680
2007-01-30,3854844000
2007-01-31,3840242000
2007-02-01,3835910900
2007-02-02,3809924300
2007-02-05,3812811700
2007-02-06,3791156200
2007-02-07,3860453800
2007-02-08,3857566400
2007-02-09,3766613300
2007-02-12,3730520800
2007-02-13,3733408200
2007-02-14,3763725900
2007-02-15,3799818400
2007-02-16,3776719200
2007-02-20,3848904200
2007-02-21,3872003400
2007-02-22,3772388100
2007-02-23,3807036900
2007-02-26,3795487300
2007-02-27,3692984599
2007-02-28,3692984599
2007-03-01,3591925600
2007-03-02,3551502000
2007-03-05,3512522099
2007-03-06,3674216500
2007-03-07,3659779500
2007-03-08,3630905500
2007-03-09,3707421600
2007-03-12,3776719200
2007-03-13,3757951100
2007-03-14,3778162900
2007-03-15,3824361300
2007-03-16,3827248700
2007-03-19,3805593200
2007-03-20,3861897500
2007-03-21,3889327800
2007-03-22,3899433700
2007-03-23,3847460500
2007-03-26,3824361300
2007-03-27,3824361300
2007-03-28,3795487300
2007-03-29,3769500700
2007-03-30,3786825100
2007-04-02,3789712500
2007-04-03,3847460500
2007-04-04,3851791600
2007-04-05,3883553000
2007-04-09,3889327800
2007-04-10,3820030200
2007-04-11,3847460500
2007-04-12,3890771500
2007-04-13,3861897500
2007-04-16,3915314400
2007-04-17,3968731300
2007-04-18,3960069100
2007-04-19,3947075800
2007-04-20,3999049000
2007-04-23,3999049000
2007-04-24,4053909599
2007-04-25,4053909599
2007-04-26,4035141500
2007-04-27,4045247400
2007-04-30,3978061200
2007-05-01,3980937600
2007-05-02,4008263400
2007-05-03,4025521800
2007-05-04,4062915000
2007-05-07,4048533000
2007-05-08,4047094800
2007-05-09,4087364400
2007-05-10,4031274600
2007-05-11,4081611600
2007-05-14,4057162200
2007-05-15,4037027400
2007-05-16,3995319600
2007-05-17,3952173600
2007-05-18,4002510599
2007-05-21,4071544200
2007-05-22,4068667800
2007-05-23,4070106000
2007-05-24,3651589800
2007-05-25,3834241200
2007-05-29,3789657000
2007-05-30,3844308600
2007-05-31,3814106400
2007-06-01,3920533200
2007-06-04,3995319600
2007-06-05,3960802800
2007-06-06,3955050000
2007-06-07,3936353400
2007-06-08,3952173600
2007-06-11,3884578200
2007-06-12,3838555800
2007-06-13,3861567000
2007-06-14,3881701800
2007-06-15,3887454600
2007-06-18,3865881600
2007-06-19,3900398400
2007-06-20,3835679400
2007-06-21,3864443400
2007-06-22,3825612000
2007-06-25,3785342400
2007-06-26,3791095200
2007-06-27,3863005200
2007-06-28,3854376000
2007-06-29,3801162600
2007-07-02,3865881600
2007-07-03,3864443400
2007-07-05,3821297400
2007-07-06,3854376000
2007-07-09,3821297400
2007-07-10,3781027800
2007-07-11,3804039000
2007-07-12,3903274800
2007-07-13,3863005200
2007-07-16,3864443400
2007-07-17,3911904000
2007-07-18,3858690599
2007-07-19,3947859000
2007-07-20,3868758000
2007-07-23,3896083800
2007-07-24,3798286200
2007-07-25,3818421000
2007-07-26,3681792000
2007-07-27,3655904400
2007-07-30,3599814600
2007-07-31,3517837200
2007-08-01,3483320400
2007-08-02,3614196600
2007-08-03,3451680000
2007-08-06,3444489000
2007-08-07,3365388000
2007-08-08,3399904800
2007-08-09,3402781200
2007-08-10,3583994400
2007-08-13,3588309000
2007-08-14,3569612400
2007-08-15,3560983200
2007-08-16,3397028400
2007-08-17,3455994600
2007-08-20,3496264200
2007-08-21,3598376400
2007-08-22,3704803200
2007-08-23,3880263600
2007-08-24,3888892800
2007-08-27,3890331000
2007-08-28,3854376000
2007-08-29,3904713000
2007-08-30,3883140000
2007-08-31,3929162400
2007-09-04,3870196200
2007-09-05,3848623200
2007-09-06,3893207400
2007-09-07,3841432200
2007-09-10,3796848000
2007-09-11,3809791800
2007-09-12,3832803000
2007-09-13,3802600800
2007-09-14,3723499800
2007-09-17,3729252600
2007-09-18,3801162600
2007-09-19,3812668200
2007-09-20,3793971600
2007-09-21,3801162600
2007-09-24,3768084000
2007-09-25,3791095200
2007-09-26,3802600800
2007-09-27,3881701800
2007-09-28,3894645599
2007-10-01,3950735400
2007-10-02,3914780400
2007-10-03,3927724200
2007-10-04,3874510800
2007-10-05,3867319800
2007-10-08,3858690599
2007-10-09,3995319600
2007-10-10,4026960000
2007-10-11,4075858800
2007-10-12,4113252000
2007-10-15,4095993600
2007-10-16,4075858800
2007-10-17,4119004800
2007-10-18,4111813800
2007-10-19,3952173600
2007-10-22,4031274600
2007-10-23,4006825200
2007-10-24,4006825200
2007-10-25,3939229800
2007-10-26,3967993800
2007-10-29,3940668000
2007-10-30,3946420800
2007-10-31,4125988260
2007-11-01,4066127850
2007-11-02,4090948020
2007-11-05,4044227700
2007-11-06,3883626600
2007-11-07,3762445770
2007-11-08,3698205329
2007-11-09,3555124350
2007-11-12,3517164090
2007-11-13,3553664340
2007-11-14,3579944520
2007-11-15,3536144220
2007-11-16,3552204329
2007-11-19,3499643970
2007-11-20,3429563490
2007-11-21,3401823300
2007-11-23,3414963390
2007-11-26,3455843670
2007-11-27,3509864040
2007-11-28,3582864540
2007-11-29,3588704579
2007-11-30,3593084610
2007-12-03,3445623600
2007-12-04,3502563990
2007-12-05,3547824300
2007-12-06,3658785060
2007-12-07,3997507380
2007-12-10,3962467140
2007-12-11,3823766190
2007-12-12,3886546620
2007-12-13,3909906780
2007-12-14,3800406030
2007-12-17,3742005630
2007-12-18,3753685710
2007-12-19,3753685710
2007-12-20,3778505880
2007-12-21,3812086110
2007-12-24,3833986260
2007-12-26,3863186460
2007-12-27,3797486010
2007-12-28,3778505880
2007-12-31,3785805930
2008-01-02,3679225200
2008-01-03,3635424900
2008-01-04,3610604730
2008-01-07,3562424400
2008-01-08,3444163590
2008-01-09,3388683210
2008-01-10,3416423400
2008-01-11,3382843170
2008-01-14,3460223700
2008-01-15,3460223700
2008-01-16,3476283810
2008-01-17,3422263440
2008-01-18,3482123850
2008-01-22,3388683210
2008-01-23,3302542620
2008-01-24,3362403030
2008-01-25,3365323050
2008-01-28,3426643470
2008-01-29,3523004130
2008-01-30,3509864040
2008-01-31,3123404880
2008-02-01,3231206320
2008-02-04,3292199240
2008-02-05,3231206320
2008-02-06,3167376519
2008-02-07,3127660200
2008-02-08,3161702760
2008-02-11,3175887160
2008-02-12,3178724040
2008-02-13,3282270160
2008-02-14,3331915560
2008-02-15,3266667320
2008-02-19,3329078680
2008-02-20,3266667320
2008-02-21,3336170880
2008-02-22,3346099960
2008-02-25,3384397840
2008-02-26,3451064519
2008-02-27,3435461680
2008-02-28,3363121240
2008-02-29,3292199240
2008-03-03,3258156680
2008-03-04,3248227600
2008-03-05,3280851720
2008-03-06,3226951000
2008-03-07,3198582200
2008-03-10,3236880080
2008-03-11,3268085760
2008-03-12,3180142480
2008-03-13,3219858800
2008-03-14,3150355240
2008-03-17,3025532519
2008-03-18,3121986440
2008-03-19,3119149560
2008-03-20,3089362320
2008-03-24,3200000640
2008-03-25,3200000640
2008-03-26,3273759519
2008-03-27,3215603480
2008-03-28,3231206320
2008-03-31,3221277240
2008-04-01,3292199240
2008-04-02,3295036120
2008-04-03,3273759519
2008-04-04,3337589320
2008-04-07,3350355280
2008-04-08,3326241800
2008-04-09,3202837519
2008-04-10,3260993560
2008-04-11,3154610560
2008-04-14,3147518360
2008-04-15,3112057360
2008-04-16,3249646040
2008-04-17,3224114120
2008-04-18,3280851720
2008-04-21,3221277240
2008-04-22,3124823320
2008-04-23,3198582200
2008-04-24,3302128320
2008-04-25,3265248880
2008-04-28,3214185040
2008-04-29,3302128320
2008-04-30,3294006960
2008-05-01,3378103200
2008-05-02,3359573520
2008-05-05,3365274960
2008-05-06,3386655360
2008-05-07,3369551040
2008-05-08,3386655360
2008-05-09,3358148160
2008-05-12,3402334320
2008-05-13,3483579840
2008-05-14,3557698560
2008-05-15,3554847840
2008-05-16,3560549280
2008-05-19,3574802879
2008-05-20,3522064560
2008-05-21,3519213840
2008-05-22,3685980960
2008-05-23,3600459360
2008-05-27,3641794800
2008-05-28,3685980960
2008-05-29,3720189600
2008-05-30,3755823600
2008-06-02,3707361360
2008-06-03,3691682400
2008-06-04,3705936000
2008-06-05,3742995360
2008-06-06,3620414400
2008-06-09,3581929680
2008-06-10,3560549280
2008-06-11,3537743520
2008-06-12,3550571760
2008-06-13,3561974640
2008-06-16,3580504320
2008-06-17,3571952160
2008-06-18,3559123920
2008-06-19,3529191360
2008-06-20,3499258800
2008-06-23,3485005200
2008-06-24,3439393680
2008-06-25,3542019600
2008-06-26,3442244400
2008-06-27,3400908960
2008-06-30,3406610400
2008-07-01,3396632879
2008-07-02,3385230000
2008-07-03,3346745280
2008-07-07,3375252480
2008-07-08,3440819040
2008-07-09,3420864000
2008-07-10,3446520480
2008-07-11,3456498000
2008-07-14,3405185040
2008-07-15,3410886480
2008-07-16,3452221920
2008-07-17,3497833440
2008-07-18,3493557360
2008-07-21,3455072640
2008-07-22,3432266879
2008-07-23,3483579840
2008-07-24,3390931440
2008-07-25,3422289360
2008-07-28,3393782160
2008-07-29,3422289360
2008-07-30,3465050160
2008-07-31,3423714720
2008-08-01,3368125680
2008-08-04,3396632879
2008-08-05,3485005200
2008-08-06,3547721040
2008-08-07,3477878400
2008-08-08,3492132000
2008-08-11,3483579840
2008-08-12,3527766000
2008-08-13,3513512400
2008-08-14,3499258800
2008-08-15,3433692240
2008-08-18,3403759680
2008-08-19,3321088800
2008-08-20,3440819040
2008-08-21,3038867520
2008-08-22,3111560879
2008-08-25,3018912480
2008-08-26,3028890000
2008-08-27,3073076160
2008-08-28,3094456560
2008-08-29,3068800080
2008-09-02,3020337840
2008-09-03,3021763200
2008-09-04,2929114800
2008-09-05,2946219120
2008-09-08,2963323440
2008-09-09,2884928640
2008-09-10,2966174160
2008-09-11,2954771280
2008-09-12,2939092320
2008-09-15,2859272160
2008-09-16,2889204720
2008-09-17,2800832400
2008-09-18,2864973600
2008-09-19,3021763200
2008-09-22,2886354000
2008-09-23,2886354000
2008-09-24,2890630080
2008-09-25,2959047360
2008-09-26,2974726320
2008-09-29,2795130960
2008-09-30,2843593200
2008-10-01,2832190320
2008-10-02,2722437600
2008-10-03,2625513120
2008-10-06,2551394400
2008-10-07,2460171360
2008-10-08,2425962720
2008-10-09,2380351200
2008-10-10,2366097600
2008-10-13,2636916000
2008-10-14,2604132720
2008-10-15,2471574240
2008-10-16,2510058960
2008-10-17,2602707360
2008-10-20,2661147120
2008-10-21,2517185760
2008-10-22,2428813440
2008-10-23,2310508560
2008-10-24,2304807120
2008-10-27,2394604800
2008-10-28,2482977120
2008-10-29,2494380000
2008-10-30,2539991520
2008-10-31,2593292200
2008-11-03,2621665200
2008-11-04,2621665200
2008-11-05,2501079950
2008-11-06,2482637500
2008-11-07,2536546200
2008-11-10,2528034300
2008-11-11,2435822050
2008-11-12,2326586000
2008-11-13,2397518500
2008-11-14,2296794350
2008-11-17,2288282450
2008-11-18,2313818150
2008-11-19,2153510700
2008-11-20,2069810350
2008-11-21,2153510700
2008-11-24,2275514600
2008-11-25,2190395600
2008-11-26,2261328100
2008-11-28,2274095950
2008-12-01,2110951200
2008-12-02,2201744800
2008-12-03,2140742850
2008-12-04,2387587949
2008-12-05,2411705000
2008-12-08,2434403400
2008-12-09,2502498600
2008-12-10,2502498600
2008-12-11,2437240700
2008-12-12,2526615650
2008-12-15,2444333950
2008-12-16,2522359700
2008-12-17,2570593800
2008-12-18,2543639450
2008-12-19,2628758450
2008-12-22,2572012450
2008-12-23,2553570000
2008-12-24,2532290250
2008-12-26,2554988650
2008-12-29,2522359700
2008-12-30,2580524350
2008-12-31,2627339800
2009-01-02,2685504450
2009-01-05,2672736600
2009-01-06,2720970700
2009-01-07,2726645300
2009-01-08,2772042100
2009-01-09,2740831800
2009-01-12,2747925050
2009-01-13,2756436950
2009-01-14,2654294150
2009-01-15,2627339800
2009-01-16,2679829850
2009-01-20,2624502500
2009-01-21,2658550100
2009-01-22,2615990600
2009-01-23,2651456850
2009-01-26,2661387400
2009-01-27,2684085800
2009-01-28,2750762350
2009-01-29,2684085800
2009-01-30,2624502500
2009-02-02,2679242500
2009-02-03,2733686999
2009-02-04,2769505749
2009-02-05,2825383000
2009-02-06,2879827500
2009-02-09,2858336250
2009-02-10,2745149000
2009-02-11,2770938500
2009-02-12,2802459000
2009-02-13,2792429750
2009-02-17,2656318500
2009-02-18,2636260000
2009-02-19,2832546750
2009-02-20,2790997000
2009-02-23,2716494000
2009-02-24,2753745500
2009-02-25,2726523250
2009-02-26,2640558250
2009-02-27,2669213250
2009-03-02,2570353500
2009-03-03,2583248250
2009-03-04,2594710250
2009-03-05,2548862250
2009-03-06,2511610750
2009-03-09,2488686750
2009-03-10,2619067000
2009-03-11,2646289250
2009-03-12,2723657750
2009-03-13,2735119750
2009-03-16,2654885750
2009-03-17,2739418000
2009-03-18,2772371250
2009-03-19,2746581750
2009-03-20,2785266000
2009-03-23,2938570250
2009-03-24,2888424000
2009-03-25,2928541000
2009-03-26,3038862750
2009-03-27,2961494250
2009-03-30,2958628750
2009-03-31,2970090750
2009-04-01,3015938750
2009-04-02,3051757500
2009-04-03,3056055749
2009-04-06,3053190250
2009-04-07,2995880250
2009-04-08,3057488500
2009-04-09,3127693249
