,USB
2004-08-25,54057600000
2004-08-26,54620700000
2004-08-27,55033640000
2004-08-30,54677010000
2004-08-31,55371500000
2004-09-01,55240110000
2004-09-02,55371500000
2004-09-03,55446580000
2004-09-07,56310000000
2004-09-08,55859520000
2004-09-09,55052410000
2004-09-10,55202570000
2004-09-13,55446580000
2004-09-14,55315190000
2004-09-15,54451770000
2004-09-16,55089950000
2004-09-17,54883480000
2004-09-20,54470540000
2004-09-21,54864710000
2004-09-22,54151450000
2004-09-23,53682200000
2004-09-24,53663430000
2004-09-27,53400650000
2004-09-28,53475730000
2004-09-29,53400650000
2004-09-30,53522800000
2004-10-01,54208040000
2004-10-04,53522800000
2004-10-05,53856160000
2004-10-06,54393240000
2004-10-07,54133960000
2004-10-08,54485840000
2004-10-11,54578440000
2004-10-12,54022840000
2004-10-13,53874680000
2004-10-14,53226480000
2004-10-15,54393240000
2004-10-18,54522880000
2004-10-19,52689400000
2004-10-20,51985640000
2004-10-21,51856000000
2004-10-22,51596720000
2004-10-25,51393000000
2004-10-26,52393080000
2004-10-27,52059720000
2004-10-28,52578280000
2004-10-29,52985720000
2004-11-01,53133880000
2004-11-02,52985720000
2004-11-03,53726520000
2004-11-04,55041440000
2004-11-05,55134040000
2004-11-08,54911800000
2004-11-09,55022920000
2004-11-10,55374800000
2004-11-11,55800760000
2004-11-12,56448960000
2004-11-15,56189680000
2004-11-16,55671120000
2004-11-17,55615560000
2004-11-18,55041440000
2004-11-19,54819200000
2004-11-22,55115520000
2004-11-23,55541480000
2004-11-24,55374800000
2004-11-26,55448880000
2004-11-29,55208120000
2004-11-30,54874760000
2004-12-01,55837800000
2004-12-02,55819280000
2004-12-03,54948840000
2004-12-06,54930320000
2004-12-07,54430280000
2004-12-08,54615480000
2004-12-09,54448800000
2004-12-10,54448800000
2004-12-13,54634000000
2004-12-14,55004400000
2004-12-15,55430360000
2004-12-16,56078560000
2004-12-17,55374800000
2004-12-20,55319240000
2004-12-21,57189760000
2004-12-22,58375040000
2004-12-23,58282440000
2004-12-27,57912040000
2004-12-28,58393560000
2004-12-29,57708320000
2004-12-30,57689800000
2004-12-31,58004640000
2005-01-03,57504600000
2005-01-04,57226800000
2005-01-05,57523120000
2005-01-06,57393480000
2005-01-07,56393400000
2005-01-10,56226720000
2005-01-11,55837800000
2005-01-12,56208200000
2005-01-13,55745200000
2005-01-14,55911880000
2005-01-18,57467560000
2005-01-19,56597120000
2005-01-20,56152640000
2005-01-21,55485920000
2005-01-24,55560000000
2005-01-25,55930400000
2005-01-26,55948920000
2005-01-27,56134120000
2005-01-28,55189600000
2005-01-31,55652600000
2005-02-01,56356360000
2005-02-02,56726760000
2005-02-03,56319320000
2005-02-04,56411920000
2005-02-07,57023080000
2005-02-08,56708240000
2005-02-09,55930400000
2005-02-10,55782240000
2005-02-11,56115600000
2005-02-14,55985960000
2005-02-15,56023000000
2005-02-16,55467400000
2005-02-17,55022920000
2005-02-18,54467320000
2005-02-22,53967280000
2005-02-23,54967360000
2005-02-24,55189600000
2005-02-25,55282200000
2005-02-28,55097000000
2005-03-01,55356280000
2005-03-02,55078480000
2005-03-03,54541400000
2005-03-04,54911800000
2005-03-07,55171080000
2005-03-08,55208120000
2005-03-09,54634000000
2005-03-10,54819200000
2005-03-11,54745120000
2005-03-14,55226640000
2005-03-15,54911800000
2005-03-16,54411760000
2005-03-17,54115440000
2005-03-18,54245080000
2005-03-21,53726520000
2005-03-22,52596800000
2005-03-23,52652360000
2005-03-24,52411600000
2005-03-28,52689400000
2005-03-29,52448640000
2005-03-30,53022760000
2005-03-31,52827060000
2005-04-01,52240500000
2005-04-04,52258830000
2005-04-05,52368810000
2005-04-06,52992030000
2005-04-07,52827060000
2005-04-08,52020540000
2005-04-11,52075530000
2005-04-12,52918710000
2005-04-13,52423800000
2005-04-14,51452310000
2005-04-15,51269010000
2005-04-18,51818910000
2005-04-19,51177360000
2005-04-20,49784280000
2005-04-21,50004240000
2005-04-22,49857600000
2005-04-25,50645790000
2005-04-26,50554140000
2005-04-27,51140700000
2005-04-28,50370840000
2005-04-29,51140700000
2005-05-02,52185510000
2005-05-03,52093860000
2005-05-04,53120340000
2005-05-05,52698750000
2005-05-06,52093860000
2005-05-09,52423800000
2005-05-10,52038870000
2005-05-11,52368810000
2005-05-12,51947220000
2005-05-13,51818910000
2005-05-16,52863720000
2005-05-17,53175330000
2005-05-18,54550080000
2005-05-19,54513420000
2005-05-20,54531750000
2005-05-23,54275130000
2005-05-24,53835210000
2005-05-25,53780220000
2005-05-26,53981850000
2005-05-27,54128490000
2005-05-31,53761890000
2005-06-01,54165150000
2005-06-02,53981850000
2005-06-03,53651910000
2005-06-06,53798550000
2005-06-07,53211990000
2005-06-08,53450280000
2005-06-09,53615250000
2005-06-10,53340300000
2005-06-13,53578590000
2005-06-14,53560260000
2005-06-15,54036840000
2005-06-16,54110160000
2005-06-17,54110160000
2005-06-20,53743560000
2005-06-21,53578590000
2005-06-22,53871870000
2005-06-23,52973700000
2005-06-24,53413620000
2005-06-27,53706900000
2005-06-28,53615250000
2005-06-29,53835210000
2005-06-30,53231600000
2005-07-01,52958150000
2005-07-05,53304520000
2005-07-06,52684700000
2005-07-07,52830540000
2005-07-08,53359210000
2005-07-11,53814960000
2005-07-12,54070180000
2005-07-13,54325400000
2005-07-14,54562390000
2005-07-15,55856720000
2005-07-18,54926990000
2005-07-19,55382740000
2005-07-20,55382740000
2005-07-21,55291590000
2005-07-22,55765570000
2005-07-25,55437430000
2005-07-26,55291590000
2005-07-27,55236900000
2005-07-28,55273360000
2005-07-29,54799380000
2005-08-01,54507700000
2005-08-02,54708230000
2005-08-03,54762920000
2005-08-04,54288940000
2005-08-05,54051950000
2005-08-08,54197790000
2005-08-09,54781150000
2005-08-10,54890530000
2005-08-11,54781150000
2005-08-12,55091060000
2005-08-15,55382740000
2005-08-16,54671770000
2005-08-17,54398320000
2005-08-18,54398320000
2005-08-19,54507700000
2005-08-22,54799380000
2005-08-23,54197790000
2005-08-24,53486820000
2005-08-25,53650890000
2005-08-26,53067530000
2005-08-29,53286290000
2005-08-30,52830540000
2005-08-31,53268060000
2005-09-01,54471240000
2005-09-02,54234250000
2005-09-06,54635310000
2005-09-07,54416550000
2005-09-08,53887880000
2005-09-09,54471240000
2005-09-12,54343630000
2005-09-13,54143100000
2005-09-14,54015490000
2005-09-15,53979030000
2005-09-16,54598850000
2005-09-19,53778500000
2005-09-20,53523280000
2005-09-21,52593550000
2005-09-22,52757620000
2005-09-23,53031070000
2005-09-26,52611780000
2005-09-27,52575320000
2005-09-28,51590900000
2005-09-29,51645590000
2005-09-30,50572080000
2005-10-03,50193870000
2005-10-04,49653570000
2005-10-05,49887700000
2005-10-06,50175860000
2005-10-07,50211880000
2005-10-10,49797650000
2005-10-11,49797650000
2005-10-12,49977750000
2005-10-13,50536060000
2005-10-14,50355960000
2005-10-17,49833670000
2005-10-18,49743620000
2005-10-19,51724720000
2005-10-20,51094370000
2005-10-21,52102930000
2005-10-24,52337060000
2005-10-25,52192980000
2005-10-26,52589200000
2005-10-27,52012880000
2005-10-28,53255570000
2005-10-31,53273580000
2005-11-01,52877360000
2005-11-02,52499150000
2005-11-03,51868800000
2005-11-04,51670690000
2005-11-07,52391090000
2005-11-08,52589200000
2005-11-09,53363630000
2005-11-10,54372190000
2005-11-11,54696370000
2005-11-14,54120050000
2005-11-15,54011990000
2005-11-16,53597760000
2005-11-17,53975970000
2005-11-18,54030000000
2005-11-21,54570300000
2005-11-22,55128610000
2005-11-23,55110600000
2005-11-25,55326720000
2005-11-28,55434780000
2005-11-29,55632890000
2005-11-30,54534280000
2005-12-01,54588310000
2005-12-02,54894480000
2005-12-05,55308710000
2005-12-06,55002540000
2005-12-07,54174080000
2005-12-08,53975970000
2005-12-09,54282140000
2005-12-12,53885920000
2005-12-13,55038560000
2005-12-14,55218660000
2005-12-15,55434780000
2005-12-16,55686920000
2005-12-19,54714380000
2005-12-20,54786420000
2005-12-21,55020550000
2005-12-22,55632890000
2005-12-23,55650900000
2005-12-27,55614880000
2005-12-28,54606320000
2005-12-29,54264130000
2005-12-30,53831890000
2006-01-03,54534280000
2006-01-04,54732390000
2006-01-05,55002540000
2006-01-06,55434780000
2006-01-09,55452790000
2006-01-10,55200650000
2006-01-11,54966520000
2006-01-12,54732390000
2006-01-13,55092590000
2006-01-17,54084030000
2006-01-18,53903930000
2006-01-19,53381640000
2006-01-20,52283030000
2006-01-23,52517160000
2006-01-24,52553180000
2006-01-25,52535170000
2006-01-26,53327610000
2006-01-27,53615770000
2006-01-30,53471690000
2006-01-31,53867910000
2006-02-01,53723830000
2006-02-02,53165520000
2006-02-03,52769300000
2006-02-06,52967410000
2006-02-07,52859350000
2006-02-08,53255570000
2006-02-09,53345620000
2006-02-10,53957960000
2006-02-13,53921940000
2006-02-14,54354180000
2006-02-15,54606320000
2006-02-16,54840450000
2006-02-17,54876470000
2006-02-21,54426220000
2006-02-22,55452790000
2006-02-23,55686920000
2006-02-24,55704930000
2006-02-27,56047120000
2006-02-28,55668910000
2006-03-01,55921050000
2006-03-02,55290700000
2006-03-03,54750400000
2006-03-06,54624330000
2006-03-07,54912490000
2006-03-08,55038560000
2006-03-09,54822440000
2006-03-10,55254680000
2006-03-13,54858460000
2006-03-14,55578860000
2006-03-15,55867020000
2006-03-16,55993090000
2006-03-17,56119160000
2006-03-20,55975080000
2006-03-21,56011100000
2006-03-22,56173190000
2006-03-23,55722940000
2006-03-24,55650900000
2006-03-27,55668910000
2006-03-28,55326720000
2006-03-29,55452790000
2006-03-30,55110600000
2006-03-31,54320500000
2006-04-03,54356120000
2006-04-04,54498600000
2006-04-05,54854800000
2006-04-06,54890420000
2006-04-07,54320500000
2006-04-10,54267070000
2006-04-11,54106780000
2006-04-12,54017730000
2006-04-13,54178020000
2006-04-17,54106780000
2006-04-18,54409550000
2006-04-19,54320500000
2006-04-20,54498600000
2006-04-21,54373930000
2006-04-24,54320500000
2006-04-25,54124590000
2006-04-26,54480790000
2006-04-27,55175380000
2006-04-28,55994640000
2006-05-01,55121950000
2006-05-02,55335670000
2006-05-03,55300050000
2006-05-04,55638440000
2006-05-05,55852160000
2006-05-08,55852160000
2006-05-09,56208360000
2006-05-10,56671420000
2006-05-11,56475510000
2006-05-12,55869970000
2006-05-15,56101500000
2006-05-16,56208360000
2006-05-17,55567200000
2006-05-18,54943850000
2006-05-19,55389100000
2006-05-22,55424720000
2006-05-23,55282240000
2006-05-24,55175380000
2006-05-25,55032900000
2006-05-26,55264430000
2006-05-30,54783560000
2006-05-31,54979470000
2006-06-01,55763110000
2006-06-02,56422080000
2006-06-05,55674060000
2006-06-06,55709680000
2006-06-07,56208360000
2006-06-08,56243980000
2006-06-09,56243980000
2006-06-12,56119310000
2006-06-13,55923400000
2006-06-14,55389100000
2006-06-15,55745300000
2006-06-16,55709680000
2006-06-19,55602820000
2006-06-20,55442530000
2006-06-21,55585010000
2006-06-22,55495960000
2006-06-23,55246620000
2006-06-26,55531580000
2006-06-27,55211000000
2006-06-28,54836990000
2006-06-29,55175380000
2006-06-30,54688480000
2006-07-03,55148940000
2006-07-05,54936420000
2006-07-06,55131230000
2006-07-07,54883290000
2006-07-10,55148940000
2006-07-11,55202070000
2006-07-12,54865580000
2006-07-13,54387410000
2006-07-14,54493670000
2006-07-17,54936420000
2006-07-18,55042680000
2006-07-19,55875050000
2006-07-20,56211540000
2006-07-21,56335510000
2006-07-24,56654290000
2006-07-25,56477190000
2006-07-26,56459480000
2006-07-27,56052150000
2006-07-28,56672000000
2006-07-31,56672000000
2006-08-01,56494900000
2006-08-02,56530320000
2006-08-03,56973070000
2006-08-04,57221010000
2006-08-07,57203299999
2006-08-08,57132460000
2006-08-09,56884519999
2006-08-10,56866810000
2006-08-11,56494900000
2006-08-14,56654290000
2006-08-15,57185590000
2006-08-16,57380400000
2006-08-17,57539790000
2006-08-18,57557500000
2006-08-21,57256430000
2006-08-22,57415820000
2006-08-23,57079329999
2006-08-24,57433530000
2006-08-25,56884519999
2006-08-28,56849100000
2006-08-29,56672000000
2006-08-30,56512610000
2006-08-31,56795970000
2006-09-01,56760549999
2006-09-05,56884519999
2006-09-06,57097040000
2006-09-07,56725130000
2006-09-08,57008489999
2006-09-11,57415820000
2006-09-12,58177350000
2006-09-13,58106510000
2006-09-14,58443000000
2006-09-15,58903460000
2006-09-18,58602390000
2006-09-19,58513840000
2006-09-20,58708650000
2006-09-21,58673230000
2006-09-22,58690940000
2006-09-25,58903460000
2006-09-26,58921170000
2006-09-27,58761780000
2006-09-28,58974299999
2006-09-29,58832620000
2006-10-02,57956160000
2006-10-03,58289040000
2006-10-04,58569360000
2006-10-05,59024879999
2006-10-06,58989840000
2006-10-09,59094959999
2006-10-10,58762080000
2006-10-11,59322720000
2006-10-12,59340239999
2006-10-13,59147520000
2006-10-16,58849680000
2006-10-17,58236480000
2006-10-18,58254000000
2006-10-19,58569360000
2006-10-20,58569360000
2006-10-23,58989840000
2006-10-24,59182560000
2006-10-25,59515440000
2006-10-26,59673120000
2006-10-27,59568000000
2006-10-30,59568000000
2006-10-31,59287680000
2006-11-01,59059920000
2006-11-02,59077440000
2006-11-03,58814640000
2006-11-06,59059920000
2006-11-07,59235120000
2006-11-08,59375280000
2006-11-09,59305200000
2006-11-10,58972319999
2006-11-13,59042400000
2006-11-14,59077440000
2006-11-15,59024879999
2006-11-16,59515440000
2006-11-17,59410319999
2006-11-20,59585520000
2006-11-21,59427840000
2006-11-22,59200080000
2006-11-24,59077440000
2006-11-27,58639440000
2006-11-28,58499280000
2006-11-29,59165040000
2006-11-30,58937280000
2006-12-01,58972319999
2006-12-04,59357760000
2006-12-05,59568000000
2006-12-06,59918400000
2006-12-07,59708160000
2006-12-08,59497920000
2006-12-11,59568000000
2006-12-12,60233760000
2006-12-13,62336160000
2006-12-14,62826720000
2006-12-15,62704080000
2006-12-18,62984400000
2006-12-19,63282239999
2006-12-20,63877920000
2006-12-21,63825360000
2006-12-22,64210800000
2006-12-26,64280879999
2006-12-27,63737760000
2006-12-28,63615120000
2006-12-29,63404879999
2007-01-03,63369840000
2007-01-04,63422400000
2007-01-05,62669040000
2007-01-08,62458800000
2007-01-09,62423760000
2007-01-10,62388720000
2007-01-11,62213520000
2007-01-12,62283599999
2007-01-16,62634000000
2007-01-17,62651520000
2007-01-18,62318640000
2007-01-19,62125920000
2007-01-22,61828080000
2007-01-23,62020800000
2007-01-24,62231040000
2007-01-25,61793040000
2007-01-26,62266080000
2007-01-29,61985760000
2007-01-30,61898160000
2007-01-31,62371200000
2007-02-01,62353680000
2007-02-02,62739120000
2007-02-05,62581440000
2007-02-06,63107040000
2007-02-07,63089520000
2007-02-08,62949360000
2007-02-09,62791680000
2007-02-12,63107040000
2007-02-13,63510000000
2007-02-14,63422400000
2007-02-15,63685200000
2007-02-16,64158239999
2007-02-20,64263360000
2007-02-21,64175760000
2007-02-22,64193280000
2007-02-23,64035599999
2007-02-26,63842879999
2007-02-27,62388720000
2007-02-28,62476319999
2007-03-01,62318640000
2007-03-02,62003280000
2007-03-05,61565280000
2007-03-06,62388720000
2007-03-07,62143440000
2007-03-08,62283599999
2007-03-09,62248560000
2007-03-12,62476319999
2007-03-13,61320000000
2007-03-14,61144800000
2007-03-15,61670400000
2007-03-16,61495200000
2007-03-19,62055840000
2007-03-20,62336160000
2007-03-21,63124560000
2007-03-22,63072000000
2007-03-23,62914319999
2007-03-26,63089520000
2007-03-27,62371200000
2007-03-28,60917040000
2007-03-29,61337520000
2007-03-30,61267440000
2007-04-02,60187120000
2007-04-03,60812080000
2007-04-04,60239200000
2007-04-05,60273920000
2007-04-09,60204480000
2007-04-10,60412799999
2007-04-11,59857279999
2007-04-12,59735759999
2007-04-13,59839920000
2007-04-16,60586400000
2007-04-17,59996160000
2007-04-18,59718400000
2007-04-19,59596880000
2007-04-20,59978799999
2007-04-23,59614240000
2007-04-24,59249680000
2007-04-25,60013520000
2007-04-26,59978799999
2007-04-27,59978799999
2007-04-30,59631600000
2007-05-01,59701040000
2007-05-02,59892000000
2007-05-03,59631600000
2007-05-04,59874640000
2007-05-07,60100319999
2007-05-08,60117680000
2007-05-09,60430160000
2007-05-10,59718400000
2007-05-11,60169759999
2007-05-14,59735759999
2007-05-15,59961440000
2007-05-16,60030880000
2007-05-17,59961440000
2007-05-18,60378080000
2007-05-21,60030880000
2007-05-22,59753120000
2007-05-23,59666319999
2007-05-24,59336480000
2007-05-25,59701040000
2007-05-29,59839920000
2007-05-30,60256560000
2007-05-31,60030880000
2007-06-01,60117680000
2007-06-04,59909360000
2007-06-05,59892000000
2007-06-06,59562160000
2007-06-07,59076080000
2007-06-08,59388560000
2007-06-11,59544799999
2007-06-12,58763600000
2007-06-13,59284400000
2007-06-14,58919839999
2007-06-15,59232319999
2007-06-18,59371200000
2007-06-19,59701040000
2007-06-20,58954560000
2007-06-21,58676799999
2007-06-22,58017120000
2007-06-25,57965040000
2007-06-26,58156000000
2007-06-27,57947680000
2007-06-28,57635200000
2007-06-29,57201200000
2007-07-02,57252749999
2007-07-03,57787500000
2007-07-05,57580500000
2007-07-06,57597750000
2007-07-09,57528750000
2007-07-10,56649000000
2007-07-11,56459249999
2007-07-12,57149250000
2007-07-13,57235500000
2007-07-16,57270000000
2007-07-17,56700749999
2007-07-18,56027999999
2007-07-19,55769250000
2007-07-20,55010250000
2007-07-23,54768750000
2007-07-24,53302500000
2007-07-25,53716500000
2007-07-26,52543500000
2007-07-27,51732750000
2007-07-30,52716000000
2007-07-31,51663750000
2007-08-01,52578000000
2007-08-02,52440000000
2007-08-03,50473500000
2007-08-06,53682000000
2007-08-07,53889000000
2007-08-08,53475000000
2007-08-09,51543000000
2007-08-10,51681000000
2007-08-13,51405000000
2007-08-14,50973750000
2007-08-15,51198000000
2007-08-16,54216750000
2007-08-17,56597250000
2007-08-20,56252250000
2007-08-21,56373000000
2007-08-22,56873250000
2007-08-23,56597250000
2007-08-24,57011249999
2007-08-27,56666250000
2007-08-28,54855000000
2007-08-29,55734750000
2007-08-30,55527749999
2007-08-31,55803750000
2007-09-04,55631250000
2007-09-05,54579000000
2007-09-06,54889500000
2007-09-07,54268500000
2007-09-10,54044250000
2007-09-11,54682500000
2007-09-12,54924000000
2007-09-13,55545000000
2007-09-14,55665750000
2007-09-17,55700250000
2007-09-18,57994499999
2007-09-19,58615499999
2007-09-20,57580500000
2007-09-21,57097500000
2007-09-24,56787000000
2007-09-25,56683500000
2007-09-26,55752000000
2007-09-27,56442000000
2007-09-28,56114250000
2007-10-01,57711540000
2007-10-02,58075049999
2007-10-03,57971190000
2007-10-04,57988500000
2007-10-05,58352010000
2007-10-08,57867330000
2007-10-09,57936570000
2007-10-10,57174930000
2007-10-11,56794110000
2007-10-12,56915280000
2007-10-15,56274810000
2007-10-16,55997850000
2007-10-17,56430600000
2007-10-18,55668959999
2007-10-19,54128370000
2007-10-22,54526500000
2007-10-23,54872700000
2007-10-24,54457260000
2007-10-25,54595740000
2007-10-26,56049780000
2007-10-29,56274810000
2007-10-30,56603700000
2007-10-31,57399959999
2007-11-01,54855390000
2007-11-02,54180300000
2007-11-05,54076440000
2007-11-06,55115040000
2007-11-07,52812810000
2007-11-08,54093750000
2007-11-09,53522520000
2007-11-12,54076440000
2007-11-13,56153639999
2007-11-14,55997850000
2007-11-15,54699600000
2007-11-16,54405330000
2007-11-19,53591760000
2007-11-20,53609070000
2007-11-21,52778190000
2007-11-23,54024510000
2007-11-26,52795500000
2007-11-27,53764860000
2007-11-28,56413290000
2007-11-29,56534459999
2007-11-30,57278790000
2007-12-03,57001830000
2007-12-04,56205570000
2007-12-05,56499840000
2007-12-06,57365340000
2007-12-07,56880660000
2007-12-10,58126980000
2007-12-11,56863350000
2007-12-12,57469200000
2007-12-13,57503820000
2007-12-14,56569080000
2007-12-17,55063110000
2007-12-18,54734220000
2007-12-19,54682290000
2007-12-20,54699600000
2007-12-21,55876680000
2007-12-24,56326740000
2007-12-26,56326740000
2007-12-27,54699600000
2007-12-28,55063110000
2007-12-31,54941940000
2008-01-02,53972580000
2008-01-03,52501230000
2008-01-04,50960640000
2008-01-07,51428010000
2008-01-08,49229640000
2008-01-09,50233620000
2008-01-10,51878070000
2008-01-11,51670350000
2008-01-14,52483920000
2008-01-15,52657020000
2008-01-16,53730240000
2008-01-17,52310820000
2008-01-18,52258890000
2008-01-22,53124390000
2008-01-23,56603700000
2008-01-24,57884639999
2008-01-25,57053760000
2008-01-28,58213530000
2008-01-29,58715520000
2008-01-30,58144290000
2008-01-31,58767450000
2008-02-01,58854000000
2008-02-04,57174930000
2008-02-05,55495860000
2008-02-06,55547790000
2008-02-07,56465219999
2008-02-08,55980540000
2008-02-11,55547790000
2008-02-12,56603700000
2008-02-13,57019139999
2008-02-14,56153639999
2008-02-15,56569080000
2008-02-19,56101709999
2008-02-20,56603700000
2008-02-21,55772820000
2008-02-22,56967209999
2008-02-25,57226860000
2008-02-26,57555750000
2008-02-27,57953879999
2008-02-28,56811420000
2008-02-29,55426620000
2008-03-03,55305450000
2008-03-04,55097730000
2008-03-05,55011180000
2008-03-06,53834100000
2008-03-07,53453280000
2008-03-10,52951290000
2008-03-11,56863350000
2008-03-12,55945920000
2008-03-13,56551770000
2008-03-14,54647670000
2008-03-17,56413290000
2008-03-18,58230840000
2008-03-19,57001830000
2008-03-20,59754120000
2008-03-24,60013770000
2008-03-25,60256110000
2008-03-26,58680900000
2008-03-27,57261480000
2008-03-28,56534459999
2008-03-31,56306400000
2008-04-01,59177400000
2008-04-02,58394400000
2008-04-03,58829400000
2008-04-04,57768000000
2008-04-07,57768000000
2008-04-08,57054600000
2008-04-09,56463000000
2008-04-10,57333000000
2008-04-11,56758799999
2008-04-14,55105800000
2008-04-15,56045400000
2008-04-16,57594000000
2008-04-17,58046400000
2008-04-18,58394400000
2008-04-21,57889800000
2008-04-22,58116000000
2008-04-23,58150800000
2008-04-24,59977800000
2008-04-25,60708600000
2008-04-28,60291000000
2008-04-29,59629800000
2008-04-30,58968600000
2008-05-01,60778200000
2008-05-02,60204000000
2008-05-05,59960400000
2008-05-06,59769000000
2008-05-07,58638000000
2008-05-08,58307400000
2008-05-09,58376999999
2008-05-12,59508000000
2008-05-13,59142600000
2008-05-14,59681999999
2008-05-15,59856000000
2008-05-16,59003399999
2008-05-19,59038200000
2008-05-20,57941999999
2008-05-21,57315599999
2008-05-22,57837600000
2008-05-23,56863200000
2008-05-27,57280800000
2008-05-28,57228600000
2008-05-29,57907200000
2008-05-30,57750599999
2008-06-02,57019800000
2008-06-03,57141600000
2008-06-04,57141600000
2008-06-05,58324800000
2008-06-06,55801800000
2008-06-09,53853000000
2008-06-10,54340200000
2008-06-11,53157000000
2008-06-12,54148800000
2008-06-13,53644200000
2008-06-16,54601200000
2008-06-17,53365800000
2008-06-18,52217400000
2008-06-19,52060800000
2008-06-20,51625800000
2008-06-23,50286000000
2008-06-24,52078200000
2008-06-25,52095600000
2008-06-26,49851000000
2008-06-27,49259400000
2008-06-30,48612270000
2008-07-01,49501200000
2008-07-02,48978300000
2008-07-03,48228810000
2008-07-07,46904130000
2008-07-08,48873720000
2008-07-09,46172070000
2008-07-10,45701460000
2008-07-11,44864820000
2008-07-14,40664190000
2008-07-15,39566100000
2008-07-16,46607820000
2008-07-17,48002220000
2008-07-18,49483770000
2008-07-21,47496750000
2008-07-22,52952340000
2008-07-23,53335800000
2008-07-24,50599290000
2008-07-25,50372700000
2008-07-28,48542550000
2008-07-29,52324860000
2008-07-30,54085290000
2008-07-31,53353230000
2008-08-01,53684400000
2008-08-04,53109210000
2008-08-05,55653990000
2008-08-06,55462260000
2008-08-07,53039490000
2008-08-08,54834780000
2008-08-11,55741140000
2008-08-12,53144070000
2008-08-13,52359720000
2008-08-14,53422950000
2008-08-15,55043940000
2008-08-18,53457810000
2008-08-19,51279060000
2008-08-20,53039490000
2008-08-21,52568880000
2008-08-22,54799920000
2008-08-25,52690890000
2008-08-26,53109210000
2008-08-27,54137580000
2008-08-28,55985159999
2008-08-29,55531980000
2008-09-02,56420909999
2008-09-03,57431850000
2008-09-04,55165950000
2008-09-05,57065820000
2008-09-08,59157419999
2008-09-09,55880580000
2008-09-10,55514550000
2008-09-11,58634520000
2008-09-12,58965690000
2008-09-15,57553860000
2008-09-16,61475610000
2008-09-17,58111620000
2008-09-18,64090110000
2008-09-19,66216570000
2008-09-22,61005000000
2008-09-23,59279430000
2008-09-24,59000550000
2008-09-25,61545330000
2008-09-26,63096600000
2008-09-29,57083250000
2008-09-30,63179080000
2008-10-01,64336720000
2008-10-02,63687740000
2008-10-03,61495240000
2008-10-06,61039199999
2008-10-07,55777200000
2008-10-08,54075820000
2008-10-09,50743220000
2008-10-10,53251440000
2008-10-13,54812500000
2008-10-14,55180840000
2008-10-15,52848020000
2008-10-16,54145980000
2008-10-17,53584700000
2008-10-20,54584480000
2008-10-21,52970800000
2008-10-22,49304940000
2008-10-23,50304720000
2008-10-24,51655300000
2008-10-27,50550280000
2008-10-28,54058280000
2008-10-29,50918620000
2008-10-30,50515200000
2008-10-31,52286740000
2008-11-03,53146200000
2008-11-04,56478800000
2008-11-05,52146420000
2008-11-06,49164620000
2008-11-07,47726340000
2008-11-10,48252540000
2008-11-11,46656400000
2008-11-12,44148180000
2008-11-13,48024520000
2008-11-14,46130200000
2008-11-17,45253200000
2008-11-18,45130420000
2008-11-19,41429480000
2008-11-20,38798480000
2008-11-21,39517620000
2008-11-24,44025400000
2008-11-25,44253420000
2008-11-26,46410840000
2008-11-28,47322920000
2008-12-01,41587340000
2008-12-02,45200580000
2008-12-03,48954140000
2008-12-04,47165060000
2008-12-05,50708140000
2008-12-08,51725460000
2008-12-09,49287400000
2008-12-10,48533180000
2008-12-11,43586900000
2008-12-12,45323360000
2008-12-15,41973220000
2008-12-16,45726780000
2008-12-17,44200800000
2008-12-18,43025620000
2008-12-19,43586900000
2008-12-22,41341780000
2008-12-23,40587560000
2008-12-24,42078460000
2008-12-26,42534500000
2008-12-29,41587340000
2008-12-30,42288940000
2008-12-31,43867540000
2009-01-02,44288500000
2009-01-05,42113540000
2009-01-06,41657500000
2009-01-07,40990980000
2009-01-08,40622640000
2009-01-09,39201900000
2009-01-12,38026720000
2009-01-13,38921260000
2009-01-14,36956780000
2009-01-15,33361080000
2009-01-16,32133280000
2009-01-20,26906360000
2009-01-21,28221860000
2009-01-22,24345520000
2009-01-23,25678560000
2009-01-26,22819540000
2009-01-27,24029800000
2009-01-28,26818660000
2009-01-29,25818880000
2009-01-30,26029360000
2009-02-02,26801120000
2009-02-03,24748940000
2009-02-04,24854180000
2009-02-05,26292460000
2009-02-06,28397260000
2009-02-09,29309340000
2009-02-10,25257600000
2009-02-11,26292460000
2009-02-12,23959640000
2009-02-13,21749600000
2009-02-17,18820420000
2009-02-18,19329080000
2009-02-19,19083520000
2009-02-20,18557320000
2009-02-23,19872820000
2009-02-24,21995160000
2009-02-25,22381040000
2009-02-26,26152140000
2009-02-27,25099740000
2009-03-02,22977400000
2009-03-03,22065320000
2009-03-04,19311540000
2009-03-05,15803540000
2009-03-06,15470280000
2009-03-09,17873260000
2009-03-10,19995600000
2009-03-11,21784680000
2009-03-12,24135040000
2009-03-13,23801780000
2009-03-16,24170120000
2009-03-17,25468080000
2009-03-18,27765820000
2009-03-19,25012040000
2009-03-20,23538680000
2009-03-23,28046460000
2009-03-24,26292460000
2009-03-25,28116620000
2009-03-26,29221640000
2009-03-27,27432560000
2009-03-30,24170120000
2009-03-31,26780130000
2009-04-01,27330030000
2009-04-02,28558140000
2009-04-03,29273010000
2009-04-06,27934920000
2009-04-07,26431860000
2009-04-08,26321880000
2009-04-09,32334120000
2009-04-13,33012330000
