,CINF
2013-11-26,8730733000
2013-11-27,8773815000
2013-11-29,8684337000
2013-12-02,8641255000
2013-12-03,8593202000
2013-12-04,8563376000
2013-12-05,8515323000
2013-12-06,8662796000
2013-12-09,8656168000
2013-12-10,8619714000
2013-12-11,8515323000
2013-12-12,8505381000
2013-12-13,8487154000
2013-12-16,8422531000
2013-12-17,8396019000
2013-12-18,8536864000
2013-12-19,8516980000
2013-12-20,8618057000
2013-12-23,8624685000
2013-12-24,8652854000
2013-12-26,8679366000
2013-12-27,8613086000
2013-12-30,8657825000
2013-12-31,8557258000
2014-01-02,8406930000
2014-01-03,8354642000
2014-01-06,8333400000
2014-01-07,8341570000
2014-01-08,8315426000
2014-01-09,8351374000
2014-01-10,8357910000
2014-01-13,8253334000
2014-01-14,8300720000
2014-01-15,8312158000
2014-01-16,8253334000
2014-01-17,8254968000
2014-01-21,8248431999
2014-01-22,8284380000
2014-01-23,8192876000
2014-01-24,7975554000
2014-01-27,7969018000
2014-01-28,8049084000
2014-01-29,7942874000
2014-01-30,8044181999
2014-01-31,7916730000
2014-02-03,7779474000
2014-02-04,7720650000
2014-02-05,7696140000
2014-02-06,7387314000
2014-02-07,7472281999
2014-02-10,7480452000
2014-02-11,7568688000
2014-02-12,7599734000
2014-02-13,7666728000
2014-02-14,7679800000
2014-02-18,7707578000
2014-02-19,7607904000
2014-02-20,7645486000
2014-02-21,7638950000
2014-02-24,7622610000
2014-02-25,7604636000
2014-02-26,7591564000
2014-02-27,7622610000
2014-02-28,7660192000
2014-03-03,7591564000
2014-03-04,7699408000
2014-03-05,7694506000
2014-03-06,7786010000
2014-03-07,7817056000
2014-03-10,7789278000
2014-03-11,7750062000
2014-03-12,7782742000
2014-03-13,7709212000
2014-03-14,7728820000
2014-03-17,7681434000
2014-03-18,7748428000
2014-03-19,7691238000
2014-03-20,7774572000
2014-03-21,7830128000
2014-03-24,7839931999
2014-03-25,7835030000
2014-03-26,7844834000
2014-03-27,7818690000
2014-03-28,7884050000
2014-03-31,7955909999
2014-04-01,7820205000
2014-04-02,7870890000
2014-04-03,7888875000
2014-04-04,7879065000
2014-04-07,7762979999
2014-04-08,7766250000
2014-04-09,7823475000
2014-04-10,7771155000
2014-04-11,7702485000
2014-04-14,7802220000
2014-04-15,7874159999
2014-04-16,7980435000
2014-04-17,7973895000
2014-04-21,7959180000
2014-04-22,7996784999
2014-04-23,8070360000
2014-04-24,8127585000
2014-04-25,7848000000
2014-04-28,7890510000
2014-04-29,7903590000
2014-04-30,7965720000
2014-05-01,8009865000
2014-05-02,8026215000
2014-05-05,8014770000
2014-05-06,7957545000
2014-05-07,8063820000
2014-05-08,8045835000
2014-05-09,8032755000
2014-05-12,8054010000
2014-05-13,8055645000
2014-05-14,7996784999
2014-05-15,7915034999
2014-05-16,7911765000
2014-05-19,7993515000
2014-05-20,7926479999
2014-05-21,7965720000
2014-05-22,7952640000
2014-05-23,7947735000
2014-05-27,7977165000
2014-05-28,7960815000
2014-05-29,7986975000
2014-05-30,8014770000
2014-06-02,7957545000
2014-06-03,7937925000
2014-06-04,7985340000
2014-06-05,8031120000
2014-06-06,8058915000
2014-06-09,8054010000
2014-06-10,8044200000
2014-06-11,8003325000
2014-06-12,7996784999
2014-06-13,7993515000
2014-06-16,7908495000
2014-06-17,7941195000
2014-06-18,7967354999
2014-06-19,7968990000
2014-06-20,7977165000
2014-06-23,7954275000
2014-06-24,7895415000
2014-06-25,7877430000
2014-06-26,7830015000
2014-06-27,7828380000
2014-06-30,7854540000
2014-07-01,7910130000
2014-07-02,7890510000
2014-07-03,7928115000
2014-07-07,7906860000
2014-07-08,7877430000
2014-07-09,7846365000
2014-07-10,7805490000
2014-07-11,7789140000
2014-07-14,7867620000
2014-07-15,7880700000
2014-07-16,7879065000
2014-07-17,7816935000
2014-07-18,7897050000
2014-07-21,7928115000
2014-07-22,7833284999
2014-07-23,7854540000
2014-07-24,7852905000
2014-07-25,7800585000
2014-07-28,7831650000
2014-07-29,7753170000
2014-07-30,7617465000
2014-07-31,7524270000
2014-08-01,7507920000
2014-08-04,7597845000
2014-08-05,7560240000
2014-08-06,7607655000
2014-08-07,7573320000
2014-08-08,7668150000
2014-08-11,7689405000
2014-08-12,7713930000
2014-08-13,7743360000
2014-08-14,7818570000
2014-08-15,7821840000
2014-08-18,7834920000
2014-08-19,7849635000
2014-08-20,7862715000
2014-08-21,7937925000
2014-08-22,7887240000
2014-08-25,7949370000
2014-08-26,7933020000
2014-08-27,7923210000
2014-08-28,7885604999
2014-08-29,7862715000
2014-09-02,7893780000
2014-09-03,7857810000
2014-09-04,7872525000
2014-09-05,7955909999
2014-09-08,7928115000
2014-09-09,7857810000
2014-09-10,7872525000
2014-09-11,7888875000
2014-09-12,7854540000
2014-09-15,7833284999
2014-09-16,7838190000
2014-09-17,7846365000
2014-09-18,7885604999
2014-09-19,7910130000
2014-09-22,7859445000
2014-09-23,7744995000
2014-09-24,7808760000
2014-09-25,7679595000
2014-09-26,7720470000
2014-09-29,7738455000
2014-09-30,7777365000
2014-10-01,7706286000
2014-10-02,7742652000
2014-10-03,7873239000
2014-10-06,7845138000
2014-10-07,7731081000
2014-10-08,7866627000
2014-10-09,7717857000
2014-10-10,7727775000
2014-10-13,7671572999
2014-10-14,7701327000
2014-10-15,7621983000
2014-10-16,7617024000
2014-10-17,7737693000
2014-10-20,7793895000
2014-10-21,7969113000
2014-10-22,7954236000
2014-10-23,7983990000
2014-10-24,8056722000
2014-10-27,8101353000
2014-10-28,8150943000
2014-10-29,8172432000
2014-10-30,8251776000
2014-10-31,8342691000
2014-11-03,8364180000
2014-11-04,8415422999
2014-11-05,8448483000
2014-11-06,8460054000
2014-11-07,8448483000
2014-11-10,8501379000
2014-11-11,8460054000
2014-11-12,8474931000
2014-11-13,8491461000
2014-11-14,8436912000
2014-11-17,8426993999
2014-11-18,8423688000
2014-11-19,8393934000
2014-11-20,8413770000
2014-11-21,8445177000
2014-11-24,8481543000
2014-11-25,8341038000
2014-11-26,8410464000
2014-11-28,8422035000
2014-12-01,8398893000
2014-12-02,8476584000
2014-12-03,8491461000
2014-12-04,8496420000
2014-12-05,8517909000
2014-12-08,8635272000
2014-12-09,8615436000
2014-12-10,8519562000
2014-12-11,8574111000
2014-12-12,8412117000
2014-12-15,8269959000
2014-12-16,8268306000
2014-12-17,8387322000
2014-12-18,8514603000
2014-12-19,8526174000
2014-12-22,8593947000
2014-12-23,8656761000
2014-12-24,8625354000
2014-12-26,8646843000
2014-12-29,8661720000
2014-12-30,8668332000
2014-12-31,8500120000
2015-01-02,8464040000
2015-01-05,8342680000
2015-01-06,8278719999
2015-01-07,8391880000
2015-01-08,8570640000
2015-01-09,8477160000
2015-01-12,8427960000
2015-01-13,8423040000
2015-01-14,8350880000
2015-01-15,8349239999
2015-01-16,8487000000
2015-01-20,8423040000
2015-01-21,8405000000
2015-01-22,8616560000
2015-01-23,8536200000
2015-01-26,8608360000
2015-01-27,8560800000
2015-01-28,8416480000
2015-01-29,8511600000
2015-01-30,8283640000
2015-02-02,8436160000
2015-02-03,8544400000
2015-02-04,8605080000
2015-02-05,8509960000
2015-02-06,8518160000
2015-02-09,8465680000
2015-02-10,8447640000
2015-02-11,8491920000
2015-02-12,8559160000
2015-02-13,8603440000
2015-02-17,8606720000
2015-02-18,8573920000
2015-02-19,8585400000
2015-02-20,8623120000
2015-02-23,8619840000
2015-02-24,8695280000
2015-02-25,8680520000
2015-02-26,8693640000
2015-02-27,8652640000
2015-03-02,8696920000
2015-03-03,8659200000
2015-03-04,8588680000
2015-03-05,8651000000
2015-03-06,8605080000
2015-03-09,8649360000
2015-03-10,8495200000
2015-03-11,8554239999
2015-03-12,8749400000
2015-03-13,8711680000
2015-03-16,8801880000
2015-03-17,8770720000
2015-03-18,8865840000
2015-03-19,8821560000
2015-03-20,8956040000
2015-03-23,8936360000
2015-03-24,8860920000
2015-03-25,8706760000
2015-03-26,8688720000
2015-03-27,8680520000
2015-03-30,8795320000
2015-03-31,8743248000
2015-04-01,8741607000
2015-04-02,8774427000
2015-04-06,8854836000
2015-04-07,8756376000
2015-04-08,8815452000
2015-04-09,8777709000
2015-04-10,8782632000
2015-04-13,8787555000
2015-04-14,8831862000
2015-04-15,8812170000
2015-04-16,8789196000
2015-04-17,8625096000
2015-04-20,8659557000
2015-04-21,8564379000
2015-04-22,8559455999
2015-04-23,8582430000
2015-04-24,8625096000
2015-04-27,8575866000
2015-04-28,8648070000
2015-04-29,8370741000
2015-04-30,8310024000
2015-05-01,8347767000
2015-05-04,8416689000
2015-05-05,8355972000
2015-05-06,8334639000
2015-05-07,8362536000
2015-05-08,8447867999
2015-05-11,8390433000
2015-05-12,8334639000
2015-05-13,8305101000
2015-05-14,8390433000
2015-05-15,8347767000
2015-05-18,8406842999
2015-05-19,8436380999
2015-05-20,8428176000
2015-05-21,8408484000
2015-05-22,8359254000
2015-05-26,8285409000
2015-05-27,8364177000
2015-05-28,8387151000
2015-05-29,8300178000
2015-06-01,8285409000
2015-06-02,8316588000
2015-06-03,8396997000
2015-06-04,8296896000
2015-06-05,8291973000
2015-06-08,8224692000
2015-06-09,8234538000
2015-06-10,8398638000
2015-06-11,8475765000
2015-06-12,8405202000
2015-06-15,8264076000
2015-06-16,8346126000
2015-06-17,8354330999
2015-06-18,8475765000
2015-06-19,8396997000
2015-06-22,8433099000
2015-06-23,8460996000
2015-06-24,8362536000
2015-06-25,8282127000
2015-06-26,8354330999
2015-06-29,8163975000
2015-06-30,8229520000
2015-07-01,8616560000
2015-07-02,8593600000
2015-07-06,8583760000
2015-07-07,8660840000
2015-07-08,8637880000
2015-07-09,8687080000
2015-07-10,8800240000
2015-07-13,8874040000
2015-07-14,8883880000
2015-07-15,8785480000
2015-07-16,8836320000
2015-07-17,8783840000
2015-07-20,8787120000
2015-07-21,8782200000
2015-07-22,8810080000
2015-07-23,8744480000
2015-07-24,8701840000
2015-07-27,8682160000
2015-07-28,8708400000
2015-07-29,8882240000
2015-07-30,9064280000
2015-07-31,9054440000
2015-08-03,9077400000
2015-08-04,9090520000
2015-08-05,9110200000
2015-08-06,9061000000
2015-08-07,9074120000
2015-08-10,9157760000
2015-08-11,9177440000
2015-08-12,9221720000
2015-08-13,9229920000
2015-08-14,9288960000
2015-08-17,9279120000
2015-08-18,9329960000
2015-08-19,9252880000
2015-08-20,9113480000
2015-08-21,8833040000
2015-08-24,8408280000
2015-08-25,8349239999
2015-08-26,8557520000
2015-08-27,8721520000
2015-08-28,8657560000
2015-08-31,8582120000
2015-09-01,8357440000
2015-09-02,8578840000
2015-09-03,8659200000
2015-09-04,8513239999
2015-09-08,8719880000
2015-09-09,8660840000
2015-09-10,8695280000
2015-09-11,8762520000
2015-09-14,8677240000
2015-09-15,8774000000
2015-09-16,8823200000
2015-09-17,8810080000
2015-09-18,8660840000
2015-09-21,8760880000
2015-09-22,8673960000
2015-09-23,8703480000
2015-09-24,8729720000
2015-09-25,8767440000
2015-09-28,8673960000
2015-09-29,8736280000
2015-09-30,8834526298
2015-10-01,8793473667
2015-10-02,8877221035
2015-10-05,9039789456
2015-10-06,8970821035
2015-10-07,9072631561
2015-10-08,9231915771
2015-10-09,9223705245
2015-10-12,9307452613
2015-10-13,9187578929
2015-10-14,9149810508
2015-10-15,9279536824
2015-10-16,9341936824
2015-10-19,9420757876
2015-10-20,9479873665
2015-10-21,9519284192
2015-10-22,9652294718
2015-10-23,9694989455
2015-10-26,9716336823
2015-10-27,9729473665
2015-10-28,9982357875
2015-10-29,10048042085
2015-10-30,9890399980
2015-11-02,9942947349
2015-11-03,9910105244
2015-11-04,9928168401
2015-11-05,9947873665
2015-11-06,9993852612
2015-11-09,9887115770
2015-11-10,9946231559
2015-11-11,9961010507
2015-11-12,9846063138
2015-11-13,9773810507
2015-11-16,9896968402
2015-11-17,9850989454
2015-11-18,9941305244
2015-11-19,9975789454
2015-11-20,10020126296
2015-11-23,10090736822
2015-11-24,10062821033
2015-11-25,9993852612
2015-11-27,10029978928
2015-11-30,10034905243
2015-12-01,10094021033
2015-12-02,10006989454
2015-12-03,9859199981
2015-12-04,10097305243
2015-12-07,10079242085
2015-12-08,10021768401
2015-12-09,9888757875
2015-12-10,9850989454
2015-12-11,9711410507
2015-12-14,9685136823
2015-12-15,9811578928
2015-12-16,9959368401
2015-12-17,9795157875
2015-12-18,9519284192
2015-12-21,9578399981
2015-12-22,9754105244
2015-12-23,9749178928
2015-12-24,9791873665
2015-12-28,9860842086
2015-12-29,9941305244
2015-12-30,9869052612
2015-12-31,9715714000
2016-01-04,9448068000
2016-01-05,9503896000
2016-01-06,9374178000
2016-01-07,9165644000
2016-01-08,9118026000
2016-01-11,9177138000
2016-01-12,9239534000
2016-01-13,9070408000
2016-01-14,9226398000
2016-01-15,9050704000
2016-01-19,9070408000
2016-01-20,8942332000
2016-01-21,8884862000
2016-01-22,9027716000
2016-01-25,8893072000
2016-01-26,9017864000
2016-01-27,9001444000
2016-01-28,9147582000
2016-01-29,9462846000
2016-02-01,9490760000
2016-02-02,9334770000
2016-02-03,9352832000
2016-02-04,9694368000
2016-02-05,9893050000
2016-02-08,10004706000
2016-02-09,10055608000
2016-02-10,10065460000
2016-02-11,9935742000
2016-02-12,10142634000
2016-02-16,10198462000
2016-02-17,10254290000
2016-02-18,10259216000
2016-02-19,10273994000
2016-02-22,10357736000
2016-02-23,10301908000
2016-02-24,10331464000
2016-02-25,10467750000
2016-02-26,10438194000
2016-02-29,10367588000
2016-03-01,10520293999
2016-03-02,10551492000
2016-03-03,10590900000
2016-03-04,10594184000
2016-03-07,10541640000
2016-03-08,10513726000
2016-03-09,10507158000
2016-03-10,10526862000
2016-03-11,10820780000
2016-03-14,10702556000
2016-03-15,10691062000
2016-03-16,10727186000
2016-03-17,10804360000
2016-03-18,10801076000
2016-03-21,10709124000
2016-03-22,10697630000
2016-03-23,10687778000
2016-03-24,10630308000
2016-03-28,10710766000
2016-03-29,10797792000
2016-03-30,10815854000
2016-03-31,10751720000
2016-04-01,10850419999
2016-04-04,10769815000
2016-04-05,10633280000
2016-04-06,10731980000
2016-04-07,10578995000
2016-04-08,10634925000
2016-04-11,10653020000
2016-04-12,10801070000
2016-04-13,10868514999
2016-04-14,10824100000
2016-04-15,10837260000
2016-04-18,10848775000
2016-04-19,10860290000
2016-04-20,10799425000
2016-04-21,10529645000
2016-04-22,10625055000
2016-04-25,10620120000
2016-04-26,10610250000
2016-04-27,10904705000
2016-04-28,10875095000
2016-04-29,10858645000
2016-05-02,10942540000
2016-05-03,10934315000
2016-05-04,10875095000
2016-05-05,10963925000
2016-05-06,10983665000
2016-05-09,11064270000
2016-05-10,11174485000
2016-05-11,11060980000
2016-05-12,11207385000
2016-05-13,11135005000
2016-05-16,11174485000
2016-05-17,10973794999
2016-05-18,11146520000
2016-05-19,11128425000
2016-05-20,11212320000
2016-05-23,11139940000
2016-05-24,11335695000
2016-05-25,11301150000
2016-05-26,11291280000
2016-05-27,11396560000
2016-05-31,11366950000
2016-06-01,11409720000
2016-06-02,11452490000
2016-06-03,11431105000
2016-06-06,11414655000
2016-06-07,11444264999
2016-06-08,11539675000
2016-06-09,11636730000
2016-06-10,11592315000
2016-06-13,11477165000
2016-06-14,11460715000
2016-06-15,11363660000
2016-06-16,11464005000
2016-06-17,11383400000
2016-06-20,11467294999
2016-06-21,11580800000
2016-06-22,11610410000
2016-06-23,11814389999
2016-06-24,11549544999
2016-06-27,11426169999
2016-06-28,11751880000
2016-06-29,11988760000
2016-06-30,12326894000
2016-07-01,12287390000
2016-07-05,12312080000
2016-07-06,12348292000
2016-07-07,12340062000
2016-07-08,12460220000
2016-07-11,12535936000
2016-07-12,12524414000
2016-07-13,12542520000
2016-07-14,12634696000
2016-07-15,12503015999
2016-07-18,12427300000
2016-07-19,12371336000
2016-07-20,12330186000
2016-07-21,12190276000
2016-07-22,12328540000
2016-07-25,12335124000
2016-07-26,12325248000
2016-07-27,12317018000
2016-07-28,12384504000
2016-07-29,12295620000
2016-08-01,12358168000
2016-08-02,12326894000
2016-08-03,12354876000
2016-08-04,12356521999
2016-08-05,12501370000
2016-08-08,12511246000
2016-08-09,12501370000
2016-08-10,12509600000
2016-08-11,12516184000
2016-08-12,12476680000
2016-08-15,12503015999
2016-08-16,12399318000
2016-08-17,12415778000
2016-08-18,12526060000
2016-08-19,12509600000
2016-08-22,12509600000
2016-08-23,12507954000
2016-08-24,12517830000
2016-08-25,12656094000
2016-08-26,12542520000
2016-08-29,12733456000
2016-08-30,12731810000
2016-08-31,12692306000
2016-09-01,12716996000
2016-09-02,12814110000
2016-09-06,12807526000
2016-09-07,12786128000
2016-09-08,12746624000
2016-09-09,12427300000
2016-09-12,12637988000
2016-09-13,12456928000
2016-09-14,12333478000
2016-09-15,12465158000
2016-09-16,12300558000
2016-09-19,12305496000
2016-09-20,12305496000
2016-09-21,12438821999
2016-09-22,12527706000
2016-09-23,12338415999
2016-09-26,12249532000
2016-09-27,12389442000
2016-09-28,12491494000
2016-09-29,12269284000
2016-09-30,12363934408
2016-10-03,12206557359
2016-10-04,12104918015
2016-10-05,12139344245
2016-10-06,12162295064
2016-10-07,12322950802
2016-10-10,12381967195
2016-10-11,12229508179
2016-10-12,12354098343
2016-10-13,12357377031
2016-10-14,12450819654
2016-10-17,12388524572
2016-10-18,12334426212
2016-10-19,12327868835
2016-10-20,11955737688
2016-10-21,11729508180
2016-10-24,11793442606
2016-10-25,11765573754
2016-10-26,11622950803
2016-10-27,11432786869
2016-10-28,11504918016
2016-10-31,11603278672
2016-11-01,11398360639
2016-11-02,11245901623
2016-11-03,11313114738
2016-11-04,11190163918
2016-11-07,11319672115
2016-11-08,11404918016
2016-11-09,11493442606
2016-11-10,11750819655
2016-11-11,11724590147
2016-11-14,11867213098
2016-11-15,11901639327
2016-11-16,11829508180
2016-11-17,12134426212
2016-11-18,12208196704
2016-11-21,12311475392
2016-11-22,12340983589
2016-11-23,12442622933
2016-11-25,12570491785
2016-11-28,12555737687
2016-11-29,12640983588
2016-11-30,12580327851
2016-12-01,12642622933
2016-12-02,12603278670
2016-12-05,12595081949
2016-12-06,12640983588
2016-12-07,12790163916
2016-12-08,12827868834
2016-12-09,12821311457
2016-12-12,12924590145
2016-12-13,12845901621
2016-12-14,12647540965
2016-12-15,12668852441
2016-12-16,12401639326
2016-12-19,12534426211
2016-12-20,12542622933
2016-12-21,12490163916
2016-12-22,12506557359
2016-12-23,12539344244
2016-12-27,12552458998
2016-12-28,12452458998
2016-12-29,12437704900
2016-12-30,12418032769
2017-01-03,12475034000
2017-01-04,12521121999
2017-01-05,12470096000
2017-01-06,12473388000
2017-01-09,12262700000
2017-01-10,12265992000
2017-01-11,12326894000
2017-01-12,11507186000
2017-01-13,11531876000
2017-01-17,11479204000
2017-01-18,11610884000
2017-01-19,11503894000
2017-01-20,11566442000
2017-01-23,11477558000
2017-01-24,11536814000
2017-01-25,11704706000
2017-01-26,11633928000
2017-01-27,11624052000
2017-01-30,11528584000
2017-01-31,11617468000
2017-02-01,11531876000
2017-02-02,11628990000
2017-02-03,11757378000
2017-02-06,11652034000
2017-02-07,11592778000
2017-02-08,11577964000
2017-02-09,11563150000
2017-02-10,11696476000
2017-02-13,11810050000
2017-02-14,11915394000
2017-02-15,11986171999
2017-02-16,12030614000
2017-02-17,11961482000
2017-02-21,11991110000
2017-02-22,12004278000
2017-02-23,12071764000
2017-02-24,12096454000
2017-02-27,12025676000
2017-02-28,12009215999
2017-03-01,12369690000
2017-03-02,12229780000
2017-03-03,12175462000
2017-03-06,12045428000
2017-03-07,12043782000
2017-03-08,11976296000
2017-03-09,12084932000
2017-03-10,12175462000
2017-03-13,12165586000
2017-03-14,12196860000
2017-03-15,12336770000
2017-03-16,12295620000
2017-03-17,12374628000
2017-03-20,12216612000
2017-03-21,11979588000
2017-03-22,11974650000
2017-03-23,11973004000
2017-03-24,11831448000
2017-03-27,11795236000
2017-03-28,11933500000
2017-03-29,11810050000
2017-03-30,11905518000
2017-03-31,11873961000
2017-04-03,11760594000
2017-04-04,11757308000
2017-04-05,11634083000
2017-04-06,11640655000
2017-04-07,11540432000
2017-04-10,11704732000
2017-04-11,11729377000
2017-04-12,11643941000
2017-04-13,11576577999
2017-04-17,11763880000
2017-04-18,11593008000
2017-04-19,11507572000
2017-04-20,11574935000
2017-04-21,11530574000
2017-04-24,11740877999
2017-04-25,11800025999
2017-04-26,11809884000
2017-04-27,12000472000
2017-04-28,11844387000
2017-05-01,11685016000
2017-05-02,11675158000
2017-05-03,11694874000
2017-05-04,11658727999
2017-05-05,11637369000
2017-05-08,11487856000
2017-05-09,11335057000
2017-05-10,11371202999
2017-05-11,11399134000
2017-05-12,11346558000
2017-05-15,11438566000
2017-05-16,11390919000
2017-05-17,11285767000
2017-05-18,11333414000
2017-05-19,11343272000
2017-05-22,11423779000
2017-05-23,11430350999
2017-05-24,11451710000
2017-05-25,11574935000
2017-05-26,11486213000
2017-05-30,11423779000
2017-05-31,11514144000
2017-06-01,11653799000
2017-06-02,11619296000
2017-06-05,11556862000
2017-06-06,11415564000
2017-06-07,11428708000
2017-06-08,11576577999
2017-06-09,11793454000
2017-06-12,11997186000
2017-06-13,11974184000
2017-06-14,12002115000
2017-06-15,12140127000
2017-06-16,12117125000
2017-06-19,12010330000
2017-06-20,11892034000
2017-06-21,11767166000
2017-06-22,11740877999
2017-06-23,11703089000
2017-06-26,11823027999
2017-06-27,11816456000
2017-06-28,11919965000
2017-06-29,11898606000
2017-06-30,11881800000
2017-07-03,11988400000
2017-07-05,11899840000
2017-07-06,11840800000
2017-07-07,11916240000
2017-07-10,11832600000
2017-07-11,11781760000
2017-07-12,11804720000
2017-07-13,11890000000
2017-07-14,11921160000
2017-07-17,11927720000
2017-07-18,11868680000
2017-07-19,12022840000
2017-07-20,12145840000
2017-07-21,12204880000
2017-07-24,12342640000
2017-07-25,12413160000
2017-07-26,12298360000
2017-07-27,12326240000
2017-07-28,12432840000
2017-07-31,12490240000
2017-08-01,12544360000
2017-08-02,12660800000
2017-08-03,13205280000
2017-08-04,13169200000
2017-08-07,13105240000
2017-08-08,13079000000
2017-08-09,13174120000
2017-08-10,13057680000
2017-08-11,12956000000
2017-08-14,13042920000
2017-08-15,13028160000
2017-08-16,12974040000
2017-08-17,12734600000
2017-08-18,12683760000
2017-08-21,12624720000
2017-08-22,12705080000
2017-08-23,12603400000
2017-08-24,12534520000
2017-08-25,12703439999
2017-08-28,12642760000
2017-08-29,12591920000
2017-08-30,12600120000
2017-08-31,12601760000
2017-09-01,12621439999
2017-09-05,12262280000
2017-09-06,12319680000
2017-09-07,12081880000
2017-09-08,12426280000
2017-09-11,12549280000
2017-09-12,12570600000
2017-09-13,12454160000
2017-09-14,12401680000
2017-09-15,12336080000
2017-09-18,12477120000
2017-09-19,12470560000
2017-09-20,12518120000
2017-09-21,12395120000
2017-09-22,12444320000
2017-09-25,12516479999
2017-09-26,12491880000
2017-09-27,12611600000
2017-09-28,12690320000
2017-09-29,12557479999
2017-10-02,12692602025
2017-10-03,12636918351
2017-10-04,12672948963
2017-10-05,12674586718
2017-10-06,12561581617
2017-10-09,12505897943
2017-10-10,12630367331
2017-10-11,12600887739
2017-10-12,12435474474
2017-10-13,12523913249
2017-10-16,12515724474
2017-10-17,12435474474
2017-10-18,12446938760
2017-10-19,12478056106
2017-10-20,12522275494
2017-10-23,12466591821
2017-10-24,12489520392
2017-10-25,12405994882
2017-10-26,12450214270
2017-10-27,11632974475
2017-10-30,11531433659
2017-10-31,11492127536
2017-11-01,11580566312
2017-11-02,11883551005
2017-11-03,11885188760
2017-11-06,11999831617
2017-11-07,11934321413
2017-11-08,11906479577
2017-11-09,11971989781
2017-11-10,12021122434
2017-11-13,12004744883
2017-11-14,12129214270
2017-11-15,12137403046
2017-11-16,12052239780
2017-11-17,12030948964
2017-11-20,12026035699
2017-11-21,12030948964
2017-11-22,11899928556
2017-11-24,11875362230
2017-11-27,12022760189
2017-11-28,12160331617
2017-11-29,12261872433
2017-11-30,12238943862
2017-12-01,12204551005
2017-12-04,12343760188
2017-12-05,12181622433
2017-12-06,12194724474
2017-12-07,12145591821
2017-12-08,12184897944
2017-12-11,12211102025
2017-12-12,12204551005
2017-12-13,12066979576
2017-12-14,11898290801
2017-12-15,12165244882
2017-12-18,12214377535
2017-12-19,12045688760
2017-12-20,12029311209
2017-12-21,12063704066
2017-12-22,12117749984
2017-12-26,12163607127
2017-12-27,12209464270
2017-12-28,12296265290
2017-12-29,12278249984
2018-01-02,11923578966
2018-01-03,11876263177
2018-01-04,12011684229
2018-01-05,12073684230
2018-01-08,12019842124
2018-01-09,11944789492
2018-01-10,11778368440
2018-01-11,11873000019
2018-01-12,12078578966
2018-01-16,12106315809
2018-01-17,12246631598
2018-01-18,12214000019
2018-01-19,12262947388
2018-01-22,12388578967
2018-01-23,12564789493
2018-01-24,12602315809
2018-01-25,12599052651
2018-01-26,12646368441
2018-01-29,12496263178
2018-01-30,12463631599
2018-01-31,12546842125
2018-02-01,12590894757
2018-02-02,12462000020
2018-02-05,11974157914
2018-02-06,11845263177
2018-02-07,11850157913
2018-02-08,11476526334
2018-02-09,11770210545
2018-02-12,12124263177
2018-02-13,12068789493
2018-02-14,12329842125
2018-02-15,12431000020
2018-02-16,12594157915
2018-02-20,12349421072
2018-02-21,12324947388
2018-02-22,12223789493
2018-02-23,12367368441
2018-02-26,12605578967
2018-02-27,12380421072
2018-02-28,12169947388
2018-03-01,11966000019
2018-03-02,12173210545
2018-03-05,12382052651
2018-03-06,12406526335
2018-03-07,12354315809
2018-03-08,12279263177
2018-03-09,12569684230
2018-03-12,12276000019
2018-03-13,12249894756
2018-03-14,12081842124
2018-03-15,12122631598
2018-03-16,12258052651
2018-03-19,12254789493
2018-03-20,12302105283
2018-03-21,12326578967
2018-03-22,11982315808
2018-03-23,11683736860
2018-03-26,11933368440
2018-03-27,11931736861
2018-03-28,12050842124
2018-03-29,12116105282
2018-04-02,11810784000
2018-04-03,11993568000
2018-04-04,12060480000
2018-04-05,12133920000
2018-04-06,11913600000
2018-04-09,11876064000
2018-04-10,11980512000
2018-04-11,11980512000
2018-04-12,12073536000
2018-04-13,12000096000
2018-04-16,12197568000
2018-04-17,12156768000
2018-04-18,12168192000
2018-04-19,12246528000
2018-04-20,12284064000
2018-04-23,12357504000
2018-04-24,12231840000
2018-04-25,12210623999
2018-04-26,11659008000
2018-04-27,11660640000
2018-04-30,11479488000
2018-05-01,11616576000
2018-05-02,11376671999
2018-05-03,11317920000
2018-05-04,11425632000
2018-05-07,11391360000
2018-05-08,11453376000
2018-05-09,11621471999
2018-05-10,11732448000
2018-05-11,11730816000
2018-05-14,11515392000
2018-05-15,11569248000
2018-05-16,11548032000
2018-05-17,11569248000
2018-05-18,11543136000
2018-05-21,11634528000
2018-05-22,11660640000
2018-05-23,11567616000
2018-05-24,11494176000
2018-05-25,11492544000
2018-05-29,11180832000
2018-05-30,11440320000
2018-05-31,11321184000
2018-06-01,11453376000
2018-06-04,11463168000
2018-06-05,11424000000
2018-06-06,11487648000
2018-06-07,11549664000
2018-06-08,11632896000
2018-06-11,11510496000
2018-06-12,11433792000
2018-06-13,11370144000
2018-06-14,11247744000
2018-06-15,11259168000
2018-06-18,11260800000
2018-06-19,11221632000
2018-06-20,11177568000
2018-06-21,11060064000
2018-06-22,11153088000
2018-06-25,11133504000
2018-06-26,10957248000
2018-06-27,10825056000
2018-06-28,10960512000
2018-06-29,10911552000
2018-07-02,10897646000
2018-07-03,10959472000
2018-07-05,10982250000
2018-07-06,11118918000
2018-07-09,11354833000
2018-07-10,11369476000
2018-07-11,11354833000
2018-07-12,11330428000
2018-07-13,11325547000
2018-07-16,11476858000
