,CINF
2004-08-24,6734117638
2004-08-25,6781764696
2004-08-26,6771176461
2004-08-27,6758823520
2004-08-30,6712941167
2004-08-31,6781764696
2004-09-01,6808235285
2004-09-02,6907058814
2004-09-03,6889411755
2004-09-07,6889411755
2004-09-08,6884117637
2004-09-09,6862941167
2004-09-10,6797647049
2004-09-13,6809999990
2004-09-14,6792352932
2004-09-15,6811764696
2004-09-16,6827647049
2004-09-17,6887647049
2004-09-20,6864705873
2004-09-21,6896470579
2004-09-22,6811764696
2004-09-23,6850588226
2004-09-24,6903529402
2004-09-27,6850588226
2004-09-28,6857647049
2004-09-29,6815294108
2004-09-30,6870500000
2004-10-01,6938750000
2004-10-04,6933500000
2004-10-05,6842500000
2004-10-06,6879250000
2004-10-07,6788250000
2004-10-08,6755000000
2004-10-11,6776000000
2004-10-12,6758500000
2004-10-13,6711250000
2004-10-14,6557250000
2004-10-15,6578250000
2004-10-18,6604500000
2004-10-19,6466250000
2004-10-20,6520500000
2004-10-21,6478500000
2004-10-22,6531000000
2004-10-25,6616750000
2004-10-26,6888000000
2004-10-27,6930000000
2004-10-28,6986000000
2004-10-29,6958000000
2004-11-01,7000000000
2004-11-02,7059500000
2004-11-03,7073500000
2004-11-04,7091000000
2004-11-05,7113750000
2004-11-08,7136500000
2004-11-09,7150500000
2004-11-10,7199500000
2004-11-11,7222250000
2004-11-12,7241500000
2004-11-15,7290499999
2004-11-16,7294000000
2004-11-17,7329000000
2004-11-18,7330750000
2004-11-19,7295750000
2004-11-22,7358749999
2004-11-23,7357000000
2004-11-24,7385000000
2004-11-26,7453250000
2004-11-29,7463750000
2004-11-30,7467250000
2004-12-01,7579250000
2004-12-02,7584500000
2004-12-03,7386750000
2004-12-06,7437500000
2004-12-07,7337750000
2004-12-08,7358749999
2004-12-09,7367500000
2004-12-10,7400750000
2004-12-13,7430500000
2004-12-14,7423500000
2004-12-15,7479500000
2004-12-16,7379750000
2004-12-17,7297500000
2004-12-20,7295750000
2004-12-21,7325500000
2004-12-22,7336000000
2004-12-23,7311500000
2004-12-27,7287000000
2004-12-28,7351750000
2004-12-29,7369250000
2004-12-30,7377999999
2004-12-31,7496679336
2005-01-03,7528693625
2005-01-04,7416643613
2005-01-05,7555372199
2005-01-06,7608729347
2005-01-07,7573157915
2005-01-10,7580272201
2005-01-11,7528693625
2005-01-12,7482450763
2005-01-13,7430872186
2005-01-14,7480672191
2005-01-18,7589165059
2005-01-19,7546479341
2005-01-20,7489565049
2005-01-21,7418422185
2005-01-24,7404193612
2005-01-25,7423757900
2005-01-26,7480672191
2005-01-27,7381072181
2005-01-28,7299257887
2005-01-31,7473557905
2005-02-01,7502015050
2005-02-02,7580272201
2005-02-03,7582050773
2005-02-04,7678093640
2005-02-07,7669200782
2005-02-08,7663865067
2005-02-09,7571379343
2005-02-10,7578493630
2005-02-11,7654972209
2005-02-14,7719000787
2005-02-15,7740343646
2005-02-16,7685207926
2005-02-17,7622957920
2005-02-18,7606950775
2005-02-22,7493122192
2005-02-23,7532250768
2005-02-24,7558929342
2005-02-25,7638965064
2005-02-28,7576715058
2005-03-01,7724336502
2005-03-02,7702993642
2005-03-03,7676315068
2005-03-04,7711886500
2005-03-07,7777693650
2005-03-08,7751015076
2005-03-09,7690543641
2005-03-10,7752793647
2005-03-11,7683429355
2005-03-14,7774136507
2005-03-15,7583829345
2005-03-16,7523357910
2005-03-17,7500236479
2005-03-18,7436207901
2005-03-21,7452215045
2005-03-22,7261907883
2005-03-23,7345500749
2005-03-24,7331272176
2005-03-28,7405972184
2005-03-29,7436207901
2005-03-30,7441543616
2005-03-31,7354858884
2005-04-01,7301729636
2005-04-04,7407988132
2005-04-05,7425697881
2005-04-06,7480598104
2005-04-07,7473514204
2005-04-08,7450491530
2005-04-11,7455804455
2005-04-12,7616963173
2005-04-13,7523101502
2005-04-14,7431010806
2005-04-15,7308813536
2005-04-18,7305271586
2005-04-19,7353087909
2005-04-20,7298187686
2005-04-21,7269852087
2005-04-22,7188387240
2005-04-25,7149425792
2005-04-26,6990038048
2005-04-27,7050251196
2005-04-28,7002434873
2005-04-29,7105151419
2005-05-02,7073273870
2005-05-03,7020144622
2005-05-04,7172448466
2005-05-05,7131716043
2005-05-06,7067960945
2005-05-09,7076815820
2005-05-10,6965244399
2005-05-11,7004205848
2005-05-12,6910344176
2005-05-13,6839505179
2005-05-16,6899718327
2005-05-17,7020144622
2005-05-18,7067960945
2005-05-19,7057335096
2005-05-20,7052022171
2005-05-23,7106922394
2005-05-24,7043167296
2005-05-25,7016602672
2005-05-26,7037854371
2005-05-27,7034312421
2005-05-31,6991809023
2005-06-01,7036083396
2005-06-02,7016602672
2005-06-03,6990038048
2005-06-06,7053793146
2005-06-07,6990038048
2005-06-08,6986496098
2005-06-09,7036083396
2005-06-10,7000663898
2005-06-13,7032541447
2005-06-14,7023686572
2005-06-15,7048480221
2005-06-16,7103380444
2005-06-17,7248600388
2005-06-20,7163593591
2005-06-21,7149425792
2005-06-22,7041396321
2005-06-23,6967015374
2005-06-24,6929824901
2005-06-27,7064418995
2005-06-28,7096296544
2005-06-29,7082128745
2005-06-30,6994455922
2005-07-01,7084627118
2005-07-05,7132364810
2005-07-06,7024512987
2005-07-07,7072250680
2005-07-08,7093467432
2005-07-11,7139437061
2005-07-12,7114684184
2005-07-13,7089931306
2005-07-14,7063410366
2005-07-15,7089931306
2005-07-18,7081090993
2005-07-19,7188942816
2005-07-20,7241984696
2005-07-21,7185406690
2005-07-22,7204855380
2005-07-25,7231376320
2005-07-26,7238448570
2005-07-27,7259665323
2005-07-28,7305634952
2005-07-29,7287954325
2005-08-01,7263201448
2005-08-02,7381661647
2005-08-03,7415254837
2005-08-04,7436471590
2005-08-05,7388733897
2005-08-08,7450616091
2005-08-09,7441775778
2005-08-10,7406414524
2005-08-11,7457688342
2005-08-12,7386965835
2005-08-15,7362212957
2005-08-16,7307403015
2005-08-17,7302098827
2005-08-18,7303866889
2005-08-19,7353372644
2005-08-22,7367517145
2005-08-23,7318011391
2005-08-24,7234912445
2005-08-25,7284418200
2005-08-26,7231376320
2005-08-29,7227840194
2005-08-30,7150045437
2005-08-31,7236680508
2005-09-01,7272041761
2005-09-02,7268505636
2005-09-06,7335692017
2005-09-07,7371053271
2005-09-08,7270273699
2005-09-09,7337460080
2005-09-12,7464760592
2005-09-13,7427631276
2005-09-14,7355140707
2005-09-15,7383429709
2005-09-16,7429399339
2005-09-19,7337460080
2005-09-20,7273809824
2005-09-21,7155349625
2005-09-22,7197783129
2005-09-23,7245520821
2005-09-26,7196015066
2005-09-27,7273809824
2005-09-28,7295026576
2005-09-29,7401110336
2005-09-30,7315119416
2005-10-03,7325597028
2005-10-04,7292417924
2005-10-05,7163194043
2005-10-06,7187641804
2005-10-07,7161447774
2005-10-10,7116044789
2005-10-11,7035716431
2005-10-12,7054925386
2005-10-13,7046194043
2005-10-14,7058417923
2005-10-17,7157955237
2005-10-18,7119537326
2005-10-19,7196373147
2005-10-20,7105567177
2005-10-21,7143985088
2005-10-24,7262731356
2005-10-25,7187641804
2005-10-26,7217328371
2005-10-27,7224313446
2005-10-28,7353537327
2005-10-31,7430373148
2005-11-01,7451328372
2005-11-02,7653895536
2005-11-03,7603253745
2005-11-04,7589283596
2005-11-07,7608492551
2005-11-08,7603253745
2005-11-09,7641671656
2005-11-10,7798835835
2005-11-11,7816298522
2005-11-14,7825029865
2005-11-15,7732477626
2005-11-16,7646910462
2005-11-17,7692313447
2005-11-18,7765656731
2005-11-21,7711522402
2005-11-22,7758671656
2005-11-23,7784865686
2005-11-25,7753432850
2005-11-28,7763910462
2005-11-29,7776134342
2005-11-30,7772641805
2005-12-01,7858208970
2005-12-02,7852970164
2005-12-05,7893134343
2005-12-06,7912343298
2005-12-07,7875671656
2005-12-08,7921074641
2005-12-09,7949014940
2005-12-12,7901865686
2005-12-13,7940283597
2005-12-14,7976955238
2005-12-15,7915835835
2005-12-16,7858208970
2005-12-19,7849477626
2005-12-20,7814552253
2005-12-21,7804074641
2005-12-22,7828522402
2005-12-23,7870432850
2005-12-27,7769149268
2005-12-28,7849477626
2005-12-29,7826776134
2005-12-30,7802328372
2006-01-03,7908120439
2006-01-04,8003229237
2006-01-05,7939823372
2006-01-06,8013796882
2006-01-09,7985616497
2006-01-10,7994422867
2006-01-11,8004990511
2006-01-12,7948629742
2006-01-13,8024364526
2006-01-17,7996184141
2006-01-18,7983855223
2006-01-19,7978571401
2006-01-20,7839430752
2006-01-23,7848237122
2006-01-24,7846475848
2006-01-25,7827101833
2006-01-26,7934539550
2006-01-27,7916926809
2006-01-30,8003229237
2006-01-31,8020841978
2006-02-01,7971526305
2006-02-02,7809489093
2006-02-03,7735515583
2006-02-06,7790115078
2006-02-07,7883462603
2006-02-08,7978571401
2006-02-09,7654496977
2006-02-10,7735515583
2006-02-13,7658019525
2006-02-14,7733754309
2006-02-15,7763695968
2006-02-16,7797160175
2006-02-17,7795398901
2006-02-21,7753128324
2006-02-22,7881701329
2006-02-23,7839430752
2006-02-24,7855282218
2006-02-27,7841192026
2006-02-28,7813011641
2006-03-01,7809489093
2006-03-02,7735515583
2006-03-03,7710857747
2006-03-06,7695006280
2006-03-07,7712619021
2006-03-08,7733754309
2006-03-09,7707335199
2006-03-10,7763695968
2006-03-13,7781308708
2006-03-14,7842953300
2006-03-15,7830624381
2006-03-16,7962719934
2006-03-17,7987377771
2006-03-20,7962719934
2006-03-21,7943345920
2006-03-22,7811250367
2006-03-23,7744321953
2006-03-24,7747844501
2006-03-27,7687961184
2006-03-28,7594613660
2006-03-29,7617510223
2006-03-30,7522401424
2006-03-31,7363190979
2006-04-03,7433199926
2006-04-04,7455952834
2006-04-05,7429699479
2006-04-06,7406946571
2006-04-07,7321185611
2006-04-10,7343938519
2006-04-11,7287931361
2006-04-12,7277430019
2006-04-13,7282680690
2006-04-17,7251176664
2006-04-18,7380693216
2006-04-19,7396445229
2006-04-20,7406946571
2006-04-21,7392944782
2006-04-24,7315934940
2006-04-25,7300182927
2006-04-26,7357940308
2006-04-27,7410447018
2006-04-28,7462953728
2006-05-01,7357940308
2006-05-02,7469954623
2006-05-03,7709735266
2006-05-04,7655478332
2006-05-05,7769242871
2006-05-08,7767492647
2006-05-09,7781494436
2006-05-10,7786745107
2006-05-11,7763992200
2006-05-12,7714985937
2006-05-15,7911010988
2006-05-16,7828750475
2006-05-17,7809498015
2006-05-18,7760491752
2006-05-19,7830500699
2006-05-22,7855003830
2006-05-23,7816498910
2006-05-24,7818249133
2006-05-25,7856754054
2006-05-26,7872506067
2006-05-30,7809498015
2006-05-31,8023025303
2006-06-01,8108786263
2006-06-02,8129788947
2006-06-05,8005523066
2006-06-06,8042277763
2006-06-07,8112286710
2006-06-08,8224301025
2006-06-09,8173544538
2006-06-12,8136789841
2006-06-13,8196297446
2006-06-14,8152541854
2006-06-15,8215549906
2006-06-16,8171794315
2006-06-19,8107036039
2006-06-20,8117537381
2006-06-21,8073781789
2006-06-22,8002022619
2006-06-23,7944265238
2006-06-26,8024775526
2006-06-27,8003772842
2006-06-28,8112286710
2006-06-29,8152541854
2006-06-30,8238975561
2006-07-03,8352894602
2006-07-05,8319595190
2006-07-06,8394957017
2006-07-07,8330110794
2006-07-10,8389699215
2006-07-11,8403720020
2006-07-12,8340626398
2006-07-13,8251243766
2006-07-14,8116293517
2006-07-17,8133819523
2006-07-18,8156603332
2006-07-19,8249491165
2006-07-20,8249491165
2006-07-21,8154850731
2006-07-24,8268769772
2006-07-25,8324852992
2006-07-26,8317842589
2006-07-27,8186397542
2006-07-28,8240728162
2006-07-31,8265264571
2006-08-01,8240728162
2006-08-02,8293306181
2006-08-03,8149592929
2006-08-04,8177634539
2006-08-07,8149592929
2006-08-08,8149592929
2006-08-09,8137324725
2006-08-10,8168871536
2006-08-11,8125056520
2006-08-14,8144335127
2006-08-15,8077736303
2006-08-16,8167118935
2006-08-17,8121551319
2006-08-18,8144335127
2006-08-21,8109283115
2006-08-22,8102272712
2006-08-23,8070725901
2006-08-24,8135572124
2006-08-25,8049694693
2006-08-28,8067220699
2006-08-29,8119798718
2006-08-30,8153098130
2006-08-31,8184644942
2006-09-01,8207428750
2006-09-05,8168871536
2006-09-06,8091757108
2006-09-07,8067220699
2006-09-08,8095262309
2006-09-11,8233717759
2006-09-12,8305574385
2006-09-13,8342378998
2006-09-14,8387946615
2006-09-15,8489597451
2006-09-18,8484339649
2006-09-19,8447535036
2006-09-20,8444029835
2006-09-21,8354647203
2006-09-22,8351142001
2006-09-25,8431761630
2006-09-26,8456298039
2006-09-27,8473824046
2006-09-28,8482587049
2006-09-29,8433514231
2006-10-02,8037532366
2006-10-03,8092664058
2006-10-04,8102688002
2006-10-05,8126077204
2006-10-06,8121065232
2006-10-09,8117723917
2006-10-10,8119394575
2006-10-11,8119394575
2006-10-12,8104358659
2006-10-13,8156149036
2006-10-16,8156149036
2006-10-17,8171184952
2006-10-18,8197915469
2006-10-19,8149466406
2006-10-20,8146125092
2006-10-23,8186220868
2006-10-24,7835382830
2006-10-25,7740155363
2006-10-26,7863784005
2006-10-27,7695047615
2006-10-30,7695047615
2006-10-31,7626550665
2006-11-01,7601490806
2006-11-02,7598149491
2006-11-03,7588125547
2006-11-06,7613185407
2006-11-07,7599820148
2006-11-08,7598149491
2006-11-09,7551371086
2006-11-10,7563065687
2006-11-13,7601490806
2006-11-14,7596478834
2006-11-15,7571418974
2006-11-16,7636574609
2006-11-17,7583113575
2006-11-20,7569748316
2006-11-21,7559724373
2006-11-22,7558053715
2006-11-24,7529652541
2006-11-27,7411035871
2006-11-28,7412706528
2006-11-29,7447790332
2006-11-30,7397670612
2006-12-01,7392658641
2006-12-04,7509604653
2006-12-05,7579772260
2006-12-06,7634903952
2006-12-07,7623209351
2006-12-08,7648269210
2006-12-11,7691706301
2006-12-12,7723448790
2006-12-13,7718436818
2006-12-14,7748508650
2006-12-15,7798628369
2006-12-18,7690035643
2006-12-19,7713424846
2006-12-20,7654951840
2006-12-21,7611514749
2006-12-22,7583113575
2006-12-26,7601490806
2006-12-27,7651610525
2006-12-28,7633233295
2006-12-29,7569748316
2007-01-03,7985241873
2007-01-04,7946901559
2007-01-05,7891133828
2007-01-08,7905075761
2007-01-09,7852793514
2007-01-10,7845822548
2007-01-11,7863249963
2007-01-12,7905075761
2007-01-16,7920760435
2007-01-17,7854536255
2007-01-18,7884162862
2007-01-19,7917274952
2007-01-22,7866735446
2007-01-23,7910303986
2007-01-24,8002669289
2007-01-25,7898104795
2007-01-26,7833623357
2007-01-29,7851050772
2007-01-30,7840594323
2007-01-31,7797025784
2007-02-01,7903333019
2007-02-02,7993955581
2007-02-05,7969557199
2007-02-06,7971299941
2007-02-07,7844079806
2007-02-08,7661091941
2007-02-09,7641921784
2007-02-12,7596610503
2007-02-13,7636693559
2007-02-14,7666320166
2007-02-15,7718602413
2007-02-16,7701174997
2007-02-20,7708145964
2007-02-21,7676776615
2007-02-22,7706403222
2007-02-23,7669805649
2007-02-26,7659349200
2007-02-27,7495531492
2007-02-28,7532129065
2007-03-01,7556527447
2007-03-02,7469390369
2007-03-05,7404908930
2007-03-06,7434535537
2007-03-07,7417108121
2007-03-08,7492046009
2007-03-09,7511216166
2007-03-12,7500759717
2007-03-13,7371796841
2007-03-14,7361340391
2007-03-15,7411879897
2007-03-16,7434535537
2007-03-19,7481589560
2007-03-20,7451962953
2007-03-21,7561755672
2007-03-22,7474618593
2007-03-23,7514701649
2007-03-26,7493788751
2007-03-27,7448477470
2007-03-28,7363083133
2007-03-29,7383996032
2007-03-30,7389224256
2007-04-02,7382641460
2007-04-03,7453745124
2007-04-04,7420794645
2007-04-05,7452010888
2007-04-09,7393046874
2007-04-10,7401718052
2007-04-11,7415591938
2007-04-12,7403452288
2007-04-13,7630637168
2007-04-16,7892506761
2007-04-17,7899443704
2007-04-18,7930659947
2007-04-19,7930659947
2007-04-20,7977484312
2007-04-23,7960141954
2007-04-24,7920254533
2007-04-25,8038182562
2007-04-26,7949736540
2007-04-27,7965344661
2007-04-30,7845682397
2007-05-01,7876898640
2007-05-02,7921988768
2007-05-03,7968813133
2007-05-04,7968813133
2007-05-07,8117957405
2007-05-08,8258430498
2007-05-09,8202934955
2007-05-10,8100615048
2007-05-11,8142236705
2007-05-14,8072867276
2007-05-15,8010434790
2007-05-16,8111020462
2007-05-17,8109286226
2007-05-18,8112754698
2007-05-21,8069398805
2007-05-22,8046853740
2007-05-23,8057259155
2007-05-24,7948002304
2007-05-25,7949736540
2007-05-29,7951470776
2007-05-30,7975750076
2007-05-31,7876898640
2007-06-01,7941065361
2007-06-04,7958407719
2007-06-05,7890772526
2007-06-06,7861290518
2007-06-07,7684398475
2007-06-08,7778047204
2007-06-11,7807529211
2007-06-12,7791921089
2007-06-13,7852619340
2007-06-14,7838745454
2007-06-15,7837011218
2007-06-18,7824871568
2007-06-19,7854353575
2007-06-20,7729488604
2007-06-21,7677461532
2007-06-22,7554330796
2007-06-25,7514443374
2007-06-26,7563001974
2007-06-27,7625434460
2007-06-28,7599420925
2007-06-29,7526583024
2007-07-02,7592475697
2007-07-03,7571787752
2007-07-05,7564891771
2007-07-06,7620059623
2007-07-09,7639023573
2007-07-10,7399388213
2007-07-11,7445936089
2007-07-12,7542479831
2007-07-13,7533859854
2007-07-16,7570063757
2007-07-17,7533859854
2007-07-18,7433868121
2007-07-19,7408008190
2007-07-20,7237332647
2007-07-23,7245952624
2007-07-24,7004593269
2007-07-25,7242504633
2007-07-26,7089069043
2007-07-27,6914945509
2007-07-30,6916669504
2007-07-31,6758061928
2007-08-01,6902877541
2007-08-02,6925289481
2007-08-03,6599454352
2007-08-06,6871845624
2007-08-07,6863225647
2007-08-08,6916669504
2007-08-09,6363266984
2007-08-10,6992525301
2007-08-13,7158028859
2007-08-14,6823573753
2007-08-15,6847709689
2007-08-16,7116652969
2007-08-17,7354564333
2007-08-20,7273536550
2007-08-21,7302844472
2007-08-22,7430420130
2007-08-23,7380424264
2007-08-24,7413180177
2007-08-27,7347668352
2007-08-28,7166648836
2007-08-29,7339048375
2007-08-30,7230436665
2007-08-31,7264916573
2007-09-04,7354564333
2007-09-05,7299396481
2007-09-06,7370080292
2007-09-07,7301120476
2007-09-10,7247676619
2007-09-11,7466624034
2007-09-12,7371804287
2007-09-13,7458004057
2007-09-14,7413180177
2007-09-17,7347668352
2007-09-18,7721775351
2007-09-19,7652815536
2007-09-20,7506275928
2007-09-21,7464900038
2007-09-24,7337324379
2007-09-25,7380424264
2007-09-26,7394216227
2007-09-27,7473520015
2007-09-28,7466624034
2007-10-01,7652815536
2007-10-02,7730395328
2007-10-03,7594199692
2007-10-04,7571787752
2007-10-05,7654539531
2007-10-08,7642471563
2007-10-09,7675227476
2007-10-10,7683847453
2007-10-11,7695915420
2007-10-12,7713155374
2007-10-15,7637299577
2007-10-16,7532135858
2007-10-17,7468348029
2007-10-18,7385596250
2007-10-19,7118376965
2007-10-22,7294224495
2007-10-23,7273536550
2007-10-24,6875293615
2007-10-25,6790817841
2007-10-26,6811505785
2007-10-29,6852881675
2007-10-30,6864949642
2007-10-31,6858053661
2007-11-01,6744269965
2007-11-02,6689102113
2007-11-05,6682206131
2007-11-06,6777025878
2007-11-07,6614970311
2007-11-08,6814953776
2007-11-09,6921841490
2007-11-12,6999421283
2007-11-13,7226988674
2007-11-14,7147684886
2007-11-15,7059761122
2007-11-16,6977009343
2007-11-19,6930461467
2007-11-20,7045969158
2007-11-21,6923565486
2007-11-23,7001145278
2007-11-26,6706342067
2007-11-27,6827021744
2007-11-28,6935633453
2007-11-29,6887361583
2007-11-30,6892533569
2007-12-03,6847709689
2007-12-04,6732201997
2007-12-05,6814953776
2007-12-06,6921841490
2007-12-07,6927013477
2007-12-10,7001145278
2007-12-11,6801161813
2007-12-12,6863225647
2007-12-13,6870121629
2007-12-14,6778749873
2007-12-17,6659794191
2007-12-18,6778749873
2007-12-19,6752889942
2007-12-20,6742545970
2007-12-21,6863225647
2007-12-24,6982181329
2007-12-26,6959769389
2007-12-27,6809781790
2007-12-28,6825297749
2007-12-31,6528263996
2008-01-02,6328486570
2008-01-03,6280606030
2008-01-04,6239329702
2008-01-07,6290512349
2008-01-08,6051109648
2008-01-09,6166683365
2008-01-10,6298767614
2008-01-11,6217866012
2008-01-14,6244282862
2008-01-15,6098990188
2008-01-16,6145219675
2008-01-17,5912421186
2008-01-18,5795196416
2008-01-22,5824915372
2008-01-23,6130360197
2008-01-24,6085781763
2008-01-25,5859587487
2008-01-28,6217866012
2008-01-29,6351601314
2008-01-30,6323533411
2008-01-31,6363158685
2008-02-01,6412690279
2008-02-04,6396179748
2008-02-05,6237678649
2008-02-06,6242631808
2008-02-07,6278954977
2008-02-08,6237678649
2008-02-11,6191449162
2008-02-12,6209610746
2008-02-13,6244282862
2008-02-14,6186496003
2008-02-15,6292163402
2008-02-19,6280606030
2008-02-20,6343346048
2008-02-21,6264095499
2008-02-22,6295465508
2008-02-25,6381320270
2008-02-26,6427549757
2008-02-27,6506800306
2008-02-28,6302069720
2008-02-29,6136964409
2008-03-03,6100641241
2008-03-04,6127058091
2008-03-05,6122104931
2008-03-06,6067620179
2008-03-07,6128709144
2008-03-10,6064318073
2008-03-11,6391226588
2008-03-12,6290512349
2008-03-13,6274001818
2008-03-14,6112198613
2008-03-17,6161730206
2008-03-18,6283908136
2008-03-19,6247584968
2008-03-20,6556331899
2008-03-24,6439107129
2008-03-25,6409388173
2008-03-26,6293814455
2008-03-27,6226121277
2008-03-28,6237678649
2008-03-31,6278291372
2008-04-01,6555566070
2008-04-02,6596827186
2008-04-03,6537411179
2008-04-04,6405375609
2008-04-07,6469742949
2008-04-08,6375667605
2008-04-09,6233729367
2008-04-10,6235379812
2008-04-11,6179264694
2008-04-14,5971308671
2008-04-15,6113246909
2008-04-16,6204021364
2008-04-17,6187516917
2008-04-18,6245282479
2008-04-21,6171012471
2008-04-22,6062083125
2008-04-23,6166061137
2008-04-24,6314601154
2008-04-25,6237030256
2008-04-28,6263437370
2008-04-29,6194118696
2008-04-30,5925096221
2008-05-01,6004317563
2008-05-02,6065384015
2008-05-05,6001016674
2008-05-06,5997715785
2008-05-07,5842573990
2008-05-08,5781507538
2008-05-09,5781507538
2008-05-12,5868981104
2008-05-13,5855777547
2008-05-14,5948202446
2008-05-15,5961406003
2008-05-16,5860728881
2008-05-19,5883835105
2008-05-20,5862379325
2008-05-21,5832671322
2008-05-22,5895388218
2008-05-23,5784808428
2008-05-27,5860728881
2008-05-28,5784808428
2008-05-29,5888786439
2008-05-30,5779857094
2008-06-02,5733644644
2008-06-03,5672578193
2008-06-04,5684131305
2008-06-05,5784808428
2008-06-06,5495980617
2008-06-09,5494330173
2008-06-10,5497631062
2008-06-11,5291325483
2008-06-12,5325984821
2008-06-13,5215405030
2008-06-16,5198900584
2008-06-17,4913373663
2008-06-18,4655904301
2008-06-19,4720271641
2008-06-20,4753280534
2008-06-23,4428142942
2008-06-24,4426492497
2008-06-25,4449598722
2008-06-26,4358824267
2008-06-27,4306010039
2008-06-30,4171751499
2008-07-01,4138903062
2008-07-02,4145472749
2008-07-03,4119193999
2008-07-07,3999297204
2008-07-08,4163539389
2008-07-09,3936885174
2008-07-10,3895824628
2008-07-11,3825200488
2008-07-14,3675740100
2008-07-15,3585406898
2008-07-16,3784139942
2008-07-17,4025575954
2008-07-18,4115909156
2008-07-21,4153684858
2008-07-22,4423042042
2008-07-23,4539653993
2008-07-24,4437823838
2008-07-25,4408260245
2008-07-28,4285078606
2008-07-29,4541296415
2008-07-30,4524872196
2008-07-31,4572502430
2008-08-01,4569217586
2008-08-04,4569217586
2008-08-05,4741671880
2008-08-06,4712108287
2008-08-07,4492023759
2008-08-08,4634914460
2008-08-11,4675975006
2008-08-12,4561005477
2008-08-13,4510090400
2008-08-14,4641484148
2008-08-15,4712108287
2008-08-18,4557720633
2008-08-19,4510090400
2008-08-20,4533084306
2008-08-21,4495308603
2008-08-22,4631629617
2008-08-25,4539653993
2008-08-26,4634914460
2008-08-27,4743314302
2008-08-28,4846786879
2008-08-29,4868138363
2008-09-02,4965041252
2008-09-03,5066871407
2008-09-04,4923980706
2008-09-05,5019241173
2008-09-08,5231113592
2008-09-09,4904271644
2008-09-10,4838574770
2008-09-11,4874708050
2008-09-12,4859926254
2008-09-15,4682544694
2008-09-16,4825435395
2008-09-17,4418114776
2008-09-18,4994604845
2008-09-19,5518537416
2008-09-22,4958471565
2008-09-23,4827077817
2008-09-24,4817223286
2008-09-25,5116144062
2008-09-26,5344440699
2008-09-29,4271939231
2008-09-30,4581650639
2008-10-01,4778191208
2008-10-02,4277173856
2008-10-03,4098354158
2008-10-06,3927589402
2008-10-07,3632778548
2008-10-08,3592503842
2008-10-09,3028657947
2008-10-10,3115651314
2008-10-13,3684330173
2008-10-14,3895369636
2008-10-15,3565117041
2008-10-16,3607002736
2008-10-17,3603780759
2008-10-20,3663387325
2008-10-21,3729437845
2008-10-22,3528064311
2008-10-23,3668220290
2008-10-24,3581226924
2008-10-27,3463624780
2008-10-28,3882481730
2008-10-29,3871204812
2008-10-30,3956587191
2008-10-31,4186958513
2008-11-03,4233677173
2008-11-04,4422162801
2008-11-05,4267507927
2008-11-06,3974308062
2008-11-07,4132184912
2008-11-10,3898591613
2008-11-11,3884092718
2008-11-12,3731048833
2008-11-13,4302949669
2008-11-14,4225622232
2008-11-17,4082244276
2008-11-18,4246565079
2008-11-19,4072578346
2008-11-20,3818042199
2008-11-21,3948532249
2008-11-24,4465659484
2008-11-25,4446327625
2008-11-26,4551041862
2008-11-28,4710529701
2008-12-01,4061301428
2008-12-02,4455993554
2008-12-03,4555874827
2008-12-04,4349668329
2008-12-05,4663811041
2008-12-08,4755637373
2008-12-09,4683142900
2008-12-10,4770136267
2008-12-11,4634813252
2008-12-12,4865184575
2008-12-15,4742749466
2008-12-16,5108443804
2008-12-17,4831353821
2008-12-18,4750804408
2008-12-19,4855518645
2008-12-22,4665422029
2008-12-23,4578428663
2008-12-24,4600982499
2008-12-26,4633202264
2008-12-29,4600982499
2008-12-30,4662200053
2008-12-31,4728631578
2009-01-02,4712365216
2009-01-05,4670072673
2009-01-06,4704232035
2009-01-07,4616393677
2009-01-08,4731884851
2009-01-09,4567594590
2009-01-12,4380531421
2009-01-13,4434210417
2009-01-14,4159308891
2009-01-15,4139789256
2009-01-16,4159308891
2009-01-20,3894167182
2009-01-21,4058457443
2009-01-22,3801448916
2009-01-23,3838861550
2009-01-26,3796569007
2009-01-27,3837234913
2009-01-28,3960859268
2009-01-29,3700597468
2009-01-30,3567213296
2009-02-02,3539560480
2009-02-03,3576973113
2009-02-04,3581853022
2009-02-05,3474495030
2009-02-06,3642038563
2009-02-09,3637158655
2009-02-10,3583479658
2009-02-11,3781929281
2009-02-12,3806328825
2009-02-13,3692464287
2009-02-17,3454975394
2009-02-18,3534680571
2009-02-19,3427322578
2009-02-20,3448468850
2009-02-23,3303698223
2009-02-24,3490761392
2009-02-25,3362257128
2009-02-26,3344364130
2009-02-27,3341110857
2009-03-02,3284178588
2009-03-03,3180073868
2009-03-04,3250019227
2009-03-05,3010903698
2009-03-06,3020663516
2009-03-09,2944211612
2009-03-10,3137781326
2009-03-11,3171940687
2009-03-12,3345990766
2009-03-13,3430575851
2009-03-16,3368763673
2009-03-17,3546067025
2009-03-18,3638785291
2009-03-19,3476121666
2009-03-20,3407802943
2009-03-23,3790062462
2009-03-24,3609505838
2009-03-25,3729876921
2009-03-26,3783555917
2009-03-27,3690837651
2009-03-30,3575346477
2009-03-31,3720117103
2009-04-01,3858381185
2009-04-02,3929953180
2009-04-03,4009658356
2009-04-06,3975498995
2009-04-07,3864887730
2009-04-08,3931579816
2009-04-09,4203228070
