,YUM
2004-08-24,8163125000
2004-08-25,8220937500
2004-08-26,8261406249
2004-08-27,8174687500
2004-08-30,8145781250
2004-08-31,8249843750
2004-09-01,8336562500
2004-09-02,8307656250
2004-09-03,8301875000
2004-09-07,8322600000
2004-09-08,8229480000
2004-09-09,8497200000
2004-09-10,8561220000
2004-09-13,8543760000
2004-09-14,8450640000
2004-09-15,8433180000
2004-09-16,8433180000
2004-09-17,8508840000
2004-09-20,8508840000
2004-09-21,8497200000
2004-09-22,8369160000
2004-09-23,8404080000
2004-09-24,8491380000
2004-09-27,8404080000
2004-09-28,8433180000
2004-09-29,8456460000
2004-09-30,8508840000
2004-10-01,8450640000
2004-10-04,8549580000
2004-10-05,8683440000
2004-10-06,8695080000
2004-10-07,8735820000
2004-10-08,8665980000
2004-10-11,8648520000
2004-10-12,8788200000
2004-10-13,8828940000
2004-10-14,8869680000
2004-10-15,8968620000
2004-10-18,9021000000
2004-10-19,9050100000
2004-10-20,9096660000
2004-10-21,9102480000
2004-10-22,8968620000
2004-10-25,8898780000
2004-10-26,9067560000
2004-10-27,9108300000
2004-10-28,9102480000
2004-10-29,9102480000
2004-11-01,9108300000
2004-11-02,9073380000
2004-11-03,9253800000
2004-11-04,9562260000
2004-11-05,9620460000
2004-11-08,9486600000
2004-11-09,9416760000
2004-11-10,9527340000
2004-11-11,9544800000
2004-11-12,9405120000
2004-11-15,9376020000
2004-11-16,9259620000
2004-11-17,9183960000
2004-11-18,9236340000
2004-11-19,9149040000
2004-11-22,9294540000
2004-11-23,9521520000
2004-11-24,9573900000
2004-11-26,9579720000
2004-11-29,9538980000
2004-11-30,9498240000
2004-12-01,9824160000
2004-12-02,9719400000
2004-12-03,9742680000
2004-12-06,9701940000
2004-12-07,9655380000
2004-12-08,9579720000
2004-12-09,9603000000
2004-12-10,9591360000
2004-12-13,9661200000
2004-12-14,9655380000
2004-12-15,9672840000
2004-12-16,9690300000
2004-12-17,9690300000
2004-12-20,9696120000
2004-12-21,9725220000
2004-12-22,9649559999
2004-12-23,9678660000
2004-12-27,9690300000
2004-12-28,9829980000
2004-12-29,9864900000
2004-12-30,9870720000
2004-12-31,9870720000
2005-01-03,9795059999
2005-01-04,9667020000
2005-01-05,9643740000
2005-01-06,9748500000
2005-01-07,9696120000
2005-01-10,9696120000
2005-01-11,9731040000
2005-01-12,9632100000
2005-01-13,9492420000
2005-01-14,9451680000
2005-01-18,9521520000
2005-01-19,9597180000
2005-01-20,9550620000
2005-01-21,9521520000
2005-01-24,9515700000
2005-01-25,9533160000
2005-01-26,9568080000
2005-01-27,9474960000
2005-01-28,9440040000
2005-01-31,9696120000
2005-02-01,9591360000
2005-02-02,9544800000
2005-02-03,9661200000
2005-02-04,9707760000
2005-02-07,9690300000
2005-02-08,9678660000
2005-02-09,9498240000
2005-02-10,9696120000
2005-02-11,9829980000
2005-02-14,9992940000
2005-02-15,10056960000
2005-02-16,10045320000
2005-02-17,10056960000
2005-02-18,10080240000
2005-02-22,9888180000
2005-02-23,9905640000
2005-02-24,10074420000
2005-02-25,10225740000
2005-02-28,10202460000
2005-03-01,10307220000
2005-03-02,10476000000
2005-03-03,10441080000
2005-03-04,10476000000
2005-03-07,10732080000
2005-03-08,10679700000
2005-03-09,10510920000
2005-03-10,10476000000
2005-03-11,10627320000
2005-03-14,10772820000
2005-03-15,10807740000
2005-03-16,10726260000
2005-03-17,10574940000
2005-03-18,10551660000
2005-03-21,10513483863
2005-03-22,10519225799
2005-03-23,10444580638
2005-03-24,10800580637
2005-03-28,10978580637
2005-03-29,10869483863
2005-03-30,10938387089
2005-03-31,10691483863
2005-04-01,10565161283
2005-04-04,10622580638
2005-04-05,10628322573
2005-04-06,10651290315
2005-04-07,10634064508
2005-04-08,10450322573
2005-04-11,10387161283
2005-04-12,10576645154
2005-04-13,10473290315
2005-04-14,10456064509
2005-04-15,10364193541
2005-04-18,10278064509
2005-04-19,10364193541
2005-04-20,10174709670
2005-04-21,9738322574
2005-04-22,9876129025
2005-04-25,9950774186
2005-04-26,9922064509
2005-04-27,9881870961
2005-04-28,9721096767
2005-04-29,9692387090
2005-05-02,9738322574
2005-05-03,9904838703
2005-05-04,10059870960
2005-05-05,9927806444
2005-05-06,9950774186
2005-05-09,10019677412
2005-05-10,9973741928
2005-05-11,9996709670
2005-05-12,9985225799
2005-05-13,9876129025
2005-05-16,9899096767
2005-05-17,9933548380
2005-05-18,10622580638
2005-05-19,10404387089
2005-05-20,10438838702
2005-05-23,10490516121
2005-05-24,10398645154
2005-05-25,10398645154
2005-05-26,10685741928
2005-05-27,10725935476
2005-05-31,10588129025
2005-06-01,10628322573
2005-06-02,10857999992
2005-06-03,10743161283
2005-06-06,10731677412
2005-06-07,10766129025
2005-06-08,10697225799
2005-06-09,10829290315
2005-06-10,10955612895
2005-06-13,10762499991
2005-06-14,10779583324
2005-06-15,10728333324
2005-06-16,10836527769
2005-06-17,10916249991
2005-06-20,10870694435
2005-06-21,10899166658
2005-06-22,10859305547
2005-06-23,10722638880
2005-06-24,10529027769
2005-06-27,10494861102
2005-06-28,10654305547
2005-06-29,10625833325
2005-06-30,10659999991
2005-07-01,10534722214
2005-07-05,10494861102
2005-07-06,10466388880
2005-07-07,10523333325
2005-07-08,10614444436
2005-07-11,10642916658
2005-07-12,10722638880
2005-07-13,10585972213
2005-07-14,10204444436
2005-07-15,10523333325
2005-07-18,10597361102
2005-07-19,10739722213
2005-07-20,10910555547
2005-07-21,10819444436
2005-07-22,10802361102
2005-07-25,10808055547
2005-07-26,10768194436
2005-07-27,10568888880
2005-07-28,10625833325
2005-07-29,10716944436
2005-08-01,10608749991
2005-08-02,10654305547
2005-08-03,10506249991
2005-08-04,10483472214
2005-08-05,10267083325
2005-08-08,10284166658
2005-08-09,10346805547
2005-08-10,10380972214
2005-08-11,10642916658
2005-08-12,10500555547
2005-08-15,10654305547
2005-08-16,10563194436
2005-08-17,10568888880
2005-08-18,10494861102
2005-08-19,10415138880
2005-08-22,10312638880
2005-08-23,10312638880
2005-08-24,10027916658
2005-08-25,10056388881
2005-08-26,9988055547
2005-08-29,9988055547
2005-08-30,9669166659
2005-08-31,9697638881
2005-09-01,9612222214
2005-09-02,9589444436
2005-09-06,9472320000
2005-09-07,10051920000
2005-09-08,10035360000
2005-09-09,10118160000
2005-09-12,10051920000
2005-09-13,9919440000
2005-09-14,9814560000
2005-09-15,9919440000
2005-09-16,10035360000
2005-09-19,9897360000
2005-09-20,9820080000
2005-09-21,9588240000
2005-09-22,9665520000
2005-09-23,9709680000
2005-09-26,9654480000
2005-09-27,9544080000
2005-09-28,9439200000
2005-09-29,9466800000
2005-09-30,9604800000
2005-10-03,9406080000
2005-10-04,9577200000
2005-10-05,9687600000
2005-10-06,9958080000
2005-10-07,9936000000
2005-10-10,9798000000
2005-10-11,9842160000
2005-10-12,9930480000
2005-10-13,9820080000
2005-10-14,9919440000
2005-10-17,9858720000
2005-10-18,9842160000
2005-10-19,10118160000
2005-10-20,10101600000
2005-10-21,10162320000
2005-10-24,10212000000
2005-10-25,10206480000
2005-10-26,9969120000
2005-10-27,9676560000
2005-10-28,9941520000
2005-10-31,10096080000
2005-11-01,9996720000
2005-11-02,10057440000
2005-11-03,10173360000
2005-11-04,10350000000
2005-11-07,10096080000
2005-11-08,10085040000
2005-11-09,9831120000
2005-11-10,9814560000
2005-11-11,9621360000
2005-11-14,9654480000
2005-11-15,9439200000
2005-11-16,9268080000
2005-11-17,9428160000
2005-11-18,9648960000
2005-11-21,9715200000
2005-11-22,9759360000
2005-11-23,9842160000
2005-11-25,9731760000
2005-11-28,9742800000
2005-11-29,9742800000
2005-11-30,9682080000
2005-12-01,9759360000
2005-12-02,9704160000
2005-12-05,9709680000
2005-12-06,9654480000
2005-12-07,9555120000
2005-12-08,9621360000
2005-12-09,9549600000
2005-12-12,9488880000
2005-12-13,9516480000
2005-12-14,9555120000
2005-12-15,9527520000
2005-12-16,9588240000
2005-12-19,9372960000
2005-12-20,9527520000
2005-12-21,9522000000
2005-12-22,9604800000
2005-12-23,9582720000
2005-12-27,9411600000
2005-12-28,9428160000
2005-12-29,9428160000
2005-12-30,9301200000
2006-01-03,9273600000
2006-01-04,9356400000
2006-01-05,9753840000
2006-01-06,9726240000
2006-01-09,9803520000
2006-01-10,9792480000
2006-01-11,9693120000
2006-01-12,9538560000
2006-01-13,9533040000
2006-01-17,9417120000
2006-01-18,9472320000
2006-01-19,9522000000
2006-01-20,9328800000
2006-01-23,9384000000
2006-01-24,9433680000
2006-01-25,9698640000
2006-01-26,9687600000
2006-01-27,9969120000
2006-01-30,9869760000
2006-01-31,9814560000
2006-02-01,9958080000
2006-02-02,9919440000
2006-02-03,10007760000
2006-02-06,10151280000
2006-02-07,10029840000
2006-02-08,9919440000
2006-02-09,9775920000
2006-02-10,9936000000
2006-02-13,9941520000
2006-02-14,10029840000
2006-02-15,10035360000
2006-02-16,10018800000
2006-02-17,9919440000
2006-02-21,9748320000
2006-02-22,9792480000
2006-02-23,9897360000
2006-02-24,9869760000
2006-02-27,9809040000
2006-02-28,9466800000
2006-03-01,9693120000
2006-03-02,9544080000
2006-03-03,9643440000
2006-03-06,9593760000
2006-03-07,9428160000
2006-03-08,9654480000
2006-03-09,9720720000
2006-03-10,9676560000
2006-03-13,9610320000
2006-03-14,9715200000
2006-03-15,9671040000
2006-03-16,9924960000
2006-03-17,10007760000
2006-03-20,9941520000
2006-03-21,9847680000
2006-03-22,9869760000
2006-03-23,9676560000
2006-03-24,9682080000
2006-03-27,9742800000
2006-03-28,9693120000
2006-03-29,9599280000
2006-03-30,9676560000
2006-03-31,9632914293
2006-04-03,9446400007
2006-04-04,9468342864
2006-04-05,9397028578
2006-04-06,9506742864
2006-04-07,9451885721
2006-04-10,9413485721
2006-04-11,9408000007
2006-04-12,9446400007
2006-04-13,9468342864
2006-04-17,9429942864
2006-04-18,9418971435
2006-04-19,9479314293
2006-04-20,9561600007
2006-04-21,9671314293
2006-04-24,9781028579
2006-04-25,10121142865
2006-04-26,10165028579
2006-04-27,10214400007
2006-04-28,10192457150
2006-05-01,10033371436
2006-05-02,10093714293
2006-05-03,10186971436
2006-05-04,10247314293
2006-05-05,10346057150
2006-05-08,10428342865
2006-05-09,10389942865
2006-05-10,10576457151
2006-05-11,10483200008
2006-05-12,10483200008
2006-05-15,10581942865
2006-05-16,10357028579
2006-05-17,10389942865
2006-05-18,10313142865
2006-05-19,10329600008
2006-05-22,10494171436
2006-05-23,10258285722
2006-05-24,10038857150
2006-05-25,10214400007
2006-05-26,10132114293
2006-05-30,9994971436
2006-05-31,9940114293
2006-06-01,10038857150
2006-06-02,10033371436
2006-06-05,9857828579
2006-06-06,9967542864
2006-06-07,10176000007
2006-06-08,10159542865
2006-06-09,10197942865
2006-06-12,9956571436
2006-06-13,9792000007
2006-06-14,9852342864
2006-06-15,10137600007
2006-06-16,10236342865
2006-06-19,10236342865
2006-06-20,10186971436
2006-06-21,10219885722
2006-06-22,9945600007
2006-06-23,9841371436
2006-06-26,9835885721
2006-06-27,9731657150
2006-06-28,9671314293
2006-06-29,9934628579
2006-06-30,9912685722
2006-07-03,9793720931
2006-07-05,9724186047
2006-07-06,9777674419
2006-07-07,9676046512
2006-07-10,9692093024
2006-07-11,9654651164
2006-07-12,9371162791
2006-07-13,9269534884
2006-07-14,9173255815
2006-07-17,9258837210
2006-07-18,9151860466
2006-07-19,9446046512
2006-07-20,8841627908
2006-07-21,8638372094
2006-07-24,8750697675
2006-07-25,8798837210
2006-07-26,8761395349
2006-07-27,8745348838
2006-07-28,8654418605
2006-07-31,8654418605
2006-08-01,8675813954
2006-08-02,8830930233
2006-08-03,9007441861
2006-08-04,9034186047
2006-08-07,9018139536
2006-08-08,8900465117
2006-08-09,8788139536
2006-08-10,8964651163
2006-08-11,8873720931
2006-08-14,8986046512
2006-08-15,9200000001
2006-08-16,9333720931
2006-08-17,9472790698
2006-08-18,9440697675
2006-08-21,9355116280
2006-08-22,9301627908
2006-08-23,9226744187
2006-08-24,9162558140
2006-08-25,9135813954
2006-08-28,9253488373
2006-08-29,9472790698
2006-08-30,9403255815
2006-08-31,9397906977
2006-09-01,9494186047
2006-09-05,9574418605
2006-09-06,9424651164
2006-09-07,9360465117
2006-09-08,9547674419
2006-09-11,9788800000
2006-09-12,9975000000
2006-09-13,10049480000
2006-09-14,10134600000
2006-09-15,10118640000
2006-09-18,10006920000
2006-09-19,10038840000
2006-09-20,10102680000
2006-09-21,10049480000
2006-09-22,10038840000
2006-09-25,10086720000
2006-09-26,10209080000
2006-09-27,10134600000
2006-09-28,10070760000
2006-09-29,9953720000
2006-10-02,10012240000
2006-10-03,10123960000
2006-10-04,10411240000
2006-10-05,10374000000
2006-10-06,10326120000
2006-10-09,10326120000
2006-10-10,10501680000
2006-10-11,10437840000
2006-10-12,11299680000
2006-10-13,11097520000
2006-10-16,11070920000
2006-10-17,11081560000
2006-10-18,11102840000
2006-10-19,11049640000
2006-10-20,11102840000
2006-10-23,11517800000
2006-10-24,11608240000
2006-10-25,11469920000
2006-10-26,11528440000
2006-10-27,11273080000
2006-10-30,11491200000
2006-10-31,11368840000
2006-11-01,11374160000
2006-11-02,11352880000
2006-11-03,11097520000
2006-11-06,11294360000
2006-11-07,11358200000
2006-11-08,11320960000
2006-11-09,11347560000
2006-11-10,11613560000
2006-11-13,11629520000
2006-11-14,11837000000
2006-11-15,11879560000
2006-11-16,12017880000
2006-11-17,11858280000
2006-11-20,12001920000
2006-11-21,11996600000
2006-11-22,12134920000
2006-11-24,12071080000
2006-11-27,11645480000
2006-11-28,11815720000
2006-11-29,11778480000
2006-11-30,11698680000
2006-12-01,11656120000
2006-12-04,11783800000
2006-12-05,12097680000
2006-12-06,11911480000
2006-12-07,11682720000
2006-12-08,11422040000
2006-12-11,11379480000
2006-12-12,11086880000
2006-12-13,11203920000
2006-12-14,11257120000
2006-12-15,11219880000
2006-12-18,11187960000
2006-12-19,11273080000
2006-12-20,11294360000
2006-12-21,11198600000
2006-12-22,11241160000
2006-12-26,11230520000
2006-12-27,11320960000
2006-12-28,11299680000
2006-12-29,11246480000
2007-01-03,11278280000
2007-01-04,11246300000
2007-01-05,11150360000
2007-01-08,11123710000
2007-01-09,11166350000
2007-01-10,11267620000
2007-01-11,11496810000
2007-01-12,11470160000
2007-01-16,11534120000
2007-01-17,11464830000
2007-01-18,11326250000
2007-01-19,11304930000
2007-01-22,11304930000
2007-01-23,11336910000
2007-01-24,11390210000
2007-01-25,11299600000
2007-01-26,11347570000
2007-01-29,11278280000
2007-01-30,11315590000
2007-01-31,11496810000
2007-02-01,11411530000
2007-02-02,11432850000
2007-02-05,11416860000
2007-02-06,11592750000
2007-02-07,11662040000
2007-02-08,11646050000
2007-02-09,11587420000
2007-02-12,11646050000
2007-02-13,11448840000
2007-02-14,11502140000
2007-02-15,11566100000
2007-02-16,11544780000
2007-02-20,11891230000
2007-02-21,11805950000
2007-02-22,11699350000
2007-02-23,11592750000
2007-02-26,11347570000
2007-02-27,10969140000
2007-02-28,11102390000
2007-03-01,10947820000
2007-03-02,10825230000
2007-03-05,10612030000
2007-03-06,10905180000
2007-03-07,10931830000
2007-03-08,11049090000
2007-03-09,11059750000
2007-03-12,11107720000
2007-03-13,10985130000
2007-03-14,11033100000
2007-03-15,11166350000
2007-03-16,11059750000
2007-03-19,11240970000
2007-03-20,11235640000
2007-03-21,11390210000
2007-03-22,11326250000
2007-03-23,11390210000
2007-03-26,11267620000
2007-03-27,11177010000
2007-03-28,11123710000
2007-03-29,11054420000
2007-03-30,11065080000
2007-04-02,10924439034
2007-04-03,11023609766
2007-04-04,10966195132
2007-04-05,11039268303
2007-04-09,11075804888
2007-04-10,11201073181
2007-04-11,11054926839
2007-04-12,11107121961
2007-04-13,11185414644
2007-04-16,11456829279
2007-04-17,11441170742
2007-04-18,11472487815
2007-04-19,11383756108
2007-04-20,11456829279
2007-04-23,11441170742
2007-04-24,11477707327
2007-04-25,11634292693
2007-04-26,11707365864
2007-04-27,11790878059
2007-04-30,11608195132
2007-05-01,11843073181
2007-05-02,12521609767
2007-05-03,12401560987
2007-05-04,12573804889
2007-05-07,12516390255
2007-05-08,12542487816
2007-05-09,12563365865
2007-05-10,12443317084
2007-05-11,12511170743
2007-05-14,12401560987
2007-05-15,12312829279
2007-05-16,12422439036
2007-05-17,12448536597
2007-05-18,12547707328
2007-05-21,12599902450
2007-05-22,12704292694
2007-05-23,12573804889
2007-05-24,12573804889
2007-05-25,12626000011
2007-05-29,12646878060
2007-05-30,12615560987
2007-05-31,12704292694
2007-06-01,12803463426
2007-06-04,12897414646
2007-06-05,12808682938
2007-06-06,12719951231
2007-06-07,12422439036
2007-06-08,12610341475
2007-06-11,12709512207
2007-06-12,12542487816
2007-06-13,12709512207
2007-06-14,12719951231
2007-06-15,12798243914
2007-06-18,12554999994
2007-06-19,12643269225
2007-06-20,12435576917
2007-06-21,12217499994
2007-06-22,12098076917
2007-06-25,12056538456
2007-06-26,12051346148
2007-06-27,12082499994
2007-06-28,12160384609
2007-06-29,12212307686
2007-07-02,12445961532
2007-07-03,12606923071
2007-07-05,12606923071
2007-07-06,12710769225
2007-07-09,12617307686
2007-07-10,12300576917
2007-07-11,12845769225
2007-07-12,12773076917
2007-07-13,12871730763
2007-07-16,12721153840
2007-07-17,12689999994
2007-07-18,12783461532
2007-07-19,12799038455
2007-07-20,12741923071
2007-07-23,12991153840
2007-07-24,12648461532
2007-07-25,12529038455
2007-07-26,11999423071
2007-07-27,11864423071
2007-07-30,12061730763
2007-07-31,11957884610
2007-08-01,11802115379
2007-08-02,11931923071
2007-08-03,11682692302
2007-08-06,11973461533
2007-08-07,11916346148
2007-08-08,11874807687
2007-08-09,11236153841
2007-08-10,11641153840
2007-08-13,11464615379
2007-08-14,11412692302
2007-08-15,11054423072
2007-08-16,11293269225
2007-08-17,11682692302
2007-08-20,11661923071
2007-08-21,11796923071
2007-08-22,12014999994
2007-08-23,12025384610
2007-08-24,12357692302
2007-08-27,12212307686
2007-08-28,12046153840
2007-08-29,12072115379
2007-08-30,12077307686
2007-08-31,12212307686
2007-09-04,12201923071
2007-09-05,12212307686
2007-09-06,12144807686
2007-09-07,11838461533
2007-09-10,11755384610
2007-09-11,11900769225
2007-09-12,11739807687
2007-09-13,11978653840
2007-09-14,12129230763
2007-09-17,12103269225
2007-09-18,12482307686
2007-09-19,12783461532
2007-09-20,12700384609
2007-09-21,12793846148
2007-09-24,12741923071
2007-09-25,12440769225
2007-09-26,12471923071
2007-09-27,12575769225
2007-09-28,12627692302
2007-10-01,12038220000
2007-10-02,11975040000
2007-10-03,11941020000
2007-10-04,11780640000
2007-10-05,11999340000
2007-10-08,12679740000
2007-10-09,13316400000
2007-10-10,13316400000
2007-10-11,12995640000
2007-10-12,13010220000
2007-10-15,12893580000
2007-10-16,13034520000
2007-10-17,13112280000
2007-10-18,13185180000
2007-10-19,13092840000
2007-10-22,13097700000
2007-10-23,13131720000
2007-10-24,13258080000
2007-10-25,13651740000
2007-10-26,13671180000
2007-10-29,13666320000
2007-10-30,14069700000
2007-10-31,14069700000
2007-11-01,13651740000
2007-11-02,13651740000
2007-11-05,13457340000
2007-11-06,13578840000
2007-11-07,13233780000
2007-11-08,13447620000
2007-11-09,13199760000
2007-11-12,13170600000
2007-11-13,13345560000
2007-11-14,13194900000
2007-11-15,13204620000
2007-11-16,13301820000
2007-11-19,13204620000
2007-11-20,13233780000
2007-11-21,13000500000
2007-11-23,13156020000
2007-11-26,12893580000
2007-11-27,12879000000
2007-11-28,12995640000
2007-11-29,12995640000
2007-11-30,12981060000
2007-12-03,12883860000
2007-12-04,12917880000
2007-12-05,12981060000
2007-12-06,13642020000
2007-12-07,13792680000
2007-12-10,13773240000
2007-12-11,13578840000
2007-12-12,13705200000
2007-12-13,13763520000
2007-12-14,13413600000
2007-12-17,13102560000
2007-12-18,13365000000
2007-12-19,13253220000
2007-12-20,13044240000
2007-12-21,13442760000
2007-12-24,13505940000
2007-12-26,13525380000
2007-12-27,13262940000
2007-12-28,13467060000
2007-12-31,13369860000
2008-01-02,13233780000
2008-01-03,13049100000
2008-01-04,12864420000
2008-01-07,13165740000
2008-01-08,12830400000
2008-01-09,13335840000
2008-01-10,13627440000
2008-01-11,12699180000
2008-01-14,12869280000
2008-01-15,12115980000
2008-01-16,11902140000
2008-01-17,11693160000
2008-01-18,11664000000
2008-01-22,11571660000
2008-01-23,12519360000
2008-01-24,13034520000
2008-01-25,12660300000
2008-01-28,12456180000
2008-01-29,12514500000
2008-01-30,12159720000
2008-01-31,11936160000
2008-02-01,12310380000
2008-02-04,12509640000
2008-02-05,12145140000
2008-02-06,11941020000
2008-02-07,12004200000
2008-02-08,11931300000
2008-02-11,12023640000
2008-02-12,12184020000
2008-02-13,12475620000
2008-02-14,12174300000
2008-02-15,12320100000
2008-02-19,12237480000
2008-02-20,12213180000
2008-02-21,12077100000
2008-02-22,12174300000
2008-02-25,12694320000
2008-02-26,12844980000
2008-02-27,12655440000
2008-02-28,12329820000
2008-02-29,12038220000
2008-03-03,12096540000
2008-03-04,12237480000
2008-03-05,12645720000
2008-03-06,12524220000
2008-03-07,12276360000
2008-03-10,12290940000
2008-03-11,12660300000
2008-03-12,12665160000
2008-03-13,12830400000
2008-03-14,12587400000
2008-03-17,12733200000
2008-03-18,13170600000
2008-03-19,12645720000
2008-03-20,13068540000
2008-03-24,13080000000
2008-03-25,13180800000
2008-03-26,13080000000
2008-03-27,12916800000
2008-03-28,12715200000
2008-03-31,12840000000
2008-04-01,13339200000
2008-04-02,13454400000
2008-04-03,13310400000
2008-04-04,13416000000
2008-04-07,13368000000
2008-04-08,13300800000
2008-04-09,12969600000
2008-04-10,13036800000
2008-04-11,12931200000
2008-04-14,12969600000
2008-04-15,13132800000
2008-04-16,13248000000
2008-04-17,13348800000
2008-04-18,13704000000
2008-04-21,13483200000
2008-04-22,13281600000
2008-04-23,13905600000
2008-04-24,14025600000
2008-04-25,14164800000
2008-04-28,14064000000
2008-04-29,14107200000
2008-04-30,14040000000
2008-05-01,14073600000
2008-05-02,13977600000
2008-05-05,13953600000
2008-05-06,14001600000
2008-05-07,13732800000
2008-05-08,13814400000
2008-05-09,13713600000
2008-05-12,14011200000
2008-05-13,14126400000
2008-05-14,14112000000
2008-05-15,14265600000
2008-05-16,14088000000
2008-05-19,14073600000
2008-05-20,13704000000
2008-05-21,13286400000
2008-05-22,13483200000
2008-05-23,13281600000
2008-05-27,13444800000
2008-05-28,13608000000
2008-05-29,13833600000
2008-05-30,13699200000
2008-06-02,13425600000
2008-06-03,13545600000
2008-06-04,13454400000
2008-06-05,13622400000
2008-06-06,13075200000
2008-06-09,13123200000
2008-06-10,13032000000
2008-06-11,12724800000
2008-06-12,12806400000
2008-06-13,13070400000
2008-06-16,13022400000
2008-06-17,12902400000
2008-06-18,12724800000
2008-06-19,12883200000
2008-06-20,12604800000
2008-06-23,12489600000
2008-06-24,12441600000
2008-06-25,12523200000
2008-06-26,12124800000
2008-06-27,12081600000
2008-06-30,12110400000
2008-07-01,11975600000
2008-07-02,11876900000
2008-07-03,11966200000
2008-07-07,12013200000
2008-07-08,12224700000
2008-07-09,11956800000
2008-07-10,11787600000
2008-07-11,12055500000
2008-07-14,12069600000
2008-07-15,11980300000
2008-07-16,12323400000
2008-07-17,11505600000
2008-07-18,11876900000
2008-07-21,11834600000
2008-07-22,12079000000
2008-07-23,12144800000
2008-07-24,11613700000
2008-07-25,11547900000
2008-07-28,11411600000
2008-07-29,11768800000
2008-07-30,12079000000
2008-07-31,12102500000
2008-08-01,11942700000
2008-08-04,12111900000
2008-08-05,12863900000
2008-08-06,12675900000
2008-08-07,12210600000
2008-08-08,12915600000
2008-08-11,13070700000
2008-08-12,12849800000
2008-08-13,12459700000
2008-08-14,12628900000
2008-08-15,12638300000
2008-08-18,12299900000
2008-08-19,12102500000
2008-08-20,12013200000
2008-08-21,12017900000
2008-08-22,12290500000
2008-08-25,12027300000
2008-08-26,12036700000
2008-08-27,11919200000
2008-08-28,12370400000
2008-08-29,12055500000
2008-09-02,12675900000
2008-09-03,12690000000
2008-09-04,12375100000
2008-09-05,12487900000
2008-09-08,13034020000
2008-09-09,12735780000
2008-09-10,12735780000
2008-09-11,13099260000
2008-09-12,12745100000
2008-09-15,12698500000
2008-09-16,12866260000
2008-09-17,12446860000
2008-09-18,13057320000
2008-09-19,13141200000
2008-09-22,12470160000
2008-09-23,12092700000
2008-09-24,11626700000
2008-09-25,11333120000
2008-09-26,11370400000
2008-09-29,10764600000
2008-09-30,10923040000
2008-10-01,10969640000
2008-10-02,10564220000
2008-10-03,10317240000
2008-10-06,9483100000
2008-10-07,9212820000
2008-10-08,9315340000
2008-10-09,8937880000
2008-10-10,9236120000
2008-10-13,9776680000
2008-10-14,9646200000
2008-10-15,8798080000
2008-10-16,9268740000
2008-10-17,9315340000
2008-10-20,9744060000
2008-10-21,9324660000
2008-10-22,8933220000
2008-10-23,8979820000
2008-10-24,8718860000
2008-10-27,8788760000
2008-10-28,9799980000
2008-10-29,9539020000
2008-10-30,9911820000
2008-10-31,9720760000
2008-11-03,9916480000
2008-11-04,10252000000
2008-11-05,9492420000
2008-11-06,9063700000
2008-11-07,9156900000
2008-11-10,8933220000
2008-11-11,8667600000
2008-11-12,8415959999
2008-11-13,8728180000
2008-11-14,8369360000
2008-11-17,8541779999
2008-11-18,8499839999
2008-11-19,8192279999
2008-11-20,7456000000
2008-11-21,8113060000
2008-11-24,8481200000
2008-11-25,8574399999
2008-11-26,8956520000
2008-11-28,9026420000
2008-12-01,8364700000
2008-12-02,8453240000
2008-12-03,9059040000
2008-12-04,9282720000
2008-12-05,9716100000
2008-12-08,9683480000
2008-12-09,9399220000
2008-12-10,10019000000
2008-12-11,9445820000
2008-12-12,9333980000
2008-12-15,9422520000
2008-12-16,10037640000
2008-12-17,10233360000
2008-12-18,10065600000
2008-12-19,10182100000
2008-12-22,10126180000
2008-12-23,10093560000
2008-12-24,10182100000
2008-12-26,10144820000
2008-12-29,10019000000
2008-12-30,10354520000
2008-12-31,10554900000
2009-01-02,10722660000
2009-01-05,11011580000
2009-01-06,10992940000
2009-01-07,10601500000
2009-01-08,10550240000
2009-01-09,10256660000
2009-01-12,10224040000
2009-01-13,10014340000
2009-01-14,9613580000
2009-01-15,9897840000
2009-01-16,10019000000
2009-01-20,9599600000
2009-01-21,9753380000
2009-01-22,9944440000
2009-01-23,9744060000
2009-01-26,9590280000
2009-01-27,9753380000
2009-01-28,10126180000
2009-01-29,9897840000
2009-01-30,9590280000
2009-02-02,9236120000
2009-02-03,9469120000
2009-02-04,9413200000
2009-02-05,9813960000
2009-02-06,10074920000
2009-02-09,10149480000
2009-02-10,9683480000
2009-02-11,9706780000
2009-02-12,9874540000
2009-02-13,9762700000
2009-02-17,9590280000
2009-02-18,9697460000
2009-02-19,9590280000
2009-02-20,9422520000
2009-02-23,9194180000
2009-02-24,9413200000
2009-02-25,9292040000
2009-02-26,8942540000
2009-02-27,8802740000
2009-03-02,8360040000
2009-03-03,8243540000
2009-03-04,8611680000
2009-03-05,8257519999
2009-03-06,8206260000
2009-03-09,7861420000
2009-03-10,8355380000
2009-03-11,8509160000
2009-03-12,8956520000
2009-03-13,9040400000
2009-03-16,8928560000
2009-03-17,9170880000
2009-03-18,9254760000
2009-03-19,9087000000
2009-03-20,8914580000
2009-03-23,9658500000
2009-03-24,9536300000
2009-03-25,9606800000
2009-03-26,10090900000
2009-03-27,9729000000
2009-03-30,9343600000
2009-03-31,9287200000
2009-04-01,9564500000
2009-04-02,10147300000
2009-04-03,10246000000
2009-04-06,10086200000
2009-04-07,9724300000
2009-04-08,9978100000
2009-04-09,10231900000
