,FFIV
2023-07-05,8663988800
2023-07-06,8482106649
2023-07-07,8496917899
2023-07-10,8741599750
2023-07-11,8809139050
2023-07-12,8787218400
2023-07-13,8871346300
2023-07-14,8700720700
2023-07-17,8774776950
2023-07-18,8871938750
2023-07-19,8928221500
2023-07-20,8832837050
2023-07-21,8816840900
2023-07-24,8899191450
2023-07-25,9418770100
2023-07-26,9176458050
2023-07-27,9215559750
2023-07-28,9243997350
2023-07-31,9374928800
2023-08-01,9472090600
2023-08-02,9414622950
2023-08-03,9556810950
2023-08-04,9448985050
2023-08-07,9524818650
2023-08-08,9468535900
2023-08-09,9427656850
2023-08-10,9344713850
2023-08-11,9307389500
2023-08-14,9357747750
2023-08-15,9215559750
2023-08-16,9218522000
2023-08-17,9194824000
2023-08-18,9201933400
2023-08-21,9252291650
2023-08-22,9247552050
2023-08-23,9377298600
2023-08-24,9230371000
2023-08-25,9318646050
2023-08-28,9409290900
2023-08-29,9549701550
2023-08-30,9641531300
2023-08-31,9696036700
2023-09-01,9752319450
2023-09-05,9751134550
2023-09-06,9705515900
2023-09-07,9565105250
2023-09-08,9511784750
2023-09-11,9518301700
2023-09-12,9492233900
2023-09-13,9500528200
2023-09-14,9521856400
2023-09-15,9388555150
2023-09-18,9527188450
2023-09-19,9554441150
2023-09-20,9521856400
2023-09-21,9331679950
2023-09-22,9399811700
2023-09-25,9391517400
2023-09-26,9219114450
2023-09-27,9336419550
2023-09-28,9554441150
2023-09-29,9546739300
2023-10-02,9575399120
2023-10-03,9430550220
2023-10-04,9212390040
2023-10-05,9198200760
2023-10-06,9241951040
2023-10-09,9221849560
2023-10-10,9334772580
2023-10-11,9301664260
2023-10-12,9164501220
2023-10-13,8898452220
2023-10-16,9101240680
2023-10-17,9044483560
2023-10-18,8926830780
2023-10-19,8780208220
2023-10-20,8771339920
2023-10-23,8656643240
2023-10-24,8764245280
2023-10-25,8967624960
2023-10-26,8957574220
2023-10-27,8854701940
2023-10-30,8822184840
2023-10-31,8962303980
2023-11-01,8981814240
2023-11-02,9037980140
2023-11-03,9109517760
2023-11-06,9136122660
2023-11-07,9229535420
2023-11-08,9213572480
2023-11-09,9218302240
2023-11-10,9403354100
2023-11-13,9377931640
2023-11-14,9722021680
2023-11-15,9740349500
2023-11-16,9521598100
2023-11-17,9641615760
2023-11-20,9708423620
2023-11-21,9810704680
2023-11-22,9877512540
2023-11-24,9937816980
2023-11-27,9907664760
2023-11-28,9991618000
2023-11-29,10053696100
2023-11-30,10121095180
2023-12-01,10204457200
2023-12-04,10236974300
2023-12-05,10054878540
2023-12-06,9971516520
2023-12-07,9997530200
2023-12-08,10099220040
2023-12-11,10258849440
2023-12-12,10368225140
2023-12-13,10285454340
2023-12-14,10459864240
2023-12-15,10501249640
2023-12-18,10625997060
2023-12-19,10579290680
2023-12-20,10456908140
2023-12-21,10529036980
2023-12-22,10582246780
2023-12-26,10655558060
2023-12-27,10632500480
2023-12-28,10624223400
2023-12-29,10581655560
2024-01-02,10360797120
2024-01-03,10234402920
2024-01-04,10098602640
2024-01-05,10079202600
2024-01-08,10269087840
2024-01-09,10233815040
2024-01-10,10330227360
2024-01-11,10362560760
2024-01-12,10355506200
2024-01-16,10356094080
2024-01-17,10429579080
2024-01-18,10593009720
2024-01-19,10587130920
2024-01-22,10692949320
2024-01-23,10627694640
2024-01-24,10660028040
2024-01-25,10854616320
2024-01-26,10795240440
2024-01-29,10897531560
2024-01-30,10983949920
2024-01-31,10799355600
2024-02-01,10926337680
2024-02-02,10889301240
2024-02-05,10849325400
2024-02-06,10727046360
2024-02-07,10775252520
2024-02-08,10889301240
2024-02-09,10970428680
2024-02-12,10943974080
2024-02-13,10758204000
2024-02-14,10832276880
2024-02-15,10789949520
2024-02-16,10719991800
2024-02-20,10766434320
2024-02-21,10645918920
2024-02-22,10875192120
2024-02-23,10924574040
2024-02-26,10986301440
2024-02-27,10901646720
2024-02-28,10918107360
2024-02-29,11006289360
2024-03-01,11167956360
2024-03-04,11363720400
2024-03-05,11020398480
2024-03-06,11204992800
2024-03-07,11347259760
2024-03-08,11341968840
2024-03-11,11384296200
2024-03-12,11406635640
2024-03-13,11391938640
2024-03-14,11229095880
2024-03-15,11046265200
2024-03-18,11013931800
2024-03-19,11111519880
2024-03-20,11142089640
2024-03-21,11232623160
2024-03-22,11203229160
2024-03-25,11083301640
2024-03-26,10992180240
2024-03-27,11101525920
2024-03-28,11145616920
2024-04-01,11160313920
2024-04-02,11142089640
2024-04-03,11256138360
2024-04-04,11080362240
2024-04-05,11311986960
2024-04-08,11269071720
2024-04-09,11526563160
2024-04-10,11236150440
2024-04-11,11292586920
2024-04-12,11051556120
2024-04-15,10804058640
2024-04-16,10761731280
2024-04-17,10658264400
2024-04-18,10557736920
2024-04-19,10424876040
2024-04-22,10555385400
2024-04-23,10595361240
2024-04-24,10719991800
2024-04-25,10690597800
2024-04-26,10695888720
2024-04-29,10707058440
2024-04-30,9718244280
2024-05-01,9795256560
2024-05-02,9762923160
2024-05-03,9755280720
2024-05-06,9910481040
2024-05-07,9895196160
2024-05-08,10097426880
2024-05-09,10055099520
2024-05-10,10089196560
2024-05-13,10076263200
2024-05-14,10107420840
2024-05-15,10290839400
2024-05-16,10219118040
2024-05-17,10236754440
2024-05-20,10243809000
2024-05-21,10196190720
2024-05-22,10183257360
2024-05-23,9991020600
2024-05-24,9988081200
2024-05-28,9896371920
2024-05-29,9889905240
2024-05-30,9835232400
2024-05-31,9933408360
2024-06-03,9812305080
2024-06-04,9865214280
2024-06-05,9809365680
2024-06-06,9745286760
2024-06-07,9733529160
2024-06-10,9835820280
2024-06-11,9794668680
2024-06-12,9879323400
2024-06-13,9874032480
2024-06-14,9851693040
2024-06-17,9858159720
2024-06-18,9965741760
2024-06-20,9978675120
2024-06-21,9970444800
2024-06-24,9916359840
2024-06-25,9966917520
2024-06-26,9950456880
2024-06-27,10064505600
2024-06-28,10125057240
2024-07-01,10063329840
2024-07-02,10129760280
2024-07-03,10022766120
2024-07-05,10089784440
2024-07-08,10178554320
2024-07-09,10086845040
2024-07-10,10170911880
2024-07-11,10205008920
2024-07-12,10373730480
2024-07-15,10510706520
2024-07-16,10758791880
2024-07-17,10606530960
2024-07-18,10403124480
2024-07-19,10286136360
2024-07-22,10309651560
2024-07-23,10217354400
2024-07-24,10019826720
2024-07-25,10213239240
2024-07-26,10389286560
2024-07-29,10403932560
2024-07-30,11755465440
2024-07-31,11930045760
2024-08-01,11452000320
2024-08-02,11247542160
2024-08-05,10963409760
2024-08-06,11017892880
2024-08-07,10899553200
2024-08-08,11092880400
2024-08-09,11248128000
