,FFIV
2004-12-21,1672119000
2004-12-22,1668561300
2004-12-23,1672474770
2004-12-27,1683859410
2004-12-28,1741849920
2004-12-29,1731888360
2004-12-30,1740782610
2004-12-31,1798011600
2005-01-03,1736380250
2005-01-04,1650391600
2005-01-05,1641534400
2005-01-06,1560712450
2005-01-07,1557391000
2005-01-10,1604998450
2005-01-11,1592030032
2005-01-12,1572153000
2005-01-13,1688403750
2005-01-14,1714237250
2005-01-18,1708701500
2005-01-19,1649284450
2005-01-20,1872928750
2005-01-21,1834916600
2005-01-24,1757416100
2005-01-25,1759999450
2005-01-26,1789154400
2005-01-27,1743392200
2005-01-28,1734535000
2005-01-31,1769225700
2005-02-01,1721987299
2005-02-02,1723832550
2005-02-03,1732689750
2005-02-04,1774023350
2005-02-07,1747082700
2005-02-08,1903855140
2005-02-09,1834178500
2005-02-10,1872559700
2005-02-11,1911494475
2005-02-14,2015013000
2005-02-15,1949322100
2005-02-16,1948953050
2005-02-17,1905036100
2005-02-18,1914631400
2005-02-22,1908357550
2005-02-23,1957072150
2005-02-24,1982905650
2005-02-25,2027191650
2005-02-28,2033096450
2005-03-01,2044167950
2005-03-02,2015013000
2005-03-03,2045275100
2005-03-04,2074061000
2005-03-07,2123144650
2005-03-08,2116501750
2005-03-09,2088084900
2005-03-10,2099525450
2005-03-11,2135692350
2005-03-14,1978846100
2005-03-15,1935298200
2005-03-16,1951167350
2005-03-17,2009846300
2005-03-18,2015013000
2005-03-21,2042322700
2005-03-22,2061513300
2005-03-23,2039739350
2005-03-24,1961500750
2005-03-28,1979215150
2005-03-29,1871452550
2005-03-30,1939726800
2005-03-31,1914479820
2005-04-01,1906517040
2005-04-04,1954672900
2005-04-05,1943297500
2005-04-06,1911825560
2005-04-07,1930405379
2005-04-08,1911446379
2005-04-11,1862532160
2005-04-12,1841298080
2005-04-13,1793142220
2005-04-14,1756361760
2005-04-15,1674838060
2005-04-18,1680146580
2005-04-19,1746123900
2005-04-20,1788971240
2005-04-21,1735886040
2005-04-22,1697209680
2005-04-25,1744607180
2005-04-26,1708964260
2005-04-27,1620994500
2005-04-28,1583076500
2005-04-29,1622132040
2005-05-02,1601277140
2005-05-03,1614927620
2005-05-04,1691521980
2005-05-05,1669908720
2005-05-06,1688109360
2005-05-09,1674458879
2005-05-10,1654741520
2005-05-11,1643366120
2005-05-12,1613790080
2005-05-13,1719202120
2005-05-16,1755603400
2005-05-17,1778733379
2005-05-18,1895520820
2005-05-19,1890212300
2005-05-20,1881111980
2005-05-23,1879974440
2005-05-24,1904621140
2005-05-25,1944435040
2005-05-26,1917892440
2005-05-27,1963014860
2005-05-31,1941780780
2005-06-01,1931163740
2005-06-02,1917513260
2005-06-03,1917892440
2005-06-06,1921684240
2005-06-07,1988040740
2005-06-08,1930026200
2005-06-09,1943297500
2005-06-10,1941022420
2005-06-13,1917134080
2005-06-14,1846606600
2005-06-15,1784421080
2005-06-16,1844331520
2005-06-17,1787075340
2005-06-20,1762049460
2005-06-21,1795796480
2005-06-22,1745365540
2005-06-23,1767737160
2005-06-24,1732473420
2005-06-27,1682800840
2005-06-28,1707068360
2005-06-29,1752569960
2005-06-30,1819658650
2005-07-01,1768460300
2005-07-05,1828897450
2005-07-06,1802720850
2005-07-07,1809265000
2005-07-08,1839676050
2005-07-11,1848529900
2005-07-12,1818888750
2005-07-13,1827357650
2005-07-14,1854689100
2005-07-15,1922440300
2005-07-18,1917051000
2005-07-19,1972483800
2005-07-20,1915126250
2005-07-21,1575215400
2005-07-22,1606396349
2005-07-25,1607936150
2005-07-26,1621794350
2005-07-27,1657209750
2005-07-28,1652590350
2005-07-29,1623719100
2005-08-01,1623334150
2005-08-02,1578295000
2005-08-03,1492066200
2005-08-04,1464734750
2005-08-05,1430859150
2005-08-08,1464734750
2005-08-09,1462810000
2005-08-10,1425084900
2005-08-11,1439328050
2005-08-12,1433938750
2005-08-15,1411226699
2005-08-16,1371576850
2005-08-17,1443562500
2005-08-18,1454726050
2005-08-19,1456650800
2005-08-22,1458960500
2005-08-23,1470509000
2005-08-24,1522477250
2005-08-25,1534410700
2005-08-26,1564821750
2005-08-29,1577910050
2005-08-30,1571750850
2005-08-31,1589458550
2005-09-01,1599082300
2005-09-02,1611400700
2005-09-06,1626413750
2005-09-07,1606781300
2005-09-08,1698399400
2005-09-09,1676457250
2005-09-12,1719186699
2005-09-13,1681846550
2005-09-14,1660674300
2005-09-15,1669913100
2005-09-16,1701863950
2005-09-19,1691470300
2005-09-20,1660674300
2005-09-21,1705328500
2005-09-22,1698014450
2005-09-23,1713412450
2005-09-26,1738049250
2005-09-27,1706098400
2005-09-28,1674532500
2005-09-29,1671067949
2005-09-30,1702415610
2005-10-03,1734529270
2005-10-04,1669127060
2005-10-05,1610382560
2005-10-06,1586493130
2005-10-07,1591584320
2005-10-10,1564953480
2005-10-11,1606857890
2005-10-12,1574744230
2005-10-13,1604899739
2005-10-14,1650720450
2005-10-17,1643279480
2005-10-18,1587668020
2005-10-19,1619390050
2005-10-20,1612340710
2005-10-21,1595892250
2005-10-24,1690275079
2005-10-25,1621348200
2005-10-26,2002795820
2005-10-27,2029426660
2005-10-28,1994571590
2005-10-31,2037650890
2005-11-01,2041175560
2005-11-02,2095220500
2005-11-03,2143782620
2005-11-04,2100311690
2005-11-07,2099528430
2005-11-08,2040392300
2005-11-09,2105794510
2005-11-10,2136341650
2005-11-11,2107752660
2005-11-14,2115585260
2005-11-15,2077205520
2005-11-16,2127334160
2005-11-17,2220542100
2005-11-18,2159056190
2005-11-21,2196261040
2005-11-22,2179029320
2005-11-23,2113235480
2005-11-25,2124201120
2005-11-28,2040392300
2005-11-29,2075639000
2005-11-30,2074855739
2005-12-01,2065456620
2005-12-02,2048224900
2005-12-05,2078380410
2005-12-06,2134383500
2005-12-07,2086213010
2005-12-08,2054099350
2005-12-09,2066631510
2005-12-12,2061540320
2005-12-13,2047833270
2005-12-14,2068589660
2005-12-15,2059190540
2005-12-16,2086996270
2005-12-19,2059973800
2005-12-20,2140257950
2005-12-21,2174721390
2005-12-22,2226024920
2005-12-23,2265187920
2005-12-27,2206443420
2005-12-28,2213101130
2005-12-29,2273412150
2005-12-30,2239731970
2006-01-03,2479014800
2006-01-04,2556847600
2006-01-05,2576907600
2006-01-06,2574901600
2006-01-09,2552033200
2006-01-10,2549626000
2006-01-11,2336588800
2006-01-12,2356648800
2006-01-13,2339397200
2006-01-17,2321744400
2006-01-18,2334181600
2006-01-19,2387541200
2006-01-20,2470990800
2006-01-23,2444912800
2006-01-24,2442104400
2006-01-25,2493859200
2006-01-26,2554440400
2006-01-27,2547218800
2006-01-30,2527560000
2006-01-31,2592153200
2006-02-01,2607800000
2006-02-02,2545614000
2006-02-03,2528763600
2006-02-06,2555242800
2006-02-07,2511110800
2006-02-08,2541200800
2006-02-09,2442505600
2006-02-10,2464972800
2006-02-13,2427260000
2006-02-14,2412816800
2006-02-15,2457350000
2006-02-16,2471793200
2006-02-17,2533578000
2006-02-21,2517931200
2006-02-22,2558051200
2006-02-23,2583728000
2006-02-24,2694459200
2006-02-27,2761058399
2006-02-28,2720136000
2006-03-01,2724950400
2006-03-02,2758250000
2006-03-03,2776705199
2006-03-06,2694459200
2006-03-07,2641902000
2006-03-08,2615422800
2006-03-09,2606596400
2006-03-10,2609404800
2006-03-13,2732172000
2006-03-14,2747016400
2006-03-15,2764268000
2006-03-16,2730968399
2006-03-17,2805591600
2006-03-20,2929963600
2006-03-21,2831268399
2006-03-22,2808400000
2006-03-23,2848921200
2006-03-24,2849322400
2006-03-27,2763465600
2006-03-28,2768280000
2006-03-29,2882220800
2006-03-30,2887837600
2006-03-31,2939686970
2006-04-03,2803834420
2006-04-04,2639189240
2006-04-05,2643650070
2006-04-06,2707318280
2006-04-07,2614857440
2006-04-10,2528885080
2006-04-11,2587281400
2006-04-12,2625401220
2006-04-13,2664737629
2006-04-17,2652977260
2006-04-18,2681364360
2006-04-19,2705290629
2006-04-20,2655004910
2006-04-21,2348018700
2006-04-24,2428556958
2006-04-25,2403576310
2006-04-26,2430746820
2006-04-27,2392221470
2006-04-28,2374783680
2006-05-01,2358968010
2006-05-02,2348424230
2006-05-03,2365456490
2006-05-04,2388571700
2006-05-05,2404387370
2006-05-08,2356129300
2006-05-09,2358562480
2006-05-10,2343963400
2006-05-11,2343152340
2006-05-12,2364239900
2006-05-15,2357345890
2006-05-16,2234470300
2006-05-17,2092940330
2006-05-18,2045898850
2006-05-19,2052387330
2006-05-22,2122949550
2006-05-23,1957898840
2006-05-24,1863004820
2006-05-25,1901530170
2006-05-26,1908829710
2006-05-30,1830156890
2006-05-31,1967631560
2006-06-01,1985069350
2006-06-02,2006562439
2006-06-05,1961954140
2006-06-06,1971686860
2006-06-07,1946544000
2006-06-08,1920995610
2006-06-09,1905585470
2006-06-12,1761622320
2006-06-13,1770543979
2006-06-14,1814746750
2006-06-15,1916129250
2006-06-16,1897880400
2006-06-19,1939244460
2006-06-20,1977769810
2006-06-21,1998046310
2006-06-22,1976553220
2006-06-23,2058064750
2006-06-26,2080774430
2006-06-27,2088479500
2006-06-28,2078746780
2006-06-29,2158230660
2006-06-30,2180807440
2006-07-03,2207313140
2006-07-05,2184885240
2006-07-06,2217099860
2006-07-07,2135543860
2006-07-10,1971616300
2006-07-11,1993228640
2006-07-12,1956936220
2006-07-13,1938178340
2006-07-14,1938178340
2006-07-17,1942256140
2006-07-18,1946741720
2006-07-19,1980179680
2006-07-20,1955305100
2006-07-21,1807280960
2006-07-24,1846427840
2006-07-25,1846835620
2006-07-26,1858253460
2006-07-27,1832563320
2006-07-28,1867224620
2006-07-31,1889652520
2006-08-01,1828485520
2006-08-02,1829708860
2006-08-03,1845204500
2006-08-04,1851728979
2006-08-07,1751822880
2006-08-08,1722870500
2006-08-09,1761201820
2006-08-10,1757939580
2006-08-11,1672305780
2006-08-14,1684539180
2006-08-15,1706559300
2006-08-16,1817475460
2006-08-17,1946333939
2006-08-18,2029521060
2006-08-21,1983849700
2006-08-22,1996490880
2006-08-23,1980995240
2006-08-24,1989966400
2006-08-25,2048278939
2006-08-28,2042977800
2006-08-29,2066629040
2006-08-30,2063366800
2006-08-31,2042570020
2006-09-01,2037268880
2006-09-05,2069483500
2006-09-06,2018511000
2006-09-07,1984665260
2006-09-08,2006277600
2006-09-11,2060104560
2006-09-12,2177952980
2006-09-13,2160418440
2006-09-14,2086202479
2006-09-15,2112300400
2006-09-18,2032783300
2006-09-19,2065405700
2006-09-20,2105368140
2006-09-21,2141660560
2006-09-22,2088241380
2006-09-25,2141660560
2006-09-26,2224439900
2006-09-27,2186108580
2006-09-28,2230148820
2006-09-29,2190594160
2006-10-02,2223880200
2006-10-03,2219777100
2006-10-04,2251781280
2006-10-05,2281323600
2006-10-06,2303890650
2006-10-09,2363385600
2006-10-10,2413033110
2006-10-11,2421649620
2006-10-12,2460629070
2006-10-13,2382670170
2006-10-16,2380618620
2006-10-17,2360513430
2006-10-18,2323175220
2006-10-19,2332612350
2006-10-20,2320713360
2006-10-23,2364206220
2006-10-24,2349435060
2006-10-25,2384721720
2006-10-26,2733895530
2006-10-27,2696147009
2006-10-30,2713790340
2006-10-31,2715841890
2006-11-01,2654705700
2006-11-02,2607520050
2006-11-03,2632959270
2006-11-06,2692454220
2006-11-07,2756052270
2006-11-08,2687120190
2006-11-09,2803648230
2006-11-10,2729382120
2006-11-13,2770413120
2006-11-14,2957104169
2006-11-15,2982133080
2006-11-16,2954642310
2006-11-17,2946436110
2006-11-20,2982953700
2006-11-21,3011675400
2006-11-22,3043679580
2006-11-24,2999776410
2006-11-27,2981312460
2006-11-28,3017830050
2006-11-29,3073221900
2006-11-30,3068298180
2006-12-01,3037524930
2006-12-04,3075683759
2006-12-05,3060502290
2006-12-06,3012085710
2006-12-07,2989928970
2006-12-08,3116304450
2006-12-11,3064195080
2006-12-12,3033421830
2006-12-13,3048192990
2006-12-14,3156925140
2006-12-15,3138050880
2006-12-18,3126562200
2006-12-19,3101533290
2006-12-20,3026856870
2006-12-21,3033011520
2006-12-22,2993211450
2006-12-26,3049834230
2006-12-27,3078555930
2006-12-28,3078145620
2006-12-29,3044910509
2007-01-03,3053261240
2007-01-04,3162602120
2007-01-05,3112901720
2007-01-08,3261588750
2007-01-09,3218100900
2007-01-10,3265730450
2007-01-11,3249163650
2007-01-12,3303834090
2007-01-16,3274428020
2007-01-17,3266144620
2007-01-18,3108345850
2007-01-19,3131539370
2007-01-22,3062372980
2007-01-23,3042078650
2007-01-24,3084738160
2007-01-25,3066514680
2007-01-26,3011015900
2007-01-29,2990721569
2007-01-30,3019299300
2007-01-31,2957587970
2007-02-01,2974154770
2007-02-02,2939778660
2007-02-05,2981195660
2007-02-06,2989893230
2007-02-07,3122013460
2007-02-08,3106689170
2007-02-09,3126983500
2007-02-12,3053675410
2007-02-13,3053261240
2007-02-14,3054503750
2007-02-15,3073555569
2007-02-16,3047877030
2007-02-20,3148934510
2007-02-21,3146449490
2007-02-22,3252477010
2007-02-23,3235496040
2007-02-26,3225141790
2007-02-27,3035866100
2007-02-28,3007702540
2007-03-01,2999419140
2007-03-02,2862743040
2007-03-05,2852802960
2007-03-06,2992378250
2007-03-07,2944334530
2007-03-08,2966285540
2007-03-09,3036280270
2007-03-12,3036694439
2007-03-13,2936051130
2007-03-14,2943092020
2007-03-15,2963800520
2007-03-16,2943920360
2007-03-19,3020955980
2007-03-20,3056988770
2007-03-21,3107517510
2007-03-22,3061544640
2007-03-23,2997348290
2007-03-26,2826710250
2007-03-27,2806830090
2007-03-28,2883865710
2007-03-29,2867713080
2007-03-30,2761685560
2007-04-02,2712856230
2007-04-03,2810266540
2007-04-04,2756335510
2007-04-05,2787690760
2007-04-09,2827825480
2007-04-10,2827407410
2007-04-11,2825735130
2007-04-12,2874231250
2007-04-13,2795216020
2007-04-16,2811102680
2007-04-17,2762188489
2007-04-18,2908512989
2007-04-19,2881756510
2007-04-20,2877575810
2007-04-23,2845384420
2007-04-24,2803159350
2007-04-25,2762196851
2007-04-26,3341633510
2007-04-27,3285612130
2007-04-30,3209941460
2007-05-01,3191546380
2007-05-02,3225410050
2007-05-03,3253420739
2007-05-04,3263872489
2007-05-07,3249240040
2007-05-08,3252584600
2007-05-09,3296481950
2007-05-10,3215376370
2007-05-11,3232517239
2007-05-14,3214540230
2007-05-15,3128417810
2007-05-16,3173987440
2007-05-17,3152665870
2007-05-18,3150575520
2007-05-21,3295645810
2007-05-22,3287284410
2007-05-23,3225410050
2007-05-24,3176913930
2007-05-25,3207433040
2007-05-29,3225828120
2007-05-30,3298990370
2007-05-31,3397236820
2007-06-01,3408942780
2007-06-04,3424829440
2007-06-05,3364209290
2007-06-06,3285612130
2007-06-07,3226664260
2007-06-08,3299826510
2007-06-11,3364627360
2007-06-12,3355011750
2007-06-13,3345396140
2007-06-14,3432772770
2007-06-15,3561956400
2007-06-18,3540634830
2007-06-19,3513042210
2007-06-20,3528928870
2007-06-21,3515968700
2007-06-22,3460365390
2007-06-25,3444060660
2007-06-26,3411451200
2007-06-27,3400999450
2007-06-28,3379677880
2007-06-29,3369644200
2007-07-02,3406447200
2007-07-03,3375249540
2007-07-05,3507628800
2007-07-06,3494137920
2007-07-09,3492029970
2007-07-10,3434693730
2007-07-11,3477695910
2007-07-12,3697765889
2007-07-13,3683431830
2007-07-16,3681745470
2007-07-17,3693971580
2007-07-18,3594897930
2007-07-19,3805271340
2007-07-20,3755523720
2007-07-23,3680059110
2007-07-24,3557798010
2007-07-25,3577191149
2007-07-26,3836890590
2007-07-27,3844057620
2007-07-30,3794310000
2007-07-31,3654595074
2007-08-01,3653077350
2007-08-02,3673735260
2007-08-03,3527865120
2007-08-06,3053576370
2007-08-07,2700292381
2007-08-08,2779121280
2007-08-09,2951973180
2007-08-10,2953237950
2007-08-13,3053154780
2007-08-14,2905176690
2007-08-15,2876086980
2007-08-16,2971366320
2007-08-17,3034604820
2007-08-20,2998348080
2007-08-21,2919089160
2007-08-22,3032918460
2007-08-23,3005936700
2007-08-24,3160238639
2007-08-27,3102059220
2007-08-28,2918245980
2007-08-29,2967993600
2007-08-30,2951130000
2007-08-31,2948600460
2007-09-04,3047252520
2007-09-05,3116393280
2007-09-06,3273224760
2007-09-07,3179631780
2007-09-10,3150963660
2007-09-11,3292617899
2007-09-12,3385367700
2007-09-13,3337306440
2007-09-14,3377779080
2007-09-17,3304422420
2007-09-18,3394642680
2007-09-19,3311167860
2007-09-20,3288402000
2007-09-21,3319599660
2007-09-24,3204084000
2007-09-25,3070018379
2007-09-26,3191436300
2007-09-27,3145061399
2007-09-28,3135786420
2007-10-01,3240574260
2007-10-02,3345793220
2007-10-03,3392462919
2007-10-04,3491742100
2007-10-05,3656358860
2007-10-08,3689451919
2007-10-09,3643630760
2007-10-10,3576596100
2007-10-11,3537563260
2007-10-12,3527389265
2007-10-15,3524835160
2007-10-16,3450163639
2007-10-17,3488347940
2007-10-18,3648722000
2007-10-19,3617326020
2007-10-22,3641085139
2007-10-23,3756486580
2007-10-24,3434041380
2007-10-25,2901158260
2007-10-26,2907946580
2007-10-29,2923220300
2007-10-30,2856185639
2007-10-31,3057289620
2007-11-01,3122627199
2007-11-02,3125172820
2007-11-05,3232937400
2007-11-06,3208329740
2007-11-07,3031833419
2007-11-08,2946130880
2007-11-09,2789999520
2007-11-12,2644899180
2007-11-13,2697508660
2007-11-14,2627928380
2007-11-15,2528649200
2007-11-16,2519315260
2007-11-19,2446340820
2007-11-20,2357244120
2007-11-21,2294452160
2007-11-23,2288512380
2007-11-26,2275775794
2007-11-27,2282572600
2007-11-28,2379306160
2007-11-29,2216386480
2007-11-30,2241842680
2007-12-03,2281724060
2007-12-04,2258813480
2007-12-05,2387791560
2007-12-06,2448886440
2007-12-07,2378457620
2007-12-10,2536286060
2007-12-11,2473494100
2007-12-12,2540528760
2007-12-13,2452280600
2007-12-14,2480282420
2007-12-17,2361486820
2007-12-18,2406459440
2007-12-19,2329242300
2007-12-20,2347061640
2007-12-21,2474342640
2007-12-24,2537983140
2007-12-26,2546468540
2007-12-27,2452280600
2007-12-28,2470948480
2007-12-31,2366418480
2008-01-02,2241127740
2008-01-03,2197151520
2008-01-04,2033692740
2008-01-07,1931634720
2008-01-08,1799697762
2008-01-09,1796387100
2008-01-10,1927486020
2008-01-11,1775643600
2008-01-14,1895126160
2008-01-15,1870233960
2008-01-16,1715902320
2008-01-17,1664458440
2008-01-18,1695158820
2008-01-22,1693499340
2008-01-23,1674415320
2008-01-24,2057755200
2008-01-25,1920848100
2008-01-28,1986397560
2008-01-29,1939102380
2008-01-30,1931634720
2008-01-31,1952378220
2008-02-01,2076009480
2008-02-04,1986397560
2008-02-05,1851979680
2008-02-06,1781451780
2008-02-07,1803025020
2008-02-08,1809662940
2008-02-11,1842022800
2008-02-12,1798046580
2008-02-13,1876042140
2008-02-14,1873552919
2008-02-15,1867744740
2008-02-19,1888488240
2008-02-20,1936613160
2008-02-21,1866915000
2008-02-22,1848660720
2008-02-25,1909231740
2008-02-26,1947399780
2008-02-27,2032033259
2008-02-28,1964824320
2008-02-29,1838703840
2008-03-03,1739964780
2008-03-04,1698477780
2008-03-05,1725859200
2008-03-06,1606376640
2008-03-07,1608865860
2008-03-10,1578995220
2008-03-11,1624630919
2008-03-12,1651182600
2008-03-13,1649523120
2008-03-14,1648693380
2008-03-17,1623801180
2008-03-18,1716732060
2008-03-19,1591441320
2008-03-20,1617163259
2008-03-24,1662798960
2008-03-25,1710923880
2008-03-26,1656990780
2008-03-27,1582314180
2008-03-28,1584803400
2008-03-31,1473514320
2008-04-01,1548122640
2008-04-02,1496221200
2008-04-03,1559476080
2008-04-04,1471081440
2008-04-07,1463782800
2008-04-08,1480812960
2008-04-09,1465404720
2008-04-10,1566774720
2008-04-11,1585426800
2008-04-14,1542445920
2008-04-15,1508385600
2008-04-16,1595158320
2008-04-17,1598402160
2008-04-18,1724911920
2008-04-21,1778435280
2008-04-22,1728155760
2008-04-23,1799520240
2008-04-24,1911432720
2008-04-25,1925219039
2008-04-28,1874939520
2008-04-29,1848177840
2008-04-30,1835202480
2008-05-01,1986041039
2008-05-02,1978742400
2008-05-05,1947114960
2008-05-06,2007936960
2008-05-07,2104441200
2008-05-08,2223652320
2008-05-09,2189592000
2008-05-12,2277175680
2008-05-13,2260145520
2008-05-14,2264200320
2008-05-15,2321778480
2008-05-16,2348540160
2008-05-19,2316912720
2008-05-20,2293394880
2008-05-21,2280419520
2008-05-22,2254468800
2008-05-23,2185537200
2008-05-27,2222030400
2008-05-28,2269066080
2008-05-29,2351784000
2008-05-30,2436934800
2008-06-02,2388277200
2008-06-03,2380978560
2008-06-04,2520463680
2008-06-05,2545603440
2008-06-06,2478293760
2008-06-09,2440989600
2008-06-10,2403685440
2008-06-11,2406118320
2008-06-12,2338808640
2008-06-13,2404496400
2008-06-16,2436123840
2008-06-17,2437745760
2008-06-18,2491269120
2008-06-19,2621022720
2008-06-20,2486403360
2008-06-23,2441800560
2008-06-24,2373679920
2008-06-25,2453154000
2008-06-26,2359893600
2008-06-27,2346107280
2008-06-30,2254757540
2008-07-01,2381696740
2008-07-02,2351548680
2008-07-03,2361862490
2008-07-07,2369002820
2008-07-08,2495148650
2008-07-09,2492768540
2008-07-10,2562585100
2008-07-11,2653029280
2008-07-14,2540370740
2008-07-15,2495942020
2008-07-16,2557824880
2008-07-17,2615740890
2008-07-18,2574485650
2008-07-21,2573692280
2008-07-22,2571312169
2008-07-23,2462620480
2008-07-24,2540370740
2008-07-25,2514982900
2008-07-28,2400737620
2008-07-29,2411844800
2008-07-30,2341234870
2008-07-31,2312673550
2008-08-01,2313466920
2008-08-04,2299186260
2008-08-05,2385663590
2008-08-06,2461033740
2008-08-07,2506255830
2008-08-08,2646682320
2008-08-11,2800596100
2008-08-12,2766481190
2008-08-13,2796629250
2008-08-14,2776001630
2008-08-15,2792662400
2008-08-18,2764101080
2008-08-19,2656996130
2008-08-20,2664136460
2008-08-21,2655409390
2008-08-22,2683970710
2008-08-25,2632401660
2008-08-26,2653822650
2008-08-27,2663343090
2008-08-28,2752993900
2008-08-29,2706185070
2008-09-02,2648269060
2008-09-03,2657789500
2008-09-04,2442786230
2008-09-05,2474521030
2008-09-08,2567345320
2008-09-09,2490388430
2008-09-10,2433265790
2008-09-11,2462620480
2008-09-12,2553064660
2008-09-15,2398357510
2008-09-16,2321400620
2008-09-17,2175420540
2008-09-18,2058001780
2008-09-19,2169866950
2008-09-22,2033407310
2008-09-23,1912815070
2008-09-24,1733513450
2008-09-25,1786669240
2008-09-26,1891394080
2008-09-29,1721612900
2008-09-30,1854899060
2008-10-01,1838238290
2008-10-02,1743033890
2008-10-03,1666077000
2008-10-06,1705745500
2008-10-07,1741447150
2008-10-08,1723199640
2008-10-09,1685911250
2008-10-10,1626408500
2008-10-13,1700985280
2008-10-14,1619268170
2008-10-15,1459800800
2008-10-16,1580393040
2008-10-17,1570872600
2008-10-20,1654176450
2008-10-21,1566112379
2008-10-22,1569285860
2008-10-23,1725579750
2008-10-24,1750967590
2008-10-27,1819197410
2008-10-28,1978664780
2008-10-29,1971524450
2008-10-30,1982631629
2008-10-31,1969144340
2008-11-03,1915988550
2008-11-04,1963590750
2008-11-05,1839031660
2008-11-06,1787462610
2008-11-07,1886633860
2008-11-10,1757314550
2008-11-11,1801743270
2008-11-12,1703365390
2008-11-13,1758901290
2008-11-14,1785082500
2008-11-17,1773975320
2008-11-18,1754141070
2008-11-19,1695431690
2008-11-20,1648622860
2008-11-21,1770801840
2008-11-24,1866799610
2008-11-25,1913608440
2008-11-26,2027060350
2008-11-28,1975491300
2008-12-01,1787462610
2008-12-02,1818404040
2008-12-03,1889013970
2008-12-04,1766834990
2008-12-05,1854899060
2008-12-08,1915195180
2008-12-09,1857279170
2008-12-10,1839031660
2008-12-11,1762868140
2008-12-12,1808883600
2008-12-15,1727166490
2008-12-16,1750174220
2008-12-17,1797776420
2008-12-18,1755727810
2008-12-19,1725579750
2008-12-22,1679564290
2008-12-23,1707332240
2008-12-24,1733513450
2008-12-26,1765248250
2008-12-29,1698605170
2008-12-30,1786669240
2008-12-31,1804225500
2009-01-02,1832638500
2009-01-05,1798700750
2009-01-06,1775812500
2009-01-07,1854737500
2009-01-08,1903671000
2009-01-09,1899724750
2009-01-12,1832638500
2009-01-13,1793176000
2009-01-14,1756870500
2009-01-15,1831060000
2009-01-16,1779758750
2009-01-20,1697676750
2009-01-21,1736350000
2009-01-22,1803436250
2009-01-23,1835006250
2009-01-26,1878415000
2009-01-27,1844477250
2009-01-28,1878415000
2009-01-29,1806593250
2009-01-30,1749767250
2009-02-02,1745821000
2009-02-03,1736350000
2009-02-04,1757659750
2009-02-05,1815275000
2009-02-06,1867365500
2009-02-09,1883939750
2009-02-10,1797911500
2009-02-11,1763973750
2009-02-12,1764763000
2009-02-13,1750556500
2009-02-17,1680313250
2009-02-18,1653478750
2009-02-19,1607702250
2009-02-20,1574553750
2009-02-23,1514570750
2009-02-24,1602966750
2009-02-25,1646375500
2009-02-26,1610859250
2009-02-27,1578500000
2009-03-02,1543773000
2009-03-03,1574553750
2009-03-04,1576921500
2009-03-05,1519306250
2009-03-06,1479843750
2009-03-09,1465637250
2009-03-10,1572975250
2009-03-11,1579289250
2009-03-12,1625855000
2009-03-13,1580078500
2009-03-16,1518516999
2009-03-17,1580078500
2009-03-18,1638483000
2009-03-19,1651111000
2009-03-20,1626644250
2009-03-23,1706358500
2009-03-24,1663738999
2009-03-25,1655846500
2009-03-26,1726089750
2009-03-27,1755291999
2009-03-30,1677156250
2009-03-31,1646732850
2009-04-01,1689178469
2009-04-02,1730838060
2009-04-03,1815729300
2009-04-06,1814943270
2009-04-07,1771711620
2009-04-08,1928131590
2009-04-09,2114420700
2009-04-13,2093983920
2009-04-14,2064114780
2009-04-15,2057826540
2009-04-16,2091625830
2009-04-17,2098700100
2009-04-20,2031887550
2009-04-21,2134857480
2009-04-22,2117564820
2009-04-23,2024813280
2009-04-24,2098700100
2009-04-27,2096342010
2009-04-28,2120708940
2009-04-29,2174945010
2009-04-30,2143503810
2009-05-01,2187521490
2009-05-04,2242543590
2009-05-05,2234683290
2009-05-06,2284989210
2009-05-07,2220534750
2009-05-08,2199311940
2009-05-11,2218176660
2009-05-12,2129355270
2009-05-13,2054682420
2009-05-14,2067258900
2009-05-15,2071189050
2009-05-18,2114420700
2009-05-19,2211102390
2009-05-20,2344727490
2009-05-21,2365950300
2009-05-22,2362020150
2009-05-26,2377740750
2009-05-27,2360448090
2009-05-28,2448483450
2009-05-29,2496431280
2009-06-01,2597043120
2009-06-02,2622196080
2009-06-03,2596257090
2009-06-04,2614335780
2009-06-05,2667785820
2009-06-08,2620624020
2009-06-09,2662283610
2009-06-10,2615907840
2009-06-11,2787262380
2009-06-12,2760537360
2009-06-15,2709445410
2009-06-16,2674860090
2009-06-17,2729882189
2009-06-18,2680362300
2009-06-19,2685864510
2009-06-22,2578964430
2009-06-23,2615907840
2009-06-24,2616693870
2009-06-25,2684292450
2009-06-26,2806913130
2009-06-29,2747174850
2009-06-30,2716677340
2009-07-01,2724526740
2009-07-02,2660946600
2009-07-06,2670365880
2009-07-07,2554194760
2009-07-08,2619344780
2009-07-09,2592656820
2009-07-10,2631118880
2009-07-13,2682139980
2009-07-14,2691559260
2009-07-15,2752784580
2009-07-16,2810085200
2009-07-17,2803805680
2009-07-20,2907417760
2009-07-21,2909772580
2009-07-22,2812440020
2009-07-23,2945094880
2009-07-24,2942740060
2009-07-27,2912912340
2009-07-28,2869740640
2009-07-29,2962363560
2009-07-30,2934105720
2009-07-31,2913697280
2009-08-03,2976492480
2009-08-04,2984341880
2009-08-05,2942740060
2009-08-06,2870525580
2009-08-07,2887794260
