,NAVI
2018-11-30,2957142855
2018-12-03,2926285712
2018-12-04,2782285712
2018-12-06,2779714284
2018-12-07,2735999998
2018-12-10,2620285712
2018-12-11,2553428570
2018-12-12,2615142855
2018-12-13,2532857141
2018-12-14,2465999998
2018-12-17,2399142855
2018-12-18,2342571427
2018-12-19,2234571427
2018-12-20,2237142855
2018-12-21,2195999998
2018-12-24,2167714284
2018-12-26,2275714284
2018-12-27,2265428570
2018-12-28,2275714284
2018-12-31,2168615383
2019-01-02,2286769229
2019-01-03,2326153844
2019-01-04,2419692306
2019-01-07,2473846152
2019-01-08,2505846152
2019-01-09,2557538459
2019-01-10,2572307690
2019-01-11,2557538459
2019-01-14,2562461536
2019-01-15,2574769229
2019-01-16,2621538459
2019-01-17,2599384613
2019-01-18,2685538459
2019-01-22,2670769229
2019-01-23,2734769229
2019-01-24,2815999998
2019-01-25,2840615382
2019-01-28,2815999998
2019-01-29,2818461536
2019-01-30,2818461536
2019-01-31,2806153844
2019-02-01,2815999998
2019-02-04,2806153844
2019-02-05,2815999998
2019-02-06,2811076921
2019-02-07,2798769229
2019-02-08,2769230767
2019-02-11,2803692305
2019-02-12,2850461536
2019-02-13,2877538459
2019-02-14,2860307690
2019-02-15,2887384613
2019-02-19,3148307690
2019-02-20,3116307690
2019-02-21,3032615382
2019-02-22,3062153844
2019-02-25,3099076921
2019-02-26,3101538459
2019-02-27,3089230767
2019-02-28,3007999998
2019-03-01,3005538459
2019-03-04,2983384613
2019-03-05,2948923075
2019-03-06,2907076921
2019-03-07,2840615382
2019-03-08,2887384613
2019-03-11,2892307690
2019-03-12,2892307690
2019-03-13,2904615382
2019-03-14,2916923075
2019-03-15,2961230767
2019-03-18,2988307690
2019-03-19,2943999998
2019-03-20,2902153844
2019-03-21,2963692305
2019-03-22,2852923075
2019-03-25,2852923075
2019-03-26,2860307690
2019-03-27,2845538459
2019-03-28,2887384613
2019-03-29,2847999998
2019-04-01,2848153841
2019-04-02,2784599995
2019-04-03,2819907687
2019-04-04,2874046149
2019-04-05,2864630764
2019-04-08,2885815379
2019-04-09,2805784610
2019-04-10,2859923072
2019-04-11,2862276918
2019-04-12,2923476918
2019-04-15,2888169226
2019-04-16,2906999995
2019-04-17,2864630764
2019-04-18,2869338456
2019-04-22,2838738456
2019-04-23,2925830764
2019-04-24,3050584610
2019-04-25,3104723071
2019-04-26,3107076918
2019-04-29,3102369225
2019-04-30,3180046148
2019-05-01,3208292302
2019-05-02,3257723071
2019-05-03,3276553840
2019-05-06,3278907686
2019-05-07,3243599994
2019-05-08,3212999994
2019-05-09,3208292302
2019-05-10,3253015379
2019-05-13,3114138456
2019-05-14,3144738456
2019-05-15,3189461533
2019-05-16,3187107687
2019-05-17,3165923071
2019-05-20,3142384610
2019-05-21,3194169225
2019-05-22,3111784610
2019-05-23,3050584610
2019-05-24,3111784610
2019-05-28,3109430764
2019-05-29,3114138456
2019-05-30,3104723071
2019-05-31,3069415379
2019-06-03,3027046148
2019-06-04,3144738456
2019-06-05,3111784610
2019-06-06,3097661533
2019-06-07,3069415379
2019-06-10,3128261533
2019-06-11,3137676917
2019-06-12,3107076918
2019-06-13,3144738456
2019-06-14,3137676917
2019-06-17,3088246148
2019-06-18,3118846148
2019-06-19,3111784610
2019-06-20,3163569225
2019-06-21,3144738456
2019-06-24,3045876918
2019-06-25,3052938456
2019-06-26,3057646148
2019-06-27,3130615379
2019-06-28,3212999994
2019-07-01,3094843750
2019-07-02,3128828125
2019-07-03,3153750000
2019-07-05,3194531250
2019-07-08,3054062500
2019-07-09,2999687500
2019-07-10,3006484375
2019-07-11,3015546875
2019-07-12,3088046875
2019-07-15,3035937500
2019-07-16,3069921875
2019-07-17,3065390625
2019-07-18,3106171875
2019-07-19,3069921875
2019-07-22,3045000000
2019-07-23,3103906250
2019-07-24,3418828125
2019-07-25,3212656250
2019-07-26,3190000000
2019-07-29,3226250000
2019-07-30,3244375000
2019-07-31,3205859375
2019-08-01,3162812500
2019-08-02,3106171875
2019-08-05,2956640625
2019-08-06,3013281250
2019-08-07,3022343750
2019-08-08,3092578125
2019-08-09,3067656250
2019-08-12,3004218750
2019-08-13,3035937500
2019-08-14,2924921875
2019-08-15,2900000000
2019-08-16,2974765625
2019-08-19,3015546875
2019-08-20,2943046875
2019-08-21,2963437500
2019-08-22,2940781250
2019-08-23,2820703125
2019-08-26,2877343750
2019-08-27,2791250000
2019-08-28,2834296875
2019-08-29,2895468750
2019-08-30,2886406250
2019-09-03,2838828125
2019-09-04,2863750000
2019-09-05,2897734375
2019-09-06,2897734375
2019-09-09,2970234375
2019-09-10,3006484375
2019-09-11,3033671875
2019-09-12,3006484375
2019-09-13,3011015625
2019-09-16,3035937500
2019-09-17,3001953125
2019-09-18,3015546875
2019-09-19,2983828125
2019-09-20,2995156250
2019-09-23,3033671875
2019-09-24,2974765625
2019-09-25,2999687500
2019-09-26,2961171875
2019-09-27,2897734375
2019-09-30,2770632908
2019-10-01,2601797465
2019-10-02,2510886073
2019-10-03,2528202529
2019-10-04,2519544301
2019-10-07,2532531643
2019-10-08,2478417719
2019-10-09,2454607592
2019-10-10,2489240504
2019-10-11,2571493668
2019-10-14,2539025314
2019-10-15,2599632908
2019-10-16,2556341769
2019-10-17,2575822782
2019-10-18,2549848098
2019-10-21,2588810124
2019-10-22,2629936706
2019-10-23,2800936706
2019-10-24,2837734174
2019-10-25,2958949364
2019-10-28,3017392402
2019-10-29,3052025313
2019-10-30,3013063288
2019-10-31,2980594933
2019-11-01,3004405060
2019-11-04,3036873414
2019-11-05,3099645566
2019-11-06,3067177212
2019-11-07,3106139237
2019-11-08,3095316452
2019-11-11,3142936705
2019-11-12,3127784807
2019-11-13,3095316452
2019-11-14,3108303794
2019-11-15,3086658224
2019-11-18,3080164554
2019-11-19,3093151895
2019-11-20,3095316452
2019-11-21,3093151895
2019-11-22,3119126579
2019-11-25,3097481009
2019-11-26,3062848098
2019-11-27,3090987338
2019-11-29,3106139237
2019-12-02,3043367085
2019-12-03,3008734174
2019-12-04,3045531642
2019-12-05,3002240503
2019-12-06,3030379744
2019-12-09,2984924047
2019-12-10,2989253161
2019-12-11,2976265820
2019-12-12,3000075946
2019-12-13,3058518984
2019-12-16,3056354427
2019-12-17,3080164554
2019-12-18,3060683541
2019-12-19,3028215187
2019-12-20,2980594933
2019-12-23,3008734174
2019-12-24,3015227845
2019-12-26,2993582275
2019-12-27,2969772149
2019-12-30,2956784807
2019-12-31,2736000000
2020-01-02,2732000000
2020-01-03,2714000000
2020-01-06,2722000000
2020-01-07,2720000000
2020-01-08,2734000000
2020-01-09,2714000000
2020-01-10,2684000000
2020-01-13,2702000000
2020-01-14,2712000000
2020-01-15,2700000000
2020-01-16,2724000000
2020-01-17,2772000000
2020-01-21,2772000000
2020-01-22,3036000000
2020-01-23,3090000000
2020-01-24,3022000000
2020-01-27,2954000000
2020-01-28,3004000000
2020-01-29,3000000000
2020-01-30,2980000000
2020-01-31,2876000000
2020-02-03,2802000000
2020-02-04,2764000000
2020-02-05,2814000000
2020-02-06,2820000000
2020-02-07,2802000000
2020-02-10,2816000000
2020-02-11,2900000000
2020-02-12,2952000000
2020-02-13,2948000000
2020-02-14,2914000000
2020-02-18,2860000000
2020-02-19,2868000000
2020-02-20,2890000000
2020-02-21,2834000000
2020-02-24,2648000000
2020-02-25,2488000000
2020-02-26,2406000000
2020-02-27,2258000000
2020-02-28,2246000000
2020-03-02,2316000000
2020-03-03,2120000000
2020-03-04,2222000000
2020-03-05,2088000000
2020-03-06,2098000000
2020-03-09,1814000000
2020-03-10,1998000000
2020-03-11,1898000000
2020-03-12,1616000000
2020-03-13,1734000000
2020-03-16,1458000000
2020-03-17,1190000000
2020-03-18,1000000000
2020-03-19,1256000000
2020-03-20,1200000000
2020-03-23,1212000000
2020-03-24,1416000000
2020-03-25,1598000000
2020-03-26,1614000000
2020-03-27,1605999999
2020-03-30,1630000000
2020-03-31,1470520000
2020-04-01,1359940000
2020-04-02,1231900000
2020-04-03,1171760000
2020-04-06,1354120000
2020-04-07,1418140000
2020-04-08,1484100000
2020-04-09,1608259999
2020-04-13,1561700000
2020-04-14,1519020000
2020-04-15,1423960000
2020-04-16,1398740000
2020-04-17,1462760000
2020-04-20,1369640000
2020-04-21,1274580000
2020-04-22,1280400000
2020-04-23,1303680000
2020-04-24,1363820000
2020-04-27,1431720000
2020-04-28,1451120000
2020-04-29,1596620000
2020-04-30,1478280000
2020-05-01,1363820000
2020-05-04,1400680000
2020-05-05,1394860000
2020-05-06,1356060000
2020-05-07,1462760000
2020-05-08,1507380000
2020-05-11,1425900000
2020-05-12,1365760000
2020-05-13,1247420000
2020-05-14,1321140000
2020-05-15,1295920000
2020-05-18,1416200000
2020-05-19,1332780000
2020-05-20,1377400000
2020-05-21,1392920000
2020-05-22,1352180000
2020-05-26,1418140000
2020-05-27,1503500000
2020-05-28,1491860000
2020-05-29,1443360000
2020-06-01,1487980000
2020-06-02,1524840000
2020-06-03,1588860000
2020-06-04,1594680000
2020-06-05,1711080000
2020-06-08,1784799999
2020-06-09,1687799999
2020-06-10,1553940000
2020-06-11,1443360000
2020-06-12,1503500000
2020-06-15,1555880000
2020-06-16,1569460000
2020-06-17,1536480000
2020-06-18,1561700000
2020-06-19,1509320000
2020-06-22,1489920000
2020-06-23,1474400000
2020-06-24,1412320000
2020-06-25,1437540000
2020-06-26,1354120000
2020-06-29,1404560000
2020-06-30,1356790000
2020-07-01,1333630000
2020-07-02,1331700000
2020-07-06,1403110000
2020-07-07,1310470000
2020-07-08,1329770000
2020-07-09,1248710000
2020-07-10,1337490000
2020-07-13,1320120000
2020-07-14,1356790000
2020-07-15,1430130000
2020-07-16,1445570000
2020-07-17,1383810000
2020-07-20,1362580000
2020-07-21,1466800000
2020-07-22,1540140000
2020-07-23,1571020000
2020-07-24,1547860000
2020-07-27,1609620000
2020-07-28,1578740000
2020-07-29,1580670000
2020-07-30,1538210000
2020-07-31,1536280000
2020-08-03,1565230000
2020-08-04,1584530000
2020-08-05,1665590000
2020-08-06,1632780000
2020-08-07,1686820000
2020-08-10,1723490000
2020-08-11,1744719999
2020-08-12,1708050000
2020-08-13,1682960000
2020-08-14,1725420000
2020-08-17,1708050000
2020-08-18,1675240000
2020-08-19,1690680000
2020-08-20,1669450000
2020-08-21,1654010000
2020-08-24,1706120000
2020-08-25,1704190000
2020-08-26,1686820000
2020-08-27,1777530000
2020-08-28,1796830000
2020-08-31,1754370000
2020-09-01,1762090000
2020-09-02,1769810000
2020-09-03,1735070000
2020-09-04,1777530000
2020-09-08,1729280000
2020-09-09,1706120000
2020-09-10,1663659999
2020-09-11,1623130000
2020-09-14,1625060000
2020-09-15,1626990000
2020-09-16,1655940000
2020-09-17,1634710000
2020-09-18,1594180000
2020-09-21,1532420000
2020-09-22,1516980000
2020-09-23,1453290000
2020-09-24,1486100000
2020-09-25,1526630000
2020-09-28,1592250000
2020-09-29,1598039999
2020-09-30,1571699999
2020-10-01,1582860000
2020-10-02,1612620000
2020-10-05,1685160000
2020-10-06,1651680000
2020-10-07,1675860000
2020-10-08,1755840000
2020-10-09,1765140000
2020-10-12,1817220000
2020-10-13,1785600000
2020-10-14,1785600000
2020-10-15,1858140000
2020-10-16,1820939999
2020-10-19,1811640000
2020-10-20,1841400000
2020-10-21,1707480000
2020-10-22,1701900000
2020-10-23,1748400000
2020-10-26,1694460000
2020-10-27,1594020000
2020-10-28,1501020000
2020-10-29,1519620000
2020-10-30,1489860000
2020-11-02,1588439999
2020-11-03,1649819999
2020-11-04,1746540000
2020-11-05,1746540000
2020-11-06,1720500000
2020-11-09,1863720000
2020-11-10,1891620000
2020-11-11,1863720000
2020-11-12,1848840000
2020-11-13,1930680000
2020-11-16,1977180000
2020-11-17,1995780000
2020-11-18,1943699999
2020-11-19,1938120000
2020-11-20,1778160000
2020-11-23,1824660000
2020-11-24,1860000000
2020-11-25,1837680000
2020-11-27,1813500000
2020-11-30,1742819999
2020-12-01,1806060000
2020-12-02,1804199999
2020-12-03,1794900000
2020-12-04,1780020000
2020-12-07,1776300000
2020-12-08,1752120000
2020-12-09,1778160000
2020-12-10,1789319999
2020-12-11,1765140000
2020-12-14,1718640000
2020-12-15,1765140000
2020-12-16,1733520000
2020-12-17,1752120000
2020-12-18,1737240000
2020-12-21,1718640000
2020-12-22,1729800000
2020-12-23,1807920000
2020-12-24,1817220000
2020-12-28,1802340000
2020-12-29,1817220000
2020-12-30,1820939999
2020-12-31,1797060000
2021-01-04,1824510000
2021-01-05,1870260000
2021-01-06,1989209999
2021-01-07,2005680000
2021-01-08,1998360000
2021-01-11,2007510000
2021-01-12,2045940000
2021-01-13,1996530000
2021-01-14,2216130000
2021-01-15,2130120000
2021-01-19,2062410000
2021-01-20,2106330000
2021-01-21,2049599999
2021-01-22,2064240000
2021-01-25,2071560000
2021-01-26,2172210000
2021-01-27,2042280000
2021-01-28,2113650000
2021-01-29,2060580000
2021-02-01,2071560000
2021-02-02,2153910000
2021-02-03,2190510000
2021-02-04,2250900000
2021-02-05,2274690000
2021-02-08,2342400000
2021-02-09,2303970000
2021-02-10,2265540000
2021-02-11,2249070000
2021-02-12,2238090000
2021-02-16,2282010000
2021-02-17,2285670000
2021-02-18,2212470000
2021-02-19,2236260000
2021-02-22,2239920000
2021-02-23,2227110000
2021-02-24,2285670000
2021-02-25,2239920000
2021-02-26,2265540000
2021-03-01,2384490000
2021-03-02,2358870000
2021-03-03,2322270000
2021-03-04,2309460000
2021-03-05,2357040000
2021-03-08,2358870000
2021-03-09,2296650000
2021-03-10,2408280000
2021-03-11,2408280000
2021-03-12,2424750000
2021-03-15,2428410000
2021-03-16,2393640000
2021-03-17,2408280000
2021-03-18,2368020000
2021-03-19,2518080000
2021-03-22,2529060000
2021-03-23,2415600000
2021-03-24,2424750000
2021-03-25,2519910000
2021-03-26,2585790000
2021-03-29,2536380000
2021-03-30,2624220000
2021-03-31,2489940000
2021-04-01,2495160000
2021-04-05,2514300000
2021-04-06,2496900000
2021-04-07,2524740000
2021-04-08,2528220000
2021-04-09,2547360000
2021-04-12,2583900000
2021-04-13,2528220000
2021-04-14,2561280000
2021-04-15,2583900000
2021-04-16,2589120000
2021-04-19,2615220000
2021-04-20,2575200000
2021-04-21,2615220000
2021-04-22,2597820000
2021-04-23,2623920000
2021-04-26,2658720000
2021-04-27,2672640000
2021-04-28,2818800000
2021-04-29,2956259999
2021-04-30,2928419999
2021-05-03,2935380000
2021-05-04,2898840000
2021-05-05,2937120000
2021-05-06,2956259999
2021-05-07,3017160000
2021-05-10,3001500000
2021-05-11,2959740000
2021-05-12,2871000000
2021-05-13,2985840000
2021-05-14,3017160000
2021-05-17,3025860000
2021-05-18,3010200000
2021-05-19,3008460000
2021-05-20,3001500000
2021-05-21,3038040000
2021-05-24,3045000000
2021-05-25,2989320000
2021-05-26,3116340000
2021-05-27,3182460000
2021-05-28,3178980000
2021-06-01,3246840000
2021-06-02,3245099999
2021-06-03,3222480000
2021-06-04,3229440000
2021-06-07,3292080000
2021-06-08,3318180000
2021-06-09,3323400000
2021-06-10,3293820000
2021-06-11,3377340000
2021-06-14,3333840000
2021-06-15,3420840000
2021-06-16,3480000000
2021-06-17,3365160000
2021-06-18,3191160000
2021-06-21,3356460000
2021-06-22,3288599999
2021-06-23,3304259999
2021-06-24,3344280000
2021-06-25,3333840000
2021-06-28,3330360000
2021-06-29,3328620000
2021-06-30,3189449999
2021-07-01,3212550000
2021-07-02,3202650000
2021-07-06,3095400000
2021-07-07,3136650000
2021-07-08,3133349999
2021-07-09,3270300000
2021-07-12,3333000000
2021-07-13,3301650000
2021-07-14,3319800000
2021-07-15,3323100000
2021-07-16,3290100000
2021-07-19,3205950000
2021-07-20,3313199999
2021-07-21,3397350000
2021-07-22,3329700000
2021-07-23,3344550000
2021-07-26,3385800000
2021-07-27,3384150000
2021-07-28,3278550000
2021-07-29,3339599999
2021-07-30,3370950000
2021-08-02,3417150000
2021-08-03,3422099999
2021-08-04,3364350000
2021-08-05,3432000000
2021-08-06,3554100000
2021-08-09,3547500000
2021-08-10,3578850000
2021-08-11,3618450000
2021-08-12,3600300000
2021-08-13,3608550000
2021-08-16,3610200000
2021-08-17,3636600000
2021-08-18,3626700000
2021-08-19,3595350000
2021-08-20,3646500000
2021-08-23,3633300000
2021-08-24,3649800000
2021-08-25,3724050000
2021-08-26,3712500000
2021-08-27,3808199999
2021-08-30,3766949999
2021-08-31,3829650000
2021-09-01,3821400000
2021-09-02,3776850000
2021-09-03,3801600000
2021-09-07,3806550000
2021-09-08,3821400000
2021-09-09,3826350000
2021-09-10,3803250000
2021-09-13,3874200000
2021-09-14,3796650000
2021-09-15,3856050000
2021-09-16,3874200000
2021-09-17,3875849999
2021-09-20,3725699999
2021-09-21,3686100000
2021-09-22,3654750000
2021-09-23,3679500000
2021-09-24,3710849999
2021-09-27,3819750000
2021-09-28,3687750000
2021-09-29,3174599999
2021-09-30,3033344871
2021-10-01,2939561781
2021-10-04,2902663516
2021-10-05,2871914962
2021-10-06,2856540685
2021-10-07,2987222040
2021-10-08,2982609757
2021-10-11,3054868859
2021-10-12,3084079986
2021-10-13,3028732588
2021-10-14,3088692269
2021-10-15,3071780564
2021-10-18,3100991691
2021-10-19,3062555998
2021-10-20,3107141401
2021-10-21,3061018570
2021-10-22,3071780564
2021-10-25,3054868859
2021-10-26,3013358311
2021-10-27,2951861203
2021-10-28,2991834323
2021-10-29,3028732588
2021-11-01,3117903395
2021-11-02,2994909179
2021-11-03,2990296895
2021-11-04,2973385191
2021-11-05,3030270016
2021-11-08,3124053106
2021-11-09,3090229697
2021-11-10,3077930275
2021-11-11,3145577094
2021-11-12,3148651950
2021-11-15,3119440823
2021-11-16,3067168281
2021-11-17,3091767124
2021-11-18,3064093426
2021-11-19,3053331432
2021-11-22,3099454263
2021-11-23,3150189377
2021-11-24,3165563654
2021-11-26,3067168281
2021-11-29,3045644293
2021-11-30,3033344871
2021-12-01,3016433167
2021-12-02,3085617413
2021-12-03,3061018570
2021-12-06,3167101082
2021-12-07,3247047323
2021-12-08,3194774781
2021-12-09,3179400504
2021-12-10,3199387064
2021-12-13,3233210474
2021-12-14,3308544431
2021-12-15,3319306425
2021-12-16,3296245010
2021-12-17,3274721022
2021-12-20,3076392847
2021-12-21,3254734462
2021-12-22,3288557871
2021-12-23,3330068419
2021-12-27,3313156715
2021-12-28,3313156715
2021-12-29,3270108739
2021-12-30,3259346745
2021-12-31,3204220000
2022-01-03,3243480000
2022-01-04,3309920000
2022-01-05,3276700000
2022-01-06,3299350000
2022-01-07,3361260000
2022-01-10,3261600000
2022-01-11,3306900000
2022-01-12,3306900000
2022-01-13,3318980000
2022-01-14,3309920000
2022-01-18,3241970000
2022-01-19,3036610000
2022-01-20,2994329999
2022-01-21,2861450000
2022-01-24,2778400000
2022-01-25,2796520000
2022-01-26,2441670000
2022-01-27,2512640000
2022-01-28,2486970000
2022-01-31,2631930000
2022-02-01,2636460000
2022-02-02,2647030000
2022-02-03,2653070000
2022-02-04,2690820000
2022-02-07,2727060000
2022-02-08,2795010000
2022-02-09,2849370000
2022-02-10,2852390000
2022-02-11,2791990000
2022-02-14,2788970000
2022-02-15,2850880000
2022-02-16,2869000000
2022-02-17,2746690000
2022-02-18,2784440000
2022-02-22,2736120000
2022-02-23,2642500000
2022-02-24,2654579999
2022-02-25,2749710000
2022-02-28,2659110000
2022-03-01,2576060000
2022-03-02,2650050000
2022-03-03,2592670000
2022-03-04,2489990000
2022-03-07,2428079999
2022-03-08,2409960000
2022-03-09,2518680000
2022-03-10,2517170000
2022-03-11,2511130000
2022-03-14,2486970000
2022-03-15,2521700000
2022-03-16,2619850000
2022-03-17,2621360000
2022-03-18,2644010000
2022-03-21,2597200000
2022-03-22,2609280000
2022-03-23,2533780000
2022-03-24,2577570000
2022-03-25,2603240000
2022-03-28,2571530000
2022-03-29,2690820000
2022-03-30,2603240000
2022-03-31,2487840000
2022-04-01,2489300000
2022-04-04,2425060000
2022-04-05,2492220000
2022-04-06,2441120000
2022-04-07,2407540000
2022-04-08,2425060000
2022-04-11,2336000000
2022-04-12,2381260000
2022-04-13,2422140000
2022-04-14,2429440000
2022-04-18,2512660000
2022-04-19,2576900000
2022-04-20,2467400000
2022-04-21,2451340000
2022-04-22,2401700000
2022-04-25,2505360000
2022-04-26,2423600000
2022-04-27,2391480000
2022-04-28,2406080000
2022-04-29,2319940000
2022-05-02,2324320000
2022-05-03,2382720000
2022-05-04,2506820000
2022-05-05,2410460000
2022-05-06,2368120000
2022-05-09,2317020000
2022-05-10,2267380000
2022-05-11,2210440000
2022-05-12,2179780000
2022-05-13,2241100000
2022-05-16,2277600000
2022-05-17,2378340000
2022-05-18,2279060000
2022-05-19,2273220000
2022-05-20,2267380000
2022-05-23,2245480000
2022-05-24,2162260000
2022-05-25,2219200000
2022-05-26,2295120000
2022-05-27,2359360000
2022-05-31,2336000000
2022-06-01,2281980000
2022-06-02,2289280000
2022-06-03,2239640000
2022-06-06,2265920000
2022-06-07,2305340000
2022-06-08,2216280000
2022-06-09,2156420000
2022-06-10,2045460000
2022-06-13,1933040000
2022-06-14,1991440000
2022-06-15,1992900000
2022-06-16,1843980000
2022-06-17,1925740000
2022-06-21,1957860000
2022-06-22,1975380000
2022-06-23,2003120000
2022-06-24,2102400000
2022-06-27,2103860000
2022-06-28,2055680000
2022-06-29,2057140000
2022-06-30,1944610000
2022-07-01,1990480000
2022-07-05,2029400000
2022-07-06,2012720000
2022-07-07,2043300000
2022-07-08,2048860000
2022-07-11,2047470000
2022-07-12,2015500000
2022-07-13,2059980000
2022-07-14,2030790000
2022-07-15,2073880000
2022-07-18,2083610000
2022-07-19,2187860000
2022-07-20,2192030000
2022-07-21,2187860000
2022-07-22,2183690000
2022-07-25,2182300000
2022-07-26,2132260000
2022-07-27,2336590000
2022-07-28,2258750000
2022-07-29,2289330000
2022-08-01,2308790000
2022-08-02,2211490000
2022-08-03,2240680000
2022-08-04,2242070000
2022-08-05,2198980000
2022-08-08,2258750000
2022-08-09,2233730000
2022-08-10,2297670000
2022-08-11,2319910000
2022-08-12,2344930000
2022-08-15,2339370000
2022-08-16,2393580000
2022-08-17,2353270000
2022-08-18,2390800000
2022-08-19,2326860000
2022-08-22,2276820000
2022-08-23,2262920000
2022-08-24,2268480000
2022-08-25,2319910000
2022-08-26,2249020000
2022-08-29,2105850000
2022-08-30,2119750000
2022-08-31,2139210000
2022-09-01,2086390000
2022-09-02,2043300000
2022-09-06,1977970000
2022-09-07,2059980000
2022-09-08,2086390000
2022-09-09,2019670000
2022-09-12,2021060000
2022-09-13,1873720000
2022-09-14,1898740000
2022-09-15,1984920000
2022-09-16,1968240000
2022-09-19,1996040000
2022-09-20,1922370000
2022-09-21,1954340000
2022-09-22,1902910000
2022-09-23,1833410000
2022-09-26,1820900000
2022-09-27,1834800000
2022-09-28,1934880000
2022-09-29,1944610000
2022-09-30,1952468348
2022-10-03,1939177209
2022-10-04,2065443031
2022-10-05,2056139234
2022-10-06,2076075943
2022-10-07,1988354424
2022-10-10,1963101259
2022-10-11,1993670880
2022-10-12,1996329107
2022-10-13,2052151892
2022-10-14,1965759487
2022-10-17,2018924044
2022-10-18,2029556955
2022-10-19,1997658221
2022-10-20,1994999993
2022-10-21,2046835436
2022-10-24,2060126576
2022-10-25,2122594930
2022-10-26,1920569614
2022-10-27,1937848095
2022-10-28,2005632905
2022-10-31,2012278474
2022-11-01,2010949360
2022-11-02,1944493664
2022-11-03,1951139234
2022-11-04,1983037968
2022-11-07,2048164550
2022-11-08,2026898728
2022-11-09,2008291133
2022-11-10,2114620246
2022-11-11,2126582272
2022-11-14,2123924044
2022-11-15,2150506322
2022-11-16,2103987335
2022-11-17,2061455689
2022-11-18,2057468348
2022-11-21,2130569613
2022-11-22,2143860752
2022-11-23,2146518980
2022-11-25,2177088600
2022-11-28,2153164550
2022-11-29,2189050626
2022-11-30,2202341765
2022-12-01,2259493664
2022-12-02,2256835436
2022-12-05,2223607588
2022-12-06,2212974676
2022-12-07,2219620246
2022-12-08,2195696195
2022-12-09,2169113917
2022-12-12,2230253157
2022-12-13,2226265816
2022-12-14,2236898727
2022-12-15,2230253157
2022-12-16,2204999993
2022-12-19,2161139233
2022-12-20,2194367081
2022-12-21,2223607588
2022-12-22,2165126575
2022-12-23,2187721512
2022-12-27,2198354423
2022-12-28,2163797461
2022-12-29,2206329107
2022-12-30,2186392398
2023-01-03,2132370000
2023-01-04,2173650000
2023-01-05,2132370000
2023-01-06,2194290000
2023-01-09,2178810000
2023-01-10,2199450000
2023-01-11,2238150000
2023-01-12,2254920000
2023-01-13,2271690000
2023-01-17,2249760000
2023-01-18,2239440000
2023-01-19,2232990000
2023-01-20,2258790000
2023-01-23,2282010000
2023-01-24,2242020000
2023-01-25,2382630000
2023-01-26,2485830000
2023-01-27,2396820000
2023-01-30,2392950000
2023-01-31,2447130000
2023-02-01,2466480000
2023-02-02,2409720000
2023-02-03,2440680000
2023-02-06,2440680000
2023-02-07,2470350000
2023-02-08,2432940000
2023-02-09,2425200000
2023-02-10,2417460000
2023-02-13,2430360000
2023-02-14,2412300000
2023-02-15,2418750000
2023-02-16,2408430000
2023-02-17,2391660000
2023-02-21,2351670000
2023-02-22,2350380000
2023-02-23,2355540000
2023-02-24,2343930000
2023-02-27,2324580000
2023-02-28,2328450000
2023-03-01,2325870000
2023-03-02,2307810000
2023-03-03,2337480000
2023-03-06,2329740000
2023-03-07,2283300000
2023-03-08,2282010000
2023-03-09,2221380000
2023-03-10,2137530000
2023-03-13,2024010000
2023-03-14,2082060000
2023-03-15,2021430000
2023-03-16,2031750000
2023-03-17,1954350000
2023-03-20,2008530000
2023-03-21,2069160000
2023-03-22,2005950000
2023-03-23,1977570000
2023-03-24,1971120000
2023-03-27,2012400000
2023-03-28,2008530000
2023-03-29,2044650000
2023-03-30,2031750000
2023-03-31,1982760000
2023-04-03,1996400000
2023-04-04,1967880000
2023-04-05,1969120000
2023-04-06,1972840000
2023-04-10,1981520000
2023-04-11,1985240000
2023-04-12,1986480000
2023-04-13,2001360000
2023-04-14,2007560000
2023-04-17,2015000000
2023-04-18,2017480000
2023-04-19,2055919999
2023-04-20,2033599999
2023-04-21,2046000000
2023-04-24,2021200000
2023-04-25,1982760000
2023-04-26,2036080000
2023-04-27,2052200000
2023-04-28,2050960000
2023-05-01,2023680000
2023-05-02,1863720000
2023-05-03,1879840000
2023-05-04,1819080000
2023-05-05,1863720000
2023-05-08,1840160000
2023-05-09,1841400000
2023-05-10,1809160000
2023-05-11,1835200000
2023-05-12,1842640000
2023-05-15,1873640000
2023-05-16,1862480000
2023-05-17,1914560000
2023-05-18,1928200000
2023-05-19,1903400000
2023-05-22,1883560000
2023-05-23,1902160000
2023-05-24,1876120000
2023-05-25,1888520000
2023-05-26,1928200000
2023-05-30,1900920000
2023-05-31,1878600000
2023-06-01,1934400000
2023-06-02,2013759999
2023-06-05,2043520000
2023-06-06,2116680000
2023-06-07,2187360000
2023-06-08,2207200000
2023-06-09,2260520000
2023-06-12,2339880000
2023-06-13,2370880000
2023-06-14,2308880000
2023-06-15,2328720000
2023-06-16,2281600000
2023-06-20,2264240000
2023-06-21,2238200000
2023-06-22,2245640000
2023-06-23,2228280000
2023-06-26,2235720000
2023-06-27,2290280000
2023-06-28,2285320000
2023-06-29,2325000000
2023-06-30,2229600000
2023-07-03,2254800000
2023-07-05,2238000000
2023-07-06,2182800000
2023-07-07,2188800000
2023-07-10,2208000000
2023-07-11,2260800000
2023-07-12,2287200000
2023-07-13,2292000000
2023-07-14,2298000000
2023-07-17,2310000000
2023-07-18,2342400000
2023-07-19,2346000000
2023-07-20,2308800000
2023-07-21,2293200000
