,MUR
2004-08-24,5571872035
2004-08-25,5656517383
2004-08-26,5724601684
2004-08-27,5774284823
2004-08-30,5768764475
2004-08-31,5998779007
2004-09-01,6061342960
2004-09-02,6112866215
2004-09-03,6140467959
2004-09-07,6088944704
2004-09-08,6219592958
2004-09-09,6436726677
2004-09-10,6337360399
2004-09-13,6425685979
2004-09-14,6611537722
2004-09-15,6639139466
2004-09-16,6600497024
2004-09-17,6714584232
2004-09-20,6690662721
2004-09-21,6810270278
2004-09-22,6744026092
2004-09-23,6666741209
2004-09-24,6758747022
2004-09-27,6736665627
2004-09-28,6876514463
2004-09-29,6819470859
2004-09-30,6892413679
2004-10-01,6811477943
2004-10-04,6752615590
2004-10-05,6783886215
2004-10-06,6853785260
2004-10-07,6756294487
2004-10-08,6719505516
2004-10-11,6713987171
2004-10-12,6638569780
2004-10-13,6445427684
2004-10-14,6504290037
2004-10-15,6502450588
2004-10-18,6513487280
2004-10-19,6513487280
2004-10-20,6675358751
2004-10-21,6697432134
2004-10-22,6673519303
2004-10-25,6629372538
2004-10-26,6596262464
2004-10-27,6473019412
2004-10-28,6300111249
2004-10-29,6355294705
2004-11-01,6296432352
2004-11-02,6175028748
2004-11-03,6370010294
2004-11-04,6423354301
2004-11-05,6474858860
2004-11-08,6318505734
2004-11-09,6237569999
2004-11-10,6309308492
2004-11-11,6362652499
2004-11-12,6480377206
2004-11-15,6268840624
2004-11-16,6228372756
2004-11-17,6301950698
2004-11-18,6362652499
2004-11-19,6427033198
2004-11-22,6640409229
2004-11-23,6688234891
2004-11-24,6756294487
2004-11-26,6791244009
2004-11-29,6758133935
2004-11-30,6776528421
2004-12-01,6568670736
2004-12-02,6267001175
2004-12-03,6353455257
2004-12-06,6248606690
2004-12-07,6160313160
2004-12-08,6233891102
2004-12-09,6239409447
2004-12-10,6226533307
2004-12-13,6318505734
2004-12-14,6318505734
2004-12-15,6447267132
2004-12-16,6373689191
2004-12-17,6346097463
2004-12-20,6393923125
2004-12-21,6460143272
2004-12-22,6338739668
2004-12-23,6384725882
2004-12-27,6292753455
2004-12-28,6353455257
2004-12-29,6381046985
2004-12-30,6397602022
2004-12-31,6400784969
2005-01-03,6098617803
2005-01-04,6126255044
2005-01-05,6054398217
2005-01-06,6268126213
2005-01-07,6196269387
2005-01-10,6260756282
2005-01-11,6246016420
2005-01-12,6408154900
2005-01-13,6487381657
2005-01-14,6527916276
2005-01-18,6559238483
2005-01-19,6575820827
2005-01-20,6540813656
2005-01-21,6612670482
2005-01-24,6667944963
2005-01-25,6645835171
2005-01-26,6708479583
2005-01-27,6723219445
2005-01-28,7084346058
2005-01-31,7102770885
2005-02-01,7218847296
2005-02-02,7239114606
2005-02-03,7290704123
2005-02-04,7270436813
2005-02-07,7178312677
2005-02-08,7246484537
2005-02-09,7191210056
2005-02-10,7395725638
2005-02-11,7412307982
2005-02-14,7360718466
2005-02-15,7360718466
2005-02-16,7583658875
2005-02-17,7528384393
2005-02-18,7637090874
2005-02-22,7664728115
2005-02-23,7736584941
2005-02-24,7843448939
2005-02-25,7887668524
2005-02-28,7959525350
2005-03-01,7749482320
2005-03-02,7799229353
2005-03-03,7935573075
2005-03-04,8060861900
2005-03-07,8105081485
2005-03-08,8329864377
2005-03-09,7985320108
2005-03-10,7865558731
2005-03-11,7918990730
2005-03-14,7968737764
2005-03-15,7876613628
2005-03-16,7869243697
2005-03-17,8165883415
2005-03-18,8223000379
2005-03-21,8180623276
2005-03-22,8079286727
2005-03-23,7944785488
2005-03-24,7920833213
2005-03-28,7928203144
2005-03-29,7677625494
2005-03-30,7747639837
2005-03-31,7839822617
2005-04-01,8054990162
2005-04-04,8089931901
2005-04-05,7985106686
2005-04-06,8106483250
2005-04-07,8075219590
2005-04-08,7929935521
2005-04-11,7963038220
2005-04-12,7757065869
2005-04-13,7492244274
2005-04-14,7352477322
2005-04-15,7082138611
2005-04-18,7095011883
2005-04-19,7225583641
2005-04-20,7102368038
2005-04-21,7304662312
2005-04-22,7210871330
2005-04-25,7328569817
2005-04-26,7304662312
2005-04-27,7166734398
2005-04-28,7095011883
2005-04-29,7074782455
2005-05-02,7227422680
2005-05-03,6958923008
2005-05-04,6942371658
2005-05-05,7080299572
2005-05-06,7047196873
2005-05-09,7223744602
2005-05-10,7150183048
2005-05-11,7199837097
2005-05-12,6942371658
2005-05-13,6901912804
2005-05-16,6844902599
2005-05-17,7006738018
2005-05-18,7061909184
2005-05-19,7247652107
2005-05-20,7207193253
2005-05-23,7319374622
2005-05-24,7477531964
2005-05-25,7580518139
2005-05-26,7742353558
2005-05-27,7867408200
2005-05-31,7762582985
2005-06-01,7913384171
2005-06-02,7896832821
2005-06-03,7999818997
2005-06-06,8051312085
2005-06-07,8027404580
2005-06-08,8016370347
2005-06-09,8176366727
2005-06-10,8191079037
2005-06-13,8135907872
2005-06-14,8161654416
2005-06-15,8292226174
2005-06-16,8420958894
2005-06-17,8652677789
2005-06-20,8593828546
2005-06-21,8426476010
2005-06-22,8487164292
2005-06-23,8558886807
2005-06-24,8584633351
2005-06-27,8713366071
2005-06-28,8553369691
2005-06-29,8496359487
2005-06-30,8314426961
2005-07-01,8441632163
2005-07-05,8644423064
2005-07-06,8480346790
2005-07-07,8797438017
2005-07-08,8666545708
2005-07-11,8756879837
2005-07-12,8808499339
2005-07-13,8651797279
2005-07-14,8504312987
2005-07-15,8511687202
2005-07-18,8472972575
2005-07-19,8655484386
2005-07-20,8469285468
2005-07-21,8325488283
2005-07-22,8565150257
2005-07-25,8596490669
2005-07-26,8596490669
2005-07-27,8413978858
2005-07-28,8526435631
2005-07-29,8443475716
2005-08-01,8543027614
2005-08-02,8452693485
2005-08-03,8395543322
2005-08-04,8437945056
2005-08-05,8520904970
2005-08-08,8635205296
2005-08-09,8627831082
2005-08-10,8815873554
2005-08-11,8911738344
2005-08-12,8896989914
2005-08-15,8884085039
2005-08-16,8740287854
2005-08-17,8544871167
2005-08-18,8465598360
2005-08-19,8618613313
2005-08-22,8589116455
2005-08-23,8561463150
2005-08-24,8651797279
2005-08-25,8554088936
2005-08-26,8404761090
2005-08-29,8262807459
2005-08-30,8417665965
2005-08-31,8699729674
2005-09-01,8795594464
2005-09-02,8546714721
2005-09-06,8541184060
2005-09-07,8393699768
2005-09-08,8294147871
2005-09-09,8390012661
2005-09-12,8190908866
2005-09-13,8043424574
2005-09-14,8017614823
2005-09-15,8021301931
2005-09-16,7833259458
2005-09-19,8006553501
2005-09-20,7943872677
2005-09-21,8106105399
2005-09-22,7989961519
2005-09-23,7790857724
2005-09-26,7864599870
2005-09-27,7816667476
2005-09-28,8039737467
2005-09-29,8063703665
2005-09-30,7975187138
2005-10-03,7851124556
2005-10-04,7480788492
2005-10-05,7254883493
2005-10-06,7034533535
2005-10-07,7210443166
2005-10-10,7078973863
2005-10-11,7315988944
2005-10-12,7086380584
2005-10-13,6853068864
2005-10-14,7091935625
2005-10-17,7166002838
2005-10-18,6949356240
2005-10-19,6899360872
2005-10-20,6729006282
2005-10-21,6788260053
2005-10-24,7073418822
2005-10-25,7271548616
2005-10-26,7475233451
2005-10-27,7328950706
2005-10-28,7356725911
2005-10-31,7491898574
2005-11-01,7604851074
2005-11-02,7728913655
2005-11-03,7845569515
2005-11-04,7652994762
2005-11-07,7473381771
2005-11-08,7453013288
2005-11-09,7453013288
2005-11-10,7293768780
2005-11-11,7354874231
2005-11-14,7436348165
2005-11-15,7458568328
2005-11-16,7715951893
2005-11-17,7693731729
2005-11-18,7678918287
2005-11-21,7823349352
2005-11-22,8045550990
2005-11-23,8091842998
2005-11-25,8043699310
2005-11-28,7890009843
2005-11-29,7862234638
2005-11-30,7908526646
2005-12-01,8167761891
2005-12-02,8112211481
2005-12-05,8197388776
2005-12-06,8315896317
2005-12-07,8484399226
2005-12-08,8489954267
2005-12-09,8497360988
2005-12-12,8830663446
2005-12-13,8880658814
2005-12-14,8921395781
2005-12-15,8743634471
2005-12-16,8610313488
2005-12-19,8512174431
2005-12-20,8584389963
2005-12-21,8530691234
2005-12-22,8549208037
2005-12-23,8608461807
2005-12-27,8514026111
2005-12-28,8645495414
2005-12-29,8578834922
2005-12-30,8632533651
2006-01-03,8938399081
2006-01-04,8815828057
2006-01-05,8696971306
2006-01-06,8826970877
2006-01-09,8830685151
2006-01-10,8999684593
2006-01-11,9133398438
2006-01-12,9055398695
2006-01-13,9233683821
2006-01-17,9486254416
2006-01-18,9294969333
2006-01-19,9458397365
2006-01-20,9378540486
2006-01-23,9319112111
2006-01-24,9020113097
2006-01-25,8789828143
2006-01-26,8830685151
2006-01-27,9012684550
2006-01-30,9244826641
2006-01-31,9140826985
2006-02-01,9131541301
2006-02-02,8683971349
2006-02-03,8561400325
2006-02-06,8451829258
2006-02-07,8009830716
2006-02-08,7812974223
2006-02-09,7638403370
2006-02-10,7411832689
2006-02-13,7467546791
2006-02-14,7376547091
2006-02-15,7376547091
2006-02-16,7560403627
2006-02-17,7638403370
2006-02-21,7684831788
2006-02-22,7562260764
2006-02-23,7549260807
2006-02-24,7671831831
2006-02-27,7528832303
2006-02-28,7515832346
2006-03-01,7632831960
2006-03-02,7629117686
2006-03-03,7588260678
2006-03-06,7346832903
2006-03-07,7274404571
2006-03-08,7424832646
2006-03-09,7424832646
2006-03-10,7465689654
2006-03-13,7547403670
2006-03-14,7616117729
2006-03-15,7664403284
2006-03-16,7616117729
2006-03-17,7502832389
2006-03-20,7395118458
2006-03-21,7565975038
2006-03-22,7569689311
2006-03-23,7757260121
2006-03-24,7881688282
2006-03-27,7903973922
2006-03-28,7978259392
2006-03-29,8076687638
2006-03-30,8084116185
2006-03-31,7998273968
2006-04-03,8068923529
2006-04-04,8182334666
2006-04-05,8230673840
2006-04-06,8195349059
2006-04-07,8100529912
2006-04-10,8301323401
2006-04-11,8249265829
2006-04-12,8182334666
2006-04-13,8279013013
2006-04-17,8437044925
2006-04-18,8593217639
2006-04-19,8619246424
2006-04-20,8563470455
2006-04-21,8537441670
2006-04-24,8431467328
2006-04-25,8364536166
2006-04-26,7979681979
2006-04-27,8035457948
2006-04-28,8055909137
2006-05-01,8070782728
2006-05-02,8104248310
2006-05-03,8210222651
2006-05-04,8171179473
2006-05-05,8329211385
2006-05-08,8353380972
2006-05-09,8280872212
2006-05-10,8314337793
2006-05-11,8383128155
2006-05-12,8195349059
2006-05-15,8154446682
2006-05-16,8080078723
2006-05-17,8007569963
2006-05-18,7948075596
2006-05-19,8067064330
2006-05-22,8031739550
2006-05-23,8007569963
2006-05-24,8074501126
2006-05-25,8273435416
2006-05-26,8310619395
2006-05-30,8163742677
2006-05-31,8466792109
2006-06-01,8613668828
2006-06-02,8762404745
2006-06-05,8433326527
2006-06-06,8559752057
2006-06-07,8292027406
2006-06-08,8258561824
2006-06-09,8026161953
2006-06-12,7855115648
2006-06-13,7583672598
2006-06-14,7743563710
2006-06-15,7918328413
2006-06-16,7892299627
2006-06-19,7715675725
2006-06-20,7633870970
2006-06-21,7784466087
2006-06-22,7884862831
2006-06-23,8269717018
2006-06-26,8319915390
2006-06-27,8303182600
2006-06-28,8530004874
2006-06-29,8827476709
2006-06-30,8982854964
2006-07-03,8962371671
2006-07-05,9126238014
2006-07-06,9087133546
2006-07-07,8951198966
2006-07-10,9027545785
2006-07-11,8949336849
2006-07-12,8986579199
2006-07-13,8930715673
2006-07-14,9150445542
2006-07-17,8815264387
2006-07-18,8874852147
2006-07-19,8913956616
2006-07-20,8785470506
2006-07-21,8567602755
2006-07-24,8750090273
2006-07-25,8867403677
2006-07-26,8554567932
2006-07-27,8457737821
2006-07-28,8236145835
2006-07-31,8275250303
2006-08-01,8349735004
2006-08-02,8167247486
2006-08-03,8040623494
2006-08-04,8046209847
2006-08-07,8111383960
2006-08-08,8103935490
2006-08-09,8256629128
2006-08-10,8100211255
2006-08-11,8126280900
2006-08-14,7919585855
2006-08-15,8020140201
2006-08-16,8007105379
2006-08-17,7859998094
2006-08-18,7923310090
2006-08-21,8076003727
2006-08-22,8191455014
2006-08-23,7964276675
2006-08-24,7964276675
2006-08-25,8036899259
2006-08-28,8008967496
2006-08-29,7889791974
2006-08-30,7794823980
2006-08-31,7865584446
2006-09-01,7999656908
2006-09-05,7986622086
2006-09-06,7690545398
2006-09-07,7673786341
2006-09-08,7612336462
2006-09-11,7457780707
2006-09-12,7509919998
2006-09-13,7638406108
2006-09-14,7535989643
2006-09-15,7552748701
2006-09-18,7761305865
2006-09-19,7543438114
2006-09-20,7495023058
2006-09-21,7489436705
2006-09-22,7454056472
2006-09-25,7381433888
2006-09-26,7493160940
2006-09-27,7571369876
2006-09-28,7697993869
2006-09-29,7645854578
2006-10-02,7492816458
2006-10-03,7268927520
2006-10-04,7556251657
2006-10-05,7694316502
2006-10-06,7830515606
2006-10-09,7787603560
2006-10-10,7860367464
2006-10-11,7778274854
2006-10-12,7966714710
2006-10-13,8117839743
2006-10-16,8287622188
2006-10-17,8248441624
2006-10-18,8168214754
2006-10-19,8296950894
2006-10-20,8248441624
2006-10-23,8296950894
2006-10-24,8392103692
2006-10-25,8216724024
2006-10-26,7720436878
2006-10-27,7539459987
2006-10-30,7433112741
2006-10-31,7599163703
2006-11-01,7520802575
2006-11-02,7518936834
2006-11-03,7632747044
2006-11-06,7634612785
2006-11-07,7716705396
2006-11-08,7869696170
2006-11-09,8011492498
2006-11-10,7826784124
2006-11-13,7886487841
2006-11-14,7873427653
2006-11-15,8043210097
2006-11-16,7877159135
2006-11-17,7976043416
2006-11-20,8017089721
2006-11-21,8220455506
2006-11-22,8177543460
2006-11-24,8235381436
2006-11-27,8130899931
2006-11-28,8388372210
2006-11-29,8649575971
2006-11-30,8744728770
2006-12-01,8612261148
2006-12-04,8526437055
2006-12-05,8615992630
2006-12-06,8602932442
2006-12-07,8612261148
2006-12-08,8627187077
2006-12-11,8619724113
2006-12-12,8643978747
2006-12-13,8660770418
2006-12-14,8726071358
2006-12-15,8507779644
2006-12-18,8218589765
2006-12-19,8246575883
2006-12-20,8216724024
2006-12-21,8216724024
2006-12-22,8153288825
2006-12-26,8160751790
2006-12-27,8276427741
2006-12-28,8237247177
2006-12-29,8192469389
2007-01-03,7847110189
2007-01-04,7755407732
2007-01-05,7787222870
2007-01-08,7706749286
2007-01-09,7669319712
2007-01-10,7500886629
2007-01-11,7474685927
2007-01-12,7532701767
2007-01-16,7422284524
2007-01-17,7523344374
2007-01-18,7463457055
2007-01-19,7551416554
2007-01-22,7706749286
2007-01-23,7858339061
2007-01-24,7790965828
2007-01-25,7695520414
2007-01-26,7871439412
2007-01-29,7895768635
2007-01-30,8041743973
2007-01-31,8034258059
2007-02-01,8191462269
2007-02-02,8326208736
2007-02-05,8285036204
2007-02-06,8234506280
2007-02-07,8170876004
2007-02-08,8339309087
2007-02-09,8273807332
2007-02-12,8101631292
2007-02-13,8266321417
2007-02-14,8352409438
2007-02-15,8286907683
2007-02-16,8285036204
2007-02-20,8240120716
2007-02-21,8352409438
2007-02-22,8431011543
2007-02-23,8358023874
2007-02-26,8543300265
2007-02-27,8238249237
2007-02-28,8374867182
2007-03-01,8346795002
2007-03-02,8208305578
2007-03-05,8198948184
2007-03-06,8344923523
2007-03-07,8442240415
2007-03-08,8445983373
2007-03-09,8492770340
2007-03-12,8425397107
2007-03-13,8249478109
2007-03-14,8372995703
2007-03-15,8429140064
2007-03-16,8301879513
2007-03-19,8416039713
2007-03-20,8451597809
2007-03-21,8610673498
2007-03-22,8737934050
2007-03-23,8773492145
2007-03-26,8853965729
2007-03-27,8771620666
2007-03-28,8732319614
2007-03-29,8767877709
2007-03-30,8629388285
2007-04-02,8714746152
2007-04-03,8699736902
2007-04-04,8709117683
2007-04-05,8727879247
2007-04-09,8613433711
2007-04-10,8742888497
2007-04-11,8757897748
2007-04-12,9153766734
2007-04-13,9155642890
2007-04-16,9157519046
2007-04-17,9166899828
2007-04-18,9159395203
2007-04-19,9104986669
2007-04-20,9243822237
2007-04-23,9204422954
2007-04-24,9157519046
2007-04-25,9440818652
2007-04-26,9140633639
2007-04-27,9118119763
2007-04-30,8983036508
2007-05-01,8981160351
2007-05-02,9172528297
2007-05-03,9343258523
2007-05-04,9298230771
2007-05-07,9270088426
2007-05-08,9266336113
2007-05-09,9294478458
2007-05-10,9202546798
2007-05-11,9352639305
2007-05-14,9292602302
2007-05-15,9305735396
2007-05-16,9275716895
2007-05-17,9416428620
2007-05-18,9673462037
2007-05-21,9881715390
2007-05-22,9739127509
2007-05-23,9665957412
2007-05-24,9446447121
2007-05-25,9564644970
2007-05-29,9455827903
2007-05-30,9568397283
2007-05-31,9559016501
2007-06-01,9658452786
2007-06-04,9748508290
2007-06-05,9714737476
2007-06-06,9624681972
2007-06-07,9493351029
2007-06-08,9559016501
2007-06-11,9557140345
2007-06-12,9459580215
2007-06-13,9557140345
2007-06-14,9609672722
2007-06-15,9699728226
2007-06-18,9710985164
2007-06-19,9656576630
2007-06-20,9420180932
2007-06-21,9611548878
2007-06-22,9487722560
2007-06-25,9435190183
2007-06-26,9253203019
2007-06-27,9418304776
2007-06-28,9530874156
2007-06-29,9630310441
2007-07-02,9865619983
2007-07-03,9873149554
2007-07-05,9839266486
2007-07-06,9884443910
2007-07-09,10025623360
2007-07-10,10014329004
2007-07-11,10031270538
2007-07-12,10085859925
2007-07-13,10304217475
2007-07-16,10275981585
2007-07-17,10281628763
2007-07-18,10451044103
2007-07-19,10565870056
2007-07-20,10490574349
2007-07-23,10612929873
2007-07-24,10368218826
2007-07-25,10467985637
2007-07-26,10323041402
2007-07-27,10144214098
2007-07-30,10127272564
2007-07-31,10085859925
2007-08-01,10021858575
2007-08-02,9918326978
2007-08-03,9562554763
2007-08-06,9607732187
2007-08-07,9673615931
2007-08-08,9811030596
2007-08-09,9524906910
2007-08-10,9660439182
2007-08-13,9733852496
2007-08-14,9743264459
2007-08-15,9562554763
2007-08-16,9643497648
2007-08-17,10021858575
2007-08-20,9811030596
2007-08-21,9472199915
2007-08-22,9592673046
2007-08-23,9615261758
2007-08-24,9814795381
2007-08-27,9739499674
2007-08-28,9411963350
2007-08-29,9805383418
2007-08-30,9907032622
2007-08-31,9907032622
2007-09-04,10010564219
2007-09-05,9939033297
2007-09-06,10144214098
2007-09-07,9946562868
2007-09-10,9912679800
2007-09-11,10249628088
2007-09-12,10215745020
2007-09-13,10373866004
2007-09-14,10490574349
2007-09-17,10490574349
2007-09-18,10949878161
2007-09-19,11196471601
2007-09-20,11183294852
2007-09-21,11311297554
2007-09-24,11386593260
2007-09-25,11175765281
2007-09-26,11254825773
2007-09-27,11239766632
2007-09-28,11360239763
2007-10-01,11931002149
2007-10-02,11766606015
2007-10-03,11861086552
2007-10-04,12091619061
2007-10-05,12108625557
2007-10-08,11983911249
2007-10-09,12218222980
2007-10-10,12456313932
2007-10-11,12380729502
2007-10-12,12484658093
2007-10-15,12817229581
2007-10-16,12883365957
2007-10-17,12877697124
2007-10-18,12975956882
2007-10-19,12312703516
2007-10-22,12378839892
2007-10-23,12348606120
2007-10-24,12573469797
2007-10-25,12133190497
2007-10-26,12369391838
2007-10-29,12261684026
2007-10-30,11774164458
2007-10-31,12014145021
2007-11-01,11766606015
2007-11-02,12000917746
2007-11-05,11868644995
2007-11-06,12456313932
2007-11-07,11951787867
2007-11-08,12197437262
2007-11-09,12089729450
2007-11-12,11437813748
2007-11-13,11708028083
2007-11-14,11993359303
2007-11-15,11638112486
2007-11-16,11887541102
2007-11-19,11679683922
2007-11-20,11921554095
2007-11-21,11734482633
2007-11-23,11902657988
2007-11-26,11477495574
2007-11-27,11092014985
2007-11-28,11405690366
2007-11-29,11634333264
2007-11-30,11670235868
2007-12-03,11891320323
2007-12-04,11728813801
2007-12-05,12055716457
2007-12-06,12359943784
2007-12-07,12312703516
2007-12-10,12454424321
2007-12-11,12220112590
2007-12-12,12815339970
2007-12-13,12875807514
2007-12-14,12475210039
2007-12-17,12233339866
2007-12-18,12528119139
2007-12-19,12671729555
2007-12-20,12892814010
2007-12-21,13329314089
2007-12-24,13514495940
2007-12-26,13765814168
2007-12-27,13688340128
2007-12-28,13932099912
2007-12-31,13857176399
2008-01-02,14023628968
2008-01-03,13562101389
2008-01-04,13284049938
2008-01-07,13068418201
2008-01-08,12786583737
2008-01-09,13125163395
2008-01-10,13064635188
2008-01-11,12760102646
2008-01-14,13068418201
2008-01-15,12504749273
2008-01-16,11827589956
2008-01-17,11470095234
2008-01-18,11591151648
2008-01-22,11454963182
2008-01-23,11358496352
2008-01-24,11674377932
2008-01-25,11562779051
2008-01-28,11772736269
2008-01-29,11984584993
2008-01-30,12289117535
2008-01-31,11990259513
2008-02-01,12041330188
2008-02-04,12115098940
2008-02-05,11725448607
2008-02-06,11549538505
2008-02-07,11723557101
2008-02-08,11931622812
2008-02-11,12241829873
2008-02-12,12012957590
2008-02-13,12311815613
2008-02-14,12319381639
2008-02-15,12381801352
2008-02-19,12648503764
2008-02-20,12767668672
2008-02-21,12372343820
2008-02-22,12597433090
2008-02-25,12958710825
2008-02-26,13200823654
2008-02-27,13299181990
2008-02-28,13607497545
2008-02-29,13128946408
2008-03-03,13528054273
2008-03-04,13355927184
2008-03-05,13709638894
2008-03-06,13361601704
2008-03-07,13024913552
2008-03-10,12763885659
2008-03-11,13115705862
2008-03-12,13036262591
2008-03-13,13178125576
2008-03-14,12937904254
2008-03-17,12429089014
2008-03-18,12926555215
2008-03-19,12249395899
2008-03-20,12309924106
2008-03-24,12446112572
2008-03-25,12695791426
2008-03-26,13019239033
2008-03-27,12937904254
2008-03-28,13212172692
2008-03-31,13445792039
2008-04-01,13629669359
2008-04-02,13957615506
2008-04-03,13804068466
2008-04-04,14095997406
2008-04-07,13972780646
2008-04-08,14200257742
2008-04-09,14185092603
2008-04-10,13961406791
2008-04-11,13915911372
2008-04-14,14569908024
2008-04-15,14641942438
2008-04-16,15047609926
2008-04-17,14945245233
2008-04-18,15163244117
2008-04-21,15172722329
2008-04-22,15117748698
2008-04-23,14947140875
2008-04-24,14560429812
2008-04-25,14787906908
2008-04-28,14696916069
2008-04-29,14691229142
2008-04-30,14787906908
2008-05-01,13747199192
2008-05-02,13665686566
2008-05-05,13591756509
2008-05-06,14006902210
2008-05-07,13739616622
2008-05-08,13923493942
2008-05-09,13847668243
2008-05-12,13790798969
2008-05-13,14175614390
2008-05-14,14158553608
2008-05-15,14516830035
2008-05-16,15206843894
2008-05-19,15659902444
2008-05-20,15883588256
2008-05-21,15783119205
2008-05-22,15779327920
2008-05-23,15455173057
2008-05-27,15339538867
2008-05-28,15597346243
2008-05-29,15085522776
2008-05-30,15167035402
2008-06-02,15530998756
2008-06-03,15458964342
2008-06-04,14751889701
2008-06-05,15197365681
2008-06-06,15276982665
2008-06-09,15603033170
2008-06-10,15134809480
2008-06-11,15242861101
2008-06-12,14672272717
2008-06-13,14823924115
2008-06-16,14930080093
2008-06-17,15218217749
2008-06-18,15318686800
2008-06-19,14933871378
2008-06-20,14715872494
2008-06-23,15394512498
2008-06-24,15011592719
2008-06-25,15138600765
2008-06-26,14967992943
2008-06-27,15762267138
2008-06-30,16069319140
2008-07-01,16541890353
2008-07-02,15591054297
2008-07-03,15530322253
2008-07-07,14989427491
2008-07-08,14710439666
2008-07-09,14262540845
2008-07-10,14801537731
2008-07-11,14822414371
2008-07-14,14708541790
2008-07-15,14023408424
2008-07-16,13488207290
2008-07-17,12966291291
2008-07-18,13028921211
2008-07-21,13457841268
2008-07-22,13044104222
2008-07-23,12414009270
2008-07-24,12296340936
2008-07-25,12400724136
2008-07-28,12313421823
2008-07-29,12136919322
2008-07-30,12962495538
2008-07-31,13066878738
2008-08-01,13146589545
2008-08-04,12689201342
2008-08-05,13027023335
2008-08-06,13231993981
2008-08-07,12497515830
2008-08-08,12303932441
2008-08-11,12389336878
2008-08-12,12467149808
2008-08-13,12782197284
2008-08-14,12543064863
2008-08-15,12104655424
2008-08-18,12081880907
2008-08-19,12497515830
2008-08-20,12960597662
2008-08-21,13104836265
2008-08-22,12725260993
2008-08-25,12837235699
2008-08-26,13036512716
2008-08-27,13235789734
2008-08-28,12992861560
2008-08-29,12871397473
2008-09-02,12313421823
2008-09-03,11873114508
2008-09-04,11785812195
2008-09-05,11808586711
2008-09-08,11561862785
2008-09-09,10455400867
2008-09-10,11079802189
2008-09-11,11142432109
2008-09-12,11501130741
2008-09-15,10523724416
2008-09-16,10544601056
2008-09-17,10223859951
2008-09-18,10669860895
2008-09-19,12284953678
2008-09-22,12062902144
2008-09-23,11514415876
2008-09-24,11603616065
2008-09-25,11742161039
2008-09-26,11404339047
2008-09-29,9933484868
2008-09-30,10520577916
2008-10-01,10043837519
2008-10-02,8750370546
2008-10-03,8909917133
2008-10-06,8775062280
2008-10-07,8045706454
2008-10-08,8484459568
2008-10-09,8201454313
2008-10-10,7800688481
2008-10-13,9143538921
2008-10-14,8668697889
2008-10-15,7183395139
2008-10-16,7694324090
2008-10-17,7511985134
2008-10-20,8229944775
2008-10-21,7603154612
2008-10-22,6735145204
2008-10-23,7295457623
2008-10-24,6822515954
2008-10-27,6505322145
2008-10-28,7363834732
2008-10-29,7758902471
2008-10-30,8136875932
2008-10-31,8305919340
2008-11-03,7988725530
2008-11-04,8750370546
2008-11-05,8176762579
2008-11-06,7629745710
2008-11-07,8171064487
2008-11-10,8159668302
2008-11-11,7635443802
2008-11-12,7033345373
2008-11-13,7610752068
2008-11-14,7686726634
2008-11-17,7422715020
2008-11-18,7587959699
2008-11-19,7147307221
2008-11-20,6068468395
2008-11-21,6925081617
2008-11-24,7242275427
2008-11-25,7014351732
2008-11-26,7375230916
2008-11-28,7225181150
2008-12-01,6505322145
2008-12-02,6714252199
2008-12-03,6642076362
2008-12-04,6142543596
2008-12-05,6397058389
2008-12-08,6801622949
2008-12-09,6740843297
2008-12-10,7211885601
2008-12-11,7384727737
2008-12-12,6949773351
2008-12-15,7016251096
2008-12-16,7434111204
2008-12-17,7498689585
2008-12-18,6959270172
2008-12-19,7139709764
2008-12-22,6818717226
2008-12-23,6833912139
2008-12-24,6786428036
2008-12-26,6847207688
2008-12-29,7255570976
2008-12-30,7156804041
2008-12-31,7297903029
2009-01-02,7808565695
2009-01-05,8119155302
2009-01-06,8376392093
2009-01-07,7863823969
2009-01-08,8157264456
2009-01-09,7837147561
2009-01-12,7450339646
2009-01-13,7688521859
2009-01-14,7269321163
2009-01-15,7297903029
2009-01-16,7478921511
2009-01-20,7074964477
2009-01-21,7638979959
2009-01-22,7284564825
2009-01-23,7537990700
2009-01-26,7896216750
2009-01-27,7907649496
2009-01-28,7941947735
2009-01-29,7419852322
2009-01-30,7269321163
2009-02-02,7084491765
2009-02-03,7347444929
2009-02-04,7255982959
2009-02-05,7370310422
2009-02-06,7427474153
2009-02-09,7793322033
2009-02-10,7446528730
2009-02-11,7389364999
2009-02-12,7543707073
2009-02-13,7623736297
2009-02-17,7048288069
2009-02-18,6947298810
2009-02-19,7069248104
2009-02-20,6836782263
2009-02-23,6480461671
2009-02-24,6775807616
2009-02-25,6933960606
2009-02-26,7040666238
2009-02-27,6880607790
2009-03-02,6282294069
2009-03-03,6331835970
2009-03-04,6831065890
2009-03-05,6497610791
2009-03-06,6594789134
2009-03-09,6600505507
2009-03-10,6880607790
2009-03-11,6747225751
2009-03-12,7229306551
2009-03-13,7579910770
2009-03-16,7724725556
2009-03-17,7806660237
2009-03-18,7806660237
2009-03-19,8281119207
2009-03-20,7873351257
2009-03-23,8521206879
2009-03-24,8296362869
2009-03-25,8170602660
2009-03-26,8298268327
2009-03-27,7831431188
2009-03-30,7490354258
2009-03-31,7374279019
2009-04-01,7532599030
2009-04-02,7982761950
2009-04-03,8051430870
2009-04-06,7875943630
2009-04-07,7530691559
2009-04-08,7702363860
2009-04-09,7912185559
