,MUR
2013-11-26,12028999800
2013-11-27,12054928360
2013-11-29,12025295720
2013-12-02,12060484480
2013-12-03,12140122200
2013-12-04,11954918200
2013-12-05,11767862160
2013-12-06,11834535600
2013-12-09,11875280480
2013-12-10,11871576399
2013-12-11,11751193800
2013-12-12,11695632600
2013-12-13,11669704040
2013-12-16,11723413200
2013-12-17,11688224440
2013-12-18,11834535600
2013-12-19,11928989640
2013-12-20,11777122360
2013-12-23,11791938680
2013-12-24,11801198880
2013-12-26,11875280480
2013-12-27,11930841680
2013-12-30,11878984560
2013-12-31,11767155840
2014-01-02,11553141600
2014-01-03,11480594400
2014-01-06,11384469360
2014-01-07,11498731200
2014-01-08,11406233520
2014-01-09,11496917520
2014-01-10,11417115600
2014-01-13,11306481120
2014-01-14,11371773600
2014-01-15,11415301920
2014-01-16,11340941040
2014-01-17,11384469360
2014-01-21,11413488240
2014-01-22,11489662800
2014-01-23,11337313680
2014-01-24,10972764000
2014-01-27,10934676720
2014-01-28,11094280560
2014-01-29,10967322960
2014-01-30,10417777920
2014-01-31,10267242480
2014-02-03,10042346160
2014-02-04,10098570240
2014-02-05,9928084320
2014-02-06,10133030160
2014-02-07,10506648240
2014-02-10,10325280240
2014-02-11,10368808560
2014-02-12,10207391040
2014-02-13,10377876960
2014-02-14,10892962080
2014-02-18,10626351120
2014-02-19,10444983120
2014-02-20,10539294480
2014-02-21,10459492560
2014-02-24,10724289840
2014-02-25,10715221440
2014-02-26,10746054000
2014-02-27,10756936080
2014-02-28,10767818160
2014-03-03,10738799280
2014-03-04,10780513920
2014-03-05,10789582320
2014-03-06,10862129520
2014-03-07,10858502160
2014-03-10,10825855920
2014-03-11,10760563440
2014-03-12,10791396000
2014-03-13,10704339360
2014-03-14,10929235680
2014-03-17,10892962080
2014-03-18,10947372480
2014-03-19,10865756880
2014-03-20,11010851280
2014-03-21,11143249920
2014-03-24,11210356080
2014-03-25,11239374960
2014-03-26,11183150880
2014-03-27,11295599040
2014-03-28,11380842000
2014-03-31,11220510000
2014-04-01,11241930000
2014-04-02,11324040000
2014-04-03,11043795000
2014-04-04,11050935000
2014-04-07,10936695000
2014-04-08,10906350000
2014-04-09,10781400000
2014-04-10,10713570000
2014-04-11,10640385000
2014-04-14,10701075000
2014-04-15,10995600000
2014-04-16,11275845000
2014-04-17,11413290000
2014-04-21,11482905000
2014-04-22,11384730000
2014-04-23,11570369999
2014-04-24,11557875000
2014-04-25,11375805000
2014-04-28,11445420000
2014-04-29,11518605000
2014-04-30,11322255000
2014-05-01,10952760000
2014-05-02,10925985000
2014-05-05,10940265000
2014-05-06,10859940000
2014-05-07,10886715000
2014-05-08,10708215000
2014-05-09,10710000000
2014-05-12,10908135000
2014-05-13,10886715000
2014-05-14,10856370000
2014-05-15,10906350000
2014-05-16,10733205000
2014-05-19,10845660000
2014-05-20,10788540000
2014-05-21,11004525000
2014-05-22,10915275000
2014-05-23,10849230000
2014-05-27,10826025000
2014-05-28,10815315000
2014-05-29,11038440000
2014-05-30,11008095000
2014-06-02,11075925000
2014-06-03,11067000000
2014-06-04,11097345000
2014-06-05,11150895000
2014-06-06,11274060000
2014-06-09,11388300000
2014-06-10,11288340000
2014-06-11,11357955000
2014-06-12,11448990000
2014-06-13,11652480000
2014-06-16,11664974999
2014-06-17,11550734999
2014-06-18,11582865000
2014-06-19,11702460000
2014-06-20,11782785000
2014-06-23,11927369999
2014-06-24,11582865000
2014-06-25,11741730000
2014-06-26,11807775000
2014-06-27,11902380000
2014-06-30,11802593280
2014-07-01,11827448320
2014-07-02,11848752640
2014-07-03,11852303360
2014-07-07,11894912000
2014-07-08,11752883200
2014-07-09,11726252800
2014-07-10,11619731200
2014-07-11,11582448640
2014-07-14,11653463040
2014-07-15,11545166080
2014-07-16,11712049920
2014-07-17,11740455680
2014-07-18,11774187519
2014-07-21,11830999040
2014-07-22,11910890240
2014-07-23,12028064000
2014-07-24,12024513280
2014-07-25,12003208960
2014-07-28,11985455360
2014-07-29,11935745280
2014-07-30,11845201920
2014-07-31,11030311680
2014-08-01,10923790080
2014-08-04,11016108800
2014-08-05,10771109120
2014-08-06,10803065600
2014-08-07,10717848320
2014-08-08,10886507520
2014-08-11,10852775680
2014-08-12,10703645440
2014-08-13,10655710720
2014-08-14,10627304960
2014-08-15,10733826560
2014-08-18,10749804800
2014-08-19,10737377280
2014-08-20,10760456960
2014-08-21,10886507520
2014-08-22,10803065600
2014-08-25,10879406080
2014-08-26,10852775680
2014-08-27,10792413440
2014-08-28,10849224960
2014-08-29,11090673920
2014-09-02,10822594560
2014-09-03,10865203200
2014-09-04,10595348480
2014-09-05,10641507840
2014-09-08,10472848640
2014-09-09,10403609600
2014-09-10,10355674880
2014-09-11,10298863360
2014-09-12,10167486720
2014-09-15,10286435840
2014-09-16,10384080640
2014-09-17,10345022720
2014-09-18,10243827200
2014-09-19,10272232960
2014-09-22,10146182400
2014-09-23,10218972160
2014-09-24,10169262080
2014-09-25,9973972480
2014-09-26,10130204160
2014-09-29,10119552000
2014-09-30,10101354270
2014-10-01,9962906610
2014-10-02,9890132840
2014-10-03,9771209850
2014-10-06,9751685180
2014-10-07,9652286860
2014-10-08,9851083500
2014-10-09,9568863270
2014-10-10,9439290460
2014-10-13,9015072630
2014-10-14,8968923410
2014-10-15,9071871670
2014-10-16,9208544360
2014-10-17,9133995620
2014-10-20,9181919810
2014-10-21,9481889740
2014-10-22,9238718850
2014-10-23,9414440880
2014-10-24,9256468550
2014-10-27,9032822330
2014-10-28,9341667110
2014-10-29,9229844000
2014-10-30,9267118370
2014-10-31,9476564830
2014-11-03,9307942680
2014-11-04,9094946280
2014-11-05,9274218250
2014-11-06,9416215850
2014-11-07,9678911410
2014-11-10,9558213450
2014-11-11,9606137640
2014-11-12,9322142440
2014-11-13,9110921010
2014-11-14,9219194180
2014-11-17,9125120770
2014-11-18,9180144840
2014-11-19,9160620170
2014-11-20,9453490220
2014-11-21,9599037760
2014-11-24,9405566030
2014-11-25,9307942680
2014-11-26,9155295260
2014-11-28,8594404740
2014-12-01,8702677910
2014-12-02,8711552760
2014-12-03,8825150840
2014-12-04,8731077430
2014-12-05,8683153240
2014-12-08,8191486550
2014-12-09,8315734450
2014-12-10,8063688710
2014-12-11,8104513019
2014-12-12,7973165240
2014-12-15,7879091830
2014-12-16,7958965480
2014-12-17,8434657440
2014-12-18,8629904140
2014-12-19,8991998020
2014-12-22,8862425210
2014-12-23,9070096700
2014-12-24,8929874070
2014-12-26,8933424010
2014-12-29,8968923410
2014-12-30,9006197780
2014-12-31,8979121680
2015-01-02,8973789660
2015-01-05,8495685199
2015-01-06,8278849720
2015-01-07,8261076319
2015-01-08,8632540380
2015-01-09,8621876340
2015-01-12,8307287160
2015-01-13,8287736420
2015-01-14,8239748240
2015-01-15,8083342319
2015-01-16,8474357120
2015-01-20,8419259580
2015-01-21,8536564020
2015-01-22,8550782740
2015-01-23,8287736420
2015-01-26,8330392580
2015-01-27,8314396520
2015-01-28,7713655600
2015-01-29,7763421120
2015-01-30,7982033939
2015-02-02,8469025100
2015-02-03,8870703940
2015-02-04,8739180780
2015-02-05,8920469460
2015-02-06,8977344340
2015-02-09,9076875380
2015-02-10,9076875380
2015-02-11,9051992620
2015-02-12,9044883260
2015-02-13,9201289180
2015-02-17,9171074400
2015-02-18,8977344340
2015-02-19,8893809360
2015-02-20,8934688180
2015-02-23,8986231040
2015-02-24,9064434000
2015-02-25,9179961100
2015-02-26,9066211340
2015-02-27,9044883260
2015-03-02,8728516740
2015-03-03,8876035960
2015-03-04,8883145320
2015-03-05,8865371920
2015-03-06,8637872400
2015-03-09,8467247760
2015-03-10,8241525580
2015-03-11,8396154160
2015-03-12,8280627060
2015-03-13,8323283220
2015-03-16,8453029040
2015-03-17,8396154160
2015-03-18,8760508860
2015-03-19,8321505880
2015-03-20,8476134460
2015-03-23,8357052680
2015-03-24,8166877300
2015-03-25,8365939380
2015-03-26,8415704900
2015-03-27,8328615240
2015-03-30,8472579780
2015-03-31,8130893587
2015-04-01,8312355589
2015-04-02,8443217611
2015-04-06,8736348538
2015-04-07,8797417481
2015-04-08,8554886535
2015-04-09,8656086498
2015-04-10,8615955479
2015-04-13,8539183093
2015-04-14,8622934786
2015-04-15,8821845059
2015-04-16,8729369230
2015-04-17,8661320979
2015-04-20,8727624403
2015-04-21,8596762382
2015-04-22,8596762382
2015-04-23,8612465825
2015-04-24,8387383148
2015-04-27,8362955571
2015-04-28,8444962438
2015-04-29,8582803767
2015-04-30,8307121108
2015-05-01,8123914279
2015-05-04,8108210836
2015-05-05,8183238395
2015-05-06,8207665972
2015-05-07,8150086683
2015-05-08,8137872894
2015-05-11,7862190236
2015-05-12,7872659198
2015-05-13,7811590255
2015-05-14,7752266138
2015-05-15,7767969581
2015-05-18,7593486886
2015-05-19,7488797269
2015-05-20,7527183462
2015-05-21,7584762751
2015-05-22,7579528270
2015-05-26,7494031750
2015-05-27,7560335174
2015-05-28,7572548963
2015-05-29,7583017924
2015-06-01,7419004191
2015-06-02,7488797269
2015-06-03,7457390384
2015-06-04,7412024883
2015-06-05,7380617998
2015-06-08,7356190421
2015-06-09,7548121385
2015-06-10,7666769618
2015-06-11,7623148944
2015-06-12,7570804136
2015-06-15,7511480019
2015-06-16,7610935155
2015-06-17,7518459327
2015-06-18,7467859345
2015-06-19,7419004191
2015-06-22,7469604172
2015-06-23,7514969673
2015-06-24,7537652424
2015-06-25,7359680075
2015-06-26,7366659382
2015-06-29,7227073226
2015-06-30,7155640518
2015-07-01,7048916988
2015-07-02,7129820309
2015-07-06,7019654085
2015-07-07,7057523725
2015-07-08,6938750764
2015-07-09,7000719265
2015-07-10,6895717083
2015-07-13,6962849626
2015-07-14,7024818127
2015-07-15,6828584540
2015-07-16,6666777899
2015-07-17,6453330840
2015-07-20,6245047823
2015-07-21,6103897348
2015-07-22,5962746874
2015-07-23,5940369359
2015-07-24,5737250384
2015-07-27,5692495355
2015-07-28,5873236817
2015-07-29,5892171636
2015-07-30,6019551333
2015-07-31,5644297632
2015-08-03,5532410061
2015-08-04,5559951617
2015-08-05,5448064046
2015-08-06,5680445925
2015-08-07,5559951617
2015-08-10,5819875052
2015-08-11,5707987480
2015-08-12,5869794122
2015-08-13,5671839188
2015-08-14,5604706646
2015-08-17,5558230270
2015-08-18,5456670782
2015-08-19,5272486626
2015-08-20,5172648486
2015-08-21,5038383400
2015-08-24,4756082451
2015-08-25,4630424102
2015-08-26,4759525146
2015-08-27,5074531693
2015-08-28,5170927139
2015-08-31,5336176475
2015-09-01,4916167746
2015-09-02,5007399150
2015-09-03,5000513761
2015-09-04,4929938524
2015-09-08,4964365469
2015-09-09,4824936341
2015-09-10,4850756550
2015-09-11,4609767935
2015-09-14,4590833115
2015-09-15,4651080269
2015-09-16,4816329605
2015-09-17,4764689188
2015-09-18,4685507214
2015-09-21,4744033021
2015-09-22,4509929795
2015-09-23,4349844500
2015-09-24,4248285013
2015-09-25,4260334443
2015-09-28,4089921066
2015-09-29,4127790705
2015-09-30,4154822012
2015-10-01,4060394238
2015-10-02,4448406542
2015-10-05,4675033197
2015-10-06,4832985109
2015-10-07,4968617728
2015-10-08,5143738325
2015-10-09,5222714281
2015-10-12,5057894895
2015-10-13,4942864699
2015-10-14,4948015305
2015-10-15,5014973180
2015-10-16,4970334597
2015-10-19,4735123598
2015-10-20,4788346525
2015-10-21,4680183803
2015-10-22,4815816423
2015-10-23,4867322481
2015-10-26,4774611576
2015-10-27,4496478863
2015-10-28,4656147643
2015-10-29,4851870663
2015-10-30,4881057429
2015-11-02,5136870851
2015-11-03,5239882967
2015-11-04,5222714281
2015-11-05,5322292660
2015-11-06,5291389025
2015-11-09,5327443265
2015-11-10,5284521550
2015-11-11,4987503283
2015-11-12,4917111670
2015-11-13,4939430962
2015-11-16,5167774486
2015-11-17,5167774486
2015-11-18,5310274579
2015-11-19,5181509434
2015-11-20,4920545407
2015-11-23,4891358641
2015-11-24,5076780450
2015-11-25,5044159946
2015-11-27,4875906824
2015-11-30,4906810458
2015-12-01,4997804494
2015-12-02,4659581380
2015-12-03,4517081286
2015-12-04,4371147455
2015-12-07,4065544844
2015-12-08,4041508684
2015-12-09,3923044751
2015-12-10,4000303838
2015-12-11,3876689298
2015-12-14,3821749503
2015-12-15,3876689298
2015-12-16,3830333846
2015-12-17,3742773548
2015-12-18,3727321730
2015-12-21,3734189205
2015-12-22,3830333846
2015-12-23,4055243633
2015-12-24,4008888181
2015-12-28,3840635058
2015-12-29,3893857984
2015-12-30,3768526577
2015-12-31,3860722616
2016-01-04,3946707529
2016-01-05,3884798391
2016-01-06,3460032919
2016-01-07,3341373738
2016-01-08,3320737359
2016-01-11,3150487230
2016-01-12,3136729644
2016-01-13,2975078007
2016-01-14,3167684213
2016-01-15,2951002231
2016-01-19,2816865766
2016-01-20,2729161154
2016-01-21,2964759817
2016-01-22,3024949256
2016-01-25,2890812791
2016-01-26,3045585636
2016-01-27,3119532661
2016-01-28,3172843308
2016-01-29,3372328307
2016-02-01,3164244816
2016-02-02,2997434084
2016-02-03,3312138868
2016-02-04,3439396540
2016-02-05,3411881367
2016-02-08,3306979773
2016-02-09,3071381110
2016-02-10,2882214300
2016-02-11,2746358137
2016-02-12,2887373395
2016-02-16,2889093093
2016-02-17,3092017489
2016-02-18,2923487059
2016-02-19,2710244473
2016-02-22,2901130981
2016-02-23,2780752102
2016-02-24,2892532490
2016-02-25,2825464257
2016-02-26,2947562834
2016-02-29,2954441627
2016-03-01,2961320420
2016-03-02,3319017661
2016-03-03,3654358823
2016-03-04,4075684899
2016-03-07,4589874682
2016-03-08,3917472659
2016-03-09,3951866624
2016-03-10,3946707529
2016-03-11,4077404598
2016-03-14,4082563692
2016-03-15,4051609124
2016-03-16,4202942571
2016-03-17,4292366881
2016-03-18,4366313907
2016-03-21,4414465459
2016-03-22,4459177614
2016-03-23,4134154641
2016-03-24,4149631925
2016-03-28,4142753132
2016-03-29,4220139554
2016-03-30,4199503175
2016-03-31,4337642430
2016-04-01,4177499220
2016-04-04,4101732540
2016-04-05,4044907529
2016-04-06,4244656049
2016-04-07,4208494680
2016-04-08,4423740930
2016-04-11,4530503070
2016-04-12,4962717540
2016-04-13,4962717540
2016-04-14,4974771330
2016-04-15,4905892530
2016-04-18,5016098610
2016-04-19,5246842590
2016-04-20,5379434280
2016-04-21,5446591110
2016-04-22,5796151019
2016-04-25,5770321470
2016-04-26,6004509390
2016-04-27,6240419280
2016-04-28,6095773800
2016-04-29,6154320780
2016-05-02,6051002580
2016-05-03,5756545710
2016-05-04,5649783570
2016-05-05,5210681220
2016-05-06,5224456980
2016-05-09,4966161480
2016-05-10,5150412270
2016-05-11,5231344860
2016-05-12,5226178950
2016-05-13,5017820580
2016-05-16,5177963790
2016-05-17,5133192570
2016-05-18,4976493300
2016-05-19,5059147860
2016-05-20,5062591800
2016-05-23,5103919080
2016-05-24,5210681220
2016-05-25,5406985800
2016-05-26,5344994880
2016-05-27,5284725930
2016-05-31,5322609270
2016-06-01,5286447900
2016-06-02,5246842590
2016-06-03,5234788800
2016-06-06,5412151710
2016-06-07,5646339630
2016-06-08,5570572950
2016-06-09,5477586570
2016-06-10,5060869830
2016-06-13,5019542550
2016-06-14,5057425890
2016-06-15,5017820580
2016-06-16,4818072060
2016-06-17,5052259980
2016-06-20,5355326700
2016-06-21,5484474450
2016-06-22,5436259290
2016-06-23,5580904769
2016-06-24,5253730470
2016-06-27,4854233430
2016-06-28,5179685760
2016-06-29,5512025970
2016-06-30,5467318250
2016-07-01,5624019339
2016-07-05,5181467910
2016-07-06,5289953280
2016-07-07,5165970000
2016-07-08,5279621340
2016-07-11,5121198260
2016-07-12,5527587900
2016-07-13,5493148100
2016-07-14,5505202030
2016-07-15,5487982130
2016-07-18,5510368000
2016-07-19,5336447010
2016-07-20,5271011390
2016-07-21,5012712890
2016-07-22,4997214980
2016-07-25,4876675680
2016-07-26,4967941150
2016-07-27,4787132200
2016-07-28,4575327430
2016-07-29,4723418570
2016-08-01,4413460370
2016-08-02,4430680270
2016-08-03,4575327430
2016-08-04,4657982950
2016-08-05,4790576180
2016-08-08,4904227520
2016-08-09,4859455780
2016-08-10,4768190310
2016-08-11,4921447420
2016-08-12,4935223340
2016-08-15,5014434880
2016-08-16,4988605030
2016-08-17,5005824930
2016-08-18,5246903530
2016-08-19,5176301940
2016-08-22,5005824930
2016-08-23,5134974180
2016-08-24,4997214980
2016-08-25,4983439060
2016-08-26,4966219160
2016-08-29,4981717070
2016-08-30,4874953690
2016-08-31,4601157280
2016-09-01,4544331610
2016-09-02,4614933200
2016-09-06,4706198670
2016-09-07,4795742150
2016-09-08,5122920250
2016-09-09,4811240060
2016-09-12,4868065730
2016-09-13,4501281860
2016-09-14,4329082860
2016-09-15,4458232110
2016-09-16,4509891810
2016-09-19,4416904350
2016-09-20,4337692810
2016-09-21,4547775590
2016-09-22,4744082450
2016-09-23,4490949920
2016-09-26,4589103350
2016-09-27,4473730020
2016-09-28,4978273090
2016-09-29,5222795670
2016-09-30,5234910400
2016-10-03,5315844870
2016-10-04,5143643870
2016-10-05,5243520450
2016-10-06,5150531910
2016-10-07,5081651510
2016-10-10,5212524270
2016-10-11,5043767290
2016-10-12,4945612720
2016-10-13,4935280660
2016-10-14,4990384980
2016-10-17,4859512220
2016-10-18,4856068200
2016-10-19,5048933320
2016-10-20,5054099350
2016-10-21,5029991210
2016-10-24,5071319450
2016-10-25,4947334730
2016-10-26,5116091710
2016-10-27,4752747600
2016-10-28,4630484890
2016-10-31,4454839870
2016-11-01,4506500170
2016-11-02,4449673840
2016-11-03,4659759060
2016-11-04,4478948010
2016-11-07,4609820770
2016-11-08,4640816950
2016-11-09,4816461970
2016-11-10,4943890710
2016-11-11,4720029410
2016-11-14,4878454330
2016-11-15,5322732910
2016-11-16,5188416130
2016-11-17,5217690300
2016-11-18,5291736730
2016-11-21,5451883660
2016-11-22,5322732910
2016-11-23,5384725270
2016-11-25,5295180750
2016-11-28,5114369700
2016-11-29,5066153420
2016-11-30,5839335909
2016-12-01,5684355010
2016-12-02,5646470790
2016-12-05,5725683250
2016-12-06,5732571290
2016-12-07,5649914810
2016-12-08,5710185159
2016-12-09,5679188979
2016-12-12,5723961240
2016-12-13,5906494299
2016-12-14,5648192799
2016-12-15,5582756420
2016-12-16,5717073200
2016-12-19,5660246870
2016-12-20,5677466970
2016-12-21,5625806670
2016-12-22,5562092299
2016-12-23,5563814310
2016-12-27,5649914810
2016-12-28,5515598030
2016-12-29,5419165470
2016-12-30,5360617130
2017-01-03,5453707860
2017-01-04,5450259420
2017-01-05,5453707860
2017-01-06,5414050800
2017-01-09,5269216320
2017-01-10,5310597600
2017-01-11,5355427320
2017-01-12,5331288240
2017-01-13,5367496860
2017-01-17,5370945300
2017-01-18,5386463280
2017-01-19,5448535200
2017-01-20,5486468040
2017-01-23,5396808600
2017-01-24,5510607120
2017-01-25,5548539960
2017-01-26,5362324200
2017-01-27,5169211560
2017-01-30,4898509020
2017-01-31,4984720020
2017-02-01,4972650480
2017-02-02,5048516160
2017-02-03,5120933400
2017-02-06,5015755980
2017-02-07,4819194900
2017-02-08,4874369940
2017-02-09,4869197280
2017-02-10,4910578560
2017-02-13,4900233240
2017-02-14,4903681680
2017-02-15,4860576180
2017-02-16,4826091780
2017-02-17,4843333980
2017-02-21,4926096540
2017-02-22,4784710500
2017-02-23,4896784800
2017-02-24,4853679300
2017-02-27,4960580940
2017-02-28,4877818380
2017-03-01,5053688820
2017-03-02,4855403520
2017-03-03,4834712880
2017-03-06,4867473060
2017-03-07,4782986280
2017-03-08,4460557140
2017-03-09,4595046300
2017-03-10,4581252540
2017-03-13,4551940800
2017-03-14,4529525940
2017-03-15,4679533080
2017-03-16,4672636200
2017-03-17,4695051060
2017-03-20,4712293260
2017-03-21,4567458780
2017-03-22,4553665020
2017-03-23,4489868880
2017-03-24,4441590720
2017-03-27,4526077500
2017-03-28,4700223720
2017-03-29,4870921500
2017-03-30,4876094160
2017-03-31,4933433220
2017-04-03,4876489080
2017-04-04,4954140180
2017-04-05,4810917040
2017-04-06,4871312340
2017-04-07,4805740300
2017-04-10,4893744880
2017-04-11,4897196040
2017-04-12,4848879800
2017-04-13,4755698480
2017-04-17,4819544940
2017-04-18,4786758920
2017-04-19,4638359040
2017-04-20,4619377660
2017-04-21,4653889260
2017-04-24,4614200920
2017-04-25,4719461300
2017-04-26,4695303180
2017-04-27,4564159100
2017-04-28,4517568440
2017-05-01,4502038220
2017-05-02,4470977780
2017-05-03,4434740600
2017-05-04,4365717400
2017-05-05,4517568440
2017-05-08,4624554400
2017-05-09,4595219540
2017-05-10,4728089200
2017-05-11,4646986940
2017-05-12,4586591640
2017-05-15,4593493960
2017-05-16,4517568440
2017-05-17,4483056840
2017-05-18,4470977780
2017-05-19,4628005560
2017-05-22,4619377660
2017-05-23,4565884680
2017-05-24,4527921920
2017-05-25,4339833700
2017-05-26,4367442980
2017-05-30,4257005860
2017-05-31,4212140780
2017-06-01,4274261660
2017-06-02,4151745480
2017-06-05,4179354760
2017-06-06,4282889560
2017-06-07,4162098960
2017-06-08,4153471060
2017-06-09,4350187180
2017-06-12,4415759220
2017-06-13,4540000980
2017-06-14,4294968620
2017-06-15,4198336139
2017-06-16,4376070880
2017-06-19,4386424360
2017-06-20,4288066300
2017-06-21,4253554699
2017-06-22,4231122160
2017-06-23,4288066300
2017-06-26,4210415199
2017-06-27,4184531500
2017-06-28,4275987240
2017-06-29,4426112700
2017-06-30,4423045990
2017-07-03,4530041250
2017-07-05,4364371170
2017-07-06,4279810400
2017-07-07,4222861310
2017-07-10,4245295800
2017-07-11,4241844339
2017-07-12,4266004560
2017-07-13,4312599270
2017-07-14,4386805660
2017-07-17,4338485220
2017-07-18,4257375910
2017-07-19,4543847090
2017-07-20,4459286320
2017-07-21,4376451280
2017-07-24,4307422080
2017-07-25,4438577560
2017-07-26,4412691610
2017-07-27,4580087420
2017-07-28,4683631220
2017-07-31,4586990340
2017-08-01,4535218440
2017-08-02,4431674640
2017-08-03,4438577560
2017-08-04,4561104390
2017-08-07,4464463510
2017-08-08,4478269350
2017-08-09,4509332490
2017-08-10,4429948910
2017-08-11,4410965880
2017-08-14,4352291060
2017-08-15,4316050730
2017-08-16,4252198720
2017-08-17,4155557839
2017-08-18,4146929190
2017-08-21,3998516410
2017-08-22,3988162030
2017-08-23,4024402360
2017-08-24,4024402360
2017-08-25,3995064949
2017-08-28,3926035750
2017-08-29,3905326990
2017-08-30,3905326990
2017-08-31,3910504180
2017-09-01,4027853820
2017-09-05,4055465500
2017-09-06,4229764230
2017-09-07,4278084670
2017-09-08,4048562580
2017-09-11,4046836850
2017-09-12,4212506930
2017-09-13,4374725550
2017-09-14,4405788690
2017-09-15,4390257120
2017-09-18,4455834860
2017-09-19,4429948910
2017-09-20,4502429570
2017-09-21,4536944170
2017-09-22,4519686870
2017-09-25,4612876290
2017-09-26,4673276840
2017-09-27,4733677390
2017-09-28,4657745270
2017-09-29,4583538880
2017-10-02,4562551802
2017-10-03,4565983582
2017-10-04,4596869604
2017-10-05,4577994813
2017-10-06,4468177846
2017-10-09,4475041406
2017-10-10,4437291824
2017-10-11,4418417033
2017-10-12,4413269362
2017-10-13,4399542242
2017-10-16,4461314286
2017-10-17,4449303055
2017-10-18,4420132923
2017-10-19,4420132923
2017-10-20,4414985253
2017-10-23,4390962791
2017-10-24,4361792659
2017-10-25,4293157055
2017-10-26,4301736505
2017-10-27,4387531011
2017-10-30,4487052637
2017-10-31,4590006044
2017-11-01,4699823011
2017-11-02,4773606286
2017-11-03,4735856703
2017-11-06,5001819670
2017-11-07,5017262681
2017-11-08,4982944879
2017-11-09,5113352527
2017-11-10,5000103780
2017-11-13,4967501868
2017-11-14,4768458615
2017-11-15,4734140813
2017-11-16,4761595055
2017-11-17,4802776417
2017-11-20,4785617516
2017-11-21,4768458615
2017-11-22,4838810110
2017-11-24,4919456945
2017-11-27,4768458615
2017-11-28,4826798879
2017-11-29,4825082989
2017-11-30,4795912857
2017-12-01,5015546791
2017-12-04,4958922417
2017-12-05,4965785978
2017-12-06,4840526000
2017-12-07,4821651209
2017-12-08,4879991472
2017-12-11,4950342967
2017-12-12,4910877494
2017-12-13,4855969011
2017-12-14,4876559692
2017-12-15,4792481077
2017-12-18,4953774747
2017-12-19,4993240220
2017-12-20,5113352527
2017-12-21,5248907846
2017-12-22,5346713582
2017-12-26,5487416571
2017-12-27,5420496857
2017-12-28,5430792198
2017-12-29,5327838791
2018-01-02,5555680750
2018-01-03,5605794200
2018-01-04,5664547900
2018-01-05,5711205249
2018-01-08,5757862600
2018-01-09,5818344350
2018-01-10,5818344350
2018-01-11,5922027350
2018-01-12,5980781050
2018-01-16,5887466350
2018-01-17,6039534750
2018-01-18,5994605450
2018-01-19,5927211499
2018-01-22,5992877400
2018-01-23,5996333500
2018-01-24,6008429850
2018-01-25,5911659050
2018-01-26,6011885950
2018-01-29,5842537050
2018-01-30,5633443000
2018-01-31,5547040500
2018-02-01,5436445300
2018-02-02,5096019450
2018-02-05,4895565650
2018-02-06,5030353550
2018-02-07,4886925400
2018-02-08,4612165450
2018-02-09,4551683700
2018-02-12,4717576500
2018-02-13,4529219050
2018-02-14,4703752100
2018-02-15,4684743550
2018-02-16,4594884950
2018-02-20,4553411750
2018-02-21,4351229900
2018-02-22,4513666600
2018-02-23,4556867850
2018-02-26,4568964200
2018-02-27,4449728750
2018-02-28,4380606750
2018-03-01,4461825100
2018-03-02,4558595900
2018-03-05,4565508100
2018-03-06,4498114150
2018-03-07,4349501850
2018-03-08,4271739600
2018-03-09,4373694550
2018-03-12,4408255550
2018-03-13,4432448250
2018-03-14,4439360450
2018-03-15,4365054300
2018-03-16,4477377550
2018-03-19,4314940850
2018-03-20,4354686000
2018-03-21,4608709350
2018-03-22,4437632400
2018-03-23,4460097050
2018-03-26,4477377550
2018-03-27,4444544600
2018-03-28,4384062850
2018-03-29,4465281200
2018-04-02,4350301020
2018-04-03,4452396390
2018-04-04,4504309290
2018-04-05,4663508850
2018-04-06,4596022080
2018-04-09,4663508850
2018-04-10,4874621310
2018-04-11,4959412380
2018-04-12,4914421200
2018-04-13,4968064530
2018-04-16,4961142810
2018-04-17,4988829690
2018-04-18,5327993970
2018-04-19,5293385370
2018-04-20,5257046340
2018-04-23,5293385370
2018-04-24,5213785590
2018-04-25,5329724400
2018-04-26,5279541930
2018-04-27,5193020430
2018-04-30,5210324730
2018-05-01,5127264090
2018-05-02,5160142260
2018-05-03,4900577760
2018-05-04,5045933880
2018-05-07,5080542480
2018-05-08,5137646670
2018-05-09,5241472470
2018-05-10,5265698490
2018-05-11,5193020430
2018-05-14,5291654940
2018-05-15,5338376550
2018-05-16,5392019880
2018-05-17,5514880410
2018-05-18,5417976330
2018-05-21,5565062879
2018-05-22,5480271810
2018-05-23,5473350090
2018-05-24,5378176440
2018-05-25,5070159900
2018-05-29,5108229360
2018-05-30,5347028700
2018-05-31,5321072250
2018-06-01,5468158800
2018-06-04,5478541380
2018-06-05,5585828040
2018-06-06,5706958139
2018-06-07,5809053510
2018-06-08,5838470820
2018-06-11,5966522639
2018-06-12,5751949320
2018-06-13,5810783940
2018-06-14,5798670930
2018-06-15,5670619110
2018-06-18,5854044690
2018-06-19,5900766300
2018-06-20,6068618010
2018-06-21,5911148879
2018-06-22,5918070600
2018-06-25,5649853950
2018-06-26,5736375450
2018-06-27,5855775120
2018-06-28,5831549100
2018-06-29,5843662110
2018-07-02,5717472880
2018-07-03,5803996380
2018-07-05,5734777580
2018-07-06,5724394760
2018-07-09,5878406590
2018-07-10,5919937870
2018-07-11,5745160400
2018-07-12,5703629120
2018-07-13,5710551000
2018-07-16,5487320370
