,NVR
2023-04-05,18083676242
2023-04-06,17839769574
2023-04-10,17878234791
2023-04-11,18198419387
2023-04-12,18238254866
2023-04-13,18203182679
2023-04-14,18376357718
2023-04-17,18573708098
2023-04-18,19020022065
2023-04-19,19122106597
2023-04-20,19225137263
2023-04-21,19327874301
2023-04-24,19468228299
2023-04-25,18774908261
2023-04-26,18536352141
2023-04-27,18921102186
2023-04-28,19053169360
2023-05-01,19152643869
2023-05-02,19205072710
2023-05-03,19232021199
2023-05-04,18927072614
2023-05-05,19093853096
2023-05-08,19097115625
2023-05-09,19168826013
2023-05-10,19041783133
2023-05-11,19046089672
2023-05-12,18995781474
2023-05-15,19245071315
2023-05-16,19208074236
2023-05-17,19030853661
2023-05-18,19194012736
2023-05-19,19074441049
2023-05-22,18613771954
2023-05-23,18306996352
2023-05-24,18223508235
2023-05-25,18385068671
2023-05-26,18327452409
2023-05-30,18339360640
2023-05-31,18120803822
2023-06-01,18174276672
2023-06-02,18632303119
2023-06-05,18471003685
2023-06-06,18905050543
2023-06-07,18828446362
2023-06-08,18942765378
2023-06-09,18981263220
2023-06-12,19147325946
2023-06-13,19345589834
2023-06-14,19205105335
2023-06-15,19395604403
2023-06-16,19543788471
2023-06-20,19517851365
2023-06-21,19658042236
2023-06-22,19779310439
2023-06-23,20097863771
2023-06-26,20061551823
2023-06-27,20652461075
2023-06-28,20596051949
2023-06-29,20539610197
2023-06-30,20695800545
2023-07-03,20486777072
2023-07-05,20306073118
2023-07-06,19817797675
2023-07-07,19757769419
2023-07-10,20249922909
2023-07-11,20220462787
2023-07-12,20689510939
2023-07-13,20614850388
2023-07-14,20845480122
2023-07-17,20885987789
2023-07-18,21071808158
2023-07-19,21006467954
2023-07-20,20289941747
2023-07-21,20350589187
2023-07-24,20304965105
2023-07-25,20730051195
2023-07-26,20801257351
2023-07-27,20536409555
2023-07-28,20672043433
2023-07-31,20551823977
2023-08-01,20609049612
2023-08-02,20543350933
2023-08-03,20361441201
2023-08-04,20599175257
2023-08-07,20816769539
2023-08-08,20689739059
2023-08-09,20405729149
2023-08-10,19942058121
2023-08-11,20063939597
2023-08-14,20070359558
2023-08-15,20175588244
2023-08-16,20035294192
2023-08-17,19624872986
2023-08-18,19810497822
2023-08-21,19583224716
2023-08-22,19880498199
2023-08-23,19989702698
2023-08-24,19781330998
2023-08-25,19817602143
2023-08-28,20008929990
2023-08-29,20511805140
2023-08-30,20755568092
2023-08-31,20782844775
2023-09-01,21213079869
2023-09-05,20145215641
2023-09-06,20589985263
2023-09-07,20875657194
2023-09-08,20554268124
2023-09-11,20705186070
2023-09-12,20103828081
2023-09-13,19875349196
2023-09-14,20209024178
2023-09-15,19802774317
2023-09-18,19966760303
2023-09-19,20149126276
2023-09-20,19983771568
2023-09-21,19189717009
2023-09-22,19431263935
2023-09-25,19439411092
2023-09-26,19196528033
2023-09-27,19360905083
2023-09-28,19754966796
2023-09-29,19433577727
2023-10-02,19027352400
2023-10-03,18694362960
2023-10-04,18959011680
2023-10-05,18997762560
2023-10-06,19309078320
2023-10-09,19678584240
2023-10-10,19512153360
2023-10-11,19722282720
2023-10-12,18820734240
2023-10-13,18935263200
2023-10-16,18884574240
2023-10-17,18641280000
2023-10-18,18343115280
2023-10-19,17758851600
2023-10-20,17518015200
2023-10-23,17574162480
2023-10-24,17190579840
2023-10-25,17164309680
2023-10-26,17322409440
2023-10-27,17180046240
2023-10-30,17242417920
2023-10-31,17277083040
2023-11-01,17749275600
2023-11-02,18190920720
2023-11-03,18802890960
2023-11-06,18897821040
2023-11-07,19159788480
2023-11-08,18838609440
2023-11-09,18630171840
2023-11-10,19264645680
2023-11-13,19249164480
2023-11-14,20079978240
2023-11-15,20084606640
2023-11-16,20079563280
2023-11-17,20103216000
2023-11-20,20132327040
2023-11-21,19931550240
2023-11-22,19863464880
2023-11-24,19774631520
2023-11-27,19620904800
2023-11-28,19562682720
2023-11-29,19493895120
2023-11-30,19648004880
2023-12-01,20174557200
2023-12-04,20390655600
2023-12-05,20298183360
2023-12-06,20315994720
2023-12-07,20571801600
2023-12-08,20862560880
2023-12-11,20840887200
2023-12-12,20870062080
2023-12-13,21338073120
2023-12-14,22134604800
2023-12-15,21963290160
2023-12-18,21833280000
2023-12-19,22141786800
2023-12-20,21856070880
2023-12-21,22152416160
2023-12-22,22280702640
2023-12-26,22370174400
2023-12-27,22423225440
2023-12-28,22285618320
2023-12-29,22345436400
2024-01-02,22203234000
2024-01-03,22139322840
2024-01-04,22023894060
2024-01-05,22103671500
2024-01-08,22515238980
2024-01-09,22412745360
2024-01-10,22771329660
2024-01-11,23073776640
2024-01-12,22967555400
2024-01-16,22814085780
2024-01-17,22635255600
2024-01-18,22891282560
2024-01-19,22964656140
2024-01-22,23627407860
2024-01-23,22105742400
2024-01-24,21847771980
2024-01-25,22362884460
2024-01-26,22416090660
2024-01-29,22640767380
2024-01-30,22686454620
2024-01-31,22541873940
2024-02-01,22975233660
2024-02-02,23321456280
2024-02-05,22833743400
2024-02-06,23362364520
2024-02-07,23642382060
2024-02-08,23852594340
2024-02-09,23729296140
2024-02-12,24268526640
2024-02-13,23413977720
2024-02-14,23900511780
2024-02-15,24005617920
2024-02-16,23546610900
2024-02-20,23640183720
2024-02-21,23568498720
2024-02-22,24001061940
2024-02-23,24165013500
2024-02-26,24116618160
2024-02-27,24032348460
2024-02-28,24165778140
2024-02-29,24295066020
2024-03-01,24491100600
2024-03-04,24378730380
2024-03-05,24197988600
2024-03-06,24561734220
2024-03-07,24475807800
2024-03-08,24388798140
2024-03-11,24293250000
2024-03-12,24605478000
2024-03-13,24679711800
2024-03-14,24084662580
2024-03-15,24104861820
2024-03-18,24311856240
2024-03-19,24823846440
2024-03-20,25355621700
2024-03-21,25494244560
2024-03-22,25397868060
2024-03-25,25191861300
2024-03-26,25057890000
2024-03-27,25426637640
2024-03-28,25806472560
2024-04-01,25571696220
2024-04-02,25019339400
2024-04-03,25214959800
2024-04-04,24818940000
2024-04-05,25194537540
2024-04-08,25077483900
2024-04-09,25401500100
2024-04-10,24398802180
2024-04-11,24714375480
2024-04-12,24908084280
2024-04-15,24727947840
2024-04-16,24395202000
2024-04-17,24436428840
2024-04-18,24539400360
2024-04-19,24484410000
2024-04-22,24872432940
2024-04-23,24962660460
2024-04-24,24845320080
2024-04-25,24611850000
2024-04-26,24363469440
2024-04-29,24022440000
2024-04-30,23700176100
2024-05-01,23758002000
2024-05-02,23828125860
2024-05-03,24170748300
2024-05-06,24292708380
2024-05-07,24705582120
2024-05-08,24133950000
2024-05-09,24439487400
2024-05-10,24390072540
2024-05-13,24077366640
2024-05-14,24058983420
2024-05-15,24910473780
2024-05-16,24541630560
2024-05-17,24433434000
2024-05-20,24461343360
2024-05-21,24278020920
2024-05-22,23760327780
2024-05-23,23551358040
2024-05-24,23628395520
2024-05-28,23436630180
2024-05-29,23370138360
2024-05-30,23752617660
2024-05-31,24470805780
2024-06-03,24300641520
2024-06-04,24032571480
2024-06-05,24353784000
2024-06-06,24183078120
2024-06-07,23887576620
2024-06-10,24035821200
2024-06-11,23878337220
2024-06-12,24389021160
2024-06-13,24397910100
2024-06-14,24221023380
2024-06-17,24493904280
2024-06-18,24021675360
2024-06-20,23942407680
2024-06-21,24297774120
2024-06-24,24662125080
2024-06-25,24123340620
2024-06-26,24392430180
2024-06-27,24394947120
2024-06-28,24177152160
2024-07-01,23838161760
2024-07-02,23769790200
2024-07-03,23757970140
2024-07-05,23644930860
2024-07-08,23748635160
2024-07-09,23844278880
2024-07-10,24289299360
2024-07-11,25710669540
2024-07-12,25686392220
2024-07-15,25707706560
2024-07-16,27081000000
2024-07-17,26483147100
2024-07-18,26786804760
2024-07-19,26853455880
2024-07-22,27020782240
2024-07-23,26891949840
2024-07-24,26280840230
2024-07-25,26491568759
2024-07-26,26894076200
2024-07-29,26894826680
2024-07-30,27086011460
2024-07-31,26915589960
2024-08-01,26749952770
2024-08-02,26724155020
2024-08-05,25877153063
2024-08-06,25981901901
2024-08-07,25844227532
2024-08-08,26344833175
2024-08-09,26597574925
