,NVR
2009-05-13,2698667780
2009-05-14,2768049550
2009-05-15,2778737000
2009-05-18,2887922300
2009-05-19,2918655940
2009-05-20,2881856450
2009-05-21,2847772150
2009-05-22,2798840960
2009-05-26,2847136680
2009-05-27,2771400210
2009-05-28,2775848500
2009-05-29,2841417450
2009-06-01,2893294910
2009-06-02,2971226640
2009-06-03,2865160920
2009-06-04,2876946000
2009-06-05,2795894690
2009-06-08,2841301910
2009-06-09,2949736200
2009-06-10,2922064370
2009-06-11,2912590090
2009-06-12,2916865070
2009-06-15,2935755860
2009-06-16,2903751280
2009-06-17,2977523570
2009-06-18,2853260300
2009-06-19,2876946000
2009-06-22,2894277000
2009-06-23,2824953000
2009-06-24,2848061000
2009-06-25,2944825750
2009-06-26,2883185160
2009-06-29,2873999730
2009-06-30,2947019740
2009-07-01,2947665000
2009-07-02,2944732000
2009-07-06,2864133160
2009-07-07,2874340000
2009-07-08,2803948000
2009-07-09,2914228800
2009-07-10,2944790660
2009-07-13,3003392000
2009-07-14,3047387000
2009-07-15,3144176000
2009-07-16,3213453459
2009-07-17,3264839620
2009-07-20,3255571340
2009-07-21,3251758440
2009-07-22,3426741219
2009-07-23,3481060379
2009-07-24,3536024799
2009-07-27,3643196620
2009-07-28,3573097920
2009-07-29,3578260000
2009-07-30,3532798500
2009-07-31,3526345900
2009-08-03,3517722879
2009-08-04,3578260000
2009-08-05,3563770980
2009-08-06,3501884680
2009-08-07,3618383440
2009-08-10,3540776260
2009-08-11,3541773480
2009-08-12,3654518000
2009-08-13,3599436260
2009-08-14,3626654500
2009-08-17,3581955580
2009-08-18,3735292820
2009-08-19,3745792959
2009-08-20,3775709560
2009-08-21,3946762120
2009-08-24,3918488000
2009-08-25,4011405440
2009-08-26,4068950900
2009-08-27,4053112700
2009-08-28,4038741000
2009-08-31,3961016500
2009-09-01,3876076820
2009-09-02,3745851620
2009-09-03,3841819379
2009-09-04,3868451020
2009-09-08,3887984799
2009-09-09,3861646459
2009-09-10,3929164120
2009-09-11,3843813820
2009-09-14,3782572780
2009-09-15,3868157719
2009-09-16,3950868320
2009-09-17,3921127700
2009-09-18,3932742379
2009-09-21,3930220000
2009-09-22,3895024000
2009-09-23,3804570280
2009-09-24,3828444900
2009-09-25,3770782120
2009-09-28,3804746260
2009-09-29,3785505780
2009-09-30,3787252540
2009-10-01,3672453099
2009-10-02,3606794000
2009-10-05,3734190480
2009-10-06,3762177300
2009-10-07,3708936980
2009-10-08,3944299599
2009-10-09,3951251740
2009-10-12,3902111400
2009-10-13,3945488000
2009-10-14,4023447040
2009-10-15,3935743120
2009-10-16,4063258440
2009-10-19,3971454540
2009-10-20,3973653080
2009-10-21,4179840480
2009-10-22,4325776000
2009-10-23,4272298000
2009-10-26,4177998460
2009-10-27,4129868260
2009-10-28,3932118500
2009-10-29,4049294740
2009-10-30,3935208340
2009-11-02,4004610900
2009-11-03,3969256000
2009-11-04,3990706620
2009-11-05,4028378900
2009-11-06,4001639900
2009-11-09,4073241000
2009-11-10,4052919360
2009-11-11,4189110000
2009-11-12,4093384380
2009-11-13,4048759960
2009-11-16,4067299000
2009-11-17,4034618000
2009-11-18,3976921180
2009-11-19,3907340360
2009-11-20,3982268980
2009-11-23,4037173059
2009-11-24,4016316639
2009-11-25,4065872920
2009-11-27,4053632400
2009-11-30,3999857300
2009-12-01,4038420880
2009-12-02,4072884480
2009-12-03,3981021160
2009-12-04,3998431220
2009-12-07,3968245860
2009-12-08,3891356380
2009-12-09,3799374220
2009-12-10,3826350900
2009-12-11,3889217260
2009-12-14,3921660580
2009-12-15,3981199420
2009-12-16,4159400000
2009-12-17,4114835000
2009-12-18,4073835200
2009-12-21,4179246280
2009-12-22,4308068840
2009-12-23,4275269000
2009-12-24,4343602000
2009-12-28,4226544599
2009-12-29,4201885300
2009-12-30,4231001099
2009-12-31,4311166860
2010-01-04,4323056220
2010-01-05,4337190000
2010-01-06,4350595860
2010-01-07,4431213000
2010-01-08,4397789340
2010-01-11,4306253400
2010-01-12,4308861780
2010-01-13,4340768940
2010-01-14,4380258600
2010-01-15,4337190000
2010-01-19,4417867800
2010-01-20,4393361160
2010-01-21,4376619000
2010-01-22,4334702940
2010-01-25,4318931340
2010-01-26,4298913540
2010-01-27,4173408000
2010-01-28,4083085260
2010-01-29,4149993240
2010-02-01,4103649000
2010-02-02,4155210000
2010-02-03,4087877400
2010-02-04,4064220000
2010-02-05,4013022959
2010-02-08,4087877400
2010-02-09,4120148520
2010-02-10,4070892600
2010-02-11,4086967500
2010-02-12,4191606000
2010-02-16,4277500560
2010-02-17,4306860000
2010-02-18,4297093740
2010-02-19,4306860000
2010-02-22,4306860000
2010-02-23,4217083200
2010-02-24,4225272299
2010-02-25,4219266959
2010-02-26,4296547800
2010-03-01,4305768120
2010-03-02,4320933120
2010-03-03,4346046360
2010-03-04,4321115100
2010-03-05,4489567920
2010-03-08,4564786320
2010-03-09,4516015680
2010-03-10,4538581200
2010-03-11,4504854240
2010-03-12,4476889980
2010-03-15,4432790160
2010-03-16,4519170000
2010-03-17,4557082500
2010-03-18,4564665000
2010-03-19,4532211900
2010-03-22,4567698000
2010-03-23,4549500000
2010-03-24,4492782900
2010-03-25,4521899700
2010-03-26,4550834520
2010-03-29,4513104000
2010-03-30,4536276120
2010-03-31,4448359500
2010-04-01,4418050650
2010-04-05,4518774000
2010-04-06,4454115120
2010-04-07,4377945000
2010-04-08,4328961000
2010-04-09,4363678410
2010-04-12,4420806000
2010-04-13,4448359500
2010-04-14,4588759890
2010-04-15,4555328310
2010-04-16,4545102900
2010-04-19,4524713310
2010-04-20,4531020000
2010-04-21,4576942500
2010-04-22,4584596250
2010-04-23,4595311500
2010-04-26,4461891330
2010-04-27,4296509100
2010-04-28,4334043090
2010-04-29,4480076640
2010-04-30,4396620150
2010-05-03,4475423160
2010-05-04,4347268770
2010-05-05,4319960190
2010-05-06,4215685500
2010-05-07,4113553860
2010-05-10,4304469000
2010-05-11,4248933389
2010-05-12,4329328380
2010-05-13,4213236300
2010-05-14,4178518889
2010-05-17,4173987870
2010-05-18,4139760300
2010-05-19,4123228200
2010-05-20,4014361260
2010-05-21,4022811000
2010-05-24,3972908550
2010-05-25,4035485610
2010-05-26,4107920700
2010-05-27,4226951820
2010-05-28,4195969440
2010-06-01,4111472040
2010-06-02,4166089200
2010-06-03,4190581200
2010-06-04,4045404870
2010-06-07,3939109590
2010-06-08,3942354780
2010-06-09,3936048090
2010-06-10,4096287000
2010-06-11,4141597200
2010-06-14,4133147460
2010-06-15,4199582010
2010-06-16,4202276129
2010-06-17,4108471770
2010-06-18,4122126060
2010-06-21,4085204370
2010-06-22,4028934000
2010-06-23,4049262360
2010-06-24,3996788250
2010-06-25,4033771170
2010-06-28,4060406220
2010-06-29,3951294360
2010-06-30,3765112440
2010-07-01,3754708560
2010-07-02,3721944960
2010-07-06,3770400600
2010-07-07,3865530000
2010-07-08,3817361760
2010-07-09,3826845960
2010-07-12,3798450840
2010-07-13,3893580240
2010-07-14,3841445879
2010-07-15,3792415440
2010-07-16,3664809840
2010-07-19,3649980000
2010-07-20,3718496160
2010-07-21,3643139879
2010-07-22,3678720000
2010-07-23,3678720000
2010-07-26,3714242639
2010-07-27,3649232760
2010-07-28,3572209560
2010-07-29,3591925200
2010-07-30,3601122000
2010-08-02,3619917960
2010-08-03,3581348879
2010-08-04,3576865440
2010-08-05,3568933200
2010-08-06,3615204600
2010-08-09,3606870000
2010-08-10,3580256760
2010-08-11,3515419320
2010-08-12,3532663320
2010-08-13,3542377440
2010-08-16,3560138760
2010-08-17,3589913399
2010-08-18,3637219440
2010-08-19,3609284160
2010-08-20,3595776360
2010-08-23,3573704040
2010-08-24,3548815200
2010-08-25,3611181000
2010-08-26,3583992960
2010-08-27,3556172639
2010-08-30,3483517920
2010-08-31,3472711680
2010-09-01,3485644680
2010-09-02,3569565480
2010-09-03,3591235440
2010-09-07,3539331000
2010-09-08,3542205000
2010-09-09,3563760000
2010-09-10,3544906560
2010-09-13,3651417000
2010-09-14,3681191639
2010-09-15,3652968960
2010-09-16,3567381240
2010-09-17,3578130000
2010-09-20,3667224000
2010-09-21,3648370560
2010-09-22,3726141000
2010-09-23,3677397960
2010-09-24,3702804120
2010-09-27,3678145200
2010-09-28,3693434879
2010-09-29,3672397200
2010-09-30,3650774140
2010-10-01,3625628660
2010-10-04,3559945960
2010-10-05,3614239899
2010-10-06,3602682000
2010-10-07,3616213200
2010-10-08,3572687839
2010-10-11,3555153660
2010-10-12,3565414820
2010-10-13,3584414880
2010-10-14,3535026000
2010-10-15,3531304920
2010-10-18,3599863000
2010-10-19,3580581040
2010-10-20,3578325839
2010-10-21,3562201160
2010-10-22,3552447420
2010-10-25,3554082440
2010-10-26,3540438480
2010-10-27,3526794520
2010-10-28,3553349500
2010-10-29,3537337580
2010-11-01,3550925160
2010-11-02,3593717580
2010-11-03,3596367440
2010-11-04,3696272800
2010-11-05,3694073980
2010-11-08,3702643740
2010-11-09,3634311180
2010-11-10,3614465420
2010-11-11,3631210279
2010-11-12,3590673060
2010-11-15,3488681640
2010-11-16,3484171240
2010-11-17,3505877540
2010-11-18,3494432399
2010-11-19,3490880460
2010-11-22,3475657860
2010-11-23,3470132620
2010-11-24,3507850839
2010-11-26,3498379000
2010-11-29,3496687600
2010-11-30,3495447240
2010-12-01,3636228100
2010-12-02,3721925700
2010-12-03,3756881300
2010-12-06,3769905080
2010-12-07,3765958480
2010-12-08,3741094899
2010-12-09,3740023680
2010-12-10,3774641000
2010-12-13,3804860680
2010-12-14,3806664839
2010-12-15,3794430380
2010-12-16,3825101100
2010-12-17,3811288000
2010-12-20,3879225899
2010-12-21,3885145800
2010-12-22,3914745300
2010-12-23,3900988580
2010-12-27,3904089480
2010-12-28,3884582000
2010-12-29,3879000380
2010-12-30,3895858000
2010-12-31,4023809460
2011-01-03,3988755000
2011-01-04,3986658720
2011-01-05,4033533870
2011-01-06,4183243200
2011-01-07,4280778450
2011-01-10,4367017080
2011-01-11,4378313700
2011-01-12,4460534460
2011-01-13,4525693830
2011-01-14,4646637540
2011-01-18,4683555360
2011-01-19,4643027280
2011-01-20,4586893560
2011-01-21,4541940000
2011-01-24,4530294000
2011-01-25,4569482790
2011-01-26,4566513060
2011-01-27,4618395990
2011-01-28,4584506130
2011-01-31,4454595000
2011-02-01,4492793880
2011-02-02,4471656390
2011-02-03,4404517200
2011-02-04,4429032030
2011-02-07,4457797650
2011-02-08,4463562420
2011-02-09,4451974650
2011-02-10,4419657000
2011-02-11,4425480000
2011-02-14,4396365000
2011-02-15,4373073000
2011-02-16,4423616640
2011-02-17,4426353450
2011-02-18,4393220580
2011-02-22,4261213170
2011-02-23,4185747090
2011-02-24,4160300580
2011-02-25,4239493379
2011-02-28,4238328780
2011-03-01,4207525110
2011-03-02,4306283190
2011-03-03,4354322940
2011-03-04,4343958000
2011-03-07,4312455570
2011-03-08,4454012700
2011-03-09,4527382500
2011-03-10,4447141560
2011-03-11,4406322330
2011-03-14,4338135000
2011-03-15,4394851020
2011-03-16,4344656760
2011-03-17,4363756200
2011-03-18,4390425540
2011-03-21,4416163200
2011-03-22,4381865730
2011-03-23,4387630500
2011-03-24,4425480000
2011-03-25,4460418000
2011-03-28,4478527530
2011-03-29,4468803120
2011-03-30,4447665630
2011-03-31,4373460000
2011-04-01,4375889700
2011-04-04,4364377550
2011-04-05,4347948150
2011-04-06,4391046400
2011-04-07,4395443000
2011-04-08,4439119750
2011-04-11,4419624300
2011-04-12,4389368750
2011-04-13,4379071450
2011-04-14,4374501300
2011-04-15,4407360100
2011-04-18,4397467750
2011-04-19,4455491300
2011-04-20,4473598350
2011-04-21,4194125000
2011-04-25,4145588850
2011-04-26,4156522500
2011-04-27,4256776550
2011-04-28,4253536950
2011-04-29,4277024050
2011-05-02,4251975000
2011-05-03,4257991400
2011-05-04,4246190000
2011-05-05,4288999000
2011-05-06,4260652500
2011-05-09,4240405000
2011-05-10,4246710650
2011-05-11,4206967700
2011-05-12,4213389050
2011-05-13,4153687850
2011-05-16,4208529650
2011-05-17,4183364900
2011-05-18,4242834700
2011-05-19,4240636400
2011-05-20,4266726749
2011-05-23,4230859750
2011-05-24,4196843950
2011-05-25,4234620000
2011-05-26,4275635650
2011-05-27,4310808450
2011-05-31,4315610000
2011-06-01,4249950250
2011-06-02,4263487150
2011-06-03,4218422000
2011-06-06,4162076100
2011-06-07,4178910450
2011-06-08,4130605700
2011-06-09,4113539950
2011-06-10,4076226700
2011-06-13,4092713950
2011-06-14,4111399500
2011-06-15,4075069700
2011-06-16,4133382500
2011-06-17,4204537999
2011-06-20,4163059550
2011-06-21,4226521000
2011-06-22,4240289300
2011-06-23,4241099200
2011-06-24,4185447500
2011-06-27,4133151100
2011-06-28,4170985000
2011-06-29,4210322999
2011-06-30,3845769480
2011-07-01,3947707710
2011-07-05,3936946679
2011-07-06,3944209049
2011-07-07,4020066360
2011-07-08,3977923410
2011-07-11,3852236700
2011-07-12,3851865630
2011-07-13,3837075840
2011-07-14,3854887200
2011-07-15,3767155650
2011-07-18,3725807850
2011-07-19,3757348799
2011-07-20,3785974200
2011-07-21,3811419000
2011-07-22,3728246309
2011-07-25,3733176240
2011-07-26,3690662220
2011-07-27,3609291870
2011-07-28,3599379000
2011-07-29,3605157090
2011-08-01,3619204740
2011-08-02,3515146110
2011-08-03,3443211540
2011-08-04,3294465480
2011-08-05,3335866290
2011-08-08,3141266580
2011-08-09,3162523590
2011-08-10,3060161280
2011-08-11,3118154220
2011-08-12,3190247820
2011-08-15,3250467179
2011-08-16,3291125850
2011-08-17,3295525679
2011-08-18,3180600000
2011-08-19,3114337500
2011-08-22,3165598170
2011-08-23,3178479600
2011-08-24,3223008000
2011-08-25,3260751120
2011-08-26,3268066500
2011-08-29,3277608299
2011-08-30,3375411750
2011-08-31,3374086500
2011-09-01,3413844000
2011-09-02,3365816940
2011-09-06,3304166309
2011-09-07,3340531170
2011-09-08,3358183500
2011-09-09,3254814000
2011-09-12,3264620850
2011-09-13,3268066500
2011-09-14,3345779160
2011-09-15,3343499730
2011-09-16,3305173500
2011-09-19,3403825110
2011-09-20,3369474630
2011-09-21,3278244420
2011-09-22,3212406000
2011-09-23,3228415020
2011-09-26,3278138400
2011-09-27,3291814980
2011-09-28,3241561500
2011-09-29,3255662160
2011-09-30,3007216420
2011-10-03,2864319120
2011-10-04,2924515230
2011-10-05,3002337000
2011-10-06,2956281250
2011-10-07,3025738300
2011-10-10,3132985960
2011-10-11,3117849800
2011-10-12,3161167100
2011-10-13,3146728000
2011-10-14,3157283480
2011-10-17,3111825210
2011-10-18,3261245000
2011-10-19,3232068060
2011-10-20,3200650570
2011-10-21,3220168250
2011-10-24,3253577340
2011-10-25,3155341670
2011-10-26,3135525250
2011-10-27,3237146640
2011-10-28,3246308000
2011-10-31,3200252250
2011-11-01,3131890580
2011-11-02,3146728000
2011-11-03,3166644000
2011-11-04,3150711200
2011-11-07,3175606200
2011-11-08,3201248050
2011-11-09,3116854000
2011-11-10,3171921739
2011-11-11,3204683560
2011-11-14,3178742969
2011-11-15,3175655989
2011-11-16,3184618190
2011-11-17,3173116700
2011-11-18,3139110130
2011-11-21,3118596650
2011-11-22,3193580390
2011-11-23,3116505469
2011-11-25,3121235520
2011-11-28,3145483250
2011-11-29,3202293640
2011-11-30,3335183150
2011-12-01,3308794450
2011-12-02,3342103960
2011-12-05,3396175900
2011-12-06,3420971320
2011-12-07,3406034320
2011-12-08,3314221560
2011-12-09,3366799800
2011-12-12,3315267150
2011-12-13,3212002690
2011-12-14,3131890580
2011-12-15,3187306850
2011-12-16,3267667910
2011-12-19,3192435219
2011-12-20,3286140000
2011-12-21,3363513660
2011-12-22,3365853790
2011-12-23,3360825000
2011-12-27,3347182540
2011-12-28,3316661270
2011-12-29,3410615000
2011-12-30,3415594000
2012-01-03,3546739040
2012-01-04,3556070440
2012-01-05,3606460000
2012-01-06,3589461720
2012-01-09,3594152639
2012-01-10,3586284000
2012-01-11,3617809000
2012-01-12,3617809000
2012-01-13,3656042520
2012-01-17,3647719919
2012-01-18,3796618800
2012-01-19,3808623520
2012-01-20,3756216360
2012-01-23,3726910720
2012-01-24,3728928320
2012-01-25,3767060960
2012-01-26,3534078600
2012-01-27,3522023440
2012-01-30,3540888000
2012-01-31,3496753000
2012-02-01,3614681720
2012-02-02,3593850000
2012-02-03,3672082440
2012-02-06,3642524600
2012-02-07,3646812000
2012-02-08,3627846560
2012-02-09,3616548000
2012-02-10,3549160160
2012-02-13,3639145120
2012-02-14,3644390880
2012-02-15,3621945080
2012-02-16,3611302240
2012-02-17,3601416000
2012-02-21,3588402480
2012-02-22,3526109080
2012-02-23,3525655120
2012-02-24,3427549320
2012-02-27,3498367080
2012-02-28,3450600400
2012-02-29,3490448000
2012-03-01,3480410440
2012-03-02,3472844440
2012-03-05,3476022160
2012-03-06,3384524000
2012-03-07,3510018720
2012-03-08,3548807080
2012-03-09,3639044240
2012-03-12,3651351600
2012-03-13,3736242120
2012-03-14,3713140600
2012-03-15,3741134800
2012-03-16,3749709600
2012-03-19,3737704880
2012-03-20,3687164000
2012-03-21,3707340000
2012-03-22,3716167000
2012-03-23,3666988000
2012-03-26,3708348800
2012-03-27,3753744800
2012-03-28,3759141880
2012-03-29,3735535960
2012-03-30,3663608520
2012-04-02,3675298800
2012-04-03,3749080500
2012-04-04,3759037200
2012-04-05,3763122000
2012-04-09,3748059300
2012-04-10,3695161140
2012-04-11,3792226200
2012-04-12,3866416380
2012-04-13,3823270680
2012-04-16,3832206180
2012-04-17,3890925180
2012-04-18,3873156300
2012-04-19,3865088820
2012-04-20,3949899480
2012-04-23,3895878000
2012-04-24,3887606280
2012-04-25,3956894700
2012-04-26,4002491280
2012-04-27,4068869280
2012-04-30,4002797640
2012-05-01,4043952000
2012-05-02,4156232940
2012-05-03,4068205500
2012-05-04,4078162200
2012-05-07,4155773400
2012-05-08,4161900600
2012-05-09,4110330000
2012-05-10,4043952000
2012-05-11,4147348500
2012-05-14,4167057660
2012-05-15,4229912520
2012-05-16,4158530640
2012-05-17,3981097140
2012-05-18,3909715260
2012-05-21,3962358120
2012-05-22,4046351820
2012-05-23,4125648000
2012-05-24,4190136780
2012-05-25,4250898180
2012-05-29,4259425200
2012-05-30,4092459000
2012-05-31,4109308800
2012-06-01,3952044000
2012-06-04,3833329500
2012-06-05,3885155400
2012-06-06,3982271520
2012-06-07,4027255380
2012-06-08,4048598460
2012-06-11,3959192400
2012-06-12,3980995020
2012-06-13,3922020720
2012-06-14,4033331520
2012-06-15,3999070260
2012-06-18,4078928100
2012-06-19,4099811640
2012-06-20,4098841500
2012-06-21,4048547400
2012-06-22,4135860000
2012-06-25,4087608300
2012-06-26,4176708000
2012-06-27,4232874000
2012-06-28,4280717220
2012-06-29,4340100000
2012-07-02,4254198990
2012-07-03,4233403150
2012-07-05,4297040420
2012-07-06,4324135000
2012-07-09,4288942040
2012-07-10,4275694689
2012-07-11,4236352560
2012-07-12,4237552319
2012-07-13,4323235180
2012-07-16,4339132000
2012-07-17,4330233780
2012-07-18,4331283570
2012-07-19,3723505150
2012-07-20,3808988050
2012-07-23,3726804490
2012-07-24,3639272000
2012-07-25,3684263000
2012-07-26,3822785290
2012-07-27,3894870870
2012-07-30,3889222000
2012-07-31,3869126020
2012-08-01,3954958850
2012-08-02,3966956450
2012-08-03,3962707300
2012-08-06,4016996439
2012-08-07,4084582920
2012-08-08,4159018030
2012-08-09,4174065020
2012-08-10,4152169400
2012-08-13,4165366760
2012-08-14,4119975840
2012-08-15,4120425750
2012-08-16,4194660900
2012-08-17,4217956240
2012-08-20,4065036830
2012-08-21,4028694100
2012-08-22,4013947050
2012-08-23,4019945850
2012-08-24,4106478540
2012-08-27,4072685300
2012-08-28,4100229790
2012-08-29,4084183000
2012-08-30,4101229590
2012-08-31,4140071819
2012-09-04,4235902650
2012-09-05,4219605910
2012-09-06,4258248180
2012-09-07,4268196189
2012-09-10,4241951439
2012-09-11,4233053220
2012-09-12,4227604310
2012-09-13,4324085010
2012-09-14,4361877450
2012-09-17,4319136000
2012-09-18,4286192590
2012-09-19,4332383350
2012-09-20,4299789870
2012-09-21,4300639700
2012-09-24,4290391750
2012-09-25,4308038220
2012-09-26,4208908050
2012-09-27,4240351760
2012-09-28,4221655500
2012-10-01,4129591130
2012-10-02,4171215630
2012-10-03,4218765500
2012-10-04,4274640270
2012-10-05,4314550820
2012-10-08,4285854400
2012-10-09,4231693580
2012-10-10,4271212370
2012-10-11,4232477100
2012-10-12,4235905000
2012-10-15,4306030040
2012-10-16,4297705140
2012-10-17,4289723030
2012-10-18,4441236210
2012-10-19,4431785000
2012-10-22,4410238200
2012-10-23,4421942030
2012-10-24,4417142970
2012-10-25,4402403000
2012-10-26,4420668810
2012-10-31,4425614780
2012-11-01,4500294030
2012-11-02,4433694830
2012-11-05,4464105200
2012-11-06,4471009970
2012-11-07,4479236930
2012-11-08,4478306500
2012-11-09,4365871380
2012-11-12,4281447100
2012-11-13,4240802000
2012-11-14,4156426690
2012-11-15,4150648230
2012-11-16,4257549740
2012-11-19,4293885480
2012-11-20,4364206400
2012-11-21,4386389810
2012-11-23,4445496600
2012-11-26,4387516120
2012-11-27,4377673150
2012-11-28,4368466790
2012-11-29,4376350960
2012-11-30,4406516480
2012-12-03,4349270550
2012-12-04,4452940040
2012-12-05,4370425590
2012-12-06,4338742000
2012-12-07,4384284100
2012-12-10,4417387820
2012-12-11,4460481420
2012-12-12,4554161030
2012-12-13,4536825650
2012-12-14,4493095440
2012-12-17,4596079350
2012-12-18,4684568140
2012-12-19,4656998030
2012-12-20,4697447250
2012-12-21,4617968940
2012-12-24,4617430270
2012-12-26,4559351850
2012-12-27,4572965510
2012-12-28,4566452500
2012-12-31,4580680000
2013-01-02,4631117270
2013-01-03,4725071000
2013-01-04,4752405710
2013-01-07,4814145310
2013-01-08,4852035500
2013-01-09,4887535770
2013-01-10,4829231680
2013-01-11,4836252070
2013-01-14,4821663600
2013-01-15,4872698350
2013-01-16,4847454820
2013-01-17,4869462000
2013-01-18,4829630000
2013-01-22,4822410450
2013-01-23,4887834510
2013-01-24,4983431310
2013-01-25,5150277600
2013-01-28,5098496000
2013-01-29,5135788710
2013-01-30,5182441939
2013-01-31,5126677140
2013-02-01,5093517000
2013-02-04,5028441470
2013-02-05,5047461250
2013-02-06,5013753420
2013-02-07,5011214130
2013-02-08,4999762430
2013-02-11,5033769000
2013-02-12,5138328000
2013-02-13,5172732890
2013-02-14,5129664540
2013-02-15,5176666300
2013-02-19,5077285460
2013-02-20,4879420000
2013-02-21,4886490180
2013-02-22,4971680870
2013-02-25,4889378000
2013-02-26,4986020390
2013-02-27,5098844530
2013-02-28,5024806800
2013-03-01,5050647810
2013-03-04,5097500200
2013-03-05,5179255380
2013-03-06,5198076000
2013-03-07,5197578100
2013-03-08,5208034000
2013-03-11,5205843240
2013-03-12,5171189400
2013-03-13,5153265000
2013-03-14,5204847439
2013-03-15,5201113189
2013-03-18,5212764050
2013-03-19,5354665550
2013-03-20,5377718320
2013-03-21,5224215750
2013-03-22,5257824000
2013-03-25,5297158100
2013-03-26,5319961920
2013-03-27,5365121450
2013-03-28,5377867689
2013-04-01,5232941150
2013-04-02,5191971330
2013-04-03,5054981550
2013-04-04,5094289110
2013-04-05,5117560750
2013-04-08,5198571480
2013-04-09,5148654789
2013-04-10,5074782000
2013-04-11,5098200310
2013-04-12,4957446000
2013-04-15,4851110250
2013-04-16,4971037420
2013-04-17,4933001000
2013-04-18,4869297330
2013-04-19,4918969570
2013-04-22,4808331500
2013-04-23,4903618110
2013-04-24,4840110000
2013-04-25,4890906710
2013-04-26,4979250940
2013-04-29,4978762040
2013-04-30,5035670000
2013-05-01,4965219510
2013-05-02,5004820410
2013-05-03,4997535800
2013-05-06,4976317540
2013-05-07,4901906960
2013-05-08,4905035920
2013-05-09,4874333000
2013-05-10,4910609380
2013-05-13,4869444000
2013-05-14,4876288600
2013-05-15,4942534550
2013-05-16,4897946870
2013-05-17,4918334000
2013-05-20,4896089050
2013-05-21,4889586680
2013-05-22,4895600150
2013-05-23,4908556000
2013-05-24,4866070590
2013-05-28,4924298580
2013-05-29,4825149660
2013-05-30,4813269390
2013-05-31,4807402590
2013-06-03,4807598150
2013-06-04,4712996000
2013-06-05,4648950100
2013-06-06,4756899220
2013-06-07,4805887000
2013-06-10,4723849580
2013-06-11,4656088040
2013-06-12,4591015450
2013-06-13,4678235210
2013-06-14,4711040400
2013-06-17,4807549260
2013-06-18,4826860810
2013-06-19,4742281110
2013-06-20,4592384370
2013-06-21,4474657250
2013-06-24,4479057350
2013-06-25,4468497110
2013-06-26,4435447470
2013-06-27,4546770000
2013-06-28,4507658000
2013-07-01,4293909200
2013-07-02,4298497200
2013-07-03,4303406360
2013-07-05,4239954320
2013-07-08,4210224080
2013-07-09,4270464520
2013-07-10,4246239880
2013-07-11,4415491200
2013-07-12,4385990360
2013-07-15,4326254600
2013-07-16,4268032880
2013-07-17,4319372600
2013-07-18,4317262120
2013-07-19,4315702200
2013-07-22,4234632240
2013-07-23,4301066480
2013-07-24,4187697000
2013-07-25,4166408680
2013-07-26,4132686880
2013-07-29,4115390120
2013-07-30,4112362040
2013-07-31,4246652800
2013-08-01,4288633000
2013-08-02,4312720000
2013-08-05,4239312000
2013-08-06,4124612000
2013-08-07,4043266760
2013-08-08,4099836800
2013-08-09,4079190800
2013-08-12,4101672000
2013-08-13,4022345480
2013-08-14,3940220279
2013-08-15,4047120680
2013-08-16,4009866120
2013-08-19,3899754120
2013-08-20,4048910000
2013-08-21,4046845400
2013-08-22,4116950040
2013-08-23,4001286560
2013-08-26,4013444760
2013-08-27,3927328000
2013-08-28,3905993800
2013-08-29,3900258800
2013-08-30,3926456279
2013-09-03,3854654080
2013-09-04,3867867520
2013-09-05,3834375120
2013-09-06,3922740000
2013-09-09,4041936240
2013-09-10,4013582400
2013-09-11,4082035360
2013-09-12,4138697160
2013-09-13,4116124200
2013-09-16,4172097800
2013-09-17,4173978880
2013-09-18,4338091640
2013-09-19,4293129240
2013-09-20,4308728440
2013-09-23,4294368000
2013-09-24,4300332400
2013-09-25,4302993440
2013-09-26,4289917640
2013-09-27,4252112520
2013-09-30,4136355000
2013-10-01,4172760000
2013-10-02,4205250000
2013-10-03,4147470000
2013-10-04,4124880000
2013-10-07,4131315000
2013-10-08,4085955000
2013-10-09,4005225000
2013-10-10,4051710000
2013-10-11,4104540000
2013-10-14,4099500000
2013-10-15,4026015000
2013-10-16,4077000000
2013-10-17,4165830000
2013-10-18,4192695000
2013-10-21,4014000000
2013-10-22,4090275000
2013-10-23,4106790000
2013-10-24,4230000000
2013-10-25,4220595000
2013-10-28,4195710000
2013-10-29,4257000000
2013-10-30,4144455000
2013-10-31,4127940000
2013-11-01,4150125000
2013-11-04,4197690000
2013-11-05,4203000000
2013-11-06,4237875000
2013-11-07,4193280000
2013-11-08,4195980000
2013-11-11,4164345000
2013-11-12,4161375000
2013-11-13,4164885000
2013-11-14,4197060000
2013-11-15,4234455000
2013-11-18,4245525000
2013-11-19,4270275000
2013-11-20,4339215000
2013-11-21,4386420000
2013-11-22,4381920000
2013-11-25,4389570000
2013-11-26,4429440000
2013-11-27,4446270000
2013-11-29,4364910000
2013-12-02,4320540000
2013-12-03,4293360000
2013-12-04,4286115000
2013-12-05,4329135000
2013-12-06,4377600000
2013-12-09,4406220000
2013-12-10,4360500000
2013-12-11,4288455000
2013-12-12,4298625000
2013-12-13,4271625000
2013-12-16,4320000000
2013-12-17,4356765000
2013-12-18,4460130000
2013-12-19,4445370000
2013-12-20,4484925000
2013-12-23,4590000000
2013-12-24,4613175000
2013-12-26,4643775000
2013-12-27,4681710000
