,NEE
2004-08-24,12299008000
2004-08-25,12299008000
2004-08-26,12284640000
2004-08-27,12313376000
2004-08-30,12342112000
2004-08-31,12428320000
2004-09-01,12370848000
2004-09-02,12442688000
2004-09-03,12399584000
2004-09-07,12485792000
2004-09-08,12385215999
2004-09-09,12342112000
2004-09-10,12370848000
2004-09-13,12198432000
2004-09-14,12155328000
2004-09-15,12169696000
2004-09-16,12212800000
2004-09-17,12198432000
2004-09-20,12198432000
2004-09-21,12212800000
2004-09-22,12198432000
2004-09-23,12069120000
2004-09-24,12184064000
2004-09-27,12212800000
2004-09-28,12313376000
2004-09-29,12270271999
2004-09-30,12229279999
2004-10-01,12272240000
2004-10-04,12243600000
2004-10-05,12257920000
2004-10-06,12286560000
2004-10-07,12172000000
2004-10-08,12272240000
2004-10-11,12272240000
2004-10-12,12343839999
2004-10-13,12200640000
2004-10-14,12186320000
2004-10-15,12315200000
2004-10-18,12229279999
2004-10-19,12157680000
2004-10-20,12129040000
2004-10-21,12143360000
2004-10-22,12300880000
2004-10-25,12315200000
2004-10-26,12472720000
2004-10-27,12429760000
2004-10-28,12329520000
2004-10-29,12329520000
2004-11-01,12343839999
2004-11-02,12172000000
2004-11-03,12472720000
2004-11-04,12701839999
2004-11-05,12615920000
2004-11-08,12716160000
2004-11-09,12802080000
2004-11-10,12716160000
2004-11-11,12859360000
2004-11-12,12988240000
2004-11-15,12945279999
2004-11-16,12916640000
2004-11-17,12859360000
2004-11-18,12945279999
2004-11-19,12859360000
2004-11-22,13117120000
2004-11-23,13045520000
2004-11-24,13045520000
2004-11-26,13016880000
2004-11-29,12830720000
2004-11-30,12587279999
2004-12-01,12558640000
2004-12-02,12501360000
2004-12-03,12716160000
2004-12-06,12902320000
2004-12-07,12830720000
2004-12-08,12830720000
2004-12-09,12845040000
2004-12-10,12973920000
2004-12-13,13203040000
2004-12-14,13274640000
2004-12-15,13360560000
2004-12-16,13389200000
2004-12-17,13374880000
2004-12-20,13446480000
2004-12-21,13561040000
2004-12-22,13589680000
2004-12-23,13575360000
2004-12-27,13432160000
2004-12-28,13503760000
2004-12-29,13575360000
2004-12-30,13518080000
2004-12-31,13849352000
2005-01-03,13701072000
2005-01-04,13537964000
2005-01-05,13360028000
2005-01-06,13567620000
2005-01-07,13552792000
2005-01-10,13597276000
2005-01-11,13434168000
2005-01-12,13508308000
2005-01-13,13567620000
2005-01-14,13567620000
2005-01-18,13730728000
2005-01-19,13671416000
2005-01-20,13730728000
2005-01-21,13834524000
2005-01-24,13834524000
2005-01-25,13686244000
2005-01-26,13923492000
2005-01-27,13938320000
2005-01-28,14012459999
2005-01-31,14205224000
2005-02-01,14397988000
2005-02-02,14501784000
2005-02-03,14605580000
2005-02-04,14768688000
2005-02-07,14679720000
2005-02-08,14813172000
2005-02-09,14709376000
2005-02-10,14664892000
2005-02-11,14590752000
2005-02-14,14842828000
2005-02-15,14798344000
2005-02-16,14828000000
2005-02-17,14768688000
2005-02-18,14561096000
2005-02-22,14353504000
2005-02-23,14264535999
2005-02-24,14516611999
2005-02-25,14768688000
2005-02-28,14709376000
2005-03-01,14916968000
2005-03-02,14694548000
2005-03-03,14813172000
2005-03-04,15005935999
2005-03-07,15169044000
2005-03-08,15109732000
2005-03-09,14783516000
2005-03-10,14887311999
2005-03-11,14798344000
2005-03-14,15094904000
2005-03-15,15124559999
2005-03-16,14902140000
2005-03-17,15020764000
2005-03-18,14961452000
2005-03-21,14842828000
2005-03-22,14605580000
2005-03-23,14561096000
2005-03-24,14635235999
2005-03-28,14635235999
2005-03-29,14412816000
2005-03-30,14739032000
2005-03-31,15317023999
2005-04-01,15301767999
2005-04-04,15423816000
2005-04-05,15393304000
2005-04-06,15378048000
2005-04-07,15439071999
2005-04-08,15378048000
2005-04-11,15606888000
2005-04-12,15759448000
2005-04-13,15637400000
2005-04-14,15439071999
2005-04-15,15240744000
2005-04-18,15469584000
2005-04-19,15622144000
2005-04-20,15576376000
2005-04-21,15835728000
2005-04-22,15850984000
2005-04-25,15942519999
2005-04-26,15606888000
2005-04-27,15637400000
2005-04-28,15515352000
2005-04-29,15576376000
2005-05-02,15606888000
2005-05-03,15545864000
2005-05-04,15545864000
2005-05-05,15423816000
2005-05-06,15408560000
2005-05-09,15484840000
2005-05-10,15545864000
2005-05-11,15713680000
2005-05-12,15530608000
2005-05-13,15271256000
2005-05-16,15347536000
2005-05-17,15362792000
2005-05-18,15301767999
2005-05-19,15362792000
2005-05-20,15423816000
2005-05-23,15408560000
2005-05-24,15439071999
2005-05-25,15378048000
2005-05-26,15362792000
2005-05-27,15576376000
2005-05-31,15500096000
2005-06-01,15591632000
2005-06-02,15515352000
2005-06-03,15530608000
2005-06-06,15530608000
2005-06-07,15561119999
2005-06-08,15683167999
2005-06-09,15545864000
2005-06-10,15637400000
2005-06-13,15667912000
2005-06-14,15728936000
2005-06-15,15545864000
2005-06-16,15591632000
2005-06-17,15820471999
2005-06-20,15744192000
2005-06-21,15652656000
2005-06-22,15850984000
2005-06-23,15927264000
2005-06-24,15789960000
2005-06-27,15942519999
2005-06-28,16156104000
2005-06-29,16171360000
2005-06-30,16150304000
2005-07-01,16380584000
2005-07-05,16503400000
2005-07-06,16196360000
2005-07-07,16380584000
2005-07-08,16641568000
2005-07-11,16856496000
2005-07-12,16810439999
2005-07-13,16887200000
2005-07-14,16825792000
2005-07-15,16687623999
2005-07-18,16718328000
2005-07-19,16641568000
2005-07-20,16841144000
2005-07-21,16411288000
2005-07-22,16595512000
2005-07-25,16457344000
2005-07-26,16411288000
2005-07-27,16380584000
2005-07-28,16564807999
2005-07-29,16549455999
2005-08-01,16319176000
2005-08-02,16626216000
2005-08-03,16687623999
2005-08-04,16457344000
2005-08-05,16165655999
2005-08-08,15889320000
2005-08-09,16042839999
2005-08-10,15920023999
2005-08-11,15920023999
2005-08-12,15981432000
2005-08-15,16058192000
2005-08-16,15812560000
2005-08-17,15628336000
2005-08-18,15705096000
2005-08-19,15705096000
2005-08-22,16273120000
2005-08-23,16656920000
2005-08-24,16426639999
2005-08-25,16595512000
2005-08-26,16549455999
2005-08-29,16702976000
2005-08-30,16564807999
2005-08-31,16534104000
2005-09-01,16917904000
2005-09-02,16933255999
2005-09-06,17255648000
2005-09-07,17286352000
2005-09-08,17148184000
2005-09-09,17578040000
2005-09-12,17424520000
2005-09-13,17455224000
2005-09-14,17547336000
2005-09-15,17578040000
2005-09-16,17654800000
2005-09-19,17608744000
2005-09-20,17439872000
2005-09-21,17271000000
2005-09-22,17132832000
2005-09-23,17363112000
2005-09-26,17271000000
2005-09-27,17409168000
2005-09-28,17961840000
2005-09-29,18284232000
2005-09-30,18292680000
2005-10-03,18384912000
2005-10-04,18031356000
2005-10-05,17631684000
2005-10-06,17493336000
2005-10-07,17570196000
2005-10-10,17339616000
2005-10-11,17431848000
2005-10-12,17262756000
2005-10-13,16986060000
2005-10-14,17001432000
2005-10-17,17109036000
2005-10-18,16724736000
2005-10-19,16693992000
2005-10-20,16263576000
2005-10-21,16340436000
2005-10-24,16709363999
2005-10-25,16571015999
2005-10-26,16371180000
2005-10-27,16186715999
2005-10-28,16509528000
2005-10-31,16555644000
2005-11-01,16232832000
2005-11-02,16248204000
2005-11-03,16109856000
2005-11-04,16171344000
2005-11-07,15894648000
2005-11-08,15833160000
2005-11-09,16017624000
2005-11-10,16032996000
2005-11-11,16048368000
2005-11-14,15787044000
2005-11-15,15694812000
2005-11-16,15971508000
2005-11-17,16340436000
2005-11-18,16586387999
2005-11-21,16509528000
2005-11-22,16478784000
2005-11-23,16571015999
2005-11-25,16678620000
2005-11-28,16571015999
2005-11-29,16601760000
2005-11-30,16294320000
2005-12-01,16371180000
2005-12-02,16325063999
2005-12-05,16079112000
2005-12-06,15971508000
2005-12-07,15956136000
2005-12-08,15971508000
2005-12-09,16248204000
2005-12-12,16155972000
2005-12-13,16478784000
2005-12-14,16524900000
2005-12-15,16355808000
2005-12-16,16509528000
2005-12-19,16432668000
2005-12-20,16309692000
2005-12-21,16048368000
2005-12-22,15894648000
2005-12-23,15787044000
2005-12-27,15817787999
2005-12-28,15986880000
2005-12-29,16032996000
2005-12-30,15971508000
2006-01-03,16377536000
2006-01-04,16377536000
2006-01-05,16408671999
2006-01-06,16439808000
2006-01-09,16361968000
2006-01-10,16346400000
2006-01-11,16237424000
2006-01-12,16175152000
2006-01-13,16221856000
2006-01-17,16330832000
2006-01-18,16595488000
2006-01-19,16829008000
2006-01-20,16642192000
2006-01-23,16361968000
2006-01-24,16299696000
2006-01-25,16050608000
2006-01-26,15879359999
2006-01-27,16221856000
2006-01-30,16206288000
2006-01-31,16268559999
2006-02-01,16144015999
2006-02-02,15801520000
2006-02-03,15708112000
2006-02-06,15926064000
2006-02-07,16066176000
2006-02-08,16284128000
2006-02-09,16424240000
2006-02-10,16299696000
2006-02-13,16221856000
2006-02-14,16144015999
2006-02-15,16190720000
2006-02-16,16252992000
2006-02-17,16330832000
2006-02-21,16237424000
2006-02-22,16346400000
2006-02-23,16268559999
2006-02-24,16268559999
2006-02-27,16455376000
2006-02-28,16315264000
2006-03-01,16190720000
2006-03-02,16097312000
2006-03-03,15770384000
2006-03-06,15427888000
2006-03-07,15443456000
2006-03-08,15412320000
2006-03-09,15194368000
2006-03-10,15272208000
2006-03-13,15614703999
2006-03-14,15723680000
2006-03-15,15832656000
2006-03-16,16066176000
2006-03-17,15801520000
2006-03-20,15848224000
2006-03-21,15583568000
2006-03-22,15817088000
2006-03-23,15770384000
2006-03-24,15848224000
2006-03-27,15754815999
2006-03-28,15739248000
2006-03-29,15770384000
2006-03-30,15676976000
2006-03-31,15835087999
2006-04-03,15866632000
2006-04-04,16024352000
2006-04-05,16024352000
2006-04-06,15819315999
2006-04-07,15819315999
2006-04-10,15787772000
2006-04-11,15519648000
2006-04-12,15488104000
2006-04-13,15361928000
2006-04-17,15204208000
2006-04-18,15440787999
2006-04-19,15488104000
2006-04-20,15693139999
2006-04-21,15519648000
2006-04-24,15488104000
2006-04-25,15314612000
2006-04-26,15188436000
2006-04-27,15535420000
2006-04-28,15614280000
2006-05-01,15425015999
2006-05-02,15724684000
2006-05-03,15535420000
2006-05-04,15488104000
2006-05-05,15756228000
2006-05-08,15724684000
2006-05-09,15566963999
2006-05-10,15598508000
2006-05-11,15519648000
2006-05-12,15425015999
2006-05-15,15393472000
2006-05-16,15267296000
2006-05-17,14999172000
2006-05-18,15014944000
2006-05-19,15109576000
2006-05-22,15172663999
2006-05-23,15141120000
2006-05-24,15172663999
2006-05-25,15377700000
2006-05-26,15503876000
2006-05-30,15409244000
2006-05-31,15708912000
2006-06-01,15866632000
2006-06-02,16087439999
2006-06-05,16134756000
2006-06-06,16213615999
2006-06-07,16071668000
2006-06-08,16276704000
2006-06-09,16481739999
2006-06-12,16481739999
2006-06-13,16339792000
2006-06-14,16118984000
2006-06-15,16229387999
2006-06-16,16260932000
2006-06-19,16134756000
2006-06-20,16134756000
2006-06-21,16103212000
2006-06-22,16008580000
2006-06-23,15977036000
2006-06-26,16024352000
2006-06-27,15929720000
2006-06-28,15929720000
2006-06-29,16213615999
2006-06-30,16348860000
2006-07-03,16317268000
2006-07-05,16285676000
2006-07-06,16111919999
2006-07-07,16285676000
2006-07-10,16443636000
2006-07-11,16443636000
2006-07-12,16459432000
2006-07-13,16380451999
2006-07-14,16427840000
2006-07-17,16443636000
2006-07-18,16412044000
2006-07-19,16585800000
2006-07-20,16775351999
2006-07-21,16949108000
2006-07-24,16996496000
2006-07-25,17075476000
2006-07-26,17059680000
2006-07-27,17059680000
2006-07-28,16980700000
2006-07-31,17043883999
2006-08-01,17138660000
2006-08-02,17075476000
2006-08-03,17186048000
2006-08-04,17359804000
2006-08-07,17075476000
2006-08-08,17201844000
2006-08-09,17233436000
2006-08-10,17122864000
2006-08-11,17233436000
2006-08-14,17312416000
2006-08-15,17438784000
2006-08-16,17265028000
2006-08-17,17012292000
2006-08-18,17217640000
2006-08-21,17296620000
2006-08-22,17375600000
2006-08-23,17122864000
2006-08-24,17344008000
2006-08-25,17407192000
2006-08-28,17454580000
2006-08-29,17549356000
2006-08-30,17249232000
2006-08-31,17549356000
2006-09-01,17533560000
2006-09-05,17501968000
2006-09-06,17328212000
2006-09-07,17375600000
2006-09-08,17470376000
2006-09-11,17549356000
2006-09-12,17533560000
2006-09-13,17533560000
2006-09-14,17486172000
2006-09-15,17596744000
2006-09-18,17359804000
2006-09-19,17470376000
2006-09-20,17549356000
2006-09-21,17596744000
2006-09-22,17565152000
2006-09-25,17770500000
2006-09-26,17754704000
2006-09-27,18039032000
2006-09-28,17912664000
2006-09-29,17770500000
2006-10-02,17991888000
2006-10-03,18197600000
2006-10-04,18529904000
2006-10-05,18340016000
2006-10-06,18324192000
2006-10-09,18355840000
2006-10-10,18403312000
2006-10-11,18434960000
2006-10-12,18419136000
2006-10-13,18371664000
2006-10-16,18387488000
2006-10-17,18387488000
2006-10-18,18703968000
2006-10-19,18783088000
2006-10-20,18957152000
2006-10-23,19020448000
2006-10-24,19052096000
2006-10-25,19685056000
2006-10-26,19685056000
2006-10-27,19748352000
2006-10-30,20080656000
2006-10-31,20175600000
2006-11-01,20412960000
2006-11-02,20333840000
2006-11-03,20175600000
2006-11-06,20191424000
2006-11-07,20143952000
2006-11-08,20618672000
2006-11-09,20776912000
2006-11-10,20966800000
2006-11-13,21093392000
2006-11-14,21045920000
2006-11-15,20776912000
2006-11-16,20729440000
2006-11-17,20840208000
2006-11-20,20856032000
2006-11-21,20776912000
2006-11-22,20903504000
2006-11-24,20887680000
2006-11-27,20761088000
2006-11-28,20666144000
2006-11-29,20998448000
2006-11-30,21093392000
2006-12-01,21030096000
2006-12-04,21346576000
2006-12-05,21330752000
2006-12-06,21267456000
2006-12-07,21188336000
2006-12-08,21109216000
2006-12-11,21204160000
2006-12-12,21441520000
2006-12-13,21441520000
2006-12-14,21678880000
2006-12-15,21742176000
2006-12-18,21488992000
2006-12-19,21647232000
2006-12-20,21805472000
2006-12-21,21568112000
2006-12-22,21631408000
2006-12-26,21726352000
2006-12-27,21694704000
2006-12-28,21599760000
2006-12-29,21536464000
2007-01-03,21871616000
2007-01-04,21855744000
2007-01-05,21554176000
2007-01-08,21538304000
2007-01-09,21554176000
2007-01-10,21554176000
2007-01-11,21522432000
2007-01-12,21363712000
2007-01-16,21490688000
2007-01-17,21585920000
2007-01-18,21617664000
2007-01-19,21712896000
2007-01-22,21728768000
2007-01-23,21903360000
2007-01-24,21998592000
2007-01-25,21982720000
2007-01-26,22220800000
2007-01-29,22268416000
2007-01-30,22316032000
2007-01-31,22474752000
2007-02-01,22792192000
2007-02-02,22871552000
2007-02-05,23268352000
2007-02-06,23442944000
2007-02-07,23363584000
2007-02-08,23506432000
2007-02-09,23395328000
2007-02-12,23411200000
2007-02-13,23585792000
2007-02-14,23665152000
2007-02-15,23427072000
2007-02-16,23506432000
2007-02-20,23728640000
2007-02-21,23506432000
2007-02-22,23442944000
2007-02-23,23665152000
2007-02-26,24268288000
2007-02-27,23506432000
2007-02-28,23458816000
2007-03-01,23585792000
2007-03-02,22998528000
2007-03-05,22649344000
2007-03-06,22966784000
2007-03-07,22903296000
2007-03-08,22998528000
2007-03-09,23014400000
2007-03-12,23331840000
2007-03-13,23141376000
2007-03-14,23347712000
2007-03-15,23490560000
2007-03-16,23649280000
2007-03-19,23728640000
2007-03-20,23919104000
2007-03-21,24173056000
2007-03-22,24252416000
2007-03-23,24474624000
2007-03-26,24649216000
2007-03-27,24506368000
2007-03-28,24300032000
2007-03-29,24490496000
2007-03-30,24268288000
2007-04-02,24873856000
2007-04-03,24873856000
2007-04-04,24555776000
2007-04-05,24412640000
2007-04-09,24555776000
2007-04-10,24603488000
2007-04-11,24333120000
2007-04-12,24174080000
2007-04-13,24046848000
2007-04-16,24460352000
2007-04-17,24683008000
2007-04-18,24810240000
2007-04-19,24523968000
2007-04-20,24746624000
2007-04-23,25319168000
2007-04-24,25573631999
2007-04-25,25653152000
2007-04-26,25573631999
2007-04-27,25414592000
2007-04-30,25589536000
2007-05-01,25684959999
2007-05-02,25653152000
2007-05-03,25573631999
2007-05-04,25430496000
2007-05-07,25382784000
2007-05-08,25271456000
2007-05-09,25350976000
2007-05-10,25287360000
2007-05-11,25684959999
2007-05-14,26098464000
2007-05-15,25987136000
2007-05-16,26082559999
2007-05-17,25875808000
2007-05-18,25875808000
2007-05-21,26050752000
2007-05-22,26273408000
2007-05-23,25732672000
2007-05-24,24985184000
2007-05-25,24889760000
2007-05-29,24985184000
2007-05-30,25350976000
2007-05-31,25414592000
2007-06-01,25191936000
2007-06-04,25016992000
2007-06-05,24396736000
2007-06-06,23824192000
2007-06-07,22997184000
2007-06-08,23267552000
2007-06-11,24015040000
2007-06-12,23458400000
2007-06-13,23951424000
2007-06-14,23935520000
2007-06-15,24380832000
2007-06-18,24094560000
2007-06-19,24078656000
2007-06-20,23442496000
2007-06-21,23585632000
2007-06-22,23060800000
2007-06-25,22965376000
2007-06-26,22535968000
2007-06-27,22933568000
2007-06-28,22806336000
2007-06-29,22567776000
2007-07-02,22850940000
2007-07-03,22612080000
2007-07-05,22612080000
2007-07-06,22500612000
2007-07-09,22293600000
2007-07-10,22118436000
2007-07-11,22022892000
2007-07-12,22468764000
2007-07-13,22882788000
2007-07-16,22882788000
2007-07-17,23089800000
2007-07-18,23296812000
2007-07-19,23710836000
2007-07-20,23344584000
2007-07-23,23822304000
2007-07-24,22898712000
2007-07-25,23201268000
2007-07-26,22420992000
2007-07-27,21863652000
2007-07-30,23010180000
2007-07-31,22978332000
2007-08-01,23678988000
2007-08-02,23838228000
2007-08-03,22739472000
2007-08-06,24188556000
2007-08-07,25048452000
2007-08-08,24921060000
2007-08-09,24379644000
2007-08-10,23965620000
2007-08-13,23997468000
2007-08-14,23631216000
2007-08-15,23471976000
2007-08-16,23599368000
2007-08-17,23886000000
2007-08-20,23710836000
2007-08-21,23933772000
2007-08-22,24188556000
2007-08-23,24061164000
2007-08-24,23886000000
2007-08-27,23089800000
2007-08-28,22803168000
2007-08-29,23360508000
2007-08-30,23280888000
2007-08-31,23424204000
2007-09-04,24045240000
2007-09-05,23519748000
2007-09-06,23726760000
2007-09-07,23328660000
2007-09-10,23694912000
2007-09-11,23981544000
2007-09-12,24204480000
2007-09-13,24268176000
2007-09-14,24443340000
2007-09-17,24395568000
2007-09-18,24984756000
2007-09-19,25143996000
2007-09-20,24936984000
2007-09-21,25128072000
2007-09-24,24698124000
2007-09-25,24650352000
2007-09-26,24968832000
2007-09-27,24602580000
2007-09-28,24236328000
2007-10-01,24790192000
2007-10-02,24774260000
2007-10-03,24806124000
2007-10-04,24885784000
2007-10-05,25029172000
2007-10-08,24822056000
2007-10-09,25300016000
2007-10-10,25108832000
2007-10-11,25076968000
2007-10-12,25315948000
2007-10-15,25156628000
2007-10-16,25188492000
2007-10-17,25188492000
2007-10-18,24917648000
2007-10-19,24168844000
2007-10-22,24391892000
2007-10-23,24599008000
2007-10-24,24646804000
2007-10-25,25698316000
2007-10-26,26542712000
2007-10-29,26733896000
2007-10-30,26670167999
2007-10-31,27259652000
2007-11-01,26463052000
2007-11-02,26526779999
2007-11-05,26797624000
2007-11-06,26813555999
2007-11-07,26303732000
2007-11-08,26972876000
2007-11-09,27434904000
2007-11-12,27323379999
2007-11-13,26925079999
2007-11-14,26749828000
2007-11-15,26781691999
2007-11-16,27068467999
2007-11-19,26925079999
2007-11-20,27546428000
2007-11-21,27259652000
2007-11-23,27275584000
2007-11-26,26988808000
2007-11-27,27068467999
2007-11-28,27403040000
2007-11-29,27594224000
2007-11-30,27785408000
2007-12-03,28454552000
2007-12-04,28725396000
2007-12-05,28900648000
2007-12-06,28247436000
2007-12-07,28358960000
2007-12-10,28374891999
2007-12-11,27546428000
2007-12-12,27546428000
2007-12-13,27881000000
2007-12-14,27642020000
2007-12-17,27418972000
2007-12-18,27896932000
2007-12-19,27705748000
2007-12-20,27530496000
2007-12-21,27227788000
2007-12-24,27243720000
2007-12-26,27323379999
2007-12-27,27259652000
2007-12-28,27339312000
2007-12-31,27058980000
2008-01-02,26484276000
2008-01-03,26723735999
2008-01-04,27458080000
2008-01-07,28751164000
2008-01-08,28559596000
2008-01-09,28511704000
2008-01-10,28735200000
2008-01-11,28447848000
2008-01-14,28447848000
2008-01-15,28336100000
2008-01-16,27058980000
2008-01-17,26069211999
2008-01-18,25430652000
2008-01-22,24297208000
2008-01-23,25063480000
2008-01-24,24552632000
2008-01-25,24377028000
2008-01-28,24808056000
2008-01-29,24983660000
2008-01-30,24999624000
2008-01-31,25686076000
2008-02-01,26069211999
2008-02-04,26643916000
2008-02-05,25510472000
2008-02-06,25542400000
2008-02-07,25430652000
2008-02-08,25239084000
2008-02-11,25350832000
2008-02-12,25574328000
2008-02-13,25718004000
2008-02-14,25430652000
2008-02-15,25813788000
2008-02-19,25702040000
2008-02-20,25845716000
2008-02-21,25494508000
2008-02-22,25781859999
2008-02-25,25845716000
2008-02-26,25877644000
2008-02-27,25670111999
2008-02-28,25191192000
2008-02-29,24057748000
2008-03-03,24488776000
2008-03-04,24808056000
2008-03-05,24808056000
2008-03-06,24169496000
2008-03-07,24057748000
2008-03-10,23866180000
2008-03-11,24297208000
2008-03-12,24233352000
2008-03-13,24520704000
2008-03-14,24520704000
2008-03-17,24792092000
2008-03-18,24808056000
2008-03-19,24265280000
2008-03-20,24297208000
2008-03-24,24903840000
2008-03-25,24983660000
2008-03-26,25015588000
2008-03-27,25255048000
2008-03-28,24728236000
2008-03-31,25091448000
2008-04-01,25939024000
2008-04-02,26290848000
2008-04-03,26306840000
2008-04-04,26370807999
2008-04-07,26290848000
2008-04-08,26450768000
2008-04-09,26386800000
2008-04-10,26050968000
2008-04-11,25923032000
2008-04-14,25811088000
2008-04-15,26002992000
2008-04-16,26914535999
2008-04-17,26914535999
2008-04-18,26562712000
2008-04-21,26626679999
2008-04-22,26530728000
2008-04-23,27074456000
2008-04-24,26786600000
2008-04-25,26642672000
2008-04-28,26562712000
2008-04-29,26754616000
2008-04-30,26498744000
2008-05-01,27010488000
2008-05-02,27362312000
2008-05-05,26850568000
2008-05-06,26658664000
2008-05-07,25939024000
2008-05-08,26130928000
2008-05-09,26082951999
2008-05-12,26258864000
2008-05-13,25875056000
2008-05-14,25971007999
2008-05-15,25715135999
2008-05-16,25731128000
2008-05-19,26386800000
2008-05-20,26258864000
2008-05-21,26402792000
2008-05-22,26610688000
2008-05-23,26178904000
2008-05-27,26306840000
2008-05-28,26450768000
2008-05-29,26946520000
2008-05-30,26994496000
2008-06-02,26578704000
2008-06-03,26306840000
2008-06-04,26146920000
2008-06-05,26370807999
2008-06-06,25587200000
2008-06-09,25667160000
2008-06-10,25811088000
2008-06-11,25651168000
2008-06-12,26194896000
2008-06-13,26962512000
2008-06-16,26850568000
2008-06-17,27010488000
2008-06-18,26818584000
2008-06-19,26978504000
2008-06-20,26546720000
2008-06-23,26738624000
2008-06-24,26402792000
2008-06-25,26370807999
2008-06-26,25523232000
2008-06-27,25395296000
2008-06-30,26266239999
2008-07-01,26314288000
2008-07-02,26330304000
2008-07-03,25961936000
2008-07-07,25897872000
2008-07-08,26426400000
2008-07-09,26842816000
2008-07-10,27259232000
2008-07-11,27195168000
2008-07-14,27018992000
2008-07-15,26746720000
2008-07-16,26506480000
2008-07-17,25785760000
2008-07-18,26106080000
2008-07-21,26202176000
2008-07-22,26314288000
2008-07-23,25529504000
2008-07-24,25305280000
2008-07-25,25257232000
2008-07-28,25401376000
2008-07-29,25529504000
2008-07-30,25689664000
2008-07-31,25833808000
2008-08-01,24520496000
2008-08-04,23879856000
2008-08-05,23623600000
2008-08-06,22902880000
2008-08-07,23655632000
2008-08-08,24040016000
2008-08-11,24296272000
2008-08-12,23639616000
2008-08-13,24056032000
2008-08-14,23687664000
2008-08-15,23911888000
2008-08-18,24088064000
2008-08-19,24232208000
2008-08-20,24344320000
2008-08-21,24472448000
2008-08-22,24584560000
2008-08-25,24232208000
2008-08-26,24360336000
2008-08-27,24312288000
2008-08-28,24488464000
2008-08-29,24056032000
2008-09-02,23623600000
2008-09-03,22758736000
2008-09-04,22582560000
2008-09-05,22054032000
2008-09-08,22390368000
2008-09-09,21685664000
2008-09-10,21941920000
2008-09-11,22198176000
2008-09-12,22422400000
2008-09-15,21397376000
2008-09-16,21205184000
2008-09-17,20036016000
2008-09-18,21077056000
2008-09-19,22406384000
2008-09-22,21461440000
2008-09-23,21317296000
2008-09-24,21525504000
2008-09-25,22198176000
2008-09-26,22150128000
2008-09-29,20660640000
2008-09-30,20178320000
2008-10-01,20130200000
2008-10-02,19392360000
2008-10-03,19408400000
2008-10-06,18012920000
2008-10-07,17435480000
2008-10-08,16537240000
2008-10-09,15687119999
2008-10-10,14869080000
2008-10-13,16938240000
2008-10-14,17034479999
2008-10-15,15029479999
2008-10-16,16264560000
2008-10-17,16777840000
2008-10-20,18654520000
2008-10-21,17515680000
2008-10-22,16553280000
2008-10-23,18012920000
2008-10-24,17323200000
2008-10-27,16312680000
2008-10-28,18109160000
2008-10-29,18125200000
2008-10-30,18975320000
2008-10-31,18943240000
2008-11-03,18686600000
2008-11-04,18975320000
2008-11-05,18446000000
2008-11-06,17499640000
2008-11-07,18814920000
2008-11-10,18237480000
2008-11-11,17804400000
2008-11-12,17355280000
2008-11-13,19264040000
2008-11-14,18975320000
2008-11-17,18301640000
2008-11-18,18702640000
2008-11-19,17916680000
2008-11-20,17243000000
2008-11-21,19392360000
2008-11-24,19392360000
2008-11-25,19231960000
2008-11-26,19440480000
2008-11-28,19552760000
2008-12-01,18173320000
2008-12-02,18365800000
2008-12-03,18814920000
2008-12-04,17884600000
2008-12-05,18590360000
2008-12-08,18381840000
2008-12-09,18221440000
2008-12-10,18173320000
2008-12-11,18317680000
2008-12-12,18558280000
2008-12-15,18189360000
2008-12-16,19248000000
2008-12-17,18991360000
2008-12-18,20178320000
2008-12-19,20210400000
2008-12-22,20418920000
2008-12-23,19905640000
2008-12-24,20114160000
2008-12-26,20050000000
2008-12-29,19697120000
2008-12-30,19889600000
2008-12-31,20243736000
2009-01-02,20790864000
2009-01-05,20903508000
2009-01-06,20597760000
2009-01-07,20372472000
2009-01-08,20565576000
2009-01-09,20131092000
2009-01-12,20002356000
2009-01-13,19809252000
2009-01-14,19439136000
2009-01-15,19487412000
2009-01-16,20050632000
2009-01-20,20034540000
2009-01-21,19712700000
2009-01-22,19567872000
2009-01-23,19294308000
2009-01-26,19696608000
2009-01-27,20436840000
2009-01-28,20710404000
2009-01-29,20581668000
2009-01-30,20742588000
2009-02-02,20469024000
2009-02-03,21000060000
2009-02-04,21305808000
2009-02-05,21209256000
2009-02-06,21064428000
2009-02-09,20951784000
2009-02-10,20324196000
2009-02-11,20452932000
2009-02-12,20372472000
2009-02-13,20485116000
2009-02-17,19632240000
2009-02-18,19471320000
2009-02-19,20066724000
2009-02-20,19712700000
2009-02-23,19262124000
2009-02-24,19760976000
2009-02-25,19085112000
2009-02-26,18489708000
2009-02-27,18232236000
2009-03-02,17878212000
2009-03-03,17427636000
2009-03-04,17958672000
2009-03-05,17250624000
2009-03-06,17234532000
2009-03-09,16816139999
2009-03-10,17459820000
2009-03-11,17604648000
2009-03-12,17926488000
2009-03-13,18183960000
2009-03-16,18763272000
2009-03-17,19390860000
2009-03-18,20082816000
2009-03-19,20082816000
2009-03-20,19857528000
2009-03-23,20485116000
2009-03-24,20565576000
2009-03-25,20806956000
2009-03-26,20823048000
2009-03-27,20308104000
2009-03-30,19905804000
2009-03-31,20592320000
2009-04-01,20770960000
2009-04-02,20884640000
2009-04-03,21469280000
2009-04-06,20933360000
2009-04-07,21014560000
2009-04-08,21371840000
2009-04-09,21241920000
