,NYT
2004-08-24,6031593420
2004-08-25,6003764310
2004-08-26,5999370240
2004-08-27,6002299620
2004-08-30,5955429539
2004-08-31,5949570780
2004-09-01,5984723340
2004-09-02,6002299620
2004-09-03,6011087760
2004-09-07,6019875900
2004-09-08,5997905550
2004-09-09,5971541130
2004-09-10,5989117410
2004-09-13,6005229000
2004-09-14,6009623070
2004-09-15,5956894230
2004-09-16,5987652720
2004-09-17,5975935200
2004-09-20,5882195039
2004-09-21,5836789650
2004-09-22,5788454880
2004-09-23,5740120110
2004-09-24,5716685070
2004-09-27,5624002560
2004-09-28,5657409600
2004-09-29,5641432320
2004-09-30,5679196800
2004-10-01,5760535679
2004-10-04,5793942720
2004-10-05,5766345600
2004-10-06,5802657600
2004-10-07,5756178240
2004-10-08,5664672000
2004-10-11,5686459200
2004-10-12,5629812480
2004-10-13,5657409600
2004-10-14,5705341440
2004-10-15,5714056320
2004-10-18,5791037760
2004-10-19,5751820800
2004-10-20,5687911679
2004-10-21,5698079040
2004-10-22,5645789760
2004-10-25,5635622400
2004-10-26,5722771200
2004-10-27,5796847679
2004-10-28,5827349760
2004-10-29,5817182400
2004-11-01,5788132800
2004-11-02,5818634880
2004-11-03,5901426240
2004-11-04,5953715520
2004-11-05,5979860160
2004-11-08,6016172160
2004-11-09,5943548160
2004-11-10,5920308480
2004-11-11,6020529600
2004-11-12,6030696960
2004-11-15,6023434560
2004-11-16,5972597760
2004-11-17,5976955200
2004-11-18,6016172160
2004-11-19,5943548160
2004-11-22,5991480000
2004-11-23,5933380800
2004-11-24,5959525440
2004-11-26,5956620480
2004-11-29,5939190720
2004-11-30,5955168000
2004-12-01,5963882880
2004-12-02,5822992320
2004-12-03,5764893120
2004-12-06,5732938560
2004-12-07,5712603840
2004-12-08,5732938560
2004-12-09,5770703040
2004-12-10,5725676160
2004-12-13,5756178240
2004-12-14,5776512960
2004-12-15,5753273280
2004-12-16,5728581120
2004-12-17,5888353920
2004-12-20,5780870400
2004-12-21,5910141120
2004-12-22,5939190720
2004-12-23,5901426240
2004-12-27,5920782120
2004-12-28,5945579680
2004-12-29,5920782120
2004-12-30,5932451560
2004-12-31,5951414400
2005-01-03,5885773800
2005-01-04,5860976240
2005-01-05,5878480400
2005-01-06,5900360600
2005-01-07,5913488720
2005-01-10,5901819280
2005-01-11,5884315120
2005-01-12,5863893600
2005-01-13,5771996760
2005-01-14,5801170360
2005-01-18,5853682840
2005-01-19,5807005080
2005-01-20,5745740520
2005-01-21,5754492600
2005-01-24,5761786000
2005-01-25,5827426600
2005-01-26,5751575240
2005-01-27,5640715560
2005-01-28,5653843680
2005-01-31,5671347840
2005-02-01,5648008960
2005-02-02,5674265200
2005-02-03,5640715560
2005-02-04,5665513120
2005-02-07,5659678400
2005-02-08,5703438800
2005-02-09,5674265200
2005-02-10,5668430480
2005-02-11,5747199200
2005-02-14,5741364480
2005-02-15,5666971800
2005-02-16,5646550280
2005-02-17,5579451000
2005-02-18,5426289600
2005-02-22,5429206960
2005-02-23,5448169800
2005-02-24,5448169800
2005-02-25,5398574680
2005-02-28,5347520879
2005-03-01,5381070520
2005-03-02,5398574680
2005-03-03,5286256320
2005-03-04,5338768800
2005-03-07,5324182000
2005-03-08,5308136520
2005-03-09,5270210840
2005-03-10,5300843120
2005-03-11,5281880280
2005-03-14,5338768800
2005-03-15,5360649000
2005-03-16,5289173680
2005-03-17,5286256320
2005-03-18,5280421600
2005-03-21,5255624040
2005-03-22,5206028920
2005-03-23,5216239680
2005-03-24,5187066080
2005-03-28,5209759200
2005-03-29,5240319240
2005-03-30,5299984080
2005-03-31,5323267920
2005-04-01,5238864000
2005-04-04,5209759200
2005-04-05,5205393480
2005-04-06,5190841080
2005-04-07,5206848720
2005-04-08,5176288680
2005-04-11,5195206800
2005-04-12,5190841080
2005-04-13,5173378200
2005-04-14,5100616200
2005-04-15,4947816000
2005-04-18,4933263600
2005-04-19,4869233040
2005-04-20,4824120600
2005-04-21,4821210120
2005-04-22,4761545280
2005-04-25,4781918640
2005-04-26,4792105320
2005-04-27,4813933920
2005-04-28,4779008160
2005-04-29,4854680640
2005-05-02,4824120600
2005-05-03,4795015800
2005-05-04,4856135880
2005-05-05,4860501600
2005-05-06,4850314920
2005-05-09,4845949200
2005-05-10,4819754880
2005-05-11,4722253800
2005-05-12,4757179560
2005-05-13,4761545280
2005-05-16,4790650080
2005-05-17,4879419720
2005-05-18,4844493960
2005-05-19,4828486320
2005-05-20,4773187200
2005-05-23,4790650080
2005-05-24,4732440480
2005-05-25,4642215600
2005-05-26,4604379360
2005-05-27,4598558400
2005-05-31,4565087880
2005-06-01,4562177400
2005-06-02,4535983080
2005-06-03,4502512560
2005-06-06,4499602080
2005-06-07,4489415400
2005-06-08,4477773480
2005-06-09,4482139200
2005-06-10,4482139200
2005-06-13,4511244000
2005-06-14,4506878280
2005-06-15,4473407760
2005-06-16,4678596600
2005-06-17,4680051839
2005-06-20,4672775640
2005-06-21,4646581320
2005-06-22,4642215600
2005-06-23,4537438320
2005-06-24,4522885920
2005-06-27,4535033220
2005-06-28,4533581080
2005-06-29,4568432440
2005-06-30,4523416100
2005-07-01,4511798980
2005-07-05,4488564740
2005-07-06,4468234780
2005-07-07,4460974080
2005-07-08,4556815320
2005-07-11,4590214540
2005-07-12,4571336720
2005-07-13,4548102480
2005-07-14,4558267460
2005-07-15,4530676800
2005-07-18,4523416100
2005-07-19,4580049560
2005-07-20,4664273680
2005-07-21,4587310260
2005-07-22,4616353060
2005-07-25,4678795080
2005-07-26,4639587300
2005-07-27,4610544500
2005-07-28,4603283800
2005-07-29,4577145280
2005-08-01,4526320380
2005-08-02,4504538280
2005-08-03,4551006760
2005-08-04,4632326600
2005-08-05,4610544500
2005-08-08,4603283800
2005-08-09,4577145280
2005-08-10,4558267460
2005-08-11,4597475240
2005-08-12,4559719600
2005-08-15,4760114920
2005-08-16,4674438660
2005-08-17,4629422320
2005-08-18,4662821540
2005-08-19,4662821540
2005-08-22,4748497800
2005-08-23,4700577180
2005-08-24,4622161620
2005-08-25,4630874460
2005-08-26,4598927380
2005-08-29,4659917260
2005-08-30,4598927380
2005-08-31,4636683020
2005-09-01,4678795080
2005-09-02,4652656560
2005-09-06,4677342940
2005-09-07,4754306360
2005-09-08,4781897020
2005-09-09,4966318800
2005-09-12,5022952260
2005-09-13,4819652660
2005-09-14,4771732040
2005-09-15,4741237100
2005-09-16,4710742160
2005-09-19,4635230880
2005-09-20,4665725820
2005-09-21,4356420000
2005-09-22,4404340620
2005-09-23,4385462800
2005-09-26,4379326350
2005-09-27,4353198450
2005-09-28,4367713950
2005-09-29,4325619000
2005-09-30,4318361250
2005-10-03,4250138400
2005-10-04,4205140350
2005-10-05,4176109350
2005-10-06,4180464000
2005-10-07,4197882600
2005-10-10,4144175250
2005-10-11,4122402000
2005-10-12,4068694650
2005-10-13,4065791550
2005-10-14,4093371000
2005-10-17,4061436900
2005-10-18,4028051250
2005-10-19,3990310950
2005-10-20,3971440800
2005-10-21,3932248950
2005-10-24,3962731500
2005-10-25,3964183050
2005-10-26,3955473750
2005-10-27,3868380750
2005-10-28,3959828400
2005-10-31,3954022200
2005-11-01,3952570650
2005-11-02,4068694650
2005-11-03,4116595800
2005-11-04,4126756650
2005-11-07,4158690750
2005-11-08,4145626800
2005-11-09,4177560900
2005-11-10,4257396149
2005-11-11,4241429100
2005-11-14,4228365150
2005-11-15,4138369050
2005-11-16,4048372950
2005-11-17,4078855500
2005-11-18,4061436900
2005-11-21,4064340000
2005-11-22,4035309000
2005-11-23,4049824500
2005-11-25,4048372950
2005-11-28,4057082250
2005-11-29,4035309000
2005-11-30,3991762500
2005-12-01,3974343900
2005-12-02,3929345850
2005-12-05,3895960200
2005-12-06,3862574550
2005-12-07,3978698550
2005-12-08,3938055150
2005-12-09,3961279950
2005-12-12,3984504750
2005-12-13,4012084200
2005-12-14,4007729550
2005-12-15,3996117150
2005-12-16,3955473750
2005-12-19,3997568700
2005-12-20,3955473750
2005-12-21,3916281900
2005-12-22,3826285800
2005-12-23,3832092000
2005-12-27,3800419700
2005-12-28,3855582400
2005-12-29,3838162600
2005-12-30,3839614250
2006-01-03,3935423150
2006-01-04,4005102350
2006-01-05,3992037500
2006-01-06,4018167200
2006-01-09,4079136500
2006-01-10,4022522150
2006-01-11,3994940800
2006-01-12,3945584700
2006-01-13,3994940800
2006-01-17,4032683700
2006-01-18,3955746250
2006-01-19,3941229750
2006-01-20,3877357150
2006-01-23,3964456150
2006-01-24,4082039800
2006-01-25,4089298050
2006-01-26,4143009100
2006-01-27,4068974950
2006-01-30,4063168350
2006-01-31,4108169500
2006-02-01,4118331050
2006-02-02,4153170650
2006-02-03,4063168350
2006-02-06,4057361750
2006-02-07,4053006800
2006-02-08,4039941949
2006-02-09,4037038650
2006-02-10,4023973800
2006-02-13,4037038650
2006-02-14,4079136500
2006-02-15,4086394750
2006-02-16,4080588150
2006-02-17,4092201350
2006-02-21,4100911250
2006-02-22,4179300350
2006-02-23,4119782700
2006-02-24,4160428900
2006-02-27,4195268500
2006-02-28,4096556300
2006-03-01,4105266200
2006-03-02,4093653000
2006-03-03,4067523300
2006-03-06,3999295750
2006-03-07,3994940800
2006-03-08,3954294600
2006-03-09,3909293450
2006-03-10,3973166050
2006-03-13,3906390150
2006-03-14,3838162600
2006-03-15,3867195600
2006-03-16,3865743950
2006-03-17,3781548250
2006-03-20,3772838350
2006-03-21,3743805350
2006-03-22,3672674500
2006-03-23,3701707500
2006-03-24,3685739350
2006-03-27,3670477200
2006-03-28,3664685520
2006-03-29,3671925120
2006-03-30,3663237600
2006-03-31,3664685520
2006-04-03,3680612640
2006-04-04,3671925120
2006-04-05,3663237600
2006-04-06,3679164720
2006-04-07,3608216640
2006-04-10,3638622960
2006-04-11,3638622960
2006-04-12,3651654240
2006-04-13,3627039600
2006-04-17,3622695840
2006-04-18,3669029280
2006-04-19,3585049920
2006-04-20,3569122800
2006-04-21,3544508160
2006-04-24,3543060240
2006-04-25,3537268560
2006-04-26,3566226960
2006-04-27,3572018640
2006-04-28,3589393680
2006-05-01,3548851920
2006-05-02,3543060240
2006-05-03,3518445600
2006-05-04,3509758080
2006-05-05,3556091520
2006-05-08,3721154400
2006-05-09,3640070880
2006-05-10,3638622960
2006-05-11,3598081200
2006-05-12,3619800000
2006-05-15,3609664560
2006-05-16,3628487520
2006-05-17,3590841600
2006-05-18,3554643600
2006-05-19,3619800000
2006-05-22,3640070880
2006-05-23,3624143760
2006-05-24,3567674880
2006-05-25,3582154080
2006-05-26,3541612320
2006-05-30,3525685200
2006-05-31,3498174720
2006-06-01,3548851920
2006-06-02,3503966400
2006-06-05,3456185040
2006-06-06,3473560080
2006-06-07,3488039280
2006-06-08,3480799680
2006-06-09,3425778720
2006-06-12,3388132800
2006-06-13,3318632640
2006-06-14,3312840960
2006-06-15,3482247600
2006-06-16,3438810000
2006-06-19,3417091200
2006-06-20,3389580720
2006-06-21,3550299840
2006-06-22,3519893520
2006-06-23,3448945440
2006-06-26,3462562380
2006-06-27,3413448020
2006-06-28,3427893420
2006-06-29,3517454900
2006-06-30,3544901160
2006-07-03,3491453180
2006-07-05,3510232200
2006-07-06,3514565819
2006-07-07,3516010360
2006-07-10,3481341400
2006-07-11,3520343980
2006-07-12,3503009500
2006-07-13,3453895140
2006-07-14,3403336240
2006-07-17,3348443720
2006-07-18,3274772180
2006-07-19,3209767880
2006-07-20,3195322480
2006-07-21,3175098920
2006-07-24,3216990580
2006-07-25,3211212420
2006-07-26,3173654380
2006-07-27,3156319900
2006-07-28,3159208980
2006-07-31,3202545180
2006-08-01,3218435120
2006-08-02,3195322480
2006-08-03,3205434260
2006-08-04,3247325920
2006-08-07,3192433400
2006-08-08,3182321620
2006-08-09,3195322480
2006-08-10,3247325920
2006-08-11,3251659540
2006-08-14,3240103220
2006-08-15,3199656100
2006-08-16,3154875360
2006-08-17,3117317319
2006-08-18,3162098060
2006-08-21,3166431680
2006-08-22,3125984560
2006-08-23,3202545180
2006-08-24,3211212420
2006-08-25,3198211560
2006-08-28,3188099780
2006-08-29,3244436840
2006-08-30,3303662980
2006-08-31,3253104080
2006-09-01,3277661260
2006-09-05,3264660400
2006-09-06,3234325060
2006-09-07,3215546040
2006-09-08,3190988860
2006-09-11,3177988000
2006-09-12,3218435120
2006-09-13,3344110100
2006-09-14,3329664700
2006-09-15,3323886540
2006-09-18,3325331080
2006-09-19,3313774760
2006-09-20,3297884819
2006-09-21,3297884819
2006-09-22,3147652660
2006-09-25,3207687030
2006-09-26,3258054480
2006-09-27,3242224710
2006-09-28,3278201460
2006-09-29,3306982860
2006-10-02,3246541920
2006-10-03,3240785640
2006-10-04,3250859130
2006-10-05,3279640530
2006-10-06,3276762390
2006-10-09,3306982860
2006-10-10,3341520540
2006-10-11,3295470300
2006-10-12,3433621020
2006-10-13,3419230320
2006-10-16,3374619150
2006-10-17,3396205200
2006-10-18,3345837750
2006-10-19,3272445180
2006-10-20,3272445180
2006-10-23,3279640530
2006-10-24,3283957740
2006-10-25,3294031230
2006-10-26,3399083340
2006-10-27,3468158700
2006-10-30,3462402420
2006-10-31,3478232190
2006-11-01,3437938230
2006-11-02,3374619150
2006-11-03,3389009850
2006-11-06,3466719630
2006-11-07,3476793120
2006-11-08,3530038710
2006-11-09,3443694510
2006-11-10,3452328930
2006-11-13,3578967090
2006-11-14,3574649880
2006-11-15,3548746620
2006-11-16,3544429410
2006-11-17,3532916850
2006-11-20,3498379170
2006-11-21,3507013590
2006-11-22,3478232190
2006-11-24,3491183820
2006-11-27,3439377300
2006-11-28,3340081470
2006-11-29,3563137320
2006-11-30,3473914980
2006-12-01,3466719630
2006-12-04,3519965220
2006-12-05,3521404290
2006-12-06,3453768000
2006-12-07,3407717760
2006-12-08,3413474040
2006-12-11,3407717760
2006-12-12,3414913110
2006-12-13,3427864740
2006-12-14,3407717760
2006-12-15,3508452660
2006-12-18,3468158700
2006-12-19,3455207070
2006-12-20,3440816370
2006-12-21,3456646140
2006-12-22,3437938230
2006-12-26,3456646140
2006-12-27,3494061960
2006-12-28,3495501030
2006-12-29,3505574520
2007-01-03,3414865650
2007-01-04,3358742700
2007-01-05,3458037150
2007-01-08,3430695200
2007-01-09,3420621850
2007-01-10,3437890450
2007-01-11,3476744800
2007-01-12,3460915250
2007-01-16,3427817100
2007-01-17,3404792300
2007-01-18,3391840850
2007-01-19,3401914200
2007-01-22,3396158000
2007-01-23,3430695200
2007-01-24,3364498900
2007-01-25,3301180700
2007-01-26,3295424500
2007-01-29,3317010250
2007-01-30,3295424500
2007-01-31,3322766450
2007-02-01,3383206550
2007-02-02,3478183850
2007-02-05,3574600200
2007-02-06,3600503100
2007-02-07,3737212850
2007-02-08,3663821300
2007-02-09,3630723150
2007-02-12,3624966950
2007-02-13,3620649800
2007-02-14,3705553750
2007-02-15,3799092000
2007-02-16,3751603350
2007-02-20,3768871950
2007-02-21,3758798600
2007-02-22,3724261400
2007-02-23,3745847150
2007-02-26,3685407050
2007-02-27,3535745850
2007-02-28,3558770650
2007-03-01,3593307850
2007-03-02,3547258250
2007-03-05,3479622900
2007-03-06,3472427650
2007-03-07,3449402850
2007-03-08,3468110500
2007-03-09,3453720000
2007-03-12,3449402850
2007-03-13,3403353250
2007-03-14,3519916300
2007-03-15,3524233450
2007-03-16,3443646650
2007-03-19,3446524750
2007-03-20,3426378050
2007-03-21,3355864600
2007-03-22,3342913150
2007-03-23,3423499950
2007-03-26,3377450350
2007-03-27,3442207600
2007-03-28,3360181750
2007-03-29,3388962750
2007-03-30,3383206550
2007-04-02,3373156640
2007-04-03,3367400400
2007-04-04,3388986300
2007-04-05,3371717580
2007-04-09,3410572200
2007-04-10,3456622120
2007-04-11,3439353400
2007-04-12,3468134600
2007-04-13,3505550160
2007-04-16,3501232979
2007-04-17,3521379820
2007-04-18,3534331360
2007-04-19,3439353400
2007-04-20,3475329900
2007-04-23,3450865880
2007-04-24,3420645620
2007-04-25,3383230060
2007-04-26,3420645620
2007-04-27,3378912880
2007-04-30,3367400400
2007-05-01,3537209479
2007-05-02,3637943680
2007-05-03,3679676420
2007-05-04,3728604460
2007-05-07,3719970100
2007-05-08,3673920180
2007-05-09,3685432660
2007-05-10,3629309320
2007-05-11,3619235900
2007-05-14,3583259400
2007-05-15,3568868800
2007-05-16,3591893760
2007-05-17,3528575120
2007-05-18,3540087600
2007-05-21,3540087600
2007-05-22,3601967180
2007-05-23,3574625040
2007-05-24,3624992140
2007-05-25,3597650000
2007-05-29,3665285820
2007-05-30,3612040600
2007-05-31,3613479660
2007-06-01,3751629420
2007-06-04,3735799760
2007-06-05,3787605920
2007-06-06,3742995060
2007-06-07,3748751300
2007-06-08,3820704300
2007-06-11,3814948060
2007-06-12,3777532500
2007-06-13,3804874640
2007-06-14,3724287280
2007-06-15,3727165400
2007-06-18,3717091979
2007-06-19,3702701380
2007-06-20,3665285820
2007-06-21,3708457620
2007-06-22,3662407700
2007-06-25,3688310780
2007-06-26,3686871720
2007-06-27,3694067020
2007-06-28,3660968640
2007-06-29,3655212400
2007-07-02,3547184300
2007-07-03,3557257440
2007-07-05,3550062340
2007-07-06,3573086659
2007-07-09,3560135480
2007-07-10,3480989380
2007-07-11,3443574860
2007-07-12,3495379580
2007-07-13,3492501540
2007-07-16,3433501720
2007-07-17,3400404260
2007-07-18,3409038380
2007-07-19,3401843280
2007-07-20,3338526400
2007-07-23,3342843460
2007-07-24,3341404440
2007-07-25,3397526220
2007-07-26,3282404620
2007-07-27,3253624220
2007-07-30,3242112060
2007-07-31,3289599720
2007-08-01,3296794820
2007-08-02,3257941280
2007-08-03,3216209700
2007-08-06,3295355800
2007-08-07,3278087560
2007-08-08,3308306980
2007-08-09,3268014420
2007-08-10,3210453620
2007-08-13,3188868320
2007-08-14,3076624760
2007-08-15,3151453800
2007-08-16,3220526760
2007-08-17,3158648900
2007-08-20,3152892820
2007-08-21,3165844000
2007-08-22,3165844000
2007-08-23,3194624400
2007-08-24,3230599900
2007-08-27,3180234200
2007-08-28,3072307700
2007-08-29,3125551440
2007-08-30,3152892820
2007-08-31,3162965960
2007-09-04,3154331840
2007-09-05,3164404980
2007-09-06,3108283200
2007-09-07,3059356520
2007-09-10,2981649440
2007-09-11,2925527659
2007-09-12,2944234920
2007-09-13,2912576480
2007-09-14,2849259600
2007-09-17,2827674300
2007-09-18,2888113140
2007-09-19,2889552159
2007-09-20,2833430380
2007-09-21,2850698620
2007-09-24,2813284100
2007-09-25,2808967040
2007-09-26,2765796440
2007-09-27,2770113500
2007-09-28,2843503520
2007-10-01,2918777370
2007-10-02,2930285610
2007-10-03,2851166460
2007-10-04,2871305880
2007-10-05,2877060000
2007-10-08,2861236170
2007-10-09,2861236170
2007-10-10,2902953540
2007-10-11,2858359110
2007-10-12,2836781160
2007-10-15,2780678489
2007-10-16,2720260230
2007-10-17,2658403440
2007-10-18,2662719030
2007-10-19,2615247540
2007-10-22,2648333730
2007-10-23,2908707660
2007-10-24,2928847080
2007-10-25,2970564450
2007-10-26,2923092960
2007-10-29,2948986500
2007-10-30,2856920580
2007-10-31,2813764680
2007-11-01,2728891410
2007-11-02,2714506110
2007-11-05,2681419920
2007-11-06,2629632840
2007-11-07,2590792530
2007-11-08,2633948430
2007-11-09,2667034620
2007-11-12,2658403440
2007-11-13,2759100540
2007-11-14,2740399650
2007-11-15,2711629050
2007-11-16,2705874930
2007-11-19,2586476940
2007-11-20,2553390750
2007-11-21,2465640420
2007-11-23,2482902780
2007-11-26,2471394540
2007-11-27,2421045989
2007-11-28,2403783630
2007-11-29,2415291870
2007-11-30,2373574500
2007-12-03,2366381850
2007-12-04,2438308350
2007-12-05,2405222160
2007-12-06,2452693650
2007-12-07,2415291870
2007-12-10,2433992760
2007-12-11,2389398330
2007-12-12,2428238640
2007-12-13,2442623940
2007-12-14,2377890090
2007-12-17,2385082739
2007-12-18,2422484520
2007-12-19,2446939530
2007-12-20,2490095430
2007-12-21,2539005450
2007-12-24,2514550440
2007-12-26,2521743090
2007-12-27,2491533960
2007-12-28,2492972489
2007-12-31,2520112800
2008-01-02,2508612000
2008-01-03,2540239200
2008-01-04,2442482400
2008-01-07,2412292800
2008-01-08,2314536000
2008-01-09,2246968800
2008-01-10,2321724000
2008-01-11,2300160000
2008-01-14,2268532800
2008-01-15,2150649600
2008-01-16,2223967200
2008-01-17,2162150400
2008-01-18,2140586400
2008-01-22,2081644800
2008-01-23,2147774400
2008-01-24,2130523200
2008-01-25,2107521600
2008-01-28,2310223200
2008-01-29,2308785600
2008-01-30,2393604000
2008-01-31,2406542400
2008-02-01,2488485600
2008-02-04,2446795200
2008-02-05,2406542400
2008-02-06,2384978400
2008-02-07,2416605600
2008-02-08,2412292800
2008-02-11,2466921600
2008-02-12,2550302400
2008-02-13,2584804800
2008-02-14,2708438400
2008-02-15,2686874400
2008-02-19,2846448000
2008-02-20,3029023200
2008-02-21,2830634400
2008-02-22,2735752800
2008-02-25,2816258400
2008-02-26,2753004000
2008-02-27,2686874400
2008-02-28,2666748000
2008-02-29,2678248800
2008-03-03,2622182400
2008-03-04,2646621600
2008-03-05,2711313600
2008-03-06,2525863200
2008-03-07,2484172800
2008-03-10,2475547200
2008-03-11,2673936000
2008-03-12,2788944000
2008-03-13,2745816000
2008-03-14,2659560000
2008-03-17,2694062400
2008-03-18,2724252000
2008-03-19,2742940799
2008-03-20,2800444800
2008-03-24,2924078400
2008-03-25,2947080000
2008-03-26,2929828800
2008-03-27,2741503200
2008-03-28,2649496800
2008-03-31,2714490880
2008-04-01,2760499200
2008-04-02,2793567680
2008-04-03,2875520000
2008-04-04,2773439040
2008-04-07,2782065600
2008-04-08,2779190079
2008-04-09,2809383040
2008-04-10,2826636160
2008-04-11,2740370560
2008-04-14,2740370560
2008-04-15,2774876800
2008-04-16,2803632000
2008-04-17,2792129920
2008-04-18,2759061440
2008-04-21,2911464000
2008-04-22,2819447360
2008-04-23,2845327040
2008-04-24,2958910079
2008-04-25,3002042880
2008-04-28,2920090560
2008-04-29,2818009600
2008-04-30,2803632000
2008-05-01,2872644480
2008-05-02,2842451520
2008-05-05,2829511680
2008-05-06,2846764800
2008-05-07,2787816640
2008-05-08,2800756480
2008-05-09,2828073920
2008-05-12,2813696320
2008-05-13,2779190079
2008-05-14,2805069760
2008-05-15,2761936960
2008-05-16,2655542720
2008-05-19,2678546880
2008-05-20,2628225280
2008-05-21,2556337280
2008-05-22,2567839360
2008-05-23,2508891200
2008-05-27,2514642240
2008-05-28,2475822720
2008-05-29,2520393280
2008-05-30,2504577920
2008-06-02,2458569600
2008-06-03,2477260480
2008-06-04,2483011520
2008-06-05,2504577920
2008-06-06,2418312320
2008-06-09,2359364160
2008-06-10,2411123520
2008-06-11,2385243840
2008-06-12,2378055040
2008-06-13,2395308160
2008-06-16,2382368320
2008-06-17,2375179520
2008-06-18,2323420160
2008-06-19,2314793600
2008-06-20,2284600640
2008-06-23,2267347520
2008-06-24,2242905600
2008-06-25,2307604800
2008-06-26,2273098560
2008-06-27,2250094400
2008-06-30,2212804980
2008-07-01,2248750480
2008-07-02,2191237680
2008-07-03,2189799860
2008-07-07,2139476160
2008-07-08,2165356920
2008-07-09,2014385820
2008-07-10,1958310840
2008-07-11,1962624300
2008-07-14,1899360220
2008-07-15,1847598700
2008-07-16,1810215380
2008-07-17,1910862779
2008-07-18,1820280120
2008-07-21,1889295480
2008-07-22,1849036520
2008-07-23,1897922400
2008-07-24,1794399360
2008-07-25,1782896800
2008-07-28,1748389120
2008-07-29,1810215380
2008-07-30,1830344860
2008-07-31,1810215380
2008-08-01,1856225620
2008-08-04,1854787800
2008-08-05,1938181360
2008-08-06,1941057000
2008-08-07,1867728180
2008-08-08,1926678800
2008-08-11,2025888380
2008-08-12,1903673680
2008-08-13,1836096140
2008-08-14,1952559560
2008-08-15,2001445440
2008-08-18,1987067240
2008-08-19,1922365340
2008-08-20,1866290360
2008-08-21,1882106380
2008-08-22,1899360220
2008-08-25,1851912160
2008-08-26,1820280120
2008-08-27,1849036520
2008-08-28,1856225620
2008-08-29,1867728180
2008-09-02,1886419840
2008-09-03,1961186480
2008-09-04,1915176240
2008-09-05,1951121740
2008-09-08,2048893500
2008-09-09,2012948000
2008-09-10,2007196720
2008-09-11,2189799860
2008-09-12,2192675500
2008-09-15,1939619180
2008-09-16,2011510180
2008-09-17,1958310840
2008-09-18,2192675500
2008-09-19,2171108200
2008-09-22,2084839000
2008-09-23,2126535779
2008-09-24,2076212080
2008-09-25,2140913980
2008-09-26,2145227440
2008-09-29,2063372150
2008-09-30,2054744809
2008-10-01,2130952980
2008-10-02,1992915540
2008-10-03,1900890580
2008-10-06,1876446450
2008-10-07,1926772600
2008-10-08,1906642140
2008-10-09,1749912130
2008-10-10,1955530400
2008-10-13,1816055070
2008-10-14,1872132780
2008-10-15,1732657450
2008-10-16,1801676170
2008-10-17,1798800390
2008-10-20,1880760120
2008-10-21,1708213320
2008-10-22,1535666520
2008-10-23,1538542300
2008-10-24,1373184950
2008-10-27,1367433390
2008-10-28,1449393120
2008-10-29,1397629080
2008-10-30,1427824770
2008-10-31,1437890000
2008-11-03,1422073210
2008-11-04,1478150920
2008-11-05,1414883760
2008-11-06,1355930270
2008-11-07,1340113480
2008-11-10,1248088520
2008-11-11,1204951820
2008-11-12,1107175300
2008-11-13,1144560440
2008-11-14,1055411260
2008-11-17,1020901900
2008-11-18,1018026120
2008-11-19,913060150
2008-11-20,822473080
2008-11-21,767833260
2008-11-24,954758960
2008-11-25,1033842910
2008-11-26,1042470250
2008-11-28,1084169060
2008-12-01,1002209330
2008-12-02,1033842910
2008-12-03,1114364750
2008-12-04,1141684660
2008-12-05,1098547960
2008-12-08,1128743650
2008-12-09,1056849150
2008-12-10,1048221810
2008-12-11,1061162820
2008-12-12,1065476490
2008-12-15,1022339790
2008-12-16,1026653460
2008-12-17,996457770
2008-12-18,957634740
2008-12-19,949007400
2008-12-22,957634740
2008-12-23,910184370
2008-12-24,862734000
2008-12-26,1006523000
2008-12-29,1010227139
2008-12-30,1010227139
2008-12-31,1054838310
2009-01-02,1092254130
2009-01-05,1093693200
2009-01-06,1108083900
2009-01-07,1056277380
2009-01-08,1053399240
2009-01-09,1015983420
2009-01-12,971372250
2009-01-13,980006670
2009-01-14,900857820
2009-01-15,889345260
2009-01-16,922443870
2009-01-20,850490370
2009-01-21,863442000
2009-01-22,803001060
2009-01-23,827465250
2009-01-26,823148040
2009-01-27,805879200
2009-01-28,860563860
2009-01-29,801561990
2009-01-30,715217790
2009-02-02,699388020
2009-02-03,733925700
2009-02-04,689314530
2009-02-05,705144300
2009-02-06,726730350
2009-02-09,679241040
2009-02-10,608726610
2009-02-11,623117310
2009-02-12,620239170
2009-02-13,584262420
2009-02-17,542529390
2009-02-18,533894970
2009-02-19,505113569
2009-02-20,585701490
2009-02-23,574188930
2009-02-24,568432650
2009-02-25,569871720
2009-02-26,604409400
2009-02-27,594335910
2009-03-02,579945210
2009-03-03,588579630
2009-03-04,631751730
2009-03-05,587140560
2009-03-06,585701490
2009-03-09,561237300
2009-03-10,578506139
2009-03-11,555481020
2009-03-12,597214050
2009-03-13,611604750
2009-03-16,591457770
2009-03-17,608726610
2009-03-18,637508010
2009-03-19,647581500
2009-03-20,636068940
2009-03-23,683558250
2009-03-24,654776850
2009-03-25,657654990
2009-03-26,716656860
2009-03-27,729608490
2009-03-30,665192220
2009-03-31,650794119
2009-04-01,656553360
2009-04-02,714145760
2009-04-03,727104050
2009-04-06,757340060
2009-04-07,695428230
2009-04-08,696868040
2009-04-09,778937210
2009-04-13,763099300
2009-04-14,789015880
2009-04-15,826450940
2009-04-16,852367520
2009-04-17,966112510
2009-04-20,842288850
