,NDAQ
2007-05-10,3539431680
2007-05-11,3539431680
2007-05-14,3569740800
2007-05-15,3505754880
2007-05-16,3532696320
2007-05-17,3536064000
2007-05-18,3519225599
2007-05-21,3616888320
2007-05-22,3728021760
2007-05-23,3724654080
2007-05-24,3815581440
2007-05-25,3687609599
2007-05-29,3613520640
2007-05-30,3802110719
2007-05-31,3734757120
2007-06-01,3728021760
2007-06-04,3815581440
2007-06-05,3788640000
2007-06-06,3704448000
2007-06-07,3660668159
2007-06-08,3670771200
2007-06-11,3643829760
2007-06-12,3623623680
2007-06-13,3586579200
2007-06-14,3579843840
2007-06-15,3549534719
2007-06-18,3478813440
2007-06-19,3448504320
2007-06-20,3431665920
2007-06-21,3394621440
2007-06-22,3354209280
2007-06-25,3354209280
2007-06-26,3323900159
2007-06-27,3307061760
2007-06-28,3334003200
2007-06-29,3334003200
2007-07-02,3332397386
2007-07-03,3352737553
2007-07-05,3430708194
2007-07-06,3518848918
2007-07-09,3600209587
2007-07-10,3623939782
2007-07-11,3610379670
2007-07-12,3610379670
2007-07-13,3559529253
2007-07-16,3620549754
2007-07-17,3657840060
2007-07-18,3647669977
2007-07-19,3830731481
2007-07-20,3820561398
2007-07-23,3786661119
2007-07-24,3654450033
2007-07-25,3698520395
2007-07-26,3518848918
2007-07-27,3522238946
2007-07-30,3491728695
2007-07-31,3478168584
2007-08-01,3461218445
2007-08-02,3518848918
2007-08-03,3461218445
2007-08-06,3481558612
2007-08-07,3549359169
2007-08-08,3556139225
2007-08-09,3678180228
2007-08-10,3596819559
2007-08-13,3722250590
2007-08-14,3674790200
2007-08-15,3498508751
2007-08-16,3349347525
2007-08-17,3586649475
2007-08-20,3562919280
2007-08-21,3505288807
2007-08-22,3549359169
2007-08-23,3464608472
2007-08-24,3549359169
2007-08-27,3617159726
2007-08-28,3603599615
2007-08-29,3657840060
2007-08-30,3617159726
2007-08-31,3691740339
2007-09-04,3725640618
2007-09-05,3752760841
2007-09-06,3715470534
2007-09-07,3684960283
2007-09-10,3739200729
2007-09-11,3790051147
2007-09-12,3891751983
2007-09-13,3949382456
2007-09-14,3945992429
2007-09-17,3888361955
2007-09-18,4013792986
2007-09-19,4071423459
2007-09-20,4125663905
2007-09-21,4023963069
2007-09-24,4054473320
2007-09-25,4098543682
2007-09-26,4230754769
2007-09-27,4261265020
2007-09-28,4257874992
2007-10-01,6238058187
2007-10-02,6272039827
2007-10-03,6344857626
2007-10-04,6320585026
2007-10-05,6553601986
2007-10-08,6597292666
2007-10-09,6801182505
2007-10-10,6922545505
2007-10-11,6738073746
2007-10-12,6645837866
2007-10-15,6529329386
2007-10-16,6505056786
2007-10-17,6563311026
2007-10-18,6490493226
2007-10-19,6471075146
2007-10-22,6704092106
2007-10-23,6810891545
2007-10-24,6878854825
2007-10-25,7068181105
2007-10-26,7170126025
2007-10-29,7475960784
2007-10-30,7456542704
2007-10-31,7558487624
2007-11-01,7378870384
2007-11-02,7573051184
2007-11-05,7728395824
2007-11-06,7898304023
2007-11-07,7641014464
2007-11-08,7344888744
2007-11-09,6674964986
2007-11-12,6573020066
2007-11-13,6854582225
2007-11-14,6878854825
2007-11-15,6733219226
2007-11-16,6786618946
2007-11-19,6796327986
2007-11-20,6956527145
2007-11-21,7014781385
2007-11-23,7058472065
2007-11-26,7024490425
2007-11-27,6893418385
2007-11-28,7024490425
2007-11-29,7043908505
2007-11-30,7014781385
2007-12-03,7039053985
2007-12-04,6995363305
2007-12-05,7102162745
2007-12-06,7150707945
2007-12-07,7412852024
2007-12-10,7713832264
2007-12-11,7403142984
2007-12-12,7344888744
2007-12-13,7553633104
2007-12-14,7563342144
2007-12-17,7577905704
2007-12-18,7378870384
2007-12-19,7524505984
2007-12-20,7728395824
2007-12-21,7878885943
2007-12-24,7927431143
2007-12-26,8092484823
2007-12-27,7864322383
2007-12-28,7946849223
2007-12-31,7968443818
2008-01-02,7765610703
2008-01-03,7620729906
2008-01-04,7186087516
2008-01-07,7335797672
2008-01-08,7007401200
2008-01-09,7210234315
2008-01-10,7408238071
2008-01-11,7422726150
2008-01-14,7495166549
2008-01-15,7113647117
2008-01-16,6577588170
2008-01-17,6080164101
2008-01-18,6027041142
2008-01-22,6442366093
2008-01-23,6679004727
2008-01-24,7075012238
2008-01-25,6920472722
2008-01-28,7094329678
2008-01-29,7321309593
2008-01-30,7186087516
2008-01-31,7446872950
2008-02-01,7379261911
2008-02-04,7350285752
2008-02-05,6765933205
2008-02-06,6466512892
2008-02-07,6452024813
2008-02-08,6563100090
2008-02-11,6616223049
2008-02-12,6722468966
2008-02-13,6794909365
2008-02-14,6799738725
2008-02-15,6674175367
2008-02-19,6674175367
2008-02-20,6292655936
2008-02-21,6432707373
2008-02-22,6505147771
2008-02-25,6534123931
2008-02-26,6616223049
2008-02-27,6693492807
2008-02-28,6901155282
2008-02-29,6683834087
2008-03-03,6481000972
2008-03-04,6369925694
2008-03-05,6495489052
2008-03-06,6244362337
2008-03-07,6084993461
2008-03-10,5771085068
2008-03-11,6292655936
2008-03-12,6234703617
2008-03-13,6514806491
2008-03-14,6220215538
2008-03-17,5804890587
2008-03-18,6355437615
2008-03-19,6099481541
2008-03-20,6389243134
2008-03-24,6659687288
2008-03-25,6712810247
2008-03-26,6707980887
2008-03-27,6340949535
2008-03-28,6244362337
2008-03-31,7723227466
2008-04-01,8202558883
2008-04-02,8328383380
2008-04-03,8256483668
2008-04-04,8160617384
2008-04-07,8094709314
2008-04-08,8046776172
2008-04-09,7855043605
2008-04-10,7765168965
2008-04-11,7621369539
2008-04-14,7639344468
2008-04-15,7711244180
2008-04-16,7896985104
2008-04-17,8226525454
2008-04-18,8112684242
2008-04-21,7926943318
2008-04-22,7711244180
2008-04-23,7465586829
2008-04-24,7525503256
2008-04-25,7357737260
2008-04-28,7645336110
2008-04-29,7591411326
2008-04-30,7279845904
2008-05-01,7483561757
2008-05-02,7633352825
2008-05-05,7591411326
2008-05-06,7843060320
2008-05-07,7914960033
2008-05-08,7819093749
2008-05-09,7651327753
2008-05-12,7645336110
2008-05-13,7531494899
2008-05-14,7519511613
2008-05-15,7585419683
2008-05-16,7489553400
2008-05-19,7243896048
2008-05-20,7022205267
2008-05-21,6590806992
2008-05-22,6578823706
2008-05-23,6716631489
2008-05-27,6656715061
2008-05-28,6788531201
2008-05-29,6872414199
2008-05-30,6998238696
2008-06-02,6728614774
2008-06-03,6650723419
2008-06-04,6447007566
2008-06-05,6620765205
2008-06-06,6482957423
2008-06-09,6417049353
2008-06-10,6417049353
2008-06-11,6303208141
2008-06-12,6285233213
2008-06-13,6452999209
2008-06-16,6578823706
2008-06-17,6393082782
2008-06-18,6231308428
2008-06-19,6273249927
2008-06-20,6051559147
2008-06-23,5853834937
2008-06-24,5799910152
2008-06-25,6081517360
2008-06-26,5704043869
2008-06-27,5650119084
2008-06-30,5309397978
2008-07-01,5213408862
2008-07-02,5093422467
2008-07-03,4985434712
2008-07-07,4877446956
2008-07-08,5069425188
2008-07-09,4823453078
2008-07-10,4739462602
2008-07-11,4865448317
2008-07-14,4835451718
2008-07-15,4859448997
2008-07-16,5447382333
2008-07-17,5525373489
2008-07-18,5495376891
2008-07-21,5225407502
2008-07-22,5849336756
2008-07-23,6077310906
2008-07-24,5555370088
2008-07-25,5765346279
2008-07-28,5357392536
2008-07-29,5663357844
2008-07-30,5621362605
2008-07-31,5555370088
2008-08-01,5441383013
2008-08-04,5147416345
2008-08-05,5285400699
2008-08-06,6179299342
2008-08-07,6281287778
2008-08-08,6743235399
2008-08-11,6695240841
2008-08-12,6419272132
2008-08-13,6425271452
2008-08-14,6809227916
2008-08-15,6875220433
2008-08-18,6401274173
2008-08-19,6287287098
2008-08-20,6431270772
2008-08-21,6197297301
2008-08-22,6377276894
2008-08-25,6197297301
2008-08-26,6245291859
2008-08-27,6299285737
2008-08-28,6635247643
2008-08-29,6539258527
2008-09-02,6641246963
2008-09-03,6671243562
2008-09-04,6329282336
2008-09-05,6443269411
2008-09-08,6677242881
2008-09-09,6197297301
2008-09-10,6161301383
2008-09-11,6257290499
2008-09-12,6251291179
2008-09-15,5747348320
2008-09-16,5699353762
2008-09-17,5753347640
2008-09-18,6605251044
2008-09-19,7757120436
2008-09-22,6755234038
2008-09-23,6599251725
2008-09-24,6269289138
2008-09-25,6437270091
2008-09-26,6521260568
2008-09-29,5801342198
2008-09-30,6133251304
2008-10-01,6530498199
2008-10-02,6319836967
2008-10-03,6301780290
2008-10-06,5910552287
2008-10-07,5531362069
2008-10-08,5417003115
2008-10-09,4965586188
2008-10-10,5188285205
2008-10-13,6024911242
2008-10-14,6085100165
2008-10-15,5368851976
2008-10-16,5633683239
2008-10-17,6217515797
2008-10-20,6711064970
2008-10-21,6638838262
2008-10-22,6163345766
2008-10-23,6042967919
2008-10-24,5717947732
2008-10-27,5332738622
2008-10-28,5880457825
2008-10-29,6133251304
2008-10-30,6283723613
2008-10-31,6512441522
2008-11-03,6295761398
2008-11-04,6680970508
2008-11-05,6500403738
2008-11-06,5729985517
2008-11-07,5483210930
2008-11-10,5248474129
2008-11-11,5278568590
2008-11-12,4724830494
2008-11-13,4863265018
2008-11-14,4393791415
2008-11-17,4116922367
2008-11-18,3942374489
2008-11-19,3418730854
2008-11-20,3159918483
2008-11-21,3376598608
2008-11-24,3785883288
2008-11-25,3834034426
2008-11-26,4327583599
2008-11-28,4315545814
2008-12-01,3773845503
2008-12-02,4014601197
2008-12-03,4104884582
2008-12-04,4363696953
2008-12-05,4682698248
2008-12-08,5110039605
2008-12-09,5098001820
2008-12-10,5098001820
2008-12-11,4772981633
2008-12-12,4947529511
2008-12-15,4676679355
2008-12-16,5266530806
2008-12-17,5031794004
2008-12-18,5019756219
2008-12-19,4923453942
2008-12-22,4730849387
2008-12-23,4622509324
2008-12-24,4652603786
2008-12-26,4670660463
2008-12-29,4502131477
2008-12-30,4742887171
2008-12-31,4992085492
2009-01-02,5276828232
2009-01-05,5397995356
2009-01-06,5216244670
2009-01-07,4895151793
2009-01-08,4531650422
2009-01-09,4440775079
2009-01-12,4252966038
2009-01-13,4471066860
2009-01-14,4192382476
2009-01-15,4113623846
2009-01-16,4277199463
2009-01-20,3792530968
2009-01-21,4271141106
2009-01-22,4149973983
2009-01-23,4440775079
2009-01-26,4319607956
2009-01-27,4404424942
2009-01-28,4767926313
2009-01-29,4465008504
2009-01-30,4404424942
2009-02-02,4131798914
2009-02-03,4325666312
2009-02-04,4458950148
2009-02-05,4719459464
2009-02-06,5028435629
2009-02-09,4713401108
2009-02-10,4477125217
2009-02-11,4422600011
2009-02-12,4452891792
2009-02-13,4319607956
2009-02-17,4040923572
2009-02-18,4162090695
2009-02-19,4101507133
2009-02-20,4180265764
2009-02-23,3992456722
2009-02-24,4265082750
2009-02-25,4234790969
2009-02-26,4416541655
2009-02-27,4222674257
2009-03-02,4010631791
2009-03-03,3768297543
2009-03-04,4028806859
2009-03-05,3792530968
2009-03-06,3895523023
2009-03-09,3992456722
2009-03-10,4549825491
2009-03-11,4761867957
2009-03-12,4834568231
2009-03-13,4495300285
2009-03-16,4252966038
2009-03-17,4537708778
2009-03-18,4549825491
2009-03-19,4265082750
2009-03-20,4259024394
2009-03-23,4810334806
2009-03-24,4259024394
2009-03-25,4234790969
2009-03-26,4192382476
2009-03-27,3998515078
2009-03-30,3707713982
2009-03-31,3957180000
2009-04-01,3829920000
2009-04-02,4029900000
2009-04-03,4302600000
2009-04-06,4193520000
2009-04-07,3999600000
2009-04-08,4120800000
2009-04-09,4441980000
2009-04-13,4551060000
2009-04-14,4108680000
2009-04-15,3963240000
2009-04-16,3999600000
2009-04-17,3999600000
2009-04-20,3654180000
2009-04-21,3732960000
2009-04-22,3702660000
2009-04-23,3823860000
2009-04-24,3860220000
2009-04-27,3781440000
2009-04-28,3666300000
2009-04-29,3787500000
2009-04-30,3884460000
2009-05-01,3908700000
2009-05-04,4114740000
2009-05-05,4060200000
2009-05-06,4363200000
2009-05-07,4048080000
2009-05-08,4114740000
2009-05-11,3896580000
2009-05-12,3751140000
2009-05-13,3563280000
2009-05-14,3623880000
2009-05-15,3611760000
2009-05-18,3793560000
2009-05-19,3617820000
2009-05-20,3605700000
2009-05-21,3793560000
2009-05-22,3914760000
2009-05-26,4205640000
2009-05-27,4042020000
2009-05-28,4193520000
2009-05-29,4266240000
2009-06-01,4199580000
2009-06-02,4326840000
2009-06-03,4278360000
2009-06-04,4490460000
2009-06-05,4441980000
2009-06-08,4326840000
2009-06-09,4454100000
2009-06-10,4405620000
2009-06-11,4441980000
2009-06-12,4393500000
2009-06-15,4266240000
2009-06-16,4260180000
2009-06-17,4126860000
2009-06-18,4211700000
2009-06-19,4278360000
2009-06-22,4011720000
2009-06-23,4078380000
2009-06-24,4193520000
2009-06-25,4266240000
2009-06-26,4272300000
2009-06-29,4332900000
2009-06-30,4330531414
2009-07-01,4208544613
2009-07-02,4159749893
2009-07-06,4049961773
2009-07-07,3848683552
2009-07-08,3860882232
2009-07-09,3885279592
2009-07-10,3848683552
2009-07-13,4037763093
2009-07-14,3970670353
2009-07-15,4141451873
2009-07-16,4086557813
2009-07-17,4080458473
2009-07-20,4086557813
2009-07-21,3964571013
2009-07-22,3964571013
2009-07-23,4165849233
2009-07-24,4135352533
2009-07-27,4129253193
2009-07-28,4117054513
2009-07-29,4184147253
2009-07-30,4306134054
2009-07-31,4293935374
2009-08-03,4361028114
2009-08-04,4348829434
2009-08-05,4403723494
2009-08-06,4470816234
2009-08-07,4647697095
2009-08-10,4550107654
2009-08-11,4452518214
2009-08-12,4483014914
2009-08-13,4397624154
2009-08-14,4318332734
2009-08-17,4104855833
2009-08-18,4171948573
2009-08-19,4135352533
2009-08-20,4165849233
2009-08-21,4239041313
2009-08-24,4202445273
2009-08-25,4293935374
2009-08-26,4287836034
2009-08-27,4287836034
2009-08-28,4336630754
2009-08-31,4464716894
2009-09-01,4287836034
2009-09-02,4281736694
2009-09-03,4287836034
2009-09-04,4232941973
2009-09-08,4239041313
2009-09-09,4232941973
2009-09-10,4269538014
2009-09-11,4245140653
2009-09-14,4232941973
2009-09-15,4367127454
2009-09-16,4525710294
2009-09-17,4586703695
2009-09-18,4598902375
2009-09-21,4476915574
2009-09-22,4562306334
2009-09-23,4458617554
2009-09-24,4403723494
2009-09-25,4330531414
2009-09-28,4446418874
2009-09-29,4336630754
2009-09-30,4447142018
2009-10-01,4263428174
2009-10-02,4168403772
2009-10-05,4314107855
2009-10-06,4288768014
2009-10-07,4269763134
2009-10-08,4295102974
2009-10-09,4307772895
2009-10-12,4320442815
2009-10-13,4276098094
2009-10-14,4390127377
2009-10-15,4307772895
2009-10-16,4162068811
2009-10-19,4193743612
2009-10-20,4345782656
2009-10-21,4225418413
2009-10-22,4219083453
2009-10-23,4193743612
2009-10-26,4060709449
2009-10-27,3927675286
2009-10-28,3851655765
2009-10-29,4003694808
2009-10-30,3813646004
2009-11-02,3807311044
2009-11-03,3857990725
2009-11-04,3845320804
2009-11-05,3813646004
2009-11-06,3896000486
2009-11-09,3946680167
2009-11-10,3883330565
2009-11-11,3953015127
2009-11-12,4048039529
2009-11-13,3997359848
2009-11-16,4022699688
2009-11-17,3997359848
2009-11-18,4054374489
2009-11-19,4073379370
2009-11-20,4003694808
2009-11-23,4117724091
2009-11-24,4193743612
2009-11-25,4174738732
2009-11-27,3965685047
2009-11-30,3946680167
2009-12-01,4048039529
2009-12-02,4136728971
2009-12-03,4155733851
2009-12-04,4225418413
2009-12-07,4143063931
2009-12-08,4105054170
2009-12-09,4136728971
2009-12-10,4136728971
2009-12-11,4149398891
2009-12-14,4206413532
2009-12-15,4136728971
2009-12-16,4231753373
2009-12-17,4193743612
2009-12-18,4225418413
2009-12-21,4231753373
2009-12-22,4257093214
2009-12-23,4263428174
2009-12-24,4320442815
2009-12-28,4326777775
2009-12-29,4307772895
2009-12-30,4257093214
2009-12-31,4187408652
2010-01-04,4276098094
2010-01-05,4288768014
2010-01-06,4282433054
2010-01-07,4225418413
2010-01-08,4269763134
2010-01-11,4282433054
2010-01-12,4206413532
2010-01-13,4250758253
2010-01-14,4276098094
2010-01-15,4257093214
2010-01-19,4250758253
2010-01-20,4206413532
2010-01-21,4003694808
2010-01-22,3870660645
2010-01-25,3876995605
2010-01-26,3819980964
2010-01-27,3876995605
2010-01-28,3851655765
2010-01-29,3800976084
2010-02-01,3889665525
2010-02-02,3921340326
2010-02-03,4022699688
2010-02-04,3876995605
2010-02-05,3972020007
2010-02-08,3813646004
2010-02-09,3845320804
2010-02-10,3819980964
2010-02-11,3832650884
2010-02-12,3864325685
2010-02-16,3915005366
2010-02-17,3921340326
2010-02-18,3927675286
2010-02-19,3934010246
2010-02-22,3915005366
2010-02-23,3896000486
2010-02-24,3927675286
2010-02-25,3940345207
2010-02-26,3934010246
2010-03-01,3972020007
2010-03-02,4067044409
2010-03-03,4105054170
2010-03-04,4168403772
2010-03-05,4231753373
2010-03-08,4238088333
2010-03-09,4257093214
2010-03-10,4269763134
2010-03-11,4276098094
2010-03-12,4288768014
2010-03-15,4282433054
2010-03-16,4276098094
2010-03-17,4333112735
2010-03-18,4377457456
2010-03-19,4440807058
2010-03-22,4390127377
2010-03-23,4421802177
2010-03-24,4434472098
2010-03-25,4428137137
2010-03-26,4447142018
2010-03-29,4466146898
2010-03-30,4447142018
2010-03-31,4350720000
2010-04-01,4356900000
2010-04-05,4449600000
2010-04-06,4468140000
2010-04-07,4412520000
2010-04-08,4474320000
2010-04-09,4511400000
2010-04-12,4542300000
2010-04-13,4529940000
2010-04-14,4597920000
2010-04-15,4567020000
2010-04-16,4406340000
2010-04-19,4443420000
2010-04-20,4474320000
2010-04-21,4499040000
2010-04-22,4585560000
2010-04-23,4672080000
2010-04-26,4727700000
2010-04-27,4486680000
2010-04-28,4363080000
2010-04-29,4499040000
2010-04-30,4326000000
2010-05-03,4350720000
2010-05-04,4202400000
2010-05-05,4295100000
2010-05-06,4152960000
2010-05-07,3936660000
2010-05-10,4041720000
2010-05-11,4041720000
2010-05-12,4128240000
2010-05-13,4084980000
2010-05-14,4047900000
2010-05-17,4047900000
2010-05-18,3924300000
2010-05-19,3936660000
2010-05-20,3726540000
2010-05-21,3868680000
2010-05-24,3782160000
2010-05-25,3769800000
2010-05-26,3763620000
2010-05-27,3899579999
2010-05-28,3831600000
2010-06-01,3788340000
2010-06-02,3856320000
2010-06-03,3868680000
2010-06-04,3794520000
2010-06-07,3751260000
2010-06-08,3757440000
2010-06-09,3769800000
2010-06-10,3911940000
2010-06-11,3942840000
2010-06-14,3936660000
2010-06-15,4054079999
2010-06-16,4023180000
2010-06-17,3979920000
2010-06-18,3949020000
2010-06-21,3911940000
2010-06-22,3843960000
2010-06-23,3825420000
2010-06-24,3775980000
2010-06-25,3893400000
2010-06-28,3887220000
2010-06-29,3720359999
2010-06-30,3560054442
2010-07-01,3542044049
2010-07-02,3463999010
2010-07-06,3476005939
2010-07-07,3560054442
2010-07-08,3596075229
2010-07-09,3644102945
2010-07-12,3632096016
2010-07-13,3656109874
2010-07-14,3626092551
2010-07-15,3632096016
2010-07-16,3524033655
2010-07-19,3542044049
2010-07-20,3632096016
2010-07-21,3560054442
2010-07-22,3680123732
2010-07-23,3728151448
2010-07-26,3800193022
2010-07-27,3902251918
2010-07-28,3872234596
2010-07-29,3896248454
2010-07-30,3896248454
2010-08-02,4022321208
2010-08-03,4010314279
2010-08-04,4034328137
2010-08-05,4064345459
2010-08-06,4046335066
2010-08-09,4100366246
2010-08-10,4070348924
2010-08-11,3956283098
2010-08-12,3992303885
2010-08-13,3992303885
2010-08-16,4034328137
2010-08-17,4028324672
2010-08-18,4034328137
2010-08-19,3944276169
2010-08-20,3902251918
2010-08-23,3884241525
2010-08-24,3770175699
2010-08-25,3734154912
2010-08-26,3668116803
2010-08-27,3710141054
2010-08-30,3620089087
2010-08-31,3584068300
2010-09-01,3698134125
2010-09-02,3752165306
2010-09-03,3842217273
2010-09-07,3734154912
2010-09-08,3734154912
2010-09-09,3764172235
2010-09-10,3794189557
2010-09-13,3872234596
2010-09-14,3884241525
2010-09-15,3902251918
2010-09-16,3872234596
2010-09-17,3890244989
2010-09-20,3944276169
2010-09-21,3908255382
2010-09-22,3896248454
2010-09-23,3872234596
2010-09-24,4034328137
2010-09-27,3950279634
2010-09-28,3980296956
2010-09-29,3968290027
2010-09-30,3421440000
2010-10-01,3395040000
2010-10-04,3395040000
2010-10-05,3500640000
2010-10-06,3500640000
2010-10-07,3479520000
2010-10-08,3500640000
2010-10-11,3500640000
2010-10-12,3521760000
2010-10-13,3542880000
2010-10-14,3511200000
2010-10-15,3505920000
2010-10-18,3600960000
2010-10-19,3548160000
2010-10-20,3627360000
2010-10-21,3606240000
2010-10-22,3637920000
2010-10-25,3680160000
2010-10-26,3669600000
2010-10-27,3701280000
2010-10-28,3680160000
2010-10-29,3717120000
2010-11-01,3717120000
2010-11-02,3785760000
2010-11-03,3785760000
2010-11-04,3854400000
2010-11-05,3907200000
2010-11-08,3870240000
2010-11-09,3822720000
2010-11-10,3854400000
2010-11-11,3828000000
2010-11-12,3785760000
2010-11-15,3796320000
2010-11-16,3743520000
2010-11-17,3738240000
2010-11-18,3843840000
2010-11-19,3864960000
2010-11-22,3796320000
2010-11-23,3738240000
2010-11-24,3785760000
2010-11-26,3785760000
2010-11-29,3780480000
2010-11-30,3780480000
2010-12-01,3970560000
2010-12-02,4092000000
2010-12-03,3981120000
2010-12-06,4012800000
2010-12-07,3991680000
2010-12-08,3991680000
2010-12-09,3981120000
2010-12-10,4018080000
2010-12-13,3996960000
2010-12-14,3954720000
2010-12-15,3965280000
2010-12-16,4128960000
2010-12-17,4134240000
2010-12-20,4134240000
2010-12-21,4250400000
2010-12-22,4250400000
2010-12-23,4192320000
2010-12-27,4213440000
2010-12-28,4192320000
2010-12-29,4218720000
2010-12-30,4187040000
2010-12-31,4176480000
2011-01-03,4245119999
2011-01-04,4208160000
2011-01-05,4160640000
2011-01-06,4144800000
2011-01-07,4113120000
2011-01-10,4128960000
2011-01-11,4181760000
2011-01-12,4218720000
2011-01-13,4245119999
2011-01-14,4287359999
2011-01-18,4292640000
2011-01-19,4187040000
2011-01-20,4224000000
2011-01-21,4276800000
2011-01-24,4324320000
2011-01-25,4276800000
2011-01-26,4313760000
2011-01-27,4435200000
2011-01-28,4313760000
2011-01-31,4308480000
2011-02-01,4456320000
2011-02-02,4667520000
2011-02-03,4598880000
2011-02-04,4672800000
2011-02-07,4715040000
2011-02-08,4546080000
2011-02-09,4852320000
2011-02-10,4894560000
2011-02-11,4947360000
2011-02-14,5216640000
2011-02-15,4979040000
2011-02-16,5010720000
2011-02-17,5052960000
2011-02-18,5121600000
2011-02-22,4926240000
2011-02-23,4926240000
2011-02-24,4931520000
2011-02-25,5000160000
2011-02-28,5037120000
2011-03-01,4873440000
2011-03-02,4899840000
2011-03-03,4994880000
2011-03-04,4931520000
2011-03-07,4968480000
2011-03-08,4994880000
2011-03-09,4884000000
2011-03-10,4746720000
2011-03-11,4783680000
2011-03-14,4641120000
2011-03-15,4546080000
2011-03-16,4308480000
2011-03-17,4324320000
2011-03-18,4361280000
2011-03-21,4461600000
2011-03-22,4424640000
2011-03-23,4456320000
2011-03-24,4503840000
2011-03-25,4451040000
2011-03-28,4451040000
2011-03-29,4530240000
2011-03-30,4540800000
2011-03-31,4571910000
2011-04-01,4996710000
2011-04-04,4858650000
2011-04-05,4954230000
2011-04-06,5102910000
2011-04-07,5145390000
2011-04-08,5033880000
2011-04-11,4959540000
2011-04-12,4917060000
2011-04-13,4911750000
2011-04-14,4922370000
2011-04-15,4991400000
2011-04-18,4879890000
2011-04-19,4848030000
2011-04-20,4837410000
2011-04-21,4874580000
2011-04-25,4821480000
2011-04-26,4826790000
2011-04-27,4863960000
2011-04-28,4821480000
2011-04-29,4800240000
2011-05-02,4805550000
2011-05-03,4736520000
2011-05-04,4704660000
2011-05-05,4694040000
2011-05-06,4704660000
2011-05-09,4842720000
2011-05-10,4858650000
2011-05-11,4784310000
2011-05-12,4810860000
2011-05-13,4763070000
2011-05-16,4640940000
2011-05-17,4593150000
2011-05-18,4635630000
2011-05-19,4625010000
2011-05-20,4513500000
2011-05-23,4412610000
2011-05-24,4417920000
2011-05-25,4391370000
2011-05-26,4317030000
2011-05-27,4492260000
2011-05-31,4518810000
2011-06-01,4332960000
2011-06-02,4348890000
2011-06-03,4269239999
2011-06-06,4163040000
2011-06-07,4210830000
2011-06-08,4141800000
2011-06-09,4274550000
2011-06-10,4210830000
2011-06-13,4210830000
2011-06-14,4279860000
2011-06-15,4163040000
2011-06-16,4200210000
2011-06-17,4205520000
2011-06-20,4216140000
2011-06-21,4295790000
2011-06-22,4242690000
2011-06-23,4131180000
2011-06-24,4141800000
2011-06-27,4189590000
2011-06-28,4248000000
2011-06-29,4449780000
2011-06-30,4478790236
2011-07-01,4627551952
2011-07-05,4654116544
2011-07-06,4531919420
2011-07-07,4563796931
2011-07-08,4494728991
2011-07-11,4271586417
2011-07-12,4234395988
2011-07-13,4218457233
2011-07-14,4170640967
2011-07-15,4197205559
2011-07-18,4032505088
2011-07-19,4138763456
2011-07-20,4144076375
2011-07-21,4223770151
2011-07-22,4287525173
2011-07-25,4276899336
2011-07-26,4303463928
2011-07-27,4160015130
2011-07-28,4250334744
2011-07-29,4260960580
2011-08-01,4282212254
2011-08-02,4138763456
2011-08-03,4160015130
2011-08-04,3968750067
2011-08-05,4037818006
2011-08-08,3612784532
2011-08-09,4005940496
2011-08-10,3804049595
2011-08-11,4170640967
2011-08-12,4069695517
2011-08-15,4181266804
2011-08-16,4069695517
2011-08-17,4048443843
2011-08-18,3825301269
2011-08-19,3756233330
2011-08-22,3713729982
2011-08-23,3958124230
2011-08-24,4080321354
2011-08-25,3936872556
2011-08-26,4027192169
2011-08-29,4154702212
2011-08-30,4149389293
2011-08-31,4197205559
2011-09-01,4101573027
2011-09-02,3995314659
2011-09-06,3841240024
2011-09-07,4170640967
2011-09-08,4096260109
2011-09-09,3942185475
2011-09-12,4043130925
2011-09-13,4175953885
2011-09-14,4213144314
2011-09-15,4452225644
2011-09-16,4473477318
2011-09-19,4388470623
2011-09-20,4372531867
2011-09-21,4282212254
2011-09-22,4250334744
2011-09-23,4319402683
2011-09-26,4425661052
2011-09-27,4441599807
2011-09-28,4250334744
2011-09-29,4260960580
2011-09-30,4001490000
2011-10-03,3861360000
2011-10-04,3970350000
2011-10-05,4131240000
2011-10-06,4229850000
2011-10-07,4172759999
2011-10-10,4344030000
2011-10-11,4338840000
2011-10-12,4375170000
2011-10-13,4390740000
2011-10-14,4406310000
2011-10-17,4312890000
2011-10-18,4338840000
2011-10-19,4292130000
2011-10-20,4344030000
2011-10-21,4344030000
2011-10-24,4432260000
2011-10-25,4229850000
2011-10-26,4203900000
2011-10-27,4458210000
2011-10-28,4442640000
2011-10-31,4333650000
2011-11-01,4214279999
2011-11-02,4271370000
2011-11-03,4380360000
2011-11-04,4375170000
2011-11-07,4437450000
2011-11-08,4499730000
2011-11-09,4364790000
2011-11-10,4442640000
2011-11-11,4587960000
2011-11-14,4562010000
2011-11-15,4608720000
2011-11-16,4458210000
2011-11-17,4401120000
2011-11-18,4442640000
2011-11-21,4354410000
2011-11-22,4333650000
2011-11-23,4255799999
2011-11-25,4245420000
2011-11-28,4364790000
2011-11-29,4328460000
2011-11-30,4541250000
2011-12-01,4515300000
2011-12-02,4478970000
2011-12-05,4530870000
2011-12-06,4525680000
2011-12-07,4427070000
2011-12-08,4302510000
2011-12-09,4416690000
2011-12-12,4297320000
2011-12-13,4203900000
2011-12-14,4162380000
2011-12-15,4193520000
2011-12-16,4157190000
2011-12-19,4084530000
2011-12-20,4224660000
2011-12-21,4214279999
