,NDAQ
2021-04-01,24750704937
2021-04-05,24957453069
2021-04-06,25050981986
2021-04-07,24740859788
2021-04-08,25188814074
2021-04-09,25612155487
2021-04-12,25612155487
2021-04-13,25912432536
2021-04-14,25833671343
2021-04-15,26261935330
2021-04-16,26281625629
2021-04-19,26030574326
2021-04-20,26202864436
2021-04-21,26143793541
2021-04-22,26207787010
2021-04-23,26660663871
2021-04-26,26257012756
2021-04-27,26384999695
2021-04-28,26197941861
2021-04-29,26562212379
2021-04-30,26508064059
2021-05-03,26660663871
2021-05-04,26832953981
2021-05-05,26837876555
2021-05-06,26842799130
2021-05-07,27000321516
2021-05-10,26832953981
2021-05-11,26207787010
2021-05-12,25986271155
2021-05-13,26399767418
2021-05-14,26970786069
2021-05-17,26867412003
2021-05-18,26572057528
2021-05-19,26409612568
2021-05-20,26823108831
2021-05-21,26887102301
2021-05-24,27059392411
2021-05-25,26960940919
2021-05-26,27147998753
2021-05-27,27236605095
2021-05-28,27477811249
2021-06-01,26985553792
2021-06-02,27374437183
2021-06-03,27576262741
2021-06-04,27930688110
2021-06-07,27714094829
2021-06-08,27723939978
2021-06-09,27748552851
2021-06-10,27625488486
2021-06-11,28378642396
2021-06-14,28742912914
2021-06-15,28925048173
2021-06-16,29102260857
2021-06-17,29500989398
2021-06-18,28846286980
2021-06-21,29333621862
2021-06-22,29323776713
2021-06-23,29200712349
2021-06-24,29176099476
2021-06-25,29220402647
2021-06-28,29062880261
2021-06-29,29018577090
2021-06-30,29481660000
2021-07-01,29521908000
2021-07-02,29828799000
2021-07-06,29577249000
2021-07-07,29542032000
2021-07-08,29194893000
2021-07-09,29476629000
2021-07-12,30125628000
2021-07-13,30035070000
2021-07-14,29864016000
2021-07-15,29959605000
2021-07-16,29944512000
2021-07-19,29708055000
2021-07-20,30336930000
2021-07-21,31237479000
2021-07-22,31081518000
2021-07-23,31489029000
2021-07-26,31287789000
2021-07-27,31141890000
2021-07-28,31111704000
2021-07-29,31307913000
2021-07-30,31312944000
2021-08-02,31599711000
2021-08-03,31639959000
2021-08-04,31755672000
2021-08-05,31639959000
2021-08-06,31650021000
2021-08-09,31639959000
2021-08-10,31670145000
2021-08-11,31750641000
2021-08-12,31876416000
2021-08-13,32027346000
2021-08-16,32228586000
2021-08-17,31861323000
2021-08-18,31343130000
2021-08-19,31529277000
2021-08-20,31639959000
2021-08-23,31951881000
2021-08-24,32007222000
2021-08-25,32138028000
2021-08-26,32057532000
2021-08-27,32444918999
2021-08-30,32550570000
2021-08-31,32832306000
2021-09-01,33199568999
2021-09-02,33189507000
2021-09-03,33295158000
2021-09-07,32948018999
2021-09-08,33275034000
2021-09-09,33194538000
2021-09-10,32877584999
2021-09-13,32585786999
2021-09-14,32792058000
2021-09-15,32842368000
2021-09-16,32771934000
2021-09-17,32349330000
2021-09-20,32027346000
2021-09-21,32183307000
2021-09-22,32615973000
2021-09-23,32797089000
2021-09-24,32998329000
2021-09-27,32832306000
2021-09-28,32022315000
2021-09-29,32530446000
2021-09-30,32253642000
2021-10-01,32373954000
2021-10-04,31576887000
2021-10-05,32629617000
2021-10-06,32524343999
2021-10-07,33070761000
2021-10-08,32985540000
2021-10-11,33030657000
2021-10-12,33000579000
2021-10-13,32990553000
2021-10-14,33526943999
2021-10-15,33922971000
2021-10-18,34003179000
2021-10-19,34900506000
2021-10-20,33281307000
2021-10-21,33231177000
2021-10-22,33707411999
2021-10-25,33672321000
2021-10-26,33667308000
2021-10-27,33817697999
2021-10-28,34589700000
2021-10-29,35070948000
2021-11-01,35075961000
2021-11-02,35296533000
2021-11-03,35005779000
2021-11-04,35471988000
2021-11-05,35562222000
2021-11-08,35371728000
2021-11-09,35226351000
2021-11-10,34654869000
2021-11-11,34454349000
2021-11-12,34825311000
2021-11-15,35045883000
2021-11-16,35421858000
2021-11-17,35080974000
2021-11-18,34875441000
2021-11-19,34720038000
2021-11-22,34704999000
2021-11-23,34740090000
2021-11-24,34855389000
2021-11-26,34033257000
2021-11-29,34935597000
2021-11-30,33958061999
2021-12-01,33256242000
2021-12-02,33627204000
2021-12-03,33441722999
2021-12-06,33080786999
2021-12-07,34349075999
2021-12-08,34654869000
2021-12-09,34113465000
2021-12-10,34384167000
2021-12-13,34334036999
2021-12-14,33376554000
2021-12-15,33757542000
2021-12-16,34028243999
2021-12-17,33597125999
2021-12-20,33171021000
2021-12-21,33792633000
2021-12-22,34123490999
2021-12-23,34324011000
2021-12-27,34920558000
2021-12-28,35045883000
2021-12-29,35085987000
2021-12-30,34940610000
2021-12-31,34660103730
2022-01-03,33417291439
2022-01-04,32580497506
2022-01-05,32189333478
2022-01-06,32258653685
2022-01-07,31936809865
2022-01-10,31213899130
2022-01-11,31783315120
2022-01-12,31892246874
2022-01-13,30901958196
2022-01-14,30723706234
2022-01-18,30332542207
2022-01-19,29891863745
2022-01-20,29703708896
2022-01-21,29198661670
2022-01-24,29104584246
2022-01-25,28881769293
2022-01-26,27975655153
2022-01-27,28441090832
2022-01-28,28827303416
2022-01-31,29579922811
2022-02-01,29728466113
2022-02-02,30099824367
2022-02-03,29381865076
2022-02-04,29480893944
2022-02-07,29475942500
2022-02-08,29357107859
2022-02-09,29649243019
2022-02-10,29243224661
2022-02-11,28450993718
2022-02-14,28376722068
2022-02-15,28891672180
2022-02-16,28827303416
2022-02-17,28366819181
2022-02-18,28312353304
2022-02-22,27886529172
2022-02-23,27757791644
2022-02-24,28089538351
2022-02-25,28505459596
2022-02-28,28247984539
2022-03-01,28054878247
2022-03-02,28401479285
2022-03-03,28465848049
2022-03-04,28312353304
2022-03-07,27787500304
2022-03-08,27232938645
2022-03-09,27837014738
2022-03-10,27475559371
2022-03-11,27213132871
2022-03-14,27495365144
2022-03-15,27990509483
2022-03-16,28604488464
2022-03-17,29064972699
2022-03-18,29579922811
2022-03-21,29317496312
2022-03-22,29297690538
2022-03-23,28743128878
2022-03-24,28822351973
2022-03-25,28931283727
2022-03-28,29302641982
2022-03-29,29926523849
2022-03-30,30020601273
2022-03-31,29238781393
2022-04-01,29849153261
2022-04-04,29922988567
2022-04-05,29868842676
2022-04-06,30119882718
2022-04-07,30026357997
2022-04-08,30095270949
2022-04-11,29918066214
2022-04-12,29543967327
2022-04-13,29760550893
2022-04-14,29297849639
2022-04-18,29263393162
2022-04-19,29706405001
2022-04-20,28352757715
2022-04-21,27801454092
2022-04-22,27378131668
2022-04-25,27343675192
2022-04-26,26526564466
2022-04-27,26260757362
2022-04-28,26669312725
2022-04-29,25822667877
2022-05-02,25709453740
2022-05-03,25896503183
2022-05-04,26270602070
2022-05-05,25414112514
2022-05-06,24985867736
2022-05-09,23986629921
2022-05-10,23917716968
2022-05-11,23499316897
2022-05-12,23681443987
2022-05-13,24198291133
2022-05-16,23976785213
2022-05-17,24414874699
2022-05-18,23312267454
2022-05-19,23474705129
2022-05-20,23976785213
2022-05-23,24237669963
2022-05-24,24060465227
2022-05-25,24203213487
2022-05-26,24764361816
2022-05-27,25537171358
2022-05-31,25473180759
2022-06-01,24985867736
2022-06-02,25399345453
2022-06-03,25281208962
2022-06-06,25286131316
2022-06-07,25394423099
2022-06-08,25251674840
2022-06-09,25064625396
2022-06-10,24641302972
2022-06-13,24094921704
2022-06-14,23932484029
2022-06-15,24597001788
2022-06-16,24375495869
2022-06-17,24424719406
2022-06-21,25044935981
2022-06-22,25202451302
2022-06-23,25965416136
2022-06-24,26132776164
2022-06-27,25911270245
2022-06-28,25374733684
2022-06-29,25113848934
2022-06-30,24978989005
2022-07-01,25475130183
2022-07-05,25789516672
2022-07-06,25671621739
2022-07-07,25656884872
2022-07-08,25637235716
2022-07-11,25809165828
2022-07-12,25342498383
2022-07-13,25273726339
2022-07-14,25136182250
2022-07-15,25720744628
2022-07-18,25342498383
2022-07-19,26089166294
2022-07-20,27680747895
2022-07-21,28491275562
2022-07-22,28260397984
2022-07-25,28162152206
2022-07-26,28329170028
2022-07-27,28491275562
2022-07-28,29380399851
2022-07-29,29621102006
2022-08-01,29287066362
2022-08-02,29257592628
2022-08-03,29503207073
2022-08-04,29930576206
2022-08-05,29812681273
2022-08-08,29940400784
2022-08-09,29994435962
2022-08-10,30554436895
2022-08-11,30549524606
2022-08-12,31178297584
2022-08-15,31428824318
2022-08-16,31369876851
2022-08-17,31728473940
2022-08-18,31458298051
2022-08-19,30637945806
2022-08-22,30426717384
2022-08-23,30181102940
2022-08-24,30490577140
2022-08-25,30652682673
2022-08-26,29812681273
2022-08-29,29326364673
2022-08-30,29277241784
2022-08-31,29242855762
2022-09-01,29468821051
2022-09-02,29316540095
2022-09-06,29778295251
2022-09-07,30662507251
2022-09-08,30991630607
2022-09-09,31075139518
2022-09-12,31492684073
2022-09-13,30382506784
2022-09-14,30470927984
2022-09-15,30018997406
2022-09-16,29969874517
2022-09-19,29832330428
2022-09-20,29080750228
2022-09-21,28771276028
2022-09-22,28196538228
2022-09-23,27965660650
2022-09-26,27788818250
2022-09-27,27980397517
2022-09-28,28648468806
2022-09-29,28054081850
2022-09-30,27846884000
2022-10-03,28657529000
2022-10-04,29428870000
2022-10-05,29340436000
2022-10-06,29237263000
2022-10-07,28328358000
2022-10-10,28348010000
2022-10-11,28544530000
2022-10-12,28289054000
2022-10-13,28765615000
2022-10-14,26898675000
2022-10-17,27881275000
2022-10-18,28107273000
2022-10-19,27512800000
2022-10-20,27925492000
2022-10-21,28367662000
2022-10-24,28873701000
2022-10-25,29748215000
2022-10-26,29492739000
2022-10-27,29797345000
2022-10-28,30598164000
2022-10-31,30578512000
2022-11-01,30632555000
2022-11-02,29831736000
2022-11-03,30249341000
2022-11-04,30411470000
2022-11-07,30662033000
2022-11-08,31723240999
2022-11-09,31251593000
2022-11-10,32528972999
2022-11-11,32622320000
2022-11-14,32445452000
2022-11-15,31831327000
2022-11-16,32111368000
2022-11-17,31865718000
2022-11-18,32189975999
2022-11-21,32406147999
2022-11-22,32681275999
2022-11-23,32980968999
2022-11-25,32990795000
2022-11-28,32558450999
2022-11-29,32474929999
2022-11-30,33634397999
2022-12-01,33649136999
2022-12-02,33889874000
2022-12-05,33339618000
2022-12-06,32922013000
2022-12-07,31855892000
2022-12-08,31536547000
2022-12-09,31050160000
2022-12-12,31777284000
2022-12-13,31929586999
2022-12-14,31241767000
2022-12-15,30332862000
2022-12-16,29782606000
2022-12-19,29703998000
2022-12-20,29536956000
2022-12-21,30219863000
2022-12-22,29998778000
2022-12-23,30106864000
2022-12-27,29959474000
2022-12-28,29821910000
2022-12-29,30396731000
2022-12-30,30141255000
2023-01-03,30258149553
2023-01-04,30204257123
2023-01-05,29513454162
2023-01-06,30204257123
2023-01-09,30674591054
2023-01-10,30640295872
2023-01-11,30875462837
2023-01-12,30860764902
2023-01-13,31037140126
2023-01-17,31046938749
2023-01-18,30767677978
2023-01-19,29885801858
2023-01-20,30405128906
2023-01-23,30532511012
2023-01-24,30336538541
2023-01-25,28562987677
2023-01-26,29449763109
2023-01-27,29640836269
2023-01-30,29224394767
2023-01-31,29488957603
2023-02-01,29150905091
2023-02-02,29675131451
2023-02-03,29665332827
2023-02-06,29052918855
2023-02-07,29371374121
2023-02-08,29219495455
2023-02-09,28896140878
2023-02-10,29209696832
2023-02-13,29194998897
2023-02-14,28719765654
2023-02-15,28984328490
2023-02-16,28631578042
2023-02-17,28690369783
2023-02-21,27818292286
2023-02-22,27975070263
2023-02-23,28024063381
2023-02-24,27950573704
2023-02-27,27607621880
2023-02-28,27465541838
2023-03-01,27215676937
2023-03-02,27436145968
2023-03-03,27543930827
2023-03-06,27470441150
2023-03-07,26951114101
2023-03-08,27009905843
2023-03-09,26613061588
2023-03-10,25770379962
2023-03-13,25461723320
2023-03-14,25848768951
2023-03-15,25432327449
2023-03-16,26020244863
2023-03-17,25843869639
2023-03-20,25927157939
2023-03-21,26461182923
2023-03-22,25936956563
2023-03-23,25716487533
2023-03-24,26000647616
2023-03-27,26088835228
2023-03-28,25936956563
2023-03-29,26500377418
2023-03-30,26470981547
2023-03-31,26830849879
2023-04-03,26698339737
2023-04-04,26845573228
2023-04-05,26776864266
2023-04-06,26943728889
2023-04-10,26688524171
2023-04-11,26673800822
2023-04-12,26938821106
2023-04-13,27267642570
2023-04-14,27071331248
2023-04-17,27370706014
2023-04-18,27292181485
2023-04-19,28151043517
2023-04-20,27724066392
2023-04-21,27959639978
2023-04-24,27768236440
2023-04-25,27125316862
2023-04-26,26565829595
2023-04-27,26904466625
2023-04-28,27174394692
2023-05-01,27017345635
2023-05-02,26634538558
2023-05-03,26286085962
2023-05-04,26398964972
2023-05-05,26953544455
2023-05-08,26953544455
2023-05-09,26776864266
2023-05-10,27090962380
2023-05-11,27100777946
2023-05-12,27061515682
2023-05-15,27076239031
2023-05-16,26767048700
2023-05-17,26958452238
2023-05-18,27100777946
2023-05-19,27149855777
2023-05-22,27218564739
2023-05-23,26698339737
2023-05-24,26433319453
2023-05-25,26099590206
2023-05-26,26609999642
2023-05-30,26968267804
2023-05-31,27164579126
2023-06-01,27007530069
2023-06-02,27645541864
2023-06-05,27493400590
2023-06-06,28038164507
2023-06-07,27998902243
2023-06-08,28303184791
2023-06-09,28381709320
2023-06-12,25029693504
2023-06-13,25059140202
2023-06-14,25108218032
2023-06-15,25652981950
2023-06-16,25137664730
2023-06-20,25333976052
2023-06-21,24813751050
2023-06-22,24318064963
2023-06-23,24362235010
2023-06-26,24347511661
2023-06-27,24450575105
2023-06-28,24332788312
2023-06-29,24465298454
2023-06-30,24492093826
2023-07-03,24418396452
2023-07-05,24526485934
2023-07-06,24069562217
2023-07-07,24059735901
2023-07-10,24123606958
2023-07-11,24423309611
2023-07-12,24565791200
2023-07-13,25140630714
2023-07-14,24865493852
2023-07-17,25007975441
2023-07-18,25243807037
2023-07-19,24777057004
2023-07-20,24374178028
2023-07-21,24914625435
2023-07-24,25081672815
2023-07-25,25091499131
2023-07-26,25017801758
2023-07-27,24698446472
2023-07-28,24806535953
2023-07-31,24806535953
2023-08-01,24683706997
2023-08-02,24403656978
2023-08-03,24261175389
2023-08-04,24295567496
2023-08-07,24565791200
2023-08-08,24585443832
2023-08-09,24791796479
2023-08-10,25307678094
2023-08-11,25037454391
2023-08-14,25096412289
2023-08-15,24845841219
2023-08-16,24983409650
2023-08-17,25386288626
2023-08-18,25450159683
2023-08-21,25445246524
2023-08-22,25528770215
2023-08-23,25867778133
2023-08-24,25710557069
2023-08-25,25907083399
2023-08-28,26123262362
2023-08-29,26206786052
2023-08-30,25872691291
2023-08-31,25784254443
2023-09-01,25518943898
2023-09-05,24914625435
2023-09-06,25342070201
2023-09-07,25381375467
2023-09-08,25268372828
2023-09-11,25238893878
2023-09-12,25288025461
2023-09-13,25106238606
2023-09-14,25288025461
2023-09-15,24944104384
2023-09-18,25066933340
2023-09-19,25022714916
2023-09-20,24845841219
2023-09-21,23995864844
2023-09-22,23912341154
2023-09-25,23897601679
2023-09-26,23573333235
2023-09-27,23745293773
2023-09-28,24035170110
2023-09-29,23873035888
2023-10-02,26490582000
2023-10-03,25850475000
2023-10-04,26687538000
2023-10-05,26818842000
2023-10-06,27141631000
2023-10-09,27207283000
2023-10-10,27283877000
2023-10-11,27168986000
2023-10-12,26982972000
2023-10-13,27010327000
2023-10-16,27519130000
2023-10-17,27316703000
2023-10-18,28405432000
2023-10-19,28060759000
2023-10-20,27683260000
2023-10-23,27256522000
2023-10-24,27059566000
2023-10-25,27075979000
2023-10-26,27190870000
2023-10-27,26036489000
2023-10-30,26758661000
2023-10-31,27136160000
2023-11-01,26649241000
2023-11-02,27278406000
2023-11-03,27475362000
2023-11-06,27754383000
2023-11-07,28006049000
2023-11-08,28306954000
2023-11-09,28131882000
2023-11-10,28509381000
2023-11-13,28498439000
2023-11-14,29056481000
2023-11-15,29171372000
2023-11-16,29291734000
2023-11-17,29258908000
2023-11-20,29619994000
2023-11-21,29882602000
2023-11-22,30161623000
2023-11-24,30254630000
2023-11-27,30167094000
2023-11-28,30407818000
2023-11-29,30473470000
2023-11-30,30550064000
2023-12-01,30582890000
2023-12-04,30763433000
2023-12-05,30484412000
2023-12-06,30550064000
2023-12-07,29614523000
2023-12-08,29526987000
2023-12-11,29663762000
2023-12-12,29636407000
2023-12-13,30850969000
2023-12-14,30697781000
2023-12-15,29948254000
2023-12-18,30298398000
2023-12-19,30506296000
2023-12-20,30172565000
2023-12-21,30686839000
2023-12-22,31206584000
2023-12-26,31529373000
2023-12-27,31726329000
2023-12-28,31863104000
2023-12-29,31808394000
2024-01-02,32743199738
2024-01-03,32219538723
2024-01-04,32242556789
2024-01-05,32035394190
2024-01-08,32633863922
2024-01-09,32438210356
2024-01-10,32737445221
2024-01-11,32536037139
2024-01-12,32760463288
2024-01-16,32490001005
2024-01-17,32288592923
2024-01-18,32702918121
2024-01-19,33289878820
2024-01-22,33468268836
2024-01-23,33594868202
2024-01-24,33491286903
2024-01-25,33589113686
2024-01-26,33732976602
2024-01-29,33520059486
2024-01-30,33635149819
2024-01-31,33243842687
2024-02-01,32852535554
2024-02-02,32599336822
2024-02-05,32213784206
2024-02-06,32409437772
2024-02-07,32748954255
2024-02-08,32662636505
2024-02-09,32944607821
2024-02-12,32702918121
2024-02-13,32052657740
2024-02-14,32115957423
2024-02-15,31931812890
2024-02-16,31891531274
2024-02-20,31960585474
2024-02-21,32248311306
2024-02-22,32547546172
2024-02-23,32599336822
2024-02-26,32334629056
2024-02-27,32438210356
2024-02-28,32409437772
2024-02-29,32340383573
2024-03-01,32530282622
2024-03-04,32783481355
2024-03-05,32760463288
2024-03-06,33312896886
2024-03-07,34026456951
2024-03-08,34532854416
2024-03-11,34544363449
2024-03-12,34377482467
2024-03-13,34262392134
2024-03-14,33773258218
2024-03-15,34342955367
2024-03-18,34693980882
2024-03-19,35942710995
2024-03-20,35033497365
2024-03-21,35585930963
2024-03-22,35465086113
2024-03-25,35137078664
2024-03-26,35810357112
2024-03-27,36253454895
2024-03-28,36311000061
2024-04-01,35844884212
2024-04-02,35292450614
2024-04-03,35436313530
2024-04-04,35137078664
2024-04-05,35701021296
2024-04-08,35758566463
2024-04-09,36575707827
2024-04-10,36259209411
2024-04-11,36287981994
2024-04-12,35401786430
2024-04-15,34636435716
2024-04-16,34544363449
2024-04-17,34532854416
2024-04-18,34567381516
2024-04-19,34728507982
2024-04-22,35217641898
2024-04-23,35154342214
2024-04-24,35390277397
2024-04-25,34693980882
2024-04-26,34596154099
2024-04-29,34573136033
2024-04-30,34440782150
2024-05-01,34458045700
2024-05-02,34567381516
2024-05-03,35027742848
2024-05-06,35447822564
2024-05-07,35045006398
2024-05-08,34475309250
2024-05-09,34630681199
2024-05-10,34906897998
2024-05-13,34883879932
2024-05-14,34763035082
2024-05-15,35303959647
2024-05-16,35810357112
2024-05-17,36115346495
2024-05-20,35936956479
2024-05-21,35931201962
2024-05-22,35936956479
2024-05-23,35401786430
2024-05-24,35810357112
2024-05-28,34642190233
2024-05-29,34440782150
2024-05-30,33980420818
2024-05-31,33968911784
2024-06-03,33802030802
2024-06-04,34199092450
2024-06-05,34360218917
2024-06-06,34101265667
2024-06-07,33825048868
2024-06-10,34124283734
2024-06-11,33963157268
2024-06-12,34268146650
2024-06-13,34066738568
2024-06-14,33721467569
2024-06-17,33738731118
2024-06-18,33945893718
2024-06-20,34084002117
2024-06-21,34670962816
2024-06-24,34584645066
2024-06-25,34475309250
2024-06-26,34388991500
2024-06-27,34630681199
2024-06-28,34676717332
2024-07-01,34227865034
2024-07-02,34504081833
2024-07-03,34607663133
2024-07-05,34745771532
2024-07-08,34780298632
2024-07-09,34993215748
2024-07-10,35465086113
2024-07-11,35793093563
2024-07-12,36080819395
2024-07-15,36253454895
2024-07-16,36426090394
2024-07-17,36535426210
2024-07-18,35954220029
2024-07-19,35971483579
2024-07-22,36270718444
2024-07-23,36388132000
2024-07-24,36157572000
2024-07-25,38768664000
2024-07-26,38595744000
2024-07-29,39149088000
2024-07-30,39858060000
2024-07-31,39010752000
2024-08-01,38803247999
2024-08-02,38538104000
2024-08-05,37120160000
2024-08-06,38150289910
2024-08-07,38501878924
2024-08-08,39216584461
2024-08-09,39245403232
