,CVS
2004-08-24,16151832000
2004-08-25,16231751999
2004-08-26,16263720000
2004-08-27,16255728000
2004-08-30,16175807999
2004-08-31,15984000000
2004-09-01,15800184000
2004-09-02,16023960000
2004-09-03,16239744000
2004-09-07,16087896000
2004-09-08,16031951999
2004-09-09,16087896000
2004-09-10,16127856000
2004-09-13,16135848000
2004-09-14,16383600000
2004-09-15,16071912000
2004-09-16,16303679999
2004-09-17,16415568000
2004-09-20,16183800000
2004-09-21,16303679999
2004-09-22,16103879999
2004-09-23,16791192000
2004-09-24,16895088000
2004-09-27,16863120000
2004-09-28,17030951999
2004-09-29,16927056000
2004-09-30,16839144000
2004-10-01,17286696000
2004-10-04,17705575455
2004-10-05,17721863933
2004-10-06,17787017844
2004-10-07,17510113721
2004-10-08,17396094375
2004-10-11,17265786552
2004-10-12,17216921119
2004-10-13,17404238614
2004-10-14,17412382853
2004-10-15,17615988827
2004-10-18,17803306322
2004-10-19,17778873606
2004-10-20,17607844588
2004-10-21,17599700349
2004-10-22,17216921119
2004-10-25,17257642313
2004-10-26,17607844588
2004-10-27,18031345013
2004-10-28,17868460234
2004-10-29,17697431216
2004-11-01,17795162083
2004-11-02,17876604473
2004-11-03,18072066207
2004-11-04,19098240314
2004-11-05,18813191951
2004-11-08,18658451411
2004-11-09,18748038039
2004-11-10,18967932491
2004-11-11,18951644013
2004-11-12,18878345862
2004-11-15,18837624668
2004-11-16,18862057385
2004-11-17,18845768907
2004-11-18,19008653685
2004-11-19,18650307172
2004-11-22,18650307172
2004-11-23,18674739889
2004-11-24,18748038039
2004-11-26,18625874455
2004-11-29,18462989676
2004-11-30,18479278154
2004-12-01,18788759234
2004-12-02,18691028367
2004-12-03,18634018694
2004-12-06,18430412721
2004-12-07,18023200774
2004-12-08,18397835765
2004-12-09,18479278154
2004-12-10,18381547287
2004-12-13,18479278154
2004-12-14,18226806747
2004-12-15,18243095225
2004-12-16,18283816420
2004-12-17,17982479579
2004-12-20,18080210446
2004-12-21,18177941314
2004-12-22,18308249137
2004-12-23,18324537615
2004-12-27,18234950986
2004-12-28,18324537615
2004-12-29,18405980004
2004-12-30,18454845438
2004-12-31,18357114570
2005-01-03,18153000000
2005-01-04,17951300000
2005-01-05,18257884000
2005-01-06,18257884000
2005-01-07,18459584000
2005-01-10,18556400000
2005-01-11,19008208000
2005-01-12,18992072000
2005-01-13,18830712000
2005-01-14,18959800000
2005-01-18,19161500000
2005-01-19,19064684000
2005-01-20,18830712000
2005-01-21,18516060000
2005-01-24,18201408000
2005-01-25,18386972000
2005-01-26,18354700000
2005-01-27,18411176000
2005-01-28,18483788000
2005-01-31,18701624000
2005-02-01,18774236000
2005-02-02,19468084000
2005-02-03,19847280000
2005-02-04,20113524000
2005-02-07,19952164000
2005-02-08,19895688000
2005-02-09,19637512000
2005-02-10,19782736000
2005-02-11,20129660000
2005-02-14,19750464000
2005-02-15,19589104000
2005-02-16,19710124000
2005-02-17,19677852000
2005-02-18,19621376000
2005-02-22,19266384000
2005-02-23,19387404000
2005-02-24,19936028000
2005-02-25,20121592000
2005-02-28,20105456000
2005-03-01,20460448000
2005-03-02,20194204000
2005-03-03,21291452000
2005-03-04,21210772000
2005-03-07,21331792000
2005-03-08,21057480000
2005-03-09,20936460000
2005-03-10,21234976000
2005-03-11,21323724000
2005-03-14,21202704000
2005-03-15,21105888000
2005-03-16,20968732000
2005-03-17,21380200000
2005-03-18,21323724000
2005-03-21,21105888000
2005-03-22,21162364000
2005-03-23,21460880000
2005-03-24,21565764000
2005-03-28,21436676000
2005-03-29,21154296000
2005-03-30,21364064000
2005-03-31,21226908000
2005-04-01,20799304000
2005-04-04,20880675000
2005-04-05,21237471000
2005-04-06,21334779000
2005-04-07,21140163000
2005-04-08,20937438000
2005-04-11,21107727000
2005-04-12,21318561000
2005-04-13,21172599000
2005-04-14,21188817000
2005-04-15,21026637000
2005-04-18,20977983000
2005-04-19,21342888000
2005-04-20,20750931000
2005-04-21,20848239000
2005-04-22,20475225000
2005-04-25,20718495000
2005-04-26,21083400000
2005-04-27,21042855000
2005-04-28,20759040000
2005-04-29,20913111000
2005-05-02,21286125000
2005-05-03,21464523000
2005-05-04,21642921000
2005-05-05,21853755000
2005-05-06,21764556000
2005-05-09,21724011000
2005-05-10,21594267000
2005-05-11,21732120000
2005-05-12,21861864000
2005-05-13,21780774000
2005-05-16,21918627000
2005-05-17,22145679000
2005-05-18,22299750000
2005-05-19,22340295000
2005-05-20,22299750000
2005-05-23,22356513000
2005-05-24,22299750000
2005-05-25,22259205000
2005-05-26,22291641000
2005-05-27,22283532000
2005-05-31,22242987000
2005-06-01,22332186000
2005-06-02,23216067000
2005-06-03,23224176000
2005-06-06,23540427000
2005-06-07,23629626000
2005-06-08,23426901000
2005-06-09,23548536000
2005-06-10,23540427000
2005-06-13,23394465000
2005-06-14,23629626000
2005-06-15,23702607000
2005-06-16,23848569000
2005-06-17,23953986000
2005-06-20,23694498000
2005-06-21,23580972000
2005-06-22,23678280000
2005-06-23,23483664000
2005-06-24,23272830000
2005-06-27,23175522000
2005-06-28,23840460000
2005-06-29,23848569000
2005-06-30,23572863000
2005-07-01,23556645000
2005-07-05,24315515000
2005-07-06,23973845000
2005-07-07,23908765000
2005-07-08,24616510000
2005-07-11,25006990000
2005-07-12,25145285000
2005-07-13,25096475000
2005-07-14,24852425000
2005-07-15,24860560000
2005-07-18,25047665000
2005-07-19,25145285000
2005-07-20,25137150000
2005-07-21,24665320000
2005-07-22,24746670000
2005-07-25,24405000000
2005-07-26,24714130000
2005-07-27,24779210000
2005-07-28,25031395000
2005-07-29,25242905000
2005-08-01,25218500000
2005-08-02,25421875000
2005-08-03,25031395000
2005-08-04,24421270000
2005-08-05,24348055000
2005-08-08,24014520000
2005-08-09,24250435000
2005-08-10,24282975000
2005-08-11,24038925000
2005-08-12,24014520000
2005-08-15,24331785000
2005-08-16,23534555000
2005-08-17,23746065000
2005-08-18,23672850000
2005-08-19,23469475000
2005-08-22,23192885000
2005-08-23,23257965000
2005-08-24,23379990000
2005-08-25,23843685000
2005-08-26,23575230000
2005-08-29,23778605000
2005-08-30,23591500000
2005-08-31,23892495000
2005-09-01,23713525000
2005-09-02,23567095000
2005-09-06,24038925000
2005-09-07,24282975000
2005-09-08,23672850000
2005-09-09,23990115000
2005-09-12,24575835000
2005-09-13,24282975000
2005-09-14,23510150000
2005-09-15,23664715000
2005-09-16,24282975000
2005-09-19,24022655000
2005-09-20,23176615000
2005-09-21,22631570000
2005-09-22,23396260000
2005-09-23,23168480000
2005-09-26,22965105000
2005-09-27,23282370000
2005-09-28,23160345000
2005-09-29,23339315000
2005-09-30,23599635000
2005-10-03,23299984000
2005-10-04,23128960000
2005-10-05,22843920000
2005-10-06,21418720000
2005-10-07,20832352000
2005-10-10,20465872000
2005-10-11,20360000000
2005-10-12,20156400000
2005-10-13,20115680000
2005-10-14,20343712000
2005-10-17,20563600000
2005-10-18,20710192000
2005-10-19,21182544000
2005-10-20,20946368000
2005-10-21,21280272000
2005-10-24,21312848000
2005-10-25,21060384000
2005-10-26,20653184000
2005-10-27,20156400000
2005-10-28,20457728000
2005-10-31,19879504000
2005-11-01,19855072000
2005-11-02,19944656000
2005-11-03,21532736000
2005-11-04,22005088000
2005-11-07,22534448000
2005-11-08,21956224000
2005-11-09,22143536000
2005-11-10,22151680000
2005-11-11,22053952000
2005-11-14,22102816000
2005-11-15,21630464000
2005-11-16,21475728000
2005-11-17,22070240000
2005-11-18,21923648000
2005-11-21,21817776000
2005-11-22,22526304000
2005-11-23,22795056000
2005-11-25,22770624000
2005-11-28,22518160000
2005-11-29,22208688000
2005-11-30,22005088000
2005-12-01,22379712000
2005-12-02,22216832000
2005-12-05,22208688000
2005-12-06,22477440000
2005-12-07,22892784000
2005-12-08,22738048000
2005-12-09,22729904000
2005-12-12,23047520000
2005-12-13,23169680000
2005-12-14,23666464000
2005-12-15,23299984000
2005-12-16,23014944000
2005-12-19,22510016000
2005-12-20,22575168000
2005-12-21,22461152000
2005-12-22,22094672000
2005-12-23,22102816000
2005-12-27,21874784000
2005-12-28,21817776000
2005-12-29,21646752000
2005-12-30,21516448000
2006-01-03,21522680000
2006-01-04,21522680000
2006-01-05,22045432000
2006-01-06,22167952000
2006-01-09,22012760000
2006-01-10,22167952000
2006-01-11,22110776000
2006-01-12,22053600000
2006-01-13,21849400000
2006-01-17,21939248000
2006-01-18,22216960000
2006-01-19,22404824000
2006-01-20,22159784000
2006-01-23,22020928000
2006-01-24,22347648000
2006-01-25,22363984000
2006-01-26,22551848000
2006-01-27,22927576000
2006-01-30,22756048000
2006-01-31,22674368000
2006-02-01,22690704000
2006-02-02,23450328000
2006-02-03,23875064000
2006-02-06,23433992000
2006-02-07,23156280000
2006-02-08,23033760000
2006-02-09,22764216000
2006-02-10,22788720000
2006-02-13,22796888000
2006-02-14,23368648000
2006-02-15,23670864000
2006-02-16,23768880000
2006-02-17,23360480000
2006-02-21,23017424000
2006-02-22,23246128000
2006-02-23,23278800000
2006-02-24,23041928000
2006-02-27,23556512000
2006-02-28,23139944000
2006-03-01,23736208000
2006-03-02,23752544000
2006-03-03,23442160000
2006-03-06,23254296000
2006-03-07,23621856000
2006-03-08,24561176000
2006-03-09,24602016000
2006-03-10,24830720000
2006-03-13,24553008000
2006-03-14,24969576000
2006-03-15,24267128000
2006-03-16,24177280000
2006-03-17,24177280000
2006-03-20,24365144000
2006-03-21,24193616000
2006-03-22,24071096000
2006-03-23,24087432000
2006-03-24,23728040000
2006-03-27,24316136000
2006-03-28,24242624000
2006-03-29,24553008000
2006-03-30,24340640000
2006-03-31,24397816000
2006-04-03,24157550000
2006-04-04,24378653000
2006-04-05,24313141000
2006-04-06,25590625000
2006-04-07,25533302000
2006-04-10,25254876000
2006-04-11,24820859000
2006-04-12,24722591000
2006-04-13,25115663000
2006-04-17,24812670000
2006-04-18,24935505000
2006-04-19,24558811000
2006-04-20,24321330000
2006-04-21,24059282000
2006-04-24,23969203000
2006-04-25,23674399000
2006-04-26,24034715000
2006-04-27,24329519000
2006-04-28,24337708000
2006-05-01,24460543000
2006-05-02,24673457000
2006-05-03,24567000000
2006-05-04,24796292000
2006-05-05,25353144000
2006-05-08,25222120000
2006-05-09,25132041000
2006-05-10,24910938000
2006-05-11,24468732000
2006-05-12,23961014000
2006-05-15,24239440000
2006-05-16,23895502000
2006-05-17,23641643000
2006-05-18,23420540000
2006-05-19,23436918000
2006-05-22,23052035000
2006-05-23,23551564000
2006-05-24,23027468000
2006-05-25,23502430000
2006-05-26,23412351000
2006-05-30,22675341000
2006-05-31,22847310000
2006-06-01,23395973000
2006-06-02,23944636000
2006-06-05,23592509000
2006-06-06,23207626000
2006-06-07,23412351000
2006-06-08,24100227000
2006-06-09,23920069000
2006-06-12,23707155000
2006-06-13,23723533000
2006-06-14,23993770000
2006-06-15,24534244000
2006-06-16,24722591000
2006-06-19,24362275000
2006-06-20,24632512000
2006-06-21,24370464000
2006-06-22,24182117000
2006-06-23,23911880000
2006-06-26,24427787000
2006-06-27,23952825000
2006-06-28,24239440000
2006-06-29,24935505000
2006-06-30,25140230000
2006-07-03,25162380000
2006-07-05,24874575000
2006-07-06,24751230000
2006-07-07,25047258000
2006-07-10,25746213000
2006-07-11,26297154000
2006-07-12,26313600000
2006-07-13,26387607000
2006-07-14,26050464000
2006-07-17,26025795000
2006-07-18,25803774000
2006-07-19,26371161000
2006-07-20,26354714999
2006-07-21,26305377000
2006-07-24,26856317999
2006-07-25,27234575999
2006-07-26,27135900000
2006-07-27,27127677000
2006-07-28,26798757000
2006-07-31,26905656000
2006-08-01,26971439999
2006-08-02,27292137000
2006-08-03,27875970000
2006-08-04,27793739999
2006-08-07,27530603999
2006-08-08,27875970000
2006-08-09,27283914000
2006-08-10,27793739999
2006-08-11,27933531000
2006-08-14,28180221000
2006-08-15,28698270000
2006-08-16,28295342999
2006-08-17,28270674000
2006-08-18,27851300999
2006-08-21,27670395000
2006-08-22,27135900000
2006-08-23,27103008000
2006-08-24,27053670000
2006-08-25,27103008000
2006-08-28,27522381000
2006-08-29,27695064000
2006-08-30,27917085000
2006-08-31,27588164999
2006-09-01,27925308000
2006-09-05,28352903999
2006-09-06,28509141000
2006-09-07,28870953000
2006-09-08,29191650000
2006-09-11,29487678000
2006-09-12,29561685000
2006-09-13,28665378000
2006-09-14,28887399000
2006-09-15,28566702000
2006-09-18,28550256000
2006-09-19,28607817000
2006-09-20,29134089000
2006-09-21,26700081000
2006-09-22,27160569000
2006-09-25,25573530000
2006-09-26,26025795000
2006-09-27,26601405000
2006-09-28,26543844000
2006-09-29,26412275999
2006-10-02,26318040000
2006-10-03,26177875000
2006-10-04,26507675000
2006-10-05,25501785000
2006-10-06,24174340000
2006-10-09,24504140000
2006-10-10,24504140000
2006-10-11,25691420000
2006-10-12,25971750000
2006-10-13,25633705000
2006-10-16,25765625000
2006-10-17,25666685000
2006-10-18,25881055000
2006-10-19,25683175000
2006-10-20,25303905000
2006-10-23,25806850000
2006-10-24,25914035000
2006-10-25,25452315000
2006-10-26,25848075000
2006-10-27,25724400000
2006-10-30,26161385000
2006-10-31,25872810000
2006-11-01,23959970000
2006-11-02,23795070000
2006-11-03,23737355000
2006-11-06,24603080000
2006-11-07,24677285000
2006-11-08,24421690000
2006-11-09,23588945000
2006-11-10,23877520000
2006-11-13,23902255000
2006-11-14,23844540000
2006-11-15,24256790000
2006-11-16,24413445000
2006-11-17,23968215000
2006-11-20,23457025000
2006-11-21,23151960000
2006-11-22,23086000000
2006-11-24,23061265000
2006-11-27,22418155000
2006-11-28,22731465000
2006-11-29,23522985000
2006-11-30,23720865000
2006-12-01,23638415000
2006-12-04,24124870000
2006-12-05,24413445000
2006-12-06,24767980000
2006-12-07,24743245000
2006-12-08,24924635000
2006-12-11,24825695000
2006-12-12,24842185000
2006-12-13,24990595000
2006-12-14,25328640000
2006-12-15,25163740000
2006-12-18,24743245000
2006-12-19,24718510000
2006-12-20,24660795000
2006-12-21,25493540000
2006-12-22,25765625000
2006-12-26,25707910000
2006-12-27,25740890000
2006-12-28,25765625000
2006-12-29,25485295000
2007-01-03,27944124000
2007-01-04,28089100000
2007-01-05,28243137000
2007-01-08,28406235000
2007-01-09,28098161000
2007-01-10,28379052000
2007-01-11,28551211000
2007-01-12,28940834000
2007-01-16,28804919000
2007-01-17,29430127999
2007-01-18,29547921000
2007-01-19,30155008000
2007-01-22,29928483000
2007-01-23,30127825000
2007-01-24,29774446000
2007-01-25,29674775000
2007-01-26,29874117000
2007-01-29,29620408999
2007-01-30,29946604999
2007-01-31,30490265000
2007-02-01,30164069000
2007-02-02,30073458999
2007-02-05,30173129999
2007-02-06,30109702999
2007-02-07,30118764000
2007-02-08,30010031999
2007-02-09,29819750999
2007-02-12,29439189000
2007-02-13,29076749000
2007-02-14,29647592000
2007-02-15,29819750999
2007-02-16,29656652999
2007-02-20,29711019000
2007-02-21,29964727000
2007-02-22,29466372000
2007-02-23,29430127999
2007-02-26,29339518000
2007-02-27,28542150000
2007-02-28,28469662000
2007-03-01,28397174000
2007-03-02,28034734000
2007-03-05,27898819000
2007-03-06,28360930000
2007-03-07,28379052000
2007-03-08,29366700999
2007-03-09,29538860000
2007-03-12,28977078000
2007-03-13,28904590000
2007-03-14,29276091000
2007-03-15,30209374000
2007-03-16,29846933999
2007-03-19,30028154000
2007-03-20,30508387000
2007-03-21,31414487000
2007-03-22,31088291000
2007-03-23,31323877000
2007-03-26,31369181999
2007-03-27,31142656999
2007-03-28,30762095000
2007-03-29,30952375999
2007-03-30,30934254000
2007-04-02,51368408000
2007-04-03,51174396000
2007-04-04,51622116000
2007-04-05,51831051999
2007-04-09,52084760000
2007-04-10,52234000000
2007-04-11,52248924000
2007-04-12,52278772000
2007-04-13,52428012000
2007-04-16,52159380000
2007-04-17,51816128000
2007-04-18,51592268000
2007-04-19,52099683999
2007-04-20,52189228000
2007-04-23,52368316000
2007-04-24,54786004000
2007-04-25,54741232000
2007-04-26,55009864000
2007-04-27,54815851999
2007-04-30,54084576000
2007-05-01,53711476000
2007-05-02,54218892000
2007-05-03,53890564000
2007-05-04,53636856000
2007-05-07,53905487999
2007-05-08,55233724000
2007-05-09,56741048000
2007-05-10,55920228000
2007-05-11,55681444000
2007-05-14,55741140000
2007-05-15,56069468000
2007-05-16,56890287999
2007-05-17,56800744000
2007-05-18,57397704000
2007-05-21,56412719999
2007-05-22,56084392000
2007-05-23,56860440000
2007-05-24,57143996000
2007-05-25,58322992000
2007-05-29,58009587999
2007-05-30,58009587999
2007-05-31,57517096000
2007-06-01,57532019999
2007-06-04,56994756000
2007-06-05,56412719999
2007-06-06,55591900000
2007-06-07,56069468000
2007-06-08,56502264000
2007-06-11,55890380000
2007-06-12,55442660000
2007-06-13,55815760000
2007-06-14,55606824000
2007-06-15,56159012000
2007-06-18,55726216000
2007-06-19,55994848000
2007-06-20,55278496000
2007-06-21,55397887999
2007-06-22,54547219999
2007-06-25,54189044000
2007-06-26,53517464000
2007-06-27,54577068000
2007-06-28,54547219999
2007-06-29,54397980000
2007-07-02,53848998000
2007-07-03,53848998000
2007-07-05,53848998000
2007-07-06,54173212000
2007-07-09,54011105000
2007-07-10,53244781000
2007-07-11,53318466000
2007-07-12,53819524000
2007-07-13,53583732000
2007-07-16,53333203000
2007-07-17,53156359000
2007-07-18,53200570000
2007-07-19,52596353000
2007-07-20,52552141999
2007-07-23,53126884999
2007-07-24,52935304000
2007-07-25,53701628000
2007-07-26,52434246000
2007-07-27,51785818000
2007-07-30,51756344000
2007-07-31,51859503000
2007-08-01,52375298000
2007-08-02,54217423000
2007-08-03,53686891000
2007-08-06,54954273000
2007-08-07,56162707000
2007-08-08,57017453000
2007-08-09,55543753000
2007-08-10,56000600000
2007-08-13,55897441000
2007-08-14,55042695000
2007-08-15,54084790000
2007-08-16,53790050000
2007-08-17,54261634000
2007-08-20,53922683000
2007-08-21,54025841999
2007-08-22,54526900000
2007-08-23,54261634000
2007-08-24,54232159999
2007-08-27,54055316000
2007-08-28,53893209000
2007-08-29,55057432000
2007-08-30,54880588000
2007-08-31,55735334000
2007-09-04,56413236000
2007-09-05,55971125999
2007-09-06,55882704000
2007-09-07,54806903000
2007-09-10,54718481000
2007-09-11,55131116999
2007-09-12,54983747000
2007-09-13,55646912000
2007-09-14,55750071000
2007-09-17,55116380000
2007-09-18,56000600000
2007-09-19,56192181000
2007-09-20,55720597000
2007-09-21,55750071000
2007-09-24,56192181000
2007-09-25,57297456000
2007-09-26,57754303000
2007-09-27,58358520000
2007-09-28,58402731000
2007-10-01,53522005000
2007-10-02,55409322000
2007-10-03,55164403000
2007-10-04,55697461999
2007-10-05,56100858000
2007-10-08,56432219000
2007-10-09,56288149000
2007-10-10,55971195000
2007-10-11,57080534000
2007-10-12,57483930000
2007-10-15,57555965000
2007-10-16,57296639000
2007-10-17,57239010999
2007-10-18,57829698000
2007-10-19,56388998000
2007-10-22,57224604000
2007-10-23,57786477000
2007-10-24,58089024000
2007-10-25,59039885999
2007-10-26,59673794000
2007-10-29,60264481000
2007-10-30,59371247000
2007-10-31,60019561999
2007-11-01,59111921000
2007-11-02,60149225000
2007-11-05,59572945000
2007-11-06,60250074000
2007-11-07,59990748000
2007-11-08,60739911999
2007-11-09,59875492000
2007-11-12,59688201000
2007-11-13,60869575000
2007-11-14,60221259999
2007-11-15,60538214000
2007-11-16,60811947000
2007-11-19,60336516000
2007-11-20,59789050000
2007-11-21,58809374000
2007-11-23,60422958000
2007-11-26,59126328000
2007-11-27,59299211999
2007-11-28,59789050000
2007-11-29,57714442000
2007-11-30,57757663000
2007-12-03,57498336999
2007-12-04,56273742000
2007-12-05,56432219000
2007-12-06,57411895000
2007-12-07,57685628000
2007-12-10,57642407000
2007-12-11,57440709000
2007-12-12,57311046000
2007-12-13,57138161999
2007-12-14,56475440000
2007-12-17,56374591000
2007-12-18,56388998000
2007-12-19,56893243000
2007-12-20,55956788000
2007-12-21,57123755000
2007-12-24,57527151000
2007-12-26,57339859999
2007-12-27,57138161999
2007-12-28,57628000000
2007-12-31,56834550000
2008-01-02,56262630000
2008-01-03,52573746000
2008-01-04,53288646000
2008-01-07,54618360000
2008-01-08,53660394000
2008-01-09,53174262000
2008-01-10,53803374000
2008-01-11,52573746000
2008-01-14,51944634000
2008-01-15,51501396000
2008-01-16,53045580000
2008-01-17,52859706000
2008-01-18,52788216000
2008-01-22,53302944000
2008-01-23,53031282000
2008-01-24,51744462000
2008-01-25,50843688000
2008-01-28,50743602000
2008-01-29,51916038000
2008-01-30,51501396000
2008-01-31,55633517999
2008-02-01,57049020000
2008-02-04,56119650000
2008-02-05,54332400000
2008-02-06,54832830000
2008-02-07,55990967999
2008-02-08,56562888000
2008-02-11,57435066000
2008-02-12,57706728000
2008-02-13,58221456000
2008-02-14,56934636000
2008-02-15,56791656000
2008-02-19,57292086000
2008-02-20,57921198000
2008-02-21,57535152000
2008-02-22,57420767999
2008-02-25,57563748000
2008-02-26,57320682000
2008-02-27,57878303999
2008-02-28,58521714000
2008-02-29,57735324000
2008-03-03,57320682000
2008-03-04,58507416000
2008-03-05,57592344000
2008-03-06,56048160000
2008-03-07,55633517999
2008-03-10,55276067999
2008-03-11,56820252000
2008-03-12,56291226000
2008-03-13,57106212000
2008-03-14,55204578000
2008-03-17,53646096000
2008-03-18,56119650000
2008-03-19,55962372000
2008-03-20,56977530000
2008-03-24,58507416000
2008-03-25,58836270000
2008-03-26,58979250000
2008-03-27,58464522000
2008-03-28,58407330000
2008-03-31,58002218000
2008-04-01,58947206000
2008-04-02,57243363999
2008-04-03,57071548000
2008-04-04,57701539999
2008-04-07,58689482000
2008-04-08,58531984000
2008-04-09,58116762000
2008-04-10,58804026000
2008-04-11,57486770000
2008-04-14,57014276000
2008-04-15,56971322000
2008-04-16,57486770000
2008-04-17,57873356000
2008-04-18,58102444000
2008-04-21,57443816000
2008-04-22,57100184000
2008-04-23,58188352000
2008-04-24,58345850000
2008-04-25,58603574000
2008-04-28,58746754000
2008-04-29,59090386000
2008-04-30,57801766000
2008-05-01,58403122000
2008-05-02,57887674000
2008-05-05,59863558000
2008-05-06,59434018000
2008-05-07,59462654000
2008-05-08,59448336000
2008-05-09,59190612000
2008-05-12,58975842000
2008-05-13,58889934000
2008-05-14,60407642000
2008-05-15,61839442000
2008-05-16,62168756000
2008-05-19,61581718000
2008-05-20,61123542000
2008-05-21,60092646000
2008-05-22,60980362000
2008-05-23,60350370000
2008-05-27,60149918000
2008-05-28,60779910000
2008-05-29,61495810000
2008-05-30,61266722000
2008-06-02,61109224000
2008-06-03,61982622000
2008-06-04,62197392000
2008-06-05,63171016000
2008-06-06,61051952000
2008-06-09,60837182000
2008-06-10,60565139999
2008-06-11,59219248000
2008-06-12,59963784000
2008-06-13,61023316000
2008-06-16,60951726000
2008-06-17,59992420000
2008-06-18,59033113999
2008-06-19,59419700000
2008-06-20,59219248000
2008-06-23,57572678000
2008-06-24,57930628000
2008-06-25,58746754000
2008-06-26,56527463999
2008-06-27,56942686000
2008-06-30,56802735000
2008-07-01,56271600000
2008-07-02,55553850000
2008-07-03,55252395000
2008-07-07,55668690000
2008-07-08,55683045000
2008-07-09,55367235000
2008-07-10,55266750000
2008-07-11,55467720000
2008-07-14,55065780000
2008-07-15,54864810000
2008-07-16,55596914999
2008-07-17,55410300000
2008-07-18,53630280000
2008-07-21,54075285000
2008-07-22,55625625000
2008-07-23,55984500000
2008-07-24,54663840000
2008-07-25,55037070000
2008-07-28,53343179999
2008-07-29,54965295000
2008-07-30,55367235000
2008-07-31,52395750000
2008-08-01,51319125000
2008-08-04,51979455000
2008-08-05,53888670000
2008-08-06,53831250000
2008-08-07,53515440000
2008-08-08,55439010000
2008-08-11,55324170000
2008-08-12,54620774999
2008-08-13,54592065000
2008-08-14,54678195000
2008-08-15,55395945000
2008-08-18,54950940000
2008-08-19,54032220000
2008-08-20,53572860000
2008-08-21,53630280000
2008-08-22,54017865000
2008-08-25,52596720000
2008-08-26,53013015000
2008-08-27,53228340000
2008-08-28,53113500000
2008-08-29,52539300000
2008-09-02,53501085000
2008-09-03,53759475000
2008-09-04,52381395000
2008-09-05,51477030000
2008-09-08,53802539999
2008-09-09,52295265000
2008-09-10,52898175000
2008-09-11,54060929999
2008-09-12,54032220000
2008-09-15,52424460000
2008-09-16,51864615000
2008-09-17,50256855000
2008-09-18,51835905000
2008-09-19,51835905000
2008-09-22,50271210000
2008-09-23,48318929999
2008-09-24,47515050000
2008-09-25,49381200000
2008-09-26,50213789999
2008-09-29,47005596000
2008-09-30,48430007999
2008-10-01,48588276000
2008-10-02,47005596000
2008-10-03,45940884000
2008-10-06,43897788000
2008-10-07,41912244000
2008-10-08,42933792000
2008-10-09,43710744000
2008-10-10,44430144000
2008-10-13,45609960000
2008-10-14,42602868000
2008-10-15,38415960000
2008-10-16,40459056000
2008-10-17,38718108000
2008-10-20,41509380000
2008-10-21,42818688000
2008-10-22,41509380000
2008-10-23,41538156000
2008-10-24,39955476000
2008-10-27,35135496000
2008-10-28,40027416000
2008-10-29,37854828000
2008-10-30,42185616000
2008-10-31,44099220000
2008-11-03,44358204000
2008-11-04,45710676000
2008-11-05,44156772000
2008-11-06,42948180000
2008-11-07,43595640000
2008-11-10,42717972000
2008-11-11,41538156000
2008-11-12,40746816000
2008-11-13,44214324000
2008-11-14,42171228000
2008-11-17,40660488000
2008-11-18,41466216000
2008-11-19,40056192000
2008-11-20,38559840000
2008-11-21,37969932000
2008-11-24,40833144000
2008-11-25,40013028000
2008-11-26,40156908000
2008-11-28,41624484000
2008-12-01,38948316000
2008-12-02,38962704000
2008-12-03,37883604000
2008-12-04,38818824000
2008-12-05,40113744000
2008-12-08,40948248000
2008-12-09,40674876000
2008-12-10,41854692000
2008-12-11,41437440000
2008-12-12,40933860000
2008-12-15,40257624000
2008-12-16,39912312000
2008-12-17,38142588000
2008-12-18,39236076000
2008-12-19,38790048000
2008-12-22,38718108000
2008-12-23,38156976000
2008-12-24,38905152000
2008-12-26,38459124000
2008-12-29,39178524000
2008-12-30,40761204000
2008-12-31,41673000000
2009-01-02,42601000000
2009-01-05,43210000000
2009-01-06,42557500000
2009-01-07,42615500000
2009-01-08,42543000000
2009-01-09,37250500000
2009-01-12,36148500000
2009-01-13,38700500000
2009-01-14,37555000000
2009-01-15,37932000000
2009-01-16,38903500000
2009-01-20,37975500000
2009-01-21,38207500000
2009-01-22,39643000000
2009-01-23,40208500000
2009-01-26,40498500000
2009-01-27,40005500000
2009-01-28,40730500000
2009-01-29,39686500000
2009-01-30,38976000000
2009-02-02,38845500000
2009-02-03,39744500000
2009-02-04,39846000000
2009-02-05,41412000000
2009-02-06,42108000000
2009-02-09,41586000000
2009-02-10,40310000000
2009-02-11,40092500000
2009-02-12,40701500000
2009-02-13,39831500000
2009-02-17,39585000000
2009-02-18,39135500000
2009-02-19,41629500000
2009-02-20,40339000000
2009-02-23,39077500000
2009-02-24,39092000000
2009-02-25,38352500000
2009-02-26,37511500000
2009-02-27,37323000000
2009-03-02,36772000000
2009-03-03,35670000000
2009-03-04,37091000000
2009-03-05,35800500000
2009-03-06,35467000000
2009-03-09,34771000000
2009-03-10,36134000000
2009-03-11,36569000000
2009-03-12,37874000000
2009-03-13,38468500000
2009-03-16,38947000000
2009-03-17,40107000000
2009-03-18,39817000000
2009-03-19,38642500000
2009-03-20,38700500000
2009-03-23,41122000000
2009-03-24,41383000000
2009-03-25,42369000000
2009-03-26,41470000000
2009-03-27,40977000000
2009-03-30,39585000000
2009-03-31,40050181000
2009-04-01,40938890000
2009-04-02,42818291000
2009-04-03,41448805000
2009-04-06,42235531000
2009-04-07,41623633000
2009-04-08,42978550000
2009-04-09,43838121000
