,DE
2004-08-25,15567300000
2004-08-26,15493170000
2004-08-27,15488228000
2004-08-30,15478344000
2004-08-31,15636488000
2004-09-01,15646372000
2004-09-02,15789690000
2004-09-03,15641430000
2004-09-07,15883588000
2004-09-08,15868762000
2004-09-09,15844052000
2004-09-10,15680966000
2004-09-13,15671082000
2004-09-14,15918182000
2004-09-15,15918182000
2004-09-16,16061500000
2004-09-17,16061500000
2004-09-20,15839109999
2004-09-21,15834168000
2004-09-22,15572242000
2004-09-23,15404214000
2004-09-24,15493170000
2004-09-27,15246070000
2004-09-28,15626604000
2004-09-29,15848994000
2004-09-30,15952776000
2004-10-01,16036790000
2004-10-04,16185050000
2004-10-05,15725444000
2004-10-06,15987370000
2004-10-07,15804516000
2004-10-08,15567300000
2004-10-11,15596952000
2004-10-12,15369620000
2004-10-13,14722218000
2004-10-14,14702450000
2004-10-15,14845768000
2004-10-18,14524538000
2004-10-19,14386162000
2004-10-20,14425698000
2004-10-21,14346626000
2004-10-22,14529480000
2004-10-25,14623378000
2004-10-26,14504770000
2004-10-27,14929782000
2004-10-28,14751870000
2004-10-29,14771638000
2004-11-01,15315258000
2004-11-02,15354794000
2004-11-03,15512938000
2004-11-04,15848994000
2004-11-05,16081268000
2004-11-08,16002196000
2004-11-09,16768206000
2004-11-10,16733612000
2004-11-11,17025190000
2004-11-12,17030132000
2004-11-15,16906582000
2004-11-16,16802800000
2004-11-17,16990596000
2004-11-18,17519390000
2004-11-19,17114146000
2004-11-22,16980712000
2004-11-23,17351362000
2004-11-24,17964170000
2004-11-26,18072894000
2004-11-29,17820852000
2004-11-30,17726954000
2004-12-01,17736838000
2004-12-02,17544100000
2004-12-03,17539158000
2004-12-06,17361246000
2004-12-07,17237696000
2004-12-08,17084494000
2004-12-09,17484796000
2004-12-10,17435376000
2004-12-13,17682476000
2004-12-14,17702244000
2004-12-15,18018532000
2004-12-16,17894982000
2004-12-17,18043242000
2004-12-20,18275516000
2004-12-21,18211270000
2004-12-22,18231038000
2004-12-23,18156908000
2004-12-27,18003706000
2004-12-28,18389182000
2004-12-29,18285400000
2004-12-30,18369414000
2004-12-31,18384240000
2005-01-03,18023474000
2005-01-04,17593520000
2005-01-05,17420550000
2005-01-06,17667650000
2005-01-07,17420550000
2005-01-10,17341478000
2005-01-11,17114146000
2005-01-12,17297000000
2005-01-13,17435376000
2005-01-14,17504564000
2005-01-18,17455144000
2005-01-19,17311826000
2005-01-20,17119088000
2005-01-21,16802800000
2005-01-24,16718786000
2005-01-25,16832452000
2005-01-26,16728670000
2005-01-27,16575468000
2005-01-28,16797858000
2005-01-31,17035668000
2005-02-01,17246712000
2005-02-02,17212356000
2005-02-03,17251620000
2005-02-04,17020944000
2005-02-07,16751004000
2005-02-08,16760820000
2005-02-09,16589039999
2005-02-10,16711739999
2005-02-11,17016036000
2005-02-14,17020944000
2005-02-15,16220939999
2005-02-16,16368180000
2005-02-17,16162044000
2005-02-18,16338732000
2005-02-22,16255295999
2005-02-23,16392720000
2005-02-24,16878612000
2005-02-25,17325240000
2005-02-28,17452848000
2005-03-01,17418492000
2005-03-02,17536284000
2005-03-03,17310516000
2005-03-04,17757144000
2005-03-07,17546100000
2005-03-08,17501928000
2005-03-09,17119104000
2005-03-10,16932600000
2005-03-11,17030760000
2005-03-14,16809900000
2005-03-15,16667568000
2005-03-16,16490880000
2005-03-17,16628304000
2005-03-18,16780451999
2005-03-21,16844256000
2005-03-22,16510512000
2005-03-23,16461432000
2005-03-24,16755912000
2005-03-28,16711739999
2005-03-29,16235664000
2005-03-30,16270020000
2005-03-31,16476156000
2005-04-01,16255295999
2005-04-04,16216032000
2005-04-05,16299468000
2005-04-06,16382904000
2005-04-07,16525236000
2005-04-08,16441800000
2005-04-11,16299468000
2005-04-12,16220939999
2005-04-13,15857748000
2005-04-14,15582900000
2005-04-15,15332592000
2005-04-18,15440568000
2005-04-19,15651612000
2005-04-20,15514188000
2005-04-21,15951000000
2005-04-22,15847932000
2005-04-25,15803760000
2005-04-26,15479832000
2005-04-27,15249156000
2005-04-28,15052836000
2005-04-29,15347316000
2005-05-02,15024072000
2005-05-03,14985400000
2005-05-04,15130420000
2005-05-05,15202930000
2005-05-06,15154590000
2005-05-09,15120752000
2005-05-10,14874218000
2005-05-11,15033740000
2005-05-12,14622850000
2005-05-13,14429490000
2005-05-16,14448826000
2005-05-17,15053076000
2005-05-18,15463966000
2005-05-19,15613819999
2005-05-20,15575148000
2005-05-23,15725002000
2005-05-24,15715333999
2005-05-25,15710500000
2005-05-26,15952200000
2005-05-27,16029543999
2005-05-31,15986038000
2005-06-01,15845852000
2005-06-02,15710500000
2005-06-03,15608986000
2005-06-06,15778176000
2005-06-07,15749172000
2005-06-08,15874856000
2005-06-09,16102054000
2005-06-10,16150393999
2005-06-13,16203568000
2005-06-14,16208402000
2005-06-15,15986038000
2005-06-16,16184231999
2005-06-17,16416264000
2005-06-20,16464604000
2005-06-21,16464604000
2005-06-22,16193900000
2005-06-23,16034378000
2005-06-24,15937698000
2005-06-27,15797512000
2005-06-28,16024710000
2005-06-29,16063381999
2005-06-30,15831350000
2005-07-01,15976369999
2005-07-05,16256742000
2005-07-06,16338919999
2005-07-07,16329252000
2005-07-08,16619292000
2005-07-11,16802983999
2005-07-12,16841656000
2005-07-13,16686968000
2005-07-14,16778814000
2005-07-15,16860992000
2005-07-18,16899664000
2005-07-19,17281550000
2005-07-20,17315388000
2005-07-21,17233210000
2005-07-22,17247712000
2005-07-25,17093024000
2005-07-26,17039850000
2005-07-27,17547420000
2005-07-28,17745614000
2005-07-29,17774618000
2005-08-01,17267880000
2005-08-02,17197110000
2005-08-03,17088596000
2005-08-04,16847978000
2005-08-05,16890439999
2005-08-08,16847978000
2005-08-09,16895158000
2005-08-10,16843260000
2005-08-11,17197110000
2005-08-12,17126339999
2005-08-15,17178237999
2005-08-16,15248576000
2005-08-17,15224986000
2005-08-18,15154215999
2005-08-19,15324063999
2005-08-22,15262730000
2005-08-23,15116472000
2005-08-24,14941906000
2005-08-25,15059856000
2005-08-26,15059856000
2005-08-29,15097600000
2005-08-30,15224986000
2005-08-31,15423141999
2005-09-01,15309910000
2005-09-02,15347654000
2005-09-06,15583554000
2005-09-07,15536374000
2005-09-08,15267448000
2005-09-09,15229704000
2005-09-12,15413706000
2005-09-13,15248576000
2005-09-14,14974932000
2005-09-15,14776776000
2005-09-16,14757904000
2005-09-19,14531440000
2005-09-20,14399336000
2005-09-21,14248360000
2005-09-22,14385182000
2005-09-23,14286104000
2005-09-26,14361592000
2005-09-27,14583338000
2005-09-28,14352156000
2005-09-29,14295540000
2005-09-30,14437080000
2005-10-03,14536158000
2005-10-04,14338002000
2005-10-05,14172872000
2005-10-06,14238924000
2005-10-07,14418208000
2005-10-10,14267232000
2005-10-11,14054922000
2005-10-12,14120974000
2005-10-13,13998306000
2005-10-14,14003024000
2005-10-17,13998306000
2005-10-18,13771842000
2005-10-19,13870920000
2005-10-20,13819022000
2005-10-21,13484044000
2005-10-24,13800150000
2005-10-25,13743534000
2005-10-26,13951126000
2005-10-27,13719944000
2005-10-28,14069076000
2005-10-31,14314412000
2005-11-01,14413490000
2005-11-02,14658826000
2005-11-03,14734314000
2005-11-04,14616364000
2005-11-07,14880572000
2005-11-08,14880572000
2005-11-09,14970214000
2005-11-10,15163652000
2005-11-11,15069292000
2005-11-14,15064574000
2005-11-15,14875854000
2005-11-16,15045702000
2005-11-17,14823956000
2005-11-18,14885290000
2005-11-21,14861700000
2005-11-22,15899660000
2005-11-23,15994020000
2005-11-25,15965712000
2005-11-28,16253510000
2005-11-29,16338434000
2005-11-30,16362024000
2005-12-01,16295972000
2005-12-02,16248791999
2005-12-05,16088380000
2005-12-06,16418639999
2005-12-07,16267663999
2005-12-08,16305408000
2005-12-09,16305408000
2005-12-12,16041200000
2005-12-13,16347870000
2005-12-14,16446948000
2005-12-15,16494128000
2005-12-16,16517718000
2005-12-19,16376178000
2005-12-20,16508282000
2005-12-21,16446948000
2005-12-22,16640386000
2005-12-23,16649822000
2005-12-27,16277100000
2005-12-28,16267663999
2005-12-29,16201612000
2005-12-30,16069508000
2006-01-03,16041200000
2006-01-04,16064789999
2006-01-05,16088380000
2006-01-06,16140278000
2006-01-09,16239356000
2006-01-10,16244074000
2006-01-11,16310126000
2006-01-12,16343152000
2006-01-13,16418639999
2006-01-17,16607360000
2006-01-18,16612078000
2006-01-19,16626232000
2006-01-20,16244074000
2006-01-23,16324280000
2006-01-24,16682848000
2006-01-25,16885722000
2006-01-26,16833824000
2006-01-27,17079160000
2006-01-30,17036698000
2006-01-31,16885128000
2006-02-01,17671030000
2006-02-02,17586322000
2006-02-03,17529850000
2006-02-06,17628676000
2006-02-07,17671030000
2006-02-08,17313374000
2006-02-09,17383964000
2006-02-10,17322786000
2006-02-13,17365140000
2006-02-14,17572204000
2006-02-15,17718090000
2006-02-16,17647500000
2006-02-17,17929860000
2006-02-21,18278104000
2006-02-22,18565170000
2006-02-23,18296928000
2006-02-24,18268692000
2006-02-27,18198102000
2006-02-28,17948684000
2006-03-01,18141630000
2006-03-02,18268692000
2006-03-03,18442814000
2006-03-06,17943978000
2006-03-07,17962802000
2006-03-08,17633382000
2006-03-09,17529850000
2006-03-10,17642794000
2006-03-13,17694560000
2006-03-14,18122806000
2006-03-15,18494580000
2006-03-16,18447520000
2006-03-17,18447520000
2006-03-20,18334576000
2006-03-21,17962802000
2006-03-22,18183984000
2006-03-23,18353400000
2006-03-24,18414578000
2006-03-27,18475756000
2006-03-28,18565170000
2006-03-29,18687526000
2006-03-30,18772234000
2006-03-31,18602818000
2006-04-03,18824000000
2006-04-04,18932238000
2006-04-05,19040476000
2006-04-06,18824000000
2006-04-07,18739292000
2006-04-10,18866354000
2006-04-11,19049888000
2006-04-12,19779318000
2006-04-13,19934616000
2006-04-17,20151092000
2006-04-18,20838168000
2006-04-19,20748754000
2006-04-20,20555808000
2006-04-21,20602868000
2006-04-24,20348744000
2006-04-25,19760494000
2006-04-26,20306390000
2006-04-27,20207564000
2006-04-28,20654634000
2006-05-01,20715168000
2006-05-02,21346158000
2006-05-03,21201264000
2006-05-04,21014304000
2006-05-05,21117132000
2006-05-08,21313440000
2006-05-09,21243330000
2006-05-10,21219960000
2006-05-11,20710494000
2006-05-12,20948868000
2006-05-15,20453424000
2006-05-16,20874084000
2006-05-17,20205702000
2006-05-18,19541994000
2006-05-19,19668192000
2006-05-22,19462536000
2006-05-23,19775694000
2006-05-24,19649496000
2006-05-25,20163636000
2006-05-26,20350596000
2006-05-30,19789716000
2006-05-31,20004720000
2006-06-01,20172984000
2006-06-02,20509512000
2006-06-05,19883196000
2006-06-06,19163400000
2006-06-07,18836220000
2006-06-08,18738066000
2006-06-09,18653934000
2006-06-12,18065010000
2006-06-13,18116424000
2006-06-14,18153816000
2006-06-15,18770784000
2006-06-16,18887634000
2006-06-19,18429582000
2006-06-20,18415560000
2006-06-21,18438930000
2006-06-22,18378168000
2006-06-23,18681978000
2006-06-26,18859590000
2006-06-27,18667956000
2006-06-28,18378168000
2006-06-29,19261554000
2006-06-30,19513950000
2006-07-03,19513950000
2006-07-05,19107312000
2006-07-06,19196118000
2006-07-07,18822198000
2006-07-10,19130682000
2006-07-11,19224162000
2006-07-12,18686652000
2006-07-13,17845332000
2006-07-14,17289126000
2006-07-17,16807704000
2006-07-18,17027382000
2006-07-19,17639676000
2006-07-20,16784333999
2006-07-21,16377696000
2006-07-24,16966619999
2006-07-25,16737594000
2006-07-26,16989990000
2006-07-27,16957272000
2006-07-28,17275104000
2006-07-31,16490176000
2006-08-01,16222080000
2006-08-02,16494719999
2006-08-03,16676480000
2006-08-04,16612864000
2006-08-07,16599232000
2006-08-08,16417472000
2006-08-09,15990335999
2006-08-10,15917632000
2006-08-11,15694976000
2006-08-14,15604096000
2006-08-15,15676800000
2006-08-16,16322048000
2006-08-17,16499264000
2006-08-18,16526527999
2006-08-21,16417472000
2006-08-22,16617408000
2006-08-23,16676480000
2006-08-24,16649216000
2006-08-25,16790080000
2006-08-28,17085440000
2006-08-29,16985472000
2006-08-30,16990016000
2006-08-31,17744320000
2006-09-01,17971520000
2006-09-05,18734912000
2006-09-06,18394112000
2006-09-07,18430464000
2006-09-08,18471360000
2006-09-11,18103296000
2006-09-12,18425920000
2006-09-13,18462272000
2006-09-14,18039680000
2006-09-15,18375936000
2006-09-18,18453184000
2006-09-19,18166912000
2006-09-20,18085120000
2006-09-21,17930624000
2006-09-22,17639808000
2006-09-25,17930624000
2006-09-26,18816704000
2006-09-27,19007552000
2006-09-28,19262016000
2006-09-29,19066624000
2006-10-02,19080256000
2006-10-03,18993920000
2006-10-04,19402880000
2006-10-05,19893632000
2006-10-06,19375616000
2006-10-09,19993600000
2006-10-10,19811840000
2006-10-11,19852736000
2006-10-12,20488896000
2006-10-13,20198080000
2006-10-16,20384384000
2006-10-17,19898176000
2006-10-18,19934528000
2006-10-19,19889088000
2006-10-20,19230208000
2006-10-23,19466496000
2006-10-24,19870912000
2006-10-25,20020864000
2006-10-26,20089024000
2006-10-27,19766400000
2006-10-30,19680064000
2006-10-31,19348065000
2006-11-01,19275345000
2006-11-02,19407150000
2006-11-03,19461690000
2006-11-06,19488960000
2006-11-07,19279890000
2006-11-08,19875285000
2006-11-09,19679850000
2006-11-10,19798020000
2006-11-13,20138895000
2006-11-14,20420685000
2006-11-15,20270700000
2006-11-16,20320695000
2006-11-17,20534310000
2006-11-20,20320695000
2006-11-21,21652380000
2006-11-22,22293225000
2006-11-24,22047795000
2006-11-27,21629655000
2006-11-28,21538755000
2006-11-29,21943260000
2006-11-30,21816000000
2006-12-01,21470580000
2006-12-04,21847815000
2006-12-05,21693285000
2006-12-06,22302315000
2006-12-07,21961440000
2006-12-08,22061430000
2006-12-11,22075065000
2006-12-12,21475125000
2006-12-13,21520575000
2006-12-14,21843270000
2006-12-15,21720555000
2006-12-18,21816000000
2006-12-19,22043250000
2006-12-20,22061430000
2006-12-21,21793275000
2006-12-22,21411495000
2006-12-26,21747825000
2006-12-27,21929625000
2006-12-28,21766005000
2006-12-29,21606930000
2007-01-03,21243330000
2007-01-04,20947905000
2007-01-05,20657025000
2007-01-08,20757015000
2007-01-09,20966085000
2007-01-10,21052440000
2007-01-11,21702375000
2007-01-12,22575015000
2007-01-16,22520475000
2007-01-17,22702275000
2007-01-18,22761360000
2007-01-19,22429575000
2007-01-22,22015980000
2007-01-23,22629555000
2007-01-24,22493205000
2007-01-25,22084155000
2007-01-26,22334130000
2007-01-29,22393215000
2007-01-30,22706820000
2007-01-31,22708406000
2007-02-01,23328879000
2007-02-02,23627793000
2007-02-05,23577974000
2007-02-06,23718373000
2007-02-07,23437575000
2007-02-08,23301705000
2007-02-09,23274531000
2007-02-12,23374169000
2007-02-13,23251886000
2007-02-14,25344284000
2007-02-15,25706604000
2007-02-16,25797184000
2007-02-20,25670372000
2007-02-21,26259142000
2007-02-22,25602437000
2007-02-23,25665843000
2007-02-26,25638669000
2007-02-27,24524535000
2007-02-28,24520006000
2007-03-01,24506419000
2007-03-02,23818011000
2007-03-05,23596090000
2007-03-06,24239208000
2007-03-07,25095189000
2007-03-08,25086131000
2007-03-09,25588850000
2007-03-12,25588850000
2007-03-13,24760043000
2007-03-14,25068015000
2007-03-15,25068015000
2007-03-16,24918558000
2007-03-19,25539031000
2007-03-20,25407690000
2007-03-21,26136859000
2007-03-22,25566205000
2007-03-23,25403161000
2007-03-26,25004609000
2007-03-27,24601528000
2007-03-28,23890475000
2007-03-29,24565296000
2007-03-30,24601528000
2007-04-02,23659496000
2007-04-03,24171273000
2007-04-04,24230150000
2007-04-05,24361491000
2007-04-09,24596999000
2007-04-10,24660405000
2007-04-11,24551709000
2007-04-12,24420368000
2007-04-13,24637760000
2007-04-16,24827978000
2007-04-17,25158595000
2007-04-18,25267291000
2007-04-19,25068015000
2007-04-20,25262762000
2007-04-23,25525444000
2007-04-24,25570734000
2007-04-25,25738307000
2007-04-26,25729249000
2007-04-27,25416748000
2007-04-30,24483720000
2007-05-01,24327060000
2007-05-02,25235688000
2007-05-03,25446060000
2007-05-04,25477392000
2007-05-07,25786236000
2007-05-08,25880232000
2007-05-09,26618772000
2007-05-10,26341260000
2007-05-11,26856000000
2007-05-14,26775432000
2007-05-15,27003708000
2007-05-16,26497920000
2007-05-17,26309928000
2007-05-18,26072700000
2007-05-21,26591916000
2007-05-22,26363640000
2007-05-23,25880232000
2007-05-24,25298352000
2007-05-25,25611672000
2007-05-29,25817568000
2007-05-30,26730672000
2007-05-31,26963424000
2007-06-01,26802288000
2007-06-04,26905236000
2007-06-05,27057420000
2007-06-06,26314404000
2007-06-07,25557960000
2007-06-08,25969752000
2007-06-11,26086128000
2007-06-12,26104032000
2007-06-13,26927616000
2007-06-14,27017136000
2007-06-15,27249888000
2007-06-18,27308076000
2007-06-19,27223032000
2007-06-20,27191700000
2007-06-21,27818340000
2007-06-22,27607968000
2007-06-25,27478164000
2007-06-26,26985804000
2007-06-27,27209604000
2007-06-28,26717244000
2007-06-29,27021612000
2007-07-02,27639300000
2007-07-03,27357312000
2007-07-05,27540828000
2007-07-06,27688536000
2007-07-09,28158516000
2007-07-10,27724344000
2007-07-11,28024236000
2007-07-12,28722492000
2007-07-13,29335704000
2007-07-16,29452080000
2007-07-17,29295420000
2007-07-18,29250659999
2007-07-19,29917584000
2007-07-20,28888104000
2007-07-23,28637448000
2007-07-24,28198800000
2007-07-25,27822816000
2007-07-26,27084276000
2007-07-27,26618772000
2007-07-30,27375216000
2007-07-31,26353917000
2007-08-01,26235738000
2007-08-02,26301393000
2007-08-03,25706121000
2007-08-06,26240115000
2007-08-07,27089253000
2007-08-08,27321234000
2007-08-09,26283885000
2007-08-10,25671105000
2007-08-13,25964364000
2007-08-14,25627335000
2007-08-15,26393310000
2007-08-16,26380179000
2007-08-17,27273087000
2007-08-20,28074078000
2007-08-21,28297305000
2007-08-22,28608072000
2007-08-23,27877113000
2007-08-24,28507400999
2007-08-27,28511778000
2007-08-28,27667017000
2007-08-29,28765644000
2007-08-30,28866315000
2007-08-31,29776731000
2007-09-04,30341363999
2007-09-05,30105006000
2007-09-06,29934303000
2007-09-07,29732961000
2007-09-10,29978072999
2007-09-11,30262578000
2007-09-12,30166284000
2007-09-13,30188169000
2007-09-14,30183791999
2007-09-17,30512066999
2007-09-18,31921461000
2007-09-19,31755135000
2007-09-20,31619447999
2007-09-21,32232228000
2007-09-24,31899575999
2007-09-25,31111716000
2007-09-26,31982738999
2007-09-27,32254113000
2007-09-28,32481716999
2007-10-01,33028841999
2007-10-02,32446700999
2007-10-03,31733250000
2007-10-04,32306637000
2007-10-05,32232228000
2007-10-08,32525487000
2007-10-09,33155775000
2007-10-10,33856094999
2007-10-11,33435903000
2007-10-12,33751047000
2007-10-15,33794816999
2007-10-16,33055104000
2007-10-17,32958810000
2007-10-18,33387756000
2007-10-19,31763888999
2007-10-22,31698234000
2007-10-23,32801238000
2007-10-24,32582388000
2007-10-25,32245359000
2007-10-26,31829544000
2007-10-29,33037596000
2007-10-30,32967563999
2007-10-31,33899865000
2007-11-01,32950056000
2007-11-02,33422772000
2007-11-05,33764178000
2007-11-06,35081655000
2007-11-07,33772932000
2007-11-08,34560792000
2007-11-09,33492804000
2007-11-12,31041684000
2007-11-13,31925838000
2007-11-14,32192835000
2007-11-15,31063569000
2007-11-16,31746381000
2007-11-19,30967275000
2007-11-20,31733250000
2007-11-21,33278331000
2007-11-23,34280663999
2007-11-26,34678971000
2007-11-27,35243604000
2007-11-28,37204500000
2007-11-29,37046928000
2007-11-30,37598430000
2007-12-03,38745204000
2007-12-04,38381913000
2007-12-05,38911530000
2007-12-06,39607473000
2007-12-07,38565747000
2007-12-10,38907153000
2007-12-11,37375203000
2007-12-12,38473830000
2007-12-13,38889645000
2007-12-14,38149932000
2007-12-17,36884979000
2007-12-18,36701145000
2007-12-19,36604851000
2007-12-20,37917951000
2007-12-21,39318591000
2007-12-24,40119582000
2007-12-26,40561659000
2007-12-27,39554949000
2007-12-28,40390956000
2007-12-31,40758624000
2008-01-02,39480540000
2008-01-03,41100030000
2008-01-04,39384246000
2008-01-07,38692680000
2008-01-08,38543862000
2008-01-09,38364405000
2008-01-10,39498048000
2008-01-11,39069102000
2008-01-14,41445813000
2008-01-15,40425972000
2008-01-16,38456322000
2008-01-17,34617693000
2008-01-18,33440280000
2008-01-22,36394755000
2008-01-23,36302838000
2008-01-24,36149643000
2008-01-25,36276576000
2008-01-28,37392711000
2008-01-29,37966098000
2008-01-30,37847919000
2008-01-31,37974772000
2008-02-01,38560267000
2008-02-04,38252340000
2008-02-05,36205276000
2008-02-06,36127210000
2008-02-07,35554726000
2008-02-08,35762902000
2008-02-11,36578258000
2008-02-12,37506376000
2008-02-13,37098698000
2008-02-14,37445658000
2008-02-15,36864500000
2008-02-19,36209613000
2008-02-20,37202786000
2008-02-21,37246156000
2008-02-22,37805629000
2008-02-25,38594963000
2008-02-26,37931402000
2008-02-27,37402288000
2008-02-28,37718889000
2008-02-29,36955577000
2008-03-03,37979109000
2008-03-04,37597453000
2008-03-05,38720736000
2008-03-06,38100545000
2008-03-07,36092514000
2008-03-10,35238125000
2008-03-11,37181101000
2008-03-12,36422126000
2008-03-13,36530551000
2008-03-14,35945056000
2008-03-17,35142711000
2008-03-18,36183591000
2008-03-19,34474813000
2008-03-20,34362051000
2008-03-24,35324865000
2008-03-25,35667488000
2008-03-26,35051634000
2008-03-27,34327355000
2008-03-28,34669978000
2008-03-31,34886828000
2008-04-01,35147048000
2008-04-02,34617934000
2008-04-03,35997100000
2008-04-04,37185438000
2008-04-07,38339080000
2008-04-08,38456179000
2008-04-09,37697204000
2008-04-10,37692867000
2008-04-11,37432647000
2008-04-14,37298200000
2008-04-15,37393614000
2008-04-16,39111066000
2008-04-17,38837835000
2008-04-18,40195316000
2008-04-21,40485895000
2008-04-22,39857030000
2008-04-23,39249850000
2008-04-24,38551593000
2008-04-25,39033000000
2008-04-28,38829161000
2008-04-29,36469833000
2008-04-30,36091251000
2008-05-01,36232920000
2008-05-02,36593532000
2008-05-05,36220041000
2008-05-06,36954144000
2008-05-07,36477621000
2008-05-08,37271826000
2008-05-09,37052883000
2008-05-12,38366541000
2008-05-13,38718567000
2008-05-14,34880625000
2008-05-15,35893773000
2008-05-16,35859429000
2008-05-19,34687440000
2008-05-20,35206893000
2008-05-21,35129619000
2008-05-22,34751835000
2008-05-23,34524306000
2008-05-27,34283898000
2008-05-28,35451594000
2008-05-29,34919262000
2008-05-30,34919262000
2008-06-02,34678854000
2008-06-03,34743249000
2008-06-04,34623045000
2008-06-05,35567505000
2008-06-06,34906383000
2008-06-09,35065224000
2008-06-10,35056638000
2008-06-11,33914700000
2008-06-12,33468227999
2008-06-13,33451056000
2008-06-16,34601580000
2008-06-17,34000560000
2008-06-18,33511158000
2008-06-19,33348024000
2008-06-20,32785641000
2008-06-23,33262164000
2008-06-24,32343462000
2008-06-25,31579308000
2008-06-26,30694950000
2008-06-27,30643433999
2008-06-30,30965408999
2008-07-01,31519206000
2008-07-02,30158325000
2008-07-03,29385585000
2008-07-07,29973725999
2008-07-08,28745927999
2008-07-09,27479493000
2008-07-10,28265112000
2008-07-11,27900206999
2008-07-14,28891890000
2008-07-15,27801468000
2008-07-16,27968895000
2008-07-17,29132298000
2008-07-18,28904769000
2008-07-21,30463127999
2008-07-22,30299994000
2008-07-23,30703536000
2008-07-24,29102247000
2008-07-25,29698974000
2008-07-28,29926502999
2008-07-29,30394440000
2008-07-30,31540671000
2008-07-31,29642600000
2008-08-01,29667950000
2008-08-04,27563899999
2008-08-05,28168075000
2008-08-06,28480725000
2008-08-07,28294825000
2008-08-08,29177850000
2008-08-11,29397550000
2008-08-12,29300374999
2008-08-13,28349749999
2008-08-14,28265250000
2008-08-15,28159625000
2008-08-18,28146950000
2008-08-19,27673750000
2008-08-20,28024425000
2008-08-21,28299050000
2008-08-22,28535650000
2008-08-25,27901900000
2008-08-26,28282150000
2008-08-27,28713099999
2008-08-28,30001725000
2008-08-29,29815824999
2008-09-02,29029974999
2008-09-03,28108925000
2008-09-04,26828750000
2008-09-05,26714675000
2008-09-08,26524550000
2008-09-09,25328875000
2008-09-10,25244375000
2008-09-11,26017550000
2008-09-12,26718900000
2008-09-15,25861225000
2008-09-16,26697775000
2008-09-17,25316200000
2008-09-18,26203450000
2008-09-19,26778050000
2008-09-22,26659750000
2008-09-23,25675325000
2008-09-24,24978200000
2008-09-25,24403600000
2008-09-26,23376925000
2008-09-29,20178600000
2008-09-30,20913750000
2008-10-01,19561750000
2008-10-02,16781700000
2008-10-03,16578900000
2008-10-06,15755025000
2008-10-07,15210000000
2008-10-08,16050775000
2008-10-09,16477500000
2008-10-10,16105699999
2008-10-13,17935125000
2008-10-14,17740775000
2008-10-15,15674750000
2008-10-16,16435250000
2008-10-17,16654950000
2008-10-20,16308500000
2008-10-21,15797275000
2008-10-22,14293175000
2008-10-23,13680550000
2008-10-24,12827100000
2008-10-27,12628525000
2008-10-28,14056575000
2008-10-29,15100150000
2008-10-30,16240899999
2008-10-31,16291600000
2008-11-03,16490175000
2008-11-04,17973150000
2008-11-05,16701425000
2008-11-06,15129725000
2008-11-07,15721225000
2008-11-10,15577574999
2008-11-11,14838199999
2008-11-12,13828424999
2008-11-13,15117050000
2008-11-14,14276275000
2008-11-17,13832650000
2008-11-18,14246700000
2008-11-19,13131300000
2008-11-20,12155325000
2008-11-21,13084825000
2008-11-24,14018550000
2008-11-25,13984750000
2008-11-26,15108600000
2008-11-28,14707225000
2008-12-01,12844000000
2008-12-02,13452400000
2008-12-03,14259375000
2008-12-04,13089050000
2008-12-05,13515775000
2008-12-08,15636725000
2008-12-09,16042325000
2008-12-10,16371875000
2008-12-11,15273375000
2008-12-12,15573350000
2008-12-15,15362100000
2008-12-16,16152174999
2008-12-17,17060550000
2008-12-18,16338075000
2008-12-19,16638050000
2008-12-22,15564900000
2008-12-23,15750800000
2008-12-24,16076124999
2008-12-26,16253575000
2008-12-29,16000074999
2008-12-30,15907125000
2008-12-31,16190200000
2009-01-02,17537975000
2009-01-05,18121025000
2009-01-06,18830825000
2009-01-07,18019625000
2009-01-08,19088550000
2009-01-09,19430775000
2009-01-12,17559100000
2009-01-13,17229550000
2009-01-14,16688750000
2009-01-15,16747900000
2009-01-16,16849300000
2009-01-20,15755025000
2009-01-21,16600025000
2009-01-22,15831075000
2009-01-23,15471949999
2009-01-26,14922700000
2009-01-27,15167750000
2009-01-28,15991625000
2009-01-29,15210000000
2009-01-30,14677650000
2009-02-02,14836770000
2009-02-03,15221427000
2009-02-04,15851250000
2009-02-05,16755828000
2009-02-06,17673087000
2009-02-09,17170073999
2009-02-10,16231680000
2009-02-11,16180956000
2009-02-12,15766709999
2009-02-13,15263697000
2009-02-17,14156223000
2009-02-18,13623620999
2009-02-19,12841626000
2009-02-20,12211803000
2009-02-23,11408673000
2009-02-24,12025815000
2009-02-25,11417127000
2009-02-26,11488986000
2009-02-27,11620023000
2009-03-02,10495641000
2009-03-03,10690083000
2009-03-04,11379084000
2009-03-05,10702764000
2009-03-06,10783077000
2009-03-09,10897206000
2009-03-10,11767968000
2009-03-11,12123036000
2009-03-12,12638730000
2009-03-13,12533055000
2009-03-16,12723270000
2009-03-17,12993798000
2009-03-18,13129062000
2009-03-19,13454541000
2009-03-20,12985344000
2009-03-23,14540880000
2009-03-24,14781819000
2009-03-25,14655009000
2009-03-26,15183384000
2009-03-27,14824089000
2009-03-30,13695480000
2009-03-31,13894148999
2009-04-01,14481702000
2009-04-02,15246789000
2009-04-03,15766709999
2009-04-06,15622992000
2009-04-07,14786045999
2009-04-08,14553561000
2009-04-09,15838569000
2009-04-13,15838569000
