,GWW
2004-08-24,4808212530
2004-08-25,4818144988
2004-08-26,4826271544
2004-08-27,4857874819
2004-08-30,4844330559
2004-08-31,4822659742
2004-09-01,4806406629
2004-09-02,4857874819
2004-09-03,4804600727
2004-09-07,4787444664
2004-09-08,4735073523
2004-09-09,4700761396
2004-09-10,4846136460
2004-09-13,5003249884
2004-09-14,5005055785
2004-09-15,5036659060
2004-09-16,5043882666
2004-09-17,5071874138
2004-09-20,5034853158
2004-09-21,5069165285
2004-09-22,4998735130
2004-09-23,4968034806
2004-09-24,4984287919
2004-09-27,4973452510
2004-09-28,5002346933
2004-09-29,5107089215
2004-09-30,5192904402
2004-10-01,5221728850
2004-10-04,5314507541
2004-10-05,5337026640
2004-10-06,5350538100
2004-10-07,5382965604
2004-10-08,5254156353
2004-10-11,5259560937
2004-10-12,5164980718
2004-10-13,5162278426
2004-10-14,5110934879
2004-10-15,5203713570
2004-10-18,5224431142
2004-10-19,5129850923
2004-10-20,5194705930
2004-10-21,5212721210
2004-10-22,5182995998
2004-10-25,5145163910
2004-10-26,5146064674
2004-10-27,5128049395
2004-10-28,5234339545
2004-10-29,5277576217
2004-11-01,5243347185
2004-11-02,5217225030
2004-11-03,5213621974
2004-11-04,5356843448
2004-11-05,5368553380
2004-11-08,5355041920
2004-11-09,5391973244
2004-11-10,5368553380
2004-11-11,5400980884
2004-11-12,5409988523
2004-11-15,5521683258
2004-11-16,5517179438
2004-11-17,5482950407
2004-11-18,5575729098
2004-11-19,5442416027
2004-11-22,5546003886
2004-11-23,5509973326
2004-11-24,5570324514
2004-11-26,5573927570
2004-11-29,5575729098
2004-11-30,5572126042
2004-12-01,5584736738
2004-12-02,5589240557
2004-12-03,5562217638
2004-12-06,5535194718
2004-12-07,5518080202
2004-12-08,5505469506
2004-12-09,5494660339
2004-12-10,5477545823
2004-12-13,5569423750
2004-12-14,5667607025
2004-12-15,5705439112
2004-12-16,5811729263
2004-12-17,5763988772
2004-12-20,5890996494
2004-12-21,5962156849
2004-12-22,5897301842
2004-12-23,5890996494
2004-12-27,5884691146
2004-12-28,5962156849
2004-12-29,5945943097
2004-12-30,5964859141
2004-12-31,6022144012
2005-01-03,5884742948
2005-01-04,5785307968
2005-01-05,5700336257
2005-01-06,5653330629
2005-01-07,5606325002
2005-01-10,5591861732
2005-01-11,5597285459
2005-01-12,5608132911
2005-01-13,5521353291
2005-01-14,5667793899
2005-01-18,5689488804
2005-01-19,5628923861
2005-01-20,5569262873
2005-01-21,5496946523
2005-01-24,5425534128
2005-01-25,5431861809
2005-01-26,5459884394
2005-01-27,5486099071
2005-01-28,5439997398
2005-01-31,5533104698
2005-02-01,5582822189
2005-02-02,5620788272
2005-02-03,5613556637
2005-02-04,5760901200
2005-02-07,5767228880
2005-02-08,5731070705
2005-02-09,5675025534
2005-02-10,5718415344
2005-02-11,5731974660
2005-02-14,5727454888
2005-02-15,5682257169
2005-02-16,5644291086
2005-02-17,5590957778
2005-02-18,5548471923
2005-02-22,5487003025
2005-02-23,5550279831
2005-02-24,5628019907
2005-02-25,5712991618
2005-02-28,5675025534
2005-03-01,5714799527
2005-03-02,5752765610
2005-03-03,5717511390
2005-03-04,5849488728
2005-03-07,5914573442
2005-03-08,5884742948
2005-03-09,5891070629
2005-03-10,5875703405
2005-03-11,5967906750
2005-03-14,5949827663
2005-03-15,5875703405
2005-03-16,5763613063
2005-03-17,5776268424
2005-03-18,5816946370
2005-03-21,5772652606
2005-03-22,5744630021
2005-03-23,5723839070
2005-03-24,5725646979
2005-03-28,5624404090
2005-03-29,5594573595
2005-03-30,5608132911
2005-03-31,5572509296
2005-04-01,5603830611
2005-04-04,5576088875
2005-04-05,5593091875
2005-04-06,5559980771
2005-04-07,5585932717
2005-04-08,5541187982
2005-04-11,5467806617
2005-04-12,5526869667
2005-04-13,5452593407
2005-04-14,5346100937
2005-04-15,4944293217
2005-04-18,4839590537
2005-04-19,4928185112
2005-04-20,4795740697
2005-04-21,4921920850
2005-04-22,4850329274
2005-04-25,4854803747
2005-04-26,4679404386
2005-04-27,4884335272
2005-04-28,4878071009
2005-04-29,4947872796
2005-05-02,4976509426
2005-05-03,4913866797
2005-05-04,5024833740
2005-05-05,4989037952
2005-05-06,5041836739
2005-05-09,4993512426
2005-05-10,4971140058
2005-05-11,5014095004
2005-05-12,4876281220
2005-05-13,4818113064
2005-05-16,4912971903
2005-05-17,4908497429
2005-05-18,4970245163
2005-05-19,4872701641
2005-05-20,4838695642
2005-05-23,4870016957
2005-05-24,4882545483
2005-05-25,4854803747
2005-05-26,4872701641
2005-05-27,4901338271
2005-05-31,4867332273
2005-06-01,4902233166
2005-06-02,4878965904
2005-06-03,4883440377
2005-06-06,4832431380
2005-06-07,4850329274
2005-06-08,4882545483
2005-06-09,4878965904
2005-06-10,4877176115
2005-06-13,4888809746
2005-06-14,4936239165
2005-06-15,4957716638
2005-06-16,4924605534
2005-06-17,5016779688
2005-06-20,5028413319
2005-06-21,5024833740
2005-06-22,5014095004
2005-06-23,4968455374
2005-06-24,4883440377
2005-06-27,4854803747
2005-06-28,4895968903
2005-06-29,4932659586
2005-06-30,4879854365
2005-07-01,4933293179
2005-07-05,4907464419
2005-07-06,4831759432
2005-07-07,4842447195
2005-07-08,4960903233
2005-07-11,4978716171
2005-07-12,4901229890
2005-07-13,5091828327
2005-07-14,5098953502
2005-07-15,5482822316
2005-07-18,5670748812
2005-07-19,5570105712
2005-07-20,5587918650
2005-07-21,5533589189
2005-07-22,5560308596
2005-07-25,5506869782
2005-07-26,5520229486
2005-07-27,5562980537
2005-07-28,5568324418
2005-07-29,5550511480
2005-08-01,5507760429
2005-08-02,5554964715
2005-08-03,5546948893
2005-08-04,5526464014
2005-08-05,5522010780
2005-08-08,5532698542
2005-08-09,5530917249
2005-08-10,5595934472
2005-08-11,5706374688
2005-08-12,5669858165
2005-08-15,5700140160
2005-08-16,5560308596
2005-08-17,5562089890
2005-08-18,5547839540
2005-08-19,5550511480
2005-08-22,5537151777
2005-08-23,5541605011
2005-08-24,5481041022
2005-08-25,5518448192
2005-08-26,5560308596
2005-08-29,5633341642
2005-08-30,5564761831
2005-08-31,5728640860
2005-09-01,5744672505
2005-09-02,5719734391
2005-09-06,5769610618
2005-09-07,5733984742
2005-09-08,5769610618
2005-09-09,5756250914
2005-09-12,5856894014
2005-09-13,5821268138
2005-09-14,5771391912
2005-09-15,5719734391
2005-09-16,5756250914
2005-09-19,5650263933
2005-09-20,5580793475
2005-09-21,5505979135
2005-09-22,5522010780
2005-09-23,5552292774
2005-09-26,5539823718
2005-09-27,5522010780
2005-09-28,5503307195
2005-09-29,5574558947
2005-09-30,5620353287
2005-10-03,5640898125
2005-10-04,5636431856
2005-10-05,5552465993
2005-10-06,5473859654
2005-10-07,5532814408
2005-10-10,5509589808
2005-10-11,5510483062
2005-10-12,5567651309
2005-10-13,5541746947
2005-10-14,5704319149
2005-10-17,5807936597
2005-10-18,5770419935
2005-10-19,5856172306
2005-10-20,5742729065
2005-10-21,5784711997
2005-10-24,5917806822
2005-10-25,5824015167
2005-10-26,5822228659
2005-10-27,5768633427
2005-10-28,5905301268
2005-10-31,5983014354
2005-11-01,6042862362
2005-11-02,6047328632
2005-11-03,6043755616
2005-11-04,5998199669
2005-11-07,5991053639
2005-11-08,5971402054
2005-11-09,6030356808
2005-11-10,6095564340
2005-11-11,6152732587
2005-11-14,6147373064
2005-11-15,6129507987
2005-11-16,6167917903
2005-11-17,6349248436
2005-11-18,6337636136
2005-11-21,6365327006
2005-11-22,6320664313
2005-11-23,6329596851
2005-11-25,6270642097
2005-11-28,6195608772
2005-11-29,6266175827
2005-11-30,6273321858
2005-12-01,6416242476
2005-12-02,6424281761
2005-12-05,6373366291
2005-12-06,6312625028
2005-12-07,6259923050
2005-12-08,6260816304
2005-12-09,6284040905
2005-12-12,6318877805
2005-12-13,6295653205
2005-12-14,6359967483
2005-12-15,6293866697
2005-12-16,6296546459
2005-12-19,6257243289
2005-12-20,6310838520
2005-12-21,6349248436
2005-12-22,6396590891
2005-12-23,6428748030
2005-12-27,6376046052
2005-12-28,6394804383
2005-12-29,6408203191
2005-12-30,6351034944
2006-01-03,6435989373
2006-01-04,6408201675
2006-01-05,6399237901
2006-01-06,6684285898
2006-01-09,6737172162
2006-01-10,6716555483
2006-01-11,6678011257
2006-01-12,6691456917
2006-01-13,6724622879
2006-01-17,6722830125
2006-01-18,6708488087
2006-01-19,6694146049
2006-01-20,6509492315
2006-01-23,6570445975
2006-01-24,6669047484
2006-01-25,6666358351
2006-01-26,6570445975
2006-01-27,6413579939
2006-01-30,6418061825
2006-01-31,6358004543
2006-02-01,6392066882
2006-02-02,6449435033
2006-02-03,6375035713
2006-02-06,6456606052
2006-02-07,6380413977
2006-02-08,6409098052
2006-02-09,6441367637
2006-02-10,6483497372
2006-02-13,6431507486
2006-02-14,6323045826
2006-02-15,6424336467
2006-02-16,6470948089
2006-02-17,6479015485
2006-02-21,6430611108
2006-02-22,6625124993
2006-02-23,6594648163
2006-02-24,6629606880
2006-02-27,6655601823
2006-02-28,6636777899
2006-03-01,6758685219
2006-03-02,6585684390
2006-03-03,6605404692
2006-03-06,6513974202
2006-03-07,6498735787
2006-03-08,6373242958
2006-03-09,6409994429
2006-03-10,6480808240
2006-03-13,6435092995
2006-03-14,6669943861
2006-03-15,6635881522
2006-03-16,6730001143
2006-03-17,6729104766
2006-03-20,6778405520
2006-03-21,6692353295
2006-03-22,6812467860
2006-03-23,6745239558
2006-03-24,6745239558
2006-03-27,6704902578
2006-03-28,6715659106
2006-03-29,6779301898
2006-03-30,6790954803
2006-03-31,6731968074
2006-04-03,6761451146
2006-04-04,6835605539
2006-04-05,6915120490
2006-04-06,6862408332
2006-04-07,6736435206
2006-04-10,6562217054
2006-04-11,6479128397
2006-04-12,6509504896
2006-04-13,6584552715
2006-04-17,6644412285
2006-04-18,7003569706
2006-04-19,7119715140
2006-04-20,7081297804
2006-04-21,6999996000
2006-04-24,6880276860
2006-04-25,6844539803
2006-04-26,6941029856
2006-04-27,6868662316
2006-04-28,6872236022
2006-05-01,6959791811
2006-05-02,7023225087
2006-05-03,7025905366
2006-05-04,7031265925
2006-05-05,7123288846
2006-05-08,7083084657
2006-05-09,7054495012
2006-05-10,7000889427
2006-05-11,6915120490
2006-05-12,6798081629
2006-05-15,6717673251
2006-05-16,6715886399
2006-05-17,6577405304
2006-05-18,6554176217
2006-05-19,6580085583
2006-05-22,6555069643
2006-05-23,6602421243
2006-05-24,6410334563
2006-05-25,6379064638
2006-05-26,6446071620
2006-05-30,6388892329
2006-05-31,6446965046
2006-06-01,6564897334
2006-06-02,6575618451
2006-06-05,6431776797
2006-06-06,6422842533
2006-06-07,6343327582
2006-06-08,6312057657
2006-06-09,6325459053
2006-06-12,6207526766
2006-06-13,6200379354
2006-06-14,6262919204
2006-06-15,6421949106
2006-06-16,6362089536
2006-06-19,6310270804
2006-06-20,6279894306
2006-06-21,6313844510
2006-06-22,6298656261
2006-06-23,6365663242
2006-06-26,6452325605
2006-06-27,6482702103
2006-06-28,6508611469
2006-06-29,6641732006
2006-06-30,6564461393
2006-07-03,6628160141
2006-07-05,6567951735
2006-07-06,6601982573
2006-07-07,6550500024
2006-07-10,6614198772
2006-07-11,6611581015
2006-07-12,6452770438
2006-07-13,6332353626
2006-07-14,6369874807
2006-07-17,5497289217
2006-07-18,5322772099
2006-07-19,5364656207
2006-07-20,5289613846
2006-07-21,5462385793
2006-07-24,5489435946
2006-07-25,5499034388
2006-07-26,5396941874
2006-07-27,5379490162
2006-07-28,5417011342
2006-07-31,5417883928
2006-08-01,5388216018
2006-08-02,5443188910
2006-08-03,5501652144
2006-08-04,5523466784
2006-08-07,5438825982
2006-08-08,5411775829
2006-08-09,5375127234
2006-08-10,5333243126
2006-08-11,5330625369
2006-08-14,5344586738
2006-08-15,5497289217
2006-08-16,5591528460
2006-08-17,5575821920
2006-08-18,5538300739
2006-08-21,5497289217
2006-08-22,5490308532
2006-08-23,5523466784
2006-08-24,5547026595
2006-08-25,5591528460
2006-08-28,5689258046
2006-08-29,5745976110
2006-08-30,5768663335
2006-08-31,5828871741
2006-09-01,5835852425
2006-09-05,5824508813
2006-09-06,5706709758
2006-09-07,5649991695
2006-09-08,5663953064
2006-09-11,5649119109
2006-09-12,5723288884
2006-09-13,5796586074
2006-09-14,5826253984
2006-09-15,5976338705
2006-09-18,5951906309
2006-09-19,6046145553
2006-09-20,6077558634
2006-09-21,5986809732
2006-09-22,5961504750
2006-09-25,5999025931
2006-09-26,5927473912
2006-09-27,5956269237
2006-09-28,5931836840
2006-09-29,5848068624
2006-10-02,5579572334
2006-10-03,5626600638
2006-10-04,5700502258
2006-10-05,5766005967
2006-10-06,5762646802
2006-10-09,5737453068
2006-10-10,5784481372
2006-10-11,5787840536
2006-10-12,5852504454
2006-10-13,5922207119
2006-10-16,6105281587
2006-10-17,6076728689
2006-10-18,6121237619
2006-10-19,6071689942
2006-10-20,6015423935
2006-10-23,6054054328
2006-10-24,6138873233
2006-10-25,6122077410
2006-10-26,6158188429
2006-10-27,6117038663
2006-10-30,6102762214
2006-10-31,6111999916
2006-11-01,6115359081
2006-11-02,6071689942
2006-11-03,5985191454
2006-11-06,5990230201
2006-11-07,6033899340
2006-11-08,6098563258
2006-11-09,5913809207
2006-11-10,5920527537
2006-11-13,5945721271
2006-11-14,5969235423
2006-11-15,6178343416
2006-11-16,6210255480
2006-11-17,6189260701
2006-11-20,6142232397
2006-11-21,6161547594
2006-11-22,6164906758
2006-11-24,6155669056
2006-11-27,6062452239
2006-11-28,6050695163
2006-11-29,6081767435
2006-11-30,6076728689
2006-12-01,6038098296
2006-12-04,6094364302
2006-12-05,6077568480
2006-12-06,6179183208
2006-12-07,6162387385
2006-12-08,6224531929
2006-12-11,6056573701
2006-12-12,6100242840
2006-12-13,6046496208
2006-12-14,6084286809
2006-12-15,5962517094
2006-12-18,5985191454
2006-12-19,5975953752
2006-12-20,6005346442
2006-12-21,5960837511
2006-12-22,5878537980
2006-12-26,5874339024
2006-12-27,5946561062
2006-12-28,5912129625
2006-12-29,5873499233
2007-01-03,5962517094
2007-01-04,5944041688
2007-01-05,5823111764
2007-01-08,5880217562
2007-01-09,5884416517
2007-01-10,5925566283
2007-01-11,5991909783
2007-01-12,6026341220
2007-01-16,6023821847
2007-01-17,6054054328
2007-01-18,5954119182
2007-01-19,5989390410
2007-01-22,5972594587
2007-01-23,6029700385
2007-01-24,6081767435
2007-01-25,6045656416
2007-01-26,6107800961
2007-01-29,6432800132
2007-01-30,6422722638
2007-01-31,6520978202
2007-02-01,6516779246
2007-02-02,6508381335
2007-02-05,6598238986
2007-02-06,6601598151
2007-02-07,6608316480
2007-02-08,6546171936
2007-02-09,6564647341
2007-02-12,6516779246
2007-02-13,6593200240
2007-02-14,6625952094
2007-02-15,6651985619
2007-02-16,6611675645
2007-02-20,6714130164
2007-02-21,6745202436
2007-02-22,6749401392
2007-02-23,6716649537
2007-02-26,6682218100
2007-02-27,6462192822
2007-02-28,6490745721
2007-03-01,6469750942
2007-03-02,6362257676
2007-03-05,6239648170
2007-03-06,6304312087
2007-03-07,6332025195
2007-03-08,6403407442
2007-03-09,6431120550
2007-03-12,6434479714
2007-03-13,6319428328
2007-03-14,6284996891
2007-03-15,6307671252
2007-03-16,6320268119
2007-03-19,6378213708
2007-03-20,6399208486
2007-03-21,6505861961
2007-03-22,6551210683
2007-03-23,6609996062
2007-03-26,6526016948
2007-03-27,6470590733
2007-03-28,6400048277
2007-03-29,6434479714
2007-03-30,6486546765
2007-04-02,6426696352
2007-04-03,6484746103
2007-04-04,6480539600
2007-04-05,6520922035
2007-04-09,6513350329
2007-04-10,6526811140
2007-04-11,6478015698
2007-04-12,6578130486
2007-04-13,6690864785
2007-04-16,6864172737
2007-04-17,6907079075
2007-04-18,6957557119
2007-04-19,6901189970
2007-04-20,6981113540
2007-04-23,7058513208
2007-04-24,6989526547
2007-04-25,7068608817
2007-04-26,7068608817
2007-04-27,7054306704
2007-04-30,6950826713
2007-05-01,7031591584
2007-05-02,7105626050
2007-05-03,7093847839
2007-05-04,7073656621
2007-05-07,7008035164
2007-05-08,7082069629
2007-05-09,7108991253
2007-05-10,7034956787
2007-05-11,7115721658
2007-05-14,7104784749
2007-05-15,7070291418
2007-05-16,7058513208
2007-05-17,7034115487
2007-05-18,7132547673
2007-05-21,7184708319
2007-05-22,7220042950
2007-05-23,7246964574
2007-05-24,7135071575
2007-05-25,7204899537
2007-05-29,7225932055
2007-05-30,7340348956
2007-05-31,7407653015
2007-06-01,7462337563
2007-06-04,7422796429
2007-06-05,7378207489
2007-06-06,7305014325
2007-06-07,7163675801
2007-06-08,7230979860
2007-06-11,7297442618
2007-06-12,7322681640
2007-06-13,7528800322
2007-06-14,7538054630
2007-06-15,7548991540
2007-06-18,7639010719
2007-06-19,7649106328
2007-06-20,7628915110
2007-06-21,7785397047
2007-06-22,7734919003
2007-06-25,7845129400
2007-06-26,7840081596
2007-06-27,7852701107
2007-06-28,7818207776
2007-06-29,7828303385
2007-07-02,7751304354
2007-07-03,7667426458
2007-07-05,7704431412
2007-07-06,7747192692
2007-07-09,7812156945
2007-07-10,7637000162
2007-07-11,7737324704
2007-07-12,7957709763
2007-07-13,8095861591
2007-07-16,7757060680
2007-07-17,7845050237
2007-07-18,7840116243
2007-07-19,7810512280
2007-07-20,7664137129
2007-07-23,7641934156
2007-07-24,7497203670
2007-07-25,7446219067
2007-07-26,7274351614
2007-07-27,7142778444
2007-07-30,7281752605
2007-07-31,7183895060
2007-08-01,7204453367
2007-08-02,7213499023
2007-08-03,7039164573
2007-08-06,7130443460
2007-08-07,7141956112
2007-08-08,7160869755
2007-08-09,6957753674
2007-08-10,7103306493
2007-08-13,7100839496
2007-08-14,6863185459
2007-08-15,6738190948
2007-08-16,6724211298
2007-08-17,6961043004
2007-08-20,7060545213
2007-08-21,7191296050
2007-08-22,7350828519
2007-08-23,7296554586
2007-08-24,7455264722
2007-08-27,7487335682
2007-08-28,7165803749
2007-08-29,7408391780
2007-08-30,7395234463
2007-08-31,7533386291
2007-09-04,7569568913
2007-09-05,7407569448
2007-09-06,7470889036
2007-09-07,7244747651
2007-09-10,7278463275
2007-09-11,7160047423
2007-09-12,7134555121
2007-09-13,7117286143
2007-09-14,7181428063
2007-09-17,7106595823
2007-09-18,7375498488
2007-09-19,7483224021
2007-09-20,7457731719
2007-09-21,7491447344
2007-09-24,7459376384
2007-09-25,7432239417
2007-09-26,7507893990
2007-09-27,7516939645
2007-09-28,7498848334
2007-10-01,7283711266
2007-10-02,7229157468
2007-10-03,7095890335
2007-10-04,7169148292
2007-10-05,7353072522
2007-10-08,7335147703
2007-10-09,7388142820
2007-10-10,7329692323
2007-10-11,7225260769
2007-10-12,7342941103
2007-10-15,7306312125
2007-10-16,7293842685
2007-10-17,7225260769
2007-10-18,7068613437
2007-10-19,6948595083
2007-10-22,6998472840
2007-10-23,6924435544
2007-10-24,6947036403
2007-10-25,6927552904
2007-10-26,6940022343
2007-10-29,6929890924
2007-10-30,6851956928
2007-10-31,7007824920
2007-11-01,6820783329
2007-11-02,6872219767
2007-11-05,6872219767
2007-11-06,6855074288
2007-11-07,6678164117
2007-11-08,6772464252
2007-11-09,6646990518
2007-11-12,6594774741
2007-11-13,6796623791
2007-11-14,6886247886
2007-11-15,6950933103
2007-11-16,6888585906
2007-11-19,6701544316
2007-11-20,6735055934
2007-11-21,6577629262
2007-11-23,6767788212
2007-11-26,6687516196
2007-11-27,6760774153
2007-11-28,6951712443
2007-11-29,6936125644
2007-11-30,6881571846
2007-12-03,6774022932
2007-12-04,6752980753
2007-12-05,6877675147
2007-12-06,7025749739
2007-12-07,7114594494
2007-12-10,7124725914
2007-12-11,6984444721
2007-12-12,7010942280
2007-12-13,7173044991
2007-12-14,7051467958
2007-12-17,6872999107
2007-12-18,6921318184
2007-12-19,6843384188
2007-12-20,6855074288
2007-12-21,6956388482
2007-12-24,7078744856
2007-12-26,7067054757
2007-12-27,6943919043
2007-12-28,6900276005
2007-12-31,6820783329
2008-01-02,6664135997
2008-01-03,6638417779
2008-01-04,6432672029
2008-01-07,6397601731
2008-01-08,6244851099
2008-01-09,6245630439
2008-01-10,6230043640
2008-01-11,5990786272
2008-01-14,6035987990
2008-01-15,5928439075
2008-01-16,5893368777
2008-01-17,5711782566
2008-01-18,5601116292
2008-01-22,5946363894
2008-01-23,6095997167
2008-01-24,6296287536
2008-01-25,6046119409
2008-01-28,5975199473
2008-01-29,6024297890
2008-01-30,6064044228
2008-01-31,6186400602
2008-02-01,6261996578
2008-02-04,6247968459
2008-02-05,6159123703
2008-02-06,6145874924
2008-02-07,6163020403
2008-02-08,5973640793
2008-02-11,5951819274
2008-02-12,5911293596
2008-02-13,6032870630
2008-02-14,5880899338
2008-02-15,5854401779
2008-02-19,5809200061
2008-02-20,5838814980
2008-02-21,5821669501
2008-02-22,5827124880
2008-02-25,5917528316
2008-02-26,5988448252
2008-02-27,5993124292
2008-02-28,5900382837
2008-02-29,5740618145
2008-03-03,5808420721
2008-03-04,5782702503
2008-03-05,5827124880
2008-03-06,5731266065
2008-03-07,5651773389
2008-03-10,5580074113
2008-03-11,5716458606
2008-03-12,5771012403
2008-03-13,5747632205
2008-03-14,5678270948
2008-03-17,5767115704
2008-03-18,5937011815
2008-03-19,5944805214
2008-03-20,6099114526
2008-03-24,6207442781
2008-03-25,6238616379
2008-03-26,6194973342
2008-03-27,6078851688
2008-03-28,5958833334
2008-03-31,5847048803
2008-04-01,6069786230
2008-04-02,6162402136
2008-04-03,6142501197
2008-04-04,6196080647
2008-04-07,6249660097
2008-04-08,6352991893
2008-04-09,6220574110
2008-04-10,6123365680
2008-04-11,6123365680
2008-04-14,6255783462
2008-04-15,6324671326
2008-04-16,6530569497
2008-04-17,6575729319
2008-04-18,6697431212
2008-04-21,6708147102
2008-04-22,6571902216
2008-04-23,6512199400
2008-04-24,6483878834
2008-04-25,6580321843
2008-04-28,6565778850
2008-04-29,6568840533
2008-04-30,6636962976
2008-05-01,6723455516
2008-05-02,6682122798
2008-05-05,6635432134
2008-05-06,6687480743
2008-05-07,6571136795
2008-05-08,6598691940
2008-05-09,6572667636
2008-05-12,6730344303
2008-05-13,6847453671
2008-05-14,6904860224
2008-05-15,6981402295
2008-05-16,7023500434
2008-05-19,7003599496
2008-05-20,6927822846
2008-05-21,6908687328
2008-05-22,6904860224
2008-05-23,6792343380
2008-05-27,6832145257
2008-05-28,6931649949
2008-05-29,6977575192
2008-05-30,6985229399
2008-06-02,6883428445
2008-06-03,6916341535
2008-06-04,6996710710
2008-06-05,7099277085
2008-06-06,6829083574
2008-06-09,6886490127
2008-06-10,6888786390
2008-06-11,6773973283
2008-06-12,6770146179
2008-06-13,6868120030
2008-06-16,6895675176
2008-06-17,6839799464
2008-06-18,6738763930
2008-06-19,6819133105
2008-06-20,6643851762
2008-06-23,6590272313
2008-06-24,6448669481
2008-06-25,6519853607
2008-06-26,6300177864
2008-06-27,6233586262
2008-06-30,6214163913
2008-07-01,6231636501
2008-07-02,6062228365
2008-07-03,6188334870
2008-07-07,6192892936
2008-07-08,6415478514
2008-07-09,6380533338
2008-07-10,6425354324
2008-07-11,6315960730
2008-07-14,6397246248
2008-07-15,6374455916
2008-07-16,6567414062
2008-07-17,6800635128
2008-07-18,6751256075
2008-07-21,6771007696
2008-07-22,6979919075
2008-07-23,6862928703
2008-07-24,6711752832
2008-07-25,6685164112
2008-07-28,6590964072
2008-07-29,6705675410
2008-07-30,6848494826
2008-07-31,6799875450
2008-08-01,6719349610
2008-08-04,6620591504
2008-08-05,6750496397
2008-08-06,6761891563
2008-08-07,6553739862
2008-08-08,6816588361
2008-08-11,6933578732
2008-08-12,7048290071
2008-08-13,6987515852
2008-08-14,7025499739
2008-08-15,7072599759
2008-08-18,7036135227
2008-08-19,6893315812
2008-08-20,6875083547
2008-08-21,6860649669
2008-08-22,6927501311
2008-08-25,6781643184
2008-08-26,6723147999
2008-08-27,6771767374
2008-08-28,6885719035
2008-08-29,6839378693
2008-09-02,6961686809
2008-09-03,6898633556
2008-09-04,6701117344
2008-09-05,6632746347
2008-09-08,6796077062
2008-09-09,6709473799
2008-09-10,6714791543
2008-09-11,6690481856
2008-09-12,6840898048
2008-09-15,6602359238
2008-09-16,6952570676
2008-09-17,6765689952
2008-09-18,6771767374
2008-09-19,7014104573
2008-09-22,6751256075
2008-09-23,6672249590
2008-09-24,6529430175
2008-09-25,6685164112
2008-09-26,6765689952
2008-09-29,6332673640
2008-09-30,6458427074
2008-10-01,6084154653
2008-10-02,5790826069
2008-10-03,5741071601
2008-10-06,5707654420
2008-10-07,5401701568
2008-10-08,5392047716
2008-10-09,5289568363
2008-10-10,5485615821
2008-10-13,5974249260
2008-10-14,6193317443
2008-10-15,5585124759
2008-10-16,5718050877
2008-10-17,5819045022
2008-10-20,6181435779
2008-10-21,5772260969
2008-10-22,5308133463
2008-10-23,5168523909
2008-10-24,5061588932
2008-10-27,5140304957
2008-10-28,5603689859
2008-10-29,5513092170
2008-10-30,5703198796
2008-10-31,5834639706
2008-11-03,5845036162
2008-11-04,6011379460
2008-11-05,5654186932
2008-11-06,5414325836
2008-11-07,5360115744
2008-11-10,5308876067
2008-11-11,5203426298
2008-11-12,4846976373
2008-11-13,5002180611
2008-11-14,4831381689
2008-11-17,4754893476
2008-11-18,4706624215
2008-11-19,4449683227
2008-11-20,4480129992
2008-11-21,4792023676
2008-11-24,4978417283
2008-11-25,5025943939
2008-11-26,5245754726
2008-11-28,5240556498
2008-12-01,4852917205
2008-12-02,4908612506
2008-12-03,5062331536
2008-12-04,4991041551
2008-12-05,5146988393
2008-12-08,5328183771
2008-12-09,5257636390
2008-12-10,5268032846
2008-12-11,4922721982
2008-12-12,5104659964
2008-12-15,5366799180
2008-12-16,5550964974
2008-12-17,5493784465
2008-12-18,5453683849
2008-12-19,5454426453
2008-12-22,5469278533
2008-12-23,5507151338
2008-12-24,5543538934
2008-12-26,5611115899
2008-12-29,5549479766
2008-12-30,5754438473
2008-12-31,5854690014
2009-01-02,5984645716
2009-01-05,5852462202
2009-01-06,5830184082
2009-01-07,5755181077
2009-01-08,5750725453
2009-01-09,5683148488
2009-01-12,5631166207
2009-01-13,5660870368
2009-01-14,5494527069
2009-01-15,5610373295
2009-01-16,5682405884
2009-01-20,5395018132
2009-01-21,5398731152
2009-01-22,5286597947
2009-01-23,5333381999
2009-01-26,5284370135
2009-01-27,5458882077
2009-01-28,5590322987
2009-01-29,5503438318
2009-01-30,5417296252
2009-02-02,5388334696
2009-02-03,5510121754
2009-02-04,5357145328
2009-02-05,5426950105
2009-02-06,5586609967
2009-02-09,5592550799
2009-02-10,5354917516
2009-02-11,5308133463
2009-02-12,5475219365
2009-02-13,5507893942
2009-02-17,5411355420
2009-02-18,5272488471
2009-02-19,5132136313
2009-02-20,5104659964
2009-02-23,4895245633
2009-02-24,5089065280
2009-02-25,5024458731
2009-02-26,4958366974
2009-02-27,4913068130
2009-03-02,4756378684
2009-03-03,4741526603
2009-03-04,4782369824
2009-03-05,4582609345
2009-03-06,4563301641
2009-03-09,4557360809
2009-03-10,4839550333
2009-03-11,4768260348
2009-03-12,4933861042
2009-03-13,4890047405
2009-03-16,4777171596
2009-03-17,4936088854
2009-03-18,5017032691
2009-03-19,5024458731
2009-03-20,4953911350
2009-03-23,5231645250
2009-03-24,5213822754
2009-03-25,5264319826
2009-03-26,5465565513
2009-03-27,5323728147
2009-03-30,5239813894
2009-03-31,5154229740
2009-04-01,5271004110
2009-04-02,5486192100
2009-04-03,5525851320
2009-04-06,5497942980
2009-04-07,5307725610
2009-04-08,5334899520
2009-04-09,5655111000
