,ITT
2004-11-02,1415882000
2004-11-03,1455571000
2004-11-04,1482338000
2004-11-05,1503567000
2004-11-08,1498951999
2004-11-09,1484183999
2004-11-10,1497106000
2004-11-11,1510028000
2004-11-12,1523873000
2004-11-15,1500798000
2004-11-16,1486030000
2004-11-17,1491568000
2004-11-18,1504490000
2004-11-19,1485107000
2004-11-22,1483261000
2004-11-23,1489722000
2004-11-24,1510028000
2004-11-26,1516489000
2004-11-29,1527565000
2004-11-30,1504490000
2004-12-01,1515566000
2004-12-02,1499875000
2004-12-03,1490644999
2004-12-06,1478646000
2004-12-07,1466647000
2004-12-08,1469416000
2004-12-09,1495260000
2004-12-10,1508182000
2004-12-13,1496183000
2004-12-14,1482338000
2004-12-15,1470339000
2004-12-16,1464801000
2004-12-17,1466647000
2004-12-20,1483261000
2004-12-21,1475877000
2004-12-22,1485107000
2004-12-23,1488799000
2004-12-27,1470339000
2004-12-28,1499875000
2004-12-29,1491568000
2004-12-30,1489722000
2004-12-31,1492491000
2005-01-03,1474031000
2005-01-04,1451879000
2005-01-05,1448187000
2005-01-06,1463878000
2005-01-07,1449110000
2005-01-10,1461109000
2005-01-11,1449110000
2005-01-12,1450033000
2005-01-13,1440803000
2005-01-14,1455571000
2005-01-18,1462032000
2005-01-19,1458340000
2005-01-20,1443572000
2005-01-21,1428804000
2005-01-24,1422343000
2005-01-25,1445418000
2005-01-26,1462955000
2005-01-27,1486030000
2005-01-28,1485107000
2005-01-31,1507258999
2005-02-01,1521104000
2005-02-02,1529411000
2005-02-03,1519258000
2005-02-04,1537718000
2005-02-07,1536794999
2005-02-08,1546025000
2005-02-09,1516489000
2005-02-10,1551563000
2005-02-11,1568176999
2005-02-14,1582022000
2005-02-15,1571869000
2005-02-16,1577407000
2005-02-17,1562639000
2005-02-18,1551563000
2005-02-22,1528488000
2005-02-23,1542333000
2005-02-24,1536794999
2005-02-25,1558024000
2005-02-28,1554332000
2005-03-01,1562639000
2005-03-02,1557101000
2005-03-03,1557101000
2005-03-04,1573715000
2005-03-07,1598636000
2005-03-08,1607866000
2005-03-09,1580176000
2005-03-10,1591251999
2005-03-11,1586637000
2005-03-14,1605097000
2005-03-15,1606019999
2005-03-16,1594944000
2005-03-17,1602328000
2005-03-18,1618019000
2005-03-21,1611558000
2005-03-22,1595867000
2005-03-23,1590329000
2005-03-24,1601405000
2005-03-28,1597713000
2005-03-29,1564485000
2005-03-30,1599558999
2005-03-31,1594080000
2005-04-01,1604227500
2005-04-04,1611607500
2005-04-05,1612530000
2005-04-06,1611607500
2005-04-07,1604227500
2005-04-08,1603305000
2005-04-11,1602382500
2005-04-12,1610685000
2005-04-13,1585777500
2005-04-14,1557180000
2005-04-15,1526737500
2005-04-18,1535962499
2005-04-19,1531350000
2005-04-20,1503675000
2005-04-21,1544264999
2005-04-22,1524892500
2005-04-25,1554412500
2005-04-26,1523970000
2005-04-27,1529504999
2005-04-28,1502752500
2005-04-29,1597770000
2005-05-02,1588545000
2005-05-03,1581165000
2005-05-04,1585777500
2005-05-05,1598692499
2005-05-06,1611607500
2005-05-09,1621754999
2005-05-10,1618065000
2005-05-11,1618987500
2005-05-12,1616220000
2005-05-13,1603305000
2005-05-16,1610685000
2005-05-17,1633747500
2005-05-18,1665112500
2005-05-19,1679872500
2005-05-20,1656810000
2005-05-23,1654042500
2005-05-24,1661422500
2005-05-25,1645740000
2005-05-26,1669725000
2005-05-27,1672492500
2005-05-31,1678027500
2005-06-01,1677105000
2005-06-02,1673415000
2005-06-03,1676182500
2005-06-06,1677105000
2005-06-07,1663267500
2005-06-08,1653120000
2005-06-09,1673415000
2005-06-10,1668802500
2005-06-13,1675260000
2005-06-14,1669725000
2005-06-15,1675260000
2005-06-16,1680795000
2005-06-17,1728764999
2005-06-20,1740757500
2005-06-21,1749060000
2005-06-22,1709392500
2005-06-23,1710315000
2005-06-24,1719540000
2005-06-27,1707547500
2005-06-28,1728764999
2005-06-29,1742602500
2005-06-30,1727880000
2005-07-01,1743588000
2005-07-05,1761144000
2005-07-06,1740816000
2005-07-07,1750980000
2005-07-08,1774080000
2005-07-11,1789788000
2005-07-12,1795332000
2005-07-13,1787940000
2005-07-14,1807344000
2005-07-15,1811040000
2005-07-18,1806420000
2005-07-19,1805496000
2005-07-20,1819356000
2005-07-21,1810116000
2005-07-22,1829520000
2005-07-25,1811964000
2005-07-26,1805496000
2005-07-27,1803648000
2005-07-28,1800875999
2005-07-29,1883112000
2005-08-01,1884959999
2005-08-02,1920996000
2005-08-03,1913604000
2005-08-04,1914528000
2005-08-05,1907136000
2005-08-08,1915452000
2005-08-09,1929312000
2005-08-10,1907136000
2005-08-11,1910832000
2005-08-12,1907136000
2005-08-15,1910832000
2005-08-16,1896048000
2005-08-17,1907136000
2005-08-18,1901591999
2005-08-19,1908984000
2005-08-22,1918224000
2005-08-23,1895124000
2005-08-24,1867404000
2005-08-25,1884036000
2005-08-26,1877568000
2005-08-29,1875720000
2005-08-30,1884036000
2005-08-31,1931159999
2005-09-01,1905288000
2005-09-02,1921920000
2005-09-06,1954259999
2005-09-07,1958880000
2005-09-08,1952412000
2005-09-09,1993068000
2005-09-12,2033724000
2005-09-13,2022636000
2005-09-14,1994916000
2005-09-15,1976436000
2005-09-16,1989372000
2005-09-19,1967196000
2005-09-20,1965348000
2005-09-21,1945020000
2005-09-22,1968120000
2005-09-23,1978284000
2005-09-26,1969044000
2005-09-27,1990296000
2005-09-28,1981980000
2005-09-29,1986600000
2005-09-30,2007525000
2005-10-03,2031523000
2005-10-04,2020447000
2005-10-05,1963221000
2005-10-06,1944761000
2005-10-07,1984450000
2005-10-10,1954914000
2005-10-11,1941069000
2005-10-12,1920763000
2005-10-13,1929993000
2005-10-14,1961375000
2005-10-17,1967836000
2005-10-18,1956760000
2005-10-19,1964144000
2005-10-20,1943838000
2005-10-21,1953068000
2005-10-24,1994603000
2005-10-25,1959529000
2005-10-26,1898611000
2005-10-27,1749085000
2005-10-28,1767544999
2005-10-31,1796158000
2005-11-01,1782313000
2005-11-02,1785082000
2005-11-03,1785082000
2005-11-04,1757392000
2005-11-07,1755546000
2005-11-08,1743547000
2005-11-09,1696474000
2005-11-10,1738008999
2005-11-11,1772160000
2005-11-14,1764776000
2005-11-15,1789697000
2005-11-16,1836769999
2005-11-17,1861691000
2005-11-18,1879228000
2005-11-21,1890304000
2005-11-22,1888458000
2005-11-23,1900457000
2005-11-25,1879228000
2005-11-28,1881997000
2005-11-29,1900457000
2005-11-30,1922608999
2005-12-01,1933685000
2005-12-02,1922608999
2005-12-05,1917994000
2005-12-06,1891226999
2005-12-07,1743547000
2005-12-08,1765699000
2005-12-09,1755546000
2005-12-12,1748162000
2005-12-13,1743547000
2005-12-14,1726933000
2005-12-15,1728779000
2005-12-16,1800773000
2005-12-19,1819233000
2005-12-20,1842308000
2005-12-21,1876458999
2005-12-22,1871844000
2005-12-23,1871844000
2005-12-27,1835847000
2005-12-28,1851538000
2005-12-29,1828463000
2005-12-30,1817387000
2006-01-03,1850615000
2006-01-04,1863537000
2006-01-05,1882919999
2006-01-06,1889381000
2006-01-09,1889381000
2006-01-10,1897688000
2006-01-11,1885689000
2006-01-12,1840462000
2006-01-13,1841385000
2006-01-17,1822925000
2006-01-18,1830308999
2006-01-19,1837693000
2006-01-20,1829386000
2006-01-23,1868151999
2006-01-24,1887535000
2006-01-25,1863537000
2006-01-26,1869998000
2006-01-27,1802619000
2006-01-30,1812772000
2006-01-31,1811849000
2006-02-01,1811849000
2006-02-02,1852461000
2006-02-03,1824771000
2006-02-06,1830308999
2006-02-07,1800773000
2006-02-08,1792466000
2006-02-09,1828463000
2006-02-10,1827540000
2006-02-13,1822001999
2006-02-14,1832155000
2006-02-15,1865383000
2006-02-16,1884766000
2006-02-17,1887535000
2006-02-21,1877382000
2006-02-22,1873690000
2006-02-23,1862614000
2006-02-24,1861691000
2006-02-27,1876458999
2006-02-28,1856153000
2006-03-01,1873690000
2006-03-02,1871844000
2006-03-03,1862614000
2006-03-06,1862614000
2006-03-07,1874613000
2006-03-08,1849692000
2006-03-09,1838616000
2006-03-10,1850615000
2006-03-13,1838616000
2006-03-14,1891226999
2006-03-15,1903226000
2006-03-16,1935531000
2006-03-17,1977066000
2006-03-20,1991833999
2006-03-21,1979835000
2006-03-22,1998294999
2006-03-23,1995526000
2006-03-24,1999218000
2006-03-27,2034292000
2006-03-28,2005679000
2006-03-29,2043522000
2006-03-30,2049060000
2006-03-31,1983989500
2006-04-03,1990440000
2006-04-04,1987675500
2006-04-05,1991361500
2006-04-06,1968324000
2006-04-07,1941600500
2006-04-10,1927778000
2006-04-11,1913955500
2006-04-12,1925013500
2006-04-13,1914877000
2006-04-17,1894604000
2006-04-18,1895525500
2006-04-19,1900133000
2006-04-20,1892761000
2006-04-21,1887232000
2006-04-24,1899211500
2006-04-25,1900133000
2006-04-26,1910269500
2006-04-27,1874331000
2006-04-28,1984911000
2006-05-01,1970167000
2006-05-02,1972931500
2006-05-03,1969245500
2006-05-04,1992283000
2006-05-05,1999655000
2006-05-08,1995969000
2006-05-09,2006105500
2006-05-10,1995969000
2006-05-11,1995969000
2006-05-12,1977539000
2006-05-15,1967402500
2006-05-16,1992283000
2006-05-17,1942521999
2006-05-18,1878017000
2006-05-19,1886310500
2006-05-22,1848529000
2006-05-23,1831020500
2006-05-24,1819962500
2006-05-25,1823648500
2006-05-26,1840235500
2006-05-30,1832863500
2006-05-31,1840235500
2006-06-01,1891839500
2006-06-02,1873409499
2006-06-05,1826413000
2006-06-06,1798768000
2006-06-07,1769280000
2006-06-08,1757300500
2006-06-09,1755457500
2006-06-12,1688188000
2006-06-13,1691874000
2006-06-14,1737027500
2006-06-15,1764672499
2006-06-16,1745321000
2006-06-19,1689109499
2006-06-20,1715833000
2006-06-21,1727812500
2006-06-22,1696481500
2006-06-23,1701089000
2006-06-26,1726890999
2006-06-27,1690031000
2006-06-28,1711225500
2006-06-29,1741634999
2006-06-30,1745268000
2006-07-03,1739744999
2006-07-05,1729619500
2006-07-06,1767360000
2006-07-07,1762757499
2006-07-10,1759075500
2006-07-11,1743427000
2006-07-12,1717653000
2006-07-13,1679912500
2006-07-14,1642172000
2006-07-17,1604431500
2006-07-18,1681753500
2006-07-19,1725016999
2006-07-20,1707527500
2006-07-21,1685435500
2006-07-24,1695561000
2006-07-25,1690038000
2006-07-26,1684515000
2006-07-27,1667946000
2006-07-28,1762757499
2006-07-31,1782088000
2006-08-01,1758155000
2006-08-02,1771041999
2006-08-03,1781167500
2006-08-04,1785769999
2006-08-07,1769201000
2006-08-08,1735142500
2006-08-09,1705686500
2006-08-10,1699243000
2006-08-11,1705686500
2006-08-14,1698322500
2006-08-15,1733301499
2006-08-16,1776565000
2006-08-17,1756313999
2006-08-18,1750791000
2006-08-21,1749870500
2006-08-22,1748029499
2006-08-23,1733301499
2006-08-24,1719494000
2006-08-25,1726858000
2006-08-28,1726858000
2006-08-29,1718573500
2006-08-30,1725937500
2006-08-31,1725937500
2006-09-01,1745268000
2006-09-05,1733301499
2006-09-06,1694640500
2006-09-07,1698322500
2006-09-08,1703845500
2006-09-11,1685435500
2006-09-12,1681753500
2006-09-13,1725937500
2006-09-14,1722255500
2006-09-15,1734222000
2006-09-18,1726858000
2006-09-19,1722255500
2006-09-20,1743427000
2006-09-21,1714891500
2006-09-22,1700163500
2006-09-25,1724096500
2006-09-26,1759996000
2006-09-27,1795895500
2006-09-28,1808782499
2006-09-29,1807862000
2006-10-02,1752204000
2006-10-03,1765793999
2006-10-04,1794786000
2006-10-05,1834650000
2006-10-06,1828308000
2006-10-09,1814718000
2006-10-10,1819247999
2006-10-11,1833743999
2006-10-12,1869984000
2006-10-13,1863642000
2006-10-16,1892634000
2006-10-17,1882668000
2006-10-18,1883574000
2006-10-19,1890822000
2006-10-20,1878138000
2006-10-23,1883574000
2006-10-24,1886292000
2006-10-25,1898070000
2006-10-26,1895352000
2006-10-27,1889010000
2006-10-30,1892634000
2006-10-31,1887197999
2006-11-01,1873608000
2006-11-02,1855488000
2006-11-03,1848239999
2006-11-06,1860924000
2006-11-07,1860018000
2006-11-08,1869078000
2006-11-09,1846428000
2006-11-10,1853676000
2006-11-13,1871796000
2006-11-14,1879950000
2006-11-15,1890822000
2006-11-16,1895352000
2006-11-17,1898070000
2006-11-20,1904412000
2006-11-21,1925250000
2006-11-22,1913472000
2006-11-24,1912566000
2006-11-27,1866360000
2006-11-28,1869078000
2006-11-29,1876326000
2006-11-30,1871796000
2006-12-01,1850958000
2006-12-04,1894446000
2006-12-05,1867266000
2006-12-06,1863642000
2006-12-07,1857300000
2006-12-08,1871796000
2006-12-11,1840086000
2006-12-12,1839180000
2006-12-13,1840086000
2006-12-14,1862736000
2006-12-15,1885386000
2006-12-18,1900788000
2006-12-19,1929780000
2006-12-20,1949712000
2006-12-21,1948806000
2006-12-22,1956054000
2006-12-26,1974174000
2006-12-27,1975986000
2006-12-28,1966020000
2006-12-29,1971456000
2007-01-03,1966020000
2007-01-04,1974174000
2007-01-05,2001354000
2007-01-08,2025816000
2007-01-09,2034876000
2007-01-10,2056620000
2007-01-11,2081988000
2007-01-12,2075646000
2007-01-16,2072022000
2007-01-17,2061150000
2007-01-18,2046654000
2007-01-19,2064774000
2007-01-22,2052996000
2007-01-23,2050278000
2007-01-24,2053902000
2007-01-25,2030346000
2007-01-26,2027628000
2007-01-29,2030346000
2007-01-30,2038500000
2007-01-31,2070210000
2007-02-01,2102826000
2007-02-02,2064774000
2007-02-05,2065680000
2007-02-06,2082893999
2007-02-07,2081082000
2007-02-08,2091954000
2007-02-09,2071116000
2007-02-12,2077458000
2007-02-13,2106450000
2007-02-14,2101014000
2007-02-15,2105543999
2007-02-16,2091954000
2007-02-20,2104638000
2007-02-21,2125476000
2007-02-22,2121852000
2007-02-23,2115510000
2007-02-26,2126382000
2007-02-27,2075646000
2007-02-28,2054808000
2007-03-01,2025816000
2007-03-02,1994106000
2007-03-05,1981422000
2007-03-06,2014943999
2007-03-07,2012226000
2007-03-08,2047560000
2007-03-09,2084706000
2007-03-12,2087424000
2007-03-13,2052996000
2007-03-14,2064774000
2007-03-15,2056620000
2007-03-16,2063868000
2007-03-19,2087424000
2007-03-20,2096484000
2007-03-21,2130912000
2007-03-22,2124570000
2007-03-23,2150844000
2007-03-26,2123664000
2007-03-27,2110074000
2007-03-28,2081082000
2007-03-29,2088330000
2007-03-30,2092860000
2007-04-02,2097790500
2007-04-03,2125736999
2007-04-04,2131146000
2007-04-05,2132949000
2007-04-09,2141964000
2007-04-10,2129343000
2007-04-11,2106805500
2007-04-12,2116722000
2007-04-13,2123032500
2007-04-16,2111313000
2007-04-17,2110411500
2007-04-18,2099593500
2007-04-19,2109509999
2007-04-20,2133850500
2007-04-23,2145570000
2007-04-24,2143767000
2007-04-25,2175319500
2007-04-26,2174418000
2007-04-27,2233015500
2007-04-30,2203266000
2007-05-01,2243833500
2007-05-02,2261863500
2007-05-03,2256454500
2007-05-04,2252848500
2007-05-07,2277189000
2007-05-08,2282598000
2007-05-09,2299726500
2007-05-10,2276287500
2007-05-11,2275386000
2007-05-14,2278992000
2007-05-15,2284401000
2007-05-16,2292514500
2007-05-17,2306037000
2007-05-18,2317756500
2007-05-21,2305135500
2007-05-22,2301529500
2007-05-23,2275386000
2007-05-24,2271780000
2007-05-25,2288007000
2007-05-29,2289810000
2007-05-30,2315052000
2007-05-31,2324067000
2007-06-01,2317756500
2007-06-04,2325870000
2007-06-05,2310544500
2007-06-06,2284401000
2007-06-07,2256454500
2007-06-08,2264568000
2007-06-11,2283499500
2007-06-12,2278992000
2007-06-13,2351112000
2007-06-14,2384467500
2007-06-15,2395285500
2007-06-18,2364634500
2007-06-19,2395285500
2007-06-20,2384467500
2007-06-21,2403399000
2007-06-22,2381763000
2007-06-25,2360127000
2007-06-26,2359225500
2007-06-27,2349309000
2007-06-28,2344801500
2007-06-29,2357422500
2007-07-02,2381343000
2007-07-03,2397561000
2007-07-05,2405670000
2007-07-06,2415581000
2007-07-09,2430898000
2007-07-10,2392155000
2007-07-11,2403868000
2007-07-12,2464235000
2007-07-13,2454324000
2007-07-16,2452522000
2007-07-17,2485859000
2007-07-18,2479552000
2007-07-19,2511988000
2007-07-20,2441710000
2007-07-23,2450720000
2007-07-24,2401165000
2007-07-25,2418284000
2007-07-26,2321877000
2007-07-27,2215559000
2007-07-30,2257906000
2007-07-31,2169608000
2007-08-01,2269619000
2007-08-02,2286738000
2007-08-03,2193034000
2007-08-06,2277728000
2007-08-07,2302956000
2007-08-08,2312867000
2007-08-09,2199341000
2007-08-10,2201143000
2007-08-13,2222767000
2007-08-14,2133568000
2007-08-15,2117350000
2007-08-16,2063289999
2007-08-17,2097528000
2007-08-20,2149786000
2007-08-21,2156093000
2007-08-22,2213757000
2007-08-23,2160598000
2007-08-24,2207450000
2007-08-27,2225470000
2007-08-28,2161499000
2007-08-29,2235381000
2007-08-30,2229074000
2007-08-31,2346204000
2007-09-04,2318273000
2007-09-05,2277728000
2007-09-06,2301154000
2007-09-07,2205648000
2007-09-10,2199341000
2007-09-11,2225470000
2007-09-12,2207450000
2007-09-13,2232678000
2007-09-14,2218262000
2007-09-17,2191232000
2007-09-18,2271421000
2007-09-19,2300253000
2007-09-20,2284936000
2007-09-21,2310164000
2007-09-24,2303857000
2007-09-25,2303857000
2007-09-26,2343501000
2007-09-27,2383145000
2007-09-28,2344402000
2007-10-01,2390778000
2007-10-02,2375452500
2007-10-03,2315052000
2007-10-04,2288007000
2007-10-05,2320461000
2007-10-08,2323165500
2007-10-09,2349309000
2007-10-10,2324067000
2007-10-11,2329476000
2007-10-12,2350210500
2007-10-15,2322264000
2007-10-16,2269075500
2007-10-17,2270878500
2007-10-18,2276287500
2007-10-19,2167206000
2007-10-22,2155486500
2007-10-23,2215887000
2007-10-24,2217690000
2007-10-25,2171713500
2007-10-26,2269977000
2007-10-29,2282598000
2007-10-30,2250144000
2007-10-31,2310544500
2007-11-01,2219493000
2007-11-02,2240227500
2007-11-05,2250144000
2007-11-06,2289810000
2007-11-07,2221296000
2007-11-08,2207773500
2007-11-09,2178925500
2007-11-12,2144668500
2007-11-13,2203266000
2007-11-14,2218591500
2007-11-15,2204167500
2007-11-16,2159092500
2007-11-19,2123032500
2007-11-20,2150979000
2007-11-21,2074351500
2007-11-23,2112214500
2007-11-26,2142865500
2007-11-27,2185236000
2007-11-28,2246538000
2007-11-29,2226705000
2007-11-30,2224902000
2007-12-03,2178024000
2007-12-04,2174418000
2007-12-05,2204167500
2007-12-06,2247439500
2007-12-07,2277189000
2007-12-10,2259159000
2007-12-11,2185236000
2007-12-12,2177122500
2007-12-13,2213182500
2007-12-14,2146471500
2007-12-17,2095085999
2007-12-18,2111313000
2007-12-19,2141062500
2007-12-20,2185236000
2007-12-21,2242932000
2007-12-24,2270878500
2007-12-26,2270878500
2007-12-27,2257356000
2007-12-28,2286204000
2007-12-31,2284951500
2008-01-02,2210864500
2008-01-03,2262364000
2008-01-04,2208154000
2008-01-07,2157558000
2008-01-08,2097927000
2008-01-09,2087085000
2008-01-10,2111479500
2008-01-11,2046427499
2008-01-14,2086181500
2008-01-15,2006673500
2008-01-16,2006673500
2008-01-17,1946139000
2008-01-18,1941621499
2008-01-22,2014805000
2008-01-23,2022936500
2008-01-24,1985893000
2008-01-25,2006673500
2008-01-28,2018419000
2008-01-29,2015708500
2008-01-30,2024743500
2008-01-31,2055462500
2008-02-01,2082567500
2008-02-04,2070822000
2008-02-05,2006673500
2008-02-06,2001252499
2008-02-07,1974147500
2008-02-08,1949752999
2008-02-11,1951560000
2008-02-12,1972340499
2008-02-13,2002156000
2008-02-14,2015708500
2008-02-15,1992217500
2008-02-19,1972340499
2008-02-20,2000349000
2008-02-21,1954270500
2008-02-22,1948849500
2008-02-25,2003059500
2008-02-26,2039199500
2008-02-27,2032875000
2008-02-28,2017515499
2008-02-29,1946139000
2008-03-03,1956077499
2008-03-04,1934393500
2008-03-05,1955174000
2008-03-06,1913613000
2008-03-07,1888314999
2008-03-10,1836815499
2008-03-11,1901867500
2008-03-12,1897350000
2008-03-13,1904577999
2008-03-14,1848561000
2008-03-17,1842236500
2008-03-18,1898253500
2008-03-19,1830491000
2008-03-20,1825973500
2008-03-24,1860306500
2008-03-25,1882894000
2008-03-26,1865727499
2008-03-27,1805193000
2008-03-28,1788026500
2008-03-31,1795520000
2008-04-01,1861585000
2008-04-02,1858870000
2008-04-03,1852535000
2008-04-04,1896880000
2008-04-07,1947560000
2008-04-08,1943035000
2008-04-09,1925840000
2008-04-10,1961135000
2008-04-11,1952085000
2008-04-14,1956610000
2008-04-15,1999145000
2008-04-16,1995525000
2008-04-17,1972900000
2008-04-18,2010005000
2008-04-21,1987380000
2008-04-22,1946655000
2008-04-23,1971090000
2008-04-24,1996430000
2008-04-25,2107745000
2008-04-28,2150280000
2008-04-29,2216345000
2008-04-30,2218155000
2008-05-01,2239875000
2008-05-02,2228110000
2008-05-05,2229015000
2008-05-06,2260690000
2008-05-07,2254355000
2008-05-08,2261595000
2008-05-09,2252545000
2008-05-12,2307750000
2008-05-13,2310465000
2008-05-14,2307750000
2008-05-15,2311370000
2008-05-16,2296890000
2008-05-19,2301415000
2008-05-20,2264310000
2008-05-21,2220870000
2008-05-22,2229015000
2008-05-23,2203675000
2008-05-27,2244400000
2008-05-28,2259785000
2008-05-29,2279695000
2008-05-30,2287840000
2008-06-02,2264310000
2008-06-03,2273360000
2008-06-04,2252545000
2008-06-05,2257975000
2008-06-06,2187385000
2008-06-09,2192815000
2008-06-10,2168380000
2008-06-11,2124940000
2008-06-12,2146660000
2008-06-13,2208200000
2008-06-16,2227205000
2008-06-17,2230825000
2008-06-18,2202770000
2008-06-19,2267930000
2008-06-20,2220870000
2008-06-23,2200960000
2008-06-24,2177430000
2008-06-25,2188290000
2008-06-26,2114080000
2008-06-27,2149375000
2008-06-30,2190678000
2008-07-01,2185260000
2008-07-02,2102184000
2008-07-03,2098571999
2008-07-07,2083221000
2008-07-08,2130177000
2008-07-09,2082318000
2008-07-10,2111214000
2008-07-11,2076900000
2008-07-14,2076900000
2008-07-15,2055228000
2008-07-16,2116632000
2008-07-17,2118438000
2008-07-18,2135594999
2008-07-21,2168103000
2008-07-22,2201514000
2008-07-23,2259306000
2008-07-24,2167200000
2008-07-25,2306262000
2008-07-28,2241246000
2008-07-29,2294523000
2008-07-30,2369472000
2008-07-31,2316195000
2008-08-01,2322516000
2008-08-04,2278269000
2008-08-05,2329740000
2008-08-06,2350509000
2008-08-07,2308068000
2008-08-08,2351412000
2008-08-11,2337867000
2008-08-12,2309874000
2008-08-13,2295426000
2008-08-14,2302650000
2008-08-15,2317098000
2008-08-18,2298135000
2008-08-19,2256597000
2008-08-20,2266530000
2008-08-21,2262015000
2008-08-22,2248470000
2008-08-25,2223186000
2008-08-26,2216865000
2008-08-27,2242149000
2008-08-28,2247567000
2008-08-29,2205126000
2008-09-02,2184357000
2008-09-03,2161782000
2008-09-04,2082318000
2008-09-05,2100378000
2008-09-08,2134692000
2008-09-09,2052519000
2008-09-10,2067869999
2008-09-11,2094960000
2008-09-12,2118438000
2008-09-15,2023623000
2008-09-16,2098571999
2008-09-17,1995630000
2008-09-18,2038071000
2008-09-19,2004660000
2008-09-22,1927002000
2008-09-23,1905330000
2008-09-24,1905330000
2008-09-25,1937838000
2008-09-26,1954092000
2008-09-29,1840314000
2008-09-30,1921260000
2008-10-01,1907729999
2008-10-02,1825647999
2008-10-03,1736350000
2008-10-06,1698465999
2008-10-07,1602854000
2008-10-08,1596540000
2008-10-09,1498222000
2008-10-10,1542420000
2008-10-13,1619992000
2008-10-14,1596540000
2008-10-15,1455828000
2008-10-16,1534302000
2008-10-17,1492810000
2008-10-20,1571284000
2008-10-21,1511752000
2008-10-22,1419748000
2008-10-23,1428768000
2008-10-24,1294370000
2008-10-27,1269114000
2008-10-28,1488300000
2008-10-29,1435082000
2008-10-30,1476574000
2008-10-31,1537008000
2008-11-03,1546028000
2008-11-04,1597442000
2008-11-05,1555950000
2008-11-06,1449514000
2008-11-07,1483790000
2008-11-10,1485594000
2008-11-11,1428768000
2008-11-12,1341274000
2008-11-13,1458534000
2008-11-14,1416140000
2008-11-17,1387276000
2008-11-18,1410728000
2008-11-19,1314214000
2008-11-20,1254682000
2008-11-21,1306096000
2008-11-24,1355706000
2008-11-25,1330450000
2008-11-26,1410728000
2008-11-28,1445906000
2008-12-01,1286252000
2008-12-02,1376452000
2008-12-03,1426964000
2008-12-04,1413434000
2008-12-05,1461240000
2008-12-08,1501829999
2008-12-09,1473868000
2008-12-10,1504536000
2008-12-11,1437788000
2008-12-12,1467554000
2008-12-15,1463044000
2008-12-16,1592932000
2008-12-17,1558656000
2008-12-18,1517164000
2008-12-19,1526184000
2008-12-22,1507242000
2008-12-23,1505438000
2008-12-24,1527988000
2008-12-26,1540615999
2008-12-29,1510850000
2008-12-30,1557754000
2008-12-31,1602510000
2009-01-02,1700790000
2009-01-05,1749930000
2009-01-06,1770860000
2009-01-07,1724450000
2009-01-08,1726270000
2009-01-09,1687140000
2009-01-12,1640730000
2009-01-13,1635270000
2009-01-14,1582490000
2009-01-15,1629810000
2009-01-16,1644370000
2009-01-20,1546089999
2009-01-21,1610700000
2009-01-22,1580670000
2009-01-23,1570660000
2009-01-26,1601600000
2009-01-27,1635270000
2009-01-28,1696240000
2009-01-29,1626170000
2009-01-30,1577940000
2009-02-02,1538810000
2009-02-03,1569750000
2009-02-04,1560649999
2009-02-05,1582490000
2009-02-06,1556100000
2009-02-09,1568839999
2009-02-10,1513330000
2009-02-11,1497860000
2009-02-12,1481480000
2009-02-13,1506960000
2009-02-17,1445990000
2009-02-18,1447810000
2009-02-19,1444170000
2009-02-20,1396850000
2009-02-23,1352260000
2009-02-24,1385020000
2009-02-25,1364090000
2009-02-26,1344070000
2009-02-27,1302210000
2009-03-02,1211210000
2009-03-03,1208480000
2009-03-04,1214850000
2009-03-05,1156610000
2009-03-06,1162980000
2009-03-09,1123850000
2009-03-10,1195740000
2009-03-11,1226680000
2009-03-12,1255800000
2009-03-13,1264900000
2009-03-16,1290380000
2009-03-17,1329510000
2009-03-18,1362270000
2009-03-19,1356810000
2009-03-20,1314950000
2009-03-23,1389570000
2009-03-24,1365000000
2009-03-25,1364090000
2009-03-26,1428700000
2009-03-27,1395940000
2009-03-30,1338610000
2009-03-31,1344112500
2009-04-01,1324950000
2009-04-02,1341375000
2009-04-03,1328600000
2009-04-06,1363275000
2009-04-07,1338637500
2009-04-08,1352325000
2009-04-09,1412550000
2009-04-13,1393387500
2009-04-14,1388825000
2009-04-15,1400687500
2009-04-16,1447225000
2009-04-17,1463650000
2009-04-20,1401600000
2009-04-21,1418937500
2009-04-22,1438100000
2009-04-23,1478250000
2009-04-24,1451787500
2009-04-27,1424412500
2009-04-28,1415287500
2009-04-29,1459087500
2009-04-30,1433537500
2009-05-01,1452700000
2009-05-04,1466387500
2009-05-05,1486462500
2009-05-06,1495587500
2009-05-07,1462737500
2009-05-08,1488287500
2009-05-11,1442662500
2009-05-12,1440837500
2009-05-13,1408900000
2009-05-14,1424412500
2009-05-15,1424412500
2009-05-18,1442662500
2009-05-19,1451787500
2009-05-20,1432625000
2009-05-21,1383350000
2009-05-22,1393387500
2009-05-26,1445400000
2009-05-27,1428062500
2009-05-28,1449962500
2009-05-29,1439012500
2009-06-01,1512924999
2009-06-02,1527524999
2009-06-03,1507450000
2009-06-04,1550337499
2009-06-05,1607825000
2009-06-08,1601437500
2009-06-09,1601437500
2009-06-10,1590487500
2009-06-11,1612387500
2009-06-12,1630637500
2009-06-15,1587749999
2009-06-16,1569500000
2009-06-17,1582275000
2009-06-18,1578625000
2009-06-19,1564937499
