,ITT
2018-09-25,5343600000
2018-09-26,5343600000
2018-09-27,5346228000
2018-09-28,5366376000
2018-10-01,5282280000
2018-10-02,5314692000
2018-10-03,5352360000
2018-10-04,5319072000
2018-10-05,5223588000
2018-10-08,5159640000
2018-10-09,4943268000
2018-10-10,4667328000
2018-10-11,4618272000
2018-10-12,4628784000
2018-10-15,4593744000
2018-10-16,4679592000
2018-10-17,4620900000
2018-10-18,4505268000
2018-10-19,4431684000
2018-10-22,4396644000
2018-10-23,4302912000
2018-10-24,4048872000
2018-10-25,4201296000
2018-10-26,4274004000
2018-10-29,4333572000
2018-10-30,4365984000
2018-10-31,4423800000
2018-11-01,4621776000
2018-11-02,4990572000
2018-11-05,4875816000
2018-11-06,4922244000
2018-11-07,4964292000
2018-11-08,4976556000
2018-11-09,4954656000
2018-11-12,4819752000
2018-11-13,4855668000
2018-11-14,4832016000
2018-11-15,4900344000
2018-11-16,4921368000
2018-11-19,4835520000
2018-11-20,4711128000
2018-11-21,4778580000
2018-11-23,4738284000
2018-11-26,4782960000
2018-11-27,4747920000
2018-11-28,4840776000
2018-11-29,4774200000
2018-11-30,4857420000
2018-12-03,4924872000
2018-12-04,4613892000
2018-12-06,4559580000
2018-12-07,4431684000
2018-12-10,4386132000
2018-12-11,4368612000
2018-12-12,4417668000
2018-12-13,4380000000
2018-12-14,4334448000
2018-12-17,4287144000
2018-12-18,4322184000
2018-12-19,4188156000
2018-12-20,4186404000
2018-12-21,4112820000
2018-12-24,3967404000
2018-12-26,4169760000
2018-12-27,4169760000
2018-12-28,4126836000
2018-12-31,4228452000
2019-01-02,4272252000
2019-01-03,4123332000
2019-01-04,4279260000
2019-01-07,4293276000
2019-01-08,4380000000
2019-01-09,4422924000
2019-01-10,4458840000
2019-01-11,4444824000
2019-01-14,4425552000
2019-01-15,4441320000
2019-01-16,4482492000
2019-01-17,4579728000
2019-01-18,4661196000
2019-01-22,4522788000
2019-01-23,4443072000
2019-01-24,4455336000
2019-01-25,4535928000
2019-01-28,4484244000
2019-01-29,4510524000
2019-01-30,4570092000
2019-01-31,4604256000
2019-02-01,4627908000
2019-02-04,4649808000
2019-02-05,4669080000
2019-02-06,4731276000
2019-02-07,4625280000
2019-02-08,4656816000
2019-02-11,4673460000
2019-02-12,4757556000
2019-02-13,4808364000
2019-02-14,4801356000
2019-02-15,4895088000
2019-02-19,4906476000
2019-02-20,4961664000
2019-02-21,4937136000
2019-02-22,5136864000
2019-02-25,5132484000
2019-02-26,5132484000
2019-02-27,5105328000
2019-02-28,5059776000
2019-03-01,5132484000
2019-03-04,5112336000
2019-03-05,5087808000
2019-03-06,5020356000
2019-03-07,4980936000
2019-03-08,4977432000
2019-03-11,5065032000
2019-03-12,5048388000
2019-03-13,5061528000
2019-03-14,4999332000
2019-03-15,5045760000
2019-03-18,5150880000
2019-03-19,5168400000
2019-03-20,5077296000
2019-03-21,5139492000
2019-03-22,4913484000
2019-03-25,4910856000
2019-03-26,4980936000
2019-03-27,4989696000
2019-03-28,5062404000
2019-03-29,5080800000
2019-04-01,5232002000
2019-04-02,5209174000
2019-04-03,5275024000
2019-04-04,5289950000
2019-04-05,5320680000
2019-04-08,5380384000
2019-04-09,5286438000
2019-04-10,5281170000
2019-04-11,5375116000
2019-04-12,5490134000
2019-04-15,5432186000
2019-04-16,5468184000
2019-04-17,5491012000
2019-04-18,5496280000
2019-04-22,5479598000
2019-04-23,5475208000
2019-04-24,5452380000
2019-04-25,5324192000
2019-04-26,5358434000
2019-04-29,5366336000
2019-04-30,5316290000
2019-05-01,5279414000
2019-05-02,5228490000
2019-05-03,5548960000
2019-05-06,5426918000
2019-05-07,5415504000
2019-05-08,5383896000
2019-05-09,5334728000
2019-05-10,5364580000
2019-05-13,5202150000
2019-05-14,5260976000
2019-05-15,5296974000
2019-05-16,5366336000
2019-05-17,5258342000
2019-05-20,5189858000
2019-05-21,5278536000
2019-05-22,5211808000
2019-05-23,5088888000
2019-05-24,5109082000
2019-05-28,5071328000
2019-05-29,5126642000
2019-05-30,5146836000
2019-05-31,5059036000
2019-06-03,5100302000
2019-06-04,5320680000
2019-06-05,5289072000
2019-06-06,5297852000
2019-06-07,5322436000
2019-06-10,5367214000
2019-06-11,5423406000
2019-06-12,5432186000
2019-06-13,5514718000
2019-06-14,5472574000
2019-06-17,5390042000
2019-06-18,5485744000
2019-06-19,5570032000
2019-06-20,5677148000
2019-06-21,5668368000
2019-06-24,5581446000
2019-06-25,5553350000
2019-06-26,5549838000
2019-06-27,5622712000
2019-06-28,5749144000
2019-07-01,5753534000
2019-07-02,5734218000
2019-07-03,5782508000
2019-07-05,5738608000
2019-07-08,5698220000
2019-07-09,5657832000
2019-07-10,5590226000
2019-07-11,5568276000
2019-07-12,5707878000
2019-07-15,5646418000
2019-07-16,5701732000
2019-07-17,5527888000
2019-07-18,5498914000
2019-07-19,5588470000
2019-07-22,5591982000
2019-07-23,5709634000
2019-07-24,5705244000
2019-07-25,5600762000
2019-07-26,5636760000
2019-07-29,5500670000
2019-07-30,5553350000
2019-07-31,5480476000
2019-08-01,5328582000
2019-08-02,5203906000
2019-08-05,4995820000
2019-08-06,5077474000
2019-08-07,5013380000
2019-08-08,5171420000
2019-08-09,4987918000
2019-08-12,4826366000
2019-08-13,4910654000
2019-08-14,4800904000
2019-08-15,4781588000
2019-08-16,4921190000
2019-08-19,5026550000
2019-08-20,4995820000
2019-08-21,5003722000
2019-08-22,5003722000
2019-08-23,4798270000
2019-08-26,4813196000
2019-08-27,4760516000
2019-08-28,4802660000
2019-08-29,4965968000
2019-08-30,4997576000
2019-09-03,4845682000
2019-09-04,4920312000
2019-09-05,5126642000
2019-09-06,5167030000
2019-09-09,5291706000
2019-09-10,5431308000
2019-09-11,5426040000
2019-09-12,5359312000
2019-09-13,5416382000
2019-09-16,5440088000
2019-09-17,5391798000
2019-09-18,5375116000
2019-09-19,5325070000
2019-09-20,5230246000
2019-09-23,5260976000
2019-09-24,5217954000
2019-09-25,5402334000
2019-09-26,5375994000
2019-09-27,5390042000
2019-09-30,5366363000
2019-10-01,5165530000
2019-10-02,5025210000
2019-10-03,5052397000
2019-10-04,5067306000
2019-10-07,4987499000
2019-10-08,4841040000
2019-10-09,4900676000
2019-10-10,4976975000
2019-10-11,5204995000
2019-10-14,5099755000
2019-10-15,5176931000
2019-10-16,5139220000
2019-10-17,5204995000
2019-10-18,5237444000
2019-10-21,5281294000
2019-10-22,5315497000
2019-10-23,5302342000
2019-10-24,5235690000
2019-10-25,5353208000
2019-10-28,5336545000
2019-10-29,5360224000
2019-10-30,5297957000
2019-10-31,5213765000
2019-11-01,5662788999
2019-11-04,6121460000
2019-11-05,5962723000
2019-11-06,6022359000
2019-11-07,6045161000
2019-11-08,5994294999
2019-11-11,6020605000
2019-11-12,6027621000
2019-11-13,6003941999
2019-11-14,5999557000
2019-11-15,6076733000
2019-11-18,6045161000
2019-11-19,6059193000
2019-11-20,6020605000
2019-11-21,6042530000
2019-11-22,6058316000
2019-11-25,6133738000
2019-11-26,6173203000
2019-11-27,6186358000
2019-11-29,6119706000
2019-12-02,6115321000
2019-12-03,6033760000
2019-12-04,6123213999
2019-12-05,6212668000
2019-12-06,6247748000
2019-12-09,6209160000
2019-12-10,6252133000
2019-12-11,6389822000
2019-12-12,6477522000
2019-12-13,6361758000
2019-12-16,6418763000
2019-12-17,6399469000
2019-12-18,6361758000
2019-12-19,6432794999
2019-12-20,6453843000
2019-12-23,6503832000
2019-12-24,6481030000
2019-12-26,6492431000
2019-12-27,6490677000
2019-12-30,6492431000
2019-12-31,6459734000
2020-01-02,6603070000
2020-01-03,6475466000
2020-01-06,6432639999
2020-01-07,6415160000
2020-01-08,6350484000
2020-01-09,6353980000
2020-01-10,6269202000
2020-01-13,6391562000
2020-01-14,6330382000
2020-01-15,6323389999
2020-01-16,6406420000
2020-01-17,6418656000
2020-01-21,6319020000
2020-01-22,6324264000
2020-01-23,6305036000
2020-01-24,6241234000
2020-01-27,6117126000
2020-01-28,6180053999
2020-01-29,6134606000
2020-01-30,6080417999
2020-01-31,5862792000
2020-02-03,5957184000
2020-02-04,6106638000
2020-02-05,6225502000
2020-02-06,6160826000
2020-02-07,6016616000
2020-02-10,6049828000
2020-02-11,6063812000
2020-02-12,6122370000
2020-02-13,6054198000
2020-02-14,6065560000
2020-02-18,6042836000
2020-02-19,5974664000
2020-02-20,6019238000
2020-02-21,6222006000
2020-02-24,5808603999
2020-02-25,5490468000
2020-02-26,5403942000
2020-02-27,5308676000
2020-02-28,5257110000
2020-03-02,5348880000
2020-03-03,5117270000
2020-03-04,5346258000
2020-03-05,4973060000
2020-03-06,4964320000
2020-03-09,4190830000
2020-03-10,4585878000
2020-03-11,4189956000
2020-03-12,3754704000
2020-03-13,4112169999
2020-03-16,3734601999
2020-03-17,3880560000
2020-03-18,3362278000
2020-03-19,3512606000
2020-03-20,3374514000
2020-03-23,3320326000
2020-03-24,3872694000
2020-03-25,4023022000
2020-03-26,4054486000
2020-03-27,3746838000
2020-03-30,3998550000
2020-03-31,3914568000
2020-04-01,3794611000
2020-04-02,3853295000
2020-04-03,3842939000
2020-04-06,4081989999
2020-04-07,4129455000
2020-04-08,4368506000
2020-04-09,4420286000
2020-04-13,4228700000
2020-04-14,4229563000
2020-04-15,4022443000
2020-04-16,4032798999
2020-04-17,4219207000
2020-04-20,4195043000
2020-04-21,4041429000
2020-04-22,4099250000
2020-04-23,4231289000
2020-04-24,4269261000
2020-04-27,4497956000
2020-04-28,4526435000
2020-04-29,4785335000
2020-04-30,4549736000
2020-05-01,4346068000
2020-05-04,4099250000
2020-05-05,4151893000
2020-05-06,4140673999
2020-05-07,4192454000
2020-05-08,4430642000
2020-05-11,4346068000
2020-05-12,4099250000
2020-05-13,4033662000
2020-05-14,4088894000
2020-05-15,4186413000
2020-05-18,4608420000
2020-05-19,4564407000
2020-05-20,4662789000
2020-05-21,4642940000
2020-05-22,4682638000
2020-05-26,5021797000
2020-05-27,5194397000
2020-05-28,5075303000
2020-05-29,4979510000
2020-06-01,4957072000
2020-06-02,4961387000
2020-06-03,5226328000
2020-06-04,5211657000
2020-06-05,5471420000
2020-06-08,5600007000
2020-06-09,5409284000
2020-06-10,5171096000
2020-06-11,4687816000
2020-06-12,4745637000
2020-06-15,4894936000
2020-06-16,5007126000
2020-06-17,4907881000
2020-06-18,4850060000
2020-06-19,4758582000
2020-06-22,4774979000
2020-06-23,4816403000
2020-06-24,4753404000
2020-06-25,4937223000
2020-06-26,4910470000
2020-06-29,5038194000
2020-06-30,5075136000
2020-07-01,4929984000
2020-07-02,4982688000
2020-07-06,5057856000
2020-07-07,4999104000
2020-07-08,4953312000
2020-07-09,4815936000
2020-07-10,4883328000
2020-07-13,4980096000
2020-07-14,5119200000
2020-07-15,5222880000
2020-07-16,5185728000
2020-07-17,5202144000
2020-07-20,5099328000
2020-07-21,5156352000
2020-07-22,5165856000
2020-07-23,5181408000
2020-07-24,5137344000
2020-07-27,5214240000
2020-07-28,5082912000
2020-07-29,5182272000
2020-07-30,5097600000
2020-07-31,4987872000
2020-08-03,5133888000
2020-08-04,5082048000
2020-08-05,5157216000
2020-08-06,5134752000
2020-08-07,5214240000
2020-08-10,5403456000
2020-08-11,5472576000
2020-08-12,5469120000
2020-08-13,5400864000
2020-08-14,5411232000
2020-08-17,5390496000
2020-08-18,5318784000
2020-08-19,5322240000
2020-08-20,5286816000
2020-08-21,5266080000
2020-08-24,5365440000
2020-08-25,5419872000
2020-08-26,5432832000
2020-08-27,5446656000
2020-08-28,5533056000
2020-08-31,5426784000
2020-09-01,5516640000
2020-09-02,5577984000
2020-09-03,5375808000
2020-09-04,5439744000
2020-09-08,5292864000
2020-09-09,5403456000
2020-09-10,5345568000
2020-09-11,5409504000
2020-09-14,5457024000
2020-09-15,5465664000
2020-09-16,5499360000
2020-09-17,5477760000
2020-09-18,5373216000
2020-09-21,5112288000
2020-09-22,5159808000
2020-09-23,5017248000
2020-09-24,5025888000
2020-09-25,5037120000
2020-09-28,5182272000
2020-09-29,5136480000
2020-09-30,4934318030
2020-10-01,4891701566
2020-10-02,4926797478
2020-10-05,5067181124
2020-10-06,5093920866
2020-10-07,5235975746
2020-10-08,5290290847
2020-10-09,5368838839
2020-10-12,5343770331
2020-10-13,5271907274
2020-10-14,5305331952
2020-10-15,5363825137
2020-10-16,5403099134
2020-10-19,5343770331
2020-10-20,5472455340
2020-10-21,5437359428
2020-10-22,5537633461
2020-10-23,5540975929
2020-10-26,5404770367
2020-10-27,5259373020
2020-10-28,5090578398
2020-10-29,5246838766
2020-10-30,5056318103
2020-11-02,5207564770
2020-11-03,5388058029
2020-11-04,5246838766
2020-11-05,5465770404
2020-11-06,5410619686
2020-11-09,5799181563
2020-11-10,5962962483
2020-11-11,5840126793
2020-11-12,5694729446
2020-11-13,5812551434
2020-11-16,6099168045
2020-11-17,6063236516
2020-11-18,6070757069
2020-11-19,6002236480
2020-11-20,6010592649
2020-11-23,6088305024
2020-11-24,6346510659
2020-11-25,6245401009
2020-11-27,6267962666
2020-11-30,6069085835
2020-12-01,6186907823
2020-12-02,6181894122
2020-12-03,6227853053
2020-12-04,6389127123
2020-12-07,6371579167
2020-12-08,6388291506
2020-12-09,6405003845
2020-12-10,6460154563
2020-12-11,6491908006
2020-12-14,6388291506
2020-12-15,6568784765
2020-12-16,6520318982
2020-12-17,6511962813
2020-12-18,6473524434
2020-12-21,6394140824
2020-12-22,6366565465
2020-12-23,6373250401
2020-12-24,6391633974
2020-12-28,6361551764
2020-12-29,6342332574
2020-12-30,6419209333
2020-12-31,6646826000
2021-01-04,6479404000
2021-01-05,6591594000
2021-01-06,6950602000
2021-01-07,7099038000
2021-01-08,7024820000
2021-01-11,7023094000
2021-01-12,7083504000
2021-01-13,6918671000
2021-01-14,7029135000
2021-01-15,6985985000
2021-01-19,6994615000
2021-01-20,7023094000
2021-01-21,6932479000
2021-01-22,6922122999
2021-01-25,6861713000
2021-01-26,6775413000
2021-01-27,6552759000
2021-01-28,6704647000
2021-01-29,6447472999
2021-02-01,6654593000
2021-02-02,6746071000
2021-02-03,6747797000
2021-02-04,6800440000
2021-02-05,6797851000
2021-02-08,6859124000
2021-02-09,6783179999
2021-02-10,6666675000
2021-02-11,6673579000
2021-02-12,6825467000
2021-02-16,6830645000
2021-02-17,6828056000
2021-02-18,6633018000
2021-02-19,6765920000
2021-02-22,6928164000
2021-02-23,7048984000
2021-02-24,7201735000
2021-02-25,7153407000
2021-02-26,7161174000
2021-03-01,7451142000
2021-03-02,7319103000
2021-03-03,7314788000
2021-03-04,7272501000
2021-03-05,7512415000
2021-03-08,7517593000
2021-03-09,7342404000
2021-03-10,7520182000
2021-03-11,7552976000
2021-03-12,7690193000
2021-03-15,7713494000
2021-03-16,7509826000
2021-03-17,7686740999
2021-03-18,7627194000
2021-03-19,7611660000
2021-03-22,7620290000
2021-03-23,7285446000
2021-03-24,7443375000
2021-03-25,7521908000
2021-03-26,7827410000
2021-03-29,7732479999
2021-03-30,7805835000
2021-03-31,7827351000
2021-04-01,7820463000
2021-04-05,7969416000
2021-04-06,7920339000
2021-04-07,7852320000
2021-04-08,7848015000
2021-04-09,7865234999
2021-04-12,7891926000
2021-04-13,7852320000
2021-04-14,7896230999
2021-04-15,7908284999
2021-04-16,7984914000
2021-04-19,7959945000
2021-04-20,7913451000
2021-04-21,8005578000
2021-04-22,7968555000
2021-04-23,8126979000
2021-04-26,8214801000
2021-04-27,8222550000
2021-04-28,8286264000
2021-04-29,8312955000
2021-04-30,8120091000
2021-05-03,8073597000
2021-05-04,8236326000
2021-05-05,8295734999
2021-05-06,8452437000
2021-05-07,8520455999
2021-05-10,8587614000
2021-05-11,8255268000
2021-05-12,8061543000
2021-05-13,8222550000
2021-05-14,8285403000
2021-05-17,8268183000
2021-05-18,8107176000
2021-05-19,7922061000
2021-05-20,7877289000
2021-05-21,7962528000
2021-05-24,8012466000
2021-05-25,7937559000
2021-05-26,7971138000
2021-05-27,8042601000
2021-05-28,8084790000
2021-06-01,8143338000
2021-06-02,8103732000
2021-06-03,8083929000
2021-06-04,8125257000
2021-06-07,8002134000
2021-06-08,8095122000
2021-06-09,8003855999
2021-06-10,7949613000
2021-06-11,8021076000
2021-06-14,7883316000
2021-06-15,8055516000
2021-06-16,7973721000
2021-06-17,7687869000
2021-06-18,7508780999
2021-06-21,7710255000
2021-06-22,7698201000
2021-06-23,7658595000
2021-06-24,7772247000
2021-06-25,7879872000
2021-06-28,7843709999
2021-06-29,7835100000
2021-06-30,7885899000
2021-07-01,8072736000
2021-07-02,8083068000
2021-07-06,7956058000
2021-07-07,8061714999
2021-07-08,8000726000
2021-07-09,8160500000
2021-07-12,8180257000
2021-07-13,8133871000
2021-07-14,8162218000
2021-07-15,8163077000
2021-07-16,8090062000
2021-07-19,7907095000
2021-07-20,8188847000
2021-07-21,8266157000
2021-07-22,8259285000
2021-07-23,8296222000
2021-07-26,8328863999
2021-07-27,8307388999
2021-07-28,8265298000
2021-07-29,8376109000
2021-07-30,8410469000
2021-08-02,8321133000
2021-08-03,8440534000
2021-08-04,8341749000
2021-08-05,8404456000
2021-08-06,8396725000
2021-08-09,8343467000
2021-08-10,8449983000
2021-08-11,8545332000
2021-08-12,8509254000
2021-08-13,8437957000
2021-08-16,8443970000
2021-08-17,8362364999
2021-08-18,8280760000
2021-08-19,8072882000
2021-08-20,8055702000
2021-08-23,8139884000
2021-08-24,8248977000
2021-08-25,8359787999
2021-08-26,8314261000
2021-08-27,8427649000
2021-08-30,8393288999
2021-08-31,8218053000
2021-09-01,8162218000
2021-09-02,8193142000
2021-09-03,8070305000
2021-09-07,7871876000
2021-09-08,7920838999
2021-09-09,7741308000
2021-09-10,7705230000
2021-09-13,7798002000
2021-09-14,7749038999
2021-09-15,7801437999
2021-09-16,7646818000
2021-09-17,7508519000
2021-09-20,7328987999
2021-09-21,7273153000
2021-09-22,7323834000
2021-09-23,7410593000
2021-09-24,7366784000
2021-09-27,7451825000
2021-09-28,7473300000
2021-09-29,7456120000
2021-09-30,7373656000
2021-10-01,7462992000
2021-10-04,7379575999
2021-10-05,7567040000
2021-10-06,7601280000
2021-10-07,7712559999
2021-10-08,7746800000
2021-10-11,7722832000
2021-10-12,7637232000
2021-10-13,7616688000
2021-10-14,7901736000
2021-10-15,8047256000
2021-10-18,8030136000
2021-10-19,7962512000
2021-10-20,8023288000
2021-10-21,8086632000
2021-10-22,8071224000
2021-10-25,8047256000
2021-10-26,8024144000
2021-10-27,7912864000
2021-10-28,8099472000
2021-10-29,8052391999
2021-11-01,8218456000
2021-11-02,8342575999
2021-11-03,8369112000
2021-11-04,8608792000
2021-11-05,8904112000
2021-11-08,8881000000
2021-11-09,8926368000
2021-11-10,8892984000
2021-11-11,8768008000
2021-11-12,8877576000
2021-11-15,8889560000
2021-11-16,8893840000
2021-11-17,8938352000
2021-11-18,8962320000
2021-11-19,8906680000
2021-11-22,8874152000
2021-11-23,8852752000
2021-11-24,8807384000
2021-11-26,8476112000
2021-11-29,8484672000
2021-11-30,8096048000
2021-12-01,8039552000
2021-12-02,8259544000
2021-12-03,8197056000
2021-12-06,8533464000
2021-12-07,8678984000
2021-12-08,8772288000
2021-12-09,8696960000
2021-12-10,8643032000
2021-12-13,8587391999
2021-12-14,8531752000
2021-12-15,8704664000
2021-12-16,8661008000
2021-12-17,8369968000
2021-12-20,8199624000
2021-12-21,8470975999
2021-12-22,8482959999
2021-12-23,8594240000
2021-12-27,8756024000
2021-12-28,8756880000
2021-12-29,8791120000
2021-12-30,8728632000
2021-12-31,8665712000
2022-01-03,8625008000
2022-01-04,8839552000
2022-01-05,8668256000
2022-01-06,8664016000
2022-01-07,8528335999
2022-01-10,8390112000
2022-01-11,8440992000
2022-01-12,8519856000
2022-01-13,8530032000
2022-01-14,8441840000
2022-01-18,8308704000
2022-01-19,8222207999
2022-01-20,8109424000
2022-01-21,7955935999
2022-01-24,8056000000
2022-01-25,7873679999
2022-01-26,7840607999
2022-01-27,7643872000
2022-01-28,7682879999
2022-01-31,7794816000
2022-02-01,7868592000
2022-02-02,7917776000
2022-02-03,7845696000
2022-02-04,7801600000
2022-02-07,7868592000
2022-02-08,7978832000
2022-02-09,8060240000
2022-02-10,7735456000
2022-02-11,7380992000
2022-02-14,7377600000
2022-02-15,7497168000
2022-02-16,7556528000
2022-02-17,7481056000
2022-02-18,7408976000
2022-02-22,7348768000
2022-02-23,7206304000
2022-02-24,7284320000
2022-02-25,7506496000
2022-02-28,7451376000
2022-03-01,7121504000
2022-03-02,7263120000
2022-03-03,7217328000
2022-03-04,6774672000
2022-03-07,6438016000
2022-03-08,6510944000
2022-03-09,6700048000
2022-03-10,6636448000
2022-03-11,6470240000
2022-03-14,6431232000
2022-03-15,6504160000
2022-03-16,6754320000
2022-03-17,6799264000
2022-03-18,6900176000
2022-03-21,6840816000
2022-03-22,6823856000
2022-03-23,6656800000
2022-03-24,6631360000
2022-03-25,6594896000
2022-03-28,6503312000
2022-03-29,6760256000
2022-03-30,6563520000
2022-03-31,6377807999
2022-04-01,6449040000
2022-04-04,6336375000
2022-04-05,6178485000
2022-04-06,6018933000
2022-04-07,5943312000
2022-04-08,5961594000
2022-04-11,5899269000
2022-04-12,5869353000
2022-04-13,6002313000
2022-04-14,6002313000
2022-04-18,5939157000
2022-04-19,6126963000
2022-04-20,6227514000
2022-04-21,6175161000
2022-04-22,6033891000
2022-04-25,6074610000
2022-04-26,5828634000
2022-04-27,5758830000
2022-04-28,5958270000
2022-04-29,5835282000
2022-05-02,5937495000
2022-05-03,6059652000
2022-05-04,6333050999
2022-05-05,6124470000
2022-05-06,5956608000
2022-05-09,5914227000
2022-05-10,5802873000
2022-05-11,5791239000
2022-05-12,5897607000
2022-05-13,6025581000
2022-05-16,5918382000
2022-05-17,6074610000
2022-05-18,5821986000
2022-05-19,5765478000
2022-05-20,5737224000
2022-05-23,5797887000
2022-05-24,5781266999
2022-05-25,5745534000
2022-05-26,5936664000
2022-05-27,6065469000
2022-05-31,6134441999
2022-06-01,5986524000
2022-06-02,6234162000
2022-06-03,6184302000
2022-06-06,6270725999
2022-06-07,6283191000
2022-06-08,6219204000
2022-06-09,6155216999
2022-06-10,5855225999
2022-06-13,5667420000
2022-06-14,5669082000
2022-06-15,5703153000
2022-06-16,5454684000
2022-06-17,5345823000
2022-06-21,5521995000
2022-06-22,5524488000
2022-06-23,5525319000
2022-06-24,5780436000
2022-06-27,5777943000
2022-06-28,5639997000
2022-06-29,5585982000
2022-06-30,5587644000
2022-07-01,5609250000
2022-07-05,5569845000
2022-07-06,5538419000
2022-07-07,5694722000
2022-07-08,5607887000
2022-07-11,5430082000
2022-07-12,5469778000
2022-07-13,5432563000
2022-07-14,5376327000
2022-07-15,5535111000
2022-07-18,5487972000
2022-07-19,5730283000
2022-07-20,5769152000
2022-07-21,5861776000
2022-07-22,5834485000
2022-07-25,5804713000
2022-07-26,5844409000
2022-07-27,5989961000
2022-07-28,6109049000
2022-07-29,6204981000
2022-08-01,6178516999
2022-08-02,6075969000
2022-08-03,6219040000
2022-08-04,6371208000
2022-08-05,6481199000
2022-08-08,6521722000
2022-08-09,6453908000
2022-08-10,6739223000
2022-08-11,6758244000
2022-08-12,6876505000
2022-08-15,6856657000
2022-08-16,6894699000
2022-08-17,6796286000
2022-08-18,6838463000
2022-08-19,6682160000
2022-08-22,6459697000
2022-08-23,6428271000
2022-08-24,6423309000
2022-08-25,6529991999
2022-08-26,6214078000
2022-08-29,6187613999
2022-08-30,6109049000
2022-08-31,5998231000
2022-09-01,6000712000
2022-09-02,5952746000
2022-09-06,5955227000
2022-09-07,6084238999
2022-09-08,6105741000
2022-09-09,6260390000
2022-09-12,6412558000
2022-09-13,6100779000
2022-09-14,6069353000
2022-09-15,5979210000
2022-09-16,5831177000
2022-09-19,5937033000
2022-09-20,5842755000
2022-09-21,5766671000
2022-09-22,5661641999
2022-09-23,5532630000
2022-09-26,5501204000
2022-09-27,5476394000
2022-09-28,5629388999
2022-09-29,5442487000
2022-09-30,5403618000
2022-10-03,5636005000
2022-10-04,5882451000
2022-10-05,5909741999
2022-10-06,5931244000
2022-10-07,5745169000
2022-10-10,5697203000
2022-10-11,5613676000
2022-10-12,5536765000
2022-10-13,5659988000
2022-10-14,5552478000
2022-10-17,5770806000
2022-10-18,5877488999
2022-10-19,5779903000
2022-10-20,5648410000
2022-10-21,5861776000
2022-10-24,5931244000
2022-10-25,6105741000
2022-10-26,6098298000
2022-10-27,6139648000
2022-10-28,6365419000
2022-10-31,6317453000
2022-11-01,6391056000
2022-11-02,6158669000
2022-11-03,5995750000
2022-11-04,6253774000
2022-11-07,6420828000
2022-11-08,6356322000
2022-11-09,6251293000
2022-11-10,6668101000
2022-11-11,6831020000
2022-11-14,6735088000
2022-11-15,6958378000
2022-11-16,6956724000
2022-11-17,6917028000
2022-11-18,6970783000
2022-11-21,6921163000
2022-11-22,7002209000
2022-11-23,6958378000
2022-11-25,6994766000
2022-11-28,6736741999
2022-11-29,6791324000
2022-11-30,6989804000
2022-12-01,7003036000
2022-12-02,7008825000
2022-12-05,6843425000
2022-12-06,6640810000
2022-12-07,6670582000
2022-12-08,6766513999
2022-12-09,6666447000
2022-12-12,6787188999
2022-12-13,6822750000
2022-12-14,6735088000
2022-12-15,6486161000
2022-12-16,6370381000
2022-12-19,6366246000
2022-12-20,6467140000
2022-12-21,6653215000
2022-12-22,6584574000
2022-12-23,6615173000
2022-12-27,6711932000
2022-12-28,6583747000
2022-12-29,6758244000
2022-12-30,6706970000
2023-01-03,6768244000
2023-01-04,6855800000
2023-01-05,6771548000
2023-01-06,7042476000
2023-01-09,7013566000
2023-01-10,7021000000
2023-01-11,7044954000
2023-01-12,7201894000
2023-01-13,7281190000
2023-01-17,7166376000
2023-01-18,7131684000
2023-01-19,6904534000
2023-01-20,7111034000
2023-01-23,7330750000
2023-01-24,7358008000
2023-01-25,7305970000
2023-01-26,7504210000
2023-01-27,7538076000
2023-01-30,7377006000
2023-01-31,7565334000
2023-02-01,7611590000
2023-02-02,7661150000
2023-02-03,7632240000
2023-02-06,7479430000
2023-02-07,7556248000
2023-02-08,7542206000
2023-02-09,7308448000
2023-02-10,7515774000
2023-02-13,7691712000
2023-02-14,7727230000
2023-02-15,7808178000
2023-02-16,7756140000
2023-02-17,7780094000
2023-02-21,7518252000
2023-02-22,7513295999
2023-02-23,7475300000
2023-02-24,7418306000
2023-02-27,7462084000
2023-02-28,7507514000
2023-03-01,7604156000
2023-03-02,7667758000
2023-03-03,7750358000
2023-03-06,7635544000
2023-03-07,7587636000
2023-03-08,7571116000
2023-03-09,7405090000
2023-03-10,7142422000
2023-03-13,6991264000
2023-03-14,7113512000
2023-03-15,6614608000
2023-03-16,6781460000
2023-03-17,6542745999
2023-03-20,6759158000
2023-03-21,6946660000
2023-03-22,6781460000
2023-03-23,6701338000
2023-03-24,6664994000
2023-03-27,6765766000
2023-03-28,6816978000
2023-03-29,6930966000
2023-03-30,6982178000
2023-03-31,7128380000
2023-04-03,7082280000
2023-04-04,6811184000
2023-04-05,6698296000
2023-04-06,6656272000
2023-04-10,6748560000
2023-04-11,6815303999
2023-04-12,6851560000
2023-04-13,6881224000
2023-04-14,6844144000
2023-04-17,6932312000
2023-04-18,6947144000
2023-04-19,6957032000
2023-04-20,6922424000
2023-04-21,6892760000
2023-04-24,6838376000
2023-04-25,6777400000
2023-04-26,6675224000
2023-04-27,6880400000
2023-04-28,6957856000
2023-05-01,7002352000
2023-05-02,6904296000
2023-05-03,6871336000
2023-05-04,6789760000
2023-05-05,6932312000
2023-05-08,6904296000
2023-05-09,6781520000
2023-05-10,6772456000
2023-05-11,6729608000
2023-05-12,6723016000
