,CB
2018-07-16,61747905739
2018-07-17,61752535558
2018-07-18,62502566355
2018-07-19,61627530426
2018-07-20,61683088262
2018-07-23,62011805463
2018-07-24,62298854286
2018-07-25,62789615178
2018-07-26,63548905613
2018-07-27,63840584256
2018-07-30,64748028924
2018-07-31,64687841267
2018-08-01,64099854161
2018-08-02,63724838763
2018-08-03,64266527672
2018-08-06,64215599655
2018-08-07,64192450556
2018-08-08,63650761648
2018-08-09,63465568858
2018-08-10,62914620310
2018-08-13,62493306715
2018-08-14,61627530426
2018-08-15,61428448177
2018-08-16,62229406990
2018-08-17,62058103660
2018-08-20,62433119059
2018-08-21,62516455814
2018-08-22,61636790065
2018-08-23,61729386460
2018-08-24,62558124191
2018-08-27,63201669134
2018-08-28,63132221838
2018-08-29,63146111297
2018-08-30,62572013650
2018-08-31,62613682028
2018-09-04,63058144722
2018-09-05,63558165253
2018-09-06,63585944171
2018-09-07,63247967331
2018-09-10,62715538062
2018-09-11,62761836259
2018-09-12,62345152484
2018-09-13,63090553460
2018-09-14,63942440291
2018-09-17,64048926144
2018-09-18,64187820736
2018-09-19,64873034056
2018-09-20,64817476220
2018-09-21,64752658743
2018-09-24,63465568858
2018-09-25,62697018783
2018-09-26,61946987987
2018-09-27,61747905739
2018-09-28,61872910871
2018-10-01,61343029156
2018-10-02,61527283956
2018-10-03,61462794776
2018-10-04,61941857255
2018-10-05,61937250885
2018-10-08,62720333783
2018-10-09,62918407693
2018-10-10,61006764147
2018-10-11,58417984213
2018-10-12,58155421123
2018-10-15,57413795555
2018-10-16,57528954805
2018-10-17,58560781682
2018-10-18,58726611002
2018-10-19,59090514231
2018-10-22,58560781682
2018-10-23,58385739623
2018-10-24,57579624875
2018-10-25,56971584036
2018-10-26,56861031156
2018-10-29,56667563616
2018-10-30,57750060564
2018-10-31,57538167545
2018-11-01,57819156114
2018-11-02,58146208383
2018-11-05,59233311701
2018-11-06,60062458299
2018-11-07,60661286398
2018-11-08,60693530988
2018-11-09,60421755158
2018-11-12,58588419902
2018-11-13,58763461962
2018-11-14,58371920513
2018-11-15,59928873569
2018-11-16,61052827847
2018-11-19,61877368075
2018-11-20,61241689017
2018-11-21,60988338667
2018-11-23,60486244338
2018-11-26,61462794776
2018-11-27,61384486486
2018-11-28,62301154114
2018-11-29,61822091635
2018-11-30,61605592246
2018-12-03,61499645736
2018-12-04,60956094077
2018-12-06,60564552628
2018-12-07,60325021389
2018-12-10,59993362749
2018-12-11,58924684912
2018-12-12,59260949921
2018-12-13,59491268420
2018-12-14,59016812311
2018-12-17,58791100182
2018-12-18,57952740844
2018-12-19,58339675923
2018-12-20,57224934385
2018-12-21,57528954805
2018-12-24,55363960909
2018-12-26,57593443984
2018-12-27,59044450531
2018-12-28,58874014842
2018-12-31,59268453798
2019-01-02,58401311998
2019-01-03,57199242413
2019-01-04,58910585754
2019-01-07,58433428361
2019-01-08,57983799280
2019-01-09,58708711472
2019-01-10,59429035613
2019-01-11,59424447561
2019-01-14,60030070405
2019-01-15,60768746753
2019-01-16,61002737397
2019-01-17,60956856879
2019-01-18,61291784664
2019-01-22,60172300012
2019-01-23,60589812731
2019-01-24,60750394545
2019-01-25,60695337923
2019-01-28,60557696368
2019-01-29,60287001309
2019-01-30,60929328568
2019-01-31,61044029864
2019-02-01,61282608560
2019-02-04,61447778427
2019-02-05,61713885434
2019-02-06,59589617427
2019-02-07,59929133264
2019-02-08,59805255864
2019-02-11,59906193005
2019-02-12,60672397664
2019-02-13,60796275064
2019-02-14,59975013783
2019-02-15,61117438693
2019-02-19,61369781545
2019-02-20,61851526989
2019-02-21,61805646471
2019-02-22,61713885434
2019-02-25,62108457893
2019-02-26,62016696856
2019-02-27,61034853760
2019-02-28,61434014271
2019-03-01,61534951412
2019-03-04,61282608560
2019-03-05,61268844404
2019-03-06,61154143108
2019-03-07,60874271945
2019-03-08,60727454286
2019-03-11,61209199730
2019-03-12,61525775308
2019-03-13,61718473486
2019-03-14,62122222049
2019-03-15,62558086974
2019-03-18,63030656315
2019-03-19,62259863604
2019-03-20,61810234523
2019-03-21,62475502041
2019-03-22,62681964374
2019-03-25,62704904633
2019-03-26,63007716056
2019-03-27,63700511885
2019-03-28,63810625129
2019-03-29,64269430314
2019-04-01,64678971404
2019-04-02,63970273499
2019-04-03,63023818877
2019-04-04,62534588710
2019-04-05,62909512763
2019-04-08,62712906247
2019-04-09,62443143819
2019-04-10,62827212361
2019-04-11,63092402545
2019-04-12,63631927402
2019-04-15,63535910266
2019-04-16,64107440835
2019-04-17,63000957654
2019-04-18,63398742930
2019-04-22,63115263768
2019-04-23,63371309463
2019-04-24,64262897150
2019-04-25,64793277518
2019-04-26,65373952575
2019-04-29,65671148471
2019-04-30,66388990865
2019-05-01,65945483144
2019-05-02,65991205590
2019-05-03,66320407197
2019-05-06,66219817817
2019-05-07,65287079929
2019-05-08,65282507684
2019-05-09,65223068505
2019-05-10,66174095372
2019-05-13,65543125624
2019-05-14,65785454585
2019-05-15,65689437449
2019-05-16,66581025137
2019-05-17,66292973730
2019-05-20,66640464316
2019-05-21,66850787565
2019-05-22,67678363829
2019-05-23,67244000596
2019-05-24,67746947497
2019-05-28,66965093679
2019-05-29,66736481451
2019-05-30,66654181049
2019-05-31,66786776141
2019-06-03,67582346693
2019-06-04,67372023444
2019-06-05,68318478066
2019-06-06,67970987480
2019-06-07,68327622555
2019-06-10,68121871550
2019-06-11,67948126257
2019-06-12,68021282170
2019-06-13,68053287882
2019-06-14,68702546608
2019-06-17,67847536877
2019-06-18,67724086274
2019-06-19,68332194799
2019-06-20,68291044598
2019-06-21,68419067446
2019-06-24,68620246206
2019-06-25,69013459237
2019-06-26,67211994885
2019-06-27,67285150797
2019-06-28,67344589976
2019-07-01,67263525141
2019-07-02,67527410724
2019-07-03,68360015235
2019-07-05,68073380895
2019-07-08,67986935618
2019-07-09,67905040092
2019-07-10,67859542578
2019-07-11,67700301278
2019-07-12,67959637109
2019-07-15,68865037644
2019-07-16,68901435655
2019-07-17,68451010264
2019-07-18,68532905790
2019-07-19,67463714204
2019-07-22,67240776383
2019-07-23,66763052483
2019-07-24,68965132175
2019-07-25,68705796344
2019-07-26,69597547624
2019-07-29,69738589919
2019-07-30,69752239173
2019-07-31,69538400856
2019-08-01,68774042615
2019-08-02,69279065024
2019-08-05,67559258984
2019-08-06,69197169498
2019-08-07,70134418293
2019-08-08,71785978062
2019-08-09,72623132325
2019-08-12,71449296456
2019-08-13,72263701962
2019-08-14,69470154584
2019-08-15,70034323761
2019-08-16,70703137222
2019-08-19,70857828770
2019-08-20,70375555119
2019-08-21,70498398407
2019-08-22,70621241696
2019-08-23,69711291410
2019-08-26,70616691945
2019-08-27,70762283990
2019-08-28,71431097451
2019-08-29,71599438253
2019-08-30,71103515348
2019-09-03,72140858674
2019-09-04,72727776608
2019-09-05,73082657220
2019-09-06,73264647277
2019-09-09,72914316417
2019-09-10,72486639782
2019-09-11,72677729342
2019-09-12,72841520394
2019-09-13,72327398482
2019-09-16,72136308922
2019-09-17,72668629839
2019-09-18,72563985557
2019-09-19,72113560165
2019-09-20,71740480548
2019-09-23,71754129802
2019-09-24,72268251714
2019-09-25,72245502956
2019-09-26,73005311445
2019-09-27,73028060202
2019-09-30,72966289776
2019-10-01,71696249673
2019-10-02,70873661421
2019-10-03,70710951657
2019-10-04,73246512148
2019-10-07,72161780387
2019-10-08,70272539237
2019-10-09,70869141705
2019-10-10,70231861796
2019-10-11,70100790041
2019-10-14,70254460374
2019-10-15,70150506914
2019-10-16,69897402836
2019-10-17,69160689182
2019-10-18,69011538565
2019-10-21,69287241221
2019-10-22,67117777699
2019-10-23,67868050500
2019-10-24,68301943205
2019-10-25,67407039502
2019-10-28,67000265092
2019-10-29,67176534003
2019-10-30,69318879230
2019-10-31,68889506242
2019-11-01,67994602539
2019-11-04,66765239877
2019-11-05,67266928316
2019-11-06,68781033066
2019-11-07,69115492025
2019-11-08,68478212116
2019-11-11,68392337518
2019-11-12,68428495243
2019-11-13,68839789369
2019-11-14,68405896665
2019-11-15,68378778371
2019-11-18,69070294868
2019-11-19,69074814584
2019-11-20,68930183683
2019-11-21,67782175902
2019-11-22,68306462920
2019-11-25,67782175902
2019-11-26,68595724723
2019-11-27,68735835909
2019-11-29,68464652969
2019-12-02,67696301305
2019-12-03,67515512678
2019-12-04,68274824911
2019-12-05,67926806804
2019-12-06,68790072497
2019-12-09,69151649751
2019-12-10,69133570888
2019-12-11,68686119036
2019-12-12,69458990416
2019-12-13,69892883120
2019-12-16,70295137815
2019-12-17,70597958765
2019-12-18,69879323973
2019-12-19,69829607101
2019-12-20,70299657531
2019-12-23,69694015631
2019-12-24,69576503023
2019-12-26,69942599993
2019-12-27,70426209569
2019-12-30,70195704070
2019-12-31,70337875304
2020-01-02,70500548021
2020-01-03,70392099543
2020-01-06,70970491425
2020-01-07,69551623839
2020-01-08,69077161748
2020-01-09,69565179899
2020-01-10,68227648671
2020-01-13,68186980492
2020-01-14,68123718880
2020-01-15,68363209268
2020-01-16,68982269330
2020-01-17,69447694048
2020-01-21,69018418822
2020-01-22,69510955660
2020-01-23,68724704195
2020-01-24,68688554702
2020-01-27,67952008790
2020-01-28,68214092611
2020-01-29,68182461805
2020-01-30,69651034944
2020-01-31,68679517329
2020-02-03,69239834465
2020-02-04,69723333929
2020-02-05,74707445227
2020-02-06,73754002358
2020-02-07,73532586716
2020-02-10,73812745284
2020-02-11,74169721524
2020-02-12,74056754359
2020-02-13,74481510898
2020-02-14,74359506360
2020-02-18,73880525583
2020-02-19,74201352330
2020-02-20,73722371552
2020-02-21,73993492747
2020-02-24,72520400922
2020-02-25,71038271724
2020-02-26,71408804023
2020-02-27,67830004252
2020-02-28,65534511469
2020-03-02,68598180970
2020-03-03,66054160426
2020-03-04,68656923896
2020-03-05,65471249857
2020-03-06,65439619051
2020-03-09,60988712770
2020-03-10,62854930327
2020-03-11,59325836108
2020-03-12,52751147134
2020-03-13,55064714663
2020-03-16,45828519294
2020-03-17,49741701872
2020-03-18,45101010754
2020-03-19,44522618872
2020-03-20,45891780906
2020-03-23,42566027583
2020-03-24,46343649564
2020-03-25,46000229384
2020-03-26,49353094826
2020-03-27,48987081213
2020-03-30,51531101758
2020-03-31,50417179513
2020-04-01,47022630405
2020-04-02,47817099345
2020-04-03,46413236615
2020-04-06,49997374903
2020-04-07,50570656468
2020-04-08,51735275710
2020-04-09,55193021211
2020-04-13,53992289745
2020-04-14,55296843857
2020-04-15,52588427015
2020-04-16,50534544243
2020-04-17,53622139443
2020-04-20,51748817794
2020-04-21,50733161478
2020-04-22,47948006159
2020-04-23,46982004152
2020-04-24,46954919984
2020-04-27,48087941029
2020-04-28,49839383920
2020-04-29,50588712580
2020-04-30,48756017184
2020-05-01,45858011163
2020-05-04,44842354847
2020-05-05,45212505149
2020-05-06,42996117366
2020-05-07,44684363864
2020-05-08,46020516173
2020-05-11,45966347836
2020-05-12,45858011163
2020-05-13,44467690517
2020-05-14,44621167471
2020-05-15,44910065268
2020-05-18,47550771689
2020-05-19,46056628398
2020-05-20,47221247640
2020-05-21,51044629415
2020-05-22,52814128419
2020-05-26,53409980124
2020-05-27,55509003176
2020-05-28,55843041253
2020-05-29,55044058285
2020-06-01,53969719604
2020-06-02,54935721611
2020-06-03,57079884945
2020-06-04,60727219625
2020-06-05,63498832860
2020-06-08,63512374944
2020-06-09,62153652495
2020-06-10,59124739660
2020-06-11,54818356882
2020-06-12,56736818811
2020-06-15,58321242664
2020-06-16,58890010201
2020-06-17,58546944067
2020-06-18,58524373927
2020-06-19,57756989155
2020-06-22,57499689555
2020-06-23,58402495169
2020-06-24,56953492159
2020-06-25,58032344867
2020-06-26,55955891955
2020-06-29,56741332839
2020-06-30,57206162104
2020-07-01,56772439820
2020-07-02,56731778356
2020-07-06,57508864115
2020-07-07,57454648829
2020-07-08,57766386721
2020-07-09,56176071679
2020-07-10,58023909327
2020-07-13,57969694042
2020-07-14,59067553574
2020-07-15,59998249308
2020-07-16,61457544077
2020-07-17,61421400553
2020-07-20,60666904496
2020-07-21,61240682935
2020-07-22,61344595565
2020-07-23,61145806185
2020-07-24,60951534745
2020-07-27,59813013749
2020-07-28,59618742310
2020-07-29,59609706429
2020-07-30,58733225980
2020-07-31,57486274413
2020-08-03,57129357116
2020-08-04,56365825178
2020-08-05,56776957760
2020-08-06,57179054461
2020-08-07,58710636277
2020-08-10,59166948264
2020-08-11,59641332012
2020-08-12,58859728312
2020-08-13,59275378835
2020-08-14,58796477146
2020-08-17,56853762748
2020-08-18,56510399273
2020-08-19,55990836120
2020-08-20,55769457038
2020-08-21,55082730088
2020-08-24,56212215203
2020-08-25,56885388331
2020-08-26,56740814237
2020-08-27,57721207316
2020-08-28,57102249473
2020-08-31,56474255750
2020-09-01,56411004583
2020-09-02,56849244808
2020-09-03,56026979644
2020-09-04,56727260415
2020-09-08,54716776911
2020-09-09,55218268302
2020-09-10,53867404104
2020-09-11,54517987530
2020-09-14,54612864280
2020-09-15,53158087452
2020-09-16,53578255915
2020-09-17,52873457203
2020-09-18,53049656881
2020-09-21,52403591395
2020-09-22,52426181097
2020-09-23,51436752137
2020-09-24,51500003303
2020-09-25,51436752137
2020-09-28,52846349560
2020-09-29,51658131219
2020-09-30,52339072415
2020-10-01,52230896585
2020-10-02,52537394770
2020-10-05,53682255637
2020-10-06,52852907607
2020-10-07,53686762963
2020-10-08,54664852760
2020-10-09,54290744681
2020-10-12,55642942556
2020-10-13,53443367346
2020-10-14,53438860020
2020-10-15,54160032220
2020-10-16,53754372857
2020-10-19,52699658515
2020-10-20,53772402162
2020-10-21,57792937177
2020-10-22,57527004928
2020-10-23,58153523277
2020-10-26,56787803423
2020-10-27,55624913251
2020-10-28,57432351077
2020-10-29,59834755968
2020-10-30,58554675313
2020-11-02,60677625977
2020-11-03,60975109510
2020-11-04,59924902493
2020-11-05,61628671816
2020-11-06,62061375136
2020-11-09,66248681222
2020-11-10,68285992687
2020-11-11,67172683103
2020-11-12,65888095122
2020-11-13,67276351607
2020-11-16,68222890120
2020-11-17,67623415728
2020-11-18,67285366260
2020-11-19,66424466946
2020-11-20,67105073210
2020-11-23,67172683103
2020-11-24,69750873718
2020-11-25,68750247291
2020-11-27,68249934077
2020-11-30,66631803953
2020-12-01,68795320553
2020-12-02,69043223497
2020-12-03,69408316923
2020-12-04,70052864577
2020-12-07,68664608092
2020-12-08,68691652050
2020-12-09,68975613603
2020-12-10,69268589810
2020-12-11,69295633767
2020-12-14,67997523807
2020-12-15,69588609973
2020-12-16,69484941470
2020-12-17,69146892001
2020-12-18,68673622745
2020-12-21,68398675843
2020-12-22,67686518296
2020-12-23,68087670332
2020-12-24,67984001828
2020-12-28,68457271085
2020-12-29,68015553112
2020-12-30,68479807716
2020-12-31,69347050306
2021-01-04,67459289516
2021-01-05,67513354264
2021-01-06,70725701384
2021-01-07,70221097068
2021-01-08,70013848867
2021-01-11,69441663615
2021-01-12,70559001744
2021-01-13,70788776924
2021-01-14,70203075485
2021-01-15,69919235557
2021-01-19,69995827284
2021-01-20,70203075485
2021-01-21,70811303902
2021-01-22,68720800307
2021-01-25,68792886637
2021-01-26,67671043113
2021-01-27,65373291316
2021-01-28,66287886639
2021-01-29,65630098870
2021-02-01,66697877646
2021-02-02,67869280523
2021-02-03,69977805701
2021-02-04,73316303900
2021-02-05,73235206778
2021-02-08,74870665410
2021-02-09,74127275123
2021-02-10,74014640231
2021-02-11,74721987352
2021-02-12,73960575482
2021-02-16,74140791310
2021-02-17,74960773323
2021-02-18,74239910015
2021-02-19,74203866849
2021-02-22,75942949582
2021-02-23,76028552100
2021-02-24,76889082674
2021-02-25,74311996345
2021-02-26,73248722965
2021-03-01,75402302100
2021-03-02,75514936992
2021-03-03,75465377640
2021-03-04,74789568288
2021-03-05,77344127638
2021-03-08,78046969364
2021-03-09,76434037711
2021-03-10,78159604256
2021-03-11,77317095264
2021-03-12,78866951378
2021-03-15,78483992745
2021-03-16,77682032314
2021-03-17,78146088069
2021-03-18,75749217567
2021-03-19,71739415412
2021-03-22,70757239154
2021-03-23,70905917211
2021-03-24,70563507140
2021-03-25,71595242750
2021-03-26,71987212175
2021-03-29,72239514333
2021-03-30,72766645627
2021-03-31,70311606283
2021-04-01,70765602855
2021-04-05,71175089958
2021-04-06,71678046945
2021-04-07,71637988424
2021-04-08,71175089958
2021-04-09,71522263807
2021-04-12,71633537477
2021-04-13,71624635583
2021-04-14,73044487606
2021-04-15,72149847303
2021-04-16,72448060738
2021-04-19,71976260379
2021-04-20,71976260379
2021-04-21,73471778497
2021-04-22,74295203651
2021-04-23,75336725198
2021-04-26,73899069388
2021-04-27,74152773354
2021-04-28,73022232872
2021-04-29,75443547921
2021-04-30,76373795798
2021-05-03,76560735562
2021-05-04,76872301837
2021-05-05,76262522128
2021-05-06,77108202016
2021-05-07,78510250252
2021-05-10,77370807876
2021-05-11,74669083181
2021-05-12,73405014295
2021-05-13,75127530699
2021-05-14,75746212302
2021-05-17,74994002296
2021-05-18,73805599505
2021-05-19,73930226015
2021-05-20,73956931696
2021-05-21,74201733769
2021-05-24,74179479035
2021-05-25,73738835304
2021-05-26,73952480749
2021-05-27,75376783719
2021-05-28,75661644313
2021-06-01,76329286330
2021-06-02,76284776862
2021-06-03,77179417165
2021-06-04,77005830240
2021-06-07,75421293187
2021-06-08,75585978217
2021-06-09,74464339629
2021-06-10,73645365421
2021-06-11,74370869747
2021-06-14,74090460099
2021-06-15,74820415371
2021-06-16,74553358565
2021-06-17,71335324043
2021-06-18,69439220714
2021-06-21,70783406642
2021-06-22,70912484098
2021-06-23,70988150194
2021-06-24,71749262093
2021-06-25,72234415292
2021-06-28,70747799068
2021-06-29,70502996995
2021-06-30,69189456906
2021-07-01,70443173000
2021-07-02,70247279860
2021-07-06,70125390795
2021-07-07,70508470713
2021-07-08,68758491999
2021-07-09,70839312460
2021-07-12,71657710465
2021-07-13,70965554705
2021-07-14,71527115039
2021-07-15,72332453502
2021-07-16,72589291174
2021-07-19,69994795369
2021-07-20,72989783814
2021-07-21,73751590468
2021-07-22,72806950218
2021-07-23,72654588887
2021-07-26,73194383316
2021-07-27,73708058660
2021-07-28,72271508969
2021-07-29,72885307473
2021-07-30,73455574169
2021-08-02,74156436290
2021-08-03,75144608350
2021-08-04,74913889763
2021-08-05,75101076541
2021-08-06,76167605857
2021-08-09,76515860327
2021-08-10,77530151472
2021-08-11,78827399375
2021-08-12,79088590227
2021-08-13,79545674220
2021-08-16,80198651352
2021-08-17,80407604034
2021-08-18,80303127693
2021-08-19,80725386238
2021-08-20,81060581166
2021-08-23,80747152143
2021-08-24,80681854429
2021-08-25,81265180667
2021-08-26,80233476799
2021-08-27,81108466156
2021-08-30,80033230478
2021-08-31,80063702744
2021-09-01,79671916465
2021-09-02,79671916465
2021-09-03,79863456424
2021-09-07,79127768855
2021-09-08,79415078793
2021-09-09,78827399375
2021-09-10,78461732181
2021-09-13,79811218253
2021-09-14,78914462992
2021-09-15,79558733762
2021-09-16,78853518460
2021-09-17,78596680788
2021-09-20,77438734674
2021-09-21,76528919870
2021-09-22,77020829309
2021-09-23,77264607439
2021-09-24,76942472054
2021-09-27,77673806441
2021-09-28,76385264901
2021-09-29,76785757542
2021-09-30,74001816729
2021-10-01,74825101870
2021-10-04,74057271169
2021-10-05,74714192991
2021-10-06,75383911992
2021-10-07,76066428171
2021-10-08,77968942021
2021-10-11,77960410569
2021-10-12,77478383517
2021-10-13,77738592810
2021-10-14,78472297703
2021-10-15,77341880281
2021-10-18,75801953152
2021-10-19,77717264180
2021-10-20,79120688073
2021-10-21,79436351806
2021-10-22,80242574043
2021-10-25,80225511138
2021-10-26,79867190144
2021-10-27,81163970885
2021-10-28,83646623487
2021-10-29,83343756932
2021-11-01,82034179013
2021-11-02,81274879764
2021-11-03,81987256026
2021-11-04,81048796280
2021-11-05,82409562912
2021-11-08,81859284242
2021-11-09,82550331874
2021-11-10,82349842746
2021-11-11,82371171377
2021-11-12,82260262498
2021-11-15,82396765733
2021-11-16,82392500007
2021-11-17,81808095529
2021-11-18,81872081421
2021-11-19,80302294209
2021-11-22,81372991465
2021-11-23,82307185485
2021-11-24,81227956777
2021-11-26,78723975544
2021-11-29,78932996124
2021-11-30,76556986675
2021-12-01,74709927265
2021-12-02,77789781524
2021-12-03,77405866173
2021-12-06,79995161928
2021-12-07,80212713960
2021-12-08,80690475285
2021-12-09,81134110802
2021-12-10,81675858019
2021-12-13,81146907980
2021-12-14,82132290714
2021-12-15,82738023823
2021-12-16,83548511786
2021-12-17,80950684579
2021-12-20,79244394131
2021-12-21,79871455870
2021-12-22,80357748648
2021-12-23,81321802751
2021-12-27,82533268969
2021-12-28,82511940339
2021-12-29,82908652868
2021-12-30,82375437103
2021-12-31,82312384847
2022-01-03,81516129301
2022-01-04,83291736589
2022-01-05,82614706472
2022-01-06,84305152738
2022-01-07,85667729074
2022-01-10,84658570976
2022-01-11,84939602345
2022-01-12,84232765871
2022-01-13,84109282390
2022-01-14,83568509907
2022-01-18,83023479372
2022-01-19,81703483547
2022-01-20,82227223826
2022-01-21,81758838211
2022-01-24,83415220069
2022-01-25,82461416634
2022-01-26,82648770880
2022-01-27,82082450090
2022-01-28,83836767123
2022-01-31,84002831114
2022-02-01,85105666336
2022-02-02,88367333440
2022-02-03,88290688521
2022-02-04,87967076641
2022-02-07,87290046525
2022-02-08,88524881329
2022-02-09,88976234740
2022-02-10,88822944903
2022-02-11,86889789726
2022-02-14,86042437567
2022-02-15,86715209633
2022-02-16,87251724065
2022-02-17,86706693531
2022-02-18,87166563044
2022-02-22,86476758774
2022-02-23,85761406198
2022-02-24,84747990048
2022-02-25,88150172837
2022-02-28,86710951582
2022-03-01,84965150651
2022-03-02,86991982951
2022-03-03,87715851630
2022-03-04,87511465179
2022-03-07,84701151486
2022-03-08,84160379003
2022-03-09,86838693113
2022-03-10,85765664249
2022-03-11,85974308750
2022-03-14,87273014320
2022-03-15,88333269032
2022-03-16,89832103001
2022-03-17,89887457665
2022-03-18,90062037758
2022-03-21,90683713211
2022-03-22,90969002632
2022-03-23,89691587317
2022-03-24,90777390334
2022-03-25,92731835766
2022-03-28,92467836601
2022-03-29,91905773863
2022-03-30,92612610337
2022-03-31,90185514774
2022-04-01,91302820123
2022-04-04,90046378636
2022-04-05,89544645290
2022-04-06,89586807756
2022-04-07,89628970222
2022-04-08,91134170259
2022-04-11,90758924311
2022-04-12,90404759597
2022-04-13,89738592634
2022-04-14,88760423423
2022-04-18,89346481700
2022-04-19,88507448627
2022-04-20,89628970222
2022-04-21,89186264329
2022-04-22,86896842426
2022-04-25,87411224511
2022-04-26,85758455844
2022-04-27,88802585889
2022-04-28,89034479452
2022-04-29,87044411057
2022-05-02,86504731492
2022-05-03,87520846922
2022-05-04,90210812253
2022-05-05,87697929280
2022-05-06,88187013885
2022-05-09,86479434012
2022-05-10,86378244094
2022-05-11,86277054175
2022-05-12,86618570150
2022-05-13,87082357276
2022-05-16,87697929280
2022-05-17,89557294030
2022-05-18,87407008264
2022-05-19,85960835680
2022-05-20,86011430640
2022-05-23,87407008264
2022-05-24,87761172979
2022-05-25,87689496786
2022-05-26,87571441882
2022-05-27,88916424547
2022-05-31,89085074411
2022-06-01,87967769062
2022-06-02,88503232380
2022-06-03,87921390349
2022-06-06,89439239125
2022-06-07,90067459869
2022-06-08,88680314737
2022-06-09,86960086125
2022-06-10,85024828935
2022-06-13,83317249062
2022-06-14,83456385200
2022-06-15,84021362244
2022-06-16,79767169425
2022-06-17,79830413124
2022-06-21,79885224330
2022-06-22,79910521809
2022-06-23,78831162680
2022-06-24,82018645109
2022-06-27,82111402535
2022-06-28,81968050150
2022-06-29,81698210368
2022-06-30,81883846214
2022-07-01,82442012629
2022-07-05,80450941387
2022-07-06,80692535805
2022-07-07,81067423696
2022-07-08,80421783440
2022-07-11,80625889069
2022-07-12,79934429181
2022-07-13,79159660874
2022-07-14,76360497955
2022-07-15,76722889583
2022-07-18,75469097859
2022-07-19,77360198997
2022-07-20,76935326054
2022-07-21,76647912005
2022-07-22,76697897057
2022-07-25,77980846728
2022-07-26,78426546776
2022-07-27,77893372887
2022-07-28,77218574683
2022-07-29,78576501932
2022-08-01,77051957842
2022-08-02,76785370898
2022-08-03,77351868155
2022-08-04,77097777474
2022-08-05,77193582157
2022-08-08,77710094362
2022-08-09,79022201980
2022-08-10,79809466551
2022-08-11,80730024594
2022-08-12,82287892052
2022-08-15,81937996687
2022-08-16,82912705204
2022-08-17,83699969774
2022-08-18,84312286663
2022-08-19,83550014618
2022-08-22,82067124739
2022-08-23,81946327529
2022-08-24,81813034057
2022-08-25,82271230368
2022-08-26,80605061964
2022-08-29,80042730128
2022-08-30,79138833768
2022-08-31,78747284194
2022-09-01,80034399286
2022-09-02,79509556238
2022-09-06,79322112293
2022-09-07,80675874121
2022-09-08,81271529326
2022-09-09,81225709695
2022-09-12,82050463054
2022-09-13,80475933913
2022-09-14,80500926439
2022-09-15,80042730128
2022-09-16,78830592614
2022-09-19,79926098339
2022-09-20,78134967305
2022-09-21,76006437169
2022-09-22,75598225910
2022-09-23,75098375389
2022-09-26,72786566728
2022-09-27,74202809872
2022-09-28,75110871652
2022-09-29,76552107321
2022-09-30,75406512409
2022-10-03,77570697557
2022-10-04,79917304442
2022-10-05,79034217399
2022-10-06,78283800709
2022-10-07,76567378006
2022-10-10,76666880771
2022-10-11,76990264759
2022-10-12,76700048360
2022-10-13,80319461452
2022-10-14,78263070967
2022-10-17,79888282802
2022-10-18,80700888720
2022-10-19,81252299878
2022-10-20,79689277271
2022-10-21,82002716568
2022-10-24,84320301813
2022-10-25,83511841844
2022-10-26,84639539852
2022-10-27,86040870465
2022-10-28,88930596612
2022-10-31,89092288605
2022-11-01,88507709858
2022-11-02,87288800982
2022-11-03,86915665611
2022-11-04,86716660080
2022-11-07,87931423009
2022-11-08,88064093362
2022-11-09,87114671142
2022-11-10,87856795934
2022-11-11,85514334998
2022-11-14,85033404965
2022-11-15,85667735095
2022-11-16,85937221751
2022-11-17,86666908698
2022-11-18,87122963039
2022-11-21,87222465805
2022-11-22,88316996225
2022-11-23,88785488412
2022-11-25,89647845712
2022-11-28,89303731982
2022-11-29,89834413398
2022-11-30,91040884429
2022-12-01,90514348961
2022-12-02,90862608640
2022-12-05,89316169828
2022-12-06,90228278511
2022-12-07,90215840665
2022-12-08,90870900538
2022-12-09,90103900054
2022-12-12,90186819025
2022-12-13,89983667546
2022-12-14,89892456677
2022-12-15,88213347511
2022-12-16,87761439118
2022-12-19,87877525677
2022-12-20,89013515583
2022-12-21,90696770698
2022-12-22,90128775745
2022-12-23,91065760120
2022-12-27,91584003690
2022-12-28,91136241245
2022-12-29,92073225620
2022-12-30,91459625233
2023-01-03,91462615645
2023-01-04,92966485260
2023-01-05,92618482374
2023-01-06,94814214869
2023-01-09,92597767916
2023-01-10,93119772245
2023-01-11,93053485981
2023-01-12,93463632240
2023-01-13,94122351988
2023-01-17,93061771764
2023-01-18,91379757815
2023-01-19,90832896137
2023-01-20,91321757334
2023-01-23,92630911048
2023-01-24,94602927402
2023-01-25,95191217995
2023-01-26,95746365456
2023-01-27,94180352469
2023-01-30,93658348140
2023-01-31,94246638733
2023-02-01,88425876176
2023-02-02,87071150655
2023-02-03,86934435236
2023-02-06,88595734727
2023-02-07,89134310622
2023-02-08,89217168452
2023-02-09,88413447501
2023-02-10,88943737613
2023-02-13,89279311825
2023-02-14,88376161478
2023-02-15,88222874492
2023-02-16,87108436679
2023-02-17,87253437881
2023-02-21,86491145845
2023-02-22,86942721019
2023-02-23,86420716690
2023-02-24,87377724626
2023-02-27,87696727272
2023-02-28,87423296433
2023-03-01,86793576925
2023-03-02,86337858860
