,HLT
2018-07-31,23362020000
2018-08-01,23326380000
2018-08-02,23296680000
2018-08-03,23219460000
2018-08-06,23204610000
2018-08-07,23047200000
2018-08-08,22836330000
2018-08-09,22616550000
2018-08-10,22468050000
2018-08-13,22367070000
2018-08-14,22732380000
2018-08-15,22637340000
2018-08-16,22940280000
2018-08-17,22928400000
2018-08-20,22658130000
2018-08-21,22788810000
2018-08-22,22928400000
2018-08-23,22800690000
2018-08-24,22901670000
2018-08-27,23094720000
2018-08-28,23008590000
2018-08-29,23219460000
2018-08-30,23041260000
2018-08-31,23053140000
2018-09-04,22916520000
2018-09-05,22488840000
2018-09-06,22479930000
2018-09-07,22702680000
2018-09-10,22747230000
2018-09-11,22990770000
2018-09-12,23154120000
2018-09-13,23445180000
2018-09-14,23777820000
2018-09-17,23492700000
2018-09-18,23578830000
2018-09-19,23887710000
2018-09-20,24080760000
2018-09-21,24045120000
2018-09-24,23807520000
2018-09-25,23792670000
2018-09-26,23956020000
2018-09-27,24365880000
2018-09-28,23991660000
2018-10-01,23203440000
2018-10-02,22815680000
2018-10-03,22658800000
2018-10-04,22321360000
2018-10-05,22016480000
2018-10-08,22185200000
2018-10-09,22268080000
2018-10-10,21726400000
2018-10-11,21637600000
2018-10-12,21791520000
2018-10-15,21605040000
2018-10-16,22090480000
2018-10-17,22057920000
2018-10-18,21326800000
2018-10-19,20915360000
2018-10-22,20767360000
2018-10-23,20385520000
2018-10-24,18890720000
2018-10-25,19994800000
2018-10-26,20207920000
2018-10-29,20305600000
2018-10-30,20335200000
2018-10-31,21066320000
2018-11-01,21504400000
2018-11-02,21554719999
2018-11-05,21430400000
2018-11-06,20894640000
2018-11-07,21599120000
2018-11-08,21317920000
2018-11-09,21063360000
2018-11-12,20776240000
2018-11-13,20974560000
2018-11-14,21039680000
2018-11-15,21575440000
2018-11-16,21619840000
2018-11-19,21075200000
2018-11-20,21161040000
2018-11-21,21480719999
2018-11-23,21643520000
2018-11-26,22226640000
2018-11-27,22250320000
2018-11-28,22777200000
2018-11-29,22632160000
2018-11-30,22359840000
2018-12-03,23079120000
2018-12-04,22244400000
2018-12-06,22374640000
2018-12-07,21566560000
2018-12-10,21510320000
2018-12-11,21430400000
2018-12-12,21542880000
2018-12-13,21377120000
2018-12-14,21270560000
2018-12-17,20799920000
2018-12-18,20865040000
2018-12-19,20619360000
2018-12-20,19980000000
2018-12-21,19675120000
2018-12-24,19686960000
2018-12-26,20574960000
2018-12-27,20817680000
2018-12-28,21001200000
2018-12-31,21037400000
2019-01-02,20785420000
2019-01-03,19718900000
2019-01-04,20492420000
2019-01-07,20726820000
2019-01-08,21054980000
2019-01-09,20814720000
2019-01-10,21116509999
2019-01-11,21063770000
2019-01-14,20800070000
2019-01-15,21242500000
2019-01-16,21107720000
2019-01-17,21096000000
2019-01-18,21412440000
2019-01-22,20805930000
2019-01-23,20723890000
2019-01-24,20820580000
2019-01-25,21025680000
2019-01-28,21186830000
2019-01-29,21432950000
2019-01-30,21720090000
2019-01-31,21822640000
2019-02-01,21805060000
2019-02-04,21895890000
2019-02-05,21863660000
2019-02-06,22142009999
2019-02-07,21881240000
2019-02-08,21655630000
2019-02-11,21799200000
2019-02-12,21775759999
2019-02-13,23255410000
2019-02-14,23486880000
2019-02-15,23952750000
2019-02-19,23847270000
2019-02-20,24418620000
2019-02-21,24392250000
2019-02-22,24913790000
2019-02-25,24480150000
2019-02-26,24462570000
2019-02-27,24462570000
2019-02-28,24348300000
2019-03-01,24547540000
2019-03-04,24430340000
2019-03-05,24614930000
2019-03-06,24600280000
2019-03-07,24295560000
2019-03-08,24157850000
2019-03-11,24260400000
2019-03-12,24439130000
2019-03-13,24515310000
2019-03-14,24905000000
2019-03-15,25127680000
2019-03-18,25259530000
2019-03-19,25110100000
2019-03-20,24881560000
2019-03-21,25136470000
2019-03-22,24779009999
2019-03-25,24617860000
2019-03-26,24465500000
2019-03-27,24157850000
2019-03-28,24380530000
2019-03-29,24351230000
2019-04-01,24403500000
2019-04-02,24661600000
2019-04-03,25169100000
2019-04-04,25319900000
2019-04-05,25357600000
2019-04-08,25572200000
2019-04-09,25259000000
2019-04-10,25517100000
2019-04-11,25673700000
2019-04-12,25731700000
2019-04-15,25569300000
2019-04-16,25563500000
2019-04-17,25450400000
2019-04-18,25296700000
2019-04-22,25493900000
2019-04-23,25493900000
2019-04-24,25375000000
2019-04-25,25412700000
2019-04-26,25522900000
2019-04-29,25302500000
2019-04-30,25227100000
2019-05-01,26854000000
2019-05-02,26456700000
2019-05-03,27065700000
2019-05-06,26767000000
2019-05-07,26242100000
2019-05-08,26303000000
2019-05-09,26430600000
2019-05-10,26543700000
2019-05-13,25917300000
2019-05-14,26604600000
2019-05-15,27158500000
2019-05-16,27274500000
2019-05-17,26949700000
2019-05-20,26526300000
2019-05-21,26711900000
2019-05-22,26685800000
2019-05-23,26291400000
2019-05-24,26073900000
2019-05-28,25868000000
2019-05-29,25783900000
2019-05-30,26001400000
2019-05-31,25937600000
2019-06-03,25644700000
2019-06-04,26192799999
2019-06-05,26100000000
2019-06-06,26390000000
2019-06-07,26827900000
2019-06-10,26978700000
2019-06-11,27239700000
2019-06-12,27071500000
2019-06-13,26978700000
2019-06-14,27091800000
2019-06-17,27030900000
2019-06-18,27579000000
2019-06-19,27770400000
2019-06-20,28092300000
2019-06-21,27880600000
2019-06-24,27697900000
2019-06-25,27042500000
2019-06-26,27410800000
2019-06-27,27993700000
2019-06-28,28344600000
2019-07-01,28300500000
2019-07-02,28611150000
2019-07-03,28682400000
2019-07-05,28671000000
2019-07-08,28554150000
2019-07-09,28215000000
2019-07-10,28269150000
2019-07-11,28699500000
2019-07-12,28368900000
2019-07-15,28272000000
2019-07-16,28465800000
2019-07-17,27864450000
2019-07-18,27673500000
2019-07-19,26941050000
2019-07-22,26573400000
2019-07-23,27109200000
2019-07-24,27163350000
2019-07-25,27474000000
2019-07-26,27704850000
2019-07-29,27759000000
2019-07-30,27733350000
2019-07-31,27516750000
2019-08-01,27146250000
2019-08-02,26764350000
2019-08-05,26034750000
2019-08-06,26379600000
2019-08-07,26619000000
2019-08-08,27294450000
2019-08-09,27240300000
2019-08-12,26755800000
2019-08-13,27149100000
2019-08-14,26222850000
2019-08-15,26108850000
2019-08-16,26507850000
2019-08-19,26636100000
2019-08-20,26428050000
2019-08-21,26111700000
2019-08-22,26336850000
2019-08-23,25957800000
2019-08-26,26120250000
2019-08-27,25972050000
2019-08-28,26194350000
2019-08-29,26373900000
2019-08-30,26325450000
2019-09-03,26023350000
2019-09-04,26305500000
2019-09-05,26638950000
2019-09-06,26715900000
2019-09-09,26371050000
2019-09-10,26670300000
2019-09-11,27126300000
2019-09-12,27009450000
2019-09-13,27374250000
2019-09-16,26693100000
2019-09-17,27035100000
2019-09-18,27174750000
2019-09-19,27297300000
2019-09-20,27137700000
2019-09-23,26861250000
2019-09-24,26282700000
2019-09-25,26439450000
2019-09-26,26222850000
2019-09-27,26063250000
2019-09-30,26163910000
2019-10-01,25894150000
2019-10-02,25554140000
2019-10-03,25849190000
2019-10-04,26231350000
2019-10-07,25571000000
2019-10-08,25486700000
2019-10-09,25711500000
2019-10-10,25725550000
2019-10-11,26253830000
2019-10-14,25719930000
2019-10-15,25756460000
2019-10-16,25908200000
2019-10-17,25908200000
2019-10-18,25613150000
2019-10-21,25961590000
2019-10-22,25495130000
2019-10-23,26911370000
2019-10-24,27231710000
2019-10-25,27450890000
2019-10-28,27310390000
2019-10-29,27344110000
2019-10-30,27346919999
2019-10-31,27245760000
2019-11-01,27063110000
2019-11-04,27535190000
2019-11-05,28142150000
2019-11-06,27979169999
2019-11-07,27799330000
2019-11-08,27844290000
2019-11-11,27574530000
2019-11-12,27563290000
2019-11-13,27470560000
2019-11-14,27776850000
2019-11-15,28012890000
2019-11-18,28147770000
2019-11-19,28159010000
2019-11-20,27892060000
2019-11-21,27841480000
2019-11-22,28442820000
2019-11-25,28968290000
2019-11-26,29594919999
2019-11-27,29889970000
2019-11-29,29505000000
2019-12-02,29434750000
2019-12-03,29209950000
2019-12-04,29274580000
2019-12-05,29479710000
2019-12-06,29637070000
2019-12-09,29434750000
2019-12-10,29420700000
2019-12-11,29701700000
2019-12-12,29932120000
2019-12-13,30123200000
2019-12-16,30482880000
2019-12-17,30572800000
2019-12-18,30699250000
2019-12-19,31005540000
2019-12-20,31309020000
2019-12-23,31269680000
2019-12-24,31294970000
2019-12-26,31455140000
2019-12-27,31581590000
2019-12-30,31294970000
2019-12-31,30722070000
2020-01-02,30871650000
2020-01-03,30467230000
2020-01-06,30309340000
2020-01-07,29996330000
2020-01-08,30251170000
2020-01-09,30217930000
2020-01-10,30082200000
2020-01-13,30273330000
2020-01-14,30217930000
2020-01-15,30367510000
2020-01-16,30913200000
2020-01-17,31555840000
2020-01-21,30641740000
2020-01-22,30705450000
2020-01-23,30735920000
2020-01-24,30051730000
2020-01-27,29068380000
2020-01-28,29877220000
2020-01-29,30472770000
2020-01-30,30212390000
2020-01-31,29860600000
2020-02-03,29874450000
2020-02-04,30730380000
2020-02-05,31373020000
2020-02-06,31217900000
2020-02-07,30702680000
2020-02-10,30849490000
2020-02-11,31284380000
2020-02-12,31494900000
2020-02-13,31289920000
2020-02-14,31364710000
2020-02-18,31004610000
2020-02-19,31209590000
2020-02-20,31024000000
2020-02-21,30350890000
2020-02-24,28813540000
2020-02-25,27389760000
2020-02-26,27118300000
2020-02-27,26544910000
2020-02-28,26924400000
2020-03-02,26719420000
2020-03-03,25852410000
2020-03-04,27254030000
2020-03-05,25345500000
2020-03-06,25054650000
2020-03-09,23871860000
2020-03-10,25018640000
2020-03-11,22461930000
2020-03-12,21251440000
2020-03-13,21780510000
2020-03-16,19262580000
2020-03-17,17957910000
2020-03-18,15700360000
2020-03-19,16074310000
2020-03-20,17063200000
2020-03-23,17542410000
2020-03-24,19221030000
2020-03-25,20013250000
2020-03-26,20276400000
2020-03-27,19154550000
2020-03-30,19024360000
2020-03-31,18902480000
2020-04-01,17462080000
2020-04-02,16027220000
2020-04-03,15495380000
2020-04-06,17672600000
2020-04-07,18234910000
2020-04-08,19414930000
2020-04-09,18960650000
2020-04-13,18459280000
2020-04-14,19392770000
2020-04-15,19353990000
2020-04-16,19431550000
2020-04-17,20946740000
2020-04-20,20021560000
2020-04-21,19763950000
2020-04-22,19608830000
2020-04-23,19927380000
2020-04-24,19769490000
2020-04-27,20827630000
2020-04-28,20982750000
2020-04-29,21960560000
2020-04-30,20971670000
2020-05-01,19952310000
2020-05-04,19780570000
2020-05-05,19871980000
2020-05-06,19608830000
2020-05-07,19916300000
2020-05-08,19996630000
2020-05-11,18919100000
2020-05-12,18559000000
2020-05-13,17963450000
2020-05-14,18883090000
2020-05-15,18985580000
2020-05-18,20240390000
2020-05-19,20855330000
2020-05-20,21528440000
2020-05-21,21511820000
2020-05-22,21714030000
2020-05-26,22628130000
2020-05-27,23032550000
2020-05-28,22331740000
2020-05-29,21968870000
2020-06-01,22689070000
2020-06-02,23157200000
2020-06-03,23852470000
2020-06-04,23916180000
2020-06-05,24154400000
2020-06-08,24846900000
2020-06-09,23858010000
2020-06-10,22943910000
2020-06-11,21492430000
2020-06-12,21453650000
2020-06-15,21461960000
2020-06-16,21675250000
2020-06-17,21168340000
2020-06-18,21650320000
2020-06-19,21099090000
2020-06-22,21074160000
2020-06-23,20963360000
2020-06-24,20273630000
2020-06-25,20085270000
2020-06-26,19711320000
2020-06-29,20475840000
2020-06-30,20345650000
2020-07-01,20619880000
2020-07-02,20642040000
2020-07-06,21118480000
2020-07-07,20545090000
2020-07-08,20799930000
2020-07-09,20534010000
2020-07-10,20841480000
2020-07-13,20381660000
2020-07-14,20362270000
2020-07-15,22414840000
2020-07-16,22406530000
2020-07-17,22132300000
2020-07-20,21653090000
2020-07-21,22193240000
2020-07-22,22054740000
2020-07-23,21844220000
2020-07-24,21448110000
2020-07-27,21423180000
2020-07-28,21237590000
2020-07-29,21437030000
2020-07-30,21090780000
2020-07-31,20788850000
2020-08-03,20702980000
2020-08-04,21694640000
2020-08-05,22160000000
2020-08-06,22907900000
2020-08-07,23184900000
2020-08-10,23877400000
2020-08-11,24104540000
2020-08-12,23791530000
2020-08-13,23683500000
2020-08-14,23822000000
2020-08-17,23539460000
2020-08-18,23287390000
2020-08-19,23403730000
2020-08-20,23572700000
2020-08-21,24195950000
2020-08-24,24486800000
2020-08-25,24497880000
2020-08-26,24043600000
2020-08-27,24597600000
2020-08-28,25409210000
2020-08-31,25029720000
2020-09-01,25403670000
2020-09-02,25301180000
2020-09-03,25290100000
2020-09-04,25190380000
2020-09-08,25456300000
2020-09-09,25038030000
2020-09-10,24752720000
2020-09-11,24201490000
2020-09-14,25569870000
2020-09-15,25467380000
2020-09-16,26046310000
2020-09-17,25254090000
2020-09-18,24830280000
2020-09-21,23677960000
2020-09-22,23611480000
2020-09-23,23229220000
2020-09-24,23010390000
2020-09-25,23802610000
2020-09-28,24669620000
2020-09-29,23988200000
2020-09-30,23718960000
2020-10-01,24247160000
2020-10-02,24452880000
2020-10-05,24825400000
2020-10-06,24908800000
2020-10-07,25498160000
2020-10-08,25726120000
2020-10-09,25400860000
2020-10-12,25395300000
2020-10-13,24641920000
2020-10-14,24547400000
2020-10-15,24653040000
2020-10-16,24881000000
2020-10-19,24338900000
2020-10-20,24900460000
2020-10-21,24733660000
2020-10-22,26240420000
2020-10-23,26301580000
2020-10-26,25125640000
2020-10-27,24372260000
2020-10-28,23357560000
2020-10-29,24049780000
2020-10-30,24411180000
2020-11-02,24464000000
2020-11-03,25200700000
2020-11-04,25879020000
2020-11-05,26154240000
2020-11-06,25809520000
2020-11-09,28964820000
2020-11-10,28978720000
2020-11-11,28842500000
2020-11-12,28369900000
2020-11-13,29412400000
2020-11-16,29629240000
2020-11-17,28728520000
2020-11-18,28731300000
2020-11-19,28578400000
2020-11-20,28289280000
2020-11-23,29203900000
2020-11-24,30285320000
2020-11-25,29551400000
2020-11-27,29025980000
2020-11-30,28809140000
2020-12-01,29145520000
2020-12-02,29676500000
2020-12-03,30346480000
2020-12-04,30816300000
2020-12-07,30532740000
2020-12-08,30315900000
2020-12-09,29662600000
2020-12-10,29846080000
2020-12-11,29117720000
2020-12-14,28645120000
2020-12-15,29181660000
2020-12-16,29025980000
2020-12-17,29106600000
2020-12-18,29081580000
2020-12-21,28909220000
2020-12-22,28620100000
2020-12-23,29609780000
2020-12-24,29715420000
2020-12-28,29851640000
2020-12-29,30010100000
2020-12-30,30630040000
2020-12-31,30810461435
2021-01-04,29758153746
2021-01-05,29893846054
2021-01-06,30674769128
2021-01-07,31372615280
2021-01-08,31613538356
2021-01-11,31342153741
2021-01-12,31106769127
2021-01-13,30979384512
2021-01-14,31045846050
2021-01-15,30021230669
2021-01-19,29888307592
2021-01-20,29824615285
2021-01-21,30134769130
2021-01-22,29065846056
2021-01-25,29110153749
2021-01-26,28985538364
2021-01-27,27323999908
2021-01-28,28799999904
2021-01-29,28077230675
2021-02-01,28223999905
2021-02-02,29295692210
2021-02-03,29519999901
2021-02-04,30605538359
2021-02-05,30923999896
2021-02-08,31103999896
2021-02-09,30558461436
2021-02-10,30278769129
2021-02-11,30323076822
2021-02-12,31054153742
2021-02-16,31461230664
2021-02-17,30857538358
2021-02-18,31602461433
2021-02-19,32375076815
2021-02-22,33219692196
2021-02-23,33770769118
2021-02-24,35241230651
2021-02-25,34055999886
2021-02-26,34249846039
2021-03-01,34271999885
2021-03-02,34407692193
2021-03-03,34097538347
2021-03-04,33430153734
2021-03-05,34025538348
2021-03-08,34728922961
2021-03-09,34371692193
2021-03-10,34479692192
2021-03-11,34521230654
2021-03-12,34919999883
2021-03-15,35241230651
2021-03-16,34327384500
2021-03-17,35207999882
2021-03-18,34792615268
2021-03-19,34446461423
2021-03-22,34039384501
2021-03-23,32926153736
2021-03-24,32815384506
2021-03-25,33341538350
2021-03-26,33540922965
2021-03-29,32967692197
2021-03-30,33801230656
2021-03-31,33736680000
2021-04-01,33940350000
2021-04-05,34986600000
2021-04-06,35338140000
2021-04-07,34741080000
2021-04-08,34805250000
2021-04-09,34693650000
2021-04-12,34953120000
2021-04-13,35184690000
2021-04-14,35299080000
2021-04-15,35511120000
2021-04-16,35725950000
2021-04-19,35134470000
2021-04-20,34099380000
2021-04-21,34570890000
2021-04-22,35014500000
2021-04-23,35544600000
2021-04-26,35592030000
2021-04-27,36272790000
2021-04-28,36021690000
2021-04-29,36378810000
2021-04-30,35907300000
2021-05-03,35898930000
2021-05-04,35781750000
2021-05-05,34210980000
2021-05-06,33694830000
2021-05-07,34439760000
2021-05-10,33920820000
2021-05-11,33990570000
2021-05-12,33002910000
2021-05-13,33524640000
2021-05-14,34487190000
2021-05-17,33957090000
2021-05-18,33700410000
2021-05-19,33639030000
2021-05-20,33641820000
2021-05-21,33753420000
2021-05-24,34481610000
2021-05-25,34540200000
2021-05-26,35215380000
2021-05-27,35229330000
2021-05-28,34950330000
2021-06-01,35324190000
2021-06-02,34922430000
2021-06-03,34353270000
2021-06-04,34805250000
2021-06-07,34847100000
2021-06-08,35667360000
2021-06-09,35279550000
2021-06-10,35318610000
2021-06-11,35882190000
2021-06-14,35882190000
2021-06-15,36060750000
2021-06-16,35413470000
2021-06-17,35220960000
2021-06-18,34517880000
2021-06-21,35360460000
2021-06-22,35181900000
2021-06-23,35064720000
2021-06-24,34738290000
2021-06-25,34729920000
2021-06-28,33680880000
2021-06-29,33187050000
2021-06-30,33652980000
2021-07-01,34489980000
2021-07-02,35379990000
2021-07-06,35106570000
2021-07-07,34721550000
2021-07-08,34353270000
2021-07-09,35167950000
2021-07-12,35112150000
2021-07-13,34445340000
2021-07-14,34559730000
2021-07-15,34289100000
2021-07-16,33410250000
2021-07-19,32645790000
2021-07-20,33731100000
2021-07-21,34855470000
2021-07-22,34375590000
2021-07-23,34947540000
2021-07-26,35340930000
2021-07-27,35851500000
2021-07-28,36138870000
2021-07-29,37525500000
2021-07-30,36674550000
2021-08-02,35675730000
2021-08-03,35176320000
2021-08-04,34704810000
2021-08-05,35265600000
2021-08-06,35338140000
2021-08-09,34766190000
2021-08-10,35251650000
2021-08-11,34883370000
2021-08-12,34436970000
2021-08-13,34096590000
2021-08-16,33895710000
2021-08-17,33477210000
2021-08-18,33201000000
2021-08-19,33265170000
2021-08-20,33973830000
2021-08-23,34325370000
2021-08-24,35393940000
2021-08-25,35522280000
2021-08-26,35047980000
2021-08-27,35589240000
2021-08-30,35075880000
2021-08-31,34835940000
2021-09-01,34964280000
2021-09-02,34704810000
2021-09-03,34339320000
2021-09-07,34420230000
2021-09-08,34250040000
2021-09-09,35084250000
2021-09-10,35544600000
2021-09-13,36328590000
2021-09-14,36777780000
2021-09-15,36660600000
2021-09-16,36833580000
2021-09-17,36607590000
2021-09-20,35943570000
2021-09-21,35661780000
2021-09-22,36044010000
2021-09-23,37522710000
2021-09-24,37798920000
2021-09-27,38725200000
2021-09-28,38097450000
2021-09-29,37709640000
2021-09-30,36858690000
2021-10-01,38543850000
2021-10-04,38644290000
2021-10-05,38990250000
2021-10-06,38881440000
2021-10-07,39386430000
2021-10-08,39481290000
2021-10-11,39855150000
2021-10-12,40371300000
2021-10-13,39291570000
2021-10-14,39500820000
2021-10-15,40321080000
2021-10-18,40192740000
2021-10-19,39325050000
2021-10-20,39126960000
2021-10-21,39478500000
2021-10-22,39523140000
2021-10-25,39665430000
2021-10-26,40301550000
2021-10-27,41074380000
2021-10-28,40745160000
2021-10-29,40162050000
2021-11-01,40393620000
2021-11-02,39433860000
2021-11-03,40521960000
2021-11-04,41135760000
2021-11-05,42363360000
2021-11-08,42176430000
2021-11-09,41420340000
2021-11-10,40881870000
2021-11-11,40058820000
2021-11-12,40028130000
2021-11-15,39871890000
2021-11-16,39545460000
2021-11-17,40323870000
2021-11-18,40061610000
2021-11-19,40279230000
2021-11-22,40139730000
2021-11-23,40658670000
2021-11-24,40535910000
2021-11-26,38002590000
2021-11-29,38521530000
2021-11-30,37684530000
2021-12-01,36258840000
2021-12-02,38945610000
2021-12-03,38708460000
2021-12-06,40262490000
2021-12-07,39938850000
2021-12-08,40284810000
2021-12-09,40262490000
2021-12-10,40770270000
2021-12-13,39732390000
2021-12-14,39612420000
2021-12-15,39140910000
2021-12-16,38781000000
2021-12-17,39322260000
2021-12-20,39163230000
2021-12-21,41445450000
2021-12-22,42614460000
2021-12-23,43164090000
2021-12-27,43325910000
2021-12-28,43250580000
2021-12-29,43348230000
2021-12-30,43239420000
2021-12-31,43521210000
2022-01-03,43099920000
2022-01-04,43512840000
2022-01-05,42352200000
2022-01-06,42458220000
2022-01-07,42408000000
2022-01-10,41462190000
2022-01-11,42547500000
2022-01-12,41850000000
2022-01-13,41822100000
2022-01-14,41286420000
2022-01-18,40321080000
2022-01-19,39676590000
2022-01-20,39684960000
2022-01-21,39690540000
2022-01-24,39193920000
2022-01-25,39726810000
2022-01-26,40404780000
2022-01-27,38292750000
2022-01-28,40005810000
2022-01-31,40485690000
2022-02-01,40655880000
2022-02-02,40340610000
2022-02-03,40217850000
2022-02-04,40594500000
2022-02-07,41470560000
2022-02-08,42793020000
2022-02-09,42726060000
2022-02-10,43021800000
2022-02-11,41718870000
2022-02-14,42248970000
2022-02-15,44082000000
2022-02-16,43618860000
2022-02-17,42698160000
2022-02-18,41964390000
2022-02-22,41057640000
2022-02-23,40000230000
2022-02-24,40759110000
2022-02-25,42036930000
2022-02-28,41531940000
2022-03-01,39665430000
2022-03-02,40708890000
2022-03-03,39620790000
2022-03-04,38409930000
2022-03-07,36016110000
2022-03-08,37363680000
2022-03-09,38647080000
2022-03-10,39880260000
2022-03-11,39553830000
2022-03-14,39495240000
2022-03-15,40242960000
2022-03-16,42070410000
2022-03-17,42168060000
2022-03-18,42349410000
2022-03-21,41947650000
2022-03-22,42246180000
2022-03-23,41406390000
2022-03-24,42377310000
2022-03-25,42268500000
2022-03-28,42039720000
2022-03-29,43331490000
2022-03-30,42728850000
2022-03-31,42183720000
2022-04-01,41897380000
2022-04-04,42350520000
2022-04-05,42130900000
2022-04-06,40479580000
2022-04-07,40462900000
2022-04-08,40443440000
2022-04-11,39948600000
2022-04-12,40276640000
2022-04-13,42792540000
2022-04-14,43251240000
2022-04-18,43526460000
2022-04-19,45352920000
2022-04-20,45288980000
2022-04-21,43634880000
2022-04-22,42631300000
2022-04-25,43351320000
2022-04-26,42178160000
2022-04-27,43662680000
2022-04-28,44819160000
2022-04-29,43170620000
2022-05-02,43203980000
2022-05-03,41410880000
2022-05-04,42086420000
2022-05-05,41669420000
2022-05-06,39887440000
2022-05-09,37060180000
2022-05-10,38305620000
2022-05-11,37393780000
2022-05-12,36815540000
2022-05-13,37972020000
2022-05-16,36932300000
2022-05-17,37552240000
2022-05-18,35767480000
2022-05-19,36615380000
2022-05-20,36217840000
2022-05-23,36793300000
2022-05-24,35661840000
2022-05-25,36623720000
2022-05-26,38494660000
2022-05-27,39545500000
2022-05-31,39159080000
2022-06-01,38480760000
2022-06-02,39556620000
2022-06-03,39523260000
2022-06-06,40148760000
2022-06-07,39981960000
2022-06-08,39117380000
2022-06-09,37752400000
2022-06-10,35436660000
2022-06-13,33596300000
2022-06-14,33120920000
2022-06-15,33885420000
2022-06-16,32086760000
2022-06-17,32325840000
2022-06-21,31814320000
2022-06-22,31141560000
2022-06-23,30724560000
2022-06-24,32445380000
2022-06-27,32534340000
2022-06-28,32047840000
2022-06-29,31430680000
2022-06-30,30423120000
2022-07-01,30846270000
2022-07-05,30584190000
2022-07-06,29961750000
2022-07-07,31094700000
2022-07-08,30464070000
2022-07-11,30464070000
2022-07-12,30750720000
2022-07-13,31154760000
2022-07-14,30933630000
2022-07-15,31760820000
2022-07-18,32055660000
2022-07-19,33144930000
2022-07-20,33494370000
2022-07-21,33297810000
2022-07-22,32986590000
2022-07-25,33357870000
2022-07-26,32820060000
2022-07-27,35285250000
2022-07-28,34944000000
2022-07-29,34963110000
2022-08-01,35132370000
2022-08-02,35129640000
2022-08-03,35754810000
2022-08-04,35776650000
2022-08-05,35577360000
2022-08-08,35686560000
2022-08-09,35885850000
2022-08-10,36489180000
2022-08-11,36770370000
2022-08-12,37521120000
2022-08-15,37406460000
2022-08-16,37952460000
2022-08-17,37526580000
2022-08-18,37884210000
2022-08-19,36986040000
2022-08-22,35921340000
2022-08-23,36112440000
2022-08-24,36390900000
2022-08-25,37149840000
2022-08-26,35787570000
2022-08-29,35345310000
2022-08-30,34624590000
2022-08-31,34769280000
2022-09-01,34853910000
2022-09-02,34804770000
2022-09-06,34635510000
2022-09-07,35812140000
2022-09-08,36300810000
2022-09-09,37103430000
2022-09-12,37305450000
2022-09-13,35615580000
2022-09-14,36808590000
2022-09-15,36920520000
2022-09-16,35708400000
2022-09-19,36117900000
2022-09-20,35948640000
2022-09-21,34023990000
2022-09-22,32601660000
2022-09-23,32304090000
2022-09-26,32072040000
2022-09-27,32260410000
2022-09-28,33761910000
2022-09-29,33267780000
2022-09-30,32567400000
2022-10-03,32877900000
2022-10-04,34011900000
2022-10-05,33998400000
2022-10-06,33304500000
2022-10-07,32769900000
2022-10-10,32489100000
2022-10-11,31827600000
2022-10-12,32670000000
2022-10-13,33237000000
2022-10-14,33096600000
2022-10-17,34130700000
2022-10-18,34722000000
2022-10-19,34749000000
2022-10-20,34168500000
2022-10-21,35432100000
2022-10-24,35270100000
2022-10-25,35272800000
2022-10-26,35097300000
2022-10-27,36018000000
2022-10-28,36352800000
2022-10-31,36520200000
2022-11-01,36109800000
2022-11-02,35027100000
2022-11-03,34695000000
2022-11-04,35102700000
2022-11-07,34794900000
2022-11-08,35324100000
2022-11-09,35070300000
2022-11-10,36887400000
2022-11-11,37970100000
2022-11-14,37465200000
2022-11-15,37405800000
2022-11-16,37362600000
2022-11-17,37249200000
2022-11-18,37667700000
2022-11-21,37235700000
2022-11-22,37797300000
2022-11-23,37405800000
2022-11-25,37327500000
2022-11-28,36990000000
2022-11-29,37462500000
2022-11-30,38507400000
2022-12-01,38421000000
2022-12-02,38183400000
2022-12-05,37567800000
2022-12-06,37143900000
2022-12-07,36266400000
2022-12-08,37033200000
2022-12-09,37106100000
2022-12-12,37462500000
2022-12-13,37289700000
2022-12-14,36733500000
2022-12-15,35977500000
2022-12-16,35367300000
2022-12-19,35073000000
2022-12-20,34962300000
2022-12-21,34357500000
2022-12-22,34003800000
2022-12-23,34136100000
2022-12-27,33949800000
2022-12-28,33485400000
2022-12-29,34030800000
2022-12-30,34117200000
2023-01-03,33257980000
2023-01-04,34005440000
2023-01-05,33739440000
2023-01-06,34646500000
2023-01-09,34335280000
2023-01-10,34436360000
2023-01-11,35761040000
2023-01-12,35910000000
2023-01-13,36410080000
2023-01-17,36226540000
2023-01-18,35784980000
2023-01-19,35925960000
2023-01-20,36899520000
2023-01-23,37240000000
2023-01-24,37303840000
2023-01-25,37843820000
2023-01-26,38319960000
2023-01-27,38492860000
2023-01-30,38016720000
2023-01-31,38593940000
2023-02-01,39203080000
2023-02-02,39125940000
2023-02-03,39054120000
2023-02-06,38897180000
2023-02-07,39418540000
2023-02-08,39176480000
2023-02-09,40112800000
2023-02-10,39147220000
2023-02-13,39634000000
2023-02-14,40264420000
2023-02-15,40634160000
2023-02-16,39442480000
2023-02-17,38926440000
2023-02-21,38325280000
2023-02-22,38280060000
2023-02-23,38673740000
2023-02-24,38514140000
2023-02-27,38593940000
2023-02-28,38439660000
2023-03-01,38703000000
2023-03-02,38886540000
2023-03-03,39256280000
2023-03-06,39538240000
2023-03-07,39099340000
2023-03-08,39219040000
2023-03-09,37881060000
2023-03-10,37386300000
2023-03-13,36585640000
2023-03-14,36992620000
2023-03-15,36130780000
2023-03-16,36795780000
2023-03-17,36319640000
