,BALL
2013-11-26,7193660160
2013-11-27,7213690240
2013-11-29,7150738560
2013-12-02,7182214400
2013-12-03,7113539840
2013-12-04,7102094080
2013-12-05,7059172480
2013-12-06,7162184320
2013-12-09,7205105920
2013-12-10,7233720320
2013-12-11,7136431360
2013-12-12,7133569920
2013-12-13,7142154240
2013-12-16,7233720320
2013-12-17,7170768640
2013-12-18,7322424960
2013-12-19,7262334720
2013-12-20,7288087680
2013-12-23,7282364800
2013-12-24,7322424960
2013-12-26,7368208000
2013-12-27,7379653760
2013-12-30,7411129600
2013-12-31,7253322299
2014-01-02,7219625100
2014-01-03,7253322299
2014-01-06,7225241300
2014-01-07,7306676200
2014-01-08,7306676200
2014-01-09,7323524799
2014-01-10,7292635700
2014-01-13,7129765900
2014-01-14,7191544100
2014-01-15,7157846900
2014-01-16,7155038800
2014-01-17,7096068700
2014-01-21,7098876800
2014-01-22,7126957800
2014-01-23,7023058100
2014-01-24,6823683000
2014-01-27,6815258700
2014-01-28,6778753400
2014-01-29,6891077400
2014-01-30,7244898000
2014-01-31,7188736000
2014-02-03,7183119799
2014-02-04,7188736000
2014-02-05,7253322299
2014-02-06,7303868100
2014-02-07,7413384000
2014-02-10,7477970300
2014-02-11,7573445700
2014-02-12,7562213300
2014-02-13,7649264400
2014-02-14,7671729200
2014-02-18,7705426400
2014-02-19,7711042600
2014-02-20,7688577800
2014-02-21,7711042600
2014-02-24,7705426400
2014-02-25,7680153500
2014-02-26,7716658800
2014-02-27,7764396500
2014-02-28,7800901800
2014-03-03,7755972200
2014-03-04,7862680000
2014-03-05,7828982800
2014-03-06,7857063800
2014-03-07,7876720500
2014-03-10,7798093700
2014-03-11,7733507400
2014-03-12,7663304900
2014-03-13,7660496800
2014-03-14,7587486200
2014-03-17,7657688700
2014-03-18,7666113000
2014-03-19,7581870000
2014-03-20,7545364700
2014-03-21,7587486200
2014-03-24,7503243200
2014-03-25,7522899900
2014-03-26,7486394600
2014-03-27,7525708000
2014-03-28,7579061900
2014-03-31,7620637840
2014-04-01,7654000720
2014-04-02,7701264800
2014-04-03,7687363600
2014-04-04,7670682160
2014-04-07,7562252800
2014-04-08,7617857600
2014-04-09,7670682160
2014-04-10,7612297120
2014-04-11,7498307280
2014-04-14,7487186320
2014-04-15,7690143840
2014-04-16,7790232480
2014-04-17,7818034880
2014-04-21,7801353440
2014-04-22,7731847440
2014-04-23,7712385760
2014-04-24,7701264800
2014-04-25,7779111520
2014-04-28,7812474400
2014-04-29,7798573200
2014-04-30,7812474400
2014-05-01,7915343280
2014-05-02,7740188160
2014-05-05,7854178000
2014-05-06,7898661840
2014-05-07,8043234320
2014-05-08,8079377440
2014-05-09,8151663680
2014-05-12,8201708000
2014-05-13,8171125360
2014-05-14,8299016400
2014-05-15,8265653520
2014-05-16,8318478080
2014-05-19,8396324800
2014-05-20,8343500240
2014-05-21,8337939760
2014-05-22,8332379280
2014-05-23,8371302640
2014-05-27,8407445760
2014-05-28,8354621200
2014-05-29,8379643360
2014-05-30,8390764320
2014-06-02,8351840960
2014-06-03,8485292480
2014-06-04,8413006240
2014-06-05,8482512240
2014-06-06,8493633200
2014-06-09,8513094880
2014-06-10,8535336800
2014-06-11,8468611040
2014-06-12,8421346960
2014-06-13,8463050560
2014-06-16,8415786480
2014-06-17,8454709840
2014-06-18,8471391280
2014-06-19,8513094880
2014-06-20,8552018240
2014-06-23,8582600880
2014-06-24,8529776320
2014-06-25,8649326640
2014-06-26,8660447600
2014-06-27,8757756000
2014-06-30,8650466800
2014-07-01,8694630000
2014-07-02,8650466800
2014-07-03,8700150400
2014-07-07,8675308600
2014-07-08,8700150400
2014-07-09,8755354400
2014-07-10,8741553400
2014-07-11,8705670800
2014-07-14,8796757400
2014-07-15,8851961400
2014-07-16,8860242000
2014-07-17,8760874800
2014-07-18,8879563400
2014-07-21,8915446000
2014-07-22,8724992200
2014-07-23,8689109600
2014-07-24,8810558400
2014-07-25,8744313600
2014-07-28,8683589200
2014-07-29,8620104600
2014-07-30,8625625000
2014-07-31,8454492600
2014-08-01,8512456800
2014-08-04,8551099600
2014-08-05,8476574200
2014-08-06,8589742400
2014-08-07,8592502600
2014-08-08,8592502600
2014-08-11,8644946400
2014-08-12,8667028000
2014-08-13,8647706600
2014-08-14,8686349400
2014-08-15,8711191200
2014-08-18,8813318600
2014-08-19,8840920600
2014-08-20,8727752400
2014-08-21,8774675800
2014-08-22,8722232000
2014-08-25,8708431000
2014-08-26,8763635000
2014-08-27,8791237000
2014-08-28,8788476800
2014-08-29,8846441000
2014-09-02,9006532600
2014-09-03,9116940600
2014-09-04,9089338600
2014-09-05,9155583400
2014-09-08,9097619200
2014-09-09,9064496800
2014-09-10,9094859000
2014-09-11,9122461000
2014-09-12,9067257000
2014-09-15,9061736600
2014-09-16,9058976400
2014-09-17,8909925600
2014-09-18,8860242000
2014-09-19,8885083800
2014-09-22,8893364400
2014-09-23,8821599200
2014-09-24,8829879800
2014-09-25,8766395200
2014-09-26,8747073800
2014-09-29,8860242000
2014-09-30,8647401840
2014-10-01,8488884360
2014-10-02,8516214960
2014-10-03,8625537360
2014-10-06,8622804300
2014-10-07,8529880260
2014-10-08,8723927520
2014-10-09,8617338180
2014-10-10,8557210860
2014-10-13,8447888460
2014-10-14,8620071240
2014-10-15,8740325880
2014-10-16,8743058940
2014-10-17,8887911120
2014-10-20,9016364940
2014-10-21,9278738700
2014-10-22,9139352640
2014-10-23,9098356740
2014-10-24,9122954280
2014-10-27,8953504560
2014-10-28,9098356740
2014-10-29,9101089800
2014-10-30,8650134900
2014-10-31,8805919320
2014-11-03,8663800200
2014-11-04,8737592820
2014-11-05,8814118500
2014-11-06,8841449100
2014-11-07,8879711940
2014-11-10,9005432700
2014-11-11,9005432700
2014-11-12,8958970680
2014-11-13,8904309480
2014-11-14,8778588720
2014-11-17,8803186260
2014-11-18,8874245820
2014-11-19,8814118500
2014-11-20,8860580520
2014-11-21,8841449100
2014-11-24,8879711940
2014-11-25,8967169860
2014-11-26,9060093900
2014-11-28,9163950180
2014-12-01,9210412200
2014-12-02,9265073400
2014-12-03,9494650440
2014-12-04,9541112460
2014-12-05,9489184320
2014-12-08,9297870120
2014-12-09,9336132960
2014-12-10,9248675040
2014-12-11,9196746900
2014-12-12,9081958380
2014-12-15,8948038440
2014-12-16,8876978880
2014-12-17,8953504560
2014-12-18,9270539520
2014-12-19,9377128860
2014-12-22,9456387600
2014-12-23,9543845520
2014-12-24,9524714100
2014-12-26,9497383500
2014-12-29,9587574480
2014-12-30,9494650440
2014-12-31,9346523480
2015-01-02,9365715520
2015-01-05,9160086520
2015-01-06,9006550200
2015-01-07,9086060080
2015-01-08,9242338120
2015-01-09,9058642880
2015-01-12,9020258800
2015-01-13,8976391280
2015-01-14,8979133000
2015-01-15,8905106560
2015-01-16,8894139680
2015-01-20,8880431080
2015-01-21,8959940960
2015-01-22,9058642880
2015-01-23,8757053680
2015-01-26,8795437760
2015-01-27,8754311960
2015-01-28,8691252400
2015-01-29,8757053680
2015-01-30,8683027240
2015-02-02,8825596680
2015-02-03,8957199240
2015-02-04,9069609760
2015-02-05,9875675440
2015-02-06,9681013320
2015-02-09,9681013320
2015-02-10,9856483400
2015-02-11,9925026400
2015-02-12,10149847440
2015-02-13,10273224840
2015-02-17,10199198400
2015-02-18,10577555760
2015-02-19,10122430240
2015-02-20,10034695200
2015-02-23,10111463360
2015-02-24,9946960160
2015-02-25,9892125760
2015-02-26,9927768120
2015-02-27,9829066200
2015-03-02,9960668760
2015-03-03,9911317800
2015-03-04,9774231800
2015-03-05,9730364280
2015-03-06,9708430520
2015-03-09,9642629240
2015-03-10,9598761720
2015-03-11,9456192280
2015-03-12,9587794840
2015-03-13,9483609480
2015-03-16,9653596120
2015-03-17,9560377640
2015-03-18,9727622560
2015-03-19,9672788160
2015-03-20,9760523200
2015-03-23,9837291360
2015-03-24,9804390720
2015-03-25,9615212040
2015-03-26,9563119360
2015-03-27,9505543240
2015-03-30,9719397400
2015-03-31,9734262640
2015-04-01,9687410300
2015-04-02,9698434380
2015-04-06,9940964140
2015-04-07,9827967320
2015-04-08,9998840560
2015-04-09,9935452100
2015-04-10,9979548420
2015-04-13,9998840560
2015-04-14,10048448920
2015-04-15,9993328520
2015-04-16,9888599760
2015-04-17,9894111800
2015-04-20,9938208120
2015-04-21,9929940060
2015-04-22,9918915980
2015-04-23,9987816480
2015-04-24,10274442560
2015-04-27,10282710620
2015-04-28,10257906440
2015-04-29,10175225840
2015-04-30,10117349420
2015-05-01,10257906440
2015-05-04,10324050920
2015-05-05,10059473000
2015-05-06,9949232200
2015-05-07,9874819660
2015-05-08,9963012300
2015-05-11,9913403940
2015-05-12,9805919160
2015-05-13,9855527520
2015-05-14,9918915980
2015-05-15,10062229020
2015-05-18,10153177680
2015-05-19,10087033200
2015-05-20,10051204940
2015-05-21,9993328520
2015-05-22,10042936880
2015-05-26,9877575680
2015-05-27,9965768320
2015-05-28,9902379860
2015-05-29,9781114980
2015-06-01,9844503440
2015-06-02,9781114980
2015-06-03,9844503440
2015-06-04,9709458460
2015-06-05,9767334880
2015-06-08,9869307620
2015-06-09,9825211300
2015-06-10,9891355780
2015-06-11,10026400760
2015-06-12,9935452100
2015-06-15,9858283540
2015-06-16,9825211300
2015-06-17,9850015480
2015-06-18,9935452100
2015-06-19,9976792400
2015-06-22,9987816480
2015-06-23,9987816480
2015-06-24,9954744240
2015-06-25,9998840560
2015-06-26,10004352600
2015-06-29,9800407120
2015-06-30,9635563920
2015-07-01,9838822680
2015-07-02,9841569420
2015-07-06,9786634620
2015-07-07,9816848760
2015-07-08,9564148680
2015-07-09,9569642160
2015-07-10,9635563920
2015-07-13,9682258500
2015-07-14,9701485680
2015-07-15,9830582460
2015-07-16,9896504220
2015-07-17,9822342240
2015-07-20,9630070440
2015-07-21,9443292120
2015-07-22,9402091020
2015-07-23,9267500760
2015-07-24,9204325740
2015-07-27,9152137680
2015-07-28,9292221420
2015-07-29,9440545380
2015-07-30,9550414980
2015-07-31,9316942080
2015-08-03,9242780100
2015-08-04,9311448600
2015-08-05,9374623620
2015-08-06,9520200840
2015-08-07,9520200840
2015-08-10,9731699820
2015-08-11,9635563920
2015-08-12,9572388900
2015-08-13,9663031320
2015-08-14,9847062900
2015-08-17,9841569420
2015-08-18,9836075940
2015-08-19,9704232420
2015-08-20,9465266040
2015-08-21,9223552920
2015-08-24,8899437600
2015-08-25,8734633200
2015-08-26,8770340820
2015-08-27,9047761560
2015-08-28,9135657240
2015-08-31,9053255040
2015-09-01,8844502800
2015-09-02,8913171300
2015-09-03,9091709400
2015-09-04,8792314740
2015-09-08,9185098560
2015-09-09,9174111600
2015-09-10,9179605080
2015-09-11,9149390940
2015-09-14,9045014820
2015-09-15,9245526840
2015-09-16,9316942080
2015-09-17,9229046400
2015-09-18,9196085520
2015-09-21,9209819220
2015-09-22,8910424560
2015-09-23,8704419060
2015-09-24,8622016860
2015-09-25,8646737520
2015-09-28,8344596120
2015-09-29,8308888500
2015-09-30,8519907200
2015-10-01,8648664640
2015-10-02,8774682560
2015-10-05,8862347200
2015-10-06,8687017920
2015-10-07,8843170560
2015-10-08,9054113600
2015-10-09,9114383040
2015-10-12,9147257280
2015-10-13,9043155520
2015-10-14,9078769280
2015-10-15,9111643520
2015-10-16,9169173440
2015-10-19,9122601600
2015-10-20,9185610560
2015-10-21,9056853120
2015-10-22,9371897920
2015-10-23,9292451840
2015-10-26,9278754240
2015-10-27,9243140480
2015-10-28,9308888960
2015-10-29,9221224320
2015-10-30,9382856000
2015-11-02,9621194240
2015-11-03,9289712320
2015-11-04,9234921920
2015-11-05,9286972800
2015-11-06,9284233280
2015-11-09,9086987840
2015-11-10,9284233280
2015-11-11,9339023680
2015-11-12,8960969920
2015-11-13,9029457920
2015-11-16,9078769280
2015-11-17,9059592640
2015-11-18,9363679360
2015-11-19,9371897920
2015-11-20,9511613440
2015-11-23,9421209280
2015-11-24,9495176320
2015-11-25,9423948800
2015-11-27,9454083520
2015-11-30,9508873920
2015-12-01,9429427840
2015-12-02,9245880000
2015-12-03,9300670400
2015-12-04,9558185280
2015-12-07,9423948800
2015-12-08,9237661440
2015-12-09,9429427840
2015-12-10,9848574400
2015-12-11,9771867840
2015-12-14,9703379840
2015-12-15,9744472640
2015-12-16,9812960640
2015-12-17,9659547520
2015-12-18,9563664320
2015-12-21,9634891840
2015-12-22,9717077440
2015-12-23,9941718080
2015-12-24,9936239040
2015-12-28,9966373760
2015-12-29,10111568320
2015-12-30,10045819840
2015-12-31,10264422214
2016-01-04,10176933325
2016-01-05,10295466658
2016-01-06,10199511103
2016-01-07,9928577769
2016-01-08,9846733325
2016-01-11,9759244436
2016-01-12,9962444436
2016-01-13,9685866659
2016-01-14,9711266659
2016-01-15,9733844436
2016-01-19,9784644436
2016-01-20,9680222214
2016-01-21,9462911103
2016-01-22,9702799992
2016-01-25,9403644437
2016-01-26,9572977770
2016-01-27,9327444437
2016-01-28,9440333325
2016-01-29,9431866659
2016-02-01,9482666659
2016-02-02,9254066659
2016-02-03,9330266659
2016-02-04,9572977770
2016-02-05,9203266659
2016-02-08,9016999992
2016-02-09,9194799992
2016-02-10,9208911103
2016-02-11,9042399992
2016-02-12,9197622214
2016-02-16,9350022214
2016-02-17,9471377770
2016-02-18,9389533325
2016-02-19,9321799992
2016-02-22,9381066659
2016-02-23,9318977770
2016-02-24,9440333325
2016-02-25,9431866659
2016-02-26,9457266659
2016-02-29,9347199992
2016-03-01,9581444436
2016-03-02,9604022214
2016-03-03,9694333325
2016-03-04,9620955547
2016-03-07,9491133325
2016-03-08,9513711103
2016-03-09,9524999992
2016-03-10,9479844436
2016-03-11,9739488881
2016-03-14,9705622214
2016-03-15,9677399992
2016-03-16,9832622214
2016-03-17,10103555547
2016-03-18,9931399992
2016-03-21,9863666658
2016-03-22,9951155547
2016-03-23,9945511103
2016-03-24,9911644436
2016-03-28,9928577769
2016-03-29,10021711103
2016-03-30,10004777769
2016-03-31,10127309400
2016-04-01,10172761560
2016-04-04,10027882800
2016-04-05,10016519760
2016-04-06,10127309400
2016-04-07,10033564320
2016-04-08,10056290400
2016-04-11,10010838240
2016-04-12,10107424080
2016-04-13,10209691440
2016-04-14,10204009920
2016-04-15,10266506640
2016-04-18,10601716320
2016-04-19,10650009240
2016-04-20,10701142920
2016-04-21,10675576080
2016-04-22,10772161920
2016-04-25,10610238600
2016-04-26,10661372280
2016-04-27,10632964680
2016-04-28,10360251720
2016-04-29,10138672440
2016-05-02,10235258280
2016-05-03,10164239280
2016-05-04,10232417520
2016-05-05,10204009920
2016-05-06,10147194720
2016-05-09,10229576760
2016-05-10,10249462080
2016-05-11,10249462080
2016-05-12,10346047920
2016-05-13,10246621320
2016-05-16,10385818560
2016-05-17,10184124600
2016-05-18,10192646880
2016-05-19,10144353960
2016-05-20,10195487640
2016-05-23,10079016480
2016-05-24,10192646880
2016-05-25,10240939800
2016-05-26,10201169159
2016-05-27,10266506640
2016-05-31,10269347400
2016-06-01,10215372960
2016-06-02,10465359840
2016-06-03,10544901120
2016-06-06,10553423400
2016-06-07,10584671760
2016-06-08,10647168480
2016-06-09,10635805440
2016-06-10,10465359840
2016-06-13,10229576760
2016-06-14,10218213720
2016-06-15,10229576760
2016-06-16,10206850680
2016-06-17,10150035480
2016-06-20,10235258280
2016-06-21,10223895240
2016-06-22,10294914240
2016-06-23,10445474520
2016-06-24,9860277960
2016-06-27,9706876920
2016-06-28,10027882800
2016-06-29,10141513200
2016-06-30,12620977200
2016-07-01,12467360880
2016-07-05,12229953840
2016-07-06,12278831760
2016-07-07,12362622479
2016-07-08,12502273680
2016-07-11,12516238800
2016-07-12,12442921920
2016-07-13,12453395760
2016-07-14,12446413200
2016-07-15,12226462560
2016-07-18,12209006160
2016-07-19,12181075920
2016-07-20,12313744560
2016-07-21,12383570160
2016-07-22,12352148640
2016-07-25,12404517840
2016-07-26,12477834720
2016-07-27,12421974240
2016-07-28,12380078880
2016-07-29,12338183520
2016-08-01,12341674800
2016-08-02,12229953840
2016-08-03,12236936399
2016-08-04,13706765280
2016-08-05,13818486240
2016-08-08,14000032800
2016-08-09,13975593840
2016-08-10,14000032800
2016-08-11,14062875840
2016-08-12,14017489200
2016-08-15,14094297360
2016-08-16,14017489200
2016-08-17,14010506640
2016-08-18,14013997920
2016-08-19,14066367120
2016-08-22,14087314800
2016-08-23,14059384560
2016-08-24,13933698479
2016-08-25,13933698479
2016-08-26,13738186800
2016-08-29,13780082160
2016-08-30,13783573439
2016-08-31,13825468800
2016-09-01,13937189760
2016-09-02,14080332240
2016-09-06,14136192720
2016-09-07,14080332240
2016-09-08,13982576399
2016-09-09,13581079200
2016-09-12,13619483280
2016-09-13,13469358240
2016-09-14,13458884399
2016-09-15,13668361200
2016-09-16,13696291439
2016-09-19,13682326320
2016-09-20,13720730399
2016-09-21,13808012399
2016-09-22,13912750800
2016-09-23,13849907760
2016-09-26,13797538560
2016-09-27,13888311840
2016-09-28,14041928160
2016-09-29,14122227600
2016-09-30,14319395519
2016-10-03,14123718080
2016-10-04,13879121280
2016-10-05,13872132800
2016-10-06,13900086720
2016-10-07,13683443839
2016-10-10,13840684640
2016-10-11,13693926560
2016-10-12,13749834400
2016-10-13,13732363199
2016-10-14,13847673120
2016-10-17,13893098240
2016-10-18,14137695040
2016-10-19,14329878240
2016-10-20,13997925440
2016-10-21,13921052160
2016-10-24,14032867839
2016-10-25,13935029120
2016-10-26,13896592480
2016-10-27,13690432320
2016-10-28,13470295199
2016-10-31,13463306720
2016-11-01,13431858560
2016-11-02,13438847040
2016-11-03,13669466880
2016-11-04,13361973760
2016-11-07,13735857440
2016-11-08,13907075199
2016-11-09,13732363199
2016-11-10,13260640800
2016-11-11,13274617760
2016-11-14,13309560160
2016-11-15,13347996800
2016-11-16,13361973760
2016-11-17,13361973760
2016-11-18,13347996800
2016-11-21,13295583199
2016-11-22,13396916160
2016-11-23,13568133920
2016-11-25,13463306720
2016-11-28,13512226080
2016-11-29,13463306720
2016-11-30,13113882720
2016-12-01,12774941440
2016-12-02,12963630400
2016-12-05,12858803199
2016-12-06,12963630400
2016-12-07,13204732960
2016-12-08,13288594720
2016-12-09,13424870080
2016-12-12,13334019839
2016-12-13,13501743360
2016-12-14,13099905760
2016-12-15,13330525600
2016-12-16,13393421920
2016-12-19,13372456480
2016-12-20,13334019839
2016-12-21,13334019839
2016-12-22,13358479519
2016-12-23,13316548640
2016-12-27,13361973760
2016-12-28,13281606240
2016-12-29,13225698400
2016-12-30,13113882720
2017-01-03,13259818240
2017-01-04,13459345600
2017-01-05,13452344640
2017-01-06,13511852800
2017-01-09,13298323520
2017-01-10,13235314880
2017-01-11,13424340800
2017-01-12,13487349440
2017-01-13,13333328320
2017-01-17,13385835520
2017-01-18,13473347520
2017-01-19,13235314880
2017-01-20,13123299520
2017-01-23,13193309120
2017-01-24,13382335039
2017-01-25,13434842240
2017-01-26,13364832640
2017-01-27,13466346560
2017-01-30,13385835520
2017-01-31,13347330240
2017-02-01,13396336960
2017-02-02,12832759679
2017-02-03,12923772160
2017-02-06,12766250560
2017-02-07,12710242880
2017-02-08,13032287039
2017-02-09,12965777920
2017-02-10,13011284160
2017-02-13,12923772160
2017-02-14,12906269760
2017-02-15,12797754880
2017-02-16,12773251520
2017-02-17,12825758720
2017-02-21,12899268800
2017-02-22,12853762560
2017-02-23,12958776960
2017-02-24,12787253440
2017-02-27,12864264000
2017-02-28,12871264960
2017-03-01,13126800000
2017-03-02,12825758720
2017-03-03,12920271679
2017-03-06,12731245760
2017-03-07,12650734720
2017-03-08,12720744320
2017-03-09,12836260160
2017-03-10,12906269760
2017-03-13,13007783679
2017-03-14,12962277440
2017-03-15,13116298560
2017-03-16,13084794240
2017-03-17,13147802880
2017-03-20,13182807679
2017-03-21,12948275520
2017-03-22,13014784640
2017-03-23,13007783679
2017-03-24,12906269760
2017-03-27,12906269760
2017-03-28,12951776000
2017-03-29,12874765440
2017-03-30,12885266880
2017-03-31,13035080580
2017-04-03,12873590220
2017-04-04,12884122200
2017-04-05,12754227780
2017-04-06,12708589200
2017-04-07,12680503920
2017-04-10,12676993260
2017-04-11,12684014580
2017-04-12,12592737420
2017-04-13,12557630820
2017-04-17,12691035900
2017-04-18,12687525240
2017-04-19,12778802400
2017-04-20,12863058240
2017-04-21,12933271440
2017-04-24,13059655200
2017-04-25,13189549620
2017-04-26,13196570940
2017-04-27,13575722220
2017-04-28,13498487700
2017-05-01,13501998360
2017-05-02,13480934400
2017-05-03,13379125260
2017-05-04,14126895840
2017-05-05,14049661320
2017-05-08,13975937460
2017-05-09,13979448120
2017-05-10,14077746600
2017-05-11,14042640000
2017-05-12,14105831880
2017-05-15,14179555740
2017-05-16,14186577059
2017-05-17,14035618679
2017-05-18,13954873500
2017-05-19,14056682640
2017-05-22,14105831880
2017-05-23,14088278580
2017-05-24,14154981120
2017-05-25,14295407520
2017-05-26,14284875540
2017-05-30,14334024780
2017-05-31,14358599400
2017-06-01,14541153720
2017-06-02,14520089760
2017-06-05,14463919200
2017-06-06,14390195340
2017-06-07,14298918179
2017-06-08,14221683660
2017-06-09,14140938480
2017-06-12,14193598380
2017-06-13,14467429860
2017-06-14,14492004480
2017-06-15,14446365900
2017-06-16,14449876559
2017-06-19,14706154740
2017-06-20,14671048140
2017-06-21,14667537480
2017-06-22,14628920220
2017-06-23,14769346620
2017-06-26,14846581140
2017-06-27,14776367940
2017-06-28,14927326320
2017-06-29,14755303980
2017-06-30,14787302670
2017-07-03,14878387690
2017-07-05,14916923660
2017-07-06,14720740540
2017-07-07,14818832099
2017-07-10,14769786319
2017-07-11,14594622819
2017-07-12,14699720920
2017-07-13,14615642440
2017-07-14,14748766700
2017-07-17,14864374610
2017-07-18,14860871340
2017-07-19,14899407310
2017-07-20,14860871340
2017-07-21,15036034840
2017-07-24,14951956360
2017-07-25,14892400770
2017-07-26,14857368069
2017-07-27,14815328830
2017-07-28,14675198030
2017-07-31,14678701300
2017-08-01,14710230730
2017-08-02,14671694760
2017-08-03,14226779470
2017-08-04,14209263120
2017-08-07,14422962590
2017-08-08,14394936430
2017-08-09,14111171560
2017-08-10,14030596349
2017-08-11,14069132319
2017-08-14,14237289280
2017-08-15,14125184640
2017-08-16,14300348140
2017-08-17,14107668290
2017-08-18,14055119240
2017-08-21,13869445930
2017-08-22,13929001520
2017-08-23,13799380530
2017-08-24,13736321670
2017-08-25,13767851099
2017-08-28,13690779160
2017-08-29,13683772620
2017-08-30,13841419770
2017-08-31,14009576730
2017-09-01,14065629050
2017-09-05,14009576730
2017-09-06,14013080000
2017-09-07,14104165020
2017-09-08,14111171560
2017-09-11,14342387380
2017-09-12,14265315440
2017-09-13,14139197720
2017-09-14,14156714069
2017-09-15,14198753310
2017-09-18,14286335060
2017-09-19,14226779470
2017-09-20,14286335060
2017-09-21,14293341599
2017-09-22,14363407000
2017-09-25,14296844870
2017-09-26,14352897190
2017-09-27,14359903730
2017-09-28,14510544340
2017-09-29,14468505099
2017-10-02,14461069040
2017-10-03,14537989620
2017-10-04,14600924640
2017-10-05,14695327170
2017-10-06,14691830780
2017-10-09,14705816340
2017-10-10,14859657500
2017-10-11,14789729699
2017-10-12,14772247750
2017-10-13,14807211650
2017-10-16,14751269410
2017-10-17,14677845219
2017-10-18,14723298290
2017-10-19,14663859660
2017-10-20,14789729699
2017-10-23,15003009489
2017-10-24,15006505880
2017-10-25,14842175550
2017-10-26,14940074469
2017-10-27,14954060030
2017-10-30,14908606960
2017-10-31,15010002270
2017-11-01,14929585300
2017-11-02,14614910199
2017-11-03,14597428250
2017-11-06,14492536550
2017-11-07,14352680949
2017-11-08,14244292860
2017-11-09,14097444480
2017-11-10,13978567219
2017-11-13,14093948090
2017-11-14,13982063610
2017-11-15,13768783820
2017-11-16,14167372280
2017-11-17,13978567219
2017-11-20,13894653860
2017-11-21,13845704400
2017-11-22,13817733280
2017-11-24,13964581660
2017-11-27,13999545560
2017-11-28,13838711620
2017-11-29,13831718840
2017-11-30,13954092489
2017-12-01,13894653860
2017-12-04,14212825350
2017-12-05,14261774810
2017-12-06,14265271199
2017-12-07,14268767590
2017-12-08,13845704400
2017-12-11,13845704400
2017-12-12,13597460710
2017-12-13,13510050960
2017-12-14,13387677310
2017-12-15,13775776600
2017-12-18,13471590670
2017-12-19,13377188140
2017-12-20,13282785610
2017-12-21,13156915570
2017-12-22,13275792830
2017-12-26,13146426400
2017-12-27,13132440840
2017-12-28,13258310880
2017-12-29,13233836150
2018-01-02,13528805450
2018-01-03,13493783950
2018-01-04,13430745250
2018-01-05,13514796850
2018-01-08,13525303300
2018-01-09,13483277500
2018-01-10,13255637750
2018-01-11,13441251700
2018-01-12,13273148500
2018-01-16,13444753850
2018-01-17,13672393600
2018-01-18,13584839850
2018-01-19,13560324800
2018-01-22,13224118400
2018-01-23,13448256000
2018-01-24,13602350600
2018-01-25,13731930150
2018-01-26,13350195800
2018-01-29,13178590450
2018-01-30,13157577550
2018-01-31,13406230200
2018-02-01,13430745250
2018-02-02,13119053900
2018-02-05,12786349650
2018-02-06,12933439950
2018-02-07,13773955950
2018-02-08,13462264600
2018-02-09,13262642050
2018-02-12,13143568950
2018-02-13,13224118400
2018-02-14,13350195800
2018-02-15,13700410800
2018-02-16,13875518300
2018-02-20,13731930150
2018-02-21,13707415100
2018-02-22,13851003249
2018-02-23,13914041949
2018-02-26,14036617200
2018-02-27,14012102150
2018-02-28,13991089250
2018-03-01,13833492500
2018-03-02,13798471000
2018-03-05,13984084950
2018-03-06,14204720400
2018-03-07,14267759100
2018-03-08,14365819300
2018-03-09,14642489150
2018-03-12,14586454750
2018-03-13,14575948300
2018-03-14,14337802100
2018-03-15,14348308550
2018-03-16,14218729000
2018-03-19,14089149449
2018-03-20,13970076350
2018-03-21,13945561300
2018-03-22,13707415100
2018-03-23,13577835550
2018-03-26,13766951650
2018-03-27,13724925850
2018-03-28,13724925850
2018-03-29,13907037650
2018-04-02,13542314690
2018-04-03,13810444859
2018-04-04,13960179890
2018-04-05,14026341880
2018-04-06,13671156460
2018-04-09,13685085299
2018-04-10,13977590940
2018-04-11,14015895250
2018-04-12,14106432710
2018-04-13,14151701440
2018-04-16,14193487960
2018-04-17,14419831609
2018-04-18,14364116250
2018-04-19,14249203320
2018-04-20,14162148070
2018-04-23,14099468290
2018-04-24,13984555359
2018-04-25,14005448620
2018-04-26,14078575030
2018-04-27,14120361549
2018-04-30,13960179890
2018-05-01,13671156460
2018-05-02,13406508500
2018-05-03,13204540320
2018-05-04,13420437340
2018-05-07,13309006620
2018-05-08,13256773470
2018-05-09,13437848390
2018-05-10,13514457010
2018-05-11,13423919549
2018-05-14,13357757560
2018-05-15,13141860540
2018-05-16,13284631150
2018-05-17,13228915790
2018-05-18,13218469160
2018-05-21,13239362420
2018-05-22,13357757560
2018-05-23,13354275350
2018-05-24,13354275350
2018-05-25,13361239770
2018-05-29,13089627390
2018-05-30,13117485070
2018-05-31,12866765950
2018-06-01,12800603960
2018-06-04,12818015010
2018-06-05,12762299650
2018-06-06,12790157329
2018-06-07,12999089930
2018-06-08,13093109600
2018-06-11,13166236010
2018-06-12,13169718220
2018-06-13,12922481310
2018-06-14,12842390480
2018-06-15,12762299650
2018-06-18,12793639540
2018-06-19,12525509370
2018-06-20,12438454120
2018-06-21,12285236880
2018-06-22,12504616109
2018-06-25,12508098320
2018-06-26,12445418540
2018-06-27,12278272460
2018-06-28,12274790250
2018-06-29,12379256549
2018-07-02,12265036320
2018-07-03,12385080020
2018-07-05,12501693900
2018-07-06,12645746340
2018-07-09,12710912920
2018-07-10,12913272300
2018-07-11,12951000320
2018-07-12,12988728340
2018-07-13,12902982840
2018-07-16,12830956619
