,BALL
2004-08-24,4146037599
2004-08-25,4110639199
2004-08-26,4110639199
2004-08-27,4106214399
2004-08-30,4092940000
2004-08-31,4132763200
2004-09-01,4150462400
2004-09-02,4159312000
2004-09-03,4159312000
2004-09-07,4159312000
2004-09-08,4230108800
2004-09-09,4079665600
2004-09-10,4022143200
2004-09-13,4048692000
2004-09-14,4088515200
2004-09-15,3969045600
2004-09-16,4048692000
2004-09-17,4030992799
2004-09-20,3986744800
2004-09-21,3969045600
2004-09-22,3964620800
2004-09-23,3889399199
2004-09-24,3977895200
2004-09-27,3995594399
2004-09-28,4030992799
2004-09-29,4008868800
2004-09-30,4141612799
2004-10-01,4150462400
2004-10-04,4210608160
2004-10-05,4241864000
2004-10-06,4308840800
2004-10-07,4250794240
2004-10-08,4197212800
2004-10-11,4197212800
2004-10-12,4157026720
2004-10-13,4072189439
2004-10-14,4148096479
2004-10-15,4206143040
2004-10-18,4192747680
2004-10-19,4125770880
2004-10-20,4197212800
2004-10-21,4255259359
2004-10-22,4210608160
2004-10-25,4201677920
2004-10-26,4201677920
2004-10-27,4201677920
2004-10-28,4474050240
2004-10-29,4447259520
2004-11-01,4514236320
2004-11-02,4478515360
2004-11-03,4532096800
2004-11-04,4648189920
2004-11-05,4688376000
2004-11-08,4674980640
2004-11-09,4724096960
2004-11-10,4715166720
2004-11-11,4759817920
2004-11-12,4813399360
2004-11-15,4804469120
2004-11-16,4786608640
2004-11-17,4804469120
2004-11-18,4800004000
2004-11-19,4782143520
2004-11-22,4840190080
2004-11-23,4773213280
2004-11-24,4835724960
2004-11-26,4893771520
2004-11-29,4875911040
2004-11-30,4992004160
2004-12-01,4960748320
2004-12-02,4907166880
2004-12-03,4875911040
2004-12-06,4759817920
2004-12-07,4858050560
2004-12-08,4898236640
2004-12-09,4849120320
2004-12-10,4862515680
2004-12-13,4978608800
2004-12-14,4992004160
2004-12-15,5018794880
2004-12-16,4965213440
2004-12-17,4853585440
2004-12-20,4938422720
2004-12-21,4969678560
2004-12-22,4951818080
2004-12-23,4938422720
2004-12-27,4911632000
2004-12-28,4925027360
2004-12-29,4929492480
2004-12-30,4925027360
2004-12-31,4911632000
2005-01-03,4844655200
2005-01-04,4844655200
2005-01-05,4728562080
2005-01-06,4764283040
2005-01-07,4728562080
2005-01-10,4733027200
2005-01-11,4683910880
2005-01-12,4670515520
2005-01-13,4728562080
2005-01-14,4773213280
2005-01-18,4813399360
2005-01-19,4817864480
2005-01-20,4715166720
2005-01-21,4777678400
2005-01-24,4724096960
2005-01-25,4688376000
2005-01-26,4666050400
2005-01-27,4724096960
2005-01-28,4643724800
2005-01-31,4768748160
2005-02-01,4831259840
2005-02-02,4911632000
2005-02-03,4916097120
2005-02-04,4907166880
2005-02-07,4907166880
2005-02-08,4916097120
2005-02-09,4849120320
2005-02-10,4889306400
2005-02-11,4920562240
2005-02-14,4920562240
2005-02-15,4920562240
2005-02-16,4987539040
2005-02-17,4983073920
2005-02-18,5000934400
2005-02-22,4884841280
2005-02-23,4875911040
2005-02-24,4942887840
2005-02-25,4974143680
2005-02-28,4956283200
2005-03-01,4884841280
2005-03-02,4938422720
2005-03-03,4956283200
2005-03-04,5099167040
2005-03-07,5121492640
2005-03-08,5103632160
2005-03-09,5103632160
2005-03-10,5058980960
2005-03-11,5072376320
2005-03-14,5099167040
2005-03-15,5036655360
2005-03-16,5023260000
2005-03-17,5081306560
2005-03-18,5094701920
2005-03-21,5063446080
2005-03-22,4983073920
2005-03-23,4983073920
2005-03-24,4951818080
2005-03-28,4907166880
2005-03-29,4804469120
2005-03-30,4612468960
2005-03-31,4630329440
2005-04-01,4652655040
2005-04-04,4508090160
2005-04-05,4446755600
2005-04-06,4473041840
2005-04-07,4516852240
2005-04-08,4473041840
2005-04-11,4310943360
2005-04-12,4494947040
2005-04-13,4372277920
2005-04-14,4297800240
2005-04-15,4240846720
2005-04-18,4218941520
2005-04-19,4363515840
2005-04-20,4315324400
2005-04-21,4433612480
2005-04-22,4411707280
2005-04-25,4459898720
2005-04-26,4271514000
2005-04-27,4354753760
2005-04-28,4267132960
2005-04-29,4328467520
2005-05-02,4306562320
2005-05-03,4337229600
2005-05-04,4359134800
2005-05-05,4267132960
2005-05-06,4289038159
2005-05-09,4315324400
2005-05-10,4218941520
2005-05-11,4258370880
2005-05-12,4096272400
2005-05-13,4043699920
2005-05-16,4078748240
2005-05-17,4069986159
2005-05-18,4148844880
2005-05-19,4074367200
2005-05-20,4061224080
2005-05-23,4144463840
2005-05-24,4157606960
2005-05-25,4109415520
2005-05-26,4148844880
2005-05-27,4157606960
2005-05-31,4113796560
2005-06-01,4118177600
2005-06-02,4118177600
2005-06-03,4113796560
2005-06-06,4140082799
2005-06-07,4118177600
2005-06-08,4113796560
2005-06-09,4109415520
2005-06-10,4105034479
2005-06-13,4201417360
2005-06-14,4218941520
2005-06-15,4175131119
2005-06-16,4205798400
2005-06-17,4201417360
2005-06-20,4100653439
2005-06-21,4065605119
2005-06-22,4026175760
2005-06-23,4004270560
2005-06-24,3947317040
2005-06-27,3999889520
2005-06-28,4034937840
2005-06-29,3960460159
2005-06-30,3938554960
2005-07-01,3894744560
2005-07-05,3905073600
2005-07-06,3930680640
2005-07-07,4144072640
2005-07-08,4169679680
2005-07-11,4237965120
2005-07-12,4165411840
2005-07-13,4101394239
2005-07-14,4092858560
2005-07-15,4105662079
2005-07-18,4062983680
2005-07-19,4131269120
2005-07-20,4173947519
2005-07-21,4114197760
2005-07-22,4178215359
2005-07-25,4122733440
2005-07-26,4097126400
2005-07-27,4101394239
2005-07-28,4054448000
2005-07-29,4050180160
2005-08-01,4058715840
2005-08-02,4105662079
2005-08-03,4097126400
2005-08-04,4058715840
2005-08-05,4041644480
2005-08-08,4080055040
2005-08-09,4050180160
2005-08-10,4109929920
2005-08-11,4182483200
2005-08-12,4165411840
2005-08-15,4161144000
2005-08-16,4080055040
2005-08-17,4067251519
2005-08-18,4050180160
2005-08-19,4101394239
2005-08-22,4097126400
2005-08-23,4050180160
2005-08-24,4020305280
2005-08-25,4041644480
2005-08-26,4028840960
2005-08-29,4020305280
2005-08-30,4003233920
2005-08-31,4003233920
2005-09-01,4045912320
2005-09-02,4037376640
2005-09-06,4041644480
2005-09-07,4011769600
2005-09-08,4011769600
2005-09-09,4024573120
2005-09-12,4071519359
2005-09-13,4041644480
2005-09-14,3956287680
2005-09-15,3947752000
2005-09-16,3990430400
2005-09-19,3934948480
2005-09-20,3909341440
2005-09-21,3853859519
2005-09-22,3849591680
2005-09-23,3836788160
2005-09-26,3875198720
2005-09-27,3913609280
2005-09-28,3905073600
2005-09-29,3917877120
2005-09-30,3922144960
2005-10-03,3791156400
2005-10-04,3782896800
2005-10-05,3720949800
2005-10-06,3720949800
2005-10-07,3832454399
2005-10-10,3766377599
2005-10-11,3803545800
2005-10-12,3741598800
2005-10-13,3725079600
2005-10-14,3716820000
2005-10-17,3778767000
2005-10-18,3741598800
2005-10-19,3782896800
2005-10-20,3687911400
2005-10-21,3692041200
2005-10-24,3753988200
2005-10-25,3778767000
2005-10-26,3824194800
2005-10-27,3898531200
2005-10-28,4088502000
2005-10-31,4063723200
2005-11-01,4047204000
2005-11-02,4063723200
2005-11-03,4055463600
2005-11-04,4043074199
2005-11-07,4014165600
2005-11-08,3968737800
2005-11-09,4010035800
2005-11-10,3993516600
2005-11-11,4038944399
2005-11-14,3985257000
2005-11-15,3993516600
2005-11-16,3981127200
2005-11-17,4051333800
2005-11-18,4063723200
2005-11-21,4166968200
2005-11-22,4224785400
2005-11-23,4204136400
2005-11-25,4220655600
2005-11-28,4216525800
2005-11-29,4266083400
2005-11-30,4257823800
2005-12-01,4307381400
2005-12-02,4303251600
2005-12-05,4261953600
2005-12-06,4274343000
2005-12-07,4212395999
2005-12-08,4200006600
2005-12-09,4175227800
2005-12-12,4154578800
2005-12-13,4129800000
2005-12-14,4117410600
2005-12-15,4088502000
2005-12-16,4146319199
2005-12-19,4117410600
2005-12-20,4096761600
2005-12-21,4150449000
2005-12-22,4158708600
2005-12-23,4200006600
2005-12-27,4121540400
2005-12-28,4105021200
2005-12-29,4100891400
2005-12-30,4100891400
2006-01-03,4150449000
2006-01-04,4336290000
2006-01-05,4319770800
2006-01-06,4348679400
2006-01-09,4299121800
2006-01-10,4278472800
2006-01-11,4237174800
2006-01-12,4175227800
2006-01-13,4237174800
2006-01-17,4220655600
2006-01-18,4158708600
2006-01-19,4237174800
2006-01-20,4175227800
2006-01-23,4191747000
2006-01-24,4257823800
2006-01-25,4348679400
2006-01-26,4113280800
2006-01-27,4154578800
2006-01-30,4146319199
2006-01-31,4183487400
2006-02-01,4166968200
2006-02-02,4158708600
2006-02-03,4084372200
2006-02-06,4105021200
2006-02-07,4018295400
2006-02-08,4088502000
2006-02-09,4100891400
2006-02-10,4154578800
2006-02-13,4038944399
2006-02-14,4175227800
2006-02-15,4352809200
2006-02-16,4369328400
2006-02-17,4299121800
2006-02-21,4373458200
2006-02-22,4435405200
2006-02-23,4513871400
2006-02-24,4530390600
2006-02-27,4406496600
2006-02-28,4398237000
2006-03-01,4389977400
2006-03-02,4489092600
2006-03-03,4472573400
2006-03-06,4464313800
2006-03-07,4439535000
2006-03-08,4456054200
2006-03-09,4464313800
2006-03-10,4472573400
2006-03-13,4493222400
2006-03-14,4530390600
2006-03-15,4563429000
2006-03-16,4567558800
2006-03-17,4575818400
2006-03-20,4625376000
2006-03-21,4579948200
2006-03-22,4608856800
2006-03-23,4584078000
2006-03-24,4584078000
2006-03-27,4542780000
2006-03-28,4522131000
2006-03-29,4559299200
2006-03-30,4555169400
2006-03-31,4526260800
2006-04-03,4490334600
2006-04-04,4523504200
2006-04-05,4506919400
2006-04-06,4432287800
2006-04-07,4399118200
2006-04-10,4345217600
2006-04-11,4341071400
2006-04-12,4378387200
2006-04-13,4357656200
2006-04-17,4374241000
2006-04-18,4564966200
2006-04-19,4498627000
2006-04-20,4453018800
2006-04-21,4482042200
2006-04-24,4511065600
2006-04-25,4498627000
2006-04-26,4527650400
2006-04-27,4063276000
2006-04-28,4142053800
2006-05-01,3943036200
2006-05-02,3884989399
2006-05-03,3996936800
2006-05-04,4125468999
2006-05-05,4059129799
2006-05-08,4017667800
2006-05-09,4021813999
2006-05-10,4009375400
2006-05-11,3914012800
2006-05-12,3926451400
2006-05-15,3868404600
2006-05-16,3826942600
2006-05-17,3773042000
2006-05-18,3731580000
2006-05-19,3752311000
2006-05-22,3698410400
2006-05-23,3669387000
2006-05-24,3690118000
2006-05-25,3851819799
2006-05-26,3851819799
2006-05-30,3806211600
2006-05-31,3880843200
2006-06-01,3868404600
2006-06-02,3855966000
2006-06-05,3735726200
2006-06-06,3731580000
2006-06-07,3714995200
2006-06-08,3744018599
2006-06-09,3706702800
2006-06-12,3598901600
2006-06-13,3636217400
2006-06-14,3652802200
2006-06-15,3727433800
2006-06-16,3698410400
2006-06-19,3627925000
2006-06-20,3648656000
2006-06-21,3723287600
2006-06-22,3748164799
2006-06-23,3739872400
2006-06-26,3752311000
2006-06-27,3719141400
2006-06-28,3723287600
2006-06-29,3839381200
2006-06-30,3839381200
2006-07-03,3817672320
2006-07-05,3801145599
2006-07-06,3805277280
2006-07-07,3739170400
2006-07-10,3772223840
2006-07-11,3735038719
2006-07-12,3747433760
2006-07-13,3681326880
2006-07-14,3689590240
2006-07-17,3668931840
2006-07-18,3817672320
2006-07-19,3920964320
2006-07-20,3821804000
2006-07-21,3817672320
2006-07-24,3887910880
2006-07-25,3920964320
2006-07-26,3949886080
2006-07-27,3978807840
2006-07-28,3962281120
2006-07-31,3954017760
2006-08-01,3883779200
2006-08-02,3933359360
2006-08-03,4053178080
2006-08-04,4015992960
2006-08-07,4011861280
2006-08-08,3995334560
2006-08-09,3925096000
2006-08-10,4015992960
2006-08-11,3949886080
2006-08-14,3962281120
2006-08-15,4015992960
2006-08-16,4102758240
2006-08-17,4090363200
2006-08-18,4082099840
2006-08-21,4057309760
2006-08-22,4065573120
2006-08-23,3999466240
2006-08-24,4015992960
2006-08-25,4106889920
2006-08-28,4102758240
2006-08-29,4139943360
2006-08-30,4115153280
2006-08-31,4168865120
2006-09-01,4172996800
2006-09-05,4156470080
2006-09-06,4098626560
2006-09-07,4082099840
2006-09-08,4131680000
2006-09-11,4115153280
2006-09-12,4193655200
2006-09-13,4197786880
2006-09-14,4230840320
2006-09-15,4239103680
2006-09-18,4247367039
2006-09-19,4185391840
2006-09-20,4259762080
2006-09-21,4206050240
2006-09-22,4172996800
2006-09-25,4181260159
2006-09-26,4272157120
2006-09-27,4230840320
2006-09-28,4214313599
2006-09-29,4177128480
2006-10-02,4104822000
2006-10-03,4125244000
2006-10-04,4129328400
2006-10-05,4235522799
2006-10-06,4227354000
2006-10-09,4211016400
2006-10-10,4239607200
2006-10-11,4272282400
2006-10-12,4337632800
2006-10-13,4349886000
2006-10-16,4374392400
2006-10-17,4284535600
2006-10-18,4272282400
2006-10-19,4288620000
2006-10-20,4243691600
2006-10-23,4247776000
2006-10-24,4280451200
2006-10-25,4251860400
2006-10-26,4190594400
2006-10-27,4211016400
2006-10-30,4235522799
2006-10-31,4247776000
2006-11-01,4219185200
2006-11-02,4231438400
2006-11-03,4239607200
2006-11-06,4288620000
2006-11-07,4247776000
2006-11-08,4268197999
2006-11-09,4288620000
2006-11-10,4296788800
2006-11-13,4304957600
2006-11-14,4317210800
2006-11-15,4288620000
2006-11-16,4284535600
2006-11-17,4288620000
2006-11-20,4325379600
2006-11-21,4341717200
2006-11-22,4345801600
2006-11-24,4325379600
2006-11-27,4247776000
2006-11-28,4215100800
2006-11-29,4300873200
2006-11-30,4366223600
2006-12-01,4374392400
2006-12-04,4419320800
2006-12-05,4411152000
2006-12-06,4402983200
2006-12-07,4407067600
2006-12-08,4451996000
2006-12-11,4415236400
2006-12-12,4394814400
2006-12-13,4419320800
2006-12-14,4439742800
2006-12-15,4443827200
2006-12-18,4386645600
2006-12-19,4394814400
2006-12-20,4386645600
2006-12-21,4349886000
2006-12-22,4386645600
2006-12-26,4431574000
2006-12-27,4468333600
2006-12-28,4468333600
2006-12-29,4451996000
2007-01-03,4505093200
2007-01-04,4505093200
2007-01-05,4484671200
2007-01-08,4501008800
2007-01-09,4513262000
2007-01-10,4558190400
2007-01-11,4590865600
2007-01-12,4627625200
2007-01-16,4623540800
2007-01-17,4652131600
2007-01-18,4692975600
2007-01-19,4697060000
2007-01-22,4635794000
2007-01-23,4639878400
2007-01-24,4648047200
2007-01-25,4692975600
2007-01-26,4725650800
2007-01-29,4741988400
2007-01-30,4680722400
2007-01-31,4729735200
2007-02-01,4754241600
2007-02-02,4770579200
2007-02-05,4733819600
2007-02-06,4750157200
2007-02-07,4721566400
2007-02-08,4701144400
2007-02-09,4664384800
2007-02-12,4656216000
2007-02-13,4758326000
2007-02-14,4774663600
2007-02-15,4770579200
2007-02-16,4758326000
2007-02-20,4791001200
2007-02-21,4827760800
2007-02-22,4791001200
2007-02-23,4819592000
2007-02-26,4819592000
2007-02-27,4656216000
2007-02-28,4729735200
2007-03-01,4697060000
2007-03-02,4648047200
2007-03-05,4599034400
2007-03-06,4631709600
2007-03-07,4607203200
2007-03-08,4672553600
2007-03-09,4684806800
2007-03-12,4692975600
2007-03-13,4599034400
2007-03-14,4652131600
2007-03-15,4648047200
2007-03-16,4619456400
2007-03-19,4692975600
2007-03-20,4684806800
2007-03-21,4705228800
2007-03-22,4697060000
2007-03-23,4697060000
2007-03-26,4697060000
2007-03-27,4697060000
2007-03-28,4692975600
2007-03-29,4713397600
2007-03-30,4680722400
2007-04-02,4760288960
2007-04-03,4804967440
2007-04-04,4833399200
2007-04-05,4878077680
2007-04-09,4898386080
2007-04-10,4943064560
2007-04-11,4947126240
2007-04-12,4934941200
2007-04-13,4959311280
2007-04-16,5028359840
2007-04-17,5020236480
2007-04-18,4943064560
2007-04-19,4987743040
2007-04-20,5068976640
2007-04-23,4983681360
2007-04-24,4975558000
2007-04-25,5008051440
2007-04-26,5203012080
2007-04-27,5162395280
2007-04-30,5146148560
2007-05-01,5207073760
2007-05-02,5231443840
2007-05-03,5231443840
2007-05-04,5263937280
2007-05-07,5267998960
2007-05-08,5267998960
2007-05-09,5369540960
2007-05-10,5272060640
2007-05-11,5385787680
2007-05-14,5357355920
2007-05-15,5483268000
2007-05-16,5503576400
2007-05-17,5523884800
2007-05-18,5584810000
2007-05-21,5584810000
2007-05-22,5576686640
2007-05-23,5560439920
2007-05-24,5475144640
2007-05-25,5511699760
2007-05-29,5519823120
2007-05-30,5560439920
2007-05-31,5621365120
2007-06-01,5649796880
2007-06-04,5592933360
2007-06-05,5584810000
2007-06-06,5487329680
2007-06-07,5365479280
2007-06-08,5438589520
2007-06-11,5406096080
2007-06-12,5393911040
2007-06-13,5483268000
2007-06-14,5552316560
2007-06-15,5556378240
2007-06-18,5536069840
2007-06-19,5556378240
2007-06-20,5483268000
2007-06-21,5507638080
2007-06-22,5487329680
2007-06-25,5438589520
2007-06-26,5341109200
2007-06-27,5377664320
2007-06-28,5369540960
2007-06-29,5397972720
2007-07-02,5424048560
2007-07-03,5424048560
2007-07-05,5484901760
2007-07-06,5505186160
2007-07-09,5371309120
2007-07-10,5318569680
2007-07-11,5403764160
2007-07-12,5570096240
2007-07-13,5517356800
2007-07-16,5411877920
2007-07-17,5399707280
2007-07-18,5444332960
2007-07-19,5476788000
2007-07-20,5391593520
2007-07-23,5419991680
2007-07-24,5290171520
2007-07-25,5172522000
2007-07-26,5099498160
2007-07-27,5164408240
2007-07-30,5241488960
2007-07-31,5200920160
2007-08-01,5265830240
2007-08-02,5253659600
2007-08-03,5131953200
2007-08-06,5196863280
2007-08-07,5144123840
2007-08-08,5156294480
2007-08-09,4920995440
2007-08-10,5265830240
2007-08-13,5196863280
2007-08-14,5067043120
2007-08-15,4920995440
2007-08-16,4929109200
2007-08-17,5123839440
2007-08-20,5140066960
2007-08-21,5152237600
2007-08-22,5302342160
2007-08-23,5399707280
2007-08-24,5355081600
2007-08-27,5314512800
2007-08-28,5152237600
2007-08-29,5241488960
2007-08-30,5229318320
2007-08-31,5314512800
2007-09-04,5326683440
2007-09-05,5367252240
2007-09-06,5359138480
2007-09-07,5278000880
2007-09-10,5261773360
2007-09-11,5265830240
2007-09-12,5241488960
2007-09-13,5273944000
2007-09-14,5265830240
2007-09-17,5265830240
2007-09-18,5525470560
2007-09-19,5545754960
2007-09-20,5545754960
2007-09-21,5549811840
2007-09-24,5517356800
2007-09-25,5521413680
2007-09-26,5566039360
2007-09-27,5598494400
2007-09-28,5452446720
2007-10-01,5326505200
2007-10-02,5345945000
2007-10-03,5345945000
2007-10-04,5334281120
2007-10-05,5415928280
2007-10-08,5404264400
2007-10-09,5419816240
2007-10-10,5186538640
2007-10-11,5116555360
2007-10-12,5073787800
2007-10-15,5108779440
2007-10-16,5120443320
2007-10-17,5244858040
2007-10-18,5264297840
2007-10-19,5135995160
2007-10-22,5221530280
2007-10-23,5186538640
2007-10-24,5155434960
2007-10-25,4922157360
2007-10-26,4828846320
2007-10-29,4848286120
2007-10-30,4844398160
2007-10-31,4821070400
2007-11-01,4716095480
2007-11-02,4739423240
2007-11-05,4653888120
2007-11-06,4634448320
2007-11-07,4521697480
2007-11-08,4615008520
2007-11-09,4486705840
2007-11-12,4471154000
2007-11-13,4568353000
2007-11-14,4513921560
2007-11-15,4471154000
2007-11-16,4443938280
2007-11-19,4331187440
2007-11-20,4377842960
2007-11-21,4311747640
2007-11-23,4420610520
2007-11-26,4315635600
2007-11-27,4424498480
2007-11-28,4517809520
2007-11-29,4521697480
2007-11-30,4494481760
2007-12-03,4447826240
2007-12-04,4373955000
2007-12-05,4424498480
2007-12-06,4471154000
2007-12-07,4459490120
2007-12-10,4506145640
2007-12-11,4377842960
2007-12-12,4420610520
2007-12-13,4537249320
2007-12-14,4459490120
2007-12-17,4389506840
2007-12-18,4350627240
2007-12-19,4307859680
2007-12-20,4342851320
2007-12-21,4478929920
2007-12-24,4482817880
2007-12-26,4478929920
2007-12-27,4401170720
2007-12-28,4397282760
2007-12-31,4373955000
2008-01-02,4323411520
2008-01-03,4265092120
2008-01-04,4241764360
2008-01-07,4183444960
2008-01-08,4105685760
2008-01-09,4140677400
2008-01-10,4241764360
2008-01-11,4265092120
2008-01-14,4358403160
2008-01-15,4292307839
2008-01-16,4272868040
2008-01-17,4082358000
2008-01-18,4086245960
2008-01-22,4086245960
2008-01-23,4187332920
2008-01-24,4101797800
2008-01-25,4039590440
2008-01-28,4187332920
2008-01-29,4272868040
2008-01-30,4370067040
2008-01-31,4455602160
2008-02-01,4510033600
2008-02-04,4385618880
2008-02-05,4280643960
2008-02-06,4300083760
2008-02-07,4315635600
2008-02-08,4311747640
2008-02-11,4350627240
2008-02-12,4377842960
2008-02-13,4416722560
2008-02-14,4397282760
2008-02-15,4385618880
2008-02-19,4397282760
2008-02-20,4440050320
2008-02-21,4428386440
2008-02-22,4451714200
2008-02-25,4521697480
2008-02-26,4486705840
2008-02-27,4482817880
2008-02-28,4443938280
2008-02-29,4288419879
2008-03-03,4366179080
2008-03-04,4245652320
2008-03-05,4319523560
2008-03-06,4284531920
2008-03-07,4249540280
2008-03-10,4136789440
2008-03-11,4307859680
2008-03-12,4253428240
2008-03-13,4300083760
2008-03-14,4202884760
2008-03-17,4144565360
2008-03-18,4230100480
2008-03-19,4125125560
2008-03-20,4280643960
2008-03-24,4393394800
2008-03-25,4510033600
2008-03-26,4459490120
2008-03-27,4389506840
2008-03-28,4389506840
2008-03-31,4454029560
2008-04-01,4597457840
2008-04-02,4655604440
2008-04-03,4640098680
2008-04-04,4686615960
2008-04-07,4570322760
2008-04-08,4570322760
2008-04-09,4496670400
2008-04-10,4523805480
2008-04-11,4461782440
2008-04-14,4477288200
2008-04-15,4585828520
2008-04-16,4709874600
2008-04-17,4907573040
2008-04-18,5016113360
2008-04-21,4961843200
2008-04-22,4849426440
2008-04-23,4857179320
2008-04-24,5186676720
2008-04-25,5248699760
2008-04-28,5244823320
2008-04-29,5178923840
2008-04-30,5213811800
2008-05-01,5252576200
2008-05-02,5225441120
2008-05-05,5268081960
2008-05-06,5206058920
2008-05-07,5167294520
2008-05-08,5279711280
2008-05-09,5213811800
2008-05-12,5287464160
2008-05-13,5283587720
2008-05-14,5302969920
2008-05-15,5411510240
2008-05-16,5392128040
2008-05-19,5260329080
2008-05-20,5237070440
2008-05-21,5136283000
2008-05-22,5171170960
2008-05-23,5136283000
2008-05-27,5147912320
2008-05-28,5198306040
2008-05-29,5206058920
2008-05-30,5264205520
2008-06-02,5306846360
2008-06-03,5190553160
2008-06-04,5147912320
2008-06-05,5229317560
2008-06-06,5047124880
2008-06-09,4992854720
2008-06-10,4884314400
2008-06-11,4830044240
2008-06-12,4903696600
2008-06-13,5097518600
2008-06-16,5043248440
2008-06-17,5035495560
2008-06-18,5031619120
2008-06-19,5085889280
2008-06-20,5012236920
2008-06-23,4965719640
2008-06-24,4752515440
2008-06-25,4814538480
2008-06-26,4663357320
2008-06-27,4620716480
2008-06-30,4554775680
2008-07-01,4451778240
2008-07-02,4383113280
2008-07-03,4467037120
2008-07-07,4467037120
2008-07-08,4539516800
2008-07-09,4436519360
2008-07-10,4447963520
2008-07-11,4379298560
2008-07-14,4322077760
2008-07-15,4226709760
2008-07-16,4371669120
2008-07-17,4806547200
2008-07-18,4817991360
2008-07-21,4802732480
2008-07-22,4810361920
2008-07-23,4760770560
2008-07-24,4337336640
2008-07-25,4306818880
2008-07-28,4203821440
2008-07-29,4261042240
2008-07-30,4379298560
2008-07-31,4253412800
2008-08-01,4261042240
2008-08-04,4261042240
2008-08-05,4341151360
2008-08-06,4314448320
2008-08-07,4245783360
2008-08-08,4283930560
2008-08-11,4360224960
2008-08-12,4245783360
2008-08-13,4203821440
2008-08-14,4261042240
2008-08-15,4333521920
2008-08-18,4238153920
2008-08-19,4200006720
2008-08-20,4241968639
2008-08-21,4306818880
2008-08-22,4337336640
2008-08-25,4257227520
2008-08-26,4261042240
2008-08-27,4299189440
2008-08-28,4383113280
2008-08-29,4379298560
2008-09-02,4367854400
2008-09-03,4325892480
2008-09-04,4138971200
2008-09-05,4196192000
2008-09-08,4200006720
2008-09-09,4001641280
2008-09-10,4093194560
2008-09-11,4226709760
2008-09-12,4306818880
2008-09-15,4207636159
2008-09-16,4226709760
2008-09-17,3974938240
2008-09-18,4020714879
2008-09-19,4035973760
2008-09-22,3932976320
2008-09-23,3921532159
2008-09-24,3936791040
2008-09-25,3990197120
2008-09-26,4077935680
2008-09-29,3741760000
2008-09-30,3693117119
2008-10-01,3618281920
2008-10-02,3461128000
2008-10-03,3352616960
2008-10-06,3229138880
2008-10-07,3079468480
2008-10-08,3030825600
2008-10-09,2877413440
2008-10-10,2914831040
2008-10-13,3251589440
2008-10-14,3202946560
2008-10-15,2888638720
2008-10-16,3004633279
2008-10-17,3015858560
2008-10-20,3135594880
2008-10-21,3030825600
2008-10-22,2877413440
2008-10-23,2858704640
2008-10-24,2780127680
2008-10-27,2630457280
2008-10-28,2899864000
2008-10-29,2888638720
2008-10-30,3176754240
2008-10-31,3199204800
2008-11-03,3296490560
2008-11-04,3453644480
2008-11-05,3434935680
2008-11-06,3229138880
2008-11-07,3240364160
2008-11-10,3225397119
2008-11-11,3139336640
2008-11-12,2997149760
2008-11-13,3217913600
2008-11-14,3064501440
2008-11-17,3060759680
2008-11-18,3071984960
2008-11-19,2862446400
2008-11-20,2705292480
2008-11-21,2821287040
2008-11-24,3038309119
2008-11-25,3161787199
2008-11-26,3322682880
2008-11-28,3408743360
2008-12-01,3135594880
2008-12-02,3247847680
2008-12-03,3311457600
2008-12-04,3161787199
2008-12-05,3270298240
2008-12-08,3528479680
2008-12-09,3438677440
2008-12-10,3599573119
2008-12-11,3610798400
2008-12-12,3749243520
2008-12-15,3678150080
2008-12-16,3839045760
2008-12-17,3906397440
2008-12-18,3880205119
2008-12-19,3865238080
2008-12-22,3715567680
2008-12-23,3670666560
2008-12-24,3704342400
2008-12-26,3782919360
2008-12-29,3752985279
2008-12-30,3827820480
2008-12-31,3891430400
2009-01-02,4003683199
2009-01-05,3992457920
2009-01-06,3996199680
2009-01-07,3868979840
2009-01-08,3943815039
2009-01-09,3835304000
2009-01-12,3805369920
2009-01-13,3771694080
2009-01-14,3614540160
2009-01-15,3648216000
2009-01-16,3670666560
2009-01-20,3453644480
2009-01-21,3625765440
2009-01-22,3607056640
2009-01-23,3607056640
2009-01-26,3614540160
2009-01-27,3666924800
2009-01-28,3749243520
2009-01-29,3756727039
2009-01-30,3588347840
2009-02-02,3636990720
2009-02-03,3644474240
2009-02-04,3723051199
2009-02-05,3764210560
2009-02-06,3857754560
2009-02-09,3910139199
2009-02-10,3790402880
2009-02-11,3797886400
2009-02-12,3910139199
2009-02-13,3906397440
2009-02-17,3756727039
2009-02-18,3719309440
2009-02-19,3715567680
2009-02-20,3745501760
2009-02-23,3577122560
2009-02-24,3738018240
2009-02-25,3734276480
2009-02-26,3734276480
2009-02-27,3767952320
2009-03-02,3636990720
2009-03-03,3532221440
2009-03-04,3580864320
2009-03-05,3565897279
2009-03-06,3483578560
2009-03-09,3449902720
2009-03-10,3550930240
2009-03-11,3588347840
2009-03-12,3674408320
2009-03-13,3723051199
2009-03-16,3708084160
2009-03-17,3812853440
2009-03-18,3925106240
2009-03-19,3883946880
2009-03-20,3872721600
2009-03-23,4059809600
2009-03-24,4044842560
2009-03-25,4097227199
2009-03-26,4138386560
2009-03-27,4056067840
2009-03-30,4058062640
2009-03-31,4069314200
2009-04-01,4110569920
2009-04-02,4155576160
2009-04-03,4140574079
2009-04-06,4058062640
2009-04-07,3956798600
2009-04-08,3979301720
2009-04-09,4054312120
