,VICI
2022-06-03,28142575173
2022-06-06,29092913806
2022-06-07,28788088206
2022-06-08,28205333384
2022-06-09,27506027598
2022-06-10,26842583647
2022-06-13,25641212168
2022-06-14,25219835604
2022-06-15,26241897907
2022-06-16,25784659508
2022-06-17,25829486802
2022-06-21,26770859976
2022-06-22,26250863366
2022-06-23,26161208778
2022-06-24,27183271081
2022-06-27,27425338469
2022-06-28,27344649340
2022-06-29,26779825435
2022-06-30,28675068914
2022-07-01,29570262405
2022-07-05,29551010932
2022-07-06,29705022715
2022-07-07,29810905816
2022-07-08,30147806592
2022-07-11,30263315430
2022-07-12,30340321321
2022-07-13,30417327213
2022-07-14,30157432329
2022-07-15,31274017758
2022-07-18,30994871401
2022-07-19,31678298689
2022-07-20,31764930318
2022-07-21,31755304581
2022-07-22,31822684736
2022-07-25,31880439155
2022-07-26,31649421480
2022-07-27,32246217141
2022-07-28,32534989234
2022-07-29,32910392956
2022-08-01,32929644429
2022-08-02,32920018693
2022-08-03,32766006909
2022-08-04,32746755436
2022-08-05,33160662104
2022-08-08,33276170942
2022-08-09,33382054043
2022-08-10,33507188617
2022-08-11,33516814353
2022-08-12,34065481331
2022-08-15,34200241642
2022-08-16,33949972494
2022-08-17,33699703346
2022-08-18,33767083501
2022-08-19,33324299624
2022-08-22,32660123808
2022-08-23,32429106133
2022-08-24,32717878227
2022-08-25,33074030476
2022-08-26,32380977451
2022-08-29,32275094350
2022-08-30,31851561946
2022-08-31,31755304581
2022-09-01,31870813419
2022-09-02,31447281014
2022-09-06,31928567837
2022-09-07,32246217141
2022-09-08,32169211249
2022-09-09,32457983343
2022-09-12,32766006909
2022-09-13,31899690628
2022-09-14,31976696520
2022-09-15,31870813419
2022-09-16,32169211249
2022-09-19,32284720086
2022-09-20,31745678845
2022-09-21,30821608144
2022-09-22,30311444112
2022-09-23,29724274188
2022-09-26,29348870466
2022-09-27,29502882249
2022-09-28,29724274188
2022-09-29,28290039455
2022-09-30,28733031477
2022-10-03,29397212104
2022-10-04,30186528211
2022-10-05,30196154018
2022-10-06,29801495964
2022-10-07,29493470166
2022-10-10,29214321786
2022-10-11,29570476615
2022-10-12,29445341135
2022-10-13,29570476615
2022-10-14,28540515353
2022-10-17,29310579848
2022-10-18,29464592747
2022-10-19,28299870198
2022-10-20,28579018578
2022-10-21,28925547600
2022-10-24,28771534701
2022-10-25,29589728228
2022-10-26,29512721778
2022-10-27,29830373382
2022-10-28,30927715288
2022-10-31,30821831420
2022-11-01,31476386241
2022-11-02,30812205614
2022-11-03,30792954001
2022-11-04,30253908855
2022-11-07,30610063684
2022-11-08,30590812071
2022-11-09,30350166917
2022-11-10,31399379791
2022-11-11,30927715288
2022-11-14,30465676591
2022-11-15,30658192715
2022-11-16,30465676591
2022-11-17,30629315296
2022-11-18,31091353993
2022-11-21,31447508822
2022-11-22,31986553969
2022-11-23,31976928163
2022-11-25,32111689449
2022-11-28,31996179775
2022-11-29,32410089441
2022-11-30,32920257169
2022-12-01,32592979759
2022-12-02,32756618464
2022-12-05,32053934612
2022-12-06,32284953961
2022-12-07,32467844278
2022-12-08,32419715247
2022-12-09,32660360402
2022-12-12,32804747495
2022-12-13,33103147487
2022-12-14,32910631363
2022-12-15,32679612015
2022-12-16,32092437837
2022-12-19,31842166876
2022-12-20,31880670101
2022-12-21,31553392690
2022-12-22,31004721737
2022-12-23,31447508822
2022-12-27,31495637853
2022-12-28,30985470125
2022-12-29,31197237861
2022-12-30,31187612055
2023-01-03,31798470978
2023-01-04,31998776307
2023-01-05,31518043518
2023-01-06,31848547311
2023-01-09,32028822107
2023-01-10,32429432765
2023-01-11,33591203673
2023-01-12,34071936462
2023-01-13,33200608281
2023-01-17,33681341071
2023-01-18,32739906025
2023-01-19,33230654081
2023-01-20,33631264739
2023-01-23,33691356337
2023-01-24,34011844864
2023-01-25,33781493735
2023-01-26,34031875397
2023-01-27,34192119660
2023-01-30,33931722732
2023-01-31,34232180726
2023-02-01,34522623453
2023-02-02,34602745584
2023-02-03,34562684518
2023-02-06,34702898249
2023-02-07,34602745584
2023-02-08,34572699785
2023-02-09,34352363923
2023-02-10,34532638719
2023-02-13,34582715051
2023-02-14,34232180726
2023-02-15,34372394456
2023-02-16,34142043328
2023-02-17,33941737999
2023-02-21,33751447936
2023-02-22,33511081541
2023-02-23,33531112074
2023-02-24,33340822012
2023-02-27,33731417403
2023-02-28,33581188406
2023-03-01,33751447936
2023-03-02,33851600600
2023-03-03,34172089127
2023-03-06,33991814331
2023-03-07,33531112074
2023-03-08,33811539535
2023-03-09,33270715146
2023-03-10,31928669442
2023-03-13,31978745774
2023-03-14,32349310633
2023-03-15,31678287781
2023-03-16,31698318314
2023-03-17,31217585524
2023-03-20,31578135116
2023-03-21,31578135116
2023-03-22,30386318409
2023-03-23,30105890948
2023-03-24,31107417593
2023-03-27,31427906120
2023-03-28,31608180916
2023-03-29,31748394646
2023-03-30,31858562577
2023-03-31,32844876082
2023-04-03,32713979886
2023-04-04,32573014753
2023-04-05,32341429177
2023-04-06,32542807939
2023-04-10,32854945020
2023-04-11,33086530596
2023-04-12,33026116967
2023-04-13,32905289710
2023-04-14,32573014753
2023-04-17,33086530596
2023-04-18,33005979091
2023-04-19,33146944225
2023-04-20,33348322987
2023-04-21,33559770687
2023-04-24,33418805553
2023-04-25,33277840420
2023-04-26,33036185906
2023-04-27,33519494934
2023-04-28,34173975911
2023-05-01,34012872901
2023-05-02,32925427587
2023-05-03,32341429177
2023-05-04,32623359444
2023-05-05,33036185906
2023-05-08,33197288915
2023-05-09,33177151039
2023-05-10,32774393515
2023-05-11,32140050415
2023-05-12,32119912539
2023-05-15,32039361034
2023-05-16,31314397491
2023-05-17,31717155015
2023-05-18,31586258819
2023-05-19,31817844396
2023-05-22,31827913334
2023-05-23,31304328552
2023-05-24,30821019524
2023-05-25,30488744566
2023-05-26,30740468019
2023-05-30,30730399081
2023-05-31,31143225543
2023-06-01,31153294481
2023-06-02,31827913334
2023-06-05,32029292096
2023-06-06,32170257229
2023-06-07,32724048825
2023-06-08,32573014753
2023-06-09,32522670062
2023-06-12,32321291301
2023-06-13,32462256434
2023-06-14,32603221567
2023-06-15,32764324577
2023-06-16,32562945815
2023-06-20,32129981477
2023-06-21,31354673243
2023-06-22,31334535367
2023-06-23,30841157400
2023-06-26,31616465634
2023-06-27,31304328552
2023-06-28,31213708110
2023-06-29,31596327757
2023-06-30,31838174621
2023-07-03,32243369334
2023-07-05,31736875942
2023-07-06,31341811096
2023-07-07,31534278585
2023-07-10,31939473299
2023-07-11,32202849863
2023-07-12,32324408277
2023-07-13,31777395414
2023-07-14,31919213563
2023-07-17,31959733035
2023-07-18,31959733035
2023-07-19,32567525105
2023-07-20,33134797704
2023-07-21,33215836647
2023-07-24,33307005457
2023-07-25,33266485986
2023-07-26,33175317176
2023-07-27,32344668013
2023-07-28,32202849863
2023-07-31,31888823960
2023-08-01,32050901845
2023-08-02,31736875942
2023-08-03,31483629246
2023-08-04,31463369511
2023-08-07,31686226603
2023-08-08,31544408453
2023-08-09,31777395414
2023-08-10,31362070832
2023-08-11,31291161757
2023-08-14,31037915061
2023-08-15,30430122991
2023-08-16,30197136031
2023-08-17,30055317881
2023-08-18,30470642462
2023-08-21,30247785370
2023-08-22,30541551537
2023-08-23,31007525458
2023-08-24,30734019026
2023-08-25,30916356647
2023-08-28,31139213740
2023-08-29,31281031889
2023-08-30,31382330568
2023-08-31,31240512418
2023-09-01,31392460436
2023-09-05,31220252682
2023-09-06,31412720171
2023-09-07,31625447396
2023-09-08,31595057792
2023-09-11,31726746074
2023-09-12,31817914885
2023-09-13,31686226603
2023-09-14,31919213563
2023-09-15,31787525281
2023-09-18,31250642286
2023-09-19,31392460436
2023-09-20,31058174797
2023-09-21,30490902198
2023-09-22,30116097088
2023-09-25,30136356824
2023-09-26,29569084224
2023-09-27,29255058321
2023-09-28,29852720524
2023-09-29,29477915414
2023-10-02,29701523731
2023-10-03,29069135267
2023-10-04,29390513011
2023-10-05,29349044915
2023-10-06,29660055635
2023-10-09,30261343026
2023-10-10,30302811122
2023-10-11,30437582434
2023-10-12,29939965283
2023-10-13,30002167427
2023-10-16,30396114338
2023-10-17,30344279218
2023-10-18,29794826947
2023-10-19,29110603363
2023-10-20,28519682996
2023-10-23,28281241444
2023-10-24,28975832052
2023-10-25,28571518116
2023-10-26,28561151092
2023-10-27,28343443588
2023-10-30,28177571204
2023-10-31,28923996932
2023-11-01,28892895860
2023-11-02,29639321587
2023-11-03,30240608978
2023-11-06,30064369571
2023-11-07,29805193971
2023-11-08,29649688611
2023-11-09,29141704435
2023-11-10,29504550275
2023-11-13,29120970387
2023-11-14,30219874930
2023-11-15,29960699331
2023-11-16,29753358851
2023-11-17,29628954563
2023-11-20,29649688611
2023-11-21,29235007651
2023-11-22,29660055635
2023-11-24,29711890755
2023-11-27,29815560995
2023-11-28,30292444098
2023-11-29,30707125058
2023-11-30,30987034706
2023-12-01,31619423169
2023-12-04,31671258289
2023-12-05,31370614593
2023-12-06,31349880545
2023-12-07,31546854001
2023-12-08,31629790193
2023-12-11,31920066865
2023-12-12,31857864721
2023-12-13,32687226640
2023-12-14,33101907600
2023-12-15,32490253184
2023-12-18,32376215920
2023-12-19,32967136288
2023-12-20,32262178656
2023-12-21,32573189376
2023-12-22,32490253184
2023-12-26,32821997952
2023-12-27,32987870336
2023-12-28,33361083199
2023-12-29,33050072480
2024-01-02,34044935346
2024-01-03,33815606326
2024-01-04,33273555917
2024-01-05,33023378805
2024-01-08,33450764705
2024-01-09,32992106666
2024-01-10,32846170017
2024-01-11,32481328395
2024-01-12,32418784117
2024-01-16,32418784117
2024-01-17,31876733707
2024-01-18,31543164224
2024-01-19,31855885615
2024-01-22,32033094402
2024-01-23,32147758912
2024-01-24,31626556595
2024-01-25,31814189429
2024-01-26,31689100873
2024-01-29,31720373012
2024-01-30,31522316132
2024-01-31,31397227576
2024-02-01,32366663885
2024-02-02,31845461568
2024-02-05,30886449305
2024-02-06,31094930232
2024-02-07,30959417629
2024-02-08,30928145490
2024-02-09,30980265722
2024-02-12,30969841676
2024-02-13,30469487451
2024-02-14,30438215312
2024-02-15,30740512656
2024-02-16,30782208842
2024-02-20,30813480981
2024-02-21,30917721444
2024-02-22,30959417629
2024-02-23,31324259251
2024-02-26,30803056934
2024-02-27,30636272193
2024-02-28,30813480981
2024-02-29,31199170695
2024-03-01,30834329073
2024-03-04,30980265722
2024-03-05,30146342015
2024-03-06,30167190107
2024-03-07,30250582478
2024-03-08,30354822942
2024-03-11,30907297398
2024-03-12,30803056934
2024-03-13,30552879822
2024-03-14,30042101551
2024-03-15,30156766061
2024-03-18,30167190107
2024-03-19,30198462246
2024-03-20,30042101551
2024-03-21,30427791266
2024-03-22,30042101551
2024-03-25,30042101551
2024-03-26,30386095081
2024-03-27,31011537861
2024-03-28,31053234046
2024-04-01,30855177166
2024-04-02,30719664563
2024-04-03,30605000054
2024-04-04,30500759590
2024-04-05,30563303868
2024-04-08,30886449305
2024-04-09,31063658093
2024-04-10,29301994261
2024-04-11,29395810678
2024-04-12,29124785473
2024-04-15,28749519805
2024-04-16,28301285813
2024-04-17,28353406044
2024-04-18,28686975527
2024-04-19,29072665242
2024-04-22,29229025937
2024-04-23,29791924439
2024-04-24,29635563744
2024-04-25,29760652300
2024-04-26,29677259929
2024-04-29,30281854617
2024-04-30,29760652300
2024-05-01,30125493922
2024-05-02,30021253459
2024-05-03,30021253459
2024-05-06,30281854617
2024-05-07,30803056934
2024-05-08,30500759590
2024-05-09,30542455776
2024-05-10,30750936703
2024-05-13,30865601212
2024-05-14,31167898556
2024-05-15,31803765383
2024-05-16,31564012317
2024-05-17,31668252780
2024-05-20,31501468039
2024-05-21,31397227576
2024-05-22,30782208842
2024-05-23,29812772532
2024-05-24,29500051142
2024-05-28,29458354956
2024-05-29,29103937381
2024-05-30,29249874030
2024-05-31,29927437042
2024-06-03,29989981320
2024-06-04,29927437042
2024-06-05,29583443512
2024-06-06,29645987790
2024-06-07,29573019466
2024-06-10,29301994261
2024-06-11,29333266400
2024-06-12,29573019466
2024-06-13,29489627095
2024-06-14,29489627095
2024-06-17,29395810678
2024-06-18,29301994261
2024-06-20,29270722122
2024-06-21,29291570215
2024-06-24,29635563744
2024-06-25,29135209520
2024-06-26,29176905705
2024-06-27,29635563744
2024-06-28,29854468717
2024-07-01,29083089288
2024-07-02,28947576686
2024-07-03,28926728593
2024-07-05,28926728593
2024-07-08,29010120964
2024-07-09,28812064083
2024-07-10,29072665242
2024-07-11,30646696239
2024-07-12,30698816471
2024-07-15,31574436363
2024-07-16,31553588271
2024-07-17,32179031051
2024-07-18,31918429893
2024-07-19,31595284456
2024-07-22,31720373012
2024-07-23,31741221105
2024-07-24,31491043993
2024-07-25,31772493244
2024-07-26,32189455097
2024-07-29,32551555259
2024-07-30,32760085402
2024-07-31,32593261288
2024-08-01,32676673345
2024-08-02,32843497459
2024-08-05,32071935931
2024-08-06,32739232388
2024-08-07,32822644445
2024-08-08,32582834781
2024-08-09,32666246838
