,VTRS
2013-11-26,16567350000
2013-11-27,16433322000
2013-11-29,16429599000
2013-12-02,16511505000
2013-12-03,16090806000
2013-12-04,15997731000
2013-12-05,16139205000
2013-12-06,16433322000
2013-12-09,16329078000
2013-12-10,15863703000
2013-12-11,15420666000
2013-12-12,15584478000
2013-12-13,15554694000
2013-12-16,15599370000
2013-12-17,15584478000
2013-12-18,15949332000
2013-12-19,15833919000
2013-12-20,15826473000
2013-12-23,15904656000
2013-12-24,15848811000
2013-12-26,15941886000
2013-12-27,15926994000
2013-12-30,15975392999
2013-12-31,16157820000
2014-01-02,15852534000
2014-01-03,15904656000
2014-01-06,15733398000
2014-01-07,16001453999
2014-01-08,16652978999
2014-01-09,16790730000
2014-01-10,17114631000
2014-01-13,16842852000
2014-01-14,17207706000
2014-01-15,16924758000
2014-01-16,16906142999
2014-01-17,17032725000
2014-01-21,17293335000
2014-01-22,17092292999
2014-01-23,16850298000
2014-01-24,16496613000
2014-01-27,16384923000
2014-01-28,16641810000
2014-01-29,16559903999
2014-01-30,16958264999
2014-01-31,16906142999
2014-02-03,16250895000
2014-02-04,16250895000
2014-02-05,16172712000
2014-02-06,16191327000
2014-02-07,16783284000
2014-02-10,16693932000
2014-02-11,16935927000
2014-02-12,16995495000
2014-02-13,17196537000
2014-02-14,17163030000
2014-02-18,17982090000
2014-02-19,19043145000
2014-02-20,19456398000
2014-02-21,19329816000
2014-02-24,19005915000
2014-02-25,19110159000
2014-02-26,19143666000
2014-02-27,20949321000
2014-02-28,20688711000
2014-03-03,20670096000
2014-03-04,21295560000
2014-03-05,20789232000
2014-03-06,20305242000
2014-03-07,20424378000
2014-03-10,19884543000
2014-03-11,20100477000
2014-03-12,19754238000
2014-03-13,19367046000
2014-03-14,19594149000
2014-03-17,19925496000
2014-03-18,20066970000
2014-03-19,19843590000
2014-03-20,19586703000
2014-03-21,19411722000
2014-03-24,18603831000
2014-03-25,18879333000
2014-03-26,18302268000
2014-03-27,18086334000
2014-03-28,18179409000
2014-03-31,18179409000
2014-04-01,18432078000
2014-04-02,18977826000
2014-04-03,18637668000
2014-04-04,18925494000
2014-04-07,18091920000
2014-04-08,17807832000
2014-04-09,18155466000
2014-04-10,17594766000
2014-04-11,17090136000
2014-04-14,17206014000
2014-04-15,17280774000
2014-04-16,17647098000
2014-04-17,17538696000
2014-04-21,18062016000
2014-04-22,18633930000
2014-04-23,18794664000
2014-04-24,18820830000
2014-04-25,19474980000
2014-04-28,18940446000
2014-04-29,19018944000
2014-04-30,18981564000
2014-05-01,18592812000
2014-05-02,18622716000
2014-05-05,18648882000
2014-05-06,18121824000
2014-05-07,17998470000
2014-05-08,17691954000
2014-05-09,17247132000
2014-05-12,17781666000
2014-05-13,17781666000
2014-05-14,17740548000
2014-05-15,17949876000
2014-05-16,17553648000
2014-05-19,17620932000
2014-05-20,17265822000
2014-05-21,17366748000
2014-05-22,17721858000
2014-05-23,17949876000
2014-05-27,18099396000
2014-05-28,18267606000
2014-05-29,18589074000
2014-05-30,18630192000
2014-06-02,18682524000
2014-06-03,18652620000
2014-06-04,18536742000
2014-06-05,18630192000
2014-06-06,18589074000
2014-06-09,18473196000
2014-06-10,18398436000
2014-06-11,18570384000
2014-06-12,18555432000
2014-06-13,18764760000
2014-06-16,18839520000
2014-06-17,18951660000
2014-06-18,18921756000
2014-06-19,18843258000
2014-06-20,19108656000
2014-06-23,18981564000
2014-06-24,19280604000
2014-06-25,19299294000
2014-06-26,19389006000
2014-06-27,19254438000
2014-06-30,19273128000
2014-07-01,19412049000
2014-07-02,19505574000
2014-07-03,19374639000
2014-07-07,18914496000
2014-07-08,18806007000
2014-07-09,18727446000
2014-07-10,18970611000
2014-07-11,18779820000
2014-07-14,19168884000
2014-07-15,19516797000
2014-07-16,19314783000
2014-07-17,19239963000
2014-07-18,19415790000
2014-07-21,19224999000
2014-07-22,19475646000
2014-07-23,19580394000
2014-07-24,19415790000
2014-07-25,19355934000
2014-07-28,18903273000
2014-07-29,18854640000
2014-07-30,18910755000
2014-07-31,18469317000
2014-08-01,18416943000
2014-08-04,18368310000
2014-08-05,18132627000
2014-08-06,17926872000
2014-08-07,17391909000
2014-08-08,17152485000
2014-08-11,16969176000
2014-08-12,16823277000
2014-08-13,16980399000
2014-08-14,17264715000
2014-08-15,17376945000
2014-08-18,17388168000
2014-08-19,17597664000
2014-08-20,18177519000
2014-08-21,17863275000
2014-08-22,18035361000
2014-08-25,18147591000
2014-08-26,18069030000
2014-08-27,17986728000
2014-08-28,18005433000
2014-08-29,18181260000
2014-09-02,18211188000
2014-09-03,17885721000
2014-09-04,17560254000
2014-09-05,17575218000
2014-09-08,17941836000
2014-09-09,17758527000
2014-09-10,17747304000
2014-09-11,17878239000
2014-09-12,17605146000
2014-09-15,17489175000
2014-09-16,17941836000
2014-09-17,17956800000
2014-09-18,18117663000
2014-09-19,17717376000
2014-09-22,17406873000
2014-09-23,17436801000
2014-09-24,17373204000
2014-09-25,17189895000
2014-09-26,17317089000
2014-09-29,17130039000
2014-09-30,17017809000
2014-10-01,16958142000
2014-10-02,17418900000
2014-10-03,18816158000
2014-10-06,19097108000
2014-10-07,18782444000
2014-10-08,19190758000
2014-10-09,18774952000
2014-10-10,18486510000
2014-10-13,17845944000
2014-10-14,17538772000
2014-10-15,17748548000
2014-10-16,18269242000
2014-10-17,18527716000
2014-10-20,18846126000
2014-10-21,19497930000
2014-10-22,18864856000
2014-10-23,18891078000
2014-10-24,19187012000
2014-10-27,19085870000
2014-10-28,19370566000
2014-10-29,19048410000
2014-10-30,19617802000
2014-10-31,20059830000
2014-11-03,20074814000
2014-11-04,20134750000
2014-11-05,20029862000
2014-11-06,20041100000
2014-11-07,19895006000
2014-11-10,20209670000
2014-11-11,20044846000
2014-11-12,20153480000
2014-11-13,20501858000
2014-11-14,20247130000
2014-11-17,20651698000
2014-11-18,21067504000
2014-11-19,20857728000
2014-11-20,20685412000
2014-11-21,20898934000
2014-11-24,20962616000
2014-11-25,21041282000
2014-11-26,21959052000
2014-11-28,21955306000
2014-12-01,21648134000
2014-12-02,21663118000
2014-12-03,21812958000
2014-12-04,21812958000
2014-12-05,21880386000
2014-12-08,21438358000
2014-12-09,21198614000
2014-12-10,20599254000
2014-12-11,20494366000
2014-12-12,19973672000
2014-12-15,20423192000
2014-12-16,20063576000
2014-12-17,20700396000
2014-12-18,21288518000
2014-12-19,21543246000
2014-12-22,21352200000
2014-12-23,21194868000
2014-12-24,21340962000
2014-12-26,21576960000
2014-12-29,21618166000
2014-12-30,21329724000
2014-12-31,21116202000
2015-01-02,23554300000
2015-01-05,23290960000
2015-01-06,22647240000
2015-01-07,23453980000
2015-01-08,23679700000
2015-01-09,23341120000
2015-01-12,23102860000
2015-01-13,23190640000
2015-01-14,22818620000
2015-01-15,22045320000
2015-01-16,23408000000
2015-01-20,23044340000
2015-01-21,22818620000
2015-01-22,22755920000
2015-01-23,22659780000
2015-01-26,23742400000
2015-01-27,23533400000
2015-01-28,23090320000
2015-01-29,22944020000
2015-01-30,22216700000
2015-02-02,22233420000
2015-02-03,22818620000
2015-02-04,22245960000
2015-02-05,22697400000
2015-02-06,22526020000
2015-02-09,22154000000
2015-02-10,22559460000
2015-02-11,22471680000
2015-02-12,22785180000
2015-02-13,23345300000
2015-02-17,23629540000
2015-02-18,23637900000
2015-02-19,23917960000
2015-02-20,24189660000
2015-02-23,24097700000
2015-02-24,23917960000
2015-02-25,23617000000
2015-02-26,23930500000
2015-02-27,23963940000
2015-03-02,24198020000
2015-03-03,23173920000
2015-03-04,23244980000
2015-03-05,23696420000
2015-03-06,23173920000
2015-03-09,23299320000
2015-03-10,23119580000
2015-03-11,24662000000
2015-03-12,26041400000
2015-03-13,24979680000
2015-03-16,25610860000
2015-03-17,26216960000
2015-03-18,27153279999
2015-03-19,26726920000
2015-03-20,26359080000
2015-03-23,26451040000
2015-03-24,26371620000
2015-03-25,25594140000
2015-03-26,25865840000
2015-03-27,25761340000
2015-03-30,25080000000
2015-03-31,24808300000
2015-04-01,28396394000
2015-04-02,28474810000
2015-04-06,28661048000
2015-04-07,29195257000
2015-04-08,33503236000
2015-04-09,34356009999
2015-04-10,34424624000
2015-04-13,33601256000
2015-04-14,33630662000
2015-04-15,32723976999
2015-04-16,32753383000
2015-04-17,34218781999
2015-04-20,33351305000
2015-04-21,36301707000
2015-04-22,35483240000
2015-04-23,36115469000
2015-04-24,37277006000
2015-04-27,35149972000
2015-04-28,35635171000
2015-04-29,36512450000
2015-04-30,35414626000
2015-05-01,36213489000
2015-05-04,35801805000
2015-05-05,35723389000
2015-05-06,34821605000
2015-05-07,34498139000
2015-05-08,34949031000
2015-05-11,35105863000
2015-05-12,34468733000
2015-05-13,34723585000
2015-05-14,35056853000
2015-05-15,34635367000
2015-05-18,34983338000
2015-05-19,34968635000
2015-05-20,34527545000
2015-05-21,34277594000
2015-05-22,34140366000
2015-05-26,34576555000
2015-05-27,35306804000
2015-05-28,35620468000
2015-05-29,35595963000
2015-06-01,35934132000
2015-06-02,35424428000
2015-06-03,35478339000
2015-06-04,36409529000
2015-06-05,36336014000
2015-06-08,36095865000
2015-06-09,36169380000
2015-06-10,36296806000
2015-06-11,36321311000
2015-06-12,36120370000
2015-06-15,36066459000
2015-06-16,35311705000
2015-06-17,34909823000
2015-06-18,35561656000
2015-06-19,35100962000
2015-06-22,35002942000
2015-06-23,34806902000
2015-06-24,34728486000
2015-06-25,34483436000
2015-06-26,33846306000
2015-06-29,33145462999
2015-06-30,33258186000
2015-07-01,34187850000
2015-07-02,34393860000
2015-07-06,34702875000
2015-07-07,35065845000
2015-07-08,33824879999
2015-07-09,34506675000
2015-07-10,34933410000
2015-07-13,34854930000
2015-07-14,35031510000
2015-07-15,34364430000
2015-07-16,33569820000
2015-07-17,33584535000
2015-07-20,32853690000
2015-07-21,32966504999
2015-07-22,33304950000
2015-07-23,32647680000
2015-07-24,32343570000
2015-07-27,27649485000
2015-07-28,27639675000
2015-07-29,28076220000
2015-07-30,27639675000
2015-07-31,27463095000
2015-08-03,27075600000
2015-08-04,26815635000
2015-08-05,26781300000
2015-08-06,27173700000
2015-08-07,27639675000
2015-08-10,28218465000
2015-08-11,28022265000
2015-08-12,27154080000
2015-08-13,26594910000
2015-08-14,26663580000
2015-08-17,27217845000
2015-08-18,27345375000
2015-08-19,27021645000
2015-08-20,26011215000
2015-08-21,25260750000
2015-08-24,24431805000
2015-08-25,24088455000
2015-08-26,25079265000
2015-08-27,25255845000
2015-08-28,24706485000
2015-08-31,24323895000
2015-09-01,23686245000
2015-09-02,23848110000
2015-09-03,23259510000
2015-09-04,23568525000
2015-09-08,23897160000
2015-09-09,23328180000
2015-09-10,23445900000
2015-09-11,23862825000
2015-09-14,24063930000
2015-09-15,24309180000
2015-09-16,24039405000
2015-09-17,24215985000
2015-09-18,24323895000
2015-09-21,23622480000
2015-09-22,22881825000
2015-09-23,22273605000
2015-09-24,22347180000
2015-09-25,21390705000
2015-09-28,20041830000
2015-09-29,19521900000
2015-09-30,19747530000
2015-10-01,20299182000
2015-10-02,21402132000
2015-10-05,21519780000
2015-10-06,21005070000
2015-10-07,20701146000
2015-10-08,20916834000
2015-10-09,20858010000
2015-10-12,21029580000
2015-10-13,20304084000
2015-10-14,20706048000
2015-10-15,20946246000
2015-10-16,21348210000
2015-10-19,21441348000
2015-10-20,20858010000
2015-10-21,20044278000
2015-10-22,19196232000
2015-10-23,20078592000
2015-10-26,20514870000
2015-10-27,21612918000
2015-10-28,22005078000
2015-10-29,22441356000
2015-10-30,21612918000
2015-11-02,22456062000
2015-11-03,22828614000
2015-11-04,22833516000
2015-11-05,21956058000
2015-11-06,22039392000
2015-11-09,22127628000
2015-11-10,22274688000
2015-11-11,21808998000
2015-11-12,21176640000
2015-11-13,23911956000
2015-11-16,24510000000
2015-11-17,24833532000
2015-11-18,25500204000
2015-11-19,25108044000
2015-11-20,25426674000
2015-11-23,24941376000
2015-11-24,24701178000
2015-11-25,25392360000
2015-11-27,25362948000
2015-11-30,25147260000
2015-12-01,26019816000
2015-12-02,25529616000
2015-12-03,25034514000
2015-12-04,25201182000
2015-12-07,25044318000
2015-12-08,25127652000
2015-12-09,24853140000
2015-12-10,25946286000
2015-12-11,25764912000
2015-12-14,26161974000
2015-12-15,26465898000
2015-12-16,26661978000
2015-12-17,25965894000
2015-12-18,26063934000
2015-12-21,26294328000
2015-12-22,26563938000
2015-12-23,26858058000
2015-12-24,26872764000
2015-12-28,26632566000
2015-12-29,27098256000
2015-12-30,26774724000
2015-12-31,26505114000
2016-01-04,26096544000
2016-01-05,26493282000
2016-01-06,26135728000
2016-01-07,25278578000
2016-01-08,24205916000
2016-01-11,24245100000
2016-01-12,24534082000
2016-01-13,23946322000
2016-01-14,24832860000
2016-01-15,24347958000
2016-01-19,24597756000
2016-01-20,25175720000
2016-01-21,25195312000
2016-01-22,26013278000
2016-01-25,25773276000
2016-01-26,26414914000
2016-01-27,25092454000
2016-01-28,24700614000
2016-01-29,25807562000
2016-02-01,25641030000
2016-02-02,24891636000
2016-02-03,25596948000
2016-02-04,25621438000
2016-02-05,25170822000
2016-02-08,24710410000
2016-02-09,24852452000
2016-02-10,24754492000
2016-02-11,20287516000
2016-02-12,20488334000
2016-02-16,21134870000
2016-02-17,22663046000
2016-02-18,21898958000
2016-02-19,22207532000
2016-02-22,22927538000
2016-02-23,22878558000
2016-02-24,22824680000
2016-02-25,23226316000
2016-02-26,23089172000
2016-02-29,22075286000
2016-03-01,22560188000
2016-03-02,22589576000
2016-03-03,22398554000
2016-03-04,21933244000
2016-03-07,22599372000
2016-03-08,21918550000
2016-03-09,22800190000
2016-03-10,23162642000
2016-03-11,23804280000
2016-03-14,23446726000
2016-03-15,22491616000
2016-03-16,22726720000
2016-03-17,21658956000
2016-03-18,22065490000
2016-03-21,22266308000
2016-03-22,22633658000
2016-03-23,22241818000
2016-03-24,22472024000
2016-03-28,22138960000
2016-03-29,23025498000
2016-03-30,22726720000
2016-03-31,22702230000
2016-04-01,23959000000
2016-04-04,23822812000
2016-04-05,23162048000
2016-04-06,24382696000
2016-04-07,24246508000
2016-04-08,23706800000
2016-04-11,22980464000
2016-04-12,23328500000
2016-04-13,23817768000
2016-04-14,24004396000
2016-04-15,23651316000
2016-04-18,24009440000
2016-04-19,24095188000
2016-04-20,24175892000
2016-04-21,24614720000
2016-04-22,24357476000
2016-04-25,22708088000
2016-04-26,22692956000
2016-04-27,22435712000
2016-04-28,21487440000
2016-04-29,21038524000
2016-05-02,21542924000
2016-05-03,22037236000
2016-05-04,21154536000
2016-05-05,20882160000
2016-05-06,19999460000
2016-05-09,20564388000
2016-05-10,20584564000
2016-05-11,19994416000
2016-05-12,19479928000
2016-05-13,19752304000
2016-05-16,20402980000
2016-05-17,20690488000
2016-05-18,21204976000
2016-05-19,20740928000
2016-05-20,20937644000
2016-05-23,20786324000
2016-05-24,21406736000
2016-05-25,21527792000
2016-05-26,21618584000
2016-05-27,21719464000
2016-05-31,21860696000
2016-06-01,22425624000
2016-06-02,22677824000
2016-06-03,22455888000
2016-06-06,23464688000
2016-06-07,23510084000
2016-06-08,23459644000
2016-06-09,23081344000
2016-06-10,22460932000
2016-06-13,22581988000
2016-06-14,22632428000
2016-06-15,22566856000
2016-06-16,22723220000
2016-06-17,22703044000
2016-06-20,22889672000
2016-06-21,22637472000
2016-06-22,22698000000
2016-06-23,23283104000
2016-06-24,21971664000
2016-06-27,21088964000
2016-06-28,21598408000
2016-06-29,21800168000
2016-06-30,21810256000
2016-07-01,22647408686
2016-07-05,22225504338
2016-07-06,22678660860
2016-07-07,22761999990
2016-07-08,23199530425
2016-07-11,23204739120
2016-07-12,23522469555
2016-07-13,23595391294
2016-07-14,23637060859
2016-07-15,23673521729
2016-07-18,23715191294
2016-07-19,23402669555
2016-07-20,24585043468
2016-07-21,24407947815
2016-07-22,24267313033
2016-07-25,24626713033
2016-07-26,24210017381
2016-07-27,24444408685
2016-07-28,24335026076
2016-07-29,24371486946
2016-08-01,24345443468
2016-08-02,24236060859
2016-08-03,25215295641
2016-08-04,25288217380
2016-08-05,25241339119
2016-08-08,25277799989
2016-08-09,26001808684
2016-08-10,25413226076
2016-08-11,25371556511
2016-08-12,25241339119
2016-08-15,25392391293
2016-08-16,25277799989
2016-08-17,25470521728
2016-08-18,25689286945
2016-08-19,25345513032
2016-08-22,24949652163
2016-08-23,23762069555
2016-08-24,22475521729
2016-08-25,22319260860
2016-08-26,22413017381
2016-08-29,22511982599
2016-08-30,22267173903
2016-08-31,22064034773
2016-09-01,21834852164
2016-09-02,20819156513
2016-09-06,21043130426
2016-09-07,20996252165
2016-09-08,21131678252
2016-09-09,20777486947
2016-09-12,21527539121
2016-09-13,21308773904
2016-09-14,21272313034
2016-09-15,21610878251
2016-09-16,21767139121
2016-09-19,21610878251
2016-09-20,21491078251
2016-09-21,21829643469
2016-09-22,22183834773
2016-09-23,21907773903
2016-09-26,21449408686
2016-09-27,21517121730
2016-09-28,20949373904
2016-09-29,20037852165
2016-09-30,19855547817
2016-10-03,20402620000
2016-10-04,20279777000
2016-10-05,20311823000
2016-10-06,19676244000
2016-10-07,19195554000
2016-10-10,20760467000
2016-10-11,20461371000
2016-10-12,19799087000
2016-10-13,20231708000
2016-10-14,19489309000
2016-10-17,19462604000
2016-10-18,19969999000
2016-10-19,19868520000
2016-10-20,20087501000
2016-10-21,19772382000
2016-10-24,20060796000
2016-10-25,20658988000
2016-10-26,20338528000
2016-10-27,20306482000
2016-10-28,19863179000
2016-10-31,19494650000
2016-11-01,19847156000
2016-11-02,19585447000
2016-11-03,18234174000
2016-11-04,18693500000
2016-11-07,19542719000
2016-11-08,19820451000
2016-11-09,20787172000
2016-11-10,20445348000
2016-11-11,20258413000
2016-11-14,20530804000
2016-11-15,20648306000
2016-11-16,20242390000
2016-11-17,20060796000
2016-11-18,19478627000
2016-11-21,19590788000
2016-11-22,19398512000
2016-11-23,19681585000
2016-11-25,19590788000
2016-11-28,19622834000
2016-11-29,19259646000
2016-11-30,19553401000
2016-12-01,19243623000
2016-12-02,19222259000
2016-12-05,19040665000
2016-12-06,19152826000
2016-12-07,18426450000
2016-12-08,19259646000
2016-12-09,19499991000
2016-12-12,19831133000
2016-12-13,20456030000
2016-12-14,20130229000
2016-12-15,20167616000
2016-12-16,20199662000
2016-12-19,20023409000
2016-12-20,19916589000
2016-12-21,20039432000
2016-12-22,19927271000
2016-12-23,20028750000
2016-12-27,20071478000
2016-12-28,19873861000
2016-12-29,19964658000
2016-12-30,20375915000
2017-01-03,20904295000
2017-01-04,21182235000
2017-01-05,20931020000
2017-01-06,20578250000
2017-01-09,20818775000
2017-01-10,20818775000
2017-01-11,19926160000
2017-01-12,19653565000
2017-01-13,19632185000
2017-01-17,19813915000
2017-01-18,19878055000
2017-01-19,19749775000
2017-01-20,19813915000
2017-01-23,19258035000
2017-01-24,19140445000
2017-01-25,19498560000
2017-01-26,19295450000
2017-01-27,19594770000
2017-01-30,19423730000
2017-01-31,20337725000
2017-02-01,20663770000
2017-02-02,20845500000
2017-02-03,20957745000
2017-02-06,21369310000
2017-02-07,21053955000
2017-02-08,20947055000
2017-02-09,21005850000
2017-02-10,21011195000
2017-02-13,21262410000
2017-02-14,21780875000
2017-02-15,22684180000
2017-02-16,22449000000
2017-02-17,22475725000
2017-02-21,22609350000
2017-02-22,22449000000
2017-02-23,22625385000
2017-02-24,22534520000
2017-02-27,22684180000
2017-02-28,22368825000
2017-03-01,23983015000
2017-03-02,24202160000
2017-03-03,24148710000
2017-03-06,23539380000
2017-03-07,23159885000
2017-03-08,23234715000
2017-03-09,23106435000
2017-03-10,23197300000
2017-03-13,22972810000
2017-03-14,22860565000
2017-03-15,22892635000
2017-03-16,22710905000
2017-03-17,22465035000
2017-03-20,22539865000
2017-03-21,22272615000
2017-03-22,22288650000
2017-03-23,22240545000
2017-03-24,21893120000
2017-03-27,22293995000
2017-03-28,22299340000
2017-03-29,21567075000
2017-03-30,21160855000
2017-03-31,20840155000
2017-04-03,20870350000
2017-04-04,20704500000
2017-04-05,20768700000
2017-04-06,20843600000
2017-04-07,21186000000
2017-04-10,20998750000
2017-04-11,20570750000
2017-04-12,20351400000
2017-04-13,20153450000
2017-04-17,20089250000
2017-04-18,19811050000
2017-04-19,19773600000
2017-04-20,19837800000
2017-04-21,19704050000
2017-04-24,20046450000
2017-04-25,19714750000
2017-04-26,20030400000
2017-04-27,20180200000
2017-04-28,19982250000
2017-05-01,20009000000
2017-05-02,20420950000
2017-05-03,19896650000
2017-05-04,20335350000
2017-05-05,20276500000
2017-05-08,19998300000
2017-05-09,20335350000
2017-05-10,20442350000
2017-05-11,21095050000
2017-05-12,20832900000
2017-05-15,20693800000
2017-05-16,20945250000
2017-05-17,20677750000
2017-05-18,20410250000
2017-05-19,20297900000
2017-05-22,20672400000
2017-05-23,21180650000
2017-05-24,20961300000
2017-05-25,21309050000
2017-05-26,21250200000
2017-05-30,21057600000
2017-05-31,20854300000
2017-06-01,21164600000
2017-06-02,20907800000
2017-06-05,20672400000
2017-06-06,20624250000
2017-06-07,21046900000
2017-06-08,21244850000
2017-06-09,21448150000
2017-06-12,20800800000
2017-06-13,20206950000
2017-06-14,20265800000
2017-06-15,19784300000
2017-06-16,19645200000
2017-06-19,19918050000
2017-06-20,20019700000
2017-06-21,20474450000
2017-06-22,20870350000
2017-06-23,20881050000
2017-06-26,20881050000
2017-06-27,20560050000
2017-06-28,20902450000
2017-06-29,20736600000
2017-06-30,20768700000
2017-07-03,20771112000
2017-07-05,20589144000
2017-07-06,20150280000
2017-07-07,20128872000
2017-07-10,20187744000
2017-07-11,20150280000
2017-07-12,20648016000
2017-07-13,20899560000
2017-07-14,20985192000
2017-07-17,20739000000
2017-07-18,20396472000
2017-07-19,20519568000
2017-07-20,21135048000
2017-07-21,20963784000
2017-07-24,20744352000
2017-07-25,20776464000
2017-07-26,20974488000
2017-07-27,20599848000
2017-07-28,20733648000
2017-07-31,20867448000
2017-08-01,20653368000
2017-08-02,19759584000
2017-08-03,18571440000
2017-08-04,17618784000
2017-08-07,17126400000
2017-08-08,17014008000
2017-08-09,17169216000
2017-08-10,17281608000
2017-08-11,16526976000
2017-08-14,15857976000
2017-08-15,16125576000
2017-08-16,16307544000
2017-08-17,16355712000
2017-08-18,16441344000
2017-08-21,16291488000
2017-08-22,16446696000
2017-08-23,16227264000
2017-08-24,16168392000
2017-08-25,16339656000
2017-08-28,16500216000
2017-08-29,16323600000
2017-08-30,16371768000
2017-08-31,16848096000
2017-09-01,16896264000
2017-09-05,16906968000
2017-09-06,17254848000
2017-09-07,17078232000
2017-09-08,17179920000
2017-09-11,17683008000
2017-09-12,17982720000
2017-09-13,17961312000
2017-09-14,17592024000
2017-09-15,17142456000
2017-09-18,16858800000
2017-09-19,16580496000
2017-09-20,16799928000
2017-09-21,16719648000
2017-09-22,16751760000
2017-09-25,16848096000
2017-09-26,16660776000
2017-09-27,17088936000
2017-09-28,16516272000
2017-09-29,16789224000
2017-10-02,17273587000
2017-10-03,17348249000
2017-10-04,20158740000
2017-10-05,20222736000
2017-10-06,20420057000
2017-10-09,20398725000
2017-10-10,20505385000
2017-10-11,20420057000
2017-10-12,20137408000
2017-10-13,20238735000
2017-10-16,20361394000
2017-10-17,20553382000
2017-10-18,20004083000
2017-10-19,20420057000
2017-10-20,20537383000
2017-10-23,20516051000
2017-10-24,20756036000
2017-10-25,20809366000
2017-10-26,20569381000
2017-10-27,20452055000
2017-10-30,20393392000
2017-10-31,19044143000
2017-11-01,19652105000
2017-11-02,18846822000
2017-11-03,19049476000
2017-11-06,19940087000
2017-11-07,19556111000
2017-11-08,19860092000
2017-11-09,20308064000
2017-11-10,20350728000
2017-11-13,20036081000
2017-11-14,20185405000
2017-11-15,20158740000
2017-11-16,19998750000
2017-11-17,20046747000
2017-11-20,19465450000
2017-11-21,19854759000
2017-11-22,19881424000
2017-11-24,19929421000
2017-11-27,19444118000
2017-11-28,19668104000
2017-11-29,19657438000
2017-11-30,19481449000
2017-12-01,20329396000
2017-12-04,19966752000
2017-12-05,19950753000
2017-12-06,19726767000
2017-12-07,19929421000
2017-12-08,20622711000
2017-12-11,21060017000
2017-12-12,20953357000
2017-12-13,21081349000
2017-12-14,21337333000
2017-12-15,21609316000
2017-12-18,22222611000
2017-12-19,21993292000
2017-12-20,21982626000
2017-12-21,22377268000
2017-12-22,22425265000
2017-12-26,22542591000
2017-12-27,22398600000
2017-12-28,22323938000
2017-12-29,22563923000
2018-01-02,22175784000
2018-01-03,22191216000
2018-01-04,22793064000
2018-01-05,22911376000
2018-01-08,22921664000
2018-01-09,22782776000
2018-01-10,22834216000
2018-01-11,24027624000
2018-01-12,24125360000
2018-01-16,23991616000
2018-01-17,24063632000
2018-01-18,23924744000
2018-01-19,24037912000
2018-01-22,24506016000
2018-01-23,24099640000
2018-01-24,23724128000
2018-01-25,23657256000
2018-01-26,23765280000
2018-01-29,23652112000
2018-01-30,22643888000
2018-01-31,22042040000
2018-02-01,22144920000
2018-02-02,21656240000
2018-02-05,20745752000
2018-02-06,21080112000
2018-02-07,20807480000
2018-02-08,20190200000
2018-02-09,20205632000
2018-02-12,20884640000
2018-02-13,20786904000
2018-02-14,21265296000
2018-02-15,21424760000
2018-02-16,21676816000
2018-02-20,21265296000
2018-02-21,21198424000
2018-02-22,21234432000
2018-02-23,21321880000
2018-02-26,21491632000
2018-02-27,21146984000
2018-02-28,20740608000
2018-03-01,20930936000
2018-03-02,21074968000
2018-03-05,21368176000
2018-03-06,22237512000
2018-03-07,21856856000
2018-03-08,21609944000
2018-03-09,21867144000
2018-03-12,22006032000
2018-03-13,21784840000
2018-03-14,21615088000
2018-03-15,21435048000
2018-03-16,21465912000
2018-03-19,20987520000
2018-03-20,20786904000
2018-03-21,21172704000
2018-03-22,20509128000
2018-03-23,19994728000
2018-03-26,20503984000
2018-03-27,20334232000
2018-03-28,20833200000
2018-03-29,21177848000
2018-04-02,20339376000
2018-04-03,20776616000
2018-04-04,20987520000
2018-04-05,20807480000
2018-04-06,20329088000
2018-04-09,20498840000
2018-04-10,21357888000
2018-04-11,20776616000
2018-04-12,21224144000
2018-04-13,20894928000
2018-04-16,20946368000
2018-04-17,21080112000
2018-04-18,20956656000
2018-04-19,20992664000
2018-04-20,20946368000
2018-04-23,20977232000
2018-04-24,20704600000
2018-04-25,20030736000
2018-04-26,20318800000
2018-04-27,20236496000
2018-04-30,19938144000
2018-05-01,19948432000
2018-05-02,18914488000
2018-05-03,18544120000
2018-05-04,18508112000
2018-05-07,18574984000
2018-05-08,18194328000
2018-05-09,18888768000
2018-05-10,19495760000
2018-05-11,19758104000
2018-05-14,19680944000
2018-05-15,19804400000
2018-05-16,20154192000
2018-05-17,20617152000
2018-05-18,20401104000
2018-05-21,20344520000
2018-05-22,20169624000
2018-05-23,20385672000
2018-05-24,20231352000
2018-05-25,20257072000
2018-05-29,19896992000
2018-05-30,20308512000
2018-05-31,19783824000
2018-06-01,19979296000
2018-06-04,19804400000
2018-06-05,20565712000
2018-06-06,20822912000
2018-06-07,21095544000
2018-06-08,21275584000
2018-06-11,21486488000
2018-06-12,21532784000
2018-06-13,21435048000
2018-06-14,20323944000
2018-06-15,20061600000
2018-06-18,19845552000
2018-06-19,19922712000
2018-06-20,19994728000
2018-06-21,19871272000
2018-06-22,19706664000
2018-06-25,19603784000
2018-06-26,19696376000
2018-06-27,19264280000
2018-06-28,18688152000
2018-06-29,18590416000
2018-07-02,18846135000
2018-07-03,18501420000
2018-07-05,18666060000
2018-07-06,18846135000
2018-07-09,19093095000
2018-07-10,18866715000
2018-07-11,18599175000
2018-07-12,18635190000
2018-07-13,18820410000
2018-07-16,18727800000
