,MOS
2004-09-13,1930752000
2004-09-14,1906560000
2004-09-15,1892736000
2004-09-16,1895040000
2004-09-17,1928447999
2004-09-20,1958400000
2004-09-21,1987200000
2004-09-22,1964160000
2004-09-23,1959552000
2004-09-24,1991808000
2004-09-27,1984896000
2004-09-28,2043647999
2004-09-29,2007936000
2004-09-30,2003328000
2004-10-01,2039040000
2004-10-04,2029824000
2004-10-05,2005632000
2004-10-06,1967615999
2004-10-07,1928447999
2004-10-08,1898496000
2004-10-11,1877760000
2004-10-12,1877760000
2004-10-13,1785600000
2004-10-14,1769472000
2004-10-15,1783296000
2004-10-18,1775232000
2004-10-19,1769472000
2004-10-20,1746432000
2004-10-21,1775232000
2004-10-22,1728000000
2004-10-25,1728000000
2004-10-26,1746432000
2004-10-27,1728000000
2004-10-28,1723392000
2004-10-29,1732608000
2004-11-01,1741824000
2004-11-02,1737216000
2004-11-03,1783296000
2004-11-04,1827072000
2004-11-05,1872000000
2004-11-08,1916928000
2004-11-09,1892736000
2004-11-10,1869696000
2004-11-11,1872000000
2004-11-12,1872000000
2004-11-15,1863936000
2004-11-16,1833984000
2004-11-17,1874304000
2004-11-18,1883520000
2004-11-19,1875456000
2004-11-22,1868543999
2004-11-23,1872000000
2004-11-24,1984896000
2004-11-26,2013696000
2004-11-29,1992960000
2004-11-30,6567902000
2004-12-01,6874001000
2004-12-02,6877780000
2004-12-03,6934465000
2004-12-06,6889117000
2004-12-07,6658598000
2004-12-08,6575459999
2004-12-09,6654819000
2004-12-10,6583018000
2004-12-13,6870222000
2004-12-14,6877780000
2004-12-15,6892895999
2004-12-16,6843769000
2004-12-17,6480984999
2004-12-20,6080411000
2004-12-21,6224013000
2004-12-22,6178665000
2004-12-23,6205118000
2004-12-27,6254245000
2004-12-28,6216455000
2004-12-29,6182444000
2004-12-30,6171106999
2004-12-31,6167328000
2005-01-03,6121980000
2005-01-04,5785649000
2005-01-05,5649605000
2005-01-06,5766754000
2005-01-07,5717627000
2005-01-10,5793207000
2005-01-11,5687395000
2005-01-12,5785649000
2005-01-13,5781870000
2005-01-14,5865008000
2005-01-18,6019947000
2005-01-19,6042621000
2005-01-20,5868787000
2005-01-21,5906577000
2005-01-24,5815881000
2005-01-25,5706290000
2005-01-26,5687395000
2005-01-27,5804544000
2005-01-28,5959483000
2005-01-31,6235350000
2005-02-01,6220234000
2005-02-02,6182444000
2005-02-03,6084190000
2005-02-04,6152212000
2005-02-07,6095527000
2005-02-08,6046400000
2005-02-09,6027505000
2005-02-10,6035063000
2005-02-11,6065295000
2005-02-14,5970820000
2005-02-15,5963262000
2005-02-16,6042621000
2005-02-17,6087969000
2005-02-18,6125759000
2005-02-22,6084190000
2005-02-23,6095527000
2005-02-24,6329825000
2005-02-25,6288256000
2005-02-28,6220234000
2005-03-01,6235350000
2005-03-02,6341162000
2005-03-03,6348720000
2005-03-04,6514995999
2005-03-07,6443195000
2005-03-08,6405405000
2005-03-09,6371394000
2005-03-10,6397847000
2005-03-11,6367615000
2005-03-14,6439416000
2005-03-15,6310930000
2005-03-16,6224013000
2005-03-17,6310930000
2005-03-18,6348720000
2005-03-21,6348720000
2005-03-22,6386509999
2005-03-23,6371394000
2005-03-24,6375173000
2005-03-28,6348720000
2005-03-29,6261803000
2005-03-30,6424300000
2005-03-31,6446973999
2005-04-01,5989715000
2005-04-04,6118201000
2005-04-05,6053958000
2005-04-06,6053958000
2005-04-07,5876345000
2005-04-08,5823439000
2005-04-11,5668500000
2005-04-12,5691174000
2005-04-13,5369959000
2005-04-14,5067639000
2005-04-15,4856015000
2005-04-18,5078976000
2005-04-19,5199904000
2005-04-20,5124324000
2005-04-21,5101650000
2005-04-22,4878689000
2005-04-25,5041186000
2005-04-26,5018512000
2005-04-27,4988280000
2005-04-28,4840899000
2005-04-29,4856015000
2005-05-02,4844678000
2005-05-03,4890026000
2005-05-04,5026070000
2005-05-05,5169672000
2005-05-06,5275484000
2005-05-09,5298158000
2005-05-10,5139440000
2005-05-11,5090313000
2005-05-12,4908921000
2005-05-13,4871131000
2005-05-16,4874910000
2005-05-17,4810667000
2005-05-18,4931595000
2005-05-19,4908921000
2005-05-20,4912700000
2005-05-23,4920258000
2005-05-24,4814446000
2005-05-25,4795551000
2005-05-26,4712413000
2005-05-27,4920258000
2005-05-31,4970400000
2005-06-01,5073000000
2005-06-02,5054000000
2005-06-03,5168000000
2005-06-06,5141400000
2005-06-07,5202200000
2005-06-08,5240200000
2005-06-09,5228800000
2005-06-10,5255400000
2005-06-13,5232600000
2005-06-14,5396000000
2005-06-15,5339000000
2005-06-16,5650600000
2005-06-17,5513800000
2005-06-20,5426400000
2005-06-21,5453000000
2005-06-22,5757000000
2005-06-23,5814000000
2005-06-24,5814000000
2005-06-27,5700000000
2005-06-28,5852000000
2005-06-29,5909000000
2005-06-30,5912800000
2005-07-01,6011600000
2005-07-05,6076200000
2005-07-06,6087600000
2005-07-07,6125600000
2005-07-08,6190200000
2005-07-11,6262400000
2005-07-12,6254800000
2005-07-13,6216800000
2005-07-14,6254800000
2005-07-15,6231999999
2005-07-18,6365000000
2005-07-19,6460000000
2005-07-20,6448600000
2005-07-21,6384000000
2005-07-22,6437200000
2005-07-25,6372600000
2005-07-26,6421999999
2005-07-27,6406800000
2005-07-28,6467600000
2005-07-29,6611999999
2005-08-01,6570200000
2005-08-02,6577799999
2005-08-03,6501800000
2005-08-04,6562600000
2005-08-05,6574000000
2005-08-08,6706999999
2005-08-09,6745000000
2005-08-10,6798200000
2005-08-11,6767799999
2005-08-12,6783000000
2005-08-15,6813400000
2005-08-16,6676600000
2005-08-17,6593000000
2005-08-18,6467600000
2005-08-19,6577799999
2005-08-22,6577799999
2005-08-23,6391600000
2005-08-24,6429600000
2005-08-25,6247200000
2005-08-26,6285200000
2005-08-29,6251000000
2005-08-30,6144600000
2005-08-31,6154764999
2005-09-01,6250039999
2005-09-02,6128087999
2005-09-06,6196686000
2005-09-07,6211930000
2005-09-08,6250039999
2005-09-09,6242418000
2005-09-12,6128087999
2005-09-13,6093789000
2005-09-14,6093789000
2005-09-15,6048057000
2005-09-16,5926105000
2005-09-19,5945160000
2005-09-20,5933727000
2005-09-21,5884184000
2005-09-22,5792720000
2005-09-23,5975648000
2005-09-26,5998514000
2005-09-27,5964215000
2005-09-28,5907050000
2005-09-29,6040435000
2005-09-30,6105222000
2005-10-03,5819397000
2005-10-04,5876562000
2005-10-05,5655524000
2005-10-06,5602170000
2005-10-07,5586926000
2005-10-10,5403998000
2005-10-11,5403998000
2005-10-12,5430675000
2005-10-13,5346833000
2005-10-14,5350644000
2005-10-17,5297290000
2005-10-18,5186771000
2005-10-19,5121984000
2005-10-20,5118173000
2005-10-21,5068630000
2005-10-24,5121984000
2005-10-25,5114362000
2005-10-26,5102929000
2005-10-27,4874269000
2005-10-28,4897135000
2005-10-31,5030520000
2005-11-01,5156283000
2005-11-02,5137228000
2005-11-03,5110551000
2005-11-04,5099118000
2005-11-07,5144850000
2005-11-08,5144850000
2005-11-09,5179149000
2005-11-10,5152472000
2005-11-11,5125795000
2005-11-14,5076252000
2005-11-15,4954300000
2005-11-16,4862836000
2005-11-17,4916190000
2005-11-18,5011465000
2005-11-21,4954300000
2005-11-22,4916190000
2005-11-23,4954300000
2005-11-25,5022898000
2005-11-28,5110551000
2005-11-29,5182960000
2005-11-30,5193944000
2005-12-01,5197780000
2005-12-02,5182436000
2005-12-05,5224632000
2005-12-06,5209288000
2005-12-07,5255320000
2005-12-08,5408760000
2005-12-09,5416432000
2005-12-12,5496988000
2005-12-13,5516168000
2005-12-14,5562200000
2005-12-15,5489316000
2005-12-16,5412596000
2005-12-19,5439448000
2005-12-20,5435612000
2005-12-21,5523840000
2005-12-22,5692624000
2005-12-23,5688788000
2005-12-27,5669608000
2005-12-28,5612068000
2005-12-29,5615904000
2005-12-30,5612068000
2006-01-03,5754000000
2006-01-04,5830720000
2006-01-05,5941964000
2006-01-06,6014848000
2006-01-09,6041700000
2006-01-10,6099240000
2006-01-11,6022520000
2006-01-12,5964980000
2006-01-13,5800032000
2006-01-17,5742492000
2006-01-18,5585216000
2006-01-19,5481644000
2006-01-20,5562200000
2006-01-23,5508496000
2006-01-24,5615904000
2006-01-25,5707968000
2006-01-26,5888260000
2006-01-27,5899768000
2006-01-30,5999504000
2006-01-31,5930456000
2006-02-01,6072388000
2006-02-02,5926620000
2006-02-03,6260352000
2006-02-06,6329400000
2006-02-07,6502020000
2006-02-08,6528872000
2006-02-09,6448315999
2006-02-10,6521200000
2006-02-13,6383104000
2006-02-14,6406120000
2006-02-15,6444480000
2006-02-16,6221992000
2006-02-17,6245008000
2006-02-21,6122256000
2006-02-22,6156780000
2006-02-23,6164452000
2006-02-24,6080060000
2006-02-27,6149108000
2006-02-28,6670050000
2006-03-01,6728780000
2006-03-02,6712000000
2006-03-03,6758145000
2006-03-06,6678440000
2006-03-07,6493860000
2006-03-08,6317670000
2006-03-09,6321865000
2006-03-10,6338645000
2006-03-13,6460300000
2006-03-14,6493860000
2006-03-15,6368010000
2006-03-16,6397375000
2006-03-17,6393180000
2006-03-20,6405765000
2006-03-21,6338645000
2006-03-22,6313475000
2006-03-23,6149870000
2006-03-24,5998850000
2006-03-27,6024020000
2006-03-28,5931730000
2006-03-29,5868805000
2006-03-30,5998850000
2006-03-31,6019825000
2006-04-03,5998850000
2006-04-04,5982070000
2006-04-05,6166650000
2006-04-06,6065970000
2006-04-07,5982070000
2006-04-10,5927535000
2006-04-11,6086945000
2006-04-12,5990460000
2006-04-13,5944315000
2006-04-17,5961095000
2006-04-18,6065970000
2006-04-19,6246355000
2006-04-20,6321865000
2006-04-21,6326060000
2006-04-24,6158260000
2006-04-25,6082750000
2006-04-26,6003045000
2006-04-27,6250550000
2006-04-28,6292500000
2006-05-01,6225380000
2006-05-02,6766535000
2006-05-03,7043405000
2006-05-04,7131500000
2006-05-05,7127304999
2006-05-08,7127304999
2006-05-09,7144085000
2006-05-10,7177645000
2006-05-11,6993065000
2006-05-12,6909164999
2006-05-15,6875605000
2006-05-16,6900775000
2006-05-17,6712000000
2006-05-18,6879799999
2006-05-19,6938530000
2006-05-22,6829460000
2006-05-23,6795900000
2006-05-24,6636490000
2006-05-25,6649075000
2006-05-26,6636490000
2006-05-30,6439325000
2006-05-31,6527420000
2006-06-01,6712000000
2006-06-02,6753950000
2006-06-05,6758145000
2006-06-06,6523225000
2006-06-07,6376400000
2006-06-08,6263135000
2006-06-09,6128895000
2006-06-12,5923340000
2006-06-13,5856220000
2006-06-14,6040800000
2006-06-15,6250550000
2006-06-16,6388985000
2006-06-19,6275720000
2006-06-20,6292500000
2006-06-21,6313475000
2006-06-22,6460300000
2006-06-23,6485470000
2006-06-26,6313475000
2006-06-27,6275720000
2006-06-28,6347035000
2006-06-29,6468690000
2006-06-30,6565175000
2006-07-03,6460300000
2006-07-05,6506445000
2006-07-06,6275720000
2006-07-07,6015630000
2006-07-10,6124700000
2006-07-11,6338645000
2006-07-12,6401570000
2006-07-13,6233770000
2006-07-14,6154065000
2006-07-17,6061775000
2006-07-18,6061775000
2006-07-19,6263135000
2006-07-20,6053385000
2006-07-21,5931730000
2006-07-24,6162455000
2006-07-25,6158260000
2006-07-26,6330255000
2006-07-27,6313475000
2006-07-28,6464495000
2006-07-31,6581955000
2006-08-01,6418350000
2006-08-02,6376400000
2006-08-03,6321865000
2006-08-04,6481275000
2006-08-07,6477080000
2006-08-08,6435130000
2006-08-09,6384790000
2006-08-10,6485470000
2006-08-11,6443520000
2006-08-14,6422545000
2006-08-15,6602930000
2006-08-16,6837850000
2006-08-17,6774924999
2006-08-18,6879799999
2006-08-21,6829460000
2006-08-22,6917554999
2006-08-23,6850434999
2006-08-24,6871410000
2006-08-25,6858825000
2006-08-28,6762340000
2006-08-29,6724585000
2006-08-30,6783315000
2006-08-31,7114743999
2006-09-01,7171697000
2006-09-05,7250555000
2006-09-06,7114743999
2006-09-07,7044647999
2006-09-08,7022743000
2006-09-11,6939504000
2006-09-12,6886932000
2006-09-13,6921980000
2006-09-14,7057791000
2006-09-15,6913218000
2006-09-18,6957028000
2006-09-19,7259317000
2006-09-20,7298746000
2006-09-21,7285603000
2006-09-22,7276841000
2006-09-25,7057791000
2006-09-26,7364460999
2006-09-27,7434556999
2006-09-28,7434556999
2006-09-29,7403889999
2006-10-02,7360080000
2006-10-03,7211126000
2006-10-04,7417033000
2006-10-05,7443318999
2006-10-06,7325031999
2006-10-09,7386366000
2006-10-10,7399509000
2006-10-11,7316270000
2006-10-12,7640464000
2006-10-13,7671131000
2006-10-16,7749989000
2006-10-17,7609797000
2006-10-18,7557225000
2006-10-19,7504653000
2006-10-20,7469605000
2006-10-23,7552843999
2006-10-24,7570368000
2006-10-25,7863895000
2006-10-26,7723703000
2006-10-27,7719322000
2006-10-30,8034754000
2006-10-31,8201231999
2006-11-01,8249422999
2006-11-02,8402758000
2006-11-03,8306376000
2006-11-06,8652475000
2006-11-07,8744476000
2006-11-08,8902192000
2006-11-09,8985431000
2006-11-10,8981050000
2006-11-13,9186957000
2006-11-14,9327149000
2006-11-15,9243910000
2006-11-16,9243910000
2006-11-17,9173814000
2006-11-20,9397245000
2006-11-21,9344673000
2006-11-22,9397245000
2006-11-24,9384102000
2006-11-27,9112480000
2006-11-28,9038003000
2006-11-29,9116861000
2006-11-30,9361350000
2006-12-01,9334980000
2006-12-04,9506385000
2006-12-05,9800850000
2006-12-06,9818430000
2006-12-07,9651420000
2006-12-08,9792060000
2006-12-11,9945885000
2006-12-12,9976650000
2006-12-13,9901935000
2006-12-14,9967860000
2006-12-15,9669000000
2006-12-18,9405300000
2006-12-19,9414090000
2006-12-20,9620655000
2006-12-21,9488805000
2006-12-22,9528360000
2006-12-26,9515175000
2006-12-27,9541545000
2006-12-28,9638235000
2006-12-29,9387720000
2007-01-03,9515175000
2007-01-04,9189945000
2007-01-05,8957010000
2007-01-08,8895480000
2007-01-09,8807580000
2007-01-10,8684520000
2007-01-11,9132810000
2007-01-12,9712950000
2007-01-16,9717345000
2007-01-17,9466830000
2007-01-18,9642630000
2007-01-19,9537150000
2007-01-22,9304215000
2007-01-23,9493200000
2007-01-24,9378930000
2007-01-25,8987775000
2007-01-26,8768025000
2007-01-29,9145995000
2007-01-30,8965800000
2007-01-31,8754840000
2007-02-01,9097650000
2007-02-02,9163575000
2007-02-05,8851530000
2007-02-06,9102045000
2007-02-07,9093255000
2007-02-08,9036120000
2007-02-09,9330585000
2007-02-12,9827220000
2007-02-13,10389780000
2007-02-14,10433730000
2007-02-15,10662270000
2007-02-16,11088585000
2007-02-20,11413815000
2007-02-21,11822550000
2007-02-22,11532480000
2007-02-23,11633565000
2007-02-26,11602800000
2007-02-27,11031450000
2007-02-28,11201232000
2007-03-01,11086754000
2007-03-02,10857798000
2007-03-05,10690484000
2007-03-06,11218844000
2007-03-07,11425785000
2007-03-08,11747204000
2007-03-09,11751607000
2007-03-12,11962951000
2007-03-13,11751607000
2007-03-14,11874891000
2007-03-15,11769219000
2007-03-16,11681159000
2007-03-19,11892503000
2007-03-20,11848473000
2007-03-21,12328400000
2007-03-22,12103847000
2007-03-23,12174295000
2007-03-26,12108250000
2007-03-27,11835264000
2007-03-28,11654741000
2007-03-29,11610711000
2007-03-30,11738398000
2007-04-02,11822055000
2007-04-03,12059817000
2007-04-04,12306385000
2007-04-05,12689446000
2007-04-09,12812730000
2007-04-10,12112653000
2007-04-11,12526535000
2007-04-12,13116537000
2007-04-13,13319075000
2007-04-16,13702136000
2007-04-17,13605270000
2007-04-18,13530419000
2007-04-19,13050492000
2007-04-20,12874372000
2007-04-23,13107731000
2007-04-24,13213403000
2007-04-25,13455568000
2007-04-26,13988331000
2007-04-27,13539225000
2007-04-30,12988850000
2007-05-01,12847954000
2007-05-02,13024074000
2007-05-03,13570046000
2007-05-04,12887581000
2007-05-07,13235418000
2007-05-08,13094522000
2007-05-09,13098925000
2007-05-10,12843551000
2007-05-11,12975641000
2007-05-14,13257433000
2007-05-15,13376314000
2007-05-16,13486389000
2007-05-17,13697733000
2007-05-18,13917883000
2007-05-21,14063182000
2007-05-22,14208481000
2007-05-23,14494676000
2007-05-24,13939898000
2007-05-25,14516691000
2007-05-29,14314153000
2007-05-30,15199156000
2007-05-31,15506382000
2007-06-01,15705012000
2007-06-04,16155240000
2007-06-05,16208208000
2007-06-06,15824190000
2007-06-07,15281267999
2007-06-08,15599076000
2007-06-11,15713840000
2007-06-12,15700598000
2007-06-13,16698162000
2007-06-14,16755544000
2007-06-15,17152804000
2007-06-18,17554478000
2007-06-19,17647172000
2007-06-20,17011556000
2007-06-21,17232256000
2007-06-22,17541236000
2007-06-25,17391160000
2007-06-26,17130734000
2007-06-27,16777614000
2007-06-28,17183702000
2007-06-29,17223428000
2007-07-02,17558892000
2007-07-03,17267568000
2007-07-05,17236670000
2007-07-06,17258740000
2007-07-09,17347020000
2007-07-10,16896792000
2007-07-11,16945346000
2007-07-12,17541236000
2007-07-13,18004706000
2007-07-16,17761936000
2007-07-17,17682484000
2007-07-18,17413230000
2007-07-19,17580962000
2007-07-20,17121906000
2007-07-23,17656000000
2007-07-24,16989486000
2007-07-25,16406838000
2007-07-26,15731496000
2007-07-27,15276854000
2007-07-30,15872744000
2007-07-31,16578984000
2007-08-01,16777614000
2007-08-02,17669242000
2007-08-03,17426472000
2007-08-06,17104250000
2007-08-07,17920840000
2007-08-08,17828146000
2007-08-09,16556914000
2007-08-10,17408816000
2007-08-13,17673656000
2007-08-14,17713382000
2007-08-15,16834996000
2007-08-16,15546108000
2007-08-17,15877158000
2007-08-20,17095421999
2007-08-21,17214600000
2007-08-22,17792834000
2007-08-23,17483854000
2007-08-24,18110642000
2007-08-27,17929668000
2007-08-28,17121906000
2007-08-29,17656000000
2007-08-30,17620688000
2007-08-31,18585446000
2007-09-04,18987939000
2007-09-05,19138321000
2007-09-06,19598313000
2007-09-07,18983516000
2007-09-10,18948132000
2007-09-11,19487738000
2007-09-12,20084843000
2007-09-13,20124650000
2007-09-14,19801771000
2007-09-17,19854847000
2007-09-18,20505028000
2007-09-19,20761562000
2007-09-20,20973866000
2007-09-21,22225575000
2007-09-24,21876158000
2007-09-25,22145961000
2007-09-26,22844795000
2007-09-27,23543629000
2007-09-28,23671896000
2007-10-01,23928430000
2007-10-02,23198635000
2007-10-03,21637316000
2007-10-04,22504224000
2007-10-05,23176520000
2007-10-08,22725374000
2007-10-09,24596303000
2007-10-10,25790513000
2007-10-11,26197429000
2007-10-12,27281064000
2007-10-15,26759150000
2007-10-16,27802978000
2007-10-17,27396062000
2007-10-18,28006436000
2007-10-19,27643750000
2007-10-22,26577807000
2007-10-23,27480099000
2007-10-24,27891438000
2007-10-25,28970650000
2007-10-26,30443509000
2007-10-29,30810618000
2007-10-30,30076400000
2007-10-31,30872540000
2007-11-01,30496585000
2007-11-02,30726581000
2007-11-05,29886210999
2007-11-06,30961000000
2007-11-07,31354647000
2007-11-08,31443107000
2007-11-09,31420992000
2007-11-12,27126259000
2007-11-13,29377566000
2007-11-14,29311221000
2007-11-15,27413754000
2007-11-16,28147972000
2007-11-19,26246082000
2007-11-20,27024530000
2007-11-21,26064739000
2007-11-23,26980300000
2007-11-26,27413754000
2007-11-27,27997590000
2007-11-28,30310819000
2007-11-29,30275435000
2007-11-30,30654195000
2007-12-03,32006260000
2007-12-04,31500898000
2007-12-05,33451417999
2007-12-06,34333585000
2007-12-07,35299979000
2007-12-10,37414520000
2007-12-11,36350600000
2007-12-12,36616580000
2007-12-13,37671634000
2007-12-14,36709673000
2007-12-17,37454417000
2007-12-18,36860395000
2007-12-19,36488023000
2007-12-20,40211743000
2007-12-21,39435968000
2007-12-24,41005250000
2007-12-26,41554942000
2007-12-27,42273088000
2007-12-28,42485872000
2007-12-31,41820922000
2008-01-02,41998242000
2008-01-03,43314843000
2008-01-04,42295253000
2008-01-07,41670200000
2008-01-08,39174421000
2008-01-09,39458133000
2008-01-10,41461849000
2008-01-11,43979793000
2008-01-14,48559082000
2008-01-15,44884125000
2008-01-16,40655043000
2008-01-17,35907300000
2008-01-18,35472866000
2008-01-22,35592557000
2008-01-23,35907300000
2008-01-24,40455558000
2008-01-25,40517620000
2008-01-28,41093910000
2008-01-29,41005250000
2008-01-30,39431535000
2008-01-31,40309269000
2008-02-01,41435251000
2008-02-04,43642885000
2008-02-05,41089477000
2008-02-06,41421952000
2008-02-07,41559375000
2008-02-08,42654326000
2008-02-11,44121649000
2008-02-12,44511753000
2008-02-13,44347732000
2008-02-14,45850519000
2008-02-15,45823921000
2008-02-19,48563515000
2008-02-20,50553932000
2008-02-21,49538775000
2008-02-22,48301968000
2008-02-25,51892698000
2008-02-26,51258779000
2008-02-27,50168261000
2008-02-28,50128364000
2008-02-29,49406070000
2008-03-03,49685727000
2008-03-04,48349588000
2008-03-05,49113096000
2008-03-06,49472655000
2008-03-07,46192234000
2008-03-10,42330304000
2008-03-11,47523934000
2008-03-12,47102229000
2008-03-13,48354027000
2008-03-14,47599397000
2008-03-17,45681749000
2008-03-18,48735781000
2008-03-19,43169275000
2008-03-20,40843239000
2008-03-24,41424748000
2008-03-25,43684199000
2008-03-26,45699505000
2008-03-27,46463013000
2008-03-28,46787060000
2008-03-31,45544140000
2008-04-01,45033655000
2008-04-02,44465463000
2008-04-03,46396428000
2008-04-04,51079573000
2008-04-07,52304737000
2008-04-08,53232488000
2008-04-09,53268000000
2008-04-10,54444335000
2008-04-11,53982679000
2008-04-14,56108960000
2008-04-15,56641640000
2008-04-16,60734398000
2008-04-17,59429332000
2008-04-18,60037475000
2008-04-21,61848587000
2008-04-22,62239219000
2008-04-23,59158553000
2008-04-24,54324482000
2008-04-25,58284070000
2008-04-28,54901552000
2008-04-29,52406834000
2008-04-30,54382189000
2008-05-01,54399945000
2008-05-02,55323257000
2008-05-05,55394281000
2008-05-06,56588372000
2008-05-07,55332135000
2008-05-08,56410812000
2008-05-09,56117838000
2008-05-12,56370861000
2008-05-13,55598475000
2008-05-14,55558524000
2008-05-15,57232027000
2008-05-16,57556074000
2008-05-19,54990332000
2008-05-20,56335349000
2008-05-21,53565413000
2008-05-22,54382189000
2008-05-23,53205854000
2008-05-27,51234938000
2008-05-28,54919308000
2008-05-29,54062581000
2008-05-30,55629548000
2008-06-02,55872221000
2008-06-03,58043869999
2008-06-04,57173434000
2008-06-05,59695921999
2008-06-06,59225176000
2008-06-09,62622540999
2008-06-10,63910431000
2008-06-11,66450683000
2008-06-12,65500309000
2008-06-13,68084971000
2008-06-16,68142704000
2008-06-17,71535628000
2008-06-18,71500100000
2008-06-19,67170125000
2008-06-20,67822952000
2008-06-23,66912546999
2008-06-24,63497417999
2008-06-25,64643196000
2008-06-26,63386392999
2008-06-27,65806738000
2008-06-30,64261269999
2008-07-01,62755771000
2008-07-02,57919521999
2008-07-03,58749989000
2008-07-07,57479863000
2008-07-08,58230392000
2008-07-09,60859464000
2008-07-10,62213969000
2008-07-11,62977821000
2008-07-14,64700929000
2008-07-15,60921638000
2008-07-16,61632198000
2008-07-17,57630857000
2008-07-18,56458433000
2008-07-21,61752105000
2008-07-22,60122258000
2008-07-23,54069175000
2008-07-24,52514825000
2008-07-25,54202405000
2008-07-28,54473306000
2008-07-29,54340076000
2008-07-30,58838809000
2008-07-31,56493961000
2008-08-01,54486629000
2008-08-04,48535689000
2008-08-05,49059727000
2008-08-06,50156654000
2008-08-07,49179634000
2008-08-08,46372922000
2008-08-11,42789035000
2008-08-12,43095464000
2008-08-13,47554228000
2008-08-14,46341835000
2008-08-15,43308632000
2008-08-18,45107237000
2008-08-19,45964350000
2008-08-20,47478731000
2008-08-21,48016092000
2008-08-22,47674135000
2008-08-25,47540905000
2008-08-26,47314414000
2008-08-27,48460192000
2008-08-28,47185625000
2008-08-29,47403234000
2008-09-02,43190403000
2008-09-03,41359887000
2008-09-04,39000654000
2008-09-05,41995236000
2008-09-08,38827377000
2008-09-09,34215543000
2008-09-10,36805812000
2008-09-11,38032080000
2008-09-12,40853385000
2008-09-15,37410060000
2008-09-16,38760732000
2008-09-17,37165695000
2008-09-18,37645539000
2008-09-19,42355119000
2008-09-22,42332904000
2008-09-23,38218686000
2008-09-24,37463376000
2008-09-25,37583337000
2008-09-26,33789015000
2008-09-29,28324125000
2008-09-30,30221286000
2008-10-01,29994693000
2008-10-02,17616495000
2008-10-03,18162984000
2008-10-06,16510187999
2008-10-07,15066212999
2008-10-08,15883725000
2008-10-09,16225836000
2008-10-10,16172520000
2008-10-13,19642503000
2008-10-14,17438775000
2008-10-15,15052884000
2008-10-16,14732987999
2008-10-17,14955137999
2008-10-20,17296599000
2008-10-21,16319138999
2008-10-22,14310903000
2008-10-23,12809169000
2008-10-24,12342654000
2008-10-27,11773950000
2008-10-28,13320114000
2008-10-29,14950695000
2008-10-30,16798983000
2008-10-31,17509863000
2008-11-03,16572389999
2008-11-04,18545082000
2008-11-05,17043348000
2008-11-06,15052884000
2008-11-07,16212507000
2008-11-10,16243608000
2008-11-11,15203946000
2008-11-12,13320114000
2008-11-13,15066212999
2008-11-14,14426421000
2008-11-17,14026551000
2008-11-18,13937691000
2008-11-19,12773625000
2008-11-20,9912333000
2008-11-21,11080842000
2008-11-24,12067188000
2008-11-25,12373755000
2008-11-26,13111293000
2008-11-28,13484505000
2008-12-01,11287760000
2008-12-02,12069904000
2008-12-03,11954360000
2008-12-04,11683276000
2008-12-05,12252108000
2008-12-08,13354220000
2008-12-09,14180804000
2008-12-10,15238476000
2008-12-11,13691964000
2008-12-12,13998600000
2008-12-15,13980824000
2008-12-16,15980624000
2008-12-17,16518348000
2008-12-18,15442900000
2008-12-19,14936284000
2008-12-22,13816396000
2008-12-23,13936384000
2008-12-24,13878612000
2008-12-26,14482996000
2008-12-29,15051827999
2008-12-30,15198480000
2008-12-31,15376240000
2009-01-02,16380584000
2009-01-05,16740548000
2009-01-06,17136064000
2009-01-07,17082735999
2009-01-08,17673788000
2009-01-09,17238276000
2009-01-12,15358464000
2009-01-13,15589552000
2009-01-14,14758524000
2009-01-15,15318468000
2009-01-16,15753980000
2009-01-20,14287460000
2009-01-21,14949616000
2009-01-22,15087380000
2009-01-23,15727316000
2009-01-26,16233932000
2009-01-27,16238376000
2009-01-28,16784988000
2009-01-29,16056172000
2009-01-30,15851748000
2009-02-02,15798419999
2009-02-03,16149496000
2009-02-04,17331600000
2009-02-05,18375940000
2009-02-06,20020220000
2009-02-09,20282416000
2009-02-10,19629148000
2009-02-11,18749236000
2009-02-12,19131420000
2009-02-13,19055872000
2009-02-17,17571576000
2009-02-18,18167072000
2009-02-19,18544812000
2009-02-20,18895888000
2009-02-23,15949516000
2009-02-24,17269384000
2009-02-25,17384928000
2009-02-26,17624904000
2009-02-27,19131420000
2009-03-02,16770312000
2009-03-03,17850690000
2009-03-04,18619848000
2009-03-05,17824014000
2009-03-06,17410536000
2009-03-09,17939610000
2009-03-10,19602414000
2009-03-11,20242638000
2009-03-12,19211166000
2009-03-13,18708768000
2009-03-16,18384210000
2009-03-17,18788796000
2009-03-18,18913284000
2009-03-19,19340100000
2009-03-20,18504252000
2009-03-23,19904742000
2009-03-24,20011446000
2009-03-25,20215962000
2009-03-26,21429720000
2009-03-27,20918430000
2009-03-30,19002204000
2009-03-31,18664308000
2009-04-01,19531278000
2009-04-02,19504602000
2009-04-03,20291544000
2009-04-06,19958094000
2009-04-07,19091124000
2009-04-08,20278206000
2009-04-09,19815822000
2009-04-13,19673550000
2009-04-14,19789146000
2009-04-15,19838052000
2009-04-16,19424574000
2009-04-17,18753228000
2009-04-20,17486118000
2009-04-21,17286048000
2009-04-22,17157114000
2009-04-23,16988166000
2009-04-24,18210816000
2009-04-27,17326062000
2009-04-28,17294940000
2009-04-29,17797338000
