,ANET
2019-01-23,16876256800
2019-01-24,17192084000
2019-01-25,17253579200
2019-01-28,16347094400
2019-01-29,15671406400
2019-01-30,15961420800
2019-01-31,16306097600
2019-02-01,16740360000
2019-02-04,16583205600
2019-02-05,17008357600
2019-02-06,17056946400
2019-02-07,16723657600
2019-02-08,17183732800
2019-02-11,17399345600
2019-02-12,18103124000
2019-02-13,17947488000
2019-02-14,18280017600
2019-02-15,20039084000
2019-02-19,20466513600
2019-02-20,20553062400
2019-02-21,20536360000
2019-02-22,20875722400
2019-02-25,21204456000
2019-02-26,21297837599
2019-02-27,21560520800
2019-02-28,21656180000
2019-03-01,21754116800
2019-03-04,21591648000
2019-03-05,21089057599
2019-03-06,20885592000
2019-03-07,20971381600
2019-03-08,20843836000
2019-03-11,21394256000
2019-03-12,21644032800
2019-03-13,22207359200
2019-03-14,22214951200
2019-03-15,22530019200
2019-03-18,22715264000
2019-03-19,22410065600
2019-03-20,22658324000
2019-03-21,23916318400
2019-03-22,22788147200
2019-03-25,22869381600
2019-03-26,23520016000
2019-03-27,23636173600
2019-03-28,23709816000
2019-03-29,23873803200
2019-04-01,24371094720
2019-04-02,24376453360
2019-04-03,24630606000
2019-04-04,23972258800
2019-04-05,23812265120
2019-04-08,24259328800
2019-04-09,24281528880
2019-04-10,24668882000
2019-04-11,24667350960
2019-04-12,24861793040
2019-04-15,25058531679
2019-04-16,25150394080
2019-04-17,25112118080
2019-04-18,24755385760
2019-04-22,25078435200
2019-04-23,24577785120
2019-04-24,24897006960
2019-04-25,24351956720
2019-04-26,24527260800
2019-04-29,24257797760
2019-04-30,23906424080
2019-05-01,23766333920
2019-05-02,23796189200
2019-05-03,21312842320
2019-05-06,20922427120
2019-05-07,20337569840
2019-05-08,20381970000
2019-05-09,20472301360
2019-05-10,20226569440
2019-05-13,18671032800
2019-05-14,19052261760
2019-05-15,19038482400
2019-05-16,19415118240
2019-05-17,19147186240
2019-05-20,18751412400
2019-05-21,19363828400
2019-05-22,19378373280
2019-05-23,19473297760
2019-05-24,19592718880
2019-05-28,19393683680
2019-05-29,18946620000
2019-05-30,18982599440
2019-05-31,18723853680
2019-06-03,18476590720
2019-06-04,19498559920
2019-06-05,20181403760
2019-06-06,19687643360
2019-06-07,18865474880
2019-06-10,19143358640
2019-06-11,18602136000
2019-06-12,18669501760
2019-06-13,18526349520
2019-06-14,18072396160
2019-06-17,18265307200
2019-06-18,18530177120
2019-06-19,18614384320
2019-06-20,19040778960
2019-06-21,19397511280
2019-06-24,19297993680
2019-06-25,18860881760
2019-06-26,19544491120
2019-06-27,19749650480
2019-06-28,19874430240
2019-07-01,20087809839
2019-07-02,20275817800
2019-07-03,20547894360
2019-07-05,20691575240
2019-07-08,20482168000
2019-07-09,20677054300
2019-07-10,20664826140
2019-07-11,20780229400
2019-07-12,20960594760
2019-07-15,21218914640
2019-07-16,21056127260
2019-07-17,21202865180
2019-07-18,21054598740
2019-07-19,21608687240
2019-07-22,21961775360
2019-07-23,21120325100
2019-07-24,21337374940
2019-07-25,20437076660
2019-07-26,20862769480
2019-07-29,20805449980
2019-07-30,20962123279
2019-07-31,20898689700
2019-08-01,20804685720
2019-08-02,18657115120
2019-08-05,17650584700
2019-08-06,18022779320
2019-08-07,17960110000
2019-08-08,17921132740
2019-08-09,17480918980
2019-08-12,17155344220
2019-08-13,17640649320
2019-08-14,16770157180
2019-08-15,16560749940
2019-08-16,16903902680
2019-08-19,17078918220
2019-08-20,16751814940
2019-08-21,17313546040
2019-08-22,17370101280
2019-08-23,17073568400
2019-08-26,17058283200
2019-08-27,17102610280
2019-08-28,17003256480
2019-08-29,17380036660
2019-08-30,17319660120
2019-09-03,17141587540
2019-09-04,17289853980
2019-09-05,17989151880
2019-09-06,18013608200
2019-09-09,17664341380
2019-09-10,18184802440
2019-09-11,18862701060
2019-09-12,19101914440
2019-09-13,18629601760
2019-09-16,18662464940
2019-09-17,18682335700
2019-09-18,18846651600
2019-09-19,18657879380
2019-09-20,18346825560
2019-09-23,18399559500
2019-09-24,18192445040
2019-09-25,18461464560
2019-09-26,18648708260
2019-09-27,18554704280
2019-09-30,18240347400
2019-10-01,17586070750
2019-10-02,17431853850
2019-10-03,17127237300
2019-10-04,17450176650
2019-10-07,17631114300
2019-10-08,17490639500
2019-10-09,17561640350
2019-10-10,17385283400
2019-10-11,18051011800
2019-10-14,17923515650
2019-10-15,18396854650
2019-10-16,18252562600
2019-10-17,18438080950
2019-10-18,18279283350
2019-10-21,18615964800
2019-10-22,18437317500
2019-10-23,18827440450
2019-10-24,18270885400
2019-10-25,18655664200
2019-10-28,19002270500
2019-10-29,18777816200
2019-10-30,18801483150
2019-10-31,18671696650
2019-11-01,14146728500
2019-11-04,14602508150
2019-11-05,14412409100
2019-11-06,14538378350
2019-11-07,14844521800
2019-11-08,14704810450
2019-11-11,14594873649
2019-11-12,14808639650
2019-11-13,14555174250
2019-11-14,14548303200
2019-11-15,14705573900
2019-11-18,14736111900
2019-11-19,14810930000
2019-11-20,14813983800
2019-11-21,14658240000
2019-11-22,14848339050
2019-11-25,15109438950
2019-11-26,14984233150
2019-11-27,14933082000
2019-11-29,14897199850
2019-12-02,14744509850
2019-12-03,14657476550
2019-12-04,14788026500
2019-12-05,14631519250
2019-12-06,14521582450
2019-12-09,14529980400
2019-12-10,14668928299
2019-12-11,14599454350
2019-12-12,14711681500
2019-12-13,14728477399
2019-12-16,15165170799
2019-12-17,15192655000
2019-12-18,15270526900
2019-12-19,15555293750
2019-12-20,15738521750
2019-12-23,15640800150
2019-12-24,15623240799
2019-12-26,15697295450
2019-12-27,15607208350
2019-12-30,15507959850
2019-12-31,15512097600
2020-01-02,15612766080
2020-01-03,15317624400
2020-01-06,15470915040
2020-01-07,15622680400
2020-01-08,15785122720
2020-01-09,15771395200
2020-01-10,15821729440
2020-01-13,16103143600
2020-01-14,16248045200
2020-01-15,16273974959
2020-01-16,16720882000
2020-01-17,16920693680
2020-01-21,16872647360
2020-01-22,16985518080
2020-01-23,17545295840
2020-01-24,18154645200
2020-01-27,17919752080
2020-01-28,18053214080
2020-01-29,17925853200
2020-01-30,17673419360
2020-01-31,17032801760
2020-02-03,17179991280
2020-02-04,17641388480
2020-02-05,17533856240
2020-02-06,17732905280
2020-02-07,17675707280
2020-02-10,17724516240
2020-02-11,17655116000
2020-02-12,17880857440
2020-02-13,18121851680
2020-02-14,17042716080
2020-02-18,17219648560
2020-02-19,17160925280
2020-02-20,17409545920
2020-02-21,17041953440
2020-02-24,16301430000
2020-02-25,15709621360
2020-02-26,15492268959
2020-02-27,14732679520
2020-02-28,14728103680
2020-03-02,14992739760
2020-03-03,14623622000
2020-03-04,15377110320
2020-03-05,14990451840
2020-03-06,14549645920
2020-03-09,14161462160
2020-03-10,15249749440
2020-03-11,13895300800
2020-03-12,12422642959
2020-03-13,13480424640
2020-03-16,11976498560
2020-03-17,12827604800
2020-03-18,13498728000
2020-03-19,13565840320
2020-03-20,12543902720
2020-03-23,12345616320
2020-03-24,14227811840
2020-03-25,14362799120
2020-03-26,15296270480
2020-03-27,14588540560
2020-03-30,15689792720
2020-03-31,15354910400
2020-04-01,14613508160
2020-04-02,14714332800
2020-04-03,14755269119
2020-04-06,15737740800
2020-04-07,15854485119
2020-04-08,16267638720
2020-04-09,15912857280
2020-04-13,15319280640
2020-04-14,15715756480
2020-04-15,15479235520
2020-04-16,15556559680
2020-04-17,15921196160
2020-04-20,16070537920
2020-04-21,15165390400
2020-04-22,16023536960
2020-04-23,15861307840
2020-04-24,16435932480
2020-04-27,16519321280
2020-04-28,16528418240
2020-04-29,16832408320
2020-04-30,16624694400
2020-05-01,15740773119
2020-05-04,15995488000
2020-05-05,16711115520
2020-05-06,15768822080
2020-05-07,15952277440
2020-05-08,16526902080
2020-05-11,17024960640
2020-05-12,16761148800
2020-05-13,16201685760
2020-05-14,15585366720
2020-05-15,15953793600
2020-05-18,16345720960
2020-05-19,16659566080
2020-05-20,17034057600
2020-05-21,16911248640
2020-05-22,16690647360
2020-05-26,16855908800
2020-05-27,17231916480
2020-05-28,16899119360
2020-05-29,17698135680
2020-06-01,17787589120
2020-06-02,17469953600
2020-06-03,17532116160
2020-06-04,17334257280
2020-06-05,17827767360
2020-06-08,17571536320
2020-06-09,17541971200
2020-06-10,17645828160
2020-06-11,16586790400
2020-06-12,16888506240
2020-06-15,17121236800
2020-06-16,17402484480
2020-06-17,17173544320
2020-06-18,16636065600
2020-06-19,16526902080
2020-06-22,16440480960
2020-06-23,16345720960
2020-06-24,15862824000
2020-06-25,16069779840
2020-06-26,15967439040
2020-06-29,15685433280
2020-06-30,15962069970
2020-07-01,15917230560
2020-07-02,15998549490
2020-07-06,16297985550
2020-07-07,16019069220
2020-07-08,16271385900
2020-07-09,16627821210
2020-07-10,16424143890
2020-07-13,16058588700
2020-07-14,16395264270
2020-07-15,16350424859
2020-07-16,16348904880
2020-07-17,16687100430
2020-07-20,17133214560
2020-07-21,17387811210
2020-07-22,17770846170
2020-07-23,18186560700
2020-07-24,17997323190
2020-07-27,18682834170
2020-07-28,18303599160
2020-07-29,18765673080
2020-07-30,18953390610
2020-07-31,19742260230
2020-08-03,19798499490
2020-08-04,20062976010
2020-08-05,17869644870
2020-08-06,17964643620
2020-08-07,17540569200
2020-08-10,16907497530
2020-08-11,16718260020
2020-08-12,16434023760
2020-08-13,16439343690
2020-08-14,16162707330
2020-08-17,16340544990
2020-08-18,16678740540
2020-08-19,16769179350
2020-08-20,16824658620
2020-08-21,16915097430
2020-08-24,16630861170
2020-08-25,16676460570
2020-08-26,16875577950
2020-08-27,16885457820
2020-08-28,16874817960
2020-08-31,16981976550
2020-09-01,17031375900
2020-09-02,17367291480
2020-09-03,16478103180
2020-09-04,16043388900
2020-09-08,15746232810
2020-09-09,16097348190
2020-09-10,15665673870
2020-09-11,15489356190
2020-09-14,15620074470
2020-09-15,15684673620
2020-09-16,15641354190
2020-09-17,15386757540
2020-09-18,15274279020
2020-09-21,14827404900
2020-09-22,15194480070
2020-09-23,15084281520
2020-09-24,15082761540
2020-09-25,15248439359
2020-09-28,15583594950
2020-09-29,15994749540
2020-09-30,15698537520
2020-10-01,15707641200
2020-10-02,15468669600
2020-10-05,15627984000
2020-10-06,15688675200
2020-10-07,16082409360
2020-10-08,16878981360
2020-10-09,17267405040
2020-10-12,17315958000
2020-10-13,17133125760
2020-10-14,17299267920
2020-10-15,17162712720
2020-10-16,17103538800
2020-10-19,16813738320
2020-10-20,16840290720
2020-10-21,16258413840
2020-10-22,16232620080
2020-10-23,16243241040
2020-10-26,15845713680
2020-10-27,15973165200
2020-10-28,15505084320
2020-10-29,15412530240
2020-10-30,15847989600
2020-11-02,16395727680
2020-11-03,18927309360
2020-11-04,19302836160
2020-11-05,19497048000
2020-11-06,19952232000
2020-11-09,19852091520
2020-11-10,19527393600
2020-11-11,20119891440
2020-11-12,20262515760
2020-11-13,20776115040
2020-11-16,20730596640
2020-11-17,21073501919
2020-11-18,20637283919
2020-11-19,20701009680
2020-11-20,20369484000
2020-11-23,20366449440
2020-11-24,20658525840
2020-11-25,20525005200
2020-11-27,20677491840
2020-11-30,20536384800
2020-12-01,20710872000
2020-12-02,20603145120
2020-12-03,20459762160
2020-12-04,20491625040
2020-12-07,20908877040
2020-12-08,21522616800
2020-12-09,21059087760
2020-12-10,20966533680
2020-12-11,21040121760
2020-12-14,20823150720
2020-12-15,21210815760
2020-12-16,21674344800
2020-12-17,21649309680
2020-12-18,21827590080
2020-12-21,21792692640
2020-12-22,22062768480
2020-12-23,21734277360
2020-12-24,21912557760
2020-12-28,22071872160
2020-12-29,21810900000
2020-12-30,21921661440
2020-12-31,22172234420
2021-01-04,21606806960
2021-01-05,21824279060
2021-01-06,21813596220
2021-01-07,22584286820
2021-01-08,23358792720
2021-01-11,23117665760
2021-01-12,24134061679
2021-01-13,23626626780
2021-01-14,23891408600
2021-01-15,24194343420
2021-01-19,24262255760
2021-01-20,23994421700
2021-01-21,23781527960
2021-01-22,23747190260
2021-01-25,23478593140
2021-01-26,23425942000
2021-01-27,23325981140
2021-01-28,23606787220
2021-01-29,23468673360
2021-02-01,24127957200
2021-02-02,24145507580
2021-02-03,24170688560
2021-02-04,24416393880
2021-02-05,24563664460
2021-02-08,24424787539
2021-02-09,24417156940
2021-02-10,24307276300
2021-02-11,24269123300
2021-02-12,24670492860
2021-02-16,24315669960
2021-02-17,23823496260
2021-02-18,23567108100
2021-02-19,23727350700
2021-02-22,22293560960
2021-02-23,21905926480
2021-02-24,21850986160
2021-02-25,21385519560
2021-02-26,21353471039
2021-03-01,21971549640
2021-03-02,21693795800
2021-03-03,21284795640
2021-03-04,20698765560
2021-03-05,20836116360
2021-03-08,20437035980
2021-03-09,21062745179
2021-03-10,20762099539
2021-03-11,21028407480
2021-03-12,21335920660
2021-03-15,21871588780
2021-03-16,21902111179
2021-03-17,22077614980
2021-03-18,21655642800
2021-03-19,21763997320
2021-03-22,22147816500
2021-03-23,21824279060
2021-03-24,21706004760
2021-03-25,22281352000
2021-03-26,23751768620
2021-03-29,23478593140
2021-03-30,22804811160
2021-03-31,23082811290
2021-04-01,23553046440
2021-04-05,23826776820
2021-04-06,23540048070
2021-04-07,23536225020
2021-04-08,23798486250
2021-04-09,24127268550
2021-04-12,24009518610
2021-04-13,24033986130
2021-04-14,23891768670
2021-04-15,24072981239
2021-04-16,24212904870
2021-04-19,24070687410
2021-04-20,23666973329
2021-04-21,24193789620
2021-04-22,23919294630
2021-04-23,24363533040
2021-04-26,24549333270
2021-04-27,24392588220
2021-04-28,24525630360
2021-04-29,24659437110
2021-04-30,24098213370
2021-05-03,24063041310
2021-05-04,23361893940
2021-05-05,24218257140
2021-05-06,25022626860
2021-05-07,25118967720
2021-05-10,24941578200
2021-05-11,24982867140
2021-05-12,24144089970
2021-05-13,24305422680
2021-05-14,24955341180
2021-05-17,24910229190
2021-05-18,24901818480
2021-05-19,24740485770
2021-05-20,25685543730
2021-05-21,25394991930
2021-05-24,25726068060
2021-05-25,25866756300
2021-05-26,25878990060
2021-05-27,25776532320
2021-05-28,25949334180
2021-06-01,25604495070
2021-06-02,25550972370
2021-06-03,26292644070
2021-06-04,26785817520
2021-06-07,26953267110
2021-06-08,27122245920
2021-06-09,27505315530
2021-06-10,28226342760
2021-06-11,27831039390
2021-06-14,27900618900
2021-06-15,27659002140
2021-06-16,28126943460
2021-06-17,28293628440
2021-06-18,27748461510
2021-06-21,28252339500
2021-06-22,27858565350
2021-06-23,27878445210
2021-06-24,27793573500
2021-06-25,27695703420
2021-06-28,27741580020
2021-06-29,27813453360
2021-06-30,27848595840
2021-07-01,27931608960
2021-07-02,28100709759
2021-07-06,28818619520
2021-07-07,28789411200
2021-07-08,28451978240
2021-07-09,29056897919
2021-07-12,28508857600
2021-07-13,28438142720
2021-07-14,28382032000
2021-07-15,28289795200
2021-07-16,27936220800
2021-07-19,27833991680
2021-07-20,27954668160
2021-07-21,28222154880
2021-07-22,28698711680
2021-07-23,29283646720
2021-07-26,29006167680
2021-07-27,28795560320
2021-07-28,28981571200
2021-07-29,29285952640
2021-07-30,29238296960
2021-08-02,28991563520
2021-08-03,29144522880
2021-08-04,29371271680
2021-08-05,29254438400
2021-08-06,29023846400
2021-08-09,28862432000
2021-08-10,28570348800
2021-08-11,28370502400
2021-08-12,28208319360
2021-08-13,27983876480
2021-08-16,28094560640
2021-08-17,28026920320
2021-08-18,27830148480
2021-08-19,28196789759
2021-08-20,28428919040
2021-08-23,28458896000
2021-08-24,28935452800
2021-08-25,28756359680
2021-08-26,28380494720
2021-08-27,28659511040
2021-08-30,28601094400
2021-08-31,28403553919
2021-09-01,27638757120
2021-09-02,27971578240
2021-09-03,27910855680
2021-09-07,27629533440
2021-09-08,27637219840
2021-09-09,27527304320
2021-09-10,26973114880
2021-09-13,27540371200
2021-09-14,27498864640
2021-09-15,27584952320
2021-09-16,28049979520
2021-09-17,27604168320
2021-09-20,27207550080
2021-09-21,27020770560
2021-09-22,26914698240
2021-09-23,27510394240
2021-09-24,27682569600
2021-09-27,27424306560
2021-09-28,26639525120
2021-09-29,26593406720
2021-09-30,26419129110
2021-10-01,26944990020
2021-10-04,26425279530
2021-10-05,27134884237
2021-10-06,27178705980
2021-10-07,27993636630
2021-10-08,28593302580
2021-10-11,29029213597
2021-10-12,28826249737
2021-10-13,29513559172
2021-10-14,30385381207
2021-10-15,29966383844
2021-10-18,29500489530
2021-10-19,29955620610
2021-10-20,30345403477
2021-10-21,30404601270
2021-10-22,30023275230
2021-10-25,29678851710
2021-10-26,31028100097
2021-10-27,30966595897
2021-10-28,31293336960
2021-10-29,31497069622
2021-11-01,31410963742
2021-11-02,37815088567
2021-11-03,39501072450
2021-11-04,40274487765
2021-11-05,40788047835
2021-11-08,40471301205
2021-11-09,40851089640
2021-11-10,40143791340
2021-11-11,40086131152
2021-11-12,40423635450
2021-11-15,40605841642
2021-11-16,40536649417
2021-11-17,40617373680
2021-11-18,40761908550
2021-11-19,39657908160
2021-11-22,39411891360
2021-11-23,38904481710
2021-11-24,39295033380
2021-11-26,38430899370
2021-11-29,38932158600
2021-11-30,38151055260
2021-12-01,37329974190
2021-12-02,37911188880
2021-12-03,37271545200
2021-12-06,37409929650
2021-12-07,38842977510
2021-12-08,38587735080
2021-12-09,39565651860
2021-12-10,40189919490
2021-12-13,40648125780
2021-12-14,40322153520
2021-12-15,42640861860
2021-12-16,40020782939
2021-12-17,41524560630
2021-12-20,41309295930
2021-12-21,42410221110
2021-12-22,42908405130
2021-12-23,43621853850
2021-12-27,45156383640
2021-12-28,44556717689
2021-12-29,44808884910
2021-12-30,44021631150
2021-12-31,44281468750
2022-01-03,43816320800
2022-01-04,42713519700
2022-01-05,41016191750
2022-01-06,40868330149
2022-01-07,39885666600
2022-01-10,40520239300
2022-01-11,41025433100
2022-01-12,40985387250
2022-01-13,40415504000
2022-01-14,39965758300
2022-01-18,39149439050
2022-01-19,38601118950
2022-01-20,37563007300
2022-01-21,36543378350
2022-01-24,37433628400
2022-01-25,36025862750
2022-01-26,36333907750
2022-01-27,36324666400
2022-01-28,37023928550
2022-01-31,38293073950
2022-02-01,38289993500
2022-02-02,38693532450
2022-02-03,37649259900
2022-02-04,37680064400
2022-02-07,37633857650
2022-02-08,38000431200
2022-02-09,39873344800
2022-02-10,39143278150
2022-02-11,37248801400
2022-02-14,37834086900
2022-02-15,40027367300
2022-02-16,40797479800
2022-02-17,39808655350
2022-02-18,38789026400
2022-02-22,37529122350
2022-02-23,36401677650
2022-02-24,37230318700
2022-02-25,38043557500
2022-02-28,37806362850
2022-03-01,36312344600
2022-03-02,37901856800
2022-03-03,37070135300
2022-03-04,36518734750
2022-03-07,35255750250
2022-03-08,35301957000
2022-03-09,37153307450
2022-03-10,37245720950
2022-03-11,36937675950
2022-03-14,35511427600
2022-03-15,37322732200
2022-03-16,38256108550
2022-03-17,38813670000
2022-03-18,40430906250
2022-03-21,40646537750
2022-03-22,41900280900
2022-03-23,41016191750
2022-03-24,43024645149
2022-03-25,42633428000
2022-03-28,42938392549
2022-03-29,43372736000
2022-03-30,42568738550
2022-03-31,42632670920
2022-04-01,42786047920
2022-04-04,43789133500
2022-04-05,43273786780
2022-04-06,40494595540
2022-04-07,40743066280
2022-04-08,40193976620
2022-04-11,39006838640
2022-04-12,39086594680
2022-04-13,40298272980
2022-04-14,38828921320
2022-04-18,38712354800
2022-04-19,39522185360
2022-04-20,39006838640
2022-04-21,36868763260
2022-04-22,36104945800
2022-04-25,36485320760
2022-04-26,35350330960
2022-04-27,35331925720
2022-04-28,37089626140
2022-04-29,35451559780
2022-05-02,36276728040
2022-05-03,34979158620
2022-05-04,36132553660
2022-05-05,34043558920
2022-05-06,34043558920
2022-05-09,31436149920
2022-05-10,32242912940
2022-05-11,31568054140
2022-05-12,31187679180
2022-05-13,33328822100
2022-05-16,32209170000
2022-05-17,32936176980
2022-05-18,31463757779
2022-05-19,31012829400
2022-05-20,31485230560
2022-05-23,31380934200
2022-05-24,30580306260
2022-05-25,30966816300
2022-05-26,31813457339
2022-05-27,32476045980
2022-05-31,31374799120
2022-06-01,31187679180
2022-06-02,32558869560
2022-06-03,31647810180
2022-06-06,31752106540
2022-06-07,31994442200
2022-06-08,31610999700
2022-06-09,30187661140
2022-06-10,29129359839
2022-06-13,28248975860
2022-06-14,28199895220
2022-06-15,28488243980
2022-06-16,27736696680
2022-06-17,27896208760
2022-06-21,28782727820
2022-06-22,28540392160
2022-06-23,29252061440
2022-06-24,30620184279
2022-06-27,30328767980
2022-06-28,29221386040
2022-06-29,29120157220
2022-06-30,28584231940
2022-07-01,28483604710
2022-07-05,29319115650
2022-07-06,30075344530
2022-07-07,31093814070
2022-07-08,31407893000
2022-07-11,31011482700
2022-07-12,29962520060
2022-07-13,29974717300
2022-07-14,30218662100
2022-07-15,31002334770
2022-07-18,30669959980
2022-07-19,31941522250
2022-07-20,31984212590
2022-07-21,32307439450
2022-07-22,31218835780
2022-07-25,31548161260
2022-07-26,31511569540
2022-07-27,33267972100
2022-07-28,35167692230
2022-07-29,35564102530
2022-08-01,35862934910
2022-08-02,35719617340
2022-08-03,37110102700
2022-08-04,37524808860
2022-08-05,38628659080
2022-08-08,38027945010
2022-08-09,36887503070
2022-08-10,38869554570
2022-08-11,38430453930
2022-08-12,38683546660
2022-08-15,39256816940
2022-08-16,39613586210
2022-08-17,39476367260
2022-08-18,40476540940
2022-08-19,39641030000
2022-08-22,38768927340
2022-08-23,38714039760
2022-08-24,38308481530
2022-08-25,38570722190
2022-08-26,37515660930
2022-08-29,37073510980
2022-08-30,36927144100
2022-08-31,36555128280
2022-09-01,35762307680
2022-09-02,35768406300
2022-09-06,35844639050
2022-09-07,36674051370
2022-09-08,37439428180
2022-09-09,37936465710
2022-09-12,38040142250
2022-09-13,36567325520
2022-09-14,37280864060
2022-09-15,35658631140
2022-09-16,35289664630
2022-09-19,35048769140
2022-09-20,34783479170
2022-09-21,34707246420
2022-09-22,34319984050
2022-09-23,33533262070
2022-09-26,33267972100
2022-09-27,33822946520
2022-09-28,35582398390
2022-09-29,34990832250
2022-09-30,34562628180
2022-10-03,35462744460
2022-10-04,36987431220
2022-10-05,37152758700
2022-10-06,37321147800
2022-10-07,35640318420
2022-10-10,33518615760
2022-10-11,32774642100
2022-10-12,31733691300
2022-10-13,31813293420
2022-10-14,30729479940
2022-10-17,32012298720
2022-10-18,32538897360
2022-10-19,32180687820
2022-10-20,32342953680
2022-10-21,33837024240
2022-10-24,33904379880
2022-10-25,34483026060
2022-10-26,33362473140
2022-10-27,36473079060
2022-10-28,37189498140
2022-10-31,37002739320
2022-11-01,39099949020
2022-11-02,38282496480
2022-11-03,37428304500
2022-11-04,40128653340
2022-11-07,39978633960
2022-11-08,39528575820
2022-11-09,37633433040
2022-11-10,38876450760
2022-11-11,39357125100
2022-11-14,40168454400
2022-11-15,40612389300
2022-11-16,40012311780
2022-11-17,40431753720
2022-11-18,41478827760
2022-11-21,41212466820
2022-11-22,41650278480
2022-11-23,42002364780
2022-11-25,41564553120
2022-11-28,40933859400
2022-11-29,40936921020
2022-11-30,42648366600
2022-12-01,42795324360
2022-12-02,41344116480
2022-12-05,40667498460
2022-12-06,39507144480
2022-12-07,38809095120
2022-12-08,39228537060
2022-12-09,39158119800
2022-12-12,40094975520
2022-12-13,40725669240
2022-12-14,40104160380
2022-12-15,38447823960
2022-12-16,37859992920
2022-12-19,37520153100
2022-12-20,37281346740
2022-12-21,37758959460
2022-12-22,36852719940
2022-12-23,36669022740
2022-12-27,36390415320
2022-12-28,36485325540
2022-12-29,37315024560
2022-12-30,37152758700
2023-01-03,37117556350
2023-01-04,34947172400
2023-01-05,33611787650
2023-01-06,34520463250
2023-01-09,35263366950
2023-01-10,35373881550
2023-01-11,35711565050
2023-01-12,35972502300
2023-01-13,35303275000
2023-01-17,35702355500
2023-01-18,35303275000
2023-01-19,34231897350
2023-01-20,35343183050
2023-01-23,36580332600
2023-01-24,37381563450
2023-01-25,37310956900
2023-01-26,38063070150
2023-01-27,38698529100
2023-01-30,38017022400
2023-01-31,38686249700
2023-02-01,40067682200
2023-02-02,40964078400
2023-02-03,40509740600
2023-02-06,39812884650
2023-02-07,41415346350
2023-02-08,41891173100
2023-02-09,41909592200
2023-02-10,40911890950
2023-02-13,41749960000
2023-02-14,43426098100
2023-02-15,43447587050
2023-02-16,43493634800
2023-02-17,42434536550
2023-02-21,41298692050
2023-02-22,41507441850
2023-02-23,42007827400
2023-02-24,41605677050
2023-02-27,42363930000
2023-02-28,42578819500
2023-03-01,42535841600
2023-03-02,41928011300
2023-03-03,43186649800
2023-03-06,43769921300
2023-03-07,43858946950
2023-03-08,45556574000
2023-03-09,45633320250
2023-03-10,44961023100
2023-03-13,45086886950
2023-03-14,47014752750
2023-03-15,47214293000
2023-03-16,49940319800
2023-03-17,50118371100
2023-03-20,50406937000
2023-03-21,51598038800
2023-03-22,50977929100
2023-03-23,52000189149
2023-03-24,51862045900
2023-03-27,51561200600
2023-03-28,50038555000
2023-03-29,49885062500
2023-03-30,49881992650
2023-03-31,51807638960
2023-04-03,51770602640
2023-04-04,51461966640
2023-04-05,50264458960
2023-04-06,49335464600
2023-04-10,50347790680
2023-04-11,49261391960
2023-04-12,49816936760
2023-04-13,50860126440
2023-04-14,50492849600
2023-04-17,50437295119
2023-04-18,50211990840
2023-04-19,48792265240
2023-04-20,47958948039
2023-04-21,48107093320
2023-04-24,48320052160
2023-04-25,47400316880
2023-04-26,48134870560
2023-04-27,48381779360
2023-04-28,49431141760
2023-05-01,49431141760
2023-05-02,41659687280
2023-05-03,40965256280
2023-05-04,41770796240
2023-05-05,42585595280
2023-05-08,42613372520
2023-05-09,42752258720
2023-05-10,43591748640
2023-05-11,42903490360
2023-05-12,42786208680
2023-05-15,42585595280
2023-05-16,42017705039
2023-05-17,41922027880
2023-05-18,43659648560
2023-05-19,44415806760
2023-05-22,44866415320
2023-05-23,43354098920
2023-05-24,43585575920
2023-05-25,48208943200
2023-05-26,52576142600
2023-05-30,53832291119
2023-05-31,51338512240
2023-06-01,51443448480
2023-06-02,50153350000
2023-06-05,50193472680
2023-06-06,49282996480
2023-06-07,48020675240
2023-06-08,50097795520
2023-06-09,50159522720
2023-06-12,52468120000
2023-06-13,52036029600
2023-06-14,52184174880
2023-06-15,50452726920
2023-06-16,48699674440
2023-06-20,47684262000
2023-06-21,46761440360
2023-06-22,47295380640
2023-06-23,45931209520
2023-06-26,46548481520
2023-06-27,48187338680
2023-06-28,48104006960
2023-06-29,49162628440
2023-06-30,50268581100
2023-07-03,49598581500
2023-07-05,49530340800
2023-07-06,49288396500
2023-07-07,49009230000
2023-07-10,49490016750
2023-07-11,49682331449
2023-07-12,50882747400
2023-07-13,52300292850
2023-07-14,51360432300
2023-07-17,52861727699
2023-07-18,53820199350
2023-07-19,54673208100
2023-07-20,53168810850
2023-07-21,53240153399
2023-07-24,53264968200
2023-07-25,54000106650
2023-07-26,51009923250
2023-07-27,49936683150
2023-07-28,46865851650
2023-07-31,48106591650
2023-08-01,57573437850
2023-08-02,54989596800
2023-08-03,55138485600
2023-08-04,55709226000
2023-08-07,55606864950
2023-08-08,55972883250
2023-08-09,55045430100
2023-08-10,54685615500
2023-08-11,54263763900
2023-08-14,55250152200
2023-08-15,55724735250
2023-08-16,56258253450
2023-08-17,56689410600
2023-08-18,56000799900
2023-08-21,57281863949
2023-08-22,58165891200
2023-08-23,58882418550
2023-08-24,55582050150
2023-08-25,56112466500
2023-08-28,56441262600
2023-08-29,57523808250
2023-08-30,58035613500
2023-08-31,60557417550
2023-09-01,61218111600
2023-09-05,61249130100
2023-09-06,61273944900
2023-09-07,60653574900
2023-09-08,60942046950
