,WB
2018-12-03,14974994089
2018-12-04,14611338110
2018-12-06,14047895820
2018-12-07,13832395980
2018-12-10,13742604380
2018-12-11,14220744650
2018-12-12,14530525670
2018-12-13,14310536250
2018-12-14,14492364240
2018-12-17,13641588830
2018-12-18,13607916980
2018-12-19,12653881230
2018-12-20,12431647020
2018-12-21,12447360550
2018-12-24,12642657280
2018-12-26,13484453530
2018-12-27,13212833940
2018-12-28,13208344360
2018-12-31,13116307970
2019-01-02,13257020560
2019-01-03,12588996280
2019-01-04,13772096520
2019-01-07,14086990120
2019-01-08,13288509920
2019-01-09,13639391360
2019-01-10,13403221160
2019-01-11,12847658880
2019-01-14,12195379280
2019-01-15,12294345840
2019-01-16,12874649760
2019-01-17,13097324520
2019-01-18,13675379200
2019-01-22,11810759240
2019-01-23,11741032800
2019-01-24,12229117880
2019-01-25,13088327560
2019-01-28,13119816920
2019-01-29,12969117840
2019-01-30,13248023600
2019-01-31,13643889840
2019-02-01,13697871600
2019-02-04,13895804720
2019-02-05,13979026600
2019-02-06,14026260640
2019-02-07,13511184680
2019-02-08,13727111720
2019-02-11,14015014440
2019-02-12,14689786440
2019-02-13,14883221080
2019-02-14,14739269720
2019-02-15,14458114720
2019-02-19,14752765160
2019-02-20,14856230200
2019-02-21,14743768200
2019-02-22,15400546280
2019-02-25,16653372960
2019-02-26,16700607000
2019-02-27,16450941360
2019-02-28,16250759000
2019-03-01,16210272679
2019-03-04,16277749880
2019-03-05,15681701280
2019-03-06,15135135960
2019-03-07,13972278880
2019-03-08,13841822960
2019-03-11,14458114720
2019-03-12,14226443000
2019-03-13,14046503800
2019-03-14,13805835120
2019-03-15,14082491640
2019-03-18,14131974920
2019-03-19,14181458200
2019-03-20,13722613240
2019-03-21,13641640600
2019-03-22,13203038800
2019-03-25,13277263720
2019-03-26,13178297160
2019-03-27,13020850360
2019-03-28,13119816920
2019-03-29,13943038760
2019-04-01,14957396800
2019-04-02,14844765800
2019-04-03,15529562280
2019-04-04,15484509879
2019-04-05,16007117720
2019-04-08,16198590420
2019-04-09,15948549600
2019-04-10,15896739339
2019-04-11,15520551800
2019-04-12,15874213140
2019-04-15,15452973199
2019-04-16,15858444800
2019-04-17,16027391300
2019-04-18,16106233000
2019-04-22,16290947839
2019-04-23,16218864000
2019-04-24,15838171220
2019-04-25,15732298080
2019-04-26,15259247879
2019-04-29,15261500500
2019-04-30,15430447000
2019-05-01,15304300280
2019-05-02,15117332820
2019-05-03,15495772980
2019-05-06,14693840260
2019-05-07,14065359280
2019-05-08,13954980900
2019-05-09,13918938980
2019-05-10,13837844660
2019-05-13,13207111060
2019-05-14,13340015640
2019-05-15,13288205380
2019-05-16,13299468480
2019-05-17,11961412200
2019-05-20,11389246720
2019-05-21,11853286440
2019-05-22,11524403920
2019-05-23,10224642180
2019-05-24,9834938920
2019-05-28,9675002900
2019-05-29,9665992420
2019-05-30,9465509240
2019-05-31,9352878240
2019-06-03,9260520820
2019-06-04,9661487180
2019-06-05,9332604660
2019-06-06,9292057500
2019-06-07,9551108800
2019-06-10,9668245040
2019-06-11,9956580400
2019-06-12,9553361420
2019-06-13,9557866660
2019-06-14,9328099420
2019-06-17,9373151820
2019-06-18,9740328880
2019-06-19,9510561640
2019-06-20,9690771240
2019-06-21,9733571020
2019-06-24,9690771240
2019-06-25,9364141340
2019-06-26,9600666440
2019-06-27,9889001800
2019-06-28,9810160100
2019-07-01,9913303400
2019-07-02,9985498600
2019-07-03,9978730300
2019-07-05,9908791200
2019-07-08,9583912800
2019-07-09,9748608100
2019-07-10,9550071300
2019-07-11,9527510300
2019-07-12,9556839600
2019-07-15,9712510500
2019-07-16,9378607700
2019-07-17,9218424600
2019-07-18,8979278000
2019-07-19,9112387900
2019-07-22,8956717000
2019-07-23,9225192900
2019-07-24,9313180800
2019-07-25,9078546400
2019-07-26,9040192700
2019-07-29,9060497600
2019-07-30,9006351200
2019-07-31,8837143700
2019-08-01,8415252999
2019-08-02,8519033600
2019-08-05,7871532900
2019-08-06,8153545400
2019-08-07,8142264900
2019-08-08,8291167500
2019-08-09,8015923300
2019-08-12,8015923300
2019-08-13,8227996700
2019-08-14,7898606100
2019-08-15,7977569600
2019-08-16,8365618800
2019-08-19,9545559100
2019-08-20,9518485900
2019-08-21,9347022300
2019-08-22,9067265900
2019-08-23,8938668200
2019-08-26,9094339100
2019-08-27,9103363500
2019-08-28,9195863600
2019-08-29,9387632100
2019-08-30,9333485700
2019-09-03,9798242300
2019-09-04,10152450000
2019-09-05,10434462500
2019-09-06,10581109000
2019-09-09,11192512100
2019-09-10,11327878100
2019-09-11,11237634100
2019-09-12,11048121700
2019-09-13,11318853700
2019-09-16,11233121900
2019-09-17,11228609700
2019-09-18,11057146100
2019-09-19,11147390100
2019-09-20,10790926300
2019-09-23,10732267700
2019-09-24,10290072100
2019-09-25,10545011400
2019-09-26,10373547800
2019-09-27,10050925500
2019-09-30,10096047500
2019-10-01,10070560000
2019-10-02,9925920000
2019-10-03,10441200000
2019-10-04,10750820000
2019-10-07,10893200000
2019-10-08,10457020000
2019-10-09,10574540000
2019-10-10,10784720000
2019-10-11,10965520000
2019-10-14,10976820000
2019-10-15,11146320000
2019-10-16,11523740000
2019-10-17,11356500000
2019-10-18,10746300000
2019-10-21,11098860000
2019-10-22,11001680000
2019-10-23,10841220000
2019-10-24,10924840000
2019-10-25,11121460000
2019-10-28,11302260000
2019-10-29,11155360000
2019-10-30,11110160000
2019-10-31,11116940000
2019-11-01,11478540000
2019-11-04,11874040000
2019-11-05,11826580000
2019-11-06,11666120000
2019-11-07,12350900000
2019-11-08,12355420000
2019-11-11,12115860000
2019-11-12,12084220000
2019-11-13,11928280000
2019-11-14,9817440000
2019-11-15,9842300000
2019-11-18,9548500000
2019-11-19,9417420000
2019-11-20,9189160000
2019-11-21,9363180000
2019-11-22,9424200000
2019-11-25,9668280000
2019-11-26,9774500000
2019-11-27,9806140000
2019-11-29,9675060000
2019-12-02,9855860000
2019-12-03,9702180000
2019-12-04,9677320000
2019-12-05,9912360000
2019-12-06,9982420000
2019-12-09,9892020000
2019-12-10,9695400000
2019-12-11,9697660000
2019-12-12,9840040000
2019-12-13,9837780000
2019-12-16,10156440000
2019-12-17,10249100000
2019-12-18,10418600000
2019-12-19,10457020000
2019-12-20,10452500000
2019-12-23,10649120000
2019-12-24,10669460000
2019-12-26,10796020000
2019-12-27,10637820000
2019-12-30,10472840000
2019-12-31,10475100000
2020-01-02,11559575520
2020-01-03,11349030960
2020-01-06,11156597760
2020-01-07,11070568800
2020-01-08,11106791520
2020-01-09,10860024240
2020-01-10,10608729120
2020-01-13,11702202480
2020-01-14,11412420720
2020-01-15,11403365040
2020-01-16,10866816000
2020-01-17,10592881680
2020-01-21,9990678960
2020-01-22,9952192320
2020-01-23,10029165600
2020-01-24,9861635520
2020-01-27,9766550880
2020-01-28,9838996320
2020-01-29,9943136640
2020-01-30,9927289200
2020-01-31,9648827040
2020-02-03,9986151120
2020-02-04,10217070960
2020-02-05,10024637760
2020-02-06,10251029760
2020-02-07,10255557600
2020-02-10,10131042000
2020-02-11,10011054240
2020-02-12,10273668960
2020-02-13,9979359360
2020-02-14,9861635520
2020-02-18,9438282480
2020-02-19,9723536400
2020-02-20,9900122160
2020-02-21,9798245760
2020-02-24,9680521920
2020-02-25,9820884960
2020-02-26,9370364880
2020-02-27,9282072000
2020-02-28,9540158880
2020-03-02,9648827040
2020-03-03,9657882720
2020-03-04,9902386080
2020-03-05,9838996320
2020-03-06,9499408320
2020-03-09,8999082000
2020-03-10,9467713440
2020-03-11,9005873760
2020-03-12,8288211120
2020-03-13,8605159920
2020-03-16,7498103039
2020-03-17,7726758960
2020-03-18,6866469360
2020-03-19,7547909280
2020-03-20,7559228880
2020-03-23,7715439360
2020-03-24,8023332479
2020-03-25,7914664320
2020-03-26,8093514000
2020-03-27,7590923760
2020-03-30,7439241120
2020-03-31,7495839120
2020-04-01,7253696000
2020-04-02,7328499740
2020-04-03,7253696000
2020-04-06,7679850640
2020-04-07,8305481920
2020-04-08,8056136120
2020-04-09,8074270359
2020-04-13,7795456420
2020-04-14,7988132720
2020-04-15,7911062200
2020-04-16,8117339180
2020-04-17,8316815819
2020-04-20,8219344280
2020-04-21,8038001880
2020-04-22,8146807319
2020-04-23,8149074100
2020-04-24,8271480220
2020-04-27,8427888040
2020-04-28,8307748700
2020-04-29,8355351080
2020-04-30,8507225340
2020-05-01,7929196439
2020-05-04,7843058800
2020-05-05,7935996780
2020-05-06,8153607660
2020-05-07,8359884640
2020-05-08,8271480220
2020-05-11,8244278859
2020-05-12,8176275460
2020-05-13,7940530340
2020-05-14,7831724899
2020-05-15,7947330680
2020-05-18,8296414800
2020-05-19,8135473420
2020-05-20,7779588960
2020-05-21,7500775020
2020-05-22,6773138640
2020-05-26,6757271180
2020-05-27,6988482740
2020-05-28,6798073220
2020-05-29,6974882060
2020-06-01,6972615280
2020-06-02,7176625480
2020-06-03,7475840439
2020-06-04,7602780120
2020-06-05,7797723200
2020-06-08,7822657780
2020-06-09,7503041800
2020-06-10,7435038399
2020-06-11,7199293280
2020-06-12,7360234660
2020-06-15,7577845540
2020-06-16,7809057100
2020-06-17,7840792020
2020-06-18,7965464920
2020-06-19,7906528640
2020-06-22,7684384200
2020-06-23,7747854040
2020-06-24,7471306880
2020-06-25,7684384200
2020-06-26,7716119120
2020-06-29,7555177740
2020-06-30,7616380800
2020-07-01,7505985499
2020-07-02,7658149200
2020-07-06,9034435800
2020-07-07,8948134000
2020-07-08,8666517600
2020-07-09,8661975400
2020-07-10,8491642900
2020-07-13,8369003500
2020-07-14,8239550800
2020-07-15,8153249000
2020-07-16,8153249000
2020-07-17,8030609600
2020-07-20,8030609600
2020-07-21,8225924200
2020-07-22,7694486800
2020-07-23,7569576300
2020-07-24,7658149200
2020-07-27,7519612100
2020-07-28,7742179900
2020-07-29,7821668399
2020-07-30,7755806500
2020-07-31,7848921600
2020-08-03,7914783500
2020-08-04,8055591700
2020-08-05,8162333399
2020-08-06,8060133900
2020-08-07,7805770699
2020-08-10,8030609600
2020-08-11,7971561000
2020-08-12,8112369200
2020-08-13,7751264300
2020-08-14,7421954800
2020-08-17,7644522599
2020-08-18,7696757900
2020-08-19,7553678600
2020-08-20,7635438199
2020-08-21,7674046900
2020-08-24,7901156900
2020-08-25,8148706800
2020-08-26,8221382000
2020-08-27,8237279700
2020-08-28,8741463900
2020-08-31,8471202999
2020-09-01,8732379500
2020-09-02,8614282300
2020-09-03,8214568700
2020-09-04,8194128800
2020-09-08,7778517500
2020-09-09,7751264300
2020-09-10,7503714400
2020-09-11,7551407500
2020-09-14,7982916500
2020-09-15,7864819300
2020-09-16,8003356400
2020-09-17,8150977900
2020-09-18,8353105800
2020-09-21,8230466400
2020-09-22,8171417799
2020-09-23,8032880699
2020-09-24,7839837200
2020-09-25,7390159400
2020-09-28,7939765600
2020-09-29,7642251500
2020-09-30,8273617300
2020-10-01,8417315000
2020-10-02,8769932250
2020-10-05,9168048500
2020-10-06,9279521050
2020-10-07,9443317450
2020-10-08,9418293000
2020-10-09,9379618850
2020-10-12,9297720650
2020-10-13,9072500600
2020-10-14,8824531050
2020-10-15,8606135850
2020-10-16,8724433250
2020-10-19,8713058500
2020-10-20,8799506600
2020-10-21,8938278550
2020-10-22,9079325450
2020-10-23,9099800000
2020-10-26,9054301000
2020-10-27,9479716650
2020-10-28,9441042500
2020-10-29,9520665750
2020-10-30,9452417250
2020-11-02,9466066950
2020-11-03,9220372350
2020-11-04,9739060950
2020-11-05,9989305450
2020-11-06,10048454150
2020-11-09,10373772000
2020-11-10,10560317900
2020-11-11,10530743550
2020-11-12,10250924700
2020-11-13,10551218100
2020-11-16,10799187650
2020-11-17,10626291450
2020-11-18,10137177200
2020-11-19,10330547950
2020-11-20,10248649750
2020-11-23,10125802450
2020-11-24,10112152750
2020-11-25,9923331900
2020-11-27,9807309450
2020-11-30,9611663750
2020-12-01,9509291000
2020-12-02,9577539500
2020-12-03,9707211650
2020-12-04,9534315450
2020-12-07,9390993600
2020-12-08,9272696200
2020-12-09,9286345900
2020-12-10,9284070950
2020-12-11,9020176750
2020-12-14,9493366350
2020-12-15,9591189200
2020-12-16,10112152750
2020-12-17,10378321900
2020-12-18,10517093850
2020-12-21,10407896250
2020-12-22,10451120300
2020-12-23,10341922700
2020-12-24,10080303450
2020-12-28,8719883350
2020-12-29,9008802000
2020-12-30,9331844900
2020-12-31,9325020050
2021-01-04,9261168860
2021-01-05,9359110390
2021-01-06,9416053140
2021-01-07,9564104290
2021-01-08,9880705980
2021-01-11,9491217570
2021-01-12,9484384440
2021-01-13,9429719400
2021-01-14,9242947180
2021-01-15,9361388100
2021-01-19,9466162760
2021-01-20,9728099410
2021-01-21,9780486740
2021-01-22,9785042160
2021-01-25,10046978810
2021-01-26,10691570740
2021-01-27,11475102980
2021-01-28,10707514710
2021-01-29,10381802180
2021-02-01,10732569520
2021-02-02,11097003120
2021-02-03,11197222360
2021-02-04,11470547560
2021-02-05,11632264970
2021-02-08,11994420860
2021-02-09,12518294160
2021-02-10,13044445170
2021-02-11,13370157700
2021-02-12,14080803220
2021-02-16,13891753290
2021-02-17,13404323350
2021-02-18,13361046860
2021-02-19,13597928700
2021-02-22,13279049300
2021-02-23,13463543810
2021-02-24,13331436630
2021-02-25,13060389140
2021-02-26,12566126070
2021-03-01,12866783790
2021-03-02,12878172340
2021-03-03,12607124850
2021-03-04,11791704670
2021-03-05,12295078580
2021-03-08,11791704670
2021-03-09,12053641320
2021-03-10,11864591390
2021-03-11,12060474450
2021-03-12,11869146810
2021-03-15,11588988480
2021-03-16,11445492750
2021-03-17,11488769240
2021-03-18,12026308800
2021-03-19,11907867880
2021-03-22,11948866660
2021-03-23,11962532920
2021-03-24,11623154130
2021-03-25,11657319780
2021-03-26,11208610910
2021-03-29,11090169990
2021-03-30,11563933670
2021-03-31,11493324660
2021-04-01,11407230990
2021-04-05,11302305450
2021-04-06,11642172960
2021-04-07,11272652580
2021-04-08,11482503660
2021-04-09,11263528620
2021-04-12,11204222880
2021-04-13,11341082280
2021-04-14,11409511980
2021-04-15,11144917140
2021-04-16,11286338520
2021-04-19,11213346840
2021-04-20,10880322300
2021-04-21,11288619510
2021-04-22,11345644260
2021-04-23,11785875330
2021-04-26,11544090390
2021-04-27,11970635520
2021-04-28,11849743050
2021-04-29,11655858900
2021-04-30,11496189600
2021-05-03,11097016350
2021-05-04,11065082490
2021-05-05,10857512400
2021-05-06,10982966850
2021-05-07,10928223090
2021-05-10,11101578330
2021-05-11,10923661110
2021-05-12,11085611400
2021-05-13,10741181910
2021-05-14,11156322090
2021-05-17,11128950210
2021-05-18,11140355160
2021-05-19,11190536940
2021-05-20,11204222880
2021-05-21,10962437940
2021-05-24,11026305660
2021-05-25,11555495340
2021-05-26,11566900290
2021-05-27,11617082070
2021-05-28,11596553160
2021-06-01,11883957900
2021-06-02,11534966430
2021-06-03,10907694180
2021-06-04,10887165270
2021-06-07,10816454580
2021-06-08,11003495760
2021-06-09,11293181490
2021-06-10,11345644260
2021-06-11,11106140310
2021-06-14,11238437730
2021-06-15,11010338730
2021-06-16,10914537150
2021-06-17,10978404870
2021-06-18,10846107450
2021-06-21,11229313770
2021-06-22,11213346840
2021-06-23,11594272170
2021-06-24,11683230780
2021-06-25,11950106610
2021-06-28,11927296710
2021-06-29,11881676910
2021-06-30,12002569380
2021-07-01,12096907500
2021-07-02,12419339250
2021-07-06,13203694500
2021-07-07,13610736000
2021-07-08,13656471000
2021-07-09,13727360250
2021-07-12,13791389250
2021-07-13,14200717500
2021-07-14,14152695750
2021-07-15,14328775500
2021-07-16,13786815750
2021-07-19,13809683250
2021-07-20,13873712250
2021-07-21,14127541500
2021-07-22,14093240250
2021-07-23,13537560000
2021-07-26,12940718250
2021-07-27,11868232500
2021-07-28,12718903500
2021-07-29,12760065000
2021-07-30,12897270000
2021-08-02,13148812500
2021-08-03,12938431500
2021-08-04,13000173750
2021-08-05,12938431500
2021-08-06,12730337250
2021-08-09,12808086750
2021-08-10,12698322750
2021-08-11,12696036000
2021-08-12,12506235750
2021-08-13,12039738750
2021-08-16,11607543000
2021-08-17,10599086250
2021-08-18,10978686750
2021-08-19,10884930000
2021-08-20,11408595750
2021-08-23,11692152750
2021-08-24,12396471750
2021-08-25,12272987250
2021-08-26,12467361000
2021-08-27,11131899000
2021-08-30,11207361750
2021-08-31,11552661000
2021-09-01,12060319500
2021-09-02,12151789500
2021-09-03,12318722250
2021-09-07,12371317500
2021-09-08,12245546250
2021-09-09,12272987250
2021-09-10,12243259500
2021-09-13,11897960250
2021-09-14,11813350500
2021-09-15,11918541000
2021-09-16,11781336000
2021-09-17,11630410500
2021-09-20,11223369000
2021-09-21,11157053250
2021-09-22,11388015000
2021-09-23,11145619500
2021-09-24,10727144250
2021-09-27,10754585250
2021-09-28,10653968250
2021-09-29,10596799500
2021-09-30,10859775750
2021-10-01,10643529060
2021-10-04,10468213020
2021-10-05,10482053760
2021-10-06,10387475370
2021-10-07,11003388300
2021-10-08,11201772240
2021-10-11,11097966690
2021-10-12,11236374090
2021-10-13,11393235810
2021-10-14,11178704340
2021-10-15,11054137680
2021-10-18,11337872850
2021-10-19,11335566060
2021-10-20,11736947520
2021-10-21,11700038880
2021-10-22,11600846910
2021-10-25,11561631480
2021-10-26,10994161140
2021-10-27,10749641400
2021-10-28,10578938940
2021-10-29,10375941420
2021-11-01,10680437700
2021-11-02,10096819830
2021-11-03,10322885250
2021-11-04,10041456870
2021-11-05,9969946380
2021-11-08,10142955630
2021-11-09,10020695760
2021-11-10,10168330320
2021-11-11,10636608690
2021-11-12,10689664860
2021-11-15,10154489580
2021-11-16,10186784640
2021-11-17,9997627860
2021-11-18,9633155040
2021-11-19,9681597630
2021-11-22,9776176020
2021-11-23,10140648840
2021-11-24,9926117370
2021-11-26,9870754410
2021-11-29,9137195190
2021-11-30,9183330990
2021-12-01,8304444000
2021-12-02,7926130440
2021-12-03,7423250220
2021-12-06,7377114420
2021-12-07,7723132919
2021-12-08,7529362560
2021-12-09,7271002080
2021-12-10,7300990350
2021-12-13,6892688520
2021-12-14,6650475570
2021-12-15,6685077420
2021-12-16,6745053960
2021-12-17,6809644080
2021-12-20,6844245930
2021-12-21,7234093440
2021-12-22,6968812590
2021-12-23,6862700250
2021-12-27,6936517530
2021-12-28,6814257660
2021-12-29,6578965080
2021-12-30,7247934180
2021-12-31,7146435420
2022-01-03,7406684265
2022-01-04,7248352128
2022-01-05,7446267300
2022-01-06,7795529368
2022-01-07,7783887299
2022-01-10,7718691713
2022-01-11,7998101368
2022-01-12,8172732402
2022-01-13,7707049644
2022-01-14,7972488816
2022-01-18,7793200955
2022-01-19,7811828265
2022-01-20,8065625368
2022-01-21,7790872541
2022-01-24,7688422334
2022-01-25,7809499851
2022-01-26,7485850334
2022-01-27,7218082749
2022-01-28,7197127024
2022-01-31,8067953782
2022-02-01,8081924265
2022-02-02,7751289506
2022-02-03,7455580955
2022-02-04,7634868817
2022-02-07,7225067990
2022-02-08,7537075438
2022-02-09,7567344817
2022-02-10,7346145507
2022-02-11,7276293093
2022-02-14,7183156542
2022-02-15,7474208265
2022-02-16,7534747024
2022-02-17,7402027438
2022-02-18,7020167576
2022-02-22,6796639853
2022-02-23,6633650887
2022-02-24,6535857508
2022-02-25,6587082611
2022-02-28,6386839025
2022-03-01,6258776267
2022-03-02,6384510612
2022-03-03,6351912819
2022-03-04,6002650750
2022-03-07,5511355440
2022-03-08,5846647026
2022-03-09,6098115716
2022-03-10,5695300130
2022-03-11,4985133924
2022-03-14,4670798062
2022-03-15,4924595165
2022-03-16,5942111992
2022-03-17,5627776130
2022-03-18,6265761508
2022-03-21,6060861095
2022-03-22,6323971853
2022-03-23,6286717233
2022-03-24,6207551164
2022-03-25,5909514199
2022-03-28,6025934888
2022-03-29,5902528957
2022-03-30,5746525233
2022-03-31,5706942199
2022-04-01,6034048020
2022-04-04,6323738850
2022-04-05,6238951290
2022-04-06,6123546000
2022-04-07,5855052060
2022-04-08,5864472900
2022-04-11,5652504000
2022-04-12,5565361230
2022-04-13,5518257030
2022-04-14,5369878800
2022-04-18,5301577710
2022-04-19,5322774600
2022-04-20,5181462000
2022-04-21,4894126380
2022-04-22,4934164950
2022-04-25,4981269150
2022-04-26,4856443020
2022-04-27,4934164950
2022-04-28,5004821250
2022-04-29,5449955940
2022-05-02,5376944430
2022-05-03,5310998550
2022-05-04,5341616280
2022-05-05,5160265110
2022-05-06,4901192010
2022-05-09,4712775210
2022-05-10,4766945040
2022-05-11,4708064790
2022-05-12,4790497140
2022-05-13,4988334780
2022-05-16,4990689990
2022-05-17,5063701500
2022-05-18,5063701500
2022-05-19,5054280660
2022-05-20,5103740070
2022-05-23,5073122340
2022-05-24,4842311760
2022-05-25,4849377390
2022-05-26,5164975530
2022-05-27,5181462000
2022-05-31,5181462000
2022-06-01,5179106790
2022-06-02,4945941000
2022-06-03,5287446450
2022-06-06,5504125770
2022-06-07,5494704930
2022-06-08,5807947860
2022-06-09,5605399800
2022-06-10,5254473510
2022-06-13,4945941000
2022-06-14,5087253600
2022-06-15,5139068220
2022-06-16,4945941000
2022-06-17,5082543180
2022-06-21,5318064180
2022-06-22,5395786110
2022-06-23,5473508040
2022-06-24,5610110220
2022-06-27,5478218460
2022-06-28,5617175850
2022-06-29,5506480980
2022-06-30,5447600730
2022-07-01,5715711620
2022-07-05,5663814940
2022-07-06,5418485180
2022-07-07,5491612320
2022-07-08,5387818960
2022-07-11,4840544880
2022-07-12,4795725020
2022-07-13,4842903820
2022-07-14,4602291940
2022-07-15,4555113140
2022-07-18,4717880000
2022-07-19,4828750180
2022-07-20,4736751520
2022-07-21,4835827000
2022-07-22,4720238940
2022-07-25,4680136960
2022-07-26,4573984660
2022-07-27,4715521060
2022-07-28,4614086640
2022-07-29,4533882680
2022-08-01,4312142320
2022-08-02,4352244300
2022-08-03,4491421760
2022-08-04,4474909180
2022-08-05,4472550240
2022-08-08,4536241620
2022-08-09,4427730380
2022-08-10,4512652220
2022-08-11,4618804520
2022-08-12,4592856180
2022-08-15,4557472080
2022-08-16,4543318440
2022-08-17,4342808540
2022-08-18,4264963519
2022-08-19,4293270800
2022-08-22,4378192640
2022-08-23,4323937020
2022-08-24,4463114480
2022-08-25,4765058800
2022-08-26,4861775340
2022-08-29,4722597880
2022-08-30,4632958160
2022-08-31,4880646860
2022-09-01,4642393920
2022-09-02,4491421760
2022-09-06,4281476099
2022-09-07,4342808540
2022-09-08,4328654900
2022-09-09,4387628400
2022-09-12,4451319780
2022-09-13,4267322460
2022-09-14,4222502599
2022-09-15,4272040340
2022-09-16,4269681400
2022-09-19,4281476099
2022-09-20,4465473420
2022-09-21,4418294620
2022-09-22,4354603240
2022-09-23,4123427120
2022-09-26,3974813900
2022-09-27,3826200679
2022-09-28,4139939700
2022-09-29,3953583440
2022-09-30,4033787400
2022-10-03,3842936800
2022-10-04,4128465600
2022-10-05,4083998000
2022-10-06,3931872000
2022-10-07,3739959200
2022-10-10,3449749600
2022-10-11,3285921600
2022-10-12,3225071200
2022-10-13,3274219600
2022-10-14,3196986400
2022-10-17,3241454000
2022-10-18,3182944000
2022-10-19,2979329200
2022-10-20,2960606000
2022-10-21,2866990000
2022-10-24,2506568400
2022-10-25,2644652000
2022-10-26,2855288000
2022-10-27,2759331600
2022-10-28,2546355200
2022-10-31,2649332800
2022-11-01,2916138400
2022-11-02,2881032400
2022-11-03,2967627200
2022-11-04,3079966400
2022-11-07,3082306800
2022-11-08,3070604800
2022-11-09,2866990000
2022-11-10,3044860400
2022-11-11,3278900400
2022-11-14,3220390400
2022-11-15,3592514000
2022-11-16,3466132400
2022-11-17,3721236000
2022-11-18,3370176000
2022-11-21,3234432800
2022-11-22,3206348000
2022-11-23,3234432800
2022-11-25,3084647200
2022-11-28,3133795600
2022-11-29,3449749600
2022-11-30,3730597600
2022-12-01,3545706000
2022-12-02,3842936800
2022-12-05,3864000400
2022-12-06,3819532800
2022-12-07,3622939200
2022-12-08,4140167600
2022-12-09,4222081600
2022-12-12,4144848400
2022-12-13,4325059200
2022-12-14,4315697600
2022-12-15,4308676400
2022-12-16,4116763600
2022-12-19,4065274800
2022-12-20,4142508000
2022-12-21,4346122800
2022-12-22,4360165200
2022-12-23,4193996800
2022-12-27,4563780000
2022-12-28,4294634000
2022-12-29,4491227600
2022-12-30,4474844800
2023-01-03,4733999850
2023-01-04,4703488200
2023-01-05,4682364750
2023-01-06,4618994400
2023-01-09,4715223450
2023-01-10,4881864000
2023-01-11,4778593800
2023-01-12,4698794100
2023-01-13,4856046450
2023-01-17,4865434650
2023-01-18,4726958700
2023-01-19,4975746000
2023-01-20,5168204100
2023-01-23,5229227400
2023-01-24,5233921500
2023-01-25,5151774750
2023-01-26,5872319100
2023-01-27,5705678550
2023-01-30,5391173850
2023-01-31,5339538750
2023-02-01,5909871900
2023-02-02,5970895200
2023-02-03,5649349350
2023-02-06,5480361750
2023-02-07,5569549650
2023-02-08,5421685500
2023-02-09,5508526350
2023-02-10,5294944800
2023-02-13,5466279450
2023-02-14,5435767800
2023-02-15,5304333000
2023-02-16,5269127250
2023-02-17,4992175350
2023-02-21,4942887300
2023-02-22,4900640400
2023-02-23,4891252200
2023-02-24,4811452500
2023-02-27,4830228900
2023-02-28,4853699400
2023-03-01,4487559600
2023-03-02,4550929950
2023-03-03,4489906650
2023-03-06,4299795600
2023-03-07,4158972599
2023-03-08,4107337500
2023-03-09,3891408899
2023-03-10,3891408899
2023-03-13,3889061850
2023-03-14,3896103000
2023-03-15,3781097550
2023-03-16,3867938400
2023-03-17,3865591349
2023-03-20,3882020700
2023-03-21,3971208600
2023-03-22,4102643400
2023-03-23,4414801050
2023-03-24,4393677600
2023-03-27,4316224950
2023-03-28,4511030100
2023-03-29,4595523900
2023-03-30,4703488200
2023-03-31,4708182300
2023-04-03,4476566220
2023-04-04,4445969290
2023-04-05,4248266050
2023-04-06,4276509370
2023-04-10,4175304139
2023-04-11,4184718580
2023-04-12,4076452520
2023-04-13,4168243310
2023-04-14,4078806129
2023-04-17,4177657750
2023-04-18,4055270030
2023-04-19,4017612270
2023-04-20,3968186460
2023-04-21,3939943139
2023-04-24,3843445129
2023-04-25,3758715170
2023-04-26,3911699820
2023-04-27,4043501980
2023-04-28,4121171110
2023-05-01,4027026710
2023-05-02,3786958490
2023-05-03,3822262639
2023-05-04,3859920399
2023-05-05,3855213180
2023-05-08,3812848200
2023-05-09,3676338820
2023-05-10,3645741890
2023-05-11,3770483220
2023-05-12,3744593510
2023-05-15,4003490610
2023-05-16,4050562810
2023-05-17,4088220570
2023-05-18,3951711190
2023-05-19,3954064800
2023-05-22,4012905050
2023-05-23,3843445129
2023-05-24,3779897659
2023-05-25,3603376910
2023-05-26,3598669690
2023-05-30,3332711760
2023-05-31,3287993170
2023-06-01,3335065370
2023-06-02,3415088110
2023-06-05,3363308690
2023-06-06,3403320060
2023-06-07,3431563380
2023-06-08,3480989190
2023-06-09,3384491180
2023-06-12,3403320060
2023-06-13,3502171680
2023-06-14,3568072760
2023-06-15,3589255250
2023-06-16,3589255250
2023-06-20,3384491180
2023-06-21,3337418980
2023-06-22,3339772590
2023-06-23,3142069350
2023-06-26,3111472420
2023-06-27,3177373500
2023-06-28,3118533250
2023-06-29,3104411590
2023-06-30,3085582710
2023-07-03,3167358060
2023-07-05,3089530200
2023-07-06,3032928120
2023-07-07,3146132280
2023-07-10,3153207540
2023-07-11,3172074900
2023-07-12,3325372200
2023-07-13,3410275320
2023-07-14,3325372200
2023-07-17,3282920640
2023-07-18,3157924380
2023-07-19,3252261180
2023-07-20,3181508580
2023-07-21,3183867000
2023-07-24,3370182180
