,IRM
2004-08-24,3993059880
2004-08-25,3991120559
2004-08-26,4008574440
2004-08-27,4008574440
2004-08-30,4004695799
2004-08-31,3985302600
2004-09-01,4000817160
2004-09-02,4051239480
2004-09-03,4002756480
2004-09-07,4047360840
2004-09-08,4043482200
2004-09-09,4041542880
2004-09-10,4111358400
2004-09-13,4177295280
2004-09-14,4272321960
2004-09-15,4334380200
2004-09-16,4301411760
2004-09-17,4282018559
2004-09-20,4276200600
2004-09-21,4330501560
2004-09-22,4318865640
2004-09-23,4326622920
2004-09-24,4330501560
2004-09-27,4305290400
2004-09-28,4301411760
2004-09-29,4322744280
2004-09-30,4385238150
2004-10-01,4373580450
2004-10-04,4389124050
2004-10-05,4509586950
2004-10-06,4497929250
2004-10-07,4466842050
2004-10-08,4402724700
2004-10-11,4404667650
2004-10-12,4429926000
2004-10-13,4393009950
2004-10-14,4352208000
2004-10-15,4373580450
2004-10-18,4453241400
2004-10-19,4451298450
2004-10-20,4404667650
2004-10-21,4389124050
2004-10-22,4365808650
2004-10-25,4414382400
2004-10-26,4478499750
2004-10-27,4540674150
2004-10-28,4293919500
2004-10-29,4280318850
2004-11-01,4229802150
2004-11-02,4216201500
2004-11-03,4253117550
2004-11-04,4288090650
2004-11-05,4295862450
2004-11-08,4330835550
2004-11-09,4340550300
2004-11-10,4315291950
2004-11-11,4373580450
2004-11-12,4389124050
2004-11-15,4404667650
2004-11-16,4416325350
2004-11-17,4490157450
2004-11-18,3992762250
2004-11-19,3994705199
2004-11-22,3977218650
2004-11-23,3887842950
2004-11-24,3885900000
2004-11-26,3885900000
2004-11-29,3901443599
2004-11-30,3903386550
2004-12-01,3903386550
2004-12-02,3930587850
2004-12-03,3965560950
2004-12-06,3988876350
2004-12-07,3936416700
2004-12-08,3924759000
2004-12-09,3926701950
2004-12-10,3905329500
2004-12-13,3876185250
2004-12-14,3942245550
2004-12-15,3930587850
2004-12-16,3907272450
2004-12-17,3868413450
2004-12-20,3882014100
2004-12-21,3870356400
2004-12-22,3883957049
2004-12-23,3953903250
2004-12-27,3909215400
2004-12-28,3946131449
2004-12-29,3963617999
2004-12-30,3971389800
2004-12-31,3963770594
2005-01-03,3874083705
2005-01-04,3764899664
2005-01-05,3811692825
2005-01-06,3821441400
2005-01-07,3854586555
2005-01-10,3831189974
2005-01-11,3753201375
2005-01-12,3862385414
2005-01-13,3799994534
2005-01-14,3809743110
2005-01-18,3838988835
2005-01-19,3751251659
2005-01-20,3770748810
2005-01-21,3743452800
2005-01-24,3665464200
2005-01-25,3640117905
2005-01-26,3640117905
2005-01-27,3667413914
2005-01-28,3684961349
2005-01-31,3665464200
2005-02-01,3669363630
2005-02-02,3686911065
2005-02-03,3692760210
2005-02-04,3722005935
2005-02-07,3722005935
2005-02-08,3729804795
2005-02-09,3675212775
2005-02-10,3667413914
2005-02-11,3718106505
2005-02-14,3659615055
2005-02-15,3612821895
2005-02-16,3587475599
2005-02-17,3562129305
2005-02-18,3546531585
2005-02-22,3532883580
2005-02-23,3540682440
2005-02-24,3527034435
2005-02-25,3528984150
2005-02-28,3515336145
2005-03-01,3511436715
2005-03-02,3957921450
2005-03-03,3963770594
2005-03-04,4049558055
2005-03-07,4069055205
2005-03-08,4072954635
2005-03-09,3991066605
2005-03-10,4000815180
2005-03-11,3996915750
2005-03-14,4047608340
2005-03-15,4030060905
2005-03-16,3987167175
2005-03-17,4004714610
2005-03-18,3954022020
2005-03-21,3920876865
2005-03-22,3901379715
2005-03-23,3874083705
2005-03-24,3868234560
2005-03-28,3883832280
2005-03-29,3743452800
2005-03-30,3723955650
2005-03-31,3763522530
2005-04-01,3712637670
2005-04-04,3650010149
2005-04-05,3653924370
2005-04-06,3710680560
2005-04-07,3738080100
2005-04-08,3732208770
2005-04-11,3759608310
2005-04-12,3783093629
2005-04-13,3706766340
2005-04-14,3651967260
2005-04-15,3634353270
2005-04-18,3577597080
2005-04-19,3587382629
2005-04-20,3561940200
2005-04-21,3650010149
2005-04-22,3620653500
2005-04-25,3695023680
2005-04-26,3630439050
2005-04-27,3671538360
2005-04-28,3875077800
2005-04-29,3875077800
2005-05-02,3826150050
2005-05-03,3790922070
2005-05-04,3806578950
2005-05-05,3814407389
2005-05-06,3802664730
2005-05-09,3816364500
2005-05-10,3808536060
2005-05-11,3802664730
2005-05-12,3751779870
2005-05-13,3732208770
2005-05-16,3763522530
2005-05-17,3751779870
2005-05-18,3781136520
2005-05-19,3826150050
2005-05-20,3818321610
2005-05-23,3798750510
2005-05-24,3777222300
2005-05-25,3734165879
2005-05-26,3779179409
2005-05-27,3755694090
2005-05-31,3743951430
2005-06-01,3702852120
2005-06-02,3718509000
2005-06-03,3732208770
2005-06-06,3700895010
2005-06-07,3671538360
2005-06-08,3677409690
2005-06-09,3626524830
2005-06-10,3622610610
2005-06-13,3665667030
2005-06-14,3653924370
2005-06-15,3657838590
2005-06-16,3653924370
2005-06-17,3669581250
2005-06-20,3700895010
2005-06-21,3714594780
2005-06-22,3732208770
2005-06-23,3802664730
2005-06-24,3816364500
2005-06-27,3873120690
2005-06-28,3933791100
2005-06-29,3924005550
2005-06-30,4059339240
2005-07-01,4039709939
2005-07-05,4024006500
2005-07-06,4053450449
2005-07-07,4035784079
2005-07-08,4128041790
2005-07-11,4143745230
2005-07-12,4080931470
2005-07-13,4084857329
2005-07-14,4053450449
2005-07-15,4045598730
2005-07-18,4033821150
2005-07-19,4096634910
2005-07-20,4143745230
2005-07-21,4222262430
2005-07-22,4228151220
2005-07-25,4171226250
2005-07-26,4122153000
2005-07-27,4057376310
2005-07-28,4559886390
2005-07-29,4487257980
2005-08-01,4479406260
2005-08-02,4442110590
2005-08-03,4491183840
2005-08-04,4477443330
2005-08-05,4438184730
2005-08-08,4389111480
2005-08-09,4355741670
2005-08-10,4351815810
2005-08-11,4410703710
2005-08-12,4410703710
2005-08-15,4371445110
2005-08-16,4371445110
2005-08-17,4395000270
2005-08-18,4438184730
2005-08-19,4528479510
2005-08-22,4500998490
2005-08-23,4481369190
2005-08-24,4504924350
2005-08-25,4595219130
2005-08-26,4573626900
2005-08-29,4532405370
2005-08-30,4473517470
2005-08-31,4512776070
2005-09-01,4571663970
2005-09-02,4575589830
2005-09-06,4591293270
2005-09-07,4591293270
2005-09-08,4585404480
2005-09-09,4587367410
2005-09-12,4661958750
2005-09-13,4771882830
2005-09-14,4750290600
2005-09-15,4779734550
2005-09-16,4828807800
2005-09-19,4777771620
2005-09-20,4771882830
2005-09-21,4826844870
2005-09-22,4805252640
2005-09-23,4881806910
2005-09-26,4811141430
2005-09-27,4760105250
2005-09-28,4762068180
2005-09-29,4809178500
2005-09-30,4820014955
2005-10-03,4788498715
2005-10-04,4804256835
2005-10-05,4715617410
2005-10-06,4705768585
2005-10-07,4646675635
2005-10-10,4695919760
2005-10-11,4674252345
2005-10-12,4569854800
2005-10-13,4611219865
2005-10-14,4672282580
2005-10-17,4670312815
2005-10-18,4725466235
2005-10-19,4800317305
2005-10-20,4820014955
2005-10-21,4888956730
2005-10-24,4948049680
2005-10-25,4918503205
2005-10-26,4847591665
2005-10-27,5042598400
2005-10-28,5115479705
2005-10-31,5121389000
2005-11-01,5253363255
2005-11-02,5475946700
2005-11-03,5525190825
2005-11-04,5568525655
2005-11-07,5629588370
2005-11-08,5627618605
2005-11-09,5871869465
2005-11-10,5767471920
2005-11-11,5686711555
2005-11-14,5777320745
2005-11-15,5732016150
2005-11-16,5747774270
2005-11-17,5765502155
2005-11-18,5816716045
2005-11-21,5773381215
2005-11-22,5751713800
2005-11-23,5737925445
2005-11-25,5710348735
2005-11-28,5572465185
2005-11-29,5564586125
2005-11-30,5416853750
2005-12-01,5450339755
2005-12-02,5574434950
2005-12-05,5537009415
2005-12-06,5592162835
2005-12-07,5676862730
2005-12-08,5728076620
2005-12-09,5741864975
2005-12-12,5785199805
2005-12-13,5777320745
2005-12-14,5791109100
2005-12-15,5798988160
2005-12-16,5777320745
2005-12-19,5686711555
2005-12-20,5659134845
2005-12-21,5686711555
2005-12-22,5670953435
2005-12-23,5667013905
2005-12-27,5603981425
2005-12-28,5584283775
2005-12-29,5568525655
2005-12-30,5544888475
2006-01-03,5536541660
2006-01-04,5570120400
2006-01-05,5574070840
2006-01-06,5548392980
2006-01-09,5536541660
2006-01-10,5522715120
2006-01-11,5524690340
2006-01-12,5489136380
2006-01-13,5491111600
2006-01-17,5449631980
2006-01-18,5497037260
2006-01-19,5493086820
2006-01-20,5429879780
2006-01-23,5386424940
2006-01-24,5423954120
2006-01-25,5469384180
2006-01-26,5504938140
2006-01-27,5485185940
2006-01-30,5489136380
2006-01-31,5489136380
2006-02-01,5578021280
2006-02-02,5613575240
2006-02-03,5623451340
2006-02-06,5609624800
2006-02-07,5583946940
2006-02-08,5497037260
2006-02-09,5508888580
2006-02-10,5532591220
2006-02-13,5493086820
2006-02-14,5659005300
2006-02-15,5773568060
2006-02-16,5793320260
2006-02-17,5771592840
2006-02-21,5708385800
2006-02-22,5896031700
2006-02-23,5878254720
2006-02-24,5860477740
2006-02-27,5828874220
2006-02-28,5753815860
2006-03-01,5722212340
2006-03-02,5775543280
2006-03-03,5502962920
2006-03-06,5566169960
2006-03-07,5576046060
2006-03-08,5526665560
2006-03-09,5477285060
2006-03-10,5516789460
2006-03-13,5520739900
2006-03-14,5491111600
2006-03-15,5514814240
2006-03-16,5493086820
2006-03-17,5518764680
2006-03-20,5449631980
2006-03-21,5479260280
2006-03-22,5425929340
2006-03-23,5420003680
2006-03-24,5418028460
2006-03-27,5317292240
2006-03-28,5267911740
2006-03-29,5277787840
2006-03-30,5269886960
2006-03-31,5374787460
2006-04-03,5356977045
2006-04-04,5329271955
2006-04-05,5372808525
2006-04-06,5345103435
2006-04-07,5303545800
2006-04-10,5263967100
2006-04-11,5202620115
2006-04-12,5202620115
2006-04-13,5224388400
2006-04-17,5222409465
2006-04-18,5283756450
2006-04-19,5289693255
2006-04-20,5273861775
2006-04-21,5277819645
2006-04-24,5250114555
2006-04-25,5202620115
2006-04-26,5194704375
2006-04-27,5170957155
2006-04-28,5159083545
2006-05-01,5117525910
2006-05-02,4808812050
2006-05-03,4796938440
2006-05-04,4882032645
2006-05-05,4862243295
2006-05-08,4822664595
2006-05-09,4874116905
2006-05-10,4965147915
2006-05-11,5091799755
2006-05-12,5103673365
2006-05-15,5111589105
2006-05-16,5050242120
2006-05-17,4988895135
2006-05-18,5066073600
2006-05-19,5060136795
2006-05-22,4990874070
2006-05-23,4921611345
2006-05-24,4858285425
2006-05-25,4854327555
2006-05-26,4937442825
2006-05-30,4927548150
2006-05-31,4874116905
2006-06-01,4921611345
2006-06-02,4848390750
2006-06-05,4715802105
2006-06-06,4713823170
2006-06-07,4747465065
2006-06-08,4715802105
2006-06-09,4727675715
2006-06-12,4636644705
2006-06-13,4599044940
2006-06-14,4577276655
2006-06-15,4749444000
2006-06-16,4725696780
2006-06-19,4745486130
2006-06-20,4763296545
2006-06-21,4903800930
2006-06-22,4830580335
2006-06-23,4878074775
2006-06-26,4897864125
2006-06-27,4878074775
2006-06-28,4891927320
2006-06-29,4919632410
2006-06-30,4941835360
2006-07-03,4971581560
2006-07-05,4908123000
2006-07-06,4824833640
2006-07-07,4785172040
2006-07-10,4765341240
2006-07-11,4763358160
2006-07-12,4729645800
2006-07-13,4660238000
2006-07-14,4598762520
2006-07-17,4618593320
2006-07-18,4705848840
2006-07-19,4711798080
2006-07-20,4626525640
2006-07-21,4549185520
2006-07-24,4592813280
2006-07-25,4618593320
2006-07-26,4729645800
2006-07-27,5237314280
2006-07-28,5304739000
2006-07-31,5419757640
2006-08-01,5142126440
2006-08-02,5156008000
2006-08-03,5195669600
2006-08-04,5205585000
2006-08-07,5100481760
2006-08-08,5054870920
2006-08-09,4963649240
2006-08-10,4997361600
2006-08-11,4912089160
2006-08-14,4951750760
2006-08-15,5027107800
2006-08-16,5130227960
2006-08-17,5161957240
2006-08-18,5177821880
2006-08-21,5197652680
2006-08-22,5116346400
2006-08-23,5157991080
2006-08-24,5213517320
2006-08-25,5255162000
2006-08-28,5265077400
2006-08-29,5259128160
2006-08-30,5388028360
2006-08-31,5419757640
2006-09-01,5419757640
2006-09-05,5407859160
2006-09-06,5376129880
2006-09-07,5322586720
2006-09-08,5378112960
2006-09-11,5376129880
2006-09-12,5433639200
2006-09-13,5528827040
2006-09-14,5544691680
2006-09-15,5493131600
2006-09-18,5421740720
2006-09-19,5441571520
2006-09-20,5445537680
2006-09-21,5483216200
2006-09-22,5518911640
2006-09-25,5552624000
2006-09-26,5594268680
2006-09-27,5562539400
2006-09-28,5768779720
2006-09-29,5677558040
2006-10-02,5618379800
2006-10-03,5580619200
2006-10-04,5578631800
2006-10-05,5600493200
2006-10-06,5481249200
2006-10-09,5520997200
2006-10-10,5534909000
2006-10-11,5489198800
2006-10-12,5497148400
2006-10-13,5445476000
2006-10-16,5445476000
2006-10-17,5447463400
2006-10-18,5439513800
2006-10-19,5473299600
2006-10-20,5501123200
2006-10-23,5602480600
2006-10-24,5532921600
2006-10-25,5586581400
2006-10-26,5689926200
2006-10-27,5632291600
2006-10-30,5739611200
2006-10-31,5745573400
2006-11-01,5699863200
2006-11-02,5676014400
2006-11-03,5701850600
2006-11-06,5689926200
2006-11-07,5753523000
2006-11-08,5733649000
2006-11-09,5725699400
2006-11-10,5725699400
2006-11-13,5749548200
2006-11-14,5745573400
2006-11-15,5743586000
2006-11-16,5896615800
2006-11-17,5872767000
2006-11-20,5795258400
2006-11-21,5795258400
2006-11-22,5767434800
2006-11-24,5733649000
2006-11-27,5717749800
2006-11-28,5711787600
2006-11-29,5713775000
2006-11-30,5709800200
2006-12-01,5626329400
2006-12-04,5626329400
2006-12-05,5600493200
2006-12-06,5592543600
2006-12-07,5540871200
2006-12-08,5642228600
2006-12-11,5636266400
2006-12-12,5570682200
2006-12-13,5558757800
2006-12-14,5520997200
2006-12-15,5515035000
2006-12-18,5491186200
2006-12-19,5495161000
2006-12-20,5509072800
2006-12-21,5511060200
2006-12-22,5536896400
2006-12-26,5530934200
2006-12-27,5526959400
2006-12-28,5528946800
2006-12-29,5477274400
2007-01-03,5480817300
2007-01-04,5456909700
2007-01-05,5423040600
2007-01-08,5411086800
2007-01-09,5431009800
2007-01-10,5440971300
2007-01-11,5458902000
2007-01-12,5419056000
2007-01-16,5373233100
2007-01-17,5309479500
2007-01-18,5271625800
2007-01-19,5205879900
2007-01-22,5285571900
2007-01-23,5233772100
2007-01-24,5367256200
2007-01-25,5325417900
2007-01-26,5331394800
2007-01-29,5548555500
2007-01-30,5534609400
2007-01-31,5574455400
2007-02-01,5614301400
2007-02-02,5678055000
2007-02-05,5598363000
2007-02-06,5578440000
2007-02-07,5624262900
2007-02-08,5626255200
2007-02-09,5600355300
2007-02-12,5570470800
2007-02-13,5594378400
2007-02-14,5660124300
2007-02-15,5680047300
2007-02-16,5759739300
2007-02-20,5775677700
2007-02-21,5785639200
2007-02-22,5779662300
2007-02-23,5783646900
2007-02-26,5749777800
2007-02-27,5600355300
2007-02-28,5542578600
2007-03-01,5478825000
2007-03-02,5375225400
2007-03-05,5281587300
2007-03-06,5339364000
2007-03-07,5411086800
2007-03-08,5427025200
2007-03-09,5423040600
2007-03-12,5456909700
2007-03-13,5289556500
2007-03-14,5285571900
2007-03-15,5271625800
2007-03-16,5243733600
2007-03-19,5263656600
2007-03-20,5319441000
2007-03-21,5307487200
2007-03-22,5293541100
2007-03-23,5313464100
2007-03-26,5291548800
2007-03-27,5225802900
2007-03-28,5193926100
2007-03-29,5193926100
2007-03-30,5205879900
2007-04-02,5214571200
2007-04-03,5290492160
2007-04-04,5276506720
2007-04-05,5292490080
2007-04-09,5292490080
2007-04-10,5336444320
2007-04-11,5296485920
2007-04-12,5354425600
2007-04-13,5402375680
2007-04-16,5464311200
2007-04-17,5480294560
2007-04-18,5524248800
2007-04-19,5568203040
2007-04-20,5552219680
2007-04-23,5550221760
2007-04-24,5608161440
2007-04-25,5642126080
2007-04-26,5592178080
2007-04-27,5634134400
2007-04-30,5614155200
2007-05-01,5564207200
2007-05-02,5734030400
2007-05-03,5710055360
2007-05-04,5682084480
2007-05-07,5676090720
2007-05-08,5636132320
2007-05-09,5650117760
2007-05-10,5596173920
2007-05-11,5596173920
2007-05-14,5574196800
2007-05-15,5490284160
2007-05-16,5452323680
2007-05-17,5460315360
2007-05-18,5498275840
2007-05-21,5456319520
2007-05-22,5510263360
2007-05-23,5554217600
2007-05-24,5470304960
2007-05-25,5472302880
2007-05-29,5462313280
2007-05-30,5510263360
2007-05-31,5492282080
2007-06-01,5442334080
2007-06-04,5450325760
2007-06-05,5384394400
2007-06-06,5330450560
2007-06-07,5232552480
2007-06-08,5216569120
2007-06-11,5218567040
2007-06-12,5150637760
2007-06-13,5180606560
2007-06-14,5198587840
2007-06-15,5206579520
2007-06-18,5298483840
2007-06-19,5290492160
2007-06-20,5282500480
2007-06-21,5196589920
2007-06-22,5138650240
2007-06-25,5102687680
2007-06-26,5130658560
2007-06-27,5190596160
2007-06-28,5174612800
2007-06-29,5220564960
2007-07-02,5309383560
2007-07-03,5319393710
2007-07-05,5281355140
2007-07-06,5277351080
2007-07-09,5271344990
2007-07-10,5225298300
2007-07-11,5235308450
2007-07-12,5263336870
2007-07-13,5307381530
2007-07-16,5295369350
2007-07-17,5211284090
2007-07-18,5195267850
2007-07-19,5347422130
2007-07-20,5403478970
2007-07-23,5483560170
2007-07-24,5379454610
2007-07-25,5329403860
2007-07-26,5251324690
2007-07-27,5249322660
2007-07-30,5255328750
2007-07-31,5363438370
2007-08-01,5659738810
2007-08-02,5635714450
2007-08-03,5609688060
2007-08-06,5695775350
2007-08-07,5729809860
2007-08-08,5795876850
2007-08-09,6040124510
2007-08-10,5863945870
2007-08-13,5759840310
2007-08-14,5691771290
2007-08-15,5607686030
2007-08-16,5615694150
2007-08-17,5737817980
2007-08-20,5615694150
2007-08-21,5585663700
2007-08-22,5637716480
2007-08-23,5613692120
2007-08-24,5583661670
2007-08-27,5601679940
2007-08-28,5447523630
2007-08-29,5581659640
2007-08-30,5559637310
2007-08-31,5657736780
2007-09-04,5675755050
2007-09-05,5737817980
2007-09-06,5775856550
2007-09-07,5739820010
2007-09-10,5701781440
2007-09-11,5701781440
2007-09-12,5663742870
2007-09-13,5595673850
2007-09-14,5645724600
2007-09-17,5493570320
2007-09-18,5677757080
2007-09-19,5795876850
2007-09-20,5737817980
2007-09-21,5735815950
2007-09-24,5817899180
2007-09-25,5960043310
2007-09-26,6096181350
2007-09-27,6184270670
2007-09-28,6102187440
2007-10-01,6284484840
2007-10-02,6422847780
2007-10-03,6434879340
2007-10-04,6442900380
2007-10-05,6603321180
2007-10-08,6595300140
2007-10-09,6617358000
2007-10-10,6629389560
2007-10-11,6519100260
2007-10-12,6523110780
2007-10-15,6537147600
2007-10-16,6503058180
2007-10-17,6472979280
2007-10-18,6398784660
2007-10-19,6328600560
2007-10-22,6338626860
2007-10-23,6478995060
2007-10-24,6372716280
2007-10-25,6414826740
2007-10-26,6410816220
2007-10-29,6507068700
2007-10-30,6557200200
2007-10-31,6964267979
2007-11-01,6964267979
2007-11-02,7104636180
2007-11-05,7228962299
2007-11-06,7479619799
2007-11-07,7481625060
2007-11-08,7652072159
2007-11-09,7236983340
2007-11-12,7188857100
2007-11-13,7156772940
2007-11-14,7148751900
2007-11-15,7178830799
2007-11-16,7190862360
2007-11-19,7162788720
2007-11-20,7118673000
2007-11-21,6922157520
2007-11-23,7010388960
2007-11-26,7048488900
2007-11-27,7054504680
2007-11-28,7142736119
2007-11-29,7319199000
2007-11-30,7315188479
2007-12-03,7257035940
2007-12-04,7351283159
2007-12-05,7511703960
2007-12-06,7597930140
2007-12-07,7477614540
2007-12-10,7437509340
2007-12-11,7429488299
2007-12-12,7417456740
2007-12-13,7433498820
2007-12-14,7359304200
2007-12-17,7407430440
2007-12-18,7345267380
2007-12-19,7377351540
2007-12-20,7449540900
2007-12-21,7433498820
2007-12-24,7605951180
2007-12-26,7728272040
2007-12-27,7501677659
2007-12-28,7423472520
2007-12-31,7436244420
2008-01-02,7213277609
2008-01-03,7239390840
2008-01-04,7038519840
2008-01-07,7042537260
2008-01-08,6924023370
2008-01-09,6875814329
2008-01-10,6879831750
2008-01-11,6783413670
2008-01-14,6755291730
2008-01-15,6640795260
2008-01-16,6693021720
2008-01-17,6492150720
2008-01-18,6451976519
2008-01-22,6476081040
2008-01-23,6528307500
2008-01-24,6701056560
2008-01-25,6684986880
2008-01-28,6699047850
2008-01-29,6793457220
2008-01-30,6841666260
2008-01-31,6907953690
2008-02-01,7090746299
2008-02-04,7054589519
2008-02-05,6938084340
2008-02-06,6956162730
2008-02-07,6847692390
2008-02-08,7014415320
2008-02-11,6982275960
2008-02-12,6952145310
2008-02-13,6986293380
2008-02-14,7044545970
2008-02-15,6797474640
2008-02-19,6678960750
2008-02-20,6769352700
2008-02-21,6695030430
2008-02-22,6624725579
2008-02-25,6634769130
2008-02-26,6803500769
2008-02-27,6865770780
2008-02-28,6142635180
2008-02-29,6042199680
2008-03-03,5879494170
2008-03-04,5688666720
2008-03-05,5841328680
2008-03-06,5602292190
2008-03-07,5644475100
2008-03-10,5465699910
2008-03-11,5503865400
2008-03-12,5469717330
2008-03-13,5467708620
2008-03-14,5208585030
2008-03-17,5011731450
2008-03-18,5011731450
2008-03-19,4929374340
2008-03-20,4947452730
2008-03-24,5023783710
2008-03-25,5096097270
2008-03-26,5021775000
2008-03-27,5045879520
2008-03-28,5051905650
2008-03-31,5310606200
2008-04-01,5316631850
2008-04-02,5366845600
2008-04-03,5382914000
2008-04-04,5382914000
2008-04-07,5407016600
2008-04-08,5503427000
2008-04-09,5338725900
2008-04-10,5358811400
2008-04-11,5268426650
2008-04-14,5155947850
2008-04-15,5202144500
2008-04-16,5322657500
2008-04-17,5268426650
2008-04-18,5314623300
2008-04-21,5429110650
2008-04-22,5405008050
2008-04-23,5382914000
2008-04-24,5521503950
2008-04-25,5585777550
2008-04-28,5627957100
2008-04-29,5569709150
2008-04-30,5517486850
2008-05-01,6122060400
2008-05-02,6071846650
2008-05-05,5941290900
2008-05-06,6160222850
2008-05-07,6099966350
2008-05-08,6134111700
2008-05-09,6009581600
2008-05-12,6045735500
2008-05-13,5991504650
2008-05-14,6011590150
2008-05-15,6009581600
2008-05-16,5977444800
2008-05-19,6027658550
2008-05-20,5935265250
2008-05-21,5947316550
2008-05-22,5975436250
2008-05-23,5846889050
2008-05-27,5832829200
2008-05-28,5925222500
2008-05-29,5959367850
2008-05-30,6031675650
2008-06-02,5951333650
2008-06-03,6035692750
2008-06-04,6124068950
2008-06-05,6238556300
2008-06-06,6071846650
2008-06-09,6120051850
2008-06-10,6065821000
2008-06-11,5907145550
2008-06-12,5862957450
2008-06-13,5943299450
2008-06-16,6025650000
2008-06-17,6055778250
2008-06-18,6099966350
2008-06-19,6124068950
2008-06-20,6067829550
2008-06-23,6067829550
2008-06-24,5862957450
2008-06-25,5832829200
2008-06-26,5686205050
2008-06-27,5656076800
2008-06-30,5351816250
2008-07-01,5323595750
2008-07-02,5160320000
2008-07-03,5242965750
2008-07-07,5190556250
2008-07-08,5095816000
2008-07-09,5087753000
2008-07-10,5204666500
2008-07-11,5089768750
2008-07-14,5003091500
2008-07-15,4940603250
2008-07-16,5186524750
2008-07-17,5325611500
2008-07-18,5359879250
2008-07-21,5365926500
2008-07-22,5420351750
2008-07-23,5428414750
2008-07-24,5303438250
2008-07-25,5347784750
2008-07-28,5382052500
2008-07-29,5440509250
2008-07-30,5613863750
2008-07-31,5845675000
2008-08-01,5752950500
2008-08-04,5650147250
2008-08-05,5785202500
2008-08-06,5781171000
2008-08-07,5706588250
2008-08-08,5831564750
2008-08-11,5855753750
2008-08-12,5819470250
2008-08-13,5865832500
2008-08-14,5976698750
2008-08-15,6061360250
2008-08-18,5906147500
2008-08-19,5775123750
2008-08-20,5781171000
2008-08-21,5738840250
2008-08-22,5809391500
2008-08-25,5686430750
2008-08-26,5670304750
2008-08-27,5758997750
2008-08-28,5908163250
2008-08-29,5827533250
2008-09-02,5748919000
2008-09-03,5623942500
2008-09-04,5502997500
2008-09-05,5434462000
2008-09-08,5734808750
2008-09-09,5577580250
2008-09-10,5430430500
2008-09-11,5422367500
2008-09-12,5343753250
2008-09-15,5025264750
2008-09-16,5184509000
2008-09-17,5140162500
2008-09-18,5289328000
2008-09-19,5535249500
2008-09-22,5232887000
2008-09-23,5111942000
2008-09-24,5170398750
2008-09-25,5242965750
2008-09-26,5174430250
2008-09-29,4815626750
2008-09-30,4926328560
2008-10-01,4980818880
2008-10-02,5105944800
2008-10-03,5202816480
2008-10-06,4887983520
2008-10-07,4952564640
2008-10-08,5515631280
2008-10-09,5116035600
2008-10-10,4748730480
2008-10-13,4974764400
2008-10-14,4540860000
2008-10-15,3957611760
2008-10-16,3981829680
2008-10-17,4528751040
2008-10-20,4661949600
2008-10-21,4573150560
2008-10-22,4232081520
2008-10-23,4264372080
2008-10-24,4064574240
2008-10-27,3963666240
2008-10-28,4371334560
2008-10-29,4450042800
2008-10-30,4661949600
2008-10-31,4900092480
2008-11-03,5025218400
2008-11-04,5083745040
2008-11-05,4823402400
2008-11-06,4635713520
2008-11-07,4819366080
2008-11-10,4841565840
2008-11-11,4480315200
2008-11-12,4221990720
2008-11-13,4343080320
2008-11-14,4187682000
2008-11-17,4016138399
2008-11-18,4139246160
2008-11-19,3854685600
2008-11-20,3560034240
2008-11-21,3729559680
2008-11-24,3929357520
2008-11-25,4046410800
2008-11-26,4203827279
2008-11-28,4385461680
2008-12-01,3806249760
2008-12-02,3891012480
2008-12-03,3880921680
2008-12-04,3927339360
2008-12-05,3949539120
2008-12-08,3927339360
2008-12-09,3763868399
2008-12-10,3820376880
2008-12-11,3798177120
2008-12-12,3888994320
2008-12-15,3832485839
2008-12-16,3929357520
2008-12-17,4004029440
2008-12-18,4092828480
2008-12-19,4121082720
2008-12-22,4080719520
2008-12-23,4018156560
2008-12-24,3995956800
2008-12-26,4030265520
2008-12-29,4002011279
2008-12-30,4538841840
2008-12-31,4997092180
2009-01-02,5009216140
2009-01-05,5011236800
2009-01-06,4788964200
2009-01-07,4746530340
2009-01-08,4756633640
2009-01-09,4637414700
2009-01-12,4635394040
2009-01-13,4752592320
2009-01-14,4590939520
2009-01-15,4617208100
2009-01-16,4594980840
2009-01-20,4512133780
2009-01-21,4609125460
2009-01-22,4526278400
2009-01-23,4380790880
2009-01-26,4380790880
2009-01-27,4413121440
2009-01-28,4433328040
2009-01-29,4283799200
2009-01-30,4134270360
2009-02-02,4130229040
2009-02-03,4085774520
2009-02-04,4110022440
2009-02-05,4215096760
2009-02-06,4326233060
2009-02-09,4306026460
2009-02-10,4207014120
2009-02-11,4170642240
2009-02-12,4154476959
2009-02-13,4124167060
2009-02-17,3976658880
2009-02-18,4004948120
2009-02-19,4004948120
2009-02-20,4019092740
2009-02-23,4027175380
2009-02-24,4245406660
2009-02-25,4160538940
2009-02-26,3724076380
2009-02-27,3754386279
2009-03-02,3499783120
2009-03-03,3449266620
2009-03-04,3699828459
2009-03-05,3592733480
2009-03-06,3596774800
2009-03-09,3564444240
2009-03-10,3800861459
2009-03-11,3879667200
2009-03-12,4023134060
2009-03-13,4077691880
2009-03-16,4108001779
2009-03-17,4134270360
2009-03-18,4326233060
2009-03-19,4382811540
2009-03-20,4275716560
2009-03-23,4580836220
2009-03-24,4516175100
2009-03-25,4526278400
2009-03-26,4696013840
2009-03-27,4493947840
2009-03-30,4376749560
2009-03-31,4489469340
2009-04-01,4485419300
2009-04-02,4900548400
2009-04-03,5052424900
2009-04-06,4979524180
2009-04-07,4870173100
2009-04-08,5028124660
2009-04-09,5230626660
