,DTE
2004-08-24,5966770000
2004-08-25,6018670000
2004-08-26,5997910000
2004-08-27,6008289999
2004-08-30,6006560000
2004-08-31,6082679999
2004-09-01,6094789999
2004-09-02,6106899999
2004-09-03,6074030000
2004-09-07,6129390000
2004-09-08,6049810000
2004-09-09,6015210000
2004-09-10,6049810000
2004-09-13,6065380000
2004-09-14,6023860000
2004-09-15,5994450000
2004-09-16,6074030000
2004-09-17,6055000000
2004-09-20,6058460000
2004-09-21,6074030000
2004-09-22,6055000000
2004-09-23,6010020000
2004-09-24,6099980000
2004-09-27,6115550000
2004-09-28,6160530000
2004-09-29,6179560000
2004-09-30,6174800000
2004-10-01,6166200000
2004-10-04,6183400000
2004-10-05,6183400000
2004-10-06,6219519999
2004-10-07,6140400000
2004-10-08,6179960000
2004-10-11,6161040000
2004-10-12,6217800000
2004-10-13,6123200000
2004-10-14,6136960000
2004-10-15,6166200000
2004-10-18,6099120000
2004-10-19,6088800000
2004-10-20,6111160000
2004-10-21,6154160000
2004-10-22,6136960000
2004-10-25,6159320000
2004-10-26,6235000000
2004-10-27,6159320000
2004-10-28,6155880000
2004-10-29,6250480000
2004-11-01,6305519999
2004-11-02,6235000000
2004-11-03,6372599999
2004-11-04,6496440000
2004-11-05,6357120000
2004-11-08,6431080000
2004-11-09,6372599999
2004-11-10,6396680000
2004-11-11,6434519999
2004-11-12,6544599999
2004-11-15,6523960000
2004-11-16,6491280000
2004-11-17,6498160000
2004-11-18,6553200000
2004-11-19,6493000000
2004-11-22,6496440000
2004-11-23,6541160000
2004-11-24,6618559999
2004-11-26,6628880000
2004-11-29,6487840000
2004-11-30,6422480000
2004-12-01,6312400000
2004-12-02,6293480000
2004-12-03,6360559999
2004-12-06,6417320000
2004-12-07,6425920000
2004-12-08,6393240000
2004-12-09,6386360000
2004-12-10,6370880000
2004-12-13,6456880000
2004-12-14,6434519999
2004-12-15,6548040000
2004-12-16,6462040000
2004-12-17,6393240000
2004-12-20,6336480000
2004-12-21,6365720000
2004-12-22,6329599999
2004-12-23,6315840000
2004-12-27,6233280000
2004-12-28,6226400000
2004-12-29,6283160000
2004-12-30,6310680000
2004-12-31,6385800000
2005-01-03,6330120000
2005-01-04,6328380000
2005-01-05,6291839999
2005-01-06,6317940000
2005-01-07,6323160000
2005-01-10,6368400000
2005-01-11,6328380000
2005-01-12,6316199999
2005-01-13,6345780000
2005-01-14,6404940000
2005-01-18,6476280000
2005-01-19,6453660000
2005-01-20,6439740000
2005-01-21,6384060000
2005-01-24,6366660000
2005-01-25,6331860000
2005-01-26,6392760000
2005-01-27,6424080000
2005-01-28,6380580000
2005-01-31,6486720000
2005-02-01,6505860000
2005-02-02,6509339999
2005-02-03,6514560000
2005-02-04,6605040000
2005-02-07,6608519999
2005-02-08,6627660000
2005-02-09,6620699999
2005-02-10,6625920000
2005-02-11,6636360000
2005-02-14,6618960000
2005-02-15,6608519999
2005-02-16,6658980000
2005-02-17,6618960000
2005-02-18,6549360000
2005-02-22,6397980000
2005-02-23,6424080000
2005-02-24,6431040000
2005-02-25,6498900000
2005-02-28,6545880000
2005-03-01,6655500000
2005-03-02,6685080000
2005-03-03,6705960000
2005-03-04,6779040000
2005-03-07,6864300000
2005-03-08,6810360000
2005-03-09,6730320000
2005-03-10,6853860000
2005-03-11,6794699999
2005-03-14,6907800000
2005-03-15,6866040000
2005-03-16,6843420000
2005-03-17,6758160000
2005-03-18,6726839999
2005-03-21,6711180000
2005-03-22,6573720000
2005-03-23,6584160000
2005-03-24,6610260000
2005-03-28,6636360000
2005-03-29,6605040000
2005-03-30,6699000000
2005-03-31,6733800000
2005-04-01,6730320000
2005-04-04,6775560000
2005-04-05,6786000000
2005-04-06,6801660000
2005-04-07,6812100000
2005-04-08,6796440000
2005-04-11,6817320000
2005-04-12,6838199999
2005-04-13,6846900000
2005-04-14,6768600000
2005-04-15,6650280000
2005-04-18,6679860000
2005-04-19,6695519999
2005-04-20,6575460000
2005-04-21,6646800000
2005-04-22,6711180000
2005-04-25,6773820000
2005-04-26,6711180000
2005-04-27,6810360000
2005-04-28,6725100000
2005-04-29,6803400000
2005-05-02,6845160000
2005-05-03,6813839999
2005-05-04,6808620000
2005-05-05,6824280000
2005-05-06,6850380000
2005-05-09,6926940000
2005-05-10,6883440000
2005-05-11,6869519999
2005-05-12,6850380000
2005-05-13,6723360000
2005-05-16,6853860000
2005-05-17,6859080000
2005-05-18,6822540000
2005-05-19,6839940000
2005-05-20,6866040000
2005-05-23,6864300000
2005-05-24,6857339999
2005-05-25,6864300000
2005-05-26,6909540000
2005-05-27,6953040000
2005-05-31,7038300000
2005-06-01,7076580000
2005-06-02,7005240000
2005-06-03,6998280000
2005-06-06,6998280000
2005-06-07,7003500000
2005-06-08,7031339999
2005-06-09,7024380000
2005-06-10,7033080000
2005-06-13,7053960000
2005-06-14,7081800000
2005-06-15,7038300000
2005-06-16,6953040000
2005-06-17,6970440000
2005-06-20,6960000000
2005-06-21,6932160000
2005-06-22,6942600000
2005-06-23,6942600000
2005-06-24,6864300000
2005-06-27,6892140000
2005-06-28,6932160000
2005-06-29,6930420000
2005-06-30,7003040000
2005-07-01,7048799999
2005-07-05,7105120000
2005-07-06,7113920000
2005-07-07,7143840000
2005-07-08,7203680000
2005-07-11,7184320000
2005-07-12,7163200000
2005-07-13,7159680000
2005-07-14,7094560000
2005-07-15,7140320000
2005-07-18,7117440000
2005-07-19,7122720000
2005-07-20,7135040000
2005-07-21,7059360000
2005-07-22,7126240000
2005-07-25,7110400000
2005-07-26,7084000000
2005-07-27,7084000000
2005-07-28,7150880000
2005-07-29,7038240000
2005-08-01,6946720000
2005-08-02,6971360000
2005-08-03,7047040000
2005-08-04,6992479999
2005-08-05,6886880000
2005-08-08,6732000000
2005-08-09,6791840000
2005-08-10,6781280000
2005-08-11,6827040000
2005-08-12,6816479999
2005-08-15,6811200000
2005-08-16,6689760000
2005-08-17,6680960000
2005-08-18,6739040000
2005-08-19,6739040000
2005-08-22,6805920000
2005-08-23,6834080000
2005-08-24,6798880000
2005-08-25,6825280000
2005-08-26,6807680000
2005-08-29,6842880000
2005-08-30,6805920000
2005-08-31,6853440000
2005-09-01,6967840000
2005-09-02,6922080000
2005-09-06,7003040000
2005-09-07,6980159999
2005-09-08,6925600000
2005-09-09,6992479999
2005-09-12,6996000000
2005-09-13,6960799999
2005-09-14,6952000000
2005-09-15,6900960000
2005-09-16,6925600000
2005-09-19,6858720000
2005-09-20,6812960000
2005-09-21,6744320000
2005-09-22,6735520000
2005-09-23,6761920000
2005-09-26,6765440000
2005-09-27,6805920000
2005-09-28,6823520000
2005-09-29,6876320000
2005-09-30,6906540000
2005-10-03,7002120000
2005-10-04,6917160000
2005-10-05,6754319999
2005-10-06,6688830000
2005-10-07,6713610000
2005-10-10,6609180000
2005-10-11,6547230000
2005-10-12,6485280000
2005-10-13,6407400000
2005-10-14,6446340000
2005-10-17,6456959999
2005-10-18,6387930000
2005-10-19,6398550000
2005-10-20,6302970000
2005-10-21,6295890000
2005-10-24,6398550000
2005-10-25,6442800000
2005-10-26,6379080000
2005-10-27,6320670000
2005-10-28,6437490000
2005-10-31,6506520000
2005-11-01,6439260000
2005-11-02,6497670000
2005-11-03,6444569999
2005-11-04,6433950000
2005-11-07,6395010000
2005-11-08,6430410000
2005-11-09,6547230000
2005-11-10,6559620000
2005-11-11,6536610000
2005-11-14,6460500000
2005-11-15,6478200000
2005-11-16,6501209999
2005-11-17,6541920000
2005-11-18,6557849999
2005-11-21,6580860000
2005-11-22,6598560000
2005-11-23,6653430000
2005-11-25,6676440000
2005-11-28,6646349999
2005-11-29,6644580000
2005-11-30,6572010000
2005-12-01,6628650000
2005-12-02,6586170000
2005-12-05,6586170000
2005-12-06,6534840000
2005-12-07,6508290000
2005-12-08,6538380000
2005-12-09,6596790000
2005-12-12,6543690000
2005-12-13,6582630000
2005-12-14,6671130000
2005-12-15,6633959999
2005-12-16,6656970000
2005-12-19,6577319999
2005-12-20,6598560000
2005-12-21,6550770000
2005-12-22,6573780000
2005-12-23,6568470000
2005-12-27,6575550000
2005-12-28,6549000000
2005-12-29,6531300000
2005-12-30,6504750000
2006-01-03,6584400000
2006-01-04,6568470000
2006-01-05,6511830000
2006-01-06,6580860000
2006-01-09,6575550000
2006-01-10,6561390000
2006-01-11,6563160000
2006-01-12,6572010000
2006-01-13,6605640000
2006-01-17,6639270000
2006-01-18,6623340000
2006-01-19,6605640000
2006-01-20,6531300000
2006-01-23,6513599999
2006-01-24,6618030000
2006-01-25,6439260000
2006-01-26,6410940000
2006-01-27,6396780000
2006-01-30,6364920000
2006-01-31,6356069999
2006-02-01,6375540000
2006-02-02,6285270000
2006-02-03,6200310000
2006-02-06,6329520000
2006-02-07,6340140000
2006-02-08,6331290000
2006-02-09,6324209999
2006-02-10,6333060000
2006-02-13,6359610000
2006-02-14,6354300000
2006-02-15,6322440000
2006-02-16,6423330000
2006-02-17,6456959999
2006-02-21,6453420000
2006-02-22,6510060000
2006-02-23,6534840000
2006-02-24,6540150000
2006-02-27,6593250000
2006-02-28,6520680000
2006-03-01,6487050000
2006-03-02,6479970000
2006-03-03,6472890000
2006-03-06,6402090000
2006-03-07,6375540000
2006-03-08,6363150000
2006-03-09,6331290000
2006-03-10,6357840000
2006-03-13,6410940000
2006-03-14,6441030000
2006-03-15,6504750000
2006-03-16,6433950000
2006-03-17,6458730000
2006-03-20,6363150000
2006-03-21,6318900000
2006-03-22,6336599999
2006-03-23,6310050000
2006-03-24,6232170000
2006-03-27,6173760000
2006-03-28,6150750000
2006-03-29,6191459999
2006-03-30,6131280000
2006-03-31,6037470000
2006-04-03,6147209999
2006-04-04,6198540000
2006-04-05,6265800000
2006-04-06,6225090000
2006-04-07,6101190000
2006-04-10,6032160000
2006-04-11,5964900000
2006-04-12,6012690000
2006-04-13,5973750000
2006-04-17,5982599999
2006-04-18,6007380000
2006-04-19,5982599999
2006-04-20,6055170000
2006-04-21,6102959999
2006-04-24,6166680000
2006-04-25,6065790000
2006-04-26,6048090000
2006-04-27,6180840000
2006-04-28,6141900000
2006-05-01,6044550000
2006-05-02,6102959999
2006-05-03,6078180000
2006-05-04,6108270000
2006-05-05,6154290000
2006-05-08,6175530000
2006-05-09,6087030000
2006-05-10,6115349999
2006-05-11,6076410000
2006-05-12,5979060000
2006-05-15,6021540000
2006-05-16,5961360000
2006-05-17,5872860000
2006-05-18,5895870000
2006-05-19,5961360000
2006-05-22,6051630000
2006-05-23,5938349999
2006-05-24,5984370000
2006-05-25,6060480000
2006-05-26,6085260000
2006-05-30,6002069999
2006-05-31,6087030000
2006-06-01,6127740000
2006-06-02,6171990000
2006-06-05,6122430000
2006-06-06,6074640000
2006-06-07,6129510000
2006-06-08,6196770000
2006-06-09,6235709999
2006-06-12,6278190000
2006-06-13,6225090000
2006-06-14,6196770000
2006-06-15,6125970000
2006-06-16,6136590000
2006-06-19,6058709999
2006-06-20,6053400000
2006-06-21,6012690000
2006-06-22,5989680000
2006-06-23,5973750000
2006-06-26,5996760000
2006-06-27,5987910000
2006-06-28,6014459999
2006-06-29,6113580000
2006-06-30,6134819999
2006-07-03,6168450000
2006-07-05,6140130000
2006-07-06,6145440000
2006-07-07,6202080000
2006-07-10,6246330000
2006-07-11,6274650000
2006-07-12,6235709999
2006-07-13,6269340000
2006-07-14,6225090000
2006-07-17,6249870000
2006-07-18,6248099999
2006-07-19,6290580000
2006-07-20,6341910000
2006-07-21,6421560000
2006-07-24,6423330000
2006-07-25,6478200000
2006-07-26,6508290000
2006-07-27,6416250000
2006-07-28,6347220000
2006-07-31,6373770000
2006-08-01,6396780000
2006-08-02,6372000000
2006-08-03,6285270000
2006-08-04,6338370000
2006-08-07,6214470000
2006-08-08,6256950000
2006-08-09,6260490000
2006-08-10,6256950000
2006-08-11,6214470000
2006-08-14,6210930000
2006-08-15,6200310000
2006-08-16,6154290000
2006-08-17,6133050000
2006-08-18,6182610000
2006-08-21,6180840000
2006-08-22,6182610000
2006-08-23,6106500000
2006-08-24,6163140000
2006-08-25,6150750000
2006-08-28,6253410000
2006-08-29,6295890000
2006-08-30,6228630000
2006-08-31,6285270000
2006-09-01,6235709999
2006-09-05,6177300000
2006-09-06,6136590000
2006-09-07,6209160000
2006-09-08,6200310000
2006-09-11,6173760000
2006-09-12,6200310000
2006-09-13,6274650000
2006-09-14,6163140000
2006-09-15,6196770000
2006-09-18,6106500000
2006-09-19,6097650000
2006-09-20,6120660000
2006-09-21,6104730000
2006-09-22,6078180000
2006-09-25,6157830000
2006-09-26,6154290000
2006-09-27,6265800000
2006-09-28,6285270000
2006-09-29,6251640000
2006-10-02,6274400000
2006-10-03,6270880000
2006-10-04,6344799999
2006-10-05,6328960000
2006-10-06,6277920000
2006-10-09,6284960000
2006-10-10,6292000000
2006-10-11,6413440000
2006-10-12,6471520000
2006-10-13,6468000000
2006-10-16,6496159999
2006-10-17,6615840000
2006-10-18,6770720000
2006-10-19,6776000000
2006-10-20,6781280000
2006-10-23,6783040000
2006-10-24,6812960000
2006-10-25,6855200000
2006-10-26,6774240000
2006-10-27,6763680000
2006-10-30,6776000000
2006-10-31,6802400000
2006-11-01,6881600000
2006-11-02,6885120000
2006-11-03,6844640000
2006-11-06,6893920000
2006-11-07,6883360000
2006-11-08,6900960000
2006-11-09,6848159999
2006-11-10,6913280000
2006-11-13,6899200000
2006-11-14,6892159999
2006-11-15,6950240000
2006-11-16,7010080000
2006-11-17,7031200000
2006-11-20,7010080000
2006-11-21,7015360000
2006-11-22,7038240000
2006-11-24,6999520000
2006-11-27,6966080000
2006-11-28,6978400000
2006-11-29,7022400000
2006-11-30,7052320000
2006-12-01,7084000000
2006-12-04,7154400000
2006-12-05,7152640000
2006-12-06,7128000000
2006-12-07,7082240000
2006-12-08,7071680000
2006-12-11,7163200000
2006-12-12,7275840000
2006-12-13,7300479999
2006-12-14,7304000000
2006-12-15,7295200000
2006-12-18,7223040000
2006-12-19,7263520000
2006-12-20,7244159999
2006-12-21,7244159999
2006-12-22,7233600000
2006-12-26,7305760000
2006-12-27,7365600000
2006-12-28,7279360000
2006-12-29,7249440000
2007-01-03,7367360000
2007-01-04,7304000000
2007-01-05,7138560000
2007-01-08,7108640000
2007-01-09,7075200000
2007-01-10,7062880000
2007-01-11,7004799999
2007-01-12,6881600000
2007-01-16,6932640000
2007-01-17,6943200000
2007-01-18,6897440000
2007-01-19,6895680000
2007-01-22,6872799999
2007-01-23,6872799999
2007-01-24,6967840000
2007-01-25,6902720000
2007-01-26,6893920000
2007-01-29,6918560000
2007-01-30,6934400000
2007-01-31,6943200000
2007-02-01,6992479999
2007-02-02,7029440000
2007-02-05,7052320000
2007-02-06,7071680000
2007-02-07,7073440000
2007-02-08,7101600000
2007-02-09,7085760000
2007-02-12,6999520000
2007-02-13,7187840000
2007-02-14,7235360000
2007-02-15,7200159999
2007-02-16,7186080000
2007-02-20,7186080000
2007-02-21,7156159999
2007-02-22,7152640000
2007-02-23,7150880000
2007-02-26,7172000000
2007-02-27,6983680000
2007-02-28,6932640000
2007-03-01,7003040000
2007-03-02,6983680000
2007-03-05,6862240000
2007-03-06,6952000000
2007-03-07,6934400000
2007-03-08,6922080000
2007-03-09,6960799999
2007-03-12,6962560000
2007-03-13,6906240000
2007-03-14,6936159999
2007-03-15,6960799999
2007-03-16,6934400000
2007-03-19,7011840000
2007-03-20,7108640000
2007-03-21,7157920000
2007-03-22,7106880000
2007-03-23,7150880000
2007-03-26,7189600000
2007-03-27,7163200000
2007-03-28,7210720000
2007-03-29,7214240000
2007-03-30,7173760000
2007-04-02,7214040000
2007-04-03,7201860000
2007-04-04,7158360000
2007-04-05,7167060000
2007-04-09,7191420000
2007-04-10,7241880000
2007-04-11,7222740000
2007-04-12,7254060000
2007-04-13,7210560000
2007-04-16,7252320000
2007-04-17,7290600000
2007-04-18,7267980000
2007-04-19,7214040000
2007-04-20,7356720000
2007-04-23,7377600000
2007-04-24,7419360000
2007-04-25,7615980000
2007-04-26,7617720000
2007-04-27,7548120000
2007-04-30,7488960000
2007-05-01,7593360000
2007-05-02,7602060000
2007-05-03,7624680000
2007-05-04,7609019999
2007-05-07,7664699999
2007-05-08,7676880000
2007-05-09,7687320000
2007-05-10,7664699999
2007-05-11,7697760000
2007-05-14,7786500000
2007-05-15,7791720000
2007-05-16,7816080000
2007-05-17,7816080000
2007-05-18,7835220000
2007-05-21,7955280000
2007-05-22,8024880000
2007-05-23,7923960000
2007-05-24,7746480000
2007-05-25,7729080000
2007-05-29,7739519999
2007-05-30,7814339999
2007-05-31,7828260000
2007-06-01,7803900000
2007-06-04,7765620000
2007-06-05,7756920000
2007-06-06,7609019999
2007-06-07,7302780000
2007-06-08,7410660000
2007-06-11,7515060000
2007-06-12,7400220000
2007-06-13,7586400000
2007-06-14,7548120000
2007-06-15,7607280000
2007-06-18,7515060000
2007-06-19,7534199999
2007-06-20,7335839999
2007-06-21,7325400000
2007-06-22,7174019999
2007-06-25,7189680000
2007-06-26,7100940000
2007-06-27,7187940000
2007-06-28,7139220000
2007-06-29,7139220000
2007-07-02,6837600000
2007-07-03,6892050000
2007-07-05,6877200000
2007-07-06,6826050000
2007-07-09,6868950000
2007-07-10,6774900000
2007-07-11,6895350000
2007-07-12,7113150000
2007-07-13,7146150000
2007-07-16,7065300000
2007-07-17,7032300000
2007-07-18,7080149999
2007-07-19,7207200000
2007-07-20,7144500000
2007-07-23,7189050000
2007-07-24,6949800000
2007-07-25,6981150000
2007-07-26,6826050000
2007-07-27,6507600000
2007-07-30,6644550000
2007-07-31,6510900000
2007-08-01,6769950000
2007-08-02,6755100000
2007-08-03,6489450000
2007-08-06,6799650000
2007-08-07,6900300000
2007-08-08,7004250000
2007-08-09,6774900000
2007-08-10,6743550000
2007-08-13,6905250000
2007-08-14,6670950000
2007-08-15,6535650000
2007-08-16,6567000000
2007-08-17,6695700000
2007-08-20,6664350000
2007-08-21,6746850000
2007-08-22,6776550000
2007-08-23,6769950000
2007-08-24,6887100000
2007-08-27,6675900000
2007-08-28,6542250000
2007-08-29,6755100000
2007-08-30,6685800000
2007-08-31,6712200000
2007-09-04,6814500000
2007-09-05,6791399999
2007-09-06,6806250000
2007-09-07,6700650000
2007-09-10,6699000000
2007-09-11,6750149999
2007-09-12,6778200000
2007-09-13,6791399999
2007-09-14,6845850000
2007-09-17,6768300000
2007-09-18,6880500000
2007-09-19,6954750000
2007-09-20,6865650000
2007-09-21,6910200000
2007-09-24,6906900000
2007-09-25,6903600000
2007-09-26,6964650000
2007-09-27,6961350000
2007-09-28,6801300000
2007-10-01,6681600000
2007-10-02,6654400000
2007-10-03,6595200000
2007-10-04,6667200000
2007-10-05,6662400000
2007-10-08,6667200000
2007-10-09,6812800000
2007-10-10,6803200000
2007-10-11,6859200000
2007-10-12,6878400000
2007-10-15,6763200000
2007-10-16,6707200000
2007-10-17,6638400000
2007-10-18,6640000000
2007-10-19,6470400000
2007-10-22,6545599999
2007-10-23,6472000000
2007-10-24,6529600000
2007-10-25,6609600000
2007-10-26,6667200000
2007-10-29,6686400000
2007-10-30,6689600000
2007-10-31,6752000000
2007-11-01,6632000000
2007-11-02,6668800000
2007-11-05,6667200000
2007-11-06,6630400000
2007-11-07,6414400000
2007-11-08,6611200000
2007-11-09,6512000000
2007-11-12,6475200000
2007-11-13,6561600000
2007-11-14,6521600000
2007-11-15,6524800000
2007-11-16,6603200000
2007-11-19,6595200000
2007-11-20,6691200000
2007-11-21,6636799999
2007-11-23,6638400000
2007-11-26,6608000000
2007-11-27,6616000000
2007-11-28,6630400000
2007-11-29,6600000000
2007-11-30,6676799999
2007-12-03,6750400000
2007-12-04,6795200000
2007-12-05,6915200000
2007-12-06,6942400000
2007-12-07,6875200000
2007-12-10,6891200000
2007-12-11,6740800000
2007-12-12,6632000000
2007-12-13,6611200000
2007-12-14,6369600000
2007-12-17,6256000000
2007-12-18,6246400000
2007-12-19,6241600000
2007-12-20,6196799999
2007-12-21,6150400000
2007-12-24,6180800000
2007-12-26,6137600000
2007-12-27,6038400000
2007-12-28,6081600000
2007-12-31,6058800000
2008-01-02,6071759999
2008-01-03,5979419999
2008-01-04,5927580000
2008-01-07,6003720000
2008-01-08,5989140000
2008-01-09,6094440000
2008-01-10,6134940000
2008-01-11,6105780000
2008-01-14,6233759999
2008-01-15,6100919999
2008-01-16,6115500000
2008-01-17,5940540000
2008-01-18,5885460000
2008-01-22,5731560000
2008-01-23,6024780000
2008-01-24,5775300000
2008-01-25,5715360000
2008-01-28,5785020000
2008-01-29,5773680000
2008-01-30,5778540000
2008-01-31,5875740000
2008-02-01,6008580000
2008-02-04,6050700000
2008-02-05,5851440000
2008-02-06,5874120000
2008-02-07,5757480000
2008-02-08,5770440000
2008-02-11,5773680000
2008-02-12,5814180000
2008-02-13,5752620000
2008-02-14,5707259999
2008-02-15,5757480000
2008-02-19,5844960000
2008-02-20,5844960000
2008-02-21,5870880000
2008-02-22,5746140000
2008-02-25,5760720000
2008-02-26,5796360000
2008-02-27,5678100000
2008-02-28,5707259999
2008-02-29,5486940000
2008-03-03,5540400000
2008-03-04,5611680000
2008-03-05,5605200000
2008-03-06,5451300000
2008-03-07,5448060000
2008-03-10,5438340000
2008-03-11,5618160000
2008-03-12,5520960000
2008-03-13,5485320000
2008-03-14,5412419999
2008-03-17,5346000000
2008-03-18,5444820000
2008-03-19,5350860000
2008-03-20,5404320000
2008-03-24,5376780000
2008-03-25,5355720000
2008-03-26,5357340000
2008-03-27,5392980000
2008-03-28,5336280000
2008-03-31,5393670000
2008-04-01,5515920000
2008-04-02,5574600000
2008-04-03,5577860000
2008-04-04,5630020000
2008-04-07,5612090000
2008-04-08,5546890000
2008-04-09,5574600000
2008-04-10,5608829999
2008-04-11,5639800000
2008-04-14,5696850000
2008-04-15,5762050000
2008-04-16,5874520000
2008-04-17,5866370000
2008-04-18,5903860000
2008-04-21,5810950000
2008-04-22,5749010000
2008-04-23,5753900000
2008-04-24,5696850000
2008-04-25,5691960000
2008-04-28,5675660000
2008-04-29,5625130000
2008-04-30,5590900000
2008-05-01,5747380000
2008-05-02,5734340000
2008-05-05,5786500000
2008-05-06,5835400000
2008-05-07,5843550000
2008-05-08,5881040000
2008-05-09,5892450000
2008-05-12,5942980000
2008-05-13,5951130000
2008-05-14,6055450000
2008-05-15,6070120000
2008-05-16,6078270000
2008-05-19,6143470000
2008-05-20,6076640000
2008-05-21,6055450000
2008-05-22,6122280000
2008-05-23,6032630000
2008-05-27,6066860000
2008-05-28,6135320000
2008-05-29,6174440000
2008-05-30,6135320000
2008-06-02,6039150000
2008-06-03,6084790000
2008-06-04,6172810000
2008-06-05,6179329999
2008-06-06,6039150000
2008-06-09,6151620000
2008-06-10,6159770000
2008-06-11,6086420000
2008-06-12,6037520000
2008-06-13,6117390000
2008-06-16,6061970000
2008-06-17,6107610000
2008-06-18,6071750000
2008-06-19,6081530000
2008-06-20,5962540000
2008-06-23,5993510000
2008-06-24,5967430000
2008-06-25,6058710000
2008-06-26,5864739999
2008-06-27,5749010000
2008-06-30,5885930000
2008-07-01,5938090000
2008-07-02,5991880000
2008-07-03,5923420000
2008-07-07,5946239999
2008-07-08,6066860000
2008-07-09,6161400000
2008-07-10,6154880000
2008-07-11,6061970000
2008-07-14,5982100000
2008-07-15,5965800000
2008-07-16,5864739999
2008-07-17,5791390000
2008-07-18,5814210000
2008-07-21,5853329999
2008-07-22,5825620000
2008-07-23,5724560000
2008-07-24,5731079999
2008-07-25,5690329999
2008-07-28,5685440000
2008-07-29,5695220000
2008-07-30,5762050000
2008-07-31,5683810000
2008-08-01,5520810000
2008-08-04,5504510000
2008-08-05,5677290000
2008-08-06,5639800000
2008-08-07,5574600000
2008-08-08,5683810000
2008-08-11,5734340000
2008-08-12,5716410000
2008-08-13,5749010000
2008-08-14,5722930000
2008-08-15,5783239999
2008-08-18,5866370000
2008-08-19,5851700000
2008-08-20,5832140000
2008-08-21,5835400000
2008-08-22,5892450000
2008-08-25,5804430000
2008-08-26,5814210000
2008-08-27,5890820000
2008-08-28,5920160000
2008-08-29,5846810000
2008-09-02,5797910000
2008-09-03,5781610000
2008-09-04,5773460000
2008-09-05,5747380000
2008-09-08,5978840000
2008-09-09,5986989999
2008-09-10,6035890000
2008-09-11,6021220000
2008-09-12,6052190000
2008-09-15,5964170000
2008-09-16,5915270000
2008-09-17,5700110000
2008-09-18,5832140000
2008-09-19,5871260000
2008-09-22,5732710000
2008-09-23,5631650000
2008-09-24,5662620000
2008-09-25,5700110000
2008-09-26,5654470000
2008-09-29,5465390000
2008-09-30,5564820000
2008-10-01,5646320000
2008-10-02,5546890000
2008-10-03,5467020000
2008-10-06,5204590000
2008-10-07,5013880000
2008-10-08,4868810000
2008-10-09,4438490000
2008-10-10,4218440000
2008-10-13,4694400000
2008-10-14,4785680000
2008-10-15,4498800000
2008-10-16,4674840000
2008-10-17,4671580000
2008-10-20,5033440000
2008-10-21,4826430000
2008-10-22,4643870000
2008-10-23,4702550000
2008-10-24,4578670000
2008-10-27,4489020000
2008-10-28,5072560000
2008-10-29,4837840000
2008-10-30,5072560000
2008-10-31,4894890000
2008-11-03,5273050000
2008-11-04,5286090000
2008-11-05,5119830000
2008-11-06,4925860000
2008-11-07,5258380000
2008-11-10,5056260000
2008-11-11,5002470000
2008-11-12,4860660000
2008-11-13,5253489999
2008-11-14,5100270000
2008-11-17,5025290000
2008-11-18,5035070000
2008-11-19,4881850000
2008-11-20,4660170000
2008-11-21,5093750000
2008-11-24,4971500000
2008-11-25,5013880000
2008-11-26,5043220000
2008-11-28,5157320000
2008-12-01,4845990000
2008-12-02,4943790000
2008-12-03,5002470000
2008-12-04,4661800000
2008-12-05,4735150000
2008-12-08,4800350000
2008-12-09,4800350000
2008-12-10,4876960000
2008-12-11,4772640000
2008-12-12,4775900000
2008-12-15,4718850000
2008-12-16,4894890000
2008-12-17,4788940000
2008-12-18,4808500000
2008-12-19,4824800000
2008-12-22,4854140000
2008-12-23,4831320000
2008-12-24,4852510000
2008-12-26,4878590000
2008-12-29,4916080000
2008-12-30,4963350000
2008-12-31,4947050000
2009-01-02,5022030000
2009-01-05,5072560000
2009-01-06,5026920000
2009-01-07,4951940000
2009-01-08,4964980000
2009-01-09,4937270000
2009-01-12,4958460000
2009-01-13,4816650000
2009-01-14,4736780000
2009-01-15,4756340000
2009-01-16,4819910000
2009-01-20,4730260000
2009-01-21,4753080000
2009-01-22,4756340000
2009-01-23,4676470000
2009-01-26,4780790000
2009-01-27,4896520000
2009-01-28,4924230000
2009-01-29,4844360000
2009-01-30,4784050000
2009-02-02,4792200000
2009-02-03,4767750000
2009-02-04,4787310000
2009-02-05,4811760000
2009-02-06,4849250000
2009-02-09,4837840000
2009-02-10,4643870000
2009-02-11,4604750000
2009-02-12,4546070000
2009-02-13,4524880000
2009-02-17,4262450000
2009-02-18,4234740000
2009-02-19,4184210000
2009-02-20,4073369999
2009-02-23,3980460000
2009-02-24,4052180000
2009-02-25,3952750000
2009-02-26,3841910000
2009-02-27,3713140000
2009-03-02,3517539999
2009-03-03,3338240000
2009-03-04,3440930000
2009-03-05,3277930000
2009-03-06,3334980000
2009-03-09,3274670000
2009-03-10,3392030000
2009-03-11,3519170000
2009-03-12,3502869999
2009-03-13,3541990000
2009-03-16,3603930000
2009-03-17,3608820000
2009-03-18,3732700000
2009-03-19,3786490000
2009-03-20,3771820000
2009-03-23,3967420000
2009-03-24,3879400000
2009-03-25,3926670000
2009-03-26,3970680000
2009-03-27,3920150000
2009-03-30,3832130000
2009-03-31,3865480000
2009-04-01,3878600000
2009-04-02,3954040000
2009-04-03,3981920000
2009-04-06,4001600000
2009-04-07,3932720000
2009-04-08,3990119999
2009-04-09,4027840000
