,DTE
2013-11-26,10119090000
2013-11-27,10078380000
2013-11-29,10051830000
2013-12-02,10057140000
2013-12-03,10067760000
2013-12-04,10064220000
2013-12-05,9996960000
2013-12-06,10182810000
2013-12-09,10122630000
2013-12-10,10034130000
2013-12-11,9940320000
2013-12-12,9842970000
2013-12-13,9842970000
2013-12-16,9947400000
2013-12-17,9830580000
2013-12-18,9961560000
2013-12-19,9880140000
2013-12-20,10030590000
2013-12-23,10021740000
2013-12-24,10041210000
2013-12-26,9963330000
2013-12-27,9993420000
2013-12-30,9988110000
2013-12-31,9998730000
2014-01-02,9828810000
2014-01-03,9809340000
2014-01-06,9818190000
2014-01-07,9903150000
2014-01-08,9804030000
2014-01-09,9890760000
2014-01-10,10041210000
2014-01-13,9947400000
2014-01-14,9965100000
2014-01-15,9890760000
2014-01-16,9926160000
2014-01-17,9917310000
2014-01-21,10030590000
2014-01-22,10071300000
2014-01-23,10009350000
2014-01-24,9860670000
2014-01-27,9933240000
2014-01-28,9995190000
2014-01-29,9989880000
2014-01-30,10133250000
2014-01-31,10273080000
2014-02-03,10235910000
2014-02-04,10159800000
2014-02-05,10097850000
2014-02-06,10177500000
2014-02-07,10223520000
2014-02-10,10274850000
2014-02-11,10405830000
2014-02-12,10375740000
2014-02-13,10476630000
2014-02-14,10802310000
2014-02-18,10860720000
2014-02-19,10763370000
2014-02-20,10892580000
2014-02-21,10887270000
2014-02-24,10821780000
2014-02-25,10818240000
2014-02-26,10768680000
2014-02-27,10727970000
2014-02-28,10807620000
2014-03-03,10678410000
2014-03-04,10763370000
2014-03-05,10678410000
2014-03-06,10595220000
2014-03-07,10591680000
2014-03-10,10596990000
2014-03-11,10533270000
2014-03-12,10717350000
2014-03-13,10750980000
2014-03-14,10789920000
2014-03-17,10839480000
2014-03-18,10812930000
2014-03-19,10639470000
2014-03-20,10657170000
2014-03-21,10770450000
2014-03-24,10834170000
2014-03-25,10871340000
2014-03-26,10885500000
2014-03-27,10981080000
2014-03-28,11021790000
2014-03-31,11188170000
2014-04-01,11225340000
2014-04-02,11205870000
2014-04-03,11243040000
2014-04-04,11255430000
2014-04-07,11189940000
2014-04-08,11320920000
2014-04-09,11333310000
2014-04-10,11320920000
2014-04-11,11273130000
2014-04-14,11374020000
2014-04-15,11572260000
2014-04-16,11623590000
2014-04-17,11538630000
2014-04-21,11473139999
2014-04-22,11520930000
2014-04-23,11579340000
2014-04-24,11618280000
2014-04-25,11804130000
2014-04-28,11747490000
2014-04-29,11697930000
2014-04-30,11768730000
2014-05-01,11775810000
2014-05-02,11597040000
2014-05-05,11736870000
2014-05-06,11715630000
2014-05-07,11945730000
2014-05-08,11742180000
2014-05-09,11540400000
2014-05-12,11443050000
2014-05-13,11466060000
2014-05-14,11467830000
2014-05-15,11423580000
2014-05-16,11512080000
2014-05-19,11250120000
2014-05-20,11212950000
2014-05-21,11198790000
2014-05-22,11317380000
2014-05-23,11276670000
2014-05-27,11336850000
2014-05-28,11349240000
2014-05-29,11351010000
2014-05-30,11464290000
2014-06-02,11473139999
2014-06-03,11478449999
2014-06-04,11478449999
2014-06-05,11526240000
2014-06-06,11481990000
2014-06-09,11374020000
2014-06-10,11310300000
2014-06-11,11175780000
2014-06-12,11172240000
2014-06-13,11214720000
2014-06-16,11333310000
2014-06-17,11290830000
2014-06-18,11572260000
2014-06-19,11697930000
2014-06-20,11690850000
2014-06-23,11667840000
2014-06-24,11703240000
2014-06-25,11752800000
2014-06-26,11706780000
2014-06-27,11706780000
2014-06-30,11728020000
2014-07-01,11625360000
2014-07-02,11397030000
2014-07-03,11312070000
2014-07-07,11354550000
2014-07-08,11441280000
2014-07-09,11358090000
2014-07-10,11499690000
2014-07-11,11432430000
2014-07-14,11354550000
2014-07-15,11455440000
2014-07-16,11474910000
2014-07-17,11421810000
2014-07-18,11531550000
2014-07-21,11434199999
2014-07-22,11458980000
2014-07-23,11531550000
2014-07-24,11635980000
2014-07-25,11444820000
2014-07-28,11600580000
2014-07-29,11543940000
2014-07-30,11354550000
2014-07-31,11117370000
2014-08-01,11163390000
2014-08-04,11074890000
2014-08-05,10858950000
2014-08-06,10853640000
2014-08-07,11004090000
2014-08-08,11253660000
2014-08-11,11239500000
2014-08-12,11202330000
2014-08-13,11313840000
2014-08-14,11434199999
2014-08-15,11499690000
2014-08-18,11490840000
2014-08-19,11632440000
2014-08-20,11650139999
2014-08-21,11646600000
2014-08-22,11579340000
2014-08-25,11664300000
2014-08-26,11492610000
2014-08-27,11586419999
2014-08-28,11733330000
2014-08-29,11784660000
2014-09-02,11658990000
2014-09-03,11706780000
2014-09-04,11708550000
2014-09-05,11871389999
2014-09-08,11814750000
2014-09-09,11728020000
2014-09-10,11644830000
2014-09-11,11632440000
2014-09-12,11381100000
2014-09-15,11451900000
2014-09-16,11581110000
2014-09-17,11535090000
2014-09-18,11407650000
2014-09-19,11490840000
2014-09-22,11414730000
2014-09-23,11425350000
2014-09-24,11409419999
2014-09-25,11352780000
2014-09-26,11366940000
2014-09-29,11439510000
2014-09-30,11457210000
2014-10-01,11487300000
2014-10-02,11485530000
2014-10-03,11575800000
2014-10-06,11574030000
2014-10-07,11598810000
2014-10-08,11912100000
2014-10-09,11728020000
2014-10-10,11857230000
2014-10-13,11882010000
2014-10-14,11974050000
2014-10-15,11731560000
2014-10-16,11577570000
2014-10-17,11593500000
2014-10-20,11843070000
2014-10-21,12011220000
2014-10-22,12027150000
2014-10-23,12048389999
2014-10-24,12078480000
2014-10-27,12140430000
2014-10-28,12228930000
2014-10-29,12055470000
2014-10-30,12347520000
2014-10-31,12374070000
2014-11-03,12469650000
2014-11-04,12407699999
2014-11-05,12674970000
2014-11-06,12450180000
2014-11-07,12545760000
2014-11-10,12627180000
2014-11-11,12467880000
2014-11-12,12182910000
2014-11-13,12014760000
2014-11-14,12028919999
2014-11-17,12213000000
2014-11-18,12274949999
2014-11-19,12230699999
2014-11-20,12143970000
2014-11-21,12145740000
2014-11-24,12128040000
2014-11-25,12106800000
2014-11-26,12149280000
2014-11-28,12267870000
2014-12-01,12280260000
2014-12-02,12390000000
2014-12-03,12416550000
2014-12-04,12446639999
2014-12-05,12349290000
2014-12-08,12453720000
2014-12-09,12545760000
2014-12-10,12345750000
2014-12-11,12459030000
2014-12-12,12333360000
2014-12-15,12280260000
2014-12-16,12359910000
2014-12-17,12613020000
2014-12-18,12873210000
2014-12-19,12913919999
2014-12-22,12986490000
2014-12-23,13013040000
2014-12-24,13243139999
2014-12-26,13452000000
2014-12-29,13581210000
2014-12-30,13248449999
2014-12-31,13081220000
2015-01-02,13177340000
2015-01-05,13049180000
2015-01-06,13029600000
2015-01-07,13184459999
2015-01-08,13244980000
2015-01-09,13145299999
2015-01-12,13134620000
2015-01-13,13209379999
2015-01-14,13351780000
2015-01-15,13474600000
2015-01-16,13624120000
2015-01-20,13641920000
2015-01-21,13762959999
2015-01-22,13736260000
2015-01-23,13818140000
2015-01-26,13771860000
2015-01-27,13827040000
2015-01-28,13665060000
2015-01-29,13864420000
2015-01-30,13579620000
2015-02-02,13702440000
2015-02-03,13634799999
2015-02-04,13421200000
2015-02-05,13565379999
2015-02-06,12910340000
2015-02-09,12860500000
2015-02-10,13131060000
2015-02-11,12828459999
2015-02-12,12719879999
2015-02-13,12353200000
2015-02-17,12404820000
2015-02-18,12798200000
2015-02-19,12630879999
2015-02-20,12600620000
2015-02-23,12707420000
2015-02-24,12751920000
2015-02-25,12534760000
2015-02-26,12413720000
2015-02-27,12424400000
2015-03-02,12182320000
2015-03-03,12225040000
2015-03-04,12203680000
2015-03-05,12289120000
2015-03-06,11874379999
2015-03-09,11885060000
2015-03-10,11931340000
2015-03-11,11835220000
2015-03-12,11881500000
2015-03-13,11771140000
2015-03-16,11959820000
2015-03-17,11906420000
2015-03-18,12146720000
2015-03-19,12052379999
2015-03-20,12353200000
2015-03-23,12326500000
2015-03-24,12173420000
2015-03-25,12047040000
2015-03-26,12032799999
2015-03-27,12139600000
2015-03-30,12226820000
2015-03-31,12288350000
2015-04-01,12393960000
2015-04-02,12501360000
2015-04-06,12698260000
2015-04-07,12512100000
2015-04-08,12460190000
2015-04-09,12395750000
2015-04-10,12447660000
2015-04-13,12343839999
2015-04-14,12401120000
2015-04-15,12410070000
2015-04-16,12327730000
2015-04-17,12290140000
2015-04-20,12494200000
2015-04-21,12361740000
2015-04-22,12476300000
2015-04-23,12614130000
2015-04-24,12612339999
2015-04-27,12408279999
2015-04-28,12469140000
2015-04-29,12381430000
2015-04-30,12127250000
2015-05-01,12197060000
2015-05-04,12277610000
2015-05-05,11984050000
2015-05-06,11871279999
2015-05-07,11939300000
2015-05-08,12064600000
2015-05-11,11998370000
2015-05-12,11919610000
2015-05-13,11756720000
2015-05-14,11892760000
2015-05-15,12053860000
2015-05-18,12143360000
2015-05-19,12112930000
2015-05-20,12141570000
2015-05-21,12132620000
2015-05-22,12125460000
2015-05-26,12055649999
2015-05-27,12062810000
2015-05-28,12112930000
2015-05-29,12066390000
2015-06-01,12071760000
2015-06-02,11855170000
2015-06-03,11676170000
2015-06-04,11677960000
2015-06-05,11413040000
2015-06-08,11350390000
2015-06-09,11350390000
2015-06-10,11427360000
2015-06-11,11393350000
2015-06-12,11282370000
2015-06-15,11237620000
2015-06-16,11285950000
2015-06-17,11420200000
2015-06-18,11583089999
2015-06-19,11527600000
2015-06-22,11482850000
2015-06-23,11325330000
2015-06-24,11248360000
2015-06-25,11253730000
2015-06-26,11416620000
2015-06-29,11368290000
2015-06-30,11368290000
2015-07-01,11459580000
2015-07-02,11608149999
2015-07-06,11645740000
2015-07-07,11964360000
2015-07-08,11873070000
2015-07-09,11706600000
2015-07-10,11805050000
2015-07-13,11767460000
2015-07-14,11742399999
2015-07-15,11803260000
2015-07-16,11962570000
2015-07-17,11805050000
2015-07-20,11788940000
2015-07-21,11676170000
2015-07-22,11747770000
2015-07-23,11600990000
2015-07-24,11781779999
2015-07-27,11982260000
2015-07-28,11973310000
2015-07-29,12078920000
2015-07-30,12114720000
2015-07-31,12254339999
2015-08-03,12238230000
2015-08-04,12044910000
2015-08-05,12064600000
2015-08-06,12166630000
2015-08-07,12370690000
2015-08-10,12281190000
2015-08-11,12359950000
2015-08-12,12644560000
2015-08-13,12662460000
2015-08-14,12739430000
2015-08-17,12811029999
2015-08-18,12732270000
2015-08-19,12850410000
2015-08-20,12834300000
2015-08-21,12664250000
2015-08-24,12064600000
2015-08-25,11660060000
2015-08-26,11860540000
2015-08-27,12027010000
2015-08-28,12005529999
2015-08-31,11889180000
2015-09-01,11593830000
2015-09-02,11575930000
2015-09-03,11633210000
2015-09-04,11423780000
2015-09-08,11617100000
2015-09-09,11445260000
2015-09-10,11432730000
2015-09-11,11565190000
2015-09-14,11556240000
2015-09-15,11651110000
2015-09-16,11822950000
2015-09-17,11901710000
2015-09-18,11849800000
2015-09-21,11876649999
2015-09-22,11769250000
2015-09-23,11930350000
2015-09-24,11994790000
2015-09-25,12073550000
2015-09-28,11996580000
2015-09-29,11914240000
2015-09-30,12240020000
2015-10-01,12087870000
2015-10-02,12275820000
2015-10-05,12354580000
2015-10-06,12293720000
2015-10-07,12238230000
2015-10-08,12392170000
2015-10-09,12358160000
2015-10-12,12427970000
2015-10-13,12390380000
2015-10-14,12453029999
2015-10-15,12680360000
2015-10-16,12694680000
2015-10-19,12737640000
2015-10-20,12766279999
2015-10-21,12759120000
2015-10-22,12925589999
2015-10-23,12691100000
2015-10-26,12717950000
2015-10-27,12716160000
2015-10-28,12513890000
2015-10-29,12359950000
2015-10-30,12426180000
2015-11-02,12513890000
2015-11-03,12558640000
2015-11-04,12596230000
2015-11-05,12640980000
2015-11-06,12091450000
2015-11-09,12077130000
2015-11-10,12214960000
2015-11-11,12336680000
2015-11-12,12188110000
2015-11-13,12112930000
2015-11-16,12345630000
2015-11-17,12114720000
2015-11-18,12166630000
2015-11-19,12325940000
2015-11-20,12393960000
2015-11-23,12265080000
2015-11-24,12216750000
2015-11-25,12166630000
2015-11-27,12209589999
2015-11-30,12257920000
2015-12-01,12286560000
2015-12-02,11982260000
2015-12-03,11921399999
2015-12-04,12265080000
2015-12-07,12363529999
2015-12-08,12279399999
2015-12-09,12216750000
2015-12-10,12019850000
2015-12-11,11930350000
2015-12-14,11951830000
2015-12-15,12050279999
2015-12-16,12320570000
2015-12-17,12177370000
2015-12-18,12012690000
2015-12-21,11980470000
2015-12-22,12044910000
2015-12-23,12186320000
2015-12-24,12166630000
2015-12-28,12284770000
2015-12-29,12402910000
2015-12-30,12419020000
2015-12-31,12213170000
2016-01-04,12053860000
2016-01-05,12177370000
2016-01-06,12121880000
2016-01-07,11989420000
2016-01-08,11937510000
2016-01-11,12053860000
2016-01-12,12123670000
2016-01-13,12222120000
2016-01-14,12385010000
2016-01-15,12266870000
2016-01-19,12524630000
2016-01-20,12213170000
2016-01-21,12069970000
2016-01-22,12386800000
2016-01-25,12299089999
2016-01-26,12442290000
2016-01-27,12488830000
2016-01-28,12678570000
2016-01-29,12947070000
2016-02-01,12993610000
2016-02-02,13131440000
2016-02-03,13263899999
2016-02-04,13190510000
2016-02-05,13167240000
2016-02-08,13131440000
2016-02-09,13228100000
2016-02-10,13065210000
2016-02-11,12805660000
2016-02-12,12750170000
2016-02-16,12875470000
2016-02-17,12827140000
2016-02-18,12966760000
2016-02-19,12902320000
2016-02-22,13004350000
2016-02-23,13061630000
2016-02-24,13106380000
2016-02-25,13246000000
2016-02-26,12837880000
2016-02-29,12811029999
2016-03-01,12768070000
2016-03-02,12802080000
2016-03-03,12794920000
2016-03-04,12923800000
2016-03-07,13124279999
2016-03-08,13288960000
2016-03-09,13392779999
2016-03-10,13401730000
2016-03-11,13441110000
2016-03-14,13412470000
2016-03-15,13459010000
2016-03-16,13627270000
2016-03-17,13625480000
2016-03-18,13541350000
2016-03-21,13541350000
2016-03-22,13459010000
2016-03-23,13614740000
2016-03-24,13625480000
2016-03-28,13596839999
2016-03-29,13840279999
2016-03-30,13817010000
2016-03-31,13808060000
2016-04-01,13867130000
2016-04-04,13817010000
2016-04-05,13562830000
2016-04-06,13553880000
2016-04-07,13519870000
2016-04-08,13555670000
2016-04-11,13493020000
2016-04-12,13568200000
2016-04-13,13507339999
2016-04-14,13444690000
2016-04-15,13573570000
2016-04-18,13591470000
2016-04-19,13638010000
2016-04-20,13258529999
2016-04-21,12956020000
2016-04-22,13063420000
2016-04-25,13138600000
2016-04-26,13108170000
2016-04-27,13319390000
2016-04-28,13410680000
2016-04-29,13578940000
2016-05-02,13727510000
2016-05-03,13661279999
2016-05-04,13892190000
2016-05-05,13874290000
2016-05-06,13713190000
2016-05-09,13759730000
2016-05-10,13748990000
2016-05-11,13811640000
2016-05-12,13910089999
2016-05-13,13840279999
2016-05-16,13842070000
2016-05-17,13573570000
2016-05-18,13360560000
2016-05-19,13501970000
2016-05-20,13507339999
2016-05-23,13364140000
2016-05-24,13587890000
2016-05-25,13507339999
2016-05-26,13664860000
2016-05-27,13738250000
2016-05-31,13809850000
2016-06-01,13877870000
2016-06-02,13876080000
2016-06-03,14137420000
2016-06-06,14101620000
2016-06-07,14117730000
2016-06-08,14221550000
2016-06-09,14323580000
2016-06-10,14302100000
2016-06-13,14291360000
2016-06-14,14464990000
2016-06-15,14316420000
2016-06-16,14307470000
2016-06-17,14373700000
2016-06-20,14302100000
2016-06-21,14321790000
2016-06-22,14278830000
2016-06-23,14325370000
2016-06-24,14556279999
2016-06-27,14695899999
2016-06-28,14740649999
2016-06-29,14788980000
2016-06-30,15096860000
2016-07-01,15120130000
2016-07-05,15245430000
2016-07-06,15222160000
2016-07-07,14953660000
2016-07-08,15098649999
2016-07-11,15071800000
2016-07-12,14876690000
2016-07-13,14941130000
2016-07-14,14787190000
2016-07-15,14873110000
2016-07-18,14923230000
2016-07-19,14933970000
2016-07-20,14853420000
2016-07-21,14980510000
2016-07-22,15139820000
2016-07-25,15050320000
2016-07-26,14925020000
2016-07-27,14808670000
2016-07-28,14788980000
2016-07-29,14851630000
2016-08-01,14953660000
2016-08-02,14946500000
2016-08-03,14722750000
2016-08-04,14760339999
2016-08-05,14484680000
2016-08-08,14482890000
2016-08-09,14515110000
2016-08-10,14556279999
2016-08-11,14602820000
2016-08-12,14678000000
2016-08-15,14432770000
2016-08-16,14268089999
2016-08-17,14479310000
2016-08-18,14724540000
2016-08-19,14423820000
2016-08-22,14486470000
2016-08-23,14409500000
2016-08-24,14457830000
2016-08-25,14493630000
2016-08-26,14101620000
2016-08-29,14243029999
2016-08-30,14085510000
2016-08-31,14148160000
2016-09-01,14044339999
2016-09-02,14194700000
2016-09-06,14341480000
2016-09-07,14398760000
2016-09-08,14393390000
2016-09-09,13859970000
2016-09-12,14096250000
2016-09-13,13911880000
2016-09-14,14065820000
2016-09-15,14060450000
2016-09-16,14250190000
2016-09-19,14377279999
2016-09-20,14300310000
2016-09-21,14597450000
2016-09-22,14645779999
2016-09-23,14749600000
2016-09-26,14717380000
2016-09-27,14479310000
2016-09-28,14450670000
2016-09-29,14171430000
2016-09-30,14266300000
2016-10-03,14139210000
2016-10-04,13892190000
2016-10-05,13983480000
2016-10-06,14046130000
2016-10-07,13983480000
2016-10-10,14065820000
2016-10-11,13951260000
2016-10-12,13974529999
2016-10-13,14123100000
2016-10-14,14012120000
2016-10-17,14071190000
2016-10-18,14139210000
2016-10-19,14126680000
2016-10-20,14180380000
2016-10-21,14126680000
2016-10-24,14185750000
2016-10-25,14314630000
2016-10-26,14300310000
2016-10-27,14269880000
2016-10-28,14307470000
2016-10-31,14622510000
2016-11-01,14361170000
2016-11-02,14191120000
2016-11-03,14205440000
2016-11-04,14178589999
2016-11-07,14513320000
2016-11-08,14643990000
2016-11-09,14067610000
2016-11-10,13902930000
2016-11-11,13854600000
2016-11-14,13917250000
2016-11-15,14223339999
2016-11-16,14004960000
2016-11-17,13963790000
2016-11-18,13892190000
2016-11-21,14055080000
2016-11-22,14291360000
2016-11-23,14112360000
2016-11-25,14321790000
2016-11-28,14590290000
2016-11-29,14590290000
2016-11-30,14178589999
2016-12-01,14257350000
2016-12-02,14488260000
2016-12-05,14481100000
2016-12-06,14497210000
2016-12-07,14758550000
2016-12-08,14649360000
2016-12-09,14842680000
2016-12-12,14989460000
2016-12-13,15064640000
2016-12-14,14760339999
2016-12-15,14726330000
2016-12-16,14955450000
2016-12-19,14967980000
2016-12-20,15019890000
2016-12-21,14957240000
2016-12-22,15003779999
2016-12-23,15037790000
2016-12-27,15025260000
2016-12-28,14914279999
2016-12-29,15066430000
2016-12-30,15003779999
2017-01-03,14957240000
2017-01-04,14996620000
2017-01-05,15016310000
2017-01-06,15055690000
2017-01-09,14907120000
2017-01-10,14839100000
2017-01-11,14987670000
2017-01-12,14982300000
2017-01-13,14971560000
2017-01-17,15107600000
2017-01-18,15061060000
2017-01-19,14946500000
2017-01-20,14985880000
2017-01-23,14930390000
2017-01-24,14919649999
2017-01-25,14916070000
2017-01-26,14959029999
2017-01-27,14788980000
2017-01-30,14796140000
2017-01-31,15023470000
2017-02-01,14914279999
2017-02-02,15070010000
2017-02-03,15078960000
2017-02-06,14942920000
2017-02-07,14985880000
2017-02-08,15036000000
2017-02-09,14805089999
2017-02-10,14828360000
2017-02-13,14935760000
2017-02-14,14957240000
2017-02-15,14919649999
2017-02-16,15027050000
2017-02-17,14944710000
2017-02-21,15070010000
2017-02-22,15121920000
2017-02-23,15241850000
2017-02-24,15395790000
2017-02-27,15322399999
2017-02-28,15440540000
2017-03-01,15370730000
2017-03-02,15465600000
2017-03-03,15402950000
2017-03-06,15483500000
2017-03-07,15465600000
2017-03-08,15247220000
2017-03-09,15188149999
2017-03-10,15270490000
2017-03-13,15322399999
2017-03-14,15304500000
2017-03-15,15619540000
2017-03-16,15261540000
2017-03-17,15367149999
2017-03-20,15265120000
2017-03-21,15454860000
2017-03-22,15515720000
2017-03-23,15474550000
2017-03-24,15560470000
2017-03-27,15517510000
2017-03-28,15488870000
2017-03-29,15501399999
2017-03-30,15424430000
2017-03-31,15551520000
2017-04-03,15483500000
2017-04-04,15571210000
2017-04-05,15707250000
2017-04-06,15682190000
2017-04-07,15682190000
2017-04-10,15717990000
2017-04-11,15707250000
2017-04-12,15832550000
2017-04-13,15764529999
2017-04-17,15905940000
2017-04-18,15904149999
2017-04-19,15814649999
2017-04-20,15753790000
2017-04-21,15832550000
2017-04-24,15907730000
2017-04-25,15882670000
2017-04-26,15905940000
2017-04-27,16002600000
2017-04-28,15929210000
2017-05-01,15830760000
2017-05-02,15879089999
2017-05-03,15814649999
2017-05-04,15868350000
2017-05-05,15922050000
2017-05-08,15914890000
2017-05-09,15834339999
2017-05-10,15934580000
2017-05-11,15954270000
2017-05-12,16056300000
2017-05-15,16136850000
2017-05-16,15961430000
2017-05-17,16016920000
2017-05-18,16043770000
2017-05-19,16149380000
2017-05-22,16301529999
2017-05-23,16353440000
2017-05-24,16435779999
2017-05-25,16598670000
2017-05-26,16582560000
2017-05-30,16623730000
2017-05-31,16679220000
2017-06-01,16815260000
2017-06-02,16894020000
2017-06-05,16784830000
2017-06-06,16777670000
2017-06-07,16849270000
2017-06-08,16598670000
2017-06-09,16598670000
2017-06-12,16596880000
2017-06-13,16663110000
2017-06-14,16827790000
2017-06-15,16838529999
2017-06-16,16935190000
2017-06-19,16890440000
2017-06-20,16908339999
2017-06-21,16772300000
2017-06-22,16689960000
2017-06-23,16584350000
2017-06-26,16661320000
2017-06-27,16398190000
2017-06-28,16179810000
2017-06-29,16131480000
2017-06-30,16111790000
2017-07-03,16074200000
2017-07-05,16058089999
2017-07-06,16016920000
2017-07-07,16031240000
2017-07-10,15981120000
2017-07-11,15943529999
2017-07-12,16081360000
2017-07-13,15975750000
2017-07-14,16050930000
2017-07-17,16156540000
2017-07-18,16106420000
2017-07-19,16135060000
2017-07-20,16262149999
2017-07-21,16439360000
2017-07-24,16199500000
2017-07-25,16190550000
2017-07-26,16353440000
2017-07-27,16349860000
2017-07-28,16253200000
2017-07-31,16305110000
2017-08-01,16294370000
2017-08-02,16387450000
2017-08-03,16580770000
2017-08-04,16591510000
2017-08-07,16589720000
2017-08-08,16661320000
2017-08-09,16528860000
2017-08-10,16609410000
2017-08-11,16428620000
2017-08-14,16607620000
2017-08-15,16627310000
2017-08-16,16734710000
2017-08-17,16738290000
2017-08-18,16849270000
2017-08-21,16888649999
2017-08-22,16962040000
2017-08-23,17040800000
2017-08-24,17017529999
2017-08-25,16981730000
2017-08-28,17078390000
2017-08-29,17074810000
2017-08-30,17053330000
2017-08-31,17107029999
2017-09-01,17076600000
2017-09-05,17175050000
2017-09-06,17008580000
2017-09-07,17037220000
2017-09-08,17185790000
2017-09-11,17287820000
2017-09-12,16949510000
2017-09-13,16788410000
2017-09-14,16994260000
2017-09-15,16974570000
2017-09-18,16833160000
2017-09-19,16781250000
2017-09-20,16582560000
2017-09-21,16604040000
2017-09-22,16505589999
2017-09-25,16713230000
2017-09-26,16681010000
2017-09-27,16331960000
2017-09-28,16396399999
2017-09-29,16351649999
2017-10-02,16353440000
2017-10-03,16235300000
2017-10-04,16380290000
2017-10-05,16410720000
2017-10-06,16399980000
2017-10-09,16437570000
2017-10-10,16645210000
2017-10-11,16707860000
2017-10-12,16854640000
2017-10-13,16736500000
2017-10-16,16697120000
2017-10-17,16777670000
2017-10-18,16836740000
2017-10-19,17078390000
2017-10-20,17094500000
2017-10-23,17218010000
2017-10-24,17164310000
2017-10-25,16870750000
2017-10-26,16772300000
2017-10-27,16879700000
2017-10-30,16804520000
2017-10-31,16822420000
2017-11-01,16795570000
2017-11-02,16874330000
2017-11-03,16890440000
2017-11-06,16994260000
2017-11-07,17180420000
2017-11-08,17239490000
2017-11-09,17243070000
2017-11-10,17126720000
2017-11-13,17398800000
2017-11-14,17602860000
2017-11-15,17434600000
2017-11-16,17361210000
2017-11-17,17198320000
2017-11-20,17092710000
2017-11-21,17155360000
2017-11-22,17151779999
2017-11-24,17157149999
2017-11-27,17307510000
2017-11-28,17414910000
2017-11-29,17447130000
2017-11-30,17601070000
2017-12-01,17547370000
2017-12-04,17595700000
2017-12-05,17414910000
2017-12-06,17515150000
2017-12-07,17525890000
2017-12-08,17588540000
2017-12-11,17665510000
2017-12-12,17364790000
2017-12-13,17334360000
2017-12-14,17303930000
2017-12-15,17244860000
2017-12-18,16929820000
2017-12-19,16602250000
2017-12-20,16485899999
2017-12-21,16485899999
2017-12-22,16557500000
2017-12-26,16468000000
2017-12-27,16561080000
2017-12-28,16693540000
2017-12-29,16670270000
2018-01-02,16608600000
2018-01-03,16556400000
2018-01-04,16281000000
2018-01-05,16264800000
2018-01-08,16383600000
2018-01-09,16185600000
2018-01-10,16025400000
2018-01-11,15917400000
2018-01-12,15915600000
2018-01-16,15949800000
2018-01-17,15940800000
2018-01-18,15847200000
2018-01-19,15796800000
2018-01-22,15829200000
2018-01-23,16030800000
2018-01-24,15992999999
2018-01-25,16228800000
2018-01-26,16156800000
2018-01-29,15987599999
2018-01-30,15964200000
2018-01-31,16178400000
2018-02-01,15962400000
2018-02-02,15818400000
2018-02-05,15622200000
2018-02-06,15217200000
2018-02-07,15202799999
2018-02-08,15084000000
2018-02-09,15478200000
2018-02-12,15507000000
2018-02-13,15654600000
2018-02-14,15503400000
2018-02-15,15796800000
2018-02-16,16115400000
2018-02-20,15805800000
2018-02-21,15606000000
2018-02-22,15600600000
2018-02-23,16034400000
2018-02-26,15890400000
2018-02-27,15625800000
2018-02-28,15435000000
2018-03-01,15427799999
2018-03-02,15436800000
2018-03-05,15708600000
2018-03-06,15499800000
2018-03-07,15303600000
2018-03-08,15377400000
2018-03-09,15397200000
2018-03-12,15454800000
2018-03-13,15458400000
2018-03-14,15586200000
2018-03-15,15579000000
2018-03-16,15663600000
2018-03-19,15651000000
2018-03-20,15643800000
2018-03-21,15703200000
2018-03-22,15705000000
2018-03-23,15481800000
2018-03-26,15640200000
2018-03-27,15899400000
2018-03-28,15928200000
2018-03-29,15989400000
2018-04-02,15966009999
2018-04-03,16081849999
2018-04-04,15998590000
2018-04-05,16112620000
2018-04-06,16025740000
2018-04-09,16069180000
2018-04-10,15947910000
2018-04-11,15915330000
2018-04-12,15723470000
2018-04-13,15775960000
2018-04-16,15956960000
2018-04-17,16092710000
2018-04-18,16018500000
2018-04-19,15976870000
2018-04-20,15821210000
2018-04-23,15913520000
2018-04-24,16047460000
2018-04-25,16018500000
2018-04-26,16143390000
2018-04-27,16270090000
2018-04-30,16232080000
2018-05-01,16170540000
2018-05-02,16132530000
2018-05-03,16109000000
2018-05-04,16121669999
2018-05-07,16040220000
2018-05-08,15569620000
2018-05-09,15437490000
2018-05-10,15605820000
2018-05-11,15777770000
2018-05-14,15752430000
2018-05-15,15627540000
2018-05-16,15471880000
2018-05-17,15296310000
2018-05-18,15388620000
2018-05-21,15395860000
2018-05-22,15419390000
2018-05-23,15620300000
2018-05-24,15728900000
2018-05-25,15736140000
2018-05-29,15723470000
2018-05-30,15777770000
2018-05-31,15774150000
2018-06-01,15558759999
2018-06-04,15406720000
2018-06-05,15290880000
2018-06-06,14928880000
2018-06-07,14945169999
2018-06-08,14934310000
2018-06-11,14584980000
2018-06-12,14860099999
2018-06-13,14796750000
2018-06-14,14945169999
2018-06-15,14946980000
2018-06-18,14999470000
2018-06-19,15261919999
2018-06-20,15290880000
2018-06-21,15410340000
2018-06-22,15470070000
2018-06-25,15830259999
2018-06-26,15893610000
2018-06-27,16043840000
2018-06-28,16007640000
2018-06-29,15958770000
2018-07-02,16196180000
2018-07-03,16263520000
2018-07-05,16465540000
2018-07-06,16574739999
2018-07-09,15972320000
2018-07-10,16105180000
2018-07-11,16361800000
2018-07-12,16401840000
2018-07-13,16443699999
2018-07-16,16461900000
