,ACV
2020-06-09,249425932
2020-06-10,247355148
2020-06-11,233584435
2020-06-12,233584435
2020-06-15,233998592
2020-06-16,237311846
2020-06-17,238968473
2020-06-18,238554316
2020-06-19,237518924
2020-06-22,239175552
2020-06-23,240418022
2020-06-24,236483532
2020-06-25,237001228
2020-06-26,234309209
2020-06-29,235137523
2020-06-30,238657856
2020-07-01,241764032
2020-07-02,246112678
2020-07-06,249840089
2020-07-07,248183462
2020-07-08,251600256
2020-07-09,250979020
2020-07-10,251496716
2020-07-13,246423296
2020-07-14,247458688
2020-07-15,252842726
2020-07-16,252635648
2020-07-17,254706432
2020-07-20,257812608
2020-07-21,259572774
2020-07-22,261540019
2020-07-23,257087833
2020-07-24,253360422
2020-07-27,259883392
2020-07-28,258744460
2020-07-29,263507264
2020-07-30,263817881
2020-07-31,263196646
2020-08-03,265060352
2020-08-04,268166528
2020-08-05,271893939
2020-08-06,271686860
2020-08-07,269201920
2020-08-10,270237312
2020-08-11,267959449
2020-08-12,269512537
2020-08-13,268684224
2020-08-14,267752371
2020-08-17,271376243
2020-08-18,274689497
2020-08-19,272515174
2020-08-20,274171801
2020-08-21,275103654
2020-08-24,276449664
2020-08-25,276449664
2020-08-26,277899212
2020-08-27,281419545
2020-08-28,280591232
2020-08-31,282454937
2020-09-01,283697408
2020-09-02,285250496
2020-09-03,275310732
2020-09-04,269823155
2020-09-08,260297548
2020-09-09,267338214
2020-09-10,261850636
2020-09-11,260608166
2020-09-14,265578048
2020-09-15,269201920
2020-09-16,269823155
2020-09-17,267131136
2020-09-18,266095744
2020-09-21,261436480
2020-09-22,266199283
2020-09-23,258123225
2020-09-24,255741824
2020-09-25,258226764
2020-09-28,262057715
2020-09-29,261747097
2020-09-30,262368332
2020-10-01,266613440
2020-10-02,265060352
2020-10-05,267959449
2020-10-06,271583321
2020-10-07,280073536
2020-10-08,282351398
2020-10-09,284111564
2020-10-12,286182348
2020-10-13,285457574
2020-10-14,284111564
2020-10-15,282558476
2020-10-16,282869094
2020-10-19,277485056
2020-10-20,277588595
2020-10-21,274896576
2020-10-22,276242585
2020-10-23,276967360
2020-10-26,268891302
2020-10-27,273447027
2020-10-28,264646195
2020-10-29,269408998
2020-10-30,259365696
2020-11-02,261540019
2020-11-03,270030233
2020-11-04,276967360
2020-11-05,284732800
2020-11-06,286803584
2020-11-09,289806220
2020-11-10,283490329
2020-11-11,289702681
2020-11-12,288667289
2020-11-13,291566387
2020-11-16,292808857
2020-11-17,292912396
2020-11-18,296536268
2020-11-19,302438003
2020-11-20,302852160
2020-11-23,307407884
2020-11-24,306372492
2020-11-25,309375129
2020-11-27,310099904
2020-11-30,310306982
2020-12-01,313102540
2020-12-02,312584844
2020-12-03,316415795
2020-12-04,325320166
2020-12-07,326562636
2020-12-08,331636057
2020-12-09,328115724
2020-12-10,324698931
2020-12-11,323042304
2020-12-14,326044940
2020-12-15,332671449
2020-12-16,336502400
2020-12-17,340333350
2020-12-18,335570547
2020-12-21,334328076
2020-12-22,337641331
2020-12-23,338366105
2020-12-24,340747507
2020-12-28,339401497
2020-12-29,336088243
2020-12-30,339401497
2020-12-31,338366105
2021-01-04,330600665
2021-01-05,335984704
2021-01-06,334017459
2021-01-07,341265203
2021-01-08,345199692
2021-01-11,348098790
2021-01-12,352033280
2021-01-13,353275750
2021-01-14,351826201
2021-01-15,350376652
2021-01-19,349030643
2021-01-20,354518220
2021-01-21,353172211
2021-01-22,353068672
2021-01-25,352550976
2021-01-26,352033280
2021-01-27,338366105
2021-01-28,339815654
2021-01-29,333913920
2021-02-01,376405000
2021-02-02,386041874
2021-02-03,386382000
2021-02-04,389443125
2021-02-05,392844375
2021-02-08,398399750
2021-02-09,401007375
2021-02-10,397266000
2021-02-11,397379374
2021-02-12,404295249
2021-02-16,407016250
2021-02-17,404295249
2021-02-18,395678750
2021-02-19,398966625
2021-02-22,392844375
2021-02-23,384001125
2021-02-24,385134875
2021-02-25,371983375
2021-02-26,379466125
2021-03-01,392504250
2021-03-02,391937375
2021-03-03,380259750
2021-03-04,360759250
2021-03-05,356677750
2021-03-08,350328750
2021-03-09,364840750
2021-03-10,363253500
2021-03-11,370622875
2021-03-12,369149000
2021-03-15,371189750
2021-03-16,368015250
2021-03-17,366428000
2021-03-18,353616625
2021-03-19,355203875
2021-03-22,358378375
2021-03-23,352596250
2021-03-24,343979750
2021-03-25,341372125
2021-03-26,344773375
2021-03-29,346133875
2021-03-30,349081625
2021-03-31,356337625
2021-04-01,362800000
2021-04-05,363933750
2021-04-06,369489125
2021-04-07,366654750
2021-04-08,374931125
2021-04-09,377765500
2021-04-12,376064875
2021-04-13,380373124
2021-04-14,377425375
2021-04-15,381733625
2021-04-16,381506875
2021-04-19,378559125
2021-04-20,375498000
2021-04-21,377992250
2021-04-22,378105625
2021-04-23,383207499
2021-04-26,384568000
2021-04-27,384001125
2021-04-28,384001125
2021-04-29,379692875
2021-04-30,379692875
2021-05-03,382527250
2021-05-04,374931125
2021-05-05,375384625
2021-05-06,372436875
2021-05-07,377198625
2021-05-10,374364250
2021-05-11,370736250
2021-05-12,360192375
2021-05-13,358151625
2021-05-14,362800000
2021-05-17,361212750
2021-05-18,362800000
2021-05-19,361439500
2021-05-20,365180875
2021-05-21,365974500
2021-05-24,369489125
2021-05-25,368695500
2021-05-26,373797375
2021-05-27,374817750
2021-05-28,378105625
2021-06-01,378219000
2021-06-02,376745124
2021-06-03,369715875
2021-06-04,375498000
2021-06-07,376518375
2021-06-08,377538749
2021-06-09,378559125
2021-06-10,376858500
2021-06-11,379012625
2021-06-14,379466125
2021-06-15,377878875
2021-06-16,376178250
2021-06-17,378332375
2021-06-18,377085250
2021-06-21,380826625
2021-06-22,384114500
2021-06-23,387515750
2021-06-24,392277500
2021-06-25,390350125
2021-06-28,391937375
2021-06-29,392957749
2021-06-30,393411250
2021-07-01,399080000
2021-07-02,401914375
2021-07-06,401687625
2021-07-07,401460874
2021-07-08,396812500
2021-07-09,401347500
2021-07-12,400213749
2021-07-13,396472375
2021-07-14,393638000
2021-07-15,386835500
2021-07-16,377538749
2021-07-19,369149000
2021-07-20,377312000
2021-07-21,382413874
2021-07-22,381733625
2021-07-23,385815125
2021-07-26,385475000
2021-07-27,379919625
2021-07-28,386268625
2021-07-29,389443125
2021-07-30,388082624
2021-08-02,392277500
2021-08-03,388876249
2021-08-04,392164125
2021-08-05,394204875
2021-08-06,398059625
2021-08-09,404522000
2021-08-10,402934750
2021-08-11,400553875
2021-08-12,399193375
2021-08-13,396359000
2021-08-16,393978125
2021-08-17,393751374
2021-08-18,396699125
2021-08-19,391710624
2021-08-20,395111875
2021-08-23,400100375
2021-08-24,405202250
2021-08-25,407243000
2021-08-26,403501625
2021-08-27,405542375
2021-08-30,406902875
2021-08-31,408490125
2021-09-01,414385624
2021-09-02,418353750
2021-09-03,417333375
2021-09-07,420054374
2021-09-08,417446750
2021-09-09,415065875
2021-09-10,412231500
2021-09-13,411891375
2021-09-14,407129624
2021-09-15,404975500
2021-09-16,407356375
2021-09-17,403728375
2021-09-20,395565375
2021-09-21,398626499
2021-09-22,400440500
2021-09-23,403501625
2021-09-24,402821375
2021-09-27,397606125
2021-09-28,392957749
2021-09-29,387969250
2021-09-30,384114500
2021-10-01,384568000
2021-10-04,375838125
2021-10-05,381733625
2021-10-06,388422750
2021-10-07,394885125
2021-10-08,395905500
2021-10-11,392277500
2021-10-12,393864750
2021-10-13,393978125
2021-10-14,401347500
2021-10-15,405995875
2021-10-18,406902875
2021-10-19,410984375
2021-10-20,413365250
2021-10-21,412118125
2021-10-22,412458250
2021-10-25,412118125
2021-10-26,411551249
2021-10-27,408603500
2021-10-28,408036625
2021-10-29,411437875
2021-11-01,414385624
2021-11-02,415519375
2021-11-03,417560125
2021-11-04,418013625
2021-11-05,420734625
2021-11-08,422321875
2021-11-09,421528250
2021-11-10,412798374
2021-11-11,415292625
2021-11-12,415179250
2021-11-15,420394500
2021-11-16,417333375
2021-11-17,413478625
2021-11-18,413251875
2021-11-19,407809875
2021-11-22,403501625
2021-11-23,398059625
2021-11-24,399646875
2021-11-26,392050750
2021-11-29,392844375
2021-11-30,385928500
2021-12-01,379012625
2021-12-02,379126000
2021-12-03,373230500
2021-12-06,374364250
2021-12-07,386382000
2021-12-08,390236750
2021-12-09,388649500
2021-12-10,387515750
2021-12-13,382187125
2021-12-14,378672500
2021-12-15,381053375
2021-12-16,387855875
2021-12-17,387515750
2021-12-20,398853250
2021-12-21,400100375
2021-12-22,412344875
2021-12-23,362346500
2021-12-27,360986000
2021-12-28,359738875
2021-12-29,351916000
2021-12-30,357244625
2021-12-31,365634375
2022-01-03,362686625
2022-01-04,360305750
2022-01-05,346360625
2022-01-06,357698125
2022-01-07,368468750
2022-01-10,393978125
2022-01-11,379466125
2022-01-12,393524625
2022-01-13,413818750
2022-01-14,394091500
2022-01-18,360192375
2022-01-19,326746750
2022-01-20,326520000
2022-01-21,296815750
2022-01-24,295568625
2022-01-25,302031000
2022-01-26,301010625
2022-01-27,300443750
2022-01-28,306566000
2022-01-31,314615625
2022-02-01,322665250
2022-02-02,319490750
2022-02-03,309627125
2022-02-04,307586375
2022-02-07,311894625
2022-02-08,309740500
2022-02-09,314162125
2022-02-10,302257750
2022-02-11,297949500
2022-02-14,295115125
2022-02-15,296475625
2022-02-16,296815750
2022-02-17,291940625
2022-02-18,295341875
2022-02-22,289106250
2022-02-23,281963625
2022-02-24,288879500
2022-02-25,295795375
2022-02-28,299990250
2022-03-01,305092125
2022-03-02,300443750
2022-03-03,296475625
2022-03-04,293754625
2022-03-07,293641250
2022-03-08,279356000
2022-03-09,286045125
2022-03-10,286385250
2022-03-11,275501250
2022-03-14,265410875
2022-03-15,265637625
2022-03-16,271306375
2022-03-17,278222250
2022-03-18,286045125
2022-03-21,282643875
2022-03-22,287859125
2022-03-23,284004375
2022-03-24,287178875
2022-03-25,285024750
2022-03-28,287065500
2022-03-29,291827250
2022-03-30,289786500
2022-03-31,288539375
2022-04-01,289673125
2022-04-04,292961000
2022-04-05,283324125
2022-04-06,279469375
2022-04-07,277655375
2022-04-08,273233750
2022-04-11,267905125
2022-04-12,268698750
2022-04-13,275841375
2022-04-14,276861750
2022-04-18,275614625
2022-04-19,281396750
2022-04-20,279469375
2022-04-21,277542000
2022-04-22,267791750
2022-04-25,270172625
2022-04-26,262463124
2022-04-27,261556125
2022-04-28,268358625
2022-04-29,264163750
2022-05-02,264277125
2022-05-03,262349750
2022-05-04,262803250
2022-05-05,259288625
2022-05-06,259742125
2022-05-09,247270875
2022-05-10,240695125
2022-05-11,242395750
2022-05-12,233892625
2022-05-13,235253125
2022-05-16,232078625
2022-05-17,237974124
2022-05-18,230037875
2022-05-19,229357625
2022-05-20,230037875
2022-05-23,233552500
2022-05-24,228677375
2022-05-25,232985625
2022-05-26,237860750
2022-05-27,245230125
2022-05-31,245116750
2022-06-01,244096375
2022-06-02,247951125
2022-06-03,247044125
2022-06-06,245003375
2022-06-07,248518000
2022-06-08,250898875
2022-06-09,243189375
2022-06-10,235366500
2022-06-13,217339875
2022-06-14,216432875
2022-06-15,222328375
2022-06-16,211671125
2022-06-17,210990875
2022-06-21,215072375
2022-06-22,214845625
2022-06-23,218133499
2022-06-24,226296500
2022-06-27,226523250
2022-06-28,220854500
2022-06-29,220627750
2022-06-30,221308000
2022-07-01,230604750
2022-07-05,233892625
2022-07-06,232192000
2022-07-07,234799625
2022-07-08,234459500
2022-07-11,233325749
2022-07-12,230831500
2022-07-13,228564000
2022-07-14,225502875
2022-07-15,228790750
2022-07-18,228223875
2022-07-19,235593250
2022-07-20,239674750
2022-07-21,241375375
2022-07-22,237634000
2022-07-25,237860750
2022-07-26,234346125
2022-07-27,243416125
2022-07-28,247837750
2022-07-29,252939625
2022-08-01,253619875
2022-08-02,255660625
2022-08-03,259742125
2022-08-04,258721750
2022-08-05,259402000
2022-08-08,260649124
2022-08-09,257928125
2022-08-10,261216000
2022-08-11,263256750
2022-08-12,272440125
2022-08-15,272100000
2022-08-16,265637625
2022-08-17,258948500
2022-08-18,261782875
2022-08-19,256681000
2022-08-22,249765125
2022-08-23,251692500
2022-08-24,253053000
2022-08-25,256681000
2022-08-26,248291249
2022-08-29,244663249
2022-08-30,243302750
2022-08-31,242055625
2022-09-01,244096375
2022-09-02,242509125
2022-09-06,242282375
2022-09-07,245910375
2022-09-08,249765125
2022-09-09,252032625
2022-09-12,251125624
2022-09-13,240014875
2022-09-14,241375375
2022-09-15,239107875
2022-09-16,237407250
2022-09-19,236046750
2022-09-20,232758875
2022-09-21,227090125
2022-09-22,218700375
2022-09-23,209743750
2022-09-26,204188375
2022-09-27,199880125
2022-09-28,206909375
2022-09-29,200106874
2022-09-30,198973125
2022-10-03,201694125
2022-10-04,215185750
2022-10-05,216092750
2022-10-06,215412500
2022-10-07,211671125
2022-10-10,210764125
2022-10-11,205662250
2022-10-12,203168000
2022-10-13,205548875
2022-10-14,201467375
2022-10-17,205775624
2022-10-18,211784500
2022-10-19,210537375
2022-10-20,208269875
2022-10-21,210424000
2022-10-24,212691500
2022-10-25,220174250
2022-10-26,221421375
2022-10-27,220627750
2022-10-28,224595875
2022-10-31,227090125
2022-11-01,226183125
2022-11-02,222441750
2022-11-03,222555125
2022-11-04,223462125
2022-11-07,229357625
2022-11-08,228790750
2022-11-09,227430250
2022-11-10,233212375
2022-11-11,235706625
2022-11-14,230264625
2022-11-15,231398375
2022-11-16,229811125
2022-11-17,229017500
2022-11-18,226750000
2022-11-21,221194625
2022-11-22,221874875
2022-11-23,223915625
2022-11-25,225276125
2022-11-28,221194625
2022-11-29,221761500
2022-11-30,229697750
2022-12-01,234346125
2022-12-02,241602125
2022-12-05,230264625
2022-12-06,230151250
2022-12-07,231625125
2022-12-08,232532125
2022-12-09,229357625
2022-12-12,229811125
2022-12-13,230604750
2022-12-14,230718125
2022-12-15,228904125
2022-12-16,227656999
2022-12-19,217906750
2022-12-20,220514375
2022-12-21,223462125
2022-12-22,221988249
2022-12-23,221534750
2022-12-27,220514375
2022-12-28,214505500
2022-12-29,216432875
2022-12-30,210424000
2023-01-03,211444374
2023-01-04,212238000
2023-01-05,210990875
2023-01-06,214959000
2023-01-09,221988249
2023-01-10,228110500
2023-01-11,233212375
2023-01-12,236046750
2023-01-13,238654375
2023-01-17,240921875
2023-01-18,244549875
2023-01-19,243189375
2023-01-20,243529500
2023-01-23,250218625
2023-01-24,246023750
2023-01-25,245570250
2023-01-26,246590625
2023-01-27,250898875
2023-01-30,251465750
2023-01-31,256454250
2023-02-01,261442750
2023-02-02,270739500
2023-02-03,270739500
2023-02-06,261216000
2023-02-07,256454250
2023-02-08,257814749
2023-02-09,257361250
2023-02-10,251239000
2023-02-13,257134500
2023-02-14,256340875
2023-02-15,256227500
2023-02-16,253053000
2023-02-17,249198250
2023-02-21,241148625
2023-02-22,238881125
2023-02-23,239901500
2023-02-24,236160124
2023-02-27,234119374
2023-02-28,231284999
2023-03-01,232078625
2023-03-02,232078625
2023-03-03,234346125
2023-03-06,232758875
2023-03-07,229584375
2023-03-08,231058250
2023-03-09,229584375
2023-03-10,220741125
2023-03-13,216319499
2023-03-14,214165375
2023-03-15,212011250
2023-03-16,216432875
2023-03-17,216773000
2023-03-20,215525875
2023-03-21,217113124
2023-03-22,213711875
2023-03-23,215299124
2023-03-24,212464749
2023-03-27,212011250
2023-03-28,211331000
2023-03-29,212918250
2023-03-30,216319499
2023-03-31,218927125
2023-04-03,219607375
2023-04-04,215525875
2023-04-05,212238000
2023-04-06,216319499
2023-04-10,221988249
2023-04-11,224482500
2023-04-12,219607375
2023-04-13,219607375
2023-04-14,217339875
2023-04-17,216999750
2023-04-18,217226500
2023-04-19,216773000
2023-04-20,214845625
2023-04-21,215752625
2023-04-24,217566625
2023-04-25,214618875
2023-04-26,214052000
2023-04-27,215866000
2023-04-28,219380625
2023-05-01,218813750
2023-05-02,216999750
2023-05-03,216432875
2023-05-04,214959000
2023-05-05,219720750
2023-05-08,220401000
2023-05-09,219494000
2023-05-10,216886375
2023-05-11,214732250
2023-05-12,214278749
2023-05-15,215412500
2023-05-16,214165375
2023-05-17,215866000
2023-05-18,216773000
2023-05-19,215525875
2023-05-22,212011250
2023-05-23,209857125
2023-05-24,206682625
2023-05-25,206795999
2023-05-26,208950125
2023-05-30,209743750
2023-05-31,209970500
2023-06-01,212351375
2023-06-02,215752625
2023-06-05,218473625
2023-06-06,221308000
2023-06-07,224029000
2023-06-08,224482500
2023-06-09,221874875
2023-06-12,221308000
2023-06-13,220854500
2023-06-14,220854500
2023-06-15,223008625
2023-06-16,223688875
2023-06-20,221534750
2023-06-21,218927125
2023-06-22,219153874
2023-06-23,217906750
2023-06-26,217566625
2023-06-27,220060875
2023-06-28,222781874
2023-06-29,224255750
2023-06-30,226523250
2023-07-03,229470999
2023-07-05,229584375
2023-07-06,223688875
2023-07-07,223008625
2023-07-10,226183125
2023-07-11,228790750
2023-07-12,229130875
2023-07-13,229470999
2023-07-14,226523250
2023-07-17,227543625
2023-07-18,228790750
2023-07-19,229697750
2023-07-20,226296500
2023-07-21,227316875
2023-07-24,228337250
2023-07-25,229697750
2023-07-26,229584375
2023-07-27,228337250
2023-07-28,231058250
2023-07-31,234572875
2023-08-01,234572875
2023-08-02,229584375
2023-08-03,227997125
2023-08-04,226976750
2023-08-07,231058250
2023-08-08,227883750
2023-08-09,227997125
2023-08-10,226069750
2023-08-11,226409875
2023-08-14,226183125
2023-08-15,223915625
2023-08-16,220514375
2023-08-17,216999750
2023-08-18,215979375
2023-08-21,217339875
2023-08-22,217793375
2023-08-23,219153874
2023-08-24,215979375
2023-08-25,214959000
2023-08-28,215639250
2023-08-29,217680000
2023-08-30,218246875
2023-08-31,220854500
2023-09-01,221194625
2023-09-05,220401000
2023-09-06,219607375
2023-09-07,218246875
2023-09-08,214165375
2023-09-11,214845625
2023-09-12,214278749
2023-09-13,214732250
2023-09-14,216432875
2023-09-15,215752625
2023-09-18,216546250
2023-09-19,215752625
2023-09-20,214618875
2023-09-21,212351375
2023-09-22,209743750
2023-09-25,208836750
2023-09-26,206342500
2023-09-27,206229125
2023-09-28,208836750
2023-09-29,211557750
2023-10-02,211444374
2023-10-03,207136125
2023-10-04,206909375
2023-10-05,208156500
2023-10-06,209517000
2023-10-09,208609999
2023-10-10,211444374
2023-10-11,210083875
2023-10-12,206682625
2023-10-13,204528500
2023-10-16,205208750
2023-10-17,205322125
2023-10-18,202034250
2023-10-19,198633000
2023-10-20,197385875
2023-10-23,196932375
2023-10-24,199653375
2023-10-25,196705625
2023-10-26,192737500
2023-10-27,192170625
2023-10-30,195118375
2023-10-31,197159125
2023-11-01,205889000
2023-11-02,210537375
2023-11-03,217793375
2023-11-06,215525875
2023-11-07,216092750
2023-11-08,216092750
2023-11-09,215299124
2023-11-10,210990875
2023-11-13,210083875
2023-11-14,218133499
2023-11-15,218133499
2023-11-16,216319499
2023-11-17,215752625
2023-11-20,217226500
2023-11-21,216092750
2023-11-22,218927125
2023-11-24,219834125
2023-11-27,217566625
2023-11-28,218133499
2023-11-29,221194625
2023-11-30,224369125
2023-12-01,227543625
2023-12-04,227543625
2023-12-05,224255750
2023-12-06,227997125
2023-12-07,232872250
2023-12-08,223235375
2023-12-11,223802249
2023-12-12,222441750
2023-12-13,226296500
2023-12-14,227883750
2023-12-15,227203500
2023-12-18,226296500
2023-12-19,228110500
2023-12-20,224936000
2023-12-21,225389500
2023-12-22,230264625
2023-12-26,231851875
2023-12-27,234799625
2023-12-28,236273500
2023-12-29,237860750
2024-01-02,236160124
2024-01-03,237634000
2024-01-04,241715500
2024-01-05,239674750
2024-01-08,243416125
2024-01-09,242622499
2024-01-10,244436500
2024-01-11,242282375
2024-01-12,242395750
2024-01-16,242169000
2024-01-17,239561375
2024-01-18,241488750
2024-01-19,243529500
2024-01-22,243869625
2024-01-23,245570250
2024-01-24,244323125
2024-01-25,243416125
2024-01-26,242169000
2024-01-29,244890000
2024-01-30,247611000
2024-01-31,254413500
2024-02-01,257814749
2024-02-02,255320500
2024-02-05,252599500
2024-02-06,263937000
2024-02-07,256907750
2024-02-08,259628749
2024-02-09,260989250
2024-02-12,261102625
2024-02-13,256000749
2024-02-14,255774000
2024-02-15,257474625
2024-02-16,256000749
2024-02-20,255207125
2024-02-21,258608375
2024-02-22,259061875
2024-02-23,258608375
2024-02-26,258381625
2024-02-27,257247875
2024-02-28,254980374
2024-02-29,254640250
2024-03-01,253506500
2024-03-04,254753625
2024-03-05,251692500
2024-03-06,265864375
2024-03-07,261556125
2024-03-08,261102625
2024-03-11,264050375
2024-03-12,265637625
2024-03-13,265070750
2024-03-14,262123000
2024-03-15,264730625
2024-03-18,262803250
2024-03-19,265070750
2024-03-20,267451625
2024-03-21,267678375
2024-03-22,268018500
2024-03-25,266091125
2024-03-26,265864375
2024-03-27,267905125
2024-03-28,271533125
2024-04-01,276861750
2024-04-02,275954750
2024-04-03,273347125
2024-04-04,271306375
2024-04-05,270172625
2024-04-08,270966250
2024-04-09,274027375
2024-04-10,265637625
2024-04-11,264957375
2024-04-12,258381625
2024-04-15,252599500
2024-04-16,248744750
2024-04-17,251919250
2024-04-18,248177875
2024-04-19,248518000
2024-04-22,251579125
2024-04-23,256340875
2024-04-24,256000749
2024-04-25,258154875
2024-04-26,253619875
2024-04-29,252599500
2024-04-30,249198250
2024-05-01,250898875
2024-05-02,253279750
2024-05-03,257021125
2024-05-06,236553386
2024-05-07,237408696
2024-05-08,235646274
2024-05-09,236060961
2024-05-10,234505883
2024-05-13,232743460
2024-05-14,232847132
2024-05-15,235335258
2024-05-16,234920570
2024-05-17,234505883
2024-05-20,234298539
2024-05-21,235127914
2024-05-22,233780179
2024-05-23,230047990
2024-05-24,222894628
2024-05-28,217814703
2024-05-29,217089000
2024-05-30,219473454
2024-05-31,220199158
2024-06-03,214393530
2024-06-04,215741265
2024-06-05,218644079
2024-06-06,7053008061
2024-06-07,221235877
2024-06-10,217607360
2024-06-11,218229391
2024-06-12,221857908
2024-06-13,218747751
2024-06-14,216881656
2024-06-17,216052281
2024-06-18,215015562
2024-06-20,213667827
2024-06-21,214289858
2024-06-24,215015562
2024-06-25,215222905
2024-06-26,216881656
2024-06-27,219473454
2024-06-28,219991814
2024-07-01,215844937
2024-07-02,216985328
2024-07-03,218436735
2024-07-05,220302830
2024-07-08,221754236
2024-07-09,221028533
2024-07-10,219888142
2024-07-11,218747751
2024-07-12,219473454
2024-07-15,218851423
2024-07-16,220613845
2024-07-17,217089000
2024-07-18,216466968
2024-07-19,214082514
2024-07-22,216674312
2024-07-23,215430249
2024-07-24,209520950
2024-07-25,209106262
2024-07-26,210661341
2024-07-29,212942123
2024-07-30,213253139
2024-07-31,215741265
2024-08-01,212112748
2024-08-02,209209934
2024-08-05,206099776
2024-08-06,209417278
2024-08-07,210868685
2024-08-08,215015562
2024-08-09,215015562
