,NTRS
2013-11-22,13841046800
2013-11-25,13957778520
2013-11-26,13974454480
2013-11-27,14041158320
2013-11-29,14053069720
2013-12-02,13983983600
2013-12-03,13900603800
2013-12-04,13786254360
2013-12-05,13757667000
2013-12-06,13995895000
2013-12-09,14043540600
2013-12-10,13881545560
2013-12-11,13619494760
2013-12-12,13612347920
2013-12-13,13717168240
2013-12-16,13774342960
2013-12-17,13698110000
2013-12-18,14143596360
2013-12-19,14122155840
2013-12-20,14486644680
2013-12-23,14600994120
2013-12-24,14603376400
2013-12-26,14701049880
2013-12-27,14639110600
2013-12-30,14703432160
2013-12-31,14680812465
2014-01-02,14443604314
2014-01-03,14540859656
2014-01-06,14450720558
2014-01-07,14635742916
2014-01-08,14711649525
2014-01-09,14585929204
2014-01-10,14498162189
2014-01-13,14334488564
2014-01-14,14374813950
2014-01-15,14517138841
2014-01-16,14481557618
2014-01-17,14400906847
2014-01-21,14377186032
2014-01-22,14851602334
2014-01-23,14849230252
2014-01-24,14500534270
2014-01-27,14362953543
2014-01-28,14412767254
2014-01-29,14398534765
2014-01-30,14498162189
2014-01-31,14284674853
2014-02-03,13852956018
2014-02-04,14180303266
2014-02-05,14033234213
2014-02-06,14173187022
2014-02-07,14405651010
2014-02-10,14434115988
2014-02-11,14652347487
2014-02-12,14676068302
2014-02-13,14716393688
2014-02-14,14766207399
2014-02-18,14759091155
2014-02-19,14571696715
2014-02-20,14597789612
2014-02-21,14683184546
2014-02-24,14813649029
2014-02-25,14673696220
2014-02-26,14640487079
2014-02-27,14749602829
2014-02-28,14671324139
2014-03-03,14547975900
2014-03-04,14775695725
2014-03-05,14737742421
2014-03-06,14901416045
2014-03-07,15186065827
2014-03-10,15209786642
2014-03-11,14977322654
2014-03-12,14872951067
2014-03-13,14659463731
2014-03-14,14716393688
2014-03-17,14884811475
2014-03-18,14963090165
2014-03-19,15162345011
2014-03-20,15556110542
2014-03-21,15601180091
2014-03-24,15572715113
2014-03-25,15492064341
2014-03-26,15340251125
2014-03-27,15257228272
2014-03-28,15397181081
2014-03-31,15472992808
2014-04-01,15517835222
2014-04-02,15491873824
2014-04-03,15451751665
2014-04-04,15142575024
2014-04-07,14828678129
2014-04-08,14769674953
2014-04-09,14816877494
2014-04-10,14528941996
2014-04-11,14300009674
2014-04-14,14448697677
2014-04-15,14073437479
2014-04-16,13934189985
2014-04-17,14016794431
2014-04-21,14139521036
2014-04-22,14229205863
2014-04-23,14359012850
2014-04-24,14217405228
2014-04-25,14035675447
2014-04-28,13971952017
2014-04-29,14165482434
2014-04-30,14219765355
2014-05-01,14174922942
2014-05-02,14276408404
2014-05-05,14196164085
2014-05-06,14028595066
2014-05-07,14311810309
2014-05-08,14406215391
2014-05-09,14422736280
2014-05-12,14576144537
2014-05-13,14566704029
2014-05-14,14368453358
2014-05-15,14071077352
2014-05-16,14115919766
2014-05-19,14179643196
2014-05-20,14059276717
2014-05-21,14132440655
2014-05-22,14238646371
2014-05-23,14245726753
2014-05-27,14359012850
2014-05-28,14344852088
2014-05-29,14276408404
2014-05-30,14255167261
2014-06-02,14356652723
2014-06-03,14382614120
2014-06-04,14465218566
2014-06-05,14545462885
2014-06-06,14682350253
2014-06-09,14783835715
2014-06-10,14795636351
2014-06-11,14656388856
2014-06-12,14679990126
2014-06-13,14682350253
2014-06-16,14691790761
2014-06-17,15078851594
2014-06-18,15196857946
2014-06-19,15133134516
2014-06-20,15173256675
2014-06-23,15130774389
2014-06-24,15076491467
2014-06-25,15140214897
2014-06-26,15121333881
2014-06-27,15211018708
2014-06-30,15134366089
2014-07-01,15202719402
2014-07-02,15099010928
2014-07-03,15294642821
2014-07-07,15273429724
2014-07-08,15113152993
2014-07-09,15089582885
2014-07-10,15044799681
2014-07-11,15181506305
2014-07-14,15186220326
2014-07-15,15198005380
2014-07-16,15198005380
2014-07-17,15165007229
2014-07-18,15325283961
2014-07-21,15436063467
2014-07-22,15572770091
2014-07-23,15648194435
2014-07-24,15817899210
2014-07-25,15822613231
2014-07-28,15834398285
2014-07-29,15817899210
2014-07-30,15999389038
2014-07-31,15766044973
2014-08-01,15589269166
2014-08-04,15674121554
2014-08-05,15480846671
2014-08-06,15532700908
2014-08-07,15483203682
2014-08-08,15586912155
2014-08-11,15615196285
2014-08-12,15659979489
2014-08-13,15740117855
2014-08-14,15787258070
2014-08-15,15695334650
2014-08-18,15827327253
2014-08-19,15782544048
2014-08-20,15846183339
2014-08-21,16025316157
2014-08-22,16088955447
2014-08-25,16249232179
2014-08-26,16249232179
2014-08-27,16256303211
2014-08-28,16216234028
2014-08-29,16345869620
2014-09-02,16378867771
2014-09-03,16357654674
2014-09-04,16279873319
2014-09-05,16291658373
2014-09-08,16173807835
2014-09-09,16091312458
2014-09-10,16228019082
2014-09-11,16279873319
2014-09-12,16393009835
2014-09-15,16343512609
2014-09-16,16305800437
2014-09-17,16475505212
2014-09-18,16576856675
2014-09-19,16411865921
2014-09-22,16388295814
2014-09-23,16275159297
2014-09-24,16312871469
2014-09-25,16046529254
2014-09-26,16180878867
2014-09-29,16081884415
2014-09-30,15948204870
2014-10-01,15767694540
2014-10-02,15793481730
2014-10-03,15969303480
2014-10-06,15992746380
2014-10-07,15627037140
2014-10-08,15795826019
2014-10-09,15341033760
2014-10-10,15132391950
2014-10-13,14956570200
2014-10-14,14954225910
2014-10-15,14672911110
2014-10-16,14712764040
2014-10-17,14839355700
2014-10-20,14912028690
2014-10-21,15348066630
2014-10-22,14511155100
2014-10-23,14736206940
2014-10-24,14919061560
2014-10-27,14919061560
2014-10-28,15045653220
2014-10-29,15261327899
2014-10-30,15291803670
2014-10-31,15542642700
2014-11-03,15423083910
2014-11-04,15451215390
2014-11-05,15540298410
2014-11-06,15666890070
2014-11-07,15683300100
2014-11-10,15760661670
2014-11-11,15842711820
2014-11-12,15908351940
2014-11-13,15828646080
2014-11-14,15891941910
2014-11-17,15901319070
2014-11-18,15969303480
2014-11-19,15973992060
2014-11-20,16013844990
2014-11-21,15922417680
2014-11-24,15880220459
2014-11-25,15906007649
2014-11-26,15849744690
2014-11-28,15877876170
2014-12-01,15655168620
2014-12-02,15863810430
2014-12-03,15903663360
2014-12-04,15830990370
2014-12-05,16025566440
2014-12-08,16098239430
2014-12-09,16030255019
2014-12-10,15727841610
2014-12-11,15673922940
2014-12-12,15448871100
2014-12-15,15390263850
2014-12-16,15174589170
2014-12-17,15556708440
2014-12-18,15948204870
2014-12-19,15777071700
2014-12-22,15908351940
2014-12-23,16105272300
2014-12-24,16018533570
2014-12-26,15976336350
2014-12-29,16013844990
2014-12-30,15959926320
2014-12-31,15729890723
2015-01-02,15764897898
2015-01-05,15186112601
2015-01-06,14759025064
2015-01-07,14997073855
2015-01-08,15230455023
2015-01-09,14962066680
2015-01-12,14782363181
2015-01-13,14810368921
2015-01-14,14527977708
2015-01-15,14420622370
2015-01-16,14539646766
2015-01-20,14572320129
2015-01-21,15477839061
2015-01-22,15869919424
2015-01-23,15608532515
2015-01-26,15778900768
2015-01-27,15475505250
2015-01-28,15132434933
2015-01-29,15498843366
2015-01-30,15258460763
2015-02-02,15545519600
2015-02-03,15902592787
2015-02-04,15811574132
2015-02-05,15988943819
2015-02-06,16245663104
2015-02-09,16089297721
2015-02-10,16313343643
2015-02-11,16472042837
2015-02-12,16474376649
2015-02-13,16355352253
2015-02-17,16385691805
2015-02-18,16145309202
2015-02-19,16250330727
2015-02-20,16355352253
2015-02-23,16369355123
2015-02-24,16591067233
2015-02-25,16595734856
2015-02-26,16378690370
2015-02-27,16297006961
2015-03-02,16455706155
2015-03-03,16376356558
2015-03-04,16189651624
2015-03-05,16215323552
2015-03-06,16420698980
2015-03-09,16455706155
2015-03-10,16191985435
2015-03-11,16294673149
2015-03-12,16546724811
2015-03-13,16539723376
2015-03-16,16773104544
2015-03-17,16824448401
2015-03-18,16642411090
2015-03-19,16553726246
2015-03-20,16651746336
2015-03-23,16504716200
2015-03-24,16250330727
2015-03-25,16068293416
2015-03-26,16247996916
2015-03-27,16180316377
2015-03-30,16320345078
2015-03-31,16238829243
2015-04-01,16332088851
2015-04-02,16483635714
2015-04-06,16423016968
2015-04-07,16553580420
2015-04-08,16595547243
2015-04-09,16602541714
2015-04-10,16520939557
2015-04-13,16660828969
2015-04-14,16632851086
2015-04-15,16588552773
2015-04-16,16555911910
2015-04-17,16280796066
2015-04-20,16374055674
2015-04-21,16761083047
2015-04-22,17218055127
2015-04-23,17204066185
2015-04-24,17043193361
2015-04-27,17022209950
2015-04-28,17145778930
2015-04-29,17192408734
2015-04-30,17054850813
2015-05-01,17183082774
2015-05-04,17381259441
2015-05-05,17383590931
2015-05-06,17306651754
2015-05-07,17402242852
2015-05-08,17544463755
2015-05-11,17497833951
2015-05-12,17402242852
2015-05-13,17423226264
2015-05-14,17488507990
2015-05-15,17420894774
2015-05-18,17649380814
2015-05-19,17754297873
2015-05-20,17756629363
2015-05-21,17726319990
2015-05-22,17616739951
2015-05-26,17437215205
2015-05-27,17605082500
2015-05-28,17637723363
2015-05-29,17381259441
2015-06-01,17311314735
2015-06-02,17346287088
2015-06-03,17509491402
2015-06-04,17315977715
2015-06-05,17544463755
2015-06-08,17640054853
2015-06-09,17691347637
2015-06-10,18013093285
2015-06-11,18069049050
2015-06-12,18090032461
2015-06-15,18008430304
2015-06-16,18029413716
2015-06-17,17924496657
2015-06-18,18115678854
2015-06-19,18083037991
2015-06-22,18234584854
2015-06-23,18278883168
2015-06-24,18118010344
2015-06-25,18113347363
2015-06-26,18334838932
2015-06-29,17784607245
2015-06-30,17756437311
2015-07-01,17870230854
2015-07-02,17807528289
2015-07-06,17647288402
2015-07-07,17619420596
2015-07-08,17196758866
2015-07-09,17356998752
2015-07-10,17737858773
2015-07-13,17918999515
2015-07-14,17937578052
2015-07-15,18046726961
2015-07-16,18267347095
2015-07-17,18095495622
2015-07-20,18193032944
2015-07-21,18125685746
2015-07-22,18107107208
2015-07-23,18114074160
2015-07-24,17874875488
2015-07-27,17596197424
2015-07-28,17765726580
2015-07-29,17823784510
2015-07-30,17942222687
2015-07-31,17763404262
2015-08-03,17793594386
2015-08-04,17928288784
2015-08-05,17930611101
2015-08-06,17916677198
2015-08-07,18035115375
2015-08-10,18237156971
2015-08-11,18037437692
2015-08-12,17788949752
2015-08-13,17879520122
2015-08-14,18044404644
2015-08-17,18028148423
2015-08-18,18021181472
2015-08-19,17960801224
2015-08-20,17424345951
2015-08-21,16841444334
2015-08-24,15596682315
2015-08-25,15153119730
2015-08-26,15796401594
2015-08-27,16272476620
2015-08-28,16288732840
2015-08-31,16219063324
2015-09-01,15791756960
2015-09-02,16007732459
2015-09-03,16123848319
2015-09-04,15856781841
2015-09-08,16383947846
2015-09-09,16179583932
2015-09-10,16232997228
2015-09-11,16263187351
2015-09-14,16260865034
2015-09-15,16439683458
2015-09-16,16439683458
2015-09-17,16121526002
2015-09-18,15589715363
2015-09-21,15882327330
2015-09-22,15638484024
2015-09-23,15673318782
2015-09-24,15587393046
2015-09-25,16035600266
2015-09-28,15594359998
2015-09-29,15617583170
2015-09-30,15703450560
2015-10-01,15714970109
2015-10-02,15526049490
2015-10-05,15846292980
2015-10-06,15747224849
2015-10-07,15896979000
2015-10-08,15924625920
2015-10-09,15777175680
2015-10-12,15850900800
2015-10-13,15767960040
2015-10-14,15592862880
2015-10-15,16000654950
2015-10-16,15922322010
2015-10-19,15744920940
2015-10-20,16028301869
2015-10-21,15332521050
2015-10-22,15689627099
2015-10-23,15936145470
2015-10-26,15873939900
2015-10-27,15880851630
2015-10-28,16459133040
2015-10-29,16362368820
2015-10-30,16217222490
2015-11-02,16424574390
2015-11-03,16525946430
2015-11-04,16627318470
2015-11-05,16883052480
2015-11-06,17272413270
2015-11-09,17058149640
2015-11-10,17237854620
2015-11-11,17267805450
2015-11-12,17037414450
2015-11-13,16871532930
2015-11-16,17051237910
2015-11-17,17044326180
2015-11-18,17454422160
2015-11-19,17371481400
2015-11-20,17426775240
2015-11-23,17325403200
2015-11-24,17302364100
2015-11-25,17279325000
2015-11-27,17403736140
2015-11-30,17265501540
2015-12-01,17283932820
2015-12-02,17095012200
2015-12-03,16765553070
2015-12-04,17401432230
2015-12-07,17189472510
2015-12-08,17122659119
2015-12-09,16698739680
2015-12-10,16618102829
2015-12-11,16152713010
2015-12-14,16134281730
2015-12-15,16744817880
2015-12-16,17060453550
2015-12-17,16581240270
2015-12-18,16141193460
2015-12-21,16392319650
2015-12-22,16597367640
2015-12-23,16841582099
2015-12-24,16809327359
2015-12-28,16795503900
2015-12-29,16952169780
2015-12-30,16779376530
2015-12-31,16481150126
2016-01-04,16138221492
2016-01-05,16161083401
2016-01-06,15777003331
2016-01-07,15358630399
2016-01-08,15072856537
2016-01-11,15063711774
2016-01-12,15159731791
2016-01-13,14803086012
2016-01-14,15029418910
2016-01-15,14581325496
2016-01-19,14615618359
2016-01-20,14044070637
2016-01-21,13490812441
2016-01-22,13813165357
2016-01-25,13440516242
2016-01-26,13682852476
2016-01-27,13673707713
2016-01-28,13664562949
2016-01-29,14192673045
2016-02-01,14002919201
2016-02-02,13543394832
2016-02-03,13593691031
2016-02-04,13794875830
2016-02-05,13721717721
2016-02-08,13195893817
2016-02-09,13257620971
2016-02-10,13008426164
2016-02-11,12459740350
2016-02-12,12996995209
2016-02-16,13317061934
2016-02-17,13627983895
2016-02-18,13506815778
2016-02-19,13575401504
2016-02-22,13922902520
2016-02-23,13657704376
2016-02-24,13424512906
2016-02-25,13607408177
2016-02-26,13772013921
2016-02-29,13575401504
2016-03-01,14288693062
2016-03-02,14455584997
2016-03-03,14729927904
2016-03-04,15011129383
2016-03-07,15063711774
2016-03-08,14622476932
2016-03-09,14549318823
2016-03-10,14540174060
2016-03-11,15022560338
2016-03-14,14963119375
2016-03-15,14860240785
2016-03-16,14789368867
2016-03-17,14896819839
2016-03-18,15098004637
2016-03-21,15118580355
2016-03-22,15114007973
2016-03-23,15004270811
2016-03-24,14910536984
2016-03-28,14873957930
2016-03-29,14853382212
2016-03-30,14969977947
2016-03-31,14828501634
2016-04-01,14983225910
2016-04-04,14944544841
2016-04-05,14689704856
2016-04-06,14830776991
2016-04-07,14339299877
2016-04-08,14393908445
2016-04-11,14534980579
2016-04-12,14826226277
2016-04-13,15383688744
2016-04-14,15467876953
2016-04-15,15376862673
2016-04-18,15538413021
2016-04-19,16346164759
2016-04-20,16439454397
2016-04-21,16332512617
2016-04-22,16464483324
2016-04-25,16307483690
2016-04-26,16489512251
2016-04-27,16444005111
2016-04-28,16293831548
2016-04-29,16173237627
2016-05-02,16350715473
2016-05-03,15991209066
2016-05-04,15775050150
2016-05-05,15697688011
2016-05-06,15704514083
2016-05-09,15636253372
2016-05-10,15991209066
2016-05-11,15795528363
2016-05-12,15804629791
2016-05-13,15579369447
2016-05-16,15697688011
2016-05-17,15684035869
2016-05-18,16275628692
2016-05-19,16155034771
2016-05-20,16355266187
2016-05-23,16227846195
2016-05-24,16525917963
2016-05-25,16851294016
2016-05-26,16785308662
2016-05-27,16892250442
2016-05-31,16860395444
2016-06-01,16842192588
2016-06-02,16917279369
2016-06-03,16455381896
2016-06-06,16680642240
2016-06-07,16521367249
2016-06-08,16537294748
2016-06-09,16352990830
2016-06-10,16150484056
2016-06-13,16079947989
2016-06-14,15797803720
2016-06-15,15866064430
2016-06-16,15763673365
2016-06-17,15763673365
2016-06-20,15811455862
2016-06-21,15820557290
2016-06-22,15788702292
2016-06-23,16277904049
2016-06-24,14903588415
2016-06-27,14032126680
2016-06-28,14464444512
2016-06-29,14851255204
2016-06-30,15010546098
2016-07-01,14777209809
2016-07-05,14396622465
2016-07-06,14378499258
2016-07-07,14389826262
2016-07-08,14618631749
2016-07-11,14731901792
2016-07-12,15017342300
2016-07-13,14922195464
2016-07-14,15128346943
2016-07-15,15182716563
2016-07-18,15273332598
2016-07-19,15203105171
2016-07-20,15058119516
2016-07-21,15117019938
2016-07-22,15196308968
2016-07-25,15203105171
2016-07-26,15422849054
2016-07-27,15513465089
2016-07-28,15345825425
2016-07-29,15311844412
2016-08-01,15198574369
2016-08-02,14999219094
2016-08-03,15180451162
2016-08-04,15128346943
2016-08-05,15662981546
2016-08-08,15676573951
2016-08-09,15674308550
2016-08-10,15486280278
2016-08-11,15547446102
2016-08-12,15366214033
2016-08-15,15481749477
2016-08-16,15445503063
2016-08-17,15477218675
2016-08-18,15468157072
2016-08-19,15533853697
2016-08-22,15547446102
2016-08-23,15556507705
2016-08-24,15490811080
2016-08-25,15592754119
2016-08-26,15710554964
2016-08-29,15832886610
2016-08-30,16043568890
2016-08-31,15991464670
2016-09-01,15950687455
2016-09-02,16005057075
2016-09-06,15826090407
2016-09-07,15787578593
2016-09-08,15819294205
2016-09-09,15619938929
2016-09-12,15794374795
2016-09-13,15581427115
2016-09-14,15508934287
2016-09-15,15717351166
2016-09-16,15486280278
2016-09-19,15520261291
2016-09-20,15547446102
2016-09-21,15667512347
2016-09-22,15721881968
2016-09-23,15701493360
2016-09-26,15282394201
2016-09-27,15302782809
2016-09-28,15311844412
2016-09-29,15110223736
2016-09-30,15477107619
2016-10-03,15513529700
2016-10-04,15895961540
2016-10-05,16367172200
2016-10-06,16399041520
2016-10-07,16378554100
2016-10-10,16405870659
2016-10-11,16178232659
2016-10-12,16187338180
2016-10-13,15891408780
2016-10-14,16068966420
2016-10-17,15996122260
2016-10-18,16150916100
2016-10-19,16191890939
2016-10-20,16157745240
2016-10-21,16157745240
2016-10-24,16157745240
2016-10-25,16007504159
2016-10-26,16267011479
2016-10-27,16480991200
2016-10-28,16480991200
2016-10-31,16485543960
2016-11-01,16553835360
2016-11-02,16394488760
2016-11-03,16476438439
2016-11-04,16408147040
2016-11-07,16845212000
2016-11-08,16840659240
2016-11-09,17562271700
2016-11-10,17874135760
2016-11-11,18183723440
2016-11-14,18852979160
2016-11-15,18887124860
2016-11-16,18447783520
2016-11-17,18552497000
2016-11-18,18552497000
2016-11-21,18641275820
2016-11-22,18645828580
2016-11-23,18670868760
2016-11-25,18700461700
2016-11-28,18345346420
2016-11-29,18470547320
2016-11-30,18700461700
2016-12-01,19444837960
2016-12-02,19237687380
2016-12-05,19440285200
2016-12-06,19663370440
2016-12-07,20330349780
2016-12-08,20435063260
2016-12-09,20344008060
2016-12-12,20216530780
2016-12-13,20259782000
2016-12-14,20145963000
2016-12-15,20501078280
2016-12-16,20136857480
2016-12-19,20184661460
2016-12-20,20521565700
2016-12-21,20505631040
2016-12-22,20419128600
2016-12-23,20380430140
2016-12-27,20450997920
2016-12-28,20307585980
2016-12-29,20175555940
2016-12-30,20271163900
2017-01-03,20532897165
2017-01-04,20727597774
2017-01-05,20638264554
2017-01-06,20578709073
2017-01-09,20393170846
2017-01-10,20448145135
2017-01-11,20619939790
2017-01-12,20567256096
2017-01-13,20658879912
2017-01-17,20191598451
2017-01-18,19238710764
2017-01-19,19131052780
2017-01-20,19094403254
2017-01-23,18936352171
2017-01-24,19124180994
2017-01-25,19257035527
2017-01-26,19229548383
2017-01-27,19167702307
2017-01-30,19046300751
2017-01-31,19002779438
2017-02-01,19082950277
2017-02-02,18970711102
2017-02-03,19332625176
2017-02-06,19366984107
2017-02-07,19323462794
2017-02-08,19241001360
2017-02-09,19586881265
2017-02-10,19554812929
2017-02-13,19763257111
2017-02-14,20061034513
2017-02-15,20308418816
2017-02-16,20006060223
2017-02-17,19973991888
2017-02-21,20170983092
2017-02-22,20042709750
2017-02-23,20086231062
2017-02-24,19939632957
2017-02-27,20049581536
2017-02-28,20008350819
2017-03-01,20480213471
2017-03-02,20235119763
2017-03-03,20319871793
2017-03-06,20090812253
2017-03-07,20246572740
2017-03-08,20367974296
2017-03-09,20477922876
2017-03-10,20455016922
2017-03-13,20571837287
2017-03-14,20551221928
2017-03-15,20507700616
2017-03-16,20613068004
2017-03-17,20313000007
2017-03-20,20161820710
2017-03-21,19774710088
2017-03-22,19829684377
2017-03-23,19868624499
2017-03-24,19641855555
2017-03-27,19486095067
2017-03-28,19742641752
2017-03-29,19726607584
2017-03-30,19971701292
2017-03-31,19843835653
2017-04-03,19761324902
2017-04-04,19775076694
2017-04-05,19653602533
2017-04-06,19802580278
2017-04-07,19731529353
2017-04-10,19600887331
2017-04-11,19857587445
2017-04-12,19658186463
2017-04-13,19488581030
2017-04-17,19807164209
2017-04-18,19655894498
2017-04-19,19713193631
2017-04-20,20043236635
2017-04-21,20022608948
2017-04-24,20485585940
2017-04-25,20760621777
2017-04-26,21012737962
2017-04-27,20976066517
2017-04-28,20627687790
2017-05-01,20657483339
2017-05-02,20540593108
2017-05-03,20675819061
2017-05-04,20751453916
2017-05-05,20749161951
2017-05-08,20840840563
2017-05-09,20808753049
2017-05-10,20813336980
2017-05-11,20698738714
2017-05-12,20549760969
2017-05-15,20662067269
2017-05-16,20765205708
2017-05-17,19655894498
2017-05-18,19880507098
2017-05-19,19926346405
2017-05-22,20095951838
2017-05-23,20306812646
2017-05-24,20263265305
2017-05-25,20233469756
2017-05-26,20327440334
2017-05-30,20192214381
2017-05-31,20040944670
2017-06-01,20398491259
2017-06-02,20286184958
2017-06-05,20336608195
2017-06-06,20082200046
2017-06-07,20444330565
2017-06-08,20648315477
2017-06-09,21028781719
2017-06-12,21065453164
2017-06-13,21253394319
2017-06-14,21397788134
2017-06-15,21519262295
2017-06-16,21670532006
2017-06-19,21842429404
2017-06-20,21691159693
2017-06-21,21633860561
2017-06-22,21622400734
2017-06-23,21546765879
2017-06-26,21590313220
2017-06-27,21869932988
2017-06-28,22154136686
2017-06-29,22232063507
2017-06-30,22164936283
2017-07-03,22433989105
2017-07-05,22568515516
2017-07-06,22240179869
2017-07-07,22374706280
2017-07-10,22470470844
2017-07-11,22322263781
2017-07-12,22340504650
2017-07-13,22388386932
2017-07-14,22370146063
2017-07-17,22351905193
2017-07-18,22201418022
2017-07-19,20340849355
2017-07-20,19950950775
2017-07-21,20028474469
2017-07-24,20042155121
2017-07-25,20099157837
2017-07-26,20042155121
2017-07-27,19987432513
2017-07-28,19896228167
2017-07-31,19953230883
2017-08-01,20090037403
2017-08-02,20090037403
2017-08-03,20060395990
2017-08-04,20290686965
2017-08-07,20131079359
2017-08-08,20245084792
2017-08-09,20347689681
2017-08-10,19882547515
2017-08-11,19871146971
2017-08-14,20210883162
2017-08-15,20222283705
2017-08-16,20402412289
2017-08-17,19934990014
2017-08-18,20048995447
2017-08-21,20035314795
2017-08-22,20306647725
2017-08-23,20340849355
2017-08-24,20463975223
2017-08-25,20459415006
2017-08-28,20283846639
2017-08-29,20188082075
2017-08-30,20135639576
2017-08-31,20178961641
2017-09-01,20283846639
2017-09-05,19725220017
2017-09-06,19743460886
2017-09-07,19800463603
2017-09-08,20169841206
2017-09-11,20527818265
2017-09-12,20650944133
2017-09-13,20126519141
2017-09-14,20021634143
2017-09-15,20055835773
2017-09-18,20188082075
2017-09-19,20197202510
2017-09-20,20448014462
2017-09-21,20712507067
2017-09-22,20616742503
2017-09-25,20381891311
2017-09-26,20491336527
2017-09-27,20904036194
2017-09-28,20961038911
2017-09-29,20961038911
2017-10-02,20978167500
2017-10-03,20953220490
2017-10-04,20787663060
2017-10-05,21084759270
2017-10-06,21152796570
2017-10-09,21012186150
2017-10-10,21152796570
2017-10-11,21257120430
2017-10-12,21170939850
2017-10-13,21089295090
2017-10-16,20846628720
2017-10-17,20660660100
2017-10-18,21449892780
2017-10-19,21540609180
2017-10-20,21606378570
2017-10-23,21638129310
2017-10-24,21873991950
2017-10-25,21490715160
2017-10-26,21663076320
2017-10-27,21479375610
2017-10-30,21465768150
2017-10-31,21209494320
2017-11-01,21184547310
2017-11-02,21320621910
2017-11-03,21406802490
2017-11-06,21368248020
2017-11-07,20957756310
2017-11-08,21062080170
2017-11-09,20901058560
2017-11-10,20980435410
2017-11-13,20969095860
2017-11-14,21009918240
2017-11-15,21155064480
2017-11-16,21252584610
2017-11-17,21334229370
2017-11-20,21415874130
2017-11-21,21422677860
2017-11-22,21406802490
2017-11-24,21377319660
2017-11-27,21343301010
2017-11-28,21837705390
2017-11-29,22279947840
2017-11-30,22175623980
2017-12-01,22148409060
2017-12-04,22440969450
2017-12-05,21987387450
2017-12-06,21885331500
2017-12-07,22071300120
2017-12-08,22164284430
2017-12-11,22125729960
2017-12-12,22350253050
2017-12-13,22107586680
2017-12-14,21905742690
2017-12-15,22191499350
2017-12-18,22359324690
2017-12-19,22230053820
2017-12-20,22325306040
2017-12-21,22690439550
2017-12-22,22447773180
2017-12-26,22384271700
2017-12-27,22379735880
2017-12-28,22751673120
2017-12-29,22654152990
2018-01-02,22446248869
2018-01-03,22579400758
2018-01-04,22917922508
2018-01-05,23019479034
2018-01-08,23132319617
2018-01-09,23529518471
2018-01-10,23868040221
2018-01-11,23910919643
2018-01-12,24206561972
2018-01-16,24059869213
2018-01-17,24123059940
2018-01-18,23782281378
2018-01-19,24032787473
2018-01-22,24244927770
2018-01-23,24123059940
2018-01-24,23960569500
2018-01-25,23698779346
2018-01-26,23962826312
2018-01-29,24134343998
2018-01-30,23852242540
2018-01-31,23784538190
2018-02-01,24098235012
2018-02-02,23613020503
2018-02-05,22509439596
2018-02-06,22875043087
2018-02-07,22732863951
2018-02-08,21710528265
2018-02-09,21976832042
2018-02-12,22423680753
2018-02-13,22421423941
2018-02-14,23175199039
2018-02-15,23441502816
2018-02-16,23664927171
2018-02-20,23633331808
2018-02-21,23782281378
2018-02-22,23497923108
2018-02-23,24048585155
2018-02-26,24563138216
2018-02-27,24281036757
2018-02-28,23892865150
2018-03-01,23396366582
2018-03-02,23631074996
2018-03-05,24003448922
2018-03-06,24084694142
2018-03-07,24287807192
2018-03-08,24321659367
2018-03-09,24982905186
2018-03-12,24714344598
2018-03-13,24497690677
2018-03-14,24032787473
2018-03-15,23944771818
2018-03-16,24195277914
2018-03-19,24084694142
2018-03-20,24001192110
2018-03-21,24136600810
2018-03-22,23134576429
2018-03-23,22443992058
2018-03-26,23425705134
2018-03-27,22924692943
2018-03-28,22823136418
2018-03-29,23274498752
2018-04-02,22736891701
2018-04-03,23297410676
2018-04-04,23496955432
2018-04-05,23420724851
2018-04-06,22683081880
2018-04-09,22875900407
2018-04-10,23149433667
2018-04-11,22938678532
2018-04-12,23550765253
2018-04-13,23297410676
2018-04-16,23517134115
2018-04-17,23866897955
2018-04-18,23835508892
2018-04-19,24248050858
2018-04-20,24135947063
2018-04-23,24077653090
2018-04-24,23999180433
2018-04-25,23952096839
2018-04-26,24086621393
2018-04-27,24106800076
2018-04-30,23934160232
2018-05-01,23745825856
2018-05-02,23443145610
2018-05-03,23313105208
2018-05-04,23505923735
2018-05-07,23622511682
2018-05-08,23642690365
2018-05-09,23817572285
2018-05-10,24191998961
2018-05-11,24420690702
2018-05-14,24357912577
2018-05-15,24194241036
2018-05-16,24257019162
2018-05-17,24362396729
2018-05-18,24174062353
2018-05-21,24315313135
2018-05-22,24310828983
2018-05-23,24180788581
2018-05-24,24109042152
2018-05-25,23902771169
2018-05-29,22936436457
2018-05-30,23254811234
2018-05-31,22985762126
2018-06-01,23712194718
2018-06-04,23611301302
2018-06-05,23550765253
2018-06-06,23934160232
2018-06-07,24012632889
2018-06-08,23972275522
2018-06-11,23878108335
2018-06-12,23929676080
2018-06-13,23831024741
2018-06-14,23979001750
2018-06-15,23965549295
2018-06-18,24014874964
2018-06-19,24169578202
2018-06-20,24162851974
2018-06-21,24153883670
2018-06-22,24057474407
2018-06-25,23523860342
2018-06-26,23458840141
2018-06-27,23183064806
2018-06-28,23252569158
2018-06-29,23068718935
2018-07-02,23138499743
2018-07-03,22824855400
2018-07-05,22791488980
2018-07-06,22840426395
2018-07-09,23507754786
2018-07-10,23358718112
2018-07-11,23158519595
2018-07-12,23162968451
