,SEDG
2020-01-07,5007379899
2020-01-08,5123967878
2020-01-09,5054113477
2020-01-10,5141677444
2020-01-13,5070839179
2020-01-14,5117080824
2020-01-15,5096911596
2020-01-16,5052145748
2020-01-17,5152991890
2020-01-21,5289749097
2020-01-22,5335498810
2020-01-23,5348780985
2020-01-24,5417651521
2020-01-27,4734849350
2020-01-28,5084613286
2020-01-29,5052637680
2020-01-30,5077726232
2020-01-31,4814050466
2020-02-03,4967533375
2020-02-04,5303523204
2020-02-05,5139217782
2020-02-06,5113145365
2020-02-07,4949823808
2020-02-10,5047226424
2020-02-11,5215959237
2020-02-12,5502755826
2020-02-13,5468320558
2020-02-14,5470780220
2020-02-18,5331563351
2020-02-19,6287879936
2020-02-20,6995278727
2020-02-21,6988883606
2020-02-24,6672079141
2020-02-25,6542700920
2020-02-26,6513676908
2020-02-27,6195888578
2020-02-28,6135380892
2020-03-02,6331169987
2020-03-03,6329202258
2020-03-04,6676014600
2020-03-05,6766038229
2020-03-06,6559426621
2020-03-09,5492917178
2020-03-10,5751673620
2020-03-11,5219894696
2020-03-12,4462810732
2020-03-13,4481996096
2020-03-16,3993999155
2020-03-17,4167159360
2020-03-18,3774597305
2020-03-19,3778532764
2020-03-20,3424341436
2020-03-23,3417946315
2020-03-24,4196675304
2020-03-25,4422472276
2020-03-26,4449528558
2020-03-27,4052047178
2020-03-30,4016136113
2020-03-31,4076525661
2020-04-01,3924178708
2020-04-02,3832073524
2020-04-03,3708104925
2020-04-06,4239327797
2020-04-07,4421048836
2020-04-08,4633637559
2020-04-09,4811375671
2020-04-13,4590821095
2020-04-14,4912940306
2020-04-15,4580863777
2020-04-16,4729227804
2020-04-17,4834277500
2020-04-20,4663011644
2020-04-21,4315999140
2020-04-22,4755116828
2020-04-23,5013509210
2020-04-24,5015002807
2020-04-27,5212157688
2020-04-28,5466069276
2020-04-29,6094873858
2020-04-30,5555685131
2020-05-01,5225600066
2020-05-04,5334134824
2020-05-05,5369981165
2020-05-06,6260663189
2020-05-07,5463579947
2020-05-08,5890748855
2020-05-11,6120762882
2020-05-12,6024176906
2020-05-13,5861374769
2020-05-14,5948501295
2020-05-15,5996296417
2020-05-18,6372683008
2020-05-19,6714218987
2020-05-20,6833208928
2020-05-21,6796366854
2020-05-22,6491672948
2020-05-26,6797860452
2020-05-27,6832711062
2020-05-28,6735627219
2020-05-29,7064716553
2020-06-01,7502838510
2020-06-02,7416707716
2020-06-03,7497361985
2020-06-04,7089609846
2020-06-05,7382354972
2020-06-08,7512297961
2020-06-09,7410235460
2020-06-10,7337049178
2020-06-11,6904901612
2020-06-12,7072184541
2020-06-15,7378372045
2020-06-16,7622326316
2020-06-17,7232497348
2020-06-18,7517774486
2020-06-19,7647219609
2020-06-22,7616351926
2020-06-23,7534701925
2020-06-24,7392312289
2020-06-25,6829474934
2020-06-26,6448856484
2020-06-29,6823749477
2020-06-30,7012510516
2020-07-01,7144393010
2020-07-02,7231304079
2020-07-06,7522860396
2020-07-07,7406136809
2020-07-08,7979648802
2020-07-09,7942256831
2020-07-10,8056453933
2020-07-13,7815932603
2020-07-14,8499094026
2020-07-15,8835116471
2020-07-16,8324766592
2020-07-17,8669884381
2020-07-20,8908384523
2020-07-21,8609248752
2020-07-22,8875540224
2020-07-23,8907879226
2020-07-24,8670894975
2020-07-27,9132736351
2020-07-28,8617333503
2020-07-29,8931628181
2020-07-30,8855833644
2020-07-31,8847748894
2020-08-03,8769933169
2020-08-04,9911398889
2020-08-05,10917445037
2020-08-06,10425285847
2020-08-07,10685513755
2020-08-10,10687029646
2020-08-11,10312099339
2020-08-12,10872978909
2020-08-13,11378275819
2020-08-14,11076613564
2020-08-17,11082677127
2020-08-18,11067012922
2020-08-19,11152408100
2020-08-20,10975048885
2020-08-21,10777477793
2020-08-24,10653680050
2020-08-25,10770908933
2020-08-26,10859841189
2020-08-27,10633468174
2020-08-28,11176662352
2020-08-31,11174641164
2020-09-01,11306523658
2020-09-02,11133206818
2020-09-03,9876028105
2020-09-04,9833583165
2020-09-08,9552638083
2020-09-09,9780526989
2020-09-10,9449052217
2020-09-11,9295441956
2020-09-14,9909882998
2020-09-15,10055408509
2020-09-16,10194870456
2020-09-17,9450568107
2020-09-18,9409133761
2020-09-21,9621358463
2020-09-22,9358098773
2020-09-23,9572344663
2020-09-24,9688057655
2020-09-25,10154446703
2020-09-28,11030126248
2020-09-29,11697623466
2020-09-30,12376674362
2020-10-01,12922940837
2020-10-02,13063661574
2020-10-05,14154636729
2020-10-06,14117249670
2020-10-07,15845362625
2020-10-08,15006750119
2020-10-09,15855747919
2020-10-12,15470972769
2020-10-13,15559767035
2020-10-14,15812648948
2020-10-15,15707757477
2020-10-16,15682832771
2020-10-19,16050472186
2020-10-20,16086820715
2020-10-21,14518122026
2020-10-22,14559663203
2020-10-23,14688960116
2020-10-26,14175926583
2020-10-27,13596427166
2020-10-28,13699760843
2020-10-29,14024820552
2020-10-30,13380932311
2020-11-02,13901754816
2020-11-03,10716065820
2020-11-04,10725931849
2020-11-05,12131581419
2020-11-06,12333056127
2020-11-09,12073943036
2020-11-10,11709938475
2020-11-11,12212586714
2020-11-12,11797694211
2020-11-13,11506905973
2020-11-16,11853774799
2020-11-17,12108214507
2020-11-18,12089520978
2020-11-19,12672655247
2020-11-20,13396510253
2020-11-23,13750129520
2020-11-24,13966662904
2020-11-25,14330148201
2020-11-27,14966766736
2020-11-30,14434520408
2020-12-01,14231487906
2020-12-02,14201889818
2020-12-03,14141135847
2020-12-04,14122442317
2020-12-07,14452175408
2020-12-08,14791774529
2020-12-09,14111537758
2020-12-10,14200851289
2020-12-11,15137085561
2020-12-14,15231072473
2020-12-15,16292968805
2020-12-16,16082666598
2020-12-17,15873922184
2020-12-18,16330875129
2020-12-21,16544812190
2020-12-22,16747325426
2020-12-23,16823138074
2020-12-24,16828849986
2020-12-28,16533907631
2020-12-29,15991795273
2020-12-30,16569736896
2020-12-31,16507119601
2021-01-04,16105200827
2021-01-05,16387630236
2021-01-06,18007719813
2021-01-07,18930529458
2021-01-08,18420501257
2021-01-11,18210489645
2021-01-12,17913059407
2021-01-13,17349235129
2021-01-14,17349235129
2021-01-15,14600462455
2021-01-19,15262050759
2021-01-20,15372229265
2021-01-21,16406769225
2021-01-22,16610573597
2021-01-25,16041576619
2021-01-26,15346365766
2021-01-27,14768575198
2021-01-28,16021920360
2021-01-29,14914445333
2021-02-01,15560515538
2021-02-02,15882774735
2021-02-03,15884326545
2021-02-04,15606035296
2021-02-05,15944329863
2021-02-08,16492118772
2021-02-09,16858863188
2021-02-10,16573330159
2021-02-11,17110256398
2021-02-12,17115946368
2021-02-16,17139740787
2021-02-17,17318198930
2021-02-18,16350386797
2021-02-19,16655576086
2021-02-22,14933584322
2021-02-23,15289466068
2021-02-24,15939674433
2021-02-25,14707537341
2021-02-26,15430680773
2021-03-01,15929329034
2021-03-02,15083075346
2021-03-03,14210958160
2021-03-04,13255560507
2021-03-05,12902265111
2021-03-08,12761567676
2021-03-09,14484076709
2021-03-10,14466489530
2021-03-11,15271361619
2021-03-12,15077385377
2021-03-15,15373781075
2021-03-16,14773230628
2021-03-17,15074799027
2021-03-18,13784727697
2021-03-19,14532182818
2021-03-22,14957896011
2021-03-23,14399244433
2021-03-24,13841627394
2021-03-25,13967841269
2021-03-26,14263719698
2021-03-29,13451088559
2021-03-30,14026810047
2021-03-31,14968785227
2021-04-01,14757876585
2021-04-05,14006937665
2021-04-06,14438128668
2021-04-07,13667400789
2021-04-08,13648653354
2021-04-09,13745515101
2021-04-12,13706457945
2021-04-13,14031413483
2021-04-14,13863207331
2021-04-15,13332550772
2021-04-16,13472635771
2021-04-19,12751380290
2021-04-20,12699824844
2021-04-21,13284119898
2021-04-22,14305334337
2021-04-23,14551654801
2021-04-26,15078666026
2021-04-27,15109390989
2021-04-28,14711528760
2021-04-29,14360535118
2021-04-30,13724163856
2021-05-03,13542938652
2021-05-04,11382296782
2021-05-05,11416667079
2021-05-06,11151078419
2021-05-07,11477596243
2021-05-10,11109938214
2021-05-11,11349488771
2021-05-12,10844349553
2021-05-13,10624067194
2021-05-14,11397919644
2021-05-17,11353134106
2021-05-18,11546336837
2021-05-19,12159273805
2021-05-20,12994055420
2021-05-21,13139348040
2021-05-24,13267455512
2021-05-25,13110185364
2021-05-26,13490341682
2021-05-27,13360671924
2021-05-28,13436182426
2021-06-01,12939375401
2021-06-02,12887819955
2021-06-03,12419654845
2021-06-04,12594110142
2021-06-07,12147817040
2021-06-08,12430590849
2021-06-09,12250407169
2021-06-10,12482146295
2021-06-11,12663371499
2021-06-14,12647748636
2021-06-15,12438923042
2021-06-16,12891986052
2021-06-17,13705416421
2021-06-18,13760096439
2021-06-21,13467428150
2021-06-22,13562727611
2021-06-23,13804361216
2021-06-24,13918928874
2021-06-25,13941321643
2021-06-28,14824013369
2021-06-29,14767250302
2021-06-30,14469590962
2021-07-01,14391580720
2021-07-02,14462261141
2021-07-06,14386868692
2021-07-07,13884775928
2021-07-08,13672211108
2021-07-09,14014618478
2021-07-12,14065403669
2021-07-13,13893676425
2021-07-14,12851271113
2021-07-15,12628758679
2021-07-16,12385303897
2021-07-19,12573785018
2021-07-20,12866977873
2021-07-21,13558075318
2021-07-22,13475876607
2021-07-23,13017239212
2021-07-26,12859648052
2021-07-27,12565408080
2021-07-28,13305720039
2021-07-29,13671687549
2021-07-30,13585300369
2021-08-02,13493154043
2021-08-03,15696812485
2021-08-04,15326132946
2021-08-05,14994196750
2021-08-06,15459640407
2021-08-09,15441839412
2021-08-10,15518278978
2021-08-11,15146552323
2021-08-12,15244457794
2021-08-13,14888437898
2021-08-16,14544983411
2021-08-17,14049696909
2021-08-18,13938178912
2021-08-19,13732943914
2021-08-20,14129801385
2021-08-23,14712522185
2021-08-24,14646553793
2021-08-25,14735035208
2021-08-26,14702574570
2021-08-27,15248646263
2021-08-30,15481629871
2021-08-31,15171683139
2021-09-01,15172206697
2021-09-02,15263829465
2021-09-03,14963306788
2021-09-07,14598386395
2021-09-08,14355978731
2021-09-09,14447601498
2021-09-10,14059644524
2021-09-13,14337130619
2021-09-14,14267497316
2021-09-15,14543412735
2021-09-16,14157026436
2021-09-17,14735558767
2021-09-20,14069068580
2021-09-21,14107811921
2021-09-22,14764354494
2021-09-23,14874825373
2021-09-24,14416711537
2021-09-27,14686867810
2021-09-28,14284251193
2021-09-29,13710430891
2021-09-30,13925410048
2021-10-01,14287695431
2021-10-04,13402984024
2021-10-05,13583076613
2021-10-06,13673385433
2021-10-07,13840876792
2021-10-08,13749517869
2021-10-11,14534469532
2021-10-12,15668055246
2021-10-13,15946857476
2021-10-14,16041891757
2021-10-15,15724760784
2021-10-18,16070769578
2021-10-19,16655676704
2021-10-20,16137976142
2021-10-21,16225659705
2021-10-22,15922180066
2021-10-25,16377399525
2021-10-26,16480309576
2021-10-27,17985106545
2021-10-28,18459752902
2021-10-29,18622518799
2021-11-01,18950675849
2021-11-02,18647721260
2021-11-03,18533785132
2021-11-04,18367868928
2021-11-05,18065439390
2021-11-08,18371544287
2021-11-09,18436650645
2021-11-10,18025010442
2021-11-11,18809962106
2021-11-12,19028383438
2021-11-15,19339213796
2021-11-16,18928098644
2021-11-17,19164371720
2021-11-18,18661372593
2021-11-19,19171197386
2021-11-22,18568438517
2021-11-23,18377844902
2021-11-24,18297512056
2021-11-26,17927350904
2021-11-29,18230305492
2021-11-30,17209080753
2021-12-01,16541740576
2021-12-02,16724983473
2021-12-03,16119074296
2021-12-06,16152152526
2021-12-07,17107745856
2021-12-08,17356095111
2021-12-09,16454057012
2021-12-10,16228810013
2021-12-13,15944232219
2021-12-14,15662279682
2021-12-15,16040316604
2021-12-16,15070546889
2021-12-17,15166106222
2021-12-20,13565224870
2021-12-21,14759191480
2021-12-22,14911981403
2021-12-23,14874177711
2021-12-27,14995464556
2021-12-28,14639479788
2021-12-29,14598525789
2021-12-30,14824822890
2021-12-31,15800353700
2022-01-03,15906226262
2022-01-04,15379679208
2022-01-05,14068098363
2022-01-06,13979683510
2022-01-07,14017414689
2022-01-10,14386842355
2022-01-11,14703333740
2022-01-12,14699391676
2022-01-13,14666165712
2022-01-14,14294485439
2022-01-18,13448068088
2022-01-19,13070193143
2022-01-20,13026830444
2022-01-21,12406800169
2022-01-24,12719912642
2022-01-25,11980494158
2022-01-26,12058772277
2022-01-27,11816053795
2022-01-28,11942762979
2022-01-31,13415405276
2022-02-01,13641229200
2022-02-02,13419910491
2022-02-03,13020072621
2022-02-04,13417657884
2022-02-07,13570272057
2022-02-08,14006151651
2022-02-09,14978715034
2022-02-10,14895368548
2022-02-11,14083866617
2022-02-14,14034872399
2022-02-15,14763590996
2022-02-16,15020388276
2022-02-17,14825537709
2022-02-18,14524251426
2022-02-22,13857479541
2022-02-23,13296580219
2022-02-24,15272117189
2022-02-25,15651681590
2022-02-28,17988198948
2022-03-01,18281601103
2022-03-02,17708875590
2022-03-03,16997051551
2022-03-04,16513304043
2022-03-07,16775732842
2022-03-08,18522630129
2022-03-09,18413941807
2022-03-10,17746606770
2022-03-11,17904289310
2022-03-14,16810648262
2022-03-15,17781522189
2022-03-16,18818284892
2022-03-17,17716759717
2022-03-18,17599060964
2022-03-21,17574845431
2022-03-22,18308632396
2022-03-23,18430273213
2022-03-24,19019893283
2022-03-25,18880794757
2022-03-28,18756901332
2022-03-29,18274280128
2022-03-30,17695923096
2022-03-31,18879513299
2022-04-01,18906453077
2022-04-04,19637340957
2022-04-05,19249642418
2022-04-06,18750085237
2022-04-07,18443791678
2022-04-08,17661952479
2022-04-11,17571177142
2022-04-12,17654339064
2022-04-13,18037938072
2022-04-14,17608072924
2022-04-18,17702362146
2022-04-19,17851702217
2022-04-20,16492414741
2022-04-21,14884227146
2022-04-22,14733715779
2022-04-25,14845574421
2022-04-26,14334304293
2022-04-27,14610729838
2022-04-28,14899453976
2022-04-29,14665195040
2022-05-02,14952162237
2022-05-03,15383198679
2022-05-04,16667523296
2022-05-05,15591689132
2022-05-06,14747185668
2022-05-09,13198148454
2022-05-10,13692434809
2022-05-11,12680436205
2022-05-12,12411038429
2022-05-13,13601659471
2022-05-16,13047637087
2022-05-17,14017469082
2022-05-18,13985258479
2022-05-19,14768854620
2022-05-20,15040009338
2022-05-23,14970902952
2022-05-24,14537523920
2022-05-25,14843231832
2022-05-26,15603987726
2022-05-27,16419208824
2022-05-31,15975873787
2022-06-01,15957718720
2022-06-02,17598116919
2022-06-03,17472202741
2022-06-06,17972345569
2022-06-07,17945405792
2022-06-08,17478059214
2022-06-09,17081575965
2022-06-10,16653467760
2022-06-13,15481001785
2022-06-14,15497985558
2022-06-15,16054350531
2022-06-16,14874271141
2022-06-17,16129313390
2022-06-21,16579676195
2022-06-22,16421551413
2022-06-23,17073376903
2022-06-24,16769425933
2022-06-27,17482744393
2022-06-28,16353616322
2022-06-29,15400182452
2022-06-30,16078026199
2022-07-01,16231944749
2022-07-05,15936444633
2022-07-06,15849498277
2022-07-07,16852318750
2022-07-08,17336985939
2022-07-11,16429923952
2022-07-12,15589834159
2022-07-13,15804850148
2022-07-14,15804262672
2022-07-15,15618032977
2022-07-18,16489258965
2022-07-19,17054410281
2022-07-20,17381046592
2022-07-21,17211853683
2022-07-22,16973926154
2022-07-25,17587837926
2022-07-26,17417470066
2022-07-27,19104111882
2022-07-28,20044072490
2022-07-29,21156750859
2022-08-01,21066279651
2022-08-02,21466937860
2022-08-03,17361072429
2022-08-04,18165913700
2022-08-05,18534848239
2022-08-08,17806966243
2022-08-09,18366242804
2022-08-10,19018927952
2022-08-11,18741639572
2022-08-12,19417236259
2022-08-15,19044776868
2022-08-16,18286346153
2022-08-17,18248160253
2022-08-18,18635894004
2022-08-19,17643648087
2022-08-22,16968638875
2022-08-23,16946314811
2022-08-24,17307612170
2022-08-25,17667734578
2022-08-26,16915178616
2022-08-29,16417586969
2022-08-30,16184946719
2022-08-31,16212558061
2022-09-01,15821886934
2022-09-02,15692642350
2022-09-06,16354139628
2022-09-07,18291927169
2022-09-08,18456126538
2022-09-09,18387979394
2022-09-12,18575971515
2022-09-13,18398553950
2022-09-14,18957830512
2022-09-15,18402666278
2022-09-16,18241698024
2022-09-19,18091304327
2022-09-20,17292925285
2022-09-21,16916941042
2022-09-22,15917057945
2022-09-23,15203862834
2022-09-26,14548827785
2022-09-27,14662210534
2022-09-28,15085780283
2022-09-29,13838570051
2022-09-30,12992637689
2022-10-03,13294635403
2022-10-04,13818360062
2022-10-05,13148688552
2022-10-06,12364504899
2022-10-07,11766684146
2022-10-10,11666766687
2022-10-11,11428199720
2022-10-12,11260360842
2022-10-13,11230610138
2022-10-14,10855638999
2022-10-17,11074559275
2022-10-18,11643190657
2022-10-19,11196368761
2022-10-20,11105432647
2022-10-21,11375995654
2022-10-24,11436619730
2022-10-25,12102923236
2022-10-26,12668186614
2022-10-27,12845006837
2022-10-28,13007232374
2022-10-31,12912366922
2022-11-01,12644049251
2022-11-02,12213506042
2022-11-03,12627209229
2022-11-04,12293215476
2022-11-07,11860988265
2022-11-08,14130461788
2022-11-09,13989566944
2022-11-10,15923362712
2022-11-11,16217501749
2022-11-14,15942448070
2022-11-15,16164736349
2022-11-16,16265215143
2022-11-17,16795675810
2022-11-18,17198713651
2022-11-21,16919169299
2022-11-22,17355325848
2022-11-23,17190854975
2022-11-25,16947236001
2022-11-28,16584614211
2022-11-29,16326400553
2022-11-30,16776029119
2022-12-01,16602576901
2022-12-02,17332311153
2022-12-05,17629256860
2022-12-06,16782765127
2022-12-07,17445700629
2022-12-08,17710650296
2022-12-09,17670795579
2022-12-12,17676970253
2022-12-13,18391548486
2022-12-14,18838931716
2022-12-15,18373024463
2022-12-16,17992439984
2022-12-19,17377779210
2022-12-20,17395741899
2022-12-21,18140070836
2022-12-22,17483310009
2022-12-23,17409775250
2022-12-27,16449332708
2022-12-28,15483838159
2022-12-29,15754401166
2022-12-30,15900909351
2023-01-03,16045587310
2023-01-04,16333972774
2023-01-05,15557636857
2023-01-06,15842087236
2023-01-09,15973069328
2023-01-10,16048398085
2023-01-11,16985510303
2023-01-12,17396445535
2023-01-13,17709003659
2023-01-17,17998513433
2023-01-18,17972092153
2023-01-19,16118105292
2023-01-20,16568391367
2023-01-23,17380705198
2023-01-24,17335170651
2023-01-25,16893879054
2023-01-26,17054655356
2023-01-27,17226674755
2023-01-30,16969769966
2023-01-31,17940049323
2023-02-01,18421253918
2023-02-02,18416756678
2023-02-03,17764094840
2023-02-06,17963659829
2023-02-07,17955789660
2023-02-08,18191894718
2023-02-09,16632477026
2023-02-10,16904559997
2023-02-13,17466714897
2023-02-14,17732052010
2023-02-15,19337004250
2023-02-16,17704506420
2023-02-17,17147973069
2023-02-21,16556023959
2023-02-22,16623482547
2023-02-23,16969207811
2023-02-24,16649903828
2023-02-27,17630864128
2023-02-28,17872028580
2023-03-01,18406637890
2023-03-02,18181213775
2023-03-03,18372908596
2023-03-06,18690526115
2023-03-07,18459480451
2023-03-08,18266099165
2023-03-09,17625242579
2023-03-10,17107497916
2023-03-13,17775900092
2023-03-14,17666842042
2023-03-15,17226112600
2023-03-16,16053457479
2023-03-17,15021341082
2023-03-20,15308040081
2023-03-21,16668454939
2023-03-22,16275508664
2023-03-23,16389063954
2023-03-24,15994431214
2023-03-27,15998366299
2023-03-28,15616663122
2023-03-29,16411550150
2023-03-30,16641471504
2023-03-31,17147532562
2023-04-03,16829348375
2023-04-04,16516805751
2023-04-05,15734320880
2023-04-06,15809917832
2023-04-10,15976343958
2023-04-11,16267448640
2023-04-12,16076199634
2023-04-13,17313394532
2023-04-14,16950641992
2023-04-17,17779951841
2023-04-18,17849343074
2023-04-19,17734819332
2023-04-20,17951455375
2023-04-21,18007871011
2023-04-24,17965559284
2023-04-25,17444278807
2023-04-26,15625438702
2023-04-27,16312581149
2023-04-28,16113998110
2023-05-01,15570715536
2023-05-02,14871725805
2023-05-03,14883573089
2023-05-04,15865205155
2023-05-05,16551783446
2023-05-08,16455312708
2023-05-09,16149539961
2023-05-10,16636406900
2023-05-11,16702413194
2023-05-12,17029059726
2023-05-15,17337653255
2023-05-16,16649382496
2023-05-17,17097886802
2023-05-18,17019469068
2023-05-19,16694515005
2023-05-22,16860941131
2023-05-23,16301298022
2023-05-24,16258986295
2023-05-25,16753187266
2023-05-26,16609327394
2023-05-30,16687180972
2023-05-31,16068865601
2023-06-01,16628508711
2023-06-02,16420335014
2023-06-05,16591838547
2023-06-06,16402846167
2023-06-07,16370689254
2023-06-08,16101022514
2023-06-09,15927826511
2023-06-12,16102150827
2023-06-13,15968445769
2023-06-14,15313460235
2023-06-15,15653082364
2023-06-16,15610206481
2023-06-20,14406296808
2023-06-21,14216176115
2023-06-22,13797572096
2023-06-23,13745669711
2023-06-26,13969075629
2023-06-27,14398962776
2023-06-28,14552977462
2023-06-29,14327314918
2023-06-30,15247468151
2023-07-03,15325108111
2023-07-05,15028716145
2023-07-06,14455767240
2023-07-07,14674519245
2023-07-10,15017381844
2023-07-11,15020782135
2023-07-12,15353443863
2023-07-13,15415215803
2023-07-14,15503056634
2023-07-17,16086206410
2023-07-18,15537059536
2023-07-19,15513824220
2023-07-20,14910272702
2023-07-21,14955609905
2023-07-24,14739691475
2023-07-25,14703988427
2023-07-26,13842581567
2023-07-27,13700336092
2023-07-28,13419245432
2023-07-31,13683901355
2023-08-01,13571125062
2023-08-02,11079845747
2023-08-03,10755684744
2023-08-04,10351050205
2023-08-07,10242807632
2023-08-08,10113029888
2023-08-09,10378252527
2023-08-10,10078460271
2023-08-11,9994019730
2023-08-14,10030289492
2023-08-15,9634155680
2023-08-16,9198918529
2023-08-17,9224420706
2023-08-18,9200051959
2023-08-21,9237455152
2023-08-22,9303194096
2023-08-23,9468108173
2023-08-24,8894025837
2023-08-25,9163782196
2023-08-28,9150747750
2023-08-29,9439772421
2023-08-30,9300360521
2023-08-31,9213086405
2023-09-01,9177950072
2023-09-05,9162082051
2023-09-06,8835087473
2023-09-07,8630503344
2023-09-08,8435553370
2023-09-11,8402117183
2023-09-12,8550029808
2023-09-13,8215667934
2023-09-14,8203766919
2023-09-15,7950445296
2023-09-18,7719792274
2023-09-19,7846736443
2023-09-20,7888673356
2023-09-21,7723759280
2023-09-22,7627984438
2023-09-25,7473271232
2023-09-26,7212582314
2023-09-27,7254519227
2023-09-28,7409232432
2023-09-29,7339526483
2023-10-02,6975726807
2023-10-03,6847663937
2023-10-04,7132248092
2023-10-05,6865308155
2023-10-06,7055979539
2023-10-09,6785624591
2023-10-10,7114034706
2023-10-11,7088422132
2023-10-12,6867015660
2023-10-13,6816359680
2023-10-16,7034920311
2023-10-17,7265433477
2023-10-18,6874414848
2023-10-19,6487380397
2023-10-20,4718405289
2023-10-23,4865819882
2023-10-24,4743448695
2023-10-25,4612539984
2023-10-26,4747432873
2023-10-27,4382026818
2023-10-30,4271038998
2023-10-31,4322833314
2023-11-01,4313726621
2023-11-02,4142976128
2023-11-03,4302912423
2023-11-06,4084920960
2023-11-07,4164604524
2023-11-08,4033695812
2023-11-09,4002960724
2023-11-10,4049063357
2023-11-13,4076383436
2023-11-14,4516350539
2023-11-15,4555623153
2023-11-16,4355275908
2023-11-17,4495860480
2023-11-20,4613109152
2023-11-21,4491876302
2023-11-22,4478216263
2023-11-24,4444066164
2023-11-27,4372350957
2023-11-28,4380888482
2023-11-29,4470817075
2023-11-30,4518058044
2023-12-01,4694500220
2023-12-04,4758247071
2023-12-05,4661488458
2023-12-06,4591480756
2023-12-07,4564160677
2023-12-08,4462279550
2023-12-11,4533425589
2023-12-12,4335924185
2023-12-13,4701899408
2023-12-14,5482229161
2023-12-15,5527762626
2023-12-18,5320585361
2023-12-19,5819176801
2023-12-20,5398561420
2023-12-21,5525485953
2023-12-22,5465723280
2023-12-26,5518655933
2023-12-27,5488490013
2023-12-28,5505565062
2023-12-29,5327415381
2024-01-02,5219273402
2024-01-03,4919890871
2024-01-04,4712713606
2024-01-05,4529441410
2024-01-08,4470247906
2024-01-09,4395117689
2024-01-10,4610832479
2024-01-11,4417884422
2024-01-12,4225505533
2024-01-16,4145252801
2024-01-17,3882866210
2024-01-18,3942628883
2024-01-19,3933522190
2024-01-22,4089474307
2024-01-23,4088905139
2024-01-24,3995561536
2024-01-25,4009221575
2024-01-26,3918154646
2024-01-29,4055324208
2024-01-30,3936368031
2024-01-31,3784969261
2024-02-01,3942628883
2024-02-02,3870344508
2024-02-05,3737728291
2024-02-06,3835056072
2024-02-07,4335924185
2024-02-08,4297789908
2024-02-09,4425852778
2024-02-12,4741172022
2024-02-13,4356983413
2024-02-14,4701899408
2024-02-15,4948349287
2024-02-16,4841345644
2024-02-20,4804918873
2024-02-21,4219813850
2024-02-22,3980193991
2024-02-23,3833348567
2024-02-26,3817981023
2024-02-27,3946613061
2024-02-28,3731467440
2024-02-29,3823103538
2024-03-01,3863514488
2024-03-04,3816842686
2024-03-05,3848146943
2024-03-06,4004668229
2024-03-07,4283560701
2024-03-08,4309742443
2024-03-11,4239734741
2024-03-12,4105980188
2024-03-13,3861806983
2024-03-14,3675119777
2024-03-15,3503800116
2024-03-18,3568685303
2024-03-19,3543072729
2024-03-20,3725206588
2024-03-21,3798060132
2024-03-22,3682518965
2024-03-25,3643815520
2024-03-26,3610234590
2024-03-27,3966533952
2024-03-28,4039956664
2024-04-01,4038818327
2024-04-02,3807166825
2024-04-03,3892542072
2024-04-04,3914170467
2024-04-05,3795783459
2024-04-08,3810581835
2024-04-09,4103134346
2024-04-10,4024019951
2024-04-11,3998976546
2024-04-12,3719514905
2024-04-15,3440053265
2024-04-16,3387689781
2024-04-17,3400211483
2024-04-18,3266456931
2024-04-19,3175959169
2024-04-22,3102536457
2024-04-23,3231168495
2024-04-24,3293207841
2024-04-25,3222061802
2024-04-26,3312559564
2024-04-29,3415579028
2024-04-30,3338172138
2024-05-01,3306867881
2024-05-02,3395658137
2024-05-03,3440622433
2024-05-06,3432407368
2024-05-07,3354696797
2024-05-08,3288414251
2024-05-09,3009570436
2024-05-10,2826722033
2024-05-13,2983285978
2024-05-14,3071281772
2024-05-15,2934145470
2024-05-16,2886719165
2024-05-17,2766153499
2024-05-20,2783295537
2024-05-21,2770153308
2024-05-22,3018712856
2024-05-23,2697585348
2024-05-24,2743868850
2024-05-28,2855863497
2024-05-29,2774724518
2024-05-30,2818151014
2024-05-31,2799294772
2024-06-03,2743297449
2024-06-04,2706727768
2024-06-05,2795294963
2024-06-06,2761010888
2024-06-07,2645016432
2024-06-10,2679300508
2024-06-11,2622160382
2024-06-12,2552449428
2024-06-13,2472453252
2024-06-14,2277605422
2024-06-17,2184467016
2024-06-18,2118184470
2024-06-20,1960477723
2024-06-21,1886195559
2024-06-24,1899909189
2024-06-25,1508499326
2024-06-26,1427931748
2024-06-27,1443930984
2024-06-28,1443359582
2024-07-01,1369648820
2024-07-02,1385648055
2024-07-03,1446787990
2024-07-05,1431360156
2024-07-08,1563925248
2024-07-09,1535355185
2024-07-10,1693061933
2024-07-11,1709061168
2024-07-12,1808484987
2024-07-15,1530783975
2024-07-16,1725631805
2024-07-17,1606208941
2024-07-18,1527926969
2024-07-19,1467929836
2024-07-22,1502785313
2024-07-23,1458216015
2024-07-24,1438216971
2024-07-25,1568496458
2024-07-26,1575353273
2024-07-29,1531926778
2024-07-30,1543354803
2024-07-31,1649064036
2024-08-01,1516498944
2024-08-02,1446787990
2024-08-05,1418308890
2024-08-06,1354819443
2024-08-07,1337246471
2024-08-08,1296431827
2024-08-09,1201764527
