,HOG
2013-11-26,14844951260
2013-11-27,14864800400
2013-11-29,14780992920
2013-12-02,14677336300
2013-12-03,14606761580
2013-12-04,14661898080
2013-12-05,14911115060
2013-12-06,15114017380
2013-12-09,15206646700
2013-12-10,15297070560
2013-12-11,15043442659
2013-12-12,15047853580
2013-12-13,14889060460
2013-12-16,14933169659
2013-12-17,14807458440
2013-12-18,14928758740
2013-12-19,15041237200
2013-12-20,15008155300
2013-12-23,15158126580
2013-12-24,15266194120
2013-12-26,15275015960
2013-12-27,15228701300
2013-12-30,15215468539
2013-12-31,15162590639
2014-01-02,15013680160
2014-01-03,15090325260
2014-01-06,15029009179
2014-01-07,15114413720
2014-01-08,15296172099
2014-01-09,15151641340
2014-01-10,15245805320
2014-01-13,14713669340
2014-01-14,14891048000
2014-01-15,15033388900
2014-01-16,14912946599
2014-01-17,14799073880
2014-01-21,14783744860
2014-01-22,14643593820
2014-01-23,14428987540
2014-01-24,14019483720
2014-01-27,14063280920
2014-01-28,14214381260
2014-01-29,14023863440
2014-01-30,13837725340
2014-01-31,13509246340
2014-02-03,13408512780
2014-02-04,13649397380
2014-02-05,13609979900
2014-02-06,14128976720
2014-02-07,14229710280
2014-02-10,14144305740
2014-02-11,14166204340
2014-02-12,14271317620
2014-02-13,14181533360
2014-02-14,14229710280
2014-02-18,13962547360
2014-02-19,13818016600
2014-02-20,14082989660
2014-02-21,14085179519
2014-02-24,14185913080
2014-02-25,14012914140
2014-02-26,14091749099
2014-02-27,14321684400
2014-02-28,14466215160
2014-03-03,14242849440
2014-03-04,14551619700
2014-03-05,14665492420
2014-03-06,14842871080
2014-03-07,14915136460
2014-03-10,14761846260
2014-03-11,14912946599
2014-03-12,14888858139
2014-03-13,14718049059
2014-03-14,14720238920
2014-03-17,14812213040
2014-03-18,14930465480
2014-03-19,14853820380
2014-03-20,14884478420
2014-03-21,14816592760
2014-03-24,14634834380
2014-03-25,14540670400
2014-03-26,14641403960
2014-03-27,14470594880
2014-03-28,14490303620
2014-03-31,14505126820
2014-04-01,14857901260
2014-04-02,14964604640
2014-04-03,14945006059
2014-04-04,14770796460
2014-04-07,14350515800
2014-04-08,14537791120
2014-04-09,14781684559
2014-04-10,14509482059
2014-04-11,14265588620
2014-04-14,14202437640
2014-04-15,14235101940
2014-04-16,14492061100
2014-04-17,14511659680
2014-04-21,14707645480
2014-04-22,15650554940
2014-04-23,15617890640
2014-04-24,15598292059
2014-04-25,15602647300
2014-04-28,15787745000
2014-04-29,15985908420
2014-04-30,16101322280
2014-05-01,15894448379
2014-05-02,15826942160
2014-05-05,15929290300
2014-05-06,15903158860
2014-05-07,15774679280
2014-05-08,15600469680
2014-05-09,15704995440
2014-05-12,15946711260
2014-05-13,15998974140
2014-05-14,15768146420
2014-05-15,15465457240
2014-05-16,15681041620
2014-05-19,15746370220
2014-05-20,15552562040
2014-05-21,15698462580
2014-05-22,15600469680
2014-05-23,15397951019
2014-05-27,15469812480
2014-05-28,15493766300
2014-05-29,15511187260
2014-05-30,15513364879
2014-06-02,15465457240
2014-06-03,15456746760
2014-06-04,15532963460
2014-06-05,15474167720
2014-06-06,15657087800
2014-06-09,15789922620
2014-06-10,15678864000
2014-06-11,15687574480
2014-06-12,15197609980
2014-06-13,15045176580
2014-06-16,14968959879
2014-06-17,15010334660
2014-06-18,15223741420
2014-06-19,15273826680
2014-06-20,15541673940
2014-06-23,15541673940
2014-06-24,15387062920
2014-06-25,15127926140
2014-06-26,15071308019
2014-06-27,15112682800
2014-06-30,15057704199
2014-07-01,15161178760
2014-07-02,14615781600
2014-07-03,14758059119
2014-07-07,14803329240
2014-07-08,14727879039
2014-07-09,14885246600
2014-07-10,14607158720
2014-07-11,14734346199
2014-07-14,14512307039
2014-07-15,14234219160
2014-07-16,14367873800
2014-07-17,14195416199
2014-07-18,14507995600
2014-07-21,14460569760
2014-07-22,13680199120
2014-07-23,13925951199
2014-07-24,13934574080
2014-07-25,13785829400
2014-07-28,13568101680
2014-07-29,13593970320
2014-07-30,13660797640
2014-07-31,13326661040
2014-08-01,13361152560
2014-08-04,13432291320
2014-08-05,13184383520
2014-08-06,13300792400
2014-08-07,13070130360
2014-08-08,13307259560
2014-08-11,13337439640
2014-08-12,13302948120
2014-08-13,13427979880
2014-08-14,13451692800
2014-08-15,13341751080
2014-08-18,13522831560
2014-08-19,13568101680
2014-08-20,13878525359
2014-08-21,13800919440
2014-08-22,13721157800
2014-08-25,13759960760
2014-08-26,13727624960
2014-08-27,13740559280
2014-08-28,13680199120
2014-08-29,13701756320
2014-09-02,13650019040
2014-09-03,13684510560
2014-09-04,13798763720
2014-09-05,14081163039
2014-09-08,14074695880
2014-09-09,13971221320
2014-09-10,13854812440
2014-09-11,14057450119
2014-09-12,13887148240
2014-09-15,13889303960
2014-09-16,13703912040
2014-09-17,13445225640
2014-09-18,13503430080
2014-09-19,13486184320
2014-09-22,13404266960
2014-09-23,13328816760
2014-09-24,13145580560
2014-09-25,13145580560
2014-09-26,13050728880
2014-09-29,12643217760
2014-09-30,12400324800
2014-10-01,12281008960
2014-10-02,12381149040
2014-10-03,12653870960
2014-10-06,12751880400
2014-10-07,12323621760
2014-10-08,12564384080
2014-10-09,12227742960
2014-10-10,12029593440
2014-10-13,12035985360
2014-10-14,12016809600
2014-10-15,11820790720
2014-10-16,12161693120
2014-10-17,12491942320
2014-10-20,12438676320
2014-10-21,13348459600
2014-10-22,13197184160
2014-10-23,13425162640
2014-10-24,13497604400
2014-10-27,13501865680
2014-10-28,13731974800
2014-10-29,13640357280
2014-10-30,13836376160
2014-10-31,13998304800
2014-11-03,13908817920
2014-11-04,13659533040
2014-11-05,13712799040
2014-11-06,14000435439
2014-11-07,14070746560
2014-11-10,14164494720
2014-11-11,14217760720
2014-11-12,14298725040
2014-11-13,14413779600
2014-11-14,14573577600
2014-11-17,14624712960
2014-11-18,14660933840
2014-11-19,14744028800
2014-11-20,14778119040
2014-11-21,14628974240
2014-11-24,14763204560
2014-11-25,14722722399
2014-11-26,14550140560
2014-11-28,14846299520
2014-12-01,14646019359
2014-12-02,14654541920
2014-12-03,14731244960
2014-12-04,14848430160
2014-12-05,14946439600
2014-12-08,14720591760
2014-12-09,14692893439
2014-12-10,14396734479
2014-12-11,14358382960
2014-12-12,14151710880
2014-12-15,14136796399
2014-12-16,13359112800
2014-12-17,13418770720
2014-12-18,13727713520
2014-12-19,13804416560
2014-12-22,13915209840
2014-12-23,13976998399
2014-12-24,13968475840
2014-12-26,14015349920
2014-12-29,14138927040
2014-12-30,14132535120
2014-12-31,13882557390
2015-01-02,13857281910
2015-01-05,13585570500
2015-01-06,13423386170
2015-01-07,13644546620
2015-01-08,13928895769
2015-01-09,13648759200
2015-01-12,13619271140
2015-01-13,13520275510
2015-01-14,13372835210
2015-01-15,13193800560
2015-01-16,13311752800
2015-01-20,13345453440
2015-01-21,13482362290
2015-01-22,13821474980
2015-01-23,13690885000
2015-01-26,13659290649
2015-01-27,13162206210
2015-01-28,13120080410
2015-01-29,13606633399
2015-01-30,12995809300
2015-02-02,12991596720
2015-02-03,13372835210
2015-02-04,13219076040
2015-02-05,13299115060
2015-02-06,13524488089
2015-02-09,13436023910
2015-02-10,13440236490
2015-02-11,13219076040
2015-02-12,13286477320
2015-02-13,13459193100
2015-02-17,13547657279
2015-02-18,13324390540
2015-02-19,13347559730
2015-02-20,13370728920
2015-02-23,13141143310
2015-02-24,13117974120
2015-02-25,13345453440
2015-02-26,13446555360
2015-02-27,13389685530
2015-03-02,13705629029
2015-03-03,13511850350
2015-03-04,13235926360
2015-03-05,13269627000
2015-03-06,13071635740
2015-03-09,13244351520
2015-03-10,13103230090
2015-03-11,13092698640
2015-03-12,12816774650
2015-03-13,12384985200
2015-03-16,12477661960
2015-03-17,12585082750
2015-03-18,12827306100
2015-03-19,12886282220
2015-03-20,13046360260
2015-03-23,13004234460
2015-03-24,12831518680
2015-03-25,12694609830
2015-03-26,12633527420
2015-03-27,12524000340
2015-03-30,12614737500
2015-03-31,12612661000
2015-04-01,12517142000
2015-04-02,12677032500
2015-04-06,12793316500
2015-04-07,12749710000
2015-04-08,12942824500
2015-04-09,12996813500
2015-04-10,12980201500
2015-04-13,12965666000
2015-04-14,12909600500
2015-04-15,12812005000
2015-04-16,12814081500
2015-04-17,12583590000
2015-04-20,12826540500
2015-04-21,11570258000
2015-04-22,11676159500
2015-04-23,11825667500
2015-04-24,11883809500
2015-04-27,11939875000
2015-04-28,11821514500
2015-04-29,11804902500
2015-04-30,11672006500
2015-05-01,11750913500
2015-05-04,11773755000
2015-05-05,11869274000
2015-05-06,11738454500
2015-05-07,11806979000
2015-05-08,11883809500
2015-05-11,11811132000
2015-05-12,11665777000
2015-05-13,11586870000
2015-05-14,11339766500
2015-05-15,11564028500
2015-05-18,11661624000
2015-05-19,11624247000
2015-05-20,11738454500
2015-05-21,11836050000
2015-05-22,11825667500
2015-05-26,11408291000
2015-05-27,11414520500
2015-05-28,11217253000
2015-05-29,11107198500
2015-06-01,11086433500
2015-06-02,11217253000
2015-06-03,11323154500
2015-06-04,11248400500
2015-06-05,11275395000
2015-06-08,11192335000
2015-06-09,11217253000
2015-06-10,11356378500
2015-06-11,11362608000
2015-06-12,11321078000
2015-06-15,11321078000
2015-06-16,11360531500
2015-06-17,11765449000
2015-06-18,12253426500
2015-06-19,12105995000
2015-06-22,12199437500
2015-06-23,12085230000
2015-06-24,12012552500
2015-06-25,11923263000
2015-06-26,11817361500
2015-06-29,11387236140
2015-06-30,11472747300
2015-07-01,11421847800
2015-07-02,11407595940
2015-07-06,11493107100
2015-07-07,11535862680
2015-07-08,11136810600
2015-07-09,11136810600
2015-07-10,11336336640
2015-07-13,11509394940
2015-07-14,11729280780
2015-07-15,11372984280
2015-07-16,11336336640
2015-07-17,11189746080
2015-07-20,11185674120
2015-07-21,11741496660
2015-07-22,11932878780
2015-07-23,11859583500
2015-07-24,11721136860
2015-07-27,11767964400
2015-07-28,11845331640
2015-07-29,11941022700
2015-07-30,11928806820
2015-07-31,11869763400
2015-08-03,11808684000
2015-08-04,11798504100
2015-08-05,11831079780
2015-08-06,11900303100
2015-08-07,11961382500
2015-08-10,12299355180
2015-08-11,12158872560
2015-08-12,11943058680
2015-08-13,11991922200
2015-08-14,12059109540
2015-08-17,12191448240
2015-08-18,12173124420
2015-08-19,12183304320
2015-08-20,11918626920
2015-08-21,11460531420
2015-08-24,11053335420
2015-08-25,10833449580
2015-08-26,11175494220
2015-08-27,11519574840
2015-08-28,11531790720
2015-08-31,11411667900
2015-09-01,11126630700
2015-09-02,11358732420
2015-09-03,11358732420
2015-09-04,11153098440
2015-09-08,11352624480
2015-09-09,11285437140
2015-09-10,11157170400
2015-09-11,11153098440
2015-09-14,11092019040
2015-09-15,11195854020
2015-09-16,11393344080
2015-09-17,11340408600
2015-09-18,11079803160
2015-09-21,11161242360
2015-09-22,10912852800
2015-09-23,10809017820
2015-09-24,10880277120
2015-09-25,10969860240
2015-09-28,10005672750
2015-09-29,10094822820
2015-09-30,10413486900
2015-10-01,10259845290
2015-10-02,10422970950
2015-10-05,10593683850
2015-10-06,10398312420
2015-10-07,10347098550
2015-10-08,10447629480
2015-10-09,10449526290
2015-10-12,10367963460
2015-10-13,10432455000
2015-10-14,10316749590
2015-10-15,10426764570
2015-10-16,10510224210
2015-10-19,10631620050
2015-10-20,9152108250
2015-10-21,8920697430
2015-10-22,9125552910
2015-10-23,9142624200
2015-10-26,9100894380
2015-10-27,9045886890
2015-10-28,9053474130
2015-10-29,9476462760
2015-10-30,9379725450
2015-11-02,9313337100
2015-11-03,9463185090
2015-11-04,9269710470
2015-11-05,9391106310
2015-11-06,9324717960
2015-11-09,9300059430
2015-11-10,9411971220
2015-11-11,9353170110
2015-11-12,9167282730
2015-11-13,9017434740
2015-11-16,9129346530
2015-11-17,9171076350
2015-11-18,9440423370
2015-11-19,9448010610
2015-11-20,9539057490
2015-11-23,9430939320
2015-11-24,9396796740
2015-11-25,9432836130
2015-11-27,9243155130
2015-11-30,9279194520
2015-12-01,9279194520
2015-12-02,9038299650
2015-12-03,8915007000
2015-12-04,9040196460
2015-12-07,9002260260
2015-12-08,8949149580
2015-12-09,8751881340
2015-12-10,8786023920
2015-12-11,8655144030
2015-12-14,8636175930
2015-12-15,8715841950
2015-12-16,8882761230
2015-12-17,8615311020
2015-12-18,8558406719
2015-12-21,8577374820
2015-12-22,8626691880
2015-12-23,8829650550
2015-12-24,8753778150
2015-12-28,8681699370
2015-12-29,8729119620
2015-12-30,8641866360
2015-12-31,8325842310
2016-01-04,8349688080
2016-01-05,8307499410
2016-01-06,7960818600
2016-01-07,7911292770
2016-01-08,8025018750
2016-01-11,7869104100
2016-01-12,7768218150
2016-01-13,7667332199
2016-01-14,7698515130
2016-01-15,7417868760
2016-01-19,7458223139
2016-01-20,7320651389
2016-01-21,7460057430
2016-01-22,7471063169
2016-01-25,7353668610
2016-01-26,7071187949
2016-01-27,6876753210
2016-01-28,7139056680
2016-01-29,7337160000
2016-02-01,7361005770
2016-02-02,7245445500
2016-02-03,7309645650
2016-02-04,7566446250
2016-02-05,7515086130
2016-02-08,7208759699
2016-02-09,7100536590
2016-02-10,7151896710
2016-02-11,6992313480
2016-02-12,7102370880
2016-02-16,7282131300
2016-02-17,7588457730
2016-02-18,7632480690
2016-02-19,7704018000
2016-02-22,7880109840
2016-02-23,7744372380
2016-02-24,7729698060
2016-02-25,7946144280
2016-02-26,7957150020
2016-02-29,7918629930
2016-03-01,8083716030
2016-03-02,8239630680
2016-03-03,8531282790
2016-03-04,8577140040
2016-03-07,8608322970
2016-03-08,8595482940
2016-03-09,8720214660
2016-03-10,8736723270
2016-03-11,8975180970
2016-03-14,8876129310
2016-03-15,8685363150
2016-03-16,8907312240
2016-03-17,8938495170
2016-03-18,9098078400
2016-03-21,9125592750
2016-03-22,9109084140
2016-03-23,8872460730
2016-03-24,8778911940
2016-03-28,8724157970
2016-03-29,8888492140
2016-03-30,8935444760
2016-03-31,9269530710
2016-04-01,9329124420
2016-04-04,9249666140
2016-04-05,9000456080
2016-04-06,8368401580
2016-04-07,8036121500
2016-04-08,8057791940
2016-04-11,8167950009
2016-04-12,8111968040
2016-04-13,8456889210
2016-04-14,8577882500
2016-04-15,8384654410
2016-04-18,8478559650
2016-04-19,8267272860
2016-04-20,8476753780
2016-04-21,8673593610
2016-04-22,8771110590
2016-04-25,8772916460
2016-04-26,8917386060
2016-04-27,8930027150
2016-04-28,8666370130
2016-04-29,8637476210
2016-05-02,8725963840
2016-05-03,8688040570
2016-05-04,8447859860
2016-05-05,8346731140
2016-05-06,8305196130
2016-05-09,8288943300
2016-05-10,8379236800
2016-05-11,8247408290
2016-05-12,8238378940
2016-05-13,8227543720
2016-05-16,8128220870
2016-05-17,8101132820
2016-05-18,8018062800
2016-05-19,7911516470
2016-05-20,7929575169
2016-05-23,7983751270
2016-05-24,8043344980
2016-05-25,8167950009
2016-05-26,8202261540
2016-05-27,8222126110
2016-05-31,8377430930
2016-06-01,8348537009
2016-06-02,8334090050
2016-06-03,8269078730
2016-06-06,8140861960
2016-06-07,8198649800
2016-06-08,8377430930
2016-06-09,8153503050
2016-06-10,8030703890
2016-06-13,7920545820
2016-06-14,7904292990
2016-06-15,7972916050
2016-06-16,8052374330
2016-06-17,8149891310
2016-06-20,8362983970
2016-06-21,8335895919
2016-06-22,8332284180
2016-06-23,8462306820
2016-06-24,7864563849
2016-06-27,7563986820
2016-06-28,7654990200
2016-06-29,7910156540
2016-06-30,8083241399
2016-07-01,9680261500
2016-07-05,8631046060
2016-07-06,8474020620
2016-07-07,8532905160
2016-07-08,8695283740
2016-07-11,8681008700
2016-07-12,8854093560
2016-07-13,8727402580
2016-07-14,8661380520
2016-07-15,8582867800
2016-07-18,8697068120
2016-07-19,8611417880
2016-07-20,8805915300
2016-07-21,8952234460
2016-07-22,8943312560
2016-07-25,8920115620
2016-07-26,8964725120
2016-07-27,9025394040
2016-07-28,9102122380
2016-07-29,9442938960
2016-08-01,9218107080
2016-08-02,9182419480
2016-08-03,9212753940
2016-08-04,9480410940
2016-08-05,9544648620
2016-08-08,9628514480
2016-08-09,9514314160
2016-08-10,9505392260
2016-08-11,9596395640
2016-08-12,9585689360
2016-08-15,9840855700
2016-08-16,9687399020
2016-08-17,9721302240
2016-08-18,9553570520
2016-08-19,9573198700
2016-08-22,9623161340
2016-08-23,9642789520
2016-08-24,9525020440
2016-08-25,9500039120
2016-08-26,9380485660
2016-08-29,9337660540
2016-08-30,9412604500
2016-08-31,9403682600
2016-09-01,9437585820
2016-09-02,9473273420
2016-09-06,9353719960
2016-09-07,9405466980
2016-09-08,9346582440
2016-09-09,9023609660
2016-09-12,9184203860
2016-09-13,9150300640
2016-09-14,9077141060
2016-09-15,9178850720
2016-09-16,9225244600
2016-09-19,9280560380
2016-09-20,9000412720
2016-09-21,9353719960
2016-09-22,9269854100
2016-09-23,9371563760
2016-09-26,9129281040
2016-09-27,9208758240
2016-09-28,9332389440
2016-09-29,9268807680
2016-09-30,9288235440
2016-10-03,9007416000
2016-10-04,8922640320
2016-10-05,9060400800
2016-10-06,8859058560
2016-10-07,8830800000
2016-10-10,8922640320
2016-10-11,8834332320
2016-10-12,8864357040
2016-10-13,8904978720
2016-10-14,8800775280
2016-10-17,8777815200
2016-10-18,9570821040
2016-10-19,9669726000
2016-10-20,9821615760
2016-10-21,9955843920
2016-10-24,10084773600
2016-10-25,9996465600
2016-10-26,9987634800
2016-10-27,9803954160
2016-10-28,9902859120
2016-10-31,10070644320
2016-11-01,9948779280
2016-11-02,9886963680
2016-11-03,9876366720
2016-11-04,9869302080
2016-11-07,9982336320
2016-11-08,10067112000
2016-11-09,10381488480
2016-11-10,10498055040
2016-11-11,10420344000
2016-11-14,10423876320
2016-11-15,10294946640
2016-11-16,10187210880
2016-11-17,10261389600
2016-11-18,10268454240
2016-11-21,10358528400
2016-11-22,10552806000
2016-11-23,10588129200
2016-11-25,10625218560
2016-11-28,10563402960
2016-11-29,10582830720
2016-11-30,10754148240
2016-12-01,10962555120
2016-12-02,10545741360
2016-12-05,10593427680
2016-12-06,10658775600
2016-12-07,10898973360
2016-12-08,10874247120
2016-12-09,10740018960
2016-12-12,10729422000
2016-12-13,10784172960
2016-12-14,10596960000
2016-12-15,10566935280
2016-12-16,10450368720
2016-12-19,10460965680
2016-12-20,10559870640
2016-12-21,10545741360
2016-12-22,10215469440
2016-12-23,10275518880
2016-12-27,10321439040
2016-12-28,10227832560
2016-12-29,10271986560
2016-12-30,10303777440
2017-01-03,10373498940
2017-01-04,10487899590
2017-01-05,10498459650
2017-01-06,10401659100
2017-01-09,10234458150
2017-01-10,10296058500
2017-01-11,10209818010
2017-01-12,10264378320
2017-01-13,10336538730
2017-01-17,10375258950
2017-01-18,10299578520
2017-01-19,10248538230
2017-01-20,10317178620
2017-01-23,10429819260
2017-01-24,10507259700
2017-01-25,10563580020
2017-01-26,10591740180
2017-01-27,10399899090
2017-01-30,10193977920
2017-01-31,10039097040
2017-02-01,9959896590
2017-02-02,9900056250
2017-02-03,9935256450
2017-02-06,9972216660
2017-02-07,9963416610
2017-02-08,10003896840
2017-02-09,9989816760
2017-02-10,10091897340
2017-02-13,10060217160
2017-02-14,10162297740
2017-02-15,10086617310
2017-02-16,9929976420
2017-02-17,10019736930
2017-02-21,10054937130
2017-02-22,10128857550
2017-02-23,10151737680
2017-02-24,9954616560
2017-02-27,10035577020
2017-02-28,9922936380
2017-03-01,10278458400
2017-03-02,10320698640
2017-03-03,10352378820
2017-03-06,10134137580
2017-03-07,10169337780
2017-03-08,10301338530
2017-03-09,10340058750
2017-03-10,10568860050
2017-03-13,10649820510
2017-03-14,10577660100
2017-03-15,11077502940
2017-03-16,10994782470
2017-03-17,10956062250
2017-03-20,10885661850
2017-03-21,10660380570
2017-03-22,10653340530
2017-03-23,10653340530
2017-03-24,10595260200
2017-03-27,10495933620
2017-03-28,10584882210
2017-03-29,10569185400
2017-03-30,10640693090
2017-03-31,10551744500
2017-04-03,10722665320
2017-04-04,10637204910
2017-04-05,10468028180
2017-04-06,10611043560
2017-04-07,10623252190
2017-04-10,10785452560
2017-04-11,10822078450
2017-04-12,10647669450
2017-04-13,10412217300
2017-04-17,10359894600
2017-04-18,9925616190
2017-04-19,9838411690
2017-04-20,9848876230
2017-04-21,9733766290
2017-04-24,9822714880
2017-04-25,9977938890
2017-04-26,10094792920
2017-04-27,10120954270
2017-04-28,9908175290
2017-05-01,9834923510
2017-05-02,9786088990
2017-05-03,9690164040
2017-05-04,9700628580
2017-05-05,9800041710
2017-05-08,9686675860
2017-05-09,9805273980
2017-05-10,9897710750
2017-05-11,9686675860
2017-05-12,9629120890
2017-05-15,9425062360
2017-05-16,9437270990
2017-05-17,9241932910
2017-05-18,9201818840
2017-05-19,9177401580
2017-05-22,9234956550
2017-05-23,9215771560
2017-05-24,9069268000
2017-05-25,9044850740
2017-05-26,9125078880
2017-05-30,9245421090
2017-05-31,9245421090
2017-06-01,9297743790
2017-06-02,9285535160
2017-06-05,9318672870
2017-06-06,9081476630
2017-06-07,9091941170
2017-06-08,9217515650
2017-06-09,9292511520
2017-06-12,9283791070
2017-06-13,9364019210
2017-06-14,9302976060
2017-06-15,9573310010
2017-06-16,9677955410
2017-06-19,9670979050
2017-06-20,9681443590
2017-06-21,9759927640
2017-06-22,9807018070
2017-06-23,9686675860
2017-06-26,9358735000
2017-06-27,9258523500
2017-06-28,9292493500
2017-06-29,9185488000
2017-06-30,9175297000
2017-07-03,9312875500
2017-07-05,9160010500
2017-07-06,8974874000
2017-07-07,8917125000
2017-07-10,8915426500
2017-07-11,8830501500
2017-07-12,8551947500
2017-07-13,8733687000
2017-07-14,8767657000
2017-07-17,8832200000
2017-07-18,8314157500
2017-07-19,8283584500
2017-07-20,8283584500
2017-07-21,8196961000
2017-07-24,8234327999
2017-07-25,8176579000
2017-07-26,8261504000
2017-07-27,8536661000
2017-07-28,8298871000
2017-07-31,8266599500
2017-08-01,8298871000
2017-08-02,8118829999
2017-08-03,8151101500
2017-08-04,8210549000
2017-08-07,8162991000
2017-08-08,8120528500
2017-08-09,8118829999
2017-08-10,8037302000
2017-08-11,8074669000
2017-08-14,8135815000
2017-08-15,8098448000
2017-08-16,8076367499
2017-08-17,7999935000
2017-08-18,7962568000
2017-08-21,8020317000
2017-08-22,8147704500
2017-08-23,7957472500
2017-08-24,8016920000
2017-08-25,8105242000
2017-08-28,7993141000
2017-08-29,7994839500
2017-08-30,8015221500
2017-08-31,7984648500
2017-09-01,8045794500
2017-09-05,7801210500
2017-09-06,7923502500
2017-09-07,7974457500
2017-09-08,8047493000
2017-09-11,8079764500
2017-09-12,8071272000
2017-09-13,8146006000
2017-09-14,8307363499
2017-09-15,8154498500
2017-09-18,8247916000
2017-09-19,8176579000
2017-09-20,8212247500
2017-09-21,8146006000
2017-09-22,8193564000
2017-09-25,8236865450
2017-09-26,8344558890
2017-09-27,8295760299
2017-09-28,8270519650
2017-09-29,8112344910
2017-10-02,8169557049
2017-10-03,8236865450
2017-10-04,8208259380
2017-10-05,7883496350
2017-10-06,7775802910
2017-10-09,7703446380
2017-10-10,7794312720
2017-10-11,7785899170
2017-10-12,7817870660
2017-10-13,7844794020
2017-10-16,7836380470
2017-10-17,7996237920
2017-10-18,8080373420
2017-10-19,8092152390
2017-10-20,8329414500
2017-10-23,8162826210
2017-10-24,8324366370
2017-10-25,8226769190
2017-10-26,8211624799
2017-10-27,8050084640
2017-10-30,7942391200
2017-10-31,7965949140
2017-11-01,8043353799
2017-11-02,8130854720
2017-11-03,7915467840
2017-11-06,7597435650
2017-11-07,7535175380
2017-11-08,7658013210
2017-11-09,7715225350
2017-11-10,7959218299
2017-11-13,7888544480
2017-11-14,7896958030
2017-11-15,7987824370
2017-11-16,8093835100
2017-11-17,7950804750
2017-11-20,7868351960
2017-11-21,7854890280
2017-11-22,8023161280
2017-11-24,7976045400
2017-11-27,7996237920
2017-11-28,8287346750
2017-11-29,8241913579
2017-11-30,8447204200
2017-12-01,8418598130
2017-12-04,8718120510
2017-12-05,8521243440
2017-12-06,8561628480
2017-12-07,8612109780
2017-12-08,8613792490
2017-12-11,8546484090
2017-12-12,8585186420
2017-12-13,8583503710
2017-12-14,8416915420
2017-12-15,8490954660
2017-12-18,8691197150
2017-12-19,8613792490
2017-12-20,8533022410
2017-12-21,8718120510
2017-12-22,8723168640
2017-12-26,8711389670
2017-12-27,8628936880
2017-12-28,8677735470
2017-12-29,8561628480
2018-01-02,8753316340
2018-01-03,8423763900
2018-01-04,8570044830
2018-01-05,8570044830
2018-01-08,8665884060
2018-01-09,8788625530
2018-01-10,8768448850
2018-01-11,9017294570
2018-01-12,9148442990
2018-01-16,8739865220
2018-01-17,8828978890
2018-01-18,8800395260
2018-01-19,8911367000
2018-01-22,9047559590
2018-01-23,9091275730
2018-01-24,9407377050
2018-01-25,9197203300
2018-01-26,9272865850
2018-01-29,9296405310
2018-01-30,8548186760
2018-01-31,8148015940
2018-02-01,8185006520
2018-02-02,7986602500
2018-02-05,7801649600
2018-02-06,8174918180
2018-02-07,8151378719
2018-02-08,7993328060
2018-02-09,8042088370
2018-02-12,8129520650
2018-02-13,7944567750
2018-02-14,8060583660
2018-02-15,8011823350
2018-02-16,7929435239
2018-02-20,7842002960
2018-02-21,7784835699
2018-02-22,7847047130
2018-02-23,7836958790
2018-02-26,7840321570
2018-02-27,7657050060
2018-02-28,7630147820
2018-03-01,7584750290
2018-03-02,7431743800
2018-03-05,7604926969
2018-03-06,7453601870
2018-03-07,7381302100
2018-03-08,7455283260
2018-03-09,7456964650
2018-03-12,7535989980
2018-03-13,7541034150
2018-03-14,7307320940
2018-03-15,7300595380
2018-03-16,7421655460
2018-03-19,7320772060
2018-03-20,7229977000
2018-03-21,7277055920
2018-03-22,7083696070
2018-03-23,6967680160
2018-03-26,7129093600
2018-03-27,7065200780
2018-03-28,7176172520
2018-03-29,7209800320
2018-04-02,7005067450
2018-04-03,7100023180
2018-04-04,7111684410
2018-04-05,7098357290
2018-04-06,7028389910
2018-04-09,6988408550
2018-04-10,7060041820
2018-04-11,7005067450
2018-04-12,7020060460
2018-04-13,7030055800
2018-04-16,7003401560
2018-04-17,6995072110
2018-04-18,6980079100
2018-04-19,6823485440
2018-04-20,6836812560
2018-04-23,6831814890
2018-04-24,6998403890
2018-04-25,7051712370
2018-04-26,6966751980
2018-04-27,6966751980
2018-04-30,6851805570
2018-05-01,6785169969
2018-05-02,6700209580
2018-05-03,6666891780
2018-05-04,6830149000
2018-05-07,6788501750
2018-05-08,6715202590
2018-05-09,6680218900
2018-05-10,6768511070
2018-05-11,6791833530
2018-05-14,6810158320
2018-05-15,6851805570
2018-05-16,7050046480
2018-05-17,7091693730
2018-05-18,7080032500
2018-05-21,7110018520
2018-05-22,7101689070
2018-05-23,7006733340
2018-05-24,6970083760
2018-05-25,7048380590
2018-05-29,7056710040
2018-05-30,6995072110
2018-05-31,6843476120
2018-06-01,6776840520
2018-06-04,6860135020
2018-06-05,6908445830
2018-06-06,7153331660
2018-06-07,7088361950
2018-06-08,7105020850
2018-06-11,7125011530
2018-06-12,7221633150
2018-06-13,7379892700
2018-06-14,7363233800
2018-06-15,7653098660
2018-06-18,7591460730
2018-06-19,7448194190
2018-06-20,7609785520
2018-06-21,7536486360
2018-06-22,7364899690
2018-06-25,6925104730
2018-06-26,6883457480
2018-06-27,6938431850
2018-06-28,6980079100
2018-06-29,7010065120
2018-07-02,6958978380
2018-07-03,7015393560
2018-07-05,7002119400
2018-07-06,7033645530
2018-07-09,7199572530
2018-07-10,7249350630
2018-07-11,7126564650
2018-07-12,7174683480
2018-07-13,7123246110
2018-07-16,7124905380
