,HOG
2004-08-24,17847681700
2004-08-25,18085846810
2004-08-26,18082906500
2004-08-27,17871204180
2004-08-30,17950592550
2004-08-31,17941771620
2004-09-01,18032921230
2004-09-02,18279907270
2004-09-03,18324011920
2004-09-07,18515132070
2004-09-08,18362235950
2004-09-09,18226981690
2004-09-10,18324011920
2004-09-13,18429863080
2004-09-14,18309310370
2004-09-15,18097608050
2004-09-16,17624218140
2004-09-17,17759472400
2004-09-20,17671263100
2004-09-21,17800636740
2004-09-22,17594815040
2004-09-23,17344888690
2004-09-24,17462501090
2004-09-27,17475089700
2004-09-28,17389845360
2004-09-29,17234053980
2004-09-30,17472150240
2004-10-01,17551515660
2004-10-04,17866037880
2004-10-05,17745520020
2004-10-06,17866037880
2004-10-07,17657336220
2004-10-08,17463331860
2004-10-11,17592668100
2004-10-12,17560334040
2004-10-13,17260509120
2004-10-14,17104717740
2004-10-15,17007715560
2004-10-18,16957744740
2004-10-19,16637343600
2004-10-20,16599130620
2004-10-21,16519765200
2004-10-22,16328700300
2004-10-25,16519765200
2004-10-26,16813711200
2004-10-27,17222296140
2004-10-28,17142930720
2004-10-29,16922471220
2004-11-01,17383966440
2004-11-02,17187022620
2004-11-03,17378087520
2004-11-04,17398663740
2004-11-05,17530939440
2004-11-08,17351632380
2004-11-09,17266388040
2004-11-10,17228175060
2004-11-11,17331056160
2004-11-12,17298722100
2004-11-15,17090020440
2004-11-16,16910713380
2004-11-17,16893076620
2004-11-18,16769619300
2004-11-19,16469794380
2004-11-22,16657919820
2004-11-23,16754922000
2004-11-24,16913652840
2004-11-26,16960684200
2004-11-29,17131172880
2004-11-30,16995957720
2004-12-01,17151749100
2004-12-02,17104717740
2004-12-03,17398663740
2004-12-06,17480968620
2004-12-07,17134112340
2004-12-08,16960684200
2004-12-09,17448634560
2004-12-10,17836643280
2004-12-13,17874856260
2004-12-14,17792551380
2004-12-15,17489787000
2004-12-16,17372208600
2004-12-17,17298722100
2004-12-20,17363390220
2004-12-21,17636760000
2004-12-22,17724943800
2004-12-23,17724943800
2004-12-27,17598547020
2004-12-28,17904250860
2004-12-29,17921887620
2004-12-30,17954221680
2004-12-31,17808741000
2005-01-03,17559565200
2005-01-04,17577154080
2005-01-05,17524387440
2005-01-06,17624057760
2005-01-07,17454031920
2005-01-10,17612331840
2005-01-11,17348498640
2005-01-12,17509730040
2005-01-13,17257622760
2005-01-14,17295732000
2005-01-18,17562496680
2005-01-19,17503867080
2005-01-20,17149158000
2005-01-21,17122774679
2005-01-24,17011378440
2005-01-25,17152089480
2005-01-26,17242965360
2005-01-27,17357293080
2005-01-28,17436443040
2005-01-31,17621126280
2005-02-01,17805809520
2005-02-02,17978766840
2005-02-03,17890822440
2005-02-04,17961177960
2005-02-07,17931863160
2005-02-08,17931863160
2005-02-09,17741316960
2005-02-10,17802878040
2005-02-11,17990492760
2005-02-14,17879096520
2005-02-15,18052053840
2005-02-16,18195696360
2005-02-17,18081368640
2005-02-18,17958246480
2005-02-22,17741316960
2005-02-23,17852713200
2005-02-24,17984629800
2005-02-25,18204490800
2005-02-28,18139998240
2005-03-01,18101889000
2005-03-02,18022739040
2005-03-03,18227942640
2005-03-04,18087231600
2005-03-07,17972903880
2005-03-08,17750111400
2005-03-09,17635783680
2005-03-10,17712002160
2005-03-11,17706139200
2005-03-14,17855644680
2005-03-15,17928931680
2005-03-16,17735454000
2005-03-17,17632852200
2005-03-18,17753042880
2005-03-21,17779426200
2005-03-22,17471620800
2005-03-23,17421785640
2005-03-24,17278143120
2005-03-28,16407907328
2005-03-29,16008531882
2005-03-30,16109073952
2005-03-31,16131416635
2005-04-01,15857718776
2005-04-04,15821411917
2005-04-05,16086731270
2005-04-06,16058802917
2005-04-07,16022496058
2005-04-08,15994567705
2005-04-11,15952675176
2005-04-12,16413492999
2005-04-13,13665343073
2005-04-14,13182182568
2005-04-15,12791185628
2005-04-18,12958755745
2005-04-19,13120740192
2005-04-20,12685057887
2005-04-21,13254796286
2005-04-22,13045333639
2005-04-25,13103983180
2005-04-26,12919656051
2005-04-27,13148668545
2005-04-28,12953170075
2005-04-29,13131911533
2005-05-02,13453087591
2005-05-03,13327410003
2005-05-04,13768677979
2005-05-05,13578765179
2005-05-06,13643000391
2005-05-09,13696064262
2005-05-10,13598315027
2005-05-11,13475430274
2005-05-12,13126325863
2005-05-13,13098397510
2005-05-16,13291103145
2005-05-17,13478223109
2005-05-18,13735163956
2005-05-19,13841291697
2005-05-20,13964176450
2005-05-23,13860841544
2005-05-24,13726785450
2005-05-25,13824534685
2005-05-26,13860841544
2005-05-27,13933455261
2005-05-31,13693271426
2005-06-01,13528494144
2005-06-02,13503358627
2005-06-03,13517322803
2005-06-06,13522908474
2005-06-07,13634621885
2005-06-08,13654171732
2005-06-09,13763092309
2005-06-10,13754713803
2005-06-13,13779849320
2005-06-14,13768677979
2005-06-15,13832913191
2005-06-16,13824534685
2005-06-17,13860841544
2005-06-20,13824534685
2005-06-21,13874805720
2005-06-22,14405444425
2005-06-23,14313280861
2005-06-24,14204360284
2005-06-27,13690200514
2005-06-28,13695663483
2005-06-29,13646496761
2005-06-30,13548163318
2005-07-01,13597330040
2005-07-05,13687469029
2005-07-06,13703857937
2005-07-07,13488070658
2005-07-08,13586404101
2005-07-11,13889598885
2005-07-12,13575478163
2005-07-13,13761219112
2005-07-14,13993395298
2005-07-15,14646220103
2005-07-18,14444090247
2005-07-19,14605247835
2005-07-20,14558812598
2005-07-21,14498719938
2005-07-22,14599784866
2005-07-25,14750016516
2005-07-26,14676266433
2005-07-27,14602516350
2005-07-28,14709044247
2005-07-29,14528766268
2005-08-01,14468673608
2005-08-02,14422238371
2005-08-03,14378534618
2005-08-04,14362145711
2005-08-05,14042562020
2005-08-08,14203719608
2005-08-09,14239228907
2005-08-10,14241960391
2005-08-11,14231034453
2005-08-12,14233765937
2005-08-15,14162747339
2005-08-16,13892330370
2005-08-17,13875941463
2005-08-18,13897793339
2005-08-19,13966080453
2005-08-22,13731172782
2005-08-23,13717515359
2005-08-24,13671080122
2005-08-25,13739367236
2005-08-26,13430709483
2005-08-29,13337839008
2005-08-30,13373348307
2005-08-31,13455292844
2005-09-01,13324181586
2005-09-02,13329644555
2005-09-06,13444366905
2005-09-07,13466218782
2005-09-08,13458024328
2005-09-09,13635570823
2005-09-12,13908719277
2005-09-13,13834969195
2005-09-14,13974274906
2005-09-15,14034367566
2005-09-16,14121775071
2005-09-19,14195525154
2005-09-20,13662885669
2005-09-21,13406126122
2005-09-22,13589135586
2005-09-23,13310524163
2005-09-26,13344145889
2005-09-27,12992122408
2005-09-28,12981206951
2005-09-29,12798373051
2005-09-30,13218618136
2005-10-03,13183142901
2005-10-04,13024868778
2005-10-05,12228040435
2005-10-06,12258057941
2005-10-07,12290804311
2005-10-10,12116157003
2005-10-11,12443620706
2005-10-12,12798373051
2005-10-13,13262279963
2005-10-14,13426011814
2005-10-17,13368705666
2005-10-18,13243177914
2005-10-19,13540624110
2005-10-20,13469673641
2005-10-21,13502420012
2005-10-24,13767119838
2005-10-25,13510606604
2005-10-26,13412367493
2005-10-27,13289568605
2005-10-28,13295026333
2005-10-31,13516064333
2005-11-01,13551539567
2005-11-02,13969055788
2005-11-03,13985428973
2005-11-04,13909020776
2005-11-07,14217382429
2005-11-08,14001802158
2005-11-09,14190093788
2005-11-10,14547574996
2005-11-11,14569405910
2005-11-14,14591236823
2005-11-15,14411131787
2005-11-16,14443878157
2005-11-17,14596694552
2005-11-18,14610338873
2005-11-21,14967820082
2005-11-22,14864123242
2005-11-23,15218875587
2005-11-25,15036041686
2005-11-28,15033312822
2005-11-29,15074245785
2005-11-30,14697662527
2005-12-01,14738595490
2005-12-02,14708577984
2005-12-05,14599423416
2005-12-06,14075481492
2005-12-07,14053650578
2005-12-08,13900834183
2005-12-09,14004531023
2005-12-12,14203738108
2005-12-13,14307434948
2005-12-14,14484811120
2005-12-15,14490268848
2005-12-16,14334723590
2005-12-19,14271959713
2005-12-20,14143703096
2005-12-21,14116414454
2005-12-22,14209195837
2005-12-23,14143703096
2005-12-27,14181907195
2005-12-28,14323808133
2005-12-29,14236484479
2005-12-30,14050921714
2006-01-03,13994966820
2006-01-04,13839376200
2006-01-05,14085045600
2006-01-06,14235176900
2006-01-09,14065937980
2006-01-10,14685570800
2006-01-11,14762001280
2006-01-12,14748352980
2006-01-13,14428982760
2006-01-17,14210609960
2006-01-18,14055019340
2006-01-19,14753812300
2006-01-20,14494494600
2006-01-23,14704678420
2006-01-24,14581843720
2006-01-25,14587303040
2006-01-26,14792027540
2006-01-27,14914862240
2006-01-30,14841161420
2006-01-31,14611869980
2006-02-01,14508142900
2006-02-02,14289770100
2006-02-03,14317066700
2006-02-06,14074126960
2006-02-07,13743838100
2006-02-08,14011344780
2006-02-09,14079586280
2006-02-10,14125990500
2006-02-13,14112342200
2006-02-14,14158746420
2006-02-15,14202420980
2006-02-16,14213339620
2006-02-17,14202420980
2006-02-21,14265203160
2006-02-22,14300688740
2006-02-23,14276121800
2006-02-24,14336174320
2006-02-27,14551817460
2006-02-28,14333444660
2006-03-01,14251554860
2006-03-02,14068667640
2006-03-03,13994966820
2006-03-06,14035911720
2006-03-07,13948562600
2006-03-08,13997696480
2006-03-09,13675596600
2006-03-10,13858483820
2006-03-13,13776594020
2006-03-14,13642840680
2006-03-15,13645570340
2006-03-16,13481790740
2006-03-17,13348037400
2006-03-20,13214284060
2006-03-21,13580058500
2006-03-22,13566410200
2006-03-23,13427197540
2006-03-24,13940373620
2006-03-27,13966461893
2006-03-28,13768507827
2006-03-29,14027988157
2006-03-30,14153715740
2006-03-31,13878185080
2006-04-03,13634755080
2006-04-04,13682906069
2006-04-05,13583929036
2006-04-06,13680231014
2006-04-07,14030663212
2006-04-10,14164415960
2006-04-11,14169766070
2006-04-12,13329798815
2006-04-13,13270947606
2006-04-17,13583929036
2006-04-18,13870159915
2006-04-19,13648130354
2006-04-20,13768507827
2006-04-21,13736407168
2006-04-24,13653480464
2006-04-25,13709656618
2006-04-26,13800608487
2006-04-27,13779208047
2006-04-28,13599979365
2006-05-01,13474251783
2006-05-02,13388650024
2006-05-03,13599979365
2006-05-04,13562528596
2006-05-05,13594629255
2006-05-08,13442151123
2006-05-09,13321773651
2006-05-10,13286997936
2006-05-11,13236171892
2006-05-12,13262922442
2006-05-15,13439476068
2006-05-16,13297698156
2006-05-17,13169295518
2006-05-18,13054268156
2006-05-19,13289672991
2006-05-22,13380624859
2006-05-23,13369924640
2006-05-24,13517052662
2006-05-25,13658830574
2006-05-26,13591954200
2006-05-30,13348524200
2006-05-31,13335148925
2006-06-01,13514377607
2006-06-02,13538453101
2006-06-05,13107769255
2006-06-06,12829563540
2006-06-07,13188020903
2006-06-08,13268272552
2006-06-09,13126494639
2006-06-12,13147895079
2006-06-13,13281647826
2006-06-14,13864809805
2006-06-15,13942386399
2006-06-16,14191166509
2006-06-19,13985187278
2006-06-20,13896910465
2006-06-21,14410521015
2006-06-22,14236642443
2006-06-23,14081489256
2006-06-26,13942724184
2006-06-27,13989634284
2006-06-28,13830661167
2006-06-29,14138182934
2006-06-30,14304974401
2006-07-03,14333641685
2006-07-05,14216366434
2006-07-06,14195517501
2006-07-07,14151213518
2006-07-10,14190305268
2006-07-11,14177274684
2006-07-12,13825448934
2006-07-13,13557018917
2006-07-14,13387621333
2006-07-17,13632596300
2006-07-18,13903632434
2006-07-19,14062605551
2006-07-20,13887995734
2006-07-21,13786357184
2006-07-24,14221578668
2006-07-25,14377945668
2006-07-26,14385764018
2006-07-27,14411825185
2006-07-28,14761044818
2006-07-31,14854865019
2006-08-01,14797530452
2006-08-02,14878320069
2006-08-03,14922624052
2006-08-04,14904381235
2006-08-07,15050323769
2006-08-08,14826197735
2006-08-09,14557767718
2006-08-10,14620314518
2006-08-11,14828803852
2006-08-14,14677649085
2006-08-15,14883532302
2006-08-16,15360451652
2006-08-17,15308329319
2006-08-18,15493363603
2006-08-21,15188447952
2006-08-22,15282268152
2006-08-23,15097233869
2006-08-24,15115476686
2006-08-25,15052929885
2006-08-28,15258813102
2006-08-29,15323966019
2006-08-30,15454271853
2006-08-31,15248388636
2006-09-01,15412573986
2006-09-05,15250994752
2006-09-06,15149356202
2006-09-07,15115476686
2006-09-08,15480333019
2006-09-11,15568940986
2006-09-12,16001556353
2006-09-13,16061497037
2006-09-14,15866038286
2006-09-15,15897311687
2006-09-18,15876462753
2006-09-19,15889493336
2006-09-20,15899917803
2006-09-21,16082345970
2006-09-22,15944221787
2006-09-25,16330917147
2006-09-26,16637492181
2006-09-27,16320612104
2006-09-28,16359256016
2006-09-29,16166036457
2006-10-02,16225290455
2006-10-03,16256205584
2006-10-04,16081019851
2006-10-05,16333493408
2006-10-06,16529289228
2006-10-09,16472611491
2006-10-10,16390171145
2006-10-11,16269086888
2006-10-12,16714780005
2006-10-13,16439120100
2006-10-16,17170778165
2006-10-17,17446438069
2006-10-18,17366573985
2006-10-19,17394912854
2006-10-20,17335658855
2006-10-23,17662843976
2006-10-24,17928198837
2006-10-25,17984876574
2006-10-26,17510844589
2006-10-27,17420675461
2006-10-30,17479929460
2006-10-31,17680877801
2006-11-01,17521149632
2006-11-02,17570098587
2006-11-03,17433556765
2006-11-06,17856063535
2006-11-07,18139452222
2006-11-08,18587721599
2006-11-09,18394502040
2006-11-10,18291451609
2006-11-13,18206435002
2006-11-14,18286299087
2006-11-15,18510433776
2006-11-16,18729415943
2006-11-17,18894296633
2006-11-20,19090092453
2006-11-21,19231786797
2006-11-22,19450768964
2006-11-24,19303922099
2006-11-27,18876262808
2006-11-28,18768059855
2006-11-29,19177685320
2006-11-30,19005075847
2006-12-01,18865957765
2006-12-04,19028262194
2006-12-05,19012804630
2006-12-06,18809280027
2006-12-07,18415112126
2006-12-08,18291451609
2006-12-11,17799385798
2006-12-12,17500539546
2006-12-13,17683454062
2006-12-14,17861216057
2006-12-15,17907588751
2006-12-18,17925622576
2006-12-19,18067316920
2006-12-20,18152333526
2006-12-21,18062164398
2006-12-22,18085350745
2006-12-26,18090503267
2006-12-27,18361010650
2006-12-28,18165214830
2006-12-29,18154909787
2007-01-03,18053992160
2007-01-04,18182655160
2007-01-05,17891876780
2007-01-08,18090017800
2007-01-09,18445127680
2007-01-10,18602096540
2007-01-11,19003525100
2007-01-12,18733332800
2007-01-16,18643268700
2007-01-17,18743625840
2007-01-18,18257279700
2007-01-19,18424541600
2007-01-22,18429688120
2007-01-23,18530045260
2007-01-24,18622682620
2007-01-25,18208387760
2007-01-26,18241840140
2007-01-29,18035979340
2007-01-30,17897023300
2007-01-31,17567646020
2007-02-01,17693735760
2007-02-02,18038552600
2007-02-05,17796666160
2007-02-06,17989660660
2007-02-07,18012820000
2007-02-08,17848131360
2007-02-09,17446702800
2007-02-12,17567646020
2007-02-13,17459569100
2007-02-14,17732334660
2007-02-15,17778653340
2007-02-16,17508461040
2007-02-20,17963928060
2007-02-21,18074578240
2007-02-22,17866144180
2007-02-23,17758067260
2007-02-26,17678296200
2007-02-27,17063287060
2007-02-28,16947490360
2007-03-01,16728763260
2007-03-02,16409679020
2007-03-05,16538342019
2007-03-06,16556354840
2007-03-07,16288735800
2007-03-08,16350494040
2007-03-09,16306748620
2007-03-12,16013396980
2007-03-13,15573369520
2007-03-14,15696886000
2007-03-15,15694312740
2007-03-16,15640274280
2007-03-19,15835842040
2007-03-20,15812682700
2007-03-21,15812682700
2007-03-22,15725191860
2007-03-23,15748351200
2007-03-26,15632554500
2007-03-27,15318616780
2007-03-28,14996959280
2007-03-29,15014972100
2007-03-30,15117902500
2007-04-02,14976654000
2007-04-03,15049908000
2007-04-04,15312612000
2007-04-05,15550056000
2007-04-09,15701616000
2007-04-10,15800130000
2007-04-11,15484380000
2007-04-12,15529848000
2007-04-13,15446490000
2007-04-16,15489432000
2007-04-17,15615732000
2007-04-18,15474276000
2007-04-19,15969372000
2007-04-20,16373531999
2007-04-23,16461942000
2007-04-24,16328064000
2007-04-25,16557930000
2007-04-26,16504884000
2007-04-27,16232076000
2007-04-30,15994632000
2007-05-01,16024944000
2007-05-02,16153770000
2007-05-03,16002210000
2007-05-04,15987054000
2007-05-07,16004736000
2007-05-08,16072938000
2007-05-09,16297751999
2007-05-10,16131036000
2007-05-11,16408895999
2007-05-14,16371006000
2007-05-15,15923904000
2007-05-16,15744558000
2007-05-17,15668778000
2007-05-18,15888540000
2007-05-21,15883488000
2007-05-22,16037574000
2007-05-23,16123458000
2007-05-24,15815286000
2007-05-25,15696564000
2007-05-29,15608154000
2007-05-30,15668778000
2007-05-31,15431334000
2007-06-01,15716772000
2007-06-04,15653622000
2007-06-05,15517218000
2007-06-06,15342924000
2007-06-07,15087798000
2007-06-08,15267144000
2007-06-11,15067590000
2007-06-12,14890770000
2007-06-13,15330294000
2007-06-14,15355554000
2007-06-15,15360606000
2007-06-18,15363132000
2007-06-19,15332820000
2007-06-20,15049908000
2007-06-21,15186312000
2007-06-22,15800130000
2007-06-25,15317664000
2007-06-26,15118110000
2007-06-27,15123162000
2007-06-28,15102954000
2007-06-29,15057486000
2007-07-02,14986675083
2007-07-03,15033725120
2007-07-05,14880193419
2007-07-06,15100585700
2007-07-09,15553751850
2007-07-10,15051059345
2007-07-11,15209543681
2007-07-12,15400220149
2007-07-13,15472033364
2007-07-16,15261546354
2007-07-17,15100585700
2007-07-18,15142683102
2007-07-19,14701898541
2007-07-20,14414645680
2007-07-23,14283400839
2007-07-24,14429503587
2007-07-25,14526079980
2007-07-26,14189300764
2007-07-27,13966432166
2007-07-30,14152155998
2007-07-31,14194253400
2007-08-01,14315592970
2007-08-02,14107582278
2007-08-03,13669274035
2007-08-06,14045674334
2007-08-07,14020911157
2007-08-08,14394835138
2007-08-09,14342832465
2007-08-10,14164537587
2007-08-13,13703942483
2007-08-14,13617271362
2007-08-15,13302779006
2007-08-16,13513266016
2007-08-17,13773279381
2007-08-20,13649463493
2007-08-21,14043198016
2007-08-22,13951574259
2007-08-23,13651939810
2007-08-24,13451358072
2007-08-27,13382021175
2007-08-28,13146770987
2007-08-29,13476121249
2007-08-30,13382021175
2007-08-31,13320113231
2007-09-04,13634605586
2007-09-05,13414213305
2007-09-06,13394402763
2007-09-07,12156243883
2007-09-10,11752604088
2007-09-11,11636217154
2007-09-12,11725364593
2007-09-13,11581738163
2007-09-14,11514877584
2007-09-17,11554498668
2007-09-18,11834322575
2007-09-19,12032427995
2007-09-20,11923470014
2007-09-21,11898706836
2007-09-24,11683267191
2007-09-25,11517353901
2007-09-26,11497543359
2007-09-27,11500019677
2007-09-28,11443064368
2007-10-01,10951395000
2007-10-02,11081910000
2007-10-03,11696517000
2007-10-04,11447352000
2007-10-05,11784318000
2007-10-08,11713128000
2007-10-09,12130776000
2007-10-10,11929071000
2007-10-11,11976531000
2007-10-12,11886357000
2007-10-15,11670414000
2007-10-16,11442606000
2007-10-17,11706009000
2007-10-18,11615835000
2007-10-19,11461590000
2007-10-22,11535153000
2007-10-23,11573121000
2007-10-24,11679906000
2007-10-25,11838897000
2007-10-26,11808048000
2007-10-29,12161625000
2007-10-30,12047721000
2007-10-31,12220950000
2007-11-01,11734485000
2007-11-02,11736858000
2007-11-05,11499558000
2007-11-06,11556510000
2007-11-07,11418876000
2007-11-08,11675160000
2007-11-09,11428368000
2007-11-12,11447352000
2007-11-13,11834151000
2007-11-14,11549391000
2007-11-15,11549391000
2007-11-16,11361924000
2007-11-19,11179203000
2007-11-20,10699857000
2007-11-21,11022585000
2007-11-23,11041569000
2007-11-26,11022585000
2007-11-27,11029704000
2007-11-28,11395146000
2007-11-29,11155473000
2007-11-30,11395146000
2007-12-03,11122251000
2007-12-04,11195814000
2007-12-05,11402265000
2007-12-06,11639565000
2007-12-07,11625327000
2007-12-10,11478201000
2007-12-11,10941903000
2007-12-12,10849356000
2007-12-13,10839864000
2007-12-14,10669008000
2007-12-17,10825626000
2007-12-18,10951395000
2007-12-19,10986990000
2007-12-20,11017839000
2007-12-21,11233782000
2007-12-24,11217171000
2007-12-26,11388027000
2007-12-27,11195814000
2007-12-28,11188695000
2007-12-31,11073913380
2008-01-02,10813127580
2008-01-03,10704071700
2008-01-04,10047365640
2008-01-07,9774725940
2008-01-08,9530535600
2008-01-09,9755759700
2008-01-10,9864815580
2008-01-11,9445187520
2008-01-14,9599288220
2008-01-15,9179660160
2008-01-16,9395401140
2008-01-17,8760032100
2008-01-18,8771886000
2008-01-22,8736324300
2008-01-23,9722568780
2008-01-24,9511569360
2008-01-25,8999480880
2008-01-28,9276862140
2008-01-29,9407255040
2008-01-30,9129873780
2008-01-31,9634849920
2008-02-01,9708344100
2008-02-04,9502086240
2008-02-05,9004222440
2008-02-06,8925986700
2008-02-07,9016076340
2008-02-08,8762402880
2008-02-11,8852492520
2008-02-12,9236558880
2008-02-13,9255525120
2008-02-14,8952065280
2008-02-15,8933099040
2008-02-19,9020817900
2008-02-20,9030301020
2008-02-21,8897537340
2008-02-22,9108536760
2008-02-25,9319536180
2008-02-26,9381176460
2008-02-27,9459412200
2008-02-28,9329019300
2008-02-29,8809818480
2008-03-03,8788481460
2008-03-04,8674684020
2008-03-05,8608302180
2008-03-06,8489763180
2008-03-07,8309583899
2008-03-10,8221865040
2008-03-11,8693650260
2008-03-12,8603560620
2008-03-13,8724470400
2008-03-14,8394931979
2008-03-17,8274022200
2008-03-18,8731582740
2008-03-19,8477909280
2008-03-20,9063491940
2008-03-24,9637220700
2008-03-25,9409625820
2008-03-26,9238929660
2008-03-27,9212851080
2008-03-28,8992368540
2008-03-31,8815012500
2008-04-01,9193470370
2008-04-02,9254587790
2008-04-03,9259289130
2008-04-04,9219327740
2008-04-07,9266341140
2008-04-08,9247535780
2008-04-09,8857324560
2008-04-10,8913740640
2008-04-11,8711583020
2008-04-14,8328423810
2008-04-15,8434203960
2008-04-16,8648114930
2008-04-17,8483568030
2008-04-18,8876129920
2008-04-21,8815012500
2008-04-22,8767999100
2008-04-23,8833817860
2008-04-24,9050079500
2008-04-25,9249886450
2008-04-28,9296899850
2008-04-29,9271042480
2008-04-30,8991312750
2008-05-01,9292198510
2008-05-02,9177015680
2008-05-05,9094742230
2008-05-06,9219327740
2008-05-07,8946650020
2008-05-08,8977208730
2008-05-09,8944299350
2008-05-12,9174665010
2008-05-13,9169963670
2008-05-14,9247535780
2008-05-15,9381523970
2008-05-16,9390926650
2008-05-19,9588382930
2008-05-20,9409732010
2008-05-21,9132352950
2008-05-22,9179366350
2008-05-23,8918441980
2008-05-27,9155859650
2008-05-28,9311003870
2008-05-29,9524914840
2008-05-30,9771735190
2008-06-02,9522564170
2008-06-03,9400329330
2008-06-04,9508460150
2008-06-05,9635396330
2008-06-06,9353315930
2008-06-09,9165262330
2008-06-10,9167613000
2008-06-11,8857324560
2008-06-12,8953702030
2008-06-13,9151158310
2008-06-16,9209925060
2008-06-17,9151158310
2008-06-18,8772700440
2008-06-19,9012468780
2008-06-20,8753895080
2008-06-23,8742141730
2008-06-24,8767999100
2008-06-25,8742141730
2008-06-26,8523529420
2008-06-27,8610504210
2008-06-30,8451517060
2008-07-01,8582042420
2008-07-02,8267383070
2008-07-03,8283698740
2008-07-07,8339638180
2008-07-08,8528433790
2008-07-09,8104226370
2008-07-10,7854829700
2008-07-11,7768589730
2008-07-14,7707988670
2008-07-15,7880468610
2008-07-16,8432870580
2008-07-17,9027227130
2008-07-18,8728883450
2008-07-21,8682267250
2008-07-22,8864070430
2008-07-23,9162414110
2008-07-24,8621666190
2008-07-25,8656628340
2008-07-28,8535426219
2008-07-29,8829108280
2008-07-30,8910686630
2008-07-31,8819785040
2008-08-01,8824446660
2008-08-04,8815123420
2008-08-05,9304593520
2008-08-06,9474742650
2008-08-07,9330232430
2008-08-08,9731131750
2008-08-11,9917596550
2008-08-12,9651884210
2008-08-13,9537674520
2008-08-14,9637899350
2008-08-15,9919927360
2008-08-18,9891957640
2008-08-19,9362863770
2008-08-20,9162414110
2008-08-21,8973618500
2008-08-22,9271962180
2008-08-25,8978280120
2008-08-26,9038881180
2008-08-27,9050535230
2008-08-28,9381510250
2008-08-29,9271962180
2008-09-02,9516697230
2008-09-03,9628576110
2008-09-04,9339555670
2008-09-05,9136775200
2008-09-08,9460757790
2008-09-09,9521358850
2008-09-10,9661207450
2008-09-11,9637899350
2008-09-12,9437449690
2008-09-15,9416472400
2008-09-16,9404818350
2008-09-17,9241661650
2008-09-18,9863987920
2008-09-19,9975866800
2008-09-22,9556321000
2008-09-23,9292939470
2008-09-24,9132113580
2008-09-25,9220684360
2008-09-26,9332563240
2008-09-29,8788229280
2008-09-30,8642260800
2008-10-01,8510194079
2008-10-02,7859128320
2008-10-03,7553289600
2008-10-06,7402687200
2008-10-07,6740036640
2008-10-08,6726134880
2008-10-09,6452733600
2008-10-10,6844299840
2008-10-13,7036607520
2008-10-14,6656626080
2008-10-15,5683502880
2008-10-16,6102872640
2008-10-17,5980073760
2008-10-20,6082020000
2008-10-21,5961538080
2008-10-22,5178405600
2008-10-23,4923540000
2008-10-24,4606116480
2008-10-27,4372103520
2008-10-28,4930490880
2008-10-29,5449489920
2008-10-30,5558387040
2008-10-31,5671918080
2008-11-03,5303521440
2008-11-04,5618628000
2008-11-05,5261816160
2008-11-06,4793790240
2008-11-07,4937441760
2008-11-10,4691844000
2008-11-11,4464781920
2008-11-12,4066264800
2008-11-13,4212233280
2008-11-14,3556533600
2008-11-17,3396663360
2008-11-18,3412882080
2008-11-19,3125579040
2008-11-20,2757182400
2008-11-21,2789619840
2008-11-24,3320203680
2008-11-25,3683966400
2008-11-26,3952733759
2008-11-28,3941148960
2008-12-01,3408248160
2008-12-02,3695551200
2008-12-03,3850787520
2008-12-04,3721037759
2008-12-05,3846153600
2008-12-08,4040778240
2008-12-09,3873957119
2008-12-10,4124188800
2008-12-11,3695551200
2008-12-12,3778961759
2008-12-15,3753475200
2008-12-16,4070898720
2008-12-17,3924930240
2008-12-18,3727988640
2008-12-19,3843836640
2008-12-22,3667747680
2008-12-23,3639944160
2008-12-24,3651528960
2008-12-26,3665430720
2008-12-29,3656162880
2008-12-30,3822984000
2008-12-31,3941503109
2009-01-02,4273639199
2009-01-05,4396738590
2009-01-06,4598807400
2009-01-07,4029763050
2009-01-08,4083183539
2009-01-09,3716208000
2009-01-12,3281876190
2009-01-13,3244714110
2009-01-14,3119292090
2009-01-15,3240068850
2009-01-16,3182003100
2009-01-20,2791801260
2009-01-21,3149486280
2009-01-22,2880061200
2009-01-23,2671024500
2009-01-26,2680315020
2009-01-27,2821995450
2009-01-28,2996192700
2009-01-29,2989224810
2009-01-30,2828963340
2009-02-02,2754639180
2009-02-03,3188970990
2009-02-04,2949740100
2009-02-05,3038000040
2009-02-06,3349232460
2009-02-09,3321360900
2009-02-10,3051935820
2009-02-11,3114646830
2009-02-12,2856834900
2009-02-13,2856834900
2009-02-17,2754639180
2009-02-18,2636185050
2009-02-19,2501472510
2009-02-20,2513085660
2009-02-23,2394631530
2009-02-24,2436438870
2009-02-25,2348178930
2009-02-26,2376050490
2009-02-27,2345856300
2009-03-02,2111270670
2009-03-03,2150755380
2009-03-04,2067140700
2009-03-05,1904556599
2009-03-06,1934750790
2009-03-09,1955654460
2009-03-10,2324952630
2009-03-11,2345856300
2009-03-12,2513085660
2009-03-13,2494504620
2009-03-16,2592055080
2009-03-17,2652443460
2009-03-18,3195938880
2009-03-19,3093743160
2009-03-20,2949740100
2009-03-23,3288844080
2009-03-24,3126259980
2009-03-25,3277230930
2009-03-26,3569882310
2009-03-27,3358522980
2009-03-30,3121706720
2009-03-31,3114728240
2009-04-01,3207774640
2009-04-02,3656723520
2009-04-03,3852120959
2009-04-06,3977733600
2009-04-07,3745117600
2009-04-08,3782336160
2009-04-09,4191740320
