,PCH
2023-09-22,3599529440
2023-09-25,3629178280
2023-09-26,3613151880
2023-09-27,3628376960
2023-09-28,3617158480
2023-09-29,3637191480
2023-10-02,3615202000
2023-10-03,3569812900
2023-10-04,3627942800
2023-10-05,3607239000
2023-10-06,3614405700
2023-10-09,3622368700
2023-10-10,3590516700
2023-10-11,3619183500
2023-10-12,3583350000
2023-10-13,3572998100
2023-10-16,3647850300
2023-10-17,3623961300
2023-10-18,3552294300
2023-10-19,3514071900
2023-10-20,3459923500
2023-10-23,3399404700
2023-10-24,3434441900
2023-10-25,3339682200
2023-10-26,3406571400
2023-10-27,3387460200
2023-10-30,3395423200
2023-10-31,3412145500
2023-11-01,3353219300
2023-11-02,3559461000
2023-11-03,3693239400
2023-11-06,3666961500
2023-11-07,3615202000
2023-11-08,3551498000
2023-11-09,3533183100
2023-11-10,3588924100
2023-11-13,3570609200
2023-11-14,3796758400
2023-11-15,3768091600
2023-11-16,3748184100
2023-11-17,3765702700
2023-11-20,3769684200
2023-11-21,3741017399
2023-11-22,3794369500
2023-11-24,3792776900
2023-11-27,3717128400
2023-11-28,3673331900
2023-11-29,3661387399
2023-11-30,3650239200
2023-12-01,3668554100
2023-12-04,3646257700
2023-12-05,3633516900
2023-12-06,3610424200
2023-12-07,3571405500
2023-12-08,3582553700
2023-12-11,3593701900
2023-12-12,3515664500
2023-12-13,3657405900
2023-12-14,3801536200
2023-12-15,3718721000
2023-12-18,3765702700
2023-12-19,3866832800
2023-12-20,3916999700
2023-12-21,3920184899
2023-12-22,3932925700
2023-12-26,3920184899
2023-12-27,3934518299
2023-12-28,3944870200
2023-12-29,3909833000
2024-01-02,3951979200
2024-01-03,3912140700
2024-01-04,3871505430
2024-01-05,3877879590
2024-01-08,3917718090
2024-01-09,3876286050
2024-01-10,3875489280
2024-01-11,3858757110
2024-01-12,3802186440
2024-01-16,3774299490
2024-01-17,3688248330
2024-01-18,3718525590
2024-01-19,3744819000
2024-01-22,3796609050
2024-01-23,3742428690
2024-01-24,3708167580
2024-01-25,3694622490
2024-01-26,3663548459
2024-01-29,3667532310
2024-01-30,3638051819
2024-01-31,3563952209
2024-02-01,3645222750
2024-02-02,3572716680
2024-02-05,3528097560
2024-02-06,3538455569
2024-02-07,3549610350
2024-02-08,3559171590
2024-02-09,3566342520
2024-02-12,3619726110
2024-02-13,3530487870
2024-02-14,3545626500
2024-02-15,3565545750
2024-02-16,3528894330
2024-02-20,3495429990
2024-02-21,3495429990
2024-02-22,3516942780
2024-02-23,3519333090
2024-02-26,3482681670
2024-02-27,3511365390
2024-02-28,3574310220
2024-02-29,3602197170
2024-03-01,3648409830
2024-03-04,3778283340
2024-03-05,3680280630
2024-03-06,3694622490
2024-03-07,3698606340
2024-03-08,3744022230
2024-03-11,3763144709
2024-03-12,3688248330
2024-03-13,3647613060
2024-03-14,3563952209
2024-03-15,3567936060
2024-03-18,3528097560
2024-03-19,3581481150
2024-03-20,3647613060
2024-03-21,3687451560
2024-03-22,3689045100
2024-03-25,3681077400
2024-03-26,3689045100
2024-03-27,3741631920
2024-03-28,3746412540
2024-04-01,3719322360
2024-04-02,3670719390
2024-04-03,3642832440
2024-04-04,3613351950
2024-04-05,3605384250
2024-04-08,3599806860
2024-04-09,3686654790
2024-04-10,3504991230
2024-04-11,3544032959
2024-04-12,3498617069
2024-04-15,3444436709
2024-04-16,3379898340
2024-04-17,3280302090
2024-04-18,3246837750
2024-04-19,3281895630
2024-04-22,3294643950
2024-04-23,3302611650
2024-04-24,3299424569
2024-04-25,3269944080
2024-04-26,3270740850
2024-04-29,3261976380
2024-04-30,3187876770
2024-05-01,3247634520
2024-05-02,3299424569
2024-05-03,3346434000
2024-05-06,3401411130
2024-05-07,3374320950
2024-05-08,3383882190
2024-05-09,3422923920
2024-05-10,3439656090
2024-05-13,3508178310
2024-05-14,3523316940
2024-05-15,3538455569
2024-05-16,3507381540
2024-05-17,3492242910
2024-05-20,3472323660
2024-05-21,3507381540
2024-05-22,3479494590
2024-05-23,3406191750
2024-05-24,3406191750
2024-05-28,3405394980
2024-05-29,3352011390
2024-05-30,3383085420
2024-05-31,3404598209
2024-06-03,3422923920
2024-06-04,3410175600
2024-06-05,3407785290
2024-06-06,3398224050
2024-06-07,3322530900
2024-06-10,3277911780
2024-06-11,3269944080
2024-06-12,3246040980
2024-06-13,3216560490
2024-06-14,3209389560
2024-06-17,3227715270
2024-06-18,3203812170
2024-06-20,3199828319
2024-06-21,3181502610
2024-06-24,3191860620
2024-06-25,3143257650
2024-06-26,3107403000
2024-06-27,3125728709
2024-06-28,3138477030
2024-07-01,3010197060
2024-07-02,3025335690
2024-07-03,2987887500
2024-07-05,2997448740
2024-07-08,3023742150
2024-07-09,3000635819
2024-07-10,3006213209
2024-07-11,3136883490
2024-07-12,3163176900
2024-07-15,3180705840
2024-07-16,3308985810
2024-07-17,3410175600
2024-07-18,3379101569
2024-07-19,3343246920
2024-07-22,3367946790
2024-07-23,3281098860
2024-07-24,3246040980
2024-07-25,3349621080
2024-07-26,3429534890
2024-07-29,3451034180
2024-07-30,3595955319
2024-07-31,3532253720
2024-08-01,3438293860
2024-08-02,3431923700
2024-08-05,3422368459
2024-08-06,3425553540
2024-08-07,3373795990
2024-08-08,3326816060
2024-08-09,3319649630
