,CVX
2013-11-25,235592298200
2013-11-26,233764525400
2013-11-27,233079110600
2013-11-29,233117189200
2013-12-02,232926796200
2013-12-03,233269503600
2013-12-04,231841556100
2013-12-05,230565923000
2013-12-06,232831599700
2013-12-09,234830726200
2013-12-10,235439983800
2013-12-11,232469853000
2013-12-12,230356490700
2013-12-13,228281207000
2013-12-16,228890464600
2013-12-17,226072648200
2013-12-18,231517888000
2013-12-19,234602254600
2013-12-20,233764525400
2013-12-23,233802604000
2013-12-24,235154394300
2013-12-26,237629503300
2013-12-27,238429153900
2013-12-30,236525223900
2013-12-31,236708447120
2014-01-02,235249272480
2014-01-03,235647229200
2014-01-06,235021868640
2014-01-07,237011652240
2014-01-08,233638495280
2014-01-09,233638495280
2014-01-10,229317822320
2014-01-13,225982566000
2014-01-14,226588976240
2014-01-15,225849913760
2014-01-16,225186652560
2014-01-17,226058367280
2014-01-21,228086051520
2014-01-22,228218703760
2014-01-23,224352838480
2014-01-24,220373271280
2014-01-27,220638575760
2014-01-28,221415538880
2014-01-29,219823712000
2014-01-30,220676476400
2014-01-31,211542422160
2014-02-03,210613856480
2014-02-04,210026396560
2014-02-05,207543904640
2014-02-06,210860210640
2014-02-07,212338335600
2014-02-10,211656124080
2014-02-11,215237734560
2014-02-12,212300434960
2014-02-13,213210050320
2014-02-14,215048231360
2014-02-18,213589056720
2014-02-19,215275635200
2014-02-20,217170667200
2014-02-21,213532205760
2014-02-24,216317902800
2014-02-25,217871829040
2014-02-26,218895146320
2014-02-27,219236252080
2014-02-28,218554040560
2014-03-03,217625474880
2014-03-04,218535090240
2014-03-05,216848511760
2014-03-06,217644425200
2014-03-07,218080282560
2014-03-10,219520506880
2014-03-11,217000114320
2014-03-12,219160450800
2014-03-13,216886412400
2014-03-14,216223151200
2014-03-17,218061332240
2014-03-18,220278519680
2014-03-19,218307686400
2014-03-20,218895146320
2014-03-21,219122550160
2014-03-24,219539457200
2014-03-25,221889296880
2014-03-26,223064216720
2014-03-27,222988415440
2014-03-28,224561292000
2014-03-31,224447738130
2014-04-01,224617617000
2014-04-02,225278257050
2014-04-03,224693118720
2014-04-04,224240108400
2014-04-07,221484295620
2014-04-08,222352565400
2014-04-09,224806371300
2014-04-10,220257392670
2014-04-11,220899157290
2014-04-14,224051354100
2014-04-15,227071422900
2014-04-16,229959363690
2014-04-17,233451318240
2014-04-21,234508342320
2014-04-22,234055332000
2014-04-23,235357736670
2014-04-24,234621594900
2014-04-25,234036456570
2014-04-28,237320781390
2014-04-29,237773791710
2014-04-30,236924397360
2014-05-01,235829622420
2014-05-02,235414362960
2014-05-05,236622390480
2014-05-06,235886248710
2014-05-07,238264552890
2014-05-08,236112753870
2014-05-09,235999501290
2014-05-12,236395885320
2014-05-13,237547286550
2014-05-14,238623186060
2014-05-15,233696698830
2014-05-16,232507546740
2014-05-19,232073411850
2014-05-20,231224017500
2014-05-21,234357338880
2014-05-22,233356941090
2014-05-23,232866179910
2014-05-27,231865782120
2014-05-28,231261768360
2014-05-29,230884259760
2014-05-30,231771404970
2014-06-02,230676630030
2014-06-03,231318394650
2014-06-04,230940886050
2014-06-05,233149311360
2014-06-06,234413965170
2014-06-09,234753722910
2014-06-10,236584639620
2014-06-11,236282632740
2014-06-12,238038047730
2014-06-13,240208722180
2014-06-16,242624777220
2014-06-17,243172164690
2014-06-18,245909102040
2014-06-19,249136800570
2014-06-20,249797440620
2014-06-23,251005468139
2014-06-24,248721541110
2014-06-25,247702267889
2014-06-26,247117129559
2014-06-27,246060105480
2014-06-30,245553453250
2014-07-01,245534644100
2014-07-02,244951560449
2014-07-03,246757238850
2014-07-07,245402980050
2014-07-08,244330858500
2014-07-09,247133421849
2014-07-10,244989178750
2014-07-11,241641150050
2014-07-14,243127072899
2014-07-15,243127072899
2014-07-16,246192964349
2014-07-17,244669423200
2014-07-18,245252506849
2014-07-21,246945330350
2014-07-22,249371710700
2014-07-23,251816900200
2014-07-24,253641387750
2014-07-25,251233816550
2014-07-28,250613114600
2014-07-29,249070764299
2014-07-30,249277664950
2014-07-31,243089454600
2014-08-01,240569028500
2014-08-04,241076875549
2014-08-05,235039138400
2014-08-06,236487442950
2014-08-07,236336969750
2014-08-08,240493791900
2014-08-11,240211654650
2014-08-12,239045487350
2014-08-13,240004754000
2014-08-14,238800968400
2014-08-15,237183381500
2014-08-18,237559564500
2014-08-19,240061181450
2014-08-20,239797853350
2014-08-21,240625455950
2014-08-22,239083105650
2014-08-25,240456173600
2014-08-26,241227348750
2014-08-27,241960905599
2014-08-28,242167806250
2014-08-29,243484446749
2014-09-02,239891899100
2014-09-03,240493791900
2014-09-04,238500022000
2014-09-05,239628571000
2014-09-08,237390282150
2014-09-09,235452939700
2014-09-10,233760116200
2014-09-11,232913704450
2014-09-12,230713033900
2014-09-15,233684879600
2014-09-16,235039138400
2014-09-17,234587718800
2014-09-18,233496788100
2014-09-19,234738192000
2014-09-22,232274193350
2014-09-23,231465399900
2014-09-24,230223996000
2014-09-25,226988822200
2014-09-26,228474745050
2014-09-29,226744303250
2014-09-30,223287334240
2014-10-01,220162209800
2014-10-02,219151690520
2014-10-03,220274489720
2014-10-06,220985595880
2014-10-07,217111938640
2014-10-08,220723609400
2014-10-09,214286227320
2014-10-10,213126001480
2014-10-13,209645323960
2014-10-14,205434826960
2014-10-15,204480447640
2014-10-16,207830131920
2014-10-17,209214917600
2014-10-20,208634804680
2014-10-21,215371599880
2014-10-22,213331848000
2014-10-23,217430065080
2014-10-24,216906092120
2014-10-27,215240606640
2014-10-28,219189117160
2014-10-29,219207830480
2014-10-30,219320110400
2014-10-31,224466273400
2014-11-03,218534150960
2014-11-04,215895572840
2014-11-05,219039410600
2014-11-06,221808981960
2014-11-07,222314241600
2014-11-10,220667469440
2014-11-11,221640562080
2014-11-12,220162209800
2014-11-13,217916611400
2014-11-14,217673338240
2014-11-17,216606679000
2014-11-18,216082706040
2014-11-19,217954038040
2014-11-20,219525956920
2014-11-21,221902548560
2014-11-24,220049929880
2014-11-25,217355211800
2014-11-26,215409026520
2014-11-28,203731914840
2014-12-01,209083924360
2014-12-02,213369274640
2014-12-03,212789161720
2014-12-04,210113156960
2014-12-05,207474578840
2014-12-08,199858257600
2014-12-09,200251237320
2014-12-10,196227873520
2014-12-11,196321440120
2014-12-12,191586970160
2014-12-15,188742545520
2014-12-16,190314464400
2014-12-17,198398618640
2014-12-18,204031327960
2014-12-19,211329522760
2014-12-22,209645323960
2014-12-23,213238281400
2014-12-24,212340042040
2014-12-26,211928349000
2014-12-29,212059342240
2014-12-30,211666362520
2014-12-31,209401357900
2015-01-02,210148019900
2015-01-05,201748072400
2015-01-06,201654739650
2015-01-07,201486740700
2015-01-08,206097378550
2015-01-09,201990737550
2015-01-12,197641431400
2015-01-13,194505451000
2015-01-14,193945454500
2015-01-15,191649468850
2015-01-16,196222773600
2015-01-20,198742757850
2015-01-21,201897404800
2015-01-22,203316062600
2015-01-23,199452086750
2015-01-26,203241396400
2015-01-27,202084070300
2015-01-28,193590790050
2015-01-29,192265465000
2015-01-30,191388137150
2015-02-02,197977429300
2015-02-03,204454722150
2015-02-04,202252069250
2015-02-05,204044058050
2015-02-06,204604054550
2015-02-09,206134711650
2015-02-10,205668047900
2015-02-11,205294716900
2015-02-12,206937373300
2015-02-13,210521350900
2015-02-17,209812022000
2015-02-18,206153378200
2015-02-19,202252069250
2015-02-20,202718733000
2015-02-23,201337408300
2015-02-24,201524073800
2015-02-25,202681399900
2015-02-26,199844084300
2015-02-27,199134755400
2015-03-02,197678764500
2015-03-03,196297439800
2015-03-04,196297439800
2015-03-05,195494778150
2015-03-06,193292125250
2015-03-09,194038787250
2015-03-10,192097466050
2015-03-11,193273458700
2015-03-12,191182805100
2015-03-13,189689481100
2015-03-16,192508130150
2015-03-17,192582796350
2015-03-18,199172088500
2015-03-19,195532111250
2015-03-20,199788084650
2015-03-23,197716097600
2015-03-24,194505451000
2015-03-25,197249433850
2015-03-26,196465438750
2015-03-27,194654783400
2015-03-30,199545419500
2015-03-31,196056553780
2015-04-01,195701717190
2015-04-02,196616822080
2015-04-06,199679622120
2015-04-07,202705070940
2015-04-08,199194056260
2015-04-09,199735648950
2015-04-10,199660946510
2015-04-13,198895246500
2015-04-14,203265339240
2015-04-15,206197410010
2015-04-16,205730519760
2015-04-17,203769580710
2015-04-20,205973302690
2015-04-21,204927468530
2015-04-22,204497929500
2015-04-23,205375683170
2015-04-24,205188927070
2015-04-27,204871441700
2015-04-28,207523378320
2015-04-29,208662590530
2015-04-30,207411324660
2015-05-01,203638851440
2015-05-04,202294207520
2015-05-05,201696588000
2015-05-06,201603209950
2015-05-07,200893536770
2015-05-08,202910502650
2015-05-11,200501348960
2015-05-12,200874861160
2015-05-13,201136319700
2015-05-14,202536990450
2015-05-15,201752614830
2015-05-18,199175380650
2015-05-19,196131256220
2015-05-20,196560795250
2015-05-21,197009009890
2015-05-22,195888473290
2015-05-26,192900375690
2015-05-27,192564214710
2015-05-28,192806997640
2015-05-29,192358783000
2015-06-01,191667785430
2015-06-02,191574407380
2015-06-03,190808707370
2015-06-04,189352009790
2015-06-05,189725521990
2015-06-08,187540475620
2015-06-09,187540475620
2015-06-10,190173736630
2015-06-11,188847768320
2015-06-12,186513317070
2015-06-15,185430131690
2015-06-16,186830802440
2015-06-17,186307885360
2015-06-18,187222990250
2015-06-19,185766292670
2015-06-22,187297692690
2015-06-23,186924180490
2015-06-24,185392780470
2015-06-25,183655948740
2015-06-26,184141514600
2015-06-29,180574473090
2015-06-30,180248792680
2015-07-01,179538783960
2015-07-02,179127726280
2015-07-06,177072437880
2015-07-07,178006659880
2015-07-08,174811620640
2015-07-09,175222678320
2015-07-10,176399798040
2015-07-13,176754802400
2015-07-14,178529824200
2015-07-15,176082162560
2015-07-16,176530589120
2015-07-17,174045558600
2015-07-20,173653185360
2015-07-21,175446891600
2015-07-22,174718198440
2015-07-23,173653185360
2015-07-24,169281026400
2015-07-27,166553098160
2015-07-28,172644225600
2015-07-29,174232403000
2015-07-30,173821345320
2015-07-31,165319925120
2015-08-03,159938806400
2015-08-04,159210113240
2015-08-05,157005349320
2015-08-06,159172744360
2015-08-07,156482185000
2015-08-10,160480655160
2015-08-11,160275126320
2015-08-12,162162254760
2015-08-13,160405917400
2015-08-14,160667499560
2015-08-17,155510594120
2015-08-18,155902967360
2015-08-19,151175804040
2015-08-20,148055502560
2015-08-21,141553317440
2015-08-24,134752181280
2015-08-25,130828448880
2015-08-26,136564571960
2015-08-27,145065992160
2015-08-28,150278950920
2015-08-31,151325279560
2015-09-01,146093636360
2015-09-02,145850738640
2015-09-03,146224427440
2015-09-04,143253601480
2015-09-08,143571236960
2015-09-09,139983824480
2015-09-10,141366473040
2015-09-11,141609370760
2015-09-14,141572001880
2015-09-15,144187823480
2015-09-16,147644444880
2015-09-17,148373138040
2015-09-18,145252836560
2015-09-21,145906791960
2015-09-22,144337299000
2015-09-23,142225957280
2015-09-24,143664659160
2015-09-25,145178098800
2015-09-28,141572001880
2015-09-29,142468855000
2015-09-30,147432399360
2015-10-01,146423100480
2015-10-02,152422821600
2015-10-05,157058120160
2015-10-06,162590573280
2015-10-07,164702624640
2015-10-08,168048263520
2015-10-09,167412779040
2015-10-12,165861449280
2015-10-13,165188583360
2015-10-14,167767902720
2015-10-15,169562211840
2015-10-16,170627582880
2015-10-19,168272552160
2015-10-20,168197789280
2015-10-21,166964201760
2015-10-22,171244376640
2015-10-23,170534129280
2015-10-26,165917521440
2015-10-27,163917614400
2015-10-28,167823974880
2015-10-29,168010882080
2015-10-30,169861263360
2015-11-02,177487077120
2015-11-03,183430726080
2015-11-04,180870097440
2015-11-05,176720757600
2015-11-06,175748840160
2015-11-09,172552727040
2015-11-10,174253582560
2015-11-11,172309747680
2015-11-12,167954809920
2015-11-13,165749304960
2015-11-16,170926634400
2015-11-17,170141624160
2015-11-18,172347129120
2015-11-19,169767809760
2015-11-20,166366098720
2015-11-23,168235170720
2015-11-24,170739727200
2015-11-25,169842572640
2015-11-27,168908036640
2015-11-30,170683655040
2015-12-01,172851778560
2015-12-02,168683748000
2015-12-03,166067047200
2015-12-04,167674449120
2015-12-07,163132604160
2015-12-08,161562583680
2015-12-09,163730707200
2015-12-10,166908129600
2015-12-11,161562583680
2015-12-14,166964201760
2015-12-15,173375118720
2015-12-16,174646087680
2015-12-17,169225778880
2015-12-18,167861356320
2015-12-21,166795985280
2015-12-22,168721129440
2015-12-23,175337644320
2015-12-24,172048077600
2015-12-28,168889345920
2015-12-29,170552820000
2015-12-30,168384696480
2015-12-31,167233333245
2016-01-04,165169871708
2016-01-05,166582692220
2016-01-06,160001922993
2016-01-07,154332051201
2016-01-08,152677564022
2016-01-11,150149358895
2016-01-12,152714743509
2016-01-13,151190384536
2016-01-14,158886538378
2016-01-15,155540384533
2016-01-19,151524999920
2016-01-20,146821794794
2016-01-21,150669871715
2016-01-22,155298717867
2016-01-25,150372435818
2016-01-26,156376922994
2016-01-27,154833974277
2016-01-28,159723076839
2016-01-29,160745512736
2016-02-01,158551922993
2016-02-02,151023076843
2016-02-03,157306410173
2016-02-04,157622435814
2016-02-05,154071794791
2016-02-08,159853205044
2016-02-09,154146153765
2016-02-10,154369230688
2016-02-11,154276281970
2016-02-12,158812179403
2016-02-16,157659615301
2016-02-17,164166025554
2016-02-18,161228846069
2016-02-19,160801281967
2016-02-22,165114102477
2016-02-23,157845512737
2016-02-24,158514743506
2016-02-25,158570512737
2016-02-26,156804487097
2016-02-29,155112820431
2016-03-01,160113461454
2016-03-02,161991025556
2016-03-03,162716025555
2016-03-04,163459615298
2016-03-07,168553205039
2016-03-08,164965384528
2016-03-09,172549999909
2016-03-10,174632051190
2016-03-11,175821794779
2016-03-14,175226922985
2016-03-15,175245512728
2016-03-16,177346153753
2016-03-17,180116025546
2016-03-18,181603205033
2016-03-21,179279487085
2016-03-22,177532051189
2016-03-23,173981410165
2016-03-24,176323717856
2016-03-28,176007692215
2016-03-29,177197435804
2016-03-30,177067307599
2016-03-31,178588323000
2016-04-01,176454248700
2016-04-04,174900492850
2016-04-05,173477776650
2016-04-06,177540005800
2016-04-07,177446406050
2016-04-08,180329278350
2016-04-11,178288803800
2016-04-12,182538232450
2016-04-13,182706712000
2016-04-14,183418070100
2016-04-15,182014073850
2016-04-18,184765906500
2016-04-19,188135497500
2016-04-20,190363171550
2016-04-21,189820293000
2016-04-22,190962209950
2016-04-25,190026212450
2016-04-26,191486368550
2016-04-27,194406680750
2016-04-28,191692288000
2016-04-29,191280449100
2016-05-02,193395803450
2016-05-03,189670533400
2016-05-04,188303977050
2016-05-05,189857732900
2016-05-06,190681410700
2016-05-09,187854698250
2016-05-10,189576933650
2016-05-11,189333574300
2016-05-12,191168129400
2016-05-13,188584776300
2016-05-16,191486368550
2016-05-17,188603496250
2016-05-18,187311819700
2016-05-19,186918700750
2016-05-20,186806381050
2016-05-23,186038863100
2016-05-24,187555179050
2016-05-25,190512931150
2016-05-26,190007492500
2016-05-27,190980929900
2016-05-31,189071495000
2016-06-01,189314854350
2016-06-02,188191657350
2016-06-03,188435016700
2016-06-06,189389734150
2016-06-07,193414523400
2016-06-08,192983964550
2016-06-09,192459805950
2016-06-10,190906050100
2016-06-13,191130689500
2016-06-14,189595653600
2016-06-15,188378856850
2016-06-16,189202534650
2016-06-17,190138532150
2016-06-20,192085406950
2016-06-21,193264763800
2016-06-22,191486368550
2016-06-23,195511157800
2016-06-24,190756290500
2016-06-27,187873418200
2016-06-28,190250851850
2016-06-29,193601722900
2016-06-30,196414624670
2016-07-01,195140543350
2016-07-05,194053826930
2016-07-06,195946212420
2016-07-07,193079529450
2016-07-08,196302205730
2016-07-11,197463868110
2016-07-12,200068240220
2016-07-13,199824665850
2016-07-14,199918348300
2016-07-15,200536652470
2016-07-18,198775422410
2016-07-19,198681739960
2016-07-20,197838597910
2016-07-21,197463868110
2016-07-22,197969753340
2016-07-25,193117002430
2016-07-26,192386279320
2016-07-27,191599346740
2016-07-28,190718731710
2016-07-29,192011549520
2016-08-01,185697352390
2016-08-02,186596703910
2016-08-03,188507825890
2016-08-04,188095623110
2016-08-05,188320460990
2016-08-08,189613278800
2016-08-09,189838116680
2016-08-10,187627210860
2016-08-11,189988008600
2016-08-12,191411981840
2016-08-15,192554907730
2016-08-16,192273860380
2016-08-17,191524400780
2016-08-18,194016353950
2016-08-19,191711765680
2016-08-22,190999779060
2016-08-23,190512630320
2016-08-24,191486927800
2016-08-25,190906096610
2016-08-26,189838116680
2016-08-29,191205880450
2016-08-30,190550103300
2016-08-31,188451616420
2016-09-01,187758366290
2016-09-02,189107393570
2016-09-06,191917867070
2016-09-07,192761009120
2016-09-08,195084333880
2016-09-09,189744434230
2016-09-12,191580610250
2016-09-13,186296920070
2016-09-14,184404534580
2016-09-15,186428075500
2016-09-16,183317818160
2016-09-19,183692547960
2016-09-20,183055507300
2016-09-21,186671649870
2016-09-22,187327427020
2016-09-23,185903453780
2016-09-26,185079048220
2016-09-27,185453778020
2016-09-28,191393245350
2016-09-29,189744434230
2016-09-30,193046426480
2016-10-03,192164850300
2016-10-04,189951531380
2016-10-05,191752197620
2016-10-06,191658412920
2016-10-07,191827225380
2016-10-10,195034662120
2016-10-11,193271509760
2016-10-12,191602142100
2016-10-13,189051198260
2016-10-14,189595149520
2016-10-17,190120343840
2016-10-18,190926892260
2016-10-19,191827225380
2016-10-20,191076947780
2016-10-21,190007802200
2016-10-24,188807358040
2016-10-25,189013684380
2016-10-26,189801475860
2016-10-27,187419344480
2016-10-28,194734551080
2016-10-31,196478946500
2016-11-01,199723897120
2016-11-02,197679390660
2016-11-03,197679390660
2016-11-04,196535217320
2016-11-07,200417903900
2016-11-08,201243209260
2016-11-09,201899702160
2016-11-10,202181056260
2016-11-11,200024008160
2016-11-14,199930223460
2016-11-15,204375618240
2016-11-16,203231444900
2016-11-17,202800035280
2016-11-18,204825784800
2016-11-21,206663964920
2016-11-22,207489270280
2016-11-23,208202034000
2016-11-25,208202034000
2016-11-28,207264187000
2016-11-29,205088381960
2016-11-30,209252422640
2016-12-01,212497373260
2016-12-02,211953422000
2016-12-05,212422345500
2016-12-06,211503255440
2016-12-07,214654421360
2016-12-08,216023677980
2016-12-09,217224122140
2016-12-12,219737552100
2016-12-13,220243989480
2016-12-14,217505476240
2016-12-15,219549982700
2016-12-16,221481947520
2016-12-19,220675399100
2016-12-20,221238107300
2016-12-21,221163079540
2016-12-22,222776176380
2016-12-23,222119683480
2016-12-27,221744544680
2016-12-28,221163079540
2016-12-29,220994267080
2016-12-30,220769183800
2017-01-03,221483990200
2017-01-04,221427609040
2017-01-05,220469129320
2017-01-06,219585824480
2017-01-09,217706452480
2017-01-10,216052605120
2017-01-11,217875595960
2017-01-12,218307851520
2017-01-13,218721313360
2017-01-17,218533376160
2017-01-18,217894389680
2017-01-19,217217815760
2017-01-20,217255403200
2017-01-23,216860735080
2017-01-24,218702519640
2017-01-25,220337573280
2017-01-26,219040806600
2017-01-27,213853739880
2017-01-30,210151377040
2017-01-31,209268072200
2017-02-01,208610292000
2017-02-02,210884332120
2017-02-03,213440278040
2017-02-06,212331448560
2017-02-07,209343247080
2017-02-08,209700327760
2017-02-09,210978300720
2017-02-10,212463004600
2017-02-13,214079264520
2017-02-14,211466937440
2017-02-15,211560906040
2017-02-16,208008892960
2017-02-17,207351112760
2017-02-21,209963439840
2017-02-22,207445081360
2017-02-23,208647879440
2017-02-24,206956444640
2017-02-27,210019821000
2017-02-28,211429350000
2017-03-01,214022883360
2017-03-02,213045609920
2017-03-03,213402690600
2017-03-06,212688529240
2017-03-07,210132583320
2017-03-08,205997964920
2017-03-09,206806094880
2017-03-10,207877336920
2017-03-13,205509328200
2017-03-14,201769377920
2017-03-15,204626023360
2017-03-16,202709063920
2017-03-17,202370776960
2017-03-20,202333189520
2017-03-21,203047350880
2017-03-22,203705131080
2017-03-23,202727857640
2017-03-24,202953382280
2017-03-27,199739656160
2017-03-28,201412297240
2017-03-29,203103732040
2017-03-30,202558714160
2017-03-31,201965010030
2017-04-03,202773848200
2017-04-04,204391524540
2017-04-05,204353904160
2017-04-06,205576566510
2017-04-07,204767728340
2017-04-10,205839909170
2017-04-11,204974640430
2017-04-12,204974640430
2017-04-13,199576115900
2017-04-17,199707787230
2017-04-18,198786087920
2017-04-19,196058610370
2017-04-20,197281272720
2017-04-21,197300082910
2017-04-24,199256342670
2017-04-25,200761157870
2017-04-26,199538495520
2017-04-27,198391073930
2017-04-28,200704727300
2017-05-01,199237532480
2017-05-02,198184161840
2017-05-03,200742347680
2017-05-04,197149601390
2017-05-05,198993000010
2017-05-08,200667106920
2017-05-09,197657476520
2017-05-10,200328523500
2017-05-11,199783027990
2017-05-12,199312773240
2017-05-15,200986880150
2017-05-16,201739287750
2017-05-17,196942689300
2017-05-18,197826768230
2017-05-19,200366143880
2017-05-22,199613736280
2017-05-23,199895889130
2017-05-24,199801838180
2017-05-25,197713907090
2017-05-26,196980309680
2017-05-30,195738837140
2017-05-31,194647846120
2017-06-01,196133851130
2017-06-02,193951869090
2017-06-05,194102350610
2017-06-06,195945749230
2017-06-07,195193341630
2017-06-08,195625976000
2017-06-09,200140421600
2017-06-12,203225292760
2017-06-13,203394584470
2017-06-14,200516625400
2017-06-15,200008750270
2017-06-16,203808408650
2017-06-19,202134301740
2017-06-20,200290903120
2017-06-21,196547675310
2017-06-22,196472434550
2017-06-23,197506995000
2017-06-26,195889318660
2017-06-27,195757647330
2017-06-28,196152661320
2017-06-29,195851698280
2017-06-30,196416874500
2017-07-03,200125695000
2017-07-05,196962843000
2017-07-06,195456723000
2017-07-07,194835448500
2017-07-10,193988256000
2017-07-11,194138868000
2017-07-12,195588508500
2017-07-13,196040344500
2017-07-14,196623966000
2017-07-17,196190956500
2017-07-18,195268458000
2017-07-19,196661619000
2017-07-20,196981669500
2017-07-21,194383612500
2017-07-24,194289480000
2017-07-25,196529833500
2017-07-26,197904168000
2017-07-27,199767991500
2017-07-28,203552118000
2017-07-31,205566553500
2017-08-01,208559967000
2017-08-02,207957519000
2017-08-03,206018389500
2017-08-04,207298591500
2017-08-07,206677317000
2017-08-08,207750427500
2017-08-09,208767058500
2017-08-10,207298591500
2017-08-11,205641859500
2017-08-14,204662881500
2017-08-15,204399310500
2017-08-16,201142326000
2017-08-17,199410288000
2017-08-18,200464572000
2017-08-21,199146717000
2017-08-22,200238654000
2017-08-23,200709316500
2017-08-24,202271916000
2017-08-25,203759209500
2017-08-28,202874364000
2017-08-29,203062629000
2017-08-30,202817884500
2017-08-31,202610793000
2017-09-01,204757014000
2017-09-05,206037216000
2017-09-06,210461443500
2017-09-07,210480270000
2017-09-08,208559967000
2017-09-11,211835778000
2017-09-12,211779298500
2017-09-13,214960977000
2017-09-14,215469292500
2017-09-15,215808169500
2017-09-18,216862453500
2017-09-19,219027501000
2017-09-20,219083980500
2017-09-21,219272245500
2017-09-22,220816018500
2017-09-25,222133873500
2017-09-26,221249028000
2017-09-27,221117242500
2017-09-28,221437293000
2017-09-29,221211375000
2017-10-02,221731208570
2017-10-03,222467606180
2017-10-04,222014438420
2017-10-05,223902637420
2017-10-06,220975928970
2017-10-09,222259904290
2017-10-10,224318041200
2017-10-11,225318786670
2017-10-12,224960028860
2017-10-13,224997792840
2017-10-16,226829345870
2017-10-17,226999283780
2017-10-18,223090711850
2017-10-19,223185121800
2017-10-20,224015929360
2017-10-23,224563507070
2017-10-24,225129966770
2017-10-25,223638289560
2017-10-26,223638289560
2017-10-27,214386114460
2017-10-30,215991083610
2017-10-31,218823382110
2017-11-01,218842264100
2017-11-02,217765990670
2017-11-03,217124003010
2017-11-06,220994810960
2017-11-07,221372450760
2017-11-08,220296177330
2017-11-09,221372450760
2017-11-10,221259158820
2017-11-13,221353568770
2017-11-14,220768227080
2017-11-15,219880773550
2017-11-16,216330959430
2017-11-17,216595307290
2017-11-20,216614189280
2017-11-21,217463878830
2017-11-22,218861146090
2017-11-24,219994065490
2017-11-27,218256922410
2017-11-28,219880773550
2017-11-29,221259158820
2017-11-30,224676799010
2017-12-01,225658662490
2017-12-04,228169967160
2017-12-05,227320277610
2017-12-06,225847482390
2017-12-07,225885246370
2017-12-08,226432824080
2017-12-11,227376923580
2017-12-12,225979656320
2017-12-13,226451706070
2017-12-14,225696426470
2017-12-15,226074066270
2017-12-18,226017420300
2017-12-19,226281768160
2017-12-20,228264377110
2017-12-21,235684999180
2017-12-22,235987111020
2017-12-26,237875310020
2017-12-27,237063384450
2017-12-28,237120030420
2017-12-29,236383632810
2018-01-02,241890404200
2018-01-03,243653674899
2018-01-04,242895278900
2018-01-05,242497121000
2018-01-08,243691594700
2018-01-09,242383361600
2018-01-10,243938073400
2018-01-11,251351394300
2018-01-12,253304264000
2018-01-16,250289639899
2018-01-17,250953236400
2018-01-18,249493324100
2018-01-19,248943487000
2018-01-22,251332434400
2018-01-23,248412609800
2018-01-24,249114126099
2018-01-25,247711093500
2018-01-26,248734928100
2018-01-29,243596795199
2018-01-30,237434827700
2018-01-31,237662346500
2018-02-01,238079464300
2018-02-02,224826494200
2018-02-05,213526393800
2018-02-06,222172108200
2018-02-07,218588687100
2018-02-08,212919677000
2018-02-09,215194865000
2018-02-12,216104940200
2018-02-13,214796707100
2018-02-14,215441343700
2018-02-15,213355754700
2018-02-16,212616318600
2018-02-20,210416970200
2018-02-21,206776669400
2018-02-22,208350341100
2018-02-23,213469514100
2018-02-26,217280454000
2018-02-27,215403423900
2018-02-28,212199200800
2018-03-01,212426719600
2018-03-02,211668323600
2018-03-05,214531268500
2018-03-06,215479263500
2018-03-07,215839501600
2018-03-08,214910466500
2018-03-09,222247947800
2018-03-12,221432672100
2018-03-13,220806995400
2018-03-14,218285328700
2018-03-15,219138524200
2018-03-16,218797246000
2018-03-19,215934301100
2018-03-20,217090855000
2018-03-21,221906669600
2018-03-22,215574063000
2018-03-23,214208950200
2018-03-26,218702446500
2018-03-27,217394213400
2018-03-28,212540479000
2018-03-29,216218699600
2018-04-02,213298090000
2018-04-03,218220061250
2018-04-04,217554930000
2018-04-05,222894983750
2018-04-06,218087035000
2018-04-09,220405492500
2018-04-10,225859568750
2018-04-11,226619718750
2018-04-12,226581711250
2018-04-13,227892970000
2018-04-16,229375262500
2018-04-17,230819547500
2018-04-18,235304432500
2018-04-19,235095391250
2018-04-20,232434866250
2018-04-23,234848342500
2018-04-24,232871952500
2018-04-25,233214020000
2018-04-26,236064582500
2018-04-27,240625482500
2018-04-30,237755916250
2018-05-01,237280822500
2018-05-02,238478058750
2018-05-03,239466253750
2018-05-04,238554073750
2018-05-07,237432852500
2018-05-08,240530463750
2018-05-09,244616270000
2018-05-10,244806307500
2018-05-11,246744690000
2018-05-14,247789896249
2018-05-15,246554652500
2018-05-16,246212585000
2018-05-17,246022547500
2018-05-18,242981947500
2018-05-21,245851513750
2018-05-22,243685086249
2018-05-23,244578262499
2018-05-24,240606478750
2018-05-25,232206821250
2018-05-29,230686521250
2018-05-30,237850935000
2018-05-31,236216612500
2018-06-01,235361443750
2018-06-04,232339847500
2018-06-05,233233023750
2018-06-06,234468267500
2018-06-07,241271610000
2018-06-08,240283415000
2018-06-11,242411835000
2018-06-12,241499655000
2018-06-13,241480651250
2018-06-14,240416441250
2018-06-15,235722515000
2018-06-18,239390238750
2018-06-19,238573077500
2018-06-20,238097983750
2018-06-21,232966971250
2018-06-22,237736912500
2018-06-25,233004978750
2018-06-26,235950560000
2018-06-27,239447250000
2018-06-28,238801122500
2018-06-29,240264411250
2018-07-02,236164087250
2018-07-03,237076431410
2018-07-05,235650893660
2018-07-06,235955008380
2018-07-09,239471334830
2018-07-10,242512482030
2018-07-11,234776563840
2018-07-12,236183094420
2018-07-13,235764936680
