,H
2014-06-26,9410914332
2014-06-27,9421710202
2014-06-30,9320742264
2014-07-01,9358954556
2014-07-02,9430793665
2014-07-03,9516389199
2014-07-07,9517917691
2014-07-08,9389524390
2014-07-09,9381881931
2014-07-10,9433850648
2014-07-11,9472062940
2014-07-14,9475119924
2014-07-15,9423151207
2014-07-16,9397166848
2014-07-17,9256545614
2014-07-18,9424679698
2014-07-21,9412451765
2014-07-22,9553073000
2014-07-23,9632554567
2014-07-24,9520974674
2014-07-25,9465948974
2014-07-28,9417037240
2014-07-29,9354369081
2014-07-30,9351312098
2014-07-31,8992116553
2014-08-01,8889707610
2014-08-04,8987531078
2014-08-05,8904992527
2014-08-06,8837738893
2014-08-07,8692532184
2014-08-08,8646677433
2014-08-11,8889707610
2014-08-12,8846909843
2014-08-13,9007401470
2014-08-14,9096053987
2014-08-15,9184706505
2014-08-18,9270302039
2014-08-19,9345198131
2014-08-20,9407866290
2014-08-21,9404809307
2014-08-22,9337555673
2014-08-25,9340612656
2014-08-26,9339084164
2014-08-27,9331441706
2014-08-28,9270302039
2014-08-29,9337555673
2014-09-02,9284058464
2014-09-03,9322270756
2014-09-04,9293229414
2014-09-05,9378824948
2014-09-08,9424679698
2014-09-09,9403280815
2014-09-10,9349783606
2014-09-11,9435379140
2014-09-12,9291700922
2014-09-15,9339084164
2014-09-16,9539316574
2014-09-17,9565300933
2014-09-18,9687580267
2014-09-19,9742605968
2014-09-22,9502632774
2014-09-23,9418565732
2014-09-24,9438436124
2014-09-25,9314628297
2014-09-26,9354369081
2014-09-29,9268773547
2014-09-30,9084052000
2014-10-01,8788355000
2014-10-02,8761337000
2014-10-03,8924946000
2014-10-06,8815373000
2014-10-07,8605233000
2014-10-08,8630750000
2014-10-09,8371077000
2014-10-10,8407101000
2014-10-13,8223979000
2014-10-14,8414606000
2014-10-15,8362071000
2014-10-16,8555700000
2014-10-17,8732818000
2014-10-20,8869409000
2014-10-21,9072044000
2014-10-22,9013505000
2014-10-23,9070543000
2014-10-24,9154599000
2014-10-27,9304699000
2014-10-28,9306200000
2014-10-29,9096060000
2014-10-30,8989489000
2014-10-31,8888922000
2014-11-03,8825880000
2014-11-04,8644259000
2014-11-05,8651764000
2014-11-06,8689289000
2014-11-07,8635253000
2014-11-10,8615740000
2014-11-11,8764339000
2014-11-12,8801864000
2014-11-13,8822878000
2014-11-14,8818375000
2014-11-17,8705800000
2014-11-18,8783852000
2014-11-19,8738822000
2014-11-20,8743325000
2014-11-21,8857401000
2014-11-24,8845393000
2014-11-25,8851397000
2014-11-26,8800363000
2014-11-28,8845393000
2014-12-01,8686287000
2014-12-02,8674279000
2014-12-03,8735820000
2014-12-04,8828882000
2014-12-05,9001497000
2014-12-08,8987988000
2014-12-09,8915940000
2014-12-10,8732818000
2014-12-11,8722311000
2014-12-12,8656267000
2014-12-15,8629249000
2014-12-16,8558702000
2014-12-17,8759836000
2014-12-18,8905433000
2014-12-19,8968475000
2014-12-22,8977481000
2014-12-23,8999996000
2014-12-24,9084052000
2014-12-26,9072044000
2014-12-29,9099062000
2014-12-30,9046527000
2014-12-31,8868045384
2015-01-02,8772309966
2015-01-05,8566110605
2015-01-06,8380531180
2015-01-07,8496886534
2015-01-08,8675101696
2015-01-09,8625024708
2015-01-12,8545490669
2015-01-13,8505723649
2015-01-14,8417352494
2015-01-15,8298051435
2015-01-16,8259757268
2015-01-20,8303942846
2015-01-21,8334872750
2015-01-22,8563164900
2015-01-23,8545490669
2015-01-26,8549909226
2015-01-27,8502777944
2015-01-28,8409988231
2015-01-29,8409988231
2015-01-30,8286268615
2015-02-02,8217044543
2015-02-03,8461538072
2015-02-04,8339291307
2015-02-05,8411461084
2015-02-06,8340764160
2015-02-09,8401151116
2015-02-10,8812076986
2015-02-11,8803239870
2015-02-12,8785565639
2015-02-13,8764945703
2015-02-17,8767891408
2015-02-18,8658900317
2015-02-19,8660373170
2015-02-20,8729597241
2015-02-23,8776728524
2015-02-24,8875409647
2015-02-25,8819441249
2015-02-26,8912230961
2015-02-27,8916649519
2015-03-02,9096337534
2015-03-03,9022694905
2015-03-04,8950525128
2015-03-05,8878355352
2015-03-06,8673628843
2015-03-09,8791457050
2015-03-10,8601459067
2015-03-11,8645644644
2015-03-12,8708977305
2015-03-13,8647117497
2015-03-16,8644171792
2015-03-17,8580839131
2015-03-18,8601459067
2015-03-19,8789984197
2015-03-20,8751690030
2015-03-23,8680993106
2015-03-24,8532234995
2015-03-25,8287741467
2015-03-26,8521925027
2015-03-27,8645644644
2015-03-30,8691303074
2015-03-31,8543900180
2015-04-01,8480419665
2015-04-02,8444351191
2015-04-06,8555442092
2015-04-07,8510717184
2015-04-08,8656433820
2015-04-09,8691059555
2015-04-10,8525144573
2015-04-13,8515045400
2015-04-14,8465992275
2015-04-15,8493404316
2015-04-16,8414053673
2015-04-17,8274107992
2015-04-20,8340473985
2015-04-21,8416939150
2015-04-22,8467435014
2015-04-23,8476091448
2015-04-24,8422710106
2015-04-27,8366443287
2015-04-28,8350573158
2015-04-29,8491961577
2015-04-30,8375099720
2015-05-01,8525144573
2015-05-04,8545342919
2015-05-05,8354901375
2015-05-06,8425595584
2015-05-07,8392412588
2015-05-08,8543900180
2015-05-11,8464549536
2015-05-12,8447236669
2015-05-13,8414053673
2015-05-14,8504946228
2015-05-15,8571312220
2015-05-18,8582854132
2015-05-19,8559770309
2015-05-20,8543900180
2015-05-21,8503503489
2015-05-22,8453007625
2015-05-26,8340473985
2015-05-27,8412610934
2015-05-28,8403954500
2015-05-29,8289978121
2015-06-01,8285649904
2015-06-02,8288535382
2015-06-03,8326046595
2015-06-04,8217841173
2015-06-05,8214955695
2015-06-08,8093765621
2015-06-09,8151475180
2015-06-10,8239482257
2015-06-11,8310176467
2015-06-12,8307290989
2015-06-15,8220726651
2015-06-16,8152917919
2015-06-17,8128391356
2015-06-18,8291420860
2015-06-19,8289978121
2015-06-22,8339031246
2015-06-23,8390969849
2015-06-24,8297191816
2015-06-25,8310176467
2015-06-26,8365000548
2015-06-29,8155803397
2015-06-30,8042967390
2015-07-01,8130930695
2015-07-02,8204706371
2015-07-06,8196193793
2015-07-07,8248688023
2015-07-08,8064248835
2015-07-09,8069923887
2015-07-10,8243012971
2015-07-13,8355095248
2015-07-14,8482783917
2015-07-15,8406170715
2015-07-16,8390564322
2015-07-17,8369282878
2015-07-20,8352257722
2015-07-21,8279900809
2015-07-22,8318207410
2015-07-23,8088367805
2015-07-24,7945072744
2015-07-27,7875553357
2015-07-28,7929466351
2015-07-29,8105392961
2015-07-30,7869878305
2015-07-31,7920953773
2015-08-03,7878390883
2015-08-04,7671251486
2015-08-05,7360542392
2015-08-06,7464112090
2015-08-07,7418711674
2015-08-10,7638619938
2015-08-11,7509512506
2015-08-12,7492487350
2015-08-13,7537887765
2015-08-14,7539306528
2015-08-17,7586125707
2015-08-18,7500999928
2015-08-19,7527956424
2015-08-20,7308048161
2015-08-21,7262647745
2015-08-24,7022876800
2015-08-25,6970382569
2015-08-26,7247041352
2015-08-27,7364798681
2015-08-28,7431480541
2015-08-31,7268322797
2015-09-01,7110840105
2015-09-02,7186034544
2015-09-03,7218666093
2015-09-04,7123608972
2015-09-08,7313723213
2015-09-09,7278254138
2015-09-10,7239947537
2015-09-11,7339260947
2015-09-14,7336423421
2015-09-15,7238528774
2015-09-16,7320817028
2015-09-17,7291023005
2015-09-18,7034226904
2015-09-21,7142052891
2015-09-22,6929238443
2015-09-23,6912213287
2015-09-24,6827087507
2015-09-25,6851206478
2015-09-28,6594410377
2015-09-29,6506447072
2015-09-30,6499800000
2015-10-01,6553620000
2015-10-02,6723360000
2015-10-05,6902760000
2015-10-06,6864120000
2015-10-07,7017300000
2015-10-08,7206360000
2015-10-09,7192560000
2015-10-12,7216020000
2015-10-13,7020060000
2015-10-14,6839280000
2015-10-15,6911040000
2015-10-16,6872400000
2015-10-19,6877920000
2015-10-20,7038000000
2015-10-21,6975900000
2015-10-22,7107000000
2015-10-23,6858600000
2015-10-26,6923460000
2015-10-27,6975900000
2015-10-28,6848940000
2015-10-29,6941400000
2015-10-30,6955200000
2015-11-02,6957960000
2015-11-03,6866880000
2015-11-04,6948300000
2015-11-05,7196700000
2015-11-06,7170480000
2015-11-09,7076640000
2015-11-10,7142880000
2015-11-11,7040760000
2015-11-12,6978660000
2015-11-13,6835140000
2015-11-16,7068360000
2015-11-17,6861360000
2015-11-18,6858600000
2015-11-19,6813060000
2015-11-20,6832380000
2015-11-23,6942780000
2015-11-24,6833760000
2015-11-25,6840660000
2015-11-27,6837900000
2015-11-30,6802020000
2015-12-01,6941400000
2015-12-02,6825480000
2015-12-03,6713700000
2015-12-04,6825480000
2015-12-07,6738540000
2015-12-08,6710940000
2015-12-09,6629520000
2015-12-10,6748200000
2015-12-11,6628140000
2015-12-14,6559140000
2015-12-15,6501180000
2015-12-16,6712320000
2015-12-17,6668160000
2015-12-18,6646080000
2015-12-21,6574320000
2015-12-22,6615720000
2015-12-23,6811680000
2015-12-24,6651600000
2015-12-28,6644700000
2015-12-29,6712320000
2015-12-30,6622620000
2015-12-31,6353758997
2016-01-04,6094311586
2016-01-05,6175388902
2016-01-06,5791622939
2016-01-07,5760543301
2016-01-08,5575416763
2016-01-11,5570011609
2016-01-12,5582173206
2016-01-13,5390290225
2016-01-14,5225433016
2016-01-15,4998416531
2016-01-19,4833559322
2016-01-20,5011929417
2016-01-21,5252458788
2016-01-22,5224081727
2016-01-25,5017334571
2016-01-26,5152463431
2016-01-27,5117329928
2016-01-28,5071386115
2016-01-29,5226784304
2016-02-01,5168678895
2016-02-02,5059224518
2016-02-03,5198407244
2016-02-04,5470016252
2016-02-05,5355156721
2016-02-08,5314618063
2016-02-09,5330833527
2016-02-10,5318671929
2016-02-11,5183543069
2016-02-12,5352454144
2016-02-16,5557850011
2016-02-17,5705140469
2016-02-18,5871348967
2016-02-19,6159173438
2016-02-22,6306463896
2016-02-23,6367271883
2016-02-24,6228089157
2016-02-25,6164578593
2016-02-26,6232143023
2016-02-29,6236196889
2016-03-01,6332138379
2016-03-02,6394297655
2016-03-03,6464564662
2016-03-04,6507805897
2016-03-07,6588883213
2016-03-08,6347002554
2016-03-09,6334840956
2016-03-10,6251061063
2016-03-11,6382136057
2016-03-14,6522670072
2016-03-15,6442944044
2016-03-16,6403756675
2016-03-17,6333489668
2016-03-18,6406459252
2016-03-21,6732119805
2016-03-22,6594288368
2016-03-23,6399702809
2016-03-24,6386189923
2016-03-28,6388892500
2016-03-29,6475374971
2016-03-30,6614557697
2016-03-31,6631220429
2016-04-01,6493209578
2016-04-04,6463731532
2016-04-05,6344479437
2016-04-06,6327060591
2016-04-07,6207808496
2016-04-08,6281503611
2016-04-11,6380657039
2016-04-12,6396735973
2016-04-13,6520007801
2016-04-14,6514648157
2016-04-15,6443632864
2016-04-18,6336439970
2016-04-19,6390036417
2016-04-20,6319021124
2016-04-21,6286863256
2016-04-22,6230586987
2016-04-25,6254705388
2016-04-26,6276143967
2016-04-27,6398075884
2016-04-28,6422194285
2016-04-29,6415494729
2016-05-02,6533406913
2016-05-03,6660698475
2016-05-04,6690176521
2016-05-05,6557525314
2016-05-06,6532067002
2016-05-09,6562884959
2016-05-10,6774590926
2016-05-11,6629880518
2016-05-12,6526707357
2016-05-13,6406115351
2016-05-16,6418174552
2016-05-17,6369937749
2016-05-18,6281503611
2016-05-19,6097935780
2016-05-20,6118034447
2016-05-23,6075157290
2016-05-24,6093916046
2016-05-25,6231926898
2016-05-26,6142152849
2016-05-27,6214508052
2016-05-31,6151532227
2016-06-01,6323040858
2016-06-02,6435593397
2016-06-03,6373957483
2016-06-06,6485170111
2016-06-07,6514648157
2016-06-08,6451672331
2016-06-09,6450332420
2016-06-10,6364578105
2016-06-13,6266764588
2016-06-14,6225227342
2016-06-15,6381996950
2016-06-16,6384676772
2016-06-17,6538766558
2016-06-20,6636580074
2016-06-21,6737073413
2016-06-22,6662038386
2016-06-23,6767891370
2016-06-24,6341799614
2016-06-27,6096595869
2016-06-28,6221207608
2016-06-29,6470431088
2016-06-30,6482422706
2016-07-01,6568169038
2016-07-05,6444166650
2016-07-06,6449443348
2016-07-07,6452081696
2016-07-08,6569488213
2016-07-11,6690852252
2016-07-12,6809577943
2016-07-13,6748895923
2016-07-14,6689533078
2016-07-15,6711959041
2016-07-18,6763406841
2016-07-19,6676341334
2016-07-20,6653915370
2016-07-21,6673702986
2016-07-22,6777917758
2016-07-25,6792428676
2016-07-26,6849153173
2016-07-27,6644681150
2016-07-28,6638085278
2016-07-29,6653915370
2016-08-01,6718554913
2016-08-02,6631489407
2016-08-03,6792428676
2016-08-04,6866302439
2016-08-05,6929622808
2016-08-08,6985028130
2016-08-09,6978432258
2016-08-10,6944133725
2016-08-11,6962602166
2016-08-12,6942814551
2016-08-15,7056263544
2016-08-16,7021965011
2016-08-17,6995581525
2016-08-18,7111668866
2016-08-19,7138052353
2016-08-22,7106392169
2016-08-23,7190819327
2016-08-24,7127498959
2016-08-25,7185542629
2016-08-26,7134094830
2016-08-29,7130137307
2016-08-30,7143329051
2016-08-31,7054944370
2016-09-01,7043071801
2016-09-02,7035156755
2016-09-06,6983708955
2016-09-07,7052306021
2016-09-08,6954687120
2016-09-09,6653915370
2016-09-12,6766045189
2016-09-13,6628851058
2016-09-14,6667107114
2016-09-15,6767364364
2016-09-16,6620936012
2016-09-19,6597190874
2016-09-20,6665787940
2016-09-21,6700086472
2016-09-22,6773960235
2016-09-23,6642042801
2016-09-26,6440209127
2016-09-27,6427017384
2016-09-28,6400633897
2016-09-29,6438889953
2016-09-30,6386129817
2016-10-03,6388724750
2016-10-04,6427648743
2016-10-05,6522363793
2016-10-06,6509389129
2016-10-07,6486034733
2016-10-10,6517173928
2016-10-11,6400401948
2016-10-12,6483439800
2016-10-13,6456193005
2016-10-14,6496414465
2016-10-17,6447110740
2016-10-18,6537933391
2016-10-19,6552205522
2016-10-20,6574262451
2016-10-21,6528851126
2016-10-24,6537933391
2016-10-25,6463977804
2016-10-26,6314769163
2016-10-27,6335528626
2016-10-28,6479547401
2016-10-31,6589832048
2016-11-01,6539230857
2016-11-02,6506794196
2016-11-03,6619673776
2016-11-04,6566477652
2016-11-07,6678059766
2016-11-08,6853217736
2016-11-09,6867489866
2016-11-10,6824673474
2016-11-11,6873977199
2016-11-14,6885654397
2016-11-15,6780559615
2016-11-16,6982964380
2016-11-17,6973882115
2016-11-18,6960907450
2016-11-21,7024483306
2016-11-22,6963502383
2016-11-23,6875274665
2016-11-25,7010211175
2016-11-28,6851920269
2016-11-29,6846730403
2016-11-30,6661192702
2016-12-01,6798724145
2016-12-02,6925875856
2016-12-05,7103628759
2016-12-06,7238565268
2016-12-07,7385178976
2016-12-08,7343660050
2016-12-09,7331982852
2016-12-12,7334577785
2016-12-13,7395558708
2016-12-14,7399451107
2016-12-15,7404640973
2016-12-16,7485083892
2016-12-19,7373501778
2016-12-20,7369609379
2016-12-21,7363122047
2016-12-22,7313818322
2016-12-23,7322900587
2016-12-27,7321603120
2016-12-28,7265812064
2016-12-29,7283976594
2016-12-30,7169799547
2017-01-03,7252837399
2017-01-04,7271001929
2017-01-05,7168502081
2017-01-06,7132173020
2017-01-09,7107521158
2017-01-10,7158122349
2017-01-11,7200938742
2017-01-12,7121793289
2017-01-13,7176286879
2017-01-17,7051730101
2017-01-18,7063407299
2017-01-19,7111413557
2017-01-20,7063407299
2017-01-23,7072489564
2017-01-24,7071192098
2017-01-25,7078976896
2017-01-26,7216508339
2017-01-27,7213913406
2017-01-30,7058217433
2017-01-31,7098438893
2017-02-01,7112711024
2017-02-02,7136065420
2017-02-03,7232077936
2017-02-06,7182774211
2017-02-07,7238565268
2017-02-08,7239862735
2017-02-09,7277489261
2017-02-10,7285274060
2017-02-13,7304736057
2017-02-14,7326792986
2017-02-15,7392963775
2017-02-16,7277489261
2017-02-17,6947932786
2017-02-21,6932363188
2017-02-22,6772774816
2017-02-23,6650812971
2017-02-24,6729958424
2017-02-27,6736445756
2017-02-28,6661192702
2017-03-01,6809103877
2017-03-02,6807806410
2017-03-03,6723471092
2017-03-06,6679357233
2017-03-07,6670274968
2017-03-08,6618376310
2017-03-09,6570370052
2017-03-10,6668977501
2017-03-13,6713091360
2017-03-14,6681952166
2017-03-15,6774072283
2017-03-16,6947932786
2017-03-17,6910306259
2017-03-20,6921983457
2017-03-21,6733850823
2017-03-22,6831160806
2017-03-23,6873977199
2017-03-24,6827268407
2017-03-27,6802616544
2017-03-28,6877869598
2017-03-29,6946635319
2017-03-30,6960907450
2017-03-31,6774720818
2017-04-03,6723264065
2017-04-04,6719498937
2017-04-05,6703183381
2017-04-06,6729539279
2017-04-07,6688122868
2017-04-10,6723264065
2017-04-11,6769700647
2017-04-12,6807351930
2017-04-13,6764680476
2017-04-17,6808606973
2017-04-18,6841238084
2017-04-19,6883909538
2017-04-20,6971762531
2017-04-21,6914030564
2017-04-24,6944151591
2017-04-25,7024474327
2017-04-26,7156253817
2017-04-27,7119857577
2017-04-28,6965487318
2017-05-01,7054595353
2017-05-02,7108562192
2017-05-03,7060870567
2017-05-04,7203945442
2017-05-05,7286778264
2017-05-08,7191395014
2017-05-09,7277992965
2017-05-10,7315644248
2017-05-11,7324429547
2017-05-12,7330704761
2017-05-15,7344510231
2017-05-16,7300583734
2017-05-17,7217750912
2017-05-18,7269207665
2017-05-19,7281758093
2017-05-22,7329449718
2017-05-23,7276737922
2017-05-24,7293053478
2017-05-25,7222771083
2017-05-26,7219005955
2017-05-30,7232811425
2017-05-31,7241596725
2017-06-01,7227791254
2017-06-02,7267952623
2017-06-05,7226536212
2017-06-06,7089736551
2017-06-07,7088481508
2017-06-08,7129897919
2017-06-09,7098521850
2017-06-12,7067145781
2017-06-13,7221516041
2017-06-14,7221516041
2017-06-15,7212730741
2017-06-16,7262932452
2017-06-19,7265442537
2017-06-20,7205200485
2017-06-21,7177589544
2017-06-22,7193905100
2017-06-23,7241596725
2017-06-26,7290543392
2017-06-27,7165039116
2017-06-28,7201435356
2017-06-29,7084716380
2017-06-30,6970656117
2017-07-03,6896249541
2017-07-05,6885088554
2017-07-06,6855325924
2017-07-07,6860286362
2017-07-10,6821842964
2017-07-11,6837964389
2017-07-12,6829283622
2017-07-13,6831763841
2017-07-14,6816882526
2017-07-17,6851605595
2017-07-18,6963215460
2017-07-19,6973136337
2017-07-20,6868967129
2017-07-21,6846645156
2017-07-24,6802001210
2017-07-25,6850365485
2017-07-26,6773478689
2017-07-27,6842924827
2017-07-28,6873927568
2017-07-31,6891289102
2017-08-01,6966935788
2017-08-02,6913611075
2017-08-03,7436937331
2017-08-04,7484061496
2017-08-07,7512584017
2017-08-08,7309206041
2017-08-09,7105828065
2017-08-10,7009099515
2017-08-11,7006619296
2017-08-14,7077305544
2017-08-15,7056223680
2017-08-16,7030181379
2017-08-17,6939653377
2017-08-18,6945853925
2017-08-21,6980576994
2017-08-22,7130630257
2017-08-23,7126909928
2017-08-24,7094667078
2017-08-25,7170313765
2017-08-28,7188915409
2017-08-29,7205036834
2017-08-30,7303005493
2017-08-31,7379892289
2017-09-01,7398493933
2017-09-05,7272002753
2017-09-06,7314166479
2017-09-07,7316646699
2017-09-08,7386092837
2017-09-11,7446858208
2017-09-12,7477860948
2017-09-13,7500182921
2017-09-14,7496462592
2017-09-15,7505143359
2017-09-18,7508863688
2017-09-19,7539866428
2017-09-20,7562188401
2017-09-21,7589470813
2017-09-22,7600631799
2017-09-25,7626674101
2017-09-26,7613032895
2017-09-27,7667597718
2017-09-28,7639075197
2017-09-29,7662637280
2017-10-02,7316574000
2017-10-03,7246858000
2017-10-04,7300948000
2017-10-05,7379078000
2017-10-06,7404320000
2017-10-09,7401916000
2017-10-10,7377876000
2017-10-11,7417542000
2017-10-12,7392300000
2017-10-13,7382684000
2017-10-16,7391098000
2017-10-17,7416340000
2017-10-18,7441582000
2017-10-19,7435572000
2017-10-20,7434370000
2017-10-23,7371866000
2017-10-24,7445188000
2017-10-25,7419946000
2017-10-26,7506490000
2017-10-27,7514904000
2017-10-30,7537742000
2017-10-31,7531732000
2017-11-01,7550964000
2017-11-02,8018541999
2017-11-03,8096672000
2017-11-06,8275769999
2017-11-07,8357506000
2017-11-08,8388758000
2017-11-09,8317840000
2017-11-10,8393566000
2017-11-13,8382747999
2017-11-14,8359910000
2017-11-15,8409191999
2017-11-16,8414000000
2017-11-17,8399575999
2017-11-20,8410394000
2017-11-21,8492130000
2017-11-22,8523382000
2017-11-24,8575068000
2017-11-27,8560644000
2017-11-28,8566653999
2017-11-29,8665218000
2017-11-30,8697672000
2017-12-01,8709692000
2017-12-04,8726520000
2017-12-05,8678440000
2017-12-06,8547422000
2017-12-07,8608724000
2017-12-08,8689258000
2017-12-11,8642380000
2017-12-12,8504150000
2017-12-13,8504150000
2017-12-14,8456069999
2017-12-15,8564250000
2017-12-18,8648390000
2017-12-19,8614734000
2017-12-20,8606320000
2017-12-21,8773398000
2017-12-22,8769792000
2017-12-26,8739742000
2017-12-27,8795034000
2017-12-28,8880376000
2017-12-29,8839508000
2018-01-02,8757708105
2018-01-03,8863308433
2018-01-04,8884665803
2018-01-05,8687703393
2018-01-08,8897717529
2018-01-09,9054338240
2018-01-10,9125529473
2018-01-11,9304694074
2018-01-12,9365206622
2018-01-16,9139767719
2018-01-17,9220451116
2018-01-18,9311813197
2018-01-19,9461314785
2018-01-22,9477926073
2018-01-23,9666582839
2018-01-24,9677261524
2018-01-25,9658277195
2018-01-26,9685567168
2018-01-29,9692686291
2018-01-30,9610816374
2018-01-31,9646411990
2018-02-01,9670142401
2018-02-02,9409107882
2018-02-05,9107731665
2018-02-06,9283336704
2018-02-07,9316559280
2018-02-08,9089933856
2018-02-09,9133835116
2018-02-12,9226383719
2018-02-13,9330797526
2018-02-14,9556236429
2018-02-15,9462501306
2018-02-16,9460128265
2018-02-20,9555049908
2018-02-21,9594205086
2018-02-22,9645225469
2018-02-23,9485045196
2018-02-26,9321305362
2018-02-27,9094679939
2018-02-28,9168244212
2018-03-01,9055524761
2018-03-02,9084001254
2018-03-05,9041286514
2018-03-06,9059084322
2018-03-07,9209772431
2018-03-08,9353341416
2018-03-09,9508775607
2018-03-12,9438770895
2018-03-13,9545557744
2018-03-14,9604883771
2018-03-15,9607256812
2018-03-16,9489791278
2018-03-19,9418600046
2018-03-20,9495723881
2018-03-21,9494537361
2018-03-22,9283336704
2018-03-23,9060270843
2018-03-26,9310626677
2018-03-27,9139767719
2018-03-28,9097052980
2018-03-29,9048405638
2018-04-02,8659543383
2018-04-03,8698493571
2018-04-04,8802742605
2018-04-05,8839401606
2018-04-06,8581643005
2018-04-09,8601118100
2018-04-10,8484267534
2018-04-11,8662980164
2018-04-12,8754627666
2018-04-13,8700784759
2018-04-16,8833673637
2018-04-17,8927612327
2018-04-18,9028424580
2018-04-19,8932194702
2018-04-20,8963125734
2018-04-23,8948233015
2018-04-24,8879497388
2018-04-25,8937922671
2018-04-26,8950524203
2018-04-27,8829091262
2018-04-30,8806179386
2018-05-01,8813052949
2018-05-02,8664125758
2018-05-03,8936777077
2018-05-04,8988328797
2018-05-07,9059355612
2018-05-08,9247232992
2018-05-09,9309095056
2018-05-10,9302221493
2018-05-11,9348045244
2018-05-14,9309095056
2018-05-15,9205991616
2018-05-16,9310240650
2018-05-17,9287328774
2018-05-18,9301075899
2018-05-21,9303367087
2018-05-22,9220884335
2018-05-23,9264416898
2018-05-24,9274727242
2018-05-25,9263271305
2018-05-29,9136110395
2018-05-30,9396160183
2018-05-31,9362937963
2018-06-01,9643608440
2018-06-04,9650482002
2018-06-05,9570290438
2018-06-06,9639026064
2018-06-07,9614968595
2018-06-08,9466041404
2018-06-11,9567999250
2018-06-12,9499263623
2018-06-13,9493535654
2018-06-14,9508428374
2018-06-15,9587474344
2018-06-18,9580600782
2018-06-19,9427091215
2018-06-20,9342317275
2018-06-21,9152148708
2018-06-22,9079976300
2018-06-25,8915010795
2018-06-26,8976872860
2018-06-27,8797014636
2018-06-28,8764938010
2018-06-29,8838256012
2018-07-02,8596741794
2018-07-03,8680259364
2018-07-05,8739278446
2018-07-06,8919676395
2018-07-09,8976468342
2018-07-10,8961991964
2018-07-11,8860657313
2018-07-12,8979809045
2018-07-13,9044395965
2018-07-16,9003193965
2018-07-17,9051077371
2018-07-18,9243724564
2018-07-19,9170229103
2018-07-20,9164661265
2018-07-23,9052190939
2018-07-24,8897405044
2018-07-25,8951969856
2018-07-26,8966446234
2018-07-27,8734824175
2018-07-30,8568902605
2018-07-31,8711439256
2018-08-01,8842840232
2018-08-02,8833931691
2018-08-03,8723688500
2018-08-06,8776026176
2018-08-07,8755981960
2018-08-08,8737051311
2018-08-09,8762663365
2018-08-10,8650193039
2018-08-13,8533268442
2018-08-14,8640170930
2018-08-15,8573356875
2018-08-16,8680259364
2018-08-17,8729256338
2018-08-20,8680259364
2018-08-21,8779366879
2018-08-22,8752641257
2018-08-23,8603423200
2018-08-24,8623467416
2018-08-27,8686940769
2018-08-28,8728142770
2018-08-29,8773799041
2018-08-30,8656874444
2018-08-31,8614558876
2018-09-04,8629035254
2018-09-05,8449750872
2018-09-06,8427479521
2018-09-07,8477590062
2018-09-10,8460886548
2018-09-11,8470908657
2018-09-12,8543290550
2018-09-13,8603423200
2018-09-14,8606763903
2018-09-17,8533268442
2018-09-18,8596741794
2018-09-19,8695849310
2018-09-20,8742619149
2018-09-21,8678032228
2018-09-24,8565561902
2018-09-25,8615672443
2018-09-26,8777139744
2018-09-27,9003193965
2018-09-28,8862884448
2018-10-01,8571798000
2018-10-02,8458854000
2018-10-03,8379576000
2018-10-04,8255772000
2018-10-05,8215590000
2018-10-08,8260116000
2018-10-09,8097216000
2018-10-10,7687794000
2018-10-11,7605258000
2018-10-12,7786620000
2018-10-15,7777932000
2018-10-16,7887617999
2018-10-17,7888704000
2018-10-18,7724717999
2018-10-19,7562904000
2018-10-22,7548786000
2018-10-23,7462992000
2018-10-24,7090494000
2018-10-25,7321812000
2018-10-26,7279458000
2018-10-29,7132848000
2018-10-30,7213212000
2018-10-31,7515120000
2018-11-01,7774674000
2018-11-02,7757298000
2018-11-05,7750782000
2018-11-06,7619376000
2018-11-07,7752954000
2018-11-08,7668246000
2018-11-09,7546613999
2018-11-12,7432584000
2018-11-13,7442358000
2018-11-14,7482540000
2018-11-15,7648698000
2018-11-16,7713858000
2018-11-19,7574850000
2018-11-20,7497744000
2018-11-21,7604172000
2018-11-23,7595484000
2018-11-26,7707342000
2018-11-27,7676934000
2018-11-28,7847436000
2018-11-29,7845263999
2018-11-30,7744266000
2018-12-03,7934316000
2018-12-04,7607430000
2018-12-06,7732320000
2018-12-07,7540098000
2018-12-10,7466250000
2018-12-11,7321812000
2018-12-12,7303350000
2018-12-13,7313124000
2018-12-14,7343532000
2018-12-17,7306608000
2018-12-18,7368509999
2018-12-19,7232759999
2018-12-20,7080720000
2018-12-21,7059000000
2018-12-24,6895014000
2018-12-26,7242534000
2018-12-27,7335930000
2018-12-28,7342446000
2018-12-31,7163988618
2019-01-02,7096163874
2019-01-03,6842880844
2019-01-04,7119478630
2019-01-07,7165048380
2019-01-08,7276323351
2019-01-09,7195781467
2019-01-10,7204259560
2019-01-11,7236052409
2019-01-14,7111000537
2019-01-15,7191542421
2019-01-16,7122657915
2019-01-17,7105701729
2019-01-18,7219096223
2019-01-22,7122657915
2019-01-23,7132195769
2019-01-24,7121598153
2019-01-25,7165048380
2019-01-28,7205319322
2019-01-29,7279502636
2019-01-30,7325072386
2019-01-31,7408793555
2019-02-01,7466020683
2019-02-04,7502052578
2019-02-05,7466020683
2019-02-06,7473439014
2019-02-07,7402434985
2019-02-08,7439526642
2019-02-11,7493574485
2019-02-12,7457542590
