,HBI
2011-04-29,3170927870
2011-05-02,3118257890
2011-05-03,3105578080
2011-05-04,3111430300
2011-05-05,3146543620
2011-05-06,3088021420
2011-05-09,3119233260
2011-05-10,3148494360
2011-05-11,3155321950
2011-05-12,3133863810
2011-05-13,3112405670
2011-05-16,3048031250
2011-05-17,3000238120
2011-05-18,3016819410
2011-05-19,3030474590
2011-05-20,2983656830
2011-05-23,2936839070
2011-05-24,2946592770
2011-05-25,2897824270
2011-05-26,2968050910
2011-05-27,2969026280
2011-05-31,2956346470
2011-06-01,2854907990
2011-06-02,2796385790
2011-06-03,2759321730
2011-06-06,2708602490
2011-06-07,2705676380
2011-06-08,2635449740
2011-06-09,2683242870
2011-06-10,2640326590
2011-06-13,2647154180
2011-06-14,2713479340
2011-06-15,2642277330
2011-06-16,2626671410
2011-06-17,2676415280
2011-06-20,2741765070
2011-06-21,2836375960
2011-06-22,2773952280
2011-06-23,2796385790
2011-06-24,2715430080
2011-06-27,2731036000
2011-06-28,2756395620
2011-06-29,2789558200
2011-06-30,2784681350
2011-07-01,2872464650
2011-07-05,2942646250
2011-07-06,2957335000
2011-07-07,3000422000
2011-07-08,3035675000
2011-07-11,2971044500
2011-07-12,3029799500
2011-07-13,3080720500
2011-07-14,3084637500
2011-07-15,3104222500
2011-07-18,3147309500
2011-07-19,3256985500
2011-07-20,2961252000
2011-07-21,3020007000
2011-07-22,3057218500
2011-07-25,3047426000
2011-07-26,3039592000
2011-07-27,2949501000
2011-07-28,3001401250
2011-07-29,2987691750
2011-08-01,2963210500
2011-08-02,2881932750
2011-08-03,2907393250
2011-08-04,2668456250
2011-08-05,2743858500
2011-08-08,2492191250
2011-08-09,2542133000
2011-08-10,2508838500
2011-08-11,2676290250
2011-08-12,2684124250
2011-08-15,2732107500
2011-08-16,2667477000
2011-08-17,2636141000
2011-08-18,2429519250
2011-08-19,2323760250
2011-08-22,2408955000
2011-08-23,2554863250
2011-08-24,2615576750
2011-08-25,2514714000
2011-08-26,2591095500
2011-08-29,2746796250
2011-08-30,2755609500
2011-08-31,2796738000
2011-09-01,2728190500
2011-09-02,2588157750
2011-09-06,2560738750
2011-09-07,2708605500
2011-09-08,2693916750
2011-09-09,2560738750
2011-09-12,2614597500
2011-09-13,2642995750
2011-09-14,2701750750
2011-09-15,2768339750
2011-09-16,2796738000
2011-09-19,2796738000
2011-09-20,2655726000
2011-09-21,2570531250
2011-09-22,2440291000
2011-09-23,2521568750
2011-09-26,2554863250
2011-09-27,2567593500
2011-09-28,2481419500
2011-09-29,2507859250
2011-09-30,2449104250
2011-10-03,2346933870
2011-10-04,2423496330
2011-10-05,2494169370
2011-10-06,2594289510
2011-10-07,2590363230
2011-10-10,2697354360
2011-10-11,2700299070
2011-10-12,2699317500
2011-10-13,2608031490
2011-10-14,2605086780
2011-10-17,2571713400
2011-10-18,2598215790
2011-10-19,2552082000
2011-10-20,2576621250
2011-10-21,2553063570
2011-10-24,2639441730
2011-10-25,2600178930
2011-10-26,2605086780
2011-10-27,2716004190
2011-10-28,2681649240
2011-10-31,2588400090
2011-11-01,2518708620
2011-11-02,2606068350
2011-11-03,2679686100
2011-11-04,2573676540
2011-11-07,2521653330
2011-11-08,2537358450
2011-11-09,2451961860
2011-11-10,2453925000
2011-11-11,2506929780
2011-11-14,2467666980
2011-11-15,2430367320
2011-11-16,2354786430
2011-11-17,2381288820
2011-11-18,2406809640
2011-11-21,2381288820
2011-11-22,2327302470
2011-11-23,2298836940
2011-11-25,2258592570
2011-11-28,2342026020
2011-11-29,2349878580
2011-11-30,2417606910
2011-12-01,2277242400
2011-12-02,2277242400
2011-12-05,2308652640
2011-12-06,2296873800
2011-12-07,2272334550
2011-12-08,2238961170
2011-12-09,2306689500
2011-12-12,2247795300
2011-12-13,2183993250
2011-12-14,2200679940
2011-12-15,2203624650
2011-12-16,2183011680
2011-12-19,2147675160
2011-12-20,2166324990
2011-12-21,2179085400
2011-12-22,2159454000
2011-12-23,2197735230
2011-12-27,2207550930
2011-12-28,2143748880
2011-12-29,2160435570
2011-12-30,2145712020
2012-01-03,2186447270
2012-01-04,2216992500
2012-01-05,2216007170
2012-01-06,2205168540
2012-01-09,2272170980
2012-01-10,2334246770
2012-01-11,2318481490
2012-01-12,2287936260
2012-01-13,2262317680
2012-01-17,2233743110
2012-01-18,2377601290
2012-01-19,2420955810
2012-01-20,2390410580
2012-01-23,2385483930
2012-01-24,2452486370
2012-01-25,2431794440
2012-01-26,2364792000
2012-01-27,2400263880
2012-01-30,2416029160
2012-01-31,2423911800
2012-02-01,2443618400
2012-02-02,2399278550
2012-02-03,2445589060
2012-02-06,2495840890
2012-02-07,2603241860
2012-02-08,2589447240
2012-02-09,2672214960
2012-02-10,2615065820
2012-02-13,2693892220
2012-02-14,2661376330
2012-02-15,2663346990
2012-02-16,2659405670
2012-02-17,2657435010
2012-02-21,2676156280
2012-02-22,2705716180
2012-02-23,2745129380
2012-02-24,2788483900
2012-02-27,2795381210
2012-02-28,2851545020
2012-02-29,2830853090
2012-03-01,2845633040
2012-03-02,2814102480
2012-03-05,2801293190
2012-03-06,2723452120
2012-03-07,2743158720
2012-03-08,2767791970
2012-03-09,2818043800
2012-03-12,2827897100
2012-03-13,2853515680
2012-03-14,2850559690
2012-03-15,2890958220
2012-03-16,2830853090
2012-03-19,2858442330
2012-03-20,2864354310
2012-03-21,2866324970
2012-03-22,2872236950
2012-03-23,2868295630
2012-03-26,2899826190
2012-03-27,2912635480
2012-03-28,2897855530
2012-03-29,2912635480
2012-03-30,2910664820
2012-04-02,2878302400
2012-04-03,2908859720
2012-04-04,2869430920
2012-04-05,2847745080
2012-04-09,2774801800
2012-04-10,2689044160
2012-04-11,2736358720
2012-04-12,2718615760
2012-04-13,2749173080
2012-04-16,2701858520
2012-04-17,2700872800
2012-04-18,2682144120
2012-04-19,2655529680
2012-04-20,2959131440
2012-04-23,2858588000
2012-04-24,2809302000
2012-04-25,2809302000
2012-04-26,2823102080
2012-04-27,2847745080
2012-04-30,2781701840
2012-05-01,2791559040
2012-05-02,2845773640
2012-05-03,2755087400
2012-05-04,2695944200
2012-05-07,2674258360
2012-05-08,2617086600
2012-05-09,2636801000
2012-05-10,2626943800
2012-05-11,2641729600
2012-05-14,2615115160
2012-05-15,2608215120
2012-05-16,2602300800
2012-05-17,2504714520
2012-05-18,2442614160
2012-05-21,2506685960
2012-05-22,2562872000
2012-05-23,2582586400
2012-05-24,2629900960
2012-05-25,2666372600
2012-05-29,2749173080
2012-05-30,2750158800
2012-05-31,2746215920
2012-06-01,2667358320
2012-06-04,2673272640
2012-06-05,2721572920
2012-06-06,2785644720
2012-06-07,2781701840
2012-06-08,2826059240
2012-06-11,2756073120
2012-06-12,2790573320
2012-06-13,2698901360
2012-06-14,2811273440
2012-06-15,2862530880
2012-06-18,2859573720
2012-06-19,2859573720
2012-06-20,2842816480
2012-06-21,2770858920
2012-06-22,2769873200
2012-06-25,2678201240
2012-06-26,2692987040
2012-06-27,2668344040
2012-06-28,2674258360
2012-06-29,2733401560
2012-07-02,2772679630
2012-07-03,2811175360
2012-07-05,2847696950
2012-07-06,2838813320
2012-07-09,2847696950
2012-07-10,2870399560
2012-07-11,2871386630
2012-07-12,2861515930
2012-07-13,2932584970
2012-07-16,2919753060
2012-07-17,2973054840
2012-07-18,2987860890
2012-07-19,2989835030
2012-07-20,2937520320
2012-07-23,2878296120
2012-07-24,2846709880
2012-07-25,2786498610
2012-07-26,2833877970
2012-07-27,2934559110
2012-07-30,2993783310
2012-07-31,2963184140
2012-08-01,3137895530
2012-08-02,3079658400
2012-08-03,3126050690
2012-08-06,3135921390
2012-08-07,3163559349
2012-08-08,3164546420
2012-08-09,3175404190
2012-08-10,3169481770
2012-08-13,3177378330
2012-08-14,3206990430
2012-08-15,3215874060
2012-08-16,3209951640
2012-08-17,3219822339
2012-08-20,3173430050
2012-08-21,3175404190
2012-08-22,3174417119
2012-08-23,3170468839
2012-08-24,3181326609
2012-08-27,3157636930
2012-08-28,3169481770
2012-08-29,3195145589
2012-08-30,3182313680
2012-08-31,3201068010
2012-09-04,3227718900
2012-09-05,3205016290
2012-09-06,3288917240
2012-09-07,3288917240
2012-09-10,3240550810
2012-09-11,3234628390
2012-09-12,3231667180
2012-09-13,3269175839
2012-09-14,3343206089
2012-09-17,3313593990
2012-09-18,3246473230
2012-09-19,3272137050
2012-09-20,3230680109
2012-09-21,3191197310
2012-09-24,3236602530
2012-09-25,3137895530
2012-09-26,3154675720
2012-09-27,3163559349
2012-09-28,3146779160
2012-10-01,3141910860
2012-10-02,3170617670
2012-10-03,3274556120
2012-10-04,3327020290
2012-10-05,3320091060
2012-10-08,3270596560
2012-10-09,3272576340
2012-10-10,3222091949
2012-10-11,3198334590
2012-10-12,3164678330
2012-10-15,3247829090
2012-10-16,3308212380
2012-10-17,3317121390
2012-10-18,3327020290
2012-10-19,3282475239
2012-10-22,3256738100
2012-10-23,3301283150
2012-10-24,3222091949
2012-10-25,3247829090
2012-10-26,3273566230
2012-10-31,3313161830
2012-11-01,3425019400
2012-11-02,3430958739
2012-11-05,3453726210
2012-11-06,3488372360
2012-11-07,3432938520
2012-11-08,3339888860
2012-11-09,3329000070
2012-11-12,3245849310
2012-11-13,3335929300
2012-11-14,3270596560
2012-11-15,3278515679
2012-11-16,3333949520
2012-11-19,3406211489
2012-11-20,3426009290
2012-11-21,3444817199
2012-11-23,3462635219
2012-11-26,3458675660
2012-11-27,3475503790
2012-11-28,3539846640
2012-11-29,3537866860
2012-11-30,3573502900
2012-12-03,3565583780
2012-12-04,3553705100
2012-12-05,3542816310
2012-12-06,3583401800
2012-12-07,3528957850
2012-12-10,3539846640
2012-12-11,3552715210
2012-12-12,3493321810
2012-12-13,3497281370
2012-12-14,3515099390
2012-12-17,3556674770
2012-12-18,3613098500
2012-12-19,3581422020
2012-12-20,3541826420
2012-12-21,3566573670
2012-12-24,3552715210
2012-12-26,3477483570
2012-12-27,3496291480
2012-12-28,3462635219
2012-12-31,3559397580
2013-01-02,3536542710
2013-01-03,3594176730
2013-01-04,3687583590
2013-01-07,3654791820
2013-01-08,3625974810
2013-01-09,3616037910
2013-01-10,3593183039
2013-01-11,3612063150
2013-01-14,3676653000
2013-01-15,3734287020
2013-01-16,3804839010
2013-01-17,3782977830
2013-01-18,3757141890
2013-01-22,3769066170
2013-01-23,3773040930
2013-01-24,3757141890
2013-01-25,3822725430
2013-01-28,3825706500
2013-01-29,3740249160
2013-01-30,3689570970
2013-01-31,3724350119
2013-02-01,3750186060
2013-02-04,3746211300
2013-02-05,3793908420
2013-02-06,3901226940
2013-02-07,3992646420
2013-02-08,4025438190
2013-02-11,4013513910
2013-02-12,3988671660
2013-02-13,4015501289
2013-02-14,4016494980
2013-02-15,3970785240
2013-02-19,3943955610
2013-02-20,3883340520
2013-02-21,3835643400
2013-02-22,3848561369
2013-02-25,3802851630
2013-02-26,3860485650
2013-02-27,3897252180
2013-02-28,3938987160
2013-03-01,3906195390
2013-03-04,3932031330
2013-03-05,3957867270
2013-03-06,3930043949
2013-03-07,3883340520
2013-03-08,3983703210
2013-03-11,4002583320
2013-03-12,4008545460
2013-03-13,4139712539
2013-03-14,4092015420
2013-03-15,4105927080
2013-03-18,4085059590
2013-03-19,4106920770
2013-03-20,4159586340
2013-03-21,4176479070
2013-03-22,4247031060
2013-03-25,4360311720
2013-03-26,4382172900
2013-03-27,4453718580
2013-03-28,4527251640
2013-04-01,4552389450
2013-04-02,4585341600
2013-04-03,4464517050
2013-04-04,4505457600
2013-04-05,4677208200
2013-04-08,4758090750
2013-04-09,4805022600
2013-04-10,4883908050
2013-04-11,4837974750
2013-04-12,4732128450
2013-04-15,4628279250
2013-04-16,4645254600
2013-04-17,4601318400
2013-04-18,4570363350
2013-04-19,4591332900
2013-04-22,4694183550
2013-04-23,4793040000
2013-04-24,4835977650
2013-04-25,4901881950
2013-04-26,4908871800
2013-04-29,4939826850
2013-04-30,5008726800
2013-05-01,4931838450
2013-05-02,4922851500
2013-05-03,4901881950
2013-05-06,4943821050
2013-05-07,5080622400
2013-05-08,5037684750
2013-05-09,4988755800
2013-05-10,5045673150
2013-05-13,4983763050
2013-05-14,5076628200
2013-05-15,5130549900
2013-05-16,5090607900
2013-05-17,5146526700
2013-05-20,5085615150
2013-05-21,5081620950
2013-05-22,4992750000
2013-05-23,4988755800
2013-05-24,4935832650
2013-05-28,5006729700
2013-05-29,4970781900
2013-05-30,4995745650
2013-05-31,4978770300
2013-06-03,4898886300
2013-06-04,4944819600
2013-06-05,4923850050
2013-06-06,4958799300
2013-06-07,5001736950
2013-06-10,5061649950
2013-06-11,4997742750
2013-06-12,5030694900
2013-06-13,5126555700
2013-06-14,5132547000
2013-06-17,5163502050
2013-06-18,5226410700
2013-06-19,5237394750
2013-06-20,5117568750
2013-06-21,4966787700
2013-06-24,4964790600
2013-06-25,5050665900
2013-06-26,5079623850
2013-06-27,5095600650
2013-06-28,5134544100
2013-07-01,5201430680
2013-07-02,5217441240
2013-07-03,5238455100
2013-07-05,5255466320
2013-07-08,5262470940
2013-07-09,5372543540
2013-07-10,5333517800
2013-07-11,5347527040
2013-07-12,5368540900
2013-07-15,5334518460
2013-07-16,5278481500
2013-07-17,5266473580
2013-07-18,5233451800
2013-07-19,5230449820
2013-07-22,5262470940
2013-07-23,5339521760
2013-07-24,5761800280
2013-07-25,5874874860
2013-07-26,5984947460
2013-07-29,5982946140
2013-07-30,5949924360
2013-07-31,6350188360
2013-08-01,6433243140
2013-08-02,6380208160
2013-08-05,6354191000
2013-08-06,6297153380
2013-08-07,6191083420
2013-08-08,6243117740
2013-08-09,6195086060
2013-08-12,6219101900
2013-08-13,6245119060
2013-08-14,6169068900
2013-08-15,6062998940
2013-08-16,5958930300
2013-08-19,6009963960
2013-08-20,5942919740
2013-08-21,6080010160
2013-08-22,6116033920
2013-08-23,6113031940
2013-08-26,6092018080
2013-08-27,6038983100
2013-08-28,6069002900
2013-08-29,6134045800
2013-08-30,5951925680
2013-09-03,6078008840
2013-09-04,6158061640
2013-09-05,6168068240
2013-09-06,6178074840
2013-09-09,6201090020
2013-09-10,6304158000
2013-09-11,6138048440
2013-09-12,6135046460
2013-09-13,6204092000
2013-09-16,6342183080
2013-09-17,6360194960
2013-09-18,6411228619
2013-09-19,6451255020
2013-09-20,6372202880
2013-09-23,6364197600
2013-09-24,6345185060
2013-09-25,6274138200
2013-09-26,6321169220
2013-09-27,6265132260
2013-09-30,6240907290
2013-10-01,6330048800
2013-10-02,6239905700
2013-10-03,6255931140
2013-10-04,6245915240
2013-10-07,6063625860
2013-10-08,5876328530
2013-10-09,5910382590
2013-10-10,6049603600
2013-10-11,6032576570
2013-10-14,6105692640
2013-10-15,6060621090
2013-10-16,6214865950
2013-10-17,6353085370
2013-10-18,6438220520
2013-10-21,6407171230
2013-10-22,6289985200
2013-10-23,6315024950
2013-10-24,6367107630
2013-10-25,6371113990
2013-10-28,6406169640
2013-10-29,6416185540
2013-10-30,6385136250
2013-10-31,6822831080
2013-11-01,6771749990
2013-11-04,6770748399
2013-11-05,6765740450
2013-11-06,6849874010
2013-11-07,6636535340
2013-11-08,6672592580
2013-11-11,6718665720
2013-11-12,6784770659
2013-11-13,6874913760
2013-11-14,6979079120
2013-11-15,6975072760
2013-11-18,6934007570
2013-11-19,6862894680
2013-11-20,6920986899
2013-11-21,6956042550
2013-11-22,7040176110
2013-11-25,6988093430
2013-11-26,7062211090
2013-11-27,7055199960
2013-11-29,7021145899
2013-12-02,7031161800
2013-12-03,7023149080
2013-12-04,6990096610
2013-12-05,7106281050
2013-12-06,6921988490
2013-12-09,6916980540
2013-12-10,6885931250
2013-12-11,6785772250
2013-12-12,6730684800
2013-12-13,6730684800
2013-12-16,6777759530
2013-12-17,6798792920
2013-12-18,6901956690
2013-12-19,6771749990
2013-12-20,6877918530
2013-12-23,6912974180
2013-12-24,6953037780
2013-12-26,6936010750
2013-12-27,6946026649
2013-12-30,6987213599
2013-12-31,7054475570
2014-01-02,6982194050
2014-01-03,6976170589
2014-01-06,6942037650
2014-01-07,6906900800
2014-01-08,6843654470
2014-01-09,7014319170
2014-01-10,7035401280
2014-01-13,6840642740
2014-01-14,6948061109
2014-01-15,6970147130
2014-01-16,6885818690
2014-01-17,6747279109
2014-01-21,6711138349
2014-01-22,6758322119
2014-01-23,6732220460
2014-01-24,6549508839
2014-01-27,6445102200
2014-01-28,6442090470
2014-01-29,6532442369
2014-01-30,7277343589
2014-01-31,7141815740
2014-02-03,6837631010
2014-02-04,6841646650
2014-02-05,6894853880
2014-02-06,7076561589
2014-02-07,7156874390
2014-02-10,7175948680
2014-02-11,7275335770
2014-02-12,7261281030
2014-02-13,7301437430
2014-02-14,7320511720
2014-02-18,7298425700
2014-02-19,7315492170
2014-02-20,7290394420
2014-02-21,7389781510
2014-02-24,7464070849
2014-02-25,7494188150
2014-02-26,7547395380
2014-02-27,7518281990
2014-02-28,7356652480
2014-03-03,7417890990
2014-03-04,7530328910
2014-03-05,7555426660
2014-03-06,7514266349
2014-03-07,7502219430
2014-03-10,7478125589
2014-03-11,7360668119
2014-03-12,7424918359
2014-03-13,7408855800
2014-03-14,7500211609
2014-03-17,7474109950
2014-03-18,7638751190
2014-03-19,7571489220
2014-03-20,7585543960
2014-03-21,7575504859
2014-03-24,7545387560
2014-03-25,7529325000
2014-03-26,7590563510
2014-03-27,7630719910
2014-03-28,7650798109
2014-03-31,7684710400
2014-04-01,7823372800
2014-04-02,7790214400
2014-04-03,7701792000
2014-04-04,7551072000
2014-04-07,7275756800
2014-04-08,7355136000
2014-04-09,7487769600
2014-04-10,7362169600
2014-04-11,7413414400
2014-04-14,7457625600
2014-04-15,7641504000
2014-04-16,7694758400
2014-04-17,7689734400
2014-04-21,7636480000
2014-04-22,7650547200
2014-04-23,7477721600
2014-04-24,7579206400
2014-04-25,7931891200
2014-04-28,8046438400
2014-04-29,8175052800
2014-04-30,8248403200
2014-05-01,8251417600
2014-05-02,8196153599
2014-05-05,8254432000
2014-05-06,8249407999
2014-05-07,8174047999
2014-05-08,8276537600
2014-05-09,8259456000
2014-05-12,8362950400
2014-05-13,8326777600
2014-05-14,8273523200
2014-05-15,8186105600
2014-05-16,8262470400
2014-05-19,8272518400
2014-05-20,8198163200
2014-05-21,8276537600
2014-05-22,8349887999
2014-05-23,8450367999
2014-05-27,8517689600
2014-05-28,8418214400
2014-05-29,8430272000
2014-05-30,8523718400
2014-06-02,8547833599
2014-06-03,8509651200
2014-06-04,8550847999
2014-06-05,8513670400
2014-06-06,8673433600
2014-06-09,8665395200
2014-06-10,8666400000
2014-06-11,8622188800
2014-06-12,8563910400
2014-06-13,8572953599
2014-06-16,8610131200
2014-06-17,8785971200
2014-06-18,8781952000
2014-06-19,8766880000
2014-06-20,8862336000
2014-06-23,8862336000
2014-06-24,8896499200
2014-06-25,9718425600
2014-06-26,9850054400
2014-06-27,9872160000
2014-06-30,9902867120
2014-07-01,9953166120
2014-07-02,9904879080
2014-07-03,9975297680
2014-07-07,9929022600
2014-07-08,9742916300
2014-07-09,9895825260
2014-07-10,9702677100
2014-07-11,9751970120
2014-07-14,9808305000
2014-07-15,9792209320
2014-07-16,9695635240
2014-07-17,9667467800
2014-07-18,9786173440
2014-07-21,9749958160
2014-07-22,9844520280
2014-07-23,9865645860
2014-07-24,10166433880
2014-07-25,10067847840
2014-07-28,10201643180
2014-07-29,10092997340
2014-07-30,10125188700
2014-07-31,9829430580
2014-08-01,9901861140
2014-08-04,9943106320
2014-08-05,9903873100
2014-08-06,9855586060
2014-08-07,9786173440
2014-08-08,9886771440
2014-08-11,10024590700
2014-08-12,9845526260
2014-08-13,9842508320
2014-08-14,9894819280
2014-08-15,9835466460
2014-08-18,10041692360
2014-08-19,10087967440
2014-08-20,10133236540
2014-08-21,10124182720
2014-08-22,10259990020
2014-08-25,10415916920
2014-08-26,10359582040
2014-08-27,10396803300
2014-08-28,10334432540
2014-08-29,10329402640
2014-09-02,10446096320
2014-09-03,10527580700
2014-09-04,10786117560
2014-09-05,10914883000
2014-09-08,10980271700
2014-09-09,10759962080
2014-09-10,10701615240
2014-09-11,10769015900
2014-09-12,10731794640
2014-09-15,10633208600
2014-09-16,10750908260
2014-09-17,10850500280
2014-09-18,10893757420
2014-09-19,10782093640
2014-09-22,10681495640
2014-09-23,10704633180
2014-09-24,10654334180
2014-09-25,10683507600
2014-09-26,10919912900
2014-09-29,10904656350
2014-09-30,10833067760
2014-10-01,10678799390
2014-10-02,10893565160
2014-10-03,11208151640
2014-10-06,11233358890
2014-10-07,11026659440
2014-10-08,11194035580
2014-10-09,10956079140
2014-10-10,10805843930
2014-10-13,10465041910
2014-10-14,10505373510
2014-10-15,10318839860
2014-10-16,10427735180
2014-10-17,10532597340
2014-10-20,10583011840
2014-10-21,10854241850
2014-10-22,10913730960
2014-10-23,10984311260
2014-10-24,11043800370
2014-10-27,11063966170
2014-10-28,11109339220
2014-10-29,11092198290
2014-10-30,10753412850
2014-10-31,10648550690
2014-11-03,10736271920
2014-11-04,10758454300
2014-11-05,10814918540
2014-11-06,11046825240
2014-11-07,11023634570
2014-11-10,11065982750
2014-11-11,10979269810
2014-11-12,11122446990
2014-11-13,11021617990
2014-11-14,11064974460
2014-11-17,11110347510
2014-11-18,11134546470
2014-11-19,11334187890
2014-11-20,11246466660
2014-11-21,11166811750
2014-11-24,11290831420
2014-11-25,11365444880
2014-11-26,11451149530
2014-11-28,11667931880
2014-12-01,11404768190
2014-12-02,11348303950
2014-12-03,11565086300
2014-12-04,11279740230
2014-12-05,11410817930
2014-12-08,11131521600
2014-12-09,11050858400
2014-12-10,11046825240
2014-12-11,11179919520
2014-12-12,11142612790
2014-12-15,11158745430
2014-12-16,10894573450
2014-12-17,11180927810
2014-12-18,11512655220
2014-12-19,11260582720
2014-12-22,11199077030
2014-12-23,11192019000
2014-12-24,11184960970
2014-12-26,11227309150
2014-12-29,11340237630
2014-12-30,11340237630
2014-12-31,11254532980
2015-01-02,11152695690
2015-01-05,10885534577
2015-01-06,10708968765
2015-01-07,11081270392
2015-01-08,11292140420
2015-01-09,11252791467
2015-01-12,11183174090
2015-01-13,11254809362
2015-01-14,11189227775
2015-01-15,10781612985
2015-01-16,10811881410
2015-01-20,10805827725
2015-01-21,11023760385
2015-01-22,11405142540
2015-01-23,11547404137
2015-01-26,11446509387
2015-01-27,11347632532
2015-01-28,11544377295
2015-01-29,11710853632
2015-01-30,11237657255
2015-02-02,11236648307
2015-02-03,11530252030
2015-02-04,11529243082
2015-02-05,11516126765
2015-02-06,11655361520
2015-02-09,11661415205
2015-02-10,11782488905
2015-02-11,11833945227
2015-02-12,11890446287
2015-02-13,12018582620
2015-02-17,11901544710
2015-02-18,12000421565
2015-02-19,11901544710
2015-02-20,12294025287
2015-02-23,12393911090
2015-02-24,12342454767
2015-02-25,12619915330
2015-02-26,13006342222
2015-02-27,12868116415
2015-03-02,12995243800
2015-03-03,12909483262
2015-03-04,13043673280
2015-03-05,12971029060
2015-03-06,12914528000
2015-03-09,13035601699
2015-03-10,12934706949
2015-03-11,13003315380
2015-03-12,13096138550
2015-03-13,13160711190
2015-03-16,13576397560
2015-03-17,13717650210
2015-03-18,13879081810
2015-03-19,13858902860
2015-03-20,13794330220
2015-03-23,13814509169
2015-03-24,13774151270
2015-03-25,13588504930
2015-03-26,13503753340
2015-03-27,13665184940
2015-03-30,13584469139
2015-03-31,13523932290
2015-04-01,13794330220
2015-04-02,13778187060
2015-04-06,13738305490
2015-04-07,13649436710
2015-04-08,13774660900
2015-04-09,13936240500
2015-04-10,13936240500
2015-04-13,13794858350
2015-04-14,13689831610
2015-04-15,13673673650
2015-04-16,13645397220
2015-04-17,13564607420
2015-04-20,13645397220
2015-04-21,13689831610
2015-04-22,13782739879
2015-04-23,13968556420
2015-04-24,13015236780
2015-04-27,12853657180
2015-04-28,12651682680
2015-04-29,12477984610
2015-04-30,12554734920
2015-05-01,12696117070
2015-05-04,12809222790
2015-05-05,12578971860
2015-05-06,12506261040
2015-05-07,12635524720
2015-05-08,12789025340
2015-05-11,12853657180
2015-05-12,12526458490
2015-05-13,12304286540
2015-05-14,12562813900
2015-05-15,12647643190
2015-05-18,12857696670
2015-05-19,12950604940
2015-05-20,13011197290
2015-05-21,13108145050
2015-05-22,13067750150
2015-05-26,12926368000
2015-05-27,12906170550
2015-05-28,12898091570
2015-05-29,12869815140
2015-06-01,12934446980
2015-06-02,12849617690
2015-06-03,12938486470
2015-06-04,12946565449
2015-06-05,13067750150
2015-06-08,13047552699
2015-06-09,13043513210
2015-06-10,13160658420
2015-06-11,13128342500
2015-06-12,13201053320
2015-06-15,13087947600
2015-06-16,13354553940
2015-06-17,13318198530
2015-06-18,13552488949
2015-06-19,13641357730
2015-06-22,13782739879
2015-06-23,13867569170
2015-06-24,13778700390
2015-06-25,13835253250
2015-06-26,13875648150
2015-06-29,13483817620
2015-06-30,13459580680
2015-07-01,13738305490
2015-07-02,13718108040
2015-07-06,13505235450
2015-07-07,13457302050
2015-07-08,13097801550
2015-07-09,13241601750
2015-07-10,13457302050
2015-07-13,13573141099
2015-07-14,13680991250
2015-07-15,13593113350
2015-07-16,13581130000
2015-07-17,13561157750
2015-07-20,13768869150
2015-07-21,13732919100
2015-07-22,13712946850
2015-07-23,13581130000
2015-07-24,13477274300
2015-07-27,13093807100
2015-07-28,13245596199
2015-07-29,13477274300
2015-07-30,13637052300
2015-07-31,12394778350
2015-08-03,11607871700
2015-08-04,11635832850
2015-08-05,11547954950
2015-08-06,11500021550
2015-08-07,11436110350
2015-08-10,11711727400
2015-08-11,11508010450
2015-08-12,11811588650
2015-08-13,11939411050
2015-08-14,12111172400
2015-08-17,12183072500
2015-08-18,12135139100
2015-08-19,12342850500
2015-08-20,12043266750
2015-08-21,11607871700
2015-08-24,11188454450
2015-08-25,11280326800
2015-08-26,11659799550
2015-08-27,11987344450
2015-08-28,12087205700
2015-08-31,12027288950
2015-09-01,11735694100
2015-09-02,11971366650
2015-09-03,11939411050
2015-09-04,11811588650
2015-09-08,12043266750
2015-09-09,11891477650
2015-09-10,11887483200
2015-09-11,11971366650
2015-09-14,11883488750
2015-09-15,11947399950
2015-09-16,12087205700
2015-09-17,12338856050
2015-09-18,11987344450
2015-09-21,12035277850
2015-09-22,11951394400
2015-09-23,11767649700
2015-09-24,11799605300
2015-09-25,11723710750
2015-09-28,11376193600
2015-09-29,11196443350
2015-09-30,11559938300
2015-10-01,11476054850
2015-10-02,11595888350
2015-10-05,11646198940
2015-10-06,11414218610
2015-10-07,11382763650
2015-10-08,11575425280
2015-10-09,11575425280
2015-10-12,11665858290
2015-10-13,11481060400
2015-10-14,11319853730
2015-10-15,11284466900
2015-10-16,11323785600
2015-10-19,10824438110
2015-10-20,10918802990
2015-10-21,11013167870
2015-10-22,11091805270
2015-10-23,10639640220
2015-10-26,10604253390
2015-10-27,10635708350
2015-10-28,10851961200
2015-10-29,12444368550
2015-10-30,12558392780
2015-11-02,12861146770
2015-11-03,12994830349
2015-11-04,12865078640
2015-11-05,12912261080
2015-11-06,12896533599
2015-11-09,12554460910
2015-11-10,12578052130
2015-11-11,12377526760
2015-11-12,12342139930
2015-11-13,11756291300
2015-11-16,12066909030
2015-11-17,11882111140
2015-11-18,12192728870
2015-11-19,12090500250
2015-11-20,12334276190
2015-11-23,12428641070
2015-11-24,12377526760
2015-11-25,12397186110
2015-11-27,12287093750
2015-11-30,12059045290
2015-12-01,12251706920
2015-12-02,12129818950
2015-12-03,11862451790
2015-12-04,12247775050
2015-12-07,12129818950
2015-12-08,12169137650
2015-12-09,12039385940
2015-12-10,11964680410
2015-12-11,11599016500
2015-12-14,11551834060
2015-12-15,11457469180
