,SLM
2004-08-24,6139914760
2004-08-25,6209637000
2004-08-26,6227067560
2004-08-27,6139914760
2004-08-30,6118126560
2004-08-31,6070192520
2004-09-01,6026616120
2004-09-02,6048404320
2004-09-03,6030973760
2004-09-07,6113768920
2004-09-08,6122484200
2004-09-09,6122484200
2004-09-10,6266286320
2004-09-13,6227067560
2004-09-14,6296789800
2004-09-15,6375227320
2004-09-16,6405730800
2004-09-17,6571321120
2004-09-20,6784845480
2004-09-21,6824064240
2004-09-22,6763057280
2004-09-23,6728196160
2004-09-24,6806633680
2004-09-27,6832779520
2004-09-28,6871998280
2004-09-29,6893786480
2004-09-30,6701110080
2004-10-01,6722156280
2004-10-04,6667436160
2004-10-05,6713737800
2004-10-06,6734784000
2004-10-07,6743202480
2004-10-08,6621134520
2004-10-11,6680063880
2004-10-12,6730574760
2004-10-13,6755830200
2004-10-14,6612716040
2004-10-15,6701110080
2004-10-18,6709528560
2004-10-19,6654808440
2004-10-20,6503275800
2004-10-21,6515903520
2004-10-22,6524322000
2004-10-25,6465392640
2004-10-26,6431718720
2004-10-27,6755830200
2004-10-28,6751620960
2004-10-29,6802131840
2004-11-01,6785294880
2004-11-02,6705319320
2004-11-03,7395634680
2004-11-04,7429308599
2004-11-05,7345123800
2004-11-08,7387216200
2004-11-09,7412471640
2004-11-10,7391425439
2004-11-11,7585050480
2004-11-12,7606096680
2004-11-15,7677653759
2004-11-16,7694490720
2004-11-17,7723955400
2004-11-18,7702909200
2004-11-19,7564004279
2004-11-22,7589259720
2004-11-23,7652398320
2004-11-24,7618724400
2004-11-26,7618724400
2004-11-29,7585050480
2004-11-30,7690281480
2004-12-01,7707118439
2004-12-02,7648189080
2004-12-03,7799721720
2004-12-06,7791303240
2004-12-07,7643979840
2004-12-08,7669235279
2004-12-09,7791303240
2004-12-10,7900743480
2004-12-13,7930208160
2004-12-14,7993346759
2004-12-15,8048066880
2004-12-16,8039648400
2004-12-17,8014392960
2004-12-20,8010183720
2004-12-21,8149088640
2004-12-22,8098577759
2004-12-23,8056485360
2004-12-27,7993346759
2004-12-28,8039648400
2004-12-29,8039648400
2004-12-30,8064903840
2004-12-31,8022811439
2005-01-03,8212227240
2005-01-04,8064903840
2005-01-05,8077531560
2005-01-06,8115414720
2005-01-07,8064903840
2005-01-10,8060694599
2005-01-11,8031229919
2005-01-12,8178553320
2005-01-13,8174344080
2005-01-14,8258528880
2005-01-18,8157507120
2005-01-19,7955463599
2005-01-20,7787094000
2005-01-21,7665026040
2005-01-24,7635561360
2005-01-25,7593468960
2005-01-26,7627142880
2005-01-27,7627142880
2005-01-28,7479819480
2005-01-31,7542958080
2005-02-01,7601887439
2005-02-02,7656607560
2005-02-03,7631352120
2005-02-04,7681863000
2005-02-07,7614515160
2005-02-08,7189381919
2005-02-09,7168335720
2005-02-10,7109406360
2005-02-11,7336705320
2005-02-14,7361960759
2005-02-15,7488237960
2005-02-16,7462982520
2005-02-17,7467191759
2005-02-18,7202009640
2005-02-22,6970501439
2005-02-23,7134661800
2005-02-24,7138871040
2005-02-25,7235683560
2005-02-28,7332496080
2005-03-01,7353542279
2005-03-02,7349333040
2005-03-03,7429308599
2005-03-04,7542958080
2005-03-07,7597678200
2005-03-08,7521911880
2005-03-09,7433517840
2005-03-10,7479819480
2005-03-11,7387216200
2005-03-14,7627142880
2005-03-15,7538748840
2005-03-16,7357751520
2005-03-17,7496656439
2005-03-18,7542958080
2005-03-21,7538748840
2005-03-22,7593468960
2005-03-23,7505074919
2005-03-24,7370379240
2005-03-28,7357751520
2005-03-29,7450354800
2005-03-30,7505074919
2005-03-31,7462851630
2005-04-01,7353782410
2005-04-04,7471241569
2005-04-05,7550946000
2005-04-06,7508996299
2005-04-07,7567725880
2005-04-08,7479631509
2005-04-11,7500606360
2005-04-12,7576115819
2005-04-13,7458656660
2005-04-14,7362172350
2005-04-15,7311832710
2005-04-18,7471241569
2005-04-19,7387342170
2005-04-20,7362172350
2005-04-21,6925895470
2005-04-22,6900725650
2005-04-25,7039159660
2005-04-26,7026574750
2005-04-27,7068524450
2005-04-28,7026574750
2005-04-29,7135643970
2005-05-02,7215348400
2005-05-03,7261493069
2005-05-04,7328612589
2005-05-05,7290857860
2005-05-06,7236323250
2005-05-09,7391537140
2005-05-10,7366367319
2005-05-11,7303442770
2005-05-12,7236323250
2005-05-13,7127254029
2005-05-16,7253103130
2005-05-17,7190178580
2005-05-18,7248908160
2005-05-19,7316027680
2005-05-20,7337002529
2005-05-23,7332807560
2005-05-24,7345392470
2005-05-25,7257298100
2005-05-26,7337002529
2005-05-27,7332807560
2005-05-31,7227933310
2005-06-01,7328612589
2005-06-02,7345392470
2005-06-03,7274077980
2005-06-06,7362172350
2005-06-07,7366367319
2005-06-08,7425096900
2005-06-09,7324417620
2005-06-10,7261493069
2005-06-13,7337002529
2005-06-14,7349587440
2005-06-15,7299247799
2005-06-16,7337002529
2005-06-17,7454461690
2005-06-20,7626455460
2005-06-21,7647430310
2005-06-22,7630650430
2005-06-23,7588700730
2005-06-24,7618065520
2005-06-27,7437681810
2005-06-28,7601285640
2005-06-29,7525776180
2005-06-30,7568642900
2005-07-01,7485195900
2005-07-05,7430955349
2005-07-06,7368370100
2005-07-07,7389231850
2005-07-08,7385059500
2005-07-11,7493540600
2005-07-12,7468506499
2005-07-13,7685468700
2005-07-14,7789777450
2005-07-15,7672951650
2005-07-18,7585332300
2005-07-19,7581159950
2005-07-20,7476851200
2005-07-21,7547781150
2005-07-22,7631228150
2005-07-25,7556125850
2005-07-26,7660434600
2005-07-27,7639572849
2005-07-28,7685468700
2005-07-29,7668779300
2005-08-01,7560298200
2005-08-02,7643745200
2005-08-03,7656262250
2005-08-04,7664606950
2005-08-05,7597849350
2005-08-08,7547781150
2005-08-09,7581159950
2005-08-10,7510230000
2005-08-11,7568642900
2005-08-12,7556125850
2005-08-15,7539436450
2005-08-16,7568642900
2005-08-17,7589504650
2005-08-18,7556125850
2005-08-19,7706330450
2005-08-22,7660434600
2005-08-23,7639572849
2005-08-24,7522747050
2005-08-25,7485195900
2005-08-26,7368370100
2005-08-29,7376714800
2005-08-30,7326646599
2005-08-31,7410093600
2005-09-01,7485195900
2005-09-02,7464334150
2005-09-06,7476851200
2005-09-07,7622883450
2005-09-08,7702158100
2005-09-09,7760571000
2005-09-12,7894086200
2005-09-13,7956671450
2005-09-14,7948326750
2005-09-15,7914947950
2005-09-16,7990050249
2005-09-19,7952499099
2005-09-20,7948326750
2005-09-21,7814811550
2005-09-22,7881569150
2005-09-23,7844018000
2005-09-26,7864879750
2005-09-27,7898258550
2005-09-28,7852362700
2005-09-29,7994222600
2005-09-30,7902726249
2005-10-03,7873838999
2005-10-04,7791304000
2005-10-05,7820191250
2005-10-06,7704642250
2005-10-07,7700515500
2005-10-10,7650994500
2005-10-11,7601473500
2005-10-12,7721149250
2005-10-13,7684008500
2005-10-14,7741783000
2005-10-17,7807811000
2005-10-18,7700515500
2005-10-19,7836698249
2005-10-20,7931613500
2005-10-21,8022402000
2005-10-24,8125570750
2005-10-25,8125570750
2005-10-26,8117317250
2005-10-27,8034782250
2005-10-28,8183345249
2005-10-31,8179218500
2005-11-01,7844951750
2005-11-02,7915106500
2005-11-03,7873838999
2005-11-04,7882092500
2005-11-07,7890346000
2005-11-08,7894472750
2005-11-09,7939866999
2005-11-10,7956374000
2005-11-11,7952247250
2005-11-14,7877965750
2005-11-15,7865585499
2005-11-16,7849078500
2005-11-17,7873838999
2005-11-18,7844951750
2005-11-21,7733529499
2005-11-22,7795430750
2005-11-23,7778923750
2005-11-25,7721149250
2005-11-28,7824318000
2005-11-29,7865585499
2005-11-30,7741783000
2005-12-01,7816064500
2005-12-02,7853205250
2005-12-05,7853205250
2005-12-06,7919233250
2005-12-07,7873838999
2005-12-08,7972881000
2005-12-09,8022402000
2005-12-12,8010021750
2005-12-13,8038909000
2005-12-14,8051289250
2005-12-15,7964627500
2005-12-16,7927486750
2005-12-19,8063669500
2005-12-20,7960500750
2005-12-21,8162711500
2005-12-22,8158584750
2005-12-23,8224612750
2005-12-27,8137951000
2005-12-28,8084303250
2005-12-29,8092556750
2005-12-30,8117317250
2006-01-03,8220486000
2006-01-04,8290640750
2006-01-05,8220486000
2006-01-06,8307147750
2006-01-09,8554752750
2006-01-10,8538245750
2006-01-11,8447457250
2006-01-12,8418569999
2006-01-13,8563006250
2006-01-17,8525865500
2006-01-18,8435077000
2006-01-19,8154458000
2006-01-20,8150331250
2006-01-23,8212232499
2006-01-24,8232866250
2006-01-25,8203979000
2006-01-26,8224612750
2006-01-27,8373175750
2006-01-30,8195725500
2006-01-31,8245246500
2006-02-01,8220486000
2006-02-02,8191598750
2006-02-03,8208105750
2006-02-06,8241119750
2006-02-07,8216359250
2006-02-08,8212232499
2006-02-09,8183345249
2006-02-10,8150331250
2006-02-13,8249373249
2006-02-14,8224612750
2006-02-15,8154458000
2006-02-16,8170965000
2006-02-17,8212232499
2006-02-21,8179218500
2006-02-22,8364922250
2006-02-23,8360795500
2006-02-24,8397936250
2006-02-27,8385556000
2006-02-28,8311274500
2006-03-01,8443330500
2006-03-02,8389682749
2006-03-03,8418569999
2006-03-06,8327781500
2006-03-07,8270007000
2006-03-08,8278260499
2006-03-09,8245246500
2006-03-10,8162711500
2006-03-13,8170965000
2006-03-14,8191598750
2006-03-15,8137951000
2006-03-16,8187472000
2006-03-17,8191598750
2006-03-20,8121444000
2006-03-21,8063669500
2006-03-22,8043035749
2006-03-23,7915106500
2006-03-24,7919233250
2006-03-27,7861458750
2006-03-28,7865585499
2006-03-29,7844951750
2006-03-30,7762416749
2006-03-31,7619142780
2006-04-03,7676676760
2006-04-04,7841059559
2006-04-05,7795854290
2006-04-06,7709553320
2006-04-07,7610923640
2006-04-10,7561608799
2006-04-11,7508184390
2006-04-12,7475307830
2006-04-13,7483526970
2006-04-17,7434212130
2006-04-18,7454759980
2006-04-19,7586266220
2006-04-20,7947908380
2006-04-21,7767087299
2006-04-24,7771196870
2006-04-25,7656128910
2006-04-26,7725991600
2006-04-27,7820511710
2006-04-28,7758868160
2006-05-01,7725991600
2006-05-02,7664348049
2006-05-03,7631471490
2006-05-04,7639690630
2006-05-05,7652019340
2006-05-08,7898593540
2006-05-09,7853388270
2006-05-10,7869826549
2006-05-11,7791744720
2006-05-12,7771196870
2006-05-15,7931470100
2006-05-16,7931470100
2006-05-17,7898593540
2006-05-18,7869826549
2006-05-19,7980784940
2006-05-22,7947908380
2006-05-23,7878045690
2006-05-24,7997223220
2006-05-25,8042428490
2006-05-26,8013661500
2006-05-30,7873936120
2006-05-31,7886264830
2006-06-01,7972565799
2006-06-02,7952017950
2006-06-05,7808183000
2006-06-06,7898593540
2006-06-07,7890374400
2006-06-08,7894483970
2006-06-09,7767087299
2006-06-12,7717772460
2006-06-13,7656128910
2006-06-14,7664348049
2006-06-15,7767087299
2006-06-16,7775306440
2006-06-19,7684895900
2006-06-20,7705443750
2006-06-21,7730101169
2006-06-22,7639690630
2006-06-23,7623252350
2006-06-26,7693115040
2006-06-27,7664348049
2006-06-28,7652019340
2006-06-29,7775306440
2006-06-30,7745542260
2006-07-03,7720940219
2006-07-05,7733241240
2006-07-06,7712739539
2006-07-07,7712739539
2006-07-10,7704538860
2006-07-11,7753742940
2006-07-12,7696338180
2006-07-13,7614331380
2006-07-14,7540525260
2006-07-17,7602030360
2006-07-18,7675836480
2006-07-19,7720940219
2006-07-20,7360110300
2006-07-21,7368310980
2006-07-24,7421615400
2006-07-25,7384712340
2006-07-26,7384712340
2006-07-27,7364210640
2006-07-28,7319106900
2006-07-31,7364210640
2006-08-01,7310906219
2006-08-02,7319106900
2006-08-03,7438016760
2006-08-04,7409314380
2006-08-07,7360110300
2006-08-08,7323207240
2006-08-09,7171494659
2006-08-10,7105889219
2006-08-11,7027982760
2006-08-14,7007481060
2006-08-15,7015681740
2006-08-16,7003380719
2006-08-17,7036183440
2006-08-18,7015681740
2006-08-21,6900872219
2006-08-22,6839367120
2006-08-23,6904972560
2006-08-24,6732758280
2006-08-25,6736858620
2006-08-28,6794263380
2006-08-29,6863969159
2006-08-30,7003380719
2006-08-31,7105889219
2006-09-01,7150992960
2006-09-05,7310906219
2006-09-06,7253501460
2006-09-07,7191996360
2006-09-08,7290404520
2006-09-11,7458518460
2006-09-12,7487220840
2006-09-13,7643033760
2006-09-14,7610231039
2006-09-15,7618431719
2006-09-18,7536424920
2006-09-19,7556926620
2006-09-20,7569227640
2006-09-21,7466719140
2006-09-22,7528224240
2006-09-25,7647134099
2006-09-26,7634833080
2006-09-27,7548725940
2006-09-28,7610231039
2006-09-29,7610231039
2006-10-02,7458524640
2006-10-03,7446237120
2006-10-04,7499483039
2006-10-05,7507674719
2006-10-06,7409374560
2006-10-09,7446237120
2006-10-10,7524058080
2006-10-11,7388895360
2006-10-12,7282403520
2006-10-13,7077611520
2006-10-16,7081707360
2006-10-17,7036653120
2006-10-18,6971119680
2006-10-19,6913777920
2006-10-20,6893298719
2006-10-23,6975215520
2006-10-24,6917873760
2006-10-25,7012078080
2006-10-26,7085803200
2006-10-27,7024365599
2006-10-30,7040748960
2006-10-31,7118569920
2006-11-01,7098090719
2006-11-02,7139049120
2006-11-03,7233253440
2006-11-06,7225061760
2006-11-07,7253732640
2006-11-08,6901490400
2006-11-09,6856436159
2006-11-10,6889202880
2006-11-13,6926065440
2006-11-14,6979311360
2006-11-15,6926065440
2006-11-16,6987503039
2006-11-17,6958832159
2006-11-20,6901490400
2006-11-21,6766327680
2006-11-22,6774519360
2006-11-24,6725369280
2006-11-27,6610685760
2006-11-28,6577919039
2006-11-29,6618877440
2006-11-30,6700794240
2006-12-01,6668027520
2006-12-04,6803190240
2006-12-05,7007982240
2006-12-06,7143144960
2006-12-07,7126761599
2006-12-08,6999790560
2006-12-11,7175911680
2006-12-12,7139049120
2006-12-13,7106282400
2006-12-14,7253732640
2006-12-15,7200486719
2006-12-18,7208678400
2006-12-19,7261924320
2006-12-20,7339745280
2006-12-21,7319266080
2006-12-22,7233253440
2006-12-26,7286499360
2006-12-27,7216870080
2006-12-28,7180007520
2006-12-29,7130857440
2007-01-03,7004121600
2007-01-04,7263076800
2007-01-05,7287739200
2007-01-08,7271297600
2007-01-09,7279518400
2007-01-10,7143875200
2007-01-11,7184979200
2007-01-12,7156206400
2007-01-16,7102771200
2007-01-17,7045225600
2007-01-18,6671179200
2007-01-19,6667068800
2007-01-22,6638295999
2007-01-23,6601302399
2007-01-24,6765718400
2007-01-25,6662958400
2007-01-26,6662958400
2007-01-29,6720504000
2007-01-30,6712283199
2007-01-31,6745166400
2007-02-01,6699952000
2007-02-02,6819153600
2007-02-05,6219035200
2007-02-06,6157379200
2007-02-07,6280691200
2007-02-08,6268360000
2007-02-09,6243697600
2007-02-12,6235476800
2007-02-13,6223145600
2007-02-14,6251918400
2007-02-15,6309464000
2007-02-16,6445107200
2007-02-20,6408113600
2007-02-21,6473880000
2007-02-22,6461548800
2007-02-23,6391672000
2007-02-26,6354678400
2007-02-27,6227256000
2007-02-28,6260139200
2007-03-01,6268360000
2007-03-02,6190262400
2007-03-05,6136827200
2007-03-06,6247808000
2007-03-07,6165600000
2007-03-08,6153268800
2007-03-09,6177931200
2007-03-12,6124496000
2007-03-13,6050508800
2007-03-14,6050508800
2007-03-15,6095723200
2007-03-16,6091612800
2007-03-19,6095723200
2007-03-20,6157379200
2007-03-21,6268360000
2007-03-22,6161489600
2007-03-23,6095723200
2007-03-26,6066950400
2007-03-27,6058729600
2007-03-28,5997073600
2007-03-29,5984742400
2007-03-30,6001184000
2007-04-02,6066845100
2007-04-03,6112150800
2007-04-04,6054489000
2007-04-05,6091557300
2007-04-09,6112150800
2007-04-10,6165693900
2007-04-11,6066845100
2007-04-12,5992708500
2007-04-13,6874110300
2007-04-16,8138551200
2007-04-17,8233281299
2007-04-18,8134432500
2007-04-19,8080889400
2007-04-20,7940853600
2007-04-23,7990277999
2007-04-24,7903785300
2007-04-25,7944972300
2007-04-26,7924378799
2007-04-27,7973803200
2007-04-30,7916141400
2007-05-01,7866717000
2007-05-02,7969684500
2007-05-03,8010871500
2007-05-04,8056177199
2007-05-07,7986159300
2007-05-08,7944972300
2007-05-09,7965565800
2007-05-10,7912022700
2007-05-11,7961447099
2007-05-14,7961447099
2007-05-15,7949091000
2007-05-16,8052058500
2007-05-17,8138551200
2007-05-18,8146788600
2007-05-21,8130313799
2007-05-22,8138551200
2007-05-23,8179738200
2007-05-24,8212687800
2007-05-25,8237400000
2007-05-29,8270349599
2007-05-30,8282705700
2007-05-31,8266230900
2007-06-01,8266230900
2007-06-04,8278587000
2007-06-05,8262112199
2007-06-06,8266230900
2007-06-07,8245637400
2007-06-08,8257993500
2007-06-11,8257993500
2007-06-12,8323892700
2007-06-13,8410385400
2007-06-14,8381554500
2007-06-15,8385673200
2007-06-18,8398029300
2007-06-19,8488640700
2007-06-20,8484522000
2007-06-21,8488640700
2007-06-22,8459809800
2007-06-25,8430978900
2007-06-26,8455691100
2007-06-27,8463928500
2007-06-28,8455691100
2007-06-29,8468047199
2007-07-02,8519034720
2007-07-03,8539681920
2007-07-05,8527293599
2007-07-06,8535552480
2007-07-09,8547940800
2007-07-10,8519034720
2007-07-11,7689017280
2007-07-12,7916136480
2007-07-13,7907877599
2007-07-16,7804641599
2007-07-17,7622946240
2007-07-18,7532098559
2007-07-19,7594040160
2007-07-20,7507321920
2007-07-23,7507321920
2007-07-24,7783994400
2007-07-25,7540357440
2007-07-26,7387568160
2007-07-27,7284332160
2007-07-30,7304979360
2007-07-31,7247167200
2007-08-01,7185225599
2007-08-02,7160448960
2007-08-03,7077860160
2007-08-06,7255426080
2007-08-07,7325626559
2007-08-08,7383438720
2007-08-09,7247167200
2007-08-10,7106766240
2007-08-13,6912682559
2007-08-14,6953976960
2007-08-15,6892035360
2007-08-16,6850740960
2007-08-17,7115025120
2007-08-20,7127413440
2007-08-21,7271943840
2007-08-22,7379309280
2007-08-23,7346273760
2007-08-24,7350403200
2007-08-27,7259555519
2007-08-28,7222390559
2007-08-29,7321497120
2007-08-30,7259555519
2007-08-31,7412344800
2007-09-04,7358662080
2007-09-05,7238908320
2007-09-06,7176966720
2007-09-07,7115025120
2007-09-10,7139801760
2007-09-11,7189355040
2007-09-12,7164578400
2007-09-13,7115025120
2007-09-14,7057212960
2007-09-17,6929200320
2007-09-18,7024177440
2007-09-19,7156319519
2007-09-20,7110895680
2007-09-21,7123284000
2007-09-24,7044824639
2007-09-25,6817705440
2007-09-26,6636010080
2007-09-27,7243037760
2007-09-28,7321497120
2007-10-01,5488216025
2007-10-02,5509786779
2007-10-03,5445074518
2007-10-04,5438911445
2007-10-05,5445074518
2007-10-08,5414259156
2007-10-09,5334139214
2007-10-10,5349546895
2007-10-11,5364954576
2007-10-12,5331057677
2007-10-15,5050637880
2007-10-16,5180062402
2007-10-17,5198551620
2007-10-18,5346465359
2007-10-19,5189307011
2007-10-22,5112268605
2007-10-23,5189307011
2007-10-24,5217040837
2007-10-25,5192388547
2007-10-26,5226285446
2007-10-29,5192388547
2007-10-30,5176980866
2007-10-31,5189307011
2007-11-01,5010577909
2007-11-02,4939702576
2007-11-05,4760973475
2007-11-06,4714750431
2007-11-07,4526776721
2007-11-08,4434330634
2007-11-09,4394270663
2007-11-12,4261764606
2007-11-13,4566836692
2007-11-14,4397352200
2007-11-15,4323395330
2007-11-16,4295661504
2007-11-19,4015241707
2007-11-20,4089198577
2007-11-21,4079953968
2007-11-23,4264846142
2007-11-26,4055301678
2007-11-27,4046057069
2007-11-28,4156992374
2007-11-29,4116932403
2007-11-30,4187807736
2007-12-03,4070709359
2007-12-04,4061464751
2007-12-05,4076872432
2007-12-06,4086117040
2007-12-07,3972100200
2007-12-10,3839594142
2007-12-11,3512951302
2007-12-12,3133922345
2007-12-13,3063047012
2007-12-14,2936704027
2007-12-17,3069210085
2007-12-18,3177063853
2007-12-19,2517615099
2007-12-20,2258766056
2007-12-21,2184809187
2007-12-24,2428250549
2007-12-26,2434413621
2007-12-27,2163238433
2007-12-28,2163238433
2007-12-31,3354710200
2008-01-02,3224067800
2008-01-03,3191407200
2008-01-04,2776151000
2008-01-07,2972114600
2008-01-08,2883464400
2008-01-09,3102757000
2008-01-10,3294054800
2008-01-11,3359376000
2008-01-14,3382705000
2008-01-15,3219402000
2008-01-16,3326715400
2008-01-17,3088759600
2008-01-18,3140083400
2008-01-22,3168078200
2008-01-23,3112088600
2008-01-24,3280057400
2008-01-25,3312718000
2008-01-28,3406034000
2008-01-29,3401368200
2008-01-30,3359376000
2008-01-31,3583334400
2008-02-01,3830621800
2008-02-04,3574002800
2008-02-05,3401368200
2008-02-06,3396702400
2008-02-07,3597331800
2008-02-08,3457357800
2008-02-11,3354710200
2008-02-12,3298720600
2008-02-13,3508681600
2008-02-14,3606663400
2008-02-15,3662653000
2008-02-19,3671984600
2008-02-20,3760634800
2008-02-21,3667318800
2008-02-22,3718642600
2008-02-25,3671984600
2008-02-26,3615995000
2008-02-27,3639324000
2008-02-28,3574002800
2008-02-29,3266060000
2008-03-03,3294054800
2008-03-04,3214736200
2008-03-05,3238065200
2008-03-06,2958117200
2008-03-07,3070096400
2008-03-10,2780816800
2008-03-11,3284723200
2008-03-12,3023438400
2008-03-13,2930122400
2008-03-14,2771485200
2008-03-17,2752822000
2008-03-18,2869467000
2008-03-19,2743490400
2008-03-20,2626845400
2008-03-24,2692166600
2008-03-25,2696832400
2008-03-26,2734158800
2008-03-27,2724827200
2008-03-28,2524197800
2008-03-31,2557236520
2008-04-01,2860558370
2008-04-02,2925889230
2008-04-03,3196545650
2008-04-04,3079883400
2008-04-07,3145214260
2008-04-08,3121881810
2008-04-09,2981887110
2008-04-10,2935222210
2008-04-11,2972554130
2008-04-14,3000553070
2008-04-15,2907223270
2008-04-16,2706564200
2008-04-17,2865224860
2008-04-18,2865224860
2008-04-21,2925889230
2008-04-22,2935222210
2008-04-23,2739229630
2008-04-24,2879224330
2008-04-25,2963221150
2008-04-28,2883890820
2008-04-29,2986553600
2008-04-30,3089216380
2008-05-01,3327207370
2008-05-02,3621196240
2008-05-05,3709859550
2008-05-06,3821855310
2008-05-07,3691193590
2008-05-08,3709859550
2008-05-09,3616529750
2008-05-12,3644528690
2008-05-13,3616529750
2008-05-14,3616529750
2008-05-15,3588530810
2008-05-16,3499867500
2008-05-19,3289875450
2008-05-20,3462535580
2008-05-21,3663194650
2008-05-22,3831188290
2008-05-23,3938517560
2008-05-27,3887186170
2008-05-28,3891852660
2008-05-29,3896519150
2008-05-30,3775190410
2008-06-02,3709859550
2008-06-03,3635195710
2008-06-04,3607196770
2008-06-05,3882519680
2008-06-06,3677194120
2008-06-09,3639862200
2008-06-10,3663194650
2008-06-11,3579197830
2008-06-12,3845187760
2008-06-13,3971182990
2008-06-16,4115844180
2008-06-17,4078512260
2008-06-18,3966516500
2008-06-19,3938517560
2008-06-20,3803189350
2008-06-23,3677194120
2008-06-24,3644528690
2008-06-25,3663194650
2008-06-26,3383205250
2008-06-27,3243210550
2008-06-30,3224523860
2008-07-01,3224523860
2008-07-02,3135861120
2008-07-03,3075197140
2008-07-07,2865206440
2008-07-08,3014533160
2008-07-09,2720546180
2008-07-10,2622550520
2008-07-11,2664548660
2008-07-14,2589885300
2008-07-15,2519888400
2008-07-16,2823208300
2008-07-17,3051864840
2008-07-18,2995867320
2008-07-21,3056531300
2008-07-22,3093862980
2008-07-23,3182525720
2008-07-24,2743878480
2008-07-25,2832541220
2008-07-28,2743878480
2008-07-29,2832541220
2008-07-30,2883872280
2008-07-31,2855873520
2008-08-01,2865206440
2008-08-04,2855873520
2008-08-05,2907204580
2008-08-06,2888538740
2008-08-07,2776543700
2008-08-08,2790543080
2008-08-11,2865206440
2008-08-12,2701880340
2008-08-13,2613217600
2008-08-14,2692547420
2008-08-15,2692547420
2008-08-18,2575885920
2008-08-19,2165237440
2008-08-20,2389227520
2008-08-21,2342562920
2008-08-22,2440558580
2008-08-25,2370561680
2008-08-26,2538554240
2008-08-27,2659882200
2008-08-28,2823208300
2008-08-29,2748544940
2008-09-02,2851207060
2008-09-03,2883872280
2008-09-04,2720546180
2008-09-05,2846540600
2008-09-08,2841874140
2008-09-09,2538554240
2008-09-10,2561886540
2008-09-11,2440558580
2008-09-12,2417226280
2008-09-15,2067241779
2008-09-16,2160570980
2008-09-17,1908582140
2008-09-18,2053242400
2008-09-19,2622550520
2008-09-22,2496556100
2008-09-23,2501222560
2008-09-24,2515221940
2008-09-25,2431225660
2008-09-26,2314564160
2008-09-29,1731256660
2008-09-30,2058111720
2008-10-01,1390742160
2008-10-02,1549417440
2008-10-03,1666090440
2008-10-06,1596086640
2008-10-07,1460745960
2008-10-08,1306737600
2008-10-09,1064057759
2008-10-10,1288069920
2008-10-13,1418743680
2008-10-14,1918104120
2008-10-15,1507415160
2008-10-16,1871434920
2008-10-17,1717426560
2008-10-20,1787430360
2008-10-21,1792097280
2008-10-22,1582085880
2008-10-23,1582085880
2008-10-24,1521415920
2008-10-27,1404742920
2008-10-28,1572752040
2008-10-29,1684758120
2008-10-30,1698758880
2008-10-31,1778096520
2008-11-03,1689425040
2008-11-04,1880768760
2008-11-05,1722093480
2008-11-06,1689425040
2008-11-07,1750095000
2008-11-10,1563418200
2008-11-11,1376741400
2008-11-12,1218066120
2008-11-13,1362740640
2008-11-14,1236733800
2008-11-17,1120060800
2008-11-18,1026722400
2008-11-19,966052439
2008-11-20,914716320
2008-11-21,1073391599
2008-11-24,1316071440
2008-11-25,1605420480
2008-11-26,1572752040
2008-11-28,1535416680
2008-12-01,1218066120
2008-12-02,1241400720
2008-12-03,1260068400
2008-12-04,1171396920
2008-12-05,1264735320
2008-12-08,1423410600
2008-12-09,1451412120
2008-12-10,1558751280
2008-12-11,1358073720
2008-12-12,1381408320
2008-12-15,1316071440
2008-12-16,1526082840
2008-12-17,1544750520
2008-12-18,1470079800
2008-12-19,1470079800
2008-12-22,1381408320
2008-12-23,1358073720
2008-12-24,1372074480
2008-12-26,1381408320
2008-12-29,1395409080
2008-12-30,1451412120
2008-12-31,1484080560
2009-01-02,1512305640
2009-01-05,1619660670
2009-01-06,1792362240
2009-01-07,1755021360
2009-01-08,1694342430
2009-01-09,1773691800
2009-01-12,1881046830
2009-01-13,1955728590
2009-01-14,1923055320
2009-01-15,1918387710
2009-01-16,1918387710
2009-01-20,1829703120
2009-01-21,1951060979
2009-01-22,1708345260
2009-01-23,1624328280
2009-01-26,1563649350
2009-01-27,1572984570
2009-01-28,1787694630
2009-01-29,1867044000
2009-01-30,1909052490
2009-02-02,1946393370
2009-02-03,1871711610
2009-02-04,1498302810
2009-02-05,1526308470
2009-02-06,1666336770
2009-02-09,1600990230
2009-02-10,1456294320
2009-02-11,1540311300
2009-02-12,1498302810
2009-02-13,1446959100
2009-02-17,1325601240
2009-02-18,1320933630
2009-02-19,1269589920
2009-02-20,1269589920
2009-02-23,1208910990
2009-02-24,1437623880
2009-02-25,1400283000
2009-02-26,966195269
2009-02-27,765488040
2009-03-02,625459740
2009-03-03,625459740
2009-03-04,662800620
2009-03-05,564780810
2009-03-06,546110370
2009-03-09,532107539
2009-03-10,648797790
2009-03-11,658133010
2009-03-12,728147160
2009-03-13,732814770
2009-03-16,695473890
2009-03-17,742149990
2009-03-18,779490870
2009-03-19,718811940
2009-03-20,704809110
2009-03-23,784158480
2009-03-24,686138670
2009-03-25,592786470
2009-03-26,686138670
2009-03-27,746817600
2009-03-30,723479550
2009-03-31,826234230
2009-04-01,807562270
2009-04-02,844906190
2009-04-03,891586090
2009-04-06,924262020
2009-04-07,938265989
2009-04-08,961605940
2009-04-09,1115649610
2009-04-13,1054965739
2009-04-14,956937949
2009-04-15,998949860
