,STZ
2004-09-21,3542842800
2004-09-22,3563965439
2004-09-23,3533241599
2004-09-24,3571646400
2004-09-27,3590848800
2004-09-28,3596609520
2004-09-29,3621572640
2004-09-30,3654216720
2004-10-01,3748308480
2004-10-04,3796314480
2004-10-05,3796314480
2004-10-06,3775191840
2004-10-07,3734866800
2004-10-08,3715664400
2004-10-11,3692621520
2004-10-12,3675339360
2004-10-13,3640775040
2004-10-14,3635014320
2004-10-15,3656136960
2004-10-18,3792474000
2004-10-19,3481395120
2004-10-20,3650376240
2004-10-21,3761750160
2004-10-22,3734866800
2004-10-25,3721425120
2004-10-26,3731026320
2004-10-27,3725265599
2004-10-28,3742547759
2004-10-29,3765590640
2004-11-01,3844320480
2004-11-02,3961455120
2004-11-03,3990258720
2004-11-04,4270613759
2004-11-05,4153479120
2004-11-08,4076669520
2004-11-09,4103552880
2004-11-10,4045945680
2004-11-11,4107393360
2004-11-12,4182282720
2004-11-15,4161160080
2004-11-16,4120835040
2004-11-17,4153479120
2004-11-18,4107393360
2004-11-19,4036344480
2004-11-22,4128516000
2004-11-23,4199564880
2004-11-24,4320540000
2004-11-26,4289816160
2004-11-29,4291736400
2004-11-30,4370922450
2004-12-01,4425681210
2004-12-02,4476528630
2004-12-03,4509775020
2004-12-06,4484351310
2004-12-07,4455016260
2004-12-08,4494129660
2004-12-09,4498041000
2004-12-10,4503908010
2004-12-13,4529331720
2004-12-14,4591913160
2004-12-15,4576267800
2004-12-16,4591913160
2004-12-17,4676006970
2004-12-20,4490218320
2004-12-21,4503908010
2004-12-22,4496085330
2004-12-23,4501952340
2004-12-27,4531287390
2004-12-28,4517597700
2004-12-29,4525420380
2004-12-30,4566489450
2004-12-31,4546932750
2005-01-03,4543021410
2005-01-04,4498041000
2005-01-05,4372878120
2005-01-06,4546932750
2005-01-07,4805081190
2005-01-10,4840283250
2005-01-11,4762056450
2005-01-12,4799214180
2005-01-13,4812903870
2005-01-14,4836371910
2005-01-18,4879396650
2005-01-19,4840283250
2005-01-20,4832460570
2005-01-21,4822682220
2005-01-24,4785524490
2005-01-25,4752278100
2005-01-26,4791391500
2005-01-27,4908731700
2005-01-28,4943933760
2005-01-31,5076919320
2005-02-01,5184481170
2005-02-02,5231417250
2005-02-03,5305732710
2005-02-04,5378092500
2005-02-07,5301821370
2005-02-08,5288131680
2005-02-09,5245106940
2005-02-10,5342890440
2005-02-11,5415250230
2005-02-14,5405471880
2005-02-15,5520856410
2005-02-16,5481743010
2005-02-17,5321378070
2005-02-18,5231417250
2005-02-22,5143412100
2005-02-23,5202082200
2005-02-24,5286176010
2005-02-25,5323333740
2005-02-28,5235248280
2005-03-01,5227425720
2005-03-02,5268494160
2005-03-03,5303695680
2005-03-04,5329119000
2005-03-07,5352586680
2005-03-08,5180490360
2005-03-09,5188312920
2005-03-10,5182446000
2005-03-11,5098353480
2005-03-14,5151155760
2005-03-15,5102264760
2005-03-16,5104220400
2005-03-17,5061196320
2005-03-18,5055329400
2005-03-21,4967325600
2005-03-22,4961458680
2005-03-23,4916478960
2005-03-24,4943857920
2005-03-28,5027950440
2005-03-29,5027950440
2005-03-30,5145288840
2005-03-31,5170712160
2005-04-01,5200046760
2005-04-04,5182446000
2005-04-05,5227425720
2005-04-06,5186357280
2005-04-07,5327163360
2005-04-08,5667444720
2005-04-11,5649843960
2005-04-12,5859097440
2005-04-13,5667444720
2005-04-14,5573574000
2005-04-15,5432767920
2005-04-18,5579440920
2005-04-19,5692868040
2005-04-20,5536416840
2005-04-21,5532505560
2005-04-22,5471880720
2005-04-25,5540328120
2005-04-26,5333030280
2005-04-27,5299784400
2005-04-28,5182446000
2005-04-29,5155067040
2005-05-02,5235248280
2005-05-03,5239159560
2005-05-04,5440590480
2005-05-05,5462102520
2005-05-06,5458191240
2005-05-09,5440590480
2005-05-10,5366276160
2005-05-11,5368231800
2005-05-12,5245026480
2005-05-13,5172667800
2005-05-16,5260671600
2005-05-17,5182446000
2005-05-18,5278272360
2005-05-19,5213736240
2005-05-20,5198091120
2005-05-23,5217647520
2005-05-24,5133555000
2005-05-25,5065107600
2005-05-26,5043595560
2005-05-27,5088575280
2005-05-31,5465221200
2005-06-01,5366961200
2005-06-02,5418056400
2005-06-03,5508455600
2005-06-06,5518281600
2005-06-07,5502560000
2005-06-08,5541864000
2005-06-09,5508455600
2005-06-10,5506490400
2005-06-13,5553655200
2005-06-14,5500594800
2005-06-15,5443604000
2005-06-16,5459325600
2005-06-17,5524177200
2005-06-20,5673532400
2005-06-21,5687288800
2005-06-22,5657810800
2005-06-23,5728558000
2005-06-24,5561516000
2005-06-27,5813061600
2005-06-28,6058711600
2005-06-29,5997790400
2005-06-30,5797340000
2005-07-01,5875948000
2005-07-05,5846470000
2005-07-06,5856296000
2005-07-07,5868087200
2005-07-08,5940799600
2005-07-11,5815026800
2005-07-12,5809131200
2005-07-13,5710871200
2005-07-14,5653880400
2005-07-15,5632263200
2005-07-18,5651915200
2005-07-19,5575272400
2005-07-20,5500594800
2005-07-21,5534003200
2005-07-22,5555620400
2005-07-25,5516316400
2005-07-26,5518281600
2005-07-27,5396439200
2005-07-28,5494699200
2005-07-29,5384648000
2005-08-01,5353204800
2005-08-02,5351239600
2005-08-03,5441638800
2005-08-04,5392508800
2005-08-05,5294248800
2005-08-08,5311935600
2005-08-09,5304074800
2005-08-10,5337483200
2005-08-11,5205814800
2005-08-12,5392508800
2005-08-15,5410195600
2005-08-16,5313900800
2005-08-17,5306040000
2005-08-18,5282457600
2005-08-19,5221536400
2005-08-22,5207780000
2005-08-23,5237258000
2005-08-24,5357135200
2005-08-25,5404300000
2005-08-26,5455395200
2005-08-29,5433778000
2005-08-30,5364996000
2005-08-31,5427494400
2005-09-01,5549770800
2005-09-02,5502438000
2005-09-06,5597103600
2005-09-07,5620770000
2005-09-08,5612881200
2005-09-09,5616825600
2005-09-12,5577381600
2005-09-13,5636547600
2005-09-14,5524132200
2005-09-15,5638519800
2005-09-16,5668102800
2005-09-19,5577381600
2005-09-20,5516243400
2005-09-21,5090248200
2005-09-22,5218441200
2005-09-23,5216469000
2005-09-26,5133636600
2005-09-27,5040943200
2005-09-28,5131664400
2005-09-29,5127720000
2005-09-30,5127720000
2005-10-03,5088276000
2005-10-04,5009388000
2005-10-05,4774696200
2005-10-06,4914722400
2005-10-07,4620864600
2005-10-10,4601142600
2005-10-11,4486755000
2005-10-12,4484782800
2005-10-13,4388145000
2005-10-14,4439422200
2005-10-17,4549865400
2005-10-18,4516338000
2005-10-19,4461116400
2005-10-20,4421672400
2005-10-21,4413783600
2005-10-24,4514365800
2005-10-25,4547893200
2005-10-26,4508449200
2005-10-27,4478866200
2005-10-28,4476894000
2005-10-31,4642558800
2005-11-01,4597198200
2005-11-02,4703697000
2005-11-03,4683975000
2005-11-04,4599170400
2005-11-07,4628753400
2005-11-08,4634670000
2005-11-09,4549865400
2005-11-10,4624809000
2005-11-11,4656364200
2005-11-14,4733280000
2005-11-15,4762863000
2005-11-16,4747085400
2005-11-17,4747085400
2005-11-18,4630725600
2005-11-21,4693836000
2005-11-22,4603114800
2005-11-23,4555782000
2005-11-25,4543948800
2005-11-28,4480838400
2005-11-29,4547893200
2005-11-30,4713867020
2005-12-01,4646012880
2005-12-02,4885498080
2005-12-05,4915433730
2005-12-06,4949360800
2005-12-07,4953352220
2005-12-08,4955347930
2005-12-09,4953352220
2005-12-12,4959339350
2005-12-13,4989275000
2005-12-14,5093051920
2005-12-15,5011227810
2005-12-16,4993266420
2005-12-19,5079081950
2005-12-20,5136957540
2005-12-21,5107021890
2005-12-22,5113009020
2005-12-23,5158910350
2005-12-27,5238738750
2005-12-28,5164897480
2005-12-29,5182858870
2005-12-30,5234747330
2006-01-03,5186850290
2006-01-04,5232751620
2006-01-05,4999253550
2006-01-06,5218781650
2006-01-09,5222773070
2006-01-10,5212794520
2006-01-11,5222773070
2006-01-12,5296614340
2006-01-13,5218781650
2006-01-17,5220777360
2006-01-18,5220777360
2006-01-19,5188846000
2006-01-20,5154918930
2006-01-23,5232751620
2006-01-24,5250713010
2006-01-25,5228760200
2006-01-26,5228760200
2006-01-27,5232751620
2006-01-30,5256700140
2006-01-31,5326549990
2006-02-01,5228760200
2006-02-02,5250713010
2006-02-03,5252708720
2006-02-06,5238738750
2006-02-07,5254704430
2006-02-08,5238738750
2006-02-09,5208803100
2006-02-10,5250713010
2006-02-13,5368459900
2006-02-14,5382429870
2006-02-15,5388417000
2006-02-16,5464253980
2006-02-17,5057129140
2006-02-21,5079081950
2006-02-22,5152923220
2006-02-23,5238738750
2006-02-24,5220777360
2006-02-27,5334532830
2006-02-28,5256700140
2006-03-01,5294618630
2006-03-02,5282644370
2006-03-03,5300605760
2006-03-06,5336528540
2006-03-07,5312580020
2006-03-08,5390412710
2006-03-09,5322558570
2006-03-10,5452279720
2006-03-13,5422344070
2006-03-14,5398395550
2006-03-15,5380434160
2006-03-16,5334532830
2006-03-17,5242730170
2006-03-20,5198824550
2006-03-21,5198824550
2006-03-22,5246721590
2006-03-23,5178867450
2006-03-24,5101034760
2006-03-27,5118996150
2006-03-28,5045154880
2006-03-29,5111013310
2006-03-30,4989275000
2006-03-31,4999253550
2006-04-03,5039167750
2006-04-04,5166893190
2006-04-05,5164897480
2006-04-06,5081077660
2006-04-07,4787708290
2006-04-10,4801678260
2006-04-11,4739811250
2006-04-12,4743802670
2006-04-13,4717858440
2006-04-17,4685927080
2006-04-18,4837601040
2006-04-19,4789704000
2006-04-20,4825626780
2006-04-21,4789704000
2006-04-24,4791699710
2006-04-25,4917429440
2006-04-26,4857558140
2006-04-27,4901463760
2006-04-28,4929403700
2006-05-01,4825626780
2006-05-02,4987279290
2006-05-03,4889489500
2006-05-04,4893480920
2006-05-05,4969317900
2006-05-08,4993266420
2006-05-09,4989275000
2006-05-10,4887493790
2006-05-11,4849575300
2006-05-12,4837601040
2006-05-15,4821635360
2006-05-16,4899468050
2006-05-17,4809661100
2006-05-18,4875519530
2006-05-19,4927407990
2006-05-22,4891485210
2006-05-23,4823631070
2006-05-24,4859553850
2006-05-25,4949360800
2006-05-26,4867536690
2006-05-30,4761764060
2006-05-31,4947805200
2006-06-01,4999887360
2006-06-02,5003893680
2006-06-05,4955817840
2006-06-06,5035944240
2006-06-07,5025928440
2006-06-08,5005896840
2006-06-09,4973846280
2006-06-12,4947805200
2006-06-13,4867678800
2006-06-14,4887710400
2006-06-15,4985865240
2006-06-16,4985865240
2006-06-19,4957821000
2006-06-20,5078010600
2006-06-21,5166149640
2006-06-22,5210219160
2006-06-23,5196197040
2006-06-26,5116070640
2006-06-27,5090029560
2006-06-28,5184178080
2006-06-29,5256291840
2006-06-30,5007900000
2006-07-03,5080013760
2006-07-05,5013909480
2006-07-06,5067994800
2006-07-07,5021922120
2006-07-10,4975849440
2006-07-11,5017915800
2006-07-12,5021922120
2006-07-13,5007900000
2006-07-14,4915754640
2006-07-17,4965833640
2006-07-18,4947805200
2006-07-19,5037947400
2006-07-20,5037947400
2006-07-21,4969839960
2006-07-24,4985865240
2006-07-25,4947805200
2006-07-26,4919760960
2006-07-27,4943798880
2006-07-28,4897726200
2006-07-31,4899729360
2006-08-01,4889713560
2006-08-02,4987868400
2006-08-03,5007900000
2006-08-04,5013909480
2006-08-07,5013909480
2006-08-08,5027931600
2006-08-09,5019918960
2006-08-10,5041953720
2006-08-11,5078010600
2006-08-14,5045960040
2006-08-15,5108058000
2006-08-16,5154130680
2006-08-17,5110061160
2006-08-18,5090029560
2006-08-21,5090029560
2006-08-22,5098042200
2006-08-23,5138105400
2006-08-24,5218231800
2006-08-25,5260298160
2006-08-28,5262301320
2006-08-29,5380487760
2006-08-30,5428563600
2006-08-31,5717909960
2006-09-01,5722100440
2006-09-05,5680195640
2006-09-06,5671814680
2006-09-07,5717909960
2006-09-08,5812195760
2006-09-11,5784957640
2006-09-12,5839433880
2006-09-13,5816386240
2006-09-14,5784957640
2006-09-15,5826862440
2006-09-18,5787052880
2006-09-19,5782862400
2006-09-20,5831052920
2006-09-21,5793338600
2006-09-22,5780767160
2006-09-25,5789148120
2006-09-26,5946291120
2006-09-27,5971434000
2006-09-28,6044767400
2006-09-29,6030100720
2006-10-02,6044767400
2006-10-03,6034291200
2006-10-04,6092957920
2006-10-05,6067815040
2006-10-06,5860386280
2006-10-09,5801719560
2006-10-10,5808005280
2006-10-11,5782862400
2006-10-12,5799624320
2006-10-13,5755624280
2006-10-16,5770290960
2006-10-17,5780767160
2006-10-18,5803814800
2006-10-19,5774481440
2006-10-20,5793338600
2006-10-23,5820576720
2006-10-24,5772386200
2006-10-25,5766100480
2006-10-26,5795433840
2006-10-27,5782862400
2006-10-30,5747243320
2006-10-31,5759814760
2006-11-01,5768195720
2006-11-02,5839433880
2006-11-03,5803814800
2006-11-06,5810100520
2006-11-07,5764005240
2006-11-08,5816386240
2006-11-09,5816386240
2006-11-10,5822671960
2006-11-13,5875052960
2006-11-14,5885529160
2006-11-15,5841529120
2006-11-16,5877148200
2006-11-17,5843624360
2006-11-20,5816386240
2006-11-21,5812195760
2006-11-22,5824767200
2006-11-24,5789148120
2006-11-27,5764005240
2006-11-28,5818481480
2006-11-29,5835243400
2006-11-30,5753695280
2006-12-01,5790709760
2006-12-04,5803047920
2006-12-05,5770146160
2006-12-06,5763977080
2006-12-07,5784540680
2006-12-08,5794822480
2006-12-11,5794822480
2006-12-12,5875020520
2006-12-13,5835949680
2006-12-14,5833893320
2006-12-15,5817442440
2006-12-18,5809217000
2006-12-19,5753695280
2006-12-20,5751638920
2006-12-21,5768089800
2006-12-22,5840062400
2006-12-26,5872964160
2006-12-27,5926429520
2006-12-28,5949049480
2006-12-29,5967556720
2007-01-03,5840062400
2007-01-04,5171745400
2007-01-05,5019574760
2007-01-08,5081265560
2007-01-09,5068927400
2007-01-10,5124449120
2007-01-11,5130618200
2007-01-12,5116223680
2007-01-16,5087434640
2007-01-17,5099772800
2007-01-18,5130618200
2007-01-19,5130618200
2007-01-22,5091547360
2007-01-23,5140900000
2007-01-24,5200534440
2007-01-25,5167632680
2007-01-26,5167632680
2007-01-29,5112110960
2007-01-30,5118280040
2007-01-31,5087434640
2007-02-01,5054532880
2007-02-02,5073040120
2007-02-05,5040138360
2007-02-06,5009292960
2007-02-07,5007236600
2007-02-08,4992842080
2007-02-09,4961996680
2007-02-12,4957883960
2007-02-13,4949658520
2007-02-14,5038082000
2007-02-15,5038082000
2007-02-16,4937320360
2007-02-20,4937320360
2007-02-21,4945545800
2007-02-22,4912644040
2007-02-23,4924982200
2007-02-26,4898249520
2007-02-27,4778980640
2007-02-28,5383131600
2007-03-01,4602967600
2007-03-02,4472175400
2007-03-05,4389569800
2007-03-06,4417105000
2007-03-07,4364329200
2007-03-08,4350561600
2007-03-09,4403337400
2007-03-12,4488237600
2007-03-13,4387275200
2007-03-14,4428578000
2007-03-15,4442345600
2007-03-16,4421694200
2007-03-19,4417105000
2007-03-20,4469880800
2007-03-21,4538718800
2007-03-22,4580021600
2007-03-23,4669511000
2007-03-26,4731465200
2007-03-27,4708519200
2007-03-28,4717697600
2007-03-29,4779651800
2007-03-30,4859962800
2007-04-02,4795714000
2007-04-03,4770473400
2007-04-04,4777357200
2007-04-05,4931095400
2007-04-09,4942568400
2007-04-10,4965514400
2007-04-11,4949452200
2007-04-12,5043530800
2007-04-13,5006817200
2007-04-16,5100895800
2007-04-17,4981576600
2007-04-18,5110074200
2007-04-19,5087128200
2007-04-20,5160555400
2007-04-23,5211036600
2007-04-24,5174323000
2007-04-25,5139904000
2007-04-26,5208742000
2007-04-27,5227098800
2007-04-30,5142198600
2007-05-01,5208742000
2007-05-02,5211036600
2007-05-03,5238571800
2007-05-04,5158260800
2007-05-07,5277580000
2007-05-08,5348712600
2007-05-09,5403783000
2007-05-10,5410666800
2007-05-11,5424434400
2007-05-14,5481799400
2007-05-15,5470326400
2007-05-16,5513923800
2007-05-17,5580467200
2007-05-18,5596529400
2007-05-21,5626359200
2007-05-22,5596529400
2007-05-23,5566699600
2007-05-24,5546048200
2007-05-25,5552932000
2007-05-29,5546048200
2007-05-30,5582761800
2007-05-31,5227586100
2007-06-01,5221132290
2007-06-04,5195317050
2007-06-05,5152291650
2007-06-06,5098509900
2007-06-07,4967282430
2007-06-08,5031820530
2007-06-11,5089904820
2007-06-12,5046879420
2007-06-13,5147989110
2007-06-14,5137232760
2007-06-15,5165199270
2007-06-18,5208224670
2007-06-19,5221132290
2007-06-20,5128627680
2007-06-21,5167350540
2007-06-22,5195317050
2007-06-25,5130778950
2007-06-26,5085602280
2007-06-27,5191014510
2007-06-28,5373872460
2007-06-29,5223283560
2007-07-02,5365267380
2007-07-03,5350208490
2007-07-05,5223283560
2007-07-06,5231888640
2007-07-09,5178106890
2007-07-10,5068392120
2007-07-11,5059787040
2007-07-12,5109266250
2007-07-13,5042576880
2007-07-16,4978038780
2007-07-17,4962979890
2007-07-18,4969433700
2007-07-19,4993097670
2007-07-20,4941467190
2007-07-23,4973736240
2007-07-24,4917803220
2007-07-25,4902744330
2007-07-26,4750004160
2007-07-27,4717735110
2007-07-30,4771516860
2007-07-31,4717735110
2007-08-01,4754306700
2007-08-02,4762911780
2007-08-03,4743550350
2007-08-06,4958677350
2007-08-07,5104963710
2007-08-08,5253401340
2007-08-09,5345905950
2007-08-10,5216829750
2007-08-13,5064089580
2007-08-14,4999551480
2007-08-15,4967282430
2007-08-16,4941467190
2007-08-17,5031820530
2007-08-20,5197468320
2007-08-21,5191014510
2007-08-22,5227586100
2007-08-23,5227586100
2007-08-24,5240493720
2007-08-27,5206073400
2007-08-28,5042576880
2007-08-29,5143686570
2007-08-30,5169501810
2007-08-31,5208057660
2007-09-04,5251135060
2007-09-05,5184365090
2007-09-06,5169288000
2007-09-07,5156364780
2007-09-10,5104671900
2007-09-11,5100364160
2007-09-12,5162826390
2007-09-13,5149903170
2007-09-14,5104671900
2007-09-17,5027132580
2007-09-18,5104671900
2007-09-19,5188672830
2007-09-20,5139133820
2007-09-21,5180057350
2007-09-24,5083133200
2007-09-25,5055132890
2007-09-26,5119748990
2007-09-27,5201596050
2007-09-28,5214519270
2007-10-01,5393290480
2007-10-02,5391136610
2007-10-03,5302827940
2007-10-04,5384675000
2007-10-05,5384675000
2007-10-08,5442829490
2007-10-09,5518214940
2007-10-10,5597908130
2007-10-11,5552676860
2007-10-12,5550522990
2007-10-15,5464368190
2007-10-16,5488060760
2007-10-17,5438521750
2007-10-18,5401905960
2007-10-19,5328674380
2007-10-22,5365290170
2007-10-23,5408367570
2007-10-24,5380367260
2007-10-25,5264058280
2007-10-26,5425598530
2007-10-29,5423444660
2007-10-30,5330828250
2007-10-31,5410521440
2007-11-01,5326520510
2007-11-02,5255442800
2007-11-05,5246827320
2007-11-06,5212365400
2007-11-07,5128364470
2007-11-08,5096056420
2007-11-09,4951747130
2007-11-12,4867746200
2007-11-13,4968978090
2007-11-14,4869900070
2007-11-15,4863438460
2007-11-16,5012055490
2007-11-19,4938823910
2007-11-20,5029286450
2007-11-21,4878515550
2007-11-23,5063748370
2007-11-26,4949593260
2007-11-27,5044363540
2007-11-28,5164980260
2007-11-29,5087440940
2007-11-30,5081242200
2007-12-03,5109291520
2007-12-04,5128710280
2007-12-05,5096345680
2007-12-06,5363893040
2007-12-07,5161074880
2007-12-10,5184808920
2007-12-11,4973360200
2007-12-12,5163232520
2007-12-13,5247380480
2007-12-14,5264641600
2007-12-17,5264641600
2007-12-18,5256011040
2007-12-19,5176178360
2007-12-20,5184808920
2007-12-21,5258168680
2007-12-24,5374681240
2007-12-26,5286218000
2007-12-27,5221488800
2007-12-28,5212858240
2007-12-31,5100660960
2008-01-02,5066138720
2008-01-03,5070454000
2008-01-04,4915103920
2008-01-07,4846059440
2008-01-08,4854690000
2008-01-09,4602246120
2008-01-10,4716601040
2008-01-11,4679921160
2008-01-14,4638926000
2008-01-15,4520255800
2008-01-16,4632453080
2008-01-17,4546147480
2008-01-18,4369221000
2008-01-22,4418846720
2008-01-23,4472787720
2008-01-24,4483575920
2008-01-25,4423162000
2008-01-28,4518098160
2008-01-29,4584985000
2008-01-30,4470630080
2008-01-31,4509467600
2008-02-01,4692867000
2008-02-04,4531044000
2008-02-05,4349802240
2008-02-06,4384324480
2008-02-07,4461999520
2008-02-08,4364905720
2008-02-11,4425319640
2008-02-12,4533201640
2008-02-13,4552620400
2008-02-14,4421004360
2008-02-15,4440423120
2008-02-19,4444738400
2008-02-20,4477103000
2008-02-21,4412373800
2008-02-22,4326068200
2008-02-25,4490048840
2008-02-26,4401585600
2008-02-27,4360590440
2008-02-28,4300176520
2008-02-29,4160136810
2008-03-03,4112493389
2008-03-04,4138480710
2008-03-05,4062684360
2008-03-06,4019372159
2008-03-07,3965231909
2008-03-10,4049690700
2008-03-11,4168799250
2008-03-12,4047525090
2008-03-13,3941410200
2008-03-14,3956569470
2008-03-17,3887269950
2008-03-18,4069181190
2008-03-19,4088671680
2008-03-20,4134149490
2008-03-24,4170964860
2008-03-25,4160136810
2008-03-26,3915422879
2008-03-27,3904594830
2008-03-28,3824467260
2008-03-31,3826632870
2008-04-01,4140646320
2008-04-02,4054021919
2008-04-03,4270582919
2008-04-04,4307398290
2008-04-07,4199117790
2008-04-08,4118990220
2008-04-09,3908926050
2008-04-10,3986888010
2008-04-11,3926250930
2008-04-14,4019372159
2008-04-15,3993384840
2008-04-16,4032365820
2008-04-17,4012875330
2008-04-18,3965231909
2008-04-21,3976059960
2008-04-22,3919754100
2008-04-23,3869945070
2008-04-24,3887269950
2008-04-25,3937078980
2008-04-28,4034531430
2008-04-29,4056187530
2008-04-30,3976059960
2008-05-01,4023703379
2008-05-02,4010709720
2008-05-05,4049690700
2008-05-06,4082174850
2008-05-07,4082174850
2008-05-08,4028034600
2008-05-09,3917588490
2008-05-12,4075678020
2008-05-13,4552112220
2008-05-14,4467653430
2008-05-15,4562940270
2008-05-16,4530456120
2008-05-19,4519628070
2008-05-20,4510965630
2008-05-21,4469819040
2008-05-22,4547781000
2008-05-23,4612749300
2008-05-27,4656061500
2008-05-28,4547781000
2008-05-29,4575933930
2008-05-30,4617080520
2008-06-02,4536778820
2008-06-03,4438909670
2008-06-04,4430210190
2008-06-05,4508505510
2008-06-06,4471532720
2008-06-09,4517204990
2008-06-10,4597675180
2008-06-11,4482407070
2008-06-12,4434559930
2008-06-13,4338865650
2008-06-16,4349740000
2008-06-17,4308417470
2008-06-18,4262745200
2008-06-19,4286668770
2008-06-20,4306242600
2008-06-23,4262745200
2008-06-24,4269269810
2008-06-25,4360614350
2008-06-26,4301892860
2008-06-27,4275794420
2008-06-30,4319291820
2008-07-01,4512855250
2008-07-02,4591150570
2008-07-03,4619423880
2008-07-07,4541128560
2008-07-08,4602024920
2008-07-09,4665096150
2008-07-10,4608549530
2008-07-11,4525904470
2008-07-14,4532429080
2008-07-15,4617249010
2008-07-16,4699894070
2008-07-17,4758615560
2008-07-18,4743391470
2008-07-21,4680320240
2008-07-22,4878233410
2008-07-23,4997851260
2008-07-24,4769489910
2008-07-25,4778189390
2008-07-28,4654221800
2008-07-29,4684669980
2008-07-30,4573751610
2008-07-31,4680320240
2008-08-01,4643347450
2008-08-04,4610724400
2008-08-05,4708593550
2008-08-06,4784714000
2008-08-07,4732517120
2008-08-08,4906506720
2008-08-11,4910856460
2008-08-12,4845610360
2008-08-13,4815162180
2008-08-14,4756440690
2008-08-15,4797763220
2008-08-18,4669445890
2008-08-19,4554177780
2008-08-20,4586800830
2008-08-21,4617249010
2008-08-22,4678145370
2008-08-25,4545478300
2008-08-26,4438909670
2008-08-27,4573751610
2008-08-28,4693369460
2008-08-29,4591150570
2008-09-02,4651917400
2008-09-03,4680282750
2008-09-04,4575549150
2008-09-05,4673736900
2008-09-08,4878840200
2008-09-09,4953026500
2008-09-10,4937752850
2008-09-11,4926843100
2008-09-12,4959572350
2008-09-15,4900659700
2008-09-16,4981391850
2008-09-17,4645371550
2008-09-18,4798108050
2008-09-19,4846110950
2008-09-22,4614824250
2008-09-23,4579913050
2008-09-24,4691192500
2008-09-25,4793744150
2008-09-26,4824291450
2008-09-29,4558093550
2008-09-30,4682464700
2008-10-01,4719557850
2008-10-02,4304987350
2008-10-03,4241710800
2008-10-06,4058427000
2008-10-07,3781319349
2008-10-08,3718042800
2008-10-09,3532577050
2008-10-10,3360203000
2008-10-13,3646038450
2008-10-14,3497665850
2008-10-15,3235831850
2008-10-16,3179101150
2008-10-17,3118006550
2008-10-20,3192192850
2008-10-21,3120188500
2008-10-22,2906357400
2008-10-23,2925994950
2008-10-24,2775440400
2008-10-27,2694708250
2008-10-28,2880174000
2008-10-29,2723073600
2008-10-30,2777622350
2008-10-31,2736165300
2008-11-03,2779804300
2008-11-04,2895447650
2008-11-05,2771076500
2008-11-06,2723073600
2008-11-07,2760166750
2008-11-10,2738347250
2008-11-11,2622703900
2008-11-12,2356506000
2008-11-13,2520152250
2008-11-14,2507060550
2008-11-17,2467785450
2008-11-18,2659797050
2008-11-19,2592156600
2008-11-20,2620521950
2008-11-21,2644523400
2008-11-24,2651069250
2008-11-25,2550699550
2008-11-26,2659797050
2008-11-28,2784168200
2008-12-01,2577120000
2008-12-02,2657928000
2008-12-03,2815176000
2008-12-04,2837016000
2008-12-05,2957136000
2008-12-08,3057600000
2008-12-09,3112200000
2008-12-10,3267264000
2008-12-11,3162432000
2008-12-12,3173352000
2008-12-15,3177720000
2008-12-16,3383016000
2008-12-17,3354624000
2008-12-18,3398304000
2008-12-19,3398304000
2008-12-22,3321864000
2008-12-23,3334968000
2008-12-24,3407040000
2008-12-26,3383016000
2008-12-29,3339336000
2008-12-30,3404856000
2008-12-31,3444168000
2009-01-02,3592680000
2009-01-05,3603600000
2009-01-06,3684408000
2009-01-07,3380832000
2009-01-08,3286920000
2009-01-09,3251976000
2009-01-12,3306576000
2009-01-13,3289104000
2009-01-14,3254160000
2009-01-15,3265080000
2009-01-16,3321864000
2009-01-20,3188640000
2009-01-21,3193008000
2009-01-22,3155880000
2009-01-23,3046680000
2009-01-26,3153696000
2009-01-27,3214848000
2009-01-28,3330600000
2009-01-29,3297840000
2009-01-30,3171168000
2009-02-02,3064152000
2009-02-03,3223584000
2009-02-04,3201744000
2009-02-05,3332784000
2009-02-06,3428880000
2009-02-09,3409224000
2009-02-10,3289104000
2009-02-11,3387384000
2009-02-12,3365544000
2009-02-13,3278184000
2009-02-17,3107832000
2009-02-18,3075072000
2009-02-19,3040128000
2009-02-20,3022656000
2009-02-23,2920008000
2009-02-24,2998632000
2009-02-25,3035760000
2009-02-26,2926560000
2009-02-27,2850120000
2009-03-02,2842321460
2009-03-03,2824803300
2009-03-04,2859839620
2009-03-05,2717504570
2009-03-06,2728453420
2009-03-09,2796336290
2009-03-10,2864219160
2009-03-11,2802905600
2009-03-12,2870788470
2009-03-13,2857649850
2009-03-16,2910204330
2009-03-17,2918963410
2009-03-18,2923342950
2009-03-19,2868598700
2009-03-20,2778818130
2009-03-23,2868598700
2009-03-24,2903635020
2009-03-25,2748161350
2009-03-26,2708745490
2009-03-27,2638672850
2009-03-30,2590497910
2009-03-31,2605826300
2009-04-01,2583928600
2009-04-02,2667139860
2009-04-03,2671519400
2009-04-06,2594877450
2009-04-07,2548892280
2009-04-08,2419695850
2009-04-09,2448162860
2009-04-13,2417506080
2009-04-14,2441593550
2009-04-15,2494148030
2009-04-16,2529184350
2009-04-17,2553271820
2009-04-20,2491958260
2009-04-21,2511666190
2009-04-22,2437214010
2009-04-23,2435024240
2009-04-24,2419695850
2009-04-27,2402177690
2009-04-28,2397798150
2009-04-29,2459111710
2009-04-30,2537943430
2009-05-01,2542322970
2009-05-04,2590497910
2009-05-05,2645242160
2009-05-06,2680278480
2009-05-07,2664950090
