,ANF
2004-08-26,2797605290
2004-08-27,2775748998
2004-08-30,2743439698
2004-08-31,2660765901
2004-09-01,2683572465
2004-09-02,2944897688
2004-09-03,2951549603
2004-09-07,3013317382
2004-09-08,2973405894
2004-09-09,2942046867
2004-09-10,3057029965
2004-09-13,3071284068
2004-09-14,3094090633
2004-09-15,3107394463
2004-09-16,3173913610
2004-09-17,3171062789
2004-09-20,3112145830
2004-09-21,3153957866
2004-09-22,3078886256
2004-09-23,3077935983
2004-09-24,3038974768
2004-09-27,2979107535
2004-09-28,2979107535
2004-09-29,3043726136
2004-09-30,2993361638
2004-10-01,3010466562
2004-10-04,3077935983
2004-10-05,3059880786
2004-10-06,3040875315
2004-10-07,3334509838
2004-10-08,3475150321
2004-10-11,3542619742
2004-10-12,3436189106
2004-10-13,3472299500
2004-10-14,3501757980
2004-10-15,3468498406
2004-10-18,3544520289
2004-10-19,3520763451
2004-10-20,3497956886
2004-10-21,3548321383
2004-10-22,3502708254
2004-10-25,3503658527
2004-10-26,3531216460
2004-10-27,3667105575
2004-10-28,3710818158
2004-10-29,3723171714
2004-11-01,3497660270
2004-11-02,3499449812
2004-11-03,3504818439
2004-11-04,3773249772
2004-11-05,3817988328
2004-11-08,3772355001
2004-11-09,3758038663
2004-11-10,3869885052
2004-11-11,3913728837
2004-11-12,3997837321
2004-11-15,4027364768
2004-11-16,3944151054
2004-11-17,3973678501
2004-11-18,3948624910
2004-11-19,3875253679
2004-11-22,3976362814
2004-11-23,4133842530
2004-11-24,4121315734
2004-11-26,4158896121
2004-11-29,4183054941
2004-11-30,4075682408
2004-12-01,4163369976
2004-12-02,4017522285
2004-12-03,4033628165
2004-12-06,4003205948
2004-12-07,4056892214
2004-12-08,4176791543
2004-12-09,4111473252
2004-12-10,4025575225
2004-12-13,3923571319
2004-12-14,4015732743
2004-12-15,4050628816
2004-12-16,3977257585
2004-12-17,3954888308
2004-12-20,3892254330
2004-12-21,4000521634
2004-12-22,4015732743
2004-12-23,4157106579
2004-12-27,4150843181
2004-12-28,4215266701
2004-12-29,4196476507
2004-12-30,4213477159
2004-12-31,4200950363
2005-01-03,4143685012
2005-01-04,4230477810
2005-01-05,4247478461
2005-01-06,4484592805
2005-01-07,4429116996
2005-01-10,4437169936
2005-01-11,4477434636
2005-01-12,4442538563
2005-01-13,4439854250
2005-01-14,4503382998
2005-01-18,4507856854
2005-01-19,4664441798
2005-01-20,4605386905
2005-01-21,4502488227
2005-01-24,4443433334
2005-01-25,4432696081
2005-01-26,4446117647
2005-01-27,4452381045
2005-01-28,4467592154
2005-01-31,4394384907
2005-02-01,4394384907
2005-02-02,4369835270
2005-02-03,4822249997
2005-02-04,4812605497
2005-02-07,4930969816
2005-02-08,4864335088
2005-02-09,4861704770
2005-02-10,4792439725
2005-02-11,4798577134
2005-02-14,4802960997
2005-02-15,4760875907
2005-02-16,4620592270
2005-02-17,4724051452
2005-02-18,4738956588
2005-02-22,4607440679
2005-02-23,4674075407
2005-02-24,4762629452
2005-02-25,4754738497
2005-02-28,4708269543
2005-03-01,4885377634
2005-03-02,4959903316
2005-03-03,4882747316
2005-03-04,4978315543
2005-03-07,4969547816
2005-03-08,4967794270
2005-03-09,4935353679
2005-03-10,4975685225
2005-03-11,5041443179
2005-03-14,4954642679
2005-03-15,4958149770
2005-03-16,4921325316
2005-03-17,4944998179
2005-03-18,4854690588
2005-03-21,4777534588
2005-03-22,4764382997
2005-03-23,4673198634
2005-03-24,4745970770
2005-03-28,4809098407
2005-03-29,4905543407
2005-03-30,4953765906
2005-03-31,5018647088
2005-04-01,4958149770
2005-04-04,5039689634
2005-04-05,5138764952
2005-04-06,5151916543
2005-04-07,5154546861
2005-04-08,5173835861
2005-04-11,5220304815
2005-04-12,5206276452
2005-04-13,5057225088
2005-04-14,4950258816
2005-04-15,4777534588
2005-04-18,4861704770
2005-04-19,4920448543
2005-04-20,4769643634
2005-04-21,4908173725
2005-04-22,4775781043
2005-04-25,4831894497
2005-04-26,4774027497
2005-04-27,4852937043
2005-04-28,4788932634
2005-04-29,4730188861
2005-05-02,4853351975
2005-05-03,4951497733
2005-05-04,5041685728
2005-05-05,5097390077
2005-05-06,5043454120
2005-05-09,5134526310
2005-05-10,5114189802
2005-05-11,5186693876
2005-05-12,5047875100
2005-05-13,5026654395
2005-05-16,5173430935
2005-05-17,5215872344
2005-05-18,5016044043
2005-05-19,4880762051
2005-05-20,4817984134
2005-05-23,4951497733
2005-05-24,4962108086
2005-05-25,4988633966
2005-05-26,5071748393
2005-05-27,5092969097
2005-05-31,5069095805
2005-06-01,5127452742
2005-06-02,5747274155
2005-06-03,5754347723
2005-06-06,5789715564
2005-06-07,6008996178
2005-06-08,5810936269
2005-06-09,5924997556
2005-06-10,5932071124
2005-06-13,5884324539
2005-06-14,6059395351
2005-06-15,6046132411
2005-06-16,6172572442
2005-06-17,6096531584
2005-06-20,6099184172
2005-06-21,6099184172
2005-06-22,6173456638
2005-06-23,6062932135
2005-06-24,5924113360
2005-06-27,5964786377
2005-06-28,6122173269
2005-06-29,6134552013
2005-06-30,6074426684
2005-07-01,6124825857
2005-07-05,6238887144
2005-07-06,6253918477
2005-07-07,6467009718
2005-07-08,6376821724
2005-07-11,6366211372
2005-07-12,6344106471
2005-07-13,6255686869
2005-07-14,6167267266
2005-07-15,6190256363
2005-07-18,6331727727
2005-07-19,6454630974
2005-07-20,6354716823
2005-07-21,6237118752
2005-07-22,6344990667
2005-07-25,6207056087
2005-07-26,6167267266
2005-07-27,6284865337
2005-07-28,6352948431
2005-07-29,6370632352
2005-08-01,6352499830
2005-08-02,6434698140
2005-08-03,6275662280
2005-08-04,5857523050
2005-08-05,5633264617
2005-08-08,5687765671
2005-08-09,5736012505
2005-08-10,5767283601
2005-08-11,5788726638
2005-08-12,5744947104
2005-08-15,5677937612
2005-08-16,5470654917
2005-08-17,5258011463
2005-08-18,5248183404
2005-08-19,5358972431
2005-08-22,5323234035
2005-08-23,5207084249
2005-08-24,5165985094
2005-08-25,5246396484
2005-08-26,5127566319
2005-08-29,5157943955
2005-08-30,4806814217
2005-08-31,4968530458
2005-09-01,4782690800
2005-09-02,4830937634
2005-09-06,4894373287
2005-09-07,4930111682
2005-09-08,4838085314
2005-09-09,4611146501
2005-09-12,4713000929
2005-09-13,4610253041
2005-09-14,4574514646
2005-09-15,4467299459
2005-09-16,4436028362
2005-09-19,4334173935
2005-09-20,4106341662
2005-09-21,3963388080
2005-09-22,4109915502
2005-09-23,4155481956
2005-09-26,4187646512
2005-09-27,4204622250
2005-09-28,4193007272
2005-09-29,4290394400
2005-09-30,4453897560
2005-10-03,4481594817
2005-10-04,4399396507
2005-10-05,4358297352
2005-10-06,4619187640
2005-10-07,4653139116
2005-10-10,4567366966
2005-10-11,4496783635
2005-10-12,4310050518
2005-10-13,4332387015
2005-10-14,4427987223
2005-10-17,4337747774
2005-10-18,4215343769
2005-10-19,4315411277
2005-10-20,4415478785
2005-10-21,4464619079
2005-10-24,4391355368
2005-10-25,4420839544
2005-10-26,4398503047
2005-10-27,4196581111
2005-10-28,4429774143
2005-10-31,4633255520
2005-11-01,4669793984
2005-11-02,4799015383
2005-11-03,5014681441
2005-11-04,5161726481
2005-11-07,5303424428
2005-11-08,5196482581
2005-11-09,5263321235
2005-11-10,5288274333
2005-11-11,5317683341
2005-11-14,5305206792
2005-11-15,5069934729
2005-11-16,5488790296
2005-11-17,5512852212
2005-11-18,5437101737
2005-11-21,5609099874
2005-11-22,5703565172
2005-11-23,5642073610
2005-11-25,5602861599
2005-11-28,5489681478
2005-11-29,5402345636
2005-11-30,5464728380
2005-12-01,5502158027
2005-12-02,5534240581
2005-12-05,5473640201
2005-12-06,5490572660
2005-12-07,5569887863
2005-12-08,5642073610
2005-12-09,5675938528
2005-12-12,5587711504
2005-12-13,5589493869
2005-12-14,5696435716
2005-12-15,5689306259
2005-12-16,5644747156
2005-12-19,5615338148
2005-12-20,5656332523
2005-12-21,5682176803
2005-12-22,5737430090
2005-12-23,5790901014
2005-12-27,5847936665
2005-12-28,5840807209
2005-12-29,5823874750
2005-12-30,5808724655
2006-01-03,5856848486
2006-01-04,5792683378
2006-01-05,5883583948
2006-01-06,5915666502
2006-01-09,5940619599
2006-01-10,5967355061
2006-01-11,6015478892
2006-01-12,5893386950
2006-01-13,5682176803
2006-01-17,5609099874
2006-01-18,5615338148
2006-01-19,5498593299
2006-01-20,5443340011
2006-01-23,5498593299
2006-01-24,5658114887
2006-01-25,5781989193
2006-01-26,5760600824
2006-01-27,5708912264
2006-01-30,5671482618
2006-01-31,5931410176
2006-02-01,5947491722
2006-02-02,6188714910
2006-02-03,6298605474
2006-02-06,6221771421
2006-02-07,6118134792
2006-02-08,6169059687
2006-02-09,6206583294
2006-02-10,6143150530
2006-02-13,6095799312
2006-02-14,6144937369
2006-02-15,6015391582
2006-02-16,5895673407
2006-02-17,5829560385
2006-02-21,5767914459
2006-02-22,5879591861
2006-02-23,5907287857
2006-02-24,5800077551
2006-02-27,6015391582
2006-02-28,6014498163
2006-03-01,6008244228
2006-03-02,5454324314
2006-03-03,5333712720
2006-03-06,5115718431
2006-03-07,5094276370
2006-03-08,5137160493
2006-03-09,5095169789
2006-03-10,5102317143
2006-03-13,5057646182
2006-03-14,5137160493
2006-03-15,5083555340
2006-03-16,5107677659
2006-03-17,5128226300
2006-03-20,5069260632
2006-03-21,5059433021
2006-03-22,5013868641
2006-03-23,4979918711
2006-03-24,4999573933
2006-03-27,4944181942
2006-03-28,4929887234
2006-03-29,5070154051
2006-03-30,5179151196
2006-03-31,5208634030
2006-04-03,5054072506
2006-04-04,4973664776
2006-04-05,5071047471
2006-04-06,5153242039
2006-04-07,5042458056
2006-04-10,5150561781
2006-04-11,5052285667
2006-04-12,5088022436
2006-04-13,5176470938
2006-04-17,5144307846
2006-04-18,5219355061
2006-04-19,5241690541
2006-04-20,5281000986
2006-04-21,5220248480
2006-04-24,5235436606
2006-04-25,5305123305
2006-04-26,5406973096
2006-04-27,5392678388
2006-04-28,5425734899
2006-05-01,5450329584
2006-05-02,5481643034
2006-05-03,5398438725
2006-05-04,5659682362
2006-05-05,5668629062
2006-05-08,5815354940
2006-05-09,5762569411
2006-05-10,5784041491
2006-05-11,5593476783
2006-05-12,5495957754
2006-05-15,5491484404
2006-05-16,5342969185
2006-05-17,5458381614
2006-05-18,5476275014
2006-05-19,5549637953
2006-05-22,5423489484
2006-05-23,5374282635
2006-05-24,5243660816
2006-05-25,5250818176
2006-05-26,5361757255
2006-05-30,5201611327
2006-05-31,5175665897
2006-06-01,5121091027
2006-06-02,5189980617
2006-06-05,5123775037
2006-06-06,5096040268
2006-06-07,5131827067
2006-06-08,5104986968
2006-06-09,5057569458
2006-06-12,4998521239
2006-06-13,4928736979
2006-06-14,4969891799
2006-06-15,5120196357
2006-06-16,5112144328
2006-06-19,5104986968
2006-06-20,4983311849
2006-06-21,5062937478
2006-06-22,5136300417
2006-06-23,5097829608
2006-06-26,5156877827
2006-06-27,5071884178
2006-06-28,4939473019
2006-06-29,4913527590
2006-06-30,4959155759
2006-07-03,4911738250
2006-07-05,4819587240
2006-07-06,4997626569
2006-07-07,4930526319
2006-07-10,4933210329
2006-07-11,4976154489
2006-07-12,4867899420
2006-07-13,4865215410
2006-07-14,4768591051
2006-07-17,4787379121
2006-07-18,4558343603
2006-07-19,4746224301
2006-07-20,4626338522
2006-07-21,4670177352
2006-07-24,4755171001
2006-07-25,4730120241
2006-07-26,4668388012
2006-07-27,4559238273
2006-07-28,4708648162
2006-07-31,4744904083
2006-08-01,4675020677
2006-08-02,4713546144
2006-08-03,5006518885
2006-08-04,4963513712
2006-08-07,5059379410
2006-08-08,4940219244
2006-08-09,4940219244
2006-08-10,5005622944
2006-08-11,4969785300
2006-08-14,4889150601
2006-08-15,4974265006
2006-08-16,5680266595
2006-08-17,5727751474
2006-08-18,5713416416
2006-08-21,5645324892
2006-08-22,5572753663
2006-08-23,5556626723
2006-08-24,5477783906
2006-08-25,5499286492
2006-08-28,5570961780
2006-08-29,5644428951
2006-08-30,5675786890
2006-08-31,5781507940
2006-09-01,5820033407
2006-09-05,5821825289
2006-09-06,5717000180
2006-09-07,5729543356
2006-09-08,5823617172
2006-09-11,5814657761
2006-09-12,6007285098
2006-09-13,6093295444
2006-09-14,6044018683
2006-09-15,6092399503
2006-09-18,6108526442
2006-09-19,6177513907
2006-09-20,6363869657
2006-09-21,6177513907
2006-09-22,6131820911
2006-09-25,6323552307
2006-09-26,6401499183
2006-09-27,6337887365
2006-09-28,6414938300
2006-09-29,6224998786
2006-10-02,6294882192
2006-10-03,6251877019
2006-10-04,6427481475
2006-10-05,6726725804
2006-10-06,6602189990
2006-10-09,6712390746
2006-10-10,6726725804
2006-10-11,6764355330
2006-10-12,6871868263
2006-10-13,6830654972
2006-10-16,6872764204
2006-10-17,6790337622
2006-10-18,6718662334
2006-10-19,6803776739
2006-10-20,6721350157
2006-10-23,7077038775
2006-10-24,6988340606
2006-10-25,6991028429
2006-10-26,7069871246
2006-10-27,6934584140
2006-10-30,7060015894
2006-10-31,6879547918
2006-11-01,6604904517
2006-11-02,6588749023
2006-11-03,6513356717
2006-11-06,6629137758
2006-11-07,6573491056
2006-11-08,6607597100
2006-11-09,6505278970
2006-11-10,6675809186
2006-11-13,6674911659
2006-11-14,6875957808
2006-11-15,6463095180
2006-11-16,6522331992
2006-11-17,6380522654
2006-11-20,6398473203
2006-11-21,6358981996
2006-11-22,6391292984
2006-11-24,6328466062
2006-11-27,6174988868
2006-11-28,6149858099
2006-11-29,6245893537
2006-11-30,6052925134
2006-12-01,6107674309
2006-12-04,6126522385
2006-12-05,6014331454
2006-12-06,6004458652
2006-12-07,6009547633
2006-12-08,6016126509
2006-12-11,6008048762
2006-12-12,5940734203
2006-12-13,6005356179
2006-12-14,6215377603
2006-12-15,6227942988
2006-12-18,6126522385
2006-12-19,6279999580
2006-12-20,6310515513
2006-12-21,6306925403
2006-12-22,6386805347
2006-12-26,6200119637
2006-12-27,6286282272
2006-12-28,6309617986
2006-12-29,6249483646
2007-01-03,6377830072
2007-01-04,6563618255
2007-01-05,6642600670
2007-01-08,6638113033
2007-01-09,6744918800
2007-01-10,6838261655
2007-01-11,6927116872
2007-01-12,7014177035
2007-01-16,7060848463
2007-01-17,7001611651
2007-01-18,7133548186
2007-01-19,7171244339
2007-01-22,7147011098
2007-01-23,7130855604
2007-01-24,7149703681
2007-01-25,7140728406
2007-01-26,7083286649
2007-01-29,6991738849
2007-01-30,7001611651
2007-01-31,7097197501
2007-02-01,7272976720
2007-02-02,7206947978
2007-02-05,7171256766
2007-02-06,7171256766
2007-02-07,7159657122
2007-02-08,7425556651
2007-02-09,7244423750
2007-02-12,7161441682
2007-02-13,7272084440
2007-02-14,7340790023
2007-02-15,7353281947
2007-02-16,7376481235
2007-02-20,7373804394
2007-02-21,7316698455
2007-02-22,7156088001
2007-02-23,7116827668
2007-02-26,7046337524
2007-02-27,6836651654
2007-02-28,6968709138
2007-03-01,6950863532
2007-03-02,6686748563
2007-03-05,6551121958
2007-03-06,6646595950
2007-03-07,6664441556
2007-03-08,6668010677
2007-03-09,6706378730
2007-03-12,6767053790
2007-03-13,6591274571
2007-03-14,6591274571
2007-03-15,6525245829
2007-03-16,6568967564
2007-03-19,6639457707
2007-03-20,6770622911
2007-03-21,6831297972
2007-03-22,6781330275
2007-03-23,6911603199
2007-03-26,6889296191
2007-03-27,6774192033
2007-03-28,6798283601
2007-03-29,6782222555
2007-03-30,6752777305
2007-04-02,6883050229
2007-04-03,6992800706
2007-04-04,6909818638
2007-04-05,6891080752
2007-04-09,6825052010
2007-04-10,6916064600
2007-04-11,6931233365
2007-04-12,7285468644
2007-04-13,7299745129
2007-04-16,7279222682
2007-04-17,7253346553
2007-04-18,7219439902
2007-04-19,7234608667
2007-04-20,7451432780
2007-04-23,7395219121
2007-04-24,7363989310
2007-04-25,7397003682
2007-04-26,7527276605
2007-04-27,7440725416
2007-04-30,7314926422
2007-05-01,7254909269
2007-05-02,7282678400
2007-05-03,7248638820
2007-05-04,7176976548
2007-05-07,7260283940
2007-05-08,7174289213
2007-05-09,7276407951
2007-05-10,7279095286
2007-05-11,7173393435
2007-05-14,7148311639
2007-05-15,7119646731
2007-05-16,7154582088
2007-05-17,7160852537
2007-05-18,7215495020
2007-05-21,7285365735
2007-05-22,7254909269
2007-05-23,7237889480
2007-05-24,7400025370
2007-05-25,7297010854
2007-05-29,7202954122
2007-05-30,7311343308
2007-05-31,7403608484
2007-06-01,7279095286
2007-06-04,7322092649
2007-06-05,7176080770
2007-06-06,7133979185
2007-06-07,6992446198
2007-06-08,7018423771
2007-06-11,6928845931
2007-06-12,6944969942
2007-06-13,7006778652
2007-06-14,6964677067
2007-06-15,6965572846
2007-06-18,6947657278
2007-06-19,6970051738
2007-06-20,6914513477
2007-06-21,6859870994
2007-06-22,6602782593
2007-06-25,6518579424
2007-06-26,6406607123
2007-06-27,6429897362
2007-06-28,6583971247
2007-06-29,6537390770
2007-07-02,6482748288
2007-07-03,6452291822
2007-07-05,6596512144
2007-07-06,6637717951
2007-07-09,6542765440
2007-07-10,6187141415
2007-07-11,6214910546
2007-07-12,6731774683
2007-07-13,6659216633
2007-07-16,6552619003
2007-07-17,6561576787
2007-07-18,6539182327
2007-07-19,6566055679
2007-07-20,6418252243
2007-07-23,6442438259
2007-07-24,6345694192
2007-07-25,6344798414
2007-07-26,6196994978
2007-07-27,6104729802
2007-07-30,6221180994
2007-07-31,6176549692
2007-08-01,6207476622
2007-08-02,6355925885
2007-08-03,6097023301
2007-08-06,6187153211
2007-08-07,6381551056
2007-08-08,6554741862
2007-08-09,6660777050
2007-08-10,6460193820
2007-08-13,6632501000
2007-08-14,6468146459
2007-08-15,6416896118
2007-08-16,6424848757
2007-08-17,6741187068
2007-08-20,6901123476
2007-08-21,7014227676
2007-08-22,6859593027
2007-08-23,6818062579
2007-08-24,7135284516
2007-08-27,7028365701
2007-08-28,6803924554
2007-08-29,6985951626
2007-08-30,6923214140
2007-08-31,6954141070
2007-09-04,6918796007
2007-09-05,6814528073
2007-09-06,6912610621
2007-09-07,6781833890
2007-09-10,6641337266
2007-09-11,6849873135
2007-09-12,6887869078
2007-09-13,6993020639
2007-09-14,7007158664
2007-09-17,6933817659
2007-09-18,7326147854
2007-09-19,7276664766
2007-09-20,7059292631
2007-09-21,7053990872
2007-09-24,6916145128
2007-09-25,6895821717
2007-09-26,7062827138
2007-09-27,7113193852
2007-09-28,7130866383
2007-10-01,7267828501
2007-10-02,7450739200
2007-10-03,7456924586
2007-10-04,7316427962
2007-10-05,7442786561
2007-10-08,7366794676
2007-10-09,7352656651
2007-10-10,7467528105
2007-10-11,7373863689
2007-10-12,7314660709
2007-10-15,7180349471
2007-10-16,7095521320
2007-10-17,7046921859
2007-10-18,6997438772
2007-10-19,6753557840
2007-10-22,6890519957
2007-10-23,6819829832
2007-10-24,6799506421
2007-10-25,6887869078
2007-10-26,6988602506
2007-10-29,7032783834
2007-10-30,7028365701
2007-10-31,6936147303
2007-11-01,6482495245
2007-11-02,6507892754
2007-11-05,6222389721
2007-11-06,6458849288
2007-11-07,6359886580
2007-11-08,6524532501
2007-11-09,6526284053
2007-11-12,6673414451
2007-11-13,6930016870
2007-11-14,6752234306
2007-11-15,6647141165
2007-11-16,6569197086
2007-11-19,6337116400
2007-11-20,6374774775
2007-11-21,6548178458
2007-11-23,6739097664
2007-11-26,6661153584
2007-11-27,6710197050
2007-11-28,7053501311
2007-11-29,7004457845
2007-11-30,7184867737
2007-12-03,7076271491
2007-12-04,7121811852
2007-12-05,7092911238
2007-12-06,7180488856
2007-12-07,7234786979
2007-12-10,7377538495
2007-12-11,7069265282
2007-12-12,7137575823
2007-12-13,7205010589
2007-12-14,7151588242
2007-12-17,7115681419
2007-12-18,7181364632
2007-12-19,7168227989
2007-12-20,7202383260
2007-12-21,7259308712
2007-12-24,7343383224
2007-12-26,7228656545
2007-12-27,7049998206
2007-12-28,7004457845
2007-12-31,7003582069
2008-01-02,6901992032
2008-01-03,6741724992
2008-01-04,6537669144
2008-01-07,6618240552
2008-01-08,6456221959
2008-01-09,6575327519
2008-01-10,6425569793
2008-01-11,6205749973
2008-01-14,6251290335
2008-01-15,6147948746
2008-01-16,6305588457
2008-01-17,6323979757
2008-01-18,6182979793
2008-01-22,6465855497
2008-01-23,6794271563
2008-01-24,6802153548
2008-01-25,6599849252
2008-01-28,6866085209
2008-01-29,6883600733
2008-01-30,6761867844
2008-01-31,6995362028
2008-02-01,7204309840
2008-02-04,6997995824
2008-02-05,6839090135
2008-02-06,6620485072
2008-02-07,6926883334
2008-02-08,6859282571
2008-02-11,7049793811
2008-02-12,6980437184
2008-02-13,6921615742
2008-02-14,6675794787
2008-02-15,6617851276
2008-02-19,6545860854
2008-02-20,6765343849
2008-02-21,6717057590
2008-02-22,6802216992
2008-02-25,7001507552
2008-02-26,7127929757
2008-02-27,7195530520
2008-02-28,6957610953
2008-02-29,6806606652
2008-03-03,6809240448
2008-03-04,6904935034
2008-03-05,6939174381
2008-03-06,6465091111
2008-03-07,6390466893
2008-03-10,6238584660
2008-03-11,6623996800
2008-03-12,6433485560
2008-03-13,6588001589
2008-03-14,6427340036
2008-03-17,6408903464
2008-03-18,6710912066
2008-03-19,6552884309
2008-03-20,6777634897
2008-03-24,6903179170
2008-03-25,6992728232
2008-03-26,6788170080
2008-03-27,6729348638
2008-03-28,6365006865
2008-03-31,6421194512
2008-04-01,6732860366
2008-04-02,6777634897
2008-04-03,6761832121
2008-04-04,6730226570
2008-04-07,6585367793
2008-04-08,6577466405
2008-04-09,6494940799
2008-04-10,6497574595
2008-04-11,6206101177
2008-04-14,6151669394
2008-04-15,6201711517
2008-04-16,6257021232
2008-04-17,6378175845
2008-04-18,6501964254
2008-04-21,6429095900
2008-04-22,6245608116
2008-04-23,6294772307
2008-04-24,6541471194
2008-04-25,6624874732
2008-04-28,6622240936
2008-04-29,6650334759
2008-04-30,6562224058
2008-05-01,6615209314
2008-05-02,6579002722
2008-05-05,6425345478
2008-05-06,6433293266
2008-05-07,6416514601
2008-05-08,6451838106
2008-05-09,6490693961
2008-05-12,6625806366
2008-05-13,6646117381
2008-05-14,6664662221
2008-05-15,6718530565
2008-05-16,6728244529
2008-05-19,6600196825
2008-05-20,6495109399
2008-05-21,6305245562
2008-05-22,6321141139
2008-05-23,6266389707
2008-05-27,6415631514
2008-05-28,6480096910
2008-05-29,6541029955
2008-05-30,6411216076
2008-06-02,6268155882
2008-06-03,6059747205
2008-06-04,6034137665
2008-06-05,6203690486
2008-06-06,5949361254
2008-06-09,5973204619
2008-06-10,6070344257
2008-06-11,5894609822
2008-06-12,5848689266
2008-06-13,6118914076
2008-06-16,6192210347
2008-06-17,6140108178
2008-06-18,5997047985
2008-06-19,6079175133
2008-06-20,5961724480
2008-06-23,5891077471
2008-06-24,5784223870
2008-06-25,5887545121
2008-06-26,5680902619
2008-06-27,5660591604
2008-06-30,5535193163
2008-07-01,5553738003
2008-07-02,5423041036
2008-07-03,5362991078
2008-07-07,5360341815
2008-07-08,5360341815
2008-07-09,5049494975
2008-07-10,4771322377
2008-07-11,4645923936
2008-07-14,4811061319
2008-07-15,4804879706
2008-07-16,5121908160
2008-07-17,5336498450
2008-07-18,5236709549
2008-07-21,5211100009
2008-07-22,5336498450
2008-07-23,5571399755
2008-07-24,5332083012
2008-07-25,4932927410
2008-07-28,4811061319
2008-07-29,4923213446
2008-07-30,4930278147
2008-07-31,4887191115
2008-08-01,4888961195
2008-08-04,4801342231
2008-08-05,5005786480
2008-08-06,4932328157
2008-08-07,4407499412
2008-08-08,4458831734
2008-08-11,4788951670
2008-08-12,4639379903
2008-08-13,4536715258
2008-08-14,4652655503
2008-08-15,4654425584
2008-08-18,4555301099
2008-08-19,4447326214
2008-08-20,4468567175
2008-08-21,4494233336
2008-08-22,4557956219
2008-08-25,4486267975
2008-08-26,4494233336
2008-08-27,4557956219
2008-08-28,4637609823
2008-08-29,4642035023
2008-09-02,4897811595
2008-09-03,4842054073
2008-09-04,4512819177
2008-09-05,4302179647
2008-09-08,4461486854
2008-09-09,4358822209
2008-09-10,4400419091
2008-09-11,4447326214
2008-09-12,4291559166
2008-09-15,4187124441
2008-09-16,4283593806
2008-09-17,3872935226
2008-09-18,3908336828
2008-09-19,3903026587
2008-09-22,3668490976
2008-09-23,3672916176
2008-09-24,3493253048
2008-09-25,3495908168
2008-09-26,3438380565
2008-09-29,3163133112
2008-09-30,3491482968
2008-10-01,3422449844
2008-10-02,3296774158
2008-10-03,3191454393
2008-10-06,3106490549
2008-10-07,2964884142
2008-10-08,2877265178
2008-10-09,2450675877
2008-10-10,2413504196
2008-10-13,2640959487
2008-10-14,2518823961
2008-10-15,2445365637
2008-10-16,2591397244
2008-10-17,2655120127
2008-10-20,2621488606
2008-10-21,2611753165
2008-10-22,2431204997
2008-10-23,2312609631
2008-10-24,2213485146
2008-10-27,2158612663
2008-10-28,2464836518
2008-10-29,2453330998
2008-10-30,2394918355
2008-10-31,2563635496
2008-11-03,2390129779
2008-11-04,2355605682
2008-11-05,2370654648
2008-11-06,2350294283
2008-11-07,2221935461
2008-11-10,2148461101
2008-11-11,2058167310
2008-11-12,1855448895
2008-11-13,1986463416
2008-11-14,1574829954
2008-11-17,1363259207
2008-11-18,1414602736
2008-11-19,1288014381
2008-11-20,1252605051
2008-11-21,1295981480
2008-11-24,1544732024
2008-11-25,1581911820
2008-11-26,1702303543
2008-11-28,1711155875
2008-12-01,1457979165
2008-12-02,1488962329
2008-12-03,1467716731
2008-12-04,1581911820
2008-12-05,1705844476
2008-12-08,1809416766
2008-12-09,1761614170
2008-12-10,1878464960
2008-12-11,1788171168
2008-12-12,1865186461
2008-12-15,1804105366
2008-12-16,1934234654
2008-12-17,2011249947
2008-12-18,1989119116
2008-12-19,2021872746
2008-12-22,1909448123
2008-12-23,1834203297
2008-12-24,1943972220
2008-12-26,1970529218
2008-12-29,1912989056
2008-12-30,1966103052
2008-12-31,2042233111
2009-01-02,2156428201
2009-01-05,2175903332
2009-01-06,2172362399
2009-01-07,2101543739
2009-01-08,2028069379
2009-01-09,1905907190
2009-01-12,1878464960
2009-01-13,1839514697
2009-01-14,1724434374
2009-01-15,1800564433
2009-01-16,1898825324
2009-01-20,1752761838
2009-01-21,1810301999
2009-01-22,1796138267
2009-01-23,1768696036
2009-01-26,1786400701
2009-01-27,1677517011
2009-01-28,1772236969
2009-01-29,1680172711
2009-01-30,1580141354
2009-02-02,1648904961
2009-02-03,1655147435
2009-02-04,1619476154
2009-02-05,1781780482
2009-02-06,1869175120
2009-02-09,1870066902
2009-02-10,1810317507
2009-02-11,1780888700
2009-02-12,1845988788
2009-02-13,2031479449
2009-02-17,2039505487
2009-02-18,1995808168
2009-02-19,2023453410
2009-02-20,2017210936
2009-02-23,1920898478
2009-02-24,2023453410
2009-02-25,2019886282
2009-02-26,1956569759
2009-02-27,1961028669
2009-03-02,1850447698
2009-03-03,1825477801
2009-03-04,1866499774
2009-03-05,1626610410
2009-03-06,1559726758
2009-03-09,1525839041
2009-03-10,1671199511
2009-03-11,1740758509
2009-03-12,1829936711
2009-03-13,1911088875
2009-03-16,1897712145
2009-03-17,1951219066
2009-03-18,2080527460
2009-03-19,2051098653
2009-03-20,1973513617
2009-03-23,2077852114
2009-03-24,2120657651
2009-03-25,2077852114
2009-03-26,2298122274
2009-03-27,2224104366
2009-03-30,2146519330
2009-03-31,2122441215
2009-04-01,2164354970
2009-04-02,2348062067
2009-04-03,2402460770
2009-04-06,2319525042
2009-04-07,2196459123
2009-04-08,2288312671
2009-04-09,2208052289
2009-04-13,2142060419
2009-04-14,2025236974
