,ANF
2013-11-29,2665562327
2013-12-02,2645345109
2013-12-03,2798529409
2013-12-04,2775201851
2013-12-05,2750319122
2013-12-06,2711439858
2013-12-09,2651565792
2013-12-10,2612686528
2013-12-11,2587026214
2013-12-12,2531040074
2013-12-13,2482052201
2013-12-16,2479719446
2013-12-17,2466500496
2013-12-18,2474276349
2013-12-19,2503824589
2013-12-20,2559033144
2013-12-23,2590136555
2013-12-24,2599467578
2013-12-26,2611908943
2013-12-27,2595579652
2013-12-30,2580805532
2013-12-31,2559033144
2014-01-02,2489050469
2014-01-03,2549702120
2014-01-06,2534150415
2014-01-07,2566031411
2014-01-08,2559810729
2014-01-09,2582360702
2014-01-10,2891839642
2014-01-13,2810193188
2014-01-14,2796196653
2014-01-15,2791531141
2014-01-16,2763538071
2014-01-17,2753429463
2014-01-21,2737100172
2014-01-22,2749541536
2014-01-23,2747986366
2014-01-24,2712995029
2014-01-27,2691222641
2014-01-28,2820301797
2014-01-29,2751096707
2014-01-30,2794641483
2014-01-31,2679717212
2014-02-03,2548685251
2014-02-04,2511572152
2014-02-05,2478246104
2014-02-06,2588827990
2014-02-07,2629728140
2014-02-10,2569892736
2014-02-11,2581253889
2014-02-12,2576709427
2014-02-13,2600189143
2014-02-14,2599431733
2014-02-18,2594129862
2014-02-19,2623668859
2014-02-20,2619881808
2014-02-21,2638817062
2014-02-24,2682746852
2014-02-25,2725919233
2014-02-26,3032670355
2014-02-27,2944810774
2014-02-28,3001616538
2014-03-03,2974349771
2014-03-04,3156885624
2014-03-05,3151583753
2014-03-06,3112955834
2014-03-07,3123559576
2014-03-10,3127346627
2014-03-11,3039487047
2014-03-12,2996314666
2014-03-13,2969805310
2014-03-14,2949355235
2014-03-17,2972834951
2014-03-18,2982681283
2014-03-19,2984196104
2014-03-20,2987225744
2014-03-21,3001616538
2014-03-24,2980409053
2014-03-25,2928147750
2014-03-26,2856951194
2014-03-27,2866040116
2014-03-28,2937236672
2014-03-31,2916029187
2014-04-01,2925118110
2014-04-02,3031912945
2014-04-03,2969805310
2014-04-04,2942538544
2014-04-07,2853164143
2014-04-08,2812263993
2014-04-09,2825897376
2014-04-10,2726676643
2014-04-11,2706983978
2014-04-14,2707741388
2014-04-15,2703954337
2014-04-16,2713043260
2014-04-17,2697895056
2014-04-21,2713043260
2014-04-22,2808476942
2014-04-23,2823625146
2014-04-24,2834986298
2014-04-25,2773636074
2014-04-28,2779695355
2014-04-29,2791056508
2014-04-30,2707721162
2014-05-01,2787273362
2014-05-02,2810844384
2014-05-05,2810107790
2014-05-06,2713613918
2014-05-07,2628168963
2014-05-08,2651739985
2014-05-09,2742341101
2014-05-12,2823366490
2014-05-13,2846200917
2014-05-14,2816000545
2014-05-15,2729818996
2014-05-16,2799058873
2014-05-19,2818210328
2014-05-20,2737921534
2014-05-21,2712877323
2014-05-22,2740131318
2014-05-23,2737184940
2014-05-27,2700355218
2014-05-28,2586919674
2014-05-29,2735711751
2014-05-30,2799795467
2014-06-02,2840308162
2014-06-03,2835888595
2014-06-04,2860196212
2014-06-05,2894816150
2014-06-06,2910284634
2014-06-09,2984680672
2014-06-10,2980997700
2014-06-11,3025193366
2014-06-12,3024456772
2014-06-13,3072335410
2014-06-16,3104008971
2014-06-17,3141575288
2014-06-18,3159990149
2014-06-19,3137892316
2014-06-20,3150414421
2014-06-23,3191663710
2014-06-24,3148204638
2014-06-25,3171039065
2014-06-26,3116531077
2014-06-27,3170302471
2014-06-30,3185770954
2014-07-01,3195346682
2014-07-02,3136419127
2014-07-03,3184297765
2014-07-07,3137155721
2014-07-08,3076754977
2014-07-09,3150414421
2014-07-10,3070862222
2014-07-11,3041398444
2014-07-14,3053920549
2014-07-15,3022983583
2014-07-16,2962582839
2014-07-17,2901445500
2014-07-18,2977314728
2014-07-21,2891133178
2014-07-22,2836625189
2014-07-23,2846937512
2014-07-24,2855776645
2014-07-25,2802741845
2014-07-28,2833678812
2014-07-29,2815263951
2014-07-30,2883030639
2014-07-31,2832875306
2014-08-01,2764465760
2014-08-04,2840076311
2014-08-05,2916406962
2014-08-06,2952411986
2014-08-07,2931529072
2014-08-08,2981216006
2014-08-11,2992737613
2014-08-12,2970414498
2014-08-13,2960333092
2014-08-14,2980495905
2014-08-15,2931529072
2014-08-18,2995618015
2014-08-19,3064747662
2014-08-20,3165561730
2014-08-21,3132437108
2014-08-22,3154040122
2014-08-25,3136037610
2014-08-26,3228210472
2014-08-27,3182844141
2014-08-28,3015060729
2014-08-29,3010020025
2014-09-02,3018661231
2014-09-03,3003539121
2014-09-04,2964653695
2014-09-05,2943050680
2014-09-08,2946651182
2014-09-09,2923607967
2014-09-10,2948091383
2014-09-11,2988417011
2014-09-12,2975455202
2014-09-15,2958172790
2014-09-16,3007139623
2014-09-17,2974735101
2014-09-18,2915686862
2014-09-19,2871760732
2014-09-22,2742142645
2014-09-23,2763745659
2014-09-24,2771666765
2014-09-25,2694616013
2014-09-26,2656450687
2014-09-29,2650689883
2014-09-30,2616845161
2014-10-01,2529713002
2014-10-02,2531153203
2014-10-03,2582280337
2014-10-06,2494428078
2014-10-07,2465624059
2014-10-08,2534753705
2014-10-09,2437540140
2014-10-10,2399374814
2014-10-13,2411616522
2014-10-14,2482906470
2014-10-15,2488667274
2014-10-16,2505229585
2014-10-17,2343927077
2014-10-20,2391453709
2014-10-21,2415937125
2014-10-22,2361209489
2014-10-23,2420257728
2014-10-24,2281998435
2014-10-27,2320883861
2014-10-28,2379212001
2014-10-29,2426738633
2014-10-30,2416657226
2014-10-31,2363062526
2014-11-03,2301656780
2014-11-04,2323536988
2014-11-05,2385648548
2014-11-06,2497167031
2014-11-07,2082148881
2014-11-10,2024978013
2014-11-11,2051798914
2014-11-12,2071561683
2014-11-13,2039800090
2014-11-14,2039800090
2014-11-17,2059562859
2014-11-18,2042623343
2014-11-19,2045446595
2014-11-20,2106852342
2014-11-21,2078619815
2014-11-24,2081443068
2014-11-25,2096265144
2014-11-26,2069444244
2014-11-28,2036271024
2014-12-01,1986864101
2014-12-02,1964983893
2014-12-03,2033447771
2014-12-04,1969218772
2014-12-05,1926164168
2014-12-08,1859817729
2014-12-09,2008744310
2014-12-10,1996745486
2014-12-11,1926869981
2014-12-12,1959337387
2014-12-15,1925458355
2014-12-16,1907813025
2014-12-17,1942397871
2014-12-18,1956514135
2014-12-19,1945926937
2014-12-22,1940280432
2014-12-23,1992510607
2014-12-24,1980511783
2014-12-26,1991804794
2014-12-29,2024978013
2014-12-30,2029918705
2014-12-31,2021448947
2015-01-02,2017214068
2015-01-05,1995333860
2015-01-06,2038388464
2015-01-07,2070150057
2015-01-08,2054622167
2015-01-09,1989687354
2015-01-12,1996745486
2015-01-13,1988981541
2015-01-14,2000980365
2015-01-15,1899343267
2015-01-16,1897225828
2015-01-20,1828761949
2015-01-21,1852053784
2015-01-22,1912047904
2015-01-23,1895814201
2015-01-26,1917694410
2015-01-27,1905695586
2015-01-28,1843584026
2015-01-29,1841466586
2015-01-30,1801235235
2015-02-02,1790426325
2015-02-03,1822234136
2015-02-04,1802442609
2015-02-05,1825061497
2015-02-06,1822234136
2015-02-09,1704191816
2015-02-10,1716208100
2015-02-11,1732465425
2015-02-12,1783357922
2015-02-13,1843439343
2015-02-17,1834957260
2015-02-18,1821527295
2015-02-19,1811631532
2015-02-20,1822940976
2015-02-23,1815872573
2015-02-24,1813752053
2015-02-25,1757204834
2015-02-26,1698537094
2015-02-27,1748722751
2015-03-02,1726103863
2015-03-03,1695709733
2015-03-04,1432765164
2015-03-05,1428524123
2015-03-06,1425696762
2015-03-09,1464572975
2015-03-10,1485071342
2015-03-11,1513344951
2015-03-12,1494967105
2015-03-13,1478002939
2015-03-16,1449729330
2015-03-17,1462452454
2015-03-18,1463159294
2015-03-19,1508397070
2015-03-20,1545859602
2015-03-23,1586856336
2015-03-24,1587563176
2015-03-25,1564237448
2015-03-26,1548686963
2015-03-27,1535256999
2015-03-30,1550807484
2015-03-31,1557875886
2015-04-01,1565651129
2015-04-02,1570599011
2015-04-06,1591097377
2015-04-07,1545152762
2015-04-08,1543032241
2015-04-09,1555048525
2015-04-10,1535256999
2015-04-13,1545152762
2015-04-14,1509103910
2015-04-15,1608061543
2015-04-16,1617957307
2015-04-17,1562823768
2015-04-20,1576960573
2015-04-21,1557875886
2015-04-22,1565651129
2015-04-23,1617957307
2015-04-24,1615836786
2015-04-27,1600993141
2015-04-28,1605941023
2015-04-29,1562116928
2015-04-30,1593617373
2015-05-01,1595744087
2015-05-04,1543994056
2015-05-05,1539740629
2015-05-06,1542576247
2015-05-07,1572350238
2015-05-08,1552500911
2015-05-11,1564552288
2015-05-12,1527689252
2015-05-13,1548247484
2015-05-14,1506422117
2015-05-15,1518473494
2015-05-18,1536905011
2015-05-19,1470267986
2015-05-20,1475230317
2015-05-21,1471685795
2015-05-22,1475939222
2015-05-26,1425607001
2015-05-27,1392997393
2015-05-28,1580857092
2015-05-29,1451127564
2015-06-01,1446165232
2015-06-02,1500041976
2015-06-03,1572350238
2015-06-04,1629062600
2015-06-05,1591490660
2015-06-08,1580148187
2015-06-09,1573768047
2015-06-10,1619846841
2015-06-11,1604959846
2015-06-12,1598579705
2015-06-15,1540449534
2015-06-16,1558172147
2015-06-17,1576603665
2015-06-18,1578021474
2015-06-19,1583692710
2015-06-22,1599997514
2015-06-23,1652456449
2015-06-24,1630480409
2015-06-25,1658836590
2015-06-26,1673723585
2015-06-29,1569514619
2015-06-30,1524853634
2015-07-01,1532651584
2015-07-02,1497206358
2015-07-06,1500750880
2015-07-07,1527689252
2015-07-08,1514928971
2015-07-09,1528398157
2015-07-10,1546829675
2015-07-13,1577312569
2015-07-14,1603542037
2015-07-15,1562425574
2015-07-16,1586528328
2015-07-17,1541158438
2015-07-20,1526980348
2015-07-21,1485863885
2015-07-22,1490826217
2015-07-23,1484446076
2015-07-24,1439785091
2015-07-27,1414973433
2015-07-28,1397250820
2015-07-29,1411428910
2015-07-30,1410720006
2015-07-31,1406885558
2015-08-03,1361366612
2015-08-04,1339657577
2015-08-05,1361366612
2015-08-06,1383075648
2015-08-07,1373971859
2015-08-10,1422291970
2015-08-11,1422291970
2015-08-12,1384476231
2015-08-13,1324951456
2015-08-14,1331954370
2015-08-17,1342458743
2015-08-18,1258423766
2015-08-19,1229011525
2015-08-20,1196798117
2015-08-21,1151979463
2015-08-24,1211504238
2015-08-25,1209403364
2015-08-26,1324251164
2015-08-27,1320749707
2015-08-28,1343159034
2015-08-31,1390778854
2015-09-01,1404084392
2015-09-02,1430695467
2015-09-03,1428594593
2015-09-04,1432096050
2015-09-08,1463609166
2015-09-09,1483917619
2015-09-10,1400582934
2015-09-11,1365568361
2015-09-14,1399182351
2015-09-15,1436297799
2015-09-16,1500024323
2015-09-17,1493721699
2015-09-18,1480416162
2015-09-21,1528736273
2015-09-22,1527335690
2015-09-23,1528736273
2015-09-24,1536439479
2015-09-25,1538540353
2015-09-28,1458707126
2015-09-29,1479015579
2015-09-30,1483917619
2015-10-01,1401283226
2015-10-02,1425093136
2015-10-05,1450303628
2015-10-06,1410387015
2015-10-07,1429294884
2015-10-08,1457306543
2015-10-09,1458707126
2015-10-12,1425093136
2015-10-13,1422992261
2015-10-14,1409686723
2015-10-15,1406185266
2015-10-16,1429294884
2015-10-19,1467810915
2015-10-20,1513329861
2015-10-21,1480416162
2015-10-22,1488819659
2015-10-23,1445401588
2015-10-26,1452404503
2015-10-27,1413188181
2015-10-28,1483917619
2015-10-29,1463609166
2015-10-30,1483917619
2015-11-02,1447510791
2015-11-03,1515395001
2015-11-04,1554479850
2015-11-05,1594250397
2015-11-06,1551051354
2015-11-09,1506480913
2015-11-10,1540765868
2015-11-11,1466024667
2015-11-12,1442710897
2015-11-13,1364541200
2015-11-16,1339170334
2015-11-17,1285000105
2015-11-18,1354255714
2015-11-19,1336427537
2015-11-20,1671048696
2015-11-23,1721104730
2015-11-24,1801331524
2015-11-25,1832187984
2015-11-27,1831502285
2015-11-30,1753332588
2015-12-01,1765675171
2015-12-02,1730704518
2015-12-03,1749218393
2015-12-04,1802017224
2015-12-07,1814359807
2015-12-08,1805445719
2015-12-09,1811617011
2015-12-10,1774589260
2015-12-11,1792417436
2015-12-14,1755389685
2015-12-15,1795160233
2015-12-16,1838359276
2015-12-17,1775960658
2015-12-18,1734818712
2015-12-21,1751275490
2015-12-22,1867158638
2015-12-23,1879501221
2015-12-24,1863730142
2015-12-28,1887043911
2015-12-29,1894586601
2015-12-30,1882929717
2015-12-31,1851387558
2016-01-04,1876072726
2016-01-05,1887729611
2016-01-06,1850016160
2016-01-07,1893215203
2016-01-08,1750589791
2016-01-11,1773903561
2016-01-12,1785560445
2016-01-13,1750589791
2016-01-14,1788303242
2016-01-15,1751961190
2016-01-19,1729333119
2016-01-20,1752646889
2016-01-21,1793103135
2016-01-22,1771846463
2016-01-25,1714247739
2016-01-26,1762932375
2016-01-27,1761560977
2016-01-28,1749904092
2016-01-29,1799274427
2016-02-01,1812015357
2016-02-02,1815453717
2016-02-03,1836771544
2016-02-04,1745998858
2016-02-05,1679294688
2016-02-08,1693735797
2016-02-09,1659352204
2016-02-10,1635971360
2016-02-11,1655913844
2016-02-12,1703363203
2016-02-16,1742560499
2016-02-17,1777631764
2016-02-18,1829207154
2016-02-19,1822330435
2016-02-22,1910352434
2016-02-23,1904851059
2016-02-24,1911727777
2016-02-25,1939234652
2016-02-26,1958489464
2016-02-29,1997686760
2016-03-01,2017629244
2016-03-02,2091210133
2016-03-03,2141410179
2016-03-04,2219804772
2016-03-07,2199862288
2016-03-08,2173730757
2016-03-09,2190234882
2016-03-10,2214991069
2016-03-11,2232182865
2016-03-14,2216366412
2016-03-15,2149662242
2016-03-16,2175793772
2016-03-17,2190234882
2016-03-18,2179919804
2016-03-21,2135908804
2016-03-22,2177856788
2016-03-23,2120092352
2016-03-24,2159977320
2016-03-28,2171667741
2016-03-29,2180607475
2016-03-30,2181295147
2016-03-31,2168917054
2016-04-01,2170292398
2016-04-04,2191610225
2016-04-05,2117341664
2016-04-06,2107026586
2016-04-07,2035508713
2016-04-08,1966741526
2016-04-11,1932357933
2016-04-12,1949549730
2016-04-13,1972930573
2016-04-14,1933045605
2016-04-15,1960552479
2016-04-18,1961240151
2016-04-19,1981870307
2016-04-20,2010064854
2016-04-21,1979119620
2016-04-22,1985308667
2016-04-25,1941297667
2016-04-26,1967429198
2016-04-27,1924105871
2016-04-28,1880782543
2016-04-29,1838146888
2016-05-02,1879981732
2016-05-03,1832999462
2016-05-04,1824708473
2016-05-05,1716925617
2016-05-06,1730743932
2016-05-09,1765980635
2016-05-10,1734889427
2016-05-11,1662343274
2016-05-12,1676852504
2016-05-13,1660961442
2016-05-16,1676161589
2016-05-17,1595324447
2016-05-18,1582197048
2016-05-19,1649906790
2016-05-20,1687216240
2016-05-23,1703798218
2016-05-24,1716234702
2016-05-25,1732816679
2016-05-26,1461286793
2016-05-27,1394958882
2016-05-31,1374231410
2016-06-01,1348667527
2016-06-02,1347285696
2016-06-03,1341758370
2016-06-06,1314812656
2016-06-07,1325867308
2016-06-08,1314121740
2016-06-09,1287866942
2016-06-10,1295467015
2016-06-13,1307212583
2016-06-14,1286485110
2016-06-15,1322412729
2016-06-16,1288557858
2016-06-17,1311358077
2016-06-20,1301685257
2016-06-21,1313430824
2016-06-22,1312739909
2016-06-23,1335540128
2016-06-24,1227757272
2016-06-27,1160738445
2016-06-28,1171102182
2016-06-29,1207720716
2016-06-30,1230520935
2016-07-01,1254012071
2016-07-05,1214629873
2016-07-06,1249866576
2016-07-07,1258848481
2016-07-08,1318958150
2016-07-11,1321721813
2016-07-12,1344522033
2016-07-13,1323794560
2016-07-14,1327249139
2016-07-15,1325176392
2016-07-18,1368704084
2016-07-19,1363867673
2016-07-20,1379067820
2016-07-21,1400486208
2016-07-22,1390122472
2016-07-25,1397722545
2016-07-26,1437104742
2016-07-27,1429504669
2016-07-28,1412922691
2016-07-29,1430886500
2016-08-01,1431539354
2016-08-02,1370019797
2016-08-03,1390065495
2016-08-04,1399742729
2016-08-05,1466792134
2016-08-08,1475086905
2016-08-09,1430156892
2016-08-10,1431539354
2016-08-11,1485455370
2016-08-12,1513795840
2016-08-15,1553887237
2016-08-16,1527620460
2016-08-17,1514487071
2016-08-18,1549048620
2016-08-19,1558725854
2016-08-22,1533150308
2016-08-23,1570476780
2016-08-24,1541445079
2016-08-25,1564255702
2016-08-26,1563564471
2016-08-29,1586375093
2016-08-30,1264261457
2016-08-31,1226243754
2016-09-01,1197212053
2016-09-02,1176475123
2016-09-06,1170945275
2016-09-07,1194447129
2016-09-08,1193064667
2016-09-09,1192373436
2016-09-12,1215875289
2016-09-13,1205506824
2016-09-14,1204124362
2016-09-15,1217948982
2016-09-16,1204124362
2016-09-19,1197903284
2016-09-20,1164724197
2016-09-21,1158503118
2016-09-22,1164032966
2016-09-23,1155738194
2016-09-26,1115646797
2016-09-27,1122559107
2016-09-28,1099057254
2016-09-29,1074172939
2016-09-30,1098366023
2016-10-03,1086615096
2016-10-04,1099748485
2016-10-05,1125324031
2016-10-06,1103895871
2016-10-07,1114264335
2016-10-10,1119102952
2016-10-11,1102513409
2016-10-12,1114955566
2016-10-13,1101822178
2016-10-14,1087306327
2016-10-17,1078320324
2016-10-18,1063804474
2016-10-19,1067951860
2016-10-20,1087997558
2016-10-21,1088688789
2016-10-24,1072790477
2016-10-25,1056892164
2016-10-26,1064495705
2016-10-27,1042376314
2016-10-28,1027169232
2016-10-31,1009784460
2016-11-01,1000799383
2016-11-02,1007710981
2016-11-03,1001490543
2016-11-04,1004255182
2016-11-07,1022225337
2016-11-08,1010475620
2016-11-09,1040195491
2016-11-10,1084429718
2016-11-11,1125208146
2016-11-14,1153545698
2016-11-15,1105164512
2016-11-16,1125899306
2016-11-17,1170133533
2016-11-18,1009093300
2016-11-21,1020151857
2016-11-22,1070606522
2016-11-23,1063694924
2016-11-25,1053327527
2016-11-28,1021534177
2016-11-29,1042960130
2016-11-30,993196625
2016-12-01,985593867
2016-12-02,981446909
2016-12-05,1029136935
2016-12-06,1055401007
2016-12-07,1089267837
2016-12-08,1122443507
2016-12-09,1091341316
2016-12-12,1018078378
2016-12-13,998034744
2016-12-14,957256316
2016-12-15,924080646
2016-12-16,919933687
2016-12-19,902654692
2016-12-20,907492811
2016-12-21,887449177
2016-12-22,831465233
2016-12-23,825244795
2016-12-27,829391754
2016-12-28,830082914
2016-12-29,831465233
2016-12-30,829391754
2017-01-03,836994511
2017-01-04,886066857
2017-01-05,841141470
2017-01-06,816259718
2017-01-09,819024357
2017-01-10,828700594
2017-01-11,833538713
2017-01-12,816950877
2017-01-13,821097836
2017-01-17,832847553
2017-01-18,834921032
2017-01-19,812112759
2017-01-20,822480156
2017-01-23,805892321
2017-01-24,814877398
2017-01-25,831465233
2017-01-26,809348120
2017-01-27,785157527
2017-01-30,778937089
2017-01-31,803676161
2017-02-01,786370473
2017-02-02,793984976
2017-02-03,809213982
2017-02-06,798830569
2017-02-07,781524881
2017-02-08,818212940
2017-02-09,847286496
2017-02-10,868745549
2017-02-13,854900999
2017-02-14,868053322
2017-02-15,863207729
2017-02-16,835518628
2017-02-17,844517586
2017-02-21,858362136
2017-02-22,834134173
2017-02-23,801599479
2017-02-24,829288580
2017-02-27,850055406
2017-02-28,827904125
2017-03-01,809213982
2017-03-02,922047069
2017-03-03,847286496
2017-03-06,830673035
2017-03-07,811290664
2017-03-08,818212940
2017-03-09,814751802
2017-03-10,829288580
2017-03-13,808521754
2017-03-14,805752844
2017-03-15,817520712
2017-03-16,834826400
2017-03-17,830673035
2017-03-20,807829527
2017-03-21,791216066
2017-03-22,764219192
2017-03-23,778755970
2017-03-24,782909336
2017-03-27,800907251
2017-03-28,820289622
2017-03-29,850055406
2017-03-30,847286496
2017-03-31,825827442
2017-04-03,786370473
2017-04-04,756604689
2017-04-05,735145636
2017-04-06,735837864
2017-04-07,735145636
2017-04-10,756604689
2017-04-11,777371515
2017-04-12,770449240
2017-04-13,748990187
2017-04-17,757296917
2017-04-18,764219192
2017-04-19,769064785
2017-04-20,809906209
2017-04-21,808521754
2017-04-24,825827442
2017-04-25,815444029
2017-04-26,836903083
2017-04-27,838979765
2017-04-28,829980808
2017-05-01,834650539
2017-05-02,866672161
2017-05-03,859710939
2017-05-04,837435028
2017-05-05,871545017
2017-05-08,879898484
2017-05-09,881986850
2017-05-10,989885794
2017-05-11,981532327
2017-05-12,962737028
2017-05-15,955775805
2017-05-16,942549483
2017-05-17,897997661
2017-05-18,874329506
2017-05-19,867368284
2017-05-22,870152773
2017-05-23,849269106
2017-05-24,924415499
2017-05-25,978051716
2017-05-26,920273572
2017-05-30,925842550
2017-05-31,918185206
2017-06-01,957168050
2017-06-02,934196017
2017-06-05,906351128
2017-06-06,857622573
2017-06-07,840219517
2017-06-08,856230328
2017-06-09,885467461
2017-06-12,878506239
2017-06-13,874329506
2017-06-14,872241139
2017-06-15,872241139
2017-06-16,872241139
2017-06-19,876417872
2017-06-20,849965228
2017-06-21,838827273
2017-06-22,849269106
2017-06-23,855534206
2017-06-26,850661350
2017-06-27,864583795
2017-06-28,856230328
2017-06-29,868760528
2017-06-30,865976039
2017-07-03,888251950
2017-07-05,893124806
2017-07-06,854141961
2017-07-07,846484617
2017-07-10,667581207
2017-07-11,643216929
2017-07-12,618852652
2017-07-13,628598363
2017-07-14,618852652
2017-07-17,645305296
2017-07-18,646001418
2017-07-19,664100596
2017-07-20,669669574
2017-07-21,665492840
2017-07-24,646697540
2017-07-25,666188963
2017-07-26,664100596
2017-07-27,685680385
2017-07-28,684288140
2017-07-31,685544609
2017-08-01,707142051
2017-08-02,691814835
2017-08-03,694601601
2017-08-04,708535435
2017-08-07,712018893
2017-08-08,713412277
2017-08-09,701568518
2017-08-10,681364459
2017-08-11,683454534
2017-08-14,676487618
2017-08-15,652800101
2017-08-16,666733934
2017-08-17,661160401
2017-08-18,673004159
2017-08-21,647226567
2017-08-22,637472884
2017-08-23,669520701
2017-08-24,783778136
2017-08-25,859717529
2017-08-28,878528204
2017-08-29,873651362
2017-08-30,869471212
2017-08-31,887585196
2017-09-01,912666096
2017-09-05,914756171
2017-09-06,948197372
2017-09-07,950287447
2017-09-08,941927147
2017-09-11,950287447
2017-09-12,978851805
2017-09-13,972581580
2017-09-14,979548497
2017-09-15,992088947
2017-09-18,980941880
2017-09-19,976761730
2017-09-20,970491505
2017-09-21,973278272
2017-09-22,993482331
2017-09-25,996269097
2017-09-26,1003236014
2017-09-27,1017169848
2017-09-28,1003932706
2017-09-29,1006022781
2017-10-02,1025530148
2017-10-03,1008809548
2017-10-04,998359172
2017-10-05,1005326089
2017-10-06,1005326089
2017-10-09,947500680
2017-10-10,946803988
2017-10-11,931476771
2017-10-12,907092563
2017-10-13,910576021
2017-10-16,909182638
2017-10-17,909182638
2017-10-18,922419780
2017-10-19,933566846
2017-10-20,958647747
2017-10-23,976761730
2017-10-24,985122030
2017-10-25,994875714
2017-10-26,1016473156
2017-10-27,992785639
2017-10-30,950287447
2017-10-31,935807147
2017-11-01,831983420
2017-11-02,841738669
2017-11-03,823621778
2017-11-06,829196206
2017-11-07,814563332
2017-11-08,816653742
2017-11-09,848706705
2017-11-10,875185239
2017-11-13,860552365
2017-11-14,861945972
2017-11-15,881456471
2017-11-16,874488436
2017-11-17,1083529496
2017-11-20,1187353223
2017-11-21,1159481081
2017-11-22,1158087474
2017-11-24,1165752313
2017-11-27,1149029028
2017-11-28,1235432667
2017-11-29,1233342256
2017-11-30,1209650936
2017-12-01,1210347739
2017-12-04,1204773311
2017-12-05,1194321258
2017-12-06,1229858238
2017-12-07,1239613488
2017-12-08,1254943165
2017-12-11,1247975130
2017-12-12,1215922168
2017-12-13,1229858238
2017-12-14,1182475598
2017-12-15,1164358706
2017-12-18,1242400702
2017-12-19,1238219881
2017-12-20,1245884720
2017-12-21,1274453664
2017-12-22,1267485629
2017-12-26,1326017126
2017-12-27,1270969647
2017-12-28,1269576040
2017-12-29,1214528560
2018-01-02,1268182433
2018-01-03,1291176949
2018-01-04,1268182433
2018-01-05,1273756861
2018-01-08,1275847272
2018-01-09,1220799792
2018-01-10,1273756861
2018-01-11,1329501144
2018-01-12,1330894751
2018-01-16,1295357771
2018-01-17,1314171466
2018-01-18,1320442698
2018-01-19,1388032641
2018-01-22,1562930328
2018-01-23,1606828951
2018-01-24,1522515723
2018-01-25,1498824403
2018-01-26,1547600650
2018-01-29,1523909330
2018-01-30,1486978743
2018-01-31,1442595745
2018-02-01,1429360921
2018-02-02,1430754061
2018-02-05,1381297615
2018-02-06,1419608946
2018-02-07,1501107595
2018-02-08,1402194705
2018-02-09,1438416327
2018-02-12,1406374123
2018-02-13,1456527138
2018-02-14,1532453230
2018-02-15,1538722356
2018-02-16,1526880672
2018-02-20,1497624747
2018-02-21,1489962481
2018-02-22,1492748759
2018-02-23,1457920277
2018-02-26,1471155100
2018-02-27,1456527138
2018-02-28,1437023187
2018-03-01,1412643250
2018-03-02,1440506036
2018-03-05,1440506036
2018-03-06,1487176202
2018-03-07,1664104893
2018-03-08,1556833167
2018-03-09,1553350319
2018-03-12,1524094394
2018-03-13,1542901774
2018-03-14,1535936078
2018-03-15,1535936078
2018-03-16,1565888573
2018-03-19,1577033687
2018-03-20,1597234207
2018-03-21,1636938677
2018-03-22,1607682752
2018-03-23,1619524436
2018-03-26,1696147097
2018-03-27,1643207804
2018-03-28,1646690652
2018-03-29,1686395122
2018-04-02,1656442627
2018-04-03,1732368719
2018-04-04,1831978179
2018-04-05,1857751256
2018-04-06,1905117992
2018-04-09,1905814562
2018-04-10,1957360716
2018-04-11,1958057286
2018-04-12,1994975477
2018-04-13,1988009781
2018-04-16,1953181298
2018-04-17,1989402920
2018-04-18,1964326413
2018-04-19,1912083689
2018-04-20,1849392420
2018-04-23,1864020383
2018-04-24,1882131194
2018-04-25,1802722254
2018-04-26,1875862067
2018-04-27,1781825164
2018-04-30,1771793504
2018-05-01,1757270606
2018-05-02,1789774234
2018-05-03,1822277862
2018-05-04,1756579040
2018-05-07,1744822408
2018-05-08,1797381466
2018-05-09,1818820029
2018-05-10,1806371831
2018-05-11,1784241702
2018-05-14,1750354941
2018-05-15,1789082667
2018-05-16,1877603186
2018-05-17,1874145353
2018-05-18,1871379087
2018-05-21,1812595930
2018-05-22,1752429640
2018-05-23,1760036872
2018-05-24,1793232067
2018-05-25,1760036872
2018-05-29,1755195906
2018-05-30,1780092302
2018-05-31,1649386224
2018-06-01,1505540381
2018-06-04,1661834422
2018-06-05,1710244081
2018-06-06,1751046507
2018-06-07,1697795883
2018-06-08,1816745330
2018-06-11,1829193527
2018-06-12,1842333292
2018-06-13,1798073033
2018-06-14,1769718804
2018-06-15,1752429640
2018-06-18,1783550135
2018-06-19,1778017603
2018-06-20,1903882715
2018-06-21,1908032114
2018-06-22,1931545377
2018-06-25,1836109193
2018-06-26,1847174258
2018-06-27,1748280241
2018-06-28,1771101937
2018-06-29,1692954917
2018-07-02,1694338050
2018-07-03,1712318780
2018-07-05,1728916378
2018-07-06,1798073033
2018-07-09,1788391101
2018-07-10,1753121207
2018-07-11,1737215176
2018-07-12,1696412750
2018-07-13,1739981442
2018-07-16,1768335671
2018-07-17,1822969428
2018-07-18,1839567026
2018-07-19,1858239323
2018-07-20,1809138097
2018-07-23,1799456166
2018-07-24,1687422384
2018-07-25,1672207920
2018-07-26,1668750088
2018-07-27,1600976566
2018-07-30,1630713927
2018-07-31,1609653912
2018-08-01,1601500325
2018-08-02,1643627190
2018-08-03,1694587107
2018-08-06,1752341679
2018-08-07,1787673888
2018-08-08,1760495266
2018-08-09,1772046181
2018-08-10,1844069530
2018-08-13,1815531976
2018-08-14,1988116229
