,LUV
2004-08-24,11605660000
2004-08-25,11722810000
2004-08-26,11949300000
2004-08-27,11480700000
2004-08-30,11629090000
2004-08-31,11574420000
2004-09-01,11426030000
2004-09-02,11707190000
2004-09-03,11129250000
2004-09-07,11285450000
2004-09-08,11137060000
2004-09-09,10879330000
2004-09-10,11191730000
2004-09-13,11121440000
2004-09-14,11238590000
2004-09-15,11051150000
2004-09-16,11199540000
2004-09-17,11332310000
2004-09-20,11113630000
2004-09-21,11098010000
2004-09-22,10918380000
2004-09-23,10832470000
2004-09-24,10785610000
2004-09-27,10418540000
2004-09-28,10809040000
2004-09-29,10668460000
2004-09-30,10596360000
2004-10-01,10775300000
2004-10-04,11055380000
2004-10-05,10876440000
2004-10-06,10884220000
2004-10-07,10798640000
2004-10-08,10744180000
2004-10-11,10573020000
2004-10-12,10588580000
2004-10-13,10557460000
2004-10-14,11000920000
2004-10-15,11187640000
2004-10-18,11187640000
2004-10-19,10977580000
2004-10-20,11094280000
2004-10-21,11281000000
2004-10-22,11281000000
2004-10-25,11389920000
2004-10-26,11592200000
2004-10-27,11856720000
2004-10-28,12284620000
2004-10-29,12269060000
2004-11-01,12027880000
2004-11-02,12416880000
2004-11-03,12230160000
2004-11-04,12603600000
2004-11-05,12580260000
2004-11-08,12556920000
2004-11-09,12463560000
2004-11-10,12121240000
2004-11-11,12362420000
2004-11-12,12448000000
2004-11-15,12525800000
2004-11-16,12315740000
2004-11-17,12136800000
2004-11-18,12315740000
2004-11-19,11934520000
2004-11-22,11942300000
2004-11-23,12129020000
2004-11-24,12409100000
2004-11-26,12214600000
2004-11-29,12152360000
2004-11-30,12237940000
2004-12-01,12696960000
2004-12-02,12681400000
2004-12-03,12541360000
2004-12-06,12331300000
2004-12-07,12237940000
2004-12-08,12167920000
2004-12-09,12230160000
2004-12-10,12222380000
2004-12-13,12385760000
2004-12-14,12455780000
2004-12-15,12307960000
2004-12-16,12276840000
2004-12-17,12292400000
2004-12-20,12121240000
2004-12-21,12222380000
2004-12-22,12315740000
2004-12-23,12206820000
2004-12-27,12175700000
2004-12-28,12354640000
2004-12-29,12541360000
2004-12-30,12728080000
2004-12-31,12763520000
2005-01-03,12598880000
2005-01-04,12238240000
2005-01-05,12238240000
2005-01-06,12144160000
2005-01-07,12199040000
2005-01-10,12277440000
2005-01-11,12089280000
2005-01-12,11971680000
2005-01-13,11744320000
2005-01-14,11744320000
2005-01-18,11760000000
2005-01-19,11281760000
2005-01-20,11023040000
2005-01-21,10850560000
2005-01-24,10811360000
2005-01-25,11172000000
2005-01-26,11281760000
2005-01-27,11211200000
2005-01-28,11156320000
2005-01-31,11352320000
2005-02-01,11407200000
2005-02-02,11407200000
2005-02-03,11446400000
2005-02-04,11603200000
2005-02-07,11634560000
2005-02-08,11571840000
2005-02-09,11234720000
2005-02-10,11407200000
2005-02-11,11352320000
2005-02-14,11179840000
2005-02-15,11211200000
2005-02-16,11211200000
2005-02-17,11156320000
2005-02-18,11046560000
2005-02-22,10811360000
2005-02-23,11046560000
2005-02-24,11070080000
2005-02-25,11156320000
2005-02-28,10858400000
2005-03-01,11132800000
2005-03-02,11062240000
2005-03-03,11297440000
2005-03-04,11579680000
2005-03-07,11603200000
2005-03-08,11603200000
2005-03-09,11360160000
2005-03-10,11172000000
2005-03-11,11124960000
2005-03-14,11172000000
2005-03-15,11203360000
2005-03-16,11124960000
2005-03-17,11226880000
2005-03-18,11368000000
2005-03-21,11219040000
2005-03-22,11070080000
2005-03-23,11352320000
2005-03-24,11117120000
2005-03-28,11132800000
2005-03-29,10999520000
2005-03-30,11289600000
2005-03-31,11192640000
2005-04-01,11004000000
2005-04-04,11027580000
2005-04-05,11239800000
2005-04-06,11176920000
2005-04-07,11420580000
2005-04-08,11365560000
2005-04-11,11279100000
2005-04-12,11507040000
2005-04-13,11569920000
2005-04-14,11742840000
2005-04-15,11632800000
2005-04-18,11679960000
2005-04-19,11672100000
2005-04-20,11349840000
2005-04-21,11766420000
2005-04-22,11397000000
2005-04-25,11546340000
2005-04-26,11444160000
2005-04-27,11617080000
2005-04-28,11459880000
2005-04-29,11695680000
2005-05-02,11790000000
2005-05-03,11782140000
2005-05-04,12183000000
2005-05-05,12041520000
2005-05-06,12017940000
2005-05-09,12088680000
2005-05-10,11750700000
2005-05-11,11711400000
2005-05-12,11420580000
2005-05-13,11687820000
2005-05-16,11797860000
2005-05-17,11790000000
2005-05-18,11782140000
2005-05-19,11624940000
2005-05-20,11742840000
2005-05-23,11703540000
2005-05-24,11554200000
2005-05-25,11397000000
2005-05-26,11522760000
2005-05-27,11483460000
2005-05-31,11436300000
2005-06-01,11397000000
2005-06-02,11538480000
2005-06-03,11467740000
2005-06-06,11514900000
2005-06-07,11483460000
2005-06-08,11428440000
2005-06-09,11357700000
2005-06-10,11302680000
2005-06-13,11326260000
2005-06-14,11263380000
2005-06-15,11200500000
2005-06-16,11208360000
2005-06-17,11059020000
2005-06-20,11263380000
2005-06-21,11294820000
2005-06-22,11286960000
2005-06-23,10846800000
2005-06-24,10893960000
2005-06-27,10823220000
2005-06-28,11043300000
2005-06-29,10972560000
2005-06-30,10990770000
2005-07-01,10896090000
2005-07-05,10872420000
2005-07-06,10722510000
2005-07-07,10864530000
2005-07-08,10998660000
2005-07-11,11038110000
2005-07-12,10809300000
2005-07-13,11030220000
2005-07-14,11377380000
2005-07-15,11219580000
2005-07-18,11503620000
2005-07-19,11385270000
2005-07-20,11519400000
2005-07-21,11361600000
2005-07-22,11361600000
2005-07-25,11251140000
2005-07-26,11251140000
2005-07-27,11211690000
2005-07-28,11251140000
2005-07-29,11195910000
2005-08-01,11140680000
2005-08-02,11211690000
2005-08-03,11298480000
2005-08-04,11109120000
2005-08-05,11014440000
2005-08-08,11006550000
2005-08-09,10943430000
2005-08-10,10856640000
2005-08-11,10809300000
2005-08-12,10761960000
2005-08-15,10793520000
2005-08-16,10706730000
2005-08-17,10896090000
2005-08-18,10761960000
2005-08-19,10722510000
2005-08-22,10730400000
2005-08-23,10659390000
2005-08-24,10619940000
2005-08-25,10722510000
2005-08-26,10659390000
2005-08-29,10604160000
2005-08-30,10477920000
2005-08-31,10509480000
2005-09-01,10367460000
2005-09-02,10659390000
2005-09-06,10982880000
2005-09-07,10832970000
2005-09-08,10864530000
2005-09-09,10856640000
2005-09-12,11069670000
2005-09-13,10888200000
2005-09-14,10761960000
2005-09-15,10888200000
2005-09-16,11519400000
2005-09-19,11266920000
2005-09-20,11203800000
2005-09-21,11219580000
2005-09-22,11266920000
2005-09-23,11464170000
2005-09-26,11377380000
2005-09-27,11479950000
2005-09-28,11487840000
2005-09-29,11456280000
2005-09-30,11924550000
2005-10-03,11900460000
2005-10-04,11916520000
2005-10-05,12053030000
2005-10-06,12213630000
2005-10-07,12173480000
2005-10-10,12069090000
2005-10-11,11796070000
2005-10-12,11804100000
2005-10-13,11876370000
2005-10-14,12462560000
2005-10-17,12261810000
2005-10-18,12261810000
2005-10-19,12510740000
2005-10-20,12101210000
2005-10-21,12687400000
2005-10-24,12767700000
2005-10-25,12382260000
2005-10-26,12510740000
2005-10-27,12398320000
2005-10-28,12647250000
2005-10-31,12856030000
2005-11-01,12872090000
2005-11-02,13185260000
2005-11-03,13169199999
2005-11-04,13088900000
2005-11-07,12992540000
2005-11-08,13072840000
2005-11-09,13161170000
2005-11-10,13345860000
2005-11-11,13418130000
2005-11-14,13450250000
2005-11-15,13209350000
2005-11-16,12928300000
2005-11-17,13193290000
2005-11-18,13281620000
2005-11-21,13209350000
2005-11-22,13080870000
2005-11-23,13321770000
2005-11-25,13193290000
2005-11-28,13281620000
2005-11-29,12831940000
2005-11-30,13249500000
2005-12-01,13265560000
2005-12-02,13321770000
2005-12-05,13329800000
2005-12-06,13265560000
2005-12-07,13193290000
2005-12-08,13201320000
2005-12-09,13088900000
2005-12-12,13096929999
2005-12-13,13016630000
2005-12-14,13056780000
2005-12-15,13337830000
2005-12-16,13506460000
2005-12-19,13297679999
2005-12-20,13233440000
2005-12-21,13273590000
2005-12-22,13345860000
2005-12-23,13313739999
2005-12-27,13257530000
2005-12-28,13337830000
2005-12-29,13281620000
2005-12-30,13193290000
2006-01-03,13193290000
2006-01-04,13602820000
2006-01-05,13642969999
2006-01-06,13731300000
2006-01-09,13755390000
2006-01-10,13691150000
2006-01-11,13450250000
2006-01-12,13137080000
2006-01-13,13145110000
2006-01-17,12743610000
2006-01-18,13458280000
2006-01-19,12976480000
2006-01-20,13016630000
2006-01-23,13040719999
2006-01-24,13145110000
2006-01-25,13169199999
2006-01-26,13088900000
2006-01-27,13104960000
2006-01-30,13177230000
2006-01-31,13217380000
2006-02-01,13032690000
2006-02-02,13265560000
2006-02-03,13193290000
2006-02-06,13281620000
2006-02-07,12968449999
2006-02-08,13121020000
2006-02-09,13257530000
2006-02-10,13185260000
2006-02-13,13209350000
2006-02-14,13498429999
2006-02-15,13514489999
2006-02-16,13506460000
2006-02-17,13498429999
2006-02-21,13402070000
2006-02-22,13514489999
2006-02-23,13506460000
2006-02-24,13353890000
2006-02-27,13530550000
2006-02-28,13466310000
2006-03-01,13675090000
2006-03-02,13522520000
2006-03-03,13651000000
2006-03-06,13466310000
2006-03-07,13659030000
2006-03-08,13659030000
2006-03-09,13675090000
2006-03-10,13755390000
2006-03-13,13763420000
2006-03-14,14028410000
2006-03-15,14052500000
2006-03-16,14020380000
2006-03-17,14132800000
2006-03-20,14229160000
2006-03-21,14140830000
2006-03-22,14269310000
2006-03-23,14148860000
2006-03-24,14172949999
2006-03-27,14028410000
2006-03-28,14084620000
2006-03-29,14429910000
2006-03-30,14301429999
2006-03-31,14356019999
2006-04-03,14324100000
2006-04-04,14300160000
2006-04-05,14340060000
2006-04-06,14124600000
2006-04-07,14116620000
2006-04-10,13957019999
2006-04-11,13781460000
2006-04-12,13980960000
2006-04-13,14100660000
2006-04-17,13534080000
2006-04-18,13949040000
2006-04-19,13853280000
2006-04-20,13151040000
2006-04-21,12768000000
2006-04-24,13230839999
2006-04-25,12959519999
2006-04-26,12935580000
2006-04-27,13103160000
2006-04-28,12943560000
2006-05-01,13095180000
2006-05-02,13095180000
2006-05-03,13174980000
2006-05-04,13454280000
2006-05-05,13254780000
2006-05-08,13039320000
2006-05-09,13214879999
2006-05-10,13119120000
2006-05-11,12951540000
2006-05-12,12807900000
2006-05-15,12975480000
2006-05-16,12903660000
2006-05-17,12432840000
2006-05-18,12432840000
2006-05-19,12464760000
2006-05-22,12488700000
2006-05-23,12281220000
2006-05-24,12416880000
2006-05-25,12456780000
2006-05-26,12568500000
2006-05-30,12480720000
2006-05-31,12847800000
2006-06-01,12688200000
2006-06-02,12616380000
2006-06-05,12544560000
2006-06-06,12544560000
2006-06-07,12592440000
2006-06-08,12504660000
2006-06-09,12480720000
2006-06-12,12177480000
2006-06-13,12113640000
2006-06-14,12369000000
2006-06-15,12879720000
2006-06-16,13007400000
2006-06-19,13007400000
2006-06-20,13007400000
2006-06-21,13111140000
2006-06-22,13127100000
2006-06-23,13119120000
2006-06-26,13143060000
2006-06-27,12903660000
2006-06-28,12736080000
2006-06-29,12895680000
2006-06-30,12915930000
2006-07-03,12994830000
2006-07-05,13097400000
2006-07-06,13357770000
2006-07-07,13397220000
2006-07-10,13704930000
2006-07-11,13397220000
2006-07-12,13389330000
2006-07-13,12900150000
2006-07-14,12655560000
2006-07-17,12505650000
2006-07-18,12576660000
2006-07-19,13602359999
2006-07-20,13618140000
2006-07-21,13523460000
2006-07-24,13760160000
2006-07-25,14020530000
2006-07-26,14083650000
2006-07-27,14320349999
2006-07-28,14320349999
2006-07-31,14194109999
2006-08-01,13839060000
2006-08-02,13925849999
2006-08-03,14170440000
2006-08-04,14178330000
2006-08-07,13957410000
2006-08-08,13728599999
2006-08-09,13334099999
2006-08-10,13365660000
2006-08-11,12868589999
2006-08-14,12971160000
2006-08-15,13405109999
2006-08-16,14012640000
2006-08-17,13768050000
2006-08-18,13626030000
2006-08-21,13586580000
2006-08-22,13641810000
2006-08-23,13610250000
2006-08-24,13531349999
2006-08-25,13373550000
2006-08-28,13641810000
2006-08-29,13728599999
2006-08-30,13697040000
2006-08-31,13665480000
2006-09-01,13586580000
2006-09-05,13681260000
2006-09-06,13318320000
2006-09-07,12939599999
2006-09-08,13002720000
2006-09-11,12876480000
2006-09-12,13310430000
2006-09-13,13176300000
2006-09-14,13168410000
2006-09-15,13026390000
2006-09-18,13010609999
2006-09-19,13184190000
2006-09-20,13231530000
2006-09-21,12931710000
2006-09-22,12955380000
2006-09-25,13089510000
2006-09-26,13294650000
2006-09-27,13121070000
2006-09-28,13128960000
2006-09-29,13144740000
2006-10-02,13155081900
2006-10-03,13147279360
2006-10-04,13100464122
2006-10-05,13084859043
2006-10-06,13069253964
2006-10-09,13077056503
2006-10-10,12842980313
2006-10-11,12874190472
2006-10-12,13092661583
2006-10-13,12827375233
2006-10-16,12928808249
2006-10-17,12757152376
2006-10-18,12905400630
2006-10-19,12499668567
2006-10-20,12304605075
2006-10-23,12203172059
2006-10-24,12132949202
2006-10-25,11898873012
2006-10-26,12117344123
2006-10-27,11914478091
2006-10-30,11774032377
2006-10-31,11727217139
2006-11-01,11649191742
2006-11-02,11508746028
2006-11-03,11407313012
2006-11-06,11656994281
2006-11-07,11969095869
2006-11-08,11937885710
2006-11-09,11664796821
2006-11-10,11875465392
2006-11-13,12054923805
2006-11-14,11891070472
2006-11-15,12437248249
2006-11-16,12452853329
2006-11-17,12351420313
2006-11-20,12257789837
2006-11-21,12343617773
2006-11-22,12484063488
2006-11-24,12679126980
2006-11-27,12335815234
2006-11-28,12312407615
2006-11-29,12288999996
2006-11-30,12257789837
2006-12-01,12054923805
2006-12-04,12249987297
2006-12-05,12195369519
2006-12-06,12101739043
2006-12-07,11984700948
2006-12-08,12171961900
2006-12-11,12374827932
2006-12-12,12101739043
2006-12-13,12437248249
2006-12-14,12288999996
2006-12-15,12398235551
2006-12-18,12343617773
2006-12-19,12367025392
2006-12-20,12062726345
2006-12-21,11961293329
2006-12-22,11914478091
2006-12-26,11930083170
2006-12-27,12101739043
2006-12-28,12101739043
2006-12-29,11953490789
2007-01-03,12198720000
2007-01-04,12387360000
2007-01-05,12183000000
2007-01-08,12403080000
2007-01-09,12426660000
2007-01-10,12615300000
2007-01-11,12693899999
2007-01-12,12748920000
2007-01-16,13024020000
2007-01-17,12497400000
2007-01-18,12450240000
2007-01-19,12505260000
2007-01-22,12190860000
2007-01-23,12080820000
2007-01-24,12017940000
2007-01-25,11892180000
2007-01-26,11852880000
2007-01-29,11900040000
2007-01-30,11900040000
2007-01-31,11868600000
2007-02-01,12065100000
2007-02-02,11994360000
2007-02-05,11813580000
2007-02-06,11955060000
2007-02-07,11892180000
2007-02-08,11915760000
2007-02-09,11907900000
2007-02-12,12395220000
2007-02-13,12418800000
2007-02-14,12646740000
2007-02-15,12387360000
2007-02-16,12340200000
2007-02-20,12293040000
2007-02-21,12269460000
2007-02-22,12269460000
2007-02-23,12104400000
2007-02-26,12065100000
2007-02-27,11868600000
2007-02-28,11884320000
2007-03-01,12057240000
2007-03-02,11947200000
2007-03-05,11860740000
2007-03-06,11829300000
2007-03-07,11750700000
2007-03-08,11907900000
2007-03-09,11845020000
2007-03-12,11837160000
2007-03-13,11617080000
2007-03-14,11695680000
2007-03-15,11711400000
2007-03-16,11790000000
2007-03-19,11790000000
2007-03-20,11884320000
2007-03-21,11994360000
2007-03-22,11774280000
2007-03-23,11790000000
2007-03-26,11695680000
2007-03-27,11679960000
2007-03-28,11546340000
2007-03-29,11499180000
2007-03-30,11554200000
2007-04-02,11342750000
2007-04-03,11596520000
2007-04-04,11611900000
2007-04-05,11596520000
2007-04-09,11634970000
2007-04-10,11542690000
2007-04-11,11719560000
2007-04-12,11688800000
2007-04-13,11658040000
2007-04-16,11758010000
2007-04-17,11688800000
2007-04-18,12042540000
2007-04-19,11819530000
2007-04-20,11511930000
2007-04-23,11350440000
2007-04-24,11173570000
2007-04-25,11188950000
2007-04-26,11158190000
2007-04-27,10989010000
2007-04-30,11035150000
2007-05-01,10965940000
2007-05-02,11196640000
2007-05-03,11158190000
2007-05-04,11288920000
2007-05-07,11342750000
2007-05-08,11296610000
2007-05-09,11181260000
2007-05-10,11012080000
2007-05-11,11004390000
2007-05-14,11035150000
2007-05-15,10935180000
2007-05-16,11088980000
2007-05-17,11042840000
2007-05-18,11158190000
2007-05-21,11065910000
2007-05-22,11158190000
2007-05-23,11142810000
2007-05-24,11127430000
2007-05-25,11127430000
2007-05-29,10958250000
2007-05-30,11035150000
2007-05-31,11004390000
2007-06-01,10965940000
2007-06-04,10973630000
2007-06-05,10912110000
2007-06-06,10935180000
2007-06-07,10865970000
2007-06-08,11158190000
2007-06-11,11173570000
2007-06-12,11127430000
2007-06-13,11035150000
2007-06-14,11265850000
2007-06-15,11181260000
2007-06-18,11158190000
2007-06-19,11304300000
2007-06-20,11442720000
2007-06-21,11442720000
2007-06-22,11573450000
2007-06-25,11535000000
2007-06-26,11258160000
2007-06-27,11404270000
2007-06-28,11481170000
2007-06-29,11465790000
2007-07-02,11040660000
2007-07-03,11173680000
2007-07-05,11365820000
2007-07-06,11491450000
2007-07-09,11491450000
2007-07-10,11336260000
2007-07-11,11491450000
2007-07-12,11454500000
2007-07-13,11454500000
2007-07-16,11550570000
2007-07-17,11521010000
2007-07-18,11617080000
2007-07-19,12119599999
2007-07-20,12082650000
2007-07-23,12134380000
2007-07-24,12038310000
2007-07-25,12038310000
2007-07-26,11565350000
2007-07-27,11572740000
2007-07-30,11824000000
2007-07-31,11572740000
2007-08-01,11654030000
2007-08-02,11750100000
2007-08-03,11528400000
2007-08-06,11646640000
2007-08-07,11787050000
2007-08-08,12267400000
2007-08-09,12267400000
2007-08-10,11964410000
2007-08-13,11787050000
2007-08-14,11654030000
2007-08-15,11225410000
2007-08-16,11210630000
2007-08-17,11114560000
2007-08-20,11158900000
2007-08-21,11291920000
2007-08-22,11447110000
2007-08-23,11291920000
2007-08-24,11469280000
2007-08-27,11254970000
2007-08-28,11085000000
2007-08-29,11299310000
2007-08-30,11158900000
2007-08-31,11166290000
2007-09-04,11306700000
2007-09-05,11151510000
2007-09-06,11195850000
2007-09-07,10951980000
2007-09-10,10833740000
2007-09-11,11003710000
2007-09-12,10693330000
2007-09-13,10648990000
2007-09-14,10538140000
2007-09-17,10796790000
2007-09-18,11136730000
2007-09-19,11181070000
2007-09-20,11166290000
2007-09-21,11336260000
2007-09-24,11077610000
2007-09-25,10944590000
2007-09-26,11011100000
2007-09-27,10900250000
2007-09-28,10937200000
2007-10-01,10841070000
2007-10-02,10958350000
2007-10-03,10863060000
2007-10-04,10811750000
2007-10-05,10936360000
2007-10-08,10958350000
2007-10-09,10965680000
2007-10-10,10936360000
2007-10-11,10760440000
2007-10-12,10753110000
2007-10-15,10679810000
2007-10-16,10635830000
2007-10-17,10672480000
2007-10-18,10503890000
2007-10-19,10232680000
2007-10-22,10283990000
2007-10-23,10423260000
2007-10-24,10320640000
2007-10-25,10130060000
2007-10-26,10181370000
2007-10-29,10144720000
2007-10-30,10262000000
2007-10-31,10415930000
2007-11-01,10093410000
2007-11-02,10240010000
2007-11-05,10181370000
2007-11-06,9990790000
2007-11-07,9726910000
2007-11-08,9712250000
2007-11-09,9697590000
2007-11-12,10525880000
2007-11-13,10643160000
2007-11-14,10540540000
2007-11-15,10364620000
2007-11-16,10254670000
2007-11-19,9873510000
2007-11-20,9726910000
2007-11-21,9895500000
2007-11-23,10064090000
2007-11-26,9807540000
2007-11-27,9836860000
2007-11-28,10130060000
2007-11-29,9858850000
2007-11-30,10371950000
2007-12-03,10071420000
2007-12-04,10115400000
2007-12-05,10064090000
2007-12-06,10232680000
2007-12-07,10467240000
2007-12-10,10423260000
2007-12-11,9968800000
2007-12-12,9763560000
2007-12-13,9814870000
2007-12-14,9704920000
2007-12-17,9404390000
2007-12-18,9404390000
2007-12-19,9499680000
2007-12-20,9411720000
2007-12-21,9191820000
2007-12-24,9426380000
2007-12-26,9250460000
2007-12-27,9067210000
2007-12-28,8964590000
2007-12-31,8942600000
2008-01-02,8649400000
2008-01-03,8502800000
2008-01-04,8370860000
2008-01-07,8700710000
2008-01-08,8290230000
2008-01-09,8260910000
2008-01-10,8905950000
2008-01-11,8576099999
2008-01-14,8664060000
2008-01-15,8876630000
2008-01-16,8854640000
2008-01-17,8737360000
2008-01-18,8847310000
2008-01-22,8781340000
2008-01-23,9353080000
2008-01-24,8759350000
2008-01-25,8803330000
2008-01-28,8920610000
2008-01-29,8869300000
2008-01-30,8708040000
2008-01-31,8590760000
2008-02-01,8927940000
2008-02-04,8730030000
2008-02-05,8583430000
2008-02-06,8766680000
2008-02-07,9455700000
2008-02-08,9382400000
2008-02-11,9389730000
2008-02-12,9353080000
2008-02-13,9587640000
2008-02-14,9265120000
2008-02-15,9272450000
2008-02-19,9147840000
2008-02-20,9375070000
2008-02-21,9257790000
2008-02-22,9433710000
2008-02-25,9507010000
2008-02-26,9492350000
2008-02-27,9345750000
2008-02-28,9199150000
2008-02-29,8986580000
2008-03-03,8964590000
2008-03-04,9265120000
2008-03-05,9521670000
2008-03-06,9162500000
2008-03-07,8935270000
2008-03-10,8847310000
2008-03-11,9089200000
2008-03-12,8422170000
2008-03-13,8576099999
2008-03-14,8532120000
2008-03-17,8480810000
2008-03-18,8913280000
2008-03-19,8620080000
2008-03-20,8986580000
2008-03-24,8927940000
2008-03-25,9133180000
2008-03-26,8649400000
2008-03-27,8935270000
2008-03-28,8817990000
2008-03-31,9076800000
2008-04-01,9333000000
2008-04-02,9354960000
2008-04-03,9303720000
2008-04-04,9267120000
2008-04-07,9311040000
2008-04-08,9274440000
2008-04-09,9150000000
2008-04-10,9472080000
2008-04-11,9259800000
2008-04-14,9303720000
2008-04-15,9040200000
2008-04-16,9150000000
2008-04-17,9230520000
2008-04-18,9201240000
2008-04-21,9003600000
2008-04-22,8622960000
2008-04-23,8908440000
2008-04-24,9296400000
2008-04-25,9318360000
2008-04-28,9450120000
2008-04-29,9764880000
2008-04-30,9691680000
2008-05-01,9896640000
2008-05-02,9845400000
2008-05-05,9808800000
2008-05-06,9786840000
2008-05-07,9508680000
2008-05-08,9684360000
2008-05-09,9508680000
2008-05-12,9735600000
2008-05-13,9603840000
2008-05-14,9882000000
2008-05-15,9845400000
2008-05-16,9801480000
2008-05-19,9677040000
2008-05-20,9516000000
2008-05-21,9098760000
2008-05-22,9157320000
2008-05-23,8974320000
2008-05-27,9237840000
2008-05-28,9333000000
2008-05-29,9647760000
2008-05-30,9559920000
2008-06-02,9508680000
2008-06-03,9896640000
2008-06-04,9947880000
2008-06-05,10401720000
2008-06-06,10013760000
2008-06-09,10387080000
2008-06-10,10182120000
2008-06-11,9882000000
2008-06-12,9911280000
2008-06-13,10467600000
2008-06-16,10248000000
2008-06-17,10467600000
2008-06-18,10350480000
2008-06-19,10833600000
2008-06-20,10328520000
2008-06-23,10167480000
2008-06-24,10152840000
2008-06-25,10306560000
2008-06-26,9816120000
2008-06-27,9757560000
2008-06-30,9597440000
2008-07-01,9560640000
2008-07-02,9457600000
2008-07-03,9604800000
2008-07-07,9678400000
2008-07-08,10267200000
2008-07-09,9899200000
2008-07-10,9869760000
2008-07-11,9715200000
2008-07-14,10024320000
2008-07-15,10120000000
2008-07-16,10760320000
2008-07-17,11032640000
2008-07-18,11150400000
2008-07-21,10892800000
2008-07-22,11547840000
2008-07-23,11687680000
2008-07-24,10966400000
2008-07-25,11187200000
2008-07-28,11054720000
2008-07-29,11599360000
2008-07-30,11496320000
2008-07-31,11474240000
2008-08-01,11636160000
2008-08-04,11834879999
2008-08-05,12121920000
2008-08-06,12114560000
2008-08-07,11157760000
2008-08-08,11628800000
2008-08-11,11238720000
2008-08-12,10863360000
2008-08-13,10826560000
2008-08-14,10929600000
2008-08-15,11511040000
2008-08-18,11201920000
2008-08-19,11040000000
2008-08-20,10885440000
2008-08-21,10944320000
2008-08-22,11224000000
2008-08-25,10900160000
2008-08-26,10870720000
2008-08-27,11076800000
2008-08-28,11400640000
2008-08-29,11209280000
2008-09-02,11341760000
2008-09-03,11569920000
2008-09-04,11488960000
2008-09-05,11584640000
2008-09-08,11636160000
2008-09-09,11481600000
2008-09-10,11709760000
2008-09-11,11923200000
2008-09-12,11915840000
2008-09-15,11812800000
2008-09-16,12077760000
2008-09-17,11488960000
2008-09-18,11481600000
2008-09-19,11540480000
2008-09-22,10863360000
2008-09-23,11209280000
2008-09-24,10848640000
2008-09-25,11010560000
2008-09-26,10723520000
2008-09-29,10407040000
2008-09-30,10708380000
2008-10-01,10479600000
2008-10-02,9881820000
2008-10-03,9918720000
2008-10-06,9453780000
2008-10-07,9010980000
2008-10-08,8553420000
2008-10-09,8671500000
2008-10-10,8767440000
2008-10-13,9232380000
2008-10-14,9092160000
2008-10-15,8531280000
2008-10-16,9217620000
2008-10-17,8996220000
2008-10-20,9520200000
2008-10-21,9357840000
2008-10-22,8856000000
2008-10-23,8752680000
2008-10-24,8095860000
2008-10-27,7867080000
2008-10-28,8206559999
2008-10-29,7999920000
2008-10-30,8295120000
2008-10-31,8693640000
2008-11-03,8708400000
2008-11-04,8892900000
2008-11-05,8649360000
2008-11-06,8184420000
2008-11-07,8332019999
2008-11-10,8191800000
2008-11-11,8014680000
2008-11-12,7357860000
2008-11-13,7734240000
2008-11-14,7498080000
2008-11-17,7306200000
2008-11-18,7247160000
2008-11-19,6398460000
2008-11-20,5726880000
2008-11-21,5874480000
2008-11-24,6140160000
2008-11-25,6273000000
2008-11-26,6221340000
2008-11-28,6383700000
2008-12-01,5852340000
2008-12-02,6147540000
2008-12-03,6125400000
2008-12-04,6221340000
2008-12-05,6516540000
2008-12-08,6575580000
2008-12-09,6103260000
2008-12-10,5815440000
2008-12-11,5372640000
2008-12-12,5387400000
2008-12-15,5608800000
2008-12-16,5904000000
2008-12-17,6103260000
2008-12-18,6029460000
2008-12-19,6044220000
2008-12-22,5808060000
2008-12-23,5749020000
2008-12-24,5977800000
2008-12-26,5963040000
2008-12-29,5940900000
2008-12-30,6184440000
2008-12-31,6378799999
2009-01-02,6637800000
2009-01-05,6423200000
2009-01-06,6763600000
2009-01-07,6615600000
2009-01-08,6652600000
2009-01-09,6334400000
2009-01-12,6378799999
2009-01-13,6171600000
2009-01-14,5912600000
2009-01-15,6127200000
2009-01-16,6371400000
2009-01-20,6023600000
2009-01-21,6201200000
2009-01-22,7259400000
2009-01-23,5920000000
2009-01-26,5831200000
2009-01-27,5424200000
2009-01-28,5668400000
2009-01-29,5365000000
2009-01-30,5202200000
2009-02-02,4995000000
2009-02-03,5046800000
2009-02-04,4906200000
2009-02-05,5098600000
2009-02-06,5424200000
2009-02-09,5313200000
2009-02-10,5328000000
2009-02-11,5328000000
2009-02-12,5424200000
2009-02-13,5394600000
2009-02-17,5143000000
2009-02-18,4950600000
2009-02-19,4943200000
2009-02-20,4824800000
2009-02-23,4773000000
2009-02-24,4861800000
2009-02-25,4491800000
2009-02-26,4528800000
2009-02-27,4358600000
2009-03-02,4084799999
2009-03-03,3870200000
2009-03-04,3862800000
2009-03-05,3707400000
2009-03-06,3796200000
2009-03-09,3825800000
2009-03-10,4040400000
2009-03-11,4033000000
2009-03-12,4136600000
2009-03-13,4232800000
2009-03-16,4084799999
2009-03-17,4306800000
2009-03-18,4351200000
2009-03-19,4269799999
2009-03-20,4143999999
2009-03-23,4469600000
2009-03-24,4380800000
2009-03-25,4543600000
2009-03-26,4773000000
2009-03-27,4610200000
2009-03-30,4565800000
2009-03-31,4690530000
2009-04-01,4764630000
2009-04-02,5224050000
2009-04-03,5083260000
2009-04-06,5438940000
2009-04-07,5001750000
2009-04-08,5194410000
2009-04-09,5468580000
