,PAYC
2018-12-17,7091549388
2018-12-18,7178936133
2018-12-19,7108796772
2018-12-20,6873657436
2018-12-21,6612072112
2018-12-24,6412577371
2018-12-26,6911601681
2018-12-27,6999563340
2018-12-28,6970242787
2018-12-31,7023364650
2019-01-02,6865632900
2019-01-03,6682090500
2019-01-04,6941344140
2019-01-07,7118577270
2019-01-08,7292368980
2019-01-09,7368653790
2019-01-10,7376683770
2019-01-11,7301546100
2019-01-14,7144961490
2019-01-15,7500574890
2019-01-16,7535562660
2019-01-17,7583742540
2019-01-18,7814317680
2019-01-22,7831524780
2019-01-23,7859056140
2019-01-24,7943370930
2019-01-25,8204918850
2019-01-28,8259408000
2019-01-29,8125766189
2019-01-30,8348884920
2019-01-31,8502601680
2019-02-01,8652303450
2019-02-04,8945397720
2019-02-05,9002754720
2019-02-06,9701362980
2019-02-07,9645726690
2019-02-08,10092537720
2019-02-11,9877448970
2019-02-12,9942262380
2019-02-13,9926202420
2019-02-14,10231341660
2019-02-15,10465931790
2019-02-19,10299022920
2019-02-20,10154483280
2019-02-21,10262888010
2019-02-22,10569747960
2019-02-25,10400544810
2019-02-26,10348923510
2019-02-27,10480271040
2019-02-28,10423487610
2019-03-01,10427502600
2019-03-04,10176278940
2019-03-05,10242239490
2019-03-06,10074183480
2019-03-07,10108024110
2019-03-08,10214134560
2019-03-11,10390794120
2019-03-12,10455607530
2019-03-13,10383337710
2019-03-14,10516405950
2019-03-15,10435532580
2019-03-18,10421193330
2019-03-19,10503213840
2019-03-20,10437253290
2019-03-21,10900697850
2019-03-22,10390794120
2019-03-25,10542790170
2019-03-26,10651768470
2019-03-27,10494610290
2019-03-28,10707978330
2019-03-29,10847929410
2019-04-01,10954229320
2019-04-02,10979559680
2019-04-03,10955956390
2019-04-04,10574849610
2019-04-05,10562760120
2019-04-08,10607088250
2019-04-09,10612269460
2019-04-10,10799368710
2019-04-11,10856362020
2019-04-12,10866724440
2019-04-15,10947321040
2019-04-16,10874208410
2019-04-17,10761948860
2019-04-18,10877662550
2019-04-22,10949048110
2019-04-23,11204078780
2019-04-24,11087789400
2019-04-25,11314611260
2019-04-26,11517829830
2019-04-29,11400964760
2019-04-30,11659449570
2019-05-01,11597850740
2019-05-02,11598426430
2019-05-03,11910450410
2019-05-06,11943264740
2019-05-07,11623181100
2019-05-08,11787252750
2019-05-09,11968019410
2019-05-10,11996803910
2019-05-13,11355485250
2019-05-14,11702626320
2019-05-15,11766527910
2019-05-16,12207506450
2019-05-17,12132666750
2019-05-20,11933478010
2019-05-21,12293859950
2019-05-22,12266226830
2019-05-23,11903542130
2019-05-24,11987592870
2019-05-28,11985290110
2019-05-29,11862092450
2019-05-30,12039980660
2019-05-31,12210384900
2019-06-03,11360666460
2019-06-04,12033072380
2019-06-05,12479232130
2019-06-06,12619700490
2019-06-07,12806224050
2019-06-10,12775136790
2019-06-11,12309979270
2019-06-12,12319766000
2019-06-13,12593794440
2019-06-14,12339339460
2019-06-17,12637546880
2019-06-18,12804496980
2019-06-19,13004261410
2019-06-20,13249505350
2019-06-21,13140124250
2019-06-24,12996201750
2019-06-25,12570191150
2019-06-26,12482110580
2019-06-27,12927694640
2019-06-28,13052043680
2019-07-01,13087458000
2019-07-02,13428769680
2019-07-03,13591353960
2019-07-05,13796602200
2019-07-08,13782765240
2019-07-09,13832347680
2019-07-10,14094673380
2019-07-11,14060080980
2019-07-12,14046820560
2019-07-15,14031830520
2019-07-16,13835230380
2019-07-17,13975906140
2019-07-18,13955150700
2019-07-19,13422427740
2019-07-22,13487000220
2019-07-23,13369386060
2019-07-24,13556185020
2019-07-25,13555608480
2019-07-26,13560220800
2019-07-29,13237934940
2019-07-30,13180857480
2019-07-31,13880200500
2019-08-01,13714733520
2019-08-02,13636324080
2019-08-05,12751335180
2019-08-06,12990022740
2019-08-07,13329604800
2019-08-08,13864057380
2019-08-09,13872705480
2019-08-12,13785071400
2019-08-13,14043361320
2019-08-14,13393024200
2019-08-15,13556761560
2019-08-16,13918828680
2019-08-19,14047973640
2019-08-20,14238808380
2019-08-21,14523042600
2019-08-22,14332784400
2019-08-23,14350657140
2019-08-26,14568012720
2019-08-27,14707535400
2019-08-28,14599722420
2019-08-29,14649881400
2019-08-30,14420418480
2019-09-03,14083142580
2019-09-04,14291273520
2019-09-05,14568589260
2019-09-06,14391591480
2019-09-09,13186622880
2019-09-10,12183443280
2019-09-11,11917081800
2019-09-12,12252051540
2019-09-13,12087737640
2019-09-16,12181713660
2019-09-17,12422707380
2019-09-18,12457299780
2019-09-19,12644675280
2019-09-20,12450957840
2019-09-23,12536285760
2019-09-24,12045650220
2019-09-25,12179984040
2019-09-26,12239944200
2019-09-27,11899785600
2019-09-30,12078983910
2019-10-01,11989612460
2019-10-02,11795301630
2019-10-03,12058226670
2019-10-04,12355747110
2019-10-07,12356323700
2019-10-08,11970008400
2019-10-09,12414559290
2019-10-10,12349404620
2019-10-11,12686709770
2019-10-14,12708043600
2019-10-15,12735719920
2019-10-16,12230050490
2019-10-17,12119345210
2019-10-18,11703623820
2019-10-21,11879483770
2019-10-22,10989805400
2019-10-23,11221017990
2019-10-24,11733606500
2019-10-25,12089362530
2019-10-28,12055343720
2019-10-29,12059956440
2019-10-30,12281367000
2019-10-31,12196608270
2019-11-01,12356900290
2019-11-04,12226590950
2019-11-05,12269835200
2019-11-06,12313656040
2019-11-07,12281367000
2019-11-08,12593878780
2019-11-11,12694205440
2019-11-12,12800298000
2019-11-13,13066682580
2019-11-14,13307697200
2019-11-15,13420132250
2019-11-18,13564856340
2019-11-19,13808753910
2019-11-20,15044962870
2019-11-21,15075522139
2019-11-22,15182191290
2019-11-25,15408791160
2019-11-26,15804331900
2019-11-27,16124915940
2019-11-29,15960587790
2019-12-02,15512577360
2019-12-03,15592723370
2019-12-04,15562740690
2019-12-05,15483171269
2019-12-06,15498162610
2019-12-09,15498739200
2019-12-10,15308464500
2019-12-11,15110694130
2019-12-12,14673062320
2019-12-13,14817786410
2019-12-16,14961357320
2019-12-17,14790110090
2019-12-18,14953285059
2019-12-19,15092819840
2019-12-20,15195452860
2019-12-23,15280788179
2019-12-24,15258877760
2019-12-26,15494126480
2019-12-27,15503928510
2019-12-30,15130874780
2019-12-31,15264737800
2020-01-02,15670629000
2020-01-03,15723095049
2020-01-06,16033278949
2020-01-07,16113995950
2020-01-08,16323283600
2020-01-09,16448394950
2020-01-10,16465114900
2020-01-13,17033016650
2020-01-14,16518734050
2020-01-15,16667483949
2020-01-16,16968443050
2020-01-17,17079717200
2020-01-21,17283815900
2020-01-22,17485608400
2020-01-23,18152676750
2020-01-24,18150370550
2020-01-27,18018917150
2020-01-28,18368306450
2020-01-29,18567792750
2020-01-30,18773621100
2020-01-31,18343514800
2020-02-03,18649662850
2020-02-04,19472399700
2020-02-05,18593737500
2020-02-06,16760885049
2020-02-07,16923472149
2020-02-10,17180613450
2020-02-11,16994387800
2020-02-12,17086635800
2020-02-13,17486184950
2020-02-14,18128461650
2020-02-18,18343514800
2020-02-19,18707894400
2020-02-20,17892076150
2020-02-21,17318985450
2020-02-24,17052619349
2020-02-25,16657106050
2020-02-26,16830647600
2020-02-27,16221810800
2020-02-28,16296185749
2020-03-02,16832953799
2020-03-03,16276006500
2020-03-04,16932696950
2020-03-05,16273700300
2020-03-06,15434820049
2020-03-09,13885630200
2020-03-10,13807219400
2020-03-11,12723305400
2020-03-12,11068606900
2020-03-13,13065776100
2020-03-16,11315946850
2020-03-17,12496721250
2020-03-18,11092245450
2020-03-19,11389745250
2020-03-20,11116460550
2020-03-23,10316785700
2020-03-24,11624401100
2020-03-25,12145025750
2020-03-26,13215102550
2020-03-27,12046435700
2020-03-30,12287433600
2020-03-31,11629311680
2020-04-01,10790545920
2020-04-02,10434775680
2020-04-03,9499295680
2020-04-06,10468740800
2020-04-07,10708799360
2020-04-08,11662125440
2020-04-09,12779520320
2020-04-13,12454836800
2020-04-14,13154863680
2020-04-15,13033395200
2020-04-16,11899881280
2020-04-17,12952224320
2020-04-20,12800820480
2020-04-21,11985657600
2020-04-22,12534856320
2020-04-23,12185418560
2020-04-24,12192902400
2020-04-27,13016124800
2020-04-28,13625769920
2020-04-29,15543360000
2020-04-30,15026399359
2020-05-01,13911882880
2020-05-04,14283772160
2020-05-05,14793824640
2020-05-06,14682142720
2020-05-07,15475429760
2020-05-08,15660223039
2020-05-11,15790326720
2020-05-12,15166289600
2020-05-13,14006870080
2020-05-14,14553766080
2020-05-15,15064394240
2020-05-18,16343555199
2020-05-19,16101193920
2020-05-20,15743120960
2020-05-21,15789751039
2020-05-22,15505940800
2020-05-26,16136310400
2020-05-27,16525470080
2020-05-28,16534105279
2020-05-29,17110936640
2020-06-01,17593356480
2020-06-02,17664165120
2020-06-03,17672224640
2020-06-04,17452890560
2020-06-05,18984775040
2020-06-08,19056159360
2020-06-09,18859276800
2020-06-10,19083792000
2020-06-11,17021706240
2020-06-12,17431590400
2020-06-15,17714824960
2020-06-16,17998059520
2020-06-17,17789663360
2020-06-18,18208758400
2020-06-19,18315834880
2020-06-22,18574890880
2020-06-23,18976715520
2020-06-24,17994029760
2020-06-25,18251358720
2020-06-26,17637108160
2020-06-29,17291124480
2020-06-30,17841377190
2020-07-01,18447936780
2020-07-02,18519364500
2020-07-06,18514180230
2020-07-07,18071789190
2020-07-08,18383421420
2020-07-09,18087918030
2020-07-10,17799327000
2020-07-13,16719270750
2020-07-14,16499803320
2020-07-15,16946226570
2020-07-16,16722150900
2020-07-17,16996917210
2020-07-20,17442188400
2020-07-21,16929521699
2020-07-22,17169150180
2020-07-23,16773993600
2020-07-24,16530332910
2020-07-27,16721574870
2020-07-28,16519964370
2020-07-29,16959475260
2020-07-30,16504987589
2020-07-31,16380565110
2020-08-03,16594272240
2020-08-04,16445656500
2020-08-05,17398986150
2020-08-06,17203711980
2020-08-07,17088505980
2020-08-10,16672612320
2020-08-11,16445080470
2020-08-12,16572383100
2020-08-13,17389193640
2020-08-14,17457741210
2020-08-17,17226177150
2020-08-18,16837932930
2020-08-19,16877679000
2020-08-20,16902448290
2020-08-21,16544157629
2020-08-24,16384021290
2020-08-25,16547613809
2020-08-26,17041271519
2020-08-27,16877679000
2020-08-28,17271683520
2020-08-31,17249794380
2020-09-01,17714074560
2020-09-02,17586195900
2020-09-03,16359252000
2020-09-04,15596012250
2020-09-08,15697393530
2020-09-09,16138632510
2020-09-10,15869050470
2020-09-11,15293020470
2020-09-14,15704881920
2020-09-15,16134024269
2020-09-16,16160521650
2020-09-17,16067204790
2020-09-18,15765941100
2020-09-21,15801654960
2020-09-22,16133448240
2020-09-23,15871354589
2020-09-24,15749236230
2020-09-25,16341971100
2020-09-28,16752680490
2020-09-29,17501519490
2020-09-30,17947378900
2020-10-01,18474327320
2020-10-02,19113699090
2020-10-05,19767484110
2020-10-06,19560509840
2020-10-07,20284054990
2020-10-08,20727983090
2020-10-09,21100998000
2020-10-12,21149426520
2020-10-13,21549538340
2020-10-14,21501109820
2020-10-15,21672339230
2020-10-16,22011915400
2020-10-19,22088017360
2020-10-20,22177956040
2020-10-21,21681563710
2020-10-22,21754206490
2020-10-23,22406838450
2020-10-26,21817048260
2020-10-27,22063803100
2020-10-28,21420972150
2020-10-29,21509757770
2020-10-30,20990880770
2020-11-02,20789671800
2020-11-03,21282028420
2020-11-04,22913031790
2020-11-05,21519558780
2020-11-06,22376282360
2020-11-09,23352347650
2020-11-10,21774385040
2020-11-11,21992313380
2020-11-12,21906986940
2020-11-13,22007303160
2020-11-16,21869512490
2020-11-17,22003843980
2020-11-18,21923706310
2020-11-19,22636873920
2020-11-20,22640909630
2020-11-23,23204755970
2020-11-24,23088873440
2020-11-25,23474572010
2020-11-27,24028040810
2020-11-30,24045913240
2020-12-01,23966928630
2020-12-02,24191198800
2020-12-03,24703157440
2020-12-04,25203008950
2020-12-07,25194361000
2020-12-08,25367896530
2020-12-09,24309963980
2020-12-10,24617254470
2020-12-11,24438530170
2020-12-14,24559024940
2020-12-15,24519820900
2020-12-16,24403938370
2020-12-17,25471095400
2020-12-18,25358095520
2020-12-21,25689600270
2020-12-22,26816139890
2020-12-23,26772323610
2020-12-24,26643180890
2020-12-28,26727354270
2020-12-29,25804906270
2020-12-30,25823355230
2020-12-31,26112915000
2021-01-04,24697130200
2021-01-05,24648051200
2021-01-06,23898008600
2021-01-07,24928667600
2021-01-08,25470846200
2021-01-11,24664218400
2021-01-12,24296992000
2021-01-13,23993857000
2021-01-14,23846042600
2021-01-15,23038260000
2021-01-19,22941834200
2021-01-20,23602379800
2021-01-21,23357562200
2021-01-22,23661852000
2021-01-25,23686102800
2021-01-26,22645050600
2021-01-27,21736800400
2021-01-28,22333254600
2021-01-29,21926187600
2021-02-01,22891023000
2021-02-02,23792921800
2021-02-03,23989237800
2021-02-04,24721958400
2021-02-05,25071862800
2021-02-08,24798175200
2021-02-09,25002574800
2021-02-10,24579918000
2021-02-11,23518656800
2021-02-12,23845465200
2021-02-16,22518022600
2021-02-17,22619645000
2021-02-18,23185497000
2021-02-19,23103506200
2021-02-22,21983927600
2021-02-23,21788766400
2021-02-24,22343647800
2021-02-25,21266219400
2021-02-26,21608617600
2021-03-01,22342493000
2021-03-02,21953325400
2021-03-03,20964239200
2021-03-04,20133360600
2021-03-05,21683102200
2021-03-08,21146120200
2021-03-09,21898472400
2021-03-10,21810707600
2021-03-11,22509361600
2021-03-12,22189482000
2021-03-15,22740321600
2021-03-16,21952748000
2021-03-17,22212578000
2021-03-18,21095886400
2021-03-19,21509882200
2021-03-22,21869025000
2021-03-23,21588408600
2021-03-24,21038723800
2021-03-25,20962507000
2021-03-26,21514501400
2021-03-29,21042188200
2021-03-30,20797370600
2021-03-31,21409081180
2021-04-01,21796117750
2021-04-05,21854549280
2021-04-06,21867276940
2021-04-07,21521316000
2021-04-08,21928601120
2021-04-09,22055299190
2021-04-12,22042571530
2021-04-13,22545892630
2021-04-14,22357291850
2021-04-15,23035907540
2021-04-16,23052684910
2021-04-19,22746642540
2021-04-20,22124144260
2021-04-21,22461427250
2021-04-22,22563827060
2021-04-23,23117480270
2021-04-26,23196738880
2021-04-27,23155084720
2021-04-28,23204838300
2021-04-29,22807966720
2021-04-30,22239271730
2021-05-03,21920501700
2021-05-04,20497317900
2021-05-05,19733079770
2021-05-06,18926608950
2021-05-07,18951485740
2021-05-10,18350971600
2021-05-11,18587590370
2021-05-12,17673512970
2021-05-13,17872527290
2021-05-14,18878012430
2021-05-17,18640236600
2021-05-18,18625773350
2021-05-19,18510067350
2021-05-20,19196782460
2021-05-21,19105374720
2021-05-24,19464063320
2021-05-25,19091490000
2021-05-26,19411417090
2021-05-27,19147607410
2021-05-28,19068348800
2021-06-01,18829415910
2021-06-02,18791232930
2021-06-03,18478826730
2021-06-04,18644864840
2021-06-07,18526844720
2021-06-08,18878590960
2021-06-09,18957271040
2021-06-10,19404474730
2021-06-11,19670020000
2021-06-14,19729030060
2021-06-15,19389432950
2021-06-16,19235543970
2021-06-17,20161770500
2021-06-18,20383926020
2021-06-21,20636165100
2021-06-22,20917330680
2021-06-23,21123287360
2021-06-24,21252299550
2021-06-25,21336186400
2021-06-28,21608095500
2021-06-29,21634129350
2021-06-30,21057634450
2021-07-01,21643936650
2021-07-02,22238929100
2021-07-06,22483414800
2021-07-07,22433590700
2021-07-08,22159558150
2021-07-09,22223286650
2021-07-12,21791091550
2021-07-13,21552978700
2021-07-14,21435950000
2021-07-15,21431894550
2021-07-16,21601064750
2021-07-19,21285319000
2021-07-20,21933611650
2021-07-21,22190263700
2021-07-22,22336259900
2021-07-23,22936466500
2021-07-26,22670544850
2021-07-27,22511223600
2021-07-28,22898229400
2021-07-29,23175158700
2021-07-30,23174000000
2021-08-02,23170523900
2021-08-03,23176317400
2021-08-04,25657094100
2021-08-05,26491937450
2021-08-06,27023780750
2021-08-09,27146023600
2021-08-10,26553927900
2021-08-11,26863300800
2021-08-12,27377184250
2021-08-13,26866197550
2021-08-16,27428746400
2021-08-17,26796675550
2021-08-18,26605490050
2021-08-19,26480929800
2021-08-20,27195847700
2021-08-23,27624566700
2021-08-24,28132077300
2021-08-25,28048071550
2021-08-26,27875425250
2021-08-27,28081094500
2021-08-30,28321524750
2021-08-31,28324421500
2021-09-01,28504020000
2021-09-02,29013848000
2021-09-03,28750823100
2021-09-07,27999985500
2021-09-08,27703358300
2021-09-09,27814593500
2021-09-10,27555624050
2021-09-13,26974536000
2021-09-14,27114738700
2021-09-15,27519125000
2021-09-16,27924670000
2021-09-17,27946105950
2021-09-20,28039960650
2021-09-21,28534725550
2021-09-22,28993570750
2021-09-23,29619848100
2021-09-24,29864333800
2021-09-27,29374203700
2021-09-28,28296033350
2021-09-29,28677825000
2021-09-30,28756970250
2021-10-01,29328919270
2021-10-04,28690262200
2021-10-05,28892706630
2021-10-06,29437972430
2021-10-07,29681601830
2021-10-08,29297015420
2021-10-11,29102111900
2021-10-12,29549345870
2021-10-13,29950754310
2021-10-14,30407269400
2021-10-15,30092291390
2021-10-18,30231508189
2021-10-19,30087650830
2021-10-20,29736128410
2021-10-21,30971677509
2021-10-22,31081310740
2021-10-25,31261712509
2021-10-26,31160780330
2021-10-27,30820859310
2021-10-28,31168321240
2021-10-29,31779134950
2021-11-01,31705466060
2021-11-02,32091212610
2021-11-03,29718726310
2021-11-04,29699584000
2021-11-05,29258730800
2021-11-08,29665939940
2021-11-09,29428691310
2021-11-10,28516241200
2021-11-11,28307996070
2021-11-12,28437351680
2021-11-15,28080028560
2021-11-16,28191402000
2021-11-17,27673399490
2021-11-18,27228485800
2021-11-19,27293453640
2021-11-22,26260348970
2021-11-23,26008598590
2021-11-24,26236566100
2021-11-26,25397784880
2021-11-29,25954072010
2021-11-30,25376902360
2021-12-01,24484174630
2021-12-02,25469713560
2021-12-03,24237064810
2021-12-06,24281150130
2021-12-07,25255667730
2021-12-08,25275970180
2021-12-09,24614110310
2021-12-10,24346698040
2021-12-13,24099588220
2021-12-14,23499795840
2021-12-15,24066524230
2021-12-16,23166255590
2021-12-17,23598407740
2021-12-20,23234123780
2021-12-21,24174417250
2021-12-22,24464452250
2021-12-23,24585106810
2021-12-27,24731864520
2021-12-28,24420366930
2021-12-29,24201100470
2021-12-30,24229523900
2021-12-31,24086832660
2022-01-03,23492189160
2022-01-04,22733946180
2022-01-05,20939573160
2022-01-06,20701135620
2022-01-07,20641381200
2022-01-10,21118256280
2022-01-11,21302740800
2022-01-12,20773072980
2022-01-13,19872695700
2022-01-14,19376095860
2022-01-18,18722858220
2022-01-19,19130696640
2022-01-20,19044255780
2022-01-21,17984340000
2022-01-24,18929388060
2022-01-25,17675125380
2022-01-26,17523708840
2022-01-27,17461053720
2022-01-28,18403781220
2022-01-31,19452094200
2022-02-01,19611632700
2022-02-02,18887037840
2022-02-03,18255845520
2022-02-04,18898640640
2022-02-07,19062240120
2022-02-08,19435270140
2022-02-09,21171629160
2022-02-10,21139721460
2022-02-11,20279373840
2022-02-14,20056600080
2022-02-15,20199894660
2022-02-16,19984662720
2022-02-17,19012348080
2022-02-18,18481519980
2022-02-22,18603929520
2022-02-23,18268028460
2022-02-24,18825543000
2022-02-25,19471818960
2022-02-28,19678928940
2022-03-01,19411484400
2022-03-02,19620334800
2022-03-03,18793635300
2022-03-04,18479779560
2022-03-07,17481938760
2022-03-08,17089764120
2022-03-09,18054536940
2022-03-10,17965195380
2022-03-11,17591005080
2022-03-14,17268447240
2022-03-15,17752864140
2022-03-16,18983341080
2022-03-17,19905183540
2022-03-18,20828186280
2022-03-21,20413386180
2022-03-22,20724921360
2022-03-23,19973059920
2022-03-24,20238183900
2022-03-25,19797857640
2022-03-28,20192932980
2022-03-29,20868215940
2022-03-30,20145941640
2022-03-31,20079302220
2022-04-01,20345959620
2022-04-04,20790002160
2022-04-05,20529721350
2022-04-06,19422513450
2022-04-07,19017889830
2022-04-08,18763985610
2022-04-11,18360521370
2022-04-12,18402259050
2022-04-13,18844562520
2022-04-14,18512979840
2022-04-18,17880538050
2022-04-19,18490371930
2022-04-20,18080531100
2022-04-21,17616199410
2022-04-22,17157084930
2022-04-25,17591272740
2022-04-26,16509571200
2022-04-27,16365228390
2022-04-28,17120564459
2022-04-29,16316534430
2022-05-02,16968685680
2022-05-03,16721737739
2022-05-04,19025425800
2022-05-05,17451567450
2022-05-06,17114767560
2022-05-09,16241174730
2022-05-10,16462036620
2022-05-11,15427869660
2022-05-12,15940895310
2022-05-13,16727534640
2022-05-16,16220305890
2022-05-17,16326389160
2022-05-18,15590182860
2022-05-19,15631920540
2022-05-20,16045239510
2022-05-23,15905534220
2022-05-24,15459752610
2022-05-25,15933359340
2022-05-26,16329287610
2022-05-27,17059117319
2022-05-31,16482905459
2022-06-01,16357692420
2022-06-02,17570403900
2022-06-03,17304905880
2022-06-06,17507217690
2022-06-07,17814453390
2022-06-08,18086328000
2022-06-09,17529825600
2022-06-10,17065493910
2022-06-13,15564676500
2022-06-14,15677716050
2022-06-15,15873071580
2022-06-16,15070200930
2022-06-17,15351930270
2022-06-21,15766988310
2022-06-22,15835391730
2022-06-23,16587249660
2022-06-24,17769237570
2022-06-27,17395337520
2022-06-28,16616234160
2022-06-29,16473630420
2022-06-30,16209143800
2022-07-01,16848552050
2022-07-05,18128525850
2022-07-06,18096700100
2022-07-07,18864568650
2022-07-08,18707175850
2022-07-11,18513328100
2022-07-12,17174332000
2022-07-13,17092163700
2022-07-14,16823670100
2022-07-15,17465392950
2022-07-18,17346769700
2022-07-19,18024368850
2022-07-20,18861096750
2022-07-21,19151579050
2022-07-22,18778928450
2022-07-25,18345519600
2022-07-26,17527887150
2022-07-27,18528373000
2022-07-28,18896973050
2022-07-29,19123803850
2022-08-01,19214651900
2022-08-02,19550268900
2022-08-03,20387575450
2022-08-04,20875956050
2022-08-05,21410628650
2022-08-08,21293741350
2022-08-09,21496268850
2022-08-10,21834200450
2022-08-11,21867183500
2022-08-12,22793602150
2022-08-15,23082927150
2022-08-16,22971826350
2022-08-17,22606698200
2022-08-18,22393755000
2022-08-19,21815683650
2022-08-22,21287954850
2022-08-23,21334246850
2022-08-24,21493954250
2022-08-25,21649611100
2022-08-26,20866119000
2022-08-29,20321030700
2022-08-30,20674585850
2022-08-31,20322188000
2022-09-01,20054273050
2022-09-02,19932177900
2022-09-06,20016660800
2022-09-07,20609198400
2022-09-08,21095264400
2022-09-09,21419887050
2022-09-12,21739301850
2022-09-13,20910675050
2022-09-14,21065174600
2022-09-15,20344176700
2022-09-16,20229604000
2022-09-19,20336654250
2022-09-20,20074525800
2022-09-21,19863897200
2022-09-22,19006337900
2022-09-23,18849523750
2022-09-26,18570614450
2022-09-27,18996500850
2022-09-28,19777099700
2022-09-29,19351791950
2022-09-30,19095531330
2022-10-03,19480346880
2022-10-04,20231460540
2022-10-05,20350087890
2022-10-06,20461771200
2022-10-07,19582192800
2022-10-10,18747750660
2022-10-11,18483877140
2022-10-12,18018047790
2022-10-13,18137832480
2022-10-14,17286608910
2022-10-17,18266297220
2022-10-18,19046344380
2022-10-19,18546373500
2022-10-20,18419644770
2022-10-21,18691619670
2022-10-24,18750065340
2022-10-25,19510437720
2022-10-26,19156291680
2022-10-27,19316583270
2022-10-28,19768524540
2022-10-31,20021982000
2022-11-01,19831599570
2022-11-02,18312012150
2022-11-03,18883738110
2022-11-04,17718875400
2022-11-07,17140784069
2022-11-08,17641333620
2022-11-09,17331745170
2022-11-10,19081643250
2022-11-11,19695033450
2022-11-14,19085693940
2022-11-15,20090843730
2022-11-16,19541107230
2022-11-17,18421380780
2022-11-18,18308540130
2022-11-21,18236206380
2022-11-22,18481562460
2022-11-23,18934661070
2022-11-25,18928295700
2022-11-28,18820084410
2022-11-29,18632016660
2022-11-30,19622699700
2022-12-01,20034712740
2022-12-02,19667257290
2022-12-05,18255302490
2022-12-06,18093274890
2022-12-07,17879166990
2022-12-08,18445684920
2022-12-09,18177760710
2022-12-12,18861169980
2022-12-13,19024933590
2022-12-14,18964173240
2022-12-15,18224054310
2022-12-16,18019783800
2022-12-19,17915044530
2022-12-20,17581151940
2022-12-21,17959602120
2022-12-22,17579415930
2022-12-23,17659272390
2022-12-27,17453844540
2022-12-28,17512290210
2022-12-29,18046981290
2022-12-30,17956708770
2023-01-03,17628024210
2023-01-04,17585781300
2023-01-05,17048775540
2023-01-06,16587575549
2023-01-09,16931305529
2023-01-10,17264040780
2023-01-11,17606034750
2023-01-12,17607770760
2023-01-13,17618186820
2023-01-17,17956130100
2023-01-18,18041194590
2023-01-19,17637861600
2023-01-20,18138989820
2023-01-23,18637224690
2023-01-24,18512810640
2023-01-25,18204958200
2023-01-26,18601925820
2023-01-27,18647062080
2023-01-30,18272083920
2023-01-31,18745435980
2023-02-01,19719337590
2023-02-02,20392909470
2023-02-03,19526640480
2023-02-06,19078171230
2023-02-07,19936338840
2023-02-08,18587459070
2023-02-09,18660950160
2023-02-10,18349047030
2023-02-13,18676574250
2023-02-14,18788836230
2023-02-15,18517440000
2023-02-16,17791209150
2023-02-17,17585202630
2023-02-21,17158144170
2023-02-22,17298760980
2023-02-23,17356049310
2023-02-24,16979335140
2023-02-27,17019842040
2023-02-28,16727035020
2023-03-01,16463740170
2023-03-02,16627503779
2023-03-03,16870545180
2023-03-06,16939406910
2023-03-07,16630975799
2023-03-08,16713725610
2023-03-09,16535495250
2023-03-10,15813893759
2023-03-13,15886806180
2023-03-14,16232272170
2023-03-15,16080081960
2023-03-16,16206232020
2023-03-17,16025686980
2023-03-20,15645500790
2023-03-21,16049412450
2023-03-22,15441808950
2023-03-23,15758341440
2023-03-24,15714362520
2023-03-27,15767600160
2023-03-28,15799427009
2023-03-29,16542439290
2023-03-30,17145413430
2023-03-31,17608259200
2023-04-03,17296070400
2023-04-04,16957817599
2023-04-05,16541952000
2023-04-06,16764944000
2023-04-10,17050489600
2023-04-11,17139107200
2023-04-12,17040643199
2023-04-13,17545705600
2023-04-14,17558448000
2023-04-17,17795920000
2023-04-18,17680659200
2023-04-19,17663283200
2023-04-20,17365574400
2023-04-21,17407856000
2023-04-24,17291436800
2023-04-25,16722083199
2023-04-26,16547744000
2023-04-27,16733087999
2023-04-28,16818230400
2023-05-01,17234096000
2023-05-02,16724400000
2023-05-03,17011104000
2023-05-04,16217020800
2023-05-05,15790729600
2023-05-08,15892089600
2023-05-09,15565420800
2023-05-10,15822585600
2023-05-11,15366755200
2023-05-12,15552099200
2023-05-15,15738022400
2023-05-16,15365596800
2023-05-17,15801155200
2023-05-18,16347920000
2023-05-19,16528051200
2023-05-22,16750464000
2023-05-23,16447542400
2023-05-24,16266252799
2023-05-25,16160838399
2023-05-26,16272624000
2023-05-30,16207174400
2023-05-31,16225129600
2023-06-01,16281891200
2023-06-02,16989094400
2023-06-05,17719465600
2023-06-06,17806924800
2023-06-07,17546864000
2023-06-08,17666179200
2023-06-09,17648224000
2023-06-12,18104054400
2023-06-13,18693100800
2023-06-14,18529187200
2023-06-15,18763184000
2023-06-16,18529766400
2023-06-20,18676883200
2023-06-21,18096524800
2023-06-22,17766960000
2023-06-23,17735104000
2023-06-26,18001536000
2023-06-27,18185142400
2023-06-28,18084361600
2023-06-29,18168345600
2023-06-30,18575703000
2023-07-03,18482026500
2023-07-05,18381989250
2023-07-06,18728361000
2023-07-07,18764790750
2023-07-10,19363857750
2023-07-11,19591688250
2023-07-12,19712542500
2023-07-13,20218511250
2023-07-14,20528453250
2023-07-17,20758596750
2023-07-18,21033843750
2023-07-19,21133302750
2023-07-20,20678798250
2023-07-21,20249158500
2023-07-24,20295418500
2023-07-25,20459641500
2023-07-26,20701350000
2023-07-27,20880029250
2023-07-28,21306199500
2023-07-31,21323547000
2023-08-01,21440353500
2023-08-02,17325526500
2023-08-03,17171133750
2023-08-04,16793536500
