,PFG
2006-06-09,14740467512
2006-06-12,14546370109
2006-06-13,14303064915
2006-06-14,14371409071
2006-06-15,14808811667
2006-06-16,14617448031
2006-06-19,14469824655
2006-06-20,14461623356
2006-06-21,14601045434
2006-06-22,14494428551
2006-06-23,14494428551
2006-06-26,14770538940
2006-06-27,14762337642
2006-06-28,14732266213
2006-06-29,15032980498
2006-06-30,15019516122
2006-07-03,15140967735
2006-07-05,15167956982
2006-07-06,15173354832
2006-07-07,14965537627
2006-07-10,14962838703
2006-07-11,14976333326
2006-07-12,14722634402
2006-07-13,14514817197
2006-07-14,14414956982
2006-07-17,14471634402
2006-07-18,14466236552
2006-07-19,14630870961
2006-07-20,14601182789
2006-07-21,14514817197
2006-07-24,14655161283
2006-07-25,14638967735
2006-07-26,14574193542
2006-07-27,14474333326
2006-07-28,14595784939
2006-07-31,14574193542
2006-08-01,14280010746
2006-08-02,14385268810
2006-08-03,14363677413
2006-08-04,14301602144
2006-08-07,14231430101
2006-08-08,14358279563
2006-08-09,14312397843
2006-08-10,14398763434
2006-08-11,14433849456
2006-08-14,14412258058
2006-08-15,14525612896
2006-08-16,14568795692
2006-08-17,14614677412
2006-08-18,14463537628
2006-08-21,14463537628
2006-08-22,14398763434
2006-08-23,14320494617
2006-08-24,14344784939
2006-08-25,14282709671
2006-08-28,14412258058
2006-08-29,14358279563
2006-08-30,14323193542
2006-08-31,14369075262
2006-09-01,14331290316
2006-09-05,14309698918
2006-09-06,14347483864
2006-09-07,14274612896
2006-09-08,14323193542
2006-09-11,14431150531
2006-09-12,14531010746
2006-09-13,14495924724
2006-09-14,14433849456
2006-09-15,14444645154
2006-09-18,14385268810
2006-09-19,14387967735
2006-09-20,14493225800
2006-09-21,14455440853
2006-09-22,14495924724
2006-09-25,14703741929
2006-09-26,14649763434
2006-09-27,14609279563
2006-09-28,14695645154
2006-09-29,14649763434
2006-10-02,14453840625
2006-10-03,14483300000
2006-10-04,14593103125
2006-10-05,14547575000
2006-10-06,14574356250
2006-10-09,14574356250
2006-10-10,14558287500
2006-10-11,14488656250
2006-10-12,14528828125
2006-10-13,14700228125
2006-10-16,14689515625
2006-10-17,14686837500
2006-10-18,14893053125
2006-10-19,14834134375
2006-10-20,14871628125
2006-10-23,14906443750
2006-10-24,15072487500
2006-10-25,14976075000
2006-10-26,15118015625
2006-10-27,14997500000
2006-10-30,15045706250
2006-10-31,15128728125
2006-11-01,14984109375
2006-11-02,15061775000
2006-11-03,15024281250
2006-11-06,15278703125
2006-11-07,15527768750
2006-11-08,15760765625
2006-11-09,15460815625
2006-11-10,15581331250
2006-11-13,15632215625
2006-11-14,15637571875
2006-11-15,15709881250
2006-11-16,15891993750
2006-11-17,15867890625
2006-11-20,15656318750
2006-11-21,15527768750
2006-11-22,15498309375
2006-11-24,15415287500
2006-11-27,15227818750
2006-11-28,15206393750
2006-11-29,15399218750
2006-11-30,15466171875
2006-12-01,15377793750
2006-12-04,15685778125
2006-12-05,15875925000
2006-12-06,15731306250
2006-12-07,15605434375
2006-12-08,15605434375
2006-12-11,15584009375
2006-12-12,15575975000
2006-12-13,15484918750
2006-12-14,15645606250
2006-12-15,15616146875
2006-12-18,15645606250
2006-12-19,15758087500
2006-12-20,15683100000
2006-12-21,15680421875
2006-12-22,15699168750
2006-12-26,15811650000
2006-12-27,15830396875
2006-12-28,15819684375
2006-12-29,15720593750
2007-01-03,15886637500
2007-01-04,15857178125
2007-01-05,15685778125
2007-01-08,15715237500
2007-01-09,15699168750
2007-01-10,15800937500
2007-01-11,16095531250
2007-01-12,16167840625
2007-01-16,16181231250
2007-01-17,16199978125
2007-01-18,16205334375
2007-01-19,16210690625
2007-01-22,16127668750
2007-01-23,16178553125
2007-01-24,16411550000
2007-01-25,16127668750
2007-01-26,16124990625
2007-01-29,16269609375
2007-01-30,16398159375
2007-01-31,16499928125
2007-02-01,16789165625
2007-02-02,16810590625
2007-02-05,16668650000
2007-02-06,16866831250
2007-02-07,17006093750
2007-02-08,17038231250
2007-02-09,16781131250
2007-02-12,16687396875
2007-02-13,16998059375
2007-02-14,17075725000
2007-02-15,16976634375
2007-02-16,17000737500
2007-02-20,16957887500
2007-02-21,16877543750
2007-02-22,16957887500
2007-02-23,16842728125
2007-02-26,16773096875
2007-02-27,16084818750
2007-02-28,16301746875
2007-03-01,16288356250
2007-03-02,16079462500
2007-03-05,15886637500
2007-03-06,15975015625
2007-03-07,15916096875
2007-03-08,15985728125
2007-03-09,16183909375
2007-03-12,16191943750
2007-03-13,15672387500
2007-03-14,15795581250
2007-03-15,15950912500
2007-03-16,15808971875
2007-03-19,16033934375
2007-03-20,16092853125
2007-03-21,16406193750
2007-03-22,16291034375
2007-03-23,16296390625
2007-03-26,16237471875
2007-03-27,16149093750
2007-03-28,15964303125
2007-03-29,16031256250
2007-03-30,16033934375
2007-04-02,16032553000
2007-04-03,16206558000
2007-04-04,16214589000
2007-04-05,16230651000
2007-04-09,16144987000
2007-04-10,16203881000
2007-04-11,16118217000
2007-04-12,16115540000
2007-04-13,16131602000
2007-04-16,16404656000
2007-04-17,16717865000
2007-04-18,16816914000
2007-04-19,16669679000
2007-04-20,16964149000
2007-04-23,16835653000
2007-04-24,16798175000
2007-04-25,17076583000
2007-04-26,17097999000
2007-04-27,17156893000
2007-04-30,16996273000
2007-05-01,16294899000
2007-05-02,16551891000
2007-05-03,16747312000
2007-05-04,16875808000
2007-05-07,16758020000
2007-05-08,16492997000
2007-05-09,16278837000
2007-05-10,16070031000
2007-05-11,16436780000
2007-05-14,16372532000
2007-05-15,16219943000
2007-05-16,16316315000
2007-05-17,16426072000
2007-05-18,16522444000
2007-05-21,16479612000
2007-05-22,16415364000
2007-05-23,16369855000
2007-05-24,16270806000
2007-05-25,16332377000
2007-05-29,16335054000
2007-05-30,16294899000
2007-05-31,16276160000
2007-06-01,16450165000
2007-06-04,16468904000
2007-06-05,16308284000
2007-06-06,16104832000
2007-06-07,15585494000
2007-06-08,15826424000
2007-06-11,15847840000
2007-06-12,15703282000
2007-06-13,16005783000
2007-06-14,15981690000
2007-06-15,16024522000
2007-06-18,15995075000
2007-06-19,15906734000
2007-06-20,15617618000
2007-06-21,15746114000
2007-06-22,15347241000
2007-06-25,15307086000
2007-06-26,15315117000
2007-06-27,15542662000
2007-06-28,15636357000
2007-06-29,15604233000
2007-07-02,15882000000
2007-07-03,15895235000
2007-07-05,15889941000
2007-07-06,15897882000
2007-07-09,15974645000
2007-07-10,16014350000
2007-07-11,16199640000
2007-07-12,16408753000
2007-07-13,16374342000
2007-07-16,16355813000
2007-07-17,16292285000
2007-07-18,16265815000
2007-07-19,16390224000
2007-07-20,16154641000
2007-07-23,16130818000
2007-07-24,15691416000
2007-07-25,15757591000
2007-07-26,15371129000
2007-07-27,14820553000
2007-07-30,14772907000
2007-07-31,14926433000
2007-08-01,14960844000
2007-08-02,14844376000
2007-08-03,13968219000
2007-08-06,14884081000
2007-08-07,14622028000
2007-08-08,14918492000
2007-08-09,13997336000
2007-08-10,14735849000
2007-08-13,15056136000
2007-08-14,14386445000
2007-08-15,14044982000
2007-08-16,14386445000
2007-08-17,15085253000
2007-08-20,14743790000
2007-08-21,14624675000
2007-08-22,15167310000
2007-08-23,14989961000
2007-08-24,15233485000
2007-08-27,14966138000
2007-08-28,14346740000
2007-08-29,14796730000
2007-08-30,14510854000
2007-08-31,14688203000
2007-09-04,14971432000
2007-09-05,14775554000
2007-09-06,14809965000
2007-09-07,14592911000
2007-09-10,14465855000
2007-09-11,14778201000
2007-09-12,14751731000
2007-09-13,15103782000
2007-09-14,15297013000
2007-09-17,15185839000
2007-09-18,16151994000
2007-09-19,16011703000
2007-09-20,15871412000
2007-09-21,15866118000
2007-09-24,15725827000
2007-09-25,15821119000
2007-09-26,16088466000
2007-09-27,16482869000
2007-09-28,16699923000
2007-10-01,16863600000
2007-10-02,16692000000
2007-10-03,16419000000
2007-10-04,16315000000
2007-10-05,16730999999
2007-10-08,16629600000
2007-10-09,16866200000
2007-10-10,16816800000
2007-10-11,16993600000
2007-10-12,17045600000
2007-10-15,16697200000
2007-10-16,16421600000
2007-10-17,16478800000
2007-10-18,16426800000
2007-10-19,15828800000
2007-10-22,16250000000
2007-10-23,16335800000
2007-10-24,16242200000
2007-10-25,16512600000
2007-10-26,16975400000
2007-10-29,17019599999
2007-10-30,17240600000
2007-10-31,17594200000
2007-11-01,17186000000
2007-11-02,17274400000
2007-11-05,17238000000
2007-11-06,17490200000
2007-11-07,16632200000
2007-11-08,17043000000
2007-11-09,16988400000
2007-11-12,17329000000
2007-11-13,17531800000
2007-11-14,17576000000
2007-11-15,17313400000
2007-11-16,17240600000
2007-11-19,16689400000
2007-11-20,17131400000
2007-11-21,16757000000
2007-11-23,17222400000
2007-11-26,16598400000
2007-11-27,17248400000
2007-11-28,18174000000
2007-11-29,16710199999
2007-11-30,17027399999
2007-12-03,16627000000
2007-12-04,16455400000
2007-12-05,16910400000
2007-12-06,17256200000
2007-12-07,17316000000
2007-12-10,17617600000
2007-12-11,17032600000
2007-12-12,17674800000
2007-12-13,17875000000
2007-12-14,17526600000
2007-12-17,17511000000
2007-12-18,17797000000
2007-12-19,17903600000
2007-12-20,17934800000
2007-12-21,18127200000
2007-12-24,18387200000
2007-12-26,18374200000
2007-12-27,17997200000
2007-12-28,17971200000
2007-12-31,17822676000
2008-01-02,17594844000
2008-01-03,17602611000
2008-01-04,17369601000
2008-01-07,17346300000
2008-01-08,16999374000
2008-01-09,17108112000
2008-01-10,17346300000
2008-01-11,17146947000
2008-01-14,17242740000
2008-01-15,16934649000
2008-01-16,16828500000
2008-01-17,16289988000
2008-01-18,15502932000
2008-01-22,15086103000
2008-01-23,15047268000
2008-01-24,15249210000
2008-01-25,14850504000
2008-01-28,15225909000
2008-01-29,15546945000
2008-01-30,15158595000
2008-01-31,15433029000
2008-02-01,15847269000
2008-02-04,15484809000
2008-02-05,13747590000
2008-02-06,13970244000
2008-02-07,14394840000
2008-02-08,14242089000
2008-02-11,14058270000
2008-02-12,14407785000
2008-02-13,14834970000
2008-02-14,14581248000
2008-02-15,14702931000
2008-02-19,14739177000
2008-02-20,14744355000
2008-02-21,15238854000
2008-02-22,15104226000
2008-02-25,15502932000
2008-02-26,15559890000
2008-02-27,15606492000
2008-02-28,14912640000
2008-02-29,14299047000
2008-03-03,14133351000
2008-03-04,14027202000
2008-03-05,14071215000
2008-03-06,13470567000
2008-03-07,13379952000
2008-03-10,13074450000
2008-03-11,13579305000
2008-03-12,13496457000
2008-03-13,13395486000
2008-03-14,12724935000
2008-03-17,12574773000
2008-03-18,13535292000
2008-03-19,13747590000
2008-03-20,14361183000
2008-03-24,14568303000
2008-03-25,14679630000
2008-03-26,14161830000
2008-03-27,14252445000
2008-03-28,14151474000
2008-03-31,14437052000
2008-04-01,15203988000
2008-04-02,15102939000
2008-04-03,14944888000
2008-04-04,14838657000
2008-04-07,14802383000
2008-04-08,14613240000
2008-04-09,14323048000
2008-04-10,14258273000
2008-04-11,13786711000
2008-04-14,13519838000
2008-04-15,13597568000
2008-04-16,13944762000
2008-04-17,13929216000
2008-04-18,14245318000
2008-04-21,13965490000
2008-04-22,13771165000
2008-04-23,13522429000
2008-04-24,13877396000
2008-04-25,14006946000
2008-04-28,14120950000
2008-04-29,14154633000
2008-04-30,13903306000
2008-05-01,14553647000
2008-05-02,15007072000
2008-05-05,14815338000
2008-05-06,14639150000
2008-05-07,14102813000
2008-05-08,13727118000
2008-05-09,13879987000
2008-05-12,14382641000
2008-05-13,14120950000
2008-05-14,14294547000
2008-05-15,14525146000
2008-05-16,14452598000
2008-05-19,14618422000
2008-05-20,14120950000
2008-05-21,13620887000
2008-05-22,13905897000
2008-05-23,13532793000
2008-05-27,13786711000
2008-05-28,13758210000
2008-05-29,14012128000
2008-05-30,13960308000
2008-06-02,13563885000
2008-06-03,13403243000
2008-06-04,13356605000
2008-06-05,13537975000
2008-06-06,12745129000
2008-06-09,12812495000
2008-06-10,12900589000
2008-06-11,12514530000
2008-06-12,12892816000
2008-06-13,13123415000
2008-06-16,13056049000
2008-06-17,12742538000
2008-06-18,12543031000
2008-06-19,13017184000
2008-06-20,12506757000
2008-06-23,11773504000
2008-06-24,11827915000
2008-06-25,12172518000
2008-06-26,11247531000
2008-06-27,11016932000
2008-06-30,10891215000
2008-07-01,10631715000
2008-07-02,10753680000
2008-07-03,10644690000
2008-07-07,10348860000
2008-07-08,10839315000
2008-07-09,10265820000
2008-07-10,10019295000
2008-07-11,9694920000
2008-07-14,9484725000
2008-07-15,9207060000
2008-07-16,9772770000
2008-07-17,10187970000
2008-07-18,10296960000
2008-07-21,9957015000
2008-07-22,10621335000
2008-07-23,11010585000
2008-07-24,10686210000
2008-07-25,10704375000
2008-07-28,10289175000
2008-07-29,10901595000
2008-07-30,11098815000
2008-07-31,11031345000
2008-08-01,10893810000
2008-08-04,11132550000
2008-08-05,12310680000
2008-08-06,12209475000
2008-08-07,11667120000
2008-08-08,11934405000
2008-08-11,12074535000
2008-08-12,11781300000
2008-08-13,11547750000
2008-08-14,12134220000
2008-08-15,12697335000
2008-08-18,12064155000
2008-08-19,11654145000
2008-08-20,11469900000
2008-08-21,11407620000
2008-08-22,11690475000
2008-08-25,11135145000
2008-08-26,11187045000
2008-08-27,11355720000
2008-08-28,11778705000
2008-08-29,11882505000
2008-09-02,11962950000
2008-09-03,12077130000
2008-09-04,11573700000
2008-09-05,11599650000
2008-09-08,12653220000
2008-09-09,11918835000
2008-09-10,11970735000
2008-09-11,12206880000
2008-09-12,12310680000
2008-09-15,11187045000
2008-09-16,11581485000
2008-09-17,10081575000
2008-09-18,11259705000
2008-09-19,13481025000
2008-09-22,11480280000
2008-09-23,10647285000
2008-09-24,10899000000
2008-09-25,11358315000
2008-09-26,11456925000
2008-09-29,10174995000
2008-09-30,11290004000
2008-10-01,9771344000
2008-10-02,8182592000
2008-10-03,8439595999
2008-10-06,7650412000
2008-10-07,7037756000
2008-10-08,5643704000
2008-10-09,4099084000
2008-10-10,4724720000
2008-10-13,5957820000
2008-10-14,6417312000
2008-10-15,5778696000
2008-10-16,5711200000
2008-10-17,5428236000
2008-10-20,5529480000
2008-10-21,5563228000
2008-10-22,4807792000
2008-10-23,4831156000
2008-10-24,5090756000
2008-10-27,4698760000
2008-10-28,5711200000
2008-10-29,5404872000
2008-10-30,5210172000
2008-10-31,4929804000
2008-11-03,5812444000
2008-11-04,7139000000
2008-11-05,6630184000
2008-11-06,6123964000
2008-11-07,6539324000
2008-11-10,6290108000
2008-11-11,5355548000
2008-11-12,4537808000
2008-11-13,4870096000
2008-11-14,4369068000
2008-11-17,3894000000
2008-11-18,3714876000
2008-11-19,3029532000
2008-11-20,2448028000
2008-11-21,2596000000
2008-11-24,3237212000
2008-11-25,3343648000
2008-11-26,3522772000
2008-11-28,3585076000
2008-12-01,3078856000
2008-12-02,3611036000
2008-12-03,3681128000
2008-12-04,3540944000
2008-12-05,4984320000
2008-12-08,4631264000
2008-12-09,4841540000
2008-12-10,4971340000
2008-12-11,4392432000
2008-12-12,4633860000
2008-12-15,4491080000
2008-12-16,5347760000
2008-12-17,5230940000
2008-12-18,4916824000
2008-12-19,5272476000
2008-12-22,4997300000
2008-12-23,4919420000
2008-12-24,4960956000
2008-12-26,5059604000
2008-12-29,4937592000
2008-12-30,5578804000
2008-12-31,5868200000
2009-01-02,6136000000
2009-01-05,6000800000
2009-01-06,6364800000
2009-01-07,5675800000
2009-01-08,5694000000
2009-01-09,5444400000
2009-01-12,4823000000
2009-01-13,4966000000
2009-01-14,4404400000
2009-01-15,4263999999
2009-01-16,4209400000
2009-01-20,3627000000
2009-01-21,4235400000
2009-01-22,3876600000
2009-01-23,4082000000
2009-01-26,4024800000
2009-01-27,4287399999
2009-01-28,5324800000
2009-01-29,4638400000
2009-01-30,4313400000
2009-02-02,4427800000
2009-02-03,4326400000
2009-02-04,4209400000
2009-02-05,4321200000
2009-02-06,4375800000
2009-02-09,4427800000
2009-02-10,3117400000
2009-02-11,3031600000
2009-02-12,3130400000
2009-02-13,3026400000
2009-02-17,2813200000
2009-02-18,2743000000
2009-02-19,2732600000
2009-02-20,2735200000
2009-02-23,2428400000
2009-02-24,2878200000
2009-02-25,2685800000
2009-02-26,2753400000
2009-02-27,2077400000
2009-03-02,1898000000
2009-03-03,1783600000
2009-03-04,1900600000
2009-03-05,1658800000
2009-03-06,1580800000
2009-03-09,1528800000
2009-03-10,1890200000
2009-03-11,1957800000
2009-03-12,2131999999
2009-03-13,2020200000
2009-03-16,1918800000
2009-03-17,2116400000
2009-03-18,2314000000
2009-03-19,2022800000
2009-03-20,1820000000
2009-03-23,2186600000
2009-03-24,2249000000
2009-03-25,2371200000
2009-03-26,2579200000
2009-03-27,2678000000
2009-03-30,2074800000
2009-03-31,2371382000
2009-04-01,2365584000
2009-04-02,2545322000
2009-04-03,3052647000
2009-04-06,3081637000
2009-04-07,2942485000
2009-04-08,3568669000
2009-04-09,4194853000
2009-04-13,4339803000
2009-04-14,3780295999
2009-04-15,3994822000
2009-04-16,3989024000
2009-04-17,4267328000
2009-04-20,3745508000
2009-04-21,4058600000
2009-04-22,4119479000
2009-04-23,4310813000
2009-04-24,4438369000
2009-04-27,4255732000
2009-04-28,4110782000
2009-04-29,4539834000
2009-04-30,4736966000
2009-05-01,4473157000
2009-05-04,4908007000
2009-05-05,5435625000
2009-05-06,6751771000
2009-05-07,6218355000
2009-05-08,6864832000
2009-05-11,5896566000
2009-05-12,5722626000
2009-05-13,5377645000
2009-05-14,5467514000
2009-05-15,5386341999
2009-05-18,5963243000
2009-05-19,6032819000
2009-05-20,5858879000
2009-05-21,5870475000
2009-05-22,5966141999
2009-05-26,6027021000
2009-05-27,5960344000
2009-05-28,6322719000
2009-05-29,6435780000
2009-06-01,6505356000
2009-06-02,6444477000
2009-06-03,6067607000
2009-06-04,6253143000
2009-06-05,6444477000
2009-06-08,6421285000
2009-06-09,6369103000
2009-06-10,6273436000
2009-06-11,6183566999
2009-06-12,6056011000
2009-06-15,5647252000
2009-06-16,5499403000
2009-06-17,5302271000
2009-06-18,5403736000
2009-06-19,5508100000
2009-06-22,5079048000
2009-06-23,5250089000
2009-06-24,5476211000
2009-06-25,5661747000
2009-06-26,5539989000
2009-06-29,5563181000
2009-06-30,6011844000
2009-07-01,6062900000
2009-07-02,5644879000
2009-07-06,5871440000
2009-07-07,5644879000
2009-07-08,5555531000
2009-07-09,5609777999
2009-07-10,5469374000
2009-07-13,6024608000
2009-07-14,5976743000
2009-07-15,6225641000
2009-07-16,6292652000
2009-07-17,6311798000
2009-07-20,6512831000
2009-07-21,6592606000
2009-07-22,6573460000
2009-07-23,7211660000
2009-07-24,7301008000
2009-07-27,7533951000
2009-07-28,7294626000
2009-07-29,7202087000
2009-07-30,7431839000
2009-07-31,7562670000
2009-08-03,8117904000
2009-08-04,8082802999
2009-08-05,8162577999
2009-08-06,7888152000
2009-08-07,8216825000
2009-08-10,8066848000
2009-08-11,7786040000
2009-08-12,8235971000
2009-08-13,8452958999
2009-08-14,8149814000
2009-08-17,7655208999
2009-08-18,7910489000
2009-08-19,7958354000
2009-08-20,8293408999
2009-08-21,8851834000
2009-08-24,8886935000
2009-08-25,8947564000
2009-08-26,8966710000
2009-08-27,9161361000
2009-08-28,9215608000
2009-08-31,9062440000
2009-09-01,8347656000
2009-09-02,8274263000
2009-09-03,8223207000
2009-09-04,8315746000
2009-09-08,8398712000
2009-09-09,8497633000
2009-09-10,9091159000
2009-09-11,8880553000
2009-09-14,8934800000
2009-09-15,8998620000
2009-09-16,9837853000
2009-09-17,9257091000
2009-09-18,9027339000
2009-09-21,8794396000
2009-09-22,8858216000
2009-09-23,8411476000
2009-09-24,8306173000
2009-09-25,8232780000
2009-09-28,8925227000
2009-09-29,8880553000
2009-09-30,8751105000
2009-10-01,8134470000
2009-10-02,8070570000
2009-10-05,8511480000
2009-10-06,8709570000
2009-10-07,8754300000
2009-10-08,8981145000
2009-10-09,9038655000
2009-10-12,9108945000
2009-10-13,8885295000
2009-10-14,9415665000
2009-10-15,9485955000
2009-10-16,9217575000
2009-10-19,9399690000
2009-10-20,9118530000
2009-10-21,9016290000
2009-10-22,9390105000
2009-10-23,9013095000
2009-10-26,8645670000
2009-10-27,8501895000
2009-10-28,7974720000
2009-10-29,8540235000
2009-10-30,8000280000
2009-11-02,7990695000
2009-11-03,8041815000
2009-11-04,8067375000
2009-11-05,8131275000
2009-11-06,8214345000
2009-11-09,8553015000
2009-11-10,8255880000
2009-11-11,8415630000
2009-11-12,8160030000
2009-11-13,8220735000
2009-11-16,8549820000
2009-11-17,8664840000
2009-11-18,8629695000
2009-11-19,8370900000
2009-11-20,8236710000
2009-11-23,8332559999
2009-11-24,8310195000
2009-11-25,8364510000
2009-11-27,7987500000
2009-11-30,8112105000
2009-12-01,8118495000
2009-12-02,8300610000
2009-12-03,7195140000
2009-12-04,7696755000
2009-12-07,7453934999
2009-12-08,7437960000
2009-12-09,7380450000
2009-12-10,7370865000
2009-12-11,7540200000
2009-12-14,7626465000
2009-12-15,7447545000
2009-12-16,7674390000
2009-12-17,7575345000
2009-12-18,7578540000
2009-12-21,7741485000
2009-12-22,8054595000
2009-12-23,8124885000
2009-12-24,8134470000
2009-12-28,7977915000
2009-12-29,7869285000
2009-12-30,7779825000
2009-12-31,7687992000
2010-01-04,7995000000
2010-01-05,8183682000
2010-01-06,8129316000
2010-01-07,8199672000
2010-01-08,8209266000
2010-01-11,8247642000
2010-01-12,8106930000
2010-01-13,8164494000
2010-01-14,8202870000
2010-01-15,8078148000
2010-01-19,8244444000
2010-01-20,8049366000
2010-01-21,7614438000
2010-01-22,7464132000
2010-01-25,7598448000
2010-01-26,7470528000
2010-01-27,7678398000
2010-01-28,7409766000
2010-01-29,7371390000
2010-02-01,7460933999
2010-02-02,7675200000
2010-02-03,7499310000
2010-02-04,7217886000
2010-02-05,7182708000
2010-02-08,7096362000
2010-02-09,6859710000
2010-02-10,7003620000
2010-02-11,7102758000
2010-02-12,7048392000
2010-02-16,7294638000
2010-02-17,7304232000
2010-02-18,7345806000
2010-02-19,7301033999
2010-02-22,7355400000
2010-02-23,7102758000
2010-02-24,7419360000
2010-02-25,7393776000
2010-02-26,7422558000
2010-03-01,7406568000
2010-03-02,7604844000
2010-03-03,7662408000
2010-03-04,7726368000
2010-03-05,7931040000
2010-03-08,7966218000
2010-03-09,8007792000
2010-03-10,8132514000
2010-03-11,8135712000
2010-03-12,8190078000
2010-03-15,8305206000
2010-03-16,8580233999
2010-03-17,8877648000
2010-03-18,8877648000
2010-03-19,8762520000
2010-03-22,8778510000
2010-03-23,8967192000
2010-03-24,9165468000
2010-03-25,9331764000
2010-03-26,9328566000
2010-03-29,9376536000
2010-03-30,9216636000
2010-03-31,9350121000
2010-04-01,9423744000
2010-04-05,9631809000
2010-04-06,9705432000
2010-04-07,9484563000
2010-04-08,9417342000
2010-04-09,9378930000
2010-04-12,9305307000
2010-04-13,9314910000
2010-04-14,9558186000
2010-04-15,9570990000
2010-04-16,9295704000
2010-04-19,9497367000
2010-04-20,9673422000
2010-04-21,9628608000
2010-04-22,9484563000
2010-04-23,9935904000
2010-04-26,9849477000
2010-04-27,9225282000
2010-04-28,9362925000
2010-04-29,9708633000
2010-04-30,9353322000
2010-05-03,9686226000
2010-05-04,9458955000
2010-05-05,9410940000
2010-05-06,9071634000
2010-05-07,8857167000
2010-05-10,9676623000
2010-05-11,9554985000
2010-05-12,9820668000
2010-05-13,9638211000
2010-05-14,9250890000
2010-05-17,9382131000
2010-05-18,9119649000
2010-05-19,9014016000
2010-05-20,8364213000
2010-05-21,8386620000
2010-05-24,8293791000
2010-05-25,8354610000
2010-05-26,8345007000
2010-05-27,9001212000
2010-05-28,8703519000
2010-06-01,8418630000
2010-06-02,8818755000
2010-06-03,8773941000
2010-06-04,8280987000
2010-06-07,8012103000
2010-06-08,8226570000
2010-06-09,8095329000
2010-06-10,8437836000
2010-06-11,8242575000
2010-06-14,8284188000
2010-06-15,8655504000
2010-06-16,8457042000
2010-06-17,8450640000
2010-06-18,8434635000
2010-06-21,8345007000
2010-06-22,8220168000
2010-06-23,8165751000
2010-06-24,7960887000
2010-06-25,8130540000
2010-06-28,8130540000
2010-06-29,7659993000
2010-06-30,7507832000
2010-07-01,7411742000
2010-07-02,7370103000
2010-07-06,7354088000
2010-07-07,7709621000
2010-07-08,7850553000
2010-07-09,7965861000
2010-07-12,7882583000
2010-07-13,8161244000
2010-07-14,8135620000
2010-07-15,8103590000
2010-07-16,7623140000
2010-07-19,7725636000
2010-07-20,7844146999
2010-07-21,7764071999
2010-07-22,8119605000
2010-07-23,8196477000
2010-07-26,8209289000
2010-07-27,8177259000
2010-07-28,7981876000
2010-07-29,8295770000
2010-07-30,8202883000
2010-08-02,8353423999
2010-08-03,7943440000
2010-08-04,7924221999
2010-08-05,7863365000
2010-08-06,7687200000
2010-08-09,7850553000
2010-08-10,7760869000
2010-08-11,7360494000
2010-08-12,7290028000
2010-08-13,7331667000
2010-08-16,7290028000
2010-08-17,7370103000
2010-08-18,7376509000
2010-08-19,7283621999
2010-08-20,7171517000
2010-08-23,7043396999
2010-08-24,6905668000
2010-08-25,7056209000
2010-08-26,7053006000
2010-08-27,7434163000
2010-08-30,7209953000
2010-08-31,7382915000
2010-09-01,7834538000
2010-09-02,7940237000
2010-09-03,8186868000
2010-09-07,7937034000
2010-09-08,8029921000
2010-09-09,8164446999
2010-09-10,8151635000
2010-09-13,8363033000
2010-09-14,8331003000
2010-09-15,8308582000
2010-09-16,8183665000
2010-09-17,8119605000
2010-09-20,8369439000
2010-09-21,8391860000
2010-09-22,8247725000
2010-09-23,7943440000
2010-09-24,8295770000
2010-09-27,8302176000
2010-09-28,8411078000
2010-09-29,8311785000
2010-09-30,8309952000
2010-10-01,8309952000
2010-10-04,8236214000
2010-10-05,8511930000
2010-10-06,8604904000
2010-10-07,8560020000
2010-10-08,8771616000
2010-10-11,8726732000
2010-10-12,8659406000
2010-10-13,8662612000
2010-10-14,8550402000
2010-10-15,8489488000
2010-10-18,8630552000
2010-10-19,8418956000
2010-10-20,8608110000
2010-10-21,8685054000
2010-10-22,8678642000
2010-10-25,8729938000
2010-10-26,8691466000
2010-10-27,8739556000
2010-10-28,8688260000
2010-10-29,8604904000
2010-11-01,8652994000
2010-11-02,8816500000
2010-11-03,9031302000
2010-11-04,9486554000
2010-11-05,9553880000
2010-11-08,9444876000
2010-11-09,9271752000
2010-11-10,9387168000
2010-11-11,9268546000
2010-11-12,9085804000
2010-11-15,9156336000
2010-11-16,8931916000
2010-11-17,8871002000
2010-11-18,9146718000
2010-11-19,9236486000
2010-11-22,9146718000
2010-11-23,8787646000
2010-11-24,8980006000
2010-11-26,8826118000
2010-11-29,8842148000
2010-11-30,8733144000
2010-12-01,9028096000
2010-12-02,9432052000
2010-12-03,9515408000
2010-12-06,9624412000
2010-12-07,9550674000
2010-12-08,9925776000
2010-12-09,10211110000
2010-12-10,10082870000
2010-12-13,10201492000
2010-12-14,10393852000
2010-12-15,10406676000
2010-12-16,10377822000
2010-12-17,10236758000
2010-12-20,10207904000
2010-12-21,10560564000
2010-12-22,10682392000
2010-12-23,10595830000
2010-12-27,10611860000
2010-12-28,10583006000
2010-12-29,10515680000
2010-12-30,10432324000
2010-12-31,10461528000
2011-01-03,10782828000
2011-01-04,10609326000
2011-01-05,10625391000
2011-01-06,10403694000
2011-01-07,10422972000
2011-01-10,10387629000
2011-01-11,10390842000
2011-01-12,10676798999
2011-01-13,10557918000
2011-01-14,10715355000
2011-01-18,10686438000
2011-01-19,10365138000
2011-01-20,10371564000
2011-01-21,10397268000
2011-01-24,10400481000
2011-01-25,10477593000
