,AXP
2013-11-26,90791030000
2013-11-27,91324530000
2013-11-29,91548600000
2013-12-02,91004430000
2013-12-03,90278870000
2013-12-04,90161500000
2013-12-05,90204180000
2013-12-06,91687310000
2013-12-09,91495250000
2013-12-10,91004430000
2013-12-11,89521300000
2013-12-12,88881100000
2013-12-13,89286560000
2013-12-16,90182840000
2013-12-17,89745370000
2013-12-18,91751330000
2013-12-19,92199470000
2013-12-20,93437190000
2013-12-23,94226770000
2013-12-24,94632230000
2013-12-26,94963000000
2013-12-27,95165730000
2013-12-30,95592530000
2013-12-31,96173800000
2014-01-02,94817000000
2014-01-03,95124400000
2014-01-06,95082000000
2014-01-07,94721600000
2014-01-08,94774600000
2014-01-09,94212800000
2014-01-10,93863000000
2014-01-13,92209400000
2014-01-14,92347200000
2014-01-15,93545000000
2014-01-16,93046800000
2014-01-17,96428200000
2014-01-21,96025400000
2014-01-22,96597800000
2014-01-23,94520200000
2014-01-24,92167000000
2014-01-27,90863200000
2014-01-28,91838400000
2014-01-29,90683000000
2014-01-30,91817200000
2014-01-31,90121200000
2014-02-03,87831600000
2014-02-04,89040000000
2014-02-05,88743200000
2014-02-06,90831400000
2014-02-07,92220000000
2014-02-10,93640400000
2014-02-11,93894800000
2014-02-12,94361200000
2014-02-13,94234000000
2014-02-14,94340000000
2014-02-18,94361200000
2014-02-19,94170400000
2014-02-20,94350600000
2014-02-21,94075000000
2014-02-24,95315200000
2014-02-25,95304600000
2014-02-26,95113800000
2014-02-27,95707400000
2014-02-28,96756800000
2014-03-03,95368200000
2014-03-04,98166600000
2014-03-05,97668400000
2014-03-06,99131200000
2014-03-07,99491600000
2014-03-10,99322000000
2014-03-11,98792000000
2014-03-12,98474000000
2014-03-13,96131400000
2014-03-14,95580200000
2014-03-17,96735600000
2014-03-18,97085400000
2014-03-19,96173800000
2014-03-20,97191400000
2014-03-21,97011200000
2014-03-24,96470600000
2014-03-25,96290400000
2014-03-26,95039600000
2014-03-27,95389400000
2014-03-28,95887600000
2014-03-31,94711560000
2014-04-01,95910840000
2014-04-02,95100800000
2014-04-03,95710960000
2014-04-04,93806840000
2014-04-07,91103200000
2014-04-08,90987480000
2014-04-09,93333440000
2014-04-10,89798720000
2014-04-11,88936080000
2014-04-14,89946000000
2014-04-15,90514080000
2014-04-16,91944800000
2014-04-17,90703440000
2014-04-21,91176840000
2014-04-22,91597640000
2014-04-23,91660760000
2014-04-24,91955320000
2014-04-25,91555560000
2014-04-28,91587120000
2014-04-29,92355080000
2014-04-30,91976360000
2014-05-01,91334640000
2014-05-02,91450360000
2014-05-05,91902720000
2014-05-06,90682400000
2014-05-07,92554960000
2014-05-08,93228240000
2014-05-09,93459680000
2014-05-12,94322320000
2014-05-13,93722680000
2014-05-14,93059920000
2014-05-15,92155200000
2014-05-16,92050000000
2014-05-19,92702240000
2014-05-20,91618680000
2014-05-21,92428720000
2014-05-22,92733800000
2014-05-23,93396560000
2014-05-27,96142280000
2014-05-28,95795120000
2014-05-29,96026560000
2014-05-30,96258000000
2014-06-02,96668280000
2014-06-03,96499960000
2014-06-04,96584120000
2014-06-05,97625600000
2014-06-06,99845320000
2014-06-09,100539640000
2014-06-10,100234560000
2014-06-11,100024160000
2014-06-12,99687520000
2014-06-13,99782200000
2014-06-16,99277240000
2014-06-17,99582320000
2014-06-18,100529120000
2014-06-19,100013640000
2014-06-20,100508080000
2014-06-23,100476520000
2014-06-24,99340360000
2014-06-25,99561280000
2014-06-26,99203600000
2014-06-27,99866360000
2014-06-30,98759670000
2014-07-01,99259350000
2014-07-02,99113610000
2014-07-03,99769440000
2014-07-07,99311400000
2014-07-08,98447370000
2014-07-09,98624340000
2014-07-10,98332860000
2014-07-11,98343270000
2014-07-14,98416140000
2014-07-15,98322450000
2014-07-16,98343270000
2014-07-17,96802590000
2014-07-18,97364730000
2014-07-21,96688080000
2014-07-22,97198170000
2014-07-23,97104480000
2014-07-24,96969150000
2014-07-25,95699130000
2014-07-28,95626260000
2014-07-29,95470110000
2014-07-30,94637310000
2014-07-31,91608000000
2014-08-01,90015270000
2014-08-04,90494130000
2014-08-05,89900760000
2014-08-06,89942400000
2014-08-07,89546820000
2014-08-08,91056270000
2014-08-11,90514950000
2014-08-12,90650280000
2014-08-13,90983400000
2014-08-14,90848070000
2014-08-15,90150600000
2014-08-18,90733560000
2014-08-19,91732920000
2014-08-20,92118090000
2014-08-21,92794740000
2014-08-22,92524080000
2014-08-25,93263190000
2014-08-26,92805150000
2014-08-27,92898840000
2014-08-28,92669820000
2014-08-29,93221550000
2014-09-02,93398520000
2014-09-03,93835740000
2014-09-04,93325650000
2014-09-05,93284010000
2014-09-08,92576130000
2014-09-09,91503900000
2014-09-10,92034810000
2014-09-11,92045220000
2014-09-12,91233240000
2014-09-15,90962580000
2014-09-16,91982760000
2014-09-17,92721870000
2014-09-18,93794100000
2014-09-19,93377700000
2014-09-22,92638590000
2014-09-23,91930710000
2014-09-24,92149320000
2014-09-25,90317160000
2014-09-26,91993170000
2014-09-29,91555950000
2014-09-30,89991120000
2014-10-01,88212680000
2014-10-02,88274360000
2014-10-03,89600480000
2014-10-06,89466840000
2014-10-07,87739800000
2014-10-08,89857480000
2014-10-09,88294920000
2014-10-10,87369720000
2014-10-13,85097840000
2014-10-14,85056720000
2014-10-15,83196040000
2014-10-16,82486720000
2014-10-17,84892240000
2014-10-20,86362280000
2014-10-21,88037920000
2014-10-22,86310880000
2014-10-23,88007080000
2014-10-24,88819200000
2014-10-27,89055640000
2014-10-28,90474280000
2014-10-29,90813520000
2014-10-30,91224720000
2014-10-31,92468600000
2014-11-03,93393800000
2014-11-04,93938640000
2014-11-05,95007760000
2014-11-06,94144240000
2014-11-07,94843280000
2014-11-10,94987200000
2014-11-11,94308720000
2014-11-12,94113400000
2014-11-13,93619960000
2014-11-14,93208760000
2014-11-17,92653640000
2014-11-18,93116240000
2014-11-19,93034000000
2014-11-20,93157360000
2014-11-21,92920920000
2014-11-24,93589120000
2014-11-25,93959200000
2014-11-26,94010600000
2014-11-28,95007760000
2014-12-01,94719920000
2014-12-02,95604000000
2014-12-03,93805000000
2014-12-04,94401240000
2014-12-05,95244200000
2014-12-08,96179680000
2014-12-09,95974080000
2014-12-10,95347000000
2014-12-11,95737640000
2014-12-12,93548000000
2014-12-15,92561120000
2014-12-16,90710720000
2014-12-17,92972320000
2014-12-18,95778760000
2014-12-19,95501200000
2014-12-22,96241360000
2014-12-23,96446960000
2014-12-24,96714240000
2014-12-26,96930120000
2014-12-29,96909560000
2014-12-30,96909560000
2014-12-31,94807760000
2015-01-02,94787380000
2015-01-05,92280640000
2015-01-06,90313970000
2015-01-07,92015700000
2015-01-08,93320020000
2015-01-09,92137980000
2015-01-12,91200500000
2015-01-13,90925370000
2015-01-14,88724330000
2015-01-15,87511720000
2015-01-16,87674760000
2015-01-20,88917940000
2015-01-21,89335730000
2015-01-22,85973030000
2015-01-23,85728470000
2015-01-26,84882700000
2015-01-27,83965600000
2015-01-28,83282870000
2015-01-29,83558000000
2015-01-30,82223110000
2015-02-02,83690470000
2015-02-03,85320870000
2015-02-04,85198590000
2015-02-05,86339870000
2015-02-06,86625190000
2015-02-09,86594620000
2015-02-10,87470960000
2015-02-11,87644190000
2015-02-12,82009120000
2015-02-13,79563520000
2015-02-17,80582520000
2015-02-18,81295820000
2015-02-19,79889600000
2015-02-20,81346770000
2015-02-23,81825700000
2015-02-24,82396340000
2015-02-25,83731230000
2015-02-26,84831750000
2015-02-27,83140210000
2015-03-02,83588570000
2015-03-03,83466290000
2015-03-04,82161970000
2015-03-05,82691850000
2015-03-06,81835890000
2015-03-09,82039690000
2015-03-10,80613090000
2015-03-11,80959550000
2015-03-12,83109640000
2015-03-13,82131400000
2015-03-16,83048500000
2015-03-17,82600140000
2015-03-18,83415340000
2015-03-19,83089260000
2015-03-20,84271300000
2015-03-23,83761800000
2015-03-24,82916030000
2015-03-25,81632090000
2015-03-26,79971120000
2015-03-27,79451430000
2015-03-30,79532950000
2015-03-31,78823080000
2015-04-01,79640370000
2015-04-02,80417300000
2015-04-06,80346670000
2015-04-07,79034970000
2015-04-08,79398210000
2015-04-09,79872440000
2015-04-10,80306310000
2015-04-13,79983430000
2015-04-14,80205410000
2015-04-15,80467750000
2015-04-16,81638190000
2015-04-17,78015880000
2015-04-20,77925070000
2015-04-21,77975520000
2015-04-22,79145960000
2015-04-23,78853350000
2015-04-24,78691910000
2015-04-27,78187410000
2015-04-28,78187410000
2015-04-29,77854440000
2015-04-30,78147050000
2015-05-01,78379120000
2015-05-04,78984520000
2015-05-05,78540560000
2015-05-06,78550650000
2015-05-07,79135870000
2015-05-08,79690820000
2015-05-11,80417300000
2015-05-12,79791720000
2015-05-13,80578740000
2015-05-14,81476750000
2015-05-15,80941980000
2015-05-18,80891530000
2015-05-19,82092240000
2015-05-20,81688640000
2015-05-21,81486840000
2015-05-22,81981250000
2015-05-26,80911710000
2015-05-27,80830990000
2015-05-28,80810810000
2015-05-29,80437480000
2015-06-01,80185230000
2015-06-02,80709910000
2015-06-03,81325400000
2015-06-04,80074240000
2015-06-05,80104510000
2015-06-08,79519290000
2015-06-09,79882530000
2015-06-10,80911710000
2015-06-11,81022700000
2015-06-12,80245770000
2015-06-15,79963250000
2015-06-16,80074240000
2015-06-17,81042880000
2015-06-18,81496930000
2015-06-19,80911710000
2015-06-22,81981250000
2015-06-23,82092240000
2015-06-24,81466660000
2015-06-25,80598920000
2015-06-26,80598920000
2015-06-29,78500200000
2015-06-30,77253680000
2015-07-01,77929600000
2015-07-02,77740740000
2015-07-06,77124460000
2015-07-07,77084700000
2015-07-08,75474420000
2015-07-09,75881960000
2015-07-10,76846140000
2015-07-13,78058820000
2015-07-14,78496180000
2015-07-15,78068760000
2015-07-16,78446480000
2015-07-17,78744680000
2015-07-20,78824200000
2015-07-21,78476300000
2015-07-22,78516060000
2015-07-23,76547940000
2015-07-24,75444600000
2015-07-27,74470480000
2015-07-28,74659340000
2015-07-29,75245800000
2015-07-30,75663280000
2015-07-31,75603640000
2015-08-03,75524120000
2015-08-04,75265680000
2015-08-05,75136460000
2015-08-06,74550000000
2015-08-07,79241680000
2015-08-10,80772440000
2015-08-11,80851960000
2015-08-12,80514000000
2015-08-13,80275440000
2015-08-14,80424540000
2015-08-17,80514000000
2015-08-18,80752560000
2015-08-19,80464300000
2015-08-20,78287440000
2015-08-21,76567820000
2015-08-24,74202100000
2015-08-25,73078880000
2015-08-26,75176220000
2015-08-27,76418720000
2015-08-28,76190100000
2015-08-31,76259680000
2015-09-01,73556000000
2015-09-02,74490360000
2015-09-03,74808440000
2015-09-04,73635520000
2015-09-08,75037060000
2015-09-09,74669280000
2015-09-10,74858140000
2015-09-11,75047000000
2015-09-14,74689160000
2015-09-15,76041000000
2015-09-16,76856080000
2015-09-17,76597640000
2015-09-18,75494300000
2015-09-21,76279560000
2015-09-22,75255740000
2015-09-23,75176220000
2015-09-24,74241860000
2015-09-25,74649400000
2015-09-28,72899960000
2015-09-29,72661400000
2015-09-30,72425010000
2015-10-01,72190530000
2015-10-02,72698570000
2015-10-05,75522100000
2015-10-06,75141070000
2015-10-07,75404860000
2015-10-08,75404860000
2015-10-09,75551410000
2015-10-12,75531870000
2015-10-13,74838200000
2015-10-14,74418090000
2015-10-15,74974980000
2015-10-16,75434170000
2015-10-19,75229000000
2015-10-20,75180150000
2015-10-21,74750270000
2015-10-22,70832500000
2015-10-23,72874430000
2015-10-26,72483630000
2015-10-27,72307770000
2015-10-28,72737650000
2015-10-29,72512940000
2015-10-30,71575020000
2015-11-02,72239380000
2015-11-03,72327310000
2015-11-04,72366390000
2015-11-05,72229610000
2015-11-06,72591100000
2015-11-09,71731340000
2015-11-10,71682490000
2015-11-11,71233070000
2015-11-12,70324460000
2015-11-13,69562400000
2015-11-16,70011820000
2015-11-17,69474470000
2015-11-18,70490550000
2015-11-19,71066980000
2015-11-20,70754340000
2015-11-23,70578480000
2015-11-24,69982510000
2015-11-25,70041130000
2015-11-27,70197450000
2015-11-30,69992280000
2015-12-01,70539400000
2015-12-02,69562400000
2015-12-03,68800340000
2015-12-04,69464700000
2015-12-07,68985970000
2015-12-08,68302070000
2015-12-09,68253220000
2015-12-10,68497470000
2015-12-11,67276220000
2015-12-14,67246910000
2015-12-15,68536550000
2015-12-16,69083670000
2015-12-17,67969889999
2015-12-18,66308990000
2015-12-21,66826800000
2015-12-22,67266449999
2015-12-23,68360690000
2015-12-24,68546320000
2015-12-28,68155520000
2015-12-29,68927350000
2015-12-30,68546320000
2015-12-31,66837550000
2016-01-04,64953990000
2016-01-05,63954550000
2016-01-06,61907620000
2016-01-07,61350240000
2016-01-08,61148430000
2016-01-11,61552050000
2016-01-12,61888400000
2016-01-13,60398850000
2016-01-14,60821690000
2016-01-15,60456510000
2016-01-19,60197040000
2016-01-20,60571830000
2016-01-21,60197040000
2016-01-22,52912660000
2016-01-25,52874220000
2016-01-26,52941490000
2016-01-27,52393720000
2016-01-28,50817680000
2016-01-29,51413500000
2016-02-01,52566700000
2016-02-02,51567260000
2016-02-03,51999710000
2016-02-04,52259180000
2016-02-05,51874780000
2016-02-08,50356400000
2016-02-09,50577430000
2016-02-10,50250690000
2016-02-11,49116710000
2016-02-12,50606260000
2016-02-16,51105980000
2016-02-17,51519210000
2016-02-18,52038150000
2016-02-19,52576310000
2016-02-22,53460430000
2016-02-23,52960710000
2016-02-24,52509040000
2016-02-25,53229790000
2016-02-26,53220180000
2016-02-29,53412380000
2016-03-01,54584800000
2016-03-02,54892320000
2016-03-03,55824490000
2016-03-04,56016690000
2016-03-07,56699000000
2016-03-08,57112230000
2016-03-09,56747050000
2016-03-10,56458750000
2016-03-11,57141060000
2016-03-14,57246770000
2016-03-15,56920030000
2016-03-16,57371700000
2016-03-17,57736880000
2016-03-18,58832420000
2016-03-21,58822810000
2016-03-22,58246210000
2016-03-23,58265430000
2016-03-24,58111670000
2016-03-28,57929080000
2016-03-29,58236600000
2016-03-30,57938690000
2016-03-31,57593200000
2016-04-01,57311800000
2016-04-04,56861560000
2016-04-05,56458220000
2016-04-06,56167440000
2016-04-07,55210680000
2016-04-08,55811000000
2016-04-11,56092400000
2016-04-12,56917840000
2016-04-13,58306080000
2016-04-14,58634380000
2016-04-15,58287320000
2016-04-18,58709420000
2016-04-19,59628660000
2016-04-20,60988760000
2016-04-21,61542180000
2016-04-22,61842340000
2016-04-25,61626600000
2016-04-26,62095600000
2016-04-27,62123740000
2016-04-28,61757920000
2016-04-29,61373340000
2016-05-02,61607840000
2016-05-03,60829299999
2016-05-04,60275880000
2016-05-05,59956960000
2016-05-06,60510380000
2016-05-09,60013240000
2016-05-10,60819920000
2016-05-11,60585420000
2016-05-12,60350920000
2016-05-13,60144560000
2016-05-16,60097659999
2016-05-17,58868880000
2016-05-18,59581760000
2016-05-19,58850120000
2016-05-20,59956960000
2016-05-23,59647420000
2016-05-24,60848060000
2016-05-25,61260780000
2016-05-26,61185740000
2016-05-27,61457760000
2016-05-31,61682880000
2016-06-01,61823580000
2016-06-02,62292580000
2016-06-03,61429619999
2016-06-06,61851720000
2016-06-07,61804820000
2016-06-08,62151880000
2016-06-09,61635979999
2016-06-10,60941860000
2016-06-13,59722460000
2016-06-14,57283660000
2016-06-15,57611960000
2016-06-16,58090340000
2016-06-17,58024680000
2016-06-20,58437400000
2016-06-21,58428020000
2016-06-22,58109100000
2016-06-23,59328500000
2016-06-24,56336280000
2016-06-27,54094460000
2016-06-28,54310200000
2016-06-29,55932940000
2016-06-30,55899200000
2016-07-01,55834800000
2016-07-05,54418000000
2016-07-06,54721600000
2016-07-07,55025200000
2016-07-08,56570800000
2016-07-11,57187200000
2016-07-12,57960000000
2016-07-13,58052000000
2016-07-14,58521200000
2016-07-15,58677600000
2016-07-18,58870800000
2016-07-19,59027200000
2016-07-20,59321600000
2016-07-21,58355600000
2016-07-22,59137600000
2016-07-25,59183600000
2016-07-26,59220400000
2016-07-27,59422800000
2016-07-28,59606800000
2016-07-29,59303199999
2016-08-01,58999599999
2016-08-02,58392400000
2016-08-03,58723600000
2016-08-04,58824800000
2016-08-05,60278400000
2016-08-08,60563600000
2016-08-09,60158800000
2016-08-10,59560799999
2016-08-11,60241600000
2016-08-12,60149599999
2016-08-15,60379599999
2016-08-16,60076000000
2016-08-17,60425600000
2016-08-18,60379599999
2016-08-19,60287600000
2016-08-22,60131200000
2016-08-23,60425600000
2016-08-24,59947200000
2016-08-25,59800000000
2016-08-26,59606800000
2016-08-29,60278400000
2016-08-30,60214000000
2016-08-31,60333600000
2016-09-01,59671200000
2016-09-02,59974800000
2016-09-06,60499200000
2016-09-07,60894800000
2016-09-08,60940799999
2016-09-09,59910400000
2016-09-12,60628000000
2016-09-13,59211200000
2016-09-14,58401600000
2016-09-15,58723600000
2016-09-16,58567200000
2016-09-19,58935200000
2016-09-20,58622400000
2016-09-21,59137600000
2016-09-22,59459599999
2016-09-23,58742000000
2016-09-26,58346400000
2016-09-27,59137600000
2016-09-28,59082400000
2016-09-29,58300400000
2016-09-30,58276400000
2016-10-03,58067100000
2016-10-04,58158100000
2016-10-05,58567600000
2016-10-06,56365400000
2016-10-07,56201600000
2016-10-10,56329000000
2016-10-11,55382600000
2016-10-12,55227900000
2016-10-13,54973100000
2016-10-14,54736500000
2016-10-17,54509000000
2016-10-18,54672800000
2016-10-19,55737500000
2016-10-20,60769800000
2016-10-21,61297600000
2016-10-24,61051900000
2016-10-25,60733399999
2016-10-26,60788000000
2016-10-27,60906300000
2016-10-28,60469500000
2016-10-31,60442200000
2016-11-01,60287500000
2016-11-02,59559500000
2016-11-03,59450300000
2016-11-04,59614100000
2016-11-07,60970000000
2016-11-08,61033699999
2016-11-09,62553399999
2016-11-10,63800100000
2016-11-11,64155000000
2016-11-14,65902200000
2016-11-15,65947700000
2016-11-16,65228800000
2016-11-17,65319800000
2016-11-18,64610000000
2016-11-21,65101400000
2016-11-22,65265200000
2016-11-23,66320799999
2016-11-25,66302600000
2016-11-28,65638299999
2016-11-29,65055899999
2016-11-30,65556400000
2016-12-01,66002300000
2016-12-02,65392600000
2016-12-05,65547300000
2016-12-06,65802100000
2016-12-07,67603900000
2016-12-08,68168100000
2016-12-09,68040700000
2016-12-12,66957800000
2016-12-13,67194400000
2016-12-14,67403699999
2016-12-15,68195400000
2016-12-16,68250000000
2016-12-19,67840500000
2016-12-20,68304600000
2016-12-21,68541199999
2016-12-22,67867800000
2016-12-23,68222700000
2016-12-27,68231800000
2016-12-28,67676700000
2016-12-29,67267200000
2016-12-30,67412800000
2017-01-03,67739649999
2017-01-04,68557740000
2017-01-05,67712679999
2017-01-06,67847530000
2017-01-09,68198140000
2017-01-10,68908350000
2017-01-11,69142090000
2017-01-12,69115120000
2017-01-13,68881380000
2017-01-17,68863400000
2017-01-18,69663510000
2017-01-19,68944310000
2017-01-20,68503800000
2017-01-23,68297030000
2017-01-24,69609570000
2017-01-25,69124110000
2017-01-26,69160070000
2017-01-27,69088150000
2017-01-30,69474720000
2017-01-31,68665619999
2017-02-01,69007240000
2017-02-02,68782490000
2017-02-03,70157960000
2017-02-06,69960180000
2017-02-07,69870280000
2017-02-08,69942200000
2017-02-09,70283820000
2017-02-10,70553520000
2017-02-13,70940090000
2017-02-14,71389590000
2017-02-15,71560400000
2017-02-16,71479490000
2017-02-17,71659290000
2017-02-21,71893030000
2017-02-22,71794140000
2017-02-23,71964950000
2017-02-24,71704240000
2017-02-27,72072830000
2017-02-28,71973940000
2017-03-01,73646080000
2017-03-02,72009900000
2017-03-03,71812120000
2017-03-06,71470500000
2017-03-07,71542420000
2017-03-08,71056960000
2017-03-09,71290700000
2017-03-10,71362620000
2017-03-13,71209790000
2017-03-14,71641310000
2017-03-15,71227770000
2017-03-16,71713230000
2017-03-17,71245750000
2017-03-20,70886150000
2017-03-21,69699470000
2017-03-22,69825330000
2017-03-23,69978160000
2017-03-24,70301800000
2017-03-27,69762400000
2017-03-28,70697360000
2017-03-29,70346750000
2017-03-30,71209790000
2017-03-31,70407900000
2017-04-03,69945100000
2017-04-04,69651400000
2017-04-05,69206400000
2017-04-06,69348800000
2017-04-07,69215300000
2017-04-10,68966100000
2017-04-11,68761400000
2017-04-12,68245200000
2017-04-13,67462000000
2017-04-17,68236300000
2017-04-18,67453100000
2017-04-19,67239500000
2017-04-20,71217800000
2017-04-21,70835100000
2017-04-24,71600500000
2017-04-25,71760700000
2017-04-26,71662800000
2017-04-27,71493700000
2017-04-28,70532500000
2017-05-01,70514700000
2017-05-02,70790600000
2017-05-03,70158700000
2017-05-04,69713700000
2017-05-05,69704800000
2017-05-08,69562400000
2017-05-09,69811600000
2017-05-10,69998500000
2017-05-11,69348800000
2017-05-12,68966100000
2017-05-15,69713700000
2017-05-16,69535700000
2017-05-17,67969300000
2017-05-18,67978199999
2017-05-19,68352000000
2017-05-22,68512200000
2017-05-23,68708000000
2017-05-24,68636800000
2017-05-25,68921600000
2017-05-26,68939400000
2017-05-30,68610100000
2017-05-31,68476600000
2017-06-01,69669200000
2017-06-02,69856100000
2017-06-05,70283300000
2017-06-06,70176500000
2017-06-07,71030900000
2017-06-08,71155500000
2017-06-09,71475900000
2017-06-12,71351300000
2017-06-13,71725100000
2017-06-14,71947600000
2017-06-15,71823000000
2017-06-16,72490500000
2017-06-19,72873200000
2017-06-20,73433900000
2017-06-21,73166900000
2017-06-22,73202500000
2017-06-23,73175800000
2017-06-26,73834400000
2017-06-27,73941200000
2017-06-28,74733300000
2017-06-29,74430700000
2017-06-30,73962720000
2017-07-03,74717800000
2017-07-05,74533420000
2017-07-06,73523720000
2017-07-07,74041740000
2017-07-10,74015400000
2017-07-11,73892480000
2017-07-12,74471960000
2017-07-13,74954860000
2017-07-14,74875840000
2017-07-17,74823160000
2017-07-18,75086560000
2017-07-19,75446540000
2017-07-20,74937300000
2017-07-21,75148020000
2017-07-24,74630000000
2017-07-25,74989980000
2017-07-26,74893400000
2017-07-27,73620300000
2017-07-28,74454400000
2017-07-31,74831940000
2017-08-01,74840720000
2017-08-02,74893400000
2017-08-03,75104120000
2017-08-04,75481660000
2017-08-07,75376300000
2017-08-08,75455320000
2017-08-09,75235820000
2017-08-10,74243680000
2017-08-11,74006620000
2017-08-14,75042660000
2017-08-15,76201620000
2017-08-16,76728420000
2017-08-17,75587020000
2017-08-18,74963640000
2017-08-21,74893400000
2017-08-22,74893400000
2017-08-23,74875840000
2017-08-24,74946080000
2017-08-25,75042660000
2017-08-28,74989980000
2017-08-29,74998760000
2017-08-30,75235820000
2017-08-31,75595800000
2017-09-01,75630920000
2017-09-05,74902180000
2017-09-06,74831940000
2017-09-07,74111980000
2017-09-08,73971500000
2017-09-11,75235820000
2017-09-12,75990900000
2017-09-13,76069920000
2017-09-14,75674820000
2017-09-15,76377220000
2017-09-18,77149860000
2017-09-19,78142000000
2017-09-20,77641540000
2017-09-21,77632760000
2017-09-22,77615200000
2017-09-25,77448380000
2017-09-26,77869820000
2017-09-27,78572220000
2017-09-28,79142920000
2017-09-29,79423880000
2017-10-02,78317100000
2017-10-03,79086950000
2017-10-04,78723650000
2017-10-05,78853400000
2017-10-06,79190750000
2017-10-09,79311850000
2017-10-10,79484850000
2017-10-11,79545400000
2017-10-12,79242650000
2017-10-13,80323900000
2017-10-16,79545400000
2017-10-17,79311850000
2017-10-18,79649200000
2017-10-19,79493500000
2017-10-20,79657850000
2017-10-23,79908700000
2017-10-24,81188900000
2017-10-25,80903450000
2017-10-26,82771850000
2017-10-27,82858350000
2017-10-30,82235550000
2017-10-31,82624800000
2017-11-01,82858350000
2017-11-02,83022700000
2017-11-03,83411950000
2017-11-06,83290850000
2017-11-07,82495050000
2017-11-08,82287450000
2017-11-09,81093750000
2017-11-10,80894800000
2017-11-13,81223500000
2017-11-14,81102400000
2017-11-15,80669900000
2017-11-16,80929400000
2017-11-17,81041850000
2017-11-20,81266750000
2017-11-21,81664650000
2017-11-22,81154300000
2017-11-24,80860200000
2017-11-27,80851550000
2017-11-28,82417200000
2017-11-29,83559000000
2017-11-30,84519150000
2017-12-01,84648900000
2017-12-04,85280350000
2017-12-05,85384150000
2017-12-06,84951650000
2017-12-07,85271700000
2017-12-08,85245750000
2017-12-11,85635000000
2017-12-12,85955050000
2017-12-13,84579700000
2017-12-14,84034750000
2017-12-15,85219800000
2017-12-18,86223200000
2017-12-19,85764750000
2017-12-20,85211150000
2017-12-21,85202500000
2017-12-22,85410100000
2017-12-26,85263050000
2017-12-27,85747450000
2017-12-28,86240500000
2017-12-29,85903150000
2018-01-02,84989460000
2018-01-03,85513450000
2018-01-04,86630150000
2018-01-05,86827720000
2018-01-08,86028850000
2018-01-09,86346680000
2018-01-10,86947980000
2018-01-11,86527070000
2018-01-12,86733230000
2018-01-16,86192060000
2018-01-17,86552840000
2018-01-18,85779740000
2018-01-19,84207770000
2018-01-22,84456880000
2018-01-23,84164820000
2018-01-24,85298700000
2018-01-25,85633710000
2018-01-26,85582170000
2018-01-29,85393190000
2018-01-30,84791890000
2018-01-31,85384600000
2018-02-01,85900000000
2018-02-02,83048120000
2018-02-05,79036590000
2018-02-06,80900620000
2018-02-07,80410990000
2018-02-08,75884060000
2018-02-09,78787480000
2018-02-12,81347300000
2018-02-13,81227040000
2018-02-14,82661570000
2018-02-15,82945040000
2018-02-16,83142610000
2018-02-20,83486210000
2018-02-21,83752500000
2018-02-22,83623650000
2018-02-23,84869200000
2018-02-26,87308760000
2018-02-27,85539220000
2018-02-28,83761090000
2018-03-01,81725260000
2018-03-02,82120400000
2018-03-05,83030940000
2018-03-06,82524130000
2018-03-07,82154760000
2018-03-08,82970810000
2018-03-09,85083950000
2018-03-12,83898530000
2018-03-13,81922830000
2018-03-14,81201270000
2018-03-15,81081010000
2018-03-16,82128990000
2018-03-19,81467560000
2018-03-20,81562050000
2018-03-21,81381660000
2018-03-22,78521190000
2018-03-23,77696550000
2018-03-26,79560580000
2018-03-27,78529780000
2018-03-28,79208390000
2018-03-29,80127520000
2018-04-02,78260000000
2018-04-03,79756400000
2018-04-04,80478800000
2018-04-05,81012000000
2018-04-06,79042600000
2018-04-09,79240400000
2018-04-10,79980000000
2018-04-11,78776000000
2018-04-12,80281000000
2018-04-13,80005800000
2018-04-16,80496000000
2018-04-17,80719600000
2018-04-18,81829000000
2018-04-19,88038200000
2018-04-20,86679400000
2018-04-23,86524600000
2018-04-24,86378400000
2018-04-25,84950800000
2018-04-26,86197800000
2018-04-27,85664600000
2018-04-30,84925000000
2018-05-01,84778800000
2018-05-02,83961800000
2018-05-03,83540400000
2018-05-04,84581000000
2018-05-07,84778800000
2018-05-08,85776400000
2018-05-09,86430000000
2018-05-10,87186800000
2018-05-11,87221200000
2018-05-14,87109400000
2018-05-15,86636400000
2018-05-16,86507400000
2018-05-17,87049200000
2018-05-18,86851400000
2018-05-21,87754400000
2018-05-22,88322000000
2018-05-23,87659800000
2018-05-24,87728600000
2018-05-25,86946000000
2018-05-29,84039200000
2018-05-30,85131400000
2018-05-31,84538000000
2018-06-01,84495000000
2018-06-04,85527000000
2018-06-05,85406600000
2018-06-06,86834200000
2018-06-07,87272800000
2018-06-08,86860000000
2018-06-11,87032000000
2018-06-12,86627800000
2018-06-13,86017200000
2018-06-14,85793600000
2018-06-15,84727200000
2018-06-18,84684200000
2018-06-19,83540400000
2018-06-20,82921200000
2018-06-21,83101800000
2018-06-22,83617800000
2018-06-25,84744400000
2018-06-26,84460600000
2018-06-27,83385600000
2018-06-28,83394200000
2018-06-29,84280000000
2018-07-02,84942000000
2018-07-03,83946720000
2018-07-05,84538740000
2018-07-06,84530160000
2018-07-09,85722780000
2018-07-10,85722780000
2018-07-11,86057400000
2018-07-12,86786700000
2018-07-13,86229000000
2018-07-16,86392020000
