,AXP
2004-08-24,54981450000
2004-08-25,55206630000
2004-08-26,55394280000
2004-08-27,55269180000
2004-08-30,54856350000
2004-08-31,55281690000
2004-09-01,55381770000
2004-09-02,55719540000
2004-09-03,55544400000
2004-09-07,56357550000
2004-09-08,56307510000
2004-09-09,56257470000
2004-09-10,56732850000
2004-09-13,56907990000
2004-09-14,56732850000
2004-09-15,56257470000
2004-09-16,56257470000
2004-09-17,56807909999
2004-09-20,56545200000
2004-09-21,56895479999
2004-09-22,56219940000
2004-09-23,56219940000
2004-09-24,56595240000
2004-09-27,55982250000
2004-09-28,56182409999
2004-09-29,56782890000
2004-09-30,56324940000
2004-10-01,56535570000
2004-10-04,57613500000
2004-10-05,57749790000
2004-10-06,58307340000
2004-10-07,58096710000
2004-10-08,57192239999
2004-10-11,57501989999
2004-10-12,57700230000
2004-10-13,57080730000
2004-10-14,56609910000
2004-10-15,57464820000
2004-10-18,57687840000
2004-10-19,57105510000
2004-10-20,57043560000
2004-10-21,57241800000
2004-10-22,56622300000
2004-10-25,55990410000
2004-10-26,56684250000
2004-10-27,57526770000
2004-10-28,57737400000
2004-10-29,58096710000
2004-11-01,57923250000
2004-11-02,59112690000
2004-11-03,59484390000
2004-11-04,60153450000
2004-11-05,60339300000
2004-11-08,59942820000
2004-11-09,59806530000
2004-11-10,59955210000
2004-11-11,60636660000
2004-11-12,60896850000
2004-11-15,61305719999
2004-11-16,61033140000
2004-11-17,61342890000
2004-11-18,61330500000
2004-11-19,60971190000
2004-11-22,61429620000
2004-11-23,61516350000
2004-11-24,61578300000
2004-11-26,61417230000
2004-11-29,61107480000
2004-11-30,60983580000
2004-12-01,61788930000
2004-12-02,61466790000
2004-12-03,61578300000
2004-12-06,61590690000
2004-12-07,60698610000
2004-12-08,60946410000
2004-12-09,60537540000
2004-12-10,60401250000
2004-12-13,60252570000
2004-12-14,61243770000
2004-12-15,61454400000
2004-12-16,61231380000
2004-12-17,61206600000
2004-12-20,61132260000
2004-12-21,61776540000
2004-12-22,62309310000
2004-12-23,61776540000
2004-12-27,61578300000
2004-12-28,61689810000
2004-12-29,61603080000
2004-12-30,61466790000
2004-12-31,61702200000
2005-01-03,61206600000
2005-01-04,60277350000
2005-01-05,59595900000
2005-01-06,59286150000
2005-01-07,58852500000
2005-01-10,58964010000
2005-01-11,58418850000
2005-01-12,58294950000
2005-01-13,57886080000
2005-01-14,57712620000
2005-01-18,58183440000
2005-01-19,58084320000
2005-01-20,57365700000
2005-01-21,56845320000
2005-01-24,57576330000
2005-01-25,58493190000
2005-01-26,58121489999
2005-01-27,57774570000
2005-01-28,57799350000
2005-01-31,58394070000
2005-02-01,62123460000
2005-02-02,61045530000
2005-02-03,60649050000
2005-02-04,61107480000
2005-02-07,60822510000
2005-02-08,60277350000
2005-02-09,59955210000
2005-02-10,60326910000
2005-02-11,60413640000
2005-02-14,59769360000
2005-02-15,59657850000
2005-02-16,59794140000
2005-02-17,59657850000
2005-02-18,59248980000
2005-02-22,58864890000
2005-02-23,59100300000
2005-02-24,59496780000
2005-02-25,59744580000
2005-02-28,59273760000
2005-03-01,59818920000
2005-03-02,59880870000
2005-03-03,59893260000
2005-03-04,60153450000
2005-03-07,60153450000
2005-03-08,59571120000
2005-03-09,58728600000
2005-03-10,59149860000
2005-03-11,58604700000
2005-03-14,58951620000
2005-03-15,58567530000
2005-03-16,57663060000
2005-03-17,57415260000
2005-03-18,57365700000
2005-03-21,57241800000
2005-03-22,56027580000
2005-03-23,55197450000
2005-03-24,55036380000
2005-03-28,55928460000
2005-03-29,55730219999
2005-03-30,56337330000
2005-03-31,55875090000
2005-04-01,55358070000
2005-04-04,55788920000
2005-04-05,55702750000
2005-04-06,56047430000
2005-04-07,56281320000
2005-04-08,56059740000
2005-04-11,55813540000
2005-04-12,56724480000
2005-04-13,56638310000
2005-04-14,55591959999
2005-04-15,55161110000
2005-04-18,55395000000
2005-04-19,54976459999
2005-04-20,54410200000
2005-04-21,54816430000
2005-04-22,54176310000
2005-04-25,55431930000
2005-04-26,56059740000
2005-04-27,56662930000
2005-04-28,56232080000
2005-04-29,57315360000
2005-05-02,57696970000
2005-05-03,57647730000
2005-05-04,58201680000
2005-05-05,57832379999
2005-05-06,57647730000
2005-05-09,57413840000
2005-05-10,57081470000
2005-05-11,56970680000
2005-05-12,56712170000
2005-05-13,56281320000
2005-05-16,57056850000
2005-05-17,57253810000
2005-05-18,58226300000
2005-05-19,57906240000
2005-05-20,57709280000
2005-05-23,57696970000
2005-05-24,57536940000
2005-05-25,57241500000
2005-05-26,57512320000
2005-05-27,57918550000
2005-05-31,58570980000
2005-06-01,58817180000
2005-06-02,59001830000
2005-06-03,58927970000
2005-06-06,58878730000
2005-06-07,59457300000
2005-06-08,59321890000
2005-06-09,59481920000
2005-06-10,59506540000
2005-06-13,59777360000
2005-06-14,59814290000
2005-06-15,59801980000
2005-06-16,59728120000
2005-06-17,59629640000
2005-06-20,59408060000
2005-06-21,59543470000
2005-06-22,59580400000
2005-06-23,58386330000
2005-06-24,58300160000
2005-06-27,58041650000
2005-06-28,58731010000
2005-06-29,58201680000
2005-06-30,57799870000
2005-07-01,58131700000
2005-07-05,58574139999
2005-07-06,57836740000
2005-07-07,58057960000
2005-07-08,58561850000
2005-07-11,58598720000
2005-07-12,58451240000
2005-07-13,58561850000
2005-07-14,58721620000
2005-07-15,58377500000
2005-07-18,57554070000
2005-07-19,57984220000
2005-07-20,58537270000
2005-07-21,58992000000
2005-07-22,59250090000
2005-07-25,59237800000
2005-07-26,58942840000
2005-07-27,59667950000
2005-07-28,60233290000
2005-07-29,59717110000
2005-08-01,59532760000
2005-08-02,60159550000
2005-08-03,60245580000
2005-08-04,60638860000
2005-08-05,60601990000
2005-08-08,60479090000
2005-08-09,60356190000
2005-08-10,61351680000
2005-08-11,61671220000
2005-08-12,61536030000
2005-08-15,61376260000
2005-08-16,60872370000
2005-08-17,60835500000
2005-08-18,60933820000
2005-08-19,60909240000
2005-08-22,61105880000
2005-08-23,60810919999
2005-08-24,60196419999
2005-08-25,60515960000
2005-08-26,59729400000
2005-08-29,60688020000
2005-08-30,59938330000
2005-08-31,59975200000
2005-09-01,60048940000
2005-09-02,60110389999
2005-09-06,61843280000
2005-09-07,62298010000
2005-09-08,62285720000
2005-09-09,63182889999
2005-09-12,63613040000
2005-09-13,62691290000
2005-09-14,61855570000
2005-09-15,62494650000
2005-09-16,64559370000
2005-09-19,64092350000
2005-09-20,63514720000
2005-09-21,61892440000
2005-09-22,61892440000
2005-09-23,61781830000
2005-09-26,61892440000
2005-09-27,61560610000
2005-09-28,61474580000
2005-09-29,62445490000
2005-09-30,62524000000
2005-10-03,62524000000
2005-10-04,61513760000
2005-10-05,61686240000
2005-10-06,61686240000
2005-10-07,61378240000
2005-10-10,60429600000
2005-10-11,60589760000
2005-10-12,59394720000
2005-10-13,59444000000
2005-10-14,59074400000
2005-10-17,59283840000
2005-10-18,59000480000
2005-10-19,60331040000
2005-10-20,58347520000
2005-10-21,58088800000
2005-10-24,61033280000
2005-10-25,61255040000
2005-10-26,61772480000
2005-10-27,60244800000
2005-10-28,61033280000
2005-10-31,61316640000
2005-11-01,60552800000
2005-11-02,61563040000
2005-11-03,61267359999
2005-11-04,60860800000
2005-11-07,61353600000
2005-11-08,60528160000
2005-11-09,60774560000
2005-11-10,61427520000
2005-11-11,62154400000
2005-11-14,62721119999
2005-11-15,62745760000
2005-11-16,61698560000
2005-11-17,60984000000
2005-11-18,61489119999
2005-11-21,62708800000
2005-11-22,63756000000
2005-11-23,64556800000
2005-11-25,64827840000
2005-11-28,65098880000
2005-11-29,64224160000
2005-11-30,63349440000
2005-12-01,64051680000
2005-12-02,63583520000
2005-12-05,63312480000
2005-12-06,63448000000
2005-12-07,62967520000
2005-12-08,62400800000
2005-12-09,63016800000
2005-12-12,62868960000
2005-12-13,62548640000
2005-12-14,63398720000
2005-12-15,63361760000
2005-12-16,63977760000
2005-12-19,63164640000
2005-12-20,63756000000
2005-12-21,64544480000
2005-12-22,64433600000
2005-12-23,64445920000
2005-12-27,63164640000
2005-12-28,63361760000
2005-12-29,62967520000
2005-12-30,63398720000
2006-01-03,64778560000
2006-01-04,64002400000
2006-01-05,64680000000
2006-01-06,64901760000
2006-01-09,66515680000
2006-01-10,66318560000
2006-01-11,65961280000
2006-01-12,65973600000
2006-01-13,65838080000
2006-01-17,65246720000
2006-01-18,65012640000
2006-01-19,64790880000
2006-01-20,63324800000
2006-01-23,63374080000
2006-01-24,65074240000
2006-01-25,65172800000
2006-01-26,65690240000
2006-01-27,65665600000
2006-01-30,64901760000
2006-01-31,64618400000
2006-02-01,64827840000
2006-02-02,64753920000
2006-02-03,64470560000
2006-02-06,64335040000
2006-02-07,64150240000
2006-02-08,64963359999
2006-02-09,65345280000
2006-02-10,65296000000
2006-02-13,65320640000
2006-02-14,65924320000
2006-02-15,66762080000
2006-02-16,67119359999
2006-02-17,67082400000
2006-02-21,66355520000
2006-02-22,67562880000
2006-02-23,67230240000
2006-02-24,67599840000
2006-02-27,67439680000
2006-02-28,66380160000
2006-03-01,66675840000
2006-03-02,66256960000
2006-03-03,66220000000
2006-03-06,66220000000
2006-03-07,66022880000
2006-03-08,66330880000
2006-03-09,65542400000
2006-03-10,66811359999
2006-03-13,66330880000
2006-03-14,66478720000
2006-03-15,66552640000
2006-03-16,66675840000
2006-03-17,67328800000
2006-03-20,66675840000
2006-03-21,66022880000
2006-03-22,65973600000
2006-03-23,65419200000
2006-03-24,65517760000
2006-03-27,65739520000
2006-03-28,64766240000
2006-03-29,64680000000
2006-03-30,64224160000
2006-03-31,63953350000
2006-04-03,63807310000
2006-04-04,64780910000
2006-04-05,64379300000
2006-04-06,63612590000
2006-04-07,62918900000
2006-04-10,63101450000
2006-04-11,62371250000
2006-04-12,62298230000
2006-04-13,62322570000
2006-04-17,62067000000
2006-04-18,63649100000
2006-04-19,63125790000
2006-04-20,63819480000
2006-04-21,63588250000
2006-04-24,63016260000
2006-04-25,62444270000
2006-04-26,63162300000
2006-04-27,65352900000
2006-04-28,65486770000
2006-05-01,64269770000
2006-05-02,63929010000
2006-05-03,63746460000
2006-05-04,64196750000
2006-05-05,65413750000
2006-05-08,65231200000
2006-05-09,65194690000
2006-05-10,65255540000
2006-05-11,64148070000
2006-05-12,64367130000
2006-05-15,64659210000
2006-05-16,64476660000
2006-05-17,63284000000
2006-05-18,63174469999
2006-05-19,63563910000
2006-05-22,63162300000
2006-05-23,63551740000
2006-05-24,64999969999
2006-05-25,65827530000
2006-05-26,66216969999
2006-05-30,65474600000
2006-05-31,66156120000
2006-06-01,66667260000
2006-06-02,66594240000
2006-06-05,65231200000
2006-06-06,64817420000
2006-06-07,65085160000
2006-06-08,64975630000
2006-06-09,65060820000
2006-06-12,64294110000
2006-06-13,63551740000
2006-06-14,64184580000
2006-06-15,65194690000
2006-06-16,64403640000
2006-06-19,63551740000
2006-06-20,64172410000
2006-06-21,64659210000
2006-06-22,64196750000
2006-06-23,64002030000
2006-06-26,64488830000
2006-06-27,63661270000
2006-06-28,63503060000
2006-06-29,65584130000
2006-06-30,63970440000
2006-07-03,64499319999
2006-07-05,63105000000
2006-07-06,63153080000
2006-07-07,62479960000
2006-07-10,62624200000
2006-07-11,63092980000
2006-07-12,62744400000
2006-07-13,61602500000
2006-07-14,61626540000
2006-07-17,61602500000
2006-07-18,61241900000
2006-07-19,62624200000
2006-07-20,62251580000
2006-07-21,60845240000
2006-07-24,60893319999
2006-07-25,61109680000
2006-07-26,62203500000
2006-07-27,61650580000
2006-07-28,62732380000
2006-07-31,62576120000
2006-08-01,62636220000
2006-08-02,62227540000
2006-08-03,62660260000
2006-08-04,62756420000
2006-08-07,62624200000
2006-08-08,62828540000
2006-08-09,62576120000
2006-08-10,62479960000
2006-08-11,62263600000
2006-08-14,62263600000
2006-08-15,63477620000
2006-08-16,63742060000
2006-08-17,64319020000
2006-08-18,64018520000
2006-08-21,64066600000
2006-08-22,63814180000
2006-08-23,63706000000
2006-08-24,63862260000
2006-08-25,63609840000
2006-08-28,63633880000
2006-08-29,63165100000
2006-08-30,63068940000
2006-08-31,63153080000
2006-09-01,63165100000
2006-09-05,63285300000
2006-09-06,62888640000
2006-09-07,62864600000
2006-09-08,63249240000
2006-09-11,63080960000
2006-09-12,63237220000
2006-09-13,64198819999
2006-09-14,64282960000
2006-09-15,64607500000
2006-09-18,64294980000
2006-09-19,64198819999
2006-09-20,65220520000
2006-09-21,65196480000
2006-09-22,65040220000
2006-09-25,66037880000
2006-09-26,67263920000
2006-09-27,67348060000
2006-09-28,67299980000
2006-09-29,67408160000
2006-10-02,65498660000
2006-10-03,66460130000
2006-10-04,67136720000
2006-10-05,67243550000
2006-10-06,67172330000
2006-10-09,67089240000
2006-10-10,68442419999
2006-10-11,68193150000
2006-10-12,68715430000
2006-10-13,68869740000
2006-10-16,68418680000
2006-10-17,68964700000
2006-10-18,68762910000
2006-10-19,68810390000
2006-10-20,68893480000
2006-10-23,67243550000
2006-10-24,67302900000
2006-10-25,67492820000
2006-10-26,68632340000
2006-10-27,67979490000
2006-10-30,68026970000
2006-10-31,68620470000
2006-11-01,68430550000
2006-11-02,68205020000
2006-11-03,67730220000
2006-11-06,69035920000
2006-11-07,69380150000
2006-11-08,70116090000
2006-11-09,69926170000
2006-11-10,69866820000
2006-11-13,69997390000
2006-11-14,70436580000
2006-11-15,70602760000
2006-11-16,70709590000
2006-11-17,71030080000
2006-11-20,70721460000
2006-11-21,70519670000
2006-11-22,71089430000
2006-11-24,71101300000
2006-11-27,69819340000
2006-11-28,69914300000
2006-11-29,69759990000
2006-11-30,69700640000
2006-12-01,69498850000
2006-12-04,71089430000
2006-12-05,71041950000
2006-12-06,70828290000
2006-12-07,70234790000
2006-12-08,71018210000
2006-12-11,70400970000
2006-12-12,70175440000
2006-12-13,71184390000
2006-12-14,73475300000
2006-12-15,73166680000
2006-12-18,73320990000
2006-12-19,73059850000
2006-12-20,72798710000
2006-12-21,72240820000
2006-12-22,72228950000
2006-12-26,72596920000
2006-12-27,73083590000
2006-12-28,72573180000
2006-12-29,72015290000
2007-01-03,71647320000
2007-01-04,71125040000
2007-01-05,70187310000
2007-01-08,70852030000
2007-01-09,70400970000
2007-01-10,70353490000
2007-01-11,70567150000
2007-01-12,70044870000
2007-01-16,70187310000
2007-01-17,70294140000
2007-01-18,70033000000
2007-01-19,68952830000
2007-01-22,68917220000
2007-01-23,68299980000
2007-01-24,69949910000
2007-01-25,68572990000
2007-01-26,68667950000
2007-01-29,68418680000
2007-01-30,68857870000
2007-01-31,69107140000
2007-02-01,68929090000
2007-02-02,69035920000
2007-02-05,69083400000
2007-02-06,68917220000
2007-02-07,69653160000
2007-02-08,69427630000
2007-02-09,68288110000
2007-02-12,67659000000
2007-02-13,68371200000
2007-02-14,69665030000
2007-02-15,69854950000
2007-02-16,70056740000
2007-02-20,69688770000
2007-02-21,69475110000
2007-02-22,69024050000
2007-02-23,68869740000
2007-02-26,67825180000
2007-02-27,65985330000
2007-02-28,67504690000
2007-03-01,67124850000
2007-03-02,65807280000
2007-03-05,65166300000
2007-03-06,66911190000
2007-03-07,66305820000
2007-03-08,67445340000
2007-03-09,67540300000
2007-03-12,67314770000
2007-03-13,64988250000
2007-03-14,66127770000
2007-03-15,66602570000
2007-03-16,65937850000
2007-03-19,66519480000
2007-03-20,66780620000
2007-03-21,68240630000
2007-03-22,68181280000
2007-03-23,68169410000
2007-03-26,67896400000
2007-03-27,66982410000
2007-03-28,66305820000
2007-03-29,67018020000
2007-03-30,66946800000
2007-04-02,65858940000
2007-04-03,65929680000
2007-04-04,66389490000
2007-04-05,65976840000
2007-04-09,66448440000
2007-04-10,66507389999
2007-04-11,66082950000
2007-04-12,66625290000
2007-04-13,67627440000
2007-04-16,69042240000
2007-04-17,68664960000
2007-04-18,68900760000
2007-04-19,69502050000
2007-04-20,71919000000
2007-04-23,72095850000
2007-04-24,71812890000
2007-04-25,73475280000
2007-04-26,73263060000
2007-04-27,73263060000
2007-04-30,71529930000
2007-05-01,72296280000
2007-05-02,73970460000
2007-05-03,74819340000
2007-05-04,74736810000
2007-05-07,74595330000
2007-05-08,74595330000
2007-05-09,74607120000
2007-05-10,73982250000
2007-05-11,74241630000
2007-05-14,73593180000
2007-05-15,74300580000
2007-05-16,75432420000
2007-05-17,74937240000
2007-05-18,75408840000
2007-05-21,75774330000
2007-05-22,75774330000
2007-05-23,75444210000
2007-05-24,75479580000
2007-05-25,75019770000
2007-05-29,75856860000
2007-05-30,76635000000
2007-05-31,76611420000
2007-06-01,76717529999
2007-06-04,76658580000
2007-06-05,76387410000
2007-06-06,75149460000
2007-06-07,73970460000
2007-06-08,74324160000
2007-06-11,74347740000
2007-06-12,73239480000
2007-06-13,74453850000
2007-06-14,74442060000
2007-06-15,75184830000
2007-06-18,74442060000
2007-06-19,74453850000
2007-06-20,73156950000
2007-06-21,73876140000
2007-06-22,72850410000
2007-06-25,72862200000
2007-06-26,72308070000
2007-06-27,72543870000
2007-06-28,72178380000
2007-06-29,72131220000
2007-07-02,72294300000
2007-07-03,73031400000
2007-07-05,71814600000
2007-07-06,71966700000
2007-07-09,73054800000
2007-07-10,70551000000
2007-07-11,70527600000
2007-07-12,74096100000
2007-07-13,73511100000
2007-07-16,72399600000
2007-07-17,75745800000
2007-07-18,76108500000
2007-07-19,76693500000
2007-07-20,75476700000
2007-07-23,75652200000
2007-07-24,71568900000
2007-07-25,72224100000
2007-07-26,70504200000
2007-07-27,68503500000
2007-07-30,70363800000
2007-07-31,68491800000
2007-08-01,69767100000
2007-08-02,71264700000
2007-08-03,67263300000
2007-08-06,70469100000
2007-08-07,70703100000
2007-08-08,73663200000
2007-08-09,70960500000
2007-08-10,71112600000
2007-08-13,69556500000
2007-08-14,67041000000
2007-08-15,66385800000
2007-08-16,68058900000
2007-08-17,68901300000
2007-08-20,68655600000
2007-08-21,69193800000
2007-08-22,70352100000
2007-08-23,70235100000
2007-08-24,71241300000
2007-08-27,70153200000
2007-08-28,67099500000
2007-08-29,68023800000
2007-08-30,67532400000
2007-08-31,68585400000
2007-09-04,71100900000
2007-09-05,69404400000
2007-09-06,69498000000
2007-09-07,67567500000
2007-09-10,68690700000
2007-09-11,69462900000
2007-09-12,69591600000
2007-09-13,70902000000
2007-09-14,68959800000
2007-09-17,68094000000
2007-09-18,71136000000
2007-09-19,71311500000
2007-09-20,70340400000
2007-09-21,69357600000
2007-09-24,68316300000
2007-09-25,68831100000
2007-09-26,69041700000
2007-09-27,69696900000
2007-09-28,69462900000
2007-10-01,69906390000
2007-10-02,69894860000
2007-10-03,69018580000
2007-10-04,68903280000
2007-10-05,70448300000
2007-10-08,69975570000
2007-10-09,72085560000
2007-10-10,71359170000
2007-10-11,72004850000
2007-10-12,72904190000
2007-10-15,71255400000
2007-10-16,69445190000
2007-10-17,69272240000
2007-10-18,67634979999
2007-10-19,65847830000
2007-10-22,65571110000
2007-10-23,67634979999
2007-10-24,67957820000
2007-10-25,68903280000
2007-10-26,69952510000
2007-10-29,69768030000
2007-10-30,69525900000
2007-10-31,70275350000
2007-11-01,67323670000
2007-11-02,67358260000
2007-11-05,67070010000
2007-11-06,67531210000
2007-11-07,63841610000
2007-11-08,64683300000
2007-11-09,65132970000
2007-11-12,64671770000
2007-11-13,68211479999
2007-11-14,68142300000
2007-11-15,67150720000
2007-11-16,67646510000
2007-11-19,66147610000
2007-11-20,65721000000
2007-11-21,62654020000
2007-11-23,64141390000
2007-11-26,61731620000
2007-11-27,64129860000
2007-11-28,66193729999
2007-11-29,65594170000
2007-11-30,68003940000
2007-12-03,67565800000
2007-12-04,65847830000
2007-12-05,66793290000
2007-12-06,68638090000
2007-12-07,65674880000
2007-12-10,66389740000
2007-12-11,62907680000
2007-12-12,62354240000
2007-12-13,62077520000
2007-12-14,60290370000
2007-12-17,60163540000
2007-12-18,59702340000
2007-12-19,59852229999
2007-12-20,58837590000
2007-12-21,59898350000
2007-12-24,61385720000
2007-12-26,60993700000
2007-12-27,58918300000
2007-12-28,58618520000
2007-12-31,59979060000
2008-01-02,58849120000
2008-01-03,58122729999
2008-01-04,56658420000
2008-01-07,56912080000
2008-01-08,55286350000
2008-01-09,56589240000
2008-01-10,56404760000
2008-01-11,50732000000
2008-01-14,51308500000
2008-01-15,49313810000
2008-01-16,51008720000
2008-01-17,49198510000
2008-01-18,50282330000
2008-01-22,49971020000
2008-01-23,53280130000
2008-01-24,54317830000
2008-01-25,52392320000
2008-01-28,54652200000
2008-01-29,55113400000
2008-01-30,54583020000
2008-01-31,56646890000
2008-02-01,57188800000
2008-02-04,54951979999
2008-02-05,52692100000
2008-02-06,52888110000
2008-02-07,53556850000
2008-02-08,51861940000
2008-02-11,51458390000
2008-02-12,51977240000
2008-02-13,54018050000
2008-02-14,52680570000
2008-02-15,52011830000
2008-02-19,51366150000
2008-02-20,52230900000
2008-02-21,51516040000
2008-02-22,51954180000
2008-02-25,52127130000
2008-02-26,52818930000
2008-02-27,53118710000
2008-02-28,51216260000
2008-02-29,48771900000
2008-03-03,48518240000
2008-03-04,49175450000
2008-03-05,48691190000
2008-03-06,47607370000
2008-03-07,47884090000
2008-03-10,46166120000
2008-03-11,50535990000
2008-03-12,49279220000
2008-03-13,49233100000
2008-03-14,47284530000
2008-03-17,48091630000
2008-03-18,50397630000
2008-03-19,48426000000
2008-03-20,53014940000
2008-03-24,54663729999
2008-03-25,54779030000
2008-03-26,52300080000
2008-03-27,51688990000
2008-03-28,49751950000
2008-03-31,50452880000
2008-04-01,54341860000
2008-04-02,53834100000
2008-04-03,53868720000
2008-04-04,53210940000
2008-04-07,53718700000
2008-04-08,53626380000
2008-04-09,52022320000
2008-04-10,51999240000
2008-04-11,50072060000
2008-04-14,49298880000
2008-04-15,49795100000
2008-04-16,50487500000
2008-04-17,51583800000
2008-04-18,52541620000
2008-04-21,52737800000
2008-04-22,50741380000
2008-04-23,51214520000
2008-04-24,52137720000
2008-04-25,55126580000
2008-04-28,55265060000
2008-04-29,55403540000
2008-04-30,55415080000
2008-05-01,59234820000
2008-05-02,58161600000
2008-05-05,58184680000
2008-05-06,58807840000
2008-05-07,56199800000
2008-05-08,56372900000
2008-05-09,56499840000
2008-05-12,57642300000
2008-05-13,56557540000
2008-05-14,57123000000
2008-05-15,57538440000
2008-05-16,56176720000
2008-05-19,56038240000
2008-05-20,54595740000
2008-05-21,52483920000
2008-05-22,53499440000
2008-05-23,52449300000
2008-05-27,52968600000
2008-05-28,53257100000
2008-05-29,53949500000
2008-05-30,53487900000
2008-06-02,52218500000
2008-06-03,51133740000
2008-06-04,52668560000
2008-06-05,54734220000
2008-06-06,51526100000
2008-06-09,50902940000
2008-06-10,51179900000
2008-06-11,49148860000
2008-06-12,50106680000
2008-06-13,51537639999
2008-06-16,51560720000
2008-06-17,49345040000
2008-06-18,48952680000
2008-06-19,49195020000
2008-06-20,47521720000
2008-06-23,47175520000
2008-06-24,48583400000
2008-06-25,47244760000
2008-06-26,44879060000
2008-06-27,43898160000
2008-06-30,43471180000
2008-07-01,46183080000
2008-07-02,45721480000
2008-07-03,46436960000
2008-07-07,45686860000
2008-07-08,47948700000
2008-07-09,45017540000
2008-07-10,45052160000
2008-07-11,45248340000
2008-07-14,43286540000
2008-07-15,42721080000
2008-07-16,45779180000
2008-07-17,48225660000
2008-07-18,48687260000
2008-07-21,47198600000
2008-07-22,43840460000
2008-07-23,45398360000
2008-07-24,42017139999
2008-07-25,42259480000
2008-07-28,40816980000
2008-07-29,43298080000
2008-07-30,43321160000
2008-07-31,42836480000
2008-08-01,42917260000
2008-08-04,42524900000
2008-08-05,44682880000
2008-08-06,43840460000
2008-08-07,42005600000
2008-08-08,43632740000
2008-08-11,45202180000
2008-08-12,43909700000
2008-08-13,42571060000
2008-08-14,44082800000
2008-08-15,45086780000
2008-08-18,43840460000
2008-08-19,42386420000
2008-08-20,43194220000
2008-08-21,42709540000
2008-08-22,44763660000
2008-08-25,43632740000
2008-08-26,43909700000
2008-08-27,44798280000
2008-08-28,46610060000
2008-08-29,45790720000
2008-09-02,46887020000
2008-09-03,47210139999
2008-09-04,44717500000
2008-09-05,45467600000
2008-09-08,46760080000
2008-09-09,44128960000
2008-09-10,44036639999
2008-09-11,44729040000
2008-09-12,44948300000
2008-09-15,40943920000
2008-09-16,41624780000
2008-09-17,38128160000
2008-09-18,43528880000
2008-09-19,46621600000
2008-09-22,43032660000
2008-09-23,44175120000
2008-09-24,43275000000
2008-09-25,43655820000
2008-09-26,45583000000
2008-09-29,37562700000
2008-09-30,40886220000
2008-10-01,40782360000
2008-10-02,37089560000
2008-10-03,35623980000
2008-10-06,34700780000
2008-10-07,32600500000
2008-10-08,31296480000
2008-10-09,27696000000
2008-10-10,26715100000
2008-10-13,31504200000
2008-10-14,32531260000
2008-10-15,28169140000
2008-10-16,27280560000
2008-10-17,26922819999
2008-10-20,28099900000
2008-10-21,30454060000
2008-10-22,28873080000
2008-10-23,28307620000
2008-10-24,27753700000
2008-10-27,26634319999
2008-10-28,29392380000
2008-10-29,29092340000
2008-10-30,30073240000
2008-10-31,31735000000
2008-11-03,32681280000
2008-11-04,34412280000
2008-11-05,32115819999
2008-11-06,28757680000
2008-11-07,29207740000
2008-11-10,27672920000
2008-11-11,25849600000
2008-11-12,23137700000
2008-11-13,23980120000
2008-11-14,23068460000
2008-11-17,22352980000
2008-11-18,22364520000
2008-11-19,21625960000
2008-11-20,19883420000
2008-11-21,21568260000
2008-11-24,24441720000
2008-11-25,24660980000
2008-11-26,25734200000
2008-11-28,26899740000
2008-12-01,22664560000
2008-12-02,23957040000
2008-12-03,25237980000
2008-12-04,24049360000
2008-12-05,25134120000
2008-12-08,28203760000
2008-12-09,26876660000
2008-12-10,24880240000
2008-12-11,23230020000
2008-12-12,23472360000
2008-12-15,22318360000
2008-12-16,23149240000
2008-12-17,22860740000
2008-12-18,21810600000
2008-12-19,22422220000
2008-12-22,21256680000
2008-12-23,20725840000
2008-12-24,20737380000
2008-12-26,20668140000
2008-12-29,20425800000
2008-12-30,20772000000
2008-12-31,21443800000
2009-01-02,22345479999
2009-01-05,23062200000
2009-01-06,24356920000
2009-01-07,23131560000
2009-01-08,23166240000
2009-01-09,22229880000
2009-01-12,21767479999
2009-01-13,21952440000
2009-01-14,20611479999
2009-01-15,20021920000
2009-01-16,19663560000
2009-01-20,18033600000
2009-01-21,19501720000
2009-01-22,18565360000
2009-01-23,18496000000
2009-01-26,17571200000
2009-01-27,19282080000
2009-01-28,20634600000
2009-01-29,19316760000
2009-01-30,19339880000
2009-02-02,19628880000
2009-02-03,18600040000
2009-02-04,18912160000
2009-02-05,19686680000
2009-02-06,20727080000
2009-02-09,20519000000
2009-02-10,18461320000
2009-02-11,18912160000
2009-02-12,18715640000
2009-02-13,18195440000
2009-02-17,16137760000
2009-02-18,16299600000
2009-02-19,14877720000
2009-02-20,14993320000
2009-02-23,14045400000
2009-02-24,15744720000
2009-02-25,15108920000
2009-02-26,14530920000
2009-02-27,13941360000
2009-03-02,12785360000
2009-03-03,13663920000
2009-03-04,13536760000
2009-03-05,11941480000
2009-03-06,11860560000
2009-03-09,12299840000
2009-03-10,14068520000
2009-03-11,13791080000
2009-03-12,15201400000
2009-03-13,15132040000
2009-03-16,14634960000
2009-03-17,14935520000
2009-03-18,16288040000
2009-03-19,15108920000
2009-03-20,14172560000
2009-03-23,16831360000
2009-03-24,16068400000
2009-03-25,16311160000
2009-03-26,17490280000
2009-03-27,16704200000
2009-03-30,14808360000
2009-03-31,15838060000
2009-04-01,16779280000
2009-04-02,17406760000
2009-04-03,17813460000
2009-04-06,17615920000
2009-04-07,17441620000
2009-04-08,18266640000
2009-04-09,21880459999
