,ACGL
2023-06-08,26174013000
2023-06-09,26339928000
2023-06-12,25974915000
2023-06-13,26019158999
2023-06-14,25838496000
2023-06-15,25864305000
2023-06-16,26236692000
2023-06-20,26100273000
2023-06-21,26461599000
2023-06-22,26771307000
2023-06-23,26697567000
2023-06-26,26258814000
2023-06-27,26229318000
2023-06-28,26428416000
2023-06-29,26926161000
2023-06-30,27634619999
2023-07-03,27317108000
2023-07-05,27180504000
2023-07-06,27272804000
2023-07-07,27612468000
2023-07-10,27582931999
2023-07-11,28029664000
2023-07-12,28199496000
2023-07-13,28384096000
2023-07-14,28428400000
2023-07-17,29761212000
2023-07-18,29846128000
2023-07-19,29628300000
2023-07-20,30089800000
2023-07-21,30374084000
2023-07-24,29975348000
2023-07-25,30038112000
2023-07-26,30303936000
2023-07-27,29414164000
2023-07-28,28520700000
2023-07-31,28683148000
2023-08-01,28465319999
2023-08-02,28561312000
2023-08-03,28572388000
2023-08-04,28325024000
2023-08-07,28882516000
2023-08-08,28188419999
2023-08-09,28446860000
2023-08-10,28273336000
2023-08-11,28280719999
2023-08-14,28557619999
2023-08-15,28561312000
2023-08-16,28409940000
2023-08-17,27427868000
2023-08-18,27778608000
2023-08-21,27671540000
2023-08-22,27531243999
2023-08-23,27837680000
2023-08-24,27841372000
2023-08-25,27549704000
2023-08-28,27390948000
2023-08-29,27966900000
2023-08-30,28461628000
2023-08-31,28376712000
2023-09-01,28432092000
2023-09-05,28007512000
2023-09-06,28221648000
2023-09-07,28749604000
2023-09-08,28522546000
2023-09-11,29092960000
2023-09-12,29092960000
2023-09-13,28919436000
2023-09-14,29188952000
2023-09-15,29166800000
2023-09-18,29746443999
2023-09-19,29979040000
2023-09-20,30023343999
2023-09-21,29643068000
2023-09-22,29890431999
2023-09-25,29960580000
2023-09-26,30001192000
2023-09-27,29934736000
2023-09-28,30141488000
2023-09-29,29428931999
2023-10-02,29335152000
2023-10-03,28814015999
2023-10-04,29738015999
2023-10-05,30174144000
2023-10-06,30373728000
2023-10-09,30333071999
2023-10-10,30255456000
2023-10-11,30684192000
2023-10-12,30695280000
2023-10-13,31105536000
2023-10-16,31674720000
2023-10-17,32014752000
2023-10-18,31582320000
2023-10-19,30965088000
2023-10-20,30588096000
2023-10-23,30255456000
2023-10-24,30832032000
2023-10-25,30857904000
2023-10-26,30473520000
2023-10-27,30070656000
2023-10-30,30632448000
2023-10-31,32036928000
2023-11-01,33264000000
2023-11-02,31763424000
2023-11-03,31619280000
2023-11-06,31475136000
2023-11-07,31567536000
2023-11-08,31090752000
2023-11-09,31294032000
2023-11-10,31767120000
2023-11-13,31996271999
2023-11-14,31600800000
2023-11-15,30551136000
2023-11-16,30939215999
2023-11-17,30898559999
2023-11-20,31216415999
2023-11-21,31833648000
2023-11-22,31767120000
2023-11-24,32007359999
2023-11-27,32155200000
2023-11-28,31212720000
2023-11-29,30447648000
2023-11-30,30931824000
2023-12-01,30540048000
2023-12-04,30303504000
2023-12-05,30251759999
2023-12-06,29556912000
2023-12-07,28954464000
2023-12-08,29309280000
2023-12-11,29423856000
2023-12-12,29671488000
2023-12-13,28969248000
2023-12-14,27598032000
2023-12-15,27136032000
2023-12-18,27590640000
2023-12-19,27657168000
2023-12-20,27206256000
2023-12-21,27409536000
2023-12-22,27291264000
2023-12-26,27169296000
2023-12-27,27180384000
2023-12-28,27372576000
2023-12-29,27450192000
2024-01-02,28021495000
2024-01-03,28537046000
2024-01-04,28733623000
2024-01-05,28488829000
2024-01-08,28603808000
2024-01-09,28244035000
2024-01-10,28544463999
2024-01-11,28789258000
2024-01-12,28815221000
2024-01-16,28993253000
2024-01-17,29178703000
2024-01-18,29286263999
2024-01-19,29998392000
2024-01-22,29846323000
2024-01-23,29798106000
2024-01-24,29720217000
2024-01-25,29523639999
2024-01-26,29634910000
2024-01-29,29571857000
2024-01-30,29887122000
2024-01-31,30573287000
2024-02-01,30447181000
2024-02-02,30895970000
2024-02-05,31029494000
2024-02-06,30895970000
2024-02-07,31311378000
2024-02-08,30695684000
2024-02-09,30955313999
2024-02-12,30821789999
2024-02-13,31177854000
2024-02-14,31478283000
2024-02-15,32416660000
2024-02-16,31938199000
2024-02-20,31663733000
2024-02-21,31418938999
2024-02-22,31830637999
2024-02-23,32375861000
2024-02-26,32372152000
2024-02-27,32349898000
2024-02-28,32743052000
2024-02-29,32487131000
2024-03-01,32331353000
2024-03-04,32320226000
2024-03-05,32412951000
2024-03-06,32943337999
2024-03-07,32524221000
2024-03-08,32494549000
2024-03-11,33495979000
2024-03-12,33722228000
2024-03-13,33751900000
2024-03-14,33763027000
2024-03-15,34078292000
2024-03-18,33900260000
2024-03-19,34000403000
2024-03-20,34208107000
2024-03-21,33636921000
2024-03-22,33633212000
2024-03-25,33748191000
2024-03-26,33599831000
2024-03-27,33929932000
2024-03-28,34285996000
2024-04-01,34237779000
2024-04-02,33933641000
2024-04-03,34208107000
2024-04-04,33785281000
2024-04-05,35198410000
2024-04-08,35068595000
2024-04-09,33833498000
2024-04-10,34193271000
2024-04-11,33866879000
2024-04-12,33373582000
2024-04-15,33291984000
2024-04-16,33699974000
2024-04-17,33614667000
2024-04-18,33896551000
2024-04-19,34467737000
2024-04-22,34808965000
2024-04-23,34783002000
2024-04-24,34564171000
2024-04-25,34512245000
2024-04-26,33714810000
2024-04-29,33844625000
2024-04-30,34693986000
2024-05-01,35532220000
2024-05-02,35298553000
2024-05-03,35016669000
2024-05-06,36029226000
2024-05-07,36426089000
2024-05-08,36693137000
2024-05-09,36952767000
2024-05-10,37108545000
2024-05-13,36314819000
2024-05-14,36311110000
2024-05-15,36299983000
2024-05-16,36652338000
2024-05-17,37457191000
2024-05-20,37153053000
2024-05-21,37701985000
2024-05-22,38091430000
2024-05-23,37805837000
2024-05-24,38336224000
2024-05-28,37924525000
2024-05-29,37664895000
2024-05-30,37612969000
2024-05-31,38065467000
2024-06-03,37720530000
2024-06-04,37408974000
2024-06-05,36971312000
2024-06-06,37119672000
2024-06-07,37301413000
2024-06-10,37305122000
2024-06-11,36934222000
2024-06-12,36778444000
2024-06-13,36774735000
2024-06-14,36073734000
2024-06-17,36796989000
2024-06-18,37386720000
2024-06-20,37998705000
2024-06-21,37791001000
2024-06-24,37991287000
2024-06-25,37887435000
2024-06-26,37004693000
2024-06-27,37468318000
2024-06-28,37420101000
2024-07-01,37331085000
2024-07-02,37090000000
2024-07-03,36218385000
2024-07-05,36403835000
2024-07-08,36444634000
2024-07-09,36348200000
2024-07-10,36162750000
2024-07-11,35977300000
2024-07-12,35791850000
2024-07-15,36036644000
2024-07-16,36018099000
2024-07-17,36299983000
2024-07-18,36437216000
2024-07-19,35643490000
2024-07-22,35817813000
2024-07-23,35691707000
2024-07-24,35754760000
2024-07-25,35038923000
2024-07-26,35943919000
2024-07-29,36155627000
2024-07-30,36599140000
2024-07-31,35697206000
2024-08-01,36189170000
2024-08-02,36774309000
2024-08-05,35801562000
2024-08-06,36017728000
2024-08-07,36077360000
2024-08-08,36673680000
2024-08-09,36819033000
