,FE
2018-07-16,18183450000
2018-07-17,18238780000
2018-07-18,17936980000
2018-07-19,17926920000
2018-07-20,17760930000
2018-07-23,17519490000
2018-07-24,17378650000
2018-07-25,17464160000
2018-07-26,17710630000
2018-07-27,17610030000
2018-07-30,17554700000
2018-07-31,17821290000
2018-08-01,18339380000
2018-08-02,18319260000
2018-08-03,18384650000
2018-08-06,18228720000
2018-08-07,18183450000
2018-08-08,18108000000
2018-08-09,18258900000
2018-08-10,18228720000
2018-08-13,18289080000
2018-08-14,18299140000
2018-08-15,18434950000
2018-08-16,18646210000
2018-08-17,18761900000
2018-08-20,18651240000
2018-08-21,18505370000
2018-08-22,18384650000
2018-08-23,18500340000
2018-08-24,18636150000
2018-08-27,18530520000
2018-08-28,18691480000
2018-08-29,18847410000
2018-08-30,18802140000
2018-08-31,18802140000
2018-09-04,18897710000
2018-09-05,19013400000
2018-09-06,19093880000
2018-09-07,18867530000
2018-09-10,19179390000
2018-09-11,19103940000
2018-09-12,18988250000
2018-09-13,19008370000
2018-09-14,19028490000
2018-09-17,19078790000
2018-09-18,19043580000
2018-09-19,18510400000
2018-09-20,18540580000
2018-09-21,18560700000
2018-09-24,18540580000
2018-09-25,18299140000
2018-09-26,18062730000
2018-09-27,18374590000
2018-09-28,18696510000
2018-10-01,18986130000
2018-10-02,19201590000
2018-10-03,18827100000
2018-10-04,19052820000
2018-10-05,19483740000
2018-10-08,19519650000
2018-10-09,19673550000
2018-10-10,19519650000
2018-10-11,19088730000
2018-10-12,19109250000
2018-10-15,19191330000
2018-10-16,19391400000
2018-10-17,19452960000
2018-10-18,19524780000
2018-10-19,19930050000
2018-10-22,19812060000
2018-10-23,19617120000
2018-10-24,19858230000
2018-10-25,19437570000
2018-10-26,18832230000
2018-10-29,19114380000
2018-10-30,19098990000
2018-10-31,19124640000
2018-11-01,19068210000
2018-11-02,19042560000
2018-11-05,19227240000
2018-11-06,19216980000
2018-11-07,19365750000
2018-11-08,19340100000
2018-11-09,19494000000
2018-11-12,19899270000
2018-11-13,19842840000
2018-11-14,19663290000
2018-11-15,19914660000
2018-11-16,19889010000
2018-11-19,19771020000
2018-11-20,19468350000
2018-11-21,19134900000
2018-11-23,19237500000
2018-11-26,19334970000
2018-11-27,19437570000
2018-11-28,19288800000
2018-11-29,19057950000
2018-11-30,19406790000
2018-12-03,19796670000
2018-12-04,19776150000
2018-12-06,20048040000
2018-12-07,20124990000
2018-12-10,20284020000
2018-12-11,20319930000
2018-12-12,20124990000
2018-12-13,20232720000
2018-12-14,20068560000
2018-12-17,19350360000
2018-12-18,19304190000
2018-12-19,19165680000
2018-12-20,19186200000
2018-12-21,19078470000
2018-12-24,18385920000
2018-12-26,18775800000
2018-12-27,18996390000
2018-12-28,19114380000
2018-12-31,19901500000
2019-01-02,19461600000
2019-01-03,19456300000
2019-01-04,19700100000
2019-01-07,19949200000
2019-01-08,20235400000
2019-01-09,20113500000
2019-01-10,20447400000
2019-01-11,20336100000
2019-01-14,20140000000
2019-01-15,20203600000
2019-01-16,20394400000
2019-01-17,20516300000
2019-01-18,20601100000
2019-01-22,20537500000
2019-01-23,20866100000
2019-01-24,20818400000
2019-01-25,20558700000
2019-01-28,20452700000
2019-01-29,20436800000
2019-01-30,20537500000
2019-01-31,20776000000
2019-02-01,20553400000
2019-02-04,20426200000
2019-02-05,20505700000
2019-02-06,20489800000
2019-02-07,20834300000
2019-02-08,20929700000
2019-02-11,20855500000
2019-02-12,20945600000
2019-02-13,20940300000
2019-02-14,20908500000
2019-02-15,20982700000
2019-02-19,20988000000
2019-02-20,20982700000
2019-02-21,21226500000
2019-02-22,21581600000
2019-02-25,21427900000
2019-02-26,21613400000
2019-02-27,21581600000
2019-02-28,21597500000
2019-03-01,21677000000
2019-03-04,21592200000
2019-03-05,21422600000
2019-03-06,21581600000
2019-03-07,21613400000
2019-03-08,21671700000
2019-03-11,21920800000
2019-03-12,22037400000
2019-03-13,22058600000
2019-03-14,21841300000
2019-03-15,21851900000
2019-03-18,21857200000
2019-03-19,21417300000
2019-03-20,21512700000
2019-03-21,21857200000
2019-03-22,22138100000
2019-03-25,22185800000
2019-03-26,22260000000
2019-03-27,22111600000
2019-03-28,21942000000
2019-03-29,22053300000
2019-04-01,22051400000
2019-04-02,21992880000
2019-04-03,21859880000
2019-04-04,20982080000
2019-04-05,21796040000
2019-04-08,21503440000
2019-04-09,21732200000
2019-04-10,21721560000
2019-04-11,21923720000
2019-04-12,22008840000
2019-04-15,21960960000
2019-04-16,21524720000
2019-04-17,21402360000
2019-04-18,21546000000
2019-04-22,21593880000
2019-04-23,21673680000
2019-04-24,21737520000
2019-04-25,21891800000
2019-04-26,22067360000
2019-04-29,22003520000
2019-04-30,22359960000
2019-05-01,22317400000
2019-05-02,22328040000
2019-05-03,22610000000
2019-05-06,22290800000
2019-05-07,22359960000
2019-05-08,22046080000
2019-05-09,22003520000
2019-05-10,22413160000
2019-05-13,22583400000
2019-05-14,22397200000
2019-05-15,22253560000
2019-05-16,22429120000
2019-05-17,22594040000
2019-05-20,22657880000
2019-05-21,22551480000
2019-05-22,22684480000
2019-05-23,22955800000
2019-05-24,22801520000
2019-05-28,22152480000
2019-05-29,21806680000
2019-05-30,21790720000
2019-05-31,21939680000
2019-06-03,22173760000
2019-06-04,22258880000
2019-06-05,22913240000
2019-06-06,23083480000
2019-06-07,22897280000
2019-06-10,22886640000
2019-06-11,22743000000
2019-06-12,23072840000
2019-06-13,23062200000
2019-06-14,23392040000
2019-06-17,23248400000
2019-06-18,23147320000
2019-06-19,23115400000
2019-06-20,23232440000
2019-06-21,23237760000
2019-06-24,23200520000
2019-06-25,23120720000
2019-06-26,22625960000
2019-06-27,22615320000
2019-06-28,22774920000
2019-07-01,22994120000
2019-07-02,23365340000
2019-07-03,23575160000
2019-07-05,23526740000
2019-07-08,23429900000
2019-07-09,23424520000
2019-07-10,23397620000
2019-07-11,23451420000
2019-07-12,23354580000
2019-07-15,23596680000
2019-07-16,23429900000
2019-07-17,23526740000
2019-07-18,23688140000
2019-07-19,23397620000
2019-07-22,23456800000
2019-07-23,23306160000
2019-07-24,23467560000
2019-07-25,23602060000
2019-07-26,23704280000
2019-07-29,23924860000
2019-07-30,23930240000
2019-07-31,23655860000
2019-08-01,23876440000
2019-08-02,23806500000
2019-08-05,23370720000
2019-08-06,23359960000
2019-08-07,23440660000
2019-08-08,23806500000
2019-08-09,23779600000
2019-08-12,23946380000
2019-08-13,23768840000
2019-08-14,23419140000
2019-08-15,23736560000
2019-08-16,24037840000
2019-08-19,24279940000
2019-08-20,24172340000
2019-08-21,24468240000
2019-08-22,24586600000
2019-08-23,24204620000
2019-08-26,24419820000
2019-08-27,24441340000
2019-08-28,24489760000
2019-08-29,24715720000
2019-08-30,24748000000
2019-09-03,25038520000
2019-09-04,25199920000
2019-09-05,25027760000
2019-09-06,25113840000
2019-09-09,25242960000
2019-09-10,25146120000
2019-09-11,25603420000
2019-09-12,25624940000
2019-09-13,25485060000
2019-09-16,25587280000
2019-09-17,25872420000
2019-09-18,25883180000
2019-09-19,25883180000
2019-09-20,25495820000
2019-09-23,25694880000
2019-09-24,26066100000
2019-09-25,26270540000
2019-09-26,26216740000
2019-09-27,26055340000
2019-09-30,26092430000
2019-10-01,25908490000
2019-10-02,25594710000
2019-10-03,25827340000
2019-10-04,26092430000
2019-10-07,25984230000
2019-10-08,25762420000
2019-10-09,25870620000
2019-10-10,25913900000
2019-10-11,25908490000
2019-10-14,25648810000
2019-10-15,25751600000
2019-10-16,25859800000
2019-10-17,26027510000
2019-10-18,26173580000
2019-10-21,26238500000
2019-10-22,26162760000
2019-10-23,26189810000
2019-10-24,26124890000
2019-10-25,25973410000
2019-10-28,25573070000
2019-10-29,25740780000
2019-10-30,25881440000
2019-10-31,26141120000
2019-11-01,26162760000
2019-11-04,25968000000
2019-11-05,25600120000
2019-11-06,25486510000
2019-11-07,25275520000
2019-11-08,25205190000
2019-11-11,24902230000
2019-11-12,25048300000
2019-11-13,25383720000
2019-11-14,25286340000
2019-11-15,25448640000
2019-11-18,25302570000
2019-11-19,25118630000
2019-11-20,25356670000
2019-11-21,25232240000
2019-11-22,25610940000
2019-11-25,25816520000
2019-11-26,25843570000
2019-11-27,25854390000
2019-11-29,25800290000
2019-12-02,25708320000
2019-12-03,25827340000
2019-12-04,26070790000
2019-12-05,26189810000
2019-12-06,26173580000
2019-12-09,26032920000
2019-12-10,25962590000
2019-12-11,25978820000
2019-12-12,25886850000
2019-12-13,25940950000
2019-12-16,26243910000
2019-12-17,26119480000
2019-12-18,26249320000
2019-12-19,26352110000
2019-12-20,26411620000
2019-12-23,26178990000
2019-12-24,26227680000
2019-12-26,26243910000
2019-12-27,26178990000
2019-12-30,26233090000
2019-12-31,26292600000
2020-01-02,25713730000
2020-01-03,25675860000
2020-01-06,25724550000
2020-01-07,25708320000
2020-01-08,25762420000
2020-01-09,25897670000
2020-01-10,25773240000
2020-01-13,25843570000
2020-01-14,25989640000
2020-01-15,26211450000
2020-01-16,26389980000
2020-01-17,26541460000
2020-01-21,26671300000
2020-01-22,26990490000
2020-01-23,27239350000
2020-01-24,27304270000
2020-01-27,27190660000
2020-01-28,27423290000
2020-01-29,27574770000
2020-01-30,27580180000
2020-01-31,27477390000
2020-02-03,27861500000
2020-02-04,27856090000
2020-02-05,28083310000
2020-02-06,27726250000
2020-02-07,27715430000
2020-02-10,27785760000
2020-02-11,27883140000
2020-02-12,27850680000
2020-02-13,28121180000
2020-02-14,28256430000
2020-02-18,28278070000
2020-02-19,28213150000
2020-02-20,28018390000
2020-02-21,27899370000
2020-02-24,27390830000
2020-02-25,26449490000
2020-02-26,26130300000
2020-02-27,25010430000
2020-02-28,24090730000
2020-03-02,25600120000
2020-03-03,24842720000
2020-03-04,26238500000
2020-03-05,25497330000
2020-03-06,25145680000
2020-03-09,23225130000
2020-03-10,24317950000
2020-03-11,23333330000
2020-03-12,20839320000
2020-03-13,22310840000
2020-03-16,18556300000
2020-03-17,21699510000
2020-03-18,20125200000
2020-03-19,19470590000
2020-03-20,18545480000
2020-03-23,17955790000
2020-03-24,19194680000
2020-03-25,19205500000
2020-03-26,20920470000
2020-03-27,20882600000
2020-03-30,21905090000
2020-03-31,21717940000
2020-04-01,21062120000
2020-04-02,21680000000
2020-04-03,20568900000
2020-04-06,22417120000
2020-04-07,21934740000
2020-04-08,23430660000
2020-04-09,24254500000
2020-04-13,23810060000
2020-04-14,24644740000
2020-04-15,23820900000
2020-04-16,24314120000
2020-04-17,25045820000
2020-04-20,24113580000
2020-04-21,23414400000
2020-04-22,23967240000
2020-04-23,23322260000
2020-04-24,22937440000
2020-04-27,23582420000
2020-04-28,23110880000
2020-04-29,22953700000
2020-04-30,22368340000
2020-05-01,22135280000
2020-05-04,22324980000
2020-05-05,22590560000
2020-05-06,21680000000
2020-05-07,21793820000
2020-05-08,22005200000
2020-05-11,21907640000
2020-05-12,21463200000
2020-05-13,21165100000
2020-05-14,21658320000
2020-05-15,21295180000
2020-05-18,22281620000
2020-05-19,21875120000
2020-05-20,21831760000
2020-05-21,21913060000
2020-05-22,22026880000
2020-05-26,22064820000
2020-05-27,22417120000
2020-05-28,23137980000
2020-05-29,22904920000
2020-06-01,23175920000
2020-06-02,23343940000
2020-06-03,23571580000
2020-06-04,22959120000
2020-06-05,23452340000
2020-06-08,23837160000
2020-06-09,23246380000
2020-06-10,22899500000
2020-06-11,21951000000
2020-06-12,21913060000
2020-06-15,21934740000
2020-06-16,21956420000
2020-06-17,21815500000
2020-06-18,21956420000
2020-06-19,21127160000
2020-06-22,21517400000
2020-06-23,21018760000
2020-06-24,20476760000
2020-06-25,20341260000
2020-06-26,19972700000
2020-06-29,20590580000
2020-06-30,21018760000
2020-07-01,21614960000
2020-07-02,21636640000
2020-07-06,21777560000
2020-07-07,21815500000
2020-07-08,22021460000
2020-07-09,21782980000
2020-07-10,22368340000
2020-07-13,22135280000
2020-07-14,22178640000
2020-07-15,22124440000
2020-07-16,22379180000
2020-07-17,22839880000
2020-07-20,22362920000
2020-07-21,18563500000
2020-07-22,14682780000
2020-07-23,14850800000
2020-07-24,15978160000
2020-07-27,15869760000
2020-07-28,15793880000
2020-07-29,15522880000
2020-07-30,15647540000
2020-07-31,15718000000
2020-08-03,15820980000
2020-08-04,16064880000
2020-08-05,15685480000
2020-08-06,15815560000
2020-08-07,15956480000
2020-08-10,16292520000
2020-08-11,16205800000
2020-08-12,16189540000
2020-08-13,16043200000
2020-08-14,15896860000
2020-08-17,15685480000
2020-08-18,15652960000
2020-08-19,15522880000
2020-08-20,15371120000
2020-08-21,15235620000
2020-08-24,15344020000
2020-08-25,15143480000
2020-08-26,15181420000
2020-08-27,15230200000
2020-08-28,15344020000
2020-08-31,15495780000
2020-09-01,15316920000
2020-09-02,15793880000
2020-09-03,15929380000
2020-09-04,15934800000
2020-09-08,15788460000
2020-09-09,15793880000
2020-09-10,15745100000
2020-09-11,15896860000
2020-09-14,16075720000
2020-09-15,15907700000
2020-09-16,16129920000
2020-09-17,16151600000
2020-09-18,15696320000
2020-09-21,15517460000
2020-09-22,15484940000
2020-09-23,14948360000
2020-09-24,15262720000
2020-09-25,15501200000
2020-09-28,15419900000
2020-09-29,15501200000
2020-09-30,15560820000
2020-10-01,15587920000
2020-10-02,15999840000
2020-10-05,16211220000
2020-10-06,16482220000
2020-10-07,16563520000
2020-10-08,16953760000
2020-10-09,16921240000
2020-10-12,16942920000
2020-10-13,16970020000
2020-10-14,17035060000
2020-10-15,17078420000
2020-10-16,17175980000
2020-10-19,17197660000
2020-10-20,17251860000
2020-10-21,17522860000
2020-10-22,17902260000
2020-10-23,18048600000
2020-10-26,18059440000
2020-10-27,18097380000
2020-10-28,17213920000
2020-10-29,17241020000
2020-10-30,16108240000
2020-11-02,16222060000
2020-11-03,16325040000
2020-11-04,15750520000
2020-11-05,15929380000
2020-11-06,15755940000
2020-11-09,15999840000
2020-11-10,15886020000
2020-11-11,16146180000
2020-11-12,15896860000
2020-11-13,15994420000
2020-11-16,15447000000
2020-11-17,15577080000
2020-11-18,15474100000
2020-11-19,15739680000
2020-11-20,15176000000
2020-11-23,15018820000
2020-11-24,14449720000
2020-11-25,14395520000
2020-11-27,14482240000
2020-11-30,14395520000
2020-12-01,14726140000
2020-12-02,14807440000
2020-12-03,15121800000
2020-12-04,15690900000
2020-12-07,15972740000
2020-12-08,16400920000
2020-12-09,16606880000
2020-12-10,16379240000
2020-12-11,16465960000
2020-12-14,16449700000
2020-12-15,17018800000
2020-12-16,16753220000
2020-12-17,16531000000
2020-12-18,16444280000
2020-12-21,16254580000
2020-12-22,16232900000
2020-12-23,15875180000
2020-12-24,16086560000
2020-12-28,16054040000
2020-12-29,16102820000
2020-12-30,16319620000
2020-12-31,16621230000
2021-01-04,16023930000
2021-01-05,16203120000
2021-01-06,16452900000
2021-01-07,16089090000
2021-01-08,16241130000
2021-01-11,16398600000
2021-01-12,16556070000
2021-01-13,16718970000
2021-01-14,16968750000
2021-01-15,17196810000
2021-01-19,16892730000
2021-01-20,17012190000
2021-01-21,16871010000
2021-01-22,16979610000
2021-01-25,17299980000
2021-01-26,17337990000
2021-01-27,16756980000
2021-01-28,16756980000
2021-01-29,16702680000
2021-02-01,16930740000
2021-02-02,17327130000
2021-02-03,17593200000
2021-02-04,17500890000
2021-02-05,17528040000
2021-02-08,17446590000
2021-02-09,17663790000
2021-02-10,17240250000
2021-02-11,16898160000
2021-02-12,16963320000
2021-02-16,17337990000
2021-02-17,17348850000
2021-02-18,18597750000
2021-02-19,18478290000
2021-02-22,18396840000
2021-02-23,18206790000
2021-02-24,18597750000
2021-02-25,18195930000
2021-02-26,17995020000
2021-03-01,18141630000
2021-03-02,17815830000
2021-03-03,17864700000
2021-03-04,18038460000
2021-03-05,18033030000
2021-03-08,18119910000
2021-03-09,18559740000
2021-03-10,18760650000
2021-03-11,18814950000
2021-03-12,18966990000
2021-03-15,19140750000
2021-03-16,19309080000
2021-03-17,19113600000
2021-03-18,18804090000
2021-03-19,18928980000
2021-03-22,18662910000
2021-03-23,18673770000
2021-03-24,18641190000
2021-03-25,18597750000
2021-03-26,18608610000
2021-03-29,19010430000
2021-03-30,18728070000
2021-03-31,18871360000
2021-04-01,18664640000
2021-04-05,18931200000
2021-04-06,18931200000
2021-04-07,19056320000
2021-04-08,19034560000
2021-04-09,18914880000
2021-04-12,18871360000
2021-04-13,19127040000
2021-04-14,19127040000
2021-04-15,19322880000
2021-04-16,19415360000
2021-04-19,19475200000
2021-04-20,19736320000
2021-04-21,20013760000
2021-04-22,19774400000
2021-04-23,19964800000
2021-04-26,19959360000
2021-04-27,20057280000
2021-04-28,20356480000
2021-04-29,20519680000
2021-04-30,20628480000
2021-05-03,20846080000
2021-05-04,20557760000
2021-05-05,20606720000
2021-05-06,20356480000
2021-05-07,20410880000
2021-05-10,20481600000
2021-05-11,20236800000
2021-05-12,19823360000
2021-05-13,20389120000
2021-05-14,20459840000
2021-05-17,20514240000
2021-05-18,20492480000
2021-05-19,20345600000
2021-05-20,20503360000
2021-05-21,20677440000
2021-05-24,20628480000
2021-05-25,20465280000
2021-05-26,20443520000
2021-05-27,20601280000
2021-05-28,20623040000
2021-06-01,20682880000
2021-06-02,20748160000
2021-06-03,20927680000
2021-06-04,20851520000
2021-06-07,20982080000
2021-06-08,20818880000
2021-06-09,20938560000
2021-06-10,21014720000
2021-06-11,21085440000
2021-06-14,21101760000
2021-06-15,21150720000
2021-06-16,20753600000
2021-06-17,20519680000
2021-06-18,20198720000
2021-06-21,20557760000
2021-06-22,20400000000
2021-06-23,20100800000
2021-06-24,20225920000
2021-06-25,20503360000
2021-06-28,20704640000
2021-06-29,20421760000
2021-06-30,20242240000
2021-07-01,20487040000
2021-07-02,20389120000
2021-07-06,20492480000
2021-07-07,20595840000
2021-07-08,20356480000
2021-07-09,20416320000
2021-07-12,20389120000
2021-07-13,20138880000
2021-07-14,20155200000
2021-07-15,20356480000
2021-07-16,20557760000
2021-07-19,20323840000
2021-07-20,20465280000
2021-07-21,20421760000
2021-07-22,21297600000
2021-07-23,20927680000
2021-07-26,21085440000
2021-07-27,21145280000
2021-07-28,20748160000
2021-07-29,20699200000
2021-07-30,20846080000
2021-08-02,20922240000
2021-08-03,20965760000
2021-08-04,20693760000
2021-08-05,20655680000
2021-08-06,20579520000
2021-08-09,20595840000
2021-08-10,20590400000
2021-08-11,20759040000
2021-08-12,20840640000
2021-08-13,21020160000
2021-08-16,21123520000
2021-08-17,21025600000
2021-08-18,20791680000
2021-08-19,21183360000
2021-08-20,21264960000
2021-08-23,21112640000
2021-08-24,21014720000
2021-08-25,21216000000
2021-08-26,20965760000
2021-08-27,20982080000
2021-08-30,21025600000
2021-08-31,21145280000
2021-09-01,21449920000
2021-09-02,21716480000
2021-09-03,21536960000
2021-09-07,20927680000
2021-09-08,21183360000
2021-09-09,20873280000
2021-09-10,20503360000
2021-09-13,20361920000
2021-09-14,20372800000
2021-09-15,20563200000
2021-09-16,20296640000
2021-09-17,19981120000
2021-09-20,19866880000
2021-09-21,19937600000
2021-09-22,20051840000
2021-09-23,19992000000
2021-09-24,20035520000
2021-09-27,19975680000
2021-09-28,19817920000
2021-09-29,19747200000
2021-09-30,19519760000
2021-10-01,19645800000
2021-10-04,19733480000
2021-10-05,19848560000
2021-10-06,20100640000
2021-10-07,19963640000
2021-10-08,19848560000
2021-10-11,19601960000
2021-10-12,19569080000
2021-10-13,19530720000
2021-10-14,20012960000
2021-10-15,20067760000
2021-10-18,19821160000
2021-10-19,20204760000
2021-10-20,20456840000
2021-10-21,20402040000
2021-10-22,20687000000
2021-10-25,20478760000
2021-10-26,20659600000
2021-10-27,20599320000
2021-10-28,20769200000
2021-10-29,21114440000
2021-11-01,21262400000
2021-11-02,21536400000
2021-11-03,21509000000
2021-11-04,21322680000
2021-11-05,21410360000
2021-11-08,21103480000
2021-11-09,20988400000
2021-11-10,21350080000
2021-11-11,21388440000
2021-11-12,21372000000
2021-11-15,21618600000
2021-11-16,21689840000
2021-11-17,21415840000
2021-11-18,21158280000
2021-11-19,21114440000
2021-11-22,21224040000
2021-11-23,21339120000
2021-11-24,21322680000
2021-11-26,20774680000
2021-11-29,21399400000
2021-11-30,20637680000
2021-12-01,20676040000
2021-12-02,21163760000
2021-12-03,21284320000
2021-12-06,21509000000
2021-12-07,21624080000
2021-12-08,21591200000
2021-12-09,21591200000
2021-12-10,21711760000
2021-12-13,22013160000
2021-12-14,21909040000
2021-12-15,21887120000
2021-12-16,22089880000
2021-12-17,21963840000
2021-12-20,22073440000
2021-12-21,22051520000
2021-12-22,22204960000
2021-12-23,22210440000
2021-12-27,22166600000
2021-12-28,22462520000
2021-12-29,22566640000
2021-12-30,22665280000
2021-12-31,23706300000
2022-01-03,23506800000
2022-01-04,23415600000
2022-01-05,23256000000
2022-01-06,23335800000
2022-01-07,23603699999
2022-01-10,23666400000
2022-01-11,23575200000
2022-01-12,23603699999
2022-01-13,23706300000
2022-01-14,23694900000
2022-01-18,23706300000
2022-01-19,23609400000
2022-01-20,23615100000
2022-01-21,23558100000
2022-01-24,23546700000
2022-01-25,23552400000
2022-01-26,23461199999
2022-01-27,23518200000
2022-01-28,23797500000
2022-01-31,23917200000
2022-02-01,23831700000
2022-02-02,24128100000
2022-02-03,24282000000
2022-02-04,23575200000
2022-02-07,23620800000
2022-02-08,23917200000
2022-02-09,24059700000
2022-02-10,23609400000
2022-02-11,23689200000
2022-02-14,23221800000
2022-02-15,23050800000
2022-02-16,23415600000
2022-02-17,23438400000
2022-02-18,23358600000
2022-02-22,23341500000
2022-02-23,22583400000
2022-02-24,22714500000
2022-02-25,23575200000
2022-02-28,23854500000
2022-03-01,23552400000
2022-03-02,23751900000
2022-03-03,24179400000
2022-03-04,24441600000
2022-03-07,25404900000
2022-03-08,25256700000
2022-03-09,25125600000
2022-03-10,25097100000
2022-03-11,25062900000
2022-03-14,25222500000
2022-03-15,25188300000
2022-03-16,25011600000
2022-03-17,25108500000
2022-03-18,24589800000
2022-03-21,24852000000
2022-03-22,24823500000
2022-03-23,24800700000
2022-03-24,25028699999
2022-03-25,25558800000
2022-03-28,25701300000
2022-03-29,25912200000
2022-03-30,26106000000
2022-03-31,26186060000
2022-04-01,26602890000
2022-04-04,26443010000
2022-04-05,26631440000
2022-04-06,27368030000
2022-04-07,27111080000
2022-04-08,27105370000
2022-04-11,26768480000
2022-04-12,26916940000
2022-04-13,26928359999
2022-04-14,27065400000
2022-04-18,27002590000
2022-04-19,27122500000
2022-04-20,27670660000
2022-04-21,27476520000
2022-04-22,26271710000
2022-04-25,25946240000
2022-04-26,25683580000
2022-04-27,25546540000
2022-04-28,25546540000
2022-04-29,24730010000
2022-05-02,24518740000
2022-05-03,24632940000
2022-05-04,24924150000
2022-05-05,24256080000
2022-05-06,24370280000
2022-05-09,24079070000
2022-05-10,24010550000
2022-05-11,24187560000
2022-05-12,24101910000
2022-05-13,24273210000
2022-05-16,23839250000
2022-05-17,24398830000
2022-05-18,24136170000
2022-05-19,23993420000
2022-05-20,24193270000
2022-05-23,24381700000
2022-05-24,24701460000
2022-05-25,24650070000
2022-05-26,24735720000
2022-05-27,24798530000
2022-05-31,24530160000
2022-06-01,24301760000
2022-06-02,24176140000
2022-06-03,23913480000
2022-06-06,23884930000
2022-06-07,23913480000
2022-06-08,23627980000
2022-06-09,23285380000
2022-06-10,23182600000
2022-06-13,22211900000
2022-06-14,21920690000
2022-06-15,21264040000
2022-06-16,20744430000
2022-06-17,20504609999
2022-06-21,20538870000
2022-06-22,20681620000
2022-06-23,21104160000
2022-06-24,21292590000
2022-06-27,21783650000
2022-06-28,21578090000
2022-06-29,21829330000
2022-06-30,21920690000
2022-07-01,22457430000
2022-07-05,21486730000
2022-07-06,21378240000
2022-07-07,21258330000
2022-07-08,21201230000
2022-07-11,21366820000
2022-07-12,21361109999
2022-07-13,21235490000
2022-07-14,21338270000
2022-07-15,21395370000
2022-07-18,21349690000
2022-07-19,21640900000
2022-07-20,21520990000
2022-07-21,21595220000
2022-07-22,21880720000
2022-07-25,22052020000
2022-07-26,22320390000
2022-07-27,22457430000
2022-07-28,22919940000
2022-07-29,23468100000
2022-08-01,23136920000
2022-08-02,22657280000
2022-08-03,22497400000
2022-08-04,22126250000
2022-08-05,21909270000
2022-08-08,21852170000
2022-08-09,22240450000
2022-08-10,22571630000
2022-08-11,22879970000
2022-08-12,23313930000
2022-08-15,23530910000
2022-08-16,23422420000
2022-08-17,23348190000
2022-08-18,23519490000
2022-08-19,23565170000
2022-08-22,23091240000
2022-08-23,23114080000
2022-08-24,23182600000
2022-08-25,23371030000
2022-08-26,22948490000
2022-08-29,22942780000
2022-08-30,22685830000
2022-08-31,22583050000
2022-09-01,22937070000
2022-09-02,22788609999
2022-09-06,22680120000
2022-09-07,23496650000
2022-09-08,23428130000
2022-09-09,23702210000
2022-09-12,23844960000
2022-09-13,23496650000
2022-09-14,23662240000
2022-09-15,23079820000
2022-09-16,23525200000
2022-09-19,23902060000
2022-09-20,23627980000
2022-09-21,23411000000
2022-09-22,23119790000
2022-09-23,22868550000
2022-09-26,22137670000
2022-09-27,21817910000
2022-09-28,22080570000
2022-09-29,21229780000
2022-09-30,21164000000
2022-10-03,21535800000
2022-10-04,22279400000
2022-10-05,21604440000
2022-10-06,21078200000
2022-10-07,20649200000
2022-10-10,21049600000
2022-10-11,21003840000
2022-10-12,20677800000
2022-10-13,21232640000
2022-10-14,20689240000
2022-10-17,21118240000
2022-10-18,21341320000
2022-10-19,21118240000
2022-10-20,20637760000
2022-10-21,20826519999
2022-10-24,21095360000
2022-10-25,21495760000
2022-10-26,20809360000
2022-10-27,21307000000
2022-10-28,21781760000
2022-10-31,21570120000
2022-11-01,21976240000
2022-11-02,21724560000
2022-11-03,21856120000
2022-11-04,21678800000
2022-11-07,21375640000
2022-11-08,21541519999
2022-11-09,21266960000
2022-11-10,22302280000
2022-11-11,21713120000
2022-11-14,21278400000
2022-11-15,21821800000
2022-11-16,21764600000
2022-11-17,21535800000
2022-11-18,22010560000
2022-11-21,22084920000
2022-11-22,22296560000
2022-11-23,22599720000
2022-11-25,22799920000
2022-11-28,22668360000
2022-11-29,22765600000
2022-11-30,23589280000
2022-12-01,23669360000
2022-12-02,23749440000
2022-12-05,23640760000
2022-12-06,23778040000
2022-12-07,23852400000
2022-12-08,23852400000
2022-12-09,23726560000
2022-12-12,24161280000
2022-12-13,24161280000
2022-12-14,24218480000
2022-12-15,24024000000
2022-12-16,23411960000
2022-12-19,23457720000
2022-12-20,23595000000
2022-12-21,23863840000
2022-12-22,23680800000
2022-12-23,24024000000
2022-12-27,24172720000
2022-12-28,24064040000
2022-12-29,24167000000
2022-12-30,23989680000
2023-01-03,24041160000
2023-01-04,24218480000
2023-01-05,23840960000
2023-01-06,24235640000
2023-01-09,24252800000
2023-01-10,24361480000
2023-01-11,24515920000
2023-01-12,24647480000
2023-01-13,24441560000
2023-01-17,24590280000
2023-01-18,24092640000
2023-01-19,23966800000
2023-01-20,24138400000
2023-01-23,23532080000
2023-01-24,23554960000
2023-01-25,23452000000
2023-01-26,23675080000
2023-01-27,23583560000
2023-01-30,23623600000
2023-01-31,23423400000
2023-02-01,23532080000
2023-02-02,23452000000
2023-02-03,22605440000
2023-02-06,22714120000
2023-02-07,22920040000
2023-02-08,22519640000
2023-02-09,22508200000
2023-02-10,22822800000
2023-02-13,23103080000
2023-02-14,22977240000
2023-02-15,23314720000
2023-02-16,23206040000
2023-02-17,23469160000
2023-02-21,23160280000
2023-02-22,22817080000
2023-02-23,22582560000
2023-02-24,22765600000
2023-02-27,22828519999
2023-02-28,22616880000
2023-03-01,22159280000
2023-03-02,22353760000
