,VO
2008-09-17,9384653374
2008-09-18,9757267996
2008-09-19,10134501806
2008-09-22,9729552858
2008-09-23,9592516903
2008-09-24,9549404467
2008-09-25,9647947177
2008-09-26,9561722306
2008-09-29,8802635495
2008-09-30,9139836330
2008-10-01,9056690918
2008-10-02,8519325204
2008-10-03,8348415192
2008-10-06,7985038950
2008-10-07,7520040538
2008-10-08,7446133506
2008-10-09,6916466441
2008-10-10,6844099138
2008-10-13,7567772163
2008-10-14,7473848643
2008-10-15,6688586424
2008-10-16,7019628340
2008-10-17,7002691312
2008-10-20,7361448365
2008-10-21,7130488889
2008-10-22,6665490477
2008-10-23,6520755872
2008-10-24,6291336126
2008-10-27,6043439622
2008-10-28,6668569937
2008-10-29,6703983723
2008-10-30,6974976175
2008-10-31,7130488889
2008-11-03,7125869699
2008-11-04,7404560800
2008-11-05,7025787259
2008-11-06,6648553449
2008-11-07,6817923731
2008-11-10,6690126154
2008-11-11,6502279114
2008-11-12,6138902872
2008-11-13,6586964255
2008-11-14,6275938827
2008-11-17,6135823412
2008-11-18,6126585033
2008-11-19,5703159327
2008-11-20,5230462266
2008-11-21,5559964452
2008-11-24,5975691509
2008-11-25,6108108275
2008-11-26,6414514513
2008-11-28,6479183166
2008-12-01,5838655553
2008-12-02,6064995839
2008-12-03,6222048283
2008-12-04,6017264214
2008-12-05,6257462069
2008-12-08,6531533981
2008-12-09,6436070731
2008-12-10,6603901283
2008-12-11,6332908831
2008-12-12,6451468029
2008-12-15,6323670452
2008-12-16,6690126154
2008-12-17,6744016699
2008-12-18,6597742364
2008-12-19,6619298582
2008-12-22,6459166678
2008-12-23,6411435053
2008-12-24,6303653964
2008-12-26,6372941807
2008-12-29,6317511533
2008-12-30,6506898303
2008-12-31,6653172638
2009-01-02,6864115626
2009-01-05,6902608872
2009-01-06,7016548880
2009-01-07,6782509945
2009-01-08,6833321029
2009-01-09,6659331558
2009-01-12,6451468029
2009-01-13,6503818844
2009-01-14,6254382610
2009-01-15,6335988291
2009-01-16,6428372082
2009-01-20,6044979351
2009-01-21,6309812884
2009-01-22,6163538549
2009-01-23,6231286662
2009-01-26,6274399098
2009-01-27,6365243158
2009-01-28,6597742364
2009-01-29,6359084239
2009-01-30,6195872876
2009-02-02,6166618009
2009-02-03,6263620989
2009-02-04,6268240178
2009-02-05,6372941807
2009-02-06,6586964255
2009-02-09,6600821824
2009-02-10,6299034775
2009-02-11,6309812884
2009-02-12,6365243158
2009-02-13,6309812884
2009-02-17,6011105295
2009-02-18,5955675021
2009-02-19,5866370690
2009-02-20,5834036363
2009-02-23,5599997428
2009-02-24,5821718525
2009-02-25,5770907440
2009-02-26,5680063379
2009-02-27,5604616617
2009-03-02,5262796593
2009-03-03,5224303347
2009-03-04,5415229847
2009-03-05,5159634693
2009-03-06,5148856584
2009-03-09,5091886580
2009-03-10,5432166875
2009-03-11,5459882012
2009-03-12,5693920948
2009-03-13,5724715545
2009-03-16,5658507162
2009-03-17,5866370690
2009-03-18,6043439622
2009-03-19,6006486105
2009-03-20,5824797984
2009-03-23,6263620989
2009-03-24,6100409626
2009-03-25,6169697468
2009-03-26,6380640456
2009-03-27,6226667472
2009-03-30,6012645025
2009-03-31,6074234218
2009-04-01,6169697468
2009-04-02,6412974783
2009-04-03,6537692900
2009-04-06,6459166678
2009-04-07,6252842880
2009-04-08,6362163698
2009-04-09,6670109666
2009-04-13,6659331558
2009-04-14,6517676412
2009-04-15,6610060203
2009-04-16,6779430485
2009-04-17,6850258058
2009-04-20,6506898303
2009-04-21,6680887775
2009-04-22,6682427505
2009-04-23,6731698860
2009-04-24,6868734816
2009-04-27,6767112646
2009-04-28,6757874267
2009-04-29,6928784280
2009-04-30,6939562388
2009-05-01,6970356985
2009-05-04,7258286465
2009-05-05,7235190518
2009-05-06,7289081062
2009-05-07,7107392941
2009-05-08,7344511336
2009-05-11,7185919163
2009-05-12,7125869699
2009-05-13,6836400489
2009-05-14,6928784280
2009-05-15,6859496437
2009-05-18,7116631320
2009-05-19,7139727268
2009-05-20,7099694292
2009-05-21,6941102118
2009-05-22,6921085630
2009-05-26,7156664296
2009-05-27,7044264018
2009-05-28,7119710780
2009-05-29,7244428897
2009-06-01,7500024050
2009-06-02,7500024050
2009-06-03,7347590796
2009-06-04,7463070534
2009-06-05,7435355397
2009-06-08,7393782691
2009-06-09,7467689724
2009-06-10,7461530804
2009-06-11,7527739187
2009-06-12,7487706211
2009-06-15,7289081062
2009-06-16,7150505376
2009-06-17,7128949159
2009-06-18,7175141054
2009-06-19,7198237002
2009-06-22,6930324009
2009-06-23,6924165090
2009-06-24,7013469421
2009-06-25,7184379433
2009-06-26,7170521864
2009-06-29,7244428897
2009-06-30,7207475381
2009-07-01,7261365925
2009-07-02,7038105098
2009-07-06,6981135094
2009-07-07,6819463461
2009-07-08,6788668864
2009-07-09,6836400489
2009-07-10,6830241570
2009-07-13,6982674824
2009-07-14,7044264018
2009-07-15,7265985114
2009-07-16,7362988094
2009-07-17,7346051066
2009-07-20,7472308913
2009-07-21,7487706211
2009-07-22,7513881619
2009-07-23,7723284877
2009-07-24,7787953530
2009-07-27,7821827587
2009-07-28,7786413800
2009-07-29,7721745147
2009-07-30,7837224885
2009-07-31,7852622184
2009-08-03,8028151385
2009-08-04,8085121389
2009-08-05,8063565172
2009-08-06,7997356788
2009-08-07,8175965450
2009-08-10,8145170853
2009-08-11,8031230845
2009-08-12,8148250313
2009-08-13,8234475184
2009-08-14,8132853014
2009-08-17,7877257861
2009-08-18,7981959490
2009-08-19,8043548684
2009-08-20,8131313285
2009-08-21,8309921946
2009-08-24,8265269781
2009-08-25,8308382216
2009-08-26,8305302756
2009-08-27,8334557623
2009-08-28,8353034382
2009-08-31,8242173833
2009-09-01,8043548684
2009-09-02,7992737599
2009-09-03,8091280309
2009-09-04,8222157345
2009-09-08,8342256273
2009-09-09,8442338712
2009-09-10,8554738991
2009-09-11,8559358180
2009-09-14,8654821430
2009-09-15,8747205221
2009-09-16,8918115233
2009-09-17,8862684959
2009-09-18,8864224688
2009-09-21,8844208200
2009-09-22,8907337124
2009-09-23,8794936846
2009-09-24,8640963862
2009-09-25,8588613047
2009-09-28,8779539547
2009-09-29,8787238196
2009-09-30,8761062789
2009-10-01,8462355200
2009-10-02,8383828978
2009-10-05,8577834938
2009-10-06,8704092785
2009-10-07,8704092785
2009-10-08,8833430092
2009-10-09,8893479555
2009-10-12,8938131721
2009-10-13,8907337124
2009-10-14,9079786866
2009-10-15,9104422543
2009-10-16,9027436051
2009-10-19,9130597951
2009-10-20,9050531999
2009-10-21,8958148209
2009-10-22,9042833350
2009-10-23,8904257664
2009-10-26,8799556035
2009-10-27,8697933866
2009-10-28,8420782494
2009-10-29,8651741970
2009-10-30,8373050869
2009-11-02,8411544115
2009-11-03,8502388176
2009-11-04,8483911418
2009-11-05,8684076297
2009-11-06,8677917378
2009-11-09,8899638475
2009-11-10,8890400096
2009-11-11,8945830370
2009-11-12,8824191713
2009-11-13,8896559015
2009-11-16,9048992269
2009-11-17,9033594971
2009-11-18,8993561995
2009-11-19,8819572523
2009-11-20,8784158737
2009-11-23,8867304148
2009-11-24,8859605499
2009-11-25,8941211180
2009-11-27,8757983329
2009-11-30,8798016305
2009-12-01,8925813882
2009-12-02,8985863346
2009-12-03,8890400096
2009-12-04,8982783886
2009-12-07,8982783886
2009-12-08,8898098745
2009-12-09,8918115233
2009-12-10,8970466047
2009-12-11,9041293620
2009-12-14,9176789846
2009-12-15,9144455519
2009-12-16,9216822822
2009-12-17,9107502003
2009-12-18,9169091197
2009-12-21,9283031205
2009-12-22,9364636886
2009-12-23,9432384999
2009-12-24,9380034185
2009-12-28,9372335536
2009-12-29,9343080669
2009-12-30,9341540939
2009-12-31,9230680390
2010-01-04,9403130132
2010-01-05,9447782298
2010-01-06,9506292032
2010-01-07,9552483927
2010-01-08,9589437443
2010-01-11,9595596362
2010-01-12,9464719326
2010-01-13,9574040145
2010-01-14,9590977173
2010-01-15,9472417975
2010-01-19,9586357983
2010-01-20,9498593382
2010-01-21,9350779318
2010-01-22,9127518491
2010-01-25,9175250116
2010-01-26,9127518491
2010-01-27,9153693898
2010-01-28,9045912810
2010-01-29,8901178205
2010-02-01,9072088217
2010-02-02,9222981741
2010-02-03,9159852818
2010-02-04,8824191713
2010-02-05,8836509551
2010-02-08,8796476575
2010-02-09,8922734422
2010-02-10,8911956313
2010-02-11,9041293620
2010-02-12,9059770378
2010-02-16,9232220120
2010-02-17,9290729854
2010-02-18,9353858778
2010-02-19,9396971213
2010-02-22,9393891753
2010-02-23,9242998229
2010-02-24,9326143640
2010-02-25,9338461479
2010-02-26,9370795806
2010-03-01,9534007169
2010-03-02,9581738794
2010-03-03,9590977173
2010-03-04,9614073120
2010-03-05,9760347455
2010-03-08,9772665294
2010-03-09,9778824213
2010-03-10,9861969625
2010-03-11,9897383411
2010-03-12,9908161520
2010-03-15,9872747734
2010-03-16,9989767201
2010-03-17,10057515314
2010-03-18,10006704230
2010-03-19,9914320439
2010-03-22,10023641258
2010-03-23,10103707210
2010-03-24,10049816665
2010-03-25,9968210984
2010-03-26,9975909633
2010-03-29,10057515314
2010-03-30,10072912613
2010-03-31,10026720718
2010-04-01,10134501806
2010-04-05,10288474790
2010-04-06,10331587226
2010-04-07,10233044516
2010-04-08,10254600734
2010-04-09,10333126956
2010-04-12,10356222903
2010-04-13,10370080472
2010-04-14,10517894537
2010-04-15,10500957508
2010-04-16,10339285875
2010-04-19,10302332359
2010-04-20,10459384803
2010-04-21,10477861561
2010-04-22,10619516706
2010-04-23,10724218335
2010-04-26,10694963468
2010-04-27,10387017500
2010-04-28,10423971016
2010-04-29,10597960488
2010-04-30,10390096960
2010-05-03,10557927512
2010-05-04,10248441815
2010-05-05,10140660726
2010-05-06,9803459891
2010-05-07,9567881225
2010-05-10,10080611262
2010-05-11,10060594774
2010-05-12,10282315871
2010-05-13,10166836133
2010-05-14,9922019088
2010-05-17,9931257468
2010-05-18,9771125564
2010-05-19,9683360963
2010-05-20,9269173636
2010-05-21,9450861757
2010-05-24,9327683370
2010-05-25,9363097157
2010-05-26,9373875265
2010-05-27,9751109076
2010-05-28,9632549879
2010-06-01,9387732834
2010-06-02,9669503395
2010-06-03,9751109076
2010-06-04,9338461479
2010-06-07,9145995249
2010-06-08,9222981741
2010-06-09,9235299580
2010-06-10,9561722306
2010-06-11,9652566366
2010-06-14,9678741774
2010-06-15,9932797197
2010-06-16,9900462871
2010-06-17,9902002601
2010-06-18,9885065572
2010-06-21,9832714758
2010-06-22,9620232040
2010-06-23,9604834741
2010-06-24,9424686350
2010-06-25,9518609870
2010-06-28,9475497435
2010-06-29,9107502003
2010-06-30,9035134701
2010-07-01,8995101725
2010-07-02,8927353612
2010-07-06,8930433072
2010-07-07,9255316068
2010-07-08,9340001209
2010-07-09,9438543919
2010-07-12,9403130132
2010-07-13,9598675822
2010-07-14,9580199064
2010-07-15,9578659334
2010-07-16,9267633906
2010-07-19,9333842290
2010-07-20,9481656354
2010-07-21,9333842290
2010-07-22,9581738794
2010-07-23,9707996641
2010-07-26,9872747734
2010-07-27,9786522863
2010-07-28,9684900693
2010-07-29,9629470419
2010-07-30,9660265016
2010-08-02,9875827193
2010-08-03,9794221512
2010-08-04,9898923141
2010-08-05,9865049084
2010-08-06,9831175028
2010-08-09,9908161520
2010-08-10,9801920161
2010-08-11,9486275544
2010-08-12,9437004189
2010-08-13,9404669862
2010-08-16,9403130132
2010-08-17,9570960685
2010-08-18,9595596362
2010-08-19,9435464459
2010-08-20,9433924729
2010-08-23,9363097157
2010-08-24,9210663902
2010-08-25,9256855798
2010-08-26,9202965253
2010-08-27,9390812294
2010-08-30,9232220120
2010-08-31,9222981741
2010-09-01,9546325008
2010-09-02,9678741774
2010-09-03,9814238000
2010-09-07,9671043125
2010-09-08,9741870697
2010-09-09,9760347455
2010-09-10,9800380431
2010-09-13,9948194496
2010-09-14,9940495847
2010-09-15,9977449363
2010-09-16,9954353415
2010-09-17,9966671254
2010-09-20,10145279915
2010-09-21,10082150992
2010-09-22,10002085040
2010-09-23,9934336927
2010-09-24,10174534782
2010-09-27,10142200456
2010-09-28,10220726677
2010-09-29,10219186948
2010-09-30,10209948569
2010-10-01,10242282895
2010-10-04,10143740185
2010-10-05,10373159932
2010-10-06,10294633710
2010-10-07,10303872089
2010-10-08,10388557230
2010-10-11,10411653178
2010-10-12,10456305343
2010-10-13,10539450754
2010-10-14,10473242371
2010-10-15,10508656158
2010-10-18,10542530214
2010-10-19,10359302363
2010-10-20,10474782101
2010-10-21,10488639670
2010-10-22,10542530214
2010-10-25,10591801569
2010-10-26,10577944000
2010-10-27,10588722109
2010-10-28,10573324811
2010-10-29,10627215355
2010-11-01,10622596166
2010-11-02,10724218335
2010-11-03,10742695093
2010-11-04,10949018892
2010-11-05,11004449166
2010-11-08,11005988896
2010-11-09,10898207807
2010-11-10,10970575110
2010-11-11,10969035380
2010-11-12,10795045908
2010-11-15,10796585638
2010-11-16,10614897516
2010-11-17,10662629142
2010-11-18,10819681585
2010-11-19,10885889968
2010-11-22,10944399702
2010-11-23,10791966448
2010-11-24,11002909436
2010-11-26,10950558622
2010-11-29,10913605105
2010-11-30,10855095372
2010-12-01,11092213767
2010-12-02,11252345670
2010-12-03,11317014324
2010-12-06,11324712973
2010-12-07,11318554053
2010-12-08,11307775944
2010-12-09,11347808920
2010-12-10,11440192711
2010-12-13,11409398114
2010-12-14,11406318654
2010-12-15,11357047299
2010-12-16,11450970820
2010-12-17,11494083255
2010-12-20,11527957312
2010-12-21,11617261642
2010-12-22,11646516509
2010-12-23,11614182183
2010-12-27,11481765416
2010-12-28,11466368118
2010-12-29,11501781904
2010-12-30,11501781904
2010-12-31,11464828388
2011-01-03,11603404074
2011-01-04,11515639473
2011-01-05,11574149207
2011-01-06,11541814880
2011-01-07,11524877852
2011-01-10,11546434070
2011-01-11,11603404074
2011-01-12,11694248134
2011-01-13,11694248134
2011-01-14,11769694896
2011-01-18,11834363550
2011-01-19,11641897320
2011-01-20,11577228666
2011-01-21,11569530017
2011-01-24,11654215158
2011-01-25,11646516509
2011-01-26,11772774356
2011-01-27,11831284090
2011-01-28,11621880832
2011-01-31,11712724892
2011-02-01,11900571933
2011-02-02,11872856796
2011-02-03,11942144639
2011-02-04,12000654372
2011-02-07,12074561405
2011-02-08,12116134110
2011-02-09,12071481945
2011-02-10,12129991679
2011-02-11,12220835740
2011-02-14,12280885203
2011-02-15,12217756280
2011-02-16,12320918179
2011-02-17,12380967643
2011-02-18,12382507373
2011-02-22,12060703836
2011-02-23,11932906260
2011-02-24,11945224098
2011-02-25,12162326006
2011-02-28,12196200062
2011-03-01,11954462477
2011-03-02,12032988699
2011-03-03,12265487905
2011-03-04,12190041143
2011-03-07,12049925727
2011-03-08,12159246546
2011-03-09,12126912219
2011-03-10,11894413014
2011-03-11,12002194102
2011-03-14,11939065179
2011-03-15,11825125171
2011-03-16,11677311106
2011-03-17,11794330574
2011-03-18,11851300578
2011-03-21,12057624377
2011-03-22,11996035183
2011-03-23,12017591401
2011-03-24,12145388977
2011-03-25,12220835740
2011-03-28,12166945195
2011-03-29,12270107094
2011-03-30,12388666292
2011-03-31,12402523861
2011-04-01,12473351433
2011-04-04,12488748732
2011-04-05,12516463869
2011-04-06,12511844679
2011-04-07,12461033595
2011-04-08,12393285482
2011-04-11,12316298990
2011-04-12,12200819252
2011-04-13,12253170066
2011-04-14,12250090607
2011-04-15,12350173046
2011-04-18,12186961683
2011-04-19,12254709796
2011-04-20,12468732244
2011-04-21,12559576304
2011-04-25,12536480357
2011-04-26,12638102526
2011-04-27,12691993071
2011-04-28,12716628748
2011-04-29,12738184966
2011-05-02,12698151990
2011-05-03,12576513333
2011-05-04,12468732244
2011-05-05,12437937647
2011-05-06,12496447381
2011-05-09,12585751712
2011-05-10,12735105506
2011-05-11,12593450361
2011-05-12,12651960095
2011-05-13,12548798196
2011-05-16,12461033595
2011-05-17,12407143050
2011-05-18,12579592792
2011-05-19,12599609280
2011-05-20,12534940627
2011-05-23,12350173046
2011-05-24,12322457909
2011-05-25,12397904671
2011-05-26,12496447381
2011-05-27,12567274954
2011-05-31,12684294421
2011-06-01,12393285482
2011-06-02,12390206022
2011-06-03,12226994659
2011-06-06,12049925727
2011-06-07,12077640864
2011-06-08,11963700856
2011-06-09,12040687348
2011-06-10,11855919768
2011-06-13,11814347062
2011-06-14,12005273562
2011-06-15,11808188142
2011-06-16,11772774356
2011-06-17,11800489493
2011-06-20,11880555445
2011-06-21,12114594381
2011-06-22,12054544917
2011-06-23,12068402485
2011-06-24,11939065179
2011-06-27,12009892752
2011-06-28,12191580873
2011-06-29,12293203042
2011-06-30,12382507373
2011-07-01,12587291442
2011-07-05,12579592792
2011-07-06,12594990091
2011-07-07,12741264426
2011-07-08,12638102526
2011-07-11,12348633316
2011-07-12,12276266014
2011-07-13,12327077099
2011-07-14,12190041143
2011-07-15,12303981151
2011-07-18,12153087627
2011-07-19,12387126562
2011-07-20,12362490885
2011-07-21,12479510353
2011-07-22,12530321437
2011-07-25,12437937647
2011-07-26,12377888183
2011-07-27,12049925727
2011-07-28,11997574913
2011-07-29,11957541937
2011-08-01,11872856796
2011-08-02,11486384606
2011-08-03,11560291638
2011-08-04,10861254291
2011-08-05,10741155363
2011-08-08,9895843681
2011-08-09,10484020480
2011-08-10,10123723698
2011-08-11,10648771573
2011-08-12,10727297795
2011-08-15,10993671057
2011-08-16,10842777533
2011-08-17,10799665097
2011-08-18,10223806137
2011-08-19,10026720718
2011-08-22,10034419367
2011-08-23,10420891557
2011-08-24,10567165891
2011-08-25,10350063984
2011-08-26,10588722109
2011-08-29,10992131327
2011-08-30,11056799981
2011-08-31,11124548094
2011-09-01,10958257271
2011-09-02,10642612654
2011-09-06,10574864541
2011-09-07,10936701053
2011-09-08,10799665097
2011-09-09,10505576698
2011-09-12,10553308323
2011-09-13,10702662117
2011-09-14,10888969428
2011-09-15,11022925924
2011-09-16,11046021872
2011-09-19,10927462674
2011-09-20,10839698073
2011-09-21,10500957508
2011-09-22,10125263427
2011-09-23,10199170460
2011-09-26,10427050476
2011-09-27,10581023460
2011-09-28,10280776141
2011-09-29,10306951548
2011-09-30,10023641258
2011-10-03,9603295012
2011-10-04,9909701250
2011-10-05,10129882617
2011-10-06,10373159932
2011-10-07,10226885597
2011-10-10,10582563190
2011-10-11,10594881029
2011-10-12,10716519686
2011-10-13,10742695093
2011-10-14,10935161323
2011-10-17,10676486710
2011-10-18,10930542134
2011-10-19,10764251311
2011-10-20,10816602126
2011-10-21,11058339710
2011-10-24,11344729461
2011-10-25,11052180791
2011-10-26,11187677017
2011-10-27,11617261642
2011-10-28,11629579481
2011-10-31,11335491082
2011-11-01,11019846464
2011-11-02,11221551073
2011-11-03,11444811900
2011-11-04,11454050279
2011-11-07,11454050279
2011-11-08,11552592989
2011-11-09,11078356198
2011-11-10,11141485122
2011-11-11,11397080275
2011-11-14,11267742969
2011-11-15,11360126759
2011-11-16,11195375666
2011-11-17,10976734029
2011-11-18,10962876460
2011-11-21,10761171851
2011-11-22,10725758065
2011-11-23,10445527234
2011-11-25,10423971016
2011-11-28,10767330771
2011-11-29,10782728069
2011-11-30,11266203239
2011-12-01,11256964860
2011-12-02,11256964860
2011-12-05,11380143247
2011-12-06,11360126759
2011-12-07,11332411622
2011-12-08,11064498630
2011-12-09,11278521078
2011-12-12,11102991876
2011-12-13,10910525646
2011-12-14,10745774553
2011-12-15,10807363746
2011-12-16,10888969428
2011-12-19,10731916984
2011-12-20,11089134307
2011-12-21,11089134307
2011-12-22,11240027832
2011-12-23,11166120799
2011-12-27,11179978368
2011-12-28,11005988896
2011-12-29,11133786473
2011-12-30,11076816468
2012-01-03,11216931884
2012-01-04,11204614045
2012-01-05,11290838916
2012-01-06,11280060807
2012-01-09,11318554053
2012-01-10,11460209199
2012-01-11,11467907848
2012-01-12,11531036771
2012-01-13,11454050279
2012-01-17,11469447578
2012-01-18,11657294618
2012-01-19,11741979759
2012-01-20,11706565973
2012-01-23,11726582461
2012-01-24,11768155167
2012-01-25,11929826800
2012-01-26,11842062199
2012-01-27,11886714364
2012-01-30,11809727872
2012-01-31,11815886792
2012-02-01,12002194102
2012-02-02,12029909239
2012-02-03,12230074119
2012-02-06,12219296010
2012-02-07,12237772768
2012-02-08,12263948175
2012-02-09,12316298990
2012-02-10,12199279522
2012-02-13,12294742772
2012-02-14,12293203042
2012-02-15,12251630336
2012-02-16,12408682780
2012-02-17,12405603320
2012-02-21,12342474397
2012-02-22,12303981151
2012-02-23,12391745752
2012-02-24,12414841699
2012-02-27,12417921159
2012-02-28,12400984131
2012-02-29,12327077099
2012-03-01,12434858187
2012-03-02,12357871695
2012-03-05,12277805744
2012-03-06,12053005187
2012-03-07,12173104115
2012-03-08,12310140070
2012-03-09,12396364941
2012-03-12,12357871695
2012-03-13,12578053062
2012-03-14,12510304950
2012-03-15,12616546308
2012-03-16,12608847659
2012-03-19,12644261446
2012-03-20,12565735224
2012-03-21,12574973603
2012-03-22,12459493865
2012-03-23,12516463869
2012-03-26,12685834151
2012-03-27,12635023067
2012-03-28,12547258466
2012-03-29,12530321437
2012-03-30,12561116034
2012-04-02,12656579284
2012-04-03,12645801175
2012-04-04,12471811704
2012-04-05,12447176026
2012-04-09,12285504393
2012-04-10,12016051671
2012-04-11,12151547897
2012-04-12,12353252506
2012-04-13,12223915199
2012-04-16,12197739792
2012-04-17,12387126562
2012-04-18,12340934667
2012-04-19,12294742772
2012-04-20,12303981151
2012-04-23,12180802764
2012-04-24,12188501413
2012-04-25,12391745752
2012-04-26,12497987111
2012-04-27,12544179006
2012-04-30,12482589812
2012-05-01,12564195494
2012-05-02,12556496845
2012-05-03,12404063591
2012-05-04,12197739792
2012-05-07,12208517901
2012-05-08,12140769788
2012-05-09,12099197082
2012-05-10,12119213570
2012-05-11,12113054651
2012-05-14,11956002207
2012-05-15,11877475985
2012-05-16,11791251114
2012-05-17,11484844876
2012-05-18,11333951352
2012-05-21,11634198671
2012-05-22,11651135699
2012-05-23,11709645433
2012-05-24,11718883812
2012-05-25,11721963271
2012-05-29,11877475985
2012-05-30,11641897320
2012-05-31,11595705425
2012-06-01,11232329182
2012-06-04,11176898908
2012-06-05,11324712973
2012-06-06,11589546505
2012-06-07,11532576501
2012-06-08,11632658941
2012-06-11,11414017303
2012-06-12,11540275150
2012-06-13,11407858384
2012-06-14,11504861364
2012-06-15,11635738400
2012-06-18,11725042731
2012-06-19,11863618417
2012-06-20,11845141659
2012-06-21,11524877852
2012-06-22,11614182183
2012-06-25,11406318654
2012-06-26,11475606497
2012-06-27,11558751908
2012-06-28,11552592989
2012-06-29,11886714364
2012-07-02,11928287070
2012-07-03,12048385998
2012-07-05,12029909239
2012-07-06,11886714364
2012-07-09,11822045711
2012-07-10,11675771376
2012-07-11,11658834348
2012-07-12,11620341102
2012-07-13,11791251114
2012-07-16,11743519489
2012-07-17,11832823820
2012-07-18,11922128151
2012-07-19,11954462477
2012-07-20,11825125171
2012-07-23,11689628945
2012-07-24,11535655961
2012-07-25,11541814880
2012-07-26,11743519489
2012-07-27,11992955723
2012-07-30,11952922747
2012-07-31,11891333554
2012-08-01,11811267602
2012-08-02,11725042731
2012-08-03,11976018695
2012-08-06,12026829780
2012-08-07,12153087627
2012-08-08,12154627356
2012-08-09,12186961683
2012-08-10,12197739792
2012-08-13,12179263034
2012-08-14,12168484925
2012-08-15,12228534389
2012-08-16,12342474397
2012-08-17,12379427913
2012-08-20,12350173046
2012-08-21,12344014127
2012-08-22,12325537369
2012-08-23,12225454929
2012-08-24,12274726284
2012-08-27,12253170066
2012-08-28,12267027635
2012-08-29,12291663312
2012-08-30,12191580873
2012-08-31,12254709796
2012-09-04,12280885203
2012-09-05,12267027635
2012-09-06,12522622788
2012-09-07,12594990091
2012-09-10,12541099546
2012-09-11,12576513333
2012-09-12,12630403877
2012-09-13,12773598752
2012-09-14,12895237410
2012-09-17,12790535780
2012-09-18,12730486317
2012-09-19,12775138482
2012-09-20,12699691720
2012-09-21,12702771180
2012-09-24,12658119014
2012-09-25,12481050083
2012-09-26,12400984131
2012-09-27,12527241978
2012-09-28,12496447381
2012-10-01,12499526841
2012-10-02,12538020087
2012-10-03,12559576304
2012-10-04,12664277934
2012-10-05,12665817663
2012-10-08,12639642256
2012-10-09,12494907651
2012-10-10,12413301970
2012-10-11,12468732244
2012-10-12,12413301970
2012-10-15,12497987111
2012-10-16,12628864147
2012-10-17,12698151990
2012-10-18,12691993071
2012-10-19,12502606300
2012-10-22,12471811704
2012-10-23,12348633316
2012-10-24,12300901691
2012-10-25,12336315478
2012-10-26,12317838720
2012-10-31,12353252506
2012-11-01,12570354413
2012-11-02,12442556837
2012-11-05,12502606300
2012-11-06,12618086038
2012-11-07,12364030615
2012-11-08,12205438441
2012-11-09,12213137090
2012-11-12,12193120602
2012-11-13,12170024655
2012-11-14,12012972211
2012-11-15,11959081667
2012-11-16,12036068159
2012-11-19,12256249526
2012-11-20,12290123582
2012-11-21,12325537369
2012-11-23,12461033595
2012-11-26,12433318458
2012-11-27,12388666292
2012-11-28,12476430893
2012-11-29,12528781708
2012-11-30,12551877655
2012-12-03,12482589812
2012-12-04,12493367921
2012-12-05,12531861167
2012-12-06,12581132522
2012-12-07,12613466849
2012-12-10,12661198474
2012-12-11,12730486317
2012-12-12,12725867127
2012-12-13,12658119014
2012-12-14,12633483337
2012-12-17,12764360373
2012-12-18,12932190926
2012-12-19,12889078490
2012-12-20,12972223902
2012-12-21,12870601732
2012-12-24,12659658744
2012-12-26,12570354413
2012-12-27,12571894143
2012-12-28,12451795216
2012-12-31,12693532800
2013-01-02,12981462281
2013-01-03,12983002010
2013-01-04,13070766611
2013-01-07,13036892555
2013-01-08,13009177418
2013-01-09,13072306341
2013-01-10,13120037966
2013-01-11,13121577696
2013-01-14,13127736615
2013-01-15,13184706619
2013-01-16,13164690132
2013-01-17,13286328789
2013-01-18,13323282305
2013-01-22,13421825015
2013-01-23,13404887987
2013-01-24,13475715559
2013-01-25,13591195297
2013-01-28,13546543132
2013-01-29,13575797999
2013-01-30,13524986914
2013-01-31,13528066374
2013-02-01,13642006382
2013-02-04,13511129346
2013-02-05,13628148813
2013-02-06,13674340709
2013-02-07,13643546112
2013-02-08,13723612063
2013-02-11,13715913414
2013-02-12,13749787471
2013-02-13,13760565580
2013-02-14,13782121797
2013-02-15,13769803959
2013-02-19,13854489100
2013-02-20,13629688543
2013-02-21,13494192317
2013-02-22,13642006382
2013-02-25,13395649608
2013-02-26,13474175829
2013-02-27,13691277737
2013-02-28,13692817467
2013-03-01,13729770983
2013-03-04,13805217745
2013-03-05,13951492080
2013-03-06,13962270189
2013-03-07,13977667487
2013-03-08,14082369116
2013-03-11,14119322632
2013-03-12,14096226685
2013-03-13,14148577499
2013-03-14,14236342100
2013-03-15,14185531015
2013-03-18,14119322632
2013-03-19,14066971818
2013-03-20,14207087233
2013-03-21,14086988306
2013-03-22,14143958310
2013-03-25,14091607495
2013-03-26,14197848854
2013-03-27,14210166693
2013-03-28,14302550483
2013-04-01,14170133717
2013-04-02,14165514528
2013-04-03,13974588027
2013-04-04,14057733439
2013-04-05,14019240193
2013-04-08,14128561011
2013-04-09,14167054257
2013-04-10,14350282108
2013-04-11,14424189141
2013-04-12,14381076705
2013-04-15,13976127757
2013-04-16,14219405072
2013-04-17,13997683975
2013-04-18,13928396132
2013-04-19,14110084253
2013-04-22,14153196689
2013-04-23,14333345080
2013-04-24,14374917786
2013-04-25,14473460496
2013-04-26,14399553463
2013-04-29,14478079685
2013-04-30,14550446988
2013-05-01,14391854814
2013-05-02,14535049689
2013-05-03,14692102133
2013-05-06,14750611867
