,UNM
2004-08-24,4719263162
2004-08-25,4733964916
2004-08-26,4704561408
2004-08-27,4731024565
2004-08-30,4778070180
2004-08-31,4757487723
2004-09-01,4748666671
2004-09-02,4792771934
2004-09-03,4819235092
2004-09-07,4939789478
2004-09-08,4813354390
2004-09-09,4733964916
2004-09-10,4731024565
2004-09-13,4722203513
2004-09-14,4683978951
2004-09-15,4660456144
2004-09-16,4701621057
2004-09-17,4713382460
2004-09-20,4695740355
2004-09-21,4689859653
2004-09-22,4560484214
2004-09-23,4463452635
2004-09-24,4481094741
2004-09-27,4486975442
2004-09-28,4513438600
2004-09-29,4542842109
2004-09-30,4592342312
2004-10-01,4624538466
2004-10-04,4580634620
2004-10-05,4484046158
2004-10-06,4507461543
2004-10-07,4472338466
2004-10-08,4463557697
2004-10-11,4419653850
2004-10-12,4431361543
2004-10-13,4375750004
2004-10-14,4238184619
2004-10-15,3992323081
2004-10-18,3957200004
2004-10-19,3567919234
2004-10-20,3965980773
2004-10-21,3796219234
2004-10-22,3848903850
2004-10-25,3793292311
2004-10-26,3960126927
2004-10-27,3974761542
2004-10-28,4059642311
2004-10-29,3998176927
2004-11-01,4012811542
2004-11-02,4097692312
2004-11-03,4162084619
2004-11-04,4340626927
2004-11-05,4364042312
2004-11-08,4364042312
2004-11-09,4220623081
2004-11-10,4170865389
2004-11-11,4156230773
2004-11-12,3936711542
2004-11-15,4103546158
2004-11-16,4097692312
2004-11-17,4124034619
2004-11-18,4018665388
2004-11-19,4492826927
2004-11-22,4636246158
2004-11-23,4527950004
2004-11-24,4510388466
2004-11-26,4510388466
2004-11-29,4580634620
2004-11-30,4557219235
2004-12-01,4583561543
2004-12-02,4639173081
2004-12-03,4542584620
2004-12-06,4478192312
2004-12-07,4481119235
2004-12-08,4495753850
2004-12-09,4522096158
2004-12-10,4580634620
2004-12-13,4706492312
2004-12-14,4770884620
2004-12-15,4882107697
2004-12-16,4946500005
2004-12-17,5028453851
2004-12-20,5051869236
2004-12-21,5107480774
2004-12-22,5104553851
2004-12-23,5166019236
2004-12-27,5127969236
2004-12-28,5177726928
2004-12-29,5268461544
2004-12-30,5309438467
2004-12-31,5250900005
2005-01-03,5127969236
2005-01-04,5122115390
2005-01-05,5040161543
2005-01-06,5040161543
2005-01-07,4990403851
2005-01-10,5019673082
2005-01-11,5034307697
2005-01-12,5060650005
2005-01-13,4955280774
2005-01-14,4975769236
2005-01-18,4999184620
2005-01-19,4940646159
2005-01-20,4861619235
2005-01-21,4890888466
2005-01-24,4890888466
2005-01-25,4841130774
2005-01-26,4993330774
2005-01-27,4964061543
2005-01-28,4981623082
2005-01-31,5025526928
2005-02-01,5019673082
2005-02-02,5016746159
2005-02-03,5043088466
2005-02-04,5063576928
2005-02-07,5019673082
2005-02-08,4972842312
2005-02-09,4943573082
2005-02-10,4964061543
2005-02-11,5019673082
2005-02-14,5048942313
2005-02-15,5089919236
2005-02-16,5092846159
2005-02-17,5078211543
2005-02-18,5081138466
2005-02-22,4955280774
2005-02-23,4964061543
2005-02-24,4987476928
2005-02-25,5101626928
2005-02-28,4952353851
2005-03-01,5078211543
2005-03-02,5057723082
2005-03-03,5078211543
2005-03-04,5066503851
2005-03-07,5089919236
2005-03-08,5174800005
2005-03-09,5166019236
2005-03-10,5154311543
2005-03-11,5204069236
2005-03-14,5233338467
2005-03-15,5133823082
2005-03-16,5046015389
2005-03-17,5212850005
2005-03-18,5192361543
2005-03-21,5212850005
2005-03-22,5034307697
2005-03-23,5025526928
2005-03-24,5028453851
2005-03-28,5034307697
2005-03-29,4984550005
2005-03-30,5025526928
2005-03-31,5026768972
2005-04-01,4926351731
2005-04-04,4920444834
2005-04-05,4976560351
2005-04-06,5012001731
2005-04-07,5020862076
2005-04-08,5059256903
2005-04-11,5009048282
2005-04-12,5044489662
2005-04-13,4917491386
2005-04-14,4876143110
2005-04-15,4725517248
2005-04-18,4796400006
2005-04-19,4855468972
2005-04-20,4760958627
2005-04-21,4725517248
2005-04-22,4719610351
2005-04-25,4787539661
2005-04-26,4822981041
2005-04-27,4822981041
2005-04-28,4758005179
2005-04-29,4938165524
2005-05-02,4935212075
2005-05-03,4973606903
2005-05-04,5065163800
2005-05-05,5074024145
2005-05-06,5165581041
2005-05-09,5076977593
2005-05-10,5103558627
2005-05-11,5097651731
2005-05-12,5053350007
2005-05-13,5038582765
2005-05-16,5079931041
2005-05-17,5230556903
2005-05-18,5313253455
2005-05-19,5301439662
2005-05-20,5286672421
2005-05-23,5271905179
2005-05-24,5313253455
2005-05-25,5268951731
2005-05-26,5339834490
2005-05-27,5390043111
2005-05-31,5422531042
2005-06-01,5398903455
2005-06-02,5404810352
2005-06-03,5301439662
2005-06-06,5378229317
2005-06-07,5354601731
2005-06-08,5369368973
2005-06-09,5319160352
2005-06-10,5313253455
2005-06-13,5316206904
2005-06-14,5404810352
2005-06-15,5390043111
2005-06-16,5384136214
2005-06-17,5434344835
2005-06-20,5419577593
2005-06-21,5528855180
2005-06-22,5496367249
2005-06-23,5463879318
2005-06-24,5419577593
2005-06-27,5375275869
2005-06-28,5381182766
2005-06-29,5387089662
2005-06-30,5353511107
2005-07-01,5438255551
2005-07-05,5593133329
2005-07-06,5625277773
2005-07-07,5578522217
2005-07-08,5549299995
2005-07-11,5639888884
2005-07-12,5639888884
2005-07-13,5654499995
2005-07-14,5645733329
2005-07-15,5625277773
2005-07-18,5631122217
2005-07-19,5680799995
2005-07-20,5721711106
2005-07-21,5707099995
2005-07-22,5669111106
2005-07-25,5625277773
2005-07-26,5598977773
2005-07-27,5584366662
2005-07-28,5680799995
2005-07-29,5596055551
2005-08-01,5417799995
2005-08-02,5365199995
2005-08-03,5894122217
2005-08-04,5785999995
2005-08-05,5692488884
2005-08-08,5669111106
2005-08-09,5753855551
2005-08-10,5721711106
2005-08-11,5756777773
2005-08-12,5721711106
2005-08-15,5783077773
2005-08-16,5730477773
2005-08-17,5765544440
2005-08-18,5727555551
2005-08-19,5733399995
2005-08-22,5756777773
2005-08-23,5663266662
2005-08-24,5642811106
2005-08-25,5777233328
2005-08-26,5727555551
2005-08-29,5710022217
2005-08-30,5619433329
2005-08-31,5645733329
2005-09-01,5669111106
2005-09-02,5622355551
2005-09-06,5704177773
2005-09-07,5704177773
2005-09-08,5680799995
2005-09-09,5733399995
2005-09-12,5762622217
2005-09-13,5610666662
2005-09-14,5748011106
2005-09-15,5861977773
2005-09-16,5894122217
2005-09-19,5882433328
2005-09-20,5952566662
2005-09-21,5788922217
2005-09-22,5777233328
2005-09-23,5783077773
2005-09-26,5794766662
2005-09-27,5777233328
2005-09-28,5844444440
2005-09-29,5888277773
2005-09-30,6018800000
2005-10-03,6048160000
2005-10-04,5798600000
2005-10-05,5880808000
2005-10-06,5822087999
2005-10-07,5822087999
2005-10-10,5739880000
2005-10-11,5731072000
2005-10-12,5731072000
2005-10-13,5675287999
2005-10-14,5716392000
2005-10-17,5722264000
2005-10-18,5778048000
2005-10-19,5845576000
2005-10-20,5795664000
2005-10-21,5825024000
2005-10-24,5842640000
2005-10-25,5754560000
2005-10-26,5698776000
2005-10-27,5763368000
2005-10-28,5801536000
2005-10-31,5957144000
2005-11-01,5965952000
2005-11-02,6415160000
2005-11-03,6409287999
2005-11-04,6368184000
2005-11-07,6344696000
2005-11-08,6327080000
2005-11-09,6297720000
2005-11-10,6291848000
2005-11-11,6332952000
2005-11-14,6385800000
2005-11-15,6406352000
2005-11-16,6374056000
2005-11-17,6517920000
2005-11-18,6547280000
2005-11-21,6523792000
2005-11-22,6570768000
2005-11-23,6594256000
2005-11-25,6523792000
2005-11-28,6561960000
2005-11-29,6635360000
2005-11-30,6459200000
2005-12-01,6535536000
2005-12-02,6576640000
2005-12-05,6591320000
2005-12-06,6456264000
2005-12-07,6441584000
2005-12-08,6435712000
2005-12-09,6447456000
2005-12-12,6447456000
2005-12-13,6459200000
2005-12-14,6470944000
2005-12-15,6406352000
2005-12-16,6421032000
2005-12-19,6338824000
2005-12-20,6459200000
2005-12-21,6559024000
2005-12-22,6626552000
2005-12-23,6623616000
2005-12-27,6620680000
2005-12-28,6650040000
2005-12-29,6682336000
2005-12-30,6679400000
2006-01-03,6796840000
2006-01-04,6864368000
2006-01-05,6858496000
2006-01-06,6758672000
2006-01-09,6749864000
2006-01-10,6738120000
2006-01-11,6776287999
2006-01-12,6793904000
2006-01-13,6776287999
2006-01-17,6729312000
2006-01-18,6635360000
2006-01-19,6629487999
2006-01-20,6520856000
2006-01-23,6541408000
2006-01-24,6606000000
2006-01-25,6664720000
2006-01-26,6967128000
2006-01-27,7061080000
2006-01-30,7055208000
2006-01-31,5968887999
2006-02-01,6133304000
2006-02-02,6165600000
2006-02-03,6127432000
2006-02-06,6203768000
2006-02-07,6159728000
2006-02-08,6147984000
2006-02-09,6150920000
2006-02-10,6165600000
2006-02-13,6130368000
2006-02-14,6186152000
2006-02-15,6200832000
2006-02-16,6236064000
2006-02-17,6224320000
2006-02-21,6165600000
2006-02-22,6212576000
2006-02-23,6168536000
2006-02-24,6183216000
2006-02-27,6194960000
2006-02-28,6074584000
2006-03-01,6098072000
2006-03-02,6048160000
2006-03-03,6012928000
2006-03-06,6033480000
2006-03-07,6054032000
2006-03-08,6062840000
2006-03-09,6009992000
2006-03-10,6065776000
2006-03-13,6033480000
2006-03-14,6139176000
2006-03-15,6189087999
2006-03-16,6124496000
2006-03-17,6192024000
2006-03-20,6177344000
2006-03-21,6086328000
2006-03-22,6059904000
2006-03-23,6071648000
2006-03-24,6065776000
2006-03-27,6027608000
2006-03-28,6004120000
2006-03-29,6089264000
2006-03-30,6071648000
2006-03-31,6574605127
2006-04-03,6619548717
2006-04-04,6629179486
2006-04-05,6645230768
2006-04-06,6324205127
2006-04-07,6170112820
2006-04-10,6253579486
2006-04-11,6189374358
2006-04-12,6166902563
2006-04-13,6102697435
2006-04-17,6118748717
2006-04-18,6115538461
2006-04-19,6234317948
2006-04-20,6131589743
2006-04-21,6211846153
2006-04-24,6259999999
2006-04-25,6362728204
2006-04-26,6459035896
2006-04-27,6532871794
2006-04-28,6520030768
2006-05-01,6353097435
2006-05-02,6487928204
2006-05-03,6420512820
2006-05-04,5967866666
2006-05-05,6032071794
2006-05-08,5820194871
2006-05-09,5871558973
2006-05-10,5894030768
2006-05-11,5816984614
2006-05-12,5723887179
2006-05-15,5714256409
2006-05-16,5768830768
2006-05-17,5582635896
2006-05-18,5598687179
2006-05-19,5537692307
2006-05-22,5592266666
2006-05-23,5589056409
2006-05-24,5598687179
2006-05-25,5598687179
2006-05-26,5736728204
2006-05-30,5682153845
2006-05-31,5765620512
2006-06-01,5836246153
2006-06-02,5836246153
2006-06-05,5711046153
2006-06-06,5714256409
2006-06-07,5810564102
2006-06-08,5855507691
2006-06-09,5833035896
2006-06-12,5823405127
2006-06-13,5772041025
2006-06-14,5691784614
2006-06-15,5884399999
2006-06-16,5829825640
2006-06-19,5759199999
2006-06-20,5833035896
2006-06-21,5794512820
2006-06-22,5730307691
2006-06-23,5752779486
2006-06-26,5791302563
2006-06-27,5691784614
2006-06-28,5701415384
2006-06-29,5807353845
2006-06-30,6078321054
2006-07-03,6081673686
2006-07-05,5927452633
2006-07-06,5820168422
2006-07-07,5766526317
2006-07-10,5726294738
2006-07-11,5699473686
2006-07-12,5582131580
2006-07-13,5528489475
2006-07-14,5518431580
2006-07-17,5501668422
2006-07-18,5498315791
2006-07-19,5662594738
2006-07-20,5655889475
2006-07-21,5625715791
2006-07-24,5592189475
2006-07-25,5568721054
2006-07-26,5615657896
2006-07-27,5481552633
2006-07-28,5458084212
2006-07-31,5441321054
2006-08-01,5558663159
2006-08-02,5565368422
2006-08-03,5588836843
2006-08-04,5515078949
2006-08-07,5461436843
2006-08-08,5474847370
2006-08-09,5665947370
2006-08-10,5753115791
2006-08-11,5712884212
2006-08-14,5676005264
2006-08-15,5887221054
2006-08-16,6011268422
2006-08-17,6111847370
2006-08-18,6095084212
2006-08-21,6095084212
2006-08-22,6128610528
2006-08-23,6158784212
2006-08-24,6205721054
2006-08-25,6222484212
2006-08-28,6286184212
2006-08-29,6326415791
2006-08-30,6326415791
2006-08-31,6353236844
2006-09-01,6376705265
2006-09-05,6366647370
2006-09-06,6289536844
2006-09-07,6299594738
2006-09-08,6339826317
2006-09-11,6333121054
2006-09-12,6437052633
2006-09-13,6393468423
2006-09-14,6370000002
2006-09-15,6470578949
2006-09-18,6380057896
2006-09-19,6370000002
2006-09-20,6473931580
2006-09-21,6437052633
2006-09-22,6430347370
2006-09-25,6497400002
2006-09-26,6624800002
2006-09-27,6530926317
2006-09-28,6571157896
2006-09-29,6500752633
2006-10-02,6634817300
2006-10-03,6672534607
2006-10-04,6819974992
2006-10-05,6806259607
2006-10-06,6861121146
2006-10-09,6871407684
2006-10-10,6737682684
2006-10-11,6823403838
2006-10-12,6816546146
2006-10-13,7447453837
2006-10-16,7245151914
2006-10-17,7145715376
2006-10-18,7142286530
2006-10-19,7080567299
2006-10-20,7070280761
2006-10-23,7131999992
2006-10-24,6963986530
2006-10-25,6960557684
2006-10-26,7022276915
2006-10-27,6885123069
2006-10-30,6929698069
2006-10-31,6782257684
2006-11-01,6843976915
2006-11-02,7073709607
2006-11-03,6943413453
2006-11-06,7121713453
2006-11-07,7029134607
2006-11-08,7094282684
2006-11-09,7011990376
2006-11-10,7029134607
2006-11-13,7039421145
2006-11-14,7039421145
2006-11-15,7107998068
2006-11-16,7200576915
2006-11-17,7193719222
2006-11-20,7159430761
2006-11-21,7083996145
2006-11-22,7053136530
2006-11-24,7022276915
2006-11-27,6847405761
2006-11-28,6850834607
2006-11-29,6926269223
2006-11-30,7022276915
2006-12-01,6912553838
2006-12-04,6991417299
2006-12-05,7022276915
2006-12-06,7015419222
2006-12-07,7011990376
2006-12-08,7032563453
2006-12-11,7049707684
2006-12-12,7035992299
2006-12-13,6998274992
2006-12-14,6895409607
2006-12-15,6891980761
2006-12-18,6919411530
2006-12-19,6970844222
2006-12-20,7001703838
2006-12-21,7022276915
2006-12-22,7025705761
2006-12-26,7094282684
2006-12-27,7152573068
2006-12-28,7152573068
2006-12-29,7125142299
2007-01-03,7128571145
2007-01-04,7166288453
2007-01-05,7070280761
2007-01-08,7080567299
2007-01-09,7029134607
2007-01-10,6974273069
2007-01-11,7022276915
2007-01-12,7015419222
2007-01-16,7018848069
2007-01-17,6943413453
2007-01-18,6946842299
2007-01-19,6933126915
2007-01-22,6891980761
2007-01-23,6933126915
2007-01-24,6998274992
2007-01-25,6885123069
2007-01-26,6837119223
2007-01-29,6833690376
2007-01-30,7550319222
2007-01-31,7543461530
2007-02-01,7553748068
2007-02-02,7546890376
2007-02-05,7533174991
2007-02-06,7663471145
2007-02-07,7756049991
2007-02-08,7550319222
2007-02-09,7461169222
2007-02-12,7488599991
2007-02-13,7564034606
2007-02-14,7588036529
2007-02-15,7522888453
2007-02-16,7519459606
2007-02-20,7495457683
2007-02-21,7468026914
2007-02-22,7457740376
2007-02-23,7444024991
2007-02-26,7416594222
2007-02-27,7190290376
2007-02-28,7341159607
2007-03-01,7334301914
2007-03-02,7269153838
2007-03-05,7234865376
2007-03-06,7344588453
2007-03-07,7375448068
2007-03-08,7485171145
2007-03-09,7519459606
2007-03-12,7663471145
2007-03-13,7481742299
2007-03-14,7488599991
2007-03-15,7636040376
2007-03-16,7588036529
2007-03-19,7714903837
2007-03-20,7776623068
2007-03-21,7948065375
2007-03-22,7930921144
2007-03-23,7978924991
2007-03-26,7978924991
2007-03-27,7876059606
2007-03-28,7725190375
2007-03-29,7862344221
2007-03-30,7896632683
2007-04-02,8206236482
2007-04-03,8448318703
2007-04-04,8448318703
2007-04-05,8332540250
2007-04-09,8413234324
2007-04-10,8413234324
2007-04-11,8427268076
2007-04-12,8458844018
2007-04-13,8511470588
2007-04-16,8595673100
2007-04-17,8718468430
2007-04-18,8736010620
2007-04-19,8690400926
2007-04-20,8862314388
2007-04-23,8760569686
2007-04-24,8721976868
2007-04-25,8925466272
2007-04-26,8736010620
2007-04-27,8750044372
2007-04-30,8728993744
2007-05-01,8676367174
2007-05-02,8743027496
2007-05-03,9588561054
2007-05-04,9672763566
2007-05-07,9599086368
2007-05-08,9532426046
2007-05-09,9479799476
2007-05-10,9265784758
2007-05-11,9427172906
2007-05-14,9381563212
2007-05-15,9364021022
2007-05-16,9511375418
2007-05-17,9595577930
2007-05-18,9535934484
2007-05-21,9585052616
2007-05-22,9578035740
2007-05-23,9434189782
2007-05-24,9353495708
2007-05-25,9293852262
2007-05-29,9125447238
2007-05-30,9279818510
2007-05-31,9311394452
2007-06-01,9346478832
2007-06-04,9335953518
2007-06-05,9248242568
2007-06-06,9069312230
2007-06-07,8914940958
2007-06-08,9069312230
2007-06-11,9132464114
2007-06-12,9027210974
2007-06-13,9153514742
2007-06-14,9188599122
2007-06-15,9237717254
2007-06-18,9209649750
2007-06-19,9293852262
2007-06-20,9199124436
2007-06-21,9181582246
2007-06-22,9058786916
2007-06-25,9041244726
2007-06-26,9065803792
2007-06-27,9093871296
2007-06-28,9213158188
2007-06-29,9160531618
2007-07-02,9457596148
2007-07-03,9540336624
2007-07-05,9443206500
2007-07-06,9436011676
2007-07-09,9493570268
2007-07-10,9191387660
2007-07-11,9216569544
2007-07-12,9486375444
2007-07-13,9479180620
2007-07-16,9360466024
2007-07-17,9349673788
2007-07-18,9281322960
2007-07-19,9389245320
2007-07-20,9198582484
2007-07-23,9295712608
2007-07-24,8925179172
2007-07-25,9058283416
2007-07-26,8756100808
2007-07-27,8468307848
2007-07-30,8569035384
2007-07-31,8741711160
2007-08-01,8630191388
2007-08-02,9169803188
2007-08-03,8522269028
2007-08-06,9212972132
2007-08-07,8975542940
2007-08-08,8712931864
2007-08-09,8374775136
2007-08-10,8587022444
2007-08-13,8633788800
2007-08-14,8605009504
2007-08-15,8572632795
2007-08-16,8612204328
2007-08-17,8939568820
2007-08-20,8896399876
2007-08-21,8932373996
2007-08-22,9007919648
2007-08-23,8979140352
2007-08-24,9097854948
2007-08-27,8964750704
2007-08-28,8536658676
2007-08-29,8896399876
2007-08-30,8774087868
2007-08-31,8802867164
2007-09-04,8975542940
2007-09-05,8917984348
2007-09-06,8784880104
2007-09-07,8651775860
2007-09-10,8655373272
2007-09-11,8687749980
2007-09-12,8601412092
2007-09-13,8601412092
2007-09-14,8576230208
2007-09-17,8515074204
2007-09-18,8824451636
2007-09-19,8917984348
2007-09-20,8752503396
2007-09-21,8810061988
2007-09-24,8698542216
2007-09-25,8691347392
2007-09-26,8716529276
2007-09-27,8799269752
2007-09-28,8802867164
2007-10-01,8675531925
2007-10-02,8769227669
2007-10-03,8675531925
2007-10-04,8720644691
2007-10-05,8904565967
2007-10-08,8883744691
2007-10-09,8987851074
2007-10-10,8800459584
2007-10-11,8769227669
2007-10-12,8790048946
2007-10-15,8592246818
2007-10-16,8436087243
2007-10-17,8519372350
2007-10-18,8373623414
2007-10-19,8030072349
2007-10-22,8193172349
2007-10-23,8217463839
2007-10-24,8033542562
2007-10-25,7932906392
2007-10-26,8179291498
2007-10-29,7978019158
2007-10-30,7912085115
2007-10-31,8099476605
2007-11-01,8786578733
2007-11-02,8713704265
2007-11-05,8668591499
2007-11-06,8769227669
2007-11-07,8432617031
2007-11-08,8380563839
2007-11-09,8272987243
2007-11-12,8512431924
2007-11-13,8675531925
2007-11-14,8630419158
2007-11-15,8356272350
2007-11-16,8356272350
2007-11-19,8311159584
2007-11-20,8252165967
2007-11-21,7932906392
2007-11-23,8130708520
2007-11-26,7946787243
2007-11-27,8248695754
2007-11-28,8640829797
2007-11-29,8595717031
2007-11-30,8620008520
2007-12-03,8529782988
2007-12-04,8567955329
2007-12-05,8713704265
2007-12-06,8862923414
2007-12-07,8901095755
2007-12-10,8939268095
2007-12-11,8408325541
2007-12-12,8394444690
2007-12-13,8460378733
2007-12-14,8113357456
2007-12-17,8151529796
2007-12-18,8109887243
2007-12-19,8161940435
2007-12-20,8106417030
2007-12-21,8252165967
2007-12-24,8456908520
2007-12-26,8328510648
2007-12-27,8269517030
2007-12-28,8286868094
2007-12-31,8343619284
2008-01-02,8199824248
2008-01-03,8234896208
2008-01-04,7831568667
2008-01-07,7824554276
2008-01-08,7600093732
2008-01-09,7733367180
2008-01-10,7929770156
2008-01-11,7859626236
2008-01-14,7929770156
2008-01-15,7684266436
2008-01-16,7807018296
2008-01-17,7414212344
2008-01-18,7231838152
2008-01-22,7280938896
2008-01-23,7081028724
2008-01-24,7287953288
2008-01-25,7217809367
2008-01-28,7312503660
2008-01-29,7740381572
2008-01-30,7778960728
2008-01-31,7933277352
2008-02-01,8199824248
2008-02-04,8217360228
2008-02-05,7926262960
2008-02-06,7985885292
2008-02-07,8129680328
2008-02-08,7957827724
2008-02-11,7789482316
2008-02-12,8108637152
2008-02-13,8241910600
2008-02-14,8087593976
2008-02-15,8227881816
2008-02-19,8350633676
2008-02-20,8466371144
2008-02-21,8326083303
2008-02-22,8448835164
2008-02-25,8434806380
2008-02-26,8431299184
2008-02-27,8497935908
2008-02-28,8238403403
2008-02-29,8034986036
2008-03-03,7996406880
2008-03-04,7943798939
2008-03-05,7849104648
2008-03-06,7656208867
2008-03-07,7631658496
2008-03-10,7575543360
2008-03-11,7701802416
2008-03-12,7550992988
2008-03-13,7540471400
2008-03-14,7396676364
2008-03-17,7358097208
2008-03-18,7579050556
2008-03-19,7505399439
2008-03-20,7635165692
2008-03-24,7670237652
2008-03-25,7673744848
2008-03-26,7691280828
2008-03-27,7628151300
2008-03-28,7631658496
2008-03-31,7603211435
2008-04-01,7831204145
2008-04-02,7865748495
2008-04-03,8000471460
2008-04-04,7952109370
2008-04-07,7990108155
2008-04-08,8014289200
2008-04-09,7903747280
2008-04-10,7910656149
2008-04-11,7772478750
2008-04-14,7741388835
2008-04-15,7800114229
2008-04-16,8121376685
2008-04-17,8128285555
2008-04-18,8117922250
2008-04-21,7997017024
2008-04-22,7931382760
2008-04-23,7921019455
2008-04-24,8017743635
2008-04-25,8214646430
2008-04-28,8200828689
2008-04-29,8180102080
2008-04-30,8017743635
2008-05-01,8373550439
2008-05-02,8577362104
2008-05-05,8535908885
2008-05-06,8539363320
2008-05-07,8259554085
2008-05-08,8228464170
2008-05-09,8169738774
2008-05-12,8321733915
2008-05-13,8287189564
2008-05-14,8418458095
2008-05-15,8525545580
2008-05-16,8473729055
2008-05-19,8522091145
2008-05-20,8387368180
2008-05-21,8218100865
2008-05-22,8415003660
2008-05-23,8352823830
2008-05-27,8377004875
2008-05-28,8408094790
2008-05-29,8511727840
2008-05-30,8318279479
2008-06-02,8138648860
2008-06-03,8155921035
2008-06-04,8062651290
2008-06-05,8169738774
2008-06-06,7858839625
2008-06-09,7965927110
2008-06-10,8097195640
2008-06-11,7876111800
2008-06-12,8024652505
2008-06-13,8045379115
2008-06-16,8145557729
2008-06-17,7927928325
2008-06-18,7855385189
2008-06-19,7876111800
2008-06-20,7634301350
2008-06-23,7513396125
2008-06-24,7440852990
2008-06-25,7482306210
2008-06-26,7268131240
2008-06-27,7257767935
2008-06-30,6896484195
2008-07-01,7098826030
2008-07-02,7081964211
2008-07-03,7058357663
2008-07-07,6886367104
2008-07-08,7186507492
2008-07-09,6984165657
2008-07-10,7031378752
2008-07-11,6974048565
2008-07-14,6771706731
2008-07-15,6653673994
2008-07-16,7054985299
2008-07-17,7395594054
2008-07-18,7527116247
2008-07-21,7479903152
2008-07-22,7759809356
2008-07-23,7759809356
2008-07-24,7425945329
2008-07-25,7392221690
2008-07-28,7220231131
2008-07-29,7463041332
2008-07-30,7567584614
2008-07-31,8147631206
2008-08-01,7894703913
2008-08-04,7759809356
2008-08-05,8093673384
2008-08-06,7952034099
2008-08-07,7834001362
2008-08-08,8164493026
2008-08-11,8299387582
2008-08-12,8184727209
2008-08-13,8070066836
2008-08-14,8215078484
2008-08-15,8360090132
2008-08-18,8161120662
2008-08-19,8086928656
2008-08-20,8147631206
2008-08-21,8124024659
2008-08-22,8262291579
2008-08-25,8137514114
2008-08-26,8204961393
2008-08-27,8269036307
2008-08-28,8542197784
2008-08-29,8569176695
2008-09-02,8670347612
2008-09-03,8683837068
2008-09-04,8498357053
2008-09-05,8589410878
2008-09-08,8815359260
2008-09-09,8518591236
2008-09-10,8663602884
2008-09-11,8677092340
2008-09-12,8670347612
2008-09-15,8363462496
2008-09-16,8457888686
2008-09-17,7796905359
2008-09-18,8414047955
2008-09-19,8768146166
2008-09-22,8292642854
2008-09-23,8680464704
2008-09-24,8663602884
2008-09-25,8613017426
2008-09-26,8791752713
2008-09-29,8127397023
2008-09-30,8303200480
2008-10-01,8131181983
2008-10-02,7906234720
2008-10-03,7773912800
2008-10-06,7241317072
2008-10-07,7042834192
2008-10-08,6943592751
2008-10-09,4885986896
2008-10-10,5448355056
2008-10-13,6612787951
2008-10-14,6540010896
2008-10-15,5845320816
2008-10-16,5359037760
2008-10-17,5253180224
2008-10-20,6106656608
2008-10-21,5990874928
2008-10-22,5514516016
2008-10-23,4965380048
2008-10-24,4995152480
2008-10-27,4664347680
2008-10-28,5024924912
2008-10-29,5018308816
2008-10-30,4849598368
2008-10-31,5210175600
2008-11-03,5574060880
2008-11-04,6070268080
2008-11-05,5742771328
2008-11-06,5408658480
2008-11-07,5560828688
2008-11-10,5236639984
2008-11-11,5101010016
2008-11-12,4575030384
2008-11-13,5249872176
2008-11-14,4975304192
2008-11-17,4485713088
2008-11-18,4657731584
2008-11-19,4135060000
2008-11-20,3136029504
2008-11-21,3830719584
2008-11-24,4452632608
2008-11-25,4690812064
2008-11-26,4611418912
2008-11-28,4928991520
2008-12-01,4528717712
2008-12-02,4829750080
2008-12-03,4971996144
2008-12-04,4852906416
2008-12-05,5722923040
2008-12-08,5355729712
2008-12-09,5213483648
2008-12-10,5325957280
2008-12-11,4882678848
2008-12-12,5167170976
2008-12-15,4932299568
2008-12-16,5861861056
2008-12-17,5785775951
2008-12-18,5626989648
2008-12-19,6000799072
2008-12-22,5593909168
2008-12-23,5617065504
2008-12-24,5597217216
2008-12-26,5646837936
2008-12-29,5544288448
2008-12-30,5947870304
2008-12-31,6152969280
2009-01-02,6096732464
2009-01-05,6434153360
2009-01-06,6606171856
2009-01-07,5765927664
2009-01-08,6017339312
2009-01-09,5706382800
2009-01-12,5332573376
2009-01-13,5478127488
2009-01-14,5048081248
2009-01-15,5140706592
2009-01-16,5362345808
2009-01-20,4631267200
2009-01-21,5382194096
2009-01-22,4796669600
2009-01-23,5064621488
2009-01-26,4826442032
2009-01-27,5054697344
2009-01-28,5435122864
2009-01-29,4889294944
2009-01-30,4684195968
2009-02-02,4852906416
2009-02-03,4710660352
2009-02-04,4694120112
2009-02-05,4885986896
2009-02-06,4958763952
2009-02-09,4862830560
2009-02-10,4197912912
2009-02-11,4293846304
2009-02-12,4356699216
2009-02-13,4240917536
2009-02-17,3744710336
2009-02-18,3863800064
2009-02-19,3387441152
2009-02-20,3503222832
2009-02-23,3251811184
2009-02-24,3761250575
2009-02-25,3499914784
2009-02-26,3638852800
2009-02-27,3367592864
2009-03-02,3089716832
2009-03-03,2868077616
2009-03-04,3069868544
2009-03-05,2643130352
2009-03-06,2682826928
2009-03-09,2702675216
2009-03-10,3122797312
2009-03-11,3284891664
2009-03-12,3585924032
2009-03-13,3645468896
2009-03-16,3463526256
2009-03-17,3797639104
2009-03-18,4234301440
2009-03-19,3999430032
2009-03-20,3774482768
2009-03-23,4416244080
2009-03-24,4197912912
2009-03-25,4277306064
2009-03-26,4432784320
2009-03-27,4336850928
2009-03-30,3890264448
2009-03-31,4139647500
2009-04-01,4341662298
2009-04-02,4503936480
2009-04-03,4609911456
2009-04-06,4517183352
2009-04-07,4318480272
2009-04-08,4457572428
2009-04-09,4858290306
