,R
2023-03-10,4219379460
2023-03-13,4009755419
2023-03-14,4019030820
2023-03-15,3984711840
2023-03-16,3996306090
2023-03-17,3854856240
2023-03-20,3907726020
2023-03-21,4001407560
2023-03-22,3949001550
2023-03-23,3925813050
2023-03-24,3892885380
2023-03-27,3937407300
2023-03-28,3993523470
2023-03-29,4020422130
2023-03-30,4036654080
2023-03-31,4102809000
2023-04-03,4033846500
2023-04-04,3945114750
2023-04-05,3878910750
2023-04-06,3833395500
2023-04-10,3926265000
2023-04-11,3969021750
2023-04-12,3951091500
2023-04-13,3927644250
2023-04-14,3948792750
2023-04-17,3956608500
2023-04-18,3944195250
2023-04-19,3972699750
2023-04-20,3979136250
2023-04-21,3943275750
2023-04-24,3922127250
2023-04-25,3823281000
2023-04-26,3559844250
2023-04-27,3580073250
2023-04-28,3639381000
2023-05-01,3679379250
2023-05-02,3695470500
2023-05-03,3678000000
2023-05-04,3659609999
2023-05-05,3809028749
2023-05-08,3815465250
2023-05-09,3796615500
2023-05-10,3750180749
2023-05-11,3729492000
2023-05-12,3717078749
2023-05-15,3734549250
2023-05-16,3647656500
2023-05-17,3722595750
2023-05-18,3729951750
2023-05-19,3700527750
2023-05-22,3696849750
2023-05-23,3665127000
2023-05-24,3601681500
2023-05-25,3679839000
2023-05-26,3665127000
2023-05-30,3697309500
2023-05-31,3624209250
2023-06-01,3675701250
2023-06-02,3760755000
2023-06-05,3725814000
2023-06-06,3751100250
2023-06-07,3865578000
2023-06-08,3824200500
2023-06-09,3739146750
2023-06-12,3717998250
2023-06-13,3743744250
2023-06-14,3740066249
2023-06-15,3798914250
2023-06-16,3781903500
2023-06-20,3763053749
2023-06-21,3769030500
2023-06-22,3780064500
2023-06-23,3770869500
2023-06-26,3825120000
2023-06-27,3840751500
2023-06-28,3831096750
2023-06-29,3866037750
2023-06-30,3822926730
2023-07-03,3873875040
2023-07-05,3775585380
2023-07-06,3759354060
2023-07-07,3828337170
2023-07-10,3820672380
2023-07-11,3834198480
2023-07-12,3870718949
2023-07-13,4002372990
2023-07-14,3981632970
2023-07-17,4001471250
2023-07-18,4074963060
2023-07-19,4170547500
2023-07-20,4161079230
2023-07-21,4139437470
2023-07-24,4124558760
2023-07-25,4138535730
2023-07-26,4446479940
2023-07-27,4486156500
2023-07-28,4559648310
2023-07-31,4605637050
2023-08-01,4579486590
2023-08-02,4435208190
2023-08-03,4507798260
2023-08-04,4561000920
2023-08-07,4632238380
2023-08-08,4586249640
2023-08-09,4592110950
2023-08-10,4576330500
2023-08-11,4533046980
2023-08-14,4541162640
2023-08-15,4487509110
2023-08-16,4449636030
2023-08-17,4360363770
2023-08-18,4364872470
2023-08-21,4345485060
2023-08-22,4288224570
2023-08-23,4368028560
2023-08-24,4329704610
2023-08-25,4369832040
2023-08-28,4414919040
2023-08-29,4436560800
2023-08-30,4528538280
2023-08-31,4540260900
2023-09-01,4610596620
2023-09-05,4518168270
2023-09-06,4508700000
2023-09-07,4423936440
2023-09-08,4404098160
2023-09-11,4374791610
2023-09-12,4428445140
2023-09-13,4525382190
2023-09-14,4580839200
2023-09-15,4598423130
2023-09-18,4663348410
2023-09-19,4611047490
2023-09-20,4643961000
2023-09-21,4684539300
2023-09-22,4679128860
2023-09-25,4718805420
2023-09-26,4624573590
2023-09-27,4724666730
2023-09-28,4803118110
2023-09-29,4822054650
2023-10-02,4641765332
2023-10-03,4588204813
2023-10-04,4428840317
2023-10-05,4351133662
2023-10-06,4420937945
2023-10-09,4495571456
2023-10-10,4546497851
2023-10-11,4600497391
2023-10-12,4512254240
2023-10-13,4454303514
2023-10-16,4547814913
2023-10-17,4644399456
2023-10-18,4460010783
2023-10-19,4403377119
2023-10-20,4463522948
2023-10-23,4414352635
2023-10-24,4301524328
2023-10-25,4114940552
2023-10-26,4092550499
2023-10-27,4056111785
2023-10-30,4173330298
2023-10-31,4282207420
2023-11-01,4282207420
2023-11-02,4302402370
2023-11-03,4425328152
2023-11-06,4412596553
2023-11-07,4438059750
2023-11-08,4431035420
2023-11-09,4398108871
2023-11-10,4543424706
2023-11-13,4548692954
2023-11-14,4671179716
2023-11-15,4665033426
2023-11-16,4612350948
2023-11-17,4670301674
2023-11-20,4708057450
2023-11-21,4688301521
2023-11-22,4668984612
2023-11-24,4721667090
2023-11-27,4676447963
2023-11-28,4673813839
2023-11-29,4703228223
2023-11-30,4703667244
2023-12-01,4750642453
2023-12-04,4768203279
2023-12-05,4737032813
2023-12-06,4642204353
2023-12-07,4661521261
2023-12-08,4676008943
2023-12-11,4753276577
2023-12-12,4690057603
2023-12-13,4751081474
2023-12-14,4891568082
2023-12-15,4892446123
2023-12-18,4912202052
2023-12-19,4973225923
2023-12-20,5044786289
2023-12-21,5148395162
2023-12-22,5175175422
2023-12-26,5200199599
2023-12-27,5140053770
2023-12-28,5060591032
2023-12-29,5051371598
2024-01-02,4945428080
2024-01-03,4902447240
2024-01-04,4906833040
2024-01-05,4935340740
2024-01-08,4955954000
2024-01-09,4935340740
2024-01-10,4907710200
2024-01-11,4845870420
2024-01-12,4852449120
2024-01-16,4827450060
2024-01-17,4811222600
2024-01-18,4895429960
2024-01-19,4954638260
2024-01-22,5042792840
2024-01-23,5028319700
2024-01-24,4994549040
2024-01-25,5040161360
2024-01-26,5094106700
2024-01-29,5059458880
2024-01-30,5074809180
2024-01-31,4980953060
2024-02-01,5083142200
2024-02-02,5166472400
2024-02-05,5053318760
2024-02-06,5097176760
2024-02-07,5129631680
2024-02-08,5120421500
2024-02-09,5136648960
2024-02-12,5216470520
2024-02-13,5197611580
2024-02-14,4857712080
2024-02-15,4804205320
2024-02-16,4706401980
2024-02-20,4767364600
2024-02-21,4869553740
2024-02-22,4939287960
2024-02-23,5003320640
2024-02-26,4999373420
2024-02-27,4905517300
2024-02-28,4946305240
2024-02-29,5004197800
2024-03-01,4980514480
2024-03-04,4961655540
2024-03-05,4934463580
2024-03-06,4992356140
2024-03-07,5088843740
2024-03-08,5034459820
2024-03-11,5027442540
2024-03-12,4991478980
2024-03-13,4984023120
2024-03-14,4953761100
2024-03-15,4924814820
2024-03-18,4994549040
2024-03-19,4961655540
2024-03-20,5036214140
2024-03-21,5112527060
2024-03-22,5034021240
2024-03-25,5043670000
2024-03-26,5074809180
2024-03-27,5201997380
2024-03-28,5271293020
2024-04-01,5268661540
2024-04-02,5176559740
2024-04-03,5243662480
2024-04-04,5158577960
2024-04-05,5201558800
2024-04-08,5266030060
2024-04-09,5316028180
2024-04-10,5091036640
2024-04-11,5130070260
2024-04-12,5036214140
2024-04-15,5009022180
2024-04-16,4906833040
2024-04-17,4770873240
2024-04-18,4700261860
2024-04-19,4767803180
2024-04-22,4780522000
2024-04-23,5351114580
2024-04-24,5359009020
2024-04-25,5369534940
2024-04-26,5348483100
2024-04-29,5398919800
2024-04-30,5344097300
2024-05-01,5368219200
2024-05-02,5469531180
2024-05-03,5467338280
2024-05-06,5512073440
2024-05-07,5496284560
2024-05-08,5502424680
2024-05-09,5587509200
2024-05-10,5554177120
2024-05-13,5515582080
2024-05-14,5565580200
2024-05-15,5624349920
2024-05-16,5481372840
2024-05-17,5514266340
2024-05-20,5544966940
2024-05-21,5465145380
2024-05-22,5309449480
2024-05-23,5280941780
2024-05-24,5333132800
2024-05-28,5291029120
2024-05-29,5210768980
2024-05-30,5286204740
2024-05-31,5327431260
2024-06-03,5305063680
2024-06-04,5219102000
2024-06-05,5299362140
2024-06-06,5276994560
2024-06-07,5269538700
2024-06-10,5324361200
2024-06-11,5201997380
2024-06-12,5288397640
2024-06-13,5271293020
2024-06-14,5215593360
2024-06-17,5244539640
2024-06-18,5252872660
2024-06-20,5302432200
2024-06-21,5306818000
2024-06-24,5486635800
2024-06-25,5460321000
2024-06-26,5384446660
2024-06-27,5374359320
2024-06-28,5433129040
2024-07-01,5380938020
2024-07-02,5425234600
2024-07-03,5400674120
2024-07-05,5372605000
2024-07-08,5276555980
2024-07-09,5140596180
2024-07-10,5267784380
2024-07-11,5480934260
2024-07-12,5646717500
2024-07-15,5786624520
2024-07-16,5955477820
2024-07-17,5905918280
2024-07-18,5758116820
2024-07-19,5795396119
2024-07-22,5871709040
2024-07-23,5796072190
2024-07-24,5663936920
2024-07-25,5756388000
2024-07-26,5763801529
2024-07-29,5914688670
2024-07-30,6076478060
2024-07-31,6112237440
2024-08-01,6031996880
2024-08-02,5718448170
2024-08-05,5642132420
2024-08-06,5762929350
2024-08-07,5731966960
2024-08-08,5830523299
2024-08-09,5824418040
