,DGX
2004-08-24,8385028079
2004-08-25,8356679760
2004-08-26,8419451040
2004-08-27,8569292160
2004-08-30,8445774480
2004-08-31,8666486400
2004-09-01,8783929440
2004-09-02,8790004080
2004-09-03,8739382080
2004-09-07,8721158160
2004-09-08,8615864400
2004-09-09,8569292160
2004-09-10,8591565840
2004-09-13,8615864400
2004-09-14,8555118000
2004-09-15,8524744800
2004-09-16,8579416559
2004-09-17,8530819440
2004-09-20,8524744800
2004-09-21,8666486400
2004-09-22,8650287360
2004-09-23,8638138080
2004-09-24,8747481600
2004-09-27,8737357200
2004-09-28,8866949520
2004-09-29,8895297840
2004-09-30,8831803226
2004-10-01,8809778780
2004-10-04,8783749888
2004-10-05,8821792114
2004-10-06,8771736553
2004-10-07,8685640988
2004-10-08,8637587649
2004-10-11,8629578759
2004-10-12,8651603206
2004-10-13,8523460969
2004-10-14,8481414298
2004-10-15,8543483194
2004-10-18,8633583204
2004-10-19,8473405408
2004-10-20,8555496528
2004-10-21,8553494306
2004-10-22,8555496528
2004-10-25,8517454302
2004-10-26,8669623208
2004-10-27,8769734331
2004-10-28,8705663212
2004-10-29,8763727663
2004-11-01,8825796559
2004-11-02,8795763222
2004-11-03,8905885457
2004-11-04,9010001025
2004-11-05,9086085478
2004-11-08,9020012137
2004-11-09,9136141039
2004-11-10,9070067698
2004-11-11,9146152151
2004-11-12,9216229937
2004-11-15,9306329947
2004-11-16,9216229937
2004-11-17,9114116592
2004-11-18,9210223270
2004-11-19,9156163263
2004-11-22,9268287721
2004-11-23,9238254384
2004-11-24,9200212157
2004-11-26,9222236604
2004-11-29,9310334392
2004-11-30,9386418845
2004-12-01,9466507743
2004-12-02,9446485519
2004-12-03,9478521078
2004-12-06,9558609976
2004-12-07,9410445515
2004-12-08,9590645535
2004-12-09,9670734433
2004-12-10,9624683317
2004-12-13,9636696651
2004-12-14,9582636645
2004-12-15,9444483296
2004-12-16,9402436625
2004-12-17,9424461072
2004-12-20,9420456627
2004-12-21,9498543302
2004-12-22,9470512188
2004-12-23,9540589974
2004-12-27,9498543302
2004-12-28,9574627755
2004-12-29,9584638868
2004-12-30,9622681094
2004-12-31,9638133820
2005-01-03,9555429030
2005-01-04,9448517960
2005-01-05,9319417800
2005-01-06,9293194330
2005-01-07,9220575490
2005-01-10,9218558300
2005-01-11,9147956650
2005-01-12,9430363250
2005-01-13,9327486560
2005-01-14,9406156970
2005-01-18,9375899120
2005-01-19,9309331850
2005-01-20,9226627060
2005-01-21,9077355000
2005-01-24,9069286240
2005-01-25,8976495500
2005-01-26,9028942440
2005-01-27,9670408860
2005-01-28,9545343080
2005-01-31,9611910350
2005-02-01,9732941750
2005-02-02,9797491830
2005-02-03,9809594970
2005-02-04,10007279590
2005-02-07,9981056120
2005-02-08,9940712320
2005-02-09,9906420090
2005-02-10,10037537440
2005-02-11,10085950000
2005-02-14,10033503060
2005-02-15,10085950000
2005-02-16,10051657770
2005-02-17,9975004550
2005-02-18,9944746700
2005-02-22,9797491830
2005-02-23,9898351330
2005-02-24,9981056120
2005-02-25,10029468680
2005-02-28,10025434300
2005-03-01,9999210830
2005-03-02,10033503060
2005-03-03,10075864050
2005-03-04,10114190660
2005-03-07,10108139090
2005-03-08,10085950000
2005-03-09,10027451490
2005-03-10,10049640580
2005-03-11,10023417110
2005-03-14,10055692150
2005-03-15,10031485870
2005-03-16,9954832650
2005-03-17,10106121900
2005-03-18,10096035950
2005-03-21,10132345370
2005-03-22,10069812480
2005-03-23,10100070330
2005-03-24,10073846860
2005-03-28,10156551650
2005-03-29,10263462720
2005-03-30,10590247500
2005-03-31,10650524290
2005-04-01,10636342500
2005-04-04,10543147880
2005-04-05,10648498320
2005-04-06,10632290560
2005-04-07,10719407270
2005-04-08,10678887870
2005-04-11,10717381300
2005-04-12,10763978610
2005-04-13,10654576230
2005-04-14,10472238930
2005-04-15,10478316840
2005-04-18,10451979230
2005-04-19,10622160710
2005-04-20,10368914460
2005-04-21,10502628480
2005-04-22,10514784300
2005-04-25,10642420410
2005-04-26,10628238620
2005-04-27,10664706080
2005-04-28,10553277730
2005-04-29,10717381300
2005-05-02,10721433240
2005-05-03,10713329360
2005-05-04,10816653830
2005-05-05,10761952640
2005-05-06,10763978610
2005-05-09,10808549950
2005-05-10,10755874730
2005-05-11,10786264280
2005-05-12,10703199510
2005-05-13,10664706080
2005-05-16,10804498010
2005-05-17,10930108150
2005-05-18,11019250830
2005-05-19,11005069040
2005-05-20,11041536500
2005-05-23,10988861280
2005-05-24,10865277110
2005-05-25,10838939500
2005-05-26,10794368160
2005-05-27,10776134430
2005-05-31,10636342500
2005-06-01,10715355330
2005-06-02,10737641000
2005-06-03,10780186370
2005-06-06,10678887870
2005-06-07,10723459210
2005-06-08,10648498320
2005-06-09,10648498320
2005-06-10,10610004890
2005-06-13,10656602200
2005-06-14,10776134430
2005-06-15,10780186370
2005-06-16,10770056520
2005-06-17,10875406960
2005-06-20,10869329050
2005-06-21,10869329050
2005-06-22,10859199200
2005-06-23,10838939500
2005-06-24,10731563090
2005-06-27,10707251450
2005-06-28,10861225170
2005-06-29,10824757710
2005-06-30,10796816870
2005-07-01,10762361100
2005-07-05,10873835650
2005-07-06,10788709630
2005-07-07,10729932140
2005-07-08,10742093000
2005-07-11,10738039380
2005-07-12,10701556800
2005-07-13,10628591640
2005-07-14,10626564830
2005-07-15,10703583610
2005-07-18,10731958950
2005-07-19,10821138590
2005-07-20,10579948200
2005-07-21,10440098310
2005-07-22,10462393220
2005-07-25,10361052720
2005-07-26,10515090280
2005-07-27,10547519240
2005-07-28,10573867770
2005-07-29,10405642540
2005-08-01,10480634510
2005-08-02,10446178740
2005-08-03,10132023190
2005-08-04,9720580760
2005-08-05,9627347500
2005-08-08,9973932010
2005-08-09,10034736310
2005-08-10,10174586200
2005-08-11,10204988350
2005-08-12,10162425340
2005-08-15,10138103620
2005-08-16,10162425340
2005-08-17,10093513800
2005-08-18,10028655880
2005-08-19,10129996380
2005-08-22,10164452150
2005-08-23,10123915950
2005-08-24,10134050000
2005-08-25,10113781900
2005-08-26,10063111650
2005-08-29,10223229640
2005-08-30,10117835520
2005-08-31,10129996380
2005-09-01,10174586200
2005-09-02,10186747060
2005-09-06,10298221610
2005-09-07,10267819460
2005-09-08,10322543330
2005-09-09,10438071500
2005-09-12,10434017880
2005-09-13,10438071500
2005-09-14,10326596950
2005-09-15,10225256450
2005-09-16,10204988350
2005-09-19,10172559390
2005-09-20,10160398530
2005-09-21,10087433370
2005-09-22,10148237670
2005-09-23,10282007130
2005-09-26,10371186770
2005-09-27,10324570140
2005-09-28,10279980320
2005-09-29,10336731000
2005-09-30,10026883300
2005-10-03,9965380850
2005-10-04,9888006800
2005-10-05,9806664850
2005-10-06,9735242650
2005-10-07,9770953750
2005-10-10,9792777200
2005-10-11,9719371050
2005-10-12,9661836500
2005-10-13,9604301950
2005-10-14,9741194500
2005-10-17,9747146350
2005-10-18,9784841400
2005-10-19,9838408050
2005-10-20,9725322900
2005-10-21,9413842750
2005-10-24,9261078600
2005-10-25,9126170000
2005-10-26,9054747800
2005-10-27,9074587300
2005-10-28,9225367500
2005-10-31,9267030450
2005-11-01,9378131650
2005-11-02,9443602000
2005-11-03,9370195850
2005-11-04,9463441500
2005-11-07,9495184700
2005-11-08,9651916750
2005-11-09,9614221700
2005-11-10,9770953750
2005-11-11,9765001900
2005-11-14,9564622950
2005-11-15,9661836500
2005-11-16,9675724150
2005-11-17,9751114250
2005-11-18,9753098200
2005-11-21,9874119150
2005-11-22,9967364800
2005-11-23,9925701850
2005-11-25,9999108000
2005-11-28,9943557400
2005-11-29,10074498100
2005-11-30,9937605550
2005-12-01,10126080800
2005-12-02,10076482050
2005-12-05,9967364800
2005-12-06,10076482050
2005-12-07,9925701850
2005-12-08,10090369700
2005-12-09,10205438800
2005-12-12,10294716550
2005-12-13,10409785650
2005-12-14,10417721450
2005-12-15,10350267150
2005-12-16,10332411600
2005-12-19,10255037550
2005-12-20,10378042450
2005-12-21,10348283200
2005-12-22,10397881950
2005-12-23,10393914050
2005-12-27,10308604200
2005-12-28,10274877050
2005-12-29,10288764700
2005-12-30,10213374600
2006-01-03,10183615350
2006-01-04,10225278300
2006-01-05,10239165950
2006-01-06,10318523950
2006-01-09,10308604200
2006-01-10,10102273400
2006-01-11,10102273400
2006-01-12,10064578350
2006-01-13,10074498100
2006-01-17,10173695600
2006-01-18,10245117800
2006-01-19,10151872150
2006-01-20,9999108000
2006-01-23,9721355000
2006-01-24,9838408050
2006-01-25,9812616700
2006-01-26,10028867250
2006-01-27,9991172200
2006-01-30,9824520400
2006-01-31,9806664850
2006-02-01,9937605550
2006-02-02,10088385750
2006-02-03,10052674650
2006-02-06,9955461100
2006-02-07,9975300600
2006-02-08,10207422750
2006-02-09,10286780750
2006-02-10,10272893100
2006-02-13,10308604200
2006-02-14,10312572100
2006-02-15,10411769600
2006-02-16,10534774500
2006-02-17,10475256000
2006-02-21,10473272050
2006-02-22,10505015250
2006-02-23,10628020150
2006-02-24,10526838700
2006-02-27,10499063400
2006-02-28,10489143650
2006-03-01,10544694250
2006-03-02,10643891750
2006-03-03,10667699150
2006-03-06,10622068300
2006-03-07,10534774500
2006-03-08,10534774500
2006-03-09,10481207850
2006-03-10,10475256000
2006-03-13,10403833800
2006-03-14,10372090600
2006-03-15,10362170850
2006-03-16,10304636300
2006-03-17,10288764700
2006-03-20,10298684450
2006-03-21,10260989400
2006-03-22,10320507900
2006-03-23,10310588150
2006-03-24,10391930100
2006-03-27,10382010350
2006-03-28,10326459750
2006-03-29,10292732600
2006-03-30,10235198050
2006-03-31,10158066900
2006-04-03,10138265600
2006-04-04,10171927810
2006-04-05,10154106640
2006-04-06,10045199490
2006-04-07,9950153250
2006-04-10,9918471170
2006-04-11,9851146750
2006-04-12,9882828830
2006-04-13,9847186490
2006-04-17,9797683240
2006-04-18,9989755850
2006-04-19,9995696240
2006-04-20,10928337470
2006-04-21,10853092530
2006-04-24,10864973310
2006-04-25,11124370340
2006-04-26,11062986310
2006-04-27,11043185010
2006-04-28,11035264490
2006-05-01,10849132270
2006-05-02,10878834220
2006-05-03,10912496430
2006-05-04,11007542670
2006-05-05,11227337100
2006-05-08,11179813980
2006-05-09,11381787240
2006-05-10,11558018810
2006-05-11,11425350100
2006-05-12,11464952700
2006-05-15,11567919460
2006-05-16,11613462450
2006-05-17,11611482320
2006-05-18,11490694390
2006-05-19,11391687890
2006-05-22,11300601910
2006-05-23,11306542300
2006-05-24,11185754370
2006-05-25,11278820480
2006-05-26,11136251120
2006-05-30,11057045920
2006-05-31,11037244620
2006-06-01,11249118530
2006-06-02,11328323730
2006-06-05,11270899960
2006-06-06,11346144900
2006-06-07,11276840350
2006-06-08,11322383340
2006-06-09,11272880090
2006-06-12,11229317230
2006-06-13,11306542300
2006-06-14,11409509060
2006-06-15,11435250750
2006-06-16,11348125030
2006-06-19,11336244250
2006-06-20,11358025680
2006-06-21,11575839980
2006-06-22,11486734130
2006-06-23,11474853350
2006-06-26,11538217510
2006-06-27,11787713890
2006-06-28,11746131160
2006-06-29,11785733760
2006-06-30,11814066880
2006-07-03,11839698200
2006-07-05,11890960840
2006-07-06,12015174160
2006-07-07,12001372680
2006-07-10,11956024960
2006-07-11,11839698200
2006-07-12,11853499680
2006-07-13,11683938640
2006-07-14,11435512000
2006-07-17,11534094000
2006-07-18,11599158120
2006-07-19,11685910280
2006-07-20,11656335680
2006-07-21,11800265400
2006-07-24,12078266640
2006-07-25,12050663680
2006-07-26,11888989200
2006-07-27,11733229640
2006-07-28,11713513240
2006-07-31,11853499680
2006-08-01,11871244440
2006-08-02,11957996600
2006-08-03,11995457760
2006-08-04,12025032360
2006-08-07,12103897960
2006-08-08,12072351720
2006-08-09,12062493520
2006-08-10,12214309800
2006-08-11,12143330760
2006-08-14,12214309800
2006-08-15,12336551480
2006-08-16,12354296240
2006-08-17,12364154440
2006-08-18,12322750000
2006-08-21,12306976880
2006-08-22,12482452840
2006-08-23,12431190200
2006-08-24,12529772200
2006-08-25,12519914000
2006-08-28,12622439280
2006-08-29,12661872080
2006-08-30,12630325840
2006-08-31,12673701920
2006-09-01,12385842480
2006-09-05,12330636560
2006-09-06,12350352960
2006-09-07,12344438040
2006-09-08,12448934960
2006-09-11,12366126080
2006-09-12,12423303640
2006-09-13,12368097720
2006-09-14,12287260480
2006-09-15,12350352960
2006-09-18,12180791920
2006-09-19,12165018800
2006-09-20,12224168000
2006-09-21,12212338160
2006-09-22,12249799320
2006-09-25,12224168000
2006-09-26,12356267880
2006-09-27,12275430640
2006-09-28,12218253080
2006-09-29,12058550240
2006-10-02,11776781100
2006-10-03,9668950000
2006-10-04,9717294750
2006-10-05,9842991100
2006-10-06,9920342700
2006-10-09,9694089270
2006-10-10,9618671460
2006-10-11,9645744520
2006-10-12,9417557300
2006-10-13,9545187440
2006-10-16,9632207990
2006-10-17,9639943150
2006-10-18,9668950000
2006-10-19,9918408910
2006-10-20,9947415760
2006-10-23,9829454570
2006-10-24,9759838130
2006-10-25,9597399770
2006-10-26,9523915750
2006-10-27,9610936300
2006-10-30,9576128080
2006-10-31,9618671460
2006-11-01,9581929450
2006-11-02,9593532190
2006-11-03,9583863240
2006-11-06,9690221690
2006-11-07,9877799320
2006-11-08,9842991100
2006-11-09,9725029910
2006-11-10,9730831280
2006-11-13,9904872380
2006-11-14,10146596130
2006-11-15,10285829010
2006-11-16,10357379240
2006-11-17,10318703440
2006-11-20,10210411200
2006-11-21,10055708000
2006-11-22,10173669190
2006-11-24,10102118960
2006-11-27,9930011650
2006-11-28,9817851830
2006-11-29,9937746810
2006-11-30,10281961430
2006-12-01,10208477410
2006-12-04,10260689740
2006-12-05,10305166910
2006-12-06,10370915770
2006-12-07,10274226270
2006-12-08,10305166910
2006-12-11,10401856410
2006-12-12,10326438600
2006-12-13,10160132660
2006-12-14,10144662340
2006-12-15,10105986540
2006-12-18,10032502520
2006-12-19,10013164620
2006-12-20,10171735400
2006-12-21,10262623530
2006-12-22,10262623530
2006-12-26,10289696590
2006-12-27,10361246820
2006-12-28,10312902070
2006-12-29,10249087000
2007-01-03,9957084710
2007-01-04,10024767360
2007-01-05,9928077860
2007-01-08,9997694300
2007-01-09,9978356400
2007-01-10,9908739960
2007-01-11,9819785620
2007-01-12,9696023060
2007-01-16,9626406620
2007-01-17,9479438580
2007-01-18,9690221690
2007-01-19,9794646350
2007-01-22,9674751370
2007-01-23,9715360960
2007-01-24,9873931740
2007-01-25,9920342700
2007-01-26,9947415760
2007-01-29,10107920330
2007-01-30,10177536770
2007-01-31,10148529920
2007-02-01,10260689740
2007-02-02,10316769650
2007-02-05,10191073300
2007-02-06,10191073300
2007-02-07,10235550470
2007-02-08,10134993390
2007-02-09,10092450010
2007-02-12,10105986540
2007-02-13,10123390650
2007-02-14,10187205720
2007-02-15,10426995680
2007-02-16,10220080150
2007-02-20,10191073300
2007-02-21,10136927180
2007-02-22,10196874670
2007-02-23,10127258230
2007-02-26,10032502520
2007-02-27,9854593840
2007-02-28,9864262790
2007-03-01,9875865530
2007-03-02,9653479680
2007-03-05,9523915750
2007-03-06,9535518490
2007-03-07,9481372370
2007-03-08,9630274200
2007-03-09,9614803880
2007-03-12,9535518490
2007-03-13,9427226250
2007-03-14,9423358670
2007-03-15,9502644060
2007-03-16,9469769630
2007-03-19,9601267350
2007-03-20,9570326710
2007-03-21,9558723970
2007-03-22,9489107530
2007-03-23,9471703420
2007-03-26,9614803880
2007-03-27,9601267350
2007-03-28,9605134930
2007-03-29,9653479680
2007-03-30,9643810730
2007-04-02,9647962080
2007-04-03,9838686570
2007-04-04,9857951670
2007-04-05,9882996300
2007-04-09,9873363750
2007-04-10,10060235220
2007-04-11,10023631530
2007-04-12,10168119780
2007-04-13,10462875810
2007-04-16,9958130190
2007-04-17,9748140600
2007-04-18,9896481870
2007-04-19,9709610400
2007-04-20,9626770470
2007-04-23,9555489600
2007-04-24,9532371480
2007-04-25,9530444970
2007-04-26,9671080200
2007-04-27,9538151010
2007-04-30,9418707390
2007-05-01,9457237590
2007-05-02,9451458060
2007-05-03,9362838600
2007-05-04,9424486920
2007-05-07,9489988260
2007-05-08,9437972490
2007-05-09,9482282220
2007-05-10,9441825510
2007-05-11,9476502690
2007-05-14,9536224500
2007-05-15,9466870140
2007-05-16,9432192960
2007-05-17,9279998670
2007-05-18,9349353030
2007-05-21,9387883230
2007-05-22,9305043300
2007-05-23,9362838600
2007-05-24,9305043300
2007-05-25,9407148330
2007-05-29,9305043300
2007-05-30,9366691620
2007-05-31,9443752020
2007-06-01,9439899000
2007-06-04,9497694300
2007-06-05,9418707390
2007-06-06,9372471150
2007-06-07,9811715430
2007-06-08,9921526500
2007-06-11,9861804690
2007-06-12,9871437240
2007-06-13,9935012070
2007-06-14,9921526500
2007-06-15,9935012070
2007-06-18,10015925490
2007-06-19,10052529180
2007-06-20,10017852000
2007-06-21,9971615760
2007-06-22,9873363750
2007-06-25,9881069790
2007-06-26,9881069790
2007-06-27,10094912400
2007-06-28,10040970120
2007-06-29,9950424150
2007-07-02,9968584350
2007-07-03,9972451890
2007-07-05,10635735000
2007-07-06,10840714620
2007-07-09,10438490460
2007-07-10,10411417680
2007-07-11,10540980270
2007-07-12,10571920590
2007-07-13,10684079250
2007-07-16,10544847810
2007-07-17,10595125830
2007-07-18,10475232090
2007-07-19,10444291770
2007-07-20,10446225540
2007-07-23,10210305600
2007-07-24,10910330340
2007-07-25,10832979540
2007-07-26,10803972990
2007-07-27,10715019570
2007-07-30,10792370370
2007-07-31,10726622190
2007-08-01,10819443150
2007-08-02,10821376920
2007-08-03,10724688420
2007-08-06,10890992640
2007-08-07,10947071970
2007-08-08,11063098170
2007-08-09,10993482450
2007-08-10,10821376920
2007-08-13,10608662220
2007-08-14,10490702250
2007-08-15,10378543590
2007-08-16,10334066880
2007-08-17,10465563240
2007-08-20,10525510110
2007-08-21,10511973720
2007-08-22,10614463530
2007-08-23,10593192060
2007-08-24,10689880560
2007-08-27,10548715350
2007-08-28,10469430780
2007-08-29,10643470080
2007-08-30,10571920590
2007-08-31,10587390750
2007-09-04,10602860910
2007-09-05,10784635290
2007-09-06,10749827430
2007-09-07,10571920590
2007-09-10,10540980270
2007-09-11,10666675320
2007-09-12,10678277940
2007-09-13,10738224810
2007-09-14,10738224810
2007-09-17,10722754650
2007-09-18,10815575610
2007-09-19,10875522480
2007-09-20,10829112000
2007-09-21,10956740820
2007-09-24,10952873280
2007-09-25,11148184050
2007-09-26,11279680410
2007-09-27,11241005010
2007-09-28,11171389290
2007-10-01,11162374520
2007-10-02,11069467640
2007-10-03,10992045240
2007-10-04,10935914000
2007-10-05,10997851920
2007-10-08,11067532080
2007-10-09,11104307720
2007-10-10,11102372160
2007-10-11,11032692000
2007-10-12,11055918720
2007-10-15,10951398480
2007-10-16,10815909280
2007-10-17,10914622840
2007-10-18,10827522640
2007-10-19,10802360360
2007-10-22,10769455840
2007-10-23,11015271960
2007-10-24,10500413000
2007-10-25,10591384320
2007-10-26,10517833040
2007-10-29,10401699440
2007-10-30,10285565840
2007-10-31,10293308080
2007-11-01,10213950120
2007-11-02,10312663680
2007-11-05,10295243640
2007-11-06,10302985880
2007-11-07,10204272320
2007-11-08,10364923800
2007-11-09,10426861720
2007-11-12,10525575280
2007-11-13,10620417720
2007-11-14,10606868800
2007-11-15,10544930880
2007-11-16,10554608680
2007-11-19,10529446400
2007-11-20,10512026360
2007-11-21,10366859360
2007-11-23,10436539520
2007-11-26,10455895120
2007-11-27,10595255440
2007-11-28,10738486880
2007-11-29,10688162320
2007-11-30,10657193360
2007-12-03,10585577640
2007-12-04,10595255440
2007-12-05,10695904560
2007-12-06,10655257800
2007-12-07,10529446400
2007-12-10,10490735200
2007-12-11,10481057400
2007-12-12,10473315160
2007-12-13,10432668400
2007-12-14,10362988240
2007-12-17,10258468000
2007-12-18,10270081360
2007-12-19,10223627920
2007-12-20,10262339120
2007-12-21,10246854640
2007-12-24,10270081360
2007-12-26,10366859360
2007-12-27,10287501400
2007-12-28,10242983520
2007-12-31,10270164700
2008-01-02,10087670280
2008-01-03,10116791730
2008-01-04,9994481640
2008-01-07,10027485950
2008-01-08,9967301620
2008-01-09,10314817590
2008-01-10,10477897710
2008-01-11,10446834830
2008-01-14,10417713380
2008-01-15,10138147460
2008-01-16,10229394670
2008-01-17,10031368810
2008-01-18,10029427380
2008-01-22,9864405830
2008-01-23,9654731390
2008-01-24,9530479870
2008-01-25,9516889860
2008-01-28,9648907100
2008-01-29,9701325710
2008-01-30,9724622870
2008-01-31,9551835600
2008-02-01,9825577230
2008-02-04,9705208570
2008-02-05,9765392900
2008-02-06,9718798580
2008-02-07,9788690060
2008-02-08,9769275760
2008-02-11,9744037170
2008-02-12,9870230120
2008-02-13,9821694370
2008-02-14,9769275760
2008-02-15,9936238740
2008-02-19,9827518660
2008-02-20,10126498880
2008-02-21,9379048330
2008-02-22,9033473790
2008-02-25,9276152540
2008-02-26,9402345490
2008-02-27,9313039710
2008-02-28,9295566840
2008-02-29,9254796810
2008-03-03,9223733930
2008-03-04,9262562530
2008-03-05,9140252440
2008-03-06,9008235200
2008-03-07,8946109440
2008-03-10,8969406600
2008-03-11,9161608170
2008-03-12,9109189560
2008-03-13,8996586620
2008-03-14,8874276530
2008-03-17,8606359190
2008-03-18,8990762330
2008-03-19,8753907870
2008-03-20,8730610710
2008-03-24,8827682210
2008-03-25,8862627950
2008-03-26,8748083580
2008-03-27,8843213650
2008-03-28,8889807970
2008-03-31,8806237290
2008-04-01,9152495350
2008-04-02,9138878460
2008-04-03,9092191980
2008-04-04,8998819020
2008-04-07,8866540660
2008-04-08,8856814310
2008-04-09,9074684550
2008-04-10,9074684550
2008-04-11,8956023080
2008-04-14,8887938630
2008-04-15,8963804160
2008-04-16,9010490640
2008-04-17,8991037940
2008-04-18,8874321740
2008-04-21,9555166240
2008-04-22,9395654100
2008-04-23,9473464900
2008-04-24,9477355440
2008-04-25,9529877730
2008-04-28,9580454750
2008-04-29,9757474320
2008-04-30,9761364860
2008-05-01,9821668230
2008-05-02,9685499330
2008-05-05,9677718250
2008-05-06,9741912160
2008-05-07,9658265550
2008-05-08,9699116220
2008-05-09,9714678380
2008-05-12,9776927020
2008-05-13,9677718250
2008-05-14,9640758120
2008-05-15,9720514190
2008-05-16,9739966890
2008-05-19,9726350000
2008-05-20,9811941880
2008-05-21,9862518900
2008-05-22,9920877000
2008-05-23,9792489180
2008-05-27,9819722960
2008-05-28,9809996610
2008-05-29,9866409440
2008-05-30,9806106070
2008-06-02,9732185810
2008-06-03,9699116220
2008-06-04,9708842570
2008-06-05,9716623650
2008-06-06,9498753410
2008-06-09,9522096650
2008-06-10,9650484470
2008-06-11,9553220970
2008-06-12,9718568920
2008-06-13,9786653370
2008-06-16,9658265550
2008-06-17,9549330430
2008-06-18,9385927750
2008-06-19,9442340580
2008-06-20,9380091940
2008-06-23,9298390600
2008-06-24,9096082520
2008-06-25,9383982480
2008-06-26,9304226410
2008-06-27,9275047360
2008-06-30,9450244370
2008-07-01,9282569310
2008-07-02,9358608000
2008-07-03,9409300460
2008-07-07,9465842050
2008-07-08,9543830450
2008-07-09,9534081900
2008-07-10,9701756960
2008-07-11,9569176680
2008-07-14,9500936830
2008-07-15,9545780160
2008-07-16,9666662180
2008-07-17,9879180570
2008-07-18,10080000700
2008-07-21,10011760850
2008-07-22,10528434000
2008-07-23,10551830520
2008-07-24,10239876920
2008-07-25,10323714450
2008-07-28,10356859520
2008-07-29,10267172860
2008-07-30,10298368220
2008-07-31,10364658360
2008-08-01,10298368220
2008-08-04,10370507490
2008-08-05,10501138060
2008-08-06,10555729940
2008-08-07,10614221240
2008-08-08,10674662250
2008-08-11,10674662250
2008-08-12,10604472690
2008-08-13,10528434000
2008-08-14,10586925300
2008-08-15,10713656450
2008-08-18,10618120660
2008-08-19,10538182550
2008-08-20,10557679650
2008-08-21,10614221240
2008-08-22,10700008480
2008-08-25,10528434000
2008-08-26,10567428200
2008-08-27,10569377910
2008-08-28,10592774430
2008-08-29,10538182550
2008-09-02,10596673850
2008-09-03,10631768630
2008-09-04,10520635160
2008-09-05,10364658360
2008-09-08,10627869210
2008-09-09,10678561670
2008-09-10,10653215440
2008-09-11,10678561670
2008-09-12,10639567470
2008-09-15,10448495890
2008-09-16,10567428200
2008-09-17,10430948500
2008-09-18,10967118750
2008-09-19,10908627450
2008-09-22,11023660340
2008-09-23,10793594560
2008-09-24,10413401110
2008-09-25,10427049080
2008-09-26,10140441710
2008-09-29,9797292750
2008-09-30,9784747900
2008-10-01,9779066800
2008-10-02,9625677100
2008-10-03,9506374000
2008-10-06,8972350600
2008-10-07,8800023900
2008-10-08,8750787700
2008-10-09,7953540000
2008-10-10,7646760600
2008-10-13,8072843100
2008-10-14,8525437400
2008-10-15,7731977100
2008-10-16,7701677900
2008-10-17,7625929900
2008-10-20,8067162000
2008-10-21,8508394100
2008-10-22,7989520300
2008-10-23,7849386500
2008-10-24,7701677900
2008-10-27,7650548000
2008-10-28,8029288000
2008-10-29,8167528100
2008-10-30,8317130400
2008-10-31,8862516000
2008-11-03,8959094700
2008-11-04,9110590700
2008-11-05,8762149900
2008-11-06,8639059400
2008-11-07,8818960900
2008-11-10,8796236500
2008-11-11,8769724700
2008-11-12,8508394100
2008-11-13,9025374200
2008-11-14,9087866300
2008-11-17,8748894000
2008-11-18,8866303400
2008-11-19,8320917800
2008-11-20,7756595200
2008-11-21,8158059600
2008-11-24,8364472900
2008-11-25,8192146200
2008-11-26,8479988600
2008-11-28,8818960900
2008-12-01,8184571400
2008-12-02,8390984700
2008-12-03,8690189300
2008-12-04,8650421600
2008-12-05,8957201000
2008-12-08,8942051400
2008-12-09,8870090800
2008-12-10,8851153800
2008-12-11,8826535700
2008-12-12,8959094700
2008-12-15,8955307300
2008-12-16,9360559100
2008-12-17,9358665400
2008-12-18,9438200800
2008-12-19,9498799200
2008-12-22,9566972400
2008-12-23,9334047300
2008-12-24,9326472500
2008-12-26,9502586600
2008-12-29,9493118100
2008-12-30,9813153400
2008-12-31,9830196700
2009-01-02,10010098200
2009-01-05,9758236100
2009-01-06,9184445000
2009-01-07,9317004000
2009-01-08,9263980400
2009-01-09,9093547400
2009-01-12,9015905700
2009-01-13,9156039500
2009-01-14,8951519900
2009-01-15,8979925400
2009-01-16,9226106400
2009-01-20,8849260100
2009-01-21,9068929300
2009-01-22,8964775800
2009-01-23,8820854600
2009-01-26,9690062900
2009-01-27,9621889700
2009-01-28,9705212500
2009-01-29,9443881900
2009-01-30,9345409500
2009-02-02,9477968500
2009-02-03,9587803100
2009-02-04,9544248000
2009-02-05,9705212500
2009-02-06,9877539200
2009-02-09,9869964400
2009-02-10,9585909400
2009-02-11,9691956600
2009-02-12,9682488100
2009-02-13,9852921100
2009-02-17,9566972400
2009-02-18,9568866100
2009-02-19,9629464500
2009-02-20,9690062900
2009-02-23,9462818900
2009-02-24,9724149500
2009-02-25,9561291300
2009-02-26,9114378100
2009-02-27,8678827100
2009-03-02,8515968900
2009-03-03,8550055500
2009-03-04,8765937300
2009-03-05,8527331100
2009-03-06,8409921699
2009-03-09,8230020200
2009-03-10,8508394100
2009-03-11,8370154000
2009-03-12,8712913700
2009-03-13,8786768000
2009-03-16,8711020000
2009-03-17,8667464900
2009-03-18,8618228700
2009-03-19,8400453200
2009-03-20,8525437400
2009-03-23,8731850700
2009-03-24,8741319200
2009-03-25,8856834900
2009-03-26,8940157700
2009-03-27,8826535700
2009-03-30,8907964800
2009-03-31,8796429680
2009-04-01,8774197760
2009-04-02,8924263220
2009-04-03,8853862140
2009-04-06,8855714800
2009-04-07,8801987660
2009-04-08,8811250960
2009-04-09,8989106320
