,DGX
2013-11-26,9063680000
2013-11-27,8967320000
2013-11-29,8897240000
2013-12-02,8869500000
2013-12-03,8968780000
2013-12-04,8885560000
2013-12-05,8790660000
2013-12-06,8758540000
2013-12-09,8808180000
2013-12-10,8555600000
2013-12-11,8059200000
2013-12-12,7856260000
2013-12-13,7913200000
2013-12-16,7930720000
2013-12-17,7818300000
2013-12-18,7806620000
2013-12-19,7707340000
2013-12-20,7813920000
2013-12-23,7891300000
2013-12-24,7957000000
2013-12-26,7865020000
2013-12-27,7898600000
2013-12-30,7891300000
2013-12-31,7709760000
2014-01-02,7610400000
2014-01-03,7591680000
2014-01-06,7515360000
2014-01-07,7699680000
2014-01-08,7659360000
2014-01-09,7737120000
2014-01-10,7757280000
2014-01-13,7740000000
2014-01-14,7765920000
2014-01-15,7846560000
2014-01-16,7866720000
2014-01-17,7873920000
2014-01-21,7852320000
2014-01-22,7932960000
2014-01-23,7840800000
2014-01-24,7734240000
2014-01-27,7741440000
2014-01-28,7683840000
2014-01-29,7750080000
2014-01-30,7542720000
2014-01-31,7560000000
2014-02-03,7355520000
2014-02-04,7375680000
2014-02-05,7358400000
2014-02-06,7352640000
2014-02-07,7315200000
2014-02-10,7450560000
2014-02-11,7536960000
2014-02-12,7496640000
2014-02-13,7516800000
2014-02-14,7574400000
2014-02-18,7619039999
2014-02-19,7598880000
2014-02-20,7627680000
2014-02-21,7639200000
2014-02-24,7748640000
2014-02-25,7655039999
2014-02-26,7637760000
2014-02-27,7597440000
2014-02-28,7632000000
2014-03-03,7542720000
2014-03-04,7525440000
2014-03-05,7502400000
2014-03-06,7545600000
2014-03-07,7571520000
2014-03-10,7583039999
2014-03-11,7794720000
2014-03-12,7763039999
2014-03-13,7781760000
2014-03-14,7716960000
2014-03-17,7787520000
2014-03-18,7941600000
2014-03-19,8036640000
2014-03-20,8017920000
2014-03-21,8030880000
2014-03-24,7994880000
2014-03-25,7911360000
2014-03-26,8350560000
2014-03-27,8334720000
2014-03-28,8323200000
2014-03-31,8340480000
2014-04-01,8637120000
2014-04-02,8805600000
2014-04-03,8729280000
2014-04-04,8583840000
2014-04-07,8464320000
2014-04-08,8616960000
2014-04-09,8612640000
2014-04-10,8519039999
2014-04-11,8449920000
2014-04-14,8660160000
2014-04-15,8651520000
2014-04-16,8637120000
2014-04-17,8565120000
2014-04-21,8539200000
2014-04-22,8409600000
2014-04-23,8402400000
2014-04-24,8290080000
2014-04-25,8046720000
2014-04-28,8049600000
2014-04-29,8013600000
2014-04-30,8053920000
2014-05-01,8059680000
2014-05-02,8022240000
2014-05-05,7992000000
2014-05-06,8002080000
2014-05-07,8049600000
2014-05-08,8246880000
2014-05-09,8233920000
2014-05-12,8236800000
2014-05-13,8246880000
2014-05-14,8228160000
2014-05-15,8281440000
2014-05-16,8337600000
2014-05-19,8265600000
2014-05-20,8238240000
2014-05-21,8268480000
2014-05-22,8256960000
2014-05-23,8271360000
2014-05-27,8311680000
2014-05-28,8362080000
2014-05-29,8582400000
2014-05-30,8624160000
2014-06-02,8644320000
2014-06-03,8773920000
2014-06-04,8876160000
2014-06-05,8832960000
2014-06-06,8892000000
2014-06-09,8884800000
2014-06-10,8792640000
2014-06-11,8585280000
2014-06-12,8598240000
2014-06-13,8526240000
2014-06-16,8431200000
2014-06-17,8434080000
2014-06-18,8429760000
2014-06-19,8444160000
2014-06-20,8507520000
2014-06-23,8527680000
2014-06-24,8488800000
2014-06-25,8428320000
2014-06-26,8398080000
2014-06-27,8470080000
2014-06-30,8510050000
2014-07-01,8568050000
2014-07-02,8663750000
2014-07-03,8710150000
2014-07-07,8621700000
2014-07-08,8595600000
2014-07-09,8605750000
2014-07-10,8560800000
2014-07-11,8613000000
2014-07-14,8733350000
2014-07-15,8830500000
2014-07-16,8916050000
2014-07-17,8794250000
2014-07-18,8730450000
2014-07-21,8808750000
2014-07-22,8920400000
2014-07-23,8885600000
2014-07-24,8907350000
2014-07-25,9010300000
2014-07-28,9005950000
2014-07-29,9024800000
2014-07-30,9059600000
2014-07-31,8859500000
2014-08-01,8840650000
2014-08-04,8897200000
2014-08-05,8782650000
2014-08-06,8759450000
2014-08-07,8685500000
2014-08-08,8772500000
2014-08-11,8858050000
2014-08-12,8797150000
2014-08-13,8866750000
2014-08-14,8953750000
2014-08-15,8755100000
2014-08-18,8950850000
2014-08-19,9024800000
2014-08-20,9068300000
2014-08-21,9101650000
2014-08-22,9037850000
2014-08-25,9097300000
2014-08-26,9092950000
2014-08-27,9049450000
2014-08-28,8982750000
2014-08-29,9165450000
2014-09-02,9148050000
2014-09-03,9243750000
2014-09-04,9200250000
2014-09-05,9243750000
2014-09-08,9291600000
2014-09-09,9255350000
2014-09-10,9103100000
2014-09-11,9142250000
2014-09-12,9079900000
2014-09-15,9050900000
2014-09-16,9210400000
2014-09-17,9123400000
2014-09-18,9143700000
2014-09-19,9193000000
2014-09-22,9030600000
2014-09-23,8916050000
2014-09-24,9039300000
2014-09-25,8833400000
2014-09-26,8897200000
2014-09-29,8913150000
2014-09-30,8798600000
2014-10-01,8746400000
2014-10-02,8791350000
2014-10-03,8787000000
2014-10-06,8749300000
2014-10-07,8607200000
2014-10-08,8744950000
2014-10-09,8460750000
2014-10-10,8463650000
2014-10-13,8499900000
2014-10-14,8388250000
2014-10-15,8367950000
2014-10-16,8399850000
2014-10-17,8527450000
2014-10-20,8649250000
2014-10-21,8862400000
2014-10-22,8875450000
2014-10-23,9117600000
2014-10-24,9245200000
2014-10-27,9119050000
2014-10-28,9242300000
2014-10-29,9233600000
2014-10-30,9204600000
2014-10-31,9201700000
2014-11-03,9005950000
2014-11-04,8897200000
2014-11-05,8763800000
2014-11-06,9100200000
2014-11-07,8945050000
2014-11-10,9090050000
2014-11-11,9135000000
2014-11-12,9119050000
2014-11-13,9246650000
2014-11-14,9049450000
2014-11-17,9140800000
2014-11-18,9293050000
2014-11-19,9204600000
2014-11-20,9210400000
2014-11-21,9339450000
2014-11-24,9377150000
2014-11-25,9253900000
2014-11-26,9342350000
2014-11-28,9469950000
2014-12-01,9378600000
2014-12-02,9423550000
2014-12-03,9536650000
2014-12-04,9367000000
2014-12-05,9425000000
2014-12-08,9439500000
2014-12-09,9403250000
2014-12-10,9317700000
2014-12-11,9398899999
2014-12-12,9195900000
2014-12-15,9165450000
2014-12-16,9123400000
2014-12-17,9248100000
2014-12-18,9506200000
2014-12-19,9619300000
2014-12-22,9793300000
2014-12-23,9874500000
2014-12-24,9851300000
2014-12-26,9828100000
2014-12-29,9825200000
2014-12-30,9871600000
2014-12-31,9656640000
2015-01-02,9931680000
2015-01-05,9688320000
2015-01-06,9542880000
2015-01-07,9663840000
2015-01-08,9918720000
2015-01-09,9848160000
2015-01-12,9806400000
2015-01-13,9780480000
2015-01-14,9810720000
2015-01-15,9722880000
2015-01-16,10042560000
2015-01-20,10097280000
2015-01-21,10009440000
2015-01-22,10369440000
2015-01-23,10208160000
2015-01-26,10303200000
2015-01-27,10270079999
2015-01-28,10162079999
2015-01-29,10236960000
2015-01-30,10234079999
2015-02-02,10332000000
2015-02-03,10448640000
2015-02-04,10310400000
2015-02-05,10268640000
2015-02-06,10028160000
2015-02-09,9948960000
2015-02-10,10140480000
2015-02-11,10294560000
2015-02-12,10317600000
2015-02-13,10321920000
2015-02-17,10332000000
2015-02-18,10281600000
2015-02-19,10288800000
2015-02-20,10334880000
2015-02-23,10222560000
2015-02-24,10169280000
2015-02-25,10265760000
2015-02-26,10238400000
2015-02-27,10100160000
2015-03-02,10209600000
2015-03-03,10221120000
2015-03-04,10334880000
2015-03-05,10412640000
2015-03-06,10249920000
2015-03-09,10236960000
2015-03-10,10209600000
2015-03-11,10244160000
2015-03-12,10452960000
2015-03-13,10539360000
2015-03-16,10607040000
2015-03-17,10686240000
2015-03-18,10994400000
2015-03-19,10969920000
2015-03-20,11050560000
2015-03-23,11129760000
2015-03-24,11121120000
2015-03-25,10935360000
2015-03-26,10925280000
2015-03-27,10975680000
2015-03-30,11187360000
2015-03-31,11066400000
2015-04-01,10883520000
2015-04-02,10915200000
2015-04-06,10961280000
2015-04-07,10864800000
2015-04-08,10884960000
2015-04-09,10969920000
2015-04-10,10978560000
2015-04-13,10872000000
2015-04-14,10728000000
2015-04-15,10945440000
2015-04-16,10965600000
2015-04-17,10847520000
2015-04-20,10965600000
2015-04-21,10974240000
2015-04-22,10985760000
2015-04-23,10830240000
2015-04-24,10916640000
2015-04-27,10730880000
2015-04-28,10625760000
2015-04-29,10404000000
2015-04-30,10284480000
2015-05-01,10324800000
2015-05-04,10319040000
2015-05-05,10064160000
2015-05-06,10090079999
2015-05-07,10226880000
2015-05-08,10226880000
2015-05-11,10159200000
2015-05-12,10117440000
2015-05-13,10206720000
2015-05-14,10324800000
2015-05-15,10313280000
2015-05-18,10484640000
2015-05-19,10476000000
2015-05-20,10752480000
2015-05-21,10638720000
2015-05-22,11462400000
2015-05-26,11142720000
2015-05-27,11111040000
2015-05-28,10949760000
2015-05-29,10833120000
2015-06-01,10869120000
2015-06-02,10765440000
2015-06-03,10707840000
2015-06-04,10791360000
2015-06-05,10650240000
2015-06-08,10632960000
2015-06-09,10614240000
2015-06-10,10611360000
2015-06-11,10679040000
2015-06-12,10517760000
2015-06-15,10464480000
2015-06-16,10450079999
2015-06-17,10487520000
2015-06-18,10491840000
2015-06-19,10560960000
2015-06-22,10406880000
2015-06-23,10382400000
2015-06-24,10324800000
2015-06-25,10487520000
2015-06-26,10476000000
2015-06-29,10251360000
2015-06-30,10442880000
2015-07-01,10497600000
2015-07-02,10343520000
2015-07-06,10234079999
2015-07-07,10278720000
2015-07-08,10035360000
2015-07-09,10200960000
2015-07-10,10307520000
2015-07-13,10537920000
2015-07-14,10667520000
2015-07-15,10546560000
2015-07-16,10637280000
2015-07-17,10549440000
2015-07-20,10524960000
2015-07-21,10380960000
2015-07-22,10435680000
2015-07-23,10713600000
2015-07-24,10565280000
2015-07-27,10366560000
2015-07-28,10385280000
2015-07-29,10607040000
2015-07-30,10582560000
2015-07-31,10628640000
2015-08-03,10684800000
2015-08-04,10739520000
2015-08-05,10725120000
2015-08-06,10640160000
2015-08-07,10429920000
2015-08-10,10604160000
2015-08-11,10447200000
2015-08-12,10424160000
2015-08-13,10396800000
2015-08-14,10471680000
2015-08-17,10594079999
2015-08-18,10584000000
2015-08-19,10575360000
2015-08-20,10221120000
2015-08-21,10105920000
2015-08-24,9692640000
2015-08-25,9404640000
2015-08-26,9750240000
2015-08-27,9947520000
2015-08-28,9920160000
2015-08-31,9763200000
2015-09-01,9460800000
2015-09-02,9584640000
2015-09-03,9637920000
2015-09-04,9384480000
2015-09-08,9547200000
2015-09-09,9446400000
2015-09-10,9426240000
2015-09-11,9449280000
2015-09-14,9515520000
2015-09-15,9604800000
2015-09-16,9780480000
2015-09-17,9815040000
2015-09-18,9633600000
2015-09-21,9691200000
2015-09-22,9519840000
2015-09-23,9512640000
2015-09-24,9434880000
2015-09-25,9275040000
2015-09-28,8713440000
2015-09-29,8740800000
2015-09-30,8790210000
2015-10-01,8805940000
2015-10-02,8981830000
2015-10-05,9103380000
2015-10-06,8805940000
2015-10-07,8963240000
2015-10-08,9009000000
2015-10-09,9046180000
2015-10-12,9060480000
2015-10-13,9009000000
2015-10-14,8851700000
2015-10-15,9162009999
2015-10-16,9346480000
2015-10-19,9389380000
2015-10-20,9340759999
2015-10-21,9300720000
2015-10-22,8907470000
2015-10-23,9272120000
2015-10-26,9216350000
2015-10-27,9279270000
2015-10-28,9479470000
2015-10-29,9555259999
2015-10-30,9716850000
2015-11-02,9904180000
2015-11-03,9868430000
2015-11-04,9884160000
2015-11-05,9816950000
2015-11-06,9752600000
2015-11-09,9686820000
2015-11-10,9785490000
2015-11-11,9609600000
2015-11-12,9490910000
2015-11-13,9609600000
2015-11-16,9653930000
2015-11-17,9729720000
2015-11-18,9879870000
2015-11-19,9702550000
2015-11-20,9716850000
2015-11-23,9806940000
2015-11-24,9759750000
2015-11-25,9799790000
2015-11-27,9832680000
2015-11-30,9769759999
2015-12-01,9882730000
2015-12-02,9822670000
2015-12-03,9468030000
2015-12-04,9805509999
2015-12-07,9842690000
2015-12-08,9784060000
2015-12-09,9729720000
2015-12-10,9751170000
2015-12-11,9649640000
2015-12-14,9646780000
2015-12-15,9806940000
2015-12-16,9832680000
2015-12-17,9845550000
2015-12-18,9935640000
2015-12-21,10163009999
2015-12-22,10205910000
2015-12-23,10257390000
2015-12-24,10211630000
2015-12-28,10238800000
2015-12-29,10311730000
2015-12-30,10258820000
2015-12-31,10173020000
2016-01-04,10118680000
2016-01-05,10121540000
2016-01-06,9964240000
2016-01-07,9745450000
2016-01-08,9641060000
2016-01-11,9715420000
2016-01-12,9758320000
2016-01-13,9535240000
2016-01-14,9566700000
2016-01-15,9405110000
2016-01-19,9363640000
2016-01-20,9295000000
2016-01-21,9259250000
2016-01-22,9429420000
2016-01-25,9376509999
2016-01-26,9470890000
2016-01-27,9402250000
2016-01-28,9173450000
2016-01-29,9390810000
2016-02-01,9417980000
2016-02-02,9147710000
2016-02-03,9154860000
2016-02-04,9133410000
2016-02-05,8873150000
2016-02-08,8657220000
2016-02-09,8658650000
2016-02-10,8883160000
2016-02-11,8765900000
2016-02-12,8851700000
2016-02-16,9040460000
2016-02-17,9233509999
2016-02-18,9445150000
2016-02-19,9482330000
2016-02-22,9538100000
2016-02-23,9458020000
2016-02-24,9448009999
2016-02-25,9540960000
2016-02-26,9612460000
2016-02-29,9513790000
2016-03-01,9792640000
2016-03-02,9713990000
2016-03-03,9968530000
2016-03-04,9912759999
2016-03-07,9955660000
2016-03-08,9785490000
2016-03-09,9811230000
2016-03-10,9728290000
2016-03-11,10112960000
2016-03-14,9988550000
2016-03-15,9909900000
2016-03-16,9964240000
2016-03-17,9878440000
2016-03-18,10025730000
2016-03-21,10012860000
2016-03-22,9992840000
2016-03-23,10031450000
2016-03-24,9979970000
2016-03-28,10067200000
2016-03-29,10221640000
2016-03-30,10333180000
2016-03-31,10003000000
2016-04-01,10159799999
2016-04-04,10089799999
2016-04-05,10000200000
2016-04-06,10242400000
2016-04-07,10077200000
2016-04-08,10129000000
2016-04-11,10171000000
2016-04-12,10199000000
2016-04-13,10250800000
2016-04-14,10353000000
2016-04-15,10423000000
2016-04-18,10465000000
2016-04-19,10411800000
2016-04-20,10460800000
2016-04-21,10500000000
2016-04-22,10542000000
2016-04-25,10550400000
2016-04-26,10598000000
2016-04-27,10600800000
2016-04-28,10546200000
2016-04-29,10523800000
2016-05-02,10521000000
2016-05-03,10477600000
2016-05-04,10498600000
2016-05-05,10571400000
2016-05-06,10609200000
2016-05-09,10715600000
2016-05-10,10683400000
2016-05-11,10672200000
2016-05-12,10600800000
2016-05-13,10633000000
2016-05-16,10752000000
2016-05-17,10663800000
2016-05-18,10742200000
2016-05-19,10662400000
2016-05-20,10712800000
2016-05-23,10654000000
2016-05-24,10866800000
2016-05-25,10831800000
2016-05-26,10813600000
2016-05-27,10809400000
2016-05-31,10803800000
2016-06-01,10819200000
2016-06-02,10950800000
2016-06-03,10817800000
2016-06-06,10887800000
2016-06-07,10942400000
2016-06-08,11040400000
2016-06-09,11025000000
2016-06-10,10843000000
2016-06-13,10707200000
2016-06-14,10838800000
2016-06-15,10726800000
2016-06-16,10794000000
2016-06-17,10602200000
2016-06-20,10897600000
2016-06-21,10901800000
2016-06-22,11142600000
2016-06-23,11274200000
2016-06-24,11046000000
2016-06-27,10861200000
2016-06-28,10953600000
2016-06-29,11221000000
2016-06-30,11315990000
2016-07-01,11292360000
2016-07-05,11268730000
2016-07-06,11285410000
2016-07-07,11290970000
2016-07-08,11429970000
2016-07-11,11511980000
2016-07-12,11538390000
2016-07-13,11550900000
2016-07-14,11614840000
2016-07-15,11578700000
2016-07-18,11542560000
2016-07-19,11557850000
2016-07-20,11614840000
2016-07-21,11678780000
2016-07-22,11815000000
2016-07-25,11738550000
2016-07-26,11803880000
2016-07-27,11719090000
2016-07-28,11858090000
2016-07-29,12004040000
2016-08-01,11987360000
2016-08-02,11848360000
2016-08-03,11905350000
2016-08-04,11926200000
2016-08-05,11909520000
2016-08-08,11805270000
2016-08-09,11887280000
2016-08-10,11865040000
2016-08-11,11962340000
2016-08-12,11924810000
2016-08-15,11909520000
2016-08-16,11849750000
2016-08-17,11771910000
2016-08-18,11840020000
2016-08-19,11802490000
2016-08-22,11828900000
2016-08-23,11742720000
2016-08-24,11599550000
2016-08-25,11560630000
2016-08-26,11534220000
2016-08-29,11721870000
2016-08-30,11612060000
2016-08-31,11511980000
2016-09-01,11448040000
2016-09-02,11542560000
2016-09-06,11584260000
2016-09-07,11712140000
2016-09-08,11694070000
2016-09-09,11247880000
2016-09-12,11435530000
2016-09-13,11441090000
2016-09-14,11410510000
2016-09-15,11543950000
2016-09-16,11571750000
2016-09-19,11575920000
2016-09-20,11550900000
2016-09-21,11795540000
2016-09-22,11916470000
2016-09-23,11876160000
2016-09-26,11760790000
2016-09-27,11798320000
2016-09-28,11806660000
2016-09-29,11613450000
2016-09-30,11678940000
2016-10-03,11601660000
2016-10-04,11549220000
2016-10-05,11598900000
2016-10-06,11623740000
2016-10-07,11694120000
2016-10-10,11706540000
2016-10-11,11496780000
2016-10-12,11485740000
2016-10-13,11498160000
2016-10-14,11477460000
2016-10-17,11459520000
2016-10-18,11550600000
2016-10-19,11451240000
2016-10-20,11670660000
2016-10-21,11549220000
2016-10-24,11546460000
2016-10-25,11477460000
2016-10-26,11060700000
2016-10-27,11030340000
2016-10-28,11100720000
2016-10-31,11238720000
2016-11-01,11113140000
2016-11-02,11175240000
2016-11-03,11219400000
2016-11-04,11208360000
2016-11-07,11380860000
2016-11-08,11525760000
2016-11-09,11097960000
2016-11-10,11248380000
2016-11-11,11241480000
2016-11-14,11743800000
2016-11-15,11757600000
2016-11-16,11687220000
2016-11-17,11839020000
2016-11-18,11804520000
2016-11-21,12046020000
2016-11-22,11956320000
2016-11-23,12119160000
2016-11-25,12188160000
2016-11-28,12175740000
2016-11-29,12247500000
2016-11-30,12069480000
2016-12-01,12068100000
2016-12-02,12144000000
2016-12-05,12188160000
2016-12-06,12236460000
2016-12-07,12241980000
2016-12-08,12375840000
2016-12-09,12577320000
2016-12-12,12655980000
2016-12-13,12689100000
2016-12-14,12564900000
2016-12-15,12693240000
2016-12-16,12738780000
2016-12-19,12748440000
2016-12-20,12778800000
2016-12-21,12701520000
2016-12-22,12669780000
2016-12-23,12752580000
2016-12-27,12766380000
2016-12-28,12662880000
2016-12-29,12678060000
2016-12-30,12682200000
2017-01-03,12665650000
2017-01-04,12750590000
2017-01-05,12698530000
2017-01-06,12606740000
2017-01-09,12662910000
2017-01-10,12741000000
2017-01-11,12777990000
2017-01-12,12757440000
2017-01-13,12699900000
2017-01-17,12639620000
2017-01-18,12735520000
2017-01-19,12539610000
2017-01-20,12467000000
2017-01-23,12476590000
2017-01-24,12513580000
2017-01-25,12587560000
2017-01-26,12725930000
2017-01-27,12702640000
2017-01-30,12403980000
2017-01-31,12593040000
2017-02-01,12679350000
2017-02-02,12669760000
2017-02-03,12783470000
2017-02-06,12710860000
2017-02-07,12688940000
2017-02-08,12747850000
2017-02-09,12846490000
2017-02-10,12817720000
2017-02-13,12872520000
2017-02-14,12961570000
2017-02-15,13068430000
2017-02-16,13056100000
2017-02-17,13102680000
2017-02-21,13134190000
2017-02-22,13097200000
2017-02-23,13098570000
2017-02-24,13331470000
2017-02-27,13353390000
2017-02-28,13349280000
2017-03-01,13480800000
2017-03-02,13462990000
2017-03-03,13497240000
2017-03-06,13476690000
2017-03-07,13449290000
2017-03-08,13415040000
2017-03-09,13453400000
2017-03-10,13532860000
2017-03-13,13534230000
2017-03-14,13516420000
2017-03-15,13664380000
2017-03-16,13524640000
2017-03-17,13571220000
2017-03-20,13586290000
2017-03-21,13484910000
2017-03-22,13504090000
2017-03-23,13462990000
2017-03-24,13521900000
2017-03-27,13513680000
2017-03-28,13541080000
2017-03-29,13456140000
2017-03-30,13476690000
2017-03-31,13452030000
2017-04-03,13427370000
2017-04-04,13373940000
2017-04-05,13410930000
2017-04-06,13406820000
2017-04-07,13405450000
2017-04-10,13454770000
2017-04-11,13457510000
2017-04-12,13442440000
2017-04-13,13323250000
2017-04-17,13394490000
2017-04-18,13304070000
2017-04-19,13441070000
2017-04-20,14252110000
2017-04-21,14152100000
2017-04-24,14260330000
2017-04-25,14504190000
2017-04-26,14489120000
2017-04-27,14495970000
2017-04-28,14454870000
2017-05-01,14558990000
2017-05-02,14631600000
2017-05-03,14623380000
2017-05-04,14689140000
2017-05-05,14671330000
2017-05-08,14685030000
2017-05-09,14697360000
2017-05-10,14775450000
2017-05-11,14715170000
2017-05-12,14586390000
2017-05-15,14739830000
2017-05-16,14575430000
2017-05-17,14401440000
2017-05-18,14474050000
2017-05-19,14506930000
2017-05-22,14597350000
2017-05-23,14591870000
2017-05-24,14595980000
2017-05-25,14815180000
2017-05-26,14793260000
2017-05-30,14780930000
2017-05-31,14901490000
2017-06-01,15031640000
2017-06-02,15061780000
2017-06-05,14979580000
2017-06-06,14952180000
2017-06-07,14923410000
2017-06-08,14839840000
2017-06-09,14852170000
2017-06-12,14719280000
2017-06-13,14854910000
2017-06-14,14690510000
2017-06-15,14759010000
2017-06-16,14750790000
2017-06-19,14815180000
2017-06-20,14842580000
2017-06-21,14937110000
2017-06-22,15009720000
2017-06-23,15028900000
2017-06-26,15076850000
2017-06-27,14997390000
2017-06-28,15222070000
2017-06-29,15143980000
2017-06-30,15228920000
2017-07-03,15160420000
2017-07-05,15178230000
2017-07-06,14934370000
2017-07-07,15033010000
2017-07-10,14876830000
2017-07-11,14872720000
2017-07-12,14919300000
2017-07-13,14887790000
2017-07-14,14937110000
2017-07-17,15023420000
2017-07-18,15016570000
2017-07-19,15060410000
2017-07-20,15022050000
2017-07-21,14986430000
2017-07-24,14993280000
2017-07-25,14820660000
2017-07-26,14826140000
2017-07-27,14931630000
2017-07-28,15002870000
2017-07-31,14838470000
2017-08-01,14842580000
2017-08-02,14791890000
2017-08-03,14735720000
2017-08-04,14654890000
2017-08-07,14622010000
2017-08-08,14550770000
2017-08-09,14590500000
2017-08-10,14468570000
2017-08-11,14535700000
2017-08-14,14585020000
2017-08-15,14604200000
2017-08-16,14624750000
2017-08-17,14435690000
2017-08-18,14367190000
2017-08-21,14385000000
2017-08-22,14637080000
2017-08-23,14623380000
2017-08-24,14600090000
2017-08-25,14661740000
2017-08-28,14664480000
2017-08-29,14630230000
2017-08-30,14694620000
2017-08-31,14843950000
2017-09-01,14819290000
2017-09-05,14716540000
2017-09-06,14694620000
2017-09-07,14698730000
2017-09-08,14732980000
2017-09-11,14827510000
2017-09-12,14731610000
2017-09-13,14643930000
2017-09-14,14467200000
2017-09-15,14379520000
2017-09-18,14228820000
2017-09-19,13954820000
2017-09-20,13946600000
2017-09-21,13912350000
2017-09-22,13989070000
2017-09-25,12956090000
2017-09-26,12919100000
2017-09-27,12753330000
2017-09-28,12598520000
2017-09-29,12828680000
2017-10-02,12725520000
2017-10-03,12633040000
2017-10-04,12642560000
2017-10-05,12571840000
2017-10-06,12569120000
2017-10-09,12384160000
2017-10-10,12356960000
2017-10-11,12437200000
2017-10-12,12446720000
2017-10-13,12384160000
2017-10-16,12448080000
2017-10-17,12536480000
2017-10-18,12518800000
2017-10-19,12679280000
2017-10-20,12930880000
2017-10-23,12947200000
2017-10-24,12956720000
2017-10-25,12812560000
2017-10-26,12892800000
2017-10-27,13012480000
2017-10-30,12754080000
2017-10-31,12754080000
2017-11-01,12661600000
2017-11-02,12750000000
2017-11-03,12796240000
2017-11-06,12668400000
2017-11-07,12601760000
2017-11-08,12668400000
2017-11-09,12650720000
2017-11-10,12518800000
2017-11-13,12512000000
2017-11-14,12569120000
2017-11-15,12491600000
2017-11-16,12639840000
2017-11-17,12653440000
2017-11-20,12567760000
2017-11-21,12574560000
2017-11-22,12582720000
2017-11-24,12460320000
2017-11-27,12580000000
2017-11-28,12695600000
2017-11-29,13236880000
2017-11-30,13390560000
2017-12-01,13492560000
2017-12-04,13632640000
2017-12-05,13310320000
2017-12-06,13245040000
2017-12-07,13140320000
2017-12-08,13204240000
2017-12-11,13205600000
2017-12-12,13193360000
2017-12-13,13211040000
2017-12-14,13208320000
2017-12-15,13462640000
2017-12-18,13427280000
2017-12-19,13529280000
2017-12-20,13469440000
2017-12-21,13484400000
2017-12-22,13496640000
2017-12-26,13500720000
2017-12-27,13491200000
2017-12-28,13481680000
2017-12-29,13394640000
2018-01-02,13450400000
2018-01-03,13498000000
2018-01-04,13474880000
2018-01-05,13587760000
2018-01-08,13557840000
2018-01-09,13755040000
2018-01-10,13650320000
2018-01-11,13738720000
2018-01-12,13821680000
2018-01-16,13765920000
2018-01-17,13802640000
2018-01-18,13813520000
2018-01-19,14016160000
2018-01-22,14085520000
2018-01-23,14024320000
2018-01-24,14228320000
2018-01-25,14300400000
2018-01-26,14500320000
2018-01-29,14671680000
2018-01-30,14573760000
2018-01-31,14391520000
2018-02-01,14086880000
2018-02-02,14022960000
2018-02-05,13613600000
2018-02-06,13753680000
2018-02-07,13678880000
2018-02-08,13113120000
2018-02-09,13374240000
2018-02-12,13473520000
2018-02-13,13789040000
2018-02-14,13805360000
2018-02-15,14020240000
2018-02-16,14216080000
2018-02-20,13907360000
2018-02-21,13859760000
2018-02-22,13715600000
2018-02-23,13953600000
2018-02-26,14156240000
2018-02-27,14251440000
2018-02-28,14014800000
2018-03-01,13655760000
2018-03-02,13795840000
2018-03-05,13993040000
2018-03-06,14163040000
2018-03-07,14192960000
2018-03-08,14231040000
2018-03-09,14550640000
2018-03-12,14361600000
2018-03-13,14278640000
2018-03-14,14274560000
2018-03-15,14241920000
2018-03-16,14191600000
2018-03-19,14124960000
2018-03-20,14085520000
2018-03-21,14093680000
2018-03-22,13912800000
2018-03-23,13570080000
2018-03-26,13657120000
2018-03-27,13593200000
2018-03-28,13533360000
2018-03-29,13640800000
2018-04-02,13302160000
2018-04-03,13450400000
2018-04-04,13503440000
2018-04-05,13576880000
2018-04-06,13239600000
2018-04-09,13322560000
2018-04-10,13455840000
2018-04-11,13472160000
2018-04-12,13634000000
2018-04-13,13567360000
2018-04-16,13767280000
2018-04-17,13708800000
2018-04-18,13707440000
2018-04-19,13802640000
2018-04-20,13349760000
2018-04-23,13525200000
2018-04-24,13564640000
2018-04-25,13756400000
2018-04-26,13784960000
2018-04-27,13972640000
2018-04-30,13763200000
2018-05-01,13935920000
2018-05-02,13784960000
2018-05-03,13727840000
2018-05-04,13804000000
2018-05-07,13749600000
2018-05-08,13582320000
2018-05-09,13687040000
2018-05-10,13829840000
2018-05-11,13940000000
2018-05-14,13998480000
2018-05-15,13889680000
2018-05-16,13844800000
2018-05-17,13832560000
2018-05-18,13892400000
2018-05-21,13953600000
2018-05-22,13850240000
2018-05-23,13765920000
2018-05-24,13721040000
2018-05-25,14390160000
2018-05-29,14463600000
2018-05-30,14736960000
2018-05-31,14488080000
2018-06-01,14681200000
2018-06-04,14592800000
2018-06-05,14513920000
2018-06-06,14686640000
2018-06-07,14633600000
2018-06-08,14921920000
2018-06-11,15184400000
2018-06-12,15097360000
2018-06-13,15051120000
2018-06-14,15087840000
2018-06-15,15138160000
2018-06-18,15007600000
2018-06-19,15051120000
2018-06-20,15057920000
2018-06-21,15120480000
2018-06-22,15237440000
2018-06-25,15387040000
2018-06-26,15238800000
2018-06-27,15008960000
2018-06-28,14989920000
2018-06-29,14951840000
2018-07-02,14988560000
2018-07-03,14968160000
2018-07-05,15070160000
2018-07-06,15026640000
2018-07-09,15064720000
2018-07-10,15366640000
2018-07-11,15446880000
2018-07-12,15490400000
2018-07-13,15633200000
2018-07-16,15555680000
