,SWK
2004-08-24,3595068750
2004-08-25,3595068750
2004-08-26,3586851450
2004-08-27,3586851450
2004-08-30,3549051870
2004-08-31,3554803980
2004-09-01,3518647860
2004-09-02,3557269170
2004-09-03,3513717480
2004-09-07,3534260730
2004-09-08,3531795539
2004-09-09,3483313470
2004-09-10,3502213260
2004-09-13,3530973810
2004-09-14,3527686890
2004-09-15,3529330350
2004-09-16,3573703770
2004-09-17,3562199550
2004-09-20,3533439000
2004-09-21,3517004400
2004-09-22,3501391530
2004-09-23,3475917900
2004-09-24,3474274440
2004-09-27,3429079289
2004-09-28,3404427390
2004-09-29,3426614100
2004-09-30,3494817690
2004-10-01,3506321910
2004-10-04,3548922700
2004-10-05,3495088400
2004-10-06,3524076100
2004-10-07,3504198820
2004-10-08,3452849180
2004-10-11,3451192740
2004-10-12,3477695780
2004-10-13,3452020960
2004-10-14,3437113000
2004-10-15,3417235720
2004-10-18,3397358440
2004-10-19,3726990000
2004-10-20,3693032980
2004-10-21,3641683340
2004-10-22,3638370460
2004-10-25,3635885800
2004-10-26,3656591300
2004-10-27,3673983920
2004-10-28,3660732400
2004-10-29,3687235440
2004-11-01,3704628059
2004-11-02,3735272200
2004-11-03,3818094200
2004-11-04,3940670760
2004-11-05,3956406940
2004-11-08,3951437620
2004-11-09,3945640080
2004-11-10,3893462220
2004-11-11,3938186100
2004-11-12,3953922280
2004-11-15,3986222860
2004-11-16,3967173800
2004-11-17,3992020400
2004-11-18,3960548040
2004-11-19,3871928500
2004-11-22,3883523580
2004-11-23,3892634000
2004-11-24,3882695360
2004-11-26,3886008240
2004-11-29,3883523580
2004-11-30,3872756720
2004-12-01,3900916200
2004-12-02,3889321120
2004-12-03,3888492900
2004-12-06,3892634000
2004-12-07,3840456140
2004-12-08,3824719960
2004-12-09,3857848760
2004-12-10,3901744420
2004-12-13,3981253540
2004-12-14,3996161500
2004-12-15,3983738200
2004-12-16,3935701440
2004-12-17,3910026620
2004-12-20,3919137040
2004-12-21,3961376260
2004-12-22,3982081760
2004-12-23,3987879300
2004-12-27,4005271920
2004-12-28,4041713600
2004-12-29,4054136900
2004-12-30,4054136900
2004-12-31,4057449780
2005-01-03,3969658460
2005-01-04,3904229080
2005-01-05,3892634000
2005-01-06,3827204620
2005-01-07,3829689280
2005-01-10,3832173940
2005-01-11,3823063519
2005-01-12,3836315040
2005-01-13,3824719960
2005-01-14,3887664680
2005-01-18,3891805780
2005-01-19,3825548180
2005-01-20,3802358019
2005-01-21,3854535880
2005-01-24,3827204620
2005-01-25,3823891740
2005-01-26,3809812000
2005-01-27,3860333420
2005-01-28,3905057300
2005-01-31,3939014320
2005-02-01,3906713740
2005-02-02,3895946880
2005-02-03,3909198400
2005-02-04,3960548040
2005-02-07,3909198400
2005-02-08,3907541960
2005-02-09,3830517500
2005-02-10,3874413160
2005-02-11,3916652380
2005-02-14,3911683059
2005-02-15,3914995940
2005-02-16,3884351800
2005-02-17,3837143260
2005-02-18,3847081900
2005-02-22,3831345720
2005-02-23,3808983780
2005-02-24,3808155559
2005-02-25,3823063519
2005-02-28,3830517500
2005-03-01,3832173940
2005-03-02,3848738340
2005-03-03,3839627920
2005-03-04,3918308820
2005-03-07,3901744420
2005-03-08,3924934580
2005-03-09,3876897820
2005-03-10,3866130960
2005-03-11,3876897820
2005-03-14,3858676980
2005-03-15,3825548180
2005-03-16,3810640220
2005-03-17,3813953100
2005-03-18,3768401000
2005-03-21,3777511420
2005-03-22,3769229220
2005-03-23,3743554400
2005-03-24,3740241519
2005-03-28,3731131100
2005-03-29,3666529940
2005-03-30,3685579000
2005-03-31,3749351940
2005-04-01,3711253820
2005-04-04,3735900000
2005-04-05,3786542200
2005-04-06,3813108600
2005-04-07,3847146800
2005-04-08,3809787800
2005-04-11,3798165000
2005-04-12,3976658000
2005-04-13,3877034000
2005-04-14,3802316000
2005-04-15,3787372400
2005-04-18,3823071000
2005-04-19,3831373000
2005-04-20,3778240200
2005-04-21,3805636800
2005-04-22,3764957000
2005-04-25,3803146200
2005-04-26,3745032200
2005-04-27,3799825400
2005-04-28,3503444000
2005-04-29,3572350600
2005-05-02,3561558000
2005-05-03,3505934599
2005-05-04,3598086800
2005-05-05,3601407600
2005-05-06,3597256600
2005-05-09,3597256600
2005-05-10,3544954000
2005-05-11,3607219000
2005-05-12,3528350000
2005-05-13,3517557400
2005-05-16,3609709599
2005-05-17,3653710200
2005-05-18,3713484599
2005-05-19,3732579200
2005-05-20,3671974599
2005-05-23,3738390600
2005-05-24,3698541000
2005-05-25,3655370600
2005-05-26,3695220200
2005-05-27,3703522200
2005-05-31,3703522200
2005-06-01,3770768400
2005-06-02,3735900000
2005-06-03,3727598000
2005-06-06,3618011600
2005-06-07,3671144400
2005-06-08,3655370600
2005-06-09,3618011600
2005-06-10,3692729599
2005-06-13,3698541000
2005-06-14,3705182600
2005-06-15,3712654400
2005-06-16,3772428800
2005-06-17,3798995200
2005-06-20,3784881800
2005-06-21,3796504599
2005-06-22,3792353600
2005-06-23,3723447000
2005-06-24,3730918800
2005-06-27,3730088600
2005-06-28,3792353600
2005-06-29,3752504000
2005-06-30,3780730800
2005-07-01,3862090400
2005-07-05,3871612780
2005-07-06,3806431300
2005-07-07,3814787900
2005-07-08,3864091840
2005-07-11,3942643880
2005-07-12,3885819000
2005-07-13,3908381820
2005-07-14,3944315200
2005-07-15,3904203520
2005-07-18,4276072220
2005-07-19,4169943400
2005-07-20,4195013200
2005-07-21,4144037940
2005-07-22,4135681340
2005-07-25,4139023980
2005-07-26,4126489080
2005-07-27,4050444020
2005-07-28,4105597580
2005-07-29,4088884380
2005-08-01,4058800620
2005-08-02,4062978920
2005-08-03,4018688940
2005-08-04,3991947820
2005-08-05,3917574080
2005-08-08,3893339940
2005-08-09,3922588040
2005-08-10,3912560120
2005-08-11,3919245400
2005-08-12,3927602000
2005-08-15,3921752380
2005-08-16,3813952240
2005-08-17,3797239040
2005-08-18,3812280920
2005-08-19,3838186380
2005-08-22,3814787900
2005-08-23,3787211120
2005-08-24,3776347540
2005-08-25,3789718100
2005-08-26,3746263780
2005-08-29,3748770760
2005-08-30,3731221900
2005-08-31,3823144500
2005-09-01,3818130540
2005-09-02,3785539800
2005-09-06,3837350720
2005-09-07,3778854520
2005-09-08,3806431300
2005-09-09,3843200340
2005-09-12,3906710500
2005-09-13,3903367860
2005-09-14,3849885620
2005-09-15,3855735240
2005-09-16,3858242220
2005-09-19,3802253000
2005-09-20,3798074700
2005-09-21,3757127360
2005-09-22,3738742840
2005-09-23,3747099440
2005-09-26,3736235860
2005-09-27,3732057559
2005-09-28,3836515059
2005-09-29,3854899580
2005-09-30,3900860880
2005-10-03,3879345600
2005-10-04,3828781480
2005-10-05,3750863000
2005-10-06,3758323280
2005-10-07,3775730600
2005-10-10,3779875200
2005-10-11,3707759159
2005-10-12,3679575880
2005-10-13,3672944520
2005-10-14,3958921920
2005-10-17,3935712159
2005-10-18,3871885320
2005-10-19,3939027840
2005-10-20,3873543159
2005-10-21,3919133760
2005-10-24,3968040040
2005-10-25,3903384280
2005-10-26,3870227480
2005-10-27,3787335480
2005-10-28,3910844560
2005-10-31,3973013560
2005-11-01,3973842480
2005-11-02,3958093000
2005-11-03,3937370000
2005-11-04,3931567560
2005-11-07,3974671400
2005-11-08,3880174520
2005-11-09,3870227480
2005-11-10,3895924000
2005-11-11,3919133760
2005-11-14,3905042120
2005-11-15,3889292640
2005-11-16,3925765120
2005-11-17,3941514600
2005-11-18,3945659200
2005-11-21,3953948400
2005-11-22,3964724360
2005-11-23,3976329240
2005-11-25,3975500320
2005-11-28,3939027840
2005-11-29,3951461640
2005-11-30,3978816000
2005-12-01,4065023680
2005-12-02,4034353640
2005-12-05,4019433080
2005-12-06,3992907640
2005-12-07,3935712159
2005-12-08,3911673480
2005-12-09,3950632719
2005-12-12,3904213200
2005-12-13,3916647000
2005-12-14,3979644920
2005-12-15,3948974880
2005-12-16,4014459560
2005-12-19,3949803800
2005-12-20,3995394400
2005-12-21,4026893360
2005-12-22,4047616360
2005-12-23,4033524719
2005-12-27,4004512520
2005-12-28,4040156080
2005-12-29,4034353640
2005-12-30,3982131680
2006-01-03,3992907640
2006-01-04,3982131680
2006-01-05,3963066520
2006-01-06,4036840400
2006-01-09,4093206960
2006-01-10,4118903480
2006-01-11,4160349480
2006-01-12,4144600000
2006-01-13,4152889200
2006-01-17,4197650880
2006-01-18,4152060280
2006-01-19,4172783280
2006-01-20,4129679440
2006-01-23,4274740440
2006-01-24,4344369720
2006-01-25,4297950200
2006-01-26,3984618440
2006-01-27,4060879080
2006-01-30,4063365840
2006-01-31,4065023680
2006-02-01,4081602080
2006-02-02,4036011480
2006-02-03,4053418800
2006-02-06,4055905560
2006-02-07,4003683600
2006-02-08,4029380120
2006-02-09,4049274200
2006-02-10,4069997200
2006-02-13,4079944240
2006-02-14,4114758880
2006-02-15,4143771080
2006-02-16,4139626480
2006-02-17,4110614280
2006-02-21,4090720200
2006-02-22,4102325080
2006-02-23,4111443200
2006-02-24,4144600000
2006-02-27,4171954360
2006-02-28,4156204880
2006-03-01,4171125440
2006-03-02,4233294440
2006-03-03,4250701760
2006-03-06,4183559240
2006-03-07,4133824040
2006-03-08,4124705920
2006-03-09,4109785360
2006-03-10,4157862719
2006-03-13,4158691640
2006-03-14,4221689560
2006-03-15,4209255760
2006-03-16,4214229280
2006-03-17,4216716040
2006-03-20,4295463440
2006-03-21,4240754719
2006-03-22,4270595840
2006-03-23,4257333120
2006-03-24,4252359600
2006-03-27,4225834159
2006-03-28,4205940080
2006-03-29,4236610120
2006-03-30,4241583640
2006-03-31,4199308719
2006-04-03,4113392400
2006-04-04,4161260280
2006-04-05,4133675400
2006-04-06,4080939600
2006-04-07,4252939440
2006-04-10,4291882800
2006-04-11,4292694119
2006-04-12,4261052640
2006-04-13,4287014880
2006-04-17,4291882800
2006-04-18,4382750640
2006-04-19,4407901560
2006-04-20,4373826120
2006-04-21,4394920440
2006-04-24,4335694080
2006-04-25,4324335600
2006-04-26,4174241400
2006-04-27,4171807440
2006-04-28,4239147000
2006-05-01,4222920600
2006-05-02,4228599840
2006-05-03,4237524359
2006-05-04,4252939440
2006-05-05,4266731880
2006-05-08,4278901680
2006-05-09,4260241320
2006-05-10,4218864000
2006-05-11,4168562160
2006-05-12,4111769760
2006-05-15,4098788640
2006-05-16,4044430200
2006-05-17,3939769920
2006-05-18,3882977520
2006-05-19,3910562400
2006-05-22,3909751080
2006-05-23,3886222800
2006-05-24,3925166160
2006-05-25,3964109520
2006-05-26,3986826480
2006-05-30,3894336000
2006-05-31,3938958600
2006-06-01,4020090600
2006-06-02,4046052840
2006-06-05,3869185080
2006-06-06,3779128560
2006-06-07,3739373880
2006-06-08,3785619119
2006-06-09,3798600240
2006-06-12,3716656920
2006-06-13,3649317359
2006-06-14,3672845640
2006-06-15,3739373880
2006-06-16,3705298440
2006-06-19,3663109800
2006-06-20,3619298520
2006-06-21,3707732400
2006-06-22,3693939960
2006-06-23,3706921080
2006-06-26,3737751240
2006-06-27,3733694640
2006-06-28,3697996560
2006-06-29,3817260600
2006-06-30,3831053040
2006-07-03,3833735260
2006-07-05,3787447840
2006-07-06,3745220720
2006-07-07,3707865959
2006-07-10,3745220720
2006-07-11,3646149400
2006-07-12,3612854940
2006-07-13,3527588640
2006-07-14,3471556500
2006-07-17,3484549459
2006-07-18,3473180620
2006-07-19,3535709240
2006-07-20,3491045940
2006-07-21,3406591700
2006-07-24,3517031860
2006-07-25,3538957480
2006-07-26,3729791580
2006-07-27,3638028800
2006-07-28,3678631800
2006-07-31,3684316220
2006-08-01,3685940340
2006-08-02,3711114200
2006-08-03,3759837800
2006-08-04,3767958400
2006-08-07,3748468959
2006-08-08,3678631800
2006-08-09,3594989620
2006-08-10,3692436820
2006-08-11,3690000640
2006-08-14,3702993600
2006-08-15,3793132260
2006-08-16,3876774440
2006-08-17,3927122160
2006-08-18,3875962379
2006-08-21,3815869940
2006-08-22,3800440800
2006-08-23,3776891060
2006-08-24,3743596600
2006-08-25,3730603640
2006-08-28,3787447840
2006-08-29,3792320200
2006-08-30,3865405600
2006-08-31,3835359379
2006-09-01,3883270920
2006-09-05,3892203580
2006-09-06,3828050840
2006-09-07,3798816680
2006-09-08,3823990540
2006-09-11,3987214600
2006-09-12,4082225620
2006-09-13,4094406520
2006-09-14,4067608540
2006-09-15,4044870860
2006-09-18,3991274900
2006-09-19,3963664860
2006-09-20,4004267860
2006-09-21,3949047780
2006-09-22,3942551300
2006-09-25,3988026660
2006-09-26,4031877900
2006-09-27,4051367340
2006-09-28,4042434680
2006-09-29,4048119100
2006-10-02,4150835100
2006-10-03,4177347420
2006-10-04,4246942260
2006-10-05,4285053720
2006-10-06,4258541400
2006-10-09,4309080510
2006-10-10,4363762170
2006-10-11,4319851140
2006-10-12,4349677500
2006-10-13,4373704290
2006-10-16,4426728930
2006-10-17,4364590680
2006-10-18,4287539250
2006-10-19,4276768620
2006-10-20,4204688250
2006-10-23,4237000140
2006-10-24,4254398850
2006-10-25,3975190979
2006-10-26,3979333530
2006-10-27,3923823360
2006-10-30,3941222070
2006-10-31,3947850150
2006-11-01,3891511470
2006-11-02,3916366770
2006-11-03,3900625080
2006-11-06,3908081670
2006-11-07,3968562900
2006-11-08,4030701150
2006-11-09,4066327080
2006-11-10,4078754729
2006-11-13,4106095560
2006-11-14,4176518909
2006-11-15,4237000140
2006-11-16,4295824350
2006-11-17,4239485670
2006-11-20,4208830800
2006-11-21,4232857590
2006-11-22,4237828650
2006-11-24,4245285240
2006-11-27,4136750430
2006-11-28,4142550000
2006-11-29,4158291690
2006-11-30,4227058020
2006-12-01,4183146990
2006-12-04,4241971200
2006-12-05,4275940110
2006-12-06,4285053720
2006-12-07,4246113750
2006-12-08,4259369909
2006-12-11,4227886530
2006-12-12,4215458880
2006-12-13,4212973350
2006-12-14,4261855440
2006-12-15,4108581090
2006-12-18,4110238110
2006-12-19,4083725790
2006-12-20,4096981950
2006-12-21,4044785820
2006-12-22,4072126650
2006-12-26,4104438540
2006-12-27,4147521060
2006-12-28,4164919770
2006-12-29,4166576790
2007-01-03,4207173780
2007-01-04,4233686100
2007-01-05,4217115900
2007-01-08,4201374210
2007-01-09,4277597130
2007-01-10,4327307730
2007-01-11,4388617470
2007-01-12,4409330220
2007-01-16,4412644260
2007-01-17,4434185520
2007-01-18,4478925060
2007-01-19,4398559590
2007-01-22,4412644260
2007-01-23,4430871480
2007-01-24,4464011880
2007-01-25,4378675350
2007-01-26,4604030070
2007-01-29,4601544540
2007-01-30,4648769610
2007-01-31,4744048260
2007-02-01,4816957140
2007-02-02,4884066450
2007-02-05,4780502700
2007-02-06,4819442670
2007-02-07,4812814590
2007-02-08,4792930350
2007-02-09,4722507000
2007-02-12,4679424480
2007-02-13,4698480210
2007-02-14,4753990380
2007-02-15,4771389090
2007-02-16,4726649550
2007-02-20,4766418030
2007-02-21,4797901410
2007-02-22,4774703130
2007-02-23,4773874620
2007-02-26,4782159720
2007-02-27,4590773910
2007-02-28,4604030070
2007-03-01,4599059010
2007-03-02,4506265890
2007-03-05,4395245550
2007-03-06,4605687090
2007-03-07,4635513450
2007-03-08,4688538090
2007-03-09,4672796400
2007-03-12,4689366600
2007-03-13,4603201560
2007-03-14,4511236950
2007-03-15,4497152280
2007-03-16,4455726780
2007-03-19,4480582080
2007-03-20,4520350560
2007-03-21,4605687090
2007-03-22,4608172620
2007-03-23,4635513450
2007-03-26,4589945400
2007-03-27,4589945400
2007-03-28,4570889670
2007-03-29,4583317320
2007-03-30,4586631360
2007-04-02,4621626100
2007-04-03,4681249300
2007-04-04,4682905500
2007-04-05,4678765000
2007-04-09,4647297200
2007-04-10,4637360000
2007-04-11,4569455800
2007-04-12,4581877300
2007-04-13,4613345100
2007-04-16,4721826200
2007-04-17,4753294000
2007-04-18,4781449400
2007-04-19,4795527100
2007-04-20,4841900700
2007-04-23,4847697400
2007-04-24,4923054500
2007-04-25,5052238100
2007-04-26,4957834700
2007-04-27,4975224800
2007-04-30,4826166800
2007-05-01,4849353600
2007-05-02,4872540400
2007-05-03,4916429700
2007-05-04,4916429700
2007-05-07,4928023100
2007-05-08,4943757000
2007-05-09,4996755400
2007-05-10,4927195000
2007-05-11,4969428100
2007-05-14,4948725600
2007-05-15,4882477600
2007-05-16,4940444600
2007-05-17,4904008200
2007-05-18,4954522300
2007-05-21,5046441400
2007-05-22,5096127400
2007-05-23,5157406800
2007-05-24,5078737300
2007-05-25,5115173700
2007-05-29,5156578700
2007-05-30,5205436600
2007-05-31,5236076300
2007-06-01,5227795300
2007-06-04,5188046500
2007-06-05,5211233300
2007-06-06,5071284400
2007-06-07,4932991700
2007-06-08,5005036400
2007-06-11,4966115700
2007-06-12,4900695800
2007-06-13,5038160400
2007-06-14,5036504200
2007-06-15,5044785200
2007-06-18,5029879400
2007-06-19,5038988500
2007-06-20,5018286000
2007-06-21,4996755400
2007-06-22,4927195000
2007-06-25,5040644700
2007-06-26,5022426500
2007-06-27,5064659600
2007-06-28,5063003400
2007-06-29,5026567000
2007-07-02,5078815360
2007-07-03,5110907680
2007-07-05,5090335680
2007-07-06,5155343200
2007-07-09,5100210240
2007-07-10,5000641760
2007-07-11,5037671360
2007-07-12,5212944800
2007-07-13,5162749120
2007-07-16,5169332160
2007-07-17,5212944800
2007-07-18,5163572000
2007-07-19,5259848960
2007-07-20,5143000000
2007-07-23,5124073760
2007-07-24,5017922240
2007-07-25,5008870560
2007-07-26,4797390400
2007-07-27,4563692480
2007-07-30,4591670400
2007-07-31,4552995040
2007-08-01,4556286560
2007-08-02,4603190720
2007-08-03,4436146080
2007-08-06,4533245920
2007-08-07,4553817920
2007-08-08,4658323680
2007-08-09,4621294080
2007-08-10,4653386400
2007-08-13,4649272000
2007-08-14,4510205280
2007-08-15,4436146080
2007-08-16,4481404480
2007-08-17,4634460160
2007-08-20,4627877120
2007-08-21,4597430560
2007-08-22,4710165120
2007-08-23,4632814400
2007-08-24,4684655840
2007-08-27,4650917760
2007-08-28,4440260480
2007-08-29,4571921280
2007-08-30,4595784800
2007-08-31,4669021120
2007-09-04,4680541440
2007-09-05,4556286560
2007-09-06,4590024640
2007-09-07,4425448640
2007-09-10,4372784320
2007-09-11,4405699520
2007-09-12,4412282560
2007-09-13,4447666400
2007-09-14,4493747680
2007-09-17,4473998560
2007-09-18,4699467680
2007-09-19,4771881120
2007-09-20,4693707520
2007-09-21,4697821920
2007-09-24,4627054240
2007-09-25,4525840000
2007-09-26,4487987520
2007-09-27,4597430560
2007-09-28,4618825440
2007-10-01,4449107500
2007-10-02,4440414750
2007-10-03,4421448750
2007-10-04,4383516750
2007-10-05,4496522500
2007-10-08,4506005500
2007-10-09,4532874000
2007-10-10,4578708500
2007-10-11,4562113250
2007-10-12,4552630250
2007-10-15,4406434000
2007-10-16,4408804750
2007-10-17,4352697000
2007-10-18,4387468000
2007-10-19,4361389750
2007-10-22,4426980500
2007-10-23,4411965750
2007-10-24,4587401250
2007-10-25,4538405750
2007-10-26,4553420500
2007-10-29,4548679000
2007-10-30,4552630250
2007-10-31,4547888750
2007-11-01,4378775250
2007-11-02,4368502000
2007-11-05,4286316000
2007-11-06,4297379500
2007-11-07,4124314750
2007-11-08,4197808000
2007-11-09,4113251250
2007-11-12,4091124250
2007-11-13,4212032500
2007-11-14,4130636750
2007-11-15,4128266000
2007-11-16,4069787500
2007-11-19,3916479000
2007-11-20,3954411000
2007-11-21,3923591250
2007-11-23,3938606000
2007-11-26,3933074250
2007-11-27,3981279500
2007-11-28,4048450749
2007-11-29,4063465500
2007-11-30,4121153750
2007-12-03,4026323750
2007-12-04,3994713750
2007-12-05,3983650249
2007-12-06,4037387250
2007-12-07,4042918999
2007-12-10,4041338500
2007-12-11,3914898500
2007-12-12,4040548250
2007-12-13,4034226250
2007-12-14,3866693250
2007-12-17,3767912000
2007-12-18,3750526500
2007-12-19,3755268000
2007-12-20,3782926750
2007-12-21,3836663750
2007-12-24,3846937000
2007-12-26,3882498250
2007-12-27,3832712500
2007-12-28,3824019750
2007-12-31,3838452479
2008-01-02,3686434560
2008-01-03,3623885520
2008-01-04,3511455600
2008-01-07,3550251840
2008-01-08,3532833120
2008-01-09,3601716240
2008-01-10,3678516960
2008-01-11,3644471280
2008-01-14,3689601600
2008-01-15,3670599360
2008-01-16,3709395600
2008-01-17,3668224080
2008-01-18,3691976880
2008-01-22,3661890000
2008-01-23,3680100479
2008-01-24,3646846560
2008-01-25,3688018080
2008-01-28,3872498159
2008-01-29,3853495920
2008-01-30,3840827760
2008-01-31,4066479360
2008-02-01,4063312320
2008-02-04,4004722080
2008-02-05,3877248720
2008-02-06,3849537120
2008-02-07,3887541600
2008-02-08,3858246479
2008-02-11,3939006000
2008-02-12,3924754320
2008-02-13,4012639680
2008-02-14,3931880159
2008-02-15,3912086159
2008-02-19,3931880159
2008-02-20,3991262159
2008-02-21,3946923600
2008-02-22,3959591760
2008-02-25,4016598479
2008-02-26,4071229920
2008-02-27,4049852400
2008-02-28,3939797760
2008-02-29,3843203040
2008-03-03,3854287680
2008-03-04,3866955840
2008-03-05,3847953600
2008-03-06,3767194080
2008-03-07,3722855520
2008-03-10,3644471280
2008-03-11,3788571600
2008-03-12,3852704159
2008-03-13,3836868960
2008-03-14,3755317680
2008-03-17,3696727440
2008-03-18,3813116159
2008-03-19,3748191840
2008-03-20,3820242000
2008-03-24,3942964800
2008-03-25,3956424720
2008-03-26,3888333360
2008-03-27,3795697440
2008-03-28,3730773120
2008-03-31,3745313000
2008-04-01,3923062000
2008-04-02,3983622500
2008-04-03,3975757500
2008-04-04,3981263000
2008-04-07,3959241000
2008-04-08,3903399500
2008-04-09,3845198500
2008-04-10,3873512500
2008-04-11,3783065000
2008-04-14,3731156000
2008-04-15,3801941000
2008-04-16,3907332000
2008-04-17,3914410500
2008-04-18,3967892500
2008-04-21,3967106000
2008-04-22,3914410500
2008-04-23,3934073000
2008-04-24,3800368000
2008-04-25,3848344500
2008-04-28,3868793500
2008-04-29,3894748000
2008-04-30,3794076000
2008-05-01,3905758999
2008-05-02,3936432500
2008-05-05,3908118500
2008-05-06,3897107500
2008-05-07,3835760500
2008-05-08,3838906500
2008-05-09,3825536000
2008-05-12,3867220500
2008-05-13,3913624000
2008-05-14,3932500000
2008-05-15,3943511000
2008-05-16,3926208000
2008-05-19,3942724500
2008-05-20,3921489000
2008-05-21,3842052500
2008-05-22,3853850000
2008-05-23,3801154500
2008-05-27,3796435500
2008-05-28,3848344500
2008-05-29,3846771499
2008-05-30,3820817000
2008-06-02,3732729000
2008-06-03,3710707000
2008-06-04,3735088500
2008-06-05,3814525000
2008-06-06,3731156000
2008-06-09,3750818500
2008-06-10,3743740000
2008-06-11,3641495000
2008-06-12,3687898500
2008-06-13,3801941000
2008-06-16,3767335000
2008-06-17,3691044500
2008-06-18,3607675500
2008-06-19,3686325500
2008-06-20,3599810500
2008-06-23,3577788500
2008-06-24,3580934500
2008-06-25,3618686500
2008-06-26,3525093000
2008-06-27,3529025500
2008-06-30,3532962640
2008-07-01,3483313600
2008-07-02,3413174480
2008-07-03,3496710960
2008-07-07,3467552000
2008-07-08,3555028880
2008-07-09,3459671200
2008-07-10,3428936080
2008-07-11,3343823440
2008-07-14,3319392960
2008-07-15,3266591600
2008-07-16,3394260560
2008-07-17,3607830240
2008-07-18,3566062000
2008-07-21,3423419520
2008-07-22,3678757440
2008-07-23,3639353440
2008-07-24,3566062000
2008-07-25,3558969279
2008-07-28,3511684480
2008-07-29,3566062000
2008-07-30,3581823600
2008-07-31,3505379839
2008-08-01,3524293760
2008-08-04,3481737440
2008-08-05,3644870000
2008-08-06,3655115040
2008-08-07,3593644800
2008-08-08,3743380000
2008-08-11,3858439680
2008-08-12,3746532320
2008-08-13,3702399839
2008-08-14,3778843600
2008-08-15,3756777360
2008-08-18,3736287279
2008-08-19,3666148160
2008-08-20,3656691200
2008-08-21,3729982640
2008-08-22,3777267440
2008-08-25,3729194560
2008-08-26,3678757440
2008-08-27,3703976000
2008-08-28,3767022400
2008-08-29,3778843600
2008-09-02,3786724400
2008-09-03,3897843680
2008-09-04,3739439600
2008-09-05,3751260800
2008-09-08,3802486000
2008-09-09,3726042240
2008-09-10,3692154800
2008-09-11,3693730960
2008-09-12,3792240960
2008-09-15,3672452800
2008-09-16,3623591839
2008-09-17,3432088400
2008-09-18,3549512320
2008-09-19,3725254160
2008-09-22,3625168000
2008-09-23,3601525600
2008-09-24,3599161360
2008-09-25,3630684560
2008-09-26,3522717600
2008-09-29,3211924950
2008-09-30,3306183660
2008-10-01,3365590410
2008-10-02,3252321540
2008-10-03,3146973569
2008-10-06,3028160069
2008-10-07,2832513840
2008-10-08,2903801939
2008-10-09,2708155710
2008-10-10,2647956870
2008-10-13,2880039240
2008-10-14,2899841490
2008-10-15,2624194170
2008-10-16,2698650630
2008-10-17,2757265290
2008-10-20,2848355640
2008-10-21,2831721750
2008-10-22,2613104910
2008-10-23,2548153530
2008-10-24,2457063180
2008-10-27,2365180740
2008-10-28,2513301570
2008-10-29,2480033790
2008-10-30,2552113980
2008-10-31,2593302660
2008-11-03,2666174939
2008-11-04,2964792870
2008-11-05,2842018920
2008-11-06,2671719569
2008-11-07,2679640470
2008-11-10,2636075520
2008-11-11,2547361439
2008-11-12,2388943440
2008-11-13,2632115069
2008-11-14,2464984080
2008-11-17,2415082410
2008-11-18,2423003310
2008-11-19,2172702870
2008-11-20,2010324420
2008-11-21,2078444159
2008-11-24,2281219200
2008-11-25,2327160420
2008-11-26,2476865430
2008-11-28,2518054110
2008-12-01,2316863250
2008-12-02,2395280160
2008-12-03,2445973920
2008-12-04,2423003310
2008-12-05,2562411150
2008-12-08,2625778350
2008-12-09,2601223560
2008-12-10,2718452880
2008-12-11,2558450700
2008-12-12,2487162600
2008-12-15,2350923120
2008-12-16,2539440540
2008-12-17,2628946710
2008-12-18,2629738800
2008-12-19,2573500410
2008-12-22,2510133210
2008-12-23,2499043950
2008-12-24,2544985170
2008-12-26,2569539960
2008-12-29,2530727550
2008-12-30,2613104910
2008-12-31,2701026900
2009-01-02,2809543230
2009-01-05,2811127410
2009-01-06,2881623420
2009-01-07,2805582780
2009-01-08,2823008760
2009-01-09,2775483360
2009-01-12,2694690180
2009-01-13,2677264200
2009-01-14,2579045040
2009-01-15,2598847290
2009-01-16,2645580600
2009-01-20,2480033790
2009-01-21,2552906069
2009-01-22,2415082410
2009-01-23,2381022540
2009-01-26,2417458680
2009-01-27,2452310640
2009-01-28,2760433650
2009-01-29,2605976100
2009-01-30,2476073340
2009-02-02,2464984080
2009-02-03,2591718480
2009-02-04,2557658610
2009-02-05,2635283430
2009-02-06,2744591850
2009-02-09,2731126319
2009-02-10,2604391920
2009-02-11,2641620150
2009-02-12,2602807740
2009-02-13,2498251860
2009-02-17,2432508390
2009-02-18,2398448520
2009-02-19,2361220290
2009-02-20,2278050840
2009-02-23,2169534510
2009-02-24,2240030520
2009-02-25,2184584220
2009-02-26,2126761650
2009-02-27,2119632840
2009-03-02,1971512010
2009-03-03,1937452140
2009-03-04,1969927830
2009-03-05,1848738060
2009-03-06,1866164040
2009-03-09,1802004750
2009-03-10,2003987700
2009-03-11,1984977540
2009-03-12,2095870140
2009-03-13,2132306280
2009-03-16,2163197790
2009-03-17,2251911870
2009-03-18,2334289230
2009-03-19,2276466660
2009-03-20,2166366150
2009-03-23,2366764920
2009-03-24,2339833860
2009-03-25,2392111800
2009-03-26,2528351280
2009-03-27,2452310640
2009-03-30,2298645180
2009-03-31,2306566080
2009-04-01,2369141190
2009-04-02,2522806650
2009-04-03,2561619060
2009-04-06,2481348560
2009-04-07,2372670570
2009-04-08,2390915780
2009-04-09,2527358220
