,NWSA
2018-02-01,9779876272
2018-02-02,9541484520
2018-02-05,9204247407
2018-02-06,9471711324
2018-02-07,9337979365
2018-02-08,9099587613
2018-02-09,9169360809
2018-02-12,9157731943
2018-02-13,9431010293
2018-02-14,9500783489
2018-02-15,9518226788
2018-02-16,9454268025
2018-02-20,9274020603
2018-02-21,9308907200
2018-02-22,9431010293
2018-02-23,9593814417
2018-02-26,9675216478
2018-02-27,9524041221
2018-02-28,9378680396
2018-03-01,9157731943
2018-03-02,9227505139
2018-03-05,9390309262
2018-03-06,9547298953
2018-03-07,9477525757
2018-03-08,9431010293
2018-03-09,9576371118
2018-03-12,9622886581
2018-03-13,9518226788
2018-03-14,9494969056
2018-03-15,9547298953
2018-03-16,9651958746
2018-03-19,9500783489
2018-03-20,9512412355
2018-03-21,9599628849
2018-03-22,9460082458
2018-03-23,9047257716
2018-03-26,9117030912
2018-03-27,9058886582
2018-03-28,8971670088
2018-03-29,9186804108
2018-04-02,8956978515
2018-04-03,9090664762
2018-04-04,9172038999
2018-04-05,9154601662
2018-04-06,9009290525
2018-04-09,9096477207
2018-04-10,9270850572
2018-04-11,9183663890
2018-04-12,9247600790
2018-04-13,9137164326
2018-04-16,9270850572
2018-04-17,9358037255
2018-04-18,9317350136
2018-04-19,9410349264
2018-04-20,9398724373
2018-04-23,9404536819
2018-04-24,9241788345
2018-04-25,9230163454
2018-04-26,9282475463
2018-04-27,9305725245
2018-04-30,9288287909
2018-05-01,9305725245
2018-05-02,9131351880
2018-05-03,9230163454
2018-05-04,9381287037
2018-05-07,9526598174
2018-05-08,9514973283
2018-05-09,9596347520
2018-05-10,9642847084
2018-05-11,8823292269
2018-05-14,9195288781
2018-05-15,9177851444
2018-05-16,9235975899
2018-05-17,9148789217
2018-05-18,9084852316
2018-05-21,9125539435
2018-05-22,9073227425
2018-05-23,8997665634
2018-05-24,9020915416
2018-05-25,9055790089
2018-05-29,8765167814
2018-05-30,8951166070
2018-05-31,8736105586
2018-06-01,8840729605
2018-06-04,8887229169
2018-06-05,9079039871
2018-06-06,9125539435
2018-06-07,9102289653
2018-06-08,9195288781
2018-06-11,9224351008
2018-06-12,9299912800
2018-06-13,9212726117
2018-06-14,9311537691
2018-06-15,9288287909
2018-06-18,9334787473
2018-06-19,9270850572
2018-06-20,9305725245
2018-06-21,9177851444
2018-06-22,9195288781
2018-06-25,9032540307
2018-06-26,9020915416
2018-06-27,8974415852
2018-06-28,9026727861
2018-06-29,9009290525
2018-07-02,8846085000
2018-07-03,8921992000
2018-07-05,8921992000
2018-07-06,8992060000
2018-07-09,9050450000
2018-07-10,9208103000
2018-07-11,9079645000
2018-07-12,9085484000
2018-07-13,9103001000
2018-07-16,8997899000
2018-07-17,8980382000
2018-07-18,9079645000
2018-07-19,9044611000
2018-07-20,8921992000
2018-07-23,8916153000
2018-07-24,8787695000
2018-07-25,8857763000
2018-07-26,8811051000
2018-07-27,8694271000
2018-07-30,8729305000
2018-07-31,8799373000
2018-08-01,8799373000
2018-08-02,8764339000
2018-08-03,8805212000
2018-08-06,8828568000
2018-08-07,8840246000
2018-08-08,8840246000
2018-08-09,8910314000
2018-08-10,7707480000
2018-08-13,7929362000
2018-08-14,7993591000
2018-08-15,7981913000
2018-08-16,8116210000
2018-08-17,8116210000
2018-08-20,7923523000
2018-08-21,7923523000
2018-08-22,7970235000
2018-08-23,7830099000
2018-08-24,7824260000
2018-08-27,7736675000
2018-08-28,7713319000
2018-08-29,7789226000
2018-08-30,7719158000
2018-08-31,7631573000
2018-09-04,7543988000
2018-09-05,7520632000
2018-09-06,7415530000
2018-09-07,7392174000
2018-09-10,7368818000
2018-09-11,7316267000
2018-09-12,7217004000
2018-09-13,7298750000
2018-09-14,7263716000
2018-09-17,7164453000
2018-09-18,7252038000
2018-09-19,7310428000
2018-09-20,7368818000
2018-09-21,7479759000
2018-09-24,7444725000
2018-09-25,7538149000
2018-09-26,7503115000
2018-09-27,7520632000
2018-09-28,7701641000
2018-10-01,7662190000
2018-10-02,7644643000
2018-10-03,7825962000
2018-10-04,7796717000
2018-10-05,7773320999
2018-10-08,7790868000
2018-10-09,7884452000
2018-10-10,7469173000
2018-10-11,7428230000
2018-10-12,7498418000
2018-10-15,7597851000
2018-10-16,7685586000
2018-10-17,7726529000
2018-10-18,7685586000
2018-10-19,7679737000
2018-10-22,7714831000
2018-10-23,7656341000
2018-10-24,7515965000
2018-10-25,7521814000
2018-10-26,7410683000
2018-10-29,7293703000
2018-10-30,7498418000
2018-10-31,7714831000
2018-11-01,7679737000
2018-11-02,7703133000
2018-11-05,7697284000
2018-11-06,7761623000
2018-11-07,7855207000
2018-11-08,8270486000
2018-11-09,8328976000
2018-11-12,8007281000
2018-11-13,7989734000
2018-11-14,8077469000
2018-11-15,7937093000
2018-11-16,7937093000
2018-11-19,7779170000
2018-11-20,7369740000
2018-11-21,7363891000
2018-11-23,7375589000
2018-11-26,7621247000
2018-11-27,7527663000
2018-11-28,7679737000
2018-11-29,7726529000
2018-11-30,7592002000
2018-12-03,7779170000
2018-12-04,7539361000
2018-12-06,7293703000
2018-12-07,7229364000
2018-12-10,7328797000
2018-12-11,7287854000
2018-12-12,7445777000
2018-12-13,7369740000
2018-12-14,7165025000
2018-12-17,7059743000
2018-12-18,7001253000
2018-12-19,6925216000
2018-12-20,6632766000
2018-12-21,6457295999
2018-12-24,6357863000
2018-12-26,6539182000
2018-12-27,6556729000
2018-12-28,6580125000
2018-12-31,6639750000
2019-01-02,6663150000
2019-01-03,6598800000
2019-01-04,6885450000
2019-01-07,7008300000
2019-01-08,7113600000
2019-01-09,7142850000
2019-01-10,7125300000
2019-01-11,7160400000
2019-01-14,7189649999
2019-01-15,7242300000
2019-01-16,7242300000
2019-01-17,7277400000
2019-01-18,7324200000
2019-01-22,7224750000
2019-01-23,7119450000
2019-01-24,7277400000
2019-01-25,7423650000
2019-01-28,7388550000
2019-01-29,7441200000
2019-01-30,7411950000
2019-01-31,7505550000
2019-02-01,7452900000
2019-02-04,7528950000
2019-02-05,7593300000
2019-02-06,7558200000
2019-02-07,7435350000
2019-02-08,7289100000
2019-02-11,7148700000
2019-02-12,7254000000
2019-02-13,7277400000
2019-02-14,7312500000
2019-02-15,7458750000
2019-02-19,7464600000
2019-02-20,7534800000
2019-02-21,7488000000
2019-02-22,7593300000
2019-02-25,7616700000
2019-02-26,7616700000
2019-02-27,7628399999
2019-02-28,7616700000
2019-03-01,7751250000
2019-03-04,7745400000
2019-03-05,7710300000
2019-03-06,7675200000
2019-03-07,7546500000
2019-03-08,7488000000
2019-03-11,7628399999
2019-03-12,7528950000
2019-03-13,7452900000
2019-03-14,7394400000
2019-03-15,7394400000
2019-03-18,7382700000
2019-03-19,7335899999
2019-03-20,7371000000
2019-03-21,7517250000
2019-03-22,7388550000
2019-03-25,7347600000
2019-03-26,7265700000
2019-03-27,7201350000
2019-03-28,7242300000
2019-03-29,7277400000
2019-04-01,7092538896
2019-04-02,7047219159
2019-04-03,7075543995
2019-04-04,7081208962
2019-04-05,7109533798
2019-04-08,7092538896
2019-04-09,7092538896
2019-04-10,7166183470
2019-04-11,7103868831
2019-04-12,7166183470
2019-04-15,7103868831
2019-04-16,7177513404
2019-04-17,7132193667
2019-04-18,7092538896
2019-04-22,7047219159
2019-04-23,7081208962
2019-04-24,7086873929
2019-04-25,6996234454
2019-04-26,7058549093
2019-04-29,7047219159
2019-04-30,7035889225
2019-05-01,7007564389
2019-05-02,6945249750
2019-05-03,6990569487
2019-05-06,6814955505
2019-05-07,6554367015
2019-05-08,6469392508
2019-05-09,6475057475
2019-05-10,6741310932
2019-05-13,6492052376
2019-05-14,6526042179
2019-05-15,6554367015
2019-05-16,6531707147
2019-05-17,6463727540
2019-05-20,6565696950
2019-05-21,6684661260
2019-05-22,6662001391
2019-05-23,6678996293
2019-05-24,6673331326
2019-05-28,6673331326
2019-05-29,6577026884
2019-05-30,6486387409
2019-05-31,6452397606
2019-06-03,6469392508
2019-06-04,6560031982
2019-06-05,6582691851
2019-06-06,6571361917
2019-06-07,6639341523
2019-06-10,6667666359
2019-06-11,6684661260
2019-06-12,6650671457
2019-06-13,6678996293
2019-06-14,6701656162
2019-06-17,6933919816
2019-06-18,7302142682
2019-06-19,7574061106
2019-06-20,7681695482
2019-06-21,7664700581
2019-06-24,7545736270
2019-06-25,7506081500
2019-06-26,7534406336
2019-06-27,7608050909
2019-06-28,7642040712
2019-07-01,7915897435
2019-07-02,7863512819
2019-07-03,7828589742
2019-07-05,7834410255
2019-07-08,7735461537
2019-07-09,7741282050
2019-07-10,7741282050
2019-07-11,7694717948
2019-07-12,7747102563
2019-07-15,7776205127
2019-07-16,7904256409
2019-07-17,7694717948
2019-07-18,7729641024
2019-07-19,7648153845
2019-07-22,7717999999
2019-07-23,7787846153
2019-07-24,7898435896
2019-07-25,7782025640
2019-07-26,7816948717
2019-07-29,7787846153
2019-07-30,7787846153
2019-07-31,7659794871
2019-08-01,7584128204
2019-08-02,7555025640
2019-08-05,7426974358
2019-08-06,7508461537
2019-08-07,7444435896
2019-08-08,7584128204
2019-08-09,7974102563
2019-08-12,8166179486
2019-08-13,8171999999
2019-08-14,7787846153
2019-08-15,7944999999
2019-08-16,8009025640
2019-08-19,8142897435
2019-08-20,8102153845
2019-08-21,8206923076
2019-08-22,8236025640
2019-08-23,7880974358
2019-08-26,7950820512
2019-08-27,7863512819
2019-08-28,7985743589
2019-08-29,8032307691
2019-08-30,8003205127
2019-09-03,7886794871
2019-09-04,8084692306
2019-09-05,8148717948
2019-09-06,8212743589
2019-09-09,8364076922
2019-09-10,8445564101
2019-09-11,8468846153
2019-09-12,8393179486
2019-09-13,8468846153
2019-09-16,8195282050
2019-09-17,8294230768
2019-09-18,8288410255
2019-09-19,8119615383
2019-09-20,8113794871
2019-09-23,8154538460
2019-09-24,8107974358
2019-09-25,8171999999
2019-09-26,8107974358
2019-09-27,8067230768
2019-09-30,8187744000
2019-10-01,8164216000
2019-10-02,8087750000
2019-10-03,8052458000
2019-10-04,8152452000
2019-10-07,8064222000
2019-10-08,7628954000
2019-10-09,7693656000
2019-10-10,7752476000
2019-10-11,7940700000
2019-10-14,7958346000
2019-10-15,7893644000
2019-10-16,8034812000
2019-10-17,8040694000
2019-10-18,7923054000
2019-10-21,8028930000
2019-10-22,8140688000
2019-10-23,8146570000
2019-10-24,8123042000
2019-10-25,8117160000
2019-10-28,8170098000
2019-10-29,8211272000
2019-10-30,8023048000
2019-10-31,8064222000
2019-11-01,8093632000
2019-11-04,8123042000
2019-11-05,8087750000
2019-11-06,7970110000
2019-11-07,7834824000
2019-11-08,7587780000
2019-11-11,7734830000
2019-11-12,7717184000
2019-11-13,7711302000
2019-11-14,7593662000
2019-11-15,7640718000
2019-11-18,7581898000
2019-11-19,7576016000
2019-11-20,7487786000
2019-11-21,7393674000
2019-11-22,7476022000
2019-11-25,7564252000
2019-11-26,7670127999
2019-11-27,7687774000
2019-11-29,7576016000
2019-12-02,7576016000
2019-12-03,7452494000
2019-12-04,7552488000
2019-12-05,7646600000
2019-12-06,7770122000
2019-12-09,7781886000
2019-12-10,7770122000
2019-12-11,7828942000
2019-12-12,8111277999
2019-12-13,7993638000
2019-12-16,8075986000
2019-12-17,8111277999
2019-12-18,8270092000
2019-12-19,8187744000
2019-12-20,8205390000
2019-12-23,8234800000
2019-12-24,8223036000
2019-12-26,8334794000
2019-12-27,8323030000
2019-12-30,8275974000
2019-12-31,8318562000
2020-01-02,8495052000
2020-01-03,8471520000
2020-01-06,8447988000
2020-01-07,8530350000
2020-01-08,8553881999
2020-01-09,8489169000
2020-01-10,8442105000
2020-01-13,8571531000
2020-01-14,8630361000
2020-01-15,8700957000
2020-01-16,8771553000
2020-01-17,8771553000
2020-01-21,8524467000
2020-01-22,8506818000
2020-01-23,8442105000
2020-01-24,8200902000
2020-01-27,8036178000
2020-01-28,7947933000
2020-01-29,7865571000
2020-01-30,8030295000
2020-01-31,8012646000
2020-02-03,8024412000
2020-02-04,8124423000
2020-02-05,8289147000
2020-02-06,8512701000
2020-02-07,8347977000
2020-02-10,8095008000
2020-02-11,8312679000
2020-02-12,8495052000
2020-02-13,8471520000
2020-02-14,8589180000
2020-02-18,8530350000
2020-02-19,8595063000
2020-02-20,8559765000
2020-02-21,8436222000
2020-02-24,8006763000
2020-02-25,7565538000
2020-02-26,7253739000
2020-02-27,7018419000
2020-02-28,7106664000
2020-03-02,7312569000
2020-03-03,6965472000
2020-03-04,6924291000
2020-03-05,6512481000
2020-03-06,6483066000
2020-03-09,5965362000
2020-03-10,6353640000
2020-03-11,5935947000
2020-03-12,5424126000
2020-03-13,6159501000
2020-03-16,5965362000
2020-03-17,6400704000
2020-03-18,5812404000
2020-03-19,5688861000
2020-03-20,5306466000
2020-03-23,4841709000
2020-03-24,5106444000
2020-03-25,5129976000
2020-03-26,5388828000
2020-03-27,5018199000
2020-03-30,5188806000
2020-03-31,5284730000
2020-04-01,5084640000
2020-04-02,4825700000
2020-04-03,4813930000
2020-04-06,5255305000
2020-04-07,5172914999
2020-04-08,5267075000
2020-04-09,5584865000
2020-04-13,5526015000
2020-04-14,5537785000
2020-04-15,5255305000
2020-04-16,4966940000
2020-04-17,5237650000
2020-04-20,5161145000
2020-04-21,4966940000
2020-04-22,4966940000
2020-04-23,5108180000
2020-04-24,5196455000
2020-04-27,5567210000
2020-04-28,5773185000
2020-04-29,6179250000
2020-04-30,5832035000
2020-05-01,5578980000
2020-05-04,5673140000
2020-05-05,5620175000
2020-05-06,5690795000
2020-05-07,5679025000
2020-05-08,6432305000
2020-05-11,6296950000
2020-05-12,6232215000
2020-05-13,6243985000
2020-05-14,6314605000
2020-05-15,6396995000
2020-05-18,6567660000
2020-05-19,6532350000
2020-05-20,6738325000
2020-05-21,6697130000
2020-05-22,6779520000
2020-05-26,6991380000
2020-05-27,7114965000
2020-05-28,6991380000
2020-05-29,7209125000
2020-06-01,7173815000
2020-06-02,7209125000
2020-06-03,7597535000
2020-06-04,7526914999
2020-06-05,7626960000
2020-06-08,7862360000
2020-06-09,7579880000
2020-06-10,7291515000
2020-06-11,6714785000
2020-06-12,6897220000
2020-06-15,6938414999
2020-06-16,7026690000
2020-06-17,7238550000
2020-06-18,7020805000
2020-06-19,6979610000
2020-06-22,7038460000
2020-06-23,7062000000
2020-06-24,6867795000
2020-06-25,6920760000
2020-06-26,6755980000
2020-06-29,6856025000
2020-06-30,6991470000
2020-07-01,7121160000
2020-07-02,7091685000
2020-07-06,7174215000
2020-07-07,7074000000
2020-07-08,6985575000
2020-07-09,6914835000
2020-07-10,7050420000
2020-07-13,7032735000
2020-07-14,7327485000
2020-07-15,7457175000
2020-07-16,7522020000
2020-07-17,7557390000
2020-07-20,7463070000
2020-07-21,7516125000
2020-07-22,7575075000
2020-07-23,7498440000
2020-07-24,7492545000
2020-07-27,7592760000
2020-07-28,7492545000
2020-07-29,7586865000
2020-07-30,7604550000
2020-07-31,7498440000
2020-08-03,7663500000
2020-08-04,7893405000
2020-08-05,7834454999
2020-08-06,7964145000
2020-08-07,8453430000
2020-08-10,8748180000
2020-08-11,8777655000
2020-08-12,8942715000
2020-08-13,9013455000
2020-08-14,9037035000
2020-08-17,8913240000
2020-08-18,8948610000
2020-08-19,8972190000
2020-08-20,8925030000
2020-08-21,8612595000
2020-08-24,8765865000
2020-08-25,8836605000
2020-08-26,8842500000
2020-08-27,8877870000
2020-08-28,8995770000
2020-08-31,8913240000
2020-09-01,8948610000
2020-09-02,8983980000
2020-09-03,8966295000
2020-09-04,8813025000
2020-09-08,8630280000
2020-09-09,8913240000
2020-09-10,8748180000
2020-09-11,8877870000
2020-09-14,9025245000
2020-09-15,9031140000
2020-09-16,8907345000
2020-09-17,8966295000
2020-09-18,9219780000
2020-09-21,8589015000
2020-09-22,8689230000
2020-09-23,8394480000
2020-09-24,8264790000
2020-09-25,8311950000
2020-09-28,8453430000
2020-09-29,8188155000
2020-09-30,8281614000
2020-10-01,8376126000
2020-10-02,8399754000
2020-10-05,8470638000
2020-10-06,8458824000
2020-10-07,8405661000
2020-10-08,8529708000
2020-10-09,8417475000
2020-10-12,8393847000
2020-10-13,8452917000
2020-10-14,8376126000
2020-10-15,8252079000
2020-10-16,8305242000
2020-10-19,8133939000
2020-10-20,8181195000
2020-10-21,8240265000
2020-10-22,8222544000
2020-10-23,8257986000
2020-10-26,8063055000
2020-10-27,7933101000
2020-10-28,7661379000
2020-10-29,7732263000
2020-10-30,7755891000
2020-11-02,7850402999
2020-11-03,7974450000
2020-11-04,7998077999
2020-11-05,8269800000
2020-11-06,8955012000
2020-11-09,9256269000
2020-11-10,9610689000
2020-11-11,10160040000
2020-11-12,9681573000
2020-11-13,10030086000
2020-11-16,10272273000
2020-11-17,10443576000
2020-11-18,10366785000
2020-11-19,10366785000
2020-11-20,10349064000
2020-11-23,10573530000
2020-11-24,10733019000
2020-11-25,10632600000
2020-11-27,10461297000
2020-11-30,10425855000
2020-12-01,10673949000
2020-12-02,10862973000
2020-12-03,10969299000
2020-12-04,11034276000
2020-12-07,10927950000
2020-12-08,10857066000
2020-12-09,10792089000
2020-12-10,10839345000
2020-12-11,10608972000
2020-12-14,10484925000
2020-12-15,10685763000
2020-12-16,10496739000
2020-12-17,10461297000
2020-12-18,10248645000
2020-12-21,10425855000
2020-12-22,10419948000
2020-12-23,10443576000
2020-12-24,10526274000
2020-12-28,10738926000
2020-12-29,10644414000
2020-12-30,10650321000
2020-12-31,10616676000
2021-01-04,10728928000
2021-01-05,10799824000
2021-01-06,11372900000
2021-01-07,11071592000
2021-01-08,11006604000
2021-01-11,11024328000
2021-01-12,10870720000
2021-01-13,10799824000
2021-01-14,11042052000
2021-01-15,11047960000
2021-01-19,11077500000
2021-01-20,11290188000
2021-01-21,11349268000
2021-01-22,10971156000
2021-01-25,11077500000
2021-01-26,11307912000
2021-01-27,11567863999
2021-01-28,11526508000
2021-01-29,11461520000
2021-02-01,11443796000
2021-02-02,11691932000
2021-02-03,11721472000
2021-02-04,11993240000
2021-02-05,12536776000
2021-02-08,12820360000
2021-02-09,13103944000
2021-02-10,13363896000
2021-02-11,13612032000
2021-02-12,14013776000
2021-02-16,14055132000
2021-02-17,13694744000
2021-02-18,13381620000
2021-02-19,13293000000
2021-02-22,13801088000
2021-02-23,13842444000
2021-02-24,14066948000
2021-02-25,13712468000
2021-02-26,13854260000
2021-03-01,14391888000
2021-03-02,13966512000
2021-03-03,14055132000
2021-03-04,13901524000
2021-03-05,14397796000
2021-03-08,14320992000
2021-03-09,14681380000
2021-03-10,15077216000
2021-03-11,15201284000
2021-03-12,15484868000
2021-03-15,15425788000
2021-03-16,15644384000
2021-03-17,15567580000
2021-03-18,16040220000
2021-03-19,16128840000
2021-03-22,15780268000
2021-03-23,15425788000
2021-03-24,15035860000
2021-03-25,15484868000
2021-03-26,15201284000
2021-03-29,14787724000
2021-03-30,15177652000
2021-03-31,15021501000
2021-04-01,15393642000
2021-04-05,15606294000
2021-04-06,15688992000
2021-04-07,15606294000
2021-04-08,15783504000
2021-04-09,15759876000
2021-04-12,15807132000
2021-04-13,15440898000
2021-04-14,15600387000
2021-04-15,15718527000
2021-04-16,15771690000
2021-04-19,15795318000
2021-04-20,15647643000
2021-04-21,16137924000
2021-04-22,15883923000
2021-04-23,15789411000
2021-04-26,15748062000
2021-04-27,15683085000
2021-04-28,15458619000
2021-04-29,15665364000
2021-04-30,15476340000
2021-05-03,15570852000
2021-05-04,15068757000
2021-05-05,15429084000
2021-05-06,15358200000
2021-05-07,16208808000
2021-05-10,16208808000
2021-05-11,16326948000
2021-05-12,15440898000
2021-05-13,15505875000
2021-05-14,15771690000
2021-05-17,15895737000
2021-05-18,15641736000
2021-05-19,15364107000
2021-05-20,15978435000
2021-05-21,15647643000
2021-05-24,15854388000
2021-05-25,15736248000
2021-05-26,15818946000
2021-05-27,16007970000
2021-05-28,15942993000
2021-06-01,15659457000
2021-06-02,15305037000
2021-06-03,15293223000
2021-06-04,15488154000
2021-06-07,15269595000
2021-06-08,15635829000
2021-06-09,15671271000
2021-06-10,15629922000
2021-06-11,15854388000
2021-06-14,15541317000
2021-06-15,15358200000
2021-06-16,15316851000
2021-06-17,15062850000
2021-06-18,14844291000
2021-06-21,15198711000
2021-06-22,15074664000
2021-06-23,15033315000
2021-06-24,15104199000
2021-06-25,15198711000
2021-06-28,15133734000
2021-06-29,15098292000
2021-06-30,15248109000
2021-07-01,15467038000
2021-07-02,15236275000
2021-07-06,15112018000
2021-07-07,14999595000
2021-07-08,14674160000
2021-07-09,15100184000
2021-07-12,15283610999
2021-07-13,14928591000
2021-07-14,14792500000
2021-07-15,14739247000
2021-07-16,14330974000
2021-07-19,14129796000
2021-07-20,14390144000
2021-07-21,14561737000
2021-07-22,14443397000
2021-07-23,14644575000
2021-07-26,14674160000
2021-07-27,14626824000
2021-07-28,14644575000
2021-07-29,14543985999
2021-07-30,14573571000
2021-08-02,14638658000
2021-08-03,14242219000
2021-08-04,14396060999
2021-08-05,14703745000
2021-08-06,14626824000
2021-08-09,14443397000
2021-08-10,14366476000
2021-08-11,14307306000
2021-08-12,14183049000
2021-08-13,13916784000
2021-08-16,13964120000
2021-08-17,13603183000
2021-08-18,13123906000
2021-08-19,12940479000
2021-08-20,13076570000
2021-08-23,13242246000
2021-08-24,13206744000
2021-08-25,13360585999
2021-08-26,13230412000
2021-08-27,13455258000
2021-08-30,13236329000
2021-08-31,13295499000
2021-09-01,13502594000
2021-09-02,13402005000
2021-09-03,13348752000
2021-09-07,13135740000
2021-09-08,13064735999
2021-09-09,13046985000
2021-09-10,12952313000
2021-09-13,12946396000
2021-09-14,13023317000
2021-09-15,12987815000
2021-09-16,13295499000
2021-09-17,13224495000
2021-09-20,12934562000
2021-09-21,13141657000
2021-09-22,13680104000
2021-09-23,14206717000
2021-09-24,14419729000
2021-09-27,14313223000
2021-09-28,14153464000
2021-09-29,14088377000
2021-09-30,13932113000
2021-10-01,14038691000
2021-10-04,13884745000
2021-10-05,14080138000
2021-10-06,13991323000
2021-10-07,14245926000
2021-10-08,14257767999
2021-10-11,14192637000
2021-10-12,14139348000
2021-10-13,14026849000
2021-10-14,14245926000
2021-10-15,14151190000
2021-10-18,13943955000
2021-10-19,14032770000
2021-10-20,14091980000
2021-10-21,14103822000
2021-10-22,14251847000
2021-10-25,14305136000
2021-10-26,14121585000
2021-10-27,13594616000
2021-10-28,13707115000
2021-10-29,13559090000
2021-11-01,13926192000
2021-11-02,13926192000
2021-11-03,13819614000
2021-11-04,13896587000
2021-11-05,14429477000
2021-11-08,14240005000
2021-11-09,14050533000
2021-11-10,13914350000
2021-11-11,13973560000
2021-11-12,14097901000
2021-11-15,13890666000
2021-11-16,13991323000
2021-11-17,13855140000
2021-11-18,13748562000
2021-11-19,13103173000
2021-11-22,13286724000
2021-11-23,13115015000
2021-11-24,13014358000
2021-11-26,12700545000
2021-11-29,12919622000
2021-11-30,12801202000
2021-12-01,12487389000
2021-12-02,12848570000
2021-12-03,12884096000
2021-12-06,12961069000
2021-12-07,13020279000
2021-12-08,13126857000
2021-12-09,12890017000
2021-12-10,12943306000
2021-12-13,12700545000
2021-12-14,12440021000
2021-12-15,12582125000
2021-12-16,12647256000
2021-12-17,12599888000
2021-12-20,12363048000
2021-12-21,12848570000
2021-12-22,12901859000
2021-12-23,13221592999
2021-12-27,13369617999
2021-12-28,13416986000
2021-12-29,13363697000
2021-12-30,13322250000
2021-12-31,13136128000
2022-01-03,13406976000
2022-01-04,13300992000
2022-01-05,12853503999
2022-01-06,13265664000
2022-01-07,13248000000
2022-01-10,13089024000
2022-01-11,13218560000
2022-01-12,13312768000
2022-01-13,13518848000
2022-01-14,13377536000
2022-01-18,13065472000
2022-01-19,12971264000
2022-01-20,12806400000
2022-01-21,12623872000
2022-01-24,12953600000
2022-01-25,12765184000
2022-01-26,12576768000
2022-01-27,12411903999
2022-01-28,12812288000
2022-01-31,13094912000
2022-02-01,13106688000
2022-02-02,13171456000
2022-02-03,13218560000
2022-02-04,13248000000
2022-02-07,13218560000
2022-02-08,13454080000
2022-02-09,13813248000
2022-02-10,13654272000
2022-02-11,13336320000
2022-02-14,13118464000
2022-02-15,13624832000
2022-02-16,13942784000
2022-02-17,13401088000
2022-02-18,13041920000
2022-02-22,12882944000
2022-02-23,12582656000
2022-02-24,12700416000
2022-02-25,13118464000
2022-02-28,13142016000
2022-03-01,12688640000
2022-03-02,13265664000
2022-03-03,12818176000
2022-03-04,12494336000
2022-03-07,11940864000
2022-03-08,11970303999
2022-03-09,12441344000
2022-03-10,12353024000
2022-03-11,12341248000
2022-03-14,12429568000
2022-03-15,12423680000
2022-03-16,12735744000
2022-03-17,13200896000
2022-03-18,13036032000
2022-03-21,12953600000
2022-03-22,13094912000
2022-03-23,12906496000
2022-03-24,13277440000
2022-03-25,13295103999
2022-03-28,13253888000
2022-03-29,13518848000
2022-03-30,13406976000
2022-03-31,12964395000
2022-04-01,12835629000
2022-04-04,12940983000
2022-04-05,12876600000
2022-04-06,12683451000
2022-04-07,12466890000
2022-04-08,12490302000
2022-04-11,12349830000
2022-04-12,12267888000
2022-04-13,12660039000
2022-04-14,12390801000
2022-04-18,12396654000
2022-04-19,12718569000
2022-04-20,12800511000
2022-04-21,12496155000
2022-04-22,12209358000
2022-04-25,12221064000
2022-04-26,11735265000
2022-04-27,11858178000
2022-04-28,11951826000
2022-04-29,11624058000
2022-05-02,11834766000
2022-05-03,11828913000
2022-05-04,12203505000
2022-05-05,11547969000
2022-05-06,10014483000
2022-05-09,10242750000
2022-05-10,10283721000
2022-05-11,9891570000
2022-05-12,10172514000
2022-05-13,10441752000
2022-05-16,10318839000
2022-05-17,10687578000
2022-05-18,10231044000
2022-05-19,10242750000
2022-05-20,10307133000
2022-05-23,10195926000
2022-05-24,9686715000
2022-05-25,9862305000
2022-05-26,10084719000
2022-05-27,10348104000
2022-05-31,10184220000
2022-06-01,10073013000
2022-06-02,10365663000
2022-06-03,10067160000
2022-06-06,10172514000
2022-06-07,10283721000
2022-06-08,10073013000
2022-06-09,9868158000
2022-06-10,9698421000
2022-06-13,9171651000
2022-06-14,9101415000
2022-06-15,9095562000
2022-06-16,9025326000
2022-06-17,9072150000
2022-06-21,8908266000
2022-06-22,8838030000
2022-06-23,8919972000
2022-06-24,9236034000
2022-06-27,9212622000
2022-06-28,9066297000
2022-06-29,8966796000
2022-06-30,9056654000
2022-07-01,9155475000
2022-07-05,9085719000
2022-07-06,9056654000
2022-07-07,9207792000
2022-07-08,9155475000
2022-07-11,8952020000
2022-07-12,9097345000
2022-07-13,9004337000
2022-07-14,8859012000
2022-07-15,9143849000
2022-07-18,9132223000
2022-07-19,9481003000
2022-07-20,9661206000
2022-07-21,9783278999
2022-07-22,9812344000
2022-07-25,9823970000
2022-07-26,9707710000
2022-07-27,9911165000
2022-07-28,9940230000
2022-07-29,9963482000
2022-08-01,9957669000
2022-08-02,9882100000
2022-08-03,10178563000
2022-08-04,10102994000
2022-08-05,9887913000
2022-08-08,10097181000
2022-08-09,10620351000
2022-08-10,10724985000
2022-08-11,10852871000
2022-08-12,10945878999
2022-08-15,10748237000
2022-08-16,10806367000
2022-08-17,10655228999
2022-08-18,10626164000
2022-08-19,10405270000
2022-08-22,10143685000
2022-08-23,10062303000
2022-08-24,10161124000
2022-08-25,10306449000
2022-08-26,10085555000
2022-08-29,10050677000
2022-08-30,9940230000
2022-08-31,9835596000
2022-09-01,9835596000
2022-09-02,9858848000
2022-09-06,9562385000
2022-09-07,9777466000
2022-09-08,9765840000
2022-09-09,10155311000
2022-09-12,10236693000
2022-09-13,9783278999
2022-09-14,9800718000
2022-09-15,9963482000
2022-09-16,9608889000
2022-09-19,9614702000
